Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Doors Open;;;;;;1;;;;1
Doxa HR;;;4;;;;;;;4
DPG online Services B.N;;;;;1;;;;;1
DPI Animation House;;;;;;2;;;;2
Dr. Drs. Ir. C.M. Ravesloot B.V.;;;;;;1;;;;1
Drink en Eetlokaal Proefverlof B.V.;;;;1;;;;;;1
DrukConnect;;;;1;;;;;;1
Dudok Den Haag B.V.;;;;1;;;;;;1
Dudok Rijnstraat B.V.;;;;1;;;;;;1
Dulang Indonesische Lekkernijen;;;;1;;;;;;1
Dunea Duin & Water;;;;;;;;;1;1
Dzjeng;;;;;;1;;;;1
EasyBiz Talenschool;;;2;;;;;;;2
Echte Bakker Gerrits V.O.F.;1;;;;;;;;;1
EcoGiving B.V.;;;;1;;;;;;1
Ecomondo;;;;1;;;;;;1
Edith Brocken Ergo & Arbeid;;;;;;1;;;;1
Eduvision B.V.;;;;;;1;;;;1
Edward Otten;;;;1;;;;;;1
EEN! B.V.;;;;1;;;;;;1
EFE;;;;;;2;;;;2
Effectivents;;;;;;1;;;;1
Efficiency Unlimited;;;;1;;;;;;1
EGN Nederland B.V.;;;;;;1;;;;1
EHdK B.V.;;;;;;1;;;;1
Eigenarenvereniging Binnenstad Den Haag;;;;;;1;;;;1
Elan Training B.V.;;;;;2;1;;;;2
Elja Daae Marketingadvies;;;;;;1;;;;1
Elpidio;;;;1;;;;;;1
Elycio Talen B.V.;;;;;;1;;;;1
Elysion Coaching & Counseling;;;3;;;;;;;3
Elzinga Catering;;;;1;;;;;;1
Emerce B.V.;;;;;;1;;;;1
Employee Performance Group B.V.;;;;;;2;;;;2
Enabler;;;;;;1;;;;1
Energy Delta Institute B.V.;;;;;;1;;;;1
Enkwest Opleiding & Advies B.V.;;;;;;1;;;;1
Enterprise Solutions;;;;;;1;;;;1
Entrador B.V.;;;;;2;;;;;2
Equipe Acteurs B.V.;;;;;;1;;;;1
Ergatis;;;1;;1;;;;;2
Ergatis B.V.;;;2;2;;;;;;2
ergo@work;;;2;;;;;;;2
Ergoplan;;;2;;;;;;;2
Erwin Butzelaar Training & Ontwikkeling;;;;;;1;;;;1
Erwin Nelissen Organisatieadvies;;;;;;1;;;;1
Escaping Utrecht;;;;1;;;;;;1
Esri Nederland;;;;;;1;;;;1
ESVSHOP B.V.;;;1;;;;;;;1
Et Emergo;;;;;;1;;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
Euroforum;;;;;;1;;;;1
European Academy for Taxes Economics Law;;;;;;1;;;;1
European Leadership Platform B.V.;;;;;;1;;1;;1
Europica Media;;;;1;;;;;;1
Euroscope Benelux B.V.;;;;1;;;;;;1
EVE Tilburg B.V.;;;;1;;;;;;1
Event Impuls B.V.;;;;2;;;;;;2
EventGoodz B.V.;;;;1;;;;;;1
eX:plain;;;;;;1;;;;1
expertcoach;;;;;;2;;;;2
Explainit Company;;;;;;1;;;;1
Exploit. Maatsch. De Nwe Poort Amsterdam B.V.;;;;1;;;;;;1
Exploitatie Golfbaan Spaarnwoude B.V.;;;;1;;;;;;1
Fabels Eten & Drinken;;;;1;;;;;;1
Fakton Energy B.V.;;;;;;1;;;;1
Famo N.V.;;;;;;;;1;;1
Fast Lane Benelux B.V.;;;;;;2;;;;2
FB Advies;;;2;;;;;;;2
FCBA Bedrijfsgeneeskunde B.V.;;;3;;;;;;;3
FCE STICHTING OPLEIDINGSKUNDE;;;;;;1;;;;1
Feedback Training & Consulting B.V.;;;;;;1;;;;1
Ferro Explore B.V.;;;;;;2;;;;2
Feyen Pak Geschenkenservice B.V.;;;;1;;;;;;1
Fietswereld Dittrich;;;;;;;;;1;1
FILOSOOF B.V.;;;;1;;;;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;;1
Firma Hof der Muzen;;;;2;;;;;;2
Firma Marinus;;;;1;;;;;;1
Fishes to Birds;;;;;;;;;1;1
Flamingo Paradise;;;;1;;;;;;1
Flesjewijnbezorgd;;;;1;;;;;;1
Flex International Freight B.V.;1;;;;;;;;;1
Flexchair B.V.;;;1;;;;;;;1
Flip Werner Bedrijfsarts;;;2;;;;;;;2
Flipmonday B.V.;;;;;;2;;;;2
Flitz-Events;;;;1;;;;;;1
Floor!;;;;1;;;;;;1
Flow Resulting B.V.;;;;;;1;;;;1
Fola;;;;;;1;;;;1
Fonk Beach B.V.;;;;1;;;;;;1
Fontys Hogescholen;;;;;;2;;;;2
Foodhallen Den Haag Exploitatie B.V.;;;;1;;;;;;1
FoodIncompany;;;;1;;;;;;1
Forsa Advies B.V.;;;;;;1;;;;1
Fortune Factory B.V.;;;;2;;;;;;2
Francien Resius;;;2;;;;;;;2
FranklinCovey;;;;;;2;;;;2
Frankwatching B.V.;;;;;;1;;;;1
FREZON;;;;1;;;;;;1
Frontinfo;;;;;;;;1;;1
FRUIT OP JE WERK;2;;;;;;;;;2
G4S Training & Safety B.V.;;;;;;3;;;;3
Gamestudio Marthijn;;;;;;2;;;;2
Garoeda;1;;;;;;;;;1
Gartner Gulf FZ LLC;;;;;;1;;;;1
GARTNER Holland B.V.;;;;;;;;;1;1
Gartner Nederland B.V.;;;;;;2;;;;2
Gauchos Franchise Utrecht B.V.;;;;1;;;;;;1
GAW ontwerp + communicatie B.V.;;;;;1;;;;;1
GBR Advies;;;4;;;;;;;4
Geef een Boompje.nl;;;;1;;;;;;1
gefeliciTAART B.V.;;;;1;;;;;;1
Gelukkig Werken;;;;;;1;;;;1
Genesys Telecommunications Laboratories B.V.;;;;;;;;;1;1
GeoFort Exploitatie B.V.;;;;1;;;;;;1
Geoplan Nederland B.V.;;;;;;1;;;;1
Geschenk met Verhaal B.V.;;;;2;;;;;;2
GGTV;;;;;;1;;;;1
GGZ Delfland De Reef;;;1;;;;;;;1
Gifts to Connect;;;;1;;;;;;1
GIOIA Consultancy;;;4;;;;;;;4
GITP B.V.;;;;;;1;;;;1
Gladwell Academy B.V.;;;;;;1;;;;1
Gladwell B.V.;;;;;;1;;;;1
Glance & Vision;;;1;;;;;;;1
Glasatelier Jan Hooghiemstra;;;;1;;;;;;1
Global Knowledge Holdings B.V.;;;;;;1;;;;1
Global Knowledge Network Netherlands B.V.;;;;;;4;;;;4
Global Project Performance;;;;;;1;;;;1
Go B.V.;;;;;;1;;;;1
GoodHabitz Netherlands B.V.;;;;;;2;;;;2
GORTcoaching;;;;;;1;;;;1
Goude Hooft, Stadsherberg 't;;;;1;;;;;;1
Gouds Kaashuis;;;;1;;;;;;1
Goudsteen & Company B.V.;;;;;;2;;;;2
Gran Mercado B.V.;;;;1;;;;;;1
Grand Café de Pakschuit;;;;1;;;;;;1
Grand Cafe Groningen;;;;1;;;;;;1
Grand Hôtel Amrâth Kurhaus B.V.;;;;2;;;;;;2
GrandcafÃ© De Wens B.V.;;;;1;;;;;;1
Grandcafé De Wens B.V.;;;;1;;;;;;1
Grandcafe Haagsche Bluf;1;;;1;;;;;;1
Granny's Corner;;;;1;;;;;;1
Grapes & Olives;;;;1;;;;;;1
Graphic Hunters;;;;;;1;;;;1
GreenGiftBox;;;;1;;;;;;1
Greengiving B.V.;;;;1;;;;;;1
Greens in the Park B.V.;1;;;;;;;;;1
Greetz B.V.;;;;1;;;;;;1
Gremo N.V. hodn Ind. Rest. Garoeda;;;;1;;;;;;1
Grieks Rest. Kreta;;;;1;;;;;;1
Grijpink Medisch Advies;;;3;;;;;;;3
GROWEVERYDAY;;;;;;1;;;;1
GSN;;;;;;1;;;;1
Gusto Mangia e Bevi;1;;;1;;;;;;1
Gusto Rotterdam B.V.;;;;1;;;;;;1
H.K. Business & Advisory Services B.V.;1;;;;;1;;;;2
H.L.M. Lageweg B.V.;;;4;;;;;;;4
H.U. Günes t.h.o.d.n. SPAR City Korte Poten;1;;;1;;;;;;1
HAAGS CONGRES BUREAU;;;;;;1;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;2;;;;2
Haagse Hoogvliegers;;;;;;1;;;;1
Hage Historisch Interieur Advies;;;;;;1;;;;1
Hansabuss;;;;;;;;;1;1
Hapjes aan Huis B.V.;1;;;1;;;;;;1
HappinessBureau;;;;;;1;;;;1
Happy Meat B.V.;;;;1;;;;;;1
HAPPY TABS;;;;;;1;;;;1
Harbour Club Den Haag B.V.;;;;1;;;;;;1
Harmotion;;;;;;1;;;;1
Harriet Aans;;;;;;1;;;;1
Hart Nederland B.V.;1;;;;;;;;;1
HBO-I. Stichting;;;;;;1;;;;1
HD Support B.V.;;;4;;;;;;;4
HE Den Haag B.V.;;;;1;;;;;;1
HeadFirst B.V.;;;;;;2;;;;2
headON RESULTS B.V.;;;;2;;;;;;2
Health & Employebility, van Bennekom;;;4;;;;;;;4
Health2Work B.V.;;;2;;;;;;;2
Heart Connected;;;;;;1;;;;1
Heilig Vuur;;;;;;1;;;;1
Heineken International B.V.;;;;1;;;;;;1
Helder Werk B.V.;;;;;;1;;;;1
Helicon Opleidingen;;;;;;2;;;1;3
Helix Advies B.V.;;;;;;1;;;;1
HEMA B.V.;;;;2;;;;;;2
Hemingway Professional Governance B.V.;;;;;;2;;;;2
Henk Elich;;;;;;1;;;;1
Hennekes Special Seating B.V.;;;1;;;;;;;1
Henriëtte van Dueren den Hollander;;;;;;1;;;;1
Herberg 't Plein;;;;1;;;;;;1
Het Bakkertje;1;;;1;;;;;;1
Het Coach Bureau;;;;;;2;;;;2
Het Kookplein;1;;;1;;;;;;1
Het NIC B.V.;;;;;;1;;;;1
Het Nieuwe Zwart (Proefplank.com);;;;1;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Theehuis;;;;1;;;;;;1
Het Tiende Huis;;;;;;3;;;;3
Het Vliegende Paard VOF;;;;1;;;;;;1
High Five Health Promotion B.V.;;;4;;;;;;;4
Himalayan Restaurant;;;;1;;;;;;1
HipHop Culture Coaching;;;;;;1;;;;1
Hippefruitmand.nl;;;;1;;;;;;1
Hodac B.V.;;;;;;1;;;;1
Hofstad Events B.V.;;;;1;;;;;;1
Hogeschool NOVI B.V.;;;;;;1;;;;1
Hogeschool van Arnhem en Nijmegen (HAN_UNIVERSITY);;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;;;;;;2
Holland Evenementen Groep B.V.;;;;1;;;;;;1
Home food & drinks;;;;1;;;;;;1
Hooghiemstra & Partners B.V.;1;;;;;;;;;1
Horecabedrijf de Agnietenberg B.V.;;;;1;;;;;;1
Hotel Contact B.V.;;;;;;1;;;3;3
Hotel De Jonge Exploitatie B.V.;;;;1;;;;;;1
Hotel Des Indes B.V.;;;;1;;;;;;1
Hotel Indigo The Haque - Palace Noordeinde;;;;;;;;;1;1
Hotel Papendal;;;;;;;;;1;1
Hotel Restaurant Bitter en Zoet B.V.;;;;1;;;;;;1
Hotel Trusten B.V.;;;;1;;;;;;1
House of Lords;1;;;;;;;;;1
House of Lords B.V.;;;;1;;;;;;1
House of Sports;;;;;;1;;;;1
Houthoff Training & Coaching;;;;;;1;;;;1
how2ask;;;;;;1;;;;1
Hrd Groep;;;;;;1;;;;1
Hrd Groep Business;;;;1;;2;;;;2
HSK Groep;;;1;;;;;;;1
HSK Interventie B.V.;;;2;1;1;;;;;2
Hubble;;;;1;;;;;;1
Hudson Danzig B.V.;;;;2;;;;;;2
Hudson Zoetermeer B.V.;;;;1;;;;;;1
Huis van Verbeelding;;;;;;1;;;;1
Huis van Verbeelding B.V.;;;;1;;1;;;;1
Huitema Arbozorg op Maat;;;3;;;;;;;3
Human Dimensions B.V.;;;;;;1;;;;1
HumanCapitalCare B.V.;;;1;;;;;;;1
Humanistieke werkpraktijken;;;;;;1;;;;1
Hummeltjes Kraamkado;;;;1;;;;;;1
Humphrey's Den Haag B.V.;;;;1;;;;;;1
Huureentapje.nl;;;;1;;;;;;1
Huurhoeftnietduur.nl;;;;1;;;;;;1
Hypsotech Management Consultancy B.V.;;;;;;1;;;;1
I.K. Training & Ontwikkeling;;;;;;1;;;;1
ICM Administratie B.V.;;;;;;2;;;;2
ICM Holding B.V.;;;;;;1;;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;;2
ICTRecht B.V.;;;;;;1;;;;1
Ideeaanzee B.V.;;;;1;;;;;;1
Iep Holding B.V.;;;;;;1;;;;1
IESE Business School University of;;;;;;1;;;;1
Igop;;;;;;1;;;;1
IJff Medisch Advies;;;4;;;;;;;4
Ikos Consult;;;;;;2;;;;2
Ildikocoach;;;;1;;;;;;1
Impact Company;;;;;;1;;;;1
Improve Your business English;;;;;;1;;;;1
Impulsus Personal Quality and Results;;;;;;1;;;;1
In Balans Integratieve Zorg;;;1;;;;;;;1
In Den Stallen V.O.F.;;;;;;;;;1;1
In Pace B.V.;;;;1;;;;;;1
In Position;;;;;;2;;;;2
In Touch Women Resource Management B.V.;;;;;;1;;;;1
in60seconds B.V.;;;;;;2;;;;2
In-B-tween advies;;;;;;1;;;;1
Indian Restaurant Maharani B.V.;;;;1;;;;;;1
Indischa Flower;;;;1;;;;;;1
Indische Genealogische Vereniging;;;;;;;;1;;1
Indonesisch Restaurant Poentjak;;;;1;;;;;;1
Indonesisch Specialiteiten Rest. Indrapura;;;;1;;;;;;1
Indonesische Toko Dapur Ibu Ridderkerk;;;;1;;;;;;1
Info Support B.V.;;;;;;1;;;;1
Inforic;;;;;;1;;;;1
ING Bank N.V.;;;;;;2;;;;2
Ingeborg Bosch PRI B.V.;;;;;;1;;;;1
Ingezicht;;;;;;;;;;
Inkesta B.V.;;;;1;;;;;;1
Inkopers-cafe B.V.;;;;;2;;;;;2
Innercity Training & Consultancy;;;;;;1;;;;1
InnerVitaal;;;4;;;;;;;4
Innova;;;;;;1;;;;1
Innovation / Change / Participation;;;;;;1;;;;1
Innovention Change Management B.V.;;;;;;1;;;;1
Innovero Software Solutions B.V.;;;;1;;;;;;1
InsideStory;;;;;;1;;;;1
InsightsWorld B.V.;;;;1;;4;;;;4
inspearit B.V.;;;;;;1;;;;1
Inspirae;;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;1;;1
Instituut voor Arbeidsrecht B.V.;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor Non verbale Strategie Analyse;;;;;;1;;;;1
Instituut voor Publieke Waarden B.V.;;;;;;1;;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;1;;;;1
Instituut Zevendael;;;;;;1;;;;1
Instock Hospitality B.V.;;;;1;;;;;;1
Intelligence Group B.V.;;;;;;2;;;;2
Intenza Consulting Group B.V.;;;;;;1;;;;1
Interdepartementaal Trainee Overleg;;;;;;3;;;;3
Interexcellent IT Regie Management B.V.;;;;;2;;;;;2
Intermediair;;;;;;2;;;;2
intermens partner search;;;;;;1;;;;1
Intermenso;;;;;1;2;;;;2
Internal Movement Company;;;;;;1;;;;1
International Centre for Parliamentary;;;;;;1;;;;1
Interoffice Kantoorinrichting B.V.;1;;;;;;;;;1
Interparking Nederland B.V.;;;;;;;;;1;1
Intertoys Holland B.V.;;;;1;;;;;;1
Investment FC B.V.;;;;1;;;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
iQ-events B.V.;;;;1;;;;;;1
IreneFreyja B.V.;;;;;;1;;;;1
Iskander Connect B.V.;;;1;;;;;;;1
ISS Integrated Facility Services B.V.;1;;;1;;;;;;1
Istana Indonesisch restaurant;1;;;;;;;;;1
IT Management Group;;;;;;1;;;;1
Itannex B.V.;;;;;;1;;;;1
ITH Training & Counseling B.V.;;;;;;1;;;;1
ITPH Academy B.V.;;;;;;2;;;;2
IVEX B.V.;;;3;;;;;;;3
Izeboud Coaching;;;;;;1;;;;1
J.B.T. Schaafsma;;;3;;;;;;;3
J.P. Alsem;;;;1;;;;;;1
J.P.J. Verkruijsse B.V.;2;;;;;;;;1;2
Jacobushoeve B.V.;;;;1;;;;;;1
Ja-maar® B.V.;;;;1;;1;;;;2
Ja-maarÃ‚Â® B.V.;;;;1;;;;;;1
Jamey Bennet Kitchen & Bar;;;;1;;;;;;1
Jeu de Boulesbar B.V.;;;;1;1;;;;;1
Jobdigger B.V.;;;;;;1;;;;1
Joe's B.V.;1;;;;;;;;;1
Jones-Bos B.V.;;;;;;;;;1;1
JR's Cuisine;;;;1;;;;;;1
JVDT B.V.;;;;;;2;;;;2
Kaartje2go;;;;1;;;;;;1
Kaaspakket.com;;;;1;;;;;;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;2;;;;2
kadootjevanmij;;;;1;;;;;;1
Kajono B.V.;;;;;;;;;1;1
Kalloe Bedrijfsgeneeskundig Advies B.V.;;;5;;;;;;;5
Kalteren Advies;;;2;;;;;;;2
Kamera Express;;;;1;;;;;;1
Katelijne Coaching;;;1;;;;;;;1
Kaymaz Psychiatrische Expertise & Advies;;;1;;;;;;;1
KB-Consult, Eveline Knibbeler;;;2;;;;;;;2
Keek Training & Advies;;;;;1;;;;;1
Kenniscentrum Projectadvisering/Educatie B.V.;;;;;;1;;;;1
Kensas B.V.;;;;;;1;;;;1
Kerstpakkettenidee;;;;1;;;;;;1
Kerstpakkettenplaza.nl;;;;1;;;;;;1
Kessels & Smit Leertrajecten B.V.;;;;;;1;;;;1
Kessels & Smit, Publishers B.V.;;;;;;5;;;;5
Kessels & Smit, the Learning Company B.V.;;;;;;1;;;;1
Key Result;;;;;;1;;;;1
KeyWie;;;;;;1;;;;1
Ki 2 organisatieadvies internal branding;;;;;;1;;;;1
Kickstart School B.V.;;;;;;1;;;;1
Kies, voor jezelf;;;;;;1;;;;1
Kite-Extreme;;;;1;;;;;;1
Kjenning Opleidingen;;;;;;1;;;;1
Klantenservice Federatie;;;;;;1;;;;1
Klarna B.V.;;;;1;;;;;;1
Klein Poelhuis Emmeloord B.V.;;;;1;;;;;;1
Kleine M;;;;;;1;;;;1
Klint Holding;2;;;;;;;;;2
Kloosterhof Neer B.V.;;;;;;1;;;;1
Koeckebackers B.V.;;;;1;;;;;;1
Koeman Flowerbulbs B.V.;;;;1;;;;;;1
Koken-op-maat;;;;1;;;;;;1
Koninklijk Instituut van Ingenieurs;;;;;;1;;;;1
Koninklijke Luchtvaart Maatschappij N.V.;;;;;;;;;2;2
Kookpaleis B.V.;;;;1;;;;;;1
Koops Ergonomie;;;3;;;;;;;3
Korpus Habitus;;;3;;;;;;;3
Korstmos;;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;;1
KPN XL;;;;;;1;;;;1
Krijt Moester;;;;1;;;;;;1
Kroon B.V.;;;1;1;;;;;;1
KSG B.V.;;;;;;2;;;;2
KSG Incompany/ Trainers & Consultants;;;;;;1;;;;1
KSG Osborne B.V.;;;;;;1;;;;1
KSG Trainers & Consultants;;;;;;3;;;;3
Kwaliteitsstichting Mediators;;;;1;;;;;;1
Kweekcafé;;;;1;;;;;;1
Kwekerij de Tuinen van de Hagert;;;;;;1;;;;1
La Red B.V.;;;;;1;1;;;;1
Lagerweij & Partner Consultants B.V.;;;;;;1;;;;1
Laila The Hague B.V.;;;;1;;;;;;1
Landgoed de Horst;;;;;;2;;;;2
Landpachters en Eig.-Grondgebruikers in Ned.;;;;;;1;;;;1
Landstede;;;;;;1;;;;1
Language Institute Regina Coeli B.V.;;;;;;1;;;;1
Language Testing Services;;;;;;1;;;;1
Las Fiestas Del Mundo;;;;1;;;;;;1
Launch! Human Capital Management B.V.;;;;;6;;;;;6
Le Bistroquet B.V.;;;;1;;;;;;1
Le Blanc Diensten B.V.;;;;;;1;;;;1
Le Connaisseur;;;;1;;;;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Le Petit Lou;1;;;;;;;;;1
LE:EN Restaurant B.V.;;;;1;;;;;;1
Lean Six Sigma Groep B.V.;;;;;;1;;;;1
Leanne Steeghs Training & Coaching;;;;;;1;;;;1
Learn it B.V.;;;;;;2;;;;2
LearnCare Academy B.V.;;;;;;1;;;;1
Leef & Zo;;;;;1;;;;;1
Leeuwendaal Advies B.V.;;;;;7;4;;;;7
Leeuwendaal Twee B.V.;;;;;;2;;;;2
Legaria B.V.;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;2;;;;2
Leijgraaff & Leijgraaff;1;;;;;;;;;1
LeisureTeam B.V.;;;;1;;;;;;1
Lekker Brood;;;;2;;;;;;2
LENGG;;;;;2;;;;;2
Leonidas;;;;1;;;;;;1
Letsgoactive training groep;;;;;;1;;;;1
Leukdoordebrievenbus B.V.;;;;1;;;;;;1
Libereaux B.V.;;;;;;1;;;;1
Liberi-Coaching B.V.;;;;;;1;;;;1
Life & Wok B.V.;;;;1;;;;;;1
LifeGuard Health Services B.V.;;;;;;4;;;;4
Liff Assen B.V.;;;;1;;;;;;1
Limburgs Geschied- en Oudheidkundig;;;;;;;;1;;1
Link@Work B.V.;;;1;;;1;;;;1
Lionel Leeuwin;;;;;;1;;;;1
Lloyd's Register Nederland B.V.;;;;;;1;;;;1
Loes van Rosse Coach. en advies voor vrouwen;;;;;;1;;;;1
Loetje Den Haag B.V.;;;;1;;;;;;1
Logeion;;;;;;1;;1;;1
LOGEION VERENIGING VOOR COMMUNICATIE;;;;;;1;;;;1
Logopediepraktijk Huijgenspark;;;1;;;;;;;1
LOI Zakelijk B.V.;;;;;;1;;;;1
Loo Van Eck B.V.;;;;;;2;;;;2
Loof training en advies B.V.;;;;;;1;;;;1
Louana Rijopleidingen B.V.;;;;;;1;;;;1
LS Holding B.V.;;;;;;1;;;;1
LTP Advies B.V.;;;;;2;;;;;2
LTP Holding B.V.;;;;;;6;;;;6
M.H. van der Kemp B.V.;1;;;;;;;;1;1
MaarHees Coaching & Consultancy;;;;;2;;;;;2
Maatschap Berg & Soeters;;;;;;1;;;;1
Made in Italy;;;;1;;;;;;1
Madram Holding B.V.;;;5;;;;;;;5
Magna Entertainment;;;;1;;;;;;1
Mainpress B.V.;;;;1;;1;;;;1
Make Me See;;;;;;1;;;;1
makinmehungreh;;;;1;;;;;;1
MaMa Kelly B.V.;;;;1;;;;;;1
Management & Business Solutions;;;;2;;;;;;2
Management Drives Holding B.V.;;;;;;2;;;;2
Management Roukens B.V.;;;;;;;;2;;2
Manager te Huur;;;4;;;;;;;4
Manta Beach;1;;;1;;;;;;1
Marcelissen Horeca B.V.;;;;1;;;;;;1
Marieke Francke;;;;2;;;;;;2
Marosel B.V.;;;;;;4;;;;4
Martijn Beekman Fotografie;;;;1;;;;;;1
Masal Restaurant B.V.;;;;1;;;;;;1
Mastermind Academy VOF;;;;;;1;;;;1
Mausel;;;;1;;;;;;1
Maxilia B.V.;;;;1;;;;;;1
MD&D concepts;;;;;;1;;;;1
Med@Work B.V.;;;3;;;;;;;3
Media Markt Den Haag B.V.;1;;;;;;;;;1
Mediavrouw;;;;;;1;;;;1
Medisch Expertise en Advies Centrum B.V.;;;1;;;;;;;1
Medisch KeuringsInstituut Nederland B.V.;;;;;;1;;;;1
MEE Zuid-Holland Noord - Centraal Bureau;;;;;;3;;;;3
Meereffect B.V.;;;;;;1;;;;1
Meesterbakker Roodenrijs;;;;1;;;;;;1
Meetingselect B.V.;1;;;2;;2;2;;4;4
Meinardi Winkel B.V.;;;;1;;;;;;1
Mekander;;;;;;2;;;;2
Memory Events B.V.;;;;;3;;;;;3
Mensely B.V.;;;7;;;;;;;7
Merkenbureau Knijff & Partners B.V.;;;;;;1;;;;1
Meulenberg Training & Coaching;;;;;;1;;;;1
Meulenberg Training & Coaching B.V.;;;;;1;;;;;1
MevrouwdeBedrijfsarts;;;3;;;;;;;3
Mg Books Media;;;;;;1;;;;1
Mieke van Maanen;;;;;;1;;;;1
Millers;;;;1;;;;;;1
Mind Academy B.V.;;;;;;1;;;;1
Mindfulness Hillegom;;;;;;1;;;;1
Mindstorm Lab B.V.;;;;1;;;;;;1
Misi B.V.;;;;1;;;;;;1
Mitel Gebruikersgroep Nederland;;;;;;1;;;;1
MKBA Onderzoek;;;;;;1;;;;1
MMood Wine & Food;;;;1;;;;;;1
Moedig! B.V.;;;;;;1;;;;1
Molijn Training B.V.;;;;;;1;;;;1
Monique Crooij;;;;;;1;;;;1
More Than Gifts B.V.;;;;1;;;;;;1
Motief Loopbaanontwikkeling;;;;;;1;;;;1
Move To Evolve;;;;;;1;;;;1
MOXIE design;;;;;;1;;;;1
Muller & Co B.V.;;;;1;;;;;;1
MultiVlaai Retail B.V.;;;;1;;;;;;1
Murphy's Law;;;;1;;;;;;1
Museum Catering Den Haag B.V.;1;;;;;;;;;1
Museumkwartier B.V.;;;;1;;;;;;1
Music & Entertainment B.V.;;;;1;;;;;;1
MVB Horeca Den Haag B.V.;;;;1;;;;;;1
MVE Business;;;;3;;;;;;3
MW & V;;;;;;2;;;;2
Mwee beeld licht geluid;;;;1;;2;;;;2
My HBM Support B.V.;;;;;;1;;;;1
Mychandise;;;;2;;;;;;2
N.B.C. Exploitatie B.V.;;;;4;;1;;;;4
Nat Ver De Zonnebloem;;;;1;;;;;;1
Nationale Handelsacademie B.V.;;;;;;1;;;;1
Natural High Activities B.V.;;;;1;;;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;2;;;;2
NCOI Opleidingen B.V.;;;;;;2;;;;2
NCOI Techniek Trainingen B.V.;;;;;;1;;;;1
NCOI Trainingen B.V.;;;;;;1;;;;1
Nederl. Acad. voor Arbeidswetenschappen B.V.;;;;;;1;;;;1
Nederl. Organisatie Voor Executeurs (NOVEX);;;;;;;;;;
Nederl. techn. veren. voor inst. in geb. TVVL;;;;;;1;;;;1
Nederl. Ver. van Bouwkostendeskundigen;;;;;;1;;;;1
Nederl. Ver. voor Arb.- en Bedr.geneesknd.;;;;;1;;;;;1
Nederland. Vereniging voor Aanbestedingsrecht;;;;;;;;1;;1
Nederlands Architectuur Forum;;;;;;;;1;;1
Nederlands Debat Instituut B.V.;;;;;;1;;;;1
Nederlandse Mediatorsvereniging;;;;1;;;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;4;;;;4
Nederlandse Stichting voor Management;;;;;;;;1;;1
Nederlandse Vereniging voor Burgerzaken;;;;;;1;;;;1
Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
Nederlandse Vereniging voor Medezeggenschap;;;;;;;;1;;1
Nederlandse Vereniging voor wetgeving;;;;;;;;1;;1
NEDERLANDSE WOONBOND';1;;;;;1;;;1;1
NEDFAC B.V.;;;;;;1;;;;1
Nedvan Projectverhuizingen Facility Solutions;;2;;;;;;;;2
Negometrix B.V.;;;;;;1;;;;1
Nessun Dorma B.V.;;;;;;2;;;;2
Nestas Communicatie B.V.;;;;;;1;;;;1
Nétive VMS B.V.;;;;;;1;;;;1
Nevi B.V.;;;;;;1;;1;;1
NEVI-Purspective B.V.;;;;;;3;;;;3
Nextfields;;;;;;1;;;;1
NH Den Haag;;;;;;;;;1;1
Niels Leijten;;;;1;;;;;;1
Nieman-Kettlitz Gevel- en Dakadvies B.V.;;;;;;2;;;;2
NIMO Academy B.V.;;;;;;2;;;;2
Niow Vaardigheidstrainingen B.V.;;;;;;1;;;;1
NLJUG B.V.;;;;;;1;;;;1
NNOF B.V.;;;;;;1;;;;1
Noloc;;;;;;1;;1;;1
NONONS Training en Coaching B.V.;;;;;;1;;;;1
NooR Studentenvereniging;;;;;;;;1;;1
Noreda;;;;;;;;1;;1
NOSCERE;;;;;;1;;;;1
Notariaat Winschoten Kruize Rolfers;;;;;;;;1;;1
