FID,omschr,afst_glg,hgte_glg,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_wegvak.237,Geluidswal,10 -> 10,6 -> 6,H,320179016,2021-12-01T00:00:00,0,183,032017901620211201,KLK0009931190,R,I,,"LINESTRING (160213.5960999988 389619.1361999996, 160223.37909999862 389616.95910000056, 160228.20600000024 389615.65040000156, 160237.77340000123 389612.7393999994, 160250.69220000133 389608.499400001, 160255.49549999833 389607.0705999993, 160265.1997999996 389604.6416000016, 160273.07869999856 389603.1728999987, 160278.05779999867 389602.5447999984, 160286.08909999952 389602.05420000106, 160291.1121999994 389602.06980000064, 160296.1112000011 389602.3057000004, 160301.0887000002 389602.78069999814, 160306.04439999908 389603.49709999934, 160311.73779999837 389604.60240000114, 160316.58410000056 389605.7976000011, 160321.38599999994 389607.1994000003, 160326.10550000146 389608.85440000147, 160332.27549999952 389611.3546000011, 160341.2912000008 389615.64880000055, 160358.80559999868 389625.315200001, 160364.03130000085 389628.1272, 160368.54100000113 389630.33850000054, 160373.0973000005 389632.4012000002, 160377.73279999942 389634.27710000053, 160382.4609999992 389635.93470000103, 160387.05909999833 389637.3324000016)"
geluids_beperkingen_wegvak.238,Geluidswal,25 -> 25,6 -> 6,H,322179016,2021-12-01T00:00:00,0,44,032217901620211201,KLK0008308668,R,I,,"LINESTRING (161362.37689999864 389735.61930000037, 161380.83210000023 389714.03339999914, 161393.22140000015 389704.2778000012)"
geluids_beperkingen_wegvak.239,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,600473654,2021-12-01T00:00:00,0,180,060047365420211201,KLK0008781125,R,I,,"LINESTRING (122520.81030000001 492511.55889999866, 122524.27589999884 492507.92009999976, 122531.93910000101 492498.70050000027, 122534.91110000014 492494.6779999994, 122538.05009999871 492490.01889999956, 122545.08540000021 492478.373300001, 122549.9450000003 492468.44319999963, 122552.7511 492461.6022000015, 122554.42880000174 492456.89119999856, 122557.04320000112 492448.1990999989, 122559.4550999999 492438.4783000015, 122560.43239999935 492433.57449999824, 122561.41770000011 492428.4417999983, 122562.99949999899 492418.5672999993, 122568.31100000069 492380.4798000008, 122569.1240000017 492375.54100000113, 122570.1774000004 492370.6532000005, 122571.42720000073 492365.8071000017, 122574.13100000098 492357.52959999815, 122576.77400000021 492351.20380000025, 122579.27969999984 492346.2514999993, 122580.0410999991 492345.0625)"
geluids_beperkingen_wegvak.240,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,600473661,2021-12-01T00:00:00,15,105,060047366120211201,KLK0008264672,L,I,,"LINESTRING (122642.74760000035 492609.4470000006, 122631.83339999989 492598.6700000018, 122625.93809999898 492593.2507000007, 122619.83790000156 492587.96829999983, 122612.8225999996 492582.3209999986, 122607.97879999876 492578.7126000002, 122604.05999999866 492575.98050000146, 122599.78460000083 492573.33370000124, 122591.00450000167 492568.5463999994, 122585.44170000032 492565.9375, 122580.74109999835 492564.1596000008, 122575.9514000006 492562.7006999999, 122571.10090000182 492561.4871000014, 122568.19720000029 492560.8203999996)"
geluids_beperkingen_wegvak.241,Doorzichtig geluidsscherm,3.5 -> 5.5,3 -> 3,H,600124671,2021-12-01T00:00:00,0,112,060012467120211201,KLK0008264880,L,I,,"LINESTRING (124604.07030000165 483281.67390000075, 124607.8564000018 483284.9989, 124611.82970000058 483288.0346000008, 124618.01929999888 483292.11470000073, 124622.33170000091 483294.68780000135, 124631.10159999877 483299.4992999993, 124655.73310000077 483311.51520000026, 124672.82569999993 483319.38439999893, 124686.29560000077 483325.3643000014, 124698.03200000152 483339.93019999936)"
geluids_beperkingen_wegvak.242,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,600124658,2021-12-01T00:00:00,0,56,060012465820211201,KLK0008264672,L,I,,"LINESTRING (122568.19720000029 492560.8203999996, 122559.01339999959 492559.7961000018, 122554.01810000092 492559.5722000003, 122545.2591000013 492559.71449999884, 122540.24610000104 492560.2129999995, 122535.31650000066 492561.0505999997, 122530.21389999986 492562.2366000004, 122520.6950000003 492565.3938000016, 122513.13560000062 492568.50030000135)"
geluids_beperkingen_wegvak.243,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,H,249366059,2021-12-01T00:00:00,0,445,024936605920211201,KLK0008780758,L,I,,"LINESTRING (124698.03200000152 483339.93019999936, 124735.12990000099 483354.64930000156, 124753.87420000136 483361.6363000013, 124791.57189999893 483375.01209999993, 124847.37440000102 483394.46269999817, 124866.78709999844 483401.45419999957, 124904.28779999912 483415.34010000154, 124922.97309999913 483422.4728000015, 124953.68290000036 483434.50250000134, 124972.21719999984 483441.94839999825, 125009.19440000132 483457.20479999855, 125027.58830000088 483465.0582000017, 125042.19079999998 483471.49170000106, 125060.32690000162 483479.8526000008, 125078.3590000011 483488.5186999999, 125111.05449999869 483505.1689000018)"
geluids_beperkingen_wegvak.244,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,247365029,2021-12-01T00:00:00,21,150,024736502920211201,KLK0008780806,L,I,,"LINESTRING (123907.78720000014 482887.71440000087, 124020.7078000009 482950.0837999992)"
geluids_beperkingen_wegvak.245,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,247365029,2021-12-01T00:00:00,150,171,024736502920211201,KLK0008780805,L,I,,"LINESTRING (124020.7078000009 482950.0837999992, 124039.09019999951 482960.23699999973)"
geluids_beperkingen_wegvak.246,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 3,H,247365029,2021-12-01T00:00:00,171,414,024736502920211201,KLK0008780804,L,I,,"LINESTRING (124039.09019999951 482960.23699999973, 124158.49489999935 483026.1878999993, 124194.78790000081 483043.1495999992, 124212.4712000005 483052.49340000004, 124230.12660000101 483061.8894999996, 124249.67550000176 483072.7974999994, 124253.20529999956 483074.9706000015)"
geluids_beperkingen_wegvak.247,Doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,247365029,2021-12-01T00:00:00,414,430,024736502920211201,KLK0008264322,L,I,,"LINESTRING (124253.20529999956 483074.9706000015, 124266.75829999894 483083.31430000067)"
geluids_beperkingen_wegvak.248,Geluidswal,10 -> 10,3 -> 3,H,79141024,2021-12-01T00:00:00,3266,3478,007914102420211201,KLK0008141062,R,I,,"LINESTRING (42656.16090000048 369579.3082000017, 42805.16530000046 369479.4693999998, 42831.87909999862 369460.71499999985)"
geluids_beperkingen_wegvak.249,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140258,2022-01-01T00:00:00,464,645,060014025820220101,KLK0008446355,R,I,,"LINESTRING (170643.28240000084 449496.33410000056, 170654.61279999837 449529.1143999994, 170667.42009999976 449567.0089999996, 170676.59840000048 449594.9158000015, 170688.83960000053 449633.0012000017, 170699.7965000011 449668.0320000015)"
geluids_beperkingen_wegvak.250,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600141179,2022-01-01T00:00:00,0,31,060014117920220101,KLK0008446555,R,I,,"LINESTRING (170836.9990000017 449704.3632000014, 170838.17599999905 449698.42500000075, 170837.6772999987 449673.48369999975)"
geluids_beperkingen_wegvak.251,Geluidswal met daarop of -in een scherm,10 -> 10,6 -> 6,H,600105146,2022-01-01T00:00:00,442,741,060010514620220101,KLK0009567599,L,I,,"LINESTRING (84089.83320000023 449898.8302000016, 84081.85460000113 449925.6805999987, 84076.60020000115 449945.0368000008, 84071.76709999889 449964.44530000165, 84067.17969999835 449984.6022000015, 84064.07999999821 449999.6528999992, 84060.34710000083 450019.3458000012, 84056.90430000052 450039.04890000075, 84050.40549999848 450078.5175999999, 84032.21150000021 450191.7562999986)"
geluids_beperkingen_wegvak.252,Geluidswal,10 -> 10,6 -> 6,H,600105146,2022-01-01T00:00:00,101,442,060010514620220101,KLK0008437817,L,I,,"LINESTRING (84243.66059999913 449596.2049999982, 84222.1726000011 449627.6281999983, 84211.08449999988 449644.2745999992, 84200.2023999989 449661.06159999967, 84188.14510000125 449680.47089999914, 84177.84290000051 449697.67610000074, 84168.50180000067 449714.16739999875, 84159.03110000119 449731.7890999988, 84148.36120000109 449752.68299999833, 84139.60170000046 449770.7120999992, 84131.26000000164 449788.8914999999, 84122.31030000001 449809.32759999856, 84114.809799999 449827.87209999934, 84107.6416000016 449846.5445000008, 84103.64510000125 449857.51209999993, 84097.0529000014 449876.44689999893, 84090.24810000136 449897.4338000007, 84089.83320000023 449898.8302000016)"
geluids_beperkingen_wegvak.253,Geluidswand,6.5 -> 6.5,3 -> 5,H,600119736,2022-01-01T00:00:00,454,643,060011973620220101,KLK0008248278,L,I,,"LINESTRING (109118.02180000022 502970.32180000097, 109051.54580000043 502884.5667000003, 109024.06309999898 502848.4893000014, 109002.877700001 502820.21930000186)"
geluids_beperkingen_wegvak.254,Geluidswand,6.5 -> 6.5,5 -> 5,H,600119736,2022-01-01T00:00:00,120,454,060011973620220101,KLK0008248279,L,I,,"LINESTRING (109322.6512000002 503234.29679999873, 109118.02180000022 502970.32180000097)"
geluids_beperkingen_wegvak.255,Geluidswand,6.5 -> 6.5,5 -> 5,H,600120062,2022-01-01T00:00:00,0,142,060012006220220101,KLK0008433861,L,I,,"LINESTRING (109002.877700001 502820.21930000186, 108982.89779999852 502805.69680000097, 108953.37409999967 502766.62110000104, 108912.56329999864 502711.9897999987)"
geluids_beperkingen_wegvak.256,Niet doorzichtig geluidsscherm,1.5 -> 10,1 -> 1,H,600143590,2022-02-01T00:00:00,0,54,060014359020220201,KLK0008455740,L,I,,"LINESTRING (180953.56789999828 381102.34120000154, 180927.8387000002 381106.7875000015, 180923.88179999962 381107.37790000066, 180900.24540000036 381110.84120000154)"
geluids_beperkingen_wegvak.257,Niet doorzichtig geluidsscherm,1.5 -> 1.5,1 -> 1,H,600143590,2022-02-01T00:00:00,54,101,060014359020220201,KLK0008455737,L,I,,"LINESTRING (180900.24540000036 381110.84120000154, 180853.7419999987 381117.65520000085)"
geluids_beperkingen_wegvak.258,Niet doorzichtig geluidsscherm,5.5 -> 1.5,1 -> 1,H,600143590,2022-02-01T00:00:00,101,146,060014359020220201,KLK0008455736,L,I,,"LINESTRING (180853.7419999987 381117.65520000085, 180840.57499999925 381119.5844999999, 180809.09169999883 381123.2197000012)"
geluids_beperkingen_wegvak.259,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600143590,2022-02-01T00:00:00,146,287,060014359020220201,KLK0008455733,L,I,,"LINESTRING (180809.09169999883 381123.2197000012, 180799.84710000083 381124.28709999844, 180669.89139999822 381143.86410000175)"
geluids_beperkingen_wegvak.260,Niet doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600142771,2022-02-01T00:00:00,0,186,060014277120220201,KLK0008455733,L,I,,"LINESTRING (180669.89139999822 381143.86410000175, 180595.72740000114 381155.02739999816, 180586.41569999978 381156.55139999837, 180571.73160000145 381159.5934000015, 180508.98600000143 381173.31500000134, 180486.61659999937 381172.4153999984)"
geluids_beperkingen_wegvak.261,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600138030,2022-02-01T00:00:00,17,133,060013803020220201,KLK0008542733,R,I,,"LINESTRING (158426.46700000018 464731.1904999986, 158427.1581000015 464730.0430999994, 158429.47929999977 464725.6031999998, 158431.44359999895 464721.00459999964, 158432.9787000008 464716.7060999982, 158434.7012999989 464709.97879999876, 158435.44420000166 464705, 158435.54610000178 464700, 158434.78290000185 464692.0295000002, 158433.71389999986 464687.16789999977, 158432.2536999993 464682.3841999993, 158428.68670000136 464674.68840000033, 158424.48380000144 464668.47150000185, 158421.23629999906 464664.69260000065, 158417.59919999912 464661.25869999826, 158414.45190000162 464658.79769999906, 158410.38929999992 464656.063099999, 158405.98539999872 464653.6607999988, 158401.35489999875 464651.7683000006, 158396.9288999997 464650.2307999991, 158392.0885999985 464649.0617999993, 158381.85799999908 464648)"
geluids_beperkingen_wegvak.262,Geluidswand,6.5 -> 6.5,3 -> 3,H,600138030,2022-02-01T00:00:00,0,17,060013803020220201,KLK0008542732,R,I,,"LINESTRING (158416.67430000007 464745.0665999986, 158419.77519999817 464741.13980000094, 158424.6750999987 464734.1658000015, 158426.46700000018 464731.1904999986)"
geluids_beperkingen_wegvak.263,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600138031,2022-02-01T00:00:00,0,15,060013803120220201,KLK0008542733,R,I,,"LINESTRING (158381.85799999908 464648, 158370.17909999937 464648.49379999936, 158366.85819999874 464646.9017999992)"
geluids_beperkingen_wegvak.264,Niet doorzichtig geluidsscherm,6.5 -> 6.5,5 -> 5,H,251368074,2021-11-01T00:00:00,0,151,025136807420211101,KLK0008202939,R,I,,"LINESTRING (125797.10040000081 484382.5555000007, 125814.41699999943 484394.3269999996, 125841.2890000008 484432.6843000017, 125849.26429999992 484443.1702999994, 125861.16629999876 484459.247299999, 125867.8311999999 484468.5128000006, 125879.28130000085 484484.91209999844, 125889.93950000033 484500.72839999944)"
geluids_beperkingen_wegvak.265,Doorzichtig geluidsscherm,2.5 -> 2.5,5 -> 5,H,236376126,2021-12-01T00:00:00,0,41,023637612620211201,KLK0008265243,L,I,,"LINESTRING (118042.65080000088 488375.7725000009, 118043.83179999888 488334.7895000018)"
geluids_beperkingen_wegvak.266,Doorzichtig geluidsscherm,2.5 -> 2.5,5 -> 5,H,236376126,2021-12-01T00:00:00,128,141,023637612620211201,KLK0008265242,L,I,,"LINESTRING (118044.97309999913 488247.80680000037, 118044.71169999987 488235.06540000066)"
geluids_beperkingen_wegvak.267,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,236378100,2021-12-01T00:00:00,0,174,023637810020211201,KLK0008250046,R,I,,"LINESTRING (118044.31949999928 489475.8759999983, 118043.63080000132 489515.8979000002, 118043.66849999875 489535.89869999886, 118043.87359999865 489547.8740000017, 118044.93789999932 489587.8920999989, 118046.26740000024 489627.87000000104, 118047.29199999943 489649.8081)"
geluids_beperkingen_wegvak.268,Doorzichtig geluidsscherm,2.5 -> 2.5,5 -> 3,H,236376133,2021-12-01T00:00:00,0,26,023637613320211201,KLK0008265272,L,I,,"LINESTRING (118041.32400000095 488402.2023999989, 118042.65080000088 488375.7725000009)"
geluids_beperkingen_wegvak.269,Doorzichtig geluidsscherm,5.5 -> 5.5,6 -> 6,H,600123447,2021-12-01T00:00:00,0,124,060012344720211201,KLK0008799111,R,I,,"LINESTRING (118064.20630000159 489702.8359999992, 118063.79509999976 489726.3126000017, 118064.57229999825 489741.29399999976, 118065.36939999834 489751.65199999884, 118067.2034999989 489766.5412000008, 118069.80539999902 489784.8416999988, 118073.91380000114 489810.2697999999, 118069.65500000119 489825.49610000104)"
geluids_beperkingen_wegvak.270,Geluidswal,8.5 -> 8.5,3 -> 3,H,600474656,2021-12-01T00:00:00,753,1104,060047465620211201,KLK0008275388,L,I,,"LINESTRING (89095.74929999933 422876.56859999895, 89109.24280000106 422887.93279999867, 89124.74100000039 422900.60269999877, 89140.3498999998 422913.1079999991, 89156.09490000084 422925.44099999964, 89187.941300001 422949.65630000085, 89211.87000000104 422967.19640000165, 89228.13340000063 422978.8372000009, 89259.98160000145 423001.05050000176, 89276.55070000142 423012.2540999986, 89292.95309999958 423023.0709999986, 89309.77070000023 423033.9017000012, 89326.73149999976 423044.5003999993, 89343.98070000112 423055.0320999995, 89378.38320000097 423075.44590000063, 89382.67469999939 423077.94860000163)"
geluids_beperkingen_wegvak.271,Geluidswal,10 -> 8.5,3 -> 3,H,600474656,2021-12-01T00:00:00,1104,1322,060047465620211201,KLK0008275387,L,I,,"LINESTRING (89382.67469999939 423077.94860000163, 89412.93670000136 423095.5971999988, 89571.26269999892 423187.30359999835)"
geluids_beperkingen_wegvak.272,Geluidswal met daarop of -in een scherm,25 -> 25,6 -> 6,H,168300028,2022-01-01T00:00:00,1429,1683,016830002820220101,KLK0008437779,L,I,,"LINESTRING (84402.30660000071 451490.27519999817, 84477.28079999983 451575.9974000007, 84503.74670000002 451606.0150000006, 84516.79500000179 451621.19680000097, 84569.33339999989 451681.2661000006)"
geluids_beperkingen_wegvak.273,Geluidswal met daarop of -in een scherm,25 -> 25,6 -> 6,H,169303024,2022-01-01T00:00:00,0,287,016930302420220101,KLK0008437779,L,I,,"LINESTRING (84569.33339999989 451681.2661000006, 84712.60979999974 451845.0560000017, 84725.83949999884 451860.05799999833, 84739.24549999833 451874.90890000015, 84758.9662999995 451896.39550000057)"
geluids_beperkingen_wegvak.274,Geluidswal met daarop of -in een scherm,10 -> 10,6 -> 6,H,600106489,2022-01-01T00:00:00,0,103,060010648920220101,KLK0008437590,L,I,,"LINESTRING (84032.21150000021 450191.7562999986, 84029.8471999988 450280.0029999986, 84029.7659999989 450294.6220000014)"
geluids_beperkingen_wegvak.275,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 6,H,206339006,2022-02-01T00:00:00,197,264,020633900620220201,KLK0009562946,L,I,,"LINESTRING (103142.56529999897 470169.41739999875, 103156.32059999928 470208.09120000154, 103165.26480000094 470232.4541000016)"
geluids_beperkingen_wegvak.276,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,206339006,2022-02-01T00:00:00,1320,1606,020633900620220201,KLK0009562939,L,I,,"LINESTRING (103776.78700000048 471081.8401999995, 103970.09279999882 471292.6218000017)"
geluids_beperkingen_wegvak.277,Niet doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 3,H,206339006,2022-02-01T00:00:00,0,197,020633900620220201,KLK0009562947,L,I,,"LINESTRING (103076.54870000109 469983.8081, 103142.56529999897 470169.41739999875)"
geluids_beperkingen_wegvak.278,Doorzichtig geluidsscherm,2.5 -> 2.5,5 -> 5,H,600225812,2021-12-01T00:00:00,53,112,060022581220211201,KLK0008264517,R,I,,"LINESTRING (118070.20639999956 488494.20809999853, 118068.62959999964 488553.186999999)"
geluids_beperkingen_wegvak.279,Doorzichtig geluidsscherm,4.5 -> 4.5,6 -> 6,H,237381036,2021-12-01T00:00:00,81,151,023738103620211201,KLK0008799182,R,I,,"LINESTRING (118749.57440000027 490893.1341000013, 118761.42430000007 490910.5428000018, 118777.97150000185 490935.56920000166, 118788.00670000166 490951.2954999991)"
geluids_beperkingen_wegvak.280,Doorzichtig geluidsscherm,4.5 -> 4.5,6 -> 6,H,236380042,2021-12-01T00:00:00,0,58,023638004220211201,KLK0008265408,R,I,,"LINESTRING (118428.00250000134 490470.3933000006, 118440.62660000101 490474.57339999825, 118453.46970000118 490489.881000001, 118469.89350000024 490508.68090000004)"
geluids_beperkingen_wegvak.281,Doorzichtig geluidsscherm,4.5 -> 4.5,6 -> 6,H,236380041,2021-12-01T00:00:00,121,263,023638004120211201,KLK0008264570,R,I,,"LINESTRING (118499.93490000069 490567.6889999993, 118522.34899999946 490598.9483000003, 118559.9635999985 490652.6686999984, 118578.76099999994 490685.3317999989)"
geluids_beperkingen_wegvak.282,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,236379061,2021-12-01T00:00:00,0,745,023637906120211201,KLK0008264549,R,I,,"LINESTRING (118069.65500000119 489825.49610000104, 118079.29639999941 489866.8350000009, 118084.39710000157 489886.21339999884, 118089.88030000031 489905.44729999825, 118095.71090000123 489924.58040000126, 118102.49599999934 489945.29129999876, 118109.14860000089 489964.31219999865, 118116.05189999938 489983.08729999885, 118123.34659999982 490001.7094999999, 118129.67000000179 490017.0379999988, 118137.63830000162 490035.5368000008, 118145.87559999898 490053.7642999999, 118154.52710000053 490071.7969000004, 118163.46249999851 490089.69579999894, 118177.9664000012 490117.0331000015, 118187.75930000097 490134.4721000008, 118197.8676000014 490151.73099999875, 118204.92760000005 490163.3225999996, 118215.63320000097 490180.35060000047, 118226.61030000076 490197.06920000166, 118242.35830000043 490220.05799999833, 118253.98680000007 490236.4426999986, 118277.60170000046 490268.7281999998, 118428.00250000134 490470.3933000006)"
geluids_beperkingen_wegvak.283,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,239384030,2021-12-01T00:00:00,294,495,023938403020211201,KLK0008250161,R,I,,"LINESTRING (119778.14400000125 492487.89070000127, 119778.55950000137 492488.5011, 119790.1801000014 492504.77910000086, 119802.14880000055 492520.8112999983, 119812.0095999986 492533.4365000017, 119824.4952000007 492548.96460000053, 119837.35060000047 492564.2991000004, 119850.51000000164 492579.36190000176, 119869.87170000002 492600.2562999986, 119883.90249999985 492614.51260000095, 119909.89660000056 492639.09970000014)"
geluids_beperkingen_wegvak.284,Doorzichtig geluidsscherm,10 -> 6.5,6 -> 6,H,239384030,2021-12-01T00:00:00,267,294,023938403020211201,KLK0008250160,R,I,,"LINESTRING (119763.05909999833 492465.49870000035, 119767.31560000032 492471.98209999874, 119778.14400000125 492487.89070000127)"
geluids_beperkingen_wegvak.285,Doorzichtig geluidsscherm,6.5 -> 6.5,6 -> 6,H,239384030,2021-12-01T00:00:00,105,267,023938403020211201,KLK0008250149,R,I,,"LINESTRING (119677.0412000008 492328.27639999986, 119724.20939999819 492407.1220000014, 119757.52899999917 492457.0753999986, 119763.05909999833 492465.49870000035)"
geluids_beperkingen_wegvak.286,Geluidswal,8.5 -> 8.5,1 -> 1,H,176243004,2021-12-01T00:00:00,147,374,017624300420211201,KLK0008275418,L,I,,"LINESTRING (88403.09899999946 422060.84479999915, 88413.45199999958 422079.0108000003, 88420.70589999855 422091.4615000002, 88426.93120000139 422102.50470000133, 88431.37009999901 422109.32550000027, 88445.12000000104 422130.81639999896, 88472.24069999903 422169.0885999985, 88504.39070000127 422209.34860000014, 88534.16369999945 422245.6176000014)"
geluids_beperkingen_wegvak.287,Geluidswal,3.5 -> 5.5,3 -> 5,H,600106866,2022-01-01T00:00:00,22,177,060010686620220101,KLK0009564973,R,I,,"LINESTRING (81104.38830000162 447754.2419000007, 81103.33619999886 447752.5234999992, 81101.8161999993 447748.78810000047, 81089.98259999976 447724.10720000044, 81081.70600000024 447705.89649999887, 81075.17289999872 447690.0432999991, 81070.01319999993 447675.94849999994, 81065.42489999905 447661.66739999875, 81061.63949999958 447648.39620000124, 81059.17440000176 447638.6843999997, 81056.97309999913 447628.9277999997, 81054.99340000004 447618.9340999983, 81053.27580000088 447608.66519999877)"
geluids_beperkingen_wegvak.288,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,5 -> 5,H,600106866,2022-01-01T00:00:00,177,616,060010686620220101,KLK0009564974,R,I,,"LINESTRING (81053.27580000088 447608.66519999877, 81052.51249999925 447604.1015000008, 81051.17379999906 447594.191300001, 81050.07840000093 447584.24980000034, 81048.78090000153 447567.4026999995, 81048.35280000046 447557.39730000123, 81048.18070000038 447547.3946999982, 81048.25050000101 447537.3949000016, 81048.5474999994 447527.9197999984, 81049.07699999958 447517.84750000015, 81049.86989999935 447507.8770000003, 81051.58300000057 447492.9734000005, 81054.27650000155 447475.18349999934, 81063.9235999994 447421.0326000005, 81066.23530000076 447406.4807999991, 81067.48889999837 447396.55629999936, 81068.84329999983 447381.6169000007, 81069.4226000011 447371.625, 81069.83680000156 447356.6537999995, 81069.80689999834 447346.6517000012, 81069.48719999939 447336.6565000005, 81068.69889999926 447324.82030000165, 81067.8220999986 447314.91699999943, 81065.65960000083 447295.03069999814, 81058.24120000005 447232.5833999999, 81055.63010000065 447207.71979999915, 81052.74769999832 447176.6568999998, 81054.33260000125 447173.1821999997)"
geluids_beperkingen_wegvak.289,Geluidswal met daarop of -in een scherm,5.5 -> 10,5 -> 5,H,600106612,2022-01-01T00:00:00,74,135,060010661220220101,KLK0009564975,R,I,,"LINESTRING (81049.79160000011 447099.3278999999, 81049.36070000008 447087.82930000126, 81048.8337999992 447057.7895000018, 81048.75200000033 447038.3407000005)"
geluids_beperkingen_wegvak.290,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,5 -> 5,H,600106612,2022-01-01T00:00:00,0,74,060010661220220101,KLK0009564974,R,I,,"LINESTRING (81054.33260000125 447173.1821999997, 81051.7965000011 447139.0186999999, 81050.1565000005 447109.0634999983, 81049.79160000011 447099.3278999999)"
geluids_beperkingen_wegvak.291,Geluidswal,9.5 -> 9.5,5 -> 5,H,600476879,2022-01-01T00:00:00,1786,1906,060047687920220101,KLK0008455069,L,I,,"LINESTRING (156051.36459999904 378797.1444000006, 156045.8275000006 378794.6585999988, 156009.1810999997 378778.623399999, 155977.24540000036 378765.30249999836, 155958.65720000118 378757.90790000185, 155940.65309999883 378750.89449999854)"
geluids_beperkingen_wegvak.292,Geluidswal,10 -> 9.5,5 -> 5,H,600476879,2022-01-01T00:00:00,1906,1918,060047687920220101,KLK0008455068,L,I,,"LINESTRING (155940.65309999883 378750.89449999854, 155940.01909999922 378750.6475000009, 155929.40830000117 378746.7050999999)"
geluids_beperkingen_wegvak.293,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600476879,2022-01-01T00:00:00,1918,1993,060047687920220101,KLK0008455067,L,I,,"LINESTRING (155929.40830000117 378746.7050999999, 155902.52340000123 378736.7162999995, 155883.68310000002 378729.9992999993, 155858.78700000048 378721.46709999815)"
geluids_beperkingen_wegvak.294,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600476879,2022-01-01T00:00:00,2012,2030,060047687920220101,KLK0008455065,L,I,,"LINESTRING (155840.7276000008 378715.56500000134, 155823.5914000012 378710.0560999997)"
geluids_beperkingen_wegvak.295,Doorzichtig geluidsscherm,4.5 -> 5.5,3 -> 3,H,600476879,2022-01-01T00:00:00,2030,2045,060047687920220101,KLK0008455064,L,I,,"LINESTRING (155823.5914000012 378710.0560999997, 155816.1710000001 378707.67060000077, 155809.26850000024 378705.60240000114)"
geluids_beperkingen_wegvak.296,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600476879,2022-01-01T00:00:00,186,580,060047687920220101,KLK0008455113,L,I,,"LINESTRING (157518.29670000076 379433.70710000023, 157489.26220000163 379424.77369999886, 157470.2074000016 379418.6950000003, 157437.24280000106 379407.78350000083, 157418.29430000111 379401.3997000009, 157380.5535000004 379388.1458999999, 157361.75409999862 379381.31340000033, 157324.26179999858 379367.3409000002, 157293.80680000037 379355.5722000003, 157275.21389999986 379348.1810999997, 157219.7148000002 379325.35880000144, 157154.75670000166 379297.5811999999, 157149.67929999903 379295.28069999814)"
geluids_beperkingen_wegvak.297,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600476879,2022-01-01T00:00:00,1993,2012,060047687920220101,KLK0008455066,L,I,,"LINESTRING (155858.78700000048 378721.46709999815, 155854.24419999868 378719.9101999998, 155840.7276000008 378715.56500000134)"
geluids_beperkingen_wegvak.298,Niet doorzichtig geluidsscherm,5.5 -> 4.5,3 -> 3,H,600476879,2022-01-01T00:00:00,2045,2075,060047687920220101,KLK0008455063,L,I,,"LINESTRING (155809.26850000024 378705.60240000114, 155792.61129999906 378700.61140000075, 155780.46950000152 378697.20320000127)"
geluids_beperkingen_wegvak.299,Geluidswal,5.5 -> 5.5,6 -> 3,H,600476879,2022-01-01T00:00:00,2075,2466,060047687920220101,KLK0008455062,L,I,,"LINESTRING (155780.46950000152 378697.20320000127, 155754.11980000138 378689.8066999987, 155734.81529999897 378684.5780000016, 155715.45419999957 378679.56120000035, 155684.40929999948 378671.9743000008, 155664.9081000015 378667.5152999982, 155625.77749999985 378659.2181000002, 155606.17379999906 378655.25569999963, 155586.52309999987 378651.52059999853, 155558.28539999947 378646.6176000014, 155538.54450000077 378643.4050000012, 155518.7708999999 378640.40370000154, 155479.16820000112 378634.7589999996, 155434.2093999982 378629.0144000016, 155396.78880000114 378624.62750000134)"
