Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Centrum Vakerkenningen B.V.;1;;;;;;;;;1
Centrum voor Conflicthantering B.V.;;;;;1;;;;;1
Centrum voor Zijnsoriëntatie;;;;;;1;;;;1
Certium B.V.;;;;;;1;;;;1
CGE Risk Management Solutions B.V.;;;;;;1;;;;1
CGI;;;;;;1;;;;1
Chalet Bergrust;;;;1;;;;;;1
Challenge;;;;;;2;;;;2
Chapeau Broodjes Tilburg;1;;;;;;;;;1
Charlotte Gmelig Meijling;;;;;1;;;;;1
Chez Heeren Jansen B.V.;;;;1;;;;;;1
Chez Jessy;;;;1;;;;;;1
Chin. Ind. Restaurant 'De Chinese Muur' B.V.;;;;1;;;;;;1
Chin.-Ind. Rest. Sonsbeekpaviljoen V.O.F.;;;;1;;;;;;1
China Garden Breda B.V.;;;;1;;;;;;1
Chinees Indisch Restaurant De Lange Muur;;;;1;;;;;;1
Chinees Indisch Restaurant Walong;;;;1;;;;;;1
Chinees Restaurant Fan Sheng;;;;1;;;;;;1
Chinees-Indisch Restaurant 'Lotus';;;;1;;;;;;1
Chinees-Indisch Restaurant Nian Hao Goes B.V.;;;;1;;;;;;1
Chinees-Indisch Restaurant Peking;;;;1;;;;;;1
Chinees-Jap.-Spec. Rest. Tenno Garden V.O.F.;1;;;;;;;;;1
Chocolaterie Puur Gelukkig;;;;1;;;;;;1
Chorda B.V.;;;;;;1;;;;1
Christa's Cookies;;;;1;;;;;;1
Churchill Hotel Terneuzen;;;;;;;;;1;1
Ciao! Ciao! B.V.;;;;1;;;;;;1
CIBIT Adviseurs/Opleiders;;;;;;2;;;;2
CIBT Netherlands;;;;;;;;;1;1
Ciconia Aviation Services B.V.;;;;;1;;;;;1
Cinop Advies B.V.;;;;;;5;;;;5
CIO Platform Nederland;;;;;;1;;;;1
Ciran Eindhoven;;;;;;1;;;;1
CLI Conference Line International B.V.;1;;;;;;;;;1
Click;;;;;;1;;;;1
ClimateContact Consultancy;;;;;;;;;1;1
Cloose;1;;;1;;;;;;1
CloudyDay B.V.;;;;;;;;;1;1
CM Partners Holding B.V.;;;;;;1;;;;1
CNV Jongeren;;;;;1;;;;;1
Coachboulevard B.V.;;;;;1;;;;;1
Coaching Nederland B.V.;;;;;1;;;;;1
Color Utrecht Presentaties B.V.;;;;;;1;;;;1
ComKracht4;;;;1;;;;;;1
Comm B.V.;;;;;;1;;;;1
Commcoach;;;;;1;;;;;1
Common Eye B.V.;1;;;;;1;;;;1
COMP COMICS;;;;1;;;;;;1
Compacon West Nederland B.V.;1;;;1;;;;;;1
COMPAREX Nederland B.V.;;;;;;2;;;;2
Compass 5 B.V.;1;;;;;;;;;1
Compass Group Nederland B.V.;1;;;1;;;;;;1
Competence Factory;;;;;;1;;;;1
Compu'Train Opleidingen B.V.;;;;;;1;;;;1
Conclusion Learning Centers B.V.;;;;;;7;;;;7
Concorde Group B.V.;1;;;;;1;;;;1
Conferentieoord 'De Poort' B.V.;;;;;;;;;1;1
Connected Strateg. Veranderingsprocessen B.V.;;;;;;1;;;;1
connecting2life;;;;;;1;;;;1
Connexxion Taxi Services B.V.;1;;;;;;;;1;1
Connexxion Tours B.V.;1;;;;;;;;1;1
Conrad Electronic Benelux B.V.;;;;;;1;;;;1
Continental Automotive Trading Nederland B.V.;;;;;;1;;;;1
Contracting Maintenance Services B.V.;;;;;;1;;;;1
CookCook!;;;;1;;;;;;1
Cooking & Booking;;;;1;;;;;;1
Coolblue B.V.;1;;1;1;;;;;;1
Coopcompact Goeree;;;;;;;;;1;1
Coöperatie ACS partners UA;;;;;;1;;;;1
Coöperatie Gastvrije Randmeren UA;;;;1;;;;;;1
Coöperatie Hoeve Biesland BA;1;;;;;;;;;1
Coöperatie Key Result UA;;;;;;1;;;;1
Coöperatie Schoonderwoerd & Partners UA;;;;;;1;;;;1
Coöperatieve Ver. van Vletterl.-Werkzaamh. WA;;;;;;;;;1;1
Coöperatieve vereniging Dekkei Groep UA;;;;;;1;;;;1
Coöperatieve Vereniging Kootsj UA;;;;;1;;;;;1
Coopmans Excelspecialist;;;;;;1;;;;1
Corpus Experience Beheer B.V.;1;;;;;;;;;1
Cost Engineering Consultancy B.V.;;;;;;1;;;;1
Cramer Milieuadvies;1;;;;;;;;;1
Crazy Beach B.V.;;;;1;;;;;;1
Cre-Aid B.V.;;;;;;1;;;;1
Creaim B.V.;;;;;;1;;;;1
Creations4You;;;;1;;;;;;1
Crisislab;;;;;;1;;;;1
CRKL V.O.F.;;;;;;1;;;;1
Croissanterie Aad de Groot B.V.;1;;;1;;;;;;1
Crown Catering;;;;1;;;;;;1
Croy - de Goffert B.V.;;;;1;;;;;;1
Cruise With Us B.V.;2;;;;;;;;;2
Culinairathome;;;;1;;;;;;1
CultureClub de Haere;;;;1;;;;;;1
Cuna International B.V.;;;1;;;;;;;1
Cuppen Psychologen;;;;;1;;;;;1
D. van Looy Groente en Fruit;;;;1;;;;;;1
D.C.L. Luchtvaart Facilitair Bedrijf;;;;;;1;;;1;1
D.H.T.C. Den Helder Training Centre B.V.;;;;;;1;;;;1
Da Giorgio;;;;1;;;;;;1
Dakbar B.V.;;;;1;;;;;;1
Dam25 Exploitatie B.V.;;;;1;;;;;;1
Dans- en Sportcentrum Helios Nieuwleusen B.V.;;;;;;1;;;;1
DANTHE;;;;;;1;;;;1
Darque Magic;1;;;;;;;;;1
DAS Nederl. Rechtsbijstand Verzeker.mij. N.V.;1;;;;;;;;;1
DataExpert B.V.;;;;;;1;;;;1
Da-Xin;;;;1;;;;;;1
Dazhong B.V.;;;;1;;;;;;1
Dbvision B.V.;;;;;;1;;;;1
De Academy B.V.;;;;;;1;;;;1
De Ark;1;;;1;;;;;;1
De Baak Administratie;;;;;;4;;;;4
De Baak Noordwijk B.V.;1;;;;1;2;;;1;2
De Bakermat;1;;;;;;;;;1
De Bazar B.V.;;;;1;;;;;;1
De Bergse Bossen;;;;1;;1;;;;1
de Bibliotheek aan de Vliet;1;;;;;;;;;1
De Bierverteller;;;;1;;;;;;1
De Bieslandse Heerlijkheid;;;;1;;;;;;1
'De Bijenkorf' Mode;1;;;;;;;;1;1
de Birkt wonen;;;;1;;;;;;1
De Bisschopsmolen;;;;1;;;;;;1
De Bistro;;;;1;;;;;;1
De Blauwe Kamer B.V.;;;;1;;;;;;1
De Bloemist;;;;1;;;;;;1
De Blomster;1;;;1;;1;;;;1
De Boeketterie Bloembinderij;1;;;;;;;;;1
De Boer & Ritsema van Eck;;;;;;1;;;;1
De Bonte Koe B.V.;1;;;;;;;;;1
De Brasserij Partycentrum;;;;1;;;;;;1
De Broodfabriek B.V.;;;;2;;;;;;2
De Busjop B.V.;;;;1;;;;;;1
De Cirkel-Koos Wolcken;;;;;1;;;;;1
De Drukkerij B.V.;1;;;;;;;;;1
De Emauspoort;;;;;;;;;1;1
De Gecroonde Liefde;;;;1;;;;;;1
De Gelderlander;;;;1;;;;;;1
De Geulhemer Meule;;;;1;;;;;;1
De Gildenborch B.V.;;;;1;;;;;;1
De Goesting;1;;;;;;;;;1
De Grapjurk;;;;1;;;;;;1
De Graven van Leuven;;;;1;;;;;;1
De Griffel V.O.F.;;;;1;;;;;;1
De Groene Zaak, Ond. voor een Duurz. Economie;;;;1;;;;;;1
De Haagse Creatieven Alliantie B.V.;;;;1;;;;;;1
De Haagse Gravin;;;;1;;;;;;1
De Haarlemse Bakker B.V.;1;;;1;;;;;;1
De Harmonie B.V.;1;;;;;;;;;1
De Heeren van Slydregt B.V.;;;;1;;;;;;1
De Heeren van Soetermeer;;;;1;;;;;;1
De Heische Hoeve B.V.;;;;1;;;;;1;2
De Herberg;;;;1;1;;;;;1
De Hofnar Eten & Drinken B.V.;;;;1;;;;;;1
De Hofstad Taxicentrale B.V.;;;;;;;;;2;2
De Hoofdwacht B.V.;;;;1;;;;;;1
De Hooge Vuursche B.V.;;;;;;1;;;;1
De Hoop Entertrainment B.V.;;;;1;;;;;;1
De Kabouterhut B.V.;;;;1;;;;;;1
De Kantine;;;;;;1;;;;1
De Kick van Sport;1;;;;;;;;;1
De Kleine Schorre B.V.;;;;1;;;;;;1
De Kloveniersdoelen B.V.;;;;1;;;;;;1
De Koekenbakkers;;;;1;;;;;;1
De Koningin van Lombardije;1;;;;;;;;1;1
De Kookfabriek Den Haag B.V.;;;;1;;;;;;1
De Kookfabriek Utrecht B.V.;;;;1;;;;;;1
De Koperen Kat;;;;1;;;;;;1
De Koperen Pan;;;;1;;;;;;1
De Korenbeurs;;;;1;;;;;;1
De Lachende Javaan;;;;1;;;;;;1
De Lantaern B.V.;;;;1;;;;;;1
De Lekkernij Utrecht B.V.;1;;;1;;;;;;1
De Lunch Express;1;;;;;;;;;1
De Lunchboxx;;;;;;;;;1;1
De Meierijsche Kar;;;;1;;;;;;1
De Meisjes van Spijs;;;;1;;;;;;1
De Muynck Exploitatie B.V.;;;;1;;;;;;1
De Nederlandse Boekenbon B.V.;1;;;;;;;;;1
De Nieuwe Bierton;;;;1;;;;;;1
De Nieuwe Pauw B.V.;1;;;;;;;;;1
De Nonnen in Vught;;;;;;3;;;;3
De Oude Huizer Haven B.V.;;;;1;;;;;;1
De Oude Rechtbank B.V.;1;;;;;;;;;1
De Parel van Zuilen;;;;1;;;;;;1
De Pastoor;;;;1;;;;;;1
de Persgroep Nederland B.V.;1;;;;;;;;;1
De Poort van Kleef Utrecht B.V.;;;;1;;;;;;1
De Pyramide van Austerlitz;;;;1;;;;;;1
De Rede van Batavia Haven B.V.;;;;1;;;;;;1
'De Reehorst' B.V.;1;;;;;;;;1;1
de RelatieExpert;;;;;1;;;;;1
De RietNymf;;;;1;;;;;;1
De Rond Beheer B.V.;1;;;;;;;;;1
De Roode Leeuw;;;;1;;;;;;1
De Rotterdam B.V.;1;;;1;;;;;1;2
De Rozengaard Bloemisterij;1;;;;;;;;;1
De Ruggestee B.V.;;;;1;;;;;;1
De Ruiter Catering;1;;;;;;;;;1
De Ruyter Training & Consultancy B.V.;;;;;;2;;;;2
De Saffraan;;;;1;;;;;;1
De Schelvenaer B.V.;1;;;1;;;;;;1
De Schenker;;;;1;;;;;;1
De Schildhoeve;;;;1;;;;;;1
De Smaeck van Brielle;;;;1;;;;;;1
De Sparrenhorst;;;;;;;;;1;1
De Stee;;;;1;;;;;;1
De Stroopwafelwinkel;1;;;;;;;;;1
De Succesvolle Introvert;;;;;;1;;;;1
De Taaltrainer;;;;;;1;;;;1
De Taxi Gigant;;;;;;;;;1;1
De Tijd;;;;1;;;;;;1
De Tombe Consultancy B.V.;;;;;1;;;;;1
De Twee Stampertjes;;;;1;;;;;;1
De Utrechtse Haven B.V.;1;;;1;;1;;;;1
De Valom B.V.;;;;1;;;;;;1
De Veldkeuken;1;;;1;;;;;;1
De Verbeeldingh B.V.;;;;;1;1;;;;1
De Verleiding;;;;1;;;;;;1
De Verleiding/Opoe's Eethuys;;;;1;;;;;;1
De Vertrekhal;1;;;;;;;;;1
De Vlas Transport B.V.;;;;;;;;;1;1
De Voort Advocaten - Mediators;;;;;;1;;;;1
De Vreugdehoeve;1;;;;;;;;;1
De Vrije Teugel Uden B.V.;;;;;;;;;1;1
De Waag 1478 B.V.;;;;1;;;;;;1
De Waagh 1612 Nijmegen B.V.;;;;1;;;;;;1
De Waard;;;;1;;;;;;1
de Waker;;;;1;;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;;;;1
De Witte Zwaan B.V.;;;;1;;;;;;1
De Wolfsberg B.V.;;;;;;;;;1;1
De Zandbank;;;;1;;;;;;1
'De Zeemeeuw' Strandpaviljoen;1;;;;;;;;;1
de Zeeuwse Gasten;1;;;;;;;;;1
De Zilveren Vosch B.V.;;;;1;;;;;;1
De Zoete Inval B.V.;;;;1;;;;;;1
De Zwarte Ruiter op 't Witte Paart;;;;1;;;;;;1
De Zwarte Vosch B.V.;;;;1;;;;;;1
DearBytes;;;;;1;;;;;1
Deesign Catcher;;;;1;;;;;;1
Déhora detachering B.V.;;;;;;2;;;;2
Dekkers & van Amersfoort B.V.;;;;1;;;;;;1
Dekxels B.V.;;;;1;;;;;;1
Delflandhoeve;;;;1;;;;;;1
Delft Projectmanagement B.V.;;;;;;1;;;;1
Delftse Taxicentrale 'Deltax' B.V.;;;;1;;;;;;1
Deloitte Accountants;1;;;;;;;;;1
Delphi Hotel B.V.;;;;;;;;;1;1
Delta International Uniformuitrustingen B.V.;1;;;;;;;;;1
Den Bolle Boel;;;;1;;;;;;1
Den Bosch Evenementen B.V.;1;;;1;;;;;;1
Den Draeck;;;;1;;;;;;1
Den Hartog & van Heijst;2;;;;;;;;;2
Den Helder Stores B.V.;;;;;;;;;1;1
Dendy B.V.;;;;1;;;;;;1
Denios B.V.;;;;;;1;;;;1
Denis Guzzo;;;;1;;;;;;1
Denkproducties V.O.F.;;;;;;1;;;;1
Derde Zaak B.V.;;;;1;;;;;;1
DesignThinkers;;;;;;1;;;;1
Deuts;1;;;1;;;;;;1
DFG;;;;;1;1;;;;1
DG 32 B.V.;;;;1;;;;;;1
DH Exploitatie B.V.;;;;1;;;;;;1
Dhirata B.V.;;;;;;1;;;;1
Dialogue;;;;;;1;;;;1
Dialogue B.V.;;;;;;2;;;;2
Diana Koster VrouwenCoach & Verloskundige;1;;;;;;;;;1
Dickens Horecabedrijven B.V.;;;;1;;;;;;1
Dierenpark 'Amersfoort' Holding B.V.;;;;1;;;;;;1
Diergeneeskundig Centrum Twente;1;;;;;;;;;1
Dijkstra Wadlooptochten;1;;;;;;;;;1
Dikke van Dale B.V.;;;;1;;;;;;1
Diner Thuis;;;;1;;;;;1;1
Dinercafé Knus;;;;1;;;;;;1
Dining56;1;;;1;;;;;;1
Diny Dekker partyplanner;;;;1;;;;;;1
DIOR Opleidingen;;;;;;1;;;;1
Direct2Improve B.V.;;;;;1;;;;;1
DJ Charlie;1;;;;;;;;;1
DNV GL Business Assurance;;;;;;1;;;;1
Dodici;;;;1;;;;;;1
Doenederland.nl B.V.;1;;;1;;;;;;1
DOJA Marktstraat B.V.;;;;1;;;;;;1
Domstad Evenementen B.V.;1;;;1;;;;;;2
Don Bureau B.V.;;;;;;1;;;;1
Doncurado Den Bosch;1;;;;;;;;;1
Door je Plafond C.V.;;;;;1;;;;;1
Dopper;1;;;;;;;;;1
Dordts Genoegen;;;;1;;;;;;1
Down Under Horecaexploitatie B.V.;;;;1;;1;;;;1
Doxis;;;;;;2;;;;2
D'r Klinge;;;;1;;;;;;1
Drieharing B.V.;1;;;;;;;;;1
Drs. Roderik Bender;;;;;1;1;;;;1
Drums and Barrels;1;;;;;;;;;1
DTV Consultants B.V.;;;;;;1;;;;1
Du Nord Rijwielen;;;;1;;;;;;1
Ducktrail B.V.;1;;;1;;;;;;1
Dudok Arnhem B.V.;;;;1;;;;;;1
Dudok Den Haag B.V.;;;;1;;;;;;1
Dudok Rotterdam B.V.;;;;1;;;;;;1
Dusecon;;;;;;1;;;;1
Dutch Aviation Group (DAG);;;;;;1;;;;1
Dutch aWEARness B.V.;2;;;;;;;;;2
Duthler Associates;;;;;;1;;;;1
Dvt;;;;1;;;;;;1
Dynamika;;;;;;1;;;;1
DynaVision B.V.;1;;;;1;1;;;;1
Dzb Partycatering B.V.;;;;1;;;;;;1
E.J. de Lange Marine Service B.V.;;;;;;1;;;;1
Easy Tuk;;;;1;;;;;;1
Easybookings B.V.;1;;;;;;;;;1
EatDutchWaffles B.V.;;;;1;;;;;;1
Ebbinge & Company;;;;;1;1;;;;2
Eburon Uitgeverij B.V.;;;;;;1;;;;1
Echte Bakker Vonk;1;;;;;;;;;1
ECN Wind Energy Facilities B.V.;2;;;;;;;;;2
Ecologica B.V.;;;;;;1;;;;1
Edelstomerij en -Wasserij Miedema B.V.;1;;;;;;;;;1
Eden Den Haag Hotel Exploitatie I B.V.;;;;1;;;;;;1
Eden Oranje Hotel B.V.;1;;;1;;;;;1;1
Eduvision B.V.;;;;;;1;;;;1
Edwin Blom Crossmedia Produkties;;;;;;1;;;;1
Edwin Smulders Catering;;;;1;;;;;;1
Eemshotel;;;;;;;;;1;1
Een dag in Vorm;1;;;;;;;;;1
Eenhoorn Evenementen;;;;1;;;;;;1
Eerst doen, dan denken;1;;;;1;1;;;;1
Eerste Ned. Talenpraktikum Amsterdam (ENTA);;;;;;1;;;;1
Eet Tapperij Bijsterbosch;1;;;;;;;;;1
Eetcafe Ceramique;;;;1;;;;;;1
Eetcafe De Beurs;;;;1;;;;;;1
Eetcafe De Fabriek;;;;1;;;;;;1
Eetcafe De Knijp;;;;1;;;;;;1
Eetcafé de Koninklijke Harmonie;;;;1;;;;;;1
Eetcafé Florizz;;;;1;;;;;;1
Eetcafé Full House;;;;1;;;;;;1
Eetcafé het leven;;;;1;;;;;;1
Eetcafé Il Y A;;;;1;;;;;;1
Eetcafé Te Koop B.V.;;;;1;;;;;;1
Eeterij de Beleving;;;;1;;;;;;1
Eeterij Tapperij Juno;;;;1;;;;;;1
Eeterij-spelerij Vierlinden;;;;1;;;;;;1
Eethuis 't Hoekje;;;;1;;;;;;1
Eethuisje 'De Rijsttafel';;;;1;;;;;;1
Eet-Villa Van den Brink;;;;1;;;;;;1
Eetwinkel Geniet;1;;;;;;;;;1
EETZE B.V.;;;;1;;;;;;1
EHM Hotel Almere B.V.;;;;;;;;;1;1
EHM Hotel Breda B.V.;;;;1;;;;;;1
EHM Hotel Lelystad B.V.;;;;;;;;;1;1
EHP Exploitatie Hotel Amersfoort B.V.;;;;;;;;;1;1
EHP Exploitatie Hotel Loosdrecht B.V.;;;;1;;;;;1;1
Eickholt uw Banketspecialist;;;;1;;;;;;1
EigenWijsheid.Nu;1;;;;;;;;;1
Einstein Exploitatie B.V.;;;;1;;;;;;1
El Fuego;;;;1;;;;;;1
El Gaucho Grande;1;;;;;;;;;1
El Primo;;;;1;;;;;;1
El Pueblo;;;;1;;;;;;1
E-Learningportals B.V.;;;;;;1;;;;1
Elja Daae Marketingadvies;1;;;;1;;;;;1
Elycio Talen B.V.;;;;;;2;;;;2
Elzinga Catering;1;;;1;;;;;;1
Emté Dirk VD Hoeven;;;;;;;;;1;1
Engelen en Partners Organisatieontwikk. B.V.;;;;;;1;;;;1
Engels Horeca Rotterdam B.V.;;;;1;;;;;;1
Enginar B.V.;1;;;1;;;;;;1
Enorm Ruiterman Ijzerwaren Gereedschappen;1;;;;;;;;;1
Entertainmentservice Langenberg E.S.L.;;;;;;1;;;;1
Ergatis B.V.;2;;;;1;;;;;2
Ergonomique;1;;;;;;;;;1
Ernst Sillem Hoeve B.V.;;;;;;;;;1;1
Escape Challenge B.V.;1;;;;;;;;;1
Espi Designers B.V.;1;;;;;;;;;1
Esri Nederland;;;;;;2;;;;2
Essie Tweewielers;;;;1;;;;;;1
Esther Derkx Produktontwerper;;;;1;;;;;;1
ETC Nederland B.V.;;;;;;1;;;;1
Etef B.V.;1;;;;;;;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
Eten bij Werelds;;;;1;;;;;;1
EtiQs Integrity Services B.V.;;;;;;1;;;;1
Eurocontrol B.V.;;;;;;1;;;3;3
Euroforum;;;;;;3;;;;3
Eurolinguist Nederland;;;;;;1;;;;1
Europlan International V.O.F.;;;1;;;;;;;1
Eva's Keukentuin;;;;1;;;;;;1
evenementen organisatie de waterkoets;1;;;;;;;;;1
Evenementenverzorging Firma Bovekerk;1;;;;;;;;;1
Evenman B.V.;;;;2;;;;;;2
Eventmate;;;;1;;;;;;1
EVO Fenedex B.V.;;;;;;1;;;;1
Executive Academy V.O.F.;;;;;;3;;;;3
Exellior B.V.;;;;;;3;;;;3
Exova (Rotterdam) B.V.;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
Exploit.maatsch. Seaport Beach Resort B.V.;;;;;;;;;1;1
Exploitatie de Molenplas;1;;;;;;;;;1
Exploitatie Hotel Zeestraat Den Haag B.V.;;;;1;;;;;;1
Exploitatie Landgoed Westerlee;;;;1;;;;;;1
Exploitatie Maatschappij De Nieuwe Poort B.V.;;;;1;;;;;;1
Exploitatie Schimmelpenninckhuys B.V.;;;;1;;;;;;1
Exploitatiemaatschappij Piekengolf B.V.;;;;1;;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;2;;;;;1;2
Exploitatiemij. Hot. Chateau St. Gerlach B.V.;;;;;;;;;1;1
Expo Display Service;;;;1;;;;;;1
EYE - Bar Restaurant B.V.;;;;1;;;;;;1
F.J. Heijlaerts, Nautische dienstverl./opl.;;;;;;2;;;;2
Fa. Hotel Van den Bosch;;;;;;;;;1;1
Fa. Veldwijk Sportprijzen en Relatiegesch.;1;;;;;;;;;1
Faber Vlaggen;;;;1;;;;;;1
Facint B.V.;;;;1;;;;;;1
Falck Nutec B.V.;;;;;;2;;;;2
Falck Prevention B.V.;;;;;;1;;;;1
FAST Free Architecture Surf Terrain;;;;1;;;;;;1
Federal Express Europe Inc.;;;;;;2;;;;2
FEDERATIE DE;;;;;;1;;;;1
Fellini city lounge;;;;1;;;;;;1
Fellini Rotterdam Exploitatie B.V.;;;;1;;;;;;1
Fermion B.V.;;;;;1;;;;;1
FFF Rotterdam B.V.;;;;1;;;;;;1
Fietspunt B.V.;1;;;1;;;;;;1
Fietsverhuur en tweewielerbedrijf Kiewiet;;;;1;;;;;;1
Figi;;;;1;;;;;;1
Fine Asian Gourmet B.V.;;;;1;;;;;;1
Finn's;1;;;;;;;;;1
Fire and Medical Training Centre B.V.;;;;;;1;;;;1
Firma Akkermans en van Munster;1;;;;;;;;;1
Firma De Vocht;1;;;;;;;;;1
Firma Hof der Muzen;;;;1;;;;;;1
First Class Amersfoort;;;;1;;;;;1;1
Fish & Meat B.V.;;;;1;;;;;;1
Fitland Suytkade B.V.;;;;;;;;;1;1
Flanderijn Trainingen B.V.;;;;;;1;;;;1
Flessenpost;;;;1;;;;;;1
Fletcher Familiehotel Paterswolde;;;;;;;;;1;1
Fletcher Hotel Heidehof;;;;;;;;;1;1
Fletcher Hotel Restaurant Elzenduin;1;;;;;1;;;;1
Fletcher Hotel-Restaurant Heiloo;;;;;;;;;1;1
Fleurop-Interflora Nederland B.V.;;;;1;;;;;;1
Fleurtiek Amsterdam B.V.;;;;1;;;;;;1
Florent;1;;;1;;;;;;1
FLORINK Nederland B.V.;1;;;1;;;;;;1
Flowers4u;;;;1;;;;;;1
Flyerzone Nederland B.V.;;;;1;;;;;;1
Flying Camera;;;;;;1;;;;1
FMH Academy B.V.;;;;;;1;;;;1
Focus Conferences B.V.;;;;;;1;;;;1
Focus Nederland;;;;;1;;;;;1
FocusXL B.V.;1;;;;;;;;;1
Food 4 You;;;;1;;;;;;1
For Conference B.V.;;;;;;1;;;;1
Fornari;;;;;;1;;;;1
ForPsy;;;;;1;;;;;1
Forsa Advies;;;;;;1;;;;1
Fort Voordorp B.V.;;;;1;;;;;;1
Fortune Factory B.V.;1;;;;;;;;;1
Fortuyn Horeca B.V.;;;;1;;;;;;1
Foto Barend;;;;1;;;;;;1
Fox-IT;;;;;;2;;;;2
Frank's Tapasbar De Dijk;;;;1;;;;;;1
Frankwatching B.V.;;;;;;2;;;;2
FreelanceFactoring.com B.V.;;;;1;;;;;;1
Freestyle Cooking;;;;1;;;;;;1
FREZON;1;;;;;;;;;1
Frijters Mind Tuning B.V.;1;;;;;;;;;1
FriZZ Communicatie;1;;;;;;;;;1
Fruitful Office Nederland B.V.;;;;1;;;;;;1
Fun Forest Rotterdam B.V.;1;;;;;;;;;1
Fusacon B.V.;;;;;;1;;;;1
Future Communication Consultants B.V.;;;;1;;;;;;1
Fysergo B.V.;;;;1;;;;;;1
Fysiotherapie Haaften;1;;1;;;;;;;1
G.A. Talsma Options B.V.;;;;;;;;;1;1
G4S Direct B.V.;;;;;;2;;;;2
Gall & Gall (B.J. Wühl);;;;1;;;;;;1
Gall & Gall Vinck h.o.d.n. Gall & Gall;;;;1;;;;;;1
g'Amadore B.V.;;;;1;;;;;;1
gameshow;;;;1;;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;1;;;;;;1
Gardepoort;;;;1;;;;;;1
Gargouilles B.V.;;;;1;;;;;;1
Garlin;;;;1;;;;;;1
Gasterij het oude Posthuijs;;;;1;;;;;;1
Gasterij Stadzigt;;;;;1;;;;;1
Gasterij 't Karrewiel;1;;;;;;;;;1
Gastrobar6;;;;1;;;;;;1
Gauchos Franchise Rotterdam-Centrum B.V.;;;;1;;;;;;1
Geesink Photography;;;;1;;;;;;1
gefeliciTAART B.V.;1;;;;;;;;;1
Geo B.V.;;;1;;;;;;;1
Geodan Holding B.V.;;;;;;1;;;;1
GeoICT Opleidingen B.V.;;;;;;1;;;;1
Geoplan Nederland B.V.;;;;;;2;;;;2
George Royal B.V.;;;;1;;;;;;1
Gerson Papier B.V.;;;;1;;;;;;1
GersonAdvies;;;;;;;;;1;1
Geschenkbezorgen.nl B.V.;1;;;1;;;;;;1
Gewoon aan de slag;;;;;;2;;;;2
Gijs Geluid;;;;1;;;;;;1
Gilde Delft;;;;1;;;;;;1
Gist;;;;;1;;;;;1
GITP B.V.;;;;;1;;;;;1
GITP Training & Opleiding B.V.;;;;;1;3;;;;3
Global Knowledge;;;;;;2;;;;2
Global Project Performance;;;;;;2;;;;2
gloedcommunicatie;1;;;;;;;;;1
Glope Events B.V.;1;;;;;;;;;1
Glow By Karima Maruan;;;;1;;;;;;1
Go B.V.;;;;;;1;;;;1
Goedegebuure Psychologenpraktijk;;;;;1;;;;;1
Goedewaagen Gouda B.V.;;;;1;;;;;;1
Golden Tulip Hotel Central;;;;;;;;;1;1
Good Seasons B.V.;;;;;;;;;1;1
GoodHabitz B.V.;;;;;;2;;;;2
Gooische Wok;1;;;;;;;;;1
Gortcoaching.nl;;;;;1;;;;;1
Gotcha Monitoring Systems;;;;;1;1;;;;1
Governance & Integrity B.V.;;;;;;1;;;;1
GrachtenAtelier;;;;1;;;;;;1
GradusGroep B.V.;;;;;5;;;;;5
Grand Café Arnhems Meisje;1;;;1;;;;;;1
Grand Café De Werf;1;;;1;;;;;;1
grand café Lebowski;;;;1;;;;;;1
Grand Café Metropole B.V.;1;;;1;;;;;;1
Grand Café Raymondo B.V.;1;;;;;;;;;1
Grand Café Silva Ducis B.V.;;;;1;;;;;;1
Grand Café 't Bergsch Backhuys B.V.;1;;;;;;;;;1
Grand Café-Restaurant Loos B.V.;;;;1;;;;;;1
Grand Hôtel Amrâth Kurhaus B.V.;1;;;;;;;;;1
Grand Hotel De l'Empereur;;;;1;;;;;;1
Grand Kasteel Woerden B.V.;;;;1;;;;;;1
Grand-Café Centre Ville;;;;1;;;;;;1
Grand-Cafe Verderop;;;;1;;;;;;1
Grandcruwijnen.nl;1;;;;;;;;;1
Graphic Hunters;;;;;;1;;;;1
Greenstone Consultancy;;;;;;1;;;;1
Greetz B.V.;1;;;;;;;;;1
Grieks Restaurant Greekz;;;;1;;;;;;1
Grieks Restaurant Mykonos;;;;1;;;;;;1
Grieks Spec. Restaurant Rhodos V.O.F.;;;;1;;;;;;1
Grill-Steakhouse De Meierij;;;;1;;;;;;1
Grim Vers Vlees Service V.O.F.;;;;1;;;;;;1
Grizzly B.V.;1;;;2;;1;;;;2
Groenendael Philips Management Train. Centre;;;;;;1;;;;1
Groenendijk Bedrijfskleding B.V.;5;;;;;;;;;5
Groeneveld Horeca B.V.;;;;1;;;;;;1
Groenhof Coaching;;;;;;1;;;;1
