;Departement;Sector;Organisatie;Plaats;Functienaam;Motivatie;
388;VROM;Woningcorporaties;Woningbouwvereniging Stadgenoot;AMSTERDAM;Bestuurder;Overschrijding conform schalen Hay group     ;
389;VROM;Woningcorporaties;Woningbouwvereniging Stadgenoot;AMSTERDAM;Directeur Financi√´n;Overschrijding conform schalen Hay group     ;
390;VROM;Woningcorporaties;Woningbouwvereniging Stadgenoot;AMSTERDAM;Directeur Project Ontwikkeling;Overschrijding conform schalen Hay group     ;
391;VROM;Woningcorporaties;Woningbouwvereniging Stadgenoot;AMSTERDAM;Voorzitter;Overschrijding conform schalen Hay group     ;
392;VROM;Woningcorporaties;Woningstichting De Woonplaats;ENSCHEDE;Bestuurder M. Wolters;In 2005 zijn door een adviseur van KPMG de directiesalarissen geconformeerd volgens de regels van commissie Izeboud, waarna de beloning op voorstel van de renumeratiecommissie is vastgesteld door de RvC. Tevens zijn afspraken gemaakt over periodieke verhoging. Op 1 januari 2011 zijn de directiesalarissen aangepast conform de daartoe geldende salarisregeling voor woningcorporaties.     ;
393;VROM;Woningcorporaties;Woningstichting De Woonplaats;ENSCHEDE;Persoonsnaam ingevuld;In 2005 zijn door een adviseur van KPMG de directiesalarissen geconformeerd volgens de regels van commissie Izeboud, waarna de beloning op voorstel van de renumeratiecommissie is vastgesteld door de RvC. Tevens zijn afspraken gemaakt over periodieke verhoging. Op 1 januari 2011 zijn de directiesalarissen aangepast conform de daartoe geldende salarisregeling voor woningcorporaties.     ;
394;VROM;Woningcorporaties;Woningstichting Den Helder;DEN HELDER;Directeur bestuurder;Cfm commissie Izeboud inzake arbeidsvoorwaarden corporatie     ;
395;VROM;Woningcorporaties;Woningstichting Domijn;ENSCHEDE;directeur-bestuurder;Inschaling conform Izeboud     ;
396;VROM;Woningcorporaties;Woningstichting Eigen Haard;AMSTERDAM;Bestuurder 1;De hoogte van de beloning van de bestuurder past binnen de bandbreedte welke door de commissie Izeboud is aanbevolen.     ;
397;VROM;Woningcorporaties;Woningstichting Eigen Haard;AMSTERDAM;Bestuurder 2;De hoogte van de beloning van de bestuurder past binnen de bandbreedte welke door de commissie Izeboud is aanbevolen.     ;
398;VROM;Woningcorporaties;Woningstichting Eigen Haard;AMSTERDAM;Bestuurder 3;De hoogte van de beloning van de bestuurder past binnen de bandbreedte welke door de commissie Izeboud is aanbevolen.     ;
399;VROM;Woningcorporaties;Woningstichting Eigen Haard;AMSTERDAM;Directeur;De hoogte van de beloning van de directeur is marktconform en past bij de zwaarte van de functie. Een deel betreft eenmalige kosten in verband met de beeindiging van het dienstverband.     ;
400;VROM;Woningcorporaties;Woningstichting Haag Wonen;DEN HAAG;directeur-bestuurder;Beloning vindt plaats conform de beloningscode voor woningcorporaties. Doordat de uitgangspunten voor de berekening van het loon afwijken van de WOPT komt het voor dat er wel voldaan wordt aan de normen van de beloningscode maar dat daarmee toch de WOPT grens wordt overschreden. Dat is bij de directeur-bestuurder het geval.     ;
401;VROM;Woningcorporaties;Woningstichting Kleine Meierij;ROSMALEN;Directeur-bestuurder;Niet van toepassing     ;
402;VROM;Woningcorporaties;Woningstichting Rochdale;AMSTERDAM;directeur;historische afspraken     ;
403;VROM;Woningcorporaties;Woningstichting Rochdale;AMSTERDAM;lid RvB;Rochdale past de sectorbrede beloningscode toe     ;
404;VROM;Woningcorporaties;Woningstichting Rochdale;AMSTERDAM;lid RvB;Rochdale past de sectorbrede beloningscode toe     ;
405;VROM;Woningcorporaties;Woningstichting Rochdale;AMSTERDAM;voorzitter RvB;Rochdale past de sectorbrede beloningscode toe     ;
406;VROM;Woningcorporaties;Woningstichting Sint Joseph;ALMELO;Directeur-bestuurder;"1. Het salaris van de bestuurder voldoet aan de afspraken zoals die binnen de sector over de beloningsstructuur van bestuurders zijn gemaakt.

2. In 2011 is de systematiek van de variabele beloning omgezet in een vaste beloning hetgeen heeft geleid tot een stijging van de pensioenpremie. Daardoor is de norm overschreden met ‚Ç¨ 1.874.

Overigens voldoet de beloning ruim aan de nieuwe WNT-norm.     ";
407;VROM;Woningcorporaties;Woonkracht10;ZWIJNDRECHT;voorzitter Bestuur;marktconform en o.b.v. prestatie     ;
408;VROM;Woningcorporaties;Woonpartners Midden-Holland, Stichting voor Bouwen en Beheren;WADDINXVEEN;Directeur-bestuurder;Salaris vastgesteld conform richtlijnen cie. Izeboud.     ;
409;VROM;Woningcorporaties;Woonstad Rotterdam;ROTTERDAM;Bestuurssecretaris Plus;De beloning is gebaseerd op het advies van de Commissie Arbeidsvoorwaarden (Izeboud) statutair Directeur Woningcorporaties. Hierbij is, conform het advies, de beloning berekend met hantering van de in dit advies genoemde variabelen. De beloningen vallen binnen dit advies.     ;
410;VROM;Woningcorporaties;Woonstad Rotterdam;ROTTERDAM;Vice-voorzitter bestuur;De beloning is gebaseerd op het advies van de Commissie Arbeidsvoorwaarden (Izeboud) statutair Directeur Woningscorporaties. Hierbij is, conform het advies, de beloning berekend met hantering van de in dit advies genoemde variabelen. De beloningen vallen binnen dit advies.     ;
411;VROM;Woningcorporaties;Woonstichting Lieven de Key;AMSTERDAM;Agemeen Directeur/bestuurder;De beloning van de Algemeen Directeur/bestuurder overschreed in 2011 de norm voor de Wet Openbaarmaking uit Publieke Middelen Gefinancierde Topinkomens (WOPT) maar voldoet aan de Sectorbrede beloningscode bestuurders woningcorporaties (SSBW).     ;
412;VROM;Woningcorporaties;Woonstichting Lieven de Key;AMSTERDAM;Directeur Projectontwikkeling;Directeur Projectontwikkeling overschreed in 2011 de norm voor de Wet Openbaarmaking uit Publieke Middelen Gefinancierde Topinkomens (WOPT) maar voldeed aan het moment van de contractafspraak aan de oude Izeboud-norm/Aedescode. Met de Directeur Projectontwikkeling zijn afspraken gemaakt over matiging van het inkomen waardoor op termijn het inkomen op of onder het niveau van de Algemeen Directeur/bestuurder zal uitkomen.     ;
413;VROM;Woningcorporaties;Woonstichting Triada;Heerde;Directeur-bestuurder;huidige arbeidsovereenkomst wordt gerespecteerd.     ;
414;VROM;Woningcorporaties;Woonwijze;VUGHT;Directeur Bestuurder;In 2011 heeft een verloning plaatsgevonden van een gratificatie voor het jaar 2010 (18.750). De reden is dat de Raad van Toezicht dit relatief laat (maart 2011) heeft besloten waardoor het niet meer mogelijk was de gratificatie te verwerken in 2010. Als deze gratificatie wel tijdig was verwerkt was het belastbare loon in 2010 174.156 en in 2011 174.575. Hierdoor blijft het belastbaar loon van de Directeur Bestuurder ruim binnen de gestelde norm van 193.000     ;
415;VROM;ZBO's;Bureau Architectenregister;DEN HAAG;Bestuurslid;Aangesteld door minister     ;
416;VROM;ZBO's;Bureau Architectenregister;DEN HAAG;Penningmeester;Aanstelling door minister     ;
417;VROM;ZBO's;Centraal Fonds voor de Volkshuisvesting;BAARN;Directeur;"Het inkomen van de directeur van het Centraal Fonds is jaren geleden door het bestuur vastgesteld na een vergelijking met vergelijkbare organisaties en rechtspersonen. 
De daarna (jaarlijks geconstateerde) overstijging ten opzichte van WOTP norm bedraagt in 2009 ‡ 16.768,- en heeft te maken met de reguliere CAO verhoging daar er geen initiÎle loonstijging is geweest.     ";
418;VROM;ZBO's;Dienst voor het kadaster en de openbare registers;APELDOORN;Lid Raad van Bestuur;De bezoldiging van de Raad van Bestuur is vastgesteld op reeds bestaande beloningsregelingen van het Kadaster     ;
419;VROM;ZBO's;Dienst voor het kadaster en de openbare registers;APELDOORN;Lid Raad van Bestuur;De bezoldiging van de Raad van Bestuur is vastgesteld op reeds bestaande beloningsregelingen van het Kadaster     ;
420;VROM;ZBO's;Dienst voor het kadaster en de openbare registers;APELDOORN;Voorzitter Raad van Bestuur;De bezoldiging van de Raad van Bestuur is vastgesteld op reeds bestaande beloningsregelingen van het Kadaster.     ;
421;VWS;Hoger Beroepsonderwijs;Stichting SAXION;ENSCHEDE;lid College van Bestuur;Saxion hanteert de zgn. Hay-normering, warbij brutoloon, incl. VT, EJU en toelage het normbedrag bij categorie E niet mag overschrijden. Het lid CvB blijft onder de norm (intern hanteren wij vervolgens de regel dat het lid een bepaald percentage van het inkomen van de vz ontvangt). Daar blijft betrokkene onder. Een en ander is ook vastgelegd in de individuele ao.     ;
422;VWS;Hoger Beroepsonderwijs;Stichting SAXION;ENSCHEDE;voorzitter College van Bestuur;Saxion hanteert de zgn. Hay-normering, waarbij bruto loon, incl. VT, EJU en toelage het normbedrag behorende bij categorie E niet mag overschrijden. De norm voorzitter CvB bedraagt in 2011 163.200 euro. Betrokkene blijft binnen die norm. Een en ander is ook vastgelegd in de individuele ao.     ;
423;VWS;Media;RNWO;Hilversum;algemeen directeur;WOPT leidt bij ÈÈn functie tot openbaarmaking     ;
424;VWS;Overig;CAK;Den Haag;Algemeen directeur;Beloning is conform de CAO voor de zorgverzekeraars. Functionaris heeft een 40 urige werkweek in plaats van de reguliere 36 urige werkweek. Bij de CAO onderhandelingen 2009 zijn de hogere salarisschalen aangepast waardoor de beloning boven de norm uitkomt. Verder is in verhouding de premielast voor pensioen hoog maar deze is gekoppeld aan de verplichte pensioenverzekeraar (SBZ). Voorts is in het belastbaar loon 2011 is een bedrag van ‡ 13.000 opgenomen vanwege uitbetaalde vakantiedagen. De intentie is dat het CAK per 1 januari 2013 een publiekrechtelijke ZBO wordt. Er zijn in verband met de ZBO vorming afspraken gemaakt in het kader van de Wet Normering Topinkomens.     ;
425;VWS;Overig;CENTRUM INDICATIESTELLING ZORG;DRIEBERGEN RYSENB;Voorzitter Raad van bestuur;Ten tijde van de vaststelling van deze afspraak was de verwachting dat de Wet normering topinkomens per boekjaar 2011 van kracht zou worden en dat deze afspraak binnen de voor die wet geldende norm zou gaan passen.     ;
426;VWS;Overig;INTERNATIONAL CARD SERVICES BV;Diemen;CEO divisie Europa;Salaris conform salarisschaal betreffende functie     ;
427;VWS;Overig;Stichting Jeugdformaat;Rijswijk;voorzitter raad van bestuur;bij aanname ingeschaald volgens de Hay-methode door de RvT     ;
428;VWS;Overig;TRIMBOS INSTITUUT STICHTING;UTRECHT;Voorzitter Raad van Bestuur;De voorzitter van de Raad van Bestuur is in 1 januari 2003 aangesteld met een op dat moment passende beloning. De inschaling is sindsdien niet gewijzigd.     ;
429;VWS;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Volksgezondheid, Welzijn en Sport;DEN HAAG;DG RIVM VWS;40-urige werkweek en variabele inkomensbestanddelen     ;
430;VWS;Rijk (incl. Defensie en Rechterlijke macht);Ministerie van Volksgezondheid, Welzijn en Sport;DEN HAAG;SG VWS;39-urige werkweek en variabele inkomensbestanddelen     ;
431;VWS;Woningcorporaties;LAURENTIUS;BREDA;Algemeen directeur bestuurder;De RvC vindt bovengenoemd salaris marktconform bij deze functie en past bij de huidige orderportefeuille.     ;
432;VWS;Woningcorporaties;LAURENTIUS;BREDA;Directeur FinanciÎn en Vastgoedprojecten;De algemeen directeur/bestuurder stelt de hoogte van de beloning van de directeur FinanciÎn en Vastgoedprojecten vast en acht deze beloning passend bij de zwaarte van de functie.     ;
433;VWS;Woningcorporaties;LAURENTIUS;BREDA;Directeur Klant en Markt;De algemeen directeur/bestuurder stelt de hoogte van de beloning van de directeur Klant en Markt vast en acht deze beloning passend bij de zwaarte van de functie.     ;
434;VWS;ZBO's;College voor Zorgverzekeringen;DIEMEN;Adviseur;Aanspraken op ww-uitkering en bovenwettelijke uitkering zijn in deze regeling afgekocht.     ;
435;VWS;ZBO's;Nederlandse Zorgautoriteit (NZa);UTRECHT;Voorzitter Raad van Bestuur;"Belastbaar loon is inclusief belastbare toeslagen.

Er is sprake van een overschrijding. Leden van het bestuur maken bezoldigingsafspraken met het Ministerie van VWS.     ";
436;VWS;ZBO's;SOCIALE VERZEKERINGSBANK;AMSTELVEEN;Lid RvB Port ICT & Organisatie;De bezoldiging wordt door de minister van SZW op grond van artikel 6, vierde lid SUWI vastgesteld (vaststelling is tot stand gekomen op basis van de belangrijkste organisatiekenmerken van de SVB, namelijk zeer grote administratieve organisatie met complexe werkprocessen waarin veel geld omgaat en die functioneert in een politieke omgeving, Èn de referentiemarkten, namelijk financiÎle zelfstandige bestuursorganen, grote organisaties in de zakelijke dienstverlening, zorgverzekeraars en pensioenverzekeraars. Vergelijking met overeenkomstige functies in de hiervoor genoemde marktsegmenten heeft geresulteerd tot het aldus vastgestelde beloningsniveau).     ;
437;VWS;ZBO's;SOCIALE VERZEKERINGSBANK;AMSTELVEEN;Voorzitter Raad van Bestuur;De bezoldiging wordt door de minister van SZW op grond van artikel 6, vierde lid SUWI vastgesteld (vaststelling is tot stand gekomen op basis van de belangrijkste organisatiekenmerken van de SVB, namelijk zeer grote administratieve organisatie met complexe werkprocessen waarin veel geld omgaat en die functioneert in een politieke omgeving, Èn de referentiemarkten, namelijk financiÎle zelfstandige bestuursorganen, grote organisaties in de zakelijke dienstverlening, zorgverzekeraars en pensioenverzekeraars. Vergelijking met overeenkomstige functies in de hiervoor genoemde marktsegmenten heeft geresulteerd tot het aldus vastgestelde beloningsniveau).     ;
438;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Bestuurder;Marktconforme beloning     ;
439;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Bestuurder;Marktconforme beloning     ;
440;VWS;Zorgaanbieders;Aafje Thuiszorg Huizen Zorghotels;ROTTERDAM;Directeur;Marktconforme beloning     ;
441;VWS;Zorgaanbieders;Abrona;HUIS TER HEIDE UTR;Voorzitter Raad van Bestuur / Directeur;      ;
442;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
443;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
444;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
445;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
446;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
447;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
448;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
449;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
450;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
451;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
452;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
453;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
454;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
455;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
456;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
457;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
458;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
459;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
460;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
461;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
462;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
463;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
464;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
465;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
466;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
467;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
468;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
469;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
470;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
471;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
472;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
473;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
474;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
475;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
476;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
477;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
478;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
479;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
480;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
481;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
482;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
483;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
484;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
485;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
486;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
487;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
488;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
489;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
490;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
491;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
492;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
493;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
494;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
495;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
496;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
497;VWS;Zorgaanbieders;Academisch Medisch Centrum (AMC);AMSTERDAM;Academisch Medisch specialist;      ;
498;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
499;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
500;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
501;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
502;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
503;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
504;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
505;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
506;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
507;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
508;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
509;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
510;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
511;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
512;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
513;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
514;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
515;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
516;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
517;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
518;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
519;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
520;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
521;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
522;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
523;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
524;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
525;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
526;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
527;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
528;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
529;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
530;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
531;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
532;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
533;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
534;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
535;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
536;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
537;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
538;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
539;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
540;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
541;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
542;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
543;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
544;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
545;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
546;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
547;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
548;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
549;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
550;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
551;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
552;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
553;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
554;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
555;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
556;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
557;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
558;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
559;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
560;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
561;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
562;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
563;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
564;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
565;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
566;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
567;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
568;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
569;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
570;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
571;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
572;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
573;VWS;Zorgaanbieders;Academisch Ziekenhuis Maastricht;Maastricht;Stafadviseur;      ;
