Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Eetcafé de Klap;;;;;;;1;;;1
Eetcafé De Sjampetter B.V.;;;;;;;1;;;1
Eetcafé De Verlenging;;;;;;;;;1;1
Eetcafé H41 B.V.;;;;1;;;;;;1
Eetcafé Noorderpoort-Harlingen;;;;1;;;;;;1
Eetcafe van de Markt;;;;1;;;;;;1
Eethuis De Plantage;;;;1;;;1;;;1
Eethuis 'Habibi';;;;1;;;;;;1
Eethuys- Café 'De Generaal';;;;;;;1;;1;1
Eetpark V.O.F.;;;;;;;1;;1;1
Eetwaar;;;;1;;;;;;1
EFE;;;;;;1;;;;1
Effectyf B.V.;;;1;;;;;;;1
EHM Hotel Hulshorst De Beyaerd Expl.mij. B.V.;;;;;;1;;;;1
EHM Hotel Utrecht B.V.;;;;;;;;;1;1
Ekohoeve;;;;;;1;;;;1
E-Learningportals B.V.;;;;;;1;;;;1
Eline Sluys Coaching en Training;;;;;;1;;;;1
Elisabeth Smit;;;;;;1;;;;1
Elycio Talen B.V.;;;;;;3;;;;3
EMMENEL B.V.;;;;;2;;;;;2
Empower People B.V.;;;;;;1;;;;1
Emtek Ergonomics B.V.;;;1;;;;;;;1
Energieonderzoek Centrum Nederland;;;;;;;;;2;2
Energy Delta Institute B.V.;;;;;;2;;;2;2
Energy Matters;;;;;;1;;;1;1
Entertrain;;;;1;;;;;;1
Entopic B.V.;;;;;;1;;;1;1
Eosta International;;;;;;;;;1;1
Equus Research;;;;;;1;;;;1
Ergatis B.V.;;;1;;;;;;;1
Erik Hartman Communicatie;;;;;;1;;;1;1
Escape This Room;;;;;;;1;;;1
Escher in het Paleis;;;;;;;1;;;1
Espavo Remedies;;;;;;1;;;;1
Esri Nederland;;;;;;2;;;;2
Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
Etop;;;;;;1;;;;1
Euro Kartracing B.V.;;;;1;;;;;;1
Eurocom Opleidingen B.V.;;;;;;1;;;;1
Euroforum;;;;;;3;;;1;3
Europagaai;;;;1;;;;;;1
European Language Centre B.V.;;;;;;1;;;;1
EVC Centrum Nederland B.V.;;;;;;1;;;;1
E-Vent entertainment;;;;1;;;;;;1
Event Point;;;;;;;1;;;1
Events4Business;;;;;;;1;;;1
Everest B.V.;;;;;;1;;;;1
Evite Services B.V.;;;;;;;1;;1;2
EW Products;;;;;;;1;;;1
E-WISE Nederland B.V.;;;;;;1;;;;1
eX:plain;;;;;;1;;;;1
Exelirent B.V.;;;;;;1;;;;1
Expert in Actie;;;;;;;1;;;1
expertcoach;;;;;;1;;;;1
Explainit Company;;;;;;2;;;;2
ExplainIT Special Accounts B.V.;;;;;;1;;;;1
Exploit.maatsch. Seaport Beach Resort B.V.;;;;;;1;;;;1
Exploitatie De Binnenhof;;;;1;;;;;;1
Exploitatiemaatsch. De Poort van Leyden B.V.;;;;1;;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;1;;;1;;1;1
EXPO 66 B.V.;;;;;;;1;;;1
EXPOTRAVEL BVBA;;;;;;;;;1;1
Expres Wijn B.V.;;;;;;;;;1;1
EYE - Bar Restaurant B.V.;;;;;;;;;1;1
F&U Nederland B.V.;;;;;;1;;;;1
F.A. Peters B.V.;;;;1;;;;;;1
Fabius Opleidingen B.V.;;;;;;1;;;;1
Falck Nutec;;;;;;2;;;;2
Falck Prevention B.V.;;;;;;4;;;;4
Familie Freerk Albertema;;;;1;;;;;;1
Farm Visit;;;;;;;1;;;1
Fashion Hotel Amsterdam B.V.;;;;;;;;;2;2
Fast Lane Benelux B.V.;;;;;;2;;;;2
Feedback Consulting Van Zuilen;;;;;;2;;;;2
Felicivin B.V.;;;;;;;1;;;1
Fellini Assen B.V.;;;;;;;1;;;1
FELLOW;;;;;;;1;;;1
Fiesta Verhuur V.O.F.;;;;;;;1;;;1
Fifteen Amsterdam B.V.;;;;;;;;;1;1
Firma Hof der Muzen;;;;1;;;1;;;1
Firma Nieuw Bromo Van Tilburg;;;;;;;;;1;1
First 1 Bedrijfsfitness B.V.;;;2;;1;;1;;;2
First Class Amersfoort;;;;1;;;;;;1
Flamingo Paradise;;;;1;;;;;;1
Fletcher Duinhotel Burgh Haamstede;;;;;;;1;;;1
Fletcher Hotel Kasteel Erenstein;;;;;;;;;1;1
Fletcher Hotel- restaurant Duinoord;;;;;;;;;1;1
Fletcher Hotel Steenwijk;;;;;;;;;1;1
Fleurop-Interflora Nederland B.V.;;;;2;;;2;;;2
Flex-I.D. B.V.;;;;;;1;;;;1
Flexibel Management Support;;;;;;1;;;;1
FloraHolland;;;;;;;;;1;1
Florent;;;;1;;;;;;1
Flowers4u;;;;;;;;;1;1
Fluxicon;;;;;;1;;;;1
Focus Conferences B.V.;;;;;;1;;;;1
Focus Nederland;;;;;;1;;;;1
Focus op Tekst;;;;;;2;;;;2
Fonk Beach B.V.;;;;;;;1;;;1
FoodAffairs B.V.;;;;;;;;;1;1
Forsa Advies;;;;;;1;;;;1
Fortune Factory B.V.;;;;1;;;;;;1
Fotogeniek;;;;1;;;;;;1
Four Rose's;;;;1;;;;;;1
Fox-IT;;;;;;2;;;;2
Frame B.V.;;;;;;1;;;;1
Frame opleiding en training;;;;;;1;;;;1
Frankwatching B.V.;;;;;;1;;;;1
Free-Wheel Sport en Recreatie;;;;1;;;;;;1
Frisse Zin;;;;;;1;;;;1
Frugi Venta;;;;;;;;;1;1
Fun Cooking Outlet;;;;1;;;;;;1
Fun Forest Rotterdam B.V.;;;;;;;1;;;1
Futurevision;;;;;;1;;;;1
G. van Beek & Zn. Kalveren B.V.;;;;;;;1;;;1
G.A.P.M. Kannekens Praktijk;;;;;;1;;;;1
G.H.,M.E./J.W. vd Doelen en G. vd Doelen B.V.;;;;;;1;;;;1
GaiaPark B.V.;;;;1;;;;;1;1
Galema Cross Cultural Coaching;;;;;;;1;;;1
Garden Seeds B.V.;;;;1;;;;;;1
Gardepoort;;;;1;;;;;;1
Gargouilles B.V.;;;;;;;1;;;1
Gasterij de Wagenmeester;;;;1;;;;;1;1
Gauchos Franchise Utrecht B.V.;;;;;;;;;1;1
Gebr. Kruiswijk;;;;;;;;;1;1
Geoplan Nederland B.V.;;;;;;2;;;;2
Gerdien Dijkstra organisatieverbetering;;;;;;1;;;;1
Geschenkbezorgen.nl;;;;1;;;1;;;1
Geschenkbezorgen.nl B.V.;;;;1;;;1;;;1
GITP B.V.;;;;;2;;;;;2
GITP Training & Opleiding B.V.;;;;1;;2;;;;2
Gladwell Academy B.V.;;;;;;1;;;;1
Global Knowledge Holdings B.V.;;;;;;2;;;;2
Global Knowledge Network Netherlands B.V.;;;;;;3;;;;3
Globalink Consulting;;;;;;;;;1;1
Globally Cool B.V.;;;;;;;;;1;1
Globos V.O.F.;;;;;;;1;;;1
Glope Events B.V.;;;;;;;1;;;1
Go B.V.;;;;;;1;;;;1
Goedvolk in training;;;;;;1;;;;1
Golden Garden;;;;1;;;;;;1
Golden Tulip Hotel De Reiskoffer;;;;;;1;;;;1
Golden Wokpaleis Smilde;;;;;;;1;;;1
Golfcentrum Noordwijk B.V.;;;;;;;1;;;1
Golfclub De Berckt Baarlo B.V.;;;;1;;;;;;1
Golfclub Hoogland West V.O.F.;;;;1;;;;;;1
GoodHabitz B.V.;;;;;;2;;;;2
Gooiconsult Academie B.V.;;;;;;3;;;;3
Gortcoaching;;;;;;1;;;;1
Goud & Wijs;;;;;;;;;1;1
GP Strategies Netherlands B.V.;;;;;;1;;;;1
GrachtenAtelier;;;;1;;;;;;1
Grand Café 21;;;;1;;;;;;1
Grand Café de Fanfare;;;;1;;;1;;;1
Grand Cafe Groeneveld;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;1;;;1
Grand Cafe Samen B.V.;;;;;;;1;;;1
Grand Hôtel Amrâth Kurhaus B.V.;;;;;;;1;;;1
Grandcafé De Wens B.V.;;;;;;1;1;;1;1
Grand-diner-café 't Boterhuis B.V.;;;;1;;;;;;1
Great Communicators;;;;;;1;;;;1
Grieks Restaurant Sirtaki;;;;;;;1;;;1
Grieks Special. Rest. Rhodos Den Haag;;;;;;;1;;;1
Grieks Specialiteiten Restaurant Knossos;;;;1;;;1;;;1
Groeneveld Eten;;;;;;;1;;;1
Groeneveld Horeca B.V.;;;;2;;1;1;;;2
Groenhof Coaching;;;;;;1;;;;1
GroentenFruit Huis B.V.;;;;;;1;;;;1
Groningen Seaports N.V.;;;;;;;;;1;1
Groot Kabel;;;;;;;;;1;1
Groot Vrisekoop Concept & Creatie B.V.;;;;;;;;;1;1
Group & Incentive Travel;;;;;;;;;1;1
GroupSupport.com B.V.;;;;;;1;;;;1
Guardian Management Consultancy B.V.;;;;;;;;;1;1
Gunther Holding B.V.;;;1;;;1;;;;1
Gusto Rotterdam B.V.;;;;;;;1;;;1
Guulke;;;;;;;;;1;1
H. Schippers It;;;;;;2;;;;2
H.A.J.M. Braam Beheer B.V.;;;;;;;1;;;1
H.B. Banket B.V.;;;;;;;1;;;1
H.R. Guest Fotografie;;;;1;;;;;;1
Haags Historisch Museum;;;;;;;1;;;1
Haagse Beek organisatieadvies B.V.;;;;;;2;1;;;2
Haagse Voetbal- en Cricketvereniging 'Quick';;;;;;;1;;;1
HabiTask B.V.;;;;;;1;;;;1
Hagenouw Eten & Drinken B.V.;;;;;;;;;1;1
Hajé Holding B.V.;;;;1;;;;;;1
HAJQ B.V.;;;;;;;1;;;1
Halfland B.V.;;;;;;;1;;;1
Hampshire Exploitatie I B.V.;;;;1;;;;;1;1
Hampshire Exploitatie II B.V.;;;;;;;;;1;1
Han Vermeer Ontwikkel. van Mens & Organisatie;;;;;;1;;;;1
Hand. en Trans.bdr. Mostert & van de Weg B.V.;;;;;;1;;;;1
Handelsonderneming A. Blokland B.V.;;;;;;;;;1;1
Hanting Cuisine;;;;1;;;;;;1
Hapjes Enzo;;;;1;;;;;;1
Happy Day Tours;;;;1;;;;;1;1
Happy Meat B.V.;;;;1;;;;;1;1
Har Geenen Beheer B.V.;;;;;;;;;1;1
Harbour Horeca B.V.;;;;;;;1;;;1
Hartenelf Evenementen;;;;;;;1;;;1
Hattink & Vosters;;;;;;1;;;;1
Havenbedrijf Rotterdam N.V.;;;;1;;;1;;1;1
HeadFirst B.V.;;;;;;;;;2;2
Health2Work B.V.;;;1;;;;;;;1
HeartMath BeNeLux B.V.;;;;;1;;;;;1
HEC B.V.;;;;;;2;;;;2
Heen Horeca;;;;1;;;;;;1
Heilig Vuur;;;;;;1;;;;1
Heineken Experience;;;;;;;1;;1;1
Helicon Opleidingen;;;;;;1;;;;1
Hemingway;1;;;1;;;;;;1
Hengelsportfederatie Groningen Drenthe;;;;;;;;;1;1
Hengelsportvereniging 'De Snoek';;;;;;;;;1;1
Henri Bloem's Wijnkoperij;;;;;;;1;;;1
Henriëtte van Dueren den Hollander;;;1;;;1;;;1;1
Herberg Van Es;;;;1;;;;;;1
Hermitage Café Amsterdam B.V.;;;;1;;;;;;1
Hertz Automobielen Nederland B.V.;;;;;;;;;2;2
Hesbak 2 B.V.;;;;;;;1;;;1
Het Arsenaal;;;;1;;;;;;1
Het Balkon;;;;;;2;;;1;2
Het Catshuys;;;;;;;1;;;1
Het Chocolade Huis;;;;;;;1;;;1
Het Coach Bureau (Helderheid, eenvoud,         concrete resultaten);;;;;;1;;;;1
Het Doel;1;;;;;;;;;1
Het Drents Kwartiertje;;;;;;;1;;;1
Het Gerecht;;;;;;;;;1;1
Het Heden;;;;1;;;1;;;1
Het Kookplein;;;;1;;;;;;1
Het Nederl.talig Buisleiding Industrie Gilde;;;;;;1;;;;1
Het Nederlandse Rode Kruis;;;;;;1;;;;1
Het Nederlof Centrum;;;;;;1;;;;1
Het Pleidooi;;;;1;;;1;;1;2
Het Restaurant van Piet Hein Eek B.V.;;;;;;;;;1;1
Het Ruiterhuys B.V.;;;;1;;;;;;1
Het S.T. Nelles bedrijf;;;;;;1;;;;1
Het Savarijn;;;;;;;;;1;1
Het Spikkerdal;;;;1;;;;;;1
Het Wapen van Willemstad V.O.F.;;;;;;;;;1;1
HGRV Adviseurs Managers B.V.;;;;;;1;;;;1
Hiawatha Actief;;;;;;;1;;;1
Hiemstra & De Vries B.V.;;;;;;;;;1;1
Hipsch;;;;;;;1;;;1
Historische Vereniging Rijswijk;;;;;;;1;;;1
HJ productions;;;;;;;1;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
Hof van Wageningen;;;;;;1;;;2;2
Hofland Interactie & Commun. in het onderwijs;;;;;;;;;1;1
Hofstad Events B.V.;;;;;;;1;;;1
Hokra B.V.;;;;2;;1;1;;;2
Holding Beheermaatschappij Ropeni B.V.;;;;1;;;1;;1;1
Holland Multitrade;;;;;;1;;;;1
Holland Promotion B.V.;;;;;;;;;1;1
Holland Tour Guides B.V.;;;;1;;;1;;;1
Hollandsche Waaren;;;;;;1;;;;1
Hollandse Hoogte B.V.;;;;;;1;;;;1
Hollandse Nieuwe B.V.;;;;;;;;;1;1
Homemade;;;;1;;;;;;1
Hoober B.V.;;;;;;;1;;;1
Hop Taxi B.V.;;;;;;;;;1;1
Horeca byklyn B.V.;;;;;;;;;1;1
Horeca Centrum Spa;;;;;;;1;;;1
Horeca Exploitatie Maatschappij Berlage B.V.;;;;;;;1;;;1
Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;;;;;1;1
Horecaexploitatie Nobis Asten B.V.;;;;1;;;;;;1
Hortus Botanicus Amsterdam;;;;;;;1;;;1
Hostnet B.V.;;;;1;;;;;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;;;;;;;;1;1
Hotel Ampt van Nijkerk B.V.;;;;;;;;;1;1
Hotel ARA B.V.;;;;;;;;;1;1
Hotel Arnhem Doorwerth B.V.;;;;;;;;;1;1
Hotel Bergambacht B.V.;;;;;;1;;;1;1
Hotel Café Restaurant Centraal;;;;1;;;1;;;1
Hotel Café Restaurant 'Dorpszicht' B.V.;;;;1;;;;;;1
Hotel Café Restaurant 'Taverne';;;;1;;;;;1;1
Hotel Centraal;;;;;;;;;1;1
Hotel Contact B.V.;;;;1;1;3;;;7;7
Hotel Cuyk Exploitatie B.V.;;;;;;;;;1;1
Hotel de Vischpoorte;;;;;;;;;1;1
Hotel Derlon;;;;;;;;;1;1
Hotel Drachten B.V.;;;;;;;;;1;1
Hotel Ekamper B.V.;;;;1;;;;;;1
Hotel Gilze-Rijen;;;;;;;;;1;1
Hotel Goes;;;;;;;;;1;1
Hotel Hoorn B.V.;;;;;;;;;1;1
Hotel Ibis Den Haag Centre;;;;;;;;;1;1
Hotel New York B.V.;;;;1;;;1;;1;1
Hotel Ons Krijtland;;;;1;;;;;;1
Hotel PTC + B.V.;;;;;;;;;2;2
Hotel Restaurant Promenade;;;;1;;;;;;1
Hotel Ridderkerk B.V.;;;;;;;;;1;1
Hotel Schiphol A4;;;;;;;;;1;1
Hotel Zaanstad B.V.;;;;;;;;;1;1
Hotel Zwartewater B.V.;;;;;;;1;;;1
Hotel-Café-Restaurant 'Zeezicht';;;;;;1;;;;1
Hotel-Café-Restaurant 'Zwolle' B.V.;;;;;;;;;1;1
Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;;;;;;;;1;1
Hotel-Restaurant 'Meursinge' B.V.;;;;1;;;;;;1
Hotel-Restaurant Nol in 't Bosch B.V.;;;;;;1;;;1;1
Hoyng;;;;2;;;;;;2
HSG Nederland B.V.;;;;1;;;;;;1
HSK Interventie B.V.;;;1;;;1;;;;1
HTM Personenvervoer N.V.;;;;;;;;;1;1
HTM Specials;;;;;;;;;1;1
Hugo Niesing Consulting;;;;;;;;;1;1
Huijer Evening Dress B.V.;;;;;;;1;;;1
Huis ten Haghe;;;;1;;;;;;1
Huize Bergen B.V.;;;;;;;;;1;1
Huize Molenaar B.V.;;;;;;;1;;;1
Hulskamp Audiovisueel Utrecht;;;;;;;1;;1;1
Human Potential Development;;;;;;1;;;;1
Human Rights at Work;;;;;;1;;;;1
Humphrey's Den Haag B.V.;;;;;;;1;;;1
Humphrey's Restaurant;;;;;;;1;;;1
Humphrey's Utrecht B.V.;;;;1;;;;;;1
Huson Lunch Restaurant;;;;;;;;;1;1
Hyphen Projects B.V.;;;;;;1;;;;1
I Love Workshopevents;;;;;;;1;;;1
I.T.P. Instituut Transformatie Psychologie;;;;;;1;;;;1
iBabs B.V.;;;;;;1;;;;1
Ibis Den Haag Scheveningen;;;;;;;;;1;1
ICC Ned., Ond. v. ICC, The World Bus. Organ.;;;;;;;;;1;1
ICI Business;;;;;;;;;1;1
ICM Administratie B.V.;;;;;;2;;;;2
ICM Holding B.V.;;;;;;1;;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;1;2
ID Ware International B.V.;;;;;;1;;;;1
IDMK B.V.;;;;;;1;;;;1
Igo-Post B.V.;;;;1;;;;;;1
IJntema Consultancy;;;;;;1;;;;1
IJsselhotel B.V.;;;;;;;;;1;1
IJsselmeerzicht B.V.;;;;1;;;;;;1
IMK Opleidingen B.V.;;;;;;1;;;;1
Imkerij De Traay;;;;;;;;;1;1
Impact;;;;;;1;;;;1
ImpactAbility;;;;;;1;;;1;1
Impero Romano Holding B.V.;;;;;;;1;;;1
In de Driehoek, congres- en vergadercentrum;;;;;;;;;1;1
In Regie Personal Coaching;;;;;1;1;;;;1
In Touch Women Resource Management B.V.;;;;;;1;;;;1
Incassobureau Plaggemars;;;;;;1;;;;1
Indema;;;;;;1;;;;1
Indiaas Restaurant New Delhi;;;;;;;;;1;1
Indisch Restaurant Garoeda;;;;1;;;1;;1;1
Indonesisch Restaurant Poentjak;;;;1;;;1;;;1
Information Security Academy B.V.;;;;;;2;;;;2
InfraControl B.V.;;;;;;1;;;;1
Ingeborg Bosch PRI B.V.;;;;;;1;;;;1
InnoValor B.V.;;;;;;;;;1;1
Innovero Software Solutions B.V.;;;;;1;;;;;1
InnSolar;;;;;;1;;;;1
InsightsWorld B.V.;;;;;;3;;;;3
Inspiration At Work;;;;;;1;;;;1
Inspiration Company Nederland B.V.;;;;;;1;;;;1
Institute for International Research;;;;;;1;;;;1
Institute for Zooanthropology;;;;;;1;;;;1
Instituut SMO;;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor Psychotrauma Nederland B.V.;;;1;;;2;;;;2
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;;1
Instituut Werk en Stress B.V.;;;2;;;1;;;;2
interMaction;;;;;;1;;;;1
International Card Services B.V.;;;;;;;;;1;1
Internet New Business Concepts B.V.;;;;;;1;;;;1
Intersafe Groeneveld B.V.;;;2;;;;;;;2
Interscience B.V.;;;;;;1;;;1;1
Intrum Justitia Nederland B.V.;;;;;;1;;;;1
Intune B.V.;;;;;;1;;;;1
Inzicht Bureau voor Coaching en Communicatie;;;;;;1;;;;1
Iona Des Indes B.V.;;;;;;;;;1;1
IPC Groene Ruimte B.V.;;;;;;1;;;;1
IPD;;;;;;1;;;;1
IPMA - NL;;;;;;1;;;;1
IPMA Certificering B.V.;;;;;;2;;;;2
Ipol B.V.;;;;;;2;;;;2
Iris de Veer, Ontplooiing en Consultatie;;;;;;1;;;;1
Iris Huys;;;1;;;;;;;1
ISBC;;;;;;1;;;;1
ISBW;;;;;;1;;;;1
ISES B.V.;;;;;;1;;;;1
Ises Computrain;;;;;;1;;;;1
iSQI - International Software Quality Institute B.V.;;;;;;1;;;;1
Israel Producten Centrum;;;;;;;1;;;1
ISRIC;;;;;;;;;1;1
Issues Management Institute;;;;;;1;;;;1
Istana Indonesisch Restaurant;;;;;;;;;1;1
IT Management Group;;;;;;1;;;;1
Italiaans Specialiteitenrestaurant Sorrento;;;;;;;;;1;1
ITGilde B.V.;;;;;;1;;;;1
IT-Staffing Nederland B.V.;3;;;;;;;;;3
Iventus;;;;;;;;;1;1
IXXI Concepts B.V.;;;;1;;;;;;1
J. & K. Catering;;;;;;;;;1;1
J. Den Haag t.h.o.d.n. Spar;;;;1;;;;;;1
J. Franken Psychotherapie;;;;;;1;;;;1
J.E. van Groen;;;;;;1;;;;1
J.G.W.F.J. Wonnink B.V.;;;;;;;1;;;1
Jaarbeurs B.V.;;;;1;;3;;;1;3
Jaarbeurs Catering Services B.V.;;;;;;;;;1;1
JAM;;;;;;1;;;;1
Ja-maar® B.V.;;;;;;1;;;;1
Jan Andreae en Partners B.V.;;;;;;1;;;;1
Jan van de Ven Meesterkok;;;;;;1;;;;1
Janine Mutsaerts-TCF;;;;;;1;;;;1
Jan-Jaap in der Maur;;;;;;1;;;;1
Jati;;;;;;;1;;;1
Jia;;;;;;;1;;;1
Jill Murphy's;;;;;;;1;;;1
JJBK (Eerste Hulp Cursussen Nijverdal);;;;;;1;;;;1
Jo Bos & Co;;;;1;;1;;;;1
Job Carousel B.V.;;;;;2;;;;;2
Job Frieszo media-adviseur;;;;;;1;;;;1
Jobbeke;;;;;;1;;;;1
Joe's;;;;;;;1;;;1
Joh. Hogendoorn;;;;;;;;;1;1
Joli V.O.F.;;;;;;;;;1;1
Joop Vos Coaching;;;;;;1;;;;1
Jopen Horeca Exploitatie B.V.;;;;;;;;;1;1
JWAlphenaar;;;;;;;;;1;1
K. Verberne;;;;;;;;;1;1
K.C.G. Racing;;;;1;;;;;;1
Kaap Doorn B.V.;;;;;;1;;;;1
Kaas en Wijnkoperij Latour V.O.F.;;;;1;;;;;;1
Kantine Exploitatie H.S.V.-V.U.C.;;;;;;;1;;;1
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;;1
Kazerne B.V.;;;;;;;;;1;1
Keek Training & Advies;;;;;;1;;;;1
Keizer Culinair;;;;;;;1;;;1
KEMA Nederland B.V.;;;;;;1;;;1;1
Kemeling Taaltraining en Tekstadvies;;;;;;2;;;;2
Kennis- en Adviescentrum Dierplagen;;;;;;1;;;;1
Kenniscentrum AD(H)D en ASS B.V.;;;;;;1;;;;1
Kenniscentrum WMC;;;;;;;;;1;1
Kenniscentrum Wmo B.V.;;;;;;1;;;;1
Kepner-Tregoe Nederland;;;;;;2;;;;2
Kern Konsult B.V.;;;;;;1;;;;1
Kers & Partners B.V.;;;;;;1;;;;1
Keurmerkinstituut B.V.;;;;;;1;;;;1
Keurslagerij Crist Coppens;;;;;;;;;1;1
Kick Smeets Fotografie;;;;1;;;;;;1
KI-Coach;;;;;;1;;;;1
Kijkerd Producties;;;;1;;;;;;1
King Arthur B.V.;;;;1;;;;;1;1
Kirkman Company B.V.;;;;;;1;;;;1
Kiwa Technology;;;;;;;;;1;1
Kleczewski;;;;;;1;;;;1
Kleczewski B.V.;;;;;;4;;;;4
Kleijer Beheer B.V.;;;;;;;;;1;1
Klinkhamer Conference Management B.V.;;;;;;1;;;;1
Klinks Bakkerij;;;;;;;;;1;1
Kluwer BV;;;;;;1;;;;1
Kluwer Opleidingen;;;;;;1;;;;1
Koetjes en Kalfjes Amsterdam;;;;;;;;;1;1
Koken-op-maat;;;;;;;1;;;1
Koko;;;;;;;;;1;1
Kon. Meub.transp. Mij. De Gruijter & Co. N.V.;;;;;;;;;1;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;;1;;;;1
Kon. Nederl. Instituut voor Onderzoek der Zee;;;;;;;;;1;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;;;;1;;1;1
Koninklijk Nederlands Waternetwerk;;;;;;;;;1;1
Koninklijke Euroma B.V.;;;;;;;;;1;1
Koninklijke Luchtvaart Maatschappij N.V.;;;;;;;;;1;1
Koninklijke Nederl. Mij. voor Diergeneeskunde;;;;;;1;;;;1
Konst B.V.;;;;1;;;;;;1
Kook en Proefstudio Den Haag;;;;;;;1;;;1
Kookatelier Wils;;;;1;;;;;;1
Kookbeleving;;;;;;;;;1;1
Kookmeesters B.V.;;;;1;;;;;;1
Koopman-works;;;;;;;;;1;1
KOP Coaching & Ontwikkeling;;;;;;1;;;;1
Koppert Cress B.V.;;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;1;;;1
KrasEvents Organisatie & Advies B.V.;;;;;;1;;;;1
Krauthammer International Netherlands B.V.;;;;;;2;;;;2
Kremer Communicatie;;;;;;1;;;;1
KSG B.V.;;;;;;5;;;1;5
Kudding & Partners B.V.;;;;;;4;;;;4
Kumi-Kata B.V.;;;;;;1;;;;1
Kunstgras Events B.V.;;;;;;;1;;;1
Kyboko Marketing;;;;;;;;;1;1
L & M Software B.V.;;;;;;1;;;;1
L' Amuse Culinair;;;;1;;;;;;1
L. Elink Schuurman (Thee) B.V.;;;;;;;;;1;1
L1 Reclame;;;;1;;;;;;1
La Baraque B.V.;;;;;;;;;1;1
La Meridiana;;;;1;;;;;;1
La Place B.V.;;;;;;;;;1;1
La Red B.V.;;;;;;1;;;;1
La Señorita;;;;1;;;;;;1
La Trattoria;;;;;;;;;1;1
Lab QAcademy;;;;;;2;;;;2
Lagerweij & Partner Consultants B.V.;;;;;;1;;;;1
Landelijke Vereniging van Vertrouwenspersonen;;;;;;1;;;;1
Landgoed de Horst;;;;;;1;;;1;1
Landgoed Ekenstein B.V.;;;;1;;;1;;;1
Landpachters en Eig.-Grondgebruikers in Ned.;;;;;;1;;;;1
Language Partners;;;;;;1;;;;1
Lavifoto;;;;1;;;;;;1
Le Connaisseur Den Haag B.V.;;;;;;;1;;;1
Le Strasbourg;;;;;;;1;;;1
Lean Consultancy Group B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
Learning By Simulation (LBS);;;;;;1;;;;1
Leaseplan Nederland N.V.;;;;;;;;;1;1
Lectric Opleidingen B.V.;;;;;;1;;;;1
Lectric Trainingen B.V.;;;;;;1;;;;1
Leeuwendaal Advies B.V.;;;;;2;1;;;;3
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Leisure and City Projects;;;;1;;;;;;1
lekkerbootjevaren.nl;;;;1;;;;;;1
Leonidas Delft;;;;;;;;;1;1
Les Ombrelles;;;;1;;;1;;;1
Leuntje B.V.;;;;;;;1;;;1
Libereaux B.V.;;;;;;1;;;;1
Lieverd;;;;;;;1;;;1
LIFT;;;;;1;;;;;1
Lime B.V.;;;;;;;1;;;1
Lisanne Bommer Den Haag B.V.;;;;;;;;;1;1
Little V Den Haag B.V.;;;;1;;;1;;;1
Live on Demand B.V.;;;;;;;;;1;1
Live Trainingen B.V.;;;;;;2;;;;2
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
Locals Grand Café;;;;;;;;;1;1
Locatie Museumpark;;;;;;1;;;1;1
Loffelijk;;;;;;;1;;;1
Logeion;;;;;;1;;;;1
Lokaal Boek;;;;1;;;;;;1
Long John;;;;;;;1;;;1
Loopbaanonderhoudsgroep;;;;;;1;;;;1
Louis Meulstee Photography;;;;1;;;;;;1
LS Holding B.V.;;;1;;;1;;;;1
LSSA B.V.;;;;;;1;;;;1
Lubbers Internet Oplossingen B.V.;;;;;;1;;;;1
Lunchroom Nieuw Engelhard;;;;1;;;1;;;1
Lytton Arbeid & Gezondheid B.V.;;;1;;;2;;;;2
M. & B. Holding B.V.;;;;;;2;;;;2
M. de Bruijn;;;;;;;;;1;1
M. de Rooij Sound Service;;;;;;;1;;;1
M. Jansen;;;;;;;;1;;1
M.G. Willemsen;;;;1;;;;;;1
M.M. Projects B.V.;;;;;;;;;1;1
MaalStroom B.V.;;;;;;;;;1;1
