Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Didactive B.V.;;;;;;1;;;;1
'Die Port van Cleve Holding' B.V.;;;;;;;;;1;1
Digital Action;;;;;;1;;;;1
Dikscommuniceert;;;;;;1;;;;1
Dinami Training & Coaching;;;;;;1;;;;1
DIOR Opleidingen;;;;;;1;;;;1
Direct VIP Service B.V.;;;;;;;;;1;1
Distinguished;;;;;;1;;;;1
Docspro B.V.;;;;;;1;;;;1
Domino's Pizza Leidschendam;1;;;;;;;;;1
Domino's Pizza Rijswijk;;;;1;;;;;;1
Domino's Pizza Torenstraat;;;;1;;;;;;1
Domino's Pizza Voorburg;1;;;;;;;;;1
Domstad Evenementen B.V.;1;;;;;;;;;1
Donkergroen B.V.;1;;;;;;;;;1
Dopper;;;;1;;;;;;1
Double Dutch Amsterdam B.V.;;;;1;;;;;;1
Double Healix Educational Media B.V.;;;;;;1;;;;1
DoubleTree by Hilton Hotel A'dam Centr. Stat.;;;;1;;;;;;1
Douwe Egberts Horeca;1;;;;;;;;;1
Droom van Zwolle;;;;;;1;;;;1
Drukwerkveiling.nl B.V.;;;;1;;;;;;1
DSP-Groep B.V.;;;;;;1;;;;1
Dudok Den Haag B.V.;1;;;1;;;;;;1
Dun & Bradstreet B.V.;;;;;;1;;;;1
Dusecon;;;;;;2;;;;2
DynaVision B.V.;;;;;;1;;;;1
E. Evers;;;;1;;;;;;1
E. van Baarle B.V.;;;;;;1;;;;1
Eastlink B.V.;;;;;;2;;;;2
Eazie Den Haag II B.V.;;;;1;;;;;;1
Ebbinge & Company International Holding B.V.;;;;;;1;;;;1
Ech Wel;;;;1;;;;;;1
Econed Veiligheid en Milieu;;;;;;2;;;;2
E-Democracy B.V.;;;;;;1;;;;1
Eden Oranje Hotel B.V.;;;;;;;;;1;1
Edi van Gelder training en coaching;;;;;;2;;;;2
Eenhoorn Meeting Center;;;;;;;;;1;1
Eetcafe De Kleine Prins B.V.;;;;1;;;;;;1
EHM Hotel Amsterdam Rembrandtpark B.V.;;;;;;;;;1;1
EHM Hotel Breda B.V.;1;;;;;1;;;;1
EHP Exploitatie Hotel De Veluwe B.V.;;;;;;;;;1;1
EHP Exploitatie Hotel De Wipselberg B.V.;;;;;;;;;1;1
EJ Consult & Projects;;;;;;;;;1;1
El Pueblo;;;;1;;;;;;1
El Sombrero B.V.;;;;1;;;;;;1
E-Learningportals B.V.;;;;;;1;;;;1
Elektroraad Opleidingen B.V.;;;;;;1;;;;1
Element Catering;;;;1;;;;;;1
Elenchis;;;;;;1;;;;1
Elle Events & Communicatie;;;;;;;1;;;1
Elycio Talen B.V.;;;;;;1;;;;1
EMC Advies B.V.;;;;;;2;;;;2
Entalis B.V.;;;;;;2;;;;2
Enterprise Summit B.V.;;;;;;2;;;;2
ENTERTAINIT!;;;;;;1;;;;1
EPI-USE B.V.;;;;;;1;;;;1
Eqlant;;;;;;2;;;;2
Erasmus Academie;;;;;;1;;;;1
Ergatis B.V.;;;1;;1;;;;;1
Erik Mathlener;;;;;;1;;;;1
Escape Factory B.V.;;;;1;;;;;;1
Escape Room Rijswijk;;;;1;;;;;;1
Escape Room Scheveningen;;;;1;;;;;;1
Esri Nederland;;;;;;1;;;;1
ETA Holding B.V.;;;;;;1;;;;1
Eten & Zo Zoetermeer B.V.;1;;;1;;;;;;1
Eten bij Werelds;;;;1;;;;;;1
Eten en Drinken;;;;1;;;;;;1
Etuconsult B.V.;;;;;;1;;;;1
Euro Events B.V.;;;;1;;;;;;1
Euroforum;;;;;;2;;;;2
Euromast Horeca B.V.;;;;;;1;;;;1
European Baseball Centre;;;;;;2;;;;2
European Language Centre B.V.;;;;;;1;;;;1
European Leadership Platform B.V.;;;;;;1;;;;1
Euroscope Benelux B.V.;;;;1;;;;;;1
EURS B.V.;;;;;;1;;;;1
Evite Services B.V.;;;;;;1;;;;1
eX:plain;;;;;;1;;;;1
Expereans Financiële Diensten B.V.;;;4;;;;;;;4
Expertise Centrum Busch;;;;;;1;;;;1
ExpertSearch;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
Exploitatie Maatschappij De Nieuwe Poort B.V.;;;;2;;;;;;2
Exploitatie Maatschappij Komfort B.V.;1;;;;;1;;;;1
Exploitatie Maatschappij Lommerrijk B.V.;;;;1;;;;;;1
Exploitatie Schimmelpenninckhuys B.V.;1;;;;;;;;1;1
Exploitatiemaatschappij Hotel Naarden B.V.;;;;;;;;;1;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;;;1;;;;1
Expo Display Service;;;;1;;;;;;1
Exponential Expansion B.V.;;;;;;1;;;;1
F&U Nederland B.V.;;;;;;1;;;;1
F.J. de Reijdt Opt. thodn Eye Wish Groeneveld;;;1;;;;;;;1
Fa. Boer Geert;;;;1;;;;;;1
Fabius Opleidingen B.V.;;;;;;1;;;;1
Facilicom Facility Solutions B.V.;;;;;;1;;;;1
F-Act Bedrijfstrainingen;;;;;;2;;;;2
Falck Prevention B.V.;;;;;;1;;;;1
Fashion Hotel Amsterdam B.V.;;;;;;;;;1;1
Fellini's;;;;1;;;;;;1
Femke van Lieshout Communicatie & Projecten;;;;2;;2;;;;3
Fepa Horeca B.V.;;;;;;;1;;;1
Festina Lente;;;;1;;;;;;1
Fine Fresh Food;;;;1;;;;;;1
Firma Hof der Muzen;;;;1;;;;;;1
First Priority Music;;;;1;;;;;;1
First Service Business Events;;;;1;;;;;;1
Fish & Meat B.V.;;;;1;;;;;;1
Fitland Leiden B.V.;1;;;;;1;;;;1
Fletcher Hotel Restaurant De Witte Raaf;;;;;;;;;1;1
Fleurtiek Amsterdam B.V.;;;;1;;;;;;1
Flirt Incompany;;;;;;1;;;;1
FloraHolland;1;;;;;;;;;1
Focus Conferences B.V.;;;;;;2;;;;2
Fonk Beach B.V.;;;;1;;;;;;1
Food Affairs;;;;;;2;;;;2
Forte Evenementen;;;;2;;;;;;2
Fortune Factory B.V.;;;;1;;;;;;1
Frame B.V.;;;;;;1;;;;1
Frank Schaper;;;;;;2;;;;2
Franklincovey;;;;;;2;;;;2
Fratelli Leidschendam B.V.;;;;1;;;;;;1
Friends of the Brands B.V.;;;;1;;;;;;1
Frijters Mind Tuning B.V.;;;;;;1;;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;;2;;;;2
Fritz-Events;;;;1;;;;;;1
Fruitful Office Nederland B.V.;;;;1;;;;;;1
Fujitsu Technology Solutions B.V.;;;;;;1;;;;1
Futurevision;;;;;;1;;;;1
G. de Boer;;;1;;;;;;;1
G.J. Mulder;;;;1;;;;;;1
G.W.Th.M. Vreman B.V.;;;;;;1;;;;1
Galery Groene Tuin;;;;1;;;;;;1
gallopercoaching;;;;1;;;;;;1
GamingWorks B.V.;;;;;;2;1;;;2
Garoeda;;;;1;;;;;;1
Gartner Nederland B.V.;;;;;;2;;;1;3
Gastvrijheid in bedrijf;;;;;;1;;;;1
Gauchos aan de Maas Rotterdam;;;;1;;;;;;1
Gauchos Franchise Den Haag B.V.;;;;1;;;;;;1
Gbned;;;;;;1;;;;1
Gebo Special Products B.V.;;;;1;;;;;;1
gefeliciTAART B.V.;;;;1;;;;;;1
Gelukkig Werken;;;;;;1;;;;1
Gemaco B.V.;;;;1;;;1;;;1
Gemoro B.V.;;;;;;1;;;;1
Gentle Way Instituut B.V.;;;;;;1;;;;1
GeoFort Exploitatie B.V.;;;;;;1;;;;1
Geschenkbezorgen.nl B.V.;;;;1;;;;;;1
Get Events;;;;1;;;;;;1
Giant Publicity B.V.;;;;1;;1;;;;1
GITP B.V.;;;;;;1;;;;1
GITP Training & Opleiding B.V.;;;;;;1;;;;1
GL events World Forum Convention Center B.V.;;;;3;;;;;;3
Global Knowledge Holdings B.V.;;;;;;1;;;;1
Glope Events B.V.;;;;1;;;;;;1
Glow Golf Scheveningen B.V.;;;;1;;;;;;1
Go B.V.;;;;;;1;;;;1
Golden Palace;;;;1;;;;;;1
Golden Tulip Hotel Central;;;;;;1;;;;1
Good Seasons B.V.;;;;;;1;;;;1
Gouden Pakket B.V.;;;;1;;;;;;1
GradusGroep B.V.;;;;;;1;;;;1
Grand Cafe 'De Schout van Ermel';;;;1;;;;;;1
Grand Café De Wildeman Eindhoven B.V.;1;;;;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;;1
Grand Café-Restaurant Loos B.V.;;;;1;;;;;;1
Grand Restaurant Le Connaisseur;;;;1;;;1;;;1
Grandcafé De Wens B.V.;;;;1;;;;;;1
Grandcafe Haagsche Bluf;;;;1;;;;;;1
Granny's Corner;1;;;1;;;;;;1
Graphic Hunters;;;;;;1;;;;1
Greenbean;;;;1;;;;;;1
Greetje Algera;;;;;;1;;;;1
Grill-Restaurant 'Los Muchachos';;;;1;;;;;;1
Groote Sociëteit Haagsche Club-Plaats Royaal;;;;1;;;;;;1
GroupSupport.com B.V.;;;;;;1;;;;1
Gunco B.V.;;;;;;1;;;;1
H & R Interim - projectmanagement B.V.;;;;;1;;;;;1
H.J. Batelaan;1;;;;;;;;;1
Hairmobiel Diana;;;;;;1;;;;1
HalloMooiMens;;;;1;;;;;;1
Hampshire Exploitatie I B.V.;;;;1;;1;;;;1
Hampshire Hotel Management B.V.;1;;;;;;;;;1
Handelsonderneming Maessen B.V.;;;;1;;;;;;1
Happy Meat B.V.;;;;1;;;;;;1
Happy Moose;;;;1;;;;;;1
Hart Nederland B.V.;;;;;;1;;;;1
Hatchfund.nl;;;;;;2;;;;2
HBO-I. Stichting;;;;;;1;;;;1
HeadFirst B.V.;;;;;;6;;;;6
Health2Work B.V.;;;1;;;;;;;1
Heftruck Centrum Apeldoorn B.V.;;;;;;1;;;;1
Heilig Vuur;;;;;;1;;;;1
Heksenwaag;;;;1;;;;;;1
Helder Werk B.V.;;;;1;;1;;;;1
Heliview Conferences en Training B.V.;;;;;;1;;;;1
Helix Advies B.V.;;;;;;1;;;;1
Henk Broeders Advies;;;;;;1;;;;1
Herman Koetsier;;;;1;;;;;;1
Hersens te Huur;;;;;;1;;;;1
Het Balkon;;;;;;1;;;;1
Het Blije Wij;;;;;;1;;;;1
Het Heden;;;;1;;;;;;1
Het Kookplein;;;;1;;;;;;1
Het Management;;;;1;;;;;;1
Het Nederlands Openluchtmuseum;1;;;;;;;;;1
Het NIC B.V.;;;;;;1;;;;1
Het Ontwikkelaarsgilde OT&C B.V.;;;;;;1;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Tiende Huis;;;;;;2;;;;2
High Five Health Promotion B.V.;;;4;;;;;;;4
Hof van Wageningen;;;;;;2;;;;2
Hofje van Pauw: praktijk voor haptonomie;;;;;;1;;;;1
Hofstad Events B.V.;;;;1;;1;;;;1
Hoftrammm Holding S.C.M. B.V.;;;;1;;;;;;1
Hogenkamp Klompen en Souvenirs B.V.;;;;1;;;;;;1
Hogesch. voor Toegepaste Filosofie (HTF) B.V.;;;;;;1;;;;1
Hogeschool Domstad Facilitaire Zaken B.V.;;;;;;1;;;;1
Hogeschool Utrecht;;;;;;1;;;;1
Hogeschool van Amsterdam;;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;;1;;;;2
Holland Caribbean Line B.V.;;1;;;;;;;;1
Holle Bolle Gijs;;;;1;;;;;;1
hondenschool eigenwijs;;;;;;1;;;;1
Honest. International;;;;1;;;;;;1
Hoogenboom B.V.;1;;;;;;;;;1
Horesca Meppel B.V.;;;;1;;;;;;1
Horizon Coaching;;;;;;1;;;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;1;2
Hotel Boschhuis;;;;;;1;;;;1
Hotel Casa 400;;;;;;;;;1;1
Hotel Contact B.V.;;;;;;;;;2;2
Hotel de Doelen;;;;;;;;;1;1
Hotel De Ville B.V.;;;;1;;;;;1;1
Hotel Des Indes B.V.;;;;;;1;;;;1
Hotel DOM;;;;;;1;;;;1
Hotel Drachten B.V.;;1;;;;;;;1;1
Hotel Fidder;;;;;;;;;1;1
Hotel 'Het Spinnewiel';;;;1;;;;;;1
Hotel Het Wapen van Delden B.V.;;;;;;;;;1;1
Hotel Inntel Amsterdam Centre;;;;;;;;;1;1
Hotel Leeuwarden Centre B.V.;;;;;;;;;1;1
Hotel Lumière B.V.;;;;;;;;;1;1
Hotel Luxer;;;;;;;;;1;1
Hotel Molendal;;;;;;;;;1;1
Hotel New York B.V.;;;;1;;;;;;1
Hotel Park Handelskade B.V.;;;;;;;;;1;1
Hotel Restaurant Wilhelmina B.V.;;;;;;;;;1;1
Hotel Van der Valk Groningen/Westerbroek;;;;;;;;;1;1
Hotel Vianen B.V.;;;;;;;;;1;1
Hotel/Restaurant Corona;;;;;;;;;1;1
HotelRebel B.V.;;;;;;1;;;;1
Hotel-Restaurant Victoria B.V.;;;;;;;;;1;1
House of Sports;;;;1;;;;;;1
HSK Groep;;;;1;;;;;;1
HSK Interventie B.V.;;;2;;;1;;;;2
HTM Specials;;;;1;;;;;;1
HTM Specials B.V.;;;;1;;;;;;1
Huf & Go;;;;1;;;;;;1
Huize Molenaar B.V.;;;;;;1;;;;1
HumanCapitalCare B.V.;;;1;;;;;;;1
Humphrey's Arnhem B.V.;;;;1;;;;;;1
iBabs B.V.;;;;;;1;;;;1
ICASUS;;;;;;;;;1;1
Ice Zone Horeca Exploitatie B.V.;;;;1;;;;;;1
ICM Administratie B.V.;;;;;;1;;;;1
ICM Holding B.V.;;;;;;1;;;;1
ICM Opleidingen & Trainingen B.V.;1;;;;;2;;;;2
ICT Service and Security B.V.;;;;;;1;;;;1
Ideeaanzee B.V.;;;;;;2;;;;2
Iep Holding B.V.;;;;;;1;;;;1
Ifmec;;;;;;1;;;;1
Igluu Den Haag;;;;;;2;;;;2
IJKX;;;;;;1;;;;1
IJsprinses;;;;1;;;;;;1
Ikos Consult;;;;;;2;;;;2
Il Pettirosso B.V.;;;;;;;1;;;1
Immens Ontwikkelaars B.V.;;;;;;1;;;;1
Impero Romano Holding B.V.;;;;1;;;;;;1
Improven B.V.;;;;;;3;;;;3
Impulsus Personal Quality & Results;;;;;;2;;;;2
In Pace B.V.;;;;1;;;;;;1
In2Content B.V.;;;;1;;;1;;;1
In2ition Academy;;;;;;2;;;;2
Indicia Value Architects B.V.;;;;;;1;;;;1
Infopact Netwerkdiensten B.V.;;;;;;1;;;;1
Information Security Academy B.V.;;;;;;3;;;;3
ING Bank N.V.;;;;1;;1;;;;1
Innerself;;;;;;1;;;;1
Innovero Software Solutions B.V.;1;;;;;;;;;1
INOXI;;;;1;;;;;;1
InsightsWorld B.V.;;;;;;4;;;;4
Inspexx B.V.;;;;;;1;;;;1
Inspiration Company Nederland B.V.;;;;;;1;;;;1
Inspring Media B.V.;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor Publieke Waarden B.V.;;;;;;1;;;;1
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;;1
Instituut voor Veiligheid en Milieu B.V.;;;1;;;;;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;;;;1;1
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;;2
Interexcellent Holding B.V.;;;;;1;;;;;1
International Security Consultants B.V.;;;;;;1;;;;1
Internet New Business Concepts B.V.;;;;;;1;;;;1
Intop Zorgsector B.V.;;;;;;1;;;;1
InZichtinZicht;;;;;;1;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
Iposeira B.V.;;;;;;1;;;;1
Iris Huys;;;1;;;;;;;1
ISBW;;;;;;1;;;;1
Iscreen B.V.;;;1;;;;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
IT Management Group;;;;;;2;;;;2
IT Rains Fishes;;;;1;;;;;;1
IT-Staffing Nederland B.V.;;;;;;;;;1;1
IVU Traffic Technologies Benelux B.V.;;;;;;;;;1;1
j. moormann;2;;;;;;;;;2
J.M. Vermolen;;;;1;;;;;;1
J.P. van Deene Holding B.V.;;;;;;1;;;;1
Jaarbeurs B.V.;2;;;;;2;;;;3
Ja-maar® B.V.;;;;;;1;;;;1
Jamin Winkelbedrijf B.V.;;;;1;;;;;;1
Janoq B.V.;1;;;;;;;;;1
Japans restaurant Sumo Den Haag B.V.;;;;1;;;;;;1
Jeroen de Bruin Coaching;;;;;;1;;;;1
Jobmassage B.V.;;;1;;;;;;;1
JOHAN;;;;;;1;;;;1
JoJotours B.V.;;;;;;;;;1;1
Jongbloed B.V.;;;;1;;;;;;1
Jongerius-Seghwaert B.V.;;;;1;;;;;;1
JonkerZwolle;;;;;;1;;;;1
Jos Voorburg;;;;;;2;;;;2
JR Horeca Company B.V.;;;;1;;;1;;;1
JR's Cuisine;;;;1;;;;;;1
Kade23;;;;;;1;;;;1
Kadoburo;;;;1;;;;;;1
Kalteren Advies;;;4;;;;;;;4
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;1;1
Kazerne B.V.;;;;;;1;;;;1
Kees Groot Beheer B.V.;;;;1;;;;;;1
Keijser B.V.;1;;;;;;;;;1
Keizer Culinair;;;;1;;;;;;1
Kessels & Smit Leertrajecten B.V.;;;;;;1;;;;1
Kessels & Smit Something B.V.;;;;;;4;;;;4
KI-Coach;;;;;;1;;;;1
King Design Consultancy;;;;;;1;;;;1
KIT Intercultural Professionals;;;;;;1;;;2;2
Klompentours;;;;1;;;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kloosterhof Neer Beheer B.V.;;;;;;1;;;;1
Kloosterhotel ZIN B.V.;;;;;;1;;;;1
Koekela;;;;1;;;;;;1
Koetsenruijter Conflictmanagement en Bemid.;;;;;;2;;;;2
Koetshuis De Burcht B.V.;;;;1;;;;;;1
Koffie- en Eetsalon 't Achterommetje;;;;1;;;;;;1
Köhler Autoverhuur B.V.;;;;1;;;;;;1
Koken-op-maat;;;;1;;;1;;;1
Kolibrie Organisatie advies;;;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;3;;;;;1;1;;1;3
Kook en Proefstudio Den Haag;;;;1;;;;;;1
Kopie Plus;;;;;;1;;;;1
Korte Poten 1-3 B.V.;1;;;1;;;;;;1
KPE Holding B.V.;;;;;;1;;;;1
KPN B.V.;;;;;;2;;;;2
Kramenverhuur Van Zessen;;;;1;;;;;;1
KSG B.V.;;;;;;2;;;;2
Kubus architectural solutions;;;;;;1;;;;1
Kuijpers t.h.o.d.n. Run2Day Den Haag;;;;1;;1;;;;2
Kuiters idee en organisatie B.V.;;;;;;2;;;;2
Kumpulan Congres- en Reuniecentrum;1;;;;;;;;;1
Kwekkeboom Konditorei B.V.;;;;1;;;;;;1
La Cantina di David B.V.;;;;1;;;;;;1
La Galleria Plein DM B.V.;;;;1;;;;;;1
La Red B.V.;;;;;1;1;;;;2
LaatsteReiswijzer.nl;;;;1;;;;;;1
Lagerweij & Partner Consultants B.V.;;;;;1;1;;;;2
Lakeside Zwolle B.V.;;;;1;;;;;;1
Lancaster Hotel;;;;;;;;;1;1
Landgoed de Horst;;;;1;;2;;;1;2
Landgoed ISVW B.V.;;;;;;1;;;;1
Language Partners;;;;;;1;;;;1
Las Fiestas Del Mundo;;;;1;;;;;;1
LavaCoaching;;;;;;1;;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Lean Six Sigma Partners B.V.;;;;;;2;;;;2
Learn it B.V.;;;;;;2;;;;2
LearnCare Academy B.V.;;;;;;1;;;;1
Leeuwendaal Advies B.V.;;;1;;;3;;;;3
Leids Congres Bureau B.V.;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Leike van Oss Organisatievragen;;;;;;1;;;;1
Lengersdorf;;;;;;1;;;;1
Les 4 Moulins;;;;;;4;;;;4
Les Ombrelles;1;;;;;1;;;;1
Lesita;;;;;;1;;;;1
Let's Talk Coaching & Mediation;;;;;;1;;;;1
Lichttonen;;;;;;1;;;;1
LifeGuard Health Services B.V.;;;;;;2;;;;2
Liftinstituut B.V.;;;;;;1;;;;1
Like2 Organize;;;;1;;;;;;1
Limpro;;;;;;1;;;;1
LinK Finance B.V.;;;;;;;;1;;1
Lisanne Bommer Den Haag B.V.;;;;1;;;;;;1
Little V Den Haag B.V.;1;;;1;;;;;;1
Little V Rotterdam;;;;1;;;;;;1
Locatie Wijnhaven 61;;;;;;2;;;;2
Logacom B.V.;;;;;;1;;;;1
'Loge Humaniteit';;;;;;1;;;;1
Logeion;;;;;;1;;;;1
Loo Van Eck B.V.;;;;;;2;;;;2
Loof training en advies B.V.;;;;;;1;;;;1
Los Argentinos 2;;;;1;;;;;;1
LTP Advies B.V.;;;;;1;;;;;1
Lukasse Dakbedekkingen Goes B.V.;;;1;;;;;;;1
Lumenz;1;;;1;;1;;;;1
Lunchroom Stout;;;;1;;;;;;1
Lyreco Nederland B.V.;;;;1;;1;;;;1
M. Hijmans consult;;;;;;1;;;;1
M.V. Allard Holding B.V.;;;;;;2;;;;2
Maas Communicatie B.V.;;;;;;1;;;;1
Maas groep Zuid-Nederland B.V.;;;;;1;;;;;1
Maasstad Ventures B.V.;;;;1;;;;;;1
Maatkado;;;;;;1;;;;1
Madestein Restaurant & Events B.V.;;;;1;;;;;;1
Madurodam B.V.;;;;;;1;;;;1
Magnet.me;;;;;2;;;;;2
Magnum Opus 1974 B.V.;;;;1;;;;;;1
Mainpress B.V.;;;;1;;1;;;;1
Maison van den Boer B.V.;1;;;;;;;;;1
Maliebaan45 B.V.;;;;;;1;;;1;1
MaMa Kelly B.V.;;;;1;;;;;;1
Management Producties B.V.;;;;;;1;;;;1
Management Roukens B.V.;;;;1;;;;;;1
Manongs B.V.;;;;1;;;;;;1
Manutan B.V.;;;1;;;;;;;1
Marjatta Fehres;;;;1;;;;;;1
MarketScore B.V.;;;;;;1;;;;1
Marosel B.V.;;;;;;7;;;;7
Martijn Langeveld Bedrijfsarts;;;4;;;;;;;4
Martini Hotel Group B.V.;;;;;;;;;1;1
Maters & Hermsen Journalistiek B.V.;;;;;;4;;;;4
Matrix Innovation Center;;;;;;1;;;;1
Mavim B.V.;;;;;;1;;;;1
Mavim Holding B.V.;;;;;;1;;;;1
Maximes Denneweg 10B B.V.;;;;1;;;;;;1
Maximum;;;;;;1;;;;1
MBA Herben Consultancy;;;3;;;;;;;3
McKinsey & Company Netherlands;;;;;;1;;;;1
Media Academie B.V.;;;;;;1;;;;1
Media Markt Den Haag B.V.;1;;;;;;;;;1
Medicalint;;;4;;;;;;;4
Medprevent B.V.;;;;;;1;;;;1
Meerwold B.V.;;;;;;;;;1;1
Meesterbakker Roodenrijs;;;;1;;;;;;1
Meet & Discover! - Station033 B.V.;;;;1;;1;;;;1
Meeting Plaza Utrecht B.V.;;;;1;;1;;;;1
Memory Events B.V.;;;;;3;;;;;3
Menke & Van der Poel Mediation;;;;;;1;;;;1
Mercure Den Haag Central;;;;;;;;;1;1
Mercure Hotel Amsterdam City;;;;;;;;;1;1
Mercure Hotel Tilburg Centrum;;;;;;;;;1;1
Meurs HRM;;;;;2;2;;;;2
Meursault Holding B.V.;;;4;;;;;;;4
MFP Music;;;;;;1;;;;1
MGX Exploitaties I B.V.;;;;;;1;;;;1
Middin;;;;1;;;;;;1
Millers;1;;;1;;;;;;1
Milu B.V.;;;;1;;;;;;1
Mind Academy B.V.;;;;;;1;;;;1
MindHug B.V.;;;;;;2;;;;2
Misco Solutions B.V.;;;;;;2;;;;2
MKB Cursus & Training B.V.;;;;;;1;;;;1
Mobile Mindz B.V.;;;;;;1;;;;1
Mobility Mixx B.V.;;;;;;;;;3;3
Mollee Communicatie;;;;1;;;;;;1
Monsterboard.NL;;;;;1;;;;;1
Morane;;;;;;1;;;;1
More Balls Than Most B.V.;;;;;;1;;;;1
Morel Opleiding en Training B.V.;;;;;;1;;;;1
Motel Assen B.V.;;;;;;;;;1;1
Motus B.V.;1;;;;;1;;;;1
Mproof Beheer B.V.;;;;;;1;;;;1
MSI Communication B.V.;;;;;;1;;;;1
Mud Masters B.V.;;;;1;;;;;;1
MultiVlaai Retail B.V.;;;;1;;;;;;1
Munckhof Regie;;;;;;;;;1;1
Murphy's Law;;;;1;;;;;;1
Museum Beelden aan Zee;;;;1;;;;;;1
Museum Catering B.V.;;;;1;;;;;;1
Museum Catering Den Haag B.V.;;;;1;;2;;;;2
Museumkwartier B.V.;1;;;;;;;;;1
Muziekgenoot;;;;;;1;;;;1
My Motivation Insights B.V.;;;;1;;;;;;1
N200.Com B.V.;;;;;;1;;;;1
Nationaal Gevangenismuseum;1;;;;;;;;;1
Nationale Beeldbank B.V.;;;;1;;;;;;1
Nationale Kunst & Cultuur Cadeaukaart B.V.;;;;1;;;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;3;;;;3
NCOI Online Academy B.V.;;;;;;1;;;;1
NCOI Trainingen B.V.;;;;;;2;;;;2
NDC mediagroep B.V.;;;;1;;;;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;1;;;;1
Nederl. techn. veren. voor inst. in geb. TVVL;1;;;;;2;;;;2
Nederl. Ver. van Bouwkostendeskundigen;;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlands Instituut v. Management Ontw. B.V.;;;;1;;;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;2;;;;2
Nederlandse Stichting voor Verlichtingskunde;1;;;;;;;;;1
Nederlandse Vereniging;;;;;;1;;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;;;;;;;1;;1
Nederlandse Vereniging voor Arbeidshygiene;;;;;;1;;;;1
Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
NEDFAC B.V.;;;;;;2;;;;2
Nedprom B.V.;;;;;;1;;;1;1
Nel Sangers Advies;;;;;;;2;;;2
Nessun Dorma B.V.;;;;;;2;;;;2
Nestas Communicatie B.V.;;;;;;1;;;;1
Net2Legal Consultants;;;;;;1;;;;1
NEVERREST;;;;;;1;;;;1
Nevi B.V.;;;;;;1;;;;1
NEVI-Purspective B.V.;;;;1;;3;;1;;3
New Babylon Meeting Center B.V.;3;;;1;;2;;;1;4
New Hotel York NL B.V.;;;;;;;;;1;1
New York Pizza Delivery Zoetermeer I;;;;1;;;;;;1
NewForesight Consultancy B.V.;;;;;;1;;;;1
Next Kitchen B.V.;;;;;;1;;;;1
NextNovelty B.V.;;;;;;2;;;;2
NH Central Station;;;;;;;;;2;2
NH Den Haag;;;;1;;;;;2;2
NHOW Rotterdam B.V.;;;;1;;2;1;;;2
Nieuwe of Litteraire Sociëteit De Witte;;;;;;1;;;;1
Niow Vaardigheidstrainingen B.V.;;;;;;2;;;;2
Nisto Opleidingen;;;;;;1;;;;1
NIVE Opleidingen B.V.;;;;;;1;;;;1
NLJUG B.V.;;;;;;2;;;;2
NLPpuntNL B.V.;;;;;;1;;;;1
Noloc;;;;;;1;;;;1
Nooteboom Tours;;;;1;;;;;;1
Norm-Systems B.V.;;;;;;1;;;;1
Northstorm;;;;1;;;;;;1
NOSCERE;;;;;;1;;;;1
Noteworks;;;;;;1;;;;1
Novotel Amsterdam;;;;;;;;;1;1
NRC Handelsblad Weekeditie voor buitenland;;;;;2;1;;;;2
NRC Media Holding B.V.;;;;1;;1;;;;1
NS Reizigers B.V.;;;;;;;;;1;1
NTI Zakelijk B.V.;;;;;;1;;;;1
Nuijten en van Wageningen B.V.;;;;;;1;;;;1
NWC Events B.V.;;;;;;1;;;;1
Nyenrode Services B.V.;;;;;;1;;;;1
