FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.73,37,Mgr. Ferdinand Hamer,Bart van Hove,gemeente Nijmegen,"5,86009881","51,8427094",187588.50393369322,428342.21873120463,Bisschop Hamerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=37,37.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187588.503933693 428342.218731205)
CUL_KUNSTWERKEN.74,66,Petrus Canisius,Toon Dupuis,gemeente Nijmegen,"5,87235564","51,8460594",188430.65538682824,428720.48827033414,Hunnerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=66,66.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188430.655386828 428720.488270334)
CUL_KUNSTWERKEN.75,76,Twee leeuwen,Jac Maris,gemeente Nijmegen,"5,868978","51,848397",188196.1889186982,428979.00548664987,Veerpoorttrappen,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=76,76.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188196.188918698 428979.00548665)
CUL_KUNSTWERKEN.76,126,Clown,Ad Berntsen,gemeente Nijmegen,5.861927,51.834894,187720.16902706274,427473.5497166657,Balistraat/Javastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=126,126.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187720.169027063 427473.549716666)
CUL_KUNSTWERKEN.77,119,Twee spaarvarkens,Charles Hammes,particulier,"5,86768048","51,8452700",188109.0865610525,428630.52335541666,Mariënburgsestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=119,119.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188109.086561053 428630.523355417)
CUL_KUNSTWERKEN.78,133,Meisje met schooltas,Ed van Teeseling,gemeente Nijmegen,"5,86580803","51,8344429",187987.9948579622,427425.11867251835,Archipelstraat/Atjehstraat/Delistraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=133,133.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187987.994857962 427425.118672518)
CUL_KUNSTWERKEN.79,147,Dubbelkoppige adelaar,Han Rädecker,gemeente Nijmegen,"5,86875431","51,8485194",188180.6857270099,428992.5207189695,In depot,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=147,147.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188180.68572701 428992.52071897)
CUL_KUNSTWERKEN.80,149,Monument voor de burgerslachtoffers van de Tweede Wereldoorlog,Mari Andriessen,gemeente Nijmegen,"5,86205887","51,8480095",187719.72121669745,428932.75520694756,Sint Stevenskerkhof,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=149,149.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187719.721216697 428932.755206948)
CUL_KUNSTWERKEN.81,188,Karel de Grote,Albert Termote,gemeente Nijmegen,5.859390,51.842162,187540.0543414928,428281.0007372184,Keizer Karelplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=188,188.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187540.054341493 428281.000737218)
CUL_KUNSTWERKEN.82,209,Mens in zijn wereld,Ed van Teeseling,particulier,"5,838903","51,815676",186146.55718232194,425325.3584918865,Hatertseweg 400,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=209,209.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186146.557182322 425325.358491887)
CUL_KUNSTWERKEN.83,210,Pratende vrouwtjes,Gerard Bruning,gemeente Nijmegen,"5,84647767","51,8124970",186671.09080773251,424974.95927047374,Sint Jacobslaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=210,210.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186671.090807733 424974.959270474)
CUL_KUNSTWERKEN.84,213,Pegasus,Ed van Teeseling,gemeente Nijmegen,"5,89624493","51,8319942",190087.74811930867,427166.9545035025,Berg en Dalseweg/Hengstdalseweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=213,213.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (190087.748119309 427166.954503503)
CUL_KUNSTWERKEN.85,561,Quack Monument (Marie Adolf fontein),Willem Bijlard,gemeente Nijmegen,"5,85791937","51,8439748",187437.4025934659,428482.0234720466,Nassausingel,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=561,561.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187437.402593466 428482.023472047)
CUL_KUNSTWERKEN.1,134,De zeven dagen van de week,Hugo Brouwer,particulier,"5,83946257","51,8287233",186176.10726604593,426777.15647555597,Goffertweg 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=134,134.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186176.107266046 426777.156475556)
CUL_KUNSTWERKEN.2,134,De zeven dagen van de week,Lambert Simon,particulier,"5,83946257","51,8287233",186176.10726604593,426777.15647555597,Goffertweg 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=134,134.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186176.107266046 426777.156475556)
CUL_KUNSTWERKEN.3,142,Geveldecoratie,Jac Maris,particulier,"5,87370202","51,8412196",188527.03546627203,428182.66421685927,Dominicanenstraat 91,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=142,142.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188527.035466272 428182.664216859)
CUL_KUNSTWERKEN.4,143,Wapen (met spreuk 'Sine Cura'),Jac Maris,particulier,"5,85914622","51,8450589",187521.16123896293,428603.1821444484,Van Berchenstraat 31,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=143,143.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187521.161238963 428603.182144448)
CUL_KUNSTWERKEN.5,144,Fabeldieren,Joop Goldenbeld,particulier,"5,84658460","51,8292052",186666.71350209802,426833.85056659975,Sint Hubertusstraat 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=144,144.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186666.713502098 426833.8505666)
CUL_KUNSTWERKEN.6,146,Spelende kinderen,Albert Meertens,particulier,"5,86863019","51,8310300",188185.0264765927,427046.70733345265,Professor Huijbersstraat 3,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=146,146.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188185.026476593 427046.707333453)
CUL_KUNSTWERKEN.7,152,Buste W.F.W. van de Wagt 1884-1957,Pieter d'Hont,particulier,"5,85921135","51,8465220",187524.5916992733,428765.98651308054,Parkdwarsstraat 34,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=152,152.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187524.591699273 428765.986513081)
CUL_KUNSTWERKEN.8,155,Christus Monogram,Jan Vaes,particulier,"5,86331998","51,8449661",187808.83530098607,428594.7347981394,Molenstraat 37 (Petrus Canisiuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=155,155.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187808.835300986 428594.734798139)
CUL_KUNSTWERKEN.9,160,Gevel Mariakapel,Jan Vaes,particulier,"5,86336479","51,8450450",187811.86555391643,428603.5329477864,Molenstraat 37 (Petrus Canisiuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=160,160.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187811.865553916 428603.532947786)
CUL_KUNSTWERKEN.10,162,'Vervult u met de vruchten die ik draag',Marius van Beek,particulier,"5,86440684","51,8404495",187887.02951177873,428092.73848775297,Wilhelminasingel 15,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=162,162.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187887.029511779 428092.738487753)
CUL_KUNSTWERKEN.11,163,Moeder Gods,Jan van Eijk,particulier,"5,85939601","51,8470423",187536.93965804263,428823.9544955908,Kroonstraat 148,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=163,163.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187536.939658043 428823.954495591)
CUL_KUNSTWERKEN.12,164,Zending der apostelen,Gerard Mathot,particulier,"5,88462307","51,8122832",189301.68655880832,424968.4941842816,Sionsweg 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=164,164.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189301.686558808 424968.494184282)
CUL_KUNSTWERKEN.13,189,Sedes Sapientiae,Bart Welten,particulier,"5,88485506","51,8372465",189298.6639185105,427745.8504052517,Berg en Dalseweg 207,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=189,189.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189298.66391851 427745.850405252)
CUL_KUNSTWERKEN.14,192,Geveldecoratie,Gé Tummers,particulier,"5,85357858","51,8293795",187148.70195036428,426856.3144387195,Reestraat 49-53,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=192,192.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187148.701950364 426856.314438719)
CUL_KUNSTWERKEN.15,200,Moeder en kind,Ed van Teeseling,particulier,"5,864965","51,840917",187925.15324116073,428145.0023692651,Sint Annastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=200,200.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187925.153241161 428145.002369265)
CUL_KUNSTWERKEN.16,226,Vrouw met kind,Hans Bayens,gemeente Nijmegen,5.829154,51.805146,185481.45520323163,424149.72486068413,Cort van der Lindenstraat/ De Kempenaerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=226,226.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185481.455203232 424149.724860684)
CUL_KUNSTWERKEN.17,151,Man met vogel,Gerard Bruning,particulier,5.867726,51.825806,188126.54441492085,426465.1070629978,Kapittelweg 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=151,151.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188126.544414921 426465.107062998)
CUL_KUNSTWERKEN.154,363,Vrouw uitkijkend over water,Ed van Teeseling,gemeente Nijmegen,"5,863867","51,849750",187843.0375758438,429127.2081744021,Lage Markt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=363,363.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187843.037575844 429127.208174402)
CUL_KUNSTWERKEN.155,364,Twee reliëfs,Ed van Teeseling,gemeente Nijmegen, 5.865491,51.849598,187955.04418017523,429111.0331922407,Grotestraat/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=364,364.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187955.044180175 429111.033192241)
CUL_KUNSTWERKEN.156,295,Omgevingsvormgeving,Jan Hein Daniëls,gemeente Nijmegen,"5,87350928","51,8455672",188510.51538625732,428666.2608798853,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188510.515386257 428666.260879885)
CUL_KUNSTWERKEN.157,295,Omgevingsvormgeving,Bas Maters,gemeente Nijmegen,"5,87350928","51,8455672",188510.51538625732,428666.2608798853,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188510.515386257 428666.260879885)
CUL_KUNSTWERKEN.158,120,Het Geldverkeer,Charles Hammes,particulier,"5,86759207","51,8449989",188103.19384570606,428600.322221337,Klein Mariënburg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=120,120.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188103.193845706 428600.322221337)
CUL_KUNSTWERKEN.159,517,Joris Ivens Monument,Bas Maters,gemeente Nijmegen,"5,85662511","51,8487218",187344.802881491,429009.56744925526,Joris Ivensplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=517,517.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187344.802881491 429009.567449255)
CUL_KUNSTWERKEN.160,383,Haan,Ed van Teeseling,particulier,"5,78901607","51,8338574",182695.49775479874,427327.89813665894,Zellersacker 11-04,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=383,383.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (182695.497754799 427327.898136659)
CUL_KUNSTWERKEN.161,123,Reliëf,Charles Hammes,particulier,"5,85298716","51,8429359",187098.26539592366,428364.2508745086,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=123,123.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187098.265395924 428364.250874509)
CUL_KUNSTWERKEN.162,408,Afsluitpaal,Ed van Teeseling,gemeente Nijmegen,"5,86389270","51,8494241",187845.0462436937,429090.96225112793,Achter de Vismarkt/Lutherse Plaats,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=408,408.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187845.046243694 429090.962251128)
CUL_KUNSTWERKEN.163,266,Symbool van Communicatie,Hendrik Meek,particulier,"5,86620447","51,8449298",188007.627382784,428592.00312995765,Mariënburg 85,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=266,266.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188007.627382784 428592.003129958)
CUL_KUNSTWERKEN.164,500,Tobias met de vis,Albert Termote,gemeente Nijmegen,"5,81488129","51,8308137",184480.26749067247,426999.45665340754,O.C. Huismanstraat (vijver bij winkelcentrum Notenhout),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=500,500.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184480.267490672 426999.456653408)
CUL_KUNSTWERKEN.165,206,"Ruth, die de vruchten van het veld haalt",Theo Mulder,particulier,"5,83661604","51,8336030",185976.52862432218,427318.8229425345,Graafseweg (Augustinuspark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=206,206.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185976.528624322 427318.822942535)
CUL_KUNSTWERKEN.166,452,Tegelwand,Titus Nolte,particulier,"5,77787936","51,8315364",181929.2808167865,427065.48867783335,Leuvensbroek 30-00 (Lindenholt College),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=452,452.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (181929.280816786 427065.488677833)
CUL_KUNSTWERKEN.167,514,Trafohuisje,Titus Nolte,particulier,"5,89170024","51,8349231",189772.22890687824,427490.6188093282,Berg en Dalseweg/Caesarstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=514,514.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189772.228906878 427490.618809328)
CUL_KUNSTWERKEN.168,515,Trafohuisje,Titus Nolte,particulier,"5,776963","51,829307",181867.44740705064,426817.1194346516,Holtgesbroek 10e en 11e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=515,515.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (181867.447407051 426817.119434652)
CUL_KUNSTWERKEN.169,314,Kloek met kuikens,Ben van Pinxteren,gemeente Nijmegen,5.804939,51.800932,183814.05324083185,423671.01977969275,Weezenhof 11e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=314,314.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183814.053240832 423671.019779693)
CUL_KUNSTWERKEN.170,181,Vier mozaïeken,Onbekend,particulier,"5,827444","51,808012",185361.58602697487,424467.8607933503,Treubstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=181,181.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185361.586026975 424467.86079335)
CUL_KUNSTWERKEN.171,318,Afsluitpaal 'De Gehelmde Wachter',Ben van Pinxteren,gemeente Nijmegen,5.863384,51.847989,187811.04252801544,428931.0722645436,Sint Stevenskerkhof/Achter de Hoofdwacht,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=318,318.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187811.042528015 428931.072264544)
CUL_KUNSTWERKEN.172,326,Omtrent de kievit,Ben van Pinxteren,gemeente Nijmegen,5.809277,51.801240,184113.0720843335,423707.0155429635,Weezenhof 54e straat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=326,326.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184113.072084333 423707.015542964)
CUL_KUNSTWERKEN.173,348,Vivaldi's kleurklanken,Ted Felen,gemeente Nijmegen,"5,81253764","51,8311533",184318.49796130793,427036.289711493,Symfoniestraat 204,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=348,348.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184318.497961308 427036.289711493)
CUL_KUNSTWERKEN.174,360,Drie muursculpturen,Ben van Pinxteren,gemeente Nijmegen,5.863765,51.849713,187836.03667384188,429123.04567596444,Waalkade (doorgang Achter de Vismarkt),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=360,360.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187836.036673842 429123.045675964)
CUL_KUNSTWERKEN.175,361,Twee muursculpturen,Ben van Pinxteren,gemeente Nijmegen,5.863694,51.849821,187831.0658878339,429135.0289696313,Achter de Vismarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=361,361.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187831.065887834 429135.028969631)
CUL_KUNSTWERKEN.176,204,Fantoom,Lotti van der Gaag,particulier,"5,87513679","51,8260698",188637.22987142403,426497.8612864964,Boenhoffstraat/Van Cranenborchstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=204,204.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188637.229871424 426497.861286496)
CUL_KUNSTWERKEN.177,362,Januskop,Ben van Pinxteren,gemeente Nijmegen,5.857915,51.850453,187432.43177074238,429202.7449928611,Waalkade (ter hoogte van Kromme Elleboog),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=362,362.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187432.431770742 429202.744992861)
CUL_KUNSTWERKEN.178,232,Hulpverlening,Peter Roovers,particulier,"5,87873707","51,8259024",188885.5491954852,426480.91078031313,Groesbeekseweg 327 (voorterrein Huize Joachim en Anna),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=232,232.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188885.549195485 426480.910780313)
CUL_KUNSTWERKEN.179,238,De mens en de vier elementen,Pieter Starreveld,particulier,"5,85584528","51,8473121",187292.08221395357,428852.38611435867,Kronenburgersingel 269,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=238,238.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187292.082213954 428852.386114359)
