FID,vrt_code,vrtnaam,haven_vaar,meetpunt,waterst_gw,waterst_hw,waterst_lw,waterst_ll,plaatsnaam,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
waterstand_nap.166,403a,"Kimstergat, Vingegat en Vaarwater van de Zwarte Haan",,29.117,,1.04,-1.27,-1.81,Holwerd,,24759,,,POINT (53.35640000199999 5.654699999999991)
waterstand_nap.167,002b,Eemshaven,,0.3,,1.2,-1.4,-1.8,Eemshaven,,24795,,,POINT (53.46860000100003 6.846700001999977)
waterstand_nap.168,152a5,Doncker Nack,,0,16.9,,,,A) Linne Beneden,,24859,,,POINT (51.199099999 5.980900001000009)
waterstand_nap.169,110a1,Katse Gat,,0,,0.92,0.13,0,Dordrecht,,25204,,,POINT (51.8057 4.781700000000001)
waterstand_nap.170,102a,Bakkerskil,,0,,1.07,-0.19,-0.35,Krimpen a/d Lek,,25419,,,POINT (51.889400002 4.618999998999982)
waterstand_nap.171,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,18.587,,1.04,-1.24,-1.7,Schiermonnikoog,,25421,,,POINT (53.472800001999985 6.422400001000028)
waterstand_nap.172,402,"Boontjes, Doove Balg, Texelstroom",,0.015,,0.95,-0.95,-1.18,Harlingen,,25764,,,POINT (53.176300000000026 5.399099997999997)
waterstand_nap.173,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,196.2,,0.74,0.54,0.2,Heesbeen,,25837,,,POINT (51.73660000000001 5.12220000100001)
waterstand_nap.174,402a1,"Verversgat, Molenrak, Zuidoostrak, Inschot",,8,,0.9,-0.9,-1.2,Harlingen,,26010,,,POINT (53.14359999800001 5.259199998999975)
waterstand_nap.175,402c1,Jachthaven van Oudeschild,,0,,0.63,-0.78,-1.07,Oudeschild,,26132,,,POINT (53.03990000099998 4.851599998999973)
waterstand_nap.176,124a,Donge en Noordergat,,0,,0.69,0.41,0.15,Keizersveer,,26163,,,POINT (51.71400000199998 4.844300002000011)
waterstand_nap.177,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,156.104,4.9,,,,Megen Dorp,,26304,,,POINT (51.82769999999999 5.566199998999991)
waterstand_nap.178,131c,Middelgat,,0,,2.29,-1.9,-2.44,B) Terneuzen,,26508,,,POINT (51.43800000099998 3.998500001000025)
waterstand_nap.179,102h,Eemhaven en aanliggende Havens,,0,,1.2,-0.38,-0.64,Rotterdam,,26626,,,POINT (51.89629999900001 4.39530000100001)
waterstand_nap.180,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,12.53,7.25,,,,De Steeg,,26650,,,POINT (52.015000000999976 6.064199998999982)
waterstand_nap.181,131,Westerschelde,,0,,2.4,-2.1,-2.6,A) Hansweert,,26676,,,POINT (51.417100000999994 4.03159999799999)
waterstand_nap.182,403c1,Schuitengat en Oosterom,,7.019,,0.83,-1.05,-1.37,West-Terschelling,,26951,,,POINT (53.35370000099999 5.219999998999981)
waterstand_nap.183,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,102.695,,1.2,0.05,-0.35,Schoonhoven,,27176,,,POINT (51.941700000000026 4.849899999999991)
waterstand_nap.184,131,Westerschelde,,62.904,,2.29,-1.9,-2.44,Terneuzen,,27751,,,POINT (51.34640000000002 3.8511000010000203)
waterstand_nap.185,226b,Gekanaliseerde Hollandsche IJssel (beoosten Gouda),,32.641,,1.38,-0.33,-0.6,Gouda brug,,28283,,,POINT (52.00890000200002 4.732099999000013)
waterstand_nap.186,401,Schulpengat,,2.312,,0.86,-0.91,-1.18,Kornwerderzand,,28288,,,POINT (52.949299999000004 5.018399998999996)
waterstand_nap.187,402,"Boontjes, Doove Balg, Texelstroom",,0.015,,0.86,-0.91,-1.18,Kornwerderzand,,28412,,,POINT (53.176300000000026 5.399099997999997)
waterstand_nap.188,113,Spui en Beningen,,0,,0.91,-0.17,-0.3,Goidschalxoord,,28421,,,POINT (51.83670000000001 4.432000000000016)
waterstand_nap.189,131,Westerschelde,,46.693,,2.42,-2.06,-2.58,Hansweert,,28427,,,POINT (51.43580000100002 4.0079000000000065)
waterstand_nap.190,143a,Jachtensluis-Volkeraksluizen en Hellegat,,0,,0.67,0.39,0.15,Rak Noord,,28822,,,POINT (51.7106 4.423500000999979)
waterstand_nap.191,002,Zeehavenkanaal en havens van Delfzijl,,0,,1.35,-1.64,-2.07,Delfzijl,,29013,,,POINT (53.316399999 7.006700002000002)
waterstand_nap.192,102b,Zuiddiepje en Kreeksehaven,,0,,1.2,-0.38,-0.64,Rotterdam,,29218,,,POINT (51.90489999900001 4.547400001000028)
waterstand_nap.193,402,"Boontjes, Doove Balg, Texelstroom",,34.82,,0.86,-0.91,-1.18,Kornwerderzand,,29742,,,POINT (53.055399998999974 5.021999999999991)
waterstand_nap.194,401i,Marsdiep Malzwin,,0.666,,0.58,-0.81,-1.11,Den Helder,,29797,,,POINT (52.970600002000026 4.793999999999983)
waterstand_nap.195,112,Dordtsche Kil,,0,,0.92,0.13,0,Dordrecht,,29820,,,POINT (51.800000001 4.621300001000009)
waterstand_nap.196,404,"Veerbootroute Ameland, Brandgat, Molengat, Borndiep en Westgat",,12.542,,1.04,-1.26,-1.62,Nes,,29874,,,POINT (53.43100000200002 5.733600002000003)
waterstand_nap.197,180c,Oosterschelde - Haven Yerseke,,0,,1.86,1.6,1.94,Bergsediepsluis west,,30134,,,POINT (51.52560000099999 4.0379999990000215)
waterstand_nap.198,405,Zoutkamperlaag en Westgat,,5.419,,1.04,-1.24,-1.7,Schiermonnikoog,,30160,,,POINT (53.433299999999974 6.132499999999993)
waterstand_nap.199,109a,Ruigt of Reugt,,0.003,,0.69,0.41,0.15,Keizersveer,,30170,,,POINT (51.756399999999985 4.85179999799999)
waterstand_nap.200,101a,Kanaal van Sint Andries,,0,,1.11,0.98,0.2,Lith Dorp,,30208,,,POINT (51.789999998999974 5.369199998999989)
waterstand_nap.201,138e,Overloop van Zierikzee,,0,,1.58,-1.39,-1.69,Stavenisse,,30952,,,POINT (51.623500001000025 3.8949000019999858)
waterstand_nap.202,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,0.096,,0.89,0.57,0.3,A) Werkendam buiten,,30971,,,POINT (51.782099999000025 4.755499999999984)
waterstand_nap.203,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,87.563,11.2,,,,Arcen,,31250,,,POINT (51.47230000000002 6.178100001000018)
waterstand_nap.204,116a,Beerkanaal,,0,,1.11,-0.63,-0.84,Hoek van Holland,,31264,,,POINT (51.97509999900001 4.091200001999994)
waterstand_nap.205,111,Oude Maas,,30.735,,1.14,-0.45,-0.7,Vlaardingen,,31586,,,POINT (51.894000000999995 4.3202)
waterstand_nap.206,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,107.31,-0.05,,,,Kampen,,31892,,,POINT (52.55169999999998 5.926800001000004)
waterstand_nap.207,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,11.2,,,,B) Arcen,,32019,,,POINT (51.39380000199998 6.154599997999981)
waterstand_nap.208,117a,Haringvliet bezuiden Tiengemeten,,0,,0.67,0.39,0.15,Rak Noord,,32267,,,POINT (51.720199998 4.398699998999973)
waterstand_nap.209,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,33.2,,1.2,-1.4,-1.8,Eemshaven,,32477,,,POINT (53.43160000099999 6.88760000100001)
waterstand_nap.210,302,Vaarweg van Enkhuizen naar Den Oever,,33.413,,0.72,-0.82,-1.1,Den Oever,,32521,,,POINT (52.93890000099998 5.039000000999977)
waterstand_nap.211,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,90.326,1.5,,,,A) Wijhe,,32733,,,POINT (52.48209999900001 6.07099999899998)
waterstand_nap.212,405b,Geul van Brakzand,,0.862,,1.04,-1.24,-1.7,Schiermonnikoog,,32831,,,POINT (53.42779999999999 6.179299999000023)
waterstand_nap.213,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,17.283,,0.89,0.57,0.3,Werkendam buiten,,32857,,,POINT (51.82099999899998 5.001899998999988)
waterstand_nap.214,131f,Braakmanhaven,,0.063,,2.29,-1.9,-2.44,Terneuzen,,33104,,,POINT (51.35759999999999 3.7678000000000225)
waterstand_nap.215,406,"Vaarwater naar Emden, Gaatje Bocht, Oostfriesche Gaatje, Doekegat, Randzelgat en Westereems",,5.11,,1.48,,,Nieuwe Statenzijl,,33156,,,POINT (53.331200000000024 7.1884000000000015)
waterstand_nap.216,402c,Havens van Oudeschild,,1.116,,0.63,-0.78,-1.07,Oudeschild,,33253,,,POINT (53.03909999899997 4.853000000000009)
waterstand_nap.380,05200,Weser,,0,,,,,,,1283132,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.217,117d,Aardappelengat,,0,,0.67,0.4,0.15,Middelharnis,,33262,,,POINT (51.778700001999994 4.195500001000028)
waterstand_nap.218,210,"Schie-Schiekanaal, Noorderkanaal, Rotte, Hennipsloot en Ringvaart van de Zuidplaspolder",,27.545,,1.38,-0.33,-0.6,Gouda brug,,33272,,,POINT (51.97650000099998 4.655099999000015)
waterstand_nap.219,086,"Zwolle-IJsselkanaal, Zwarte Water, Zwolsche Diep, Ramsdiep en Schokkerhaven",,0.009,0.5,,,,Katerveer,,33548,,,POINT (52.50400000100001 6.046100002000003)
waterstand_nap.220,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,7.6,,,,Grave Boven,,33841,,,POINT (51.74969999899997 5.879099999000005)
waterstand_nap.221,138g,Hammen,,0,,1.33,-1.21,-1.48,Roompot binnen,,34165,,,POINT (51.63549999899999 3.8645000010000103)
waterstand_nap.222,131,Westerschelde,,60.526,,2.05,-1.81,-2.32,B) Vlissingen,,34238,,,POINT (51.35300000000001 3.88349999899998)
waterstand_nap.223,124,Amertak en Wilhelminakanaal,,0,,0.69,0.41,0.15,B) Keizersveer,,34376,,,POINT (51.7115 4.8256999999999834)
waterstand_nap.224,401,Schulpengat,,12.1,,0.6,-0.8,-1.1,Oudeschild,,34444,,,POINT (52.991599999000016 4.916200000999993)
waterstand_nap.225,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,10.95,,,,Well Dorp (L),,34675,,,POINT (51.54720000200001 6.07869999899998)
waterstand_nap.226,104a,Kanaal van Steenenhoek,,9.278,,0.89,0.57,0.3,Werkendam buiten,,34773,,,POINT (51.81850000100002 4.85330000099998)
waterstand_nap.227,002b,Eemshaven,,0.5,,1.2,-1.4,-1.8,Eemshaven,,34798,,,POINT (53.470699998999976 6.838100000999987)
waterstand_nap.228,002b,Eemshaven,,0.5,,1.2,-1.4,-1.8,Eemshaven,,35041,,,POINT (53.470699998999976 6.838100000999987)
waterstand_nap.229,140,St. Philipsland - Mastgat,,0.062,,1.63,-1.45,-1.74,Krammersluizen west,,35130,,,POINT (51.625700000999984 4.073199998999996)
waterstand_nap.230,405a3,Zuid Oost Lauwers,,2.873,,1.04,-1.24,-1.7,Schiermonnikoog,,35174,,,POINT (53.49879999799998 6.426300000000026)
waterstand_nap.231,404,"Veerbootroute Ameland, Brandgat, Molengat, Borndiep en Westgat",,3.325,,1.04,-1.27,-1.81,Holwerd,,35257,,,POINT (53.403399999999976 5.844599999000025)
waterstand_nap.232,102k1,3e Petroleumhaven,,0,,1.14,-0.45,-0.7,Vlaardingen,,35474,,,POINT (51.88960000100002 4.309000000000026)
waterstand_nap.233,405,Zoutkamperlaag en Westgat,,5.1,,1,-1.3,-1.7,Lauwersoog,,35562,,,POINT (53.432500000999994 6.138099997999973)
waterstand_nap.234,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,90.326,0.5,,,,B) Katerveer,,35576,,,POINT (52.48209999900001 6.07099999899998)
waterstand_nap.235,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,45.25,,,,Eijsden Grens,,36082,,,POINT (50.810400001999994 5.693599999000014)
waterstand_nap.236,402,"Boontjes, Doove Balg, Texelstroom",,0.015,,0.63,-0.78,-1.07,Oudeschild,,36174,,,POINT (53.176300000000026 5.399099997999997)
waterstand_nap.237,115,Hartelkanaal,,20.4,,1.1,-0.6,-0.8,Hoek van Holland,,36196,,,POINT (51.93939999899999 4.086599997999997)
waterstand_nap.238,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,10.288,9.5,,,,Pannerdensche Kop,,36481,,,POINT (51.87220000100001 6.0382999999999925)
waterstand_nap.239,152a,Afgesneden Maas en havengebied te Roermond,,4.442,16.8,,,,B) Roermond Boven,,36650,,,POINT (51.18739999799999 5.95780000100001)
waterstand_nap.240,117e,Koopvaardijhaven te Hellevoetsluis,,0.28,,0.67,0.39,0.15,Hellevoetsluis,,36809,,,POINT (51.81940000100002 4.131200001000025)
waterstand_nap.241,405b,Geul van Brakzand,,0.862,,1.02,-1.29,-1.7,Lauwersoog,,37024,,,POINT (53.42779999999999 6.179299999000023)
waterstand_nap.242,138i,Geul naar de Betonhaven,,0.035,,1.33,-1.21,-1.48,Roompot binnen,,37133,,,POINT (51.61560000100002 3.698800000999995)
waterstand_nap.243,208,Buitenhaven en Oude Haven te Vlaardingen,,0.25,,1.14,-0.45,-0.7,Vlaardingen,,37184,,,POINT (51.89979999899998 4.348900001000004)
waterstand_nap.244,150k,Haven van Lage Zwaluwe,,0,,0.69,0.41,0.15,Keizersveer,,38266,,,POINT (51.720699998999976 4.69599999899998)
waterstand_nap.245,150c,Maas van Wessem naar Ohe en Laak,,0,20.85,,,,Heel Boven,,38454,,,POINT (51.16389999900002 5.896899997999981)
waterstand_nap.246,401a2,Javaruggen,,0.189,,0.86,-0.91,-1.18,Kornwerderzand,,38484,,,POINT (53.01529999799999 5.186999999000022)
waterstand_nap.247,115b,Hartelsluis,,1.721,,1.1,-0.43,-0.6,Spijkenisse,,38622,,,POINT (51.86619999999999 4.297300000000007)
waterstand_nap.248,403d,Hanerak,,0,,0.95,-0.95,-1.18,Harlingen,,38638,,,POINT (53.17639999800002 5.399000000000001)
waterstand_nap.249,301,Vaarweg van Urk naar Kornwerderzand,,55.806,,0.86,-0.91,-1.18,Kornwerderzand,,38820,,,POINT (53.080100000000016 5.335000001000026)
waterstand_nap.250,116a1,Mississippihaven,,0,,1.11,-0.63,-0.84,Hoek van Holland,,39055,,,POINT (51.941599999000005 4.078499998999973)
waterstand_nap.251,404b1,Kikkertgat,,0.338,,1.04,-1.26,-1.62,Nes,,39117,,,POINT (53.405400000999975 5.738000001999978)
waterstand_nap.252,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,140.962,7.9,,,,Grave Boven,,39230,,,POINT (51.76729999899999 5.7391000019999865)
waterstand_nap.253,134,Kanaal door Walcheren,,0.101,,2.05,-1.81,-2.32,Vlissingen,,39568,,,POINT (51.43380000100001 3.602499998999974)
waterstand_nap.254,116,Calandkanaal met aanliggende havens,,0,,1.16,-0.4,-0.6,Spijkenisse,,39867,,,POINT (51.88500000200003 4.230500000999996)
waterstand_nap.255,108b1,Roode Vaart of Zevenbergsche Haven,,0,,0.65,0.39,0.15,Moerdijk,,40408,,,POINT (51.702300001000026 4.607299997999974)
waterstand_nap.256,401,Schulpengat,,2.312,,0.72,-0.82,-1.1,Den Oever,,40593,,,POINT (52.949299999000004 5.018399998999996)
waterstand_nap.257,404,"Veerbootroute Ameland, Brandgat, Molengat, Borndiep en Westgat",,32.143,,0.83,-1.17,-1.5,Terschelling Noordzee,,40976,,,POINT (53.4683 5.506499997999981)
waterstand_nap.258,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,92.526,0.5,,,,Katerveer,,41018,,,POINT (52.4991 6.055799997999998)
waterstand_nap.259,213,Vaarweg Gouwe-Mallegatsluis en aanliggende vaarwegen te Gouda,,2.416,,1.48,-0.36,-0.6,Gouda brug,,41205,,,POINT (52.006200001000025 4.712800000000016)
waterstand_nap.260,138,Oosterschelde,,43.105,,1.33,-1.21,-1.48,Roompot-binnen,,41280,,,POINT (51.61850000200002 3.6861999999999853)
waterstand_nap.261,111,Oude Maas,,0,,0.92,0.13,0,Dordrecht,,41713,,,POINT (51.82209999899999 4.670999999999992)
waterstand_nap.262,138e,Overloop van Zierikzee,,0,,1.33,-1.21,-1.48,Roompot binnen,,41896,,,POINT (51.623500001000025 3.8949000019999858)
waterstand_nap.263,142,Mastgat - Zeelandbrug - Engelsche vaarwater - Brabantsche vaarwater - Witte tonnen,,11.899,,1.58,-1.39,-1.69,Stavenisse,,42061,,,POINT (51.60049999900002 4.006599999999992)
waterstand_nap.264,146,Westelijke voorhaven Krammer Duwvaartsluizen - Krammer,,0,,1.63,-1.45,-1.74,Krammersluizen West,,42522,,,POINT (51.66070000100001 4.1378999990000125)
waterstand_nap.265,403b,"Westmeep, Noordmeep en Oostmeep",,17.119,,0.83,-1.05,-1.37,West-Terschelling,,42607,,,POINT (53.31830000100001 5.392600000000016)
waterstand_nap.266,209,Schie en havens te Schiedam,,5.395,,1.14,-0.45,-0.7,Vlaardingen,,43052,,,POINT (51.90179999899999 4.409499998999991)
waterstand_nap.267,102e1,Scheepmakershaven,,0,,1.2,-0.4,-0.6,Rotterdam,,43293,,,POINT (51.913400002 4.483399997999982)
waterstand_nap.268,404,"Veerbootroute Ameland, Brandgat, Molengat, Borndiep en Westgat",,7.693,,1.04,-1.26,-1.62,Nes,,43461,,,POINT (53.416000000999986 5.795600001000025)
waterstand_nap.269,235,Havens van Den Helder,,3.051,,0.58,-0.81,-1.11,Den Helder,,43525,,,POINT (52.96429999899999 4.787300001999995)
waterstand_nap.270,405,Zoutkamperlaag en Westgat,,0,,1.02,-1.29,-1.7,Lauwersoog,,43535,,,POINT (53.41129999999998 6.2006999999999834)
waterstand_nap.271,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,0.131,,1.02,-1.29,-1.7,Lauwersoog,,44135,,,POINT (53.41380000100003 6.203400000999977)
waterstand_nap.272,143,"Vaarweg van het Hollandsch Diep naar de Schelde-Rijnverbinding, Krammer en Grevelingenmeer",,0.477,,0.67,0.39,0.15,Rak Noord,,44382,,,POINT (51.699999999 4.430300000999978)
waterstand_nap.273,144,Zuidelijke voorhaven Grevelingensluis - Zijpe,,0,,1.63,-1.45,-1.74,Krammersluizen west,,44523,,,POINT (51.658799998000006 4.112900000000025)
waterstand_nap.274,402a,Molenrak,,0.2,,0.9,-0.9,-1.2,Harlingen,,44787,,,POINT (53.176499999999976 5.399000000000001)
waterstand_nap.275,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,8.545,,1.04,-1.24,-1.7,Schiermonnikoog,,44905,,,POINT (53.432500000999994 6.316799998000022)
waterstand_nap.276,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,119.773,,1.07,-0.19,-0.35,Krimpen aan de Lek,,45156,,,POINT (51.889699999000015 4.627700000999994)
waterstand_nap.277,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,62.533,14.1,,,,Kessel,,45371,,,POINT (51.28909999899997 6.0545999999999935)
waterstand_nap.278,102k,Botlek en aanliggende havens,,0.053,,1.14,-0.45,-0.7,Vlaardingen,,45797,,,POINT (51.89469999800002 4.309900001000017)
waterstand_nap.279,406a,"Mond van de Dollard, Groote Gat en Buiten A",,20.921,,1.48,,,Nieuwe Statenzijl,,46062,,,POINT (53.232399999999984 7.207899999000006)
waterstand_nap.280,131,Westerschelde,,60.526,,2.29,-1.9,-2.44,A) Terneuzen,,46222,,,POINT (51.35300000000001 3.88349999899998)
waterstand_nap.281,404,"Veerbootroute Ameland, Brandgat, Molengat, Borndiep en Westgat",,10.402,,1.04,-1.26,-1.62,Nes,,46253,,,POINT (53.428499999999985 5.762099999999975)
waterstand_nap.282,115,Hartelkanaal,,0,,1.16,-0.4,-0.6,Spijkenisse,,46614,,,POINT (51.866900000999976 4.333500001999994)
waterstand_nap.283,233y3,Hoogovenkanaal en Hoogovenhaven,,0,,0.97,-0.73,-0.95,IJmuiden,,46650,,,POINT (52.46860000100003 4.583999999000014)
waterstand_nap.284,117h,"Haringvliet, zuidelijke doorvaart Haringvlietbrug",,2.837,,0.67,0.4,0.15,Middelharnis,,46667,,,POINT (51.71599999799997 4.383400000999984)
waterstand_nap.285,404a1,Smerig Gat,,0.497,,1.04,-1.27,-1.81,Holwerd,,47088,,,POINT (53.45809999900001 6.02030000100001)
waterstand_nap.286,117d,Aardappelengat,,8.48,,0.67,0.39,0.15,Hellevoetsluis,,47245,,,POINT (51.81360000000001 4.091499999000007)
waterstand_nap.287,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,0,,0.67,0.39,0.15,Rak Noord,,47399,,,POINT (51.702300001000026 4.436199999999985)
waterstand_nap.288,117b,Korendijksche Geul,,3.423,,0.67,0.39,0.15,Hellevoetsluis,,47499,,,POINT (51.787799999000015 4.214699998000015)
waterstand_nap.289,150a,Noordergat van de Plomp,,0,,0.65,0.39,0.15,Moerdijk,,47638,,,POINT (51.71739999900001 4.781900000000007)
waterstand_nap.290,108,Nieuwe Merwede en Hollandsch Diep,,37.114,,0.67,0.39,0.15,Rak Noord,,47662,,,POINT (51.702199999000015 4.4365000020000025)
waterstand_nap.291,084b,Voorhaven Prins Bernhardsluis en havens te Deventer,,0.274,2.95,,,,Deventer,,47772,,,POINT (52.24509999899999 6.167500000000018)
waterstand_nap.292,187,Engelsche Vaarwater - Schaar van Colijnsplaat,,0,,1.58,-1.39,-1.69,Stavenisse,,47912,,,POINT (51.58419999900002 3.9087999980000063)
waterstand_nap.293,225,Amsterdam-Rijnkanaal,,71.922,4.85,,,,Tiel,,48018,,,POINT (51.900400002000026 5.454500000999985)
waterstand_nap.294,404a1,Smerig Gat,,0.497,,1.04,-1.26,-1.62,Nes,,48195,,,POINT (53.45809999900001 6.02030000100001)
waterstand_nap.295,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,126.366,,1.07,-0.19,-0.35,Krimpen aan de Lek,,48218,,,POINT (51.88929999999999 4.618999998999982)
waterstand_nap.296,101a,Kanaal van Sint Andries,,1.359,3,,,,"Sint Andries, Waalzijde",,48297,,,POINT (51.79879999899998 5.356499999999983)
waterstand_nap.297,102i,2e Petroleumhaven,,0,,1.14,-0.45,-0.7,Vlaardingen,,48690,,,POINT (51.89920000000001 4.368900000999986)
waterstand_nap.298,150i1,Kerkvaart naar Waspik of Kerkvaartschehaven,,0,,0.69,0.41,0.15,Keizersveer,,48832,,,POINT (51.706500000999995 4.944200002000002)
waterstand_nap.299,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,0,,1.07,-0.19,-0.35,A) Krimpen a/d Lek,,48849,,,POINT (51.889400002 4.618999998999982)
waterstand_nap.300,116,Calandkanaal met aanliggende havens,,0,,1.11,-0.63,-0.84,Hoek van Holland,,48910,,,POINT (51.88500000200003 4.230500000999996)
waterstand_nap.301,111,Oude Maas,,4.316,,0.72,0.29,0.05,'s-Gravendeel haven,,48980,,,POINT (51.800000001 4.621300001000009)
waterstand_nap.302,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,41.851,4.3,,,,Zutphen-Noord,,48982,,,POINT (52.151400000000024 6.182300000999987)
waterstand_nap.303,131g,Vaarwater langs Hoofdplaat,,13.807,,2.05,-1.81,-2.32,Vlissingen,,49180,,,POINT (51.40120000000002 3.5692999999999984)
waterstand_nap.304,084d,"Ganzendiep, Goot en Scheepvaartgat",,0,-0.05,,,,Kampen,,49208,,,POINT (52.5625 5.91580000099998)
waterstand_nap.305,235a,Natte Dok,,0.107,,0.58,-0.81,-1.11,Den Helder,,49797,,,POINT (52.9606 4.776200000000017)
waterstand_nap.306,110a2,Dode Kikvorskil en Zoetemelkskil,,0,,0.92,0.13,0,Dordrecht,,49991,,,POINT (51.807500000999994 4.783500000999993)
waterstand_nap.307,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,24.444,6,,,,Dieren,,50064,,,POINT (52.04879999899998 6.115899999000021)
waterstand_nap.308,150d,Gat van de Kerksloot,,0,,0.69,0.41,0.15,Keizersveer,,50075,,,POINT (51.721600000000024 4.768899999999974)
waterstand_nap.309,111,Oude Maas,,17.569,,0.99,-0.12,-0.3,Goidschalxoord,,50081,,,POINT (51.831700001 4.456200000000024)
waterstand_nap.310,405b2,Gat van Schiermonnikoog en de Groote Siege,,4.214,,1.04,-1.24,-1.7,Schiermonnikoog,,50237,,,POINT (53.448500000000024 6.162599999000008)
waterstand_nap.311,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,217.065,,0.69,0.41,0.15,Keizersveer,,50429,,,POINT (51.712900002000026 4.837299998999981)
waterstand_nap.312,402a,Molenrak,,0.2,,1,-1.3,-1.8,Holwerd,,50522,,,POINT (53.176499999999976 5.399000000000001)
waterstand_nap.313,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,11.59,8.8,,,,IJsselkop,,50704,,,POINT (51.949900001 5.953400000999977)
waterstand_nap.314,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,7.8,,,,A) Gennep,,50728,,,POINT (51.759300000999986 5.849100001000011)
waterstand_nap.315,108a,Vaarweg Nieuwe Merwede-Amer door de Spieringsluis,,0.096,,0.65,0.39,0.15,B) Moerdijk,,51182,,,POINT (51.782099999000025 4.755499999999984)
waterstand_nap.316,403c1,Schuitengat en Oosterom,,36.967,,0.83,-1.05,-1.37,West-Terschelling,,51240,,,POINT (53.42520000000002 5.567899997999973)
waterstand_nap.317,150c1,Verlengde Oude Maas,,0,20.85,,,,B) Heel Boven,,51570,,,POINT (51.148300000000006 5.873300001000018)
waterstand_nap.318,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,26.946,7.7,,,,Nijmegen haven,,51632,,,POINT (51.852600000999985 5.854800001000001)
waterstand_nap.319,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,68.078,14.05,,,,Belfeld Boven,,51770,,,POINT (51.320599999000024 6.110900000000015)
waterstand_nap.320,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,57.474,2.85,,,,Deventer,,51803,,,POINT (52.250700000999984 6.1530999990000055)
waterstand_nap.321,184a,Keeten - Brabantsche Vaarwater,,0,,1.58,-1.39,-1.69,Stavenisse,,51934,,,POINT (51.60649999999998 3.971799998999984)
waterstand_nap.322,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,45.175,,1.18,-1.38,-1.82,Eemshaven,,52084,,,POINT (53.508099999000024 6.687899999000024)
waterstand_nap.323,403c1,Schuitengat en Oosterom,,0.027,,0.83,-1.17,-1.5,Terschelling Noordzee,,52250,,,POINT (53.31909999999999 5.145599999000012)
waterstand_nap.324,180f,Oosterschelde - Oostelijke voorhaven Zandkreeksluis,,0,,1.58,-1.39,-1.69,Stavenisse,,52283,,,POINT (51.55050000199998 3.928300001000025)
waterstand_nap.325,150i2,Haven van Sprang-Capelle of Capelse Haven,,0,,0.69,0.41,0.15,Keizersveer,,52286,,,POINT (51.70859999999999 4.9754999990000215)
waterstand_nap.326,104,Merwedekanaal (bezuiden de Lek),,0.022,,1.62,0.63,-0.35,Hagestein beneden,,52366,,,POINT (52.00230000200003 5.094900000999985)
waterstand_nap.327,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,25.738,,0.67,0.39,0.15,Hellevoetsluis,,52390,,,POINT (51.81709999999998 4.129599999999982)
waterstand_nap.328,233y1,Zuiderbuitenkanaal C.A.,,1.38,,0.97,-0.73,-0.95,IJmuiden,,52631,,,POINT (52.46370000000002 4.580100000000016)
waterstand_nap.329,233y1,Zuiderbuitenkanaal C.A.,,1.38,,0.97,-0.73,-0.95,IJmuiden,,52665,,,POINT (52.46370000000002 4.580100000000016)
