Leveranciers;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;7-Huisvesting
Milieu 1.2.3. B.V.;1;;;;1
Milispec International/Logarma;2;;;;2
Millvision;;;;4;4
Milon;;;;1;1
Miscea;1;;;;1
Mitsubishi Elevator Europe;2;;;;2
Mk2 Visuele Media;1;;;;1
Mobius Consult;;;;2;2
Mocca D'Or;1;;;;1
Moeskops;;;;7;7
Möhringer Liften;2;;;;2
Mokveld Bouw en Onderhoud;4;;;;4
Molder Sportveldberegening;1;;;;1
Monair Luchttechniek;1;;;;1
Monumenten Adviesbureau;2;;;;2
Morselt Borne;1;;;;1
Mossink Elektrotechniek;1;;;;1
Mostert's Schoonmaakbedrijf;4;;;;4
Mountain Network;2;;;;2
MOURIK KLIMAATTECHNIEK B.V.;1;;;;1
Mous Waterbeheer;1;;;;1
Movares Nederland;2;;;;2
MSA Nederland;1;;;;1
MT Muco Technologies BV;2;;;;2
MTD Nederland;2;;;;2
Mts R.L. & W. Rap;2;;;;2
Mug Ingenieursbureau;;;;1;1
Mulder Afrasteringen vof;1;;;;1
Mulder Hekwerk en Montagebedri;3;;;;3
Mulder Rotterdam;2;;;;2
Mulhuyzen Bliksembeveiliging;2;;;;2
MULLER BOUW B.V.;;;;4;4
Multi Instruments Analytical;2;;;;2
Multi-Deur Service;4;;;;4
Multiline Markering BV;1;;;;1
Munters Nederland;2;;;3;4
MVGM Bedrijfshuisvesting, Vastgoedmanagement;;;;6;6
MVIE Geluidsystemen BV;1;;;;1
MWH;;;;1;1
Mycom Nederland;1;;;;1
N.A. van den Hoven & Zn Brandkastenfabriek;1;;;3;3
N.V. Sportfondsenbad-Amsterdam-Oost;;;;2;2
Nassau Indus Deur;1;;;;1
NBK Oost;2;;;;2
NBK Zuid;1;;;;1
Ned.Air;1;;;;1
Nedalo Ener-G;3;;;;3
Nederman (incl. Lebon&Gimbrair);2;;;;2
Nedfilter;2;;;;2
Nedvan International;;;;3;3
Negam Cultuurtechnisch werk;2;;;;2
Neglinge B.V.;;;;2;2
Nelissen Ingenieursbureau;;;;1;1
NEM Standard Fasel;1;;;;1
Nemef;1;;;;1
Nieuwenhuizen-Daandels;;;;7;7
Nijland Inspecties;1;;;;1
Nilfisk Advance;1;;;;1
Nimberg Bouwbedrijf BV;7;;;7;8
Niva Liften;1;;;;1
Nomadis;1;;;;1
Nooijen Metaaltechniek;5;;;;5
Noorderkwartier;1;;;;1
Noordhuis Kantoorspecialisten;1;;;;1
Novek (incl. Aarding Components);1;;;;1
Novum Machinefabriek;1;;;;1
NS - Spoorwegen Nederlandse;;;;4;4
NS Stations Retailbedrijf (Seats2Meet.com, vh Servex);;;;4;4
NTP Infra;;;;5;5
NVB Ubbens (incl. Vermeulen);1;;;;1
O&P Installaties Service en On;1;;;;1
Oasen;;1;;;1
Obex/Kension;2;;;1;2
ODS;1;;;;1
Oesterbaai Ingenieursbureau;1;;;2;2
Olster Dakwerken/Dakbehoud Nederland;2;;;1;2
Ome Vloeren & Interieur;2;;;;2
Ondeo Industrial Solutions;3;;;;3
Onlinesat;1;;;;1
Ooijevaar Bouw en Aannemingsbedrijf;2;;;;2
Oome Raamsdonk;5;;;4;6
Ooms Construction;5;;;;5
Oostendorp Installatietechniek;2;;;4;4
Oostendorp Nederland;1;;;;1
Opticom Engineering;1;;;;1
Optisport;;;;1;1
Orion Speciale Technieken;3;;;;3
Orona (vh ALL-IN Lifttechniek);1;;;;1
Otis;2;;;;2
Otjens Groep (incl. Schildersbebdrijf);3;;;2;3
Outline Consultancy;;;;2;2
Ouwerkerk Montagebedrijf;2;;;;2
Overveld Techniek BV;1;;;;1
Ovivo Holland BV;1;;;;1
P&O Ferries;;;;2;2
P. Klein en Zoon Aannemingbedrijf;4;;;;4
P. Rasenberg, Aannemersbedrijf;3;;;;3
P.A. van Miltenburg & Zn Aannemingsbedrijf;4;;;;4
P+ Industry;1;;;;1
Pals Advies;3;;;;3
Parkstad Inspecties;4;;;;4
Patrick Verhoeven B.V.;1;;;;1
PBM Pennings Bouwmij;;;;3;3
PCF Holland;2;;;;2
PEETERS PROJECTZONWERING;2;;;1;2
Pels Rijcken & Droogleever Fortuijn (incl. De Landsadvocaat);;2;;;2
Pemar Technische Groothandel;1;;;;1
Perfect Swalmen;1;;;;1
Perfect Wonen;2;;;;2
Persluchtcentrum Harderwijk BV;1;;;;1
Persy Control Services;2;;;;2
PHB Paul Hardonk Bouw;7;;;7;7
Pijl-Plus BV;3;;;;3
Pintsch Aben;2;;;;2
Pion;4;;;;4
Plaatwerkindustrie Tol;1;;;;1
Plieger;2;;;;2
Ploegmakers Cultuurtechniek;4;;;1;4
Podium2000;;;;1;1
Polomnis;1;;;2;2
Polvo (incl. Leys, VdStad, Dubson, Kruyt, Holtgrefe, Lekkerkerker);1;;;;1
Poly Service;1;;;;1
Polypla BV;2;;;;2
Possehl;7;;;2;7
PostNL (incl. TNT Post);;;;4;4
Pouw Project Management;2;;;;2
Powertec Diesel Services;3;;;;3
Praxair;1;;;;1
Primagaz Nederland;1;;;;1
Prins Bouw BV;4;;;7;7
Profile Equipment;;;;2;2
Project-Team Energy (vh BL Regeltechniek);3;;;4;4
Projectvloeren Nederland;3;;;;3
Property Match;;;;4;4
Protempo;1;;;;1
Protonna;1;;;;1
Provato Techniek;5;;;;5
Prozon Nederland;1;;;;1
PUTkast BV;2;;;;2
PVL Onderhoudsbedrijf;3;;;;3
PWN Waterleidingbedrijf Noord-Holland;;1;;;1
Qbuild de Jong Bouw;3;;;;3
QM Environmental;1;;;;1
Q-Park;;;;1;1
Quality Groep BV;1;;;;1
Quatro Systems;5;;;;5
Quint Nooren (vh W.H. Quint en Zonen);3;;;;3
R & F Afbouw en Montage;1;;;;1
R&P Installatietechniek;2;;;;2
R. Timmerman Groenvoorziening;1;;;;1
R2B Inspecties;1;;;;1
Raaijmakers Rioolservice B.V.;1;;;;1
Raak Engineering B.V.;1;;;;1
Raap Archeologisch Adviesbureau;;;;2;2
Radiology Consultancy;;;;1;1
Railtechniek van Herwijnen;1;;;;1
Rational Nederland Grootkeukentechniek;1;;;;1
Re3Com Solutions;3;;;1;3
Realher Bouw;1;;;;1
Reaseuro;;;;1;1
Record Automatische Deuren;3;;;;3
Recyclekit;1;;;;1
Red Star Electronics;1;;;;1
Reek Weegtechniek;1;;;;1
Reflect Glasfilm;2;;;;2
Reflex Nederland BV;1;;;;1
Regel Partners;5;;;;5
Regelink Ecologie;1;;;2;2
Reimert Gebr;;;;6;6
Reinders Waterbehandeling;2;;;;2
ReMe Techniek;1;;;;1
Remeha (incl. BDR Thermea);3;;;;3
Remondis;1;;;;1
Rendo;;3;;;3
Rens Woningininrichting;2;;;;2
Rensa Technisch Handelsbureau;2;;;;2
Rentokil Initial (incl. Initial Hokatex, Rentokil Hokatex, Ambius, Westplant Gree Facility);3;;;;3
Repko Sportprijzen/Graveerbedrijf;1;;;;1
Rexel Nederland;3;;;;3
Reym;1;;;;1
Reyrink Aannemersbedrijf B.V.;;;;6;6
Rhima Nederland;1;;;;1
Rijkaart;6;;;;6
Rijsbergen Inbraak Beveiliging;4;;;;4
Rion;1;;;;1
Riool Techniek Kraggenburg;1;;;;1
Riooladvies Maas en Waal;2;;;;2
Riweltie;2;;;;2
Riwema techn groothandel Weker;1;;;;1
RM Facilitec;1;;;;1
Roelofs Wegenbouw;3;;;;3
Rofianda Consultancy;1;;;;1
Romijnders Installatietechniek;4;;;;4
Rommers Dakwerken;2;;;;2
Ronald McDonald Centre;;;;1;1
Rooijen van hekwerken;1;;;;1
RookAlert;1;;;;1
Roossien Hoogwerktechniek;1;;;;1
Rosenberg Ventilatoren - klima;3;;;;3
Rosmalen Installatiebedrijf;7;;;;7
Rotor;1;;;;1
Rotterdam Airport;1;;;5;5
RRS Riool Reinigings Service (incl. HRT Holland Riooltechniek);1;;;;1
RS Vloeren & Interieurverzorging;3;;;1;3
Rucon Systemair;1;;;;1
Rudde Dakbedekking;1;;;;1
Rusthoven BV;2;;;;2
Rutgers Installatiebureau B.V.;1;;;;1
Ruys Interieurs;2;;;;2
Sallandse Wegenbouw;;;;5;5
Salverda Bouwbedrijf;3;;;2;3
Samson Urban Elements;1;;;;1
Sandee Hoveniersbedrijf B.V.;1;;;;1
Sanquin;;;;2;2
Saval;3;;;;3
Saver;1;;;;1
Saxon Bouw B.V.;1;;;;1
SBN;2;;;;2
SBR Vloeren en Interieur;2;;;;2
Scheffer;2;;;2;2
Schietvereniging Willem Tell;;;;1;1
Schildersbedijf e. de Vaal BV;4;;;;4
Schildersbedrijf Ben;3;;;;3
Schildersbedrijf Salet;4;;;;4
Schildersbedrijf Y. Kramer;1;;;;1
Schilderwerken de Kruyf bv;2;;;2;2
Schilderwerken Tiemersma;1;;;;1
Schindler Liften;3;;;;3
Schiphol Groep (incl. Real Estate);2;;;7;7
Schiphol Telematics;1;;;2;2
Schmidt Watertechniek;1;;;;1
Schneider Electric (incl. MGE UPS Systems);2;;;;2
Scholten Bloemen en Planten;1;;;;1
Schoonderbeek Centrale Verwarm;1;;;;1
Schriek & Hol Aann Bedr;5;;;4;5
Schrijvers Elektrotechniek BV;1;;;2;2
Schuiteman Loonbedrijf;5;;;1;5
Schuiteman Woninginrichting;2;;;;2
Schuurmans Elektrotechniek;5;;;2;5
Schuurmans V.O.F.;4;;;;4
Seal Force BV;1;;;;1
Search Ingenieursbureau, Laboratorium, Opleidingen, Consultancy, Knowledge;3;;;2;4
Secure Energy;2;;;;2
Segesta Vastgoedbeheer B.V.;;;;3;3
Selderbeek Ongediertebestrijdi;1;;;;1
Sem Waterbehandeling BV;1;;;;1
Serco Dakspecialisten BV;2;;;;2
Services United B.V.;5;;;;5
SFA Systems for All Testsystemen;3;;;;3
SGS;;;;1;1
Siemerink Constructies BV;2;;;;2
Siers Telecom BV;2;;;;2
Siesling;2;;;;2
Sight Landscaping (vh ISS Landscaping);7;;;1;7
Signplan/Modulex;2;;;1;2
Sligro (incl. van Hoeckel);1;;;;1
Slingerland Bouw;;;;8;8
SMC Security Monitoring Centre;;;;1;1
Smeba Brandbeveiliging;3;;;;3
Smits BV;1;;;;1
Smits van Burgst;;;;3;3
Snoei, J. Handelsonderneming B.V.;4;;;;4
Snoeken Ruinen Wooncentrum;3;;;1;3
Solar Nederland;2;;;1;2
Soloan;1;;;;1
Spac Sport;1;;;;1
Spijkerman Evenementen Verhuur;;;;1;1
SPX Process Equipment (inc Bosch Automotive);1;;;;1
SRP Zuid BV;;;;2;2
Staalhandel Staphorst;1;;;;1
Staro Bos- En Natuurbeheer;2;;;1;2
STAS Picture Hanging Systems;1;;;;1
STB Automatisering & Advies;;;;4;4
Stedin (vh Eneco Netbeheer, Mdds);;7;;;7
SteFos B.V.;2;;;;2
Stena Line;;;;2;2
Steuntichting VZZ Vereniging Voor Zoogdierkunde en Zoogdierbescherming;;;;2;2
Stg SAB Afvalstoffen & Vaardocumenten Binnenvaart;;1;;;1
Stg. Het Noordbrabants Landschap;;;;1;1
Stg. Het Zuid-Hollands Landschap;;;;1;1
Stichting Aanloophaven Vlieland;;;;1;1
Stichting Belangenbehartiging;;;;3;3
Stichting Bewaarder Dutchveste;;;;4;4
Stichting Edese Schaapskudde;2;;;;2
Stichting Fonds Collectief Ond;2;;;2;3
Stichting Groennetwerk;1;;;;1
Stichting Kontakt der Kontinenten Conferentiehotel;;;;2;2
Stichting tot Instandhouding van een Jacht- en Sportschietbaan te Delfzijl;;;;3;3
Stipdonk van Landschapsinricht;6;;;2;6
Stokman Den Helder;1;;;;1
Stokvis Service;1;;;;1
Sun Solutions;;1;;;1
Swakhoven;1;;;;1
Swegon;1;;;;1
Synto Installatiebedrijf Goes;2;;;;2
T & A Survey;;;;1;1
't Schoutenhuis;;;;4;4
T Service;1;;;;1
T. Oomen, Installatietechniek;2;;;1;2
T. van der Pol Schildersbedrij;2;;;;2
TA Hydronics (vh Tour & Andersson);1;;;;1
Tauw;1;;;4;4
Techneco Energiesystemen;1;;;1;1
Technikeur Inspectie;4;;;;4
Technische Unie;6;;;;6
Techno Brabant;1;;;;1
Technofil;4;;;;4
Technotron BV;1;;;;1
Teeuwissen Rioolreiniging;4;;;1;4
Tekenbureau Peerdeman;2;;;;2
TeleCS;1;;;;1
Tennet TSO;;4;;;4
Tereco BV;2;;;;2
TeReeve BV;5;;;;5
Terra Bodemonderzoek BV;;;;2;2
Terra Milieu;;;;1;1
Tessatronic;1;;;;1
Texel Bouw & Timmerbedrijf;2;;;;2
TH Klimaatbeheersing;2;;;;2
Th. van den Berg;2;;;;2
Th. van Kasteren Bouwbedrijf;6;;;7;7
Thermica BV;1;;;;1
Thermofrost;5;;;;5
Theunisse Sportprijzen;1;;;;1
Thielco Staalindustrie B.V.;1;;;;1
Thijssen Woninginrichting;1;;;;1
Thole Access systems B.V.;2;;;;2
Ti-jo Constructie;1;;;;1
Timmers Elektrotechniek BV;2;;;;2
Titan Aanhangwagens en Transportwag;1;;;;1
Tj. Dijkstra Vlieland Bouwbedrijf;3;;;;3
Tjaden;2;;;;2
TMCDAS;1;;;;1
Toes Montage;6;;;;6
Tolhuis Rioolinspecties B.V.;2;;;;2
TOP TOTAALONDERHOUD;3;;;;3
Topcon Europe Positioning;2;;;;2
Torsit Hijsinstallaties BV;1;;;;1
Touax;;;;3;3
TQC Thermimport Quality Control;1;;;;1
Traffic & More;1;;;;1
TRAMéTEX LIFTTECHNIEK;1;;;;1
Trane Airconditioning;2;;;;2
Transient BV;2;;;;2
Transportbedrijf Albert Riksen B.V.;;;1;;1
Trebbe;;;;8;8
Trin-iT Software Solutions;;;1;;1
Trip & De Boer Notarissen;;;;5;5
Troax;2;;;2;3
TROX NEDERLAND B.V.;1;;;;1
TUV Nederland;;;;1;1
Udink Noodverlichting BV;2;;;;2
ULC Technisch Beheer;1;;;;1
Unihorn;2;;;;2
Unishore Bedrijfskleding;1;;;;1
United Fish Auctions;;;;1;1
Univar (incl. Quaron);1;;;;1
UPC Nederland;4;1;;;4
UTS UniGroup Worlwide incl. UGRN, APC verhuizen;;;;1;1
V.D. Kamp Woninginrichting;2;;;;2
V.O.F. Installatiebedrijf Vlie;2;;;;2
V.O.F. J. van der Ende en;;;;2;2
Vaarkamp;2;;;2;2
VAD Notarissen N.V.;;;;5;5
Vado;1;;;;1
Valkenaars Elektrotechnisch;1;;;;1
Van Abbema Cultuurtechniek;2;;;;2
Van Apeldoorn Schildersbedrijf;1;;;;1
Van Bentem Installatiebedrijf;3;;;;3
Van Bon Installaties;2;;;;2
Van Dam Garagedeuren B.V.;2;;;;2
Van de Beer & Hulst Schildersbedrijf;1;;;;1
Van de Blaak Installatiebedrijf;4;;;;4
Van de Vondevoort Glas;2;;;;2
Van de Wal Ambiance zonwering;1;;;;1
Van den Berg Bros;2;;;;2
Van den Berg Schildersbedrijf;2;;;;2
Van den Dool Beveiligingstechniek (incl. Detec);1;;;;1
Van den Goorbergh Installatiebedrijf;1;;;;1
Van den Herik Kust en Oeverwerken;2;;;5;5
Van den Heuvel Watertechnologi;1;;;;1
Van der Goes en Groot;1;;;1;1
Van der Heide Bomen;1;;;;1
van der Heide Glas & Schilderwerk;2;;;;2
Van der Kruijs Schildersbedrijf;2;;;;2
Van der Leij Techn Servicebedr;1;;;;1
Van der Pol Beveiligings Techniek;1;;;;1
Van der Velden Rioleringsbeheer;6;;;;6
Van der Vlugt Glashandel;1;;;;1
van der Wal Montage;1;;;;1
Van der Weerd Grafhorst B.V.;6;;;;6
Van der Werff Watertechniek BV;1;;;;1
Van Dijk IJzerhandel;1;;;;1
Van Dijk Maasland B.V.;1;;;4;4
Van Dijke B.V.;2;;;;2
Van Dongen Onderhoud & Montage;4;;;;4
Van Doorn Dakspecialist;3;;;;3
Van Dorp Installaties, Service Equipe, Prolux;5;;;;5
Van Drie Bosbeheer;1;;;;1
Van Drimmelen Toelevering;2;;;;2
Van Drunen Installatiegroep B.V.;1;;;;1
Van Duin Installatie Managemen;2;;;;2
Van Esch Boomkwekerij, Groenvoorzieningen, Hoveniersbedrijf;2;;;;2
Van Eysinga & Oostra c.s.;;;;1;1
Van Galen Klimaattechniek;1;;;;1
Van Gansewinkel;1;;;;1
Van Gelder Aannemingsmaatschappij;7;;;6;7
Van Gestel;1;;;;1
Van Goor, het Verreikerverhuur;1;;;;1
Van Harten Machinebouw BV;1;;;;1
Van Hattum en Blankevoort;;;;2;2
Van Helvoirt Groenprojecten;5;;;;5
van Lanen Elektro-installatieb;2;;;;2
Van Lenthe Dalfsen;3;;;;3
Van Leur Renovatiewerken BV;3;;;;3
Van Loon Belettering & Decorat;1;;;;1
Van Norel Bouwgroep;1;;;7;7
Van Oostrum Westbroek;3;;;;3
Van Regteren Groenvoorziening;1;;;;1
Van Riessen Technischeservice;2;;;;2
Van Rossum Interieur;3;;;;3
Van Santen Belettering;1;;;;1
Van Scherpenzeel's Oliehandel;1;;;;1
Van 't Foort Aannemingsbedrijf;2;;;1;3
Van Weert Rondhout;;;;1;1
Van Werven;1;;;;1
Van Zuiden Smederij;1;;;;1
Vandervelde Protection;1;;;;1
Vebes Adviseurs B.V.;;;;2;2
Vedotec;1;;;;1
Veka Vloeren;1;;;;1
Vekemans Aannemersbedrijf BV;5;;;;5
Veko Lightsystems;1;;;;1
Veldhoven BV Wegenbouw;3;;;;3
Vello Elektro;4;;;;4
Velopa Citystyle;1;;;;1
VEMW Vereniging voor Energie, Milieu en Water;;2;;;2
Ven van de Tegels V.O.F.;1;;;;1
Ventimon;2;;;;2
Veolia water solutions & Technologies (vh Rossmark Waterbehandeling);2;;;;2
Verbeek & Bornebroek;1;;;;1
Verder (vh Van Wijk & Boerma Pompen);1;;;;1
Vereniging Tot Behoud van Natuurmonumenten;;;;2;2
Verheij Groenvoorzieningen;7;;;;7
Verhoeve Eb Faber BV;;;;2;2
Verhoeve Milieu;;;;2;2
Verhoeven Milieutechniek;;;;3;3
Verhoeven-Drunen Installatiebedrijf;2;;;;2
Verhoeven's Schildersbedrijf;4;;;;4
Verlaat Uden Bouwsystemen;2;;;2;3
Verloo;3;;;;3
Verschoor Groep;4;;;2;4
Vespi (incl. Verhulst klimaattechniek);1;;;;1
Vestas;5;;;;5
Vet, P.H. Installatiebedrijf;4;;;1;4
Vetkamp Soest bv;2;;;;2
VIA Aperta Verhardingsadviseurs;;;;1;1
VIB Netwerken Friesland;1;;;;1
Videma;6;;;;6
Vier Leeuwen Incasso;;;;1;1
Viessmann Nederland BV;2;;;;2
Vihamij;2;;;;2
Vink Afvalverwerking B.V.;1;;;;1
Vios Bouw en Onderhoud;7;;;;7
Visker Interieurbouw;2;;;;2
Visscher;4;;;2;4
Visser & Visser;1;;;;1
Visser Assen Tech Handelsbureau;1;;;;1
Vitens;;6;;1;6
Vlakwerk Projectinrichting;1;;;;1
Vlassak Aannemingsmij BV;1;;;;1
Vleeshouwers Installatiebedrij;1;;;;1
VMV Projecten bv;;;;1;1
Voets Installaties BV;1;;;;1
VOF DE NOORDKANT;2;;;1;2
VOGELS GROENVOORZIENING;1;;;;1
Volkerink Bouw & Beveiliging;1;;;;1
Volkerrail Services;4;;;;4
Vollebregt Installatie;2;;;;2
Vos Natuurbeheer;;;;1;1
Voskuilen van Woudenberg BV;2;;;;2
Vossenberg;;;;2;2
Vvbhusan;1;;;;1
VVE Vereniging van Eigenaren Knegt;;;;1;1
W. van der Wal Sloopwerken;4;;;2;4
Waardenburg Bureau;;;;2;2
Wagenborg Nedlift Oost BV;1;;;1;1
Wallings BV;1;;;;1
Warema (vh Delta Nederland);1;;;;1
Warmtebouw Utrecht;3;;;;3
Wasco Het Onderdeel Kopex;2;;;;2
Wassink Installatie (incl. ETD Elektroniek);1;;;;1
Water Treatment International;2;;;;2
Waterbedrijf Groningen;;2;;;2
Waterkracht;2;;;;2
Wavin Nederland B.V.;4;;;;4
WBC Aannemingsbedrijf BV;;;;7;7
We-com Rioolservice;2;;;;2
Weijers;1;;;;1
Weijers Riooltechniek BV;5;;;;5
Westland Energie Service;;2;;;2
Westland Infra;1;4;;;4
Wiertsema en Partners;;;;2;2
Wijnen Bouw Someren;1;;;;1
Wijnveen Service & Onderhoud B;1;;;;1
Wildkamp;2;;;;2
Willems Uden Technische Instal;6;;;;6
Wilms;7;;;4;7
Wiltec (incl. Ter Horst);1;;;;1
Witkamp Dienstverleners;3;;;;3
WKO Assist;2;;;;2
WMD Waterleidingmaatschappij Drenthe;;2;;;2
Wonnink Zonwering;1;;;;1
Wouda Systeemafbouw BV;;;;1;1
WP Wijtmans Plastics Assemblage;1;;;;1
WTRD Techno Service;6;;;;6
Wurth nederland;1;;;;1
XS4ALL Internet;2;1;;;2
Xsplatforms BV;1;;;;1
Y-con;1;;;;1
Zantingh Energy Services BV;2;;;;2
Zeeland Seaports;;;;4;4
Zehnder Group Nederland B.V. J;1;;;;1
Ziggo (vh Casema);6;1;;;6
Zonwering Industrie Makkum;2;;;;2
Zoogdierenwerkgroep Stg;2;;;;2
Zorgverzekeraar Vgz-Iza-Trias-Groep Ua;;;;2;2
Zuiderpoort Café;1;;;;1
Zvs Eemnes Aannemingsmaatschappij;5;;;;5
Zweegers Onderhoudsgroep;3;;;;3
Zwembad De Plantage B.V.;;;;3;3
Eindtotaal;11;11;1;11;13
