Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Fluxicon;;;;;;1;;;;1
FMI Foundation Food Micro Innovation;;;;;;1;;;;1
FNV Formaat;;;;;;1;;;;1
Focus Advisering Training Coaching, Conferences;;;;;2;1;;;;2
Folkshegeskoalle Schylgeralân;;;;;;1;;;;1
Food Affairs;;;;1;;;;;;1
Forsa Advies;;;;;;1;;;;1
Fotografie Paul Voorham;;;;;1;;;;;1
Fox-IT, Crypto;;;;;;1;;;;1
Frame;;;;;;1;;;;1
Frankwatching;;;;;;1;;;;1
Fred de Bruin Horeca Exploitaties Groningen;;;;1;;;;;;1
Free Your Mind Events;;;;;;;1;;;1
Free-Wheel Sportorganisatiebureau;;;;;;;1;;;1
Fresh Today;;;;;;;;;1;1
FrieslandCampina Nederland;;;;;;1;;;;1
Frijters Mind Tuning;;;;;;1;;;;1
FSDC Fiscaal Studie en Documentatiecentrum;;;;;;1;;;;1
Gaaf Kwadraat;;;;;;1;;;;1
Gaal Bloemenhuis;;;;;;;1;;;1
Gall & Gall;;;;;;;1;;;1
Garoeda Indonesisch Restaurant;;;;1;;;1;;;1
Gasterij de Gulle Waard Winterswijk V.O.F.;;;;1;;;;;;1
Geertien;;;;1;;;;;;1
Geitenboerderij Groote Stroe;;;;;;;;;1;1
Geitenmelkbedrijf Mooimekkerland;;;;;;;;;1;1
GEMA advies en begeleiding;;;;;;;;;1;1
Gemeentemuseum den Haag;;;;;;;1;;;1
Gemini Rondvaartbedrijf;;;;;;;1;;;1
Geniet Eetwinkel;;;;;;;;;1;1
Gerda Deekens (incl. 2participate);;;;;;1;;;;1
Gereformeerde Kerk Den Haag;;;;;;1;;;1;1
Gerrickens Training & Advies;;;;;1;;;;;1
Geschenkbezorgen.nl (incl. Wijnlatenbezorgen);;;;1;;;;;;1
Geschenkmetverhaal;;;;1;;;;;;1
Geschreven en Gedrukt;;;;;;1;;;;1
Geurst (incl. Pastis Restaurant);;;;1;;;;;;1
Geysendorpher Tuin- en Klusservice;;;;1;;;;;;1
GI Group & Incentive Travel;;;;;;;;;1;1
Gilde Nijmegen;;;;;;;1;;;1
Gili Utrecht;;;;1;;;;;1;1
GITP (incl. Pi Company);;;;1;2;2;;;;2
Global Knowledge Network;;;;;;3;;;;3
Glope Events/Be You Events;;;;;;;1;;;1
Go Opleidingen;;;;;;1;;;;1
Golden Tulip;;;;;;;1;;1;1
GoodHabitz;;;;;;2;;;;2
Gooiconsult;;;;;;2;;;;2
Gortcoaching;;;;;;1;;;;1
Goudkantoor Cafe Restaurant;;;;;;;;;1;1
GP Strategies (incl. Asentus);;;;;;1;;;;1
GPN Geo Professionals Nederland;;;;;;1;;;;1
Grachten Atelier;;;;1;;;;;;1
Grand Catering;;;;;;;1;;;1
Grand Cru Cafe Public;;;;;;;;;1;1
Grand Hotel Alkmaar;;;;;;;;;1;1
Grand Kasteel Woerden;;;;;;;1;;;1
Grandcafé De Wens B.V.;;;;;;1;1;;;1
Greenwish;;;;;;3;;;;3
Greenz;1;;;1;;;;;;1
Grevelingen Restaurant;;;;;;;;;1;1
Griftpark1 Eten en Drinken;;;;;;;;;1;1
Groeneveld Catering;;;;1;;1;1;;2;2
Groenhorst College;;;;1;;;;;;1
Groenten en Fruit Theresia;;;;;;;1;;;1
Groepsaccommodatie Brabantbos;;;;1;;1;;;;1
Groningen Grand Cafe;;;;1;;;;;;1
Groningen Seaports;;;;;;1;;;;1
Groot Koerkamp Brood- en Banketbakkerij B.V.;;;;1;;;;;;1
Grooveservice;;;;;;;1;;;1
Grotius Academie;;;;;;2;;;;2
Guido Bakker;;;;1;;;;;;1
Gunther Holding;;;;;;1;;;;1
Gusto Mangia E Bevi;;;;1;;;;;;1
H&B Visagieschool;;;;;;1;;;;1
H.A. de Kort's Trading;;;;;;;;;1;1
H.R. Guest Fotografie;;;;1;;;;;;1
Haaglanden Opleidingscentrum;;;;;;1;;;;1
Haags Historisch Museum inz. Gevangenpoort;;;;1;;;;;;1
Haagse Beek organisatieadvies;;;;;;2;;;;2
Hackwise;;;;;;1;;;;1
Haesje Claes Restaurant;;;;;;;;;1;1
Hagen Groothandel;;;;1;;;;;;1
Hampshire Hotel;;;;1;;;;;2;2
Handelsonderneming Kroesbergen;;;1;;;;;;;1
Hans & Frans Hessing Banketbakkerij (Hesbak);;;;;;;1;;;1
Hanting Cuisine;;;;1;;;;;1;1
Hanzehogeschool Groningen (incl. Hanze Connect);;;;;;1;;;;1
Hapjes enzo;;;;1;;;;;;1
Happy Day Tours;;;;1;;;;;1;1
Happy Meat;;;;;;;1;;;1
Harders Plaza;;;;1;;;;;;1
Harlekijn Import;;;;1;;;;;;1
Hartelijk gefaciliteerd (Annet Noordijk);;;;;;1;;;;1
HAS Kennistransfer;;;;;;2;;;;2
Hattink & Vosters;;;;;;1;;;;1
Havana (Santé Horeca Beheer);;;;;;;1;;1;1
HCR Wilhelmina;;;;;;;;;1;1
HCSS The Hague Centre for Strategic Studies;;;;;;;;;1;1
HE Berg en Dal B.V.;;;;;;;;;1;1
Hegeman Cafe Restaurant;;;;;;1;;;;1
Heibro;;;;1;;;;;;1
Heilig Vuur;;;;;;1;;;;1
Helden op Reis;;;;;;;1;;;1
Helder Werk;;;;;;;1;;;1
Helen Kuyper;;;;;;1;;;;1
Heliview;;;;;;1;;;;1
Helpermedia;;;;;;1;;;;1
Hende Bauer Therapie training en coaching;;;;;;1;;;;1
Hendrikx van der Spek, Bureau voor Bedrijfscommunicatie;;;;;;1;;;;1
Hengelo Motel;;;;;;;;;1;1
''Hengelsportvereniging ''''De Snoek'''''';;;;;;1;;;;1
Henriëtte van Dueren den Hollander;;;;;;1;;;;1
Herberg De Witte Gans;;;;1;;;;;;1
Herberghe 'De Coeckepanne' B.V.;;;;1;;;;;;1
Het Achterhuis Restaurant;;;;1;;;;;;1
Het Boshuis Restaurant;;;;1;;;;;;1
Het Chocolade Huis;;;;1;;;1;;;1
Het Eerste Huis;;;;;;1;;;;1
Het Friese Landschap (It Fryske Gea);;;;;;1;;;;1
Het Gesprek Restaurant;;;;1;;;;;;1
Het Gevangenismuseum;;;;1;;;;;;1
Het Groninger Landschap Stg;;;;;;;1;;;1
Het Haagsche Schouw;;;;;;;;;1;1
Het Heerenhuis, Grandcafé, Lunch, Diner, Zalen;;;;1;;;;;;1
Het Hoofdkantoor;;;;;;1;;;;1
Het Kabinet Eten en Drinken;;;;1;;;1;;;1
Het Kasteel;;;;1;;;;;;1
Het Limburgs Landschap;;;;;;1;;;;1
Het Nationaal Automobielmuseum;;;;;;;1;;;1
Het Nederlof Centrum;;;;;;1;;;;1
Het Notuleercentrum Opleidingen;;;;;;1;;;;1
Het Oosten Restaurant Wok;;;;;;;;;1;1
Het Oranje Kruis;;;;;;1;;;;1
Het Oude Tolhuys;;;;1;;;;;;1
Het Pleidooi/Lancee Café-Restaurant;;;;1;;;1;;1;2
Het Postkantoor;;;;;;;;;1;1
Het Wapen van Beers;;;;;;1;;;;1
Het Wapen van Leeuwarden;;;;;;;1;;;1
Het Witte Hof;;;;1;;;;;;1
Hettema;;;;1;;;;;;1
HGRV;;;;;;;;;1;1
HIHCL Amsterdam B.V.;;;;;;;;;1;1
Hippefruitmand.nl;;;;1;;;;;;1
Hoetinkfonds;2;;;;;;;;;2
Hoeve Kromwijk Restaurant;;;;;;;;;1;1
HOEZO! Projectmanagement en Congresorganisatie;;;;;;1;;;;1
Hoezo/Expreszo Stg;;;;;;;;;1;1
Hof der Muzen Grand Cafe (J. Kos);;;;2;;;;;;2
Hof van Dalfsen Hotel/Restaurant;;;;1;;;;;;1
Hof van Eerde;;;;1;;;;;;1
Hof van Wageningen Hotel en Congrescentrum;;;;1;;2;;;2;2
Hoffmann Strategisch Risk Management;;;;;2;;;;;2
Hofman & Hofman;;;;1;;;;;;1
HofstadEvents.nl;;;;;;;1;;;1
Hofstede De Nieuwe Donck;;;;;;1;;;;1
Hogenkamp Klompen en Souvenirs;;;;1;;;;;;1
Hogeschool Leiden;;;;;;2;;;;2
Hogeschool van Utrecht;;;;;;1;;;;1
Hokra Below the Line;;;1;2;;;;;;2
Holiday Inn;;;;;;;;;1;1
Holland Evenementen Groep;;;;;;;2;;;2
Holland Marine Equipment;;;;;;1;;;;1
Holland Media Combinatie (HDC Media);;;;1;;;;;;1
Hollandse Hoogte;;;;1;;;;;;1
Hollandse Nieuwe;;;;;;1;;;;1
Hondenspiegel;;;;;;;1;;;1
Hooghe Bergh;;;;1;;;;;;1
Hoorn Hotel;;;;;;;;;1;1
Horecaexploitatie Nobis Asten B.V.;;;;1;;;;;;1
Horizonte Groep;;;;;;1;;;;1
Hostnet;;;;1;;;;;;1
Hotel Bergambacht;;;;;;;;;1;1
Hotel Centraal Harlingen;;;;1;;;;;1;1
Hotel De La Station;;;;;;;;;1;1
Hotel De Lindeboom;;;;;;;;;1;1
Hotel De Ville;;;;;;;;;1;1
Hotel De Vischpoorte;;;;;;;;;1;1
Hotel Des Indes Le Meridien, Lehwood;;;;1;;;1;;;1
Hotel Gilde Exploitatie;;;;;;;;;1;1
Hotel Het Loo;;;;;;;;;1;1
Hotel New York Rotterdam;;;;;;;;;1;1
Hotel PTC+;;;;;;1;;;1;1
Hotel Spoorzicht;;;;1;;;;;;1
Hotel Wereld-Eethuis Bazar;;;;1;;;1;;;1
Hotel-Cafe-Restaurant Zwolle;;;;;;;;;1;1
Hotel-Cafÿý-Restaurant De Meulenhoek;;;;1;;;;;;1
Hotelexploitatiemaatschappij Danny Kayelaan Zoetermeer B.V.;;;;;;;;;1;1
Hotel-Restaurant 't Holt;;;;;;;1;;;1
Houtzaagmolen De Ster/Vereniging Het Werktuig;;;;;;;1;;;1
HP Hewlett Packard (incl. Autonomy, Verity);;;;;;2;;;;2
HPO Center (Center for Organizational Performance);;;;;;1;;;;1
HPVL Consult;;;;;;2;;;;2
HSK Groep;;;1;;;1;;;;1
Hucag Human Capital Group (incl. Fanplay);;;;;1;1;;;;1
Hugo Lumens Interactiemanagement;;;;;;1;;;;1
Huize Molenaar Cuisinier;;;;1;;;;;;1
Hulskamp Audiovisueel;;;;1;;;2;;;2
Human Potential Development;;;;;;1;;;;1
Human Rights at Work;;;;;;1;;;;1
Human Technology;;;;;;2;;;;2
Humphrey's Restaurant;;;;1;;;;;;1
Hutten Exclusieve Catering;;;;;;;;;1;1
Huureeneend.nl;;;;;;;1;;;1
Hyphen Projects;;;;;;1;;;;1
IABR Internationale Architectuur Biennale Rotterdam;;;;;;;1;;;1
IAF International Association of Facilitators;;;;;;1;;;;1
IBFA International Business Foundation Amsterdam;;;;;;;;;1;1
Ibg Advies/Kunstkamer;;;;;;;1;;;1
Ibis Accor Hotels;;;;1;;;;;1;1
IBR Instituut Voor Bouwrecht;;;;;;1;;;;1
ICM Holding;;;;;;2;;;;2
ID Ware International;;;;;;1;;;;1
Ideate;;;;;;1;;;;1
Igo Post Internationale Geschenken Organisatie;;;;1;;;;;;1
IIA Instituut van Internal Auditors;;;;;;1;;;;1
IIR Institute For International Research;;;;;;1;;;;1
IJssalon 'Melbalino';;;;;;;;;1;1
Il Pozzo;;;;1;;;;;;1
Il Senso Restaurant;;;;;;;1;;1;1
Il Tartufo Italiaans Restaurant;;;;;;;1;;;1
IMI Instituut Voor Maatschappelijke Innovatie;;;;;;;;;2;2
IMK-BPO Medezeggenschap;;;;;;1;;;;1
Impact Company;;;;;;1;;;;1
ImpactAbility;;;;;;1;;;;1
In De Doofpot Wijnrestaurant;;;;;;;1;;;1
In De Driehoek, Zalencentrum;;;;;;;;;1;1
In De Waag Café-Restaurant;;;;;;;;;1;1
In den Bockenreyder;;;;1;;;;;;1
In- en Outdoor Centre De Uithof;;;;1;;;;;;1
In Regie Personal Coaching;;;;;;1;;;;1
Indivisible;;;;;;;1;;;1
IndySign;;;;;;;1;;;1
Info Support;;;;;;1;;;;1
Information Security Academy;;;;;;2;;;;2
Ingeborg Bosch Pri;;;;;;1;;;;1
Inner Perspective Management Partners B.V.;;;;;;1;;;;1
Innercity Hotel;;;;;;;;;1;1
Innovero Software Solutions (incl. FormDesk);;;;;1;;;;;1
Inntel Hotels;;;;;;;;;1;1
Inquest;;;;;;1;;;;1
InSa Praktijk voor Coaching en Training;;;;;;1;;;;1
Insightsworld;;;;;;2;;;;2
Inspearit (incl. CIBIT);;;;;;2;;;;2
Instituut Clingendael Het Nederlands Instituut voor Internationale Betrekkingen;;;;;;1;;;;1
Instituut SMO;;;;;;1;;;;1
Instituut Voor Psychosynthese;;;;;;1;;;;1
Integratieve Training & Advies (Herman van Gemerden);;;;;;1;;;;1
Interim Direct/Van der Wijst personenvervoer;;;;;;;;;3;3
Interino;;;;;1;;;;;1
Interlanguage;;;;;;1;;;;1
International Card Services;;;;;;;;;1;1
International Procurement Agency;;;;;;;;;1;1
Internet New Business Concepts (Vergaderruimte-Utrecht.nl);;;;1;;;;;1;1
Internos Café;;;;1;;;;;;1
Intersafe Groeneveld;;;2;;;;;;;2
Interscience;;;;;;1;;;;1
Invorm;;;;;;1;;;;1
IPD Instituut Voor Praktijkdiploma's;;;;;;1;;;;1
Ipma Nl;;;;;;1;;;;1
Ipol (Instituut Politieonderwijs en Trainingen);;;;;;2;;;;2
Ipse de Bruggen;;;;1;;;;;;1
Iro Evangelou;;;;;;1;;;;1
IRO Vereniging Industriële Raad voor de Olie en Gas Industrie;;;;;;1;;;;1
Istana Indonesisch Restaurant;;;;;;;;;1;1
It Management Group;;;;;;1;;;;1
It Rains Fishes;;;;1;;;1;;;1
ITIP School Voor Leven en Werk;;;;;;1;;;;1
iVendo;;;;;;1;;;;1
IVM Instituut voor Veiligheid & Milieu;;;;;;1;;;;1
IVN Instituut voor natuureducatie en duurzaamheid;;;;;;1;;;;1
IVP Instituut Voor Psychotrauma;;;1;;;1;;;;1
Iwinkta;;;;;;1;;;;1
J. Franken Psychotherapie;;;;;;1;;;;1
J. Telgen Consultancy;;;;;;;;;1;1
J.E. van Groen;;;;;;1;;;;1
J3M (Dijkstra, J.D.);;;;;;;;;1;1
Jaarbeurs Catering Services;;;;;;;;;1;1
Jaarbeurs Utrecht;;;;;;1;;;2;2
Jam Visueel Denken;;;;;;2;;;;2
Jamm Beach;;;;;;;1;;;1
Jan Andreae en Partners;;;;;;2;;;;2
Janskerk Utrecht;;;;;;;;;1;1
JCB Management Services;;;;;;;;;1;1
Jean Marie Restaurant;;;;1;;;;;;1
JeBesteZelfZijn;;;;;;1;;;;1
Jeroen Windhorst;;;;;;2;;;;2
JJBK (Eerste Hulp Cursussen Nijverdal);;;;;;1;;;;1
Job Carousel B.V.;;;;;2;;;;;2
Job Frieszo media-adviseur;;;;;;1;;;;1
Jobbeke;;;;;;1;;;;1
Joh. Hogendoorn;;;;;;;;;1;1
Joopvos.Com;;;;;;2;;;;2
Jos Ten Berg Handelsmaatschappij;;;;1;;;;;;1
Juliana's Café Restaurant (incl. In Pace);;;;1;;;;;;1
Juridische Hogeschool Avans-Fontys;;;;;;1;;;;1
Just Connecting;;;;;;1;;;;1
KAD Kenniscentrum Dierplagen;;;;;;1;;;;1
Kader Bureau voor Kwaliteitszorg;;;;;;1;;;;1
Kameryck;;;;;;;1;;;1
Kamperman Advies;;;;;;2;;;;2
Kantine Exploitatie H.S.V.-V.U.C.;;;;;;;;;1;1
Karel V Utrecht Grand Hotel;;;;1;;;1;;1;1
Kasteel De Essenburgh Training & Vorming Accommodatie ;;;;;;1;;;;1
Kasteel De Hooge Vuursche;;;;;;;;;1;1
Kee Lun Palace;;;;;;;;;1;1
Keijzer & Van Santen Natuurslagerij;;;;;;;1;;;1
Kema;;;;;;;;;1;1
Kepner-Tregoe Nederland;;;;;;1;;;;1
Kerckebosch Drukkerij, Uitgeverij, Studiecentrum, Grafische Communicatie;;;;;;1;;;;1
Kers & Partners;;;;;;1;;;;1
Kerst Company B.V.;;;;1;;;;;;1
Keuken van Hackfort;;;;;;;1;;;1
Keurslagerij Crist Coppens;;;;;;1;;;1;1
Kickstart School;;;;;;1;;;;1
Kim Spinder;;;;1;;;;;;1
King Arthur Groep;;;;1;;;;;;1
Kite Extreme;;;;;;;1;;;1
Kivi Niria Congresbureau;;;;;;1;;;1;1
Kiwa Groep (incl. Gas Technology, Prismant, Certification);;;;;;1;;;;1
Klaas Koster;;;;;;;1;;;1
Kleczewski;;;;;;4;;;;4
Klingen Bomen;;;;;;1;;;;1
Klussenbedrijf J.W. van Laar;;;;;;;;;1;1
KNMvD Koninklijke Nederlandse Maatschappij voor Diergeneeskunde;;;;;1;1;;;;1
Knowledge Exchange (incl. Howardshome, Finchline Media);;;;;;1;;;;1
KNPV;;;;1;;;;;;1
KNRM Koninklijke Nederlandse Redding Maatschappij;;;;;;;;1;;1
KNVI Verenigingsbureau (vh NVB Ned Ver van Biblioth Doc en Literatuurond);;;;;;1;;;;1
Kodision;;;;;;1;;;;1
Koken Op Maat;;;;;;;1;;;1
Koko;;;;;;;;;1;1
Komfort Exploitatie Maatschappij;;;;;;;;;1;1
Koninklijk Zoölogisch Genootschap Natura Artis Magistra;;;;;;;1;;;1
Koninklijke Ahrend (incl. Ahrend Inrichtingen);;;2;;;;;;;2
Koninklijke Begeer (incl. W. van Veluw);;;;1;;;;;;1
Koninklijke Nederl. Ver. voor Microbiologie;;;;;;1;;;;1
Koninklijke van den Boer Groep (incl. Oseven, happening and food);;;;;;;;;1;1
Koninklijke Vereniging Het Comité van Graanhandelaren;;;;;;1;;;;1
Koninklijke Visio;;;1;;;;;;;1
Konst;;;;1;;;;;1;1
Kookstudio De Kombuis;;;;;;;1;;;1
Kool Rondvaartbedrijf;;;;;;;1;;;1
Korte Poten 1-3;;;;;;;1;;;1
KPMG;;;;;;1;;;;1
KPN (incl. Getronics, PTT Telecom);;;;;;;;;1;1
Krabbendam Kadoverpakking en Kado;;;;1;;;;;;1
Krasevents Organisatie & Advies;;;;1;;;;;;1
Krauthammer International;;;;;;2;;;;2
Kremer Communicatie;;;;;;1;;;;1
KVSA van Halverhout & Zwart en Zurmühlen;;;;;;;;;1;1
Kwibus Fun-Bus;;;;;;;1;;;1
L&M Software;;;;;;1;;;;1
L. Timmermans;;;;;;1;;;;1
La Cucaracha Mexican Cantina;;;;1;;;;;;1
La Meridiana Restaurant Zwolle;;;;;;;1;;;1
La Place Catering Service Restaurant;;;;1;;;;;1;1
La Poutre Bureau;;;;;;2;;;;2
La Sonnerie Hotel;;;;;;;;;1;1
La Vina Restaurant;;;;2;;;1;;1;2
Lagerweij & Partners;;;;;;1;;;;1
Landbouwbedrijf ''t Hof Welgelegen';;;;;;;;;1;1
Landgoed De Reehorst Hotel en Congrescentrum, Facilitairbedrijf (incl. Antropia);;;;;;1;;;2;2
Landgoed Huize Bergen;;;;;;;;;1;1
Landgoed Vriezenhuis;;;;;;;;;1;1
Landhoeve Rijkel;;;;;;;;;1;1
Lands End Hotel-Café-Restaurant;;;;;;;;;1;1
Landschapsbeheer Rinnegom;;;;;;;;;1;1
Landstede;;;;;;;1;;;1
Langedijk Consult;;;;;;1;;;;1
Langerak De Jong;1;;;;;;;;;1
Lansuplant Mouton;;;;;;;1;;;1
Lanting Consult;;;;;;1;;;;1
Lanting Reizen;;;;;;;;;1;1
Las Fiestas Del Mundo;;;;1;;;;;;1
Las Palmas Visrestaurant;;;;;;;1;;;1
Latin Harvest;;;;;;1;;;;1
Lavifoto;;;;1;;;;;;1
Le Bistroquet;;;;1;;;;;;1
Le Connaisseur Grand Restaurant;;;;;;;1;;;1
Le Journal;;;;1;;;;;1;1
Le Mariage & The Bounge;;;;;;;1;;;1
Lean Consultancy Group;;;;;;2;;;;2
Lean Six Sigma Company;;;;;;1;;;;1
Learn It;;;;;;2;;;;2
Leaseplan Nederland;1;;;;;;;;1;1
Lebkov & Sons;;;;;;;;;1;1
Lectric Internetopleidingen;;;;;;2;;;;2
Leeuwendaal Advies;;;;;4;3;;;;5
Lekkrr;;;;;;;;;1;1
Leo Ringelberg Touringcars;;;;1;;;;;;1
Leonard de Mol van Otterloo;;;;;;1;;;;1
Les Ombrelles Visspecialiteiten Restaurant;;;;1;;;1;;;1
Les Pÿýcheurs B.V.;;;;1;;;;;;1
Liandon;;;;;;;;;1;1
Libereaux;;;;;1;1;;;;1
Liesbeth's Grandcafé;;;;1;;;;;;1
Lieve Restaurant;;;;;;;1;;;1
Liff Restaurant Grandcafé;;;;;;;1;;;1
LIFT Limburgs Interim Functievervullingstrajecten;;;;;1;;;;;1
Lijst-In;;;;;;;1;;;1
Lime;;;;1;;;1;;;1
Linden bedrijfskleding;;;1;;;;;;;1
Litax Reizen;;;;;;;;;1;1
Little V Vietnamees Restaurant;;;;;;;1;;;1
Live Trainingen;;;;;;1;;;;1
Lloyd's Register (incl. Cedeo);;;;;;1;;;;1
Loburg B.V.;;;;;;;1;;;1
Locatie Museumpark;;;;;;1;;;;1
Logeion Vereniging Voor Communicatie;;;;;;1;;;;1
Logement De Gaaper;;;;;;;;;1;1
Logement de Reiziger;;;;;;;;;1;1
LOI Leidse Onderwijsinstelling;;;;;;1;;;;1
Lotusstudiekring Rivierenland;;;;;;1;;;;1
Lounge 8;;;;1;;;;;;1
Love 2 Learn;;;;;;1;;;;1
LPD Luteijn Personeelsdiensten;;;;;;1;;;;1
LS Holding (incl. Adhd & Werk, De Eerste Verdieping);;;;;;1;;;;1
LSSA Lean six sigma academy;;;;;;1;;;;1
LSSN Lean Six Sigma Nederland;;;;;;1;;;;1
LtHS Lili ter Horst-Sanders;;;;;;1;;;;1
LTO Land- en Tuinbouworganisatie (incl. Groeiservice, LLTB, ZLTO, LTO Noord, LTO Vastgoed);;;;;;1;;;;1
LTP;;;;;3;;;;;3
Lübeck Grand Café Exploitatie;;;;1;;;1;;1;1
Luden Restaurant&Brasserie;;;;1;;;;;1;1
LugthArt;;;;1;;;;;;1
Lumenz Talentontwikkeling (incl. Om de hoek);;;;;;;;;1;1
Lunchbus;;;;;;;;;1;1
Lunchroom Nieuw Engelhard;;;;1;;;;;1;1
L'Union Café-Restaurant;;;;;;;1;;;1
Luxor Theater Rotterdam (incl. Restaurant);;;;1;;;;;;1
Lytton Arbeid & Gezondheid;;;;;;1;;;;1
M&B Holding > Renew;;;;;;2;;;;2
M. Wolterink Cartoonist;;;;;;;1;;;1
M.M. Projects;;;;;;;;;1;1
M.Z.S.;;;;;;1;;;;1
Maasdriel Stichting Beheer en Exploitatie Sport- en Manifestatiehal;;;;;;;1;;;1
Maatschap K.J., J.J. en J.K. van Weperen;;;;;;1;;;;1
MacBike;;;;;;;;;1;1
Macy's Haarlemmermeerstation;;;;1;;;;;;1
Madeleine;;;;;;;1;;;1
Madurodam;;;;;;;2;;;2
Magneet Poortugaal;;;;1;;;;;1;1
Mainpress (incl. Computerboek.nl, Managementboek.nl, Jongbloed);;;;;;1;;;;1
Maison De La Foret;;;;1;;;1;;1;2
Management Producties;;;;;;1;;;;1
Maph;;;;1;;;;;;1
Marcus Evans Linguarama;;;;;;1;;;;1
Margo Kistemaker inspiratie & energiewerk;;;1;;;;;;;1
Margolin (vh Loyalis Mens en Werk);;;1;;1;;;;;1
Marijke Verduyn Tekst & Advies;;;;;;;1;;;1
Marketing Groningen;1;;;1;;;1;;;1
Marloes Clemens;;;;;1;;;;;1
Marten Disberg;;;;;;1;;;;1
Martens Groente- en Fruitspeciaalzaak;;;;;;;1;;;1
Martini Budget Hotel;;;;;;;;;1;1
Maryse Ducheine Advies & Media - MaDaMe;;;;;;2;;;;2
Mast Creativiteit;;;;;;1;;;;1
Master IT;;;;;;1;;;;1
Mastercircle;;;;;;1;;;;1
Matoeta (Ingrid Eijssink Analytische Coaching);;;;;;1;;;;1
Mauritshuis;;;;1;;;1;;;1
Mavim Holding;;;;;;2;;;;2
Maxilia (incl. Greengiving.nl);;;;1;;;;;;1
Maxime Restaurant;;;;1;;;1;;;1
Maximiliaan Holding B.V.;;;;;;;1;;;1
MBS Brandwachten;;;;;;;;;1;1
MCS-ARBO;;;1;;;;;;;1
Mede Organisatie-Advies-Training;;;;;;1;;;;1
Medemblik Hotel (incl Het Wapen van Medemblik);;;;;;;;;1;1
Mediavrouw;;;;;;1;;;;1
Medirond EHBO-BHV Opleidingen;;;;;;1;;;;1
Meds Mediterraan Restaurant & Tapas;;;;;;;1;;;1
Meelfabriek Zijlstroom;;;;;;;1;;;1
Meer Effect Qualitytime;;;;;;1;;;;1
Meerendonk Hotel Park;;;;;;;;;1;1
Meeting Plaza;;;;;;1;;;1;1
Meetingpartners;;;;;;1;;;;1
Meeus;;;;;;;;;1;1
Mekander Coaching/Leiderskunst;;;;;;1;;;;1
Mennega Broodjeshuis/Cateringservice;;;;;;;1;;;1
Mercure Hotels;;;;;;1;1;;2;2
Merici Hotel;;;;;;;;;1;1
Metos Kitchen Intelligence;;;1;;;;;;;1
Meutzner Licht Design;;;;;;1;;;;1
Mijnbouwkundige Vereniging;;;;;1;;;;;1
Milu Sancy Tres;;;;;;;1;;;1
Mipapo;;;;;;;1;;;1
Mirre Maan;;;;;;1;;;;1
Missing Link;;;;;;1;;;;1
Mitra Slijterij;;;;1;;;;;;1
Mizu;;;;2;;;;;;2
Mk2 Visuele Media;1;;;;;;;;;1
MKPC Molenaar, Koet & Partners Consultant;;;;;;1;;;;1
Mobility Mixx;;;;;;;;;7;7
Modef (Dom, F.J.);;;;;;;;;1;1
Moderatiemethode Nederland;;;;;;1;;;;1
Modez Hotel;;;;;;;;;1;1
Modint Ond.Org. Mode, Inter, Tapijt & Textiel;;;;1;;;;;;1
MOL-MAASDAM & Partners;;;;;;1;;;;1
Mondial Movers;;1;;;;;;;;1
Monique van der Meer Coaching en Stressmanagement;;;;;;1;;;;1
Montana Snowcenter;;;;1;;;;;;1
Mood;;;;;;;;;1;1
Morel Opleiding en Training;;;;;;1;;;;1
Mos Events;;;;;;1;;;;1
Motel Assen;;;;;;;1;;1;1
Motel Eindhoven;;;;;;;;;1;1
Motel Heerlen;;;;;;;;;1;1
Motel Nuland;;;;;;;;;1;1
Motex Promowear;;;1;;;;;;;1
Move A Mountain;;;;;;1;;;;1
Movenience;;;;;;;;;1;1
Moverum;;;;;;1;;;;1
MTI - Mediation Trainingsinstituut;;;;;;1;;;1;1
Mts Goertz-Grispen Opleidingen en Advies;;;;;;2;;;;2
Mulder Media;;;;1;;;;;;1
Multi Vlaai;;;;1;;;;;;1
Multicopy (incl. Andre Cossee);;;;;;1;;;;1
Museum Boerhaave;;;;;;;;;1;1
Museum Catering;;;;;;;2;;1;2
Museum Shop;;;;1;;;;;;1
Museumkwartier;;;;1;;;1;;1;1
MW&V;;;;;;1;;;;1
MYbusinessmedia (vh Media Business Press);;;;;;1;;;;1
Mykonos Grieks Specialiteiten Restaurant;;;;1;;;;;;1
Naf - Nederlands Architectuur Forum;;;;;;1;;;;1
Nationaal Lucht- en Ruimtevaartlaboratorium;;;;;;1;;;;1
Nationaal Noords Centrum;;;;;;;;;1;1
Natsumi Fusion Japans Restaurant;;;;;;;1;;;1
NBC - Nieuwegeins Business Center, De Blokhoeve, Exploitatie;;;;;;;3;;1;3
NCDO;;;;;;1;;;;1
NCOI Nederlands Commercieel Opleidingsinstituut (incl. NedFac, ISES, ISBW, Bestuursacademie Nederland);;;1;;;4;;;;4
NDC Mediagroep;;;;1;;;;;;1
Nederlands Debat Instituut;;;;;;1;;;;1
