OBJECTID;ADRES;ADRES_TYPE;SOORTADRES;OPENBARERUIMTENAAM;HUISNUMMER;HUISLETTER;TOEVOEGING;POSTCODE;GEBRUIKSDOEL;BUURTNAAM;WIJKNAAM;STADSDEELNAAM;WOONPLAATSNAAM;BAG_ID_VERBLIJFSOBJECT;BAG_ID_ADRES;BAG_ID_PAND;VVE;AARD_ZAKELIJKRECHT;CULTUURBEBOUWD;KADAANDUIDING_APPARTEMENTSRECHT;SPLITSINGSTYPE;ONTSTAANUIT_SPLITSING;KADAANDUIDING_PERCELEN;KADCONTROLE;X;Y;LONG;LAT
446;Noordwal 75 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;75;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000572411;0518200000572410;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 29;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80554.60000000149;455056.08199999854;4.301194350670616;52.078769194067625
447;Noordwal 74 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;74;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000405086;0518200000405085;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 30;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80549.54699999839;455052.73099999875;4.3011213815764755;52.07873840008128
448;Noordwal 73 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;73;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000876515;0518200000876514;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 31;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80544.26000000164;455049.2250000015;4.301045033415832;52.07870618163866
449;Noordwal 72 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;72;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000690137;0518200000690136;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 32;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.04399999976;455045.7659999989;4.3009697106733675;52.078674395071616
450;Noordwal 71 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;71;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000876513;0518200000876512;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 33;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80534.1259999983;455042.50499999896;4.300898691277668;52.07864442790937
451;Noordwal 70 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;70;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000405084;0518200000405083;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 34;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80520.97199999914;455040.7509999983;4.3007072174552015;52.07862689596158
452;Noordwal 68 2513EC 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;68;;;2513EC;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000573365;0518200000573364;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 36;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80533.01099999994;455034.5390000008;4.300884167337942;52.07857268954083
453;Noordwal 78 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;78;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000640608;0518200000640607;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 37;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80536.02100000158;455029.938000001;4.3009290736753485;52.07853174632661
454;Noordwal 79 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;79;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000505260;0518200000505259;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 38;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.51799999923;455024.5920000002;4.3009812456138325;52.078484173459415
455;Noordwal 80 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;80;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000640610;0518200000640609;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 39;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80543.00400000066;455019.26300000027;4.301033253291842;52.07843675186398
456;Noordwal 81 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;81;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437748;0518200000437747;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 40;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80546.1409999989;455014.4670000002;4.301080054251476;52.07839407325275
457;Noordwal 91 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;91;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000756433;0518200000756432;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 41;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80565.11800000072;455063.05700000003;4.301346238819045;52.078833290672804
458;Noordwal 90 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;90;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000826276;0518200000826275;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 42;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80559.80600000173;455059.53400000185;4.301269529405858;52.078800916239764
459;Noordwal 89 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;89;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437750;0518200000437749;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 43;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80554.60000000149;455056.08199999854;4.301194350670616;52.078769194067625
460;Noordwal 88 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;88;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000371873;0518200000371872;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 44;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80549.54699999839;455052.73099999875;4.3011213815764755;52.07873840008128
461;Noordwal 87 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;87;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000639661;0518200000639660;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 45;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80544.26000000164;455049.2250000015;4.301045033415832;52.07870618163866
462;Noordwal 86 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;86;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000740319;0518200000740318;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 46;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.04399999976;455045.7659999989;4.3009697106733675;52.078674395071616
463;Noordwal 85 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;85;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000739199;0518200000739198;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 47;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80534.1259999983;455042.50499999896;4.300898691277668;52.07864442790937
464;Noordwal 84 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;84;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000706646;0518200000706645;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 48;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80520.97199999914;455040.7509999983;4.3007072174552015;52.07862689596158
465;Noordwal 83 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;83;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000739197;0518200000739196;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 49;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80515.37799999863;455041.79100000113;4.300625399528464;52.07863548969566
466;Noordwal 82 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;82;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000740317;0518200000740316;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 50;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80533.01099999994;455034.5390000008;4.300884167337942;52.07857268954083
467;Noordwal 92 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;92;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000506561;0518200000506560;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 51;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80536.02100000158;455029.938000001;4.3009290736753485;52.07853174632661
468;Noordwal 93 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;93;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000505262;0518200000505261;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 52;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.51799999923;455024.5920000002;4.3009812456138325;52.078484173459415
469;Noordwal 94 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;94;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000607339;0518200000607338;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 53;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80543.00400000066;455019.26300000027;4.301033253291842;52.07843675186398
470;Noordwal 103 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;103;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000842125;0518200000842124;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 54;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80565.11800000072;455063.05700000003;4.301346238819045;52.078833290672804
471;Noordwal 102 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;102;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000371875;0518200000371874;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 55;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80559.80600000173;455059.53400000185;4.301269529405858;52.078800916239764
472;Noordwal 101 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;101;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000369321;0518200000369320;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 56;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80554.60000000149;455056.08199999854;4.301194350670616;52.078769194067625
473;Noordwal 98 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;98;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000774299;0518200000774298;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 59;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.04399999976;455045.7659999989;4.3009697106733675;52.078674395071616
474;Noordwal 97 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;97;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000436527;0518200000436526;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 60;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80534.1259999983;455042.50499999896;4.300898691277668;52.07864442790937
475;Noordwal 96 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;96;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000439042;0518200000439041;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 61;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80520.97199999914;455040.7509999983;4.3007072174552015;52.07862689596158
476;Noordwal 95 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;95;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000807300;0518200000807299;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 62;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80533.01099999994;455034.5390000008;4.300884167337942;52.07857268954083
477;Noordwal 104 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;104;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000641002;0518200000641001;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 63;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80536.02100000158;455029.938000001;4.3009290736753485;52.07853174632661
478;Noordwal 105 2513ED 's-Gravenhage;Verblijfsobject;Hoofdadres;Noordwal;105;;;2513ED;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000371622;0518200000371621;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 64;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80539.51799999923;455024.5920000002;4.3009812456138325;52.078484173459415
479;Breedstraat 170 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;170;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000412083;0518200000412082;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 66;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80566.37299999967;455062.51000000164;4.301364662961061;52.07882854363289
480;Breedstraat 174 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;174;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000613852;0518200000613851;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 68;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80560.79800000042;455060.19200000167;4.301283854629529;52.078806962883476
481;Breedstraat 176 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;176;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000378553;0518200000378552;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 69;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80558.39699999988;455058.6000000015;4.301249182265539;52.07879233318958
482;Breedstraat 178 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;178;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000813806;0518200000813805;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 70;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80555.79600000009;455056.875;4.301211621851761;52.07877648135864
483;Breedstraat 180 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;180;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000580255;0518200000580254;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 71;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80553.32299999893;455055.2419999987;4.301175908328394;52.07876147350637
484;Breedstraat 182 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;182;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000779696;0518200000779695;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 72;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80550.97399999946;455053.6860000007;4.301141986623157;52.078747174295415
485;Breedstraat 184 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;184;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000546828;0518200000546827;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 73;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80548.1959999986;455051.8449999988;4.301101869974517;52.07873025616817
486;Breedstraat 186 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;186;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000378555;0518200000378554;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 74;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80545.61100000143;455050.1330000013;4.301064540195514;52.078714523269575
487;Breedstraat 188 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;188;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000712299;0518200000712298;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 75;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80542.79300000146;455048.2659999989;4.301023845862242;52.07869736608178
488;Breedstraat 192 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;192;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000847882;0518200000847881;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 77;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80537.78500000015;455044.9479999989;4.300951526145309;52.07866687460436
489;Breedstraat 194 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;194;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000882274;0518200000882273;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 78;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80534.77699999884;455042.9519999996;4.3009080888242535;52.07864853253522
490;Breedstraat 196 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;196;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000547612;0518200000547611;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 79;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80532.13599999994;455041.2049999982;4.300869950037972;52.07863247750781
491;Breedstraat 198 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;198;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000412884;0518200000412883;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 80;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80532.15300000086;455035.86300000176;4.300871364053437;52.078584472599964
492;Breedstraat 200 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;200;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000379411;0518200000379410;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 81;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80534.34499999881;455032.5;4.3009040693344724;52.07855454497278
493;Breedstraat 202 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;202;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000712939;0518200000712938;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 82;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80536.52699999884;455029.1629999988;4.300936623042745;52.07852484964686
494;Breedstraat 204 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;204;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000712941;0518200000712940;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 83;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80538.71599999815;455025.81700000167;4.300969280769685;52.078495074372334
495;Breedstraat 206 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;206;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000379413;0518200000379412;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 84;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80540.91299999878;455022.45699999854;4.3010020581915835;52.07846517434982
496;Breedstraat 208 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;208;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000513956;0518200000513955;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 85;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80543.10300000012;455019.1099999994;4.301034730634775;52.07843539020434
497;Breedstraat 210 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;210;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000647895;0518200000647894;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 86;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80545.29899999872;455015.76000000164;4.301067491201129;52.07840557989612
498;Breedstraat 212 2513TV 's-Gravenhage;Verblijfsobject;Hoofdadres;Breedstraat;212;;;2513TV;overige gebruiksfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000624425;0518200000624424;0518100000333602;Vereniging Van Eigenaars Gebouw Noordwal Nabij De Breedstraat Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6213 A 87;Hoofdsplitsing;;GVH00 C 6205 P ,GVH00 C 6209 P ;1;80547.2809999995;455012.72199999914;4.301097062370773;52.078378544668496
