Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Fico Urban Italian;;;;1;;;;;;1
Fidato Multimedia B.V.;;;;;;1;;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;;1
Firma Hof der Muzen;;;;2;;;;;;2
Firmament B.V.;;;;;;1;;;;1
First 1 Bedrijfsfitness B.V.;;;3;;1;;;;;3
FIRST EUROFLAT HOTEL;;;;;;;;;1;1
First Service One B.V.;;;;1;;;;;;1
Fish & Meat B.V.;;;;1;;;;;;1
FitnessStoffering.nl;;;;1;;;;;;1
Fit's Koel;;;;1;;;;;;1
Fjoerfugel;;;;;;1;;;;1
Flex Academy B.V.;;;;;;1;;;;1
Flex-I.D. B.V.;;;;;;1;;;;1
Flying Service N.V.;;;;;;;;;2;2
FMO Investment Management B.V.;;;;;;1;;;;1
Focal Meditech B.V.;;;1;;;;;;;1
Focus Conferences B.V.;;;;;;1;;;;1
Focus op Tekst;;;;;;2;;;;2
FonVis B.V.;;;;1;;;;;;1
Food for Impact;;;;;;1;;;;1
Food Safety Authority of Ireland;;;;;;;;;1;1
Foodservice Alliance;;;;;;;;;1;1
Forellenvisvijvers 'De Huif' V.O.F.;;;;;;1;;;;1
Forsa Advies;;;;;;2;;;;2
Forschungsinstitut zur Zukunft der Arbeit GmbH;;;;;;;;;1;1
Four Rose's;;;;1;;;;;;1
Fox-IT;;;;;;1;;;;1
Fox-IT Group;;;;;;2;;;;2
Frame B.V.;;;;;;1;;;;1
Francisca Rosner, Art and the City;;;;;;1;;;;1
Frankwatching B.V.;;;;;;2;;;;2
Frijters Mind Tuning B.V.;;;;;;1;;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;;;;;1;1
Fujiyama;;;;1;;;;;;1
Futureconsult Holding B.V.;;;;;;1;;;;1
G4S Training & Safety Solutions bv;;;;;;1;;;;1
Gajes in de Bajes;;;;1;;;;;;1
Gardepoort;;;;1;;;;;;1
Gartner Nederland B.V.;;;;;;2;;;;2
Gartner U.K. Limited;;;;;;1;;;;1
Gauchos Franchise Utrecht B.V.;;;;1;;;;;;1
Gauchos Nederland B.V.;;;;1;;;;;;1
Gebr. Barendsen B.V.;;;;2;;;;;;2
Geestman & V;;;;;;1;;;;1
GemeenteCollege;;;;;;1;;;;1
GEO-ICT Training Center;;;;;;1;;;;1
Geoplan Nederland B.V.;;;;;;1;;;;1
Geschenk met Verhaal B.V.;;;;1;;;;;;1
Gesprek in Beweging;;;;;1;1;;;;1
Get Events;;;;;;;1;;;1
Get Events B.V.;;;;;;;1;;;1
get the laugh flow;;;;1;;;;;;1
Geuzinge & Groeneveld B.V.;;;;;;1;;;;1
Gezondheidsdienst voor Dieren;;;;;;2;;;;2
GITP B.V.;;;;;;1;;;;1
GITP Training & Opleiding B.V.;;;;;;1;;;;1
GJM Communicatie B.V.;;;;;;1;;;;1
Global Knowledge Network Netherlands B.V.;;;;;;1;;;;1
Global Project Performance;;;;;;1;;;;1
Glope Events B.V.;;;;1;;;;;;1
Glow Golf Scheveningen B.V.;;;;1;;;;;;1
Go B.V.;;;;;;1;;;;1
Go! Total Branding B.V.;;;;;;1;;;;1
Goede Mynott Holding B.V.;;;;1;;;;;;1
Golfpark Groendael B.V.;;;;1;;;;;;1
Good Cause Concepts;;;;;;1;;;;1
Good Conditions B.V.;;;1;;;;;;;1
Good! B.V.;;;;;;1;;;;1
GoodHabitz B.V.;;;;;;2;;;;2
Gooiconsult Academie B.V.;;;;;;3;;;;3
Goudkantoor Cafe Restaurant;;;;1;;;;;;1
GrachtenAtelier;;;;1;;;;;;1
Grand Caf� 21;;;;1;;;;;;1
Grand Caf� Hemels;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;;1
Grand Caf� Restaurant Dames Dijkstra;;;;1;;;;;;1
Grandcafé De Wens B.V.;;;;1;;;;;1;1
Grandcafe Haagsche Bluf;;;;1;;;;;;1
Graphic Hunters;;;;;;1;;;;1
Green Cow Bike Tours;;;;1;;;;;;1
GRID Grafisch Museum Groningen;;;;1;;;;;;1
Grieks Specialiteiten Restaurant Saloniki;;;;1;;;;;;1
Groeneveld Horeca B.V.;;;;1;;;;;1;2
GuruScan B.V.;;;;;;1;;;;1
Gusto Mangia e Bevi;;;;1;;;;;;1
Gusto Rotterdam B.V.;;;;1;;;;;;1
Haags Congres Bureau;;;;;;1;;;;1
Haags Historisch Museum;;;;1;;;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;1;;;;1
HÃ©ron Petit Restaurant;;;;1;;;;;;1
Hallmark Cards Nederland;;;;1;;;;;;1
Hampshire Exploitatie I B.V.;1;;;1;;1;;;4;4
Hampshire Hotel Groningen;1;;;;;;;;;1
Handelsonderneming Bowork V.O.F.;;;1;;;;;;;1
Hap-Inn B.V.;;;;1;;;;;;1
Happy Day Tours;;;;;;;1;;;1
Happy Meat B.V.;;;;1;;;;;;1
Hattem Restaurant B.V.;;;;1;;;;;;1
Havenbedrijf Antwerpen N.V.;;;;;;;;;1;1
Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
HeadFirst B.V.;2;;;;;;;;;2
Health2Work B.V.;;;1;;;;;;;1
HeartMath BeNeLux B.V.;;;;;1;1;;;;1
Hebo B.V.;;;;;;1;;;;1
Heco Systems B.V.;;;;;1;;;;;1
Heemkundevereniging Maas- en Swalmdal;;;;1;;;;;;1
Heijblok theater en training;;;;1;;;;;;1
Helder Werk B.V.;;;2;;;;;;;2
Heli Holland Trading B.V.;2;;;;;;;;;2
Helicon Opleidingen;;;;;;1;;;;1
Heliview Conferences en Training B.V.;;;;;;1;;;;1
Helix Advies B.V.;;;;;;1;;;;1
Hemingway;;;;1;;;;;;1
Herberg 'In den Bockenreyder' B.V.;;;;1;;;;;;1
Herberg 't Plein;;;;;;;;;1;1
Herten en Wilde Zwijnen B.V.;;;;;;;;;1;1
Hervormde Gemeente Nijkerk;;;;1;;;;;;1
Het Bakkertje;;;;1;;;;;;1
Het Blije Wij;;;;;1;;;;;1
Het Catharina Gasthuis;;;;1;;;;;;1
Het Catshuys;;;;1;;;;;;1
Het Chocolade Huis;;;;1;;;;;;1
Het Dorstige Hert;;;;1;;;;;;1
Het Drents Kwartiertje;;;;1;;;;;;1
Het Eerste Huis;;;;;;1;;;;1
Het Financieele Dagblad B.V.;;;;1;;;;;;1
Het Heden;;;;1;;;;;;1
Het Inzichtenlab;;;;;;1;;;;1
Het Kookplein;;;;1;;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;2;;;;;;2
Het Ned. Instit. voor Verkeersveiligheid B.V.;;;;;;2;;;;2
Het Nederl.talig Buisleiding Industrie Gilde;;;;;;1;;;;1
Het Pleidooi;;;;1;;;1;;1;2
Het Wijspaleis;;;;;;1;;;;1
Heuvelman Sound & Vision B.V.;;;;1;;;1;;;1
HFCC;;;;;;;;1;;1
Hieper de Pieper B.V.;;;;1;;;;;;1
Highmark Hoofddorp B.V.;;;;;;;;;1;1
Hocarest B.V.;;;;1;;;;;;1
Hoeve Kromwijk;;;;1;;;;;;1
Hokra B.V.;;;;2;;1;;;;2
HolacracyOne, LLC;;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;1;;;;;1;2
Holland Innovative B.V.;;;;;;1;;;;1
HollandDoor Co�peratie UA;;;;1;;;;;;1
Hollandse Hoogte B.V.;;;;1;;;;;;1
Homan Consultancy;;;1;;;1;;;;1
Home food & drinks;;;;1;;;;;;1
Hoober B.V.;;;;;;;1;;;1
Horeca Exploit. Maatsch. ROOK BAR BQ Restaur.;;;;1;;;;;;1
Horeca Exploitatie Maatschappij De Zalm B.V.;;;;1;;;;;;1
Hospitality Bloom B.V.;;;;;;1;;;;1
Hotel Bussloo B.V.;;;;;;1;;;;1
Hotel Contact B.V.;1;;1;1;1;4;3;;7;7
Hotel De Jonge Exploitatie B.V.;;;;1;;;;;;1
Hotel Des Indes B.V.;;;;;;;1;;;1
Hotel Des Indes Beheer B.V.;;;;1;;;;;;1
Hotel Mitland;;;;1;;;;;;1
Hotel Post Plaza B.V.;;;;1;;;;;;1
Hotel-CafÃ©-Restaurant 'W.E.E.V.A.';;;;1;;;;;;1
Hotel-Restaurant De Roosterhoeve;;;;;;;;;1;1
House of Lords B.V.;;;;1;;;;;;1
how2ask;;;;;;1;;;;1
HSK Interventie B.V.;;;1;;;;;;;1
Huisaanhuis.nu B.V.;;;;1;;;;;;1
Human Rights at Work;;;;;;1;;;;1
Humphrey's Restaurant;;;;1;;;;;;1
Humphrey's Utrecht B.V.;;;;1;;;1;;;1
Hutten Business Catering B.V.;;;;;;;;;1;1
Huureeneend.nl;;;;1;;;;;;1
HvdL Coaching;;;;;;2;;;;2
Hyphen Projects B.V.;;;;;;;;;1;1
I2L, instituut voor innovatie en leren;;;;;;1;;;;1
IASDEO project consultancy;;;;;;1;;;;1
IBM Nederland B.V.;;;;;;1;;;;1
ICC Ned., Ond. v. ICC, The World Bus. Organ.;;;;;;1;;;;1
ICM Administratie B.V.;;;;;;2;;;;2
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;1;2
Id Network Nederland;;;;;;1;;;;1
ID Ware International B.V.;;;;;;1;;;;1
Identity Focus;;;;;;1;;;;1
IDfel Val de Loire;;;;;;;;;1;1
Idols Den Haag B.V.;;;;1;;;;;;1
Iep Holding B.V.;;;;;;1;;;;1
IIR Ltd;;;;;;2;;;;2
IJntema Consultancy;;;;;;1;;;;1
Impact Academy;;;;;;;;;2;2
ImpactAbility;;;;;;1;;;1;1
Impro4u;;;;1;;;;;;1
Impulsus Personal Quality and Results;;;;;1;2;;;;2
iN Crime;;;;;;1;;;;1
In de Driehoek, congres- en vergadercentrum;;;;;;;;;1;1
In den Vollen Pot B.V.;;;;1;;;;;;1
In Duplo, Vereniging voor Mr.drs.-Studenten;;;;;1;;;;;1
In Pace B.V.;1;;;1;;;;;;1
In Touch Women Resource Management B.V.;;;;;;;;;1;1
In2Content B.V.;;;;;;1;;;;1
In-Act Marketing & Organization B.V.;;;;;;1;;;;1
Independent Regulators Group IRG;;;;;;2;;;;2
Indisch Restaurant Garoeda;;;;1;;;;;;1
Industrial Asset Management Council;;;;;;;;;1;1
Industrieel Klimmen B.V.;;;;;;1;;;;1
Information Security Academy B.V.;;;;;;1;;;;1
Infotopics B.V.;;;;;;2;;;;2
Inkesta B.V.;1;;;;;;;;;1
Innessence;;;;;;1;;;;1
Innovero Software Solutions B.V.;;;;;;1;;;;1
Inntel Hotels Rotterdam Centre;;;;;;;;;1;1
Inprevo;;;;;;1;;;;1
Inside-Out;;;;;;1;;;;1
InsideStory;;;;;;2;;;;2
InsightsWorld B.V.;;;;;;2;;;;2
Institute for International Research;;;;;;1;;;;1
Institute for International Research(IIR BV);;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;1;1
Instituut voor Bedrijfskundige Opleidingen;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor Veiligheid en Milieu B.V.;;;;;;1;;;;1
Instituut Werk en Stress B.V.;;;;;;2;;;;2
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;1;2
Intelligence Group B.V.;;;;;1;;;;;1
Intermedius B.V.;;;;;;1;;;;1
International Anti Crime Academy B.V.;;;;;;1;;;;1
International Association for Food Protection;;;;;;;;;1;1
International Publishing & Sales B.V.;;;;;;;;;1;1
Intersafe Groeneveld B.V.;;;2;;;;;;;2
Interscience B.V.;;;;;;1;;;;1
Intertoys Holland B.V.;;;;1;;;;;;1
Intop Zorgsector B.V.;;;;;;1;;;;1
Intune B.V.;;;;;;1;;;;1
IP Computer Training Centrum Zwolle B.V.;;;;;;1;;;;1
IPD;;;;;;1;;;;1
IPMA - NL;;;;;;1;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
Ipol B.V.;;;;;;1;;;;1
IPro Training NL B.V.;;;;;;1;;;;1
iQ-events B.V.;;;;2;;;;;;2
Iretail.Solutions B.V.;;;;;;;;;1;1
ISBW;;;;;;1;;;;1
Ises Computrain;;;;;;1;;;;1
ISPAIA;;;;;;;;;1;1
IT Management Group;;;;;;2;;;;2
ItaQ;3;;;;;;;;;3
Ithaka Harbors. Inc.;;;;;;1;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
Ixchel Coaching, Training & Mediation;;;;;;1;;;;1
J.E. Verstraate t.h.o.d.n. CiEPPersonal Quality & Results;;;;;;1;;;;1
Jaarbeurs B.V.;;;;;;;;;1;1
JaBa Sup;;;;1;;;;;;1
Jachthaven Zuidwesthoek B.V.;;;;1;;;;;;1
Jakajima;;;;;;;;;1;1
Jamie's Italian Den Haag;;;;1;;;;;;1
Joe's;;;;1;;;;;;1
Joey's Bar;;;;1;;;;;;1
Joh. Hogendoorn;;;;;;;;;1;1
JRworks;;;;;;1;;;;1
JS Consultancy;4;;;;;;;;;4
JS Consultancy B.V.;;;;;;2;;;;2
Juridisch contractonderwijs;;;;;;1;;;;1
JVDT B.V.;;;;;;1;;;1;2
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;1;;;;1
Kaliber Interactive B.V.;;;;;1;;;;;1
Kamperman Advies;;;;;;1;;;;1
Kanteff Speech Processing;;;;;;1;;;;1
Kasteel de Wittenburg B.V.;;;;1;;;;;;1
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;1;1
Keek Training & Advies;;;;;;1;;;;1
Kemeling Taaltraining en Tekstadvies;;;;;;1;;;;1
Kennis- en Adviescentrum Dierplagen;;;;;;1;;;;1
Kenniscentrum AD(H)D en ASS B.V.;;;;;;1;;;;1
Kerkcentrum Open Hof;;;;;;;;;1;1
Kerkelijk Bureau Protestantse Gemeente Voorburg;;;;1;;;;;;1
Kers & Partners B.V.;;;;;;1;;;;1
Kersten Perspectief Advies, Inc.;;;;;;1;;;;1
Keukenhof B.V.;;;;1;;;;;;1
Keukenvuur;;;;1;;;;;;1
Keurmerkinstituut B.V.;;;;;;1;;;;1
Keurslagerij van Strien B.V.;;;;1;;;;;;1
Keynote;;;;;;;;;1;1
KHZ Internationale Verhuizers;;1;;;;;;;;1
Kien Facility Management B.V.;;;;1;;;;;;1
Kies, voor jezelf;;;;;;2;;;;2
King Arthur B.V.;;;;1;;;;;;1
Kite-Extreme;;;;1;;;;;;1
Klaverblad Rechtsbijstand Stichting;;;1;;;;;;;1
Kleczewski B.V.;;;;;;2;;;;2
Klinikum Mannheim GmbH Universit�tsklinikum Medizinische Fakult�t Mannheim der;;;;;;;;;1;1
Klinkhamer Conference Management B.V.;;;;;;1;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
KM Consult;;;;;;1;;;;1
Koetsenruijter Conflictmanagement en Bemid.;;;;;;1;;;;1
Koffie- en Eetsalon 't Achterommetje;;;;1;;;;;;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;;;;;;1;1
Kon. Verenig. Het Comite van Graanhandelaren;;;;;;1;;;;1
Koninkl. Ver. van Gasfabrikanten in Nederland;;;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;;;;;;1;;;;1
Koninklijke Burgers' Zoo;;;;1;;1;;;;1
Koninklijke Luchtvaart Maatschappij N.V.;;;;;;;;;1;1
Koninklijke Nederl. Mij. voor Diergeneeskunde;;;;;;;;;1;1
Koninklijke Nederl. Ver. voor Microbiologie;;;;;;;;;1;1
Konnichi WA B.V.;;;;1;;;;;;1
Kook en Proefstudio Den Haag;1;;;1;;;;;;1
Kookmeesters B.V.;;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;;1
KPMG Audit;;;;;;1;;;;1
Krabbendam Kadoverpakking B.V.;;;;1;;;;;;1
Krauthammer International Netherlands B.V.;;;;;;1;;;;1
Kroast Concept B.V.;;;;1;;;;;;1
Kroon B.V.;;;1;;;;;;;1
KSG B.V.;;;;;;6;;;;6
Kudding & Partners B.V.;;;;;;4;;;;4
Kunst&Kook workshopatelier;;;;1;;;;;;1
Kwestie van Smaak;;;;1;;;;;;1
La Cannette Arnhem B.V.;;;;1;;;;;;1
La Liguria;;;;1;;;;;;1
La Trattoria;;;;1;;;;;;1
La Vina B.V.;;;;2;;;;;1;2
Lab QAcademy;;;;;;2;;;;2
Lagerweij & Partner Consultants B.V.;;;;;;2;;;;2
Landesmesse Stuttgart GmbH;;;;;;;;;1;1
Landgoed de Horst;;;;;;1;;;;1
Landwinkel De Heus;;;;;;;;;1;1
Langhenkel Opleiding, Training & Advies B.V.;;;;;;1;;;;1
Langszij Zeilcharters;;;;1;;;;;;1
Launch in US Alliance;;;;;;3;;;;3
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Le Strasbourg;;;;2;;;;;;2
LE:EN Restaurant B.V.;;;;1;;;;;;1
LeadersInformed B.V.;;;;;;1;;;1;1
Learn it B.V.;;;;;;1;;;;1
Learning Vision;;;;;;1;;;;1
Learnit Training;;;;;;1;;;;1
Leaseplan Nederland N.V.;2;;;;;;;;2;3
Lectric Opleidingen B.V.;;;;;;1;;;;1
Leefbaar Rotterdam;;;;1;;;;;;1
Leeuwendaal Advies B.V.;;;1;;1;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Lemon Grass Gastronomie B.V.;;;;1;;;;;;1
Lensky Sound;;;;1;;;;;;1
Let's Cook Together;;;;1;;;;;;1
Lexxion Verlagsgesellschaft mbH;;;;;;;;;1;1
Libereaux B.V.;;;;;;1;;;;1
LifeGuard Health Services B.V.;;;;;2;1;;;;2
LinkedIn Ireland Unlimited Company;;;;;;1;;;;1
LinQue Consult B.V.;;;;;;2;;;;2
Litecert;;;;;;1;;;;1
Little V Den Haag B.V.;;;;1;;;;;;1
Livit Orthopedie B.V.;;;1;;;;;;;1
LKCT;;;;;;1;;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
LMB Den Haag B.V.;;;;1;;;;;;1
Locatie Museumpark;;;;;;1;;;1;1
Loft76;;;;1;;;;;;1
Logeion;;;;;;1;;;1;1
Logeion Beroepsvereniging voorCommunicatie;;;;;;1;;;;1
Lokaal 58 B.V.;;;;;;1;;;;1
Loof training en advies B.V.;1;;;;;1;;;;1
Loopbaanonderhoudsgroep;;;;;;1;;;;1
Lounge 8;;;;1;;;;;;1
Lourens van Vliet h.o.d.n. Bakkerij Bart;;;;1;;;;;;1
LS telcom AG;;;;;;2;;;;2
LTP Advies B.V.;;;;;;1;;;;1
Luchtkussenverhuur Hesseling;;;;1;;;;;;1
Luden B.V.;;;;1;;;;;;1
Lumineux;;;;;;;;;1;1
Lunchroom & Cateraar 'Stricklede';;;;1;;;;;;1
Lunchroom de Bongerd;;;;1;;;;;;1
Lunchroom Figaro;;;;1;;;;;;1
Lysias Advies B.V.;;;;;;1;;;;1
Lytton Arbeid & Gezondheid B.V.;;;1;;;1;;;;1
M. & B. Holding B.V.;;;;;;2;;;;2
Maarsingh & Van Steijn Groningen B.V.;;;;;1;;;;;1
Maarsingh & Van Steijn Holding B.V.;;;1;;;;;;;1
Maastricht Excursies B.V.;;;;1;;;;;;1
Maatschap Holtrop Delfstrahuizen;;;;1;;;;;;1
Maatschap Parre en Deden Consultancy;;;;;;1;;;;1
Maatschap The Demand Group;;;;;;1;;;;1
Maatschap Wismeijer Stelling;;;;1;;;;;;1
Maatschap Xpand Nederland;;;;;;1;;;;1
Madurodam B.V.;;;;;;;;;2;2
Magnet.me NL B.V.;;;;;1;;;;;1
Mainpress B.V.;;;;;;1;;;;1
Maison de la Foret;;;;1;;;;;;1
MaJe 2015 B.V.;;;;;;;;;1;1
Maliebaan45 B.V.;;;;;;1;;;;1
Management Producties B.V.;;;;;;1;;;1;1
Margolin B.V.;;;1;;;;;;;1
Maria Margarida Soares de Albergaria Ambar;;;;;;;;;1;1
MariÃ«nhof Amersfoort B.V.;;;;;;;;;1;1
Maritiem Museum Rotterdam;;;;1;;;;;;1
Maritime Travel Service B.V.;;;;;;;;;1;1
Mark Volmerink Solutions;;;;;2;;;;;2
Marketing Groningen;2;;;;;;;;;2
Marketing Leaders;;;;;;;;;1;1
Marneelto B.V.;;;;;;1;;;;1
Marosel B.V.;;;;;;7;;;;7
Max Value;;;;;;2;;;;2
Maxilia B.V.;;;;1;;;;;;1
MB3;;;;;1;1;;;1;1
MCD Niks;;;;1;;;;;1;1
MCS-Arbo;;;1;;;;;;;1
MDF Training en Consultancy B.V.;;;;;;1;;;;1
Medadvies;;;;;;1;;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;;1;;;;1
Mediavrouw;;;;;;2;;;;2
Medimare B.V.;;;1;;;;;;;1
Medipreventiecentrum B.V.;;;1;;;;;;;1
Mediscon Projektivity;;;;;;1;;;;1
Mediterraan Restaurant Het Zuiden B.V.;;;;1;;;;;;1
meereffect;;;;;;1;;;;1
MeetIn B.V.;;;;;;;;;1;1
Meeting Plaza Utrecht B.V.;;;;;;1;;;1;1
Meneer de wit heeft honger;;;;1;;;;;;1
Meneerdekok;;;;1;;;;;;1
Mercure Hotel Amsterdam City;1;;;;;;;;;1
MET IMPACT;;;;;;1;;;;1
Metamorfase;;;;;;1;;;;1
Mikrocentrum Activiteiten B.V.;;;;;;1;;;;1
Millers;;;;1;;;;;;1
Mind Academy B.V.;;;;;;1;;;;1
mind@work;;;;;;1;;;;1
Mindcampus B.V.;;;;;;1;;;;1
Mindfocuss;;;;;;1;;;;1
Mindfulness Utrecht;;;;;;1;;;;1
mindyourheart;;;;;;1;;;;1
MingleMush B.V.;;;;2;;;;;;2
Missing Link B.V.;;;;;;1;;;;1
Mitutoyo Nederland B.V.;;;;;;1;;;;1
MKPC B.V.;;;;;;1;;;;1
Mobieladvies B.V.;;;;;;1;;;;1
Mobile World Congress;;;;;;1;;;;1
Mobility Mixx B.V.;7;;;;;;;;9;9
Moduli Print B.V.;;;;1;;;;;;1
Mokum Events B.V.;;;;1;;;;;;1
Molinos De Viento;;;;;;1;;;;1
Momo Consultancy en Interimmanagement B.V.;;;;;;;;;1;1
Mondial Movers B.V.;;1;;;;;;;;1
Moody's Analytics UK Limited;;;;;;2;;;;2
Moodz eten & drinken;;;;1;;;;;1;1
Mos Events B.V.;;;;;;1;;1;;1
Motivatio;;;;;;1;;;;1
Movenience B.V.;;;;;;;;;1;1
Mts. van Gurp;;;;;;1;;;;1
Mulder Media B.V.;;;;1;;;;;;1
Muller & Co B.V.;;;;1;;;;;;1
Multi-Vlaai;;;;1;;;;;;1
Munckhof Regie;;;;1;;1;;;2;2
Mundano Catering;;;;1;;;;;;1
Museum Catering B.V.;;;;1;;;;;;1
Museum Catering Den Haag B.V.;;;;2;;;;;2;2
Museumkwartier B.V.;;;;1;;;;;;1
Muziekcafé de Paraplu;;;;1;;;;;;1
Muziekhuis Souman;;;;1;;;;;;1
MVA Communicatie;;;;;;1;;;;1
MVP Trainingen B.V.;;;;;;1;;;;1
MVR en partners;;;;;;2;;;;2
MW & V;;;;;;1;;;;1
My HBM Support B.V.;;;;;;1;;;;1
MYbusinessmedia B.V.;;;;;;;;;1;1
N.E.E. Nooijen Entertainment Enzo;;;;;;1;;;;1
Nationaal Gevangenismuseum;;;;1;;;;;1;1
National Institute of Biology;;;;;;;;;1;1
National Veterinary Institute;;;;;;;;;1;1
Nationale Beeldbank B.V.;;;;1;;;;;;1
Nationale Handelsacademie B.V.;;;;;;1;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;3;;;;3
NCOI Trainingen B.V.;;;;;;2;;;;2
NEBO Foto-Video-Digitaal;;;;1;;;;;;1
NEC B.V.;;;;;;;;;2;2
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;1;;;;;;;1
Ned. Ver. tot Bescherming van Vogels;;;;;;1;;;;1
Ned. Vereniging Techniek in de Landbouw;;;;;;1;;;;1
Nederl. Ver. Van Participatiemaatschappijen;;;;;;1;;;;1
Nederland Distributieland (Ndl);;;;;;;;;1;1
Nederland. Vereniging voor Aanbestedingsrecht;;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;;1;;;;1
Nederlands Genootschap voor Sociale Zekerheid;;;;;;1;;;;1
Nederlandse Dendrologische Vereniging;;;;;;1;;;;1
Nederlandse Juristen-Vereniging;;;;;;1;;;;1
Nederlandse Mosselveiling B.V.;;;;;;1;;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;;1;;;1;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;2;;;;2
Nederlandse Vereniging voor Energierecht;;;;;;1;;;;1
Nederlandse Vereniging voor Europees Recht;;;;;;1;;;;1
Nederlandse Vereniging voor Veiligheidskunde;;;;;;1;;;;1
NEMO Science Museum;;;;;;2;;;;2
Nevi B.V.;;;;;;;;1;;1
NEVI-Purspective B.V.;;;;;;3;;;;3
New Babylon Meeting Center B.V.;;;;1;;1;;;1;2
NewCompliance IT;;;;;;;;;1;1
NH Den Haag;;;;;;;;;1;1
NHTV Executive Education B.V.;;;;;;1;;;;1
Ni Hao Groningen B.V.;;;;1;;;;;;1
NIBE-SVV Opleidingen B.V.;;;;;;1;;;;1
NIBE-SVV Trainingen B.V.;;;;;;2;;;;2
Nieuwhuis Consult B.V.;;;;;;1;;;;1
NIMO Academy B.V.;;;;;;1;;;;1
Niow;;;;;;1;;;;1
NIOW B.V.;;;;;;1;;;;1
Nive, Nederlandse Vereniging voor Management;;;;;;1;;;;1
NL Oracle User Group;;;;;;1;;;;1
Nobbe Mieras;;;;;;1;;;;1
Nom;;;;;;;;;1;1
Norea;;;;;;;;1;;1
Notuleren.nl;;;;;;1;;;;1
Nou&Off;;;;;;1;;;;1
Novu, Nederlandse Orde van Uitvinders;;;;;;1;;;;1
Novum Foto;;;;1;;;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;2;;1;;;1;2
NS Reizigers B.V.;;;;;;;;;7;7
Nsob;;;;;;2;;;1;2
NT Publishers B.V.;;;;;;1;;;;1
NTI B.V.;;;;;;1;;;;1
NWC Events B.V.;;;;;;1;;;;1
Nyenrode Services B.V.;;;;;;1;;;;1
O Mundo B.V.;;;;1;;;;;;1
O&i management consultants B.V.;;;;;;2;;;;2
O.D.E. Projects;;;;;;1;;;;1
OANEvents;;;;;;;;;1;1
Octas B.V.;;;;;;;;;1;1
Odin B.V.;;;;;;2;;;;2
Odissea;;;;;;1;;;;1
Odyssee B.V.;;;;;;2;;;;2
OECD;;;;;;;;;2;2
OEM Office Elearning Menu;;;;;;1;;;;1
OIB Leerhotel B.V.;;;;1;;;;;;1
Oker B.V.;;;;1;;;;;;1
Olala Chocola Gouda;;;;1;;;;;;1
Olive Tree Traiteur;;;;1;;;;;;1
Olivier Luttmer Deventer B.V.;;;;1;;;;;;1
Onder de Linden Exploitatie Wageningen B.V.;;;;1;;;;;;1
ONE Business B.V.;;;;;;1;;;;1
One2train;;;;;;1;;;;1
Online Seminar B.V.;;;;;;1;;;;1
Ontdekjestad.nl;;;;1;;;;;;1
Oostduinhaghe Hotel B.V.;;;;;;;;;2;2
Op Dreef;;;;;;1;;;;1
Op Hodenpijl;;;;1;;;;;;1
Open Ateliers B.V.;;;;;;1;;;;1
Openluchtmuseum Themapark de Spitkeet;;;;1;;;;;;1
Operation Exit;;;;1;;;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;1;;;;1
Opleidingsfonds Procesindustrie OVP;;;;;;1;;;;1
Opp Nederland;;;;;;2;;;1;2
Optima Forma B.V.;;;;;;1;;;;1
