;Departement;Sector;Organisatie;Plaats;Functienaam;deeltijdfactor;totaal 2010;totaal 2011;Belastbaar jaarloon 2010;Belastbaar jaarloon 2011;Pensioenbijdrage 2010;Pensioenbijdrage 2011;Overige vergoedingen 2010;Overige vergoedingen 2011;Ontslagvergoeding 2011;Datum uit dienst;
152;VWS;Zorgaanbieders;Stichting Arkin;Amsterdam;Leidinggevende A;100;111.789;230.615;111.789;133.865;0;0;0;0;96.750;31-dec-2011;
153;VWS;Zorgaanbieders;Stichting Arkin;Amsterdam;Leidinggevende B;67;127.014;221.045;127.014;86.045;0;0;0;0;135.000;31-dec-2011;
154;VWS;Zorgaanbieders;Stichting Arkin;Amsterdam;Leidinggevende C;100;0;203.230;0;105.137;0;0;0;0;98.093;30-nov-2011;
155;VWS;Zorgaanbieders;Stichting Koninklijke Kentalis;Sint-Michielsgestel;Administratief medewerker;100;30.860;203.263;30.860;73.263;0;0;0;0;130.000;31-jan-2011;
156;VWS;Zorgaanbieders;Stichting Koninklijke Kentalis;Sint-Michielsgestel;Directeur;100;88.906;315.574;88.906;90.574;0;0;0;0;225.000;31-dec-2011;
157;VWS;Zorgaanbieders;Stichting Lentis;ZUIDLAREN;Projectleider;100;151.111;206.687;122.914;15.065;28.197;2.208;0;0;189.414;01-feb-2011;
158;VWS;Zorgaanbieders;Stichting Lievensberg ziekenhuis;BERGEN OP ZOOM;Diensthoofd;100;114.148;379.442;93.575;19.812;20.573;3.516;0;0;356.114;28-feb-2011;
159;VWS;Zorgaanbieders;Stichting Nusantara Beheer;UGCHELEN;Bestuurder;100;143.873;379.384;131.165;137.574;12.708;13.703;0;0;228.107;31-dec-2011;
160;VWS;Zorgaanbieders;Stichting Vivre;Maastricht;Locatiemanager;100;84.485;353.790;69.416;89.689;15.069;14.101;0;0;250.000;30-nov-2011;
161;VWS;Zorgaanbieders;Stichting WWZ-Marienstaete-Valent;Voorhout;Senior Projectmanager Vastgoed;100;0;244.214;0;91.614;0;0;0;0;152.600;31-okt-2011;
162;VWS;Zorgaanbieders;Stichting Zorgcentra Rivierenland;TIEL;Sector manager;100;88.424;229.558;88.424;64.558;0;0;0;0;165.000;31-aug-2011;
163;VWS;Zorgaanbieders;STIVORO;S GRAVENHAGE;Plaatsvervangend directeur;100;120.101;266.969;90.906;11.449;29.195;1.520;0;0;254.000;31-jan-2011;
164;VWS;Zorgaanbieders;Tergooiziekenhuizen;HILVERSUM;Manager;100;94.150;242.767;78.171;52.114;15.979;10.653;0;0;180.000;31-aug-2011;
165;VWS;Zorgaanbieders;Trivium Meulenbelt Groep;BORNE;Regiomanager;100;100.130;195.494;81.766;38.591;18.364;7.840;0;0;149.063;31-mei-2011;
166;VWS;Zorgaanbieders;Universitair Medisch Centrum St Radboud (UMCN);NIJMEGEN;Hoogleraar (strat) / AMS;100;0;287.750;0;29.750;0;0;0;0;258.000;30-jun-2011;
167;VWS;Zorgaanbieders;Universitair Medisch Centrum St Radboud (UMCN);NIJMEGEN;Strategisch manager c;100;0;241.968;0;106.355;0;53.198;0;0;82.415;31-okt-2011;
168;VWS;Zorgaanbieders;Vivre;MAASTRICHT;Locatiemanager;100;84.485;353.790;69.416;89.689;15.069;14.101;0;0;250.000;30-nov-2011;
169;VWS;Zorgaanbieders;Zaans Medisch Centrum;ZAANDAM;afdelingshoofd;100;0;202.275;0;51.936;0;10.339;0;0;140.000;31-dec-2011;
170;VWS;Zorgaanbieders;Ziekenhuis De Tjongerschans;HEERENVEEN;Beleidsadviseur;100;0;347.946;0;85.421;0;0;0;0;262.525;31-dec-2011;
171;VWS;Zorgaanbieders;Zonnehuisgroep Noord;ZUIDHORN;Manager ondersteunende diensten;100;0;239.634;0;59.684;0;49.950;0;0;130.000;31-jul-2011;
172;VWS;Zorgaanbieders;Zorggroep Oldael;Den Haag;Adj. Directeur Financiën;100;131.240;480.762;110.770;137.431;20.470;21.331;0;0;322.000;31-dec-2011;
173;VWS;Zorgverzekeraars;AZIVO Zorgverzekeraar N.V.;DEN HAAG;Senior manager;89;82.843;203.724;72.069;44.785;10.774;9.337;0;0;149.602;21-jul-2011;
174;VWS;Zorgverzekeraars;Coöperatie VGZ u.a.;Arnhem;Directeur 10;100;269.070;364.625;216.984;101.795;52.086;62.830;0;0;200.000;01-jul-2011;
175;VWS;Zorgverzekeraars;Coöperatie VGZ u.a.;Arnhem;Directeur 11;100;169.049;324.639;136.698;136.548;32.351;38.091;0;0;150.000;01-jan-2012;
176;VWS;Zorgverzekeraars;Coöperatie VGZ u.a.;Arnhem;Directeur 3;100;179.595;322.151;144.668;143.045;34.927;39.106;0;0;140.000;01-jan-2012;
177;VWS;Zorgverzekeraars;Coöperatie VGZ u.a.;Arnhem;Directeur 9;100;203.043;315.154;166.798;72.885;36.245;42.269;0;0;200.000;01-jul-2011;
178;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;1e Medewerker;94;51.000;206.000;42.000;47.000;9.000;10.000;0;0;149.000;30-nov-2011;
179;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Administratief medewerker;100;69.000;247.000;53.000;51.000;16.000;19.000;0;0;177.000;30-nov-2011;
180;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Administratief medewerker;100;71.000;308.000;54.000;71.000;17.000;19.000;0;0;218.000;30-nov-2011;
181;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Business partner;100;99.000;278.000;83.000;92.000;16.000;16.000;0;0;170.000;31-okt-2011;
182;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Directeur;100;172.000;384.000;134.000;33.000;38.000;16.000;0;0;335.000;31-mrt-2011;
183;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Manager;100;95.000;222.000;78.000;47.000;17.000;12.000;0;0;163.000;30-jun-2011;
184;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Procesondersteuner;100;72.000;211.000;61.000;63.000;11.000;12.000;0;0;136.000;30-nov-2011;
185;VWS;Zorgverzekeraars;CZ groep Zorgverzekeraar, OWM UA;TILBURG;Teamleider;100;81.000;218.000;69.000;109.000;12.000;9.000;0;0;100.000;31-aug-2011;
186;VWS;Zorgverzekeraars;Menzis;Enschede;Directielid;100;228.887;296.495;195.290;135.515;33.597;40.980;0;0;120.000;30-sep-2011;
187;VWS;Zorgverzekeraars;Menzis;Enschede;Manager;100;166.899;313.080;133.686;104.232;33.213;38.731;0;0;170.117;30-sep-2011;
188;VWS;Zorgverzekeraars;ONVZ Ziektekostenverzekeraar N.V.;HOUTEN;Medisch adviseur;100;117.879;266.751;103.683;38.353;14.196;6.473;0;0;221.925;30-apr-2011;
189;xx;Overig;Nederlands Instituut voor Meerpartijen Democratie;DEN HAAG;executive director;100;159.999;252.889;125.034;63.765;34.965;22.817;0;0;166.307;31-mei-2012;
190;xx;Overig;Permar;Ede;alg directeur;100;129.974;254.248;114.200;93.272;15.774;10.976;0;0;150.000;15-sep-2011;
191;xx;Overig;SNV;Den Haag;Advisor;100;84.103;252.112;67.329;43.150;16.774;10.854;0;0;198.108;01-aug-2011;
192;xx;Overig;SNV;Den Haag;Advisor;100;89.174;255.472;69.994;47.518;19.180;12.613;0;0;195.341;01-aug-2011;
193;xx;Overig;SNV;Den Haag;Advisor;100;77.331;256.250;62.126;45.093;15.205;11.035;0;0;200.122;01-sep-2011;
194;xx;Overig;SNV;Den Haag;Advisor;100;78.104;273.640;61.852;64.376;16.252;18.482;0;0;190.782;11-jan-2012;
195;xx;Overig;SNV;Den Haag;Director;100;192.801;273.703;146.054;114.722;46.747;24.024;0;0;134.957;01-aug-2011;
196;xx;Overig;SNV;Den Haag;Director;100;168.197;312.908;129.502;133.352;38.695;33.306;0;0;146.250;01-dec-2011;
197;xx;Overig;SNV;Den Haag;Strategy Advisor;100;93.690;270.213;73.221;70.868;20.469;13.040;0;0;186.305;01-aug-2011;
198;xx;Overig;Stichting Pactum;Arnhem;Voorzitter Raad van Bestuur;100;153.427;196.106;125.814;121.020;27.613;28.286;0;0;46.800;31-dec-2011;
199;BZK;Rijk (incl. Defensie en Rechterlijke macht);Raad van State;Den Haag;medewerker bij de RvS;0;0;240.375;0;0;0;0;0;0;240.375;1-10-2000;
200;VWS;Zorgaanbieders;Jeroen Bosch Ziekenhuis;'S-HERTOGENBOSCH;clustermanager;0;0;306.722;0;0;0;0;0;0;306.722;1-1-2011;
;;;;;;;;;;;;;;;;;
