FID,ID,CBS_CATEGORIE,ADRES,REDENGEVENDE_OMSCHRIJVING,MONUMENTNUMMER,MONUMENTTYPE,MONUMENTCODE,GEOMETRIE
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e41,302,"Gebouwen, woonhuizen",Bemuurde Weerd O.Z. 15C ,"Eind 18e eeuws huis, bestaande uit twee bouwlagen en een kap met de nok loodrecht op de straat. 

De voorgevel is een ongepleisterde drie ramen brede lijstgevel. de onderpui is aan het einde van de 19e eeuw geheel vernieuwd. Deze bestond uit twee ramen en een deur. boven de ramen en de deur zijn steens getoogde strekken met een natuurstenen sluitsteen. De pui is afgesloten door een natuurstenenwaterlijst. De ramen zijn recent door een grote deur vervangen. De ramen op de verdieping en zolder hebben anderhalfsteens getoogde strekken boven geprofileerde kozijnen. de natuursteen dorpels op zolder zijn ondersteund door consoles. Het zadeldak heeft aan de voorzijde een wolfeind. Het casco is van bouwhistorische waarde.",3440148,GM,Gemeentelijk monument,POINT (136371.088 456609.245)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e42,3975,"Gebouwen, woonhuizen",Bemuurde Weerd O.Z. 16 ,"Huis uit de eerste helft van de 19e eeuw, bestaande uit twee bouwlagen en een kap met de nok loodrecht op de straat. De voorgevel is een ongepleisterde drie ramen brede lijstgevel. De indeling van de gevel is geheel oorspronkelijk. Boven de vensters met schuiframen zijn anderhalfsteens getoofde strekken. De ramen op zolder hebben een vierdeling. de voordeur is recent. De gootlijst is links gekornist. Het casco is van bouwhistorisch belang.",3440149,GM,Gemeentelijk monument,POINT (136367.999 456614.349)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e43,4025,"Gebouwen, woonhuizen",Catharijnesingel 108 ,"Catharijnesingel 108-109. Dubbelwoonhuis, gebouwd rond 1860. Het pand bestaat uit twee bouwlagen, een kap evenwijdig aan de straat en een kelder. 

De symmetrisch opgezette gepleisterde voorgevel heeft de beide voordeuren in een geacceptueerde middenpartij en twee pilasters als hoekafwerking. De gootlijst wordt gesteund door terracotta consoles.

Het pand is van architectuur-historisch belang als voorbeeld van een neo-classicistisch dubbelwoonhuis.",3441351,GM,Gemeentelijk monument,POINT (136750.289 454722.723)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e44,4025,"Gebouwen, woonhuizen",Catharijnesingel 109 ,"Catharijnesingel 108-109. Dubbelwoonhuis, gebouwd rond 1860. Het pand bestaat uit twee bouwlagen, een kap evenwijdig aan de straat en een kelder. 

De symmetrisch opgezette gepleisterde voorgevel heeft de beide voordeuren in een geacceptueerde middenpartij en twee pilasters als hoekafwerking. De gootlijst wordt gesteund door terracotta consoles.

Het pand is van architectuur-historisch belang als voorbeeld van een neo-classicistisch dubbelwoonhuis.",3441351,GM,Gemeentelijk monument,POINT (136753.272 454718.712)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e45,480,"Gebouwen, woonhuizen",Brigittenstraat 13 ,,36043,RM,Rijksmonument,POINT (137159.087 455646.699)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e46,482,"Gebouwen, woonhuizen",Brigittenstraat 15A ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e47,482,"Gebouwen, woonhuizen",Brigittenstraat 15B ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e48,482,"Gebouwen, woonhuizen",Brigittenstraat 15C ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e49,482,"Gebouwen, woonhuizen",Brigittenstraat 15D ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4a,482,"Gebouwen, woonhuizen",Brigittenstraat 15E ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4b,482,"Gebouwen, woonhuizen",Brigittenstraat 15H ,,36044,RM,Rijksmonument,POINT (137165.576 455650.497)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4c,483,"Gebouwen, woonhuizen",Brigittenstraat 16 ,,36045,RM,Rijksmonument,POINT (137129.8 455646.924)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4d,485,"Gebouwen, woonhuizen",Brigittenstraat 20A ,,36047,RM,Rijksmonument,POINT (137154.818546926 455663.433317152)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4e,485,"Gebouwen, woonhuizen",Brigittenstraat 20B ,,36047,RM,Rijksmonument,POINT (137152.714987055 455666.184126214)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e4f,485,"Gebouwen, woonhuizen",Brigittenstraat 20C ,,36047,RM,Rijksmonument,POINT (137150.449614887 455669.582184466)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e50,485,"Gebouwen, woonhuizen",BRIGITTENSTRAAT  0020 T/M 0020H,,36047,RM,Rijksmonument,POINT (137157.154753936 455667.505903258)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e51,485,"Gebouwen, woonhuizen",Brigittenstraat 20D ,,36047,RM,Rijksmonument,POINT (137159.672915858 455662.624255663)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e52,485,"Gebouwen, woonhuizen",Brigittenstraat 20E ,,36047,RM,Rijksmonument,POINT (137157.569355987 455665.375064725)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e53,485,"Gebouwen, woonhuizen",Brigittenstraat 20G ,,36047,RM,Rijksmonument,POINT (137155.142171521 455667.964061489)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e54,485,"Gebouwen, woonhuizen",Brigittenstraat 20H ,,36047,RM,Rijksmonument,POINT (137162.909161812 455664.727815534)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e55,486,"Gebouwen, woonhuizen",Brigittenstraat 22 ,,36048,RM,Rijksmonument,POINT (137174.485 455671.459)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e56,487,"Gebouwen, woonhuizen",Brigittenstraat 24 ,,36049,RM,Rijksmonument,POINT (137183.311 455676.724)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e57,508,Liefdadige instellingen,Bruntenhof 5 ,,36278,RM,Rijksmonument,POINT (137205.951 455630.188)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e58,508,Liefdadige instellingen,Bruntenhof 5A ,,36278,RM,Rijksmonument,POINT (137206.348727273 455626.324363636)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e59,508,Liefdadige instellingen,Bruntenhof 6 ,,36278,RM,Rijksmonument,POINT (137207.749 455619.04)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5a,508,Liefdadige instellingen,Bruntenhof 7 ,,36278,RM,Rijksmonument,POINT (137208.504 455614.718)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5b,508,Liefdadige instellingen,Bruntenhof 8 ,,36278,RM,Rijksmonument,POINT (137209.455 455610.003)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5c,508,Liefdadige instellingen,Bruntenhof 9 ,,36278,RM,Rijksmonument,POINT (137210.265 455605.707)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5d,508,Liefdadige instellingen,Bruntenhof 10 ,,36278,RM,Rijksmonument,POINT (137210.86 455601.494)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5e,508,Liefdadige instellingen,Bruntenhof 11 ,,36278,RM,Rijksmonument,POINT (137211.485 455597.174)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e5f,508,Liefdadige instellingen,Bruntenhof 12 ,,36278,RM,Rijksmonument,POINT (137212.314 455592.924)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e60,508,Liefdadige instellingen,Bruntenhof 13 ,,36278,RM,Rijksmonument,POINT (137213.009 455589.108)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e61,508,Liefdadige instellingen,Bruntenhof 14 ,,36278,RM,Rijksmonument,POINT (137213.946 455584.785)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e62,508,Liefdadige instellingen,Bruntenhof 15 ,,36278,RM,Rijksmonument,POINT (137214.999 455579.646)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e63,508,Liefdadige instellingen,Bruntenhof 16 ,,36278,RM,Rijksmonument,POINT (137216.346 455573.168)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e64,508,Liefdadige instellingen,Bruntenhof 4 ,,36278,RM,Rijksmonument,POINT (137205.656 455632.253)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e65,508,Liefdadige instellingen,Bruntensteeg 1 ,,36278,RM,Rijksmonument,POINT (137193.867 455626.032)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e66,508,Liefdadige instellingen,Bruntensteeg 2 ,,36278,RM,Rijksmonument,POINT (137198.995 455629.015)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e67,508,Liefdadige instellingen,Bruntensteeg 3 ,,36278,RM,Rijksmonument,POINT (137203.078 455631.531)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e68,1674,Kerkelijke gebouwen,Lessinglaan 33 ,"Pnielkerk. 

Opmerkelijke centraalbouw, in 1955 naar ontwerp van Ir. P. Dingemans en Sj. Wouda gebouwd. De kerk is in Utrecht het eerste voorbeeld van moderne vormgeving in de gereformeerde kerkgebouw. Bij de bouw is gebruik gemaakt van moderne materialen als gelamineerde houten liggers. 

De Pnielkerk is van architectuurhistorisch belang vanwege het in- en uitwendig aspect.",3440070,GM,Gemeentelijk monument,POINT (134125.367 455868.746)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e69,3913,"Gebouwen, woonhuizen",Abstederdijk 175 ,"Onderdeel van dubbelpand Abstederdijk 175-177, onder een hoog opgetrokken mansardekap, ingeklemd tussen tuitgevels evenwijdig aan de straat.
 
Onderkelderde arbeiderswoning uit het 4e kwart van de 19e eeuw bestaande uit 1 bouwlaag Het heeft een ingang met deur en bovenlicht en een venster. Het venster is verbreed. De voorgevel is gepleisterd.

Het pand is van historisch belang als voorbeeld van de voor Abstede karakteristieke arbeiderswoningen van 1 laag met kap. Bovendien vormen Abstederdijk 175/177 ze tezamen met Abstederdijk 161 tm 173 en 179 tm 185 een redelijk gave aaneengesloten reeks arbeiderswoningen.",3440525,GM,Gemeentelijk monument,POINT (137467.513 455113.223)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6a,54,"Gebouwen, woonhuizen",Abstederdijk 177 ,"Onderdeel van dubbelpand Abstederdijk 175-177, onder een hoog opgetrokken mansardekap, ingeklemd tussen tuitgevels evenwijdig aan de straat.
 
Onderkelderde arbeiderswoning uit het 4e kwart van de 19e eeuw bestaande uit 1 bouwlaag Het heeft een ingang met deur en bovenlicht en een venster. 

Het pand is van historisch belang als voorbeeld van de voor Abstede karakteristieke arbeiderswoningen van 1 laag met kap. Bovendien vormen Abstederdijk 175/177 ze tezamen met Abstederdijk 161 tm 173 en 179 tm 185 een redelijk gave aaneengesloten reeks arbeiderswoningen.",3440526,GM,Gemeentelijk monument,POINT (137472.152 455114.789)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6b,55,"Gebouwen, woonhuizen",Abstederdijk 179 ,"Onderdeel van een serie arbeiderswoningen - Abstederdijk 179-185 - in 1 opzet uit het 4e kwart van de 19e eeuw van 1 bouwlaag met een mansardekap evenwijdig aan de straat.

Het pand heeft een venster en een ingang, waarboven opvallend brede segmentbogen. De gevel wordt beeindigd door een kroonlijst. 

Het pand is van historisch belang als voorbeeld van de voor Abstede karakteristieke arbeiderswoningen van 1 laag met kap. Bovendien vormen Abstederdijk 179-185 tezamen met Abstederdijk 161 tm 177 een redelijke gave aaneengesloten reeks arbeiderswoningen.",3440527,GM,Gemeentelijk monument,POINT (137475.835 455116.039)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6c,3914,"Gebouwen, woonhuizen",Abstederdijk 181 ,"Onderdeel van een serie arbeiderswoningen - Abstederdijk 179-185 - in 1 opzet uit het 4e kwart van de 19e eeuw van 1 bouwlaag met een mansardekap evenwijdig aan de straat.

Het pand heeft een venster en een ingang, waarboven opvallend brede segmentbogen. De gevel wordt beeindigd door een kroonlijst. 

Het pand is van historisch belang als voorbeeld van de voor Abstede karakteristieke arbeiderswoningen van 1 laag met kap. Bovendien vormen Abstederdijk 179-185 tezamen met Abstederdijk 161 tm 177 een redelijke gave aaneengesloten reeks arbeiderswoningen.",3440528,GM,Gemeentelijk monument,POINT (137480.031 455117.463)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6d,58,"Gebouwen, woonhuizen",Abstederdijk 183 ,"Onderdeel van een serie arbeiderswoningen - Abstederdijk 179-185 - in 1 opzet uit het 4e kwart van de 19e eeuw van 1 bouwlaag met een mansardekap evenwijdig aan de straat.

Het pand heeft een venster en een ingang, waarboven opvallend brede segmentbogen. De gevel wordt beeindigd door een kroonlijst. 

Het pand is van historisch belang als voorbeeld van de voor Abstede karakteristieke arbeiderswoningen van 1 laag met kap. Bovendien vormen Abstederdijk 179-185 tezamen met Abstederdijk 161 tm 177 een redelijke gave aaneengesloten reeks arbeiderswoningen.",3440529,GM,Gemeentelijk monument,POINT (137483.842 455118.939)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6e,4031,"Gebouwen, woonhuizen",Choorstraat 9 ,"Pand met lijstgevel van drie bouwlagen met kap met nok loodrecht op de rooilijn en twee achterhuizen onder plat dak. 

De ongepleisterde lijstgevel van drie bouwlagen is twee vensters breed, heeft een rijk geprofileerde lijst en stamt uit de 17e eeuw, in de 18e of 19e eeuw verhoogd. Het schilddak heeft de nok loodrecht op de rooilijn. Rechts is het huis ingebalkt in de tufstenen zijmuur van Choorstraat 7. Alleen onder het voorhuis komt een kelder voor met tongewelf loodrecht op de straat. Deze staat in verbinding met de lager gelegen straatkelder. De huiskelder is vermoedelijk als woning in gebruik geweest: restanten van een indeling in vertrekken en een schoorsteenpartij stammen uit de 18e of 19e eeuw, maar mogelijk was de kelder voordien ook al bewoond. Het tongewelf van de straatkelder loopt evenwijdig met de rooilijn en lijkt zich voort te zetten in dat van de bredere straatkelder van Choorstraat 11 die later hiervan afgescheiden is. Van de twee straatkelders die onder de hele breedte van de straat en haaks op de rooilijn voor Choorstraat 7 liggen, staat de noordelijke via een gang door de zuidelijke in verbinding met die van Choorstraat 9. De straatkelders van beide panden staan van ouds met elkaar in verbinding. Het pand heeft twee achterhuizen waarvan er een gelegen is achter Steenweg 5, 7. Ze zijn in de 19e eeuw verhoogd. 

Het pand is van bouwhistorisch belang.",3440826,GM,Gemeentelijk monument,POINT (136663.899 455906.784)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e6f,4031,"Gebouwen, woonhuizen",Choorstraat 9 BS,"Pand met lijstgevel van drie bouwlagen met kap met nok loodrecht op de rooilijn en twee achterhuizen onder plat dak. 

De ongepleisterde lijstgevel van drie bouwlagen is twee vensters breed, heeft een rijk geprofileerde lijst en stamt uit de 17e eeuw, in de 18e of 19e eeuw verhoogd. Het schilddak heeft de nok loodrecht op de rooilijn. Rechts is het huis ingebalkt in de tufstenen zijmuur van Choorstraat 7. Alleen onder het voorhuis komt een kelder voor met tongewelf loodrecht op de straat. Deze staat in verbinding met de lager gelegen straatkelder. De huiskelder is vermoedelijk als woning in gebruik geweest: restanten van een indeling in vertrekken en een schoorsteenpartij stammen uit de 18e of 19e eeuw, maar mogelijk was de kelder voordien ook al bewoond. Het tongewelf van de straatkelder loopt evenwijdig met de rooilijn en lijkt zich voort te zetten in dat van de bredere straatkelder van Choorstraat 11 die later hiervan afgescheiden is. Van de twee straatkelders die onder de hele breedte van de straat en haaks op de rooilijn voor Choorstraat 7 liggen, staat de noordelijke via een gang door de zuidelijke in verbinding met die van Choorstraat 9. De straatkelders van beide panden staan van ouds met elkaar in verbinding. Het pand heeft twee achterhuizen waarvan er een gelegen is achter Steenweg 5, 7. Ze zijn in de 19e eeuw verhoogd. 

Het pand is van bouwhistorisch belang.",3440826,GM,Gemeentelijk monument,POINT (136664.13 455905.33)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e70,593,"Gebouwen, woonhuizen",Choorstraat 10A ,"Woonhuis van oudere oorsprong, bestaande uit drie bouwlagen, een lage zolderverdieping, kelders en een kap loodrecht op de straat. 

De voorgevel is een ongepleisterde lijstgevel van twee ramen breed. De achtergevel aan de zijde van de Vismarkt is in het tweede kwart van de 20e eeuw vernieuwd. Het dak is een schilddak. 

Het pand is van bouwhistorisch belang en van belang ivm de kelderstructuur van de Choorstraat.",3440827,GM,Gemeentelijk monument,POINT (136679.771346006 455910.902281024)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e71,593,"Gebouwen, woonhuizen",Choorstraat 10B ,"Woonhuis van oudere oorsprong, bestaande uit drie bouwlagen, een lage zolderverdieping, kelders en een kap loodrecht op de straat. 

De voorgevel is een ongepleisterde lijstgevel van twee ramen breed. De achtergevel aan de zijde van de Vismarkt is in het tweede kwart van de 20e eeuw vernieuwd. Het dak is een schilddak. 

Het pand is van bouwhistorisch belang en van belang ivm de kelderstructuur van de Choorstraat.",3440827,GM,Gemeentelijk monument,POINT (136679.771346006 455910.902281024)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e72,593,"Gebouwen, woonhuizen",Choorstraat 10C ,"Woonhuis van oudere oorsprong, bestaande uit drie bouwlagen, een lage zolderverdieping, kelders en een kap loodrecht op de straat. 

De voorgevel is een ongepleisterde lijstgevel van twee ramen breed. De achtergevel aan de zijde van de Vismarkt is in het tweede kwart van de 20e eeuw vernieuwd. Het dak is een schilddak. 

Het pand is van bouwhistorisch belang en van belang ivm de kelderstructuur van de Choorstraat.",3440827,GM,Gemeentelijk monument,POINT (136679.771346006 455910.902281024)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e73,601,"Gebouwen, woonhuizen",Choorstraat 25 ,"Laat 16e eeuws woonhuis bestaande uit drie bouwlagen en een kap loodrecht op de straat. 

Het betreft hier een pand dat gebouwd is tegen de Buurkerk aan. Dit werd mogelijk na de afbraak van het koor van deze kerk in 1586 en de aanleg van de Choorstraat. Het pand heeft een ongepleisterde halsgevel van drie vensters breed laat 18e eeuw of begin 19e eeuw aangebracht en vergelijkbaar met de gevel van de Choorstraat 31. 

Het pand is van bouwhistorisch belang.",3440828,GM,Gemeentelijk monument,POINT (136679.577 455855.611)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e74,284,"Gebouwen, woonhuizen",Bakkerstraat 23 ,"In aanleg mogelijk nog middeleeuws huis, bestaande uit een voor- en een achterhuis met twee bouwlagen en een kap met de nok loodrecht op de straat en een bouwdeel gelegen aan de Hamsteeg van twee bouwlagen. 

De voorgevel is een in de 18e eeuw geheel vernieuwde ongepleisterde drie ramen brede lijstgevel. De ramen op de verdieping zijn 19e eeuwse schuiframen, op zolder zijn de ramen in de 20e eew vernieuwd. De onderpui is een recente winkelpui. De aan beide zijden gekorniste gootlijst is bij de nieuwbouw van Bakkerstraat 25 geschonden. De achtergevel van het voorhuis is een tuitgevel. Het dak op het voorhuis heeft een kleine wolfeind aan de voorzijde. De gevel aan de Hamsteeg is op de beganegrond 19e eeuws, op de verdieping 20e eeuws. 

Het gehele voor- en achterhuis en de structuur van het deel aan de Hamsteeg, is van bouwhistorisch belang en vanwege de historische structuur.",3440812,GM,Gemeentelijk monument,POINT (136456.949 455907.502)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e75,4702,,JAN PZN COENBRUG,"Dubbele ophaalbrug, gebouwd in 1897 door de grofsmederij firma P.H. Hormann.

De ijzeren brug heeft twee geschoorde portalen. De koppelbalken zijn voorzien van een rondboogvormige schoorconstructie. De stijlen van de brug bestaan uit geklonken, samengestelde H-profielen. In de hoekstukken draaien de gekoppelde balansen, die zijn uitgevoerd met vakwerkliggers en een contragewicht opgebouwd uit gietijzeren platen. Alle verbindingen zijn geklonken of gebout. De brug zelf bestaat uit H-profielen met houten balken. De landhoofden zijn van baksteen en natuursteen. De brug werd met de hand bediend.

De J.P. Coenbrug is van cultuurhistorisch belang als karakteristieke ijzeren dubbele ophaalbrug van rond 1900 en onder meer in samenhang met de Abel Tasmanbrug mede bepalend voor het historisch karakter van Leidseweg en Leidsekade.
",3440074,GM,Gemeentelijk monument,POINT (135212.993063424 455637.400576608)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e76,4703,Weg- en waterwerken,ABEL TASMANBRUG,,514202,RM,Rijksmonument,POINT (134995.459124979 455532.002911371)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e77,4704,Verdedigingswerken,LUCASBOLWERK  ONGENUMMERD,,36289,RM,Rijksmonument,POINT (137149.755949299 456026.676108185)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e78,4705,Weg- en waterwerken,ABSTEDERBRUG,,514263,RM,Rijksmonument,POINT (137242.785120967 455166.362102611)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e79,4706,Losse objecten (niet vallende onder 1 t/m 12),MALIEBRUG,,450456,RM,Rijksmonument,POINT (137291.576412922 455628.934305501)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7a,4708,Kerkelijke gebouwen,MARIAPLAATS; KLOOSTERGANG ZUID,,36352,RM,Rijksmonument,POINT (136475.631014575 455698.410700257)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7b,4709,Losse objecten (niet vallende onder 1 t/m 12),MARIAPLAATS; POMP,,36356,RM,Rijksmonument,POINT (136545.5265 455738.5305)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7c,4713,Weg- en waterwerken,BRIGITTENBRUG,,14250,RM,Rijksmonument,POINT (137033.269220266 455576.468840986)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7d,4714,Weg- en waterwerken,MAGDALENABRUG,,4775,RM,Rijksmonument,POINT (137121.313167947 455409.51348553)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7e,4716,Weg- en waterwerken,PAUSDAMBRUG,,47071,RM,Rijksmonument,POINT (136957.709183585 455794.629088217)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e7f,4717,,SERVAASBRUG,"Brug over de Nieuwe gracht bij de aansluiting van de gracht op de Stadsbuitengracht (bij de Abstederbrug).

Stenen boogbrug met gemetseld gewelf en aan de zijde van de Nieuwegracht een smeedijzeren balustrade op hardstenen banden. Aan de westzijde is een afgeschuinde overkluizing van de werf. Aan de zijde van de stadsbuitengracht heeft de brug een gemetselde balustrade met natuurstenen afdekking, aansluitend op een gemetselde kolom van de brugleuning van de Abstederbrug.

De brug is van bouwhistorisch belang en van belang als onderdeel van de structuur van de stadsbinnengrachten met (boog)bruggen.",3441279,GM,Gemeentelijk monument,POINT (137214.395657556 455181.53326743)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e80,4718,Verdedigingswerken,NIEUWEGRACHT; HOFPOORT,,36385,RM,Rijksmonument,POINT (136945.221269433 455736.491921596)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e81,4721,Weg- en waterwerken,BAKKERBRUG,,47074,RM,Rijksmonument,POINT (136497.163944604 455981.104323829)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e82,4722,Weg- en waterwerken,BEZEMBRUG,,47075,RM,Rijksmonument,POINT (136579.525614202 455966.431879496)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e83,4723,Weg- en waterwerken,GAARDBRUG,,15327,RM,Rijksmonument,POINT (136766.012595518 455692.608173211)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e84,4724,Weg- en waterwerken,GEERTEBRUG,,40299,RM,Rijksmonument,POINT (136865.106298859 455234.171163991)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e85,4725,Weg- en waterwerken,HAMBURGERBRUG,,30899,RM,Rijksmonument,POINT (136784.239584262 455604.443064501)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e86,4727,Weg- en waterwerken,JANSBRUG,,30816,RM,Rijksmonument,POINT (136473.705123696 456053.693308015)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e87,4728,Weg- en waterwerken,KALISBRUG,,39672,RM,Rijksmonument,POINT (136702.641887969 455881.506274893)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e88,4729,Weg- en waterwerken,MAARTENSBRUG,,38763,RM,Rijksmonument,POINT (136713.846760331 455825.65156316)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e89,4730,Weg- en waterwerken,SMEEBRUG,,39758,RM,Rijksmonument,POINT (136833.636122529 455375.001676149)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8a,4732,Weg- en waterwerken,WED  ONGENUMMERD,,47082,RM,Rijksmonument,POINT (136622.337216509 456005.539462925)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8b,4733,Weg- en waterwerken,WEESBRUG,,18281,RM,Rijksmonument,POINT (136814.491770995 455479.579448802)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8c,4734,Weg- en waterwerken,ZANDBRUG,,41942,RM,Rijksmonument,POINT (136423.898810038 456470.531596776)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8d,4735,Weg- en waterwerken,PLOMPETORENBRUG,,47078,RM,Rijksmonument,POINT (136944.799461041 456551.303929246)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8e,4739,Losse objecten (niet vallende onder 1 t/m 12),SERVETSTRAAT  ONGENUMMERD,,18336,RM,Rijksmonument,POINT (136784.966699156 455845.891908526)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_2e8f,3283,"Delen van gebouwen, woonhuizen",Twijnstraat 11 ,,450513,RM,Rijksmonument,POINT (136909.392 455045.43)
