Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Haagse Beek organisatieadvies B.V.;;;;;;1;;;;1
Habana Beach;;;;;;;1;;;1
Habilis;;;;;;2;;;;2
Habitat Solutions B.V.;;;;;;1;;;;1
Halmans&Bakker,opleiden en coachen met lef;;;;;;1;;;;1
Hamled;;;;;;1;;;;1
Hamminkpro;;;;;;1;;;;1
Hampshire Exploitatie I B.V.;;;;1;;1;;;1;1
Hampshire Exploitatie III B.V.;;;;;;;;;1;1
Hampshire Hotel Plaza Groningen;;;;;;;;;1;1
Handelsonderneming Maessen B.V.;;;;1;;;;;;1
Hartelijk Gefaciliteerd;;;;;;1;;;;1
HaskoningDHV Nederland B.V.;;;;;;2;;;;2
Hatchfund.nl;;;;;;1;;;;1
Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
Hay Group B.V.;;;;;;1;;;;1
HBO-I. Stichting;;;;;;1;;;;1
HCM Support;;;;;;1;;;;1
HD Support B.V.;;;2;;;;;;;2
HeadFirst B.V.;;;;;;5;;;;5
Health & Employebility, van Bennekom;;;3;;;;;;;3
Health Center Lansingerland Plus;;;;;;1;;;;1
Health2Work B.V.;;;1;;;1;;;;1
HEC B.V.;;;;;;4;;;;4
Heeren van Noortwyck;;;;1;;;;;1;1
Heijde v.d. B.V.;1;;;;;;;;;1
Helder Graveertechniek en Naamplaat-Ind. B.V.;;;;;;1;;;;1
Helder Werk B.V.;;;;;;1;;;;1
Helemaal Jij;;;;;;1;;;;1
HELIVIEW CONFERENCES EN TRAINING B.V.;;;;;;1;;;;1
Hemelaar-van Campenhout;;;;;;;;1;;1
Hennekes Preventie en Reïntegratie;;;1;;;;;;;1
Hesbak 2 B.V.;;;;1;;;;;;1
Het Effectieve Werken B.V.;;;;;;1;;;;1
Het Heden;;;;1;;;;;;1
Het Kasteel;;;;;;1;;;;1
HET KLOOSTER;;;;;;;;;1;1
Het Kookplein;1;;;1;;;;;;1
Het NIC B.V.;;;;;;2;;;;2
Het Nieuws van Apeldoorn;;;;1;;;;;;1
Het Nutshuis;;;;1;;;;;;1
Het Ontwikkelaarsgilde OT&C B.V.;;;;;;1;;;;1
het ooievaarsnest;1;;;;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Tiende Huis;;;;;;2;;;;2
Hiemstra & De Vries B.V.;;;;;;1;;;;1
High Five Health Promotion B.V.;;;3;;;;;;;3
HIOMA Herrera Interim Office Managem. & Adv.;;;;;;1;;;;1
Hippefruitmand.nl;;;;1;;;;;;1
Hipsch;;;;;;1;;;;1
Hoezee B.V.;;;;;;1;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
Hof van Wageningen;;;;;;;;;1;1
Hofje van Pauw;;;1;;;;;;;1
Hofje van Pauw: praktijk voor haptonomie;;;;;;1;;;;1
Hofstad Events B.V.;;;;2;;;;;;2
Hofstad Tours B.V.;;;;1;;;;;;1
Hogenkamp Klompen en Souvenirs B.V.;;;;1;;;;;;1
Hogeschool Utrecht;;;;;;1;;;;1
Hogeschool van Amsterdam;;;;;;1;;;;1
Hogeschool voor Recruitment;;;;;;1;;;;1
Hogeschool voor Toegepaste Filosofie (HTF);;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;;1;;;;2
Holiday Inn Leiden;;;;;;;;;2;2
Holle Bolle Gijs;1;;;1;;;;;;1
Hollegien Training en Advies;;;;;;1;;;;1
Horeca IJsseldelta Stadion B.V.;;;;;;2;;;;2
Horecabedrijf De Witte Raaf B.V.;;;;1;;;;;;1
Horecabedrijf De Woerd;;;;1;;;;;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;1;1
Hotel 96 B.V.;;;;;;;;;1;1
Hotel aan de Dam;;;;;;;;;1;1
Hotel Café Restaurant 'De Watergeus';1;;;;;;;;;1
Hotel Contact B.V.;;;;;;;;;1;1
Hotel de Bosrand;;;;;;1;;;;1
Hotel de Doelen;;;;;;;;;1;1
Hotel Den Helder;;;;1;;;;;;1
Hotel Des Indes B.V.;1;;;;;;;;;1
Hotel Drachten B.V.;;;;;;;;;1;1
Hotel Fidder;;;;;;;;;1;1
Hotel 'Het Spinnewiel';;;;1;;;;;;1
Hotel Het Wapen van Delden B.V.;;;;;;;;;1;1
Hotel Molendal;;;;;;;;;1;1
Hotel New York B.V.;;;;;;1;;;;1
Hotel Park Handelskade B.V.;;;;;;;;;1;1
Hotel Restaurant Victoria;;;;;;;;;1;1
Hotel Rotterdam-Blijdorp B.V.;;;;;;;;;1;1
Hotel Royal York Exploitatie B.V.;;;;;;;;;1;1
Hotel Spoorzicht & Spa B.V.;;;;;;;;;1;1
Hotel/Restaurant Corona;;;;;;1;;;;1
Hotel-Café-Restaurant De Witte Bergen;;;;;;1;;;;1
Hotel-Café-Restaurant Haarhuis;;;;;;;;;1;1
Hotellerie De Holtweijde;;;;;;;1;;;1
HotelRebel B.V.;;;;;;2;;;;2
Hotelschool The Hague;;;;;;1;;;;1
HR-ICT;;;;;;1;;;;1
HSK Groep;;;;1;;;;;;1
HSK Interventie B.V.;;;2;;;;;;;2
HTM Specials;;;;1;;;;;;1
HTM Specials B.V.;;;;1;;;;;1;1
Hudson Danzig B.V.;;;;1;;;;;;1
Huis ten Haghe;1;;;;;;;;;1
Huis van Oorsprong;;;;1;;;;;;1
Huiswerk;;;;;;1;;;;1
Huize Molenaar B.V.;;;;;;1;;;;1
HumanCapitalCare B.V.;;;3;;;;;;;3
HumanDimensions Training & Development;;;;;;1;;;;1
Humphrey's Arnhem B.V.;1;;;;;;;;;1
Huszár;;;;1;;;;;;1
HVR Show Equipment B.V.;;;;;;3;;;;3
iBabs B.V.;;;;;;1;;;;1
IBG Advies;1;;;;;;;;;1
IBIS Den Haag Scheveningen;;;;;;;;;1;1
Ibis Utrecht;;;;;;;;;1;1
Ibiza Tilburg;;;;1;;;;;;1
ICM administratie B.V;;;;;;1;;;;1
ICM Holding B.V.;;;;;;2;;;;2
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;;2
Ictivity;;;;;;1;;;;1
Id Network Nederland;;;;;;1;;;;1
Idefix Advies;;;;;;2;;;;2
Ifmec;;;;;;1;;;;1
Igluu Den Haag;;;;;;1;;;;1
Igo-Post B.V.;;;;1;;;;;;1
Igor Design B.V.;;;;1;;;;;;1
IJKX;;;;;;1;;;;1
IJmond Tours;;;;1;;;;;;1
Ikos Consult;;;;;;2;;;;2
Imago B.V.;;;;;;2;;;;2
Imago Su Misura;;;;;;1;;;;1
IMK-BPO Medezeggenschap B.V.;;;;;;1;;;;1
IMPULS Inzicht & Inspiratie;;;;;;1;;;;1
Impulsus Personal Quality & Results;;;;;;2;;;;2
In Den Stallen V.O.F.;;;;1;;;;;1;1
In Touch Women Resource Management B.V.;;;;;;1;;;;1
In2Content B.V.;;;;1;;;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Indonesisch Restaurant Poentjak;;;;1;;;;;;1
Indonesisch Restaurant Soeboer;;;;1;;;;;;1
Industrieel Toerisme B.V.;;;;1;;;;;;1
Infopact Netwerkdiensten B.V.;;;;;;1;;;;1
Information Security Academy B.V.;;;;;;3;;;;3
ING Bank N.V.;;;;;;1;;;;1
INK;;;;;;1;;;;1
Inner Dynamics Holding B.V.;;;;;;1;;;;1
Innerself;;;;;;1;;;;1
InnoTony Management B.V.;;;;;;1;;;;1
Innova;;;;;;2;;;;2
InnoValor B.V.;;;;;;1;;;;1
Innovation Booster B.V.;;;;;;2;;;;2
Innovero Software Solutions B.V.;1;;;;;1;;;;1
InsightsWorld B.V.;;;;;;4;;;;4
Inspearit;;;;;;1;;;;1
Institute of Protocol The Hague B.V.;;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;;1
Instituut voor Publieke Waarden B.V.;;;;;;1;;;;1
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;;1
Instituut voor Veiligheid en Milieu B.V.;;;1;;;;;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;2;;;;2
Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;;1
Interactive Acts;;;;;;1;;;;1
Interexcellent Holding B.V.;;;;;2;;;;;2
Interim Masters;;;;;;2;;;;2
Internet New Business Concepts B.V.;;;;;;1;;;;1
Investico E-Commerce;;;;1;;;;;;1
Invorm;;;;;;1;;;;1
INZICHT;;;;;;1;;;;1
Iona Des Indes B.V.;;;;1;;1;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
IPMA Zelfstudie;;;;;;1;;;;1
Iroko B.V.;;;;;;2;;;;2
ISBW;;;;;;1;;;;1
ISBW Opleiding & Training;;;;;;1;;;;1
Iscreen B.V.;1;;;;;;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
IT Management Group;;;;;;2;;;;2
IT-Staffing Nederland B.V.;;;;;;;;;1;1
Jaarbeurs B.V.;1;;;1;;2;;;1;2
Ja-maar® B.V.;;;;;;1;;;;1
Jamin Winkelbedrijf B.V.;;;;1;;;;;;1
Japans restaurant Sumo Den Haag B.V.;;;;1;;;;;;1
JeBesteZelfZijn;;;;;;1;;;;1
Jezoektietsleuks.nl;;;;;;1;;;;1
Jmt International;;;;;;1;;;;1
JoJotours B.V.;;;;;;;;;1;1
JonkersenKo;;;;;;1;;;;1
JR Horeca Company B.V.;;;;1;;;;;;1
JR's Cuisine;;;;1;;;;;;1
Juliana Bloemen;;;;1;;;;;;1
Jumble;;;;;;1;;;;1
Jumbo Supermarkten;;;;1;;;;;;1
Kaap Doorn B.V.;;;;;;1;;;;1
Kade23;;;;;;2;;;;2
Kafkabrigade B.V.;;;;;;1;;;;1
Kalteren Advies;;;4;;;;;;;4
Kartbaan Duiven B.V.;;;;1;;;;;;1
Kassing Tours;;;;1;;;;;;1
Kasteel Engelenburg B.V.;;;;;;;1;;;1
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;;1
Keek Training & Advies;;;;;;2;;;;2
Keijser B.V.;1;;;;;;;;;1
Keizer Culinair;;;;;;1;;;;1
Kessels & Smit Leertrajecten B.V.;;;;;;1;;;;1
Kessels & Smit Something B.V.;;;;;;4;;;;4
Kessels & Smit, the Learning Company B.V.;;;;;;1;;;;1
KIT Intercultural Professionals;;;;;;2;;;;2
Kite-Extreme;;;;1;;;;;;1
Kiwa Training B.V.;;;;;;2;;;;2
Kjenning Opleidingen;;;;;;2;;;;2
KLM;;;;;;;;;1;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kloosterhof Neer Beheer B.V.;;;;;;1;;;;1
Kloosterhotel ZIN B.V.;;;;;;1;;;;1
Kluwer Opleidingen;;;;;;1;;;;1
Kniest Financieel Forensisch Onderzoek;;;;;;1;;;;1
Knock on Entertainment B.V.;1;;;;;;;;;1
Knus;;;;1;;;;;;1
Koetsenruijter Conflictmanagement en Bemid.;;;;;;3;;;;3
Kok Party-Catering Service;1;;;;;;;;;1
Koken-op-maat;;;;1;;;;;;1
Kolibrie Organisatie advies;;;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;2;;;;;1;;;;2
Koninklijke Academie van Beeldende Kunsten;1;;;;;;;;;1
Kook en Proefstudio Den Haag;;;;1;;;;;;1
Kookstudio Improvisaties;;;;1;;;;;;1
Kookstudio Udo V.O.F.;1;;;;;;;;;1
Kookworkshop.com;;;;1;;;;;;1
Korte Poten 1-3 B.V.;1;;;1;;;;;;1
KPE Holding B.V.;;;;;;1;;;;1
KPN Corporate Market;;;;;;1;;;;1
Kramenverhuur Van Zessen;;;;1;;;;;;1
krav maga den haag;;;;;;1;;;;1
Kruimels;1;;;;;;;;;1
Kruisherenhotel Maastricht;;;;;;;;;1;1
KSG B.V.;;;;;;1;;;;1
Kuijpers t.h.o.d.n. Run2Day Den Haag;;;1;1;;;;;;1
Kulturhus;;;;;;1;;;;1
La Galleria;;;;1;;;;;;1
La Galleria Plein DM B.V.;;;;1;;;;;;1
La Meridiana;;;;1;;;;;;1
La Place;;;;;;1;;;;1
La Red B.V.;;;;;2;1;;;;2
Lagant Management Consultants B.V.;;;;;;1;;;;1
Lagerweij & Partner Consultants B.V.;;;;;1;2;;;;2
Lagerweij Beheer B.V.;;;;;2;;;;;2
Lammers Geluidservice;;;;1;;;;;;1
Landelijke Vereniging van Vertrouwenspersonen;;;;;;1;;;;1
Landgoed de Horst;1;;;;;2;;;1;2
Landgoed ISVW B.V.;;;;;;1;;;;1
Language Partners;;;;;;1;;;;1
Lautenschutz Keurslager;;;;1;;;;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Le Strasbourg;;;;2;;2;;;;2
Leadingwise;;;;;;1;;;;1
Lean Consultancy Group;;;;;;1;;;;1
Lean Six Sigma College B.V.;;;;;;1;;;;1
Lean Six Sigma Partners B.V.;;;;;;2;;;;2
Learn it B.V.;;;;;;2;;;;2
Learning Vision;;;;;;1;;;;1
Lebkov;;;;;;1;;;;1
Lectric Trainingen B.V.;;;;;;1;;;;1
Lediberg Benelux B.V.;;;;1;;;;;;1
Leeuwendaal Advies B.V.;;;;;;3;;;;3
Leeuwenhorst Congres Center B.V.;;;;;;1;;;;1
Leiders In Duurzame Ontwikkeling;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Les Ombrelles;;;;;;1;;;;1
Letterop;;;;;;;;;1;1
Levendig Uitgever B.V.;;;;1;;;;;;1
Libereaux B.V.;;;;;2;;;;;2
Lichttonen;;;;;;2;;;1;2
LifeGuard Academy B.V.;;;;;;1;;;;1
Lifeguard Health Services;;;;;;2;;;;2
Like2 Organize;;;;1;;;;;;1
Lionfish B.V.;;;;;;1;;;;1
Little V;1;;;;;;;;;1
Little V Rotterdam;;;;1;;;;;;1
Local Experts Amsterdam;1;;;;;;;;;1
Locatie Sint Franciscus Gasthuis;;;1;;;;;;;1
Loetjoe;;;;;;1;;;;1
Lof Media B.V.;;;;;;2;;;;2
Logeion;;;;;;1;;;;1
Logo Support;;;;1;;;;;;1
Longmen B.V.;;;;1;;;;;;1
Lourens-van Vliet h.o.d.n. Bakkerij Bart;;;;1;;;;;;1
Lovers Powerzone B.V.;;;;1;;;;;;1
LPBL B.V.;;;;;;1;;;;1
LS Holding B.V.;;;;;;1;;;;1
LSA;;;;;;1;;;;1
LTP Advies B.V.;;;;;;2;;;;2
Lukasse Dakbedekkingen Goes B.V.;2;;;;;;;;;2
Lumenz;;;;1;;1;;;;1
Luminor B.V.;;;;1;;;;;;1
Luna Catering & Organisatie;;;;1;;;;;;1
Lunchroom Nieuw Engelhard;;;;1;;;;;;1
Lunchroom Stout;;;;1;;;;;;1
Lyreco Nederland B.V.;;;;1;;;;;;1
M. Hijmans consult;;;;;;1;;;;1
Maatschap van Son Calis;;;;;;1;;;;1
MAC (Manfred Albersen Consultancy);;;;;;1;;;;1
Madurodam B.V.;;;;;;2;;;;2
Magic in Motion B.V.;;;;;;1;;;;1
Mainpress B.V.;;;;;;1;;;;1
Maliebaan45 B.V.;;;;;;1;;;;1
MaMa Kelly B.V.;;;;1;;;;;;1
Mammoni Koken + Eten;1;;;;;;;;;1
Management Drives Europe B.V.;;;;;;2;;;;2
Management Producties B.V.;;;;;;1;;;;1
ManagementReset B.V.;;;;;;1;;;;1
Manhattan Kitchen, Coffee & Wine B.V.;;;;1;;;;;;1
Maranza!;;;;;;;;;1;1
Marosel B.V.;;;;;;6;;;;6
Martini Budget Hotel;1;;;;;;;;;1
Martini Hotel Group B.V.;;;;;;;;;1;1
Marvel;;;;1;;;;;;1
Mary K Hotel;1;;;;;;;;;1
Masteryourlife;;;;;;1;;;;1
Mauritshuis;1;;;1;;1;;;;1
Mavim B.V.;;;;;;1;;;;1
Mavim Holding B.V.;;;;;;2;;;;2
Maxim's;;;;1;;;;;;1
Media Academie B.V.;;;;;;1;;;;1
Media Info Groep B.V.;;;;1;;;;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;;2;;;;2
Mediatorsfederatie Nederland;;;;;;1;;;;1
Medipreventiecentrum B.V.;;;1;;;;;;;1
Medisol B.V.;;;1;;;;;;;1
Meesterbakker Roodenrijs;;;;1;;;;;;1
Meet & Discover! - Station033 B.V.;1;;;;;1;;;;1
Meeting Plaza Utrecht B.V.;;;;;;1;;;;1
Meinders Catering B.V.;;;;;;1;;;;1
Memory Events B.V.;;;;;4;;;;;4
Menea B.V.;;;;;;1;;;;1
Mercure Den Haag Central;;;;;;1;;;1;1
Merkenbureau Knijff & Partners B.V.;;;;1;;;;;;1
Merlijn B.V.;;;;;;1;;;;1
Merlijn Groep;;;;;;1;;;;1
Metacasus B.V.;;;;;;1;;;;1
Meurs HRM;;;;;1;2;;;;2
Meursault Holding B.V.;;;4;;;;;;;4
Mies/Tekst en Training;;;;;;2;;;;2
Millers;1;;;;;;1;;;1
Mind Academy B.V.;;;;;;1;;;;1
MindHug B.V.;;;;;;4;;;;4
Mire-a-se coaching, training & zorg;;;;;1;1;;;;1
Mister Rotterdam;;;;1;;;;;;1
Mobilee Consultancy B.V.;;;;;;2;;;;2
Mobility Mixx B.V.;;;;;;;;;2;2
mochi;;;;1;;;;;;1
Models at Work B.V.;;;;;;1;;;;1
Mollee Communicatie;;;;1;;;;;;1
Momento;;;;;;1;;;;1
Morane peroneelsadvies;;;;;;1;;;;1
More Balls Than Most B.V.;;;;;;1;;;;1
Morel Makelaars Instituut B.V.;;;;;;1;;;;1
Morel Opleiding en Training B.V.;;;;;;1;;;;1
Motel Hengelo B.V.;;;;;;;;;1;1
Motel Spier Exploitatie B.V.;;;;;;;;;1;1
Motivaction International B.V.;;;;;;2;;;;2
Motus B.V.;2;;;;;;;;;2
Movenpick Hotel;;;;;;;;;1;1
Mproof Beheer B.V.;;;;;;1;;;;1
MST-Nederland B.V.;;;;;;1;;;;1
Muiden Maritiem B.V.;;;;1;;;;;;1
Mundial;1;;;;;;;;;1
Murphy's Law;;;;1;;;;;;1
Museum Catering B.V.;;;;1;;1;;;;1
Museum Shop B.V.;;;;1;;;;;;1
Museumkwartier B.V.;1;;;;;;;;;1
My Cubes B.V.;;;;1;;;;;;1
N200.Com B.V.;;;;;;1;;;;1
Nationale Beeldbank B.V.;;;;1;;;;;;1
Natuurlijk in je kracht;;;;;;2;;;;2
NCOI Opleidingsgroep B.V.;;;;;;2;;;;2
NCOI Trainingen B.V.;;;;;;2;;;;2
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;1;;;;1
Nederl. techn. veren. voor inst. in geb. TVVL;;;;;;1;;;;1
Nederl. Ver. van Maatschappelijk Werkers;;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;2;;;1;2
Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
Nederlandse Vereniging voor Veiligheidskunde;;;;;;1;;;;1
Nedermeijer Office;;;;;;1;;;;1
NedFac (NCOI Opleidingsgroep);;;;;;2;;;;2
NEDFAC B.V.;;;;;;3;;;;3
Nessun Dorma;;;;;;2;;;;2
Nestas Communicatie B.V.;;;;;;1;;;;1
Net2Legal Consultants;;;;;;1;;;;1
Netcreators B.V.;;;;1;;;;;;1
NEVI;;;;;;1;;;;1
NEVI Purspective;;;;;;1;;;;1
NEVI-Purspective B.V.;;;;1;;2;;1;;2
New Babylon Gardens B.V.;1;;;;;;;;;1
New Babylon Meeting Center B.V.;3;;;1;;3;1;;2;4
New Hotel York NL B.V.;;;;;;;;;1;1
New Skool Exploitatie B.V.;;;;1;;;;;;1
NextNovelty B.V.;;;;;;2;;;;2
NFGD Zoetermeer B.V.;;;;;;1;;;;1
NH Amsterdam Noord;;;;;;;;;1;1
NH Amsterdam Zuid;;;;;;;;;1;1
NH ATLANTIC DEN HAAG;;;;1;;;1;;;1
NH Den Haag;;;;1;;1;;;2;2
NH Tropen;;;;;;;;;1;1
Nieuwe of Litteraire Sociëteit De Witte;;;;1;;1;;;;2
Nieuwe OR training;;;;;;1;;;;1
Niow Vaardigheidstrainingen B.V.;;;;;;1;;;;1
Nisto Opleidingen;;;;;;1;;;;1
NLJUG B.V.;;;;;;2;;;;2
NLP;;;;;;1;;;;1
NLPpuntNL B.V.;;;;;;1;;;;1
NOA B.V.;;;;;;1;;;;1
Nocobus Exploitatie B.V.;;;;;;1;;;;1
Noloc;;;;;;1;;;;1
Nooteboom Tours;;;;;;;;;1;1
Norm-Systems B.V.;;;;;;1;;;;1
NOSCERE;;;;;;1;;;;1
NR Academy B.V.;;;;;;2;;;;2
NRC Handelsblad Weekeditie voor buitenland;;;;;2;1;;;;2
NS Reizigers B.V.;;;;;;;;;1;1
NT Publishers B.V.;;;;;;1;;;;1
Nvdo, Ned. Verenig. voor Doelmatig Onderhoud;;;;;;1;;;;1
NWC Events B.V.;;;;;;1;;;;1
Nyenrode Services B.V.;;;;;;2;;;;2
Ockenburgh Active;;;;1;;;;;;1
Ockenburgh Leisure B.V.;;;;1;;;;;;1
Odyssee;;;;;;1;;;;1
Odyssee B.V.;;;;;;2;;;;2
Okapi Holding B.V.;;;;;;1;;;;1
Okma Advies;;;;;;1;;;;1
Ollini;;;;2;;;;;;2
Om De Hoek;1;;;;;1;;;1;1
OmgevingsWeb B.V.;;;;;;1;;;;1
Onetomarket B.V.;;;;;1;;;;;1
Ontbijt & Lunch Juni;;;;1;;;;;;1
Oostduinhaghe Hotel B.V.;;;;;;1;;;;1
Open Ateliers B.V.;;;;;;1;;;;1
Opgeleid Persoon B.V.;;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
OPLEIDINGSKUNDE STICHTING/FCE;;;;;;1;;;;1
Oppidum B.V.;;;;;;1;;;;1
Oppidum Project Services B.V.;;;;;;1;;;;1
Optelec Nederland B.V.;;;1;;;;;;;1
Optima Forma B.V.;;;;;;1;;;;1
Oracle Benelux Usergroups;1;;;;;;;;;1
Orange5 Catering & Events B.V.;1;;;;;1;;;;1
Organisatieregie B.V.;;;;;;1;;;;1
Organizing Works;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
OTS InterStudie;;;;;;1;;;;1
Ottenhome B.V.;1;;;;;;;;;1
Otys International B.V.;;;;;;1;;;;1
Oudaen B.V.;1;;;1;;1;;;;2
P.R.O. Consult;;;;;;1;;;;1
P1 Parking Spui Centre BV;;;;;;;;;1;1
Paagman Centrum B.V.;;;;1;;;;;;1
Paagman Den Haag B.V.;;;;1;;;;;;1
Paardenplezier;;;;;;1;;;;1
Pageshuis B.V.;;;;;;1;;;;1
Pakhuis de Zwijger Horeca Exploitatie B.V.;;;;;;;1;;;1
Pan;;;;1;;;;;;1
Panteia B.V.;;;;;;1;;;;1
Pantem B.V.;1;;;1;;;;;;1
Pardon Consult;;;;;;2;;;;2
Park Plaza;;;;;;;;;1;1
Park Plaza Utrecht;;;;;;1;;;;1
Parkhotel Den Haag;;;;;;;;;2;2
Partners in Cultuur en Beleving B.V.;1;;;;;1;;;;1
Partners+Pröpper B.V.;;;;;;1;;;;1
Passieprojecten;;;;;;1;;;;1
Passionned Nederland B.V.;;;;;;1;;;;1
Pastis Den Haag B.V.;;;;1;;1;;;;1
PBT Consult B.V.;;;;;;1;;;;1
Pearl opticiens;;;1;;;;;;;1
PEER;;;;;;;;;1;1
Pegasus Nautic Events;;;;1;;;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;;1
Perron 4/5 volgens Tollius;1;;;;;;;;;1
Personalgifts B.V.;;;;1;;;;;;1
Philips Museum;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
Phonsawan B.V.;;;;1;;;;;;1
Pier Zuid B.V.;;;;1;;;;;;1
Pincoffs 1879 B.V.;;;;;;;1;;;1
Pino Productions B.V.;;;;;;2;;;;2
Pippaloentje.nl;;;;1;;;;;;1
Pizza Pazza B.V.;;;;1;;;;;;1
Plan & Aanpak;;;;;;1;;;;1
Plata Foundation B.V.;;;;;;2;;;;2
Platform voor InformatieBeveiliging;1;;;;;;;;;1
Plein 10a;;;;1;;;;;;1
Plein 9 A B.V.;1;;;2;;;;;;2
Plein 9a BV;;;;;;;1;;;1
Pllek-NDSM B.V.;;;;1;;;;;;1
Plus Delta B.V.;;;;;;1;;;;1
Podium Verhuur Haaglanden;;;;1;;;;;;1
Polethecon;;;;;;1;;;;1
Polisophia;;;;1;;;;;;1
Polyground B.V.;;;;;;1;;;;1
Postillion Hotels B.V.;;;;;;2;;;;2
Postwagen Tolbert B.V.;1;;;;;;;;;1
Pouw Vervoer B.V.;;;;1;;1;;;;1
Powerboat Scheveningen;;;;1;;;;;;1
Practical Approach;;;;;;1;;;;1
Premium Gids;;;;1;;;;;;1
PRiMAN Talent Management;;;;;;1;;;;1
Primera Van der Zwaan;1;;;1;;;;;;1
PRINTRS B.V.;;;;;;;1;;;1
Privilege Beauty & More;;;;1;;;;;;1
Pro Demos;;;;;;;1;;;1
PROambt Advies;;;;;1;;;;;1
PROambt Mobiliteit;;;;;1;;;;;1
Professional driving solutions;;;;;;2;;;;2
Progres Nederland B.V.;;;;;;2;;;;2
ProHuman B.V.;;;;;;1;;;;1
Promopodium B.V.;;;;1;;;;;;1
Promotess B.V.;;;;;;1;;;;1
PropertyEU B.V.;;;;;;1;;;;1
Propertynl B.V.;1;;;1;;1;;;;1
Proteus;;;;1;;;;;;1
Protinus IT B.V.;;;1;;;1;;;;1
Prowareness Academy B.V.;;;;;;1;;;;1
Psychologen Praktijk Adriaans;;;;;;1;;;;1
Psychologenpraktijk FREESOUL;;;;;;1;;;;1
Psychologisch Adviesbureau Kuhlemeier;;;;;;1;;;;1
Public Cinema;;;;;;1;;;;1
Public Support & More B.V.;;;;;;1;;;;1
Public Support Groep B.V.;;;;;;1;;;;1
Publieke Werken B.V.;1;;;;;;;;;1
Pullman Eindhoven Cocagne;;;;;;2;;;;2
Pump up the Company;;;;;;1;;;;1
PUUR.nu B.V.;;;;;;1;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;1;;;;1
Q Delft B.V.;;;;;;1;;;;1
QlikTech Netherlands B.V.;;;;;;1;;;;1
Qompas B.V.;;;;;2;;;;;2
Q-Park Beheer B.V.;;;;;;;;;1;1
Q-Park Nederland;;;;;;;;;4;4
Quakernaat B.V.;;;;;;1;;;;1
Quality Bookings;;;;1;;;;;;1
Quality Calls;;;;;;2;;;;2
R/Partners in Arbeid & Gezondheid B.V.;;;3;;;;;;;3
Raimondi's Villa Rozenrust;;;;1;;;;;;1
Ramon Schleijpen & Loes Leatemia;;;;;;2;;;;2
Randstad Gezondheidszorg;;;;;;;;;1;1
Randstad Professionals B.V.;;;;;;;;;1;1
Real-life Xcape;;;;;;;1;;;1
Rebel Energy B.V.;;;;;;1;;;;1
Reed Business B.V.;;;;;;3;;;;3
Regardz Business Center;;;;2;;;;;;2
Regardz Meeting Center Eenhoorn Amersfoort;;;;;;;;;1;1
Regus;1;;;;;1;;;;1
Regus Amsterdam B.V.;;;;;;1;;;;1
Reijngoud Coaching;;;;;;1;;;;1
Reisinformatiegroep B.V.;1;;;;;;;;;1
Rendement Uitgeverij B.V.;;;;;;1;;;;1
RescueMate B.V.;;;;;;1;;;;1
Resetmanagement B.V.;;;;;;2;;;;2
Restaurant Bogor B.V.;;;;1;;;;;;1
Restaurant Café De Vestibule;;;;1;;;;;;1
Restaurant De Basiliek B.V.;1;;;1;;1;;;;1
