Rijlabels;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
GOB Ozizo;;;1;;;;;1;1
GOB Roodkapje Hapert;;;1;;;;;;1
Goede Mynott Holding B.V.;;;1;;;;;;1
Golden Village B.V.;;;1;;;;;;1
Goochelaar Lodewijk de Widt;;;1;;;;;;1
GrachtenAtelier;;;;;;1;;;1
Gran Mercado B.V.;;;1;;1;;;;1
Grand Boutique Hotel Huis Vermeer B.V.;;;1;;;;;;1
Grand Caf√© de Fanfare;;;1;;;;;;1
Grand Caf√© Silva Ducis B.V.;;;1;;;;;;1
Grand Caf√© Vyssotski;;;1;;;;;;1
Grand Caf√©-Restaurant Loos B.V.;;;1;;;;;;1
Grand Caf√É¬© Time Out B.V.;;;1;;;1;;;1
Grand CafÈ Borg Nienoord BV;;;1;;;1;;;1
Grand cafÈ De Bastille;;;1;;;1;;;1
Grand Cafe Lubeck;;;1;;;;;;1
Grand CafÈ, restaurant Noderstraun;;;1;;;1;;;1
Grand Central Food Market B.V.;;;1;;;;;;1
Grandcafe Haagsche Bluf;;;1;;;;;;1
Granny's Corner;;;1;;;1;;;1
Grasland Recreatie;;;;;;;;1;1
Green Badger;;;;;1;;;;1
Green CafÈ;;;1;;;1;;;1
Greetje Kruidhof;;;;;1;;;;1
Greetz B.V.;;;1;;;;;;1
Grieks Restaurant Greekz;;;1;;1;;;;1
Griftpark 1;;;1;;;;;;1
Groen Management & Advies (GMA);;;1;;;;;;1
H.D.M. Craanen/A.S. Goosen;;;;;1;;;;1
H.J. Stoffers;;;;;1;;;;1
H.O.M. Holding B.V.;;;;;;;;1;1
H.P. van Ochten;;1;;;;;;;1
H.W.G. de Vos;;;;1;;;;;1
Haags Historisch Museum;;;1;;;;;;1
Haagsche Trotsch B.V.;;;;;1;;;;1
Hadewijch Maria Hofland;;;1;;;;;;1
Haegheborgh Beheer B.V.;;;;;1;;;;1
Hageman Party Catering Haaglanden;;;;;;1;;;1
Hague Hoppers;;;1;;;;;;1
Hallmark Cards Nederland;;;1;;;;;;1
Hampshire Exploitatie I B.V.;;;1;;;;;;1
Handelsonderneming J.P. Mulder;;;;;1;;;;1
Hanting Cuisine B.V.;;;1;;;1;;;1
Happy Day Tours;;;1;;;1;;;1
Happy Meat B.V.;;;1;;;1;;;1
Happy Moose;;;1;;;1;;;1
Happy Tosti Den Haag B.V.;;;1;;;1;;;1
Happy World Assen;;;1;;;1;;;1
Harbour Cafe;;;1;;;1;;;1
Hartelijk Gefaciliteerd;;;;;1;;;;1
Health2Work B.V.;;1;;;;;;;1
Heidi Vijverberg;;;;;1;;;;1
Hein Post Wijnen Gastronomie;;;1;;;;;;1
Helming Coaching en Advies;;;;;1;;;;1
Hennie's Hoekje;;;1;;;;;;1
Henny Huisman Presentaties;;;;;1;;;;1
Henry van den Brink;;;;;1;;;;1
Herberg Onder de Linden;;;1;;;1;;;1
Herberg Rijsbergen;;;;;;1;;;1
Herryson & Brown;;;;;1;;;;1
Hesbak 2 B.V.;;;1;;;;;;1
Het Boze Wijf CafÈ Restaurant;;;1;;;1;;;1
Het Drents Kwartiertje;;;1;;;1;;;1
Het Echte Werkt! Leiderschapsontwikkeling;;;;;1;;;;1
Het Goudkantoor;;;1;;;1;;;1
Het Heerenhuis, Grandcaf√©, Lunch, Diner, Zal.;;;1;;;;;;1
Het Heerenhuis, Grandcaf√É¬©, Lunch, Diner, Zal;;;1;;;1;;;1
Het Ketelhuis Utrecht;;;;;;;;1;1
Het Kookplein;;;1;;;1;;;1
Het Muntgebouw-Utrecht B.V.;;;1;;;;;;1
Het Nederlands Stripmuseum;;;1;;;;;;1
Het NIC B.V.;;;;;1;;;;1
Het Nieuwe Trivium;;;;;1;;;;1
Het Nutshuis;;;1;;;;;;1
Het Pakhuis;;;1;;;1;;;1
Het Paleis Groningen B.V.;;;;;;;;1;1
Het Prentenkabinet;;;1;;;;;;1
Het Stalplein B.V.;;;1;;1;;;;1
Het Weeshuys;;;1;;;1;;;1
Het Zuiderlicht;;;;;1;;;;1
Hettema Verhuurt Praktisch Alles!;;;;;;1;;;1
HHB Software-Hardware-Brainware B.V.;;;1;;;;;1;1
Hiephiepkado B.V.;;;1;;;;;;1
High Five Health Promotion B.V.;;;;;1;;;;1
Higher Ed Services;;;;;1;;;;1
Hint en Tint;;;1;;;;;;1
HippeFruitmand;;;1;;;;;;1
Hippefruitmand.nl;;;1;;;;;;1
HMB Signaal;;;;;1;;;;1
HMC Antoniushove;;1;;;;;;;1
HMSHost Nederland B.V.;;;1;;;;;;1
Hobeon Management Consult B.V.;;;;;1;;;;1
Hockeyspullen.nl Ecom B.V.;;;1;;;;;;1
Hoebee Productions;;;;;1;;;;1
Hoeve Kromwijk;;;1;;;;;;1
Hoezee B.V.;;;;;1;;;;1
Hofvlietvilla B.V.;;;1;;;;;;1
Hogenelst Horeca Groep B.V.;;;1;;;1;;;1
Hogeschool der Kunsten Den Haag;;;1;;;1;;;1
Hogeschool Rotterdam;;;;;1;;;;1
Hogeschool Rotterdam Horeca;;;;;1;1;;;1
HoLaPress Congresbureau B.V.;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;;;1;;1;;;;1
Holding Johan Groenen B.V.;;;;;;;;1;1
Holland Evenementen Groep B.V.;;;;;1;;;;1
Hollands VenetiÎ;;;1;;;1;;;1
Hollandse Hoogte B.V.;;;;;1;;;;1
Hollandse Nieuwe B.V.;;;;;1;;;;1
Home food & drinks;;;1;;;;;;1
Hondenschool Groningen;;;;;;1;;;1
Hooghoudt B.V.;;;1;;;1;;;1
Horecabedrijf De Witte Raaf B.V.;;;1;;;1;;;1
Horus huisartsen;;1;;;;;;;1
Hotel 'De Sniep' B.V.;;;1;;;1;;;1
Hotel De Ville B.V.;;;;;;;;1;1
Hotel Dordrecht B.V.;;;1;;;;;;1
Hotel en Restaurant Parkzicht;;;;;;;;1;1
Hotel Groningen-Hoogkerk B.V.;;;1;;;1;;;1
Hotel Leeuwarden Centre B.V.;;;1;;;;;1;1
Hotel Miss Blanche;;;;;;;;1;1
Hotel Mitland;;;;;;;;1;1
Hotel Pillows Zwolle B.V.;;;1;;;;;;1
Hotel Post Plaza B.V.;;;1;;;;;1;1
Hotel Prinsenhof (Groningen);;;1;;;1;;;1
Hotel Restaurant Faber;;;1;;;1;;;1
Hotel Schylge B.V.;;;;;;;;1;1
Hotel Spoorzicht & Spa B.V.;;;1;;;;;;1
Hotel Zoetermeer / Golden Tulip en Tulip Inn;;;1;;;;;;1
Hotel-Caf√©-Restaurant Haarhuis;;;1;;;;;;1
Hotelschool The Hague;;;;;1;;;;1
Houdt van Eten;;;1;;;1;;;1
HPO Center BV;;;;;1;;;;1
HSK Groep;;;;1;;;;;1
HSK Interventie B.V.;;;;;1;;;;1
HTM Specials;;;;;;;;1;1
HTX Automatisering;;;;;1;;;;1
Hudson Danzig B.V.;;;1;;;;;;1
Hudson Zoetermeer B.V.;;;1;;;;;;1
Huibrechtse Therapie & Training;;1;;;1;;;;1
Huijer Evening Dress B.V.;;;1;;;;;;1
Huis van verbeelding;;;;;1;;;;1
Huisarstenpraktijk Noordhof;;1;;;;;;;1
Huisartenpraktijk B. van der Sandt;;1;;;;;;;1
Huisartenpraktijk Franse;;1;;;;;;;1
Huisartsen leliestraat;;1;;;;;;;1
Huisartsenpraktijd Balwant-Gir;;1;;;;;;;1
Huisartsenpraktijk Bellevista;;1;;;;;;;1
Huisartsenpraktijk Berghem;;1;;;;;;;1
Huisartsenpraktijk Berkelmans;;1;;;;;;;1
Huisartsenpraktijk Danhof;;1;;;;;;;1
Huisartsenpraktijk de Achterweg;;1;;;;;;;1
Huisartsenpraktijk Dennelaan;;1;;;;;;;1
Huisartsenpraktijk Hammink & MarÈe;;1;;;;;;;1
Huisartsenpraktijk Korte Akkeren;;1;;;;;;;1
Huisartsenpraktijk Leusden;;1;;;;;;;1
Huisartsenpraktijk Medius;;1;;;;;;;1
Huisartsenpraktijk Nieuw Rapenburg;;1;;;;;;;1
Huisartsenpraktijk Nieuwendam;;1;;;;;;;1
Huisartsenpraktijk Saado;;1;;;;;;;1
Huisartsenpraktijk Scheer;;1;;;;;;;1
Huisartsenpraktijk Sunenz;;1;;;;;;;1
Huisartspraktijk Lemelerveld;;1;;;;;;;1
Huize Maas' B.V.;;;1;;;1;;;1
Huize Molenaar B.V.;;;1;;;;;;1
Human Dimensions B.V.;;;;;1;;;;1
Humanagement;;;;;1;;;;1
HumanCapitalCare B.V.;;1;;;1;;;;1
Humphrey's Restaurant;;;1;;;1;;;1
I.J. van der Waal Holding B.V.;;;;;1;;;;1
I.T.C. Alles voor Uw Kantoor N.V.;;;;;1;;;;1
IACA;;;;;1;;;;1
IADA V.O.F.;;;;;1;;;;1
Ibis Den Haag City Centre;;;;;1;;;;1
Ibis Hotel Leiden B.V.;;;;;;;;1;1
IBSE-Technologie Consulting B.V.;;;;;;;1;;1
ICAM B.V.;;;;;;;1;;1
ICC Ned., Ond. v. ICC, The World Bus. Organ.;;;;;1;;;;1
ICI B.V.;;;;;;;1;;1
Icomos-Nederland;;;;;;;1;;1
IDGift B.V.;;;1;;;;;;1
Igluu B.V.;;;;;1;;;;1
IJsVanvitelli;;;1;;;;;;1
Ikos Consult;;;;;1;;;;1
IkWij Training en Coaching;;;;;1;;;;1
Il Lago B.V.;;;1;;;1;;1;1
'Il Pozzo B.V.';;;1;;;;;;1
Ilionx;;;;;1;;;;1
IMK Opleidingen B.V.;;;;;1;;;;1
Immadicted B.V.;;;1;;;;;;1
IMPROVE Quality Services BV;;;;;1;;;;1
Impuls B.V.;;1;;;;;;;1
Impulsus, Support & Facilities B.V.;;;;;1;;;;1
In Touch Women Resource Management B.V.;;;;;1;;;;1
Indisch Restaurant 'Bali' B.V.;;;1;;;;;;1
Indisch Restaurant Garoeda;;;1;;;;;;1
Indonesisch Restaurant Poentjak;;;1;;;;;;1
Ineke van der Straaten;;;;;1;;;;1
Infix B.V.;;;;;1;;;;1
Information Builders (Benelux) B.V.;;;;;1;;;;1
Information Security Academy B.V.;;;;;1;;;;1
Ingekleurt;;;;;1;;;;1
Innovero Software Solutions B.V.;;;;;1;;;;1
Insite Media;;;;;1;;;;1
Inspire Circle of Professionals;;;;;1;;;;1
Instituut Maatschappelijke Innovatie;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;1;;1;;1
Instock Den Haag;;;1;;;;;;1
Int. Inst. Toepasb. Psychol.-Bureau Land B.V.;;;;;1;;;;1
Integrale Yoga Rotterdam;;;;;1;;;;1
Integrand;;;;;1;;;;1
Intellectual Property Associates B.V.;;;;;1;;;;1
Interc√©d√© B.V.;;;1;;;;;;1
International Card Services B.V.;;;1;;;;;;1
Internet Unie Services B.V.;;;;;;;1;;1
Interscience B.V.;;;;;1;;;;1
Ipcom Nederland B.V.;;;;;;;1;;1
IPMA Certificering B.V.;;;;;1;;;;1
i-psy Noord-Holland B.V.;;1;;;;;;;1
Iris Huys;;1;;;;;;;1
Isabella Roorda;;;;;1;;;;1
ISS Integrated Facility Services B.V.;;;1;;;1;;;1
ISS Nederland B.V.;;;;;1;;;;1
Istanbul Catering;;;1;;;;;;1
Italia Leidsche Rijn;;;1;;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;1;;;;1
ITvitae B.V.;;;;;1;;;;1
ITvitae HRplus BV;;;;;1;;;;1
IvPP B.V.;;;;;1;;;;1
J&V Horeca Exploitatie B.V.;;;1;;;;;;1
J.C. Sound & Light;;;;;;1;;;1
J.C.M. Vonk;;;1;;;;;1;1
J.J. Norder;;;;;1;;;;1
J.W. Pol & Partners B.V.;;;;;;;;1;1
Jacky van Leth Theatrale Dienstverlening;;;;;1;;;;1
JAM visueel denken B.V.;;;;;1;;;;1
Janske van Eersel;;;;;1;;;;1
Janskerkhof B.V.;;;1;;;;;;1
Japas Caf√©;;;1;;;;;;1
Jasmina Jusufovic;;;;1;;;;;1
Jasmine Palace De Meern B.V.;;;1;;;;;;1
Javaans EetcafÈ Groningen B.V.;;;1;;;1;;;1
Je Leukste Graffiti.nl;;;1;;;1;;;1
Jeni Sport;;;;;;1;;;1
JK Partyverhuur;;;1;;;;;;1
Jo Bos & Co;;;;;1;;;;1
Joan Boere Organisatieadvies B.V.;;;;;1;;;;1
Jobtraining;;;;;1;;;;1
Johan Tinge;;;;;1;;;;1
Jonkheer Sound & Light B.V.;;;;;1;;;;1
JOR Workshop;;;1;;;;;;1
JosÈe van Delden;;;1;;;;;1;1
Josja Smink;;;1;;;;;;1
JR Horeca Company B.V.;;;1;;;1;;;1
Judith Bosklopper;;;1;;;;;;1
Judith Meulenbrug;;;;;1;;;;1
JVDT B.V.;;;;;1;;;;1
JY;;;1;;;;;;1
Kaap Doorn B.V.;;;;;1;;;;1
Kaars Koffie B.V.;;;1;;;;;;1
Kamp Coaching - Training & Advies;;;;;1;;;;1
Kanis & van de Kasteele V.O.F.;;;;;;1;;;1
Kantoorboekhandel Schutte V.O.F.;;;1;;;;;;1
Kardinge;;;1;;;1;;;1
Karting Plaza Exploitatie B.V.;;;1;;;1;;;1
Kartinie Cateringservice;;;1;;;;;;1
Kasteel de Wittenburg B.V.;;;1;;;;;;1
Kasteel Huize Harmelen;;;1;;;;;;1
Kasteel Terworm Hotel & Restaurant;;;1;;;;;;1
Keizer Culinair B.V.;;;1;;;;;;1
Kessels & Smit, Publishers B.V.;;;1;;1;;;;1
Keuken van Hackfort;;;1;;;;;;1
Keuken van Leer;;;1;;;;;;1
Kickstart School B.V.;;;;;1;;;;1
Kids Talent Oirschot B.V.;;;1;;;;;;1
Kids-Inn De Kwakel B.V.;;;1;;;;;;1
Kiki Bakker - Campagnestrategie;;;;;1;;;;1
Kimono Lounge B.V.;;;1;;;;;;1
Kindercentrum Twinkel;;;1;;;;;;1
KindeRdam Groep Holding B.V.;;;1;;;;;;1
Kinderopvang Natuurlijk B.V.;;;1;;;;;;1
King Arthur B.V.;;;1;;;;;;1
Klantcontact Boosters B.V.;;;;;1;;;;1
Klantinteractie Research Centrum;;;;;1;;;;1
Klarna B.V.;;;1;;;;;;1
Kleine Beer Brouwerij;;;;;1;;;;1
Klokje Rond B.V.;;;1;;;;;;1
Klootschietmateriaal.nl;;;1;;;;;;1
KNOBO B.V.;;;;;;;1;;1
Knols koek;;;1;;;;;;1
Koetshuis de Burcht;;;1;;;;;;1
Koi Amersfoort B.V.;;;1;;;;;;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;1;;1;;1
Koning Photography;;;1;;;;;;1
Koninklijke van Gorcum B.V.;;;;;1;;;;1
Kontakt der Kontinenten;;;1;;;1;;;1
Koos Sikkens AGF Paterswolde;;;1;;;;;;1
Kop & Schoud. Conc. & Promot. Services B.V.;;;;1;;;;;1
Koreneef Bestuurs-, Org.advies en Interimman.;;;;;1;;;;1
Korte Poten 1-3 B.V.;;;1;;;1;;;1
KOVnet;;;1;;;;;1;1
KPN B.V.;;;1;;;;;1;1
Kring van Zuid-Hollandse Archivarissen;;;;;1;;;;1
Kroeg van Klaas;;;1;;;1;;;1
Kuchipudi Dansart;;;;;1;;;;1
Kwibus Funbus B.V.;;;1;;;;;;1
L. Craenen;;;;;;;;1;1
L. Schoonbroodt;;;1;;;;;;1
La Fenice Restaurant;;;1;;;;;;1
La Galleria Boulevard;;;1;;;;;;1
La Lanterna;;;1;;;;;;1
La Paulowna - Boutique Hotel;;;1;;;;;;1
La Red B.V.;;;;;1;;;;1
La Trattoria;;;;;;;;1;1
Land van Kokanje B.V.;;;1;;;1;;;1
Landelijke Vereniging van Vertrouwenspersonen;;;;;1;;;;1
Landgoed Baest B.V.;;;1;;;;;;1
Landgoed de Horst B.V.;;;;;1;;;;1
Landgoed ISVW B.V.;;;;;1;;;;1
Landgoed Westerlee;;;1;;;;;;1
Landwinkel Ol Diek;;;1;;;;;;1
Langhenkel Werk, Inkomen & Zorg Noord B.V.;;;;;1;;;;1
Language Partners Nederland B.V.;;;;;1;;;;1
Lara Simons;;;;;1;;;;1
Laura Overheid;;;;;1;;;;1
Laurens Meyer Horeca Exploitatie Breda B.V.;;;1;;;;;;1
Le Bistroquet B.V.;;;1;;;;;;1
Le Connaisseur;;;1;;;;;;1
Le Taupe Beheer B.V.;;;;;1;;;;1
LE:EN Restaurant B.V.;;;1;;1;;;;1
LeadersInformed B.V.;;;;;1;;;;1
Lean Six Sigma Partners B.V.;;;;;1;;;;1
Learn it B.V.;;;;;1;;;;1
Lectric Trainingen B.V.;;;;;1;;;;1
LEDsImprove.nl;;;1;;;;;;1
Leeuwarden City Events;;;1;;;1;;;1
LEF Marketing & Events B.V.;;;;;1;;;;1
Leids Congres Bureau B.V.;;;;;1;;;;1
Leidsche Glashandel B.V.;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;1;;;;1
Lekker Brood;;;1;;;;;;1
Lekkerr;;;1;;;;;;1
Leo Bouwmeester;;;;;1;;;;1
Leo Stroosnijder;;;;;1;;;;1
Leo van der Linden;;;1;;;;;;1
LeoCura GZ het Kruispunt;;1;;;;;;;1
Leonidas;;;1;;;;;;1
Les Coyotes De Paris B.V.;;;;;1;;;;1
Leuntje B.V.;;;1;;;;;;1
Leyhoeve Horeca Groningen BV;;;1;;;1;;;1
LG Consult;;;;;1;;;;1
Libereaux B.V.;;;;;1;;;;1
Lies Pol B.V.;;;;;1;;;;1
Lily Schuimer;;;;;1;;;;1
Lindozoe;;;1;;;;;;1
Little V Den Haag B.V.;;;1;;;;;;1
Living Mindful;;;;;1;;;;1
LKCT;;;;;1;;;;1
Lobo Groningen B.V.;;;1;;;1;;;1
Locomix BV;;;;;1;;;;1
Lodewieck;;;1;;;;;;1
Logacom B.V.;;;;;1;;;;1
Logeion;;;;;1;;1;;1
Lokaal Zuid;;;1;;;;;;1
Lokenberg Training & Consultancy;;;;;1;;;;1
Louis XV;;;1;;;1;;;1
Louisa Vijfschaft Juridisch Advies;;;;;;;;1;1
LSR B.V.;;;;;1;;;;1
Lucifers Slagwerk;;;1;;;1;;;1
Lud'arte;;;1;;;;;;1
Luuk Ex;;;1;;;;;;1
M & M Flowers;;;1;;;;;;1
M. Pompert;;;1;;;;;1;1
M. Uriot;;;1;;;;;;1
M. Visbeen Advies, Coaching & Social Sharing;;;;;1;;;;1
M.A.M. Blaak-Spitholt;;;;;1;;;;1
M.I. Dekker;;;1;;;1;;;1
M.J. Riemens;;;1;;;;;;1
M.J.W. Grosfeld Holding B.V.;;1;;;;;;;1
M.L. Houtsma-v.d. Meer;;;;;;;;1;1
Maaike Kunst;;;1;;;;;;1
Maarsingh & Van Steijn Psynovatie B.V.;;;;;1;;;;1
Maatschap Berg & Soeters;;;;;1;;;;1
Maatschap Huisartsen Spectrum;;1;;;;;;;1
Maatschap Jager/Scholtens;;;;1;;;;;1
Maatschap Parre en Deden Consultancy;;;;;1;;;;1
Maatschap The Demand Group;;;;;1;;;;1
Maatschap voor Communicatie;;;;;1;;;;1
Main Sales Europe B.V.;;;;;;1;;;1
Mainpress B.V.;;;;;1;;;;1
Maison van den Boer B.V.;;;1;;;;;;1
Management Drives Netherlands B.V.;;;;;1;;;;1
Marcel Vogels;;;;;;;;1;1
Marieke Mol;;;;;1;;;;1
MariÎnburggroep B.V.;;;;;1;;;;1
Marijke van Dijk Organisatieadvies & Coaching;;;;;1;;;;1
Marina van der Ploeg;;;1;;;;;;1
Marion Suijker;;;;;1;;;;1
Marjolein van Veldhoven Boonstra;;;1;;;;;1;1
Marjolijn de Boer;;;1;;;;;;1
Marjon van den Broek Visagie;;;1;;;;;;1
Marqt;;;1;;;;;;1
Martini Hotel Group B.V.;;;1;;;1;;1;1
Martins Brasserie;;;1;;;1;;;1
Mauritshuis;;;1;;;1;;;1
Mavim B.V.;;;;;1;;;;1
Maxilia;;;1;;;;;;1
Maximes Denneweg 10B B.V.;;;1;;;;;;1
MBA University Of Life B.V.;;;;;1;;;;1
Mbits;;;;;1;;;;1
MBO Events B.V.;;;;;1;;;;1
MdL-Coaching;;;;;1;;;;1
Medisch Centrum Molenzoom;;1;;;;;;;1
Medisch Expertise & Advies Centrum;;1;;;;;;;1
medisch Specialisten;;1;;;;;;;1
Medisch Specialisten Coˆperatief LLZ UA;;1;;;;;;;1
Medisol B.V.;;1;;;;;;;1
Meer leraren in het PO;;;;;1;;;;1
meereffect;;;;;1;;;;1
Meerweg Exploitatie Haren B.V.;;;1;;;1;;1;1
Meerwold Groningen Vastgoed C.V.;;;;;;;;1;1
MeetIn B.V.;;;;;;;;1;1
Meinardi;;;;;;1;;;1
Melissa Vas- van der Burgh;;;1;;;;;;1
Meneer Nieges;;;1;;;;;;1
Menz B.V.;;;;;1;;;;1
Merleyn;;;1;;;1;;;1
Merlijn B.V.;;;;;1;;;;1
MiBoSo;;1;;;;;;;1
Michiel van den Broek Consultancy;;;;;1;;;;1
Middin;;;1;;;;;;1
Miele Nederland B.V.;;;;;;1;;;1
Mijn Lijstenmakerij;;;1;;;;;;1
Mijn voedingscoach.nl;;1;;;;;;;1
Millers;;;1;;;1;;;1
Mind Productions Webdesign;;;;;;1;;;1
Mischa Turenhout;;;;;;;;1;1
MK Coaching;;;;;1;;;;1
Moduli Print B.V.;;;1;;;;;;1
Mojom;;;;;1;;;;1
Mokum Events B.V.;;;1;;;1;;;1
Mooi Zeist B.V.;;;1;;;;;;1
Moon About;;;1;;;;;;1
More Balls Than Most B.V.;;;;;1;;;;1
Motel Assen B.V.;;;;;;;;1;1
Movum B.V.;;;;;1;;;;1
MULDATA B.V.;;;1;;;;;1;1
Multicopy The Communication Company;;;1;;;;;;1
Multiply-it;;;;;1;;;;1
Multi-Vlaai (D.H. Kits);;;1;;;;;;1
Museum Catering Den Haag B.V.;;;1;;;;;;1
Musicianplaza;;;1;;;;;;1
Muzeaal Verhalen;;;;;1;;;;1
Muziekcaf√© de Paraplu;;;1;;;;;;1
Muziekgroep Volkstone;;;1;;;1;;;1
Muzikum;;;1;;;;;;1
MyForms;;;;;1;;;;1
N.A. Bonciu;;;1;;;;;;1
N.M. Schreuder;;;1;;;;;;1
nai010 uitgevers/publishers;;;1;;;;;;1
Nano Technology Instruments- Europe B.V.;;;;;;;1;;1
Nationaal Gevangenismuseum;;;1;;;1;;;1
NB de Bruin;;;1;;;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;1;;;;1
Nederl. Ber.ver. voor Contractmanagement;;;;;1;;;;1
Nederl. Vereniging Amateurtheaterbibliotheek;;;;;;;1;;1
Nederland. Vereniging voor Aanbestedingsrecht;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;1;;;;1
Nederlands Congres Bureau;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;1;;;;1
Nederlands Fotogenootschap;;;;;;;1;;1
Nederlands Genootschap van Sint Jacob;;;;;1;;;;1
Nederlandse Bridge Bond;;;;;1;;;;1
Nederlandse Juristen-Vereniging;;;;;;;1;;1
Nederlandse Vereniging Toezicht Cultuur;;;;;1;;;;1
Nederlandse Vereniging van Monumentenzorgers;;;;;;;1;;1
Nederlandse Vereniging van Wiskundeleraren;;;;;1;;;;1
Nederlandse Vereniging voor Burgerzaken;;;;;1;;;;1
Nederlandse Vereniging voor Europees Recht;;;;;;;1;;1
Nederlandse Vereniging voor Examens;;;;;;;1;;1
Nederlandse Vereniging voor wetgeving;;;;;;;1;;1
NEDFAC B.V.;;;;;1;;;;1
Nehtrab Holding B.V.;;;1;;;;;;1
Nel Taal, verandercoach;;;;;1;;;;1
Nesma B.V.;;;;;1;;;;1
Netqloud;;;;;1;;;;1
Netsjop B.V.;;;1;;;;;1;1
Neve;;;;;1;;;;1
New Nexus Business Intelligence B.V.;;1;;;;;;;1
Next Level Academy B.V.;;;;;1;;;;1
NGI B.V.;;;;;1;;;;1
NH Rijnhotel;;;;;;;;1;1
Ni Hao Groningen B.V.;;;1;;;1;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;1;;;1;;;1
NIBE-SVV Opleidingen B.V.;;;;;1;;;;1
Nicky-Tax;;;;;;;;1;1
Nicolai's Steekijs;;;1;;;1;;;1
Nicole van Ladesteijn;;;;;1;;;;1
Nieuw Allardsoog;;;;;1;;;;1
Nieuwhuis Consult B.V.;;;;;1;;;;1
Nieuwland B.V.;;;;;1;;;;1
NIKS & Partners;;;;;1;;;;1
NIPED Prevention B.V.;;1;;;;;;;1
NIVE Opleidingen B.V.;;;;;1;;;;1
Nivoo Opleidingen B.V.;;;;;1;;;;1
NLJUG;;;;;1;;;;1
NLJUG B.V.;;;;;1;;;;1
NLUUG;;;;;1;;;;1
Nobbe Mieras Trainingen;;;;;1;;;;1
Noloc;;;;;1;;;;1
Noorderpoort;;;1;;;1;;;1
Nooteboom Tours;;;1;;;;;;1
Normaalkracht B.V.;;1;;;;;;;1
Norrin-Radd;;;1;;;1;;;1
Not For Sale Retail B.V.;;;1;;;;;;1
Novalijn;;;;;1;;;;1
NRC Media;;;;;1;;;;1
NRG;;1;;;;;;;1
NS Stat. Ret.bdr. B.V./Kiosk hal (Amersfoort);;;1;;;;;;1
Nsob;;;;;1;;;;1
oCaro B.V.;;;;;1;;;;1
O'ceallaigh;;;1;;;1;;;1
Octobox Nederland;;;;;1;;;;1
Odyssee B.V.;;;;;1;;;;1
Office Athletes B.V.;;1;;;;;;1;1
Office Depot B.V.;;1;;1;;;;;1
OGZ B.V.;;;;;1;;;;1
OIB Leerhotel B.V.;;;1;;;;;;1
Olieman Verhuur;;;;;1;;;;1
Olive B.V.;;;1;;;;;;1
Olivia Doflein;;;1;;;;;;1
OneSpan NV;;;;;1;;;;1
ONI B.V.;;;1;;;;;;1
Ontwerpstudio Carola Zee;;;1;;;;;;1
Oosterhuis Beheer B.V.;;;1;;;;;1;1
Operation Exit;;;;;1;;;;1
Oppidum B.V.;;;;;1;;;;1
Opportunity Advies B.V.;;;;;1;;;;1
Optelec Nederland B.V.;;1;;;;;;;1
Orange Otters;;;;;1;;;;1
Ordina Business Consulting & Solutions B.V.;;;;;1;;;;1
ORM Massages;;;1;;;;;;1
Oscars;;;1;;;;;;1
OSR Juridische Opleidingen B.V.;;;;;1;;;;1
Osteria Davinci;;;1;;;1;;;1
Otens;;;;;1;;;;1
Oudaen B.V.;;;1;;1;;;;1
Oudshoorn Bloemen;;;1;;;;;;1
Outdoor Point;;;1;;;1;;;1
Outsource Uk Limited;;;;;1;;;;1
Over Het Voetlicht;;;;;1;;;;1
P.A. van Zijll;;;1;;;;;;1
P.C. Coenen B.V.;;;;;1;;;;1
P.P. Wammes;;;1;;;;;;1
Pakhuis Leiden B.V.;;;1;;;;;;1
Papieren Tijger Beheer B.V.;;;;;1;;;;1
Parcival B.V.;;;;;1;;;;1
Parfumerie Douglas Nederland BV;;;1;;;;;;1
Parkhotel Den Haag;;;;;;;;1;1
Partou B.V.;;;1;;;;;1;1
Partyservice & Catering De Hurk B.V.;;;;;;1;;;1
Passie voor Proeven;;;1;;;;;;1
Paviljoen Malieveld;;;1;;;1;;;1
Paviljoen van de Dame B.V.;;;1;;;1;;;1
Paviljoen Vlietland B.V.;;;1;;;;;;1
Pavlov;;;1;;;;;;1
PCS-Polyethylene Catalyst Solutions;;;;;1;;;;1
Pegasus Events;;;1;;;;;;1
PensioenKompaan;;;;;1;;;;1
Pentanova;;;;;1;;;;1
Pepe Heykoop Designs B.V.;;;1;;;;;;1
Performa Uitgeverij B.V.;;;;;1;;;;1
