ZAAKNUMMER,ZAAKTYPECODE,KANAAL,OMSCHRIJVING,TOELICHTING,REGISTRATIEDATUM,STARTDATUM,EINDDATUM,GEPLANDE EINDDATUM,CASE_TYPE_ID,NIVEAU1CASE,NIVEAU2CASE,NIVEAU3CASE,class_classificatie,class_vies,class_stuk,class_overlast,class_niet_relevant,STRAATNAAM,HUISNUMMER,POSTCODE,BUURTCODE,BUURT,WIJKCODE,WIJK,WOONPLAATS,X-coordinaat,Y-coordinaat,LONGITUDE,LATITUDE,BAG_STRAATNAAM,PC6_BRON,PC6
118707,UD.01.06,TELEFOON,Verzakking - plaatselijk,Bij de voordeur zijn 3 tegels verzakt.,20140929122956,20140930,20141003,20141007,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Dwarsstraat,1,3114LA,41,Noletbuurt,40,Zuid,Schiedam,,,4.40623249,51.90612177,Dwarsstraat,melding,3114LA
119005,MLD0813,TELEFOON,Straatverlichting; OV lichtmast: scheef,lantaarn staat scheef en los. Graag nakijken voordat hij mogelijk omvalt,20140930165920,20141001,20141001,20141006,405,Straatmeubilair,Straatverlichting,OV lichtmast: scheef,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Van Hogendorpstraat,100,3118LJ,62,Spieringshoek,60,Nieuwland,Schiedam,,,4.382095985,51.92119869,Van Hogendorpstraat,melding,3118LJ
118378,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,Paal nummer 22 doet het niet.,20140926101444,20140929,20140926,20141002,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Dirk Schäferplein,126,3122EE,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.371844108,51.9325689,Dirk Schäferplein,melding,3122EE
115816,UD.01.13,TELEFOON,Vraag over bestrating (niets stuk),"meneer geeft aan dat in de Merwedestraat pas een paal is geplaatst, nu loopt de stoep erg scheef lijkt op n helling, is erg moeilijk begaanbaar met n scootmobiel, er is al een keer een mevrouw gevallen van haar scoot. De vraag is of die &quot;helling&quot; vlak gemaakt kan worden meerdere mensen met scootmobiel hebben hier last van",20140910110127,20140911,,20140918,115,Bestrating,Vraag over bestrating (niets stuk),,bestrating,ONWAAR,ONWAAR,ONWAAR,WAAR,Lekstraat,1,3114SB,44,Maasboulevard,40,Zuid,Schiedam,,,4.407558368,51.90473222,Lekstraat,melding,3114SB
113365,AB.10.0102,TELEFOON,WC Huisvuil met pas; WC HV MP Nieuwe bewoner heeft geen pas,Mevrouw woont er al twee maanden maar heeft nog geen pas.,20140827105756,20140828,20140827,20140902,336,Afval inzameling,WC Huisvuil met pas,WC HV MP Nieuwe bewoner heeft geen pas,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,ONWAAR,Noordvest,77,3111PG,21,Brandersbuurt,20,Centrum (tussen havens en grachten),Schiedam,,,4.396094772,51.92001541,Noordvest,melding,3111PG
109128,MLD0601,TELEFOON,Parkeerautomaten; Buiten werking,Deze is al een paar dagen buitenwerking.,20140728123438,20140729,20140728,20140801,331,Straatmeubilair,Parkeerautomaten,PA buiten werking,parkeren,ONWAAR,WAAR,WAAR,ONWAAR,Burgemeester V Haarenln,841,3119GC,66,Schiehart,60,Nieuwland,Schiedam,,,4.401683418,51.9229068,Burgemeester Van Haarenlaan,melding,3119GC
113145,UE.01.06,TELEFOON,Riolering water op straat,"Staat al een geruime tijd water op straat op de stoep, water loopt zelfs richting de huizen.",20140826104427,20140827,20140911,20140901,94,Riolering,Riolering water op straat,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Willemskade,209,3114CN,42,Eilandenbuurt,40,Zuid,Schiedam,,,4.401083837,51.9073892,Willemskade,melding,3114CN
115907,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,Lichtmast is vorige week verplaatst maar brandt nu niet meer.,20140910141114,20140911,20140912,20140916,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Nieuwe Maasstraat,72,3114TN,43,Piet Sandersbuurt,40,Zuid,Schiedam,,,4.403552333,51.90457573,Nieuwe Maasstraat,melding,3114TN
116039,AB.08.0104,TELEFOON,"Wijkcontainers Huisvuil; WC HV Vies, smerig",Stinken heel erg graag reiningen!!!,20140911092826,20140912,20140922,20140915,424,Afval inzameling,Wijkcontainers Huisvuil,"WC HV Vies, smerig",afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Diepenbrockstraat,100,3122AD,72,Groenoord-Zuid,70,Groenoord en Kethel,Schiedam,,,4.371591394,51.92767694,Diepenbrockstraat,melding,3122AD
118691,UD.01.06,TELEFOON,Verzakking - plaatselijk,garagedeur loopt gelijk aan de straat flinke verzakking meneer schraapt met de onderkant van de auto langs de straat,20140929114932,20140930,20141003,20141007,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Tjalk,16,3123BT,94,Botenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.369421768,51.94200124,Tjalk,melding,3123BT
118223,UC.01.01,TELEFOON,Bomen; Bomen snoeien,meneer vraagt of de bomen voor het flat gesnoeid kunnen worden. Gaat om 3 bomen voor het flat waarvan er een dor is geeft hij aan.,20140925132206,20140926,20141007,20141001,67,Groen,Bomen,Bomen snoeien,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Burgemeester V Haarenln,856,3118GK,62,Spieringshoek,60,Nieuwland,Schiedam,,,4.384160611,51.92136755,Burgemeester Van Haarenlaan,melding,3118GK
112492,MLD0501,WEBFORM,Hondenoverlast; Loslopende honden,Zojuist ruzie gehad. Ivm een loslopende hond. Achter het huis van eduard van beinumlaan nr.20 laten ze altyd de hondlos. Er zyn kinderen die erg bang zyn. Bij deze vraag ik dan ook of er een bord komt voor t loslopende honden. Zij zijn van mening dat t daar gewoon mag en dat de honden niet bijten.,20140820184820,20140821,20140821,20140826,402,Overlast,Hondenoverlast,loslopende honden,,ONWAAR,ONWAAR,WAAR,ONWAAR,Eduard van Beinumlaan,20, ,71,Parkenbuurt/Bijdorp,70,Groenoord en Kethel,Schiedam,,,4.380198172,51.92559208,Sporthalstraat,adres,
108646,UA.01.05,TELEFOON,Op bestrating en in het groen; Onkruid op bestrating,in de straat veel onkruid en dan met name rondom de bomen waar roosters staan. Nu worden ze ook gebruikt als een soort afvalbak.,20140724105320,20140725,20140801,20140801,23,Reiniging,Op bestrating en in het groen,Onkruid op bestrating,onkruid,WAAR,ONWAAR,ONWAAR,ONWAAR,Oosterstraat,82,3112SK,13,Singelkwartier,10,Oost,Schiedam,,,4.409531535,51.9191867,Oosterstraat,melding,3112SK
113393,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,"Huisvuilzakken aan de gevel, waar beesten aan zitten te pikken. Wordt grote bende met afval.",20140827122841,20140828,20140903,20140901,351,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Prof Kamerlingh Onnesln,112,3112VK,14,Stationsbuurt,10,Oost,Schiedam,,,4.410666553,51.91950008,Professor Kamerlingh Onneslaan,melding,3112VK
112543,MLD0101,EMAIL,(Brom)fietsen; (brom)fietswrakken,Scooter met kenteken DT9 41T staat er nog steeds. Wanneer wordt deze verwijderd??,20140821112806,20140822,20140826,20140827,264,Overlast,(Brom)fietsen,(brom)fietswrakken,,ONWAAR,ONWAAR,WAAR,ONWAAR,Land van Ris,1, ,64,Vakbondsliedenbuurt,60,Nieuwland,Schiedam,,,4.395795133,51.92483433,Klaas Katerstraat,adres,
109145,UE.01.03,TELEFOON,Riolering verstopt,twee maal in de keuken water in de spoelbak gehad. Bij hevige regen wateroverlast in de keuken hierdoor loopt meneer ook schade op aan de woning. Rioolontstoppingsbedrijf ingeschakeld en die adviseren de gemeente in te schakelen aangezien dit vaker in de straat is voorgekomen oa nr 120. Mevrouw is evt bereikbaar mochten jullie binnen moet zijn.,20140728132756,20140729,20140815,20140730,421,Riolering,Riolering verstopt,,riolering en water,ONWAAR,WAAR,WAAR,ONWAAR,Vlasakker,126,3124AL,97,De Akkers en De Velden,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.378235224,51.94122272,Vlasakker,melding,3124AL
109716,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,Een lichtmast doet het niet. Hij staat voor in de straat. Hij staat in het middelste gedeelte.,20140731101803,20140801,20140827,20140806,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Slot Assumburgpad,24,3123RR,93,Kastelenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.367534801,51.94588418,Slot Assumburgpad,melding,3123RR
111007,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,"Lichtmast doet het niet, waarschijnlijk sinds zaterdag.",20140811083311,20140812,20140902,20140815,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Ringvaart,42,3124PB,95,De Gaarden/Sveafors,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.387110157,51.93853321,Ringvaart,melding,3124PB
112341,UE.01.05,TELEFOON,Riolering water op straat bij kolk/put,"Zijn glasvezel kabels gelegd tijdje terug, hierdoor is er waarschijnlijk zand in de straatkolken terecht gekomen want de straat staat nu helemaal blank. Graag kolken doorspuiten.",20140820090311,20140821,20140829,20140826,435,Riolering,Riolering water op straat bij kolk/put,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Muiderslotstraat,137,3123TA,93,Kastelenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.368562881,51.94520661,Muiderslotstraat,melding,3123TA
112358,UC.01.01,EMAIL,Bomen; Bomen snoeien,"Wij hebben last van overhangende takken van de populier die op de hoek van gebouw damstate staat. (vlak voor de raam van woning nr 457). Tevens komt er elk jaar donzig pluis vrij en voert de wind dit mee op onze balkons. Mensen kunnen voor dit pluis allergisch zijn (ik in ieder geval wel).

Graag zouden wij zien dat jullie de betreffende boom snoeien, zodat we onze uitzicht op het Nieuwlandplein weer terugkrijgen. 
Wij gaan ervan uit dat jullie aan ons verzoek tot snoeien gehoor geven.",20140820095412,20140821,20140902,20140826,67,Groen,Bomen,Bomen snoeien,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Nieuwe Damlaan,457,3119AK,63,Staatsliedenbuurt,60,Nieuwland,Schiedam,,,4.384864622,51.92229344,Nieuwe Damlaan,melding,3119AK
110082,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,veel last van zwerfvuil in de straat graag schoonmaken. Eigenlijk is het in de hele wijk vies.,20140804090141,20140805,20140826,20140807,351,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Diepenbrockstraat,100,3122AD,72,Groenoord-Zuid,70,Groenoord en Kethel,Schiedam,,,4.371591394,51.92767694,Diepenbrockstraat,melding,3122AD
113231,UA.01.05,EMAIL,Op bestrating en in het groen; Onkruid op bestrating,veel onkruid rondom het oude gebouw van de DCMR,20140826145309,20140827,20140903,20140903,23,Reiniging,Op bestrating en in het groen,Onkruid op bestrating,onkruid,WAAR,ONWAAR,ONWAAR,ONWAAR,'s-Gravelandseweg,643,3119XT,65,Hollandiabuurt,60,Nieuwland,Schiedam,,,4.402658169,51.91977693,'s-Gravelandseweg,melding,3119XT
121728,UC.01.01,TELEFOON,Bomen; Bomen snoeien,"een 2 -tal bomen zijn gisteren naar volle tevredenheid gesnoeid, kunnen de andere ook worden gedaan???",20141021084824,20141022,20141030,20141027,746,Groen,Bomen,Bomen snoeien,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Willemskade,181,3114CN,41,Noletbuurt,40,Zuid,Schiedam,,,4.401526446,51.90769899,Willemskade,melding,3114CN
127869,AB.11.0105,TELEFOON,Dumping; Dumping vuilniszakken,Er staan 3 vuilniszakken en legge flessen naast container.,20141202124121,20141203,20141203,20141208,634,Afval inzameling,Dumping,Dumping vuilniszakken,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Newtonplein,3,3112WB,16,Newtonbuurt,10,Oost,Schiedam,,,4.415308017,51.91684229,Newtonplein,melding,3112WB
123926,UF.01.05,TELEFOON,Plaagdierbestrijding Overig,"veel overlast muizen n.a.v de bouw van Dirk v/d Broek, ze lopen zelfs over mw heen",20141105094648,20141106,20141111,20141110,797,Plaagdieren,Plaagdierbestrijding Overig,,ongedierte,ONWAAR,ONWAAR,ONWAAR,WAAR,Willemshofje,2,3111KK,00,Binnenstad,00,Centrum (binnenstad),Schiedam,,,4.400360985,51.91630824,Willemshofje,melding,3111KK
122208,UD.01.06,TELEFOON,Verzakking - plaatselijk,De stoeptegels zijn verzakt. Graag nazien,20141023132528,20141024,20141112,20141031,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Wagenmakerhof,1,3123RE,92,Ambachtenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.364591846,51.94466782,Wagenmakerhof,melding,3123RE
123339,UC.02.03,TELEFOON,Beplanting; Beplanting onkruid,onkruid graag verwijderen.,20141031111424,20141103,20141111,20141106,753,Groen,Beplanting,Beplanting onkruid,onkruid,ONWAAR,ONWAAR,WAAR,WAAR,Atalantahof,60,3124BB,96,De Vlinderhoven/Sveaholm,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.37916969,51.94061007,Atalantahof,melding,3124BB
122355,UC.01.04,TELEFOON,Bomen; Bomen beschadigd,De boom hangt volgens mevrouw scheef. Mevrouw is bang dat de boom omwaait. Graag nazien.,20141024101455,20141027,20141030,20141029,748,Groen,Bomen,Bomen beschadigd,bomen en beplanting,ONWAAR,WAAR,ONWAAR,ONWAAR,Rossinistraat,33,3122HL,74,Groenoord-Noord,70,Groenoord en Kethel,Schiedam,,,4.368877347,51.933796,Rossinistraat,melding,3122HL
127617,MLD0702,TELEFOON,Parkeeroverlast; geen vergunning,Meneer maakt melding van een verkeerd geparkeerde bus van Doejaaren. Staat op de stoep en gooit van alles ook op de grond waaronder beker(s) en ook etenswaren. Meneer vindt het niet te gortig worden en zou graag zien dat er gecontroleerd wordt.,20141201103534,20141202,20141203,20141205,654,Overlast,Parkeeroverlast,geen vergunning,parkeren,ONWAAR,ONWAAR,WAAR,ONWAAR,Vendelhof,114,3119DM,67,Nolensbuurt,60,Nieuwland,Schiedam,,,4.392249456,51.91908931,Vendelhof,melding,3119DM
124502,AB.10.0107,TELEFOON,WC Huisvuil met pas; WC HV MP Volle containers,"Zaterdag is deze melding telefonisch door gegeven aan Irado, probleem verholpen. Helaas is de container weer geblokkeerd.",20141110095734,20141111,20141111,20141112,620,Afval inzameling,WC Huisvuil met pas,WC HV MP Volle containers,afvalinzameling,ONWAAR,ONWAAR,WAAR,ONWAAR,Marconiweg,30,3112EP,12,Natuurkundigenbuurt,10,Oost,Schiedam,,,4.405641051,51.91615161,Marconiweg,melding,3112EP
119704,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,"Alle straatverlichting is sinds zaterdag uit. Weg, fietspad alles. Ze zijn er vorige week ook mee bezig geweest, met de verlichting.",20141006095543,20141007,20141006,20141010,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Bokelweg,12,3125AC,81,Spaanse Polder,80,Industriegebied,Schiedam,,,4.414495995,51.92309052,Bokelweg,melding,3125AC
120710,UD.01.06,TELEFOON,Verzakking - plaatselijk,"verzakking 2 a 3 tegels verzakt ong 0,5 meter diep.",20141013160126,20141014,20141017,20141021,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Halleystraat,5,3112PK,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.410398868,51.91610674,Halleystraat,melding,3112PK
128832,MLD0821,EMAIL,Straatverlichting; OV 1 lamp stuk,1 lichtmast,20141209105734,20141210,20170817,20141215,659,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,François Haverschmidtln,56,3116JN,38,Haverschmidtkwartier,30,West,Schiedam,,,4.384719061,51.91084177,François Haverschmidtlaan,melding,3116JN
128877,UD.01.06,TELEFOON,Verzakking - plaatselijk,Mevrouw geeft aan dat de tegels aan het verzakken zijn. Graag ophogen zoals al vaker gebeurd is.,20141209141122,20141210,20141222,20141217,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Oever,37,3121XR,76,Vogelbuurt,70,Groenoord en Kethel,Schiedam,,,4.385844707,51.9353018,Oever,melding,3121XR
128896,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,1 Lichtmast brandt niet en is defect. Graag nazien.,20141209144703,20141210,20141215,20141215,660,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Leliëndaal,11,3111KN,00,Binnenstad,00,Centrum (binnenstad),Schiedam,,,4.399510085,51.91526796,Leliëndaal,melding,3111KN
129233,UA.01.08,WEBFORM,Hondenoverlast; Overlast van hondenpoep,"Vandaag werd er door een loslopende hond poep achter gelaten op Het Rozemarijnveld. Dit werd niet opgeruimd, waardoor ik de eigenaar heb aangesproken en van een zakje heb voorzien met de vraag het op te ruimen, echter ik kreeg een dikke duim en men liep door!",20141211135216,20141212,20141215,20141217,678,Reiniging,Op bestrating en in het groen,Overlast van hondenpoep,hondenpoep,WAAR,ONWAAR,WAAR,ONWAAR,Rozemarijnveld,5, ,71,Parkenbuurt/Bijdorp,70,Groenoord en Kethel,Schiedam,,,4.373064391,51.91774578,Schiedamsedijk,adres,
126768,AB.04.0111,TELEFOON,Grofvuil; GV Onjuist aangeboden,bank,20141125084026,20141126,20141127,20141127,520,Afval inzameling,Grofvuil,GV Onjuist aangeboden,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Korte Singelstraat,2,3112GB,12,Natuurkundigenbuurt,10,Oost,Schiedam,,,4.404233734,51.91603653,Korte Singelstraat,melding,3112GB
122284,MLD0822,WEBFORM,Straatverlichting; OV meer lampen stuk,geen straatverlichting Lorentzlaan,20141023200646,20141024,20141024,20141029,660,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Lorentzlaan,43, ,15,Wetenschappersbuurt,10,Oost,Schiedam,,,4.416239742,51.91792365,Hogenbanweg,adres,
124963,AB.10.0116,TELEFOON,WC Huisvuil met pas; WC HV MP Trommel geblokkeerd,De trommel van de ondergrondse container blokkeert en geeft de container geeft een foutcode. Graag nazien.,20141112091526,20141113,20141114,20141114,629,Afval inzameling,WC Huisvuil met pas,WC HV MP Trommel geblokkeerd,afvalinzameling,ONWAAR,WAAR,WAAR,ONWAAR,Van Leeuwenhoeckstraat,9,3112SN,13,Singelkwartier,10,Oost,Schiedam,,,4.409165772,51.91882491,Van Leeuwenhoeckstraat,melding,3112SN
121329,AB.04.0111,EMAIL,Grofvuil; GV Onjuist aangeboden,grofvuil bij de container,20141017095053,20141020,20141020,20141021,520,Afval inzameling,Grofvuil,GV Onjuist aangeboden,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Schaperlaan,19, ,15,Wetenschappersbuurt,10,Oost,Schiedam,,,4.416400497,51.91845179,Hogenbanweg,adres,
119445,AB.06.0112,TELEFOON,Mini-container Huisvuil; MC HV Omruilen groter/kleiner,staat nu een 140ltr en willen graag een 240ltr.,20141003090053,20141006,20141009,20141009,375,Afval inzameling,Mini-container Huisvuil,MC HV Omruilen groter/kleiner,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Lavendelveld,21,3124CH,97,De Akkers en De Velden,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.378415739,51.9445672,Lavendelveld,melding,3124CH
120691,UB.03.02,EMAIL,Speeltoestellen; Speeltoestellen beschadigd/kapot/verdwenen,"De schommel is al maanden niet vervangen.

Wellicht kan op de bestaande constructie een eenvoudiger model gemonteerd worden?",20141013150127,20141014,20171207,20141021,701,Straatmeubilair,Speeltoestellen,Speeltoestellen beschadigd/kapot/verdwenen,vandalisme / onzorgvuldigheid,ONWAAR,WAAR,WAAR,ONWAAR,ABBAborg,1, ,64,Vakbondsliedenbuurt,60,Nieuwland,Schiedam,,,4.395795133,51.92483433,Klaas Katerstraat,adres,
122322,MLD0822,EMAIL,Straatverlichting; OV meer lampen stuk,Voor de 2e dag op rij brand er geen straatverlichting in het gebied tussen het Bachplein en het De Biepad in Schiedam,20141024085556,20141027,20141024,20141030,660,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Bachplein,161,3122KJ,74,Groenoord-Noord,70,Groenoord en Kethel,Schiedam,,,4.371387701,51.93589503,Bachplein,melding,3122KJ
124713,MLD0821,WEBFORM,Straatverlichting; OV 1 lamp stuk,"De lantaarnpaal aan de achterzijde van nr 5 bij de vijver, doet het of en toe wel en dan weer niet.
Loopt een trappetje langs en is erg donker voor de wandelaars.

Groet Yvonne Le Grand",20141111090818,20141112,20141111,20141117,659,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Lisztplein,5, ,71,Parkenbuurt/Bijdorp,70,Groenoord en Kethel,Schiedam,,,4.373064391,51.91774578,Schiedamsedijk,adres,
120565,UD.01.06,TELEFOON,Verzakking - plaatselijk,"bij de oprit is het zodanig verzakt dat de onderkant van de auto de straat begint te raken. 
Is in het verleden al eens eerder hersteld.",20141013091334,20141014,20141027,20141021,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Koggeschip,15,3123BK,94,Botenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.372002434,51.94280702,Koggeschip,melding,3123BK
121896,UD.01.06,EMAIL,Verzakking - plaatselijk,"overlast van ratten: die zorgen er voor dat er verzakkingen zijn. Meneer belt al voor de 3e keer in een half jaar mbt de verzakkingen.
eerdere melding gemaakt met zaaknummer 121149",20141021153538,20141022,20141107,20141029,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Vlaardingerdijk,175,3117EK,31,Schildersbuurt,30,West,Schiedam,,,4.383622952,51.91476637,Vlaardingerdijk,melding,3117EK
124584,UE.01.06,TELEFOON,Riolering water op straat,De put voor dit huisnummer is verstopt het water loopt het huis binnen. In de kelder. Het is in het verleden al 2 keer gebeurt.,20141110124744,20141111,20141114,20141114,789,Riolering,Riolering water op straat,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Boerhaavelaan,54,3112LK,16,Newtonbuurt,10,Oost,Schiedam,,,4.411856097,51.91722282,Boerhaavelaan,melding,3112LK
126089,MLD0822,WEBFORM,Straatverlichting; OV meer lampen stuk,Straatverlichting in deel wijk Tuindorp doet het al voor de tweede avond cq nacht in het geheel niet.,20141119204711,20141120,20141126,20141125,660,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Schiedamseweg,114,3121JL,77,Tuindorp,70,Groenoord en Kethel,Schiedam,,,4.379871755,51.93019907,Schiedamseweg,melding,3121JL
129926,UD.01.06,TELEFOON,Verzakking - plaatselijk,"bij de carpoort, zijn er 2 stoeptegels helemaal verzakt en de rest gaat ook al aardig verzakken,
graag z.s.m. in t donker vallen de mensen",20141217122115,20141218,20141222,20141229,776,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Koekoekslaan,11,3121XJ,76,Vogelbuurt,70,Groenoord en Kethel,Schiedam,,,4.38278894,51.9339553,Koekoekslaan,melding,3121XJ
135044,UA.03.01,TELEFOON,Afvalbakken; Afvalbak vol,"afvalbak al een hele tijd niet geleegd, er ligt nu veel zwerfvuil naast",20150126164217,20150127,20150203,20150128,685,Reiniging,Afvalbakken,Afvalbak vol,straatmeubilair,ONWAAR,ONWAAR,WAAR,ONWAAR,Boerhaavelaan,110,3112LM,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.411569032,51.91545934,Boerhaavelaan,melding,3112LM
134859,UB.16.01,TELEFOON,Overige objecten; Algemeen,"een grijs kastje van ongeveer 1,5 meter hoog ligt onderste boven en alle kabels zijn zichtbaar, het is bij meneer niet bekend of het een kastje van Caiway is",20150126083706,20150127,20150130,20150203,738,Straatmeubilair,Overige objecten,Algemeen,straatmeubilair,ONWAAR,ONWAAR,ONWAAR,WAAR,Lisztplein,42,3122LC,74,Groenoord-Noord,70,Groenoord en Kethel,Schiedam,,,4.368174649,51.93688484,Lisztplein,melding,3122LC
139457,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,Één lamp is stuk op het fietspad. Is gevaarlijk.,20150225093251,20150226,20150309,20150303,659,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Westpolderstraat,3,3119JJ,71,Parkenbuurt/Bijdorp,70,Groenoord en Kethel,Schiedam,,,4.382476515,51.92561229,Westpolderstraat,melding,3119JJ
134761,UD.01.05,TELEFOON,Bestrating los/scheef/omhoogstaand (wortelopdruk),Mevrouw geeft aan dat de stoeptegels door de wortelopdruk van bomen nog steedsheel erg scheef staan. Graag een verzoek om de grond te egaliseren.,20150123144844,20150126,20150130,20150129,775,Bestrating,Bestrating los/scheef/omhoogstaand (wortelopdruk),,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Pr Frederik Hendrikstr,23,3116GB,36,Nassaukwartier,30,West,Schiedam,,,4.399769045,51.90864443,Prins Frederik Hendrikstraat,melding,3116GB
130701,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,"Overal ligt zwerfafval, zakjes met poep, kerstballen. Ligt van alles omdat de bakken dicht zijn. Graag opruimen.",20141223130017,20141224,20150106,20141230,671,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Dwarsstraat,1,3114LA,41,Noletbuurt,40,Zuid,Schiedam,,,4.40623249,51.90612177,Dwarsstraat,melding,3114LA
130685,UB.14.04,TELEFOON,Afzetting; Afzetting gevaarlijke situatie,"aan het einde van de straat, aan de sloot kant, staat een rood/wit hek ter afzetting. Dit waaint nu regelmatig om en kan voor gevaarlijke situatie zorgen als het verkeer daar in eens de hoek omgaat en dan de sloot in rijdt. Hetzelfde geldt ook voor het Kervelveld.",20141223105638,20141224,20141231,20141224,735,Straatmeubilair,Afzetting,Afzetting gevaarlijke situatie,straatmeubilair,ONWAAR,WAAR,WAAR,ONWAAR,Majoraanveld,14,3124CJ,97,De Akkers en De Velden,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.374685205,51.94537627,Majoraanveld,melding,3124CJ
