OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
432,01425,Luthers Hofje,Het hofje ligt op gronden die waren aangekocht van het burgerweeshuis. Het hofje is waarschijnlijk gesticht in 1860 (datering stichtingssteen) door de Evangelisch-Lutherse Kerk als bejaardenwoningen.,,"14801,",,,"d, WZ",,19810518,,145.719502624665
433,00027,Anna Paulownastraat,"Gemalin van koning Willem II (1795-1865). Woonde vaak te Arnhem in hotel Bellevue, Utrechtsestraat. Bronbeek werd voor haar verblijf gesticht. Standbeeld voor koning Willem II op Bronbeek.",echtgenote van koning Willem II (1795-1865),,,,,,,,320.459337412717
434,,,,,,,,,,,,123.421195383686
435,00356,Hommelstraat,Zie Hommelseweg.,,,,,,,19010101,,223.897664174335
436,01746,St. Elisabethshof,Het Elisabeth Gasthuis (ook: Sint Elisabeths Gasthuis) is een voormalig ziekenhuis. Het ziekenhuis is in 1878 gesticht als rooms-katholieke ziekenhuis. Nu zijn er appartementen gevestigd.,,BPS99/33N,,,"k, D",,19990628,,266.32438656007
437,01004,Weg naar de Stenen Tafel,'De Stenen Tafel' vermoedelijk een grafzerk van het voormalige klooster Monnikhuizen ( Zie Monnikensteeg).,,,,,,,19010101,,1584.41366093991
438,01403,Westkapellehof,Plaats in de gemeente Veere in de provincie Zeeland.,,"65643, D47-186",,,,,19791119,,158.010906490189
439,00801,Schaapsdrift,Weg waarlangs de schapen naar de weidegronden gedreven werden.,,,,,,,19010101,,289.179482105969
440,00009,Adriaan Kluitstraat,"Adriaan Kluit (1735-1807), Nederlands staatsrechthistoricus.",staatsrechthistoricus (1735-1807),,,,,,19420731,,238.033872117683
441,01559,Aalsmeerhof,Vernoemd naar plaats in de provincie Noord-Holland.,,"805136, D47-279",,,"h, IJ",,19880613,,687.335608236022
442,01446,Bakheidehof,Plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,65.9371343638331
443,01557,Mr. D. van Ruijvenpad,Het historische neoclassisistische pand Beaulieu werd in de jaren '30 door de Loge van de Vrijmetselaars van de Geldersche Broederschap gekocht. Mr. D. van Ruijven leefde in de 18e eeuw en was oprichter van deze Arnhemse loge. Het kleine straatje draagt zijn naam.,oprichter Loge van de Vrijmetselaars (18e eeuw),"800670, D47-272",,,"h, QR",,19880208,,108.605143975415
444,00426,Kamperfoeliestraat,Slingerplant in bossen en hagen.,,,,,,,19491121,,385.266010246294
445,01256,Castricumhof,Naar de gelijknamige plaats in de provincie Noord-Holland,,"18924, D47-159",,,"b, P",,19730702,,307.317793527239
446,02036,Zuidereiland,Metamorfosen thema: eiland. Het Zuidelijk gelegen eiland,,2014.0.065.816,,,2014-NOR-005,,20140708,,129.705442687306
447,01032,Wildenborglaan,"Kasteel Wildenborg te Vorden; van het oorspronkelijk middeleeuws kasteel is alleen de in de 18e en 19e eeuw verbouwde voorpoort over.",,"669 , D47-96",,,"a, F",,19650809,,306.995195211988
448,01719,Thomas Ettylaan,"Het gebied van de Burgemeesterswijk behoorde vroeger tot de bezittingen van de familie van Heeckeren van Enghuizen (Sonsbeek), maar werd omstreeks 1885 verkocht aan Thomas Etty. De familie Etty, van Engelse afkomst, had het nodige kapitaal vergaard in Indië. Etty trachtte zijn kapitaal uit te breiden door zijn bezit in afzonderlijke percelen te verkopen. Daarbij werd gedacht aan een villapark. Etty laat een plan maken dat in 1886 werd goedgekeurd door de gemeenteraad.",,"bps96/201n, D47-342",,,"j, P",,19970106,,152.280394260272
449,00353,Holpijpstraat,"Plantenbuurt, plant uit de paardenstaartenfamilie met holle steel.",,,,,,,20100614,,118.458286663492
450,00380,Industriestraat,Straat op het industrieterrein Arnhemse Broek.,,,,,,,,,279.810195788057
451,01698,Heinrich Heinestraat,"Christian Johann Heinrich Heine (1797-1856), Duits schrijver en journalist. Een beroemde dichtbundel van hem is Das Buch der Lieder (Het Liederenboek) met onder andere 'Die Lorelei' en 'Im wunderschönen Monat Mai'.",schrijver en journalist (1797-1856),"BPS96/102N, D47-338",,,"L, i",,19960902,,184.189869305597
452,01497,Croydonplein,"Naar de Britse plaats Croydon, voorstad van London. De stad Arnhem heeft een stedenband met deze stad sinds de Tweede Wereldoorlog.",,"59713, D47-227",,,"f, N",,19850325,,196.404866206876
453,01836,Angelsaksenveld,"Germaanse volksstam afkomstig uit Angul, het haakvormige gebied van Sleeswijk-Holstein. De Angelsaksen veroverden in de vijfde eeuw Engeland.","Germaanse volksstam, afkomstig uit Angul","rgi/04/85, D47-383",,,"m, A",,20040525,,222.185782883706
454,00316,Heilmaat,Oude veldnaam.,,"669 , D47-96",,,"a, F",,19650809,,237.563924407583
455,00615,Muiderslotstraat,"Naar het gelijknamige kasteel in Muiden, Noord-Holland.",,,,,,,19000102,,131.363926227637
456,01279,Woerdenpad,Plaats in de provincie Utrecht.,,,,,,,,,102.380313305718
457,00108,Brandenburgseplein,Het plein is vernoemd naar de keurvorst Frederik Willem van de Duitse deelstaat Brandenburg. Deze benoemde in 1647 Johan Maurits van Nassau-Siegen tot stadhouder van Kleef en Mark.,,"669, D47-113",,,"b, S",,19681104,,355.487462085309
458,00149,Conifeerstraat,"Conifeer is een algemene naam voor een omvangrijke groep plantensoorten. De belangrijkste coniferenfamilies groeien vooral op het noordelijk halfrond. Dat zijn de dennen, de cipressen en taxusachtige .",,"2902, D47-149",,,"a, K",,19720404,,72.0323401742171
459,01647,Hendrik Pieter Marchantstraat,"Hendrik Pieter Marchant (1869-1956), Nederlands politicus, advocaat en procureur. Tussen 1933 en 1935 was hij voor de Vrijzinnig-Democratische Bond, minister van Onderwijs, Kunsten en Wetenschappen. Marchant sas grondlegger voor een wetsvoorstel voor algemeen kiesrecht voor vrouwen.",politicus (1869-1956),"93.015320, D47-321",,,"RW2, C",,19930503,,480.700664501689
460,00922,Utrechtsestraat,Straat in richting van Utrecht.,,,,,,,19950101,,885.214861857914
461,01726,Roald Dahlpad,"Roald Dahl (1916-1990), meermaals bekroond Brits schrijver. Bekend van o.a. 'Kiss Kiss' (1960), 'Switch Bitch' (1975) en vele kinderboeken waaronder het in het Nederlands vertaald 'Sjakie en de chocoladefabriek'. Veel werken zijn verfilmd of in het Nederland vertaald.",schrijver (1916-1990),"BPS97/199N, D47-348",,,"RW2, L",,19971006,,79.18537311682
462,00799,De Savornin Lohmanlaan,"Prof. Jhr. Dr. Alexander Frederik de Savornin Lohman (1837-1924). Hoogleraar staatsrecht, minister Binnenlandse Zaken, oprichter CHU (Christelijk-Historische Unie) in 1908.",politicus (1837-1924),,,,,,19511015,,205.291455483408
463,00920,Ulenpaslaan,"Huis Ulenpas te Hoog-Keppel (gem Hummelo), gebouwd in de 16e eeuw, verbouwd in de 18e eeuw.",,"669 , D47-96",,,"a, F",,19650809,,300.034372003257
464,01035,Willem Barendszstraat,"Willem Barendsz (1555-1597), zeevaarder. Barendsz overwinterde op Nova Zembla in 1596-1597.",ontdekkingsreiziger en zeevaarder (1555-1597),1212,,,,,19321010,,260.487356252214
465,01375,Sandersteeg,"Historische naam, weer teruggekomen in de nieuwbouw.",,"43756, D47-175",,,"d, A",,19780116,,76.0304446035245
466,,,,,,,,,,,,186.599194222655
467,01925,Binnenvaart,Thema: begrippen uit transport en vervoer. Beroepsmatige scheepvaart op de binnenwateren.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,271.764298953435
468,00860,1e Spijkerdwarsstraat,zie beschrijving Spijkerstraat.,,,,,,,19950101,,132.819816291057
469,01920,Rijshout,"Metamorfosen thema: agrarisch / Hout. Dunne takken en twijgen van bijv. de wilg, vroeger gebruikt voor het vervaardigen van rijsdammen.",,2007-04-00623,,,2006-GEO-06237,,2-5-2007,,233.809623905695
470,00428,De Kansel,Kansel is in dit geval een hoogzit voor de jacht.,,,,,,,19680715,,96.4793382303397
471,01357,Venlosingel,Plaats in de provincie Limburg.,,"43757, D47-178",,,"c, QR",,19780116,,1382.11354314777
472,01270,Arend Lamerslaan,"Arend Lamers (1905-1967), geboren Schaarsberger. Lamers was bestuursambtenaar in Nederlands-Indië, heeft zich ingezet voor de restauratie van het kerkje in Schaarsbergen en was lid van de gemeenteraad.",gemeenteraadslid (1905-1967),"18923, D47-156",,,"c, M",,19730820,,124.582393917019
473,01642,Albert Schweitzerstraat,"Albert Schweitzer (1875-1965), Duits arts, theoloog, filosoof en musicus. Winnaar van de Nobelprijs voor de Vrede in 1952.",nobelprijswinnaar voor de Vrede (1875-1965),"93.014860, D47-322",,,"RW2, B",,19930405,,429.982249570028
474,01517,Zuid- Peterstraat,Zie Noord-Peterstraat.,,"67659, D47-239",,,"g, D",,19851216,,86.0819339460377
475,00849,Spechtstraat,Vogelsoort. De specht hakt zijn nestruimte in bomen uit..,,,,,,,19511015,,219.588882780036
476,00365,De Houtmanstraat,Cornelis de Houtman (1540-1599). Zeevaarder. Eerste reis naar Oost-Indie van 1595-1597.,zeevaarder (1540-1599),,,,,,,,282.01200987088
477,01101,Maarhuizenpad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,124.836570250906
478,00511,Landbouwstraat,i.v.m. Akkerstraat.,,"67659, D47-239",,,"g, D",,19851216,,121.277890449801
479,01572,Charlie Parkerpad,"Charlie Parker (1920-1955), Amerikaanse componist en altsaxofonist. Parker is een van de belangrijkste namen in de overgang van de traditionele naar de moderne jazz.",componist en altsaxofonist (1920-1955),"809718, D47-283",,,"RW3, H",,19881128,,161.453508524256
480,01718,Stuyvesanthof,"Pieter Stuyvesant (1610-1682), gouverneur van Curacao. Gouverneur-generaal van Nieuw Nederland, stichtte Nw. Amsterdam in 1653 (New York). Na sloop en nieuwbouw kreeg het straatje de benaming ""hof"".",gouverneur van Curacao (1610-1682),"bps96/137n, D47-341",,,"j, T",,19961104,,217.553574584928
481,00795,De Rijpstraat,"Jan Cornelisz. De Rijp (ca. 1570-1613), zeevaarder.",zeevaarder (ca. 1570-1613),,,,,,,,82.4427386037509
482,01969,Byblisstraat,"De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Byblis was de dochter van Koning Miletus en de tweelingzus van Caunus, voor wie zij een ongepaste liefde koesterde.",,2010.0.121.310,,,2010-GEO-00347,,20101207,,253.357893314479
483,01797,Rietdekkerserf,Thema metamorfosen: Boerenbevolking door de eeuwen heen. Een rietdekker dekt de daken met riet.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,122.348719893344
484,01106,Sappemeerstraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,128.040850422816
485,01414,Hoensbroekstraat,Plaats in de gemeente Heerlen in de provincie Limburg.,,"15972, D47-197",,,"e, B",,19810629,,637.300535237563
486,01214,Zwijndrechtstraat,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,148.225887731617
487,01603,Erasmussingel,"Desiderius Erasmus (1469?-1536), Nederlands filosoof, theoloog en humanist. Een bekend werk van hem is 'De lof der zotheid'. Erasmus verzorgde de vertaling en uitgave van het Nieuwe Testament in het Grieks. Dit vormde een grondslag van de Hervorming van Luther. Luther gebruikte de door Erasmus geredigeerde en uitgegeven Griekse tekst van het Nieuwe Testament voor zijn vertaling van de Bijbel naar het Duits.","filosoof, theoloog en humanist (omstr. 1469-1536)","906558, D47-296",,,"RW3, K",,19890717,,1077.45028750968
488,01188,Naaldwijkstraat,Plaats in de gemeente Westland in de provincie Zuid-Holland.,,,,,,,19750310,,160.345117823733
489,01739,Charles Dickensstraat,"Charles John Huffam Dickens (1812-1870), Brits romanschrijver en karikaturist, o.a. van 'Oliver Twist', 'David Copperfield' en 'Scrooge'. Kenmerkend voor zijn verhalen zijn de sociale misstanden, de verhaalopbouw, de cartooneske karakters en de humor.",schrijver en karikaturist (1812-1870),"BPS98/92N, D47-353",,,"RW2, N",,19980829,,312.498012705569
490,01499,Hendrik van Kalkarstraat,"Prior van het klooster Monnikhuizen van 1368-1373. Hij leefde van 1328-1408. Zijn familienaam was Hendrik van Egher, maar hij werd naar zijn geboorteplaats genoemd.",stadsbestuurslid uit de 13-14e eeuw,,,,,,,,89.4151007320911
491,00229,Eusebiusbuitensingel,Zie beschrijving Eusebiusbinnensingel.,,,,,,,19950101,,1338.10711423487
492,01292,Hoogmadepad,Plaats in de gemeente Jacobswoude in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,54.2254162171209
493,01364,Heeswijkstraat,Plaats in de gemeente Bernheze in de provincie Noord-Brabant.,,"43759, D47-173",,,"c, QR",,19780116,,315.652010361617
494,01753,Jezuïetenstraat,Naar de monnikenkloosterorde Jezuïeten.,,BD/PBZ/1999/14,,,"k, G",,19991004,,210.322394036154
495,00769,Roekenstraat,"Vogelsoort, kraaienfamilie. Roeken leven in kolonies, ze maken grote nesten in hoge bomen.",,,,,,,19511015,,304.117782205914
496,00056,Bentinckstraat,"Vroeger: Bermhertige steghe en Boomsteghe. Daarna Bentincksteeg, naar Hof van Bentinck. Verwijst naar landdrost Goossen Bentinck in 1782 of: Voormalig 'Hof van Bentinck' of 'Bentinckhoeve' sedert de tweede helft van de 20ste-eeuw verkeerdelijk 'kasteel ten Doorn' genoemd, naar het in 1914 vernielde kasteel dat iets meer ten zuiden circa 1894 werd opgetrokken door baron Julien Domis de Semerpont.",,,,,,,19010101,,90.8584452555182
497,02094,Dijkkruin,Metamorfosen thema: Dijken. De kruin is het hoogste gedeelte van de dijk.,,198643,,,2017-NOR-010,,20171212,,186.838824737361
498,00905,Toortspad,"Plantensoort uit de helmkruidfamilie, bermplant.",,,,,,,19570611,,82.6587937421059
499,00980,Waalstraat,"Rivierenbuurt. Bij Pannerden splitst de Rijn zich, de Waal is de grootste hoofdarm van de Rijn.",,,,,,,19500320,,419.848169081639
500,01340,Bongerdwei,De naam is ontleend aan de in het voormalige Elden voorkomende weidegronden. Verwijzing naar de agrarische oorsprong van dit gebied.,,"24285, D47-168",,,"c, S",,19760913,,19.8486486756764
501,01980,Mastgat,,,2011.0.003.442,,,2010-GEO-00417,,20110201,,184.335115809783
502,01667,Theaterplein,Begrip uit de toneel- en theaterwereld. Aansluitend bij de namen van kleinkunstenaars in het ernaast gelegen gebied.,,"95,026940, D47-333",,,"RW2, G",,19950904,,177.13823559443
503,01483,Purmerendstraat,Plaats in de provincie Noord-Holland.,,"46490, D47-209",,,"f, B",,19840116,,390.708674832775
504,00642,Nieuwstraat,"Stadsuitbreiding 15e eeuw, de oude naam was Nieuwe Steeg.",,,,,,,19010101,,224.843211463659
505,00806,Schavenmolenstraat,"Water-korenmolen, reeds in 1302 genoemd. Na 1709 werd het een papiermolen, gelegen aan de Molenbeek ( zie Molenbeekstraat).",,6561/3,,,"a, F",,19341112,,532.65997013725
506,01621,Aagje Dekenstraat,"Aagje Deken (1741-1804), Nederlands romanschrijfster en dichteres. Bekend van haar samenwerking met Betje Wolff (Elizabeth Bekker, 1738-1804). Samen schreven zij o.a. 'De Historie van Mejuffrouw Sara Burgerhart' (1782) en 'Historie van Willem Leevend' (1784-1785).",schrijfster (1781-1804),"91.006042, D47-315",,,"RW3, O",,19910506,,295.401152562438
507,00916,Tullekensteeg,Burgemeestersgeslacht. Tussen 1579 en 1750 zijn er 12 burgemeesters Tulleken geweest. (zie ook opschrift Sabelspoort.),,,,,,,19010101,,39.4112750795244
508,01287,Spijkernissestraat,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,184.594956921537
509,01683,Wim Sonneveldstraat,"Willem Sonneveld (1917-1974), Nederlands cabaretier. Betrokken bij o.a. het Nederlandsch Tooneel, zijn eigen kindergezelschap en cabaret en one-man shows.",cabaretier (1917-1974),"95-026089, D47-332",,,"RW2, H",,19950904,,315.866911581015
510,00670,Oogststraat,i.v.m. de Akkerstraat.,,,,,,,19020902,,142.46541799107
511,00917,Tulpstraat,Waarschijnlijk genoemd naar de bloem.,,,,,,,19950101,,154.208175303248
512,01380,Aalburgstraat,Vernoemd naar plaats in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,325.764772974967
513,00152,Cort van der Lindenlaan,"Prof. Dr. Pieter W.A. Cort van der Linden (1846-1935), staatsman, rechtsgeleerde.",staatsman en rechtsgeleerde (1846-1935),,,,,,19280206,,229.725980000796
514,01016,Westerveldsestraat,Deze weg leidt naar Park Westerveld.,,,,,,,19950101,,680.400153631156
515,01831,Fanny Blankers-Koenstraat,"Fanny Blankers-Koen (1918-2004), atlete. Blankers vestigde meerdere records (nationaal maar ook olympisch) . Dit leverde haar de bijnaam ""vliegende huisvrouw"" op. Bij de Olympische Spelen van 1936, 1948 en 1952 deed zij mee en won in totaal 4x goud.","Olympisch atlete, 1918 - 2004","RGI/03/78, D47-378",,,"L, M",,20040504,,449.25538126814
516,00624,Ir. J.P. van Muijlwijkstraat,Ir. J.P. van Muijlwijk (1893-1953). Directeur Gemeentewerken 1934-1953. In het bijzonder belast geweest met de wederopbouw van de stad na de bevrijding in april 1945.,directeur Gemeentewerken (1893-1953),987,,,"a, B",,19551214,,971.972150210824
517,00318,Helena Coetsstraat,Voorzitster van St. Caecilia in 1677.,Voorzitster van St. Caecilia in 1677,"981, D47-64",,,"a, L",,19591130,,116.420231929722
518,00191,Driekoningendwarsstraat,"De dwarsstraat naar de Driekoningenstraat, zie aldaar.",,,,,,,19950101,,267.826027510215
519,01701,Erich Kästnerpad,"Erich Kästner  (1899-1974), Duits schrijver van romans en kinderboeken. Bekend van o.a. 'Emil en zijn detectives' (1930), 'De vliegende klasl' (1941) en 'Dubbele Lotje' (1950).",schrijver (1899-1974),"BPS96/102N, D47-338",,,"L, i",,19960902,,93.7762309682973
520,01706,Multatulihof,"Eduard Douwes Dekker (1820-1887), Nederlands schrijver. Bekend van o.a. 'Max Havelaar' (1860), 'Minnebrieven' (1861) en 'De bruid daarboven' (1864).",schrijver (1820-1887),"BPS96/102N, D47-338",,,"L, i",,19960902,,116.112960268838
521,,,,,,,,,,,,3261.58341423375
522,00095,Bosweg,Veldnaam.,,,,,,,,,1283.79875759617
523,01130,Stadskanaalplaats,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,140.615837338162
524,00388,Jacques Perkstraat,"Jacques Fabrice Herman Perk (1859-1881), dichter (sonnetten).",dichter (1859-1881),,,,,,,,123.853999505764
525,00296,Hamerdenstraat,"Havezate Hamerden te Westervoort, gebouwd in de 16e eeuw. In de 18e eeuw werd het eigendom van de stad Arnhem.",,"669 , D47-96",,,"a, F",,19650809,,118.207740575253
526,02045,Castellumpad,Een Castellum is een fort voor hulptroepen van het Romeinse Rijk.,,2015.0.078.204,,,2014-NOR-006,,20151006,,1833.49286848777
527,00183,Dotterlaan,Weideplant.,,"981, D47-56",,,"b, R",,10-8-1936/,,460.597434239445
528,00667,Onder de Linden,Naar de boombeplanting.,,,,,,,,,741.751235045796
529,00939,Velperbinnensingel,Nabij het Velperplein.,,,,,,,19010101,,236.486286345712
530,00855,Spireapad,Plant uit de rozenfamilie.,,,,,,,19570611,,137.743536799933
531,00526,Lekstraat,Rivierenbuurt. De Lek is een Nederlandse rivier in de provincies Zuid-Holland en Utrecht.,,,,,,,19500320,,213.368476616323
532,01498,Schepen van Voorsthof,Schepen uit de 13e à 14e eeuw. Schepenen maakten deel uit van het stadsbestuur.,,"61801, D47-228",,,"f, S",,19850506,,904.597937897052
533,00647,Noordpad,Deze straat loopt noordzuid. Oude naam: Hoerepad.,,,,,,,,,270.685660043566
534,01518,Pleijweg,De Hondsbroeksche Pleij is een voormalige uiterwaard in de buurt van de Gelderse plaats Westervoort. Het gebied ligt op de plaats waar het Pannerdens kanaal opsplitst in de Nederrijn en de IJssel.,,"68766, D47-217",,,"f, T",,19860203,,12588.745153375
535,01448,Beringehof,Plaats in de provincie Limburg.,,"2349, D47-306",,,"i, S",,19900716,,99.9884405173573
536,00752,Reestraat,Zoogdiersoort uit de orde van de evenhoevigen.,,,,,,,19281109,,92.1303424502482
537,01590,Kronenburggarage,De wijk Kronenburg is vernoemd naar Huize Kronenburg te Elden.,,"904267, D47-293",,,"i, IJ",,19890516,,651.771680668524
538,00756,Rembrandtlaan,"Rembrandt Harmensz. Van Rijn (1606-1669). Beroemd schilder van portretten, landschappen, etsen.",schilder (1606-1669),,,,,,19260208,,190.637894459351
539,00679,Orionsingel,Sterrenbeeld Orion (of: Jager).,,"628, D47-131",,,"b, V",,19700921,,1552.00944931134
540,01928,Pleziervaart,Thema: begrippen uit transport en vervoer. Recreatievaart.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,483.364078658406
541,01710,Godfried Bomansstraat,"Godfried Jan Arnold Bomans (1913-1971), Nederlands schrijver. Bomans debuteerde in 1932, onder het pseudoniem Bernard Majorick, met 'Drijfjacht' en 'Gebed voor Nederland'. Onder zijn eigen naam werd hij bekend van o.a. 'Erik of Het klein insectenboek' (1941), 'De avonturen van Pa Pinkelman' (1946) en 'Beminde Gelovigen' (1970). Hij kon zowel zeer ernstig als zeer lichtvoetig schrijven.",schrijver (1913-1971),"BPS96/102N, D47-338",,,"L, i",,19960902,,42.4520091571648
542,01112,Eenrumhof,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,54.9746083901468
543,00519,1e Laurenskamp,,,,,,,,,,198.404671492718
544,,,,,,,,,,,,3917.02164006137
545,01346,Beststraat,Plaats in de provincie Noord-Brabant.,,"32098, D47-170",,,"c, QR",,19770228,,230.947584282205
546,01337,Koerlingwei,De naam is ontleend aan de in het voormalige Elden voorkomende weidegronden. Verwijzing naar de agrarische oorsprong van dit gebied.,,"24285, D47-168",,,"c, S",,19760913,,125.864743960478
547,00953,B.P. van Verschuerstraat,Zie beschrijving Van Verschuerplein.,,,,,,,19120603,,204.123648999587
548,01968,Dianaplantsoen,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Diana was de Romeinse godin van de jacht.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,258.460424097672
549,01545,Bellefleurgaard,De Dubbele Bellefleur is een zeer oud appelras. Een andere naam van deze appel is Ossekop.,,"704916, D47-259",,,"h, D",,19870630,,59.8507417914569
550,01167,Hillegomweg,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,799.099031164847
551,01076,Zwarteweg,"Herkomst van de naam onbekend, misschien genoemd naar de aard der toenmalige verharding, t.w. sintels.",,,,,,,19010101,,215.726011059853
552,00216,Eleonorastraat,"Genoemd naar Eleonora, zuster van Eduard III, koning van Engeland, die was gehuwd met Reinald III (14e eeuw).","zus van Eduard III, koning van Engeland (14e eeuw)",669,,,"a, B",,19620716,,175.332581954146
553,01268,Ridderhof,"Voor deze op zichzelf staande wijk is een serie namen gekozen, die in de Over-Betuwe voorkomen, hoofdzakelijk als namen van boerderijen. Zij zijn ontleend aan oude topografische kaarten het werk 'De Betuwe' van de heer Hol e.a.  Bij de benaming van deze wijk is gekozen voor ""hof"" voor de woningen en ""straat"" voor het verkeer.",,"18920, D47-157",,,"b, P",,19790702,,313.247474132006
554,00412,Josef Israëlslaan,"Josef Israëls (1824-1911), schilder, etser, portretschilder.",schilder (1824-1911),"773, tek.9595, 9805",,,"a, M",,20280116,,619.299504137946
555,01504,Schepen Leijdeckerstraat,"Andries Leijdecker, schepen te Arnhem in 1578. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid tussen 1323 en 1331,"65167, D47-230",,,"f, UV",,19851014,,165.687015862405
556,00551,Lijsterstraat,"Vogelsoort, een schuwe zangvogel.",,,,,,,19191103,,221.635776723543
557,00611,Morgensterstraat,Plantengeslacht uit de composietenfamilie.,,,,,,,19491121,,155.581915621097
558,00606,Molenweg,"Vernoemd naar de molen De Hoop. Deze windmolen werd in 1846 gebouwd als korenmolen en is nog steeds in bedrijf, met steun van vrijwilligers.",,,,,,,19010101,,525.430553765793
559,01286,Pijnackerhof,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,100.820901839452
560,01699,Thomas Mannhof,"Paul Thomas Mann (1875-1955), Duits schrijver. Winnaar Nobelprijs voor de literatuur in 1929. Bekend van o.a. 'Doktor Faustus' (1947), 'Der Zauberberg' en 'Dood in Venetie'.",nobelprijswinnaar voor de literatuur (1875-1955),"BPS96/102N, D47-338",,,"L, i",,19960902,,112.07682403886
561,00575,Mauritsstraat,"Prins Maurits (1567-1625), stadhouder van Holland en Zeeland.",stadhouder van Holland en Zeeland (1567-1625),,,,,,19950101,,321.059134904598
562,00432,Karel van der Heijdenweg,"Karel van der Heijden, (1826-1900), Generaal in de oorlog met Atjeh. Van 1887-1900 commandant op Bronbeek. Een monument voor hem werd aan deze weg opgericht.",generaal (1826-1900),D47-70,,,"a, L",,19030926,,162.224560143221
563,01149,Menthenstraat,"Naar de vroegere Menthenstraat, die Koningstraat en Beekstraat verbond en die genoemd was naar Burgemeester Christoffel Rochus Menthen, die daar woonde.",burgemeester van Arnhem,669,,,"a, B",,19620625,,97.3718888008238
564,01419,Bingelradepark,Plaats in de provincie Limburg.,,"15972, D47-196",,,"e, B",,19810629,,186.589160536178
565,00205,Van Eckstraat,"Mr. Jacob Nic. Van Eck (1752-1833), burgemeester van Arnhem van 1808-1824.",burgemeester van Arnhem (1752-1833),,,,,,19030620,,175.681250249693
566,00362,Hooiweg,Weg naar Deelen.,,,,,,,19010101,,4304.03516058944
567,01592,Darwinstraat,Charles Robert Darwin (1809 tot 1882). Darwin was een Britse wetenschapper die bekend werd met zijn evolutietheorie.,wetenschapper (1809-1882),906557,,,D47-295 ,,19890717,,352.720961579993
568,01510,Moergestelpad,Plaats in de provincie Noord-Brabant.,,"66793, D47-237",,,"g, B",,19851125,,45.713232490464
569,01880,Varikse Zwarte,Straatnaamthema: oude Betuwse fruitrassen. Kersensoort.,,"SB/OBEH/06/450, D47-398",,,"n, E",,20060228,,62.8417476829695
570,01535,Schepen van Allerpad,"Gerselis van Aller, schepen te Arnhem rond 1402. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid omstr. 1402,"612243, D47-250",,,"g, U",,19870119,,196.55664821585
571,00126,Bruningweg,"Christiaan H. Bruning (1810-1873), waterstaats-ingenieur. Provinciaal ingenieur van Gelderland, met standplaats Zutphen.",,669,,,"a, C",,11-6-1957 ,,460.293203797547
572,00439,Kellendonkstraat,Huis Kellendonk te Zoelen.,,"669 , D47-96",,,"a, F",,19650809,,118.58787291532
573,01641,I.W.J. Vos de Waelstraat,"Ignatius Wolterus Josephus Vos de Wael bouwde in 1886 huize Oosterveld. Tot 1919 woonde de familie daar. Toen schonk de barones het huis aan de Zusters van Onze Lieve Vrouw, een onderwijscongregatie uit Amersfoort. In 2009 vertrokken de zusters. Het pand is nu in gebruik als zorgvilla.",stichter Huize Oosterveld,"92012581, D47-320",,,"j, E",,19921005,,263.353225540102
574,00704,Pastinaakstraat,"Wortelgewas, wintergroente.",,,,,,,,,118.237724500889
575,00645,Noordelijke Parallelweg,Loopt parallel met de spoorlijn.,,,,,,,,,1139.40927826323
576,01830,Adriaan Paulenstraat,"Adriaan Paulen (1902-1985), atleet. Paulen deed mee aan de Olympische Spelen in 1920 (Antwerpen), 1924 (Parijs) en 1928 (Amsterdam). Meervoudig Nederlands kampioen, voorzitter van KNAU en IAAF.","Olympisch atleet, 1902 - 1985","RGI/03/78, D47-378",,,"L, M",,20040504,,158.022973247853
