OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
268;Z504;Z504;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;LN C V CATTENB;102;;Onbekend;2017-11-23;Gemeente Den Haag;Onbekend;;Openbare weg;2585GE;10;S GRAVENHAGE;81124.4536999986;456559.223499998;4.309180419607767;52.09235345181658
271;F308 Station;F308;Station;Station 10 kV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;GROENHOVENSTR;9;;ENECO;2015-12-15;Stedin;ENECO;DELFLAND;Openbare weg;2596HS;20;S GRAVENHAGE;81288.8839999996;456728.868999999;4.311542773745186;52.0938999309865
273;F107;F107;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;V ALKEMADELN;774;;ENECO;2012-01-25;Stedin;ENECO;MIN. VAN DEFENSIE;Terrein;2597BB;10;S GRAVENHAGE;81370.6645000018;457657.974500001;4.312535292024407;52.10226043505522
274;F601 Station;F601;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Stedin;In bedrijf;Onbekend;V DIEPENBURCHSTR;3;;Inpandig;2015-12-15;Stedin;Inpandig;IN OS;Terrein;2597PR;10;S GRAVENHAGE;81391.1499999985;457285.359999999;4.312914717859103;52.0989145758157
276;Z513;Z513;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;J V NASSAUSTR;130;;ENECO;2012-03-15;Gemeente Den Haag;ENECO;;Openbare weg;2596BW;20;S GRAVENHAGE;81565.756000001;456364.124000002;4.315661024692175;52.09065886181758
279;H179;H179;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;BEATRYSSTR;;;Inpandig;2012-01-26;Stedin;Inpandig;;Openbare weg;2531XC;10;S GRAVENHAGE;80386.0340000019;452510.4245;4.299292129415182;52.05586894451597
280;H1205 Station;H1205;Station;Station 10/0,4 kV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;VIER HEEMSK STR;20;;Inpandig;2015-12-15;Stedin;Inpandig;K.P.N;Openbare weg;2531CD;20;S GRAVENHAGE;80453.7019999996;452599.738000002;4.300259103751841;52.05668069082737
285;Z124;Z124;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Combi;In bedrijf;Onbekend;DE LA REYWG;628;;Inpandig;2012-03-15;Combi;Inpandig;SCHOOL  ;Openbare weg;2571GR;10;S GRAVENHAGE;79928.0850000009;453005.226500001;4.292507400147217;52.06025374852378
286;Z158;Z158;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;MARKTWG;155;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2525JE;20;S GRAVENHAGE;80373.3075000011;453041.5185;4.298990564155795;52.06064004172082
292;T21 Station;T21;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;WOLMARANSSTR;99;;Inpandig;2015-12-17;Stedin;Inpandig;DE GOEDE WONING;Openbare weg;2572EA;10;S GRAVENHAGE;80258.2445;453296.031;4.297257292022713;52.062911770553505
295;Z151;Z151;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;BOERENSTR;1;;Inpandig;2016-09-15;Stedin;Inpandig;;Openbare weg;2572HS;10;S GRAVENHAGE;80277.6649999991;453549.493299998;4.297484982536731;52.06519219044995
300;Z117;Z117;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;BEYERSSTR;7;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;A&P;Openbare weg;2572BB;20;S GRAVENHAGE;79757.3260000013;453897.522500001;4.289821208326606;52.068249402500875
301;Z152;Z152;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;STEYNLN;1;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;BEDRIJVENCENTRUM;Openbare weg;2571PX;10;S GRAVENHAGE;79954.3229999989;454065.701000001;4.292656850790878;52.069787499868454
305;Z248 Station;Z248;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;BLEKERSLN;15;;Inpandig;2015-12-17;Stedin;Inpandig;INGANG WEST. ZIEKENHUIS;Openbare weg;2512VE;10;S GRAVENHAGE;80488.4294999987;454425.840999998;4.3003668672362165;52.07309608915999
307;Z114;Z114;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;GASLN;125;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;;Openbare weg;2562LD;10;S GRAVENHAGE;79574.2815000005;454500.0385;4.287018913529227;52.07363914325467
309;H1502 Station;H1502;Station;Station 23/0,4 kV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;MYLPAAL;4;;ENECO;2015-12-15;Stedin;ENECO;;Naast;2548PS;10;S GRAVENHAGE;79590.8984999992;449388.229499999;4.2883893962185535;52.02770292326149
310;H1401 Station;H1401;Station;Station 23/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;OOSTEINDE;86;;ENECO;2015-12-15;Stedin;ENECO;WIPPOLDER;Naast;2548AN;10;S GRAVENHAGE;79938.4475000016;449497.131000001;4.293428880451921;52.02872874607608
312;H1560 Station;H1560;Station;Station 23/0,4 kV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ELLERTSVELDLN;;;ENECO;2015-12-15;Stedin;ENECO;;Onbekend;2548ND;20;S GRAVENHAGE;79945.2690000013;450228.434500001;4.293367782521629;52.03530173048309
313;H1405 Station;H1405;Station;Station 10 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;TOMATENLN;31;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2548AJ;10;S GRAVENHAGE;79533.7719999999;450418.357500002;4.287329831241587;52.03695266723896
314;H1527 Station;H1527;Station;Station 23/0,4 kV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;NOORDWG;46;;ENECO;2015-12-15;Stedin;ENECO;WOONWAGENLOKATIE;Openbare weg;2548AC;20;S GRAVENHAGE;79752.5599999987;450726.206500001;4.290450219032966;52.03974896937881
315;H1518 Station;H1518;Station;Station 23/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;MIDDENWG;126;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2548VD;10;S GRAVENHAGE;80237.5450000018;448565.320500001;4.29799009150364;52.02039515646841
319;H1511 Station;H1511;Station;Station 23/0,4 kV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;TALLINNHOF;1;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2548TW;20;S GRAVENHAGE;79994.4389999993;448895.9155;4.294376436841271;52.0233333262465
323;H171;H171;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;R VISSCHERSTR;461;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2533VP;10;S GRAVENHAGE;79453.1860000007;451725.739;4.285866606729608;52.048690794767985
324;H157;H157;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;LOEVESTEINLN;651;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2533BH;10;S GRAVENHAGE;79502.5954999998;451422.592;4.286653750648;52.04597322445113
325;H701 Station;H701;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Onbekend;In bedrijf;Onbekend;LOEVESTEINLN;883;;ENECO;2015-12-15;Stedin;ENECO;POLDERGEMAAL;Openbare weg;2533BW;10;S GRAVENHAGE;79608.6524999999;451311.634500001;4.288223980049127;52.04499051306737
326;H601 Station;H601;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;R VISSCHERSTR;303;;ENECO;2015-12-15;Stedin;ENECO;;Openbare weg;2533VL;10;S GRAVENHAGE;79633.1495000012;451879.338;4.2884558116444;52.050095649881115
327;H172;H172;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;V ALPHENLN;104;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533GZ;10;S GRAVENHAGE;79663.5029999986;451715.988000002;4.288934260284059;52.048631792475376
328;H159;H159;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;P LANGENDYKSTR;177;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533TJ;10;S GRAVENHAGE;79689.6200000011;451466.307999998;4.289369953430962;52.04639153129832
329;H165;H165;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;HARDENBROEKSTR;5;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2532XR;10;S GRAVENHAGE;79794.4459999986;451304.1305;4.290933467145056;52.04494831516271
330;H608 Station;H608;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;S BURGERHARTWG;93;;Inpandig;2015-12-15;Stedin;Inpandig;FLAT;Openbare weg;2533JC;20;S GRAVENHAGE;79815.2300000005;451814.261;4.291124154205574;52.049535549916705
331;H160;H160;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;P LANGENDYKSTR;320;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533TS;10;S GRAVENHAGE;79884.3295000009;451595.035500001;4.292179531421833;52.04757479444551
332;H166;H166;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;LOEVESTEINLN;598/610;;Onbekend;2012-01-26;Stedin;Onbekend;;Openbare weg;2533CL;10;S GRAVENHAGE;79899.8280000016;451152.602000002;4.292502643309256;52.04360085298094
333;H174;H174;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;R VISSCHERSTR;133;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533VE;10;S GRAVENHAGE;79901.0254999995;452105.202;4.292310757592504;52.052161795293955
334;H706 Station;H706;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;LICHTENBERGWG;6;;Inpandig;2015-12-15;Stedin;Inpandig;OS ZUID;Terrein;2532AA;20;S GRAVENHAGE;79965.9189999998;451045.923999999;4.293489270330363;52.04265111329003
335;H175;H175;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;TESSELSCHADELN;151;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2533KT;10;S GRAVENHAGE;80058.818500001;452051.028999999;4.294622754946256;52.05169631619673
213;B711 Station;B711;Station;Station 10/0,4 kV;Zelfbouw;2023-02-02;Onbekend;In bedrijf;Onbekend;KOMEETWEG;;;ENECO;2015-12-17;Stedin;ENECO;INDUSTRIE CENTRUM;Terrein;2516;10;S GRAVENHAGE;83317.4809999988;454093.25;4.341694963410792;52.070480523933654
220;Z218;Z218;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;OLIENBERG;1;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;T/O 1;Openbare weg;2512ET;10;S GRAVENHAGE;80626.504999999;454388.782499999;4.3023885860508875;52.07278161244702
221;Z208;Z208;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;HUYGENSPK;30;;ENECO;2012-03-15;Gemeente Den Haag;ENECO;T/O 30;Openbare weg;2515BA;10;S GRAVENHAGE;81825.3839999996;454456.243000001;4.319858091737054;52.07354755574969
224;T915 Station;T915;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;PARALLELWG;;;Onbekend;2015-12-15;Stedin;Onbekend;T/O 511;Openbare weg;2525NT;10;S GRAVENHAGE;80579.9565000012;453254.355999999;4.3019570375253195;52.06258055578485
225;H278;H278;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Onbekend;In bedrijf;Onbekend;A BYNSLN;40;;Onbekend;2012-10-17;Stedin;Onbekend;WASS. ALBLAS;Openbare weg;2531XB;20;S GRAVENHAGE;80583.2340000011;452211.9245;4.302231939001193;52.0532129126311
226;H182;H182;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;TROELSTRAKD;;;Onbekend;2012-01-26;Stedin;Onbekend;;Openbare weg;2531AA;10;S GRAVENHAGE;80586.7234999985;452607.973000001;4.302196535756464;52.056772576395794
227;H188;H188;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;LAU  MAZIRELLAAN;480;;Inpandig;2012-03-15;Gemeente Den Haag;Inpandig;;Openbare weg;2525KZ;20;S GRAVENHAGE;80590.0824999996;452737.7445;4.30221723437382;52.05793925314097
228;H184;H184;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;A BYNSLN;56;;Inpandig;2012-01-26;Stedin;Inpandig;;Openbare weg;2531XB;10;S GRAVENHAGE;80612.5;452169.964499999;4.302667690201003;52.05283975695079
229;H192;H192;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;MIDDACHTENWG;256;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2531PJ;10;S GRAVENHAGE;80651.4574999995;451669.947000001;4.303344373562057;52.04835144022723
230;H190;H190;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;ZYPENDALSTR;21;;Onbekend;2012-01-26;Stedin;Onbekend;;Openbare weg;2531GR;10;S GRAVENHAGE;80670.5804999992;451947.863499999;4.303562649595774;52.050851578644064
232;H193;H193;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;COORNHERTSTR;3;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2531VC;10;S GRAVENHAGE;80734.8284999989;452479.362;4.3043836200379655;52.05563664843715
481;D307;D307;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;VOLENDAMLN;769/931;;ENECO;2012-03-15;Combi;ENECO;GROENHOEVE FLAT;Openbare weg;2547CB;10;S GRAVENHAGE;77923.8500000015;453272.4815;4.263226711295404;52.06238029313021
482;D306;D306;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;VOLENDAMLN;940/1102;;ENECO;2012-03-15;Combi;ENECO;;Terrein;2547CS;10;S GRAVENHAGE;77933.4860000014;453204.3825;4.263382572489976;52.061769651004
483;D801 Station;D801;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;LEYWG;84/172;;Inpandig;2015-12-15;Stedin;Inpandig;ESCAMP FLAT;Openbare weg;2545CR;20;S GRAVENHAGE;77948.0119999982;452970.798999999;4.263647059425693;52.05967253514764
484;H129;H129;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;NYEVEENSTR;;;ENECO;2012-01-26;Stedin;ENECO;DEDEMSVAARTWEG;Openbare weg;2545XX;10;S GRAVENHAGE;77964.3009999991;451932.460000001;4.264118689045684;52.05034358798202
485;H131;H131;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ZUIDLARENSTR;;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545VN;10;S GRAVENHAGE;78070.568500001;451834.5625;4.265689692852095;52.04947857497864
486;D301;D301;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;WORMERVEERSTR;260;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2547XZ;10;S GRAVENHAGE;78075.8949999996;452814.4485;4.265546694748666;52.05828523410014
487;H128;H128;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;NYEVEENSTR;;;ENECO;2012-01-26;Stedin;ENECO;SCHOONEBEEKSTRAAT;Openbare weg;2545XV;10;S GRAVENHAGE;78084.5465000011;452010.927999999;4.265853733887073;52.05106545591284
488;D817 Station;D817;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;ESCAMPLAAN;;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78155.0584999994;453016.484000001;4.266655336452352;52.06011184560092
489;H127;H127;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ROLDESTR;4;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545XJ;10;S GRAVENHAGE;78199.5104999989;452083.7315;4.267513121956656;52.05173566139728
490;H130;H130;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;EXLOOSTR;91;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545XP;10;S GRAVENHAGE;78204.8779999986;451909.7755;4.267630458792025;52.050173117106354
491;H132;H132;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ZWEELOOSTR;110;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545VE;10;S GRAVENHAGE;78249.9189999998;451686.951000001;4.26833702471253;52.04817690138826
493;H103;H103;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;BAAMBRUGGESTR;1;;ENECO;2012-01-26;Stedin;ENECO;;Terrein;2546SE;10;S GRAVENHAGE;78258.4180000015;452719.432999998;4.268228986414007;52.057456669784465
494;D300;D300;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;HEILOSTRAAT;;;ENECO;2012-10-17;Stedin;ENECO;BIJ ESCAMPLAAN;Openbare weg;2547;10;S GRAVENHAGE;78310.6059999988;453080.083000001;4.268908824866642;52.06070494086309
351;H155;H155;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;LEGGELOSTR;169;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541HS;10;S GRAVENHAGE;78928.8850000016;450964.2465;4.278394090663279;52.041775760927884
352;H152;H152;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;EELDEPLNTS;29;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541JA;20;S GRAVENHAGE;78784.2965000011;451143.772999998;4.276246926348944;52.04336925545696
353;H153;H153;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;DWINGELOSTR;10;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541RD;10;S GRAVENHAGE;79165.2250000015;451153.419500001;4.281796389918547;52.04350818938541
355;H156;H156;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;KOEKANGESTR;60;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2541PW;10;S GRAVENHAGE;79059.3399999999;451208.877;4.280240909847989;52.04399207521631
356;H151;H151;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;COEVORDENSTR;409;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2541TR;10;S GRAVENHAGE;78849.0689999983;451221.061000001;4.2771736928797885;52.0440727229751
358;H148;H148;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ZWARTSLUISSTR;;;ENECO;2012-01-25;Stedin;ENECO;T.O. 149;Openbare weg;2541CX;10;S GRAVENHAGE;79241.2045000009;451313.502999999;4.282868227940959;52.04495720632641
359;H140;H140;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;VALTHESTR;110;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2545TD;10;S GRAVENHAGE;78487.3220000006;451348.897999998;4.2718729508007725;52.04517174281112
360;H150;H150;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;COEVORDENSTR;229;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2541TM;10;S GRAVENHAGE;79015.2175000012;451349.658;4.279566568502919;52.04525118896461
361;H149;H149;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;COEVORDENSTR;221;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2541TL;10;S GRAVENHAGE;79096.2435000017;451419.570999999;4.280731954119249;52.04589057927464
362;H147;H147;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ENSCHEDELN;9;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2541CG;10;S GRAVENHAGE;79233.0375000015;451470.089000002;4.28271448624714;52.04636328640518
363;H306 Station;H306;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Onbekend;In bedrijf;Onbekend;HOOGEVEENLN;;;ENECO;2015-12-15;Stedin;ENECO;KPN;Openbare weg;2545TR;10;S GRAVENHAGE;78547.3929999992;451485.066;4.272717991496456;52.0464037332817
365;H308 Station;H308;Station;Station 10/0,4 kV;Onbekend;2023-02-01;Onbekend;In bedrijf;Onbekend;LEYWG;705;;Onbekend;2015-12-15;Stedin;Onbekend;HEMA;Openbare weg;2545GM;10;S GRAVENHAGE;78875.0020000003;451547.767000001;4.277478875394887;52.04701229994632
366;H203;H203;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-02;Stedin;In bedrijf;Onbekend;DIEVERSTRAAT;36 ;;Inpandig;2012-01-26;Stedin;Inpandig;;Openbare weg;2545TV;20;S GRAVENHAGE;78387.2474999987;451568.616;4.270365170286729;52.047132459932854
367;H102;H102;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;JAARSVELDSTR;320;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2546CZ;10;S GRAVENHAGE;78355.4569999985;452419.324999999;4.269710997082299;52.05477312485768
368;D1604 Station;D1604;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;KAMPERFOELIESTR;;;ENECO;2015-12-09;Stedin;ENECO;T.O. INDIGOSTR;Openbare weg;2563KA;10;S GRAVENHAGE;78355.7424999997;453849.951000001;4.269394082994063;52.067629738482765
369;D315;D315;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;HUISDUINENSTRAAT;;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78377.629999999;453426.681499999;4.269808230143026;52.063828982536826
370;D316;D316;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;SOESTDIJKSEKADE;;;ENECO;2012-01-25;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78409.0240000002;453711.125;4.270202163893024;52.066389524491626
371;H106;H106;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;LOPIKSTR;11;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2546EN;10;S GRAVENHAGE;78431.2164999992;452944.125999998;4.27069774383049;52.05949981978987
372;H107;H107;Station;Station 10/0,4 kV/OV;DS01 24/37;2023-02-02;Stedin;In bedrijf;Onbekend;HARMELENSTR;119;;AKA;2012-10-17;Stedin;AKA;;Openbare weg;2546EE;20;S GRAVENHAGE;78476.8139999993;452671.7445;4.271423538664427;52.057058312156485
373;D123;D123;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;LAURIERSTR;126;;ENECO;2012-01-25;Stedin;ENECO;NAAST 126;Openbare weg;2563SK;10;S GRAVENHAGE;78510.6429999992;454105.006000001;4.271595652398274;52.069943244626366
374;D816 Station;D816;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;VOLENDAMLAAN;38-54;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2547;10;S GRAVENHAGE;78541.9219999984;453236.076000001;4.272246367222868;52.06213876997294
377;Z140;Z140;Station;Station 10/0,4 kV;Onbekend;2023-02-02;Combi;In bedrijf;Onbekend;SOESTDYKSEKD;274;;Onbekend;2012-03-15;Combi;Onbekend;;Openbare weg;2574BP;10;S GRAVENHAGE;78617.7300000004;453338.695999999;4.273328690380712;52.06307144012751
378;H1004 Station;H1004;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;WERKHOVENSTR;56;;ENECO;2015-12-17;Stedin;ENECO;;Openbare weg;2546VH;20;S GRAVENHAGE;78682.4899999984;452934.444499999;4.27436324791916;52.05944748231905
379;H101;H101;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;DRIEBERGENSTR;306;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2546BS;10;S GRAVENHAGE;78693.3665000014;452703.355500001;4.274573444806747;52.05737225429866
380;H119;H119;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;ALMELOPLN;;;ENECO;2012-01-26;Stedin;ENECO;LOEVESTEINLAAN;Openbare weg;2533AC;10;S GRAVENHAGE;78756.3775000013;452520.456500001;4.275532868739543;52.05573726984368
381;Z432;Z432;Station;Station 10/0,4 kV;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;VALKENBOSKD;20;;Onbekend;2017-12-01;Gemeente Den Haag;Onbekend;;Openbare weg;2563GS;10;S GRAVENHAGE;78757.5868999995;454012.664799999;4.275217337016345;52.069147449573386
383;Z156;Z156;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Stedin;In bedrijf;Onbekend;LOOSDUINSEKD;370;;Onbekend;2012-01-25;Stedin;Onbekend;;Openbare weg;2571CG;10;S GRAVENHAGE;78793.2419999987;453941.427000001;4.275753171415227;52.0685121646255
384;H110;H110;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;AMERONGENSTR;1;;ENECO;2012-03-15;Stedin;ENECO;SCHOOL LOUIS HAGE;Openbare weg;2546VV;10;S GRAVENHAGE;78891.8475000002;453035.844000001;4.277392893802362;52.06038752617774
385;H100;H1006;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;SOESTERBERGSTR;111;;Onbekend;2015-12-09;Stedin;Onbekend;;Terrein;2546XP;20;S GRAVENHAGE;78978.0130000003;453045.811000001;4.278646916827014;52.06048892602876
