Leveranciers;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;Eindtotaal
Maatschap Terwindt Blessing;;;;;;;1;1
Maatschap van den Hombergh de Boer;;;;;;;1;1
MacBe B.V.;;;2;;;;;2
Maes Consultancy;;;;;;;2;2
Mainpress B.V.;;;;;;1;;1
Malik Ivan ontwerp en visualisatie;1;;;;;;;1
Malou van Hintum;;;;;;;1;1
Manpower Personeelplanning;;;;;;;4;4
Manutan B.V.;;1;;;;;;1
Mare Holland B.V.;;;;;;;2;2
Martini Zknhs/C.B. Tandheelk. Martini Zknhs;;;;;;;1;1
Masco Kantoor Installaties B.V.;;1;;;;;;1
Massage Point Nederland;;;;;;;1;1
Mateeva Medical;;;;;;;1;1
Matrix IT B.V.;;;;;;1;1;1
Mavention B.V.;;;;2;;;;2
Mavention Beheer en Producten B.V.;;;2;1;;;;2
Max ICT B.V.;;;1;;;;;1
MC|Zuiderzee;;;;;;;1;1
MDL Maatschap Midden Brabant;;;;;;;1;1
Med. Spec. Bdr. Spaarne Gasths H'lem/Hoofddrp;;;;;;;1;1
MediationKit;;;;;;;1;1
Medicor Gezondheidszorg Hobbemaplein B.V.;;;;;;;1;1
MediCor Gezondheidszorg Rijswijkseplein B.V.;;;;;;;1;1
MediFirst B.V.;;;;;;;4;4
Medisch Centrum Koornhorst;;;;;;;1;1
Medisch Centrum Leeuwarden B.V.;;;;;;;1;1
Medisch Centrum Mook;;;;;;;1;1
Medisch Centrum Oud West;;;;;;;1;1
Medisch Specialisten Coöperatief RDGG UA;;;;;;;1;1
Medisch Specialisten Co�peratief Haga UA;;;;;;;1;1
Medisch Specialisten Noord West;;;;;;;1;1
Medisch Specialistisch Bedrijf HMC;;;;;;;1;1
Meens Dranken;1;;;;;;;1
Meer van Tekst;;;;;;;1;1
Meltwater The Netherlands B.V.;;;2;;;;;2
Merkenbureau Knijff & Partners B.V.;1;;;;;;;1
Metaregistrar B.V.;;;;;;1;;1
Metis IT B.V.;;;;;;;3;3
MetrixLab B.V.;;;;;;;2;2
Mett;;;1;;;;;1
MGNN;;;;;;;1;1
michelpenterman.com;;;;;;;2;2
MichielB.com;;;;;;;1;1
Microfix;;1;;;;;;1
Microsoft B.V.;;;;5;;;;5
Mieke Posthumus;;;;;;;3;3
Mijksenaar B.V.;;;;;;;1;1
Milvum B.V.;;;;2;;;;2
Misco Solutions B.V.;2;5;2;4;;;;6
Mitel Gebruikersgroep Nederland;;;1;;;;;1
Mitralis Diagnostisch Centrum B.V.;;;;;;;1;1
Momice B.V.;;;;;;1;;1
More Balls Than Most B.V.;;;;;;;1;1
Morgens B.V.;;;;;;;1;1
Motiv It Masters B.V.;;;;;2;;;2
Motivaction International B.V.;;;;;;;2;2
Mts. Klin. Neurofysiologen Martini Ziekenhuis;;;;;;;1;1
Multi-Post Card Systems B.V.;;;1;;;;;1
Multi-Post Services B.V.;;1;;;;;;1
MWM2 B.V.;;;;1;;;;1
MXM Creatives;;;;;1;;;1
MyMicro Group B.V.;;1;1;;;;;1
NatuurNetwerk B.V.;;;;;;;1;1
Nbd|biblion B.V.;;;;1;;;;1
NCC Group Escrow Europe B.V.;;;;1;;;;1
NEBO Foto-Video-Digitaal;;;;;1;;;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;2;;;;;6;6
Nederland Veilig B.V.;;1;;;;;;1
Nederlands Centrum voor Informatie Management;;;;;3;;;3
Nederlands Instituut van Psychologen;;;;;;;1;1
Nederlands Kleuren Centrum;;;;1;;;;1
Nederlandse Vereniging voor Inkoopmanagement;1;;;;1;;;1
NedRo;;;;;1;;;1
Neopost;;1;;;;;;1
Neopost Finance B.V.;;2;;;;;;2
Nesh Media;;;;1;1;;;1
Netco Technology;;;;;1;1;;1
Networking4all B.V.;;;1;;;1;;1
Neurologenpraktijk Midden-Nederland;;;;;;;1;1
NewTeam B.V.;;;;;;;1;1
NIC Best Deal B.V.;;;;1;;;;1
Niercentrum aan de Amstel B.V.;;;;;;;1;1
Nine Thirty B.V.;;;;;2;;1;2
NL Hosting Internet B.V.;;;;;1;1;;1
Nmedia;;;;1;;;;1
Noordelijke Neurologen Consultancy;;;;;;;1;1
Notice Branded Media B.V.;;;;;1;;;1
Notuleerservice Nederland B.V.;;;;;;;1;1
NovÃ¡ccent ICT Solutions B.V.;;;;2;;;;2
Novagraaf Nederland B.V.;;;;;;;1;1
Nsecure B.V.;;;;;2;;;2
NubiloSoft B.V.;;;;;;;2;2
Nuus Kassasystemen B.V.;;1;;;;;;1
NWC Events B.V.;;;;;;;1;1
O. s.P.L. Nederland B.V.;;1;;;;;;1
Oasis Data & Archief;;;;;;;3;3
Objectif Lune Benelux B.V.;;;;1;;;;1
OCLC B.V.;;;2;2;;;;2
ODSecurity B.V.;;;;1;;;;1
Office Athletes B.V.;;1;;;;;;1
Office Depot International;;;1;;;;;1
Okaphone Elektronika B.V.;;;1;;1;;;1
Oldelft Benelux B.V.;;1;;;;;;1
Onderwijsbureau Groei;;;;1;;;;1
one2many B.V.;;2;;;;;4;4
Onestopsourcing B.V.;;;;2;;;;2
On-Site B.V.;;;1;;;;;1
Oogartsenmaatschap Martini Ziekenhuis;;;;;;;1;1
Op eigen vleugels verder;;;;;;;1;1
OpenRemote;;;;;;;4;4
OPQ Advisory Network B.V.;;;;;2;;;2
Optelec Nederland B.V.;;1;;1;;;;1
Optimizers B.V.;;;;1;;;;1
Opvoedpoli;;;;;;;1;1
Oracle Nederland;;;;6;5;;;6
Orbis Software Benelux B.V.;;;;1;;;;1
Orcado B.V.;2;;;;;;;2
Orcavoice B.V.;;;1;;;1;;1
Ordina Technologie & Competenties B.V.;;;;1;6;;;6
Oscar's Service Center;;;;;1;;;1
Osperon B.V.;;;;;;;1;1
OXILION;;;1;;;;;1
P & R Groep B.V.;;;;;;;1;1
P. Inc.;;;;;;;1;1
PA Consulting Services B.V.;;;;;;;7;7
Pakkt Organisatieadviesbureau B.V.;;;;;;;1;1
PAM, praktijk voor advies en mediation;;;;;;;1;1
Pan Medical;;;;;;;1;1
Panteia B.V.;;;;;;;2;2
PARAG;;;;;;;2;2
Paralax B.V.;;;;1;;;;1
Parallel Universum Photography;;;;;;;1;1
Pardon Consult;;;;1;1;1;;1
Parnassia B.V.;;;;;;;1;1
PassQuat B.V.;;1;;;;;;1
Paulien Defoer Mediation;;;;;;;1;1
PBLQ B.V.;;;;;;;4;4
PeerCode;;;;;2;;;2
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;2;2
PersonalWorkZ;;;;;;;1;1
Phone MediQ;;1;;;;1;;1
Pinewood B.V.;;1;;2;;;;2
Ping Media B.V.;;;;;;;1;1
PIT Partner in IT;;;;;;;1;1
Planon B.V.;;;;2;;;;2
PlasBossinade Advocaten N.V.;;;;;;;2;2
Plusport B.V.;;;;1;;;;1
PlusPulse B.V.;;;;;;;2;2
Podocentrum Soest;;;;;;;1;1
Policy Projects B.V.;;;;;;;1;1
Polikliniek (kinder)psychiatrie Apeldoorn;;;;;;;1;1
Poliklinische apotheek Alkmaar;;;;;;;1;1
Polteq Test Services B.V.;;;;;;;2;2
Polytrack B.V.;;;;1;1;;;1
Postcode.NL B.V.;;;;1;;;;1
PostNL Communicatie Services B.V.;;;2;;;;;2
PostNL Data Solutions B.V.;;;;;;;4;4
PPC B.V.;;;;;1;;;1
PQR B.V.;7;7;4;4;3;1;3;7
Praktijk Binkhorst;;;;;;;1;1
Praktijk Bogaard;;;;;;;1;1
Praktijk de Sleutel;;;;;;;1;1
Praktijk Mozaiek B.V.;;;;;;;1;1
Praktijk Paulissen en De Bruyne;;;;;;;1;1
Praktijk Timmerman;;;;;;;1;1
Praktijk voor Fysiotherapie Jos van Stokkom;;;;;;;1;1
Pranger-Rosier Installaties B.V.;;;1;;;1;;1
Pricewaterhousecoopers N.V.;;;;;;;5;5
Pro Conference B.V.;;;;;;1;;1
Pro Facility Adviesbureau B.V.;;;;;;;2;2
ProcessGold B.V.;;;;;2;;;2
Prometheus Oogarts B.V.;;;;;;;1;1
Promptus Cursussoftware B.V.;;;;1;;;;1
Props Applications B.V.;;;;;;1;;1
Protinus IT B.V.;6;6;5;7;7;6;5;8
Provian Bouwadvies & Projectbegeleiding;;;;;;;1;1
Provite B.V.;;;;;;2;;2
Psychodiagnostica;;;;;;;1;1
Psychologie Praktijk Montfort;;;;;;;1;1
Psyom;;;;;;;1;1
Psyon B.V.;;;;;;;1;1
PsyQ Breda;;;;;;;1;1
PZEM N.V.;;;1;;;;;1
Qconferencing B.V.;;;;;;;3;3
QlikTech Netherlands B.V.;;;;1;;;;1
Qmatic Holland B.V.;;1;;2;;;;2
Quarto B.V.;;2;;;;;;2
Quis Products B.V.;;;;2;;;;2
QuoVadis Trustlink B.V.;;2;;;;;;2
R. de Vries Lentsch Waarnemend Huisarts;;;;;;;1;1
R2 Retail Solutions B.V.;;;;2;;;;2
Raatwerk B.V.;;;;1;1;;;1
Radar Advies B.V.;;;;;;;1;1
RB&W;;;;;;;1;1
Rechtnet B.V.;;;1;;;;;1
Refractiecentrum Haaglanden B.V.;;;;;;;1;1
Regionaal Productiebedrijf Heelkunde B.V.;;;;;;;1;1
Regioplan Beleidsonderzoek B.V.;;;;;;;3;3
Regiovakgroep Chirurgen Noordoost B.V.;;;;;;;1;1
Rekenservice;;;;;;2;;2
Rene Verleg Fotografie;;;;;;;1;1
Rene@Assen B.V.;;;1;;;;;1
Research Link;;;;1;;;;1
Revalidatiecentrum De Trappenberg;;;;;;;1;1
Reversed Media;;;2;;;;;2
Ricoh;2;4;1;2;1;1;;4
Rivierduinen;;;;;;;1;1
Rris;;;;;;;1;1
Ruys Handelsvereniging B.V.;;1;;1;;;;1
RvA-Bethaniestraat 2;;;;;;;1;1
S.M.J. van Zeijl;;;;;;;1;1
Sadeghi Persdienst;;;;;;;1;1
Samira Bouchibti Communicatie & Advies;;;;;;;2;2
SAMR;;;;;;;1;1
Sanitas Huisartsen;;;;;;;1;1
SAP Nederland B.V.;;;;;1;;;1
Schiphol Connect B.V.;;;;;;1;;1
Schiphol Nederland B.V.;;;;;;;3;3
Schiphol Telematics B.V.;;;;;;2;;2
Scholten Awater B.V.;4;7;4;4;5;;2;7
Schuttelaar & Partners, Maatsch. Comm. B.V.;;;;;1;;;1
Schutten It B.V.;;3;;4;;;;4
Seceurtronics Nederland B.V.;;1;;;;;;1
Sectra Communications B.V.;;2;2;;2;;;3
Securitas Alert Services Nederland B.V.;;;1;;;;;1
Securitech Detection & Verification B.V.;;1;1;;;;;1
Security Monitoring Centre;;;1;;;;;1
SeederDeBoer;;;;;;;1;1
Sentebibupraktijk;;;;;;;1;1
Seran de Leede;;;;;;;1;1
SET Telecom B.V.;;;1;;;1;;1
Sharewire B.V.;;;;;;;2;2
Siemens Nederland N.V.;;1;;;;;;1
Significant B.V.;;;;;;;5;5
Silent Partners;;;;;;;1;1
Sint Antonius Ziekenhuis Locatie Nieuwegein;;;;;;;1;1
Site By Site B.V.;;;;1;;;;1
Sitebytes B.V.;;;1;;;;;1
Slotervaartziekenhuis B.V.;;;;;;;1;1
SLTN IT Products B.V.;4;5;;1;;;;5
SLTN IT Professionals B.V.;;4;;;;;;4
Smart.pr B.V.;;;;;1;;;1
SMELT Europe;;1;;;;;;1
Smits Van Burgst Beveiliging B.V.;;;;;;;1;1
Socially Yours B.V.;;;;;;;2;2
Software Portfolio Monitor B.V.;;;;4;;;;4
SoftwareONE B.V.;;1;1;8;;;;8
Sogeti Nederland B.V.;;;;7;1;;;7
Solvinity;1;6;7;7;5;7;4;8
SOS (Netherlands) B.V.;;;;;;;5;5
Spanjaard Development & Training;;;;;;;2;2
Spanjersberg Organisatie Advies;;;;;;;1;1
Sparklon B.V.;;;;;;;2;2
SPEAKAP B.V.;;;;1;;1;;1
Speakup;;;;;;;3;3
Specialistenassociatie Orthopedie Dordrecht;;;;;;;1;1
SPITZ congres & event B.V.;;;1;;;;3;3
SPPS Consultants B.V.;;;;;;;2;2
SpraakLab B.V.;;1;;;;;;1
Sprekershuys B.V.;;;;;;;1;1
Square Consulting Group;;;2;;2;;;2
ST Instruments B.V.;;1;;2;;;;2
Staffing Facility B.V.;;;;;;1;;1
Stafmts. Medisch Specialist. Bedrijf VieCuri;;;;;;;1;1
Staples Nederland B.V.;;1;3;1;;;;3
Starbridge B.V.;;;;;;;1;1
Statisfact B.V.;;;;;;;1;1
STB Automatisering & Advies B.V.;;;;;1;;;1
Steam Advertising;;;;;;;4;4
Stg. Algemeen Ziekenhuis Westfries Gasthuis;;;;;;;1;1
Stg. Amsterdamse Gezondheidscentra (S.A.G.);;;;;;;1;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;;5;5
Stg. Def. for Children Int. Ned. - ECPAT Ned.;;;;;;;1;1
Stg. Dr. Hilda Verwey-Jonker, I.v.O. van M.V.;;;;;;;2;2
Stg. Dutch Inst. for Technology, Saf. & Sec.;;;;;2;;;2
Stg. Geestelijke Gezondheidszorg Friesland;;;;;;;1;1
Stg. Georganiseerde Eerstelijnszorg Z'meer;;;;;;;1;1
stg. Nederlands Instit. voor Beeld en Geluid;;;;1;;;;1
Stg. Nijmeegs Interconf. zknhs Canisius-Wilh.;;;;;;;1;1
Stg. Routerings (Int.)Nat. Informatiestromen;;;3;;;;;3
Stg. Service Centrum Auteurs & Nabur. rechten;;;;1;;;;1
Stg. Transmur. Spec. Zorg Dokkum/C.C. Dokkum;;;;;;;1;1
Stg. Trimbos-Inst., Inst. Ment. Health & Add.;;;;;;;2;2
Stg. Wijkgezondheidsz. Doorslag Stadscentrum;;;;;;;1;1
Sticht. Beheer Derdengelden Looten Advocatuur;;;;;;;1;1
Sticht. International Health Centre The Hague;;;;;;;1;1
Sticht. Ottho Gerhard Heldring en Ambulator.;;;;1;;;;1
Stichting Adelante Groep;;;;;;;1;1
Stichting Administratiekantoor Hippo B.V.;;;;;;;4;4
Stichting Catharina Ziekenhuis;;;;;;;1;1
Stichting Epilepsie Instellingen Nederland;;;;;;;1;1
Stichting Evean Zorg;;;;;;;1;1
Stichting Expertisecentrum ETV.nl;;;;2;;;;2
Stichting Flevoziekenhuis;;;;;;;1;1
Stichting Gezondheidscentra Eindhoven;;;;;;;1;1
Stichting Gezondheidscentrum Diemen Zuid;;;;;;;1;1
stichting government roaming nederland;;;;2;;;;2
Stichting HagaZiekenhuis;;;;;;;1;1
Stichting Hogeschool Leiden;;;;;;;2;2
Stichting Kafkabrigade;;;;;;;2;2
Stichting Laurens;;;;;;;1;1
Stichting Laurentius Ziekenhuis;;;;;;;1;1
Stichting Medisch Centrum Middenwaard;;;;;;;1;1
Stichting Medisch Spectrum Twente;;;;;;;1;1
Stichting met ggz;;;;;;;1;1
Stichting MVO Nederland;;;;;;;2;2
Stichting Nationaal Onderwijs Museum;;;;;;;2;2
Stichting Nephron;;;;;;;1;1
Stichting Novadic-Kentron Groep;;;;;;;1;1
Stichting OLVG, OLVG Oost;;;;;;;1;1
Stichting Optimale Samenwerking;;;;;;;2;2
Stichting OVZ-CMSR;;;;;;;1;1
Stichting PARLAN;;;1;;;;;1
stichting Pro Persona Holding;;;;1;;;;1
Stichting SEO Economisch Onderzoek;;;;;;;4;4
Stichting Sims;;;;;;;1;1
Stichting Stemra;;;;1;;;;1
Stichting Telefonische Hulpdienst Utrecht;;;1;;;;;1
Stichting The Hague Security Delta;;;2;;;;;2
Stichting Videma;;;;;;1;;1
Stichting Villa Pinedo;;;;;;;1;1
Stichting Wijkgezondheidscentrum Lindenholt;;;;;;;1;1
Stichting Wilhelmina Ziekenhuis Assen;;;;;;;1;1
Stichting Young in Prison (Yip);;;;;;;2;2
Stichting Zaans Medisch Centrum;;;;;;;1;1
Stichting Ziekenhuis Gelderse Vallei;;;;;;;1;1
Stichting Ziekenhuisgroep Twente;;;;;;;1;1
Stichting Zuyd Hogeschool;;;;;;;2;2
Stipp B.V.;;;;2;;;;2
STN Telefact;;;;;;1;;1
Strategisch Veiligheids Advies Jonge Vos;;;;;;;2;2
Stream B.V.;;;;;2;;;2
Streekziekenhuis Koningin Beatrix;;;;;;;1;1
Strict Consultancy B.V.;;;;;;;4;4
Strijbosch B.V.;;;;;1;;;1
Strukton Worksphere B.V.;;;;;1;;;1
Sue Amsterdam B.V.;;;;;;;2;2
SURFnet B.V.;;;;;;3;;3
Swakhoven;;;1;;;;;1
Synthese iGGz B.V.;;;;;;;1;1
T&T Compet&t.b.v.;;;;1;;2;;2
TÃœV Nederland QA B.V.;;;;;;;1;1
Talk & Vision B.V.;;6;2;2;2;1;;6
Tangram Onderzoek B.V.;;;;2;;1;;2
Tappan Communicatie B.V.;;;;;;;2;2
Tardis Research B.V.;;3;;;;;;3
Tecan Benelux B.V.B.A.;;1;;1;;;;2
Technische Unie B.V.;;1;;;1;;;1
TechnoPager;;;;;;1;;1
Tekstbureau Alfa;;;;;;;2;2
Tele2 Nederland B.V.;1;7;6;1;4;7;4;8
Telegrootgebruik B.V.;1;5;1;;2;6;;6
Telepage B.V.;;;;;1;;;1
Telfort Zakelijk;;;;;;1;;1
Telindus-ISIT B.V.;;2;;;;;;2
Telio Nederland B.V.;;2;1;;6;1;;6
Ter Hoeven & Partners B.V.;;1;;;;;;1
Ter zake coaching;;;;1;;;;1
TES Install.techn. Service & Onderhoud B.V.;;1;;2;1;;;2
TES Installatietechniek Tilburg B.V.;;1;;;;;;1
The Maastricht Forensic Institute B.V.;;;;;;;3;3
The Solutions Factory B.V.;;;;;1;1;;1
Thermo Fisher Scientific B.V.;;2;;;;;;2
TheStoryConnection B.V.;;;;;;;2;2
Thoraxcentrum Research B.V.;;;;;;;1;1
TIGNL B.V.;;;;;1;;;1
Tijssens Electrotechniek B.V.;;1;;;;;;1
TimeTell B.V.;;;;1;;;;1
TKM Diacarb B.V.;;1;;;;;;1
TM Huisartswaarnemingen;;;;;;;1;1
T-med Hessel Turkstra;;;;;;;1;1
TNS Nipo B.V.;;;;;;;3;3
TNT Express Nederland B.V.;;1;;;;;;1
Toner-Online;;;1;;;;;1
TOPdesk Nederland B.V.;;;2;2;;;;3
Topicus Zorg Holding;;;;4;1;;;4
Touch Creative B.V.;;;;;;;1;1
Transformation Technologies B.V.;;;;;;;3;3
Transquest Tag & Tracing Solutions B.V.;;;;2;;;;2
TRES internet B.V.;;;;2;;;;2
Trilogic Technologies B.V.;;;;;;1;;1
Trimension B.V.;;;;;;;1;1
Trots Consultancy & Detachering B.V.;;;;;;;2;2
Tulip 2;;;;;;4;6;7
Turnaround Communicatie;;;;;1;;;1
Txtra;;;;;1;;;1
UL TS B.V.;;;;;;;1;1
Unica Industry Solutions B.V.;;;;;1;;;1
Unica Installatietechniek B.V.;1;1;;;;;;2
Unisys Nederland N.V.;;;;7;7;;7;8
Uniteam B.V.;;2;;;1;;;2
USG Capacity;;;;;;;2;2
USG HR Professionals;;;;;;;2;2
UW Werkmaatschappij B.V.;;;;;;;1;1
V.O.F. Ripperda Advocaten;;;;;;;2;2
Vadeno Optical Solutions;;1;;1;;;;1
Vakgroep interne Geneeskunde;;;;;;;1;1
Van der Put/DatabaseMarketing;;;;;;;1;1
Van der Schaaf Onderzoek;;;;;;;2;2
van der Voo Illustrator;;;;;2;;;2
Van Eybergen Management Advies;;;;;;;1;1
Van Rossum Beveiligen B.V.;;;1;;;;;1
Van Rossum IJzerhandel B.V.;;;1;;;;;1
Van Slobbe B.V.;;1;;;;;;1
Van Vlier Media B.V.;;;;;;;1;1
Vandejong B.V.;;;;;;;4;4
Vanthoff Mediation;;;;;;;1;1
VECOZO B.V.;;;;2;;;;2
Veiligeusb.nl;;1;;;;;;1
Vellance B.V.;;;;1;1;;;1
VendorLink B.V.;;;;1;;;;1
Verbindende Zaken;;;;;;;2;2
Verdonck, Klooster & Associates B.V.;;;;;;2;2;2
Vereniging de Medische Staf GGZ Oost Brabant;;;;;;;1;1
Verizon Nederland B.V.;;;;;;1;;1
Vermaat - Diakonessenhuis Utrecht;;;;;;;1;1
Vertimart Consultants B.V.;;;;1;;;;1
Vest IT Engineering B.V.;;;;1;;;;1
vhp Human Performance B.V.;;;;;;;2;2
Viadesk;;;;1;;;;1
Vincent van Gogh voor Geestelijke Gezondheid;;;;;;;1;1
Vink Lisse B.V.;;1;;;;;;1
Virtual Vaults Nederland;;;;1;;;;1
VisionBI B.V.;;;;1;;;;1
Vision-Box Netherlands B.V.;;2;;1;;;6;6
Visions Connected Netherlands B.V.;;;;1;;;;1
VNSG Diensten B.V.;;;;1;;;;1
Vodafone;;2;4;;1;8;;8
Vodafone Libertel B.V.;;;;;;2;;2
Voedingsadviesbureau Vie;;;;;;;1;1
VogtlÃ¤nder & Van Arum;;;;;;;2;2
Voorberg Bouwkunde B.V.;;;;;;;1;1
VRH Informatisering B.V.;;2;;;;;;2
VWR International B.V.;;1;;;1;;;1
VX Company IT Services B.V.;;;;6;;;;6
W. Schrikker Stg. Jeugdbesch. & Jeugdreclass.;;;;;;;2;2
Watamula Communicatie;;;;;;;2;2
Watercompany B.V.;;1;;;;;;1
WCC Services;;;;2;;;;2
Webelect;;1;;;;;;1
Weblimits B.V.;;;;1;;;;1
Wen B.V.;;;;;;;3;3
Wessels & Van Haandel V.O.F.;;;;;;;1;1
West Hosting+ B.V.;2;;;;;;;2
Westerborg Huisartsenpraktijk;;;;;;;1;1
Westrup Illustraties;;;;;;;1;1
Westzorg B.V.;;;;;;;1;1
WEWO EUROPE B.V.;;1;;;;;;1
Wildfire Innovations B.V.;;;1;;;;;1
Winkwaves B.V.;;;;2;1;;;2
Wolters Kluwer Nederland B.V.;;;;2;;;;2
Worldline B.V.;1;;;;;;;1
www.richardengelfriet.nl;;;;;;;1;1
X Pact B.V.;;;;;2;;;2
XA Document Solutions;;;2;;;;;2
Xerox (Nederland) B.V.;7;2;2;;2;;;7
XS4ALL Internet B.V.;;;2;;1;2;;3
XTANDIT B.V.;;1;;;;;;1
Yellow Yard B.V.;;;1;;;;;1
Your Hosting B.V.;;;;1;1;;;1
YourRequest B.V.;;;;2;;;;2
YPOS Internettoepassingen B.V.;;;;1;;;;1
Ypse B.V.;;;;;;;1;1
YTEC Development B.V.;;;;1;;;;1
Z. Dot. Al. Holdings N.V.;;;;;;;2;2
Zeelandnet B.V.;;;;;;1;;1
Zet Solutions B.V.;;;;;;1;;1
Ziggo B.V.;;;3;;1;2;;3
Ziggo Services B.V.;;;1;;;2;;2
Zomerdijk & Groenheijde Telecommunicatie;;;;3;1;;;3
ZONBOOG Gezondheidscentrum Nesselande B.V.;;;;;;;1;1
ZONBOOG Gezondheidscentrum Nieuwe Westen B.V.;;;;;;;1;1
Zorg van de Zaak N.V.;;;;;;;1;1
Zumo Media;;;;;;;1;1
ZX;;;;;1;;;1
