OBJECTID,PUIC,NAAM,PRORAIL_GEBIED,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,IN_GEBRUIK,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
147,c3f27226-7487-4c7b-8d14-5c04a1f277b7,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.945965,"0,945965",61.838871,"61,838871",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177333.981,318489.961,50.8558024,5.70436148
148,f712eecf-eea3-47f3-b551-fb6abd635643,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.849783,"0,849783",68.590074,"68,590074",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177339.629,318414.27,50.85512181,5.70443702
149,2111414e-261d-4b97-96a2-78a253c8e3d4,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.61869,"0,618690",62.613616,"62,613616",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177392.401,318196.981,50.8531666,5.705173
150,d341d94c-6a26-4500-aa41-e7b6be2aab86,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.422729,"0,422729",64.374585,"64,374585",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177450.33,318009.938,50.85148306,5.70598402
151,cbb04421-389d-42aa-ba63-e2e83c2e24ac,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,206.38202,"206,382020",-22.891326,"-22,891326",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,37697.941,387719.535,51.46631822,3.69900768
152,77075c79-fef2-4b58-a3ef-1c342a0e33bb,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.514791,"114,514791",16.166023,"16,166023",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40607.55,385967.04,51.45116895,3.74143469
153,f0661c3d-f7fe-4f16-8b65-13d72fdee0c3,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.717422,"114,717422",16.453812,"16,453812",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40702.97,385789.405,51.44959214,3.74286457
154,2e3ba65f-96f2-47b4-a707-d54ed8dfe781,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,200.121114,"200,121114",-23.993712,"-23,993712",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40455.374,386262.519,51.45379313,3.73915015
155,289a2463-6f6a-4697-bd9b-da02f6e68989,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.468602,"114,468602",131.613288,"131,613288",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40484.202,385952.16,51.45101021,3.73966562
156,9a72972b-4fcf-4b5d-ab2b-c7eaaabbd0c3,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Qh,Sloehaven Emplacement - Quarleshaven ,817,e,817,817_e,Vlissingen Sloehaven,200.165874,"200,165874",-154.229156,"-154,229156",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40319.631,386239.959,51.45356282,3.73720522
157,804863b4-52d6-4bc2-bbdc-2f9ac409736f,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.263901,"114,263901",152.279626,"152,279626",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40376.308,386134.376,51.45262561,3.7380547
158,a6ee4d57-9a2e-485b-b284-b0cc63c9c5a4,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.309922,"114,309922",93.052278,"93,052278",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40446.237,386125.348,51.4525587,3.73906333
159,8efb3d4d-bd3c-407b-a22a-421632c42bdb,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.499067,"114,499067",78.028419,"78,028419",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40546.001,385950.913,51.45101155,3.74055477
160,0c0fb7a4-d4c5-41ac-b8d7-357ad550c922,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,17.666042,"17,666042",40.23025,"40,230250",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79500.031,431682.04,51.86856764,4.29095756
161,a247684e-c22d-4e08-9e77-17264984231c,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,18.052391,"18,052391",44.332209,"44,332209",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,79119.488,431665.786,51.86836984,4.28543673
162,84f59fe8-7566-49fe-9e71-7aefe47c50f4,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,51.480028,"51,480028",-58.421739,"-58,421739",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,161540.167,383733.686,51.44265988,5.48127025
163,eceaa94e-ff37-40d6-9d09-87db3412efff,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zlw-Np,Lage Zwaluwe - Nispen ,545,b,545,545_b,Roosendaal,23.036901,"23,036901",96.994606,"96,994606",ProRail,Zuid,Z,BASIS,Zeeland,310,Roosendaal,19,Strukton Rail,90484.959,395055.606,51.54076725,4.45722775
164,01941bfc-b99e-45b7-acf5-0c03a2a4de05,,Noord,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Dz-Dzh,Delfzijl - Delfzijl Haven ,803,a,803,803_a,Delfzijl Stamlijn Havenschap,10.999955,"10,999955",-5.031461,"-5,031461",Derden - Overig - Groningen Seaports,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,258510.537,594819.348,53.3297547,6.9409079
165,bb137060-7105-4839-aa42-8afaaa191098,,Zuid-Holland Zuid,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,805,a,805,805_a,Dordrecht Zeehaventerrein,100.119825,"100,119825",-9.627852,"-9,627852",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,104442.712,424742.481,51.80901834,4.65410062
166,0437c01a-8004-43dd-b2f6-12606f86c8ba,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.687526,"28,687526",-16.674829,"-16,674829",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210959.869,463023.958,52.15255245,6.20488587
167,3f4cff16-5e55-4be5-b562-8e70ec3c8d43,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.652685,"28,652685",-37.898787,"-37,898787",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210921.711,463009.413,52.1524256,6.20432597
168,ea21abad-33df-4f5e-a498-eeeb6c20ec54,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.618161,"28,618161",-15.81005,"-15,810050",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210917.962,462968.56,52.15205882,6.20426447
169,ac87dcb6-93d5-45a7-8e39-a955d69b58a4,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.582045,"28,582045",-52.261738,"-52,261738",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210867.118,462962.636,52.15201073,6.20352065
170,31ff1670-550e-4e11-9e1f-483abecaddd8,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.578662,"28,578662",-15.049836,"-15,049836",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210894.33,462937.031,52.15177786,6.20391401
171,e50e69e5-92d0-4dd4-a963-c61eb3550c95,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.564053,"28,564053",-26.98769,"-26,987690",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210875.948,462932.925,52.15174282,6.20364477
172,0057cdd1-4afb-4aee-8e93-1fa7eec6b65a,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.522762,"28,522762",-26.481483,"-26,481483",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210850.953,462900.2,52.15145124,6.20327421
173,4836ab7d-fe95-45ae-9dfa-6cdb69748d90,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.523254,"28,523254",-75.509475,"-75,509475",Derden - Overig - Strukton,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,210812.661,462930.822,52.15173031,6.20271979
174,5a999eab-3ed8-4018-bff4-dc7e791cd1fc,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.463215,"28,463215",-49.681592,"-49,681592",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210795.865,462866.88,52.15115735,6.2024639
175,fa3ee24e-7176-4627-958d-ea70cd402251,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.446164,"28,446164",-25.550448,"-25,550448",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210804.578,462838.588,52.15090221,6.20258655
176,943204ce-e7b1-48b6-92f2-ce5be50074ef,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.403668,"28,403668",-25.33308,"-25,333080",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210778.743,462804.544,52.15059886,6.20220351
177,d12be8a6-9ed8-43a1-a6b6-f0378eb0139a,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.41869,"28,418690",-13.268018,"-13,268018",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210797.51,462809.189,52.15063871,6.20247846
178,30e3d9f9-564f-45c6-8d0b-27edeb13fd3c,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.378923,"28,378923",-13.628068,"-13,628068",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210773.134,462777.527,52.15035662,6.20211713
179,aff3ca0a-05f8-4f57-bb3f-404065d4303f,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.4,"28,400000",-63.566357,"-63,566357",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210745.978,462824.646,52.15078282,6.20172812
180,6fafbac1-ab8a-4733-bcfe-27d971659418,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.364736,"28,364736",-63.891393,"-63,891393",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210724.397,462796.25,52.1505298,6.20140816
181,7e831d6f-0ee0-4b09-9e55-3495b017eb8b,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.464722,"28,464722",-95.473104,"-95,473104",Derden - Overig - Strukton,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,210760.451,462895.949,52.15142218,6.20195127
182,00276612-0ec7-4488-bda8-45993a11739a,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.298094,"28,298094",-14.288502,"-14,288502",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210724.707,462713.76,52.14978842,6.20139917
183,6e25c40d-5b86-450b-8257-ed280f013e8d,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.32294,"28,322940",-26.175072,"-26,175072",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210729.765,462740.352,52.15002689,6.20147742
184,1b8b1b4c-fb39-42e5-bd96-eb0359185266,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.257854,"28,257854",-13.470846,"-13,470846",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210700.561,462681.826,52.14950385,6.20104117
185,f85c2f12-7c87-4793-9e6a-4e2cfb115c35,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.264336,"28,264336",-42.834209,"-42,834209",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210681.499,462705.073,52.1497147,6.20076649
186,9b6093b9-00ec-47a9-9d15-f7cf61cb550e,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.227456,"28,227456",-38.082309,"-38,082309",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210662.512,462673.327,52.14943131,6.2004839
187,b5ead1a8-dc9d-4e60-99c1-9226ee2c44d4,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.665208,"70,665208",45.356584,"45,356584",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,190127.698,491880.102,52.41361253,5.90350716
188,5acc2fc6-0f9a-4f83-ad2b-ec1398841299,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.592982,"70,592982",12.686073,"12,686073",Strukton Rail Short Line,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,190050.918,491862.303,52.41345748,5.90237684
189,8620c3cf-ab4c-459b-9b62-84095d5e9c7f,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.53424,"70,534240",55.000303,"55,000303",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,190029.165,491792.748,52.41283377,5.90204986
190,682180c2-9b35-4bd9-9b6f-12a9d36595d4,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.459912,"70,459912",13.621908,"13,621908",Strukton Rail Short Line,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189945.257,491779.811,52.41272286,5.90081532
191,ac148e17-04ef-4ce5-8bb0-5b1c7c0b5ef5,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.262424,"70,262424",53.331101,"53,331101",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189815.662,491624.426,52.41133463,5.89889451
192,c8abadd0-6fe1-4ac7-bb58-06c77f666040,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.069322,"70,069322",17.861413,"17,861413",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189642.79,491533.661,52.41052986,5.89634451
193,fef51199-b4d6-4311-b12d-2274b4a0ccbb,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.195588,"70,195588",17.280978,"17,280978",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189741.074,491611.086,52.41121948,5.89779695
194,2a14a11a-d01e-4b4a-a0ed-ae20757d2162,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.136959,"70,136959",53.17434,"53,174340",Derden - Overig - Defensie,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189717.41,491547.264,52.4106474,5.89744256
195,41bd1c79-edde-4237-851a-46c2b9d8006a,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,017,,17,017__,Amersfoort Aansl. - Hattemerbroek,70.008483,"70,008483",15.457823,"15,457823",Strukton Rail Short Line,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,189593.113,491497.399,52.41020711,5.8956107
196,e28e3130-b239-4c8e-a1de-56511080e5ad,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.184162,"91,184162",-34.433008,"-34,433008",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189601.145,444356.352,51.98652309,5.89091526
197,76d589fc-1a25-4ff4-89bb-0b6007405d55,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.480493,"91,480493",-37.143068,"-37,143068",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189895.541,444294.209,51.98594613,5.8951945
198,31f87afa-3265-4e05-b4eb-4ee2f983599b,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.349013,"91,349013",-29.248942,"-29,248942",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189768.731,444321.737,51.98620151,5.89335132
199,27dbd017-e041-4749-b0fc-8f67965b2bfb,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,0.40366,"0,403660",-22.842143,"-22,842143",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,192136.29,443226.749,51.97620655,5.9276972
200,73f25b1d-5efb-491b-8470-129bab3cecdb,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.079902,"91,079902",-44.910779,"-44,910779",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189495.701,444378.324,51.98672714,5.88938251
201,e14186aa-3871-4aee-a3fb-f7286b0980df,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.383924,"91,383924",27.272271,"27,272271",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189785.617,444258.362,51.98563084,5.8935907
202,e205fcff-518f-484a-8794-40e02fd92175,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,0.612784,"0,612784",-2.614144,"-2,614144",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,192347.83,443237.195,51.97628625,5.93077704
203,279f7c70-09fb-473e-a363-4fc56a83fb96,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.995882,"1,995882",29.916887,"29,916887",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61362.931,440262.666,51.94292106,4.02533914
204,c57eea9d-f94f-4209-a649-6ee8b1c6b9aa,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.701034,"1,701034",4.966561,"4,966561",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61456.604,439979.036,51.94038812,4.02677841
205,331b2a66-3ce6-40be-9bbf-45b14f8caa50,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.602553,"1,602553",4.239566,"4,239566",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61490.124,439888.086,51.93957648,4.02729053
206,13bdd5e4-28f7-41cd-8f8c-2a8d951a32b8,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.50131,"1,501310",3.836932,"3,836932",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61525.297,439789.363,51.93869527,4.02782877
207,f7d6cc62-4e97-45ef-953b-c5c02546153b,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,0.650594,"0,650594",0.241286,"0,241286",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61808.672,438989.249,51.93155298,4.03216575
208,f27168b0-57c0-43e5-98fb-19d6368e525b,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,0.511469,"0,511469",-9.654427,"-9,654427",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,61863.427,438867.368,51.93046693,4.03299473
