Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;4-Diensten en middelen
Buitengoed Hagenhorst;;;;;1;;;;;1
Buitengoed Uylenburg;;;;;1;;;;;1
Buitenherberg Ter Linde;1;;;;;;;;;1
Buitenhof Brasserie;;;;;1;;;;;1
Buitenhuis Groenten en Fruit;1;;;;;;;;;1
Buitenpoort catering;;;;;1;;;;;1
Buiter Beton;;;;1;;;;;;1
Bulder International;;;;;1;;;;;1
Bumicom Telecom;;2;;;;;;;;2
Bunkercentrale;;;;;;;;1;;1
Bureau & Zo Marketing Communicatie;;;;;;;;1;;1
Bureau Jeugdzorg Drenthe;;;;;;;1;;;1
Bureau Mouton;;;;;;;;1;;1
Bureau Veritas;;;;;;;;1;;1
Burgers Arneym;;;;;1;;;;;1
Burgman Security;;1;;;;;;;;1
Burgt Banketbakkerij;;;;;1;;;;;1
Buromac;;;;;1;;;;;1
Burotronic & Kiel;;;;;1;;1;;;1
Business Graphics;;;;;2;;;;;2
Buurstee Bike Center;;;;;;;1;;;1
BVA Beurtvaartadres (inc transfollow);;;;1;;;;1;1;1
BVDA Internationaal;;;;1;1;;;1;;1
BVPA Beroepsvereniging voor Public Affairs;;;;;1;;;;;1
BWT Nederland (vh Christ Holland);;;;;;;;1;;1
Byloth B.V.;;;;1;;;1;1;;1
C & P Group;;;;;;;;1;;1
C. Van Barneveld Bakkerij;;;;1;;;;;;1
C.J. Petiet;;;;;1;;;;;1
Cadeau-specialist.nl;;;;;1;;;;;1
Cafe Reinders;1;;;;;;;;;1
''Café Restaurant ''''Tante Boefie'''''';;;;;1;;;;;1
Cafetaria 't Centrum;1;;;;;;;;;1
Cafetaria Vredeveld;;;;;1;;;;;1
Calertho Bouwkunde;;5;;;;;1;;;5
Calumet Solutions/Photographic;;;;;;;;1;;1
Camco Welding Equipment;;;;;;;;1;;1
Cameranu NL;;;;;;;;1;;1
Camex Nederland;;;;;;;;1;;1
Campanile Hotel & Restaurant;1;;;;;;;;;1
Camping de Oude Molen;;;;;1;;;;;1
Camping Sport De Wit;;;;1;;;;1;;1
Canne & Cruijcken (incl. Vergader@Home);;;;;1;;;;;1
Cannock Chase Public;;;;;;;;;1;1
Canon (incl. Océ Nederland);;;;;3;;1;1;;3
Cantonees Restaurant Fine Food;1;;;;;;;;;1
CAOP - Centrum Voor Arbeidsverhoudingen Overheidspersoneel;1;;;;1;;1;;;1
''Caravanbedrijf ''''De Schutskooi'''''';;;;;;;1;;;1
Card Vision;;;;1;;;;1;;1
Carel Lurvink;;;1;;;;;1;;1
Caremo Catering & Verhuur;;;;;1;;;;;1
Carepack Holland;;;;1;;;;;;1
Carina Tapas;1;;;;;;;;;1
Caris Bakkerij;;;;;1;;;;;1
Carl Zeiss;;;;;;;;2;;2
Carlton Hotel;1;;;;1;;;;;2
Carnegie Stichting;;;;;1;;;;;1
Carpe Diem Catering;1;;;;;;;;;1
Carpe Diem Grand Café;1;;;;;;;;;1
Carpo Trainingen;;2;;;;;;;;2
Carras Grand Cafe;1;;;;;;;;;1
Casa Santa Maria (vh de Vier Vensters Restaurant);;;;;1;;;;;1
Cashless Solutions (Inepro);;;;;;;;1;;1
Catering Groep Nederland;;;;;1;;;;;1
Catering Het Ankertje;1;;;;;;;;;1
Catering Manna;1;;;;;;;;;1
Cateringservice Oosterhoff;1;;;;;;;;;1
Cateringspecialist Bertus Voortman;1;;;;;;;;;1
Cateringtools;;;;;1;;;;;1
CB Centraal Boekhuis (incl. Facturatie);;;;;2;;;;;2
CBM Printing;;;;;1;;;;;1
CCB-Groep;;1;;;;;;;;1
CCV Services;;1;;;1;;1;1;1;1
CDE Technology B.V.;;;;1;;;;;;1
CD-Rom-Land;;;;;;;1;1;;1
Cees van der Horst Organisatie en Evenementen;;;;;1;;;;;1
Celexon (incl. Beamershop24.nl);;;;;;;;1;;1
Cellumica;;;;;;;1;1;;1
Centoph;;1;;;;;;;;1
Centraal Invorderings Bureau;;;;;;;;;1;1
Central Point;;;;;;;1;1;;1
Centric (incl. Qualityhouse);;4;;;;;;1;;4
Ch Brandbeveiliging;;1;;;;;;;;1
Champ Aubert;;;;;1;;;;;1
Charelli Café-Restaurant;;;;;1;;;;;1
Charles Eten & Drinken;;;;;1;;;;;1
Charlotte Marres Fotografie;;;;;1;;;;;1
Chemdry;;;1;;;;;;;1
Chez Nous Croissanterie;1;;;;;;;;;1
Chilal Bakkerij;1;;;;;;;;;1
China Delight (Shizo Sushi);;;;;1;;;;;1
Chinees Specialiteiten Restaurant Color Flower;1;;;;;;;;;1
Choco Fantasy;;;;;1;;;;;1
Chocolate Company Specials;;;;;1;;;;;1
Chocolate Experience;;;;;1;;;;;1
Chocolaterie - IJssalon;;;;;1;;;;;1
Christian Restaurant;;;;;1;;;;;1
Christmas Card Association B.V.;;;;;;;;1;;1
Christoffel Restaurant Brasserie;;;;;1;;;;;1
CIB Centraal Inkoopbureau;;;;;;;;1;;1
Cijfers & Letters;;;;;;;;1;;1
City Promotion Geographic;;;;;;;1;;;1
Citybloem Bloemdecorateurs;;;;;1;;;;;1
CJV Administratie;;;;;1;;;;;1
CL Bos Opleidingen;;1;;;;;;;;1
Classic Incasso;;;;;;;;;1;1
Claus Event Center;;;;;1;;;;;1
Claxwagen.nl;;;;;;;;1;;1
CLB Benelux;;;;;;;;1;;1
CleanProfs B.V.;;;1;;;;;;;1
Cleerdin & Hamer Advocaten;;;;;1;;;;;1
Cnf Koetsier;1;;;;;;;;;1
Coca Cola Enterprises Nederland;1;;;;;;;;;1
CoCo The Cocktail Company;;;;;1;;;;;1
Coen Vissers Woninginrichting;;;;;;;1;;;1
Cofely (incl. Kalibra, GTI, Fabricom Oil, en Axima Services);;1;1;;1;;;1;;2
Coffee & Cream;1;;;;;;;;;1
Coffeemania;;;;;1;;;;;1
Coffenco;;;;;;;;1;;1
Coform;;;;;1;;;;;1
Coherent Europe;;;;;;;;1;;1
Coks Prins Bureau Voor Vormgeving;;;;;1;;;;;1
Colorhouse;;;;;1;;;;;1
Colour Digital;;;;;1;;;1;;1
Combicraft;;;;1;;;;1;;1
Combigro;1;;;;;;;;;1
Comfortzorg;;1;;;;;;;;1
Comm BV;;;;;1;;;;;1
Communicatiebron;;;;;1;;;;;1
Compacon & Partners;;;;;1;;;1;;2
Comparex (incl. PC-Ware);;;;;1;;;;;1
Compass Group Nederland (incl. Eurest, ECS Catering, Avenance);4;;;;1;;1;;;4
Comsec;;2;;;;;;1;;2
Concorde Group;;;;;;;;1;;1
Concordia Theater & Zalen;;;;;;;1;;;1
Conferentiecentrum Kaap Doorn;;;;;1;;;1;;2
Conferentiehotel Landgoed Rhederoord;1;;;;2;;;;;2
Connection Systems;;1;;;;;;;;1
Connexxion;;;;;;;1;;;1
Conrad Electronic;1;1;1;1;;;1;1;;2
Conradi's Constructiebedrijf;;;;;;;;1;;1
Constructor Dexion Holland;;;;1;;;;1;;1
ContrAll Inspectie;;;;;;;1;1;;1
Cook & Co;;;;;;;;1;;1
Cook Inn catering;;;;;1;;;;;1
Cooking & Booking;;;;;1;;;;;1
Coolblue - Pda Shops;;;;;;;1;1;;1
Coop Groothandel;;;;;1;;;;;1
Coöperatie Oost Zeeuws-Vlaamse Baret U.A.;;;;;1;;;;;1
Copy Center;;;;;1;;;;;1
Cornelissen Aannemingsbedrijf;;;;;;;1;;;1
Corps 3 Op Twee;;;;;3;;;;;3
Correct Business Electronics;;;;;;;;1;;1
Costuummagazijn A.T De Wit;;;;;;;;1;;1
COT Instituut Voor Veiligheids en Crisismanagement;;1;;;;;;;;1
Court Hotel City Centre Utrecht (incl. De Rechtbank Restaurant);1;;;;;;;;;1
Couwenberg Zonwering;;;;;;;1;;;1
Crazy Holding;;;;;1;;;;;1
Creagivity;;;;;1;;;;;1
Creations by Nature Krijn Verboom (Het Bloemenatelier);;;;;1;;;;;1
Creative Beards Media;;;;;1;;;;;1
Credifixx Incassoservices;;;;;;;;;1;1
Creemers Glas-Schilder-Onderhoudswe;;;;;;;1;;;1
Creja Ontwerpen B.V.;;;;;1;;;;;1
Crepa;;;;;;;;1;;1
Cristal Cleaning;;;;1;;;;;;1
Croissanterie De Snor;1;;;;1;;;;;1
Crowncon Detection Instruments;;;;;;;;1;;1
Crystal Specials;;;;;2;;;;;2
CSC Computer Sciences;;;;;1;;;;;1
CSU Schoonmaak (vh. City Service);3;6;8;;;2;2;2;;9
CT-AV De Audiovisuele Inrichters;;;;;;;;1;;1
Cuisine Royale;;;;;1;;;;;1
Culipro;;;;;1;;;;;1
Cuna International;;4;;1;;;1;4;;5
CURA Advies & Training B.V.;;1;;;;;;;;1
Curtis 1000 Nederland;;;;;;;;1;;1
CWS Nederland;;;6;;;;;;;6
D&I Ondersteuning In Opleiding;;;;1;;;;;;1
D. Botter;;;;;;;1;1;;1
D. van Looy Groente en Fruit;;;;;1;;;;;1
D.P. Feller;;;;;1;;;;;1
D2 Projectparket;;;1;;;;;;;1
Da Sebastiano Cucina Italiana;1;;;;;;;;;1
Da Vinci Europe Laboratory Solution;;;;;;;;1;;1
Dalkia Dbu Gebouwenbeheer;;;1;;;;;1;;1
Damen van Deventer;;;;;2;;1;;;2
Danckaarts Techniek;;;;;;;2;;;2
Dannim Studio;;;;;1;;;;;1
Dantuma;;;;;1;;;;;1
Danza Tapasbar;1;;;;;;;;;1
Dapper (Van Asch Horecabeheer);;;;;1;;;;;1
DareTronics Services;;;;;;;1;;;1
Darpo Reklame;;;;;;;;1;;1
Dartli;;;;;1;;;;;1
DAS (Incasso, Rechtsbijstand);;;;;;;1;;1;1
Dassen Bouw;;1;;;;;2;1;;2
Datec;;;;;1;;;1;;1
Datema Electronics;;;;;;;1;1;;1
Dauphin Benelux;;;;;;;1;1;;1
Daxtrio Medische Producten;;1;;1;;;;;;1
DBS Maaitechniek;;;;;;;1;1;;1
DC Grafimedia;;;;;1;;;;;1
DC Stores;;;;;;;;1;;1
DDS Electronics Europe;;;;1;;;;;;1
De Agnietenberg Horeca;1;;;;;;;;;1
De Ambacht;;;;;;;1;;;1
De Amstel Club;;;;;1;;;;;1
De Andere Slager;1;;;;;;;;;1
De Apostelhoeve;;;;;1;;;;;1
De Baak incl. Seaside, Administratie, Hospitality, Management Centrum;;;;;1;;;;;1
De Bakkerswinkel (incl. Geelhoed Eetwinkel);;;;;1;;1;;;1
De Basiliek Restaurant;1;;;;1;;1;;;1
De Beer;;;;;;;;1;;1
De Belgische Keizer Café-Restaurant;;;;;1;;;;;1
De Beren eetcafe;;;;;1;;;;;1
De Beste EHBO Doos;;1;;;;;;1;;1
De Beurs Hotel Restaurant Hoofddorp;1;;;;;;;;;1
De Beyerd Cafe Restaurant;;;;;1;;;;;1
De Biljartmakers;;;;;;;1;;;1
De Bink Drukkerij;;;;;1;;;;;1
De Blauwe Engel Café;;;;;1;;;;;1
De Blauwe Lotus;1;;;;;;;;;1
De Bloemenweide;;;;;1;;;;;1
De Bloemenwinkel;;;;;1;;;;;1
De Boer Schilderwerken;;;;;;;1;;;1
De Boerenstee;;;;;1;;;;;1
De Bommel Groep B.V.;;;;1;;;1;;;1
De Bosbaan Grand Cafe;;;;;1;;;;;1
De Bosrand Kwekerij;;;;;;;1;;;1
De Brandweer-Winkel;;1;;;;;;;;1
De Broadtsje Bakker;1;;;;;;;;;1
De Brooderie;1;;;;;;;;;1
De Bruin Electronics;;;;;;;;1;;1
De Coendersborg Restaurant;;;;;1;;;;;1
De Dames van De Jonge Hotel-Restaurant;;;;;1;;;;;1
De Dikke Dragonder;;;;;1;;;;;1
De Dukdalf Restaurant;;;;;1;;;;;1
De Echoput Restaurant;;;;;1;;;;;1
De Eeuwige Jachtvelden Café-Restaurant;;;;;1;;;;;1
De Eeuwige Lente Bloembinderij;;;;;1;;;;;1
De Eilanden;;;1;;;;;1;;1
De Fabriek Leeuwarden;;;;;1;;;;;1
De Fabrique;;;;;2;;;;;2
De Fleurist;;;;;1;;;;;1
De Gebouwengids;;;;;1;;;;;1
De Gereghthof;;;;;1;;;;;1
De Gezelligheid;;;;;1;;;;;1
De Gouden Leeuw Hotel-Café-Restaurant;;;;;1;;;;;1
De Gouden Wok;1;;;;;;;;;1
De Graven van Leuven;1;;;;;;;;;1
De Griethse Poort Party- & Bowlingcentrum;1;;;;;;;;;1
De Groot;;;;1;;;;;;1
De Groot & Visser;;;;;;;1;;;1
De Groot Design;;;;;1;;;;;1
De Groot Drukkerij (incl. Het Kontakt Edities, Premere);;;;;1;;;2;;2
De Groot Houtbewerkingsmachines;;;;1;;;;1;;1
de Groot Party Service;;;;;1;;;;;1
De Haaien B.V.;;;;;1;;;;;1
De Haan Archiefbeheer, Verhuizingen;;;;1;;;1;;;1
De Haas Restaurant;;;;;1;;;;;1
De Halve Mane;;;;;1;;;;;1
De Heeren van Driebergen B.V.;;;;;1;;;;;1
De Hooghei Restaurant Partycentrum;;;;;1;;;;;1
De Hoorneboeg/Ernst Sillem Hoeve Conferentiecentrum;;;;;1;;;;;1
De Jong Diepvries;1;;;;;;;;;1
De Jong Disposables;1;;;;;;;;;1
De Jong en Roos;;;;1;;;;;;1
De Jong en Zoon Staalbouw;;;;;;;;1;;1
De Jong Riooltechniek;;;1;;;;1;;;1
De Jufferen Lunsingh;1;;;;;;;;;1
De Kaaswaag;;;;;1;;;;;1
De Kargadoor Beheerstichting;1;;;;1;;;;;1
De keuken van Thijs;1;;;;1;;;;;1
De Klavertuin;;;;;1;;;;;1
De Kluizenier;;1;;;;;;;;1
De Kock Raamfolie;;;;;;;1;1;;1
De Koff Entertainment;;;;;1;;;;;1
De Koningh Coding & Labeling;;;;;1;;;;;1
De Kookfabriek;;;;;1;;;;;1
De Kruyter Banket;1;;;;;;;;;1
De Lachende Koe;;;;;1;;;;;1
De Lage Landen (incl. Trade Finance/Plantijn/Vendorlease/Oce Finance);;;1;;;;;;;1
De Lekkerbek Bakkerij;1;;;;;;;;;1
De Leli Restaurant en Party-Service;1;;;;1;;;;;2
De machinefabriek;;;;;1;;;;;1
De Markt Grand Eetcafé;1;;;;;;;;;1
De Markthof;;;;;1;;;;;1
De Matroos en het Meisje;;;;;1;;;;;1
De Minnaar Groningen;;;;;1;;;;;1
De Moerbei Restaurant;;;;;1;;;;;1
De Monnikendam Restaurant;;;;;1;;;;;1
De Mug;;;;;1;;;;;1
De Nieuwe Bierton;1;;;;1;;;;;1
De Nieuwe Karmeliet;;;;;1;;;;;1
De Nieuwe Liefde;;;;;1;;;;;1
De nieuwe Poort Exploitatie Maatschappij;;;;;1;;;;;1
De Nostalgy;;;;;1;;;;;1
De Omval B.V.;;;;;1;;;;;1
De Ooievaart - Ga Den Haag;;;;;1;;;;;1
De Oude Rechtbank Beneden B.V.;;;;;1;;;;;1
De Pauw Restaurant-Hotel-Zalencentrum;;;;;1;;;;;1
De Persgroep (incl. PCM, De Volkskrant, Het Parool, Trouw, Algemeen Dagblad, Perscombinatie);;;;;1;;;1;;1
De Personeelzaak;;;;;;;;1;;1
De Pizzabakkers;;;;;1;;;;;1
De Posthumus Winkel;;;;;;;;1;;1
De Postwagen Partycentrum;;;;;1;;;;;1
De Projectinrichter;;;;;;;1;;;1
De Prom Utrecht (incl. Vredenburg);1;;;;1;;;;;1
De Raat Security Products;;;;;;;1;1;;1
De Randsteden;1;;;;;;;;;1
De Resolutie;;;;;1;;;;;1
De Ridder;;1;1;1;1;;1;2;;2
De Rode Klei Catering;;;;;1;;;;;1
De Roos Bouquet Expressions;;;;;1;;;;;1
De Rotterdam;;;;;1;;;;;1
De Ruif Restaurant-Café-Catering;1;;;;2;;;;;2
De Ruyter Training en Consultancy;;1;;;;;;;;1
De Schoor;1;;;;;;;;;1
De Sleutelspecialist;;1;;1;;;1;1;;1
De Smidse Restaurant Hotel;;;;;;;;1;;1
De Smoezer Restaurant;;;;;1;;;;;1
De Smulhoek;1;;;;;;;;;1
De Soesterduinen Café-Restaurant;;;;;1;;;;;1
De Spitsheuvel Restaurant;3;;;;;;;;;3
De Steenen Tafel Restaurant;1;;;;;;;;;1
De Stroopwafelwinkel;;;;;1;;;;;1
De Telebuchfactuur;;;;;1;;;;;1
De Telefoongids (KPN);;;;;1;;1;;;1
De Tiendschuur;;;;;;;1;;;1
De Tijd Café;;;;;1;;;;;1
De Toeter Cafe;;;;;1;;;;;1
De Tuinkamer;;;;;1;;;;;1
De Turfhoeve Restaurant & Partycentrum;;;;;1;;;;;1
De Veranda Restaurant Cafe ;;;;;1;;;;;1
De Verdieping;;;;;1;;;;;1
De Verleiding Grand Café-Brasserie;;;;;1;;;;;1
De Vezelpers B.V.;;;;;;1;;;;1
De Vliegende Hollander;;;;;1;;;;;1
De Vlindertuin Restaurant;;;;;1;;;;;1
De Voordelige Groep B.V.;;;1;;;;;1;;1
De Vries Project Design;;;;1;1;;2;1;;2
De Vrouwenpoort;;;;;1;;;;;1
De Waag Restaurant;;;;;1;;;;;1
De Waagh Nijmegen;;;;;2;;;;;2
De Wereldchef;;;;;1;;;;;1
De Wijnhuistoren Restaurant;;;;;1;;;;;1
De Wijntherapeut;;;;;1;;;;;1
De Wilt Cyrox Groep;;;1;;;;1;;;1
De Witt Eindverpakkingssystemen;;;;;;;;1;;1
De Witte Raaf Hotel-Restaurant;;;;;1;;;;;1
De Witte Smid;;;;;;;;1;;1
De Witte Vosch;;;;;1;;;;;1
De Zaak Brasserie-Café;1;;;;;;;;;1
De Zakkendrager Restaurant;1;;;;;;;;;1
De Zalm Restaurant Cafe;;;;;1;;;;;1
De Zeemeeuw Strandpaviljoen;;;;;1;;;;;1
De Zwart Bouwbedrijf;;;;;;;2;;;2
De Zwerfsteen;;;;;1;;;;;1
Deac Nederland;1;;1;;;;;;;1
DEBO Scooters;;;;;;;;1;;1
Deborah Roffel Photography;;;;;1;;;;;1
Deco Rent;;;;;1;;;;;1
Deco Sign & Code;;;;;;;;1;;1
Decorum Kantoormeubelverhuur;;;;;;;2;;;2
Dede & Söner V.O.F.;;;;;1;;;;;1
Deel 2 Ontwerpers;;;;;1;;;;;1
Deep Action Carpet Cleaning B.V.;;;1;;;;;;;1
Defibrion;;;;1;;;;1;;1
Dehullu Projekt (Dehullu Sign Sytems);;;;1;1;;1;1;;1
Deksels Belegde Broodjes;1;;;;1;;;;;1
Delicieux! Traiteur en catering;1;;;;;;;;;1
Delight Event Design;;;;1;;;;;;1
Delishop;2;;;;1;;;;;2
Deloitte Consulting;;;;;;;1;;;1
Delphi Sleutelbeheersystemen;;;;1;;;;1;;1
Delta International;;;;1;1;;1;1;;2
Delta Nutsbedrijven;;;;;;;;;1;1
Den Bosch Evenementen;;;;;1;;;;;1
Den Draeck Restaurant;;;;;1;;;;;1
Den Haag Evenementen;;;;;;;2;;;2
Den Haag Marketing & Events;;;;1;2;;1;;;2
Den Witten Haen;;;;;1;;;;;1
Dencor Medical Funeral;;;;;;;;1;;1
Dendy Bar Restaurant;;;;;1;;;;;1
Dennis;;;;;1;;;;;1
Dennis de Jong Bakkerij ;1;;;;;;;;;1
Dentaid Benelux;;;;1;;;;;;1
Dental Recycling Services;;;;;;1;;;;1
Dental Union;;;;;;;;1;;1
Dentalair Products Nederland;;;;;;;;1;;1
Derde Zaak (Walden bar restaurant);;;;;1;;;;;1
Des Arts Restaurant;;;;;1;;;;;1
Design Academy Eindhoven;;;;;1;;;;;1
Designed & Delivered;;;;;1;;;;;1
Deskbookers;1;;;;1;;;;;1
Destil;;;;;;;1;1;;1
Detron (incl. Kender Thijssen, Finntax, Issue Information Technology, KT);;1;;;;;1;1;;1
Deventer Schouwburg;;;;;1;;;;;1
DHG Design;;;;;1;;;;;1
DHL;;;;1;1;;;;;1
Diamant Groep;;;;;1;;2;1;;3
DID Interieurmakers B.V.;;;;;;;1;;;1
Diederen Konstruktie;;;;;;;1;1;;1
Dierenkliniek Montfoort-Oudewater;;;;;;;1;;;1
Dierenpark Amersfoort;;;;;1;;;;;1
Diergaarde Blijdorp;;;;;2;;;;;2
Diergeneeskundig Centrum Nunspeet;;;;;;;1;;;1
DieSigner2;;;;;;;1;;;1
Digiforce (vh DeltaHage / Digiprint);;;;;1;;;1;;1
Digital Action;;;;;;;1;;;1
Digital Revolution;;;;;;;;1;;1
Dijkmans Muziek;;;;1;;;;;;1
Dijksman & Dijksman;1;;;;1;;;;;1
Dijkxhoorn Bouw;;;;;;;1;1;;1
Dik Trom Catering;1;;;;1;;;;;1
Dikmans Holding;;2;;;;;;;;2
Dimitri Valentijn Photography;;;;;;;1;;;1
Dining 56 Restaurant & Kookstudio;;;;;1;;;;;1
Dirksen Schoonmaakartikelen en Bedrijfskleding;1;;2;1;2;;1;1;;2
Discountoffice.nl;;;;;;;;1;;1
Disporta Fysiotherapie;;;;1;;;;;;1
Disseldorp Techniek;;1;;;;;;;;1
DistriPro V.O.F.;;;;1;;;;1;;1
Distus;;;;1;;;;1;;1
Diversey;1;;7;1;;;1;2;1;7
DND Trading;;;;;;;1;1;;1
Docfactory;;;;;;;3;;;3
DocumentenWacht (incl. MuseumWacht);;;;;;;1;;;1
Dods Food;;;;;1;;;;;1
DoeNederland.nl;;;;;1;;;;;1
Dokkumer Vlaggen;;;;1;1;;1;;;1
Dolce Vita Pizzeria;1;;;;;;;;;1
Dominicaans Activiteitencentrum;;;;;1;;;;;1
Domino's Pizza;1;;;;1;;;;;1
Domstad Hogeschool, Cursus- en Vergadercentrum;1;;;;1;;;;;1
Doncurado;;;;;1;;;;;1
Donker Holding (incl. Donkergroen);;;1;;1;;2;1;;2
Doornbos Aannemingsbedrijf;;1;;;;;;;;1
Doosopmaat.nl;;;;;;;;1;;1
Dordtse Bazar Verhuur;1;;;;;;1;;;1
Dormaar & van Walraven Transport V.O.F.;;;;;;;1;;;1
Douwe Egberts;7;;;1;;;2;1;;7
Douwes International B.V.;;;;1;;;;1;;1
Down Under Horeca;1;;;;;;;;;1
Drager Safety & Medical;;2;;;;;1;2;;2
DRC Entertainment;;;;1;;;;;;1
Drentea Kantoormeubelen;;;;;;;6;4;;7
Driessen Hrm_Payroll;;;;;1;;;;;1
Drijver Bloemsierkunst;;;;;1;;;;;1
Drogisterij Net;;1;;;;;;;;1
Dronespecialist;;1;;;;;;;;1
Druk Werk Deal;;;;;;;1;1;;1
Drukkerij Het Snorretje;;;;;1;;;1;;1
Drukkerij Koopmans B.V.;;;;;1;;;;;1
Drukkerij Loor B.V.;;;;;1;;;;;1
Drukkerij Nkb B.V.;;;;;1;;;;;1
Drukkerij Teunissen B.V.;;;;;1;;;;;1
Druk-Store;;;;;1;;;;;1
DSG diensten B.V.;;;;;;;1;;;1
Dt & L;;;;;1;;;;;1
Dtz Zadelhoff;4;3;3;;2;;;2;;5
Dubbel Eten & Drinken;;;;;1;;;;;1
Dudok (Horeca Exploitatie WWZ IV);;;;;1;;;;;1
Duifhuizen;;;;;;;;1;;1
Duin & Kruidberg Landgoed;;;;;1;;;;;1
Dununba Percussie Workshops;;;;;1;;;;;1
Dunya Multiculturele Catering;;;;;1;;;;;1
Duotent;;;;1;;;;;;1
Duracryl Flooring Systems;;;;;;;1;;;1
Dusch B.V.;;;;;;;;1;;1
Dutch Card Printing;;;;;;;;1;;1
Dutch Driver Solutions;;;;1;;;;;;1
Dutch Special Solutions;;;1;;;;;;;1
Dutch Water Dreams / Webeach;;1;;;;;;;;1
Dutchband;;2;;;;;;;;2
Duynisveld Artiesten & Evenementen;2;;;;;;;;;2
D'Vijff Vlieghen Restaurant;;;;;1;;;;;1
Dws Dienstverlening;;;1;;;;;;;1
Dynamic Logistics B.V.;;;;;1;;;;;1
E & H Visual;;;;;1;;;;;1
E&S Stoffering;;;;;;;1;;;1
E. Versteegh Plakservice;;;;;;;1;;;1
E.On (incl. NRE Energie);1;;2;;;;;;;2
Eagle Eyes;;;;;1;;;;;1
EAL Electronic Application Laboratory;;3;;;;;;;;3
Easy Ergonomics;;;;;;;;1;;1
Easy2Send;;;;1;;;;;;1
Eat Your Heart Out;;;;;1;;;;;1
EBD Techniek;;;;;;;1;1;;1
Ebn Veiligheidsdienst;;1;;;;;;;;1
Eburon Uitgeverij;;;;1;;;;1;;1
Ecabo Services Stichting;;1;;;;;;;;1
Echos Home;1;;;;;;;;;1
Echte Bakker Brakenhoff B.V.;1;;;;;;;;;1
Echte Bakker Verkerk;;;;;1;;;;;1
Eclectic Security;;1;;;;;;;;1
Ecolab;1;;1;;;;;1;;1
Edax-Ametek;;;;;;;;1;;1
Edelweiss;;;1;;1;;1;1;;1
Eden Springs;2;;;;;;1;;;2
Editoo;;;;;1;;;;;1
EDPnet;;;;1;;;;;;1
Eduard Bos Electronic Publishing II (Riwi Collo Type);;;;;;;1;;;1
EDV Holding B.V.;;;;;1;;;;;1
Eek & Ruijgrok, Restaurant Piet Hein Eek;1;;;;;;;;;1
Eek Rioolservice;;;1;;;;;;;1
Eenkhoorn Financiële Dienstverlening;;;;;1;;;;;1
Eetcafé de Druif;;;;;1;;;;;1
Eetcafe De Hut;;;;;1;;;;;1
Eetcafe De Verbeelding;;;;;1;;;;;1
Eetvilla van den Brink;;;;;1;;;;;1
Ehabo Preventie;;1;;;;;;1;;1
EHBO Vereniging Papendrecht;;1;;;;;;;;1
EHM Hotels (incl. Apollo Hotels & Resorts);;;;;1;;;;;1
Eijsackers Premium Wines;;;;;1;;;;;1
Eijsink Afrekensystemen;;;;;;;1;1;;1
Electro Calorique;;;;;;;;1;;1
Electrocar;;;;;;;;1;;1
Electrolux Professional;;;;1;;;;1;;1
Electronic Hardware Services;1;;;;;;;;;1
Electrotechnisch Installatiebureau Randstad;;;;;;;1;;;1
Elektro Netten;;;;;;;;1;;1
Elektro van Santvoort;;;;;;;1;;;1
Eliens Interieurprojekten;;;;;;;1;;;1
Elreka Hekwerken;;;;;;;1;;;1
Els Boek Zuiderburen B.V.;;;;;1;;;;;1
Elvira Bloemenatelier;;;;;1;;;;;1
Emcart Thuiszorg Uitleen (Medipoint);;;;1;;;;;;1
Emergo Systems;;;;;;;;1;;1
Emhaes Visuele Communicatie;;2;;;;;;2;;2
Empaselect;;;;;;;;1;;1
Enderberg Interieurbouw;;;;;;;1;;;1
Eneco (incl. Utiliq, Vaney, Joulz);1;;;;;;;;;1
Energiewacht;;;;;;;1;;;1
energiQ Installatietechniek;;;1;;;;;;;1
Enexis (vh Essent Netwerk, At Home);;;;;;;;;1;1
Enjoy Your Office;;;;;;;1;;;1
ENMO Nederland;;;;;;;;1;;1
Enorm Aalsmeer B.V.;;;;;;;;1;;1
Enraf-Nonius;;;;;;;;1;;1
Enterprise Control Systems (Professional Control Systems);;;;;;;;1;;1
Entolyne Bestrijdingstechnieken;;;1;;;;;;;1
Entopic;;;;;1;;;;;1
EOM Eyes On Media;;;;1;;;1;;;1
EP&C;;;;;;;2;;;2
E-Profits (Batterijenland.nl);;;;;;;1;1;;1
Equipe Quality Products (incl. Health2Work);;1;;1;;;3;2;;4
Erdee Media;;;;;1;;;;;1
Eresde;;;1;;;;;;;1
Ergo2Work (Dutchrebels Holding);;;;;;;;1;;1
ErgoBrain (incl. Ergodirect);;;;;;;;1;;1
Ergozit;;;;;;;;1;;1
Erha Trading;;;;1;;;;1;;1
Eric van Nieuwland/The Digital Photo Experience;;;;;1;;;;;1
Erik Bouman Tentoonstellingen;;;;;;;1;;;1
Eriks;;;;1;;;;1;;1
Eringa Av Verhuur;;;;;;;;1;;1
ERLens Holding B.V.;;;;;1;;;;;1
ES Ehrbecker Schiefelbusch Elektro;;;;;;;1;;;1
