nummer;gebied;onderwerp;aangemaakt;gewijzigd;buurt;geo_shape;locatie_ter_hoogte_van;wijkcode;stadsdeelcode_;wijknaam;stadsdeelnaam;geo_point_2d
990408309;10-Woensel-Noord 2;14.2 Tegels en klinkers;2016-11-06T15:08:00+00:00;2016-11-07T15:11:00+00:00;BU07721544;"{""coordinates"": [5.501165667614257, 51.485223623275104], ""type"": ""Point""}";Sienalaan 8;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.485223623275104, 5.501165667614257
990408259;10-Woensel-Noord 2;12.7 Hekwerk;2016-11-05T13:50:00+00:00;2016-11-07T15:19:00+00:00;BU07721534;"{""coordinates"": [5.4779318570251245, 51.49458896869561], ""type"": ""Point""}";Paalspoor 21;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.49458896869561, 5.4779318570251245
990408204;10-Woensel-Noord 2;12.7 Hekwerk;2016-11-04T18:16:00+00:00;2016-11-07T15:20:00+00:00;BU07721534;"{""coordinates"": [5.4855415867105375, 51.49013562363899], ""type"": ""Point""}";Buitendreef;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.49013562363899, 5.4855415867105375
990408308;5-Woensel-Noord 1;9.2 Maaibeheer;2016-11-06T15:07:00+00:00;2016-11-07T15:40:00+00:00;BU07721511;"{""coordinates"": [5.448727325749708, 51.47097175659639], ""type"": ""Point""}";Julierpas 2;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47097175659639, 5.448727325749708
990407466;2-Stratum;6.1 Illegale stort;2016-10-31T17:51:00+00:00;2016-11-07T16:41:00+00:00;BU07721211;"{""coordinates"": [5.487148869461862, 51.43615468114011], ""type"": ""Point""}";Havenstraat;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43615468114011, 5.487148869461862
990406752;10 - Woensel-Noord 2;14.2 Tegels en klinkers;2016-10-25T16:05:00+00:00;2016-11-16T13:17:00+00:00;BU07721532;"{""coordinates"": [5.4848018274267805, 51.477172487029655], ""type"": ""Point""}";Anderlechtstraat;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.477172487029655, 5.4848018274267805
990406712;10 - Woensel-Noord 2;14.2 Tegels en klinkers;2016-10-25T13:26:00+00:00;2016-11-16T13:17:00+00:00;BU07721516;"{""coordinates"": [5.485698803644567, 51.46871912667877], ""type"": ""Point""}";Hulstbosakker 1;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.46871912667877, 5.485698803644567
990407512;10-Woensel-Noord 2;9.1 Onkruidbeheer;2016-11-01T07:57:00+00:00;2016-11-16T14:14:00+00:00;BU07721515;"{""coordinates"": [5.476027227724054, 51.470019328310784], ""type"": ""Point""}";Winkelcentrum Woensel 62;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.470019328310784, 5.476027227724054
990408301;4-Woensel-Zuid;9.6 Straatvegen;2016-11-06T09:00:00+00:00;2016-11-16T14:18:00+00:00;BU07721425;"{""coordinates"": [5.47226368145416, 51.45741066184239], ""type"": ""Point""}";Gregorius Coolstraat 7;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.45741066184239, 5.47226368145416
990407821;4-Woensel-Zuid;2.1 Bomen;2016-11-02T10:27:00+00:00;2016-11-16T14:24:00+00:00;BU07721412;"{""coordinates"": [5.471273814706197, 51.45184776832343], ""type"": ""Point""}";Woenselse Markt 62;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.45184776832343, 5.471273814706197
990407434;5-Woensel-Noord 1;12.5 Afvalbakken;2016-10-31T16:34:00+00:00;2016-11-16T16:32:00+00:00;BU07721522;"{""coordinates"": [5.447326671772767, 51.484623446640185], ""type"": ""Point""}";Orleanshof;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.484623446640185, 5.447326671772767
990407506;5-Woensel-Noord 1;6.1 Illegale stort;2016-11-01T00:20:00+00:00;2016-11-16T16:32:00+00:00;BU07721512;"{""coordinates"": [5.452297739034133, 51.467348321700925], ""type"": ""Point""}";Van Zinnicqstraat 50;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.467348321700925, 5.452297739034133
990406775;10-Woensel-Noord 2;14.2 Tegels en klinkers;2016-10-25T18:06:00+00:00;2017-02-03T14:31:00+00:00;BU07721532;"{""coordinates"": [5.480725100865947, 51.479561534065205], ""type"": ""Point""}";Vorselaarstraat 17;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.479561534065205, 5.480725100865947
990408154;4-Woensel-Zuid;2.1 Bomen;2016-11-04T14:00:00+00:00;2017-02-04T11:07:00+00:00;BU07721424;"{""coordinates"": [5.464328822000038, 51.46252205851143], ""type"": ""Point""}";van der Werffstraat 43;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.46252205851143, 5.464328822000038
990406912;7-Gestel;2.1 Bomen;2016-10-26T17:12:00+00:00;2017-02-06T10:50:00+00:00;BU07721731;"{""coordinates"": [5.440092783335754, 51.42250869961849], ""type"": ""Point""}";Nijenrode 16;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.42250869961849, 5.440092783335754
990620944;4-Woensel-Zuid;6.1 Illegale stort;2019-12-23T10:00:00+00:00;2019-12-23T10:18:00+00:00;BU07721412;"{""coordinates"": [5.473107438854173, 51.44903737137962], ""type"": ""Point""}";Willem Barentzstraat 25;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.44903737137962, 5.473107438854173
990620950;6-Strijp;14.1 Asfalt;2019-12-23T10:22:00+00:00;2019-12-23T10:24:00+00:00;BU07721621;"{""coordinates"": [5.4286646897210415, 51.436069899004586], ""type"": ""Point""}";Hurksestraat 44;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.436069899004586, 5.4286646897210415
990620961;null;;2019-12-23T10:26:00+00:00;2019-12-23T10:28:00+00:00;BU07721711;"{""coordinates"": [5.469029068053076, 51.42686254142739], ""type"": ""Point""}";;71;7;Wijk Rozenknopje;Stadsdeel Gestel;51.42686254142739, 5.469029068053076
990620946;5-Woensel-Noord 1;14.3 Wegbelijning;2019-12-23T10:03:00+00:00;2019-12-23T11:01:00+00:00;BU07721512;"{""coordinates"": [5.461590577349552, 51.468788952405106], ""type"": ""Point""}";Neumannlaan 26;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.468788952405106, 5.461590577349552
990620956;10-Woensel-Noord 2;7.13 Vuurwerkoverlast;2019-12-23T10:26:00+00:00;2019-12-23T11:34:00+00:00;BU07721534;"{""coordinates"": [5.469202445790903, 51.48762903696498], ""type"": ""Point""}";Victor Hugolaan;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48762903696498, 5.469202445790903
990620978;2-Stratum;12.11 Overig;2019-12-23T11:05:00+00:00;2019-12-23T11:44:00+00:00;BU07721222;"{""coordinates"": [5.4879837359421755, 51.42295089324182], ""type"": ""Point""}";Anjelierstraat 1;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.42295089324182, 5.4879837359421755
990407236;3-Tongelre;6.4 (Brom) fietswrak;2016-10-30T11:25:00+00:00;2016-11-01T16:19:00+00:00;BU07721321;"{""coordinates"": [5.509559919288183, 51.442510567646934], ""type"": ""Point""}";Tongelresestraat 357;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.442510567646934, 5.509559919288183
990407254;10-Woensel-Noord 2;9.3 Zwerfvuil;2016-10-30T14:01:00+00:00;2016-11-01T16:26:00+00:00;BU07721541;"{""coordinates"": [5.491001667808516, 51.47424363724294], ""type"": ""Point""}";Schildstraat 28 3;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.47424363724294, 5.491001667808516
990407334;10-Woensel-Noord 2;10.2 Putten of kolken;2016-10-31T10:13:00+00:00;2016-11-01T16:28:00+00:00;BU07721532;"{""coordinates"": [5.482097912593549, 51.47820413548488], ""type"": ""Point""}";Grobbendonkstraat;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47820413548488, 5.482097912593549
990406539;10-Woensel-Noord 2;1.3 Ondergrondse afvalcontainer;2016-10-24T12:34:00+00:00;2016-11-01T16:30:00+00:00;BU07721516;"{""coordinates"": [5.486022189457449, 51.46940413610629], ""type"": ""Point""}";Kruisakker 54;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.46940413610629, 5.486022189457449
990406957;10-Woensel-Noord 2;6.1 Illegale stort;2016-10-26T22:29:00+00:00;2016-11-01T16:34:00+00:00;BU07721532;"{""coordinates"": [5.47471956120992, 51.483885632164494], ""type"": ""Point""}";Tempellaan 93;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.483885632164494, 5.47471956120992
990407645;4-Woensel-Zuid;6.1 Illegale stort;2016-11-01T11:11:00+00:00;2016-11-01T17:18:00+00:00;BU07721412;"{""coordinates"": [5.470952337120406, 51.449804508445844], ""type"": ""Point""}";Van Kinsbergenstraat 32;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.449804508445844, 5.470952337120406
990407394;4-Woensel-Zuid;6.4 (Brom) fietswrak;2016-10-31T13:44:00+00:00;2016-11-01T17:25:00+00:00;BU07721431;"{""coordinates"": [5.476259659921674, 51.46369065342398], ""type"": ""Point""}";Generaal van Portlandlaan 51;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46369065342398, 5.476259659921674
990407326;5-Woensel-Noord 1;12.4 Paaltjes;2016-10-31T08:39:00+00:00;2016-11-01T17:32:00+00:00;BU07721513;"{""coordinates"": [5.471261899777655, 51.471474846139095], ""type"": ""Point""}";Genovevalaan;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.471474846139095, 5.471261899777655
990407665;2-Stratum;12.1 Verkeersbord;2016-11-01T12:07:00+00:00;2016-11-07T16:41:00+00:00;BU07721225;"{""coordinates"": [5.4912009166637255, 51.414653302890805], ""type"": ""Point""}";Roostenlaan 272;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.414653302890805, 5.4912009166637255
990407503;2-Stratum;6.1 Illegale stort;2016-10-31T23:30:00+00:00;2016-11-07T16:41:00+00:00;BU07721235;"{""coordinates"": [5.512236853524797, 51.42275809108664], ""type"": ""Point""}";Diepmeerven 44;23;2;Wijk Putten;Stadsdeel Stratum;51.42275809108664, 5.512236853524797
990406525;2-Stratum;2.1 Bomen;2016-10-24T10:47:00+00:00;2016-11-07T16:41:00+00:00;BU07721232;"{""coordinates"": [5.508690081892195, 51.42913628249267], ""type"": ""Point""}";Honthorststraat 9;23;2;Wijk Putten;Stadsdeel Stratum;51.42913628249267, 5.508690081892195
990407663;2-Stratum;2.1 Bomen;2016-11-01T11:59:00+00:00;2016-11-07T16:41:00+00:00;BU07721235;"{""coordinates"": [5.512093950747267, 51.418731802440675], ""type"": ""Point""}";Eijerven 8;23;2;Wijk Putten;Stadsdeel Stratum;51.418731802440675, 5.512093950747267
990407319;2-Stratum;6.1 Illegale stort;2016-10-31T08:24:00+00:00;2016-11-07T16:41:00+00:00;BU07721212;"{""coordinates"": [5.486307987858801, 51.43212378532841], ""type"": ""Point""}";Jan van Schoonvorststraat 16;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43212378532841, 5.486307987858801
990407703;2-Stratum;6.1 Illegale stort;2016-11-01T14:29:00+00:00;2016-11-07T16:41:00+00:00;BU07721211;"{""coordinates"": [5.4872433313574955, 51.43709286396692], ""type"": ""Point""}";Kanaaldijk-Zuid;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43709286396692, 5.4872433313574955
990406981;5-Woensel-Noord 1;6.1 Illegale stort;2016-10-27T11:29:00+00:00;2016-11-16T16:32:00+00:00;BU07721512;"{""coordinates"": [5.4589091337034095, 51.47286457865813], ""type"": ""Point""}";Verbernestraat 4;51;5;Wijk Ontginning;Stadsdeel Woensel-Noord;51.47286457865813, 5.4589091337034095
990406937;5-Woensel-Noord 1;6.1 Illegale stort;2016-10-26T19:15:00+00:00;2016-11-16T16:32:00+00:00;BU07721522;"{""coordinates"": [5.44339965795985, 51.479617025910734], ""type"": ""Point""}";fransebaan;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.479617025910734, 5.44339965795985
990407652;5-Woensel-Noord 1;10.1 Riolering;2016-11-01T11:36:00+00:00;2016-11-16T16:32:00+00:00;BU07721524;"{""coordinates"": [5.449814571361722, 51.48717764327726], ""type"": ""Point""}";Duinkerkenlaan 95;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48717764327726, 5.449814571361722
990407450;5-Woensel-Noord 1;10.2 Putten of kolken;2016-10-31T17:14:00+00:00;2016-11-16T16:32:00+00:00;BU07721523;"{""coordinates"": [5.4388386568452685, 51.48283255382098], ""type"": ""Point""}";Albilaan 1;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48283255382098, 5.4388386568452685
990406555;5-Woensel-Noord 1;14.2 Tegels en klinkers;2016-10-24T13:34:00+00:00;2016-11-16T16:33:00+00:00;BU07721521;"{""coordinates"": [5.427579450403539, 51.48132666585214], ""type"": ""Point""}";Reuselstraat 22;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.48132666585214, 5.427579450403539
990406919;5-Woensel-Noord 1;14.2 Tegels en klinkers;2016-10-26T17:47:00+00:00;2016-11-16T16:33:00+00:00;BU07721522;"{""coordinates"": [5.446291882499092, 51.47969195082051], ""type"": ""Point""}";Marseillelaan 40;52;5;Wijk Achtse Molen;Stadsdeel Woensel-Noord;51.47969195082051, 5.446291882499092
990408017;6-Strijp;9.5 Bladafval;2016-11-03T15:19:00+00:00;2016-11-16T16:51:00+00:00;BU07721622;"{""coordinates"": [5.441250591087682, 51.4407375899821], ""type"": ""Point""}";Hugo de Grootplein 24;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.4407375899821, 5.441250591087682
990408317;10-Woensel-Noord 2;3.3 Ratten;2016-11-06T17:44:00+00:00;2016-11-16T17:19:00+00:00;BU07721534;"{""coordinates"": [5.479876572091804, 51.48732762814719], ""type"": ""Point""}";Vuurvogel 2;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.48732762814719, 5.479876572091804
990407718;2-Stratum;13.1 Straatverlichting;2016-11-01T15:15:00+00:00;2016-11-16T18:26:00+00:00;BU07721216;"{""coordinates"": [5.489142237748579, 51.42378599261122], ""type"": ""Point""}";Leostraat p15;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.42378599261122, 5.489142237748579
990408077;2-Stratum;12.1 Verkeersbord;2016-11-03T19:27:00+00:00;2016-11-17T09:19:00+00:00;BU07721237;"{""coordinates"": [5.501265243061522, 51.418299269438414], ""type"": ""Point""}";Korenbloemstraat 20 2;23;2;Wijk Putten;Stadsdeel Stratum;51.418299269438414, 5.501265243061522
990621091;4-Woensel-Zuid;7.13 Vuurwerkoverlast;2019-12-23T17:40:00+00:00;2019-12-24T09:33:00+00:00;BU07721431;"{""coordinates"": [5.486122127399006, 51.46511317077243], ""type"": ""Point""}";Generaal de Carislaan 92;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46511317077243, 5.486122127399006
990621100;4-Woensel-Zuid;7.13 Vuurwerkoverlast;2019-12-23T18:16:00+00:00;2019-12-24T09:33:00+00:00;BU07721424;"{""coordinates"": [5.4690364516819985, 51.46056105868109], ""type"": ""Point""}";Willem van Kesselstraat 78;42;4;Wijk Erp;Stadsdeel Woensel-Zuid;51.46056105868109, 5.4690364516819985
990621142;5-Woensel-Noord 1;7.13 Vuurwerkoverlast;2019-12-23T21:57:00+00:00;2019-12-24T09:34:00+00:00;BU07721531;"{""coordinates"": [5.4599488255912725, 51.47892764394677], ""type"": ""Point""}";Twentelaan 18;53;5;Wijk Aanschot;Stadsdeel Woensel-Noord;51.47892764394677, 5.4599488255912725
990621139;3-Tongelre;7.13 Vuurwerkoverlast;2019-12-23T21:46:00+00:00;2019-12-24T09:34:00+00:00;BU07721321;"{""coordinates"": [5.505215833458437, 51.43683417656831], ""type"": ""Point""}";Jeroen Boschlaan 243;32;3;Wijk Doornakkers;Stadsdeel Tongelre;51.43683417656831, 5.505215833458437
990621137;7-Gestel;7.13 Vuurwerkoverlast;2019-12-23T21:35:00+00:00;2019-12-24T09:35:00+00:00;BU07721732;"{""coordinates"": [5.439294299323979, 51.41792510001929], ""type"": ""Point""}";Klingelbeek 46;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.41792510001929, 5.439294299323979
990621130;4-Woensel-Zuid;7.13 Vuurwerkoverlast;2019-12-23T21:23:00+00:00;2019-12-24T09:35:00+00:00;BU07721412;"{""coordinates"": [5.4675590717985605, 51.45098689026563], ""type"": ""Point""}";Vredesplein 13;41;4;Wijk Oud-Woensel;Stadsdeel Woensel-Zuid;51.45098689026563, 5.4675590717985605
990621128;3-Tongelre;7.13 Vuurwerkoverlast;2019-12-23T21:12:00+00:00;2019-12-24T09:36:00+00:00;BU07721333;"{""coordinates"": [5.524224557359236, 51.44510995866335], ""type"": ""Point""}";Urkhovenseweg 226;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.44510995866335, 5.524224557359236
990621113;10-Woensel-Noord 2;7.13 Vuurwerkoverlast;2019-12-23T20:15:00+00:00;2019-12-24T09:36:00+00:00;BU07721543;"{""coordinates"": [5.492442445297282, 51.48100512961523], ""type"": ""Point""}";De Stoutheuvel;54;5;Wijk Dommelbeemd;Stadsdeel Woensel-Noord;51.48100512961523, 5.492442445297282
990621122;2-Stratum;7.13 Vuurwerkoverlast;2019-12-23T20:39:00+00:00;2019-12-24T09:37:00+00:00;BU07721213;"{""coordinates"": [5.4818972435996365, 51.43083707406669], ""type"": ""Point""}";Elzentlaan 26;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43083707406669, 5.4818972435996365
990621121;7-Gestel;7.13 Vuurwerkoverlast;2019-12-23T20:35:00+00:00;2019-12-24T09:38:00+00:00;BU07721732;"{""coordinates"": [5.441263114240241, 51.41495809906181], ""type"": ""Point""}";Mensinge 61;73;7;Wijk Gestelse Ontginning;Stadsdeel Gestel;51.41495809906181, 5.441263114240241
990407776;6-Strijp;7.1 Parkeeroverlast;2016-11-01T20:53:00+00:00;2016-11-02T10:17:00+00:00;BU07721612;"{""coordinates"": [5.4636214372972045, 51.4439609799101], ""type"": ""Point""}";De Jonghlaan 10;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.4439609799101, 5.4636214372972045
990407793;6-Strijp;7.1 Parkeeroverlast;2016-11-01T22:39:00+00:00;2016-11-02T10:18:00+00:00;BU07721612;"{""coordinates"": [5.46343403822923, 51.44372738039712], ""type"": ""Point""}";De Jonghlaan 14;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44372738039712, 5.46343403822923
990407786;6-Strijp;7.1 Parkeeroverlast;2016-11-01T21:11:00+00:00;2016-11-02T10:18:00+00:00;BU07721612;"{""coordinates"": [5.463668996329665, 51.44391370062967], ""type"": ""Point""}";De Jonghlaan 10;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44391370062967, 5.463668996329665
990406949;2-Stratum;6.1 Illegale stort;2016-10-26T20:31:00+00:00;2016-11-07T16:41:00+00:00;BU07721212;"{""coordinates"": [5.487668440931869, 51.430973961516564], ""type"": ""Point""}";Tuinstraat 6;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.430973961516564, 5.487668440931869
990407016;2-Stratum;6.1 Illegale stort;2016-10-27T14:01:00+00:00;2016-11-07T16:41:00+00:00;BU07721222;"{""coordinates"": [5.490922960303158, 51.41898669489292], ""type"": ""Point""}";Goudsbloemstraat 10;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.41898669489292, 5.490922960303158
990407258;2-Stratum;14.2 Tegels en klinkers;2016-10-30T15:11:00+00:00;2016-11-07T16:45:00+00:00;BU07721211;"{""coordinates"": [5.493889914547585, 51.43252468424869], ""type"": ""Point""}";Gabriel Metsulaan 54;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.43252468424869, 5.493889914547585
990407235;2-Stratum;14.2 Tegels en klinkers;2016-10-30T11:24:00+00:00;2016-11-07T16:45:00+00:00;BU07721235;"{""coordinates"": [5.510456921938047, 51.41783568811508], ""type"": ""Point""}";Henneven 8;23;2;Wijk Putten;Stadsdeel Stratum;51.41783568811508, 5.510456921938047
990406986;2-Stratum;14.2 Tegels en klinkers;2016-10-27T11:47:00+00:00;2016-11-07T16:45:00+00:00;BU07721223;"{""coordinates"": [5.483507922834622, 51.422389693153846], ""type"": ""Point""}";Jacques Perkstraat 2;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.422389693153846, 5.483507922834622
990406571;2-Stratum;14.2 Tegels en klinkers;2016-10-24T15:01:00+00:00;2016-11-07T16:45:00+00:00;BU07721216;"{""coordinates"": [5.487764515184359, 51.42747538902136], ""type"": ""Point""}";Leenderweg 10;21;2;Wijk Oud-Stratum;Stadsdeel Stratum;51.42747538902136, 5.487764515184359
990407870;4-Woensel-Zuid;2.1 Bomen;2016-11-02T13:57:00+00:00;2016-11-08T09:13:00+00:00;BU07721432;"{""coordinates"": [5.483707650269454, 51.45368076290228], ""type"": ""Point""}";Hudsonlaan 178;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.45368076290228, 5.483707650269454
990406745;1-Centrum;14.2 Tegels en klinkers;2016-10-25T15:10:00+00:00;2016-11-17T10:55:00+00:00;BU07721111;"{""coordinates"": [5.4801708358975025, 51.43746168199076], ""type"": ""Point""}";Catharinaplein 63;11;1;Wijk Centrum;Stadsdeel Centrum;51.43746168199076, 5.4801708358975025
990407367;3-Tongelre;10.2 Putten of kolken;2016-10-31T12:09:00+00:00;2016-11-17T15:41:00+00:00;BU07721336;"{""coordinates"": [5.496745048132146, 51.452145311109554], ""type"": ""Point""}";Sumatralaan 3;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.452145311109554, 5.496745048132146
990408039;7-Gestel;11.1 Speeltoestellen;2016-11-03T16:21:00+00:00;2016-11-18T13:41:00+00:00;BU07721724;"{""coordinates"": [5.461810861302375, 51.41897669654692], ""type"": ""Point""}";Nicolaistraat 23;72;7;Wijk Oud-Gestel;Stadsdeel Gestel;51.41897669654692, 5.461810861302375
990407257;6-Strijp;12.11 Overig;2016-10-30T15:09:00+00:00;2016-11-18T14:39:00+00:00;BU07721612;"{""coordinates"": [5.455850425645255, 51.44155688503937], ""type"": ""Point""}";Frederiklaan 213;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44155688503937, 5.455850425645255
990408168;6-Strijp;12.4 Paaltjes;2016-11-04T15:01:00+00:00;2016-11-18T14:39:00+00:00;BU07721626;"{""coordinates"": [5.41823273587486, 51.46057239129444], ""type"": ""Point""}";Tegenbosch 41;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.46057239129444, 5.41823273587486
990407878;6-Strijp;12.7 Hekwerk;2016-11-02T15:05:00+00:00;2016-11-18T14:39:00+00:00;BU07721622;"{""coordinates"": [5.446393707391535, 51.44022168786351], ""type"": ""Point""}";De Blecourtstraat 2;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44022168786351, 5.446393707391535
990408116;6-Strijp;6.1 Illegale stort;2016-11-04T10:32:00+00:00;2016-11-18T14:39:00+00:00;BU07721613;"{""coordinates"": [5.455078354787431, 51.43633588924067], ""type"": ""Point""}";Scherpakkerweg 9;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.43633588924067, 5.455078354787431
990407013;6-Strijp;9.3 Zwerfvuil;2016-10-27T13:28:00+00:00;2016-11-18T14:39:00+00:00;BU07721632;"{""coordinates"": [5.425251643055477, 51.44341269754707], ""type"": ""Point""}";Vensedijk 100;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.44341269754707, 5.425251643055477
990408072;6-Strijp;3.2 Dode dieren;2016-11-03T18:25:00+00:00;2016-11-18T14:39:00+00:00;BU07721628;"{""coordinates"": [5.408076705577622, 51.46703759966004], ""type"": ""Point""}";Oirschotsedijk;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.46703759966004, 5.408076705577622
990408258;6-Strijp;6.1 Illegale stort;2016-11-05T13:30:00+00:00;2016-11-18T14:39:00+00:00;BU07721613;"{""coordinates"": [5.455411454531108, 51.43652348938254], ""type"": ""Point""}";Scherpakkerweg 7;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.43652348938254, 5.455411454531108
990407447;6-Strijp;14.2 Tegels en klinkers;2016-10-31T17:07:00+00:00;2016-11-18T14:39:00+00:00;BU07721624;"{""coordinates"": [5.4497625580865865, 51.44930847959117], ""type"": ""Point""}";Halvemaanstraat 11;62;6;Wijk Halve Maan;Stadsdeel Strijp;51.44930847959117, 5.4497625580865865
990407918;4-Woensel-Zuid;14.2 Tegels en klinkers;2016-11-02T19:56:00+00:00;2016-11-21T09:53:00+00:00;BU07721431;"{""coordinates"": [5.484491683589761, 51.46574664818736], ""type"": ""Point""}";Generaal van Dedemlaan 36;43;4;Wijk Begijnenbroek;Stadsdeel Woensel-Zuid;51.46574664818736, 5.484491683589761
990406805;6-Strijp;7.12 Overig;2016-10-25T21:58:00+00:00;2016-12-23T13:38:00+00:00;BU07721633;"{""coordinates"": [5.417688571382622, 51.43658440564779], ""type"": ""Point""}";Grasveld 2;63;6;Wijk Meerhoven;Stadsdeel Strijp;51.43658440564779, 5.417688571382622
990406651;2-Stratum;12.6 Banken;2016-10-25T00:34:00+00:00;2016-12-23T14:59:00+00:00;BU07721223;"{""coordinates"": [5.481791117672092, 51.42390424265378], ""type"": ""Point""}";Boutenslaan 147;22;2;Wijk Kortonjo;Stadsdeel Stratum;51.42390424265378, 5.481791117672092
990408078;6-Strijp;13.1 Straatverlichting;2016-11-03T20:29:00+00:00;2016-12-28T12:57:00+00:00;BU07721616;"{""coordinates"": [5.456857029922923, 51.4458300890827], ""type"": ""Point""}";Ingenieur Kalffstraat 223;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.4458300890827, 5.456857029922923
990406822;6-Strijp;1.1 Afvalbak;2016-10-26T09:41:00+00:00;2016-12-28T12:59:00+00:00;BU07721616;"{""coordinates"": [5.456522938147997, 51.44775589460354], ""type"": ""Point""}";Leidingstraat;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44775589460354, 5.456522938147997
990408340;6-Strijp;13.1 Straatverlichting;2016-11-06T23:26:00+00:00;2016-12-28T13:00:00+00:00;BU07721616;"{""coordinates"": [5.456353882339258, 51.44667182279549], ""type"": ""Point""}";Torenallee 55;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44667182279549, 5.456353882339258
990408209;6-Strijp;13.1 Straatverlichting;2016-11-04T19:57:00+00:00;2016-12-28T13:02:00+00:00;BU07721616;"{""coordinates"": [5.4578596994437865, 51.44688367881394], ""type"": ""Point""}";Leidingstraat;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44688367881394, 5.4578596994437865
990408341;6-Strijp;13.1 Straatverlichting;2016-11-06T23:30:00+00:00;2016-12-28T13:04:00+00:00;BU07721616;"{""coordinates"": [5.456732402177913, 51.44579988081542], ""type"": ""Point""}";Ingenieur Kalffstraat 1;61;6;Wijk Oud-Strijp;Stadsdeel Strijp;51.44579988081542, 5.456732402177913
990407001;3-Tongelre;7.2 Aanhangers of caravans;2016-10-27T12:54:00+00:00;2016-12-29T16:02:00+00:00;BU07721333;"{""coordinates"": [5.51643124764, 51.443326547572624], ""type"": ""Point""}";Kaeriuslaan 13;33;3;Wijk Oud-Tongelre;Stadsdeel Tongelre;51.443326547572624, 5.51643124764
