Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Da Gabriele;;;;1;;;;;;1
Daan Nijman Boekhandel;;;1;;;;;;;1
Daan van Schaik;;;;;;;1;;;1
DAF Trucks;;;;;;;1;;;1
Dam Verkeersschool;;;;;1;1;;;;1
Damon Uitgeverij;;;1;;;;;;;1
Davids Corner;;;1;;;;;;;1
daviMo;;;;;1;;;;;1
Daxtrio Medische Producten;;;1;;1;;;;;1
DBC;;;2;;;;;;;2
DCS Marine Waterjets B.V.;;;;;;1;;;;1
De  Commandostichting;;;;1;1;;;;;1
De 3 Cronen Restaurant;;;;1;;;;;;1
De Baak incl. Seaside, Administratie, Hospitality, Management Centrum;;;;;;2;;;;2
De Bakkende Bakkers Groenendijk;;;;1;;;;;;1
De Basiliek Restaurant;;;1;1;;;1;;;1
De Berkenhof;;;;;;1;;;;1
De Bie Reclame;;;;1;;;;;;1
De Bloemenkamer;;;;1;;;;;;1
De Bloemenkas;;;;1;;;1;;1;1
De Bokaal Sportprijzenshop;;;;1;;;1;;;1
De Brabantse Hoeve;;;;1;;;;;;1
De Brugwachter Restaurant;;;;;;;1;;;1
De Burgh;;;;;;;2;;;2
De Drecht, H.D. van den Bosch huisa;;;;;1;;;;;1
De Fleurist;;;;1;;;;;;1
De Flint Restaurant-Theater-Congrescentrum;;;;2;;;1;;;2
De Fundatie Huisartsenpraktijk en Apotheek;;;;;1;;;;;1
De Galan School Voor Training;;;;;1;;;;;1
De Gelagkamer Restaurant;;;;1;;;;;;1
De Generaal Eethuys Cafe;;;;;;1;;;;1
De Gereghthof;;;;1;;;;;;1
De Gezelligheid;;;;1;;;;;;1
De Goede Lijstenmaker;;;;1;;;;;;1
De Golfhorst Golfcomplex;;;;1;;;;;;1
De Gouberville;;;;1;;;;;;1
De Gouden Wok;;;;1;;;;;;1
De Goudse Verzekeringen;;;;;;;1;;;1
De Grebbe Medisch Centrum Huisartsen;;;;;1;;;;;1
De Griffioen Dorpshuis;;;;1;;;;;;1
De Groene Praktijk;;;;;;1;;;;1
De Groot Lasopleidingen;;;;;;1;;;;1
De Grote Wielen Restaurant;;;;;;1;;;;1
De Haas Restaurant;;;;1;;;;;;1
De Heeg Internet Solutions;;;;;;;1;;;1
De Hogenhouck;;;;1;;;;;;1
De Hoogstraat Revalidatiecentrum;;;;;;1;;;;1
De Hoogwerker;;;;;;1;;;;1
De Hoop Entertrainment;;;;1;;;;;;1
De Japanse Watertuin;;;;1;;;;;;1
De Kaasspecialist;;;;1;;;;;;1
De Kabouterhut;;;;1;;;;;;1
De Kelk bloembinderij;;;;1;;;;;;1
De Klaveet B.V.;;;;1;;;;;;1
De Koperen Tuin Grand Cafe Res;;;;1;;;;;;1
De Korenschoof Bloembinderij;;;;1;;;1;;;1
De Kort Catering;;;;2;;;;;;2
De Lage Landen (incl. Trade Finance/Plantijn/Vendorlease/Oce Finance);;;1;;;;;;;1
De Leemskuilen;;;1;;;;;;;1
De Levensboom;;;;;;1;;;;1
De Lichtmis Wegrestaurant;;;;1;;;;;;1
De Lisdodde;;;1;1;;;;;;1
De Lof der Zotheid Restaurant Café Diner;;;;1;;;1;;;1
De M÷nnink Verlieskunde;;;;;;1;;;;1
De Marineclub;;;1;2;1;2;1;;;2
De Mispelhoef Cafe Herberg;;;;1;;;;;;1
De Molen Vastgoed B.V.;;;;;;1;;;;1
De Neut Trading;;;1;;;;;;;1
De Nieuwe Hof Kampeerboerderij;;;;;;1;1;;;1
De Nieuwe Kolk;;;;;;;1;;;1
De Nobel Bloembinderij (Duurzame Bloemisten);;;;1;;;1;;;1
De Onderwijs Specialisten;;;1;;;;;;;1
De Ooievaart - Ga Den Haag;;;;1;;;;;;1
De Oude Molen;;;;1;;;;;;1
De Oude Munt Taverne;;;;;;;1;;;1
De Oude Schut Eetkamer;;;;1;;;;;;1
De Overburen;;;;1;;;;;;1
De Pannenkoekenboot;;;;1;;;;;;1
De Pelikaan Huisartsenpraktijk;;;;;1;;;;;1
De Persgroep (incl. PCM, De Volkskrant, Het Parool, Trouw, Algemeen Dagblad, Perscombinatie);;;;1;1;;1;;;1
De Poort van Groningen;;;;;;;;;1;1
De Potstal V.O.F.;;;;1;;;;;;1
De Projectinrichter;;;1;;;;;;;1
De Raadgevers Compagnie;;;;;;;2;;;2
De Ree Archiefsystemen;;;;;;1;;;;1
De Reizende Man Restaurant & Zaal;;;;1;;;;;;1
De Rode Bef Kantine;;;;1;;;;;;1
De Smaakfabriek;;;;;;;2;;;2
De Spitsheuvel Restaurant;;;;1;;;;;;1
De Stern Restaurant;;;;1;;;;;;1
De Stille Boot;;;;;;1;;;;1
De Stoeterij Eethuis;;;;1;;;;;;1
De Telefoongids (KPN);;;1;;;;;;;1
De Tinnen Beker;;;;1;;;;;;1
De Tuinderij;;;;1;;;;;;1
De Tuolle;;;;1;;;;;;1
De twee linden;;;;;;1;;;;1
De Vergulde Leeuw;;;;;;1;;;;1
De verkeersacademie;;;;;2;1;;;;2
De Vos Burchart Coaching;;;;;;1;;;;1
De Vosselhoeve;;;;;;;1;;;1
De Vrouwenpoort;;;;;;;1;;;1
De Vuurdoorn Bloembinderij (VOF Van de Beek);;;;1;;;;;;1
De Walrus Restaurant;;;;1;;;;;;1
De Waterlelie Huisartsenpraktijk;;;;;1;;;;;1
De Weefkamer;;;;1;;;;;;1
De Weerd Verkeersschool;;;1;;1;;;;;1
De Wieke Huisartsenpraktijk;;;;;1;;;;;1
De Wilde Pieters;;;;1;;;1;;;1
De WILG;;;;;1;;;;;1
De Witte Raaf Hotel-Restaurant;;;1;2;;1;2;;;2
De Wittenburg;;;;;;1;;;;1
De Wolf Maritime Safety B.V.;;;;;;1;;;;1
De Zakkendrager Restaurant;;;;1;;;;;;1
De Zeven Zonden Brasserie;;;;1;;;;;;1
De Zoete Verleiding;;;;1;;;;;;1
De ZorgIntermediair;;;2;;;;2;;;3
De Zwaan Hotel Restaurant;;;;;;1;1;;;1
De Zwaantjes;;;1;1;;;;;;1
Debatrix;;;;;1;;;;;1
Decaprint;;;;;;;1;;;1
December Productions;;;;;;;1;;;1
Decisco Network Education;;;;;;1;;;;1
Decora Bloemsierkunst;;;1;1;;;;;;1
Decoriginals;;;;;;;1;;;1
Decos Software;;;1;;;;;;;1
Decovista;;;1;;;;;;;1
DeeCee Entertainment;;;;1;;;;;;1
Deen Coaching;;;;;;1;;;;1
Dehora Consultancy Group;;;;;;2;;;;2
Dek Verkeersopleidingen;;;;;1;1;;;;2
Dekker Zoetermeer;;;;;;;2;;;2
Dekkers Delight;;;;;;1;;;;1
Dekra;;;2;;;;;;;2
Delft Toptech;;;;;;1;;;;1
Delftse Taxicentrale Deltax;;;;1;;;;;;1
Delta International;;;2;4;1;1;1;;;4
Delta Lloyd;;;;;;1;;;;1
Deltion College;;;1;;4;2;;;;4
Demand Agro Marketing;;;;;;1;;;;1
De-Mining Academy Wanroij Netherlan;;;;;;1;1;;;1
Den Haag Marketing & Events;;;;1;;;;;;1
Denise Reklame in Vorm;;;1;;;;;;;1
Denk Producties;;;;;;2;;;;2
Dental Union;;;6;;;;;;;6
Dentalair Products Nederland;;;1;;;;;;;1
DentalCourses MondhygiÙnisten;;;;;;1;;;;1
Dent-Med Materials B.V.;;;1;;;;;;;1
Dertronics Elektronica;;;1;;;;;;;1
Desdemona;;;2;;;;;;;2
Destiny Management Consultancy;;;;;;;2;;;2
Deventer Ziekenhuis;;;1;;;;;;;1
Deventrade;;;1;;;;;;;1
Dewetron Benelux B.V.;;;;;;1;;;;1
D-Hosting;;;;;;1;;;;1
DHS Security B.V.;;;;;;;1;;;1
DHTC Den Helder Training Centre;;;;;1;3;;;;3
Diakonessenhuis Utrecht;;;1;;;;;;;1
Diana's Schminkpaleis;;;;1;;;1;;;1
Diane Duinhoven Energetisch Therape;;;;;;1;;;;1
Dickens Horecabedrijven;;;;1;;1;;;;1
Dielemans Technische Opleidingen;;;;;;1;;;;1
DiemzOnline;;;;;1;;;;;1
Dierenkliniek Centrum Oost;;;1;;;;;;;1
Dierenkliniek Rijen;;;;;;;1;;;1
Dierenpark Amersfoort;;;;1;;;;;;1
Digiforce (vh DeltaHage / Digiprint);;;;1;;;;;;1
Digital Revolution;;;1;;;1;;;;1
Dilemma Consult;;;;;1;1;;;;2
Dille Bloemen;;;;1;;;;;;1
Dimence (GGZ);;;1;;;;;;;1
Dimples;;;;1;;;;;;1
Dinee Cafe Kempen;;;;1;;;;;;1
DIO'30;;;;;;;1;;;1
Dionysos Grieks Restaurant;;;;;;1;;;;1
Dirksen Bedrijfsopleidingen;;;;;1;4;1;;;4
Disc Discover and Capitalize;;;;;;1;;;;1
Disconsult (incl. Dior Opleidingen);;;;;;4;;;;4
Discountoffice.nl;;;;1;1;;1;;;1
Display Concepts;;;;;1;;;;;1
Dispo Medical B.V.;;;1;;;;;;;1
Distinguished (Jan Jaap van Weering);;;;;;1;;;;1
DJ  Bridgeman;;;1;;;;;;;1
DJ Kit-T;;;;1;;;;;;1
DJ Stefan Thomas;;;;;1;;;;;1
DJG Consult (Darryl Gootjes);;;;;;1;;;;1
DKD Lasopleidingen;;;;;2;;;;;2
DLT Media (incl. De Leestafel);;;1;;;;;;;1
D'n Boerderij;;;;1;;;;;;1
D'n Hut;;;;1;;;;;;1
DNV Det Norske Veritas;;;1;;;3;;;;3
Docdata Payments;;;;;;1;1;;;1
Doeksen, G. en Zonen Rederij;;;;1;;;;;;1
Doeltjes.nl;;;;1;;;;;;1
Doen Strandclub;;;;;;;1;;;1
DoeNederland.nl;;;;;;;1;;;1
Doenrade Adviseurs;;;;;;1;;;;1
Doexa Fun Verhuur;;;;;;;1;;;1
Dokkumer Vlaggen;;;1;1;;1;1;;;1
Dolfijn Bowling Tilburg;;;;;;;1;;;1
Dolfinarium Harderwijk;;;;2;;;;;;2
Domburg Sportprijzen Holland;;;;1;;;;;;1
Donders Gas Specialiteiten B.V.;;;1;;;;1;;;1
Donselaar Tenten;;;;1;;;;;;1
dooijewaard in wijn etc;;;;;1;;;;;1
Doornse Apotheek;;;1;;;;;;;1
Doove Mobility;;;3;;;;;;;3
DORC - Dutch Ophthalmic Research Center;;;1;;;;;;;1
Dorhout Mees Centrale Wapenhandel;;;;1;;1;1;;;1
Dorpscentrum de Wieken;;;;;;;1;;;1
Douane Harmonie Nederland;;;;1;;;;;;1
DOUBLE D DESIGNS BV;;;;;1;;;;;1
Double Performance;;;2;;;;;;;2
Down Under Horeca;;;1;;;;1;;;1
Dr. Hach Lange Nederland;;;1;;;;;;;1
Dr. Michaela Schok Psycholoog;;;1;;;;;;;1
Dr. Weigert Nederland;;;1;;;;;;;1
Drager Safety & Medical;;;1;;;2;;;;3
Dragt Boek - en Kantoorvakhandel;;;1;1;;1;1;;;1
Druk Werk Deal;;;;1;;;;;;1
Drukkerij Bolhuis;;;;1;;;;;;1
Drukkerij Haver;;;;;;;1;;;1
DSL Geluids- & Lichtverhuur;;;;;;1;;;;1
DSW Zorgverzekeraar (incl. Stad Holland);;;1;;;;;;;1
Du Nord Rijwielen;;;1;;;;;;;1
Dubbers;;;;;;1;;;;1
Dudok (Horeca Exploitatie WWZ IV);;;;;;;1;;;1
Duikteam Zwaardvis;;;;;;;1;;;1
Dujardin Brandkasten;;;;;;;1;;;1
Duoplant V.O.F. Import-Export;;;;1;;;;;;1
Dupa Veiligheidstechniek;;;1;;;;;;;1
Dupal;;;1;;;;;;;1
Dusecon;;;;;;2;;;;2
Dutch Aviation Group;;;;;;1;;;;1
Dutch Hunting Falcons;;;;1;;;;;;1
Dutch Survival Club;;;;;;;1;;;1
Dutch Water Dreams / Webeach;;;;1;;;;;;1
DV-Productions;;;;;;;1;;;1
DWF Publishing B.V.;;;;;1;;;;;1
Dynaf Caribbean;;;;;;1;;;;1
Dynatronics B.V.;;;1;;;;;;;1
Dzjeng;;;;;;1;;;;1
E.Novation;;;1;;;;;;;1
E3 ICT;;;;;;5;;;;5
Eastern Plaza Restaurant;;;;1;;;;;;1
Easy Actors Act;;;;1;;2;1;;;2
EasyCareSolutions;;;;1;;;;;;1
Easystaff;;;;;;1;;;;1
EBC;;;;;;1;;;;1
Eburon Uitgeverij;;;;1;;;;;;1
Ecabo Services Stichting;;;;;;2;;;;2
ECDL Nederland;;;;;;1;;;;1
ECG Nederland B.V.;;;1;;;;;;;1
Echos Home;;;1;1;;1;1;;;2
Ecologica;;;;;;1;;;;1
ECR-Nederland;;;;;;1;;;;1
Edda Huzid Restaurant-Partycentrum;;;1;1;;;;;;1
Edelburijn V.O.F.;;;;1;;;;;;1
Edelweiss;;;;1;;;;;;1
Eden Springs;;;1;;;;;;;1
Edin;;;;;;2;;;;2
Edorfine;;;;;;1;;;;1
Edufax;;;;1;;6;;;;6
Edunoord;;;;;;1;;;;1
Eduvision;;;;;1;1;;;;2
Eenkhoorn Financiële Dienstverlening;;;;1;;;1;;;1
Eetcafe de Kers;;;;1;;;;;;1
Eetvilla van den Brink;;;;1;;;;;;1
Effective English Education;;;;;;2;;;;2
Effectyf;;;1;1;;;;;;2
Efteling;;;;2;;;;;;2
EHM Hotels (incl. Apollo Hotels & Resorts);;;;1;;;;;;1
EIC Europees Instituut Voor Certified Public Controllers;;;;;;1;;;;1
Eigenwijze Evenementen;;;;1;;;;;;1
Eijlander Electronics;;;;;;;1;;;1
Eiland Muziek;;;1;;;;;;;1
Eilers Fashion;;;2;1;;;1;;;2
Eindhovense Radiateurenfabriek B.V.;;;;;;;1;;;1
Ekamper Hotel Restaurant;;;;;;;1;;;1
El Mundo Tapasbar;;;;1;;;;;;1
El Nino Strandpaviljoen;;;;;;1;;;;1
Ele Tio Fermin;;;;;;;1;;;1
Electro-Cap Center B.V.;;;1;;;;;;;1
Elektroraad;;;;;;1;;;;1
Element Materials Technology;;;;;;1;;;;1
Elfa Elementenfabriek;;;1;;;;;;;1
Elinex Power Solutions;;;;;;;;;1;1
EllisinWonderland.nl;;;;;;;1;;;1
Elmakes;;;1;;;;;;;1
Elvi, Koffie, Lunch, Diner;;;;1;;;;;;1
Elzas Consultancy B.V.;;;;;;1;;;;1
Emcart Sport;;;1;;;;;;;1
Emday;;;;1;;2;;;;2
E-Medical;;;1;;;;;;;1
Emergis;;;1;;;;;;;1
Emmens Geluid;;;;;;;2;;;2
Empatec;;;;;;;1;;;1
EMS Event Medical Service;;;;;;1;;;;1
EMVT;;;;;;1;;;;1
En nu doen;;;;;;1;;;;1
En nu online;;;;;;1;;;;1
ENCS;;;;;;1;;;;1
Endocare B.V.;;;1;;;;;;;1
Endomed;;;1;;;;;;;1
Endotechniek V.O.F.;;;1;;;;;;;1
Enexis (vh Essent Netwerk, At Home);;;;;1;;;;;1
Engelenburg Exploitatiemaatschappij;;;;1;;;;;;1
ENM Design;;;;1;;;;;;1
ENMO Nederland;;;;;;1;;;;1
Enraf-Nonius;;;1;;;;;;;1
Entermed;;;2;;;;;;;2
Eqin;;;;;;2;;;;2
Equipe Quality Products (incl. Health2Work);;;1;;;1;1;;;1
Eraton;;;1;;;;;;;1
ERBE Nederland B.V.;;;1;;;;;;;1
Erica Bloemsierkunst;;;;1;;;;;;1
Eriks;;;;;;;1;;;1
Erkon Engineering;;;;;;;1;;;1
Ertronix;;;;;;1;;;;1
ERWU Project B.V.;;;;1;;;;;;1
ES Ehrbecker Schiefelbusch Elektro;;;;;;;1;;;1
ESBE Sportprijzen;;;;1;;;;;;1
Escape Challenge;;;;;;;1;;;1
E-Semble;;;;1;;;;;;1
Espeq Plus B.V.;;;;;;1;;;;1
Esra Intern Transport;;;;;;;1;;;1
Etalagepoppengigant;;;;;1;;;;;1
ETECH-trainingen;;;;;;2;;;;2
Etop Ergonomische Trainingen Opleid. en Projecten;;;;;;1;;;;1
EUROCASE Audio & Media Products;;;;;;;1;;;1
Eurocept;;;2;;;;;;;2
Eurofins C-Mark;;;2;;;;;;;2
Euroflorist Nederland;;;1;;;;;;;1
Euroforum;;;;;;1;;;;1
Euroforum/SBO Studiecentrum Bedrijf en Overheid;;;;;;1;;;;1
Eurofysica;;;;;;1;;;;1
Euromast;;;;1;;;;;;1
Euromaster;;;;1;;;;;;1
European Association of Airport &;;;;;;1;;;;1
Europees Instituut Voor Educatie;;;;;;1;;;;1
Europlan International;;;1;;;;;;;1
Europoort Rondvaart;;;;;;;1;;;1
Europresto B.V.;;;;1;;;;;;1
Eurotel Hotel;;;;1;;;;;;1
Evc Centrum Nederland;;;;;1;1;;;;1
Evelien Keesmaat;;;;;;;1;;;1
Evelyn Kallansee;;;;;;;1;;;1
Evema Telecom;;;;;;;1;;;1
Even Doen;;;;1;;;;;;1
Evenementenbureau HET B.V.;;;;1;;;2;;;2
Evenementenhal;;;;3;;;;;;3
Evers Research & Training;;;;;;1;;;;1
Everything DiSC;;;;;;2;;;;2
Everything Sweet;;;1;;;;;;;1
Evo Ondernemersorganisatie;;;;;1;4;;;;5
Evobus Nederland (incl. Setra);;;;;;;1;;;1
E-Wise Nederland;;;;;;1;;;;1
eX:plain (incl. EXTH Exameninstelling Toezicht en Handhaving);;;;;;2;;;;2
Excent Tandtechniek;;;2;;;;;;;2
Exide;;;;;;;1;;;1
Exo Ligament B.V.;;;1;;;;;;;1
Experience Express Productions B.V.;;;;1;;;;;;1
Expertisecentrum Conflictmanagement;;;;;1;;;;;1
ExplainIT;;;;;;2;;;;2
Exposure beursmanagement;;;;;1;;;;;1
Eye on Sign;;;1;;;;;;;1
EyeVinci B.V.;;;1;;;;;;;1
E-Z Up Europa B.V.;;;;;;;1;;;1
E-Zorg;;;1;;;;;;;1
F. van Amerongen;;;;;1;1;;;;1
F. Van Giessel BV;;;;;;;1;;;1
Fa. J.C.H. Timmermans;;;;1;;;;;;1
Faber Vlaggen (vh Shipmate);;;;1;;1;1;;;1
Fabius Opleidingen;;;1;;;;;;;1
Fabory Nederland;;;;;;;1;;;1
FACE-IT;;;;;;1;;;;1
Fade Out;;;;;;;1;;;1
Fagron Farmaceuticals;;;3;;;;;;;3
Falstaff Restaurant;;;;;;1;;;;1
Famous AVL;;;;1;;1;;;;1
Farnell Electronic Components;;;;;;1;;;;1
Fast Lane Benelux;;;;;;3;;;;3
Federatie WDH Midden Nederland;;;;;;;1;;;1
Fedex - Federal Express;;;1;;;;;;;1
Fiducia-training B.V.;;;1;;1;1;;;;1
Fiedeldij Dop & Tuinte;;;;;;1;;;;1
Fietsenverhuurbedrijf De Veluwe;;;;1;;;;;;1
Finance Insight;;;;;;1;;;;1
Fire and Care;;;;;;1;;;;1
Fitland Groep;;;1;;;;1;;;1
Fitness Seller;;;1;;;;;;;1
Fitt Outdoor;;;;1;;;;;;1
Flangeconnect;;;;;1;;;;;1
Fletcher Hotel Restaurant;;;;;;;1;;;1
Fleurop;;;1;;;;1;;;1
Fleurtiek Amsterdam;;;;1;;;1;;;1
Flevoziekenhuis;;;;;1;;;;;1
Flinstering Restaurant;;;;;;1;;;;1
Florence Nails;;;;;;1;;;;1
Flower Time;;;;1;;;;;;1
FlowerFriends;;;;1;;;;;;1
Flowerfull Ackermans;;;;;;1;;;;1
Flowers4U;;;;1;;;;;;1
FlowQ Human Capital Research;;;;1;;;;;;1
Fluke Nederland;;;1;;;;;;;1
FMH Medical B.V.;;;1;;;;;;;1
FN Medical (Fier Medical);;;3;;;;1;;;3
FNV Formaat;;;;;;1;;;;1
Focus Advisering Training Coaching, Conferences;;;;;;3;;;;3
Fonk Beach;;;;;;;1;;;1
Fonq NL;;;1;1;;;;;;1
Fontaine systems;;;;;2;;;;;2
Footstep Tours;;;1;;;;;;;1
Forensisch Medisch Genootschapcontributie;;;;;;1;;;;1
Formex Medical B.V.;;;1;;;;;;;1
Formido Bouwmarkt;;;;;;1;;;;1
Forwart;;;;;1;;;;;1
Foto Creteer B.V.;;;;1;;;;;;1
Foto Konijnenberg;;;;;;1;;;;1
Foto Riezebos;;;;1;;;;;;1
Foto Willemz Arnhem BV;;;;;;;1;;;1
Fotografie Cor Buser;;;1;1;;;1;;;1
Fotovakschool;;;;;;1;;;;1
Franck Bierens Entertainment;;;;2;;;1;;;2
Frans Hals Museum;;;;1;;;;;;1
Fred's Bloementeam;;;;;;1;;;;1
Free Fantasy;;;;;;;1;;;1
Free Golf;;;;;;;1;;;1
Free Minds Events;;;;;1;;;;;1
Fresenius Kabi NL;;;1;;;;;;;1
Fries Museum;;;;1;;;;;;1
Fries Tandtechnisch Laboratoium B.V;;;1;;;;;;;1
Friesland College;;;;;;1;;;;1
Frieslandzeilen;;;;1;;;;;;1
Frijters Mind Tuning;;;;;;1;;;;1
Froets;;;;1;;;;;;1
FSN Facility Services Nederland;;;;;;1;;;;1
Fujifilm Manufacturing Europe;;;2;;;;;;;2
Fun 4 Events;;;;;;;1;;;1
Fussia B.V.;;;;;;;1;;;1
Future Proof;;;;;;1;;;;1
Futurumshop.com;;;;2;;1;;;;2
Fysio Physics Opleidingen B.V.;;;;;1;;;;;1
Fysio Supplies;;;1;;;1;1;;;1
Fysioservice R.H. Hegger;;;;;;;1;;;1
FysioTape BV.;;;1;;;;;;;1
G. Peeze Koffiebranderij;;;;1;;;;;;1
G.J.J. Burgers & M.J. Gieteling, hu;;;;;1;;;;;1
Gaal Bloemenhuis;;;;1;;;;;;1
Gall & Gall;;;;1;;1;;;;1
Galvin;;;;;;;1;;;1
Garoeda Indonesisch Restaurant;;;;1;;;;;;1
GasCare (incl. Bron);;;1;;;1;1;;;1
Gasterij Don Qui-John;;;;;;;1;;;1
GBN Tapes;;;1;;;;;;;1
GDS Europe;;;;;;1;;;;1
GE Healthcare;;;2;;;;;;;2
Gebr. Kraaijeveld (GKB groep);;;;1;;;;;;1
Geels Evenementen;;;;;;;1;;;1
Geert Geertsen Stichting;;;;;;1;;;;1
Gelan Detectiesystemen;;;;;;;1;;;1
Gelders Erfgoed;;;;;;1;;;;1
Gelling Congressing Training;;;;;;1;;;;1
Gemaco (vh Jos Premiums & Gifts);;;1;3;1;;2;;;4
Gencom Power;;;;;;;1;;;1
Genimedical B.V.;;;1;;;;;;;1
Geo Olie- en Scheepsbenodigheden;;;;;;1;;;;1
Geofort;;;;;;;1;;;1
Geografische Boekhandel Pied A Terre;;;;1;;;1;;;1
Geoplan Nederland;;;;;;1;;;;1
Geoserve;;;;;;;1;;;1
Geostick (incl. WYT Gevaarsetiketten);;;1;;;;1;;;1
Geschenkbezorgen.nl (incl. Wijnlatenbezorgen);;;;1;;;1;;;1
Getinge;;;1;;;;;;;1
Gezondheidscentra Huizen;;;;;1;;;;;1
Gezondheidscentrum Charley Toorop;;;;;1;;;;;1
Gezondheidscentrum Daalmeer;;;;;1;;;;;1
Gezondheidscentrum Hoograven;;;;;1;;;;;1
Gezondheidscentrum Rijnland;;;;;1;;;;;1
GGZ;;;2;;;2;;;;2
Ggz Breburg Groep;;;;;;1;;;;1
Gids in Bedrijf;;;;1;;;;;;1
Gidsenservice Delft;;;;;;;1;;;1
Giel Tuns Bloemist;;;;1;;;;;;1
Gig World;;;;1;;;;;;1
Gigant International B.V.;;;;1;;;1;;;2
Gijtenbeek;;;1;;;;;;;1
Gilead Sciences Netherlands B.V.;;;1;;;;;;;1
GimbrÞre Coaching & Ontwikkeling;;;;;;1;;;;1
GITP (incl. Pi Company);;;;;;2;;;;2
Glider Pilot Shop;;;;;;1;;;;1
Global Project Performance;;;;;;1;;;;1
Glope Events/Be You Events;;;;1;;;;;;1
Glow Specialist;;;;1;;;;;;1
GLS General Logistics Systems;;;1;;;;;;;1
GM Medical Bracing B.V.;;;1;;;;;;;1
Go Opleidingen;;;;;;1;;;;1
Goedegebuure SomnoMed;;;4;;;;;;;4
Goedegebuure Tandtechniek Ede B.V.;;;1;;;;;;;1
Goldberg Productions;;;;;;;1;;;1
Golden Dynasty Chinees Restaurant;;;;1;;1;;;;1
Golden Tulip;;;;1;;1;;;;1
Golden Wokpalace Asian Restaurant;;;;;;;1;;;1
Golfbaan Welschap B.V.;;;1;;;;;;;1
Golfcentrum Dongen B.V.;;;1;;;;;;;1
Gorkink Natuurlijk (Bloemen);;;;1;;;1;;;1
Gortcoaching;;;;;;1;;;;1
Gosji Nails;;;;;;;1;;;1
Gossimijne Bar;;;;1;;;;;;1
Gotcha Beachlounge Club;;;;;;;1;;;1
Gotcha Outdoor Laser Games;;;;;;;1;;;1
Goudsmid-Atelier Diana van der Lind;;;;1;;;;;;1
Govers Timmerwerken B.V.;;;;;;1;;;;1
GP Strategies (incl. Asentus);;;;;;1;;;;1
GPM Nederland;;;;;;1;;;;1
GPSSpellen/Stadsspellen;;;;;;;1;;;1
Graafschap College;;;;;;1;1;;;1
Grab a Web;;;1;;;;;;;1
Grafimedics;;;1;;;;;;;1
Granada Grand Café Restaurant;;;;1;;;;;;1
Grand Catering;;;;3;;;;;;3
Grand Hotel Beatrix;;;;1;;;;;;1
Graveerinrichting Vriesendorp;;;;1;;;;;;1
Gravure 85;;;;1;;1;;;;1
Greenstone Consultancy;;;;;;1;;;;1
Greenz;;;;1;;;;;;1
Greiner Bio-One;;;1;;;;;;;1
Groenblok Tuincentrum Overvecht;;;;1;;;1;;;1
Groenrijk;;;;1;;;;;;1
Groenveld Marktkramenverhuur B.V.;;;;1;;;;;;1
Groepspraktijk Hoogezand-Sappemeer;;;;;1;;;;;1
Groepspraktijk Huisartsen Dalfsen;;;;;1;;;;;1
Gron Academische Huisartsenpraktijk;;;;;1;;;;;1
Grontmij;;;;;;2;;;;2
Grootkarzijn Bakkerij;;;;1;;;;;;1
Grote Beer Huisartsenpraktijk;;;;;1;;;;;1
Grote Keizer;;;;1;;;;;;1
Grotius Academie;;;;;;1;;;;1
Grundfos Ned;;;;;;;1;;;1
G-Trends;;;;1;;;;;;1
Guard Academy B.V.;;;;;;1;;;;1
Guldenberg Conferentiehotel;;;;;;1;;;;1
Gullimex;;;1;;;;;;;1
H.A.P. De Hoogstraat;;;;;1;;;;;1
H.J. van Drunen B.V.;;;1;;;;;;;1
H.M. Schouten Sportprijzen;;;;;;1;;;;1
Haagen Rookgeneratoren;;;;;;1;;;;1
Haaglanden Opleidingscentrum;;;;;;1;;;;1
Haags Historisch Museum inz. Gevangenpoort;;;;1;;;;;;1
Habermehl Klompen & Souvernirs;;;;1;;;;;;1
Habri Sport, Spel & Recreatie;;;1;;;;;;;1
Hacomassen;;;;1;;;;;;1
Haemonetics B.V.;;;2;;;;;;;2
Haesje Claes Restaurant;;;;;;1;;;;1
Hagatex;;;1;;;;;;;1
Hagro Prinsenbeek Huisarts;;;;;1;;;;;1
HAKA Wassalon;;;;;;1;;;;1
Hako;;;;;;;1;;;1
HAL Allergy Benelux BV;;;2;;;;;;;2
Haltronic Electro-Installaties;;;2;;;;;;;2
Hamer Installatietechniek;;;1;;;1;1;;;1
Handels-en Transportbedrijf W. Hoek;;;;1;;;;;;1
Handtherapie Onderwijs;;;;;;1;;;;1
Hanel Kantoor- en Magazijnsystemen;;;1;;;;;;;1
Hanneke Elich ... voor de Verandering;;;;;;1;;;;1
Hanos;;;;2;;;1;;;2
Hans & Frans Hessing Banketbakkerij (Hesbak);;;;;;;1;;;1
Hans Keur fotografie & beeldbewerki;;;;1;;;1;;;1
Happe en van Rijn B.V.;;;;;;2;;;;2
Harbers Trucks;;;;;;;1;;;1
Hardersluis Hotel-Restaurant;;;;1;;;;;;1
Hart Beach Events;;;;1;;;;;;1
Hartelijk gefaciliteerd (Annet Noordijk);;;;;;1;;;;1
