Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Int. Knowledge & Networking (IKN) B.V.;;;;;;1;;1;1
Interimage B.V.;;;;1;;;;;1
International Association of Facilitators;;;;;;1;;;1
International Association of Privacy Professionals IAPP;;;;;;1;;;1
International Information System Security Certification Consortium, Inc;;;;;;1;;;1
International Space University;;;;;;1;;;1
International Training Centre;;;;;;1;;;1
Intertoys Holland B.V.;;;;1;;;;;1
Intrac;;;;;;1;;;1
Invacare B.V.;;;;;;1;;;1
IP Computer Training Centrum Zwolle B.V.;;;;;;;;1;1
IPC Groene Ruimte B.V.;;;;;;1;;;1
IPMA - NL;;;;;;1;;;1
IPMA Certificering B.V.;;;;;;1;;;1
Ipol B.V.;;;;;;1;;;1
Irodion;;;;1;;;;;1
Isaca;;;;;;1;;;1
ISCC;;;;;;1;;;1
Italy;;;;1;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;1
J. ter Schure t.h.o.d.n. DSR Food Groningen;;;;1;;;;;1
J. v. Oldenbarnevelt Stg., Schadeverg.recht;;;;;;1;;;1
J.B.G. Brandsma Beheer;;;;;;;;1;1
J.C. Ludovici Holding B.V.;;;;1;;;;;1
Jaap Bouman/Dordt.NL;;;;1;;;;;1
Jaarbeurs B.V.;;;;1;;;;1;1
Jachtwerf Kuiper;;;;1;;;;;1
Jacqueline Jansen Organisatie Advies;;;;;;1;;;1
JAM visueel denken B.V.;;;;;;1;;;1
Ja-maar® B.V.;;;;;;1;;;1
James Catering;;;;1;;;;;1
Jamie's Italian Den Haag;;;;1;;;;;1
Jan Kramer PR Consulting;;;;;;1;;;1
Janskerkhof B.V.;;;;1;;;;;1
JanStevens coaching, training & interimmanag.;;;;;;1;;;1
Javaans Eetcafé Groningen B.V.;;;;1;;;;;1
JE BENT MEER;;;;;;1;;;1
Jij bent OKÉ;;;;;;1;;;1
Joe's;;;;1;;;;;1
John Geestman Coaching;;;;;;1;;;1
Jonge Honden 19 C.V.;;;;;;1;;;1
Joop Vos Coaching;;;;;;1;;;1
JSVU B.V.;;;;;1;;;;1
Kaisiëpo Horeca Management;;;;1;;;;;1
Kamer der ECU'92;;;;;1;;;;1
Kamping De Berken V.O.F.;;;;1;;;;;1
Kavel 2 Beemster;;;;1;;;;;1
Keek Training & Advies;;;;;;1;;;1
Keizer Culinair;;;;1;;;;;1
Kenniscentrum Projectadvisering/Educatie B.V.;;;;;;;;1;1
Kenniscentrum WMO;;;;;;;;1;1
Kerkcentrum Open Hof;;;;;;;;1;1
Kers & Partners B.V.;;;;;;1;;;1
Kers & Partners V.O.F.;;;;;;1;;;1
Kessels & Smit, the Learning Company B.V.;1;;;;;;;;1
Keukenvuur;;;;1;;;;;1
KEYMUSIC Den Haag;;;;1;;;;;1
KI-Coach;;;;;;1;;;1
Kies, voor jezelf;;;;;;1;;;1
Kim Chi B.V.;;;;1;;;;;1
Klap Strategische Communicatie B.V.;;;;;;1;;;1
Klingen Bomen;;;;;;1;;;1
Kmetijski in�titut Slovenije;;;;;;;;1;1
Koffie- en Eetsalon 't Achterommetje;;;;1;;;;;1
Kok Consult;;;;;;;;1;1
Koninkl. Ver. van Gasfabrikanten in Nederland;;;;;;1;;;1
Koninklijk Nederlands Waternetwerk;;;;;;1;;1;1
Koninklijk NIOZ;;;;;;1;;;1
Koninklijke Burgers' Zoo;;;;1;;;;;1
Koninklijke Haagsche Cricket en Voetbal Ver.;;;;1;;;;;1
Kookexpeditie;;;;1;;;;;1
Kookstudio 'Koken bij mijn Tante';;;;1;;;;;1
Korevaer-Zeilevenementen;;;;1;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;1
Kremer Communicatie;;;;;;1;;;1
Kroast Amersfoort B.V.;;;;1;;;;;1
KVS Kantoorinrichtingen B.V.;;;1;;;;;;1
KW FLEX;;;;;;1;;;1
Kwatalent;;;;;;1;;;1
La Cuisine Catering;;;;;;;;1;1
La Galleria Boulevard;;;;1;;;;;1
La Liguria;;;;1;;;;;1
La Mamma II B.V.;;;;1;;;;;1
La Red B.V.;;;;;;1;;1;1
La Vina B.V.;;;;1;;1;;1;1
Landgoed de Uitkijk B.V.;;;;1;;;;;1
Landgoed Oranjewoud B.V.;;;;1;;;;;1
Landhuis Eten en Drinken;;;;1;;;;;1
Landwinkel De Heus;;;;1;;;;1;1
Le Bistroquet B.V.;;;;;;;1;;1
Le Borsalino;;;;1;;;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;1
LeadersInformed B.V.;;;;;;1;;1;1
Learn it B.V.;;;;;;1;;;1
LEEF Tapas B.V.;;;;1;;;;;1
Leeuwendaal Advies B.V.;;;;;1;1;;;1
LEF GROEP;;;;1;;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;1
Leike van Oss Organisatievragen;;;;;;1;;;1
Leon Gras Training & Coaching;;;;;;1;;;1
Life\work Design, Training en Coaching;;;;;;1;;;1
Lifeplanning B.V.;;;;;;1;;;1
Liff Assen B.V.;;;;1;;;;1;1
Link Design B.V.;;;;;;1;;;1
LinkedIn Ireland Unlimited Company;;;;;;1;;;1
Little V Den Haag B.V.;;;;1;;;;;1
Live Escape B.V.;;;;1;;;;;1
LiveWall;;;;;;1;;;1
Locatie Museumpark;;;;;;1;;;1
Logeion;;;;;;1;;1;1
LOI Zakelijk B.V.;;;;;;1;;;1
Loo Van Eck B.V.;;;;;;1;;;1
LOZ accommodatiebeheer B.V.;;;;;;;;1;1
LSR B.V.;;;;;;1;;;1
LTP Advies B.V.;;;;;1;;;;1
Lumenz;1;;;;;;;;1
Luuk Meijssen;;;;1;;;;;1
M&O Poort van Den Haag B.V.;;;;1;;;;;1
M.C.L. Bode Holding B.V.;;;;1;;;;;1
Maarsingh & Van Steijn Groningen B.V.;;;1;;;;;;1
Maastricht Excursies B.V.;;;;1;;;;;1
Maatschap Linssen Cs Advocaten;;;;;;;;1;1
Maatschap The Demand Group;;;;;;;;1;1
MAEXchange B.V.;;;;1;;;;;1
Mainpress B.V.;;;;1;;1;;;1
MaJe 2015 B.V.;;;;1;;;;;1
MaMa Kelly B.V.;;;;1;;;;;1
Management Producties B.V.;;;;;;1;;1;1
Manta Beach;;;;1;;;;;1
MAPH;;;;;;1;;;1
Marcel Bril;;;;;;1;;;1
Marcel Hammink Media;;;;;;1;;;1
Maria Margarida Soares de Albergaria Ambar;;;;;;;;1;1
Mariënburggroep B.V.;;;;;;1;;;1
Marijke van Dijk Organisatieadvies & Coaching;;;;;;1;;;1
Maritim Hotel Berlin;;;;;;;1;;1
Marjokadogids;;;;1;;;;;1
Marketforce Business Media Limited;;;;;;1;;;1
Marketing for Impact;;;;;;;;1;1
Martijn Beekman Fotografie;;;;1;;;;;1
Master it Training B.V.;;;;;;1;;;1
Masterclass Academy of Languages B.V.;;;;;;1;;;1
Mauritshuis;;;;1;;;;;1
Maximes Denneweg 10B B.V.;;;;1;;;;;1
Maycroft Consultancy Services;;;;;;1;;;1
McKinsey & Company Netherlands;;;;;;1;;;1
MCS-Arbo;;;1;;;;;;1
mecca V.O.F. candyonline;;;;1;;;;;1
Medadvies;;;;;;1;;;1
Media Academy;;;;;;1;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;;1;;;1
Mediavrouw;;;;;;1;;;1
Medilex B.V.;;;;;;1;;;1
Medisch Expertise en Advies Centrum B.V.;;;1;;;;;;1
MeeÃ¹s AssurantiÃ«n B.V.;;;;;;;;1;1
meereffect;;;;;;;;1;1
Meerwold B.V.;;;;1;;;;;1
Mei Zakelijke Bijeenkomsten;;;;;;1;;;1
Mekander;;;;;;1;;;1
Mercure Den Haag Central;1;;;;;;1;;1
Merlijn B.V.;;;;;;1;;;1
Meurs HRM;;;;;;1;;;1
Middin;1;;;;;;;;1
Mies/Tekst en Training;;;;;;1;;;1
Millie's Indische Keuken;;;;1;;;;;1
Mindfulness Utrecht;;;;;;1;;;1
Mindmatterz;;;;;;1;;;1
MingleMush B.V.;;;;1;;;;;1
Mittuniversitetet;;;;;;1;;;1
Mobile World Congress;;;;;;1;;;1
Moduli Print B.V.;;;;1;;;;;1
Mokum Events B.V.;;;;1;;;;;1
Mom in Balance B.V.;;;;;;1;;;1
Mondial Movers B.V.;;1;;;;;;;1
Mondo Dei Sapori B.V.;;;;1;;;;;1
Motifade B.V.;;;;;;1;;;1
Motivatio;;;;;;1;;;1
Mts Janssens en Hogewind;;;;1;;;;;1
Mts. van Gurp;;;;1;;;;;1
Munckhof Groep B.V.;;;;;;;;1;1
Munckhof Reizen B.V.;;;;;;;;1;1
Murphy's Law;1;;;1;;;;;1
Museum Escher in het Paleis;;;;1;;;;;1
Museumshop Den Haag;;;;1;;;;;1
MVB Horeca t.h.o.d.n. La Cubanita Delft;;;;1;;;;;1
My HBM Support B.V.;;;;;;1;;;1
N. Ulrici;;;;;;1;;;1
Napule è By Donato Ristorante-Pizzeria;;;;1;;;;;1
NAR;;;;;;1;;1;1
Nationaal Gevangenismuseum;;;;1;;;;;1
Natuurmonumenten Bezoekerscentrum De Wieden;;;;1;;;;;1
Navigo Amsterdam;;;;1;;;;;1
Navingo B.V.;;;;;;1;;;1
NCOI Techniek Trainingen B.V.;;;;;;1;;;1
NEBO Foto-Video-Digitaal;;;;1;;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;1;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;1;;;1
Nederl. Ver. Van Participatiemaatschappijen;;;;;;1;;;1
Nederland Distributieland (Ndl);;;;;;;;1;1
Nederland. Vereniging voor Aanbestedingsrecht;;;;;;1;;;1
Nederlands Architectuur Forum;;;;;;1;;;1
Nederlands Genootschap voor Sociale Zekerheid;;;;;;1;;;1
Nederlandse Juristen-Vereniging;;;;;;1;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;;1;;1;1
Nederlandse Vereniging voor Energierecht;;;;;;1;;;1
Nederlandse Vereniging voor Europees Recht;;;;;;1;;;1
Nederlandse Vereniging voor Interim Managers;;;;;;1;;;1
NESCIO intermenselijk;;;;;;1;;;1
Nestor;;;;;;1;;;1
NEVERREST;;;;1;;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;1
NIBE B.V.;;;;;;1;;;1
NIBE-SVV Opleidingen B.V.;;;;;;1;;;1
NIBE-SVV Trainingen B.V.;;;;;;1;;;1
Nieuw Engelhard B.V.;;;;1;;;;;1
Nieuw Rotterdams Café B.V.;;;;1;;;;;1
Nive, Nederlandse Vereniging voor Management;;;;;;1;;;1
NL Oracle User Group;;;;;;1;;;1
NLUUG;;;;;;1;;;1
NNEK Service B.V.;;;;;;;;1;1
Nobbe Mieras;;;;;;1;;;1
nova Institut GmbH;;;;;;1;;;1
Novotel Brussels City Centre;;;;;;;;1;1
Nox People B.V.;;;;;1;;;;1
NRJ Architectuur;;;;1;;;;;1
Nsob;;;;;;1;;;1
NTI B.V.;;;;;;1;;;1
NUX Legal Services;;;;;;1;;;1
Nyenrode Services B.V.;;;;;;1;;;1
O&i management consultants B.V.;;;;;;1;;;1
OANEvents;;;;;;1;;;1
Oase Beach Exploitatie B.V.;;;;1;;;;;1
Odette van Son;;;;;;1;;;1
OdysSee Coaching;;;;;;1;;;1
OIB Leerhotel B.V.;;;;1;;;;;1
Oker B.V.;;;;1;;;;1;1
Olijfje;;;;1;;;;;1
Onderzoek Kamelenmelk Smits;;;;1;;;;;1
OneMeeting B.V.;;;;;;1;;;1
Online Dialogue B.V.;;;;;;1;;;1
Online Seminar B.V.;;;;;;1;;;1
Ontbijt & Lunch Juni;;;;1;;;;;1
Ontdek Autisme;;;;;;1;;;1
Oonkay;;;;;;;;1;1
Op Dreef;;;;;;1;;;1
Opdelijn.nl;;;;1;;;;;1
Open Ateliers B.V.;;;;;;1;;;1
OPP Limited;;;;;;1;;;1
Optelec Nederland B.V.;;;;;;1;;;1
Optimaal Talent;;;;;;1;;;1
Oracle Benelux Usergroups;;;;;;1;;;1
Orange Connect;;;;;;1;;;1
Orde van organisatiekundigen en -adviseurs;;;;;;1;;;1
Organisatie ID;;;;;;;;1;1
Original Tours & Activities Nederland B.V.;;;;1;;;;;1
Oscars Scheveningen B.V.;;;;1;;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;1
Osse Business Consultancy B.V.;;;;;;1;;;1
Oud & Nieuw;;;;1;;;;;1
Oudaen B.V.;;;;1;;;;1;1
P&S Entertainment;;;;1;;;;;1
P.B.N. Sport & Adventure B.V.;;;;1;;;;;1
Paapstvandam B.V.;;;;;;1;;;1
Packt Publishing Limited;;;;;;1;;;1
Pakhuis Leiden B.V.;;;;1;;;;;1
Paleishotel;;;;1;;;;;1
Pandahallen;;;;1;;;;;1
PAPA's Kitchen and Drinks B.V.;;;;1;;;;;1
Papiamentu Op Maat;;;;;;1;;;1
Parfumerie Douglas Nederland B.V.;;;;1;;;;;1
Parkhotel Den Haag;;;;;;;;1;1
Partyservice Pato;;;;1;;;;;1
Pathé Theatres B.V.;;;;1;;;;;1
Patisserie van Gent;;;;1;;;;;1
Patrick Schriel Coaching & Training;;;;;;1;;;1
Paulusma Reizen B.V.;;;;1;;;;;1
Paviljoen Malieveld;;;;1;;;;;1
Paviljoen Overdiep;;;;1;;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;1
PernU B.V.;1;;;;;;;;1
Personeelsvereniging 'De Til';;;;1;;;;;1
Personeelsvereniging Remunj;;;;1;;;;;1
Personeelsvereniging T4all;;;;1;;;;;1
Perstretto;;;;;;1;;;1
PETEMARI B.V.;;;;1;;;;;1
Peter Clausman;;;;;;1;;;1
Peter Vader Producties B.V.;;;;1;;;;;1
Peter Weijmer Consultancy;;;;;;1;;;1
Phaos Advies B.V.;;;;;;1;;;1
Phil Nijhuis Fotografie;;;;1;;;;;1
Phoca Trainen en Coachen van Pers. Leidersch.;;;;;;1;;;1
Phonsawan B.V.;;;;1;;;;;1
PI Europe gGmbH;;;;;;1;;;1
Piatto B.V.;;;;1;;;;;1
Pink Elephant Education B.V.;;;;;;1;;;1
Pino Evenementen & Congressen B.V.;;;;;;1;;;1
Pitch & Putt Golf Molenhoek;;;;1;;;;;1
Pitch & Putt Twente V.O.F.;;;;1;;;;;1
Pizzeria Ristorante Bella Italia B.V.;;;;1;;;;;1
Pizzeria Verlengde Hereweg B.V.;;;;1;;;;;1
Plata Foundation B.V.;;;;;;1;;;1
Plata Fundament B.V.;;;;;;1;;;1
Plein 9 A B.V.;;;;1;;;;;1
Pluimen B.V.;;;;1;;;;;1
PlusPulse B.V.;;;;;;1;;;1
PMEducatie;;;;;;1;;;1
Poldersport B.V.;;;;1;;;;;1
Policy Tracker;;;;;;1;;;1
Pondok Bali Mandera;;;;1;;;;;1
Popocatepetl;;;;1;;;;;1
Post B.V.;;;;1;;;;;1
Postwagen Tolbert B.V.;;;;1;;;;;1
praktijk360graden;;;;;;1;;;1
Prelum Uitgevers B.V.;;;;;;1;;;1
Premium & Promotion Partners B.V.;;;;1;;;;;1
Presentatiecoach.nl;;;;;;1;;;1
Pricewaterhousecoopers Advisory N.V.;;;;;;1;;;1
Privacy Salon vzw;;;;;;1;;;1
Professional Conference Organiser;;;;;;1;;;1
Project 13;;;;;;1;;;1
Protinus IT B.V.;;;;;;1;;;1
Protocolbureau;;;;;;1;;;1
Proversie;;;;;;1;;;1
Prowareness WeOn Academy B.V.;;;;;;1;;;1
Psyon B.V.;;;1;;;;;;1
Punt Zes;;;;;;1;;;1
Pur-Ser;;;;1;;;;;1
Puur Amsterdam;;;;1;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;1;;;1
PVO by Desque;;;1;;;;;;1
Quinton Brandveiligheid B.V.;;;;;;1;;;1
QuoVadis Trustlink B.V.;;;;;1;;;1;1
R.B. van Baaren Holding B.V.;;;;;;1;;1;1
Radicand Economics;;;;;;1;;;1
Radio Royaal B.V.;;;;1;;;;;1
RAI Amsterdam B.V.;;;;;;;1;;1
Railforum Nederland;;;;;;1;;;1
Rakos Management en Training;;;;1;;;;;1
Randstad HR Solutions B.V.;;;;;;1;;;1
RAVON;;;;1;;;;;1
RB&W;;;;;;1;;;1
RDM Events B.V.;;;;1;;;;;1
Real-life Xcape;;;;1;;;;;1
Recreatiecentrum De Otter;;;;;;;;1;1
Reflect LCI;;;;;;1;;;1
Regina Coeli Language Courses B.V.;;;;;;1;;;1
RegioEffect;;;;;1;;;;1
Reinbert Martijn;;;;;;;;1;1
René Graumans Beheer;;;;1;;;;;1
Rendement Uitgeverij B.V.;;;;;;1;;;1
Rendiz B.V.;;;;1;;;;;1
Renne Streekproducten;;;;;;;;1;1
Restaurant & Catering Mennega;;;;1;;;;;1
Restaurant Alexander;;;;1;;;;;1
Restaurant Bar NIVOO B.V.;;;;1;;;;;1
Restaurant Bo&Ro B.V.;;;;1;;;;;1
Restaurant Christian;;;;1;;;;;1
Restaurant De Basiliek B.V.;;;;1;;;1;;1
Restaurant de Muzikant Assen V.O.F.;;;;1;;;;;1
Restaurant De Zakkendrager B.V.;;;;1;;;;;1
Restaurant Fouquet;;;;1;;;;;1
Restaurant Grandcaf� Liff;;;;1;;;;;1
Restaurant La Viña;;;;1;;;;;1
Restaurant O'Pazzo B.V.;;;;1;;;;;1
Restaurant Sarinande;;;;1;;;;;1
Restaurant Trix, de Menthenberg;;;;1;;;;;1
Restaurant Veldzicht;;;;1;;;;;1
Restaurette Schierzicht;;;;1;;;;;1
Restorante Pizzeria Bella Torino;;;;1;;;;;1
Rethink Events Ltd.;;;;;;;;1;1
'Rietland';;;;1;;;;;1
Rijksmuseum van Oudheden;;;;1;;;;;1
Ristorante Italiano 'La Liguria' B.V.;;;;1;;;;;1
Rodi Media Zuid-Holland B.V.;;;1;;;;;;1
Rodizio Den Haag;;;;1;;;;;1
ROHDE & GRAHL B.V.;;;1;;;;;;1
Roller Productions;;;;1;;;;;1
Romifo B.V.;;;;;;;;1;1
Rondvaart Zwolle;;;;1;;;;;1
RONT Management Consultants B.V.;;;;;;1;;;1
ROOM koffie, eten en meer;;;;1;;;;;1
Rosarium Wokrestaurant Westbroekpark;;;;1;;;;;1
Rotradamus B.V.;;;;;;1;;;1
Rozenhof C.V.;;;;;;1;;;1
RuimTeUtrecht B.V.;;;;;;;;1;1
Sabine Events;;;;1;;;;;1
Safe Site B.V.;;;;;;1;;;1
Sandra van Uffelen Visagie;;;;1;;;;;1
Santos Den Haag B.V.;;;;1;;;;;1
Sapori d'Italia B.V.;;;;1;;;;;1
Sareno B.V.;;;1;;;;;;1
SBI Formaat Opleiding en Advies B.V.;;;;;;1;;;1
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;1
Schaatsbaan Rotterdam B.V.;;;;1;;;;;1
Scheidegger Trainingen B.V.;;;;;;1;;;1
Schoevers Trainingen B.V.;;;;;;1;;;1
SchoolvoorCoaching B.V.;;;;;;1;;;1
Schouten & Nelissen B.V.;;;;;;1;;;1
Schouten & Nelissen Nederland B.V.;;;;;;1;;;1
Schuttelaar Delicatessen Wijnen;;;;1;;;;;1
ScienceWorks B.V.;;;;;;1;;;1
Screenhouse B.V.;;;;1;;;;;1
Seadreams BVBA;;;;;;1;;;1
Seats2Meet.com Utrecht B.V.;;;;;;;;1;1
SecureLink Nederland B.V.;;;;;;1;;;1
Semper Florens;;;;1;;;;;1
Senior Jurist Training & Coaching;;;;;;1;;;1
Sereen Yoga;;;;1;;;;;1
Servicekantoor Ipse de Bruggen;;;;1;;;;;1
Severs & van Dijk LC 's-Hertogenbosch;;;;1;;;;;1
Shabu Shabu 's Gravenhage B.V.;;;;1;;;;;1
SheCompany;;;;;;1;;;1
Sheep@Work;;;;1;;;;;1
Silent Disco International B.V.;;;;1;;;;;1
Silver Pond B.V.;;;;1;;;;;1
Simone Tenda;;;;;;1;;;1
Simonis Oude Visafslag B.V.;;;;1;;;1;;1
Siteimprove B.V.;;;;;;1;;;1
Slagerij Bos en Co V.O.F.;;;;1;;;;;1
Smaackmakers Experience;;;;;;1;;;1
SmaaQt B.V.;;;;1;;;;;1
Smart&Able B.V.;;;;;;1;;;1
Snip Wonen Plus;;;1;;;;;;1
Society of Petroleum Engineers Stichting;;;;;;1;;;1
Soil 4 Life;;;;;;1;;;1
SOL Grill B.V.;;;;1;;;;;1
SolarPlaza International B.V.;;;;;;;;1;1
SolBeach B.V.;;;;1;;;;1;1
Solex Betuwe;;;;1;;;;;1
Solexverhuur Dinkelland;;;;1;;;;;1
Sono Koek V.O.F.;;;;1;;;;;1
Sop B.V.;;;;1;;;;;1
Sophie Eats.;;;;1;;;;;1
SOSV Opleidingen B.V.;;;;;;1;;;1
Space Expo;;;;1;;;;;1
Spaces Rode Olifant B.V.;;;;1;;;;1;1
Speakers Academy®;;;;1;;1;;;1
Specialtours Events;;;;1;;;;;1
Spectrum B.V.;;;;;;1;;;1
Spellenlabs B.V.;;;;1;;;;;1
SPITZ congres & event B.V.;;;;;;1;;;1
SpiZe B.V.;;;;1;;;;;1
Sportfondsen Leidschendam-Voorburg B.V.;;;;1;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;;;1
Sprankel & Co;;;;;;1;;;1
Sprekershuys B.V.;;;;;;;;1;1
SRS Consulting B.V.;;;;;;1;;;1
Stad Unique B.V.;;;;1;;;;;1
Stadsarrangement.nl;;;;1;;;;;1
Stadscafé De Observant;;;;;;1;;1;1
Staples Nederland B.V.;;;;1;;;;;1
Startel B.V.;;;;;;;;1;1
Stavoor B.V.;;;;;;1;;;1
STC-KNRM B.V.;;;;;;1;;;1
Stg. Colloq. Vervoersplanologisch Speurwerk;;;;;;1;;;1
Stg. onderst. proj. Unie Soroptimistclbs NSC;;;;1;;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;1
Stg. tot Instandh. Diergaarde Natura Artis;;;;1;;1;;;1
Sticht. Bevordering Beeldvorm. Int. Samenlev.;;;;1;;;;;1
Sticht. Post Hoger Onderwijs Veiligheidskunde;;;;;;1;;;1
Sticht. Proj. Kiwanisclub Zeist-Kromme Rijn;;;;1;;;;;1
Stichting Aanbestedingsrecht;;;;;;1;;;1
Stichting Amersfoort in C;;;;1;;;;;1
Stichting Amsterdam Institute of Finance;;;;;;1;;;1
Stichting Atlantische Commissie;;;;;;1;;;1
Stichting Bedrijfshockey Haagse Regio;;;;1;;;;;1
Stichting Beheer Dorpshuis Wieringerwaard;;;;;;;;1;1
Stichting Beheer Synagoge;;;;1;;;;;1
Stichting Beroepseer;;;;;;1;;;1
Stichting BiomimicryNL;;;;;;1;;;1
Stichting BuildinG;;;;1;;;;;1
Stichting CAPIGI Foundation;;;;;;;;1;1
Stichting Christus Triumfatorkerk;;;;;;;;1;1
Stichting City Mondial;;;;1;;;;;1
Stichting De Nieuwe Arbeid Gelderland;;;;;1;;;;1
Stichting De Ooievaart;;;;1;;;;;1
Stichting Digitale Overheid;;;;;;1;;;1
Stichting Diversity Dinner;;;;;1;;;;1
Stichting Dominicanenklooster Zwolle;;;;;;;;1;1
Stichting Drupal Nederland;;;;;;1;;;1
Stichting Dutch Government Pride;;;;;;1;;;1
Stichting EMC Europe 2018 - Amsterdam;;;;;;1;;;1
Stichting EPI-kenniscentrum;;;;;;1;;1;1
Stichting financieel forensisch instituut;;;;;;1;;;1
Stichting Gemeente Gods Hoogezand;;;;;;;;1;1
Stichting Gilde Amersfoort;;;;1;;;;;1
Stichting Gilde Amsterdam;;;;1;;;;;1
Stichting Groningen Congres Bureau;;;;;;1;;;1
Stichting Groninger Museum voor Stad en Lande;;;;1;;;;;1
Stichting Grotius Academie;;;;;;1;;;1
Stichting Hanzehogeschool Groningen;;;;;1;;;;1
Stichting HIER opgewekt;;;;;;1;;;1
Stichting Hoetinkfonds, Sociaal Fonds EL&I;1;;;;;;;;1
Stichting Hogeschool van Arnhem en Nijmegen;;;;;;1;;;1
Stichting Humanity House;;;;;;;;1;1
Stichting Infographicscongres Nederland;;;;;;;;1;1
Stichting Instit. for Econom. and Soc. Stud.;;;;;;1;;;1
Stichting Instituut voor Bouwrecht;;;;;;1;;;1
Stichting Instock;;;;1;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;1;;;1
Stichting Jong Ondernemen;;;;;;;;1;1
Stichting Kasteel De Essenburgh;;;;;;1;;;1
Stichting KdK Conferentiehotel;1;;;;;;;;1
Stichting Klimaatverbond Nederland;;;;;;1;;;1
Stichting Koninklijke Rotterdamse Diergaarde;;;;1;;;;;1
Stichting Marketing Groningen;;;;1;;;;;1
Stichting Nederland Monumentenland;;;;;;1;;;1
Stichting Nederlands Watermuseum;;;;;;1;;;1
Stichting NIVRE Calamiteiten & Projecten;;;;;;1;;;1
Stichting Ons Dorpshuis;;;;;;;;1;1
Stichting Ontwikkelingen Mededingingsrecht;;;;;;1;;;1
Stichting Oxalis Deppei 4 Kids;;;;1;;;;;1
Stichting Paradox;;;;1;;;;;1
Stichting poppodium FLUOR;;;;;;;1;;1
Stichting Prins27;;;;;;1;;;1
Stichting Regionale VVV Zuid-Holland-Zuid;;;;1;;;;;1
Stichting 'Romeins Schip Woerden';;;;1;;;;;1
Stichting SAM;;;;;1;;;;1
Stichting SEO Economisch Onderzoek;;;;;;1;;;1
Stichting Skippy;;;;1;;;;;1
Stichting Socrates Nederland;;;;;;1;;;1
Stichting Springtij Festival Terschelling;;;;;;1;;1;1
Stichting Stresscentrum;;;;;;1;;;1
Stichting Take Off;;;;1;;;;;1
Stichting The Hague Marketing Bureau;;;;1;;;;;1
Stichting TKD;;;;;;1;;;1
Stichting TKI-Wind op Zee;;;;;;;;1;1
Stichting Tolknet;;;;1;;;;;1
Stichting Tomato World;;;;1;;;;;1
Stichting TrasHure Hunt;;;;1;;;;;1
Stichting Univé Rechtshulp;;;;;;;;1;1
Stichting Utrechts Centrum voor de Kunsten;;;;1;;;;;1
Stichting Voedseltuin Rotterdam;;;;;;1;;;1
Stichting Vogin;;;;;;1;;1;1
Stichting Voorlinden;;;;1;;;;;1
Stichting Warmtenetwerk;;;;;;;;1;1
Stichting Werk aan de Linie;;;;1;;;;;1
Stichting Woerden Marketing;;;;1;;;;;1
Stichting Zaans Museum;;;;;;;1;;1
Strandclub Doen! Strand noord;;;;1;;;;;1
Strandhoeve Adventures;;;;1;;;;;1
Strandpaviljoen Buiten B.V.;;;;1;;;;;1
Strandpaviljoen De Kwartel B.V.;;;;1;;;;;1
Strandrestaurant Meerzicht B.V.;;;;1;;;;;1
Strandtent De Fuut;;;;1;;;;;1
Strat�gies T�l�coms;;;;;;1;;;1
Streetball Groningen;;;;1;;;;;1
StressWise;;;;;;1;;;1
Sturingsadvies;;;;;;1;;;1
Sumo Den Haag 2 Sushi en Grill restaurant;;;;1;;;;;1
SURFnet B.V.;;;;;;1;;;1
Sustainable Compass;;;;;;1;;;1
Sustainable Talent;;;;;;1;;;1
't Goude Hooft Exploitatie B.V.;;;;1;;;;;1
't Waegstuk B.V.;;;;1;;;;;1
't Wapen Van Marion B.V.;;;;1;;;;;1
T.G.J. van Hattum Juridisch Advies;;;;;;1;;;1
TaalTaal B.V.;;;;;;1;;;1
Taj Mahal B.V.;;;;1;;;;;1
Talamanca coaching en advies;;;;;;1;;;1
Taleninstituut Amsterdam;;;;;;1;;;1
TalentOn B.V.;;;;;;1;;;1
