Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;4-Diensten en middelen
Global Connection;;;;;;;;4;;4
GMC-Instruments Nederland;;;;;;;;1;;1
Golfbaan De Stok;;;;;;;;1;;1
GOM Schoonhouden;;;8;;;;1;1;;8
Goodstore Netherland;1;;;;;;;;;1
Goodwork Productions;;;;;;;;2;;2
Goos Horeca;;;;;;;;1;;1
Gosliga & Zn.;;1;;;;;;;;1
Gouwenberg vloeren;;;;;;;;1;;1
Govers Groothandel;;;;;;;1;1;;1
Granada Grand Café Restaurant;;;;;;;;1;;1
Green Bizz;;;;;;;1;;;1
Greenhouse Groenverhuur;1;;;1;;;1;;;2
Greenz;1;;;1;;;2;;;2
Groenrijk;;;;;;;1;;;1
Groot Techniek;;;;;;;;1;;1
Gruppo Corso Limited;;;;;;;1;;;1
GSH Identification Solutions (vh GS Handelsbedrijf);;;;;;;;2;;2
Gtp management;;;;;;;;1;;1
Gullimex;1;;;;;;;;;1
H. De Vries Kärcher Center;;;;1;;;;;;1
H. Drok Tankstation Drok;;1;;1;;;;;;1
H.J. van Drunen B.V.;;;;;;;;2;;2
H.J. van Riel Wijnhandel;;;;;;;;1;;1
Haagen Rookgeneratoren;;1;;;;;;;;1
Haesje Claes Restaurant;;;;;;;;1;;1
Hagatex;;;1;;;;;1;;1
Hako;;;;;;;1;1;;1
Haku;;;;;;;;1;;1
Hakvoort Horeca;;;;;;;1;;;1
Halfords Nederland;;;;;;;;1;;1
Haltronic Electro-Installaties;;;1;;;;1;2;;2
Hamer Installatietechniek;;;;;;;;3;;3
Hammesfahr Holland Scharenfabriek B;;;;;;;;1;;1
Han Fey Lock Technologies;;1;;;;;;;;1
Handelsonderneming Joh. Blom;;;;;;;;4;;4
Handelsonderneming Topscore;;;;;;;;1;;1
Hanel Kantoor- en Magazijnsystemen;;;;;;;1;;;1
Hanos;1;;;;;;;;;1
HaPe Aviation & Marine Service;;;;1;;;;3;;3
Hapers Tweewielers;;;;;;;;1;;1
Harbers Trucks;;;;4;;;;;;4
Hartenstein@Laurie Restaurant;1;;;;;;;;;1
Hateha B.V.;;;;1;;;;;;1
Hatenboer-Water;;;;;;;;2;;2
Hatz Nederland;;;;;;;;1;;1
HB Gaskachels;;;;;;;1;;;1
HdV Computers;;;;;;;;1;;1
Hecla Groep;;;;;;;;1;;1
Hedera;;;;;;;;1;;1
Heeres Boat Service;;;;;;;;1;;1
Heerlijkthuis.nl/Leesland;;;;;;;;1;;1
Heffiq (vh Barloworld Intern Transport);;;;2;;;;;;2
Heigo Nederland;;;;;;;;1;;1
Heijkop's Houtsnijwerk;;;;;;;1;;;1
Heike Dierrijk Klinieken BV;;2;;;;;;;;2
Heinen en Hopman Engineering;;;;;;;;1;;1
Helder Events;;;;;;;;1;;1
Helicon Opleidingen;;1;;;;;;;;1
Heliflight Holland B.V.;;;;2;;;;;;2
Helmers Accommodatie en Interieur B;;;;;;;;1;;1
Heman Verhuurservice;1;;;;;;;;;1
Hemimex B.V.;;;;;;;;1;;1
Hendor B.V.;;;;;;;;1;;1
Hendrik Veder Group;;;;;;;;1;;1
Henk Maas Weegschalen;;;;;;;;1;;1
Hennink Boekbinderij;;;;;;;;1;;1
Herens Transport;;1;;;;;;;;1
Hertel Marine Services;;;;2;;;;;;2
Hertz Automobielen;;;;6;;;;;;6
Hessel's Toiletwagen-Verhuur;;;;;;;;1;;1
Het Hooihuis;;;;;;;;1;;1
Het Medaillehuis Suurd;;;;;;;;1;;1
Het Oude Tolhuys;1;1;;;;;;1;;1
Het Scheepvaartmuseum Enterprise Stichting;;;;;;;;1;;1
Het Schildersbedrijf De Jong Artist;1;;;;;;;;;1
Heynen;;;;;;;;1;;1
Hielkema Services & Calibration;;;;;;;;3;;3
Hijswinkel B.V.;;;;;;;;1;;1
Hildering Packaging;;;;;;;;1;;1
Hilti Nederland;;;;;;;;1;;1
Hilton;;;;;;;;1;;1
Hiltra Barneveld;;;;;;;;2;;2
HK Plastics B.V.;;;;;;;;1;;1
HMS Host Marriott Services Horeca Exploitatie Maatschappij Schiphol;;;;;;;;1;;1
Hobart Foster Holland;;;;;;;;2;;2
Hobrand Brandweermaterialen;;2;;;;;;1;;2
Hoffmann Bedrijfsuitrusting;;1;;;;;1;2;;2
Hofland Grootkeuken;;;;;;;;2;;2
Hogenboom Vakantieparken;;;1;;;;2;;;2
Hogeschool van Utrecht;;;;;;;2;;;2
Holland Inbouw;;;;1;;;;;;1
Holland Media Combinatie (HDC Media);;;;;;;;1;;1
Holland Ridderkerk (SecuredDocuments);;;;;;;1;;;1
Holland Technical;;;;;;;;2;;2
Hollandwebwinkel.nl;;;;;;;;1;;1
Holmatro Rescue Equipment B.V.;;2;;;;;;;;2
Homeij Oisterwijk;;;;;;;;5;;5
Honac Nederland;;;;;;;;1;;1
Hoogland-Mennens B.V.;;;;;;;;1;;1
HooVos Brandbeveiliging;;1;;;;;;;;1
HorecaWorld;;;;;;;1;1;;1
Horequip;;;;;;;1;1;;1
Horka International BV;;;;;;;;2;;2
Hotel Conferentiecentrum Landgoed Zonheuvel;;;;;;;;1;;1
Hotel Contact/Worldmeetings;;;;;;;1;3;;3
Hotel Schiphol A4;;;;;;;;1;;1
Hotel Sebel;1;;;;;;;;;1
HSA Breda;;;;;;;;1;;1
HSK Groep;;;;;;;;1;;1
HTM Hollandse Telecommunicatie Maatschappij;;;;1;;;;;;1
Huffels Delicatessen bv;1;;;;;;;1;;1
Hugen Brandbeveiliging en Adviesbureau;;2;;;;;;;;2
Hu-Man Training&Coaching;;;;;;;;1;;1
Humphrey's Restaurant;1;;;;;;;1;;1
HVC Huisvuilcentrale;;;;;;2;;;;2
Hydac B.V.;;;;;;;;1;;1
Hygiene-shop.nl;;;;;;;1;1;;1
Ibou;;;;;;;;2;;2
Icam;;;;;;;;1;;1
ICN Inpakcentrale;;;;;;;;3;;3
IL Fornaretto;;;;;;;;1;;1
Imaging People;;;;;;;;1;;1
Imbema Industrie, Transport en Automaterialen;;;;1;;;;2;;2
Imhotep Promotions;;;;;;;;3;;3
Impact Company;;;;;;;;2;;2
IMT Group;;;;;;;;1;;1
In2Content;;;;;;;;1;;1
Inbraakpreventie;;;;;;;;1;;1
Indel NV;;1;;;;;;;;1
Indoorsolution;;1;;;;;;;;1
Indu-Con B.V.;;;;;;;;1;;1
Indulux;;;;;;;;1;;1
Info Instruments B.V.;;;;;;;;1;;1
Informatiebord.nl;;;;;;;1;;;1
Informatique Computers en Componenten;;;;;;;1;1;;1
Infratel;;;;;;;;1;;1
Inmotus;;;;;;;;2;;2
Innovative Fire Fighting;;;;;;;;2;;2
Inscentives Europe;;;;;;;1;;;1
Intercede  Promotie Produkten;;2;;;;;;5;;5
Interhal Benelux B.V.;;;;;;;;1;;1
Interland Techniek;;;;;;;;1;;1
Internet Selling Service;;;;;;;1;;;1
Intersafe Groeneveld;;;1;;;;;3;;3
Interspiro;;;;;;;;1;;1
Interster International;;;;;;;;1;;1
Intertoys;;1;1;;;;1;;;1
Intimus (vh Asterion, Pitney Bowes);;;;1;;;;1;;1
Intraboss B.V.;;;;1;;;;;;1
Intramat Handtransport;;;;;;;;2;;2
Intratuin Groenprojecten Interieurbeplanting;;;;;;;2;;;2
Intronics;;;;;;;;1;;1
Ipar Industrial Partners B.V.;;;;;;;;1;;1
IS Interned Services Groep;;;;;;;;1;;1
Isca Nederland;;;;;;;;1;;1
ISS Holding/Facility Services;;;3;;;;;;;3
ITC Alles Voor Uw Kantoor;;;;;;;1;1;;1
Iveco Nederland;;;;4;;;;;;4
J&H Professioneel Licht en Geluid;;;;;;;1;;;1
J. van Amesfoort Bloemsierkunst;1;;;;;;;1;;1
J.C. Bamford N.V.;;;;1;;;;1;;1
J.V.E. Electromechanica;;;;1;;;;;;1
Jac Heemskerk Bloemisten;1;;;;;;;1;;1
Jacobs Breda Electronics;;;;;;;;1;;1
Jalema;;;;;;;;1;;1
Jan De Wit Autocars;;;;4;;;;;;4
Jan Terpstra Tweewielerspecialist;;;;;;;;1;;1
Jan Van Leusen BV;;;;;;;;1;;1
Jan van Velden & Co;;;;;;;;1;;1
Jansen-Wijsmuller & Beuns;;;;;;;;1;;1
Janssen Sound & Light;;;;;;;;1;;1
Jaski Automaten;;;;;;;;1;;1
JBM Koeriers;;;;2;;;;;;2
JBS Multimedia;;;;;;;;1;;1
JdeB Steam Cleaning;;;;;;;;1;;1
Jim van der Mee photography;;;;;;;;1;;1
Jiu-Jiu - De Chinese Muur Restaurant ;;;;;;;;1;;1
JMT International;1;;;;;;;;;1
Joh. Boomsma v.o.f.;;;;;;;;1;;1
Jongsma Containers B.V.;;;;;;;;1;;1
Jopa Racing Products B.V.;;;;;;;;2;;2
Jungheinrich Nederland;;;;1;;1;;3;;3
Kabelwaterskibaan Stroombroek;;;;;;;;1;;1
Kamera Express Nl;;;;;;;;1;;1
Kannegieter Electronica;;;;;;;;1;;1
Kantine Sport/Kaatshal De Trije;;;;;;;;1;;1
Kantoorcentrum Beuningen (incl. KC Business Solutions);;;;;;;;1;;1
Kantoorstempels.nl;;;;;;;;1;;1
Karcher;;;;1;;;1;1;;2
Karel V Utrecht Grand Hotel;;;;;;;;1;;1
Karwansaray B.V.;;;;;;;;1;;1
KAV Autoverhuur;;;1;4;;;;;;4
Keijsers Lundiform;;;;;;;2;;;2
Kemetyl Nederland;;;;1;;;;;;1
Kenbri Fire Fighting Equipment (incl. Weber Rescue);;2;;;;;;1;;2
Kennelbouw Exclusief;;1;;;;;;;;1
Kentie Afterprint;;;;;;;;1;;1
Kerger & Co;;;;;;;;1;;1
Kesco;;;;;;;;1;;1
King Disposables Nederland;;;7;;;1;4;6;;7
Kitty's Heksenketel;;;;;;;;1;;1
Kiwanis Club Noviomagus;;;;;;;;1;;1
Klein Tooling;;;;;;;;2;;2
Klok de Dranken b.v.;2;;;1;;;;;;2
Kloosterboer Decor;;;;;;;2;;;2
KMA Logistics and Textiles;;;;;;;;2;;2
Kobout;;;;1;;;;1;;1
Koningskruid Bloembinderij;;;;;;;;1;;1
Koninklijk Zoölogisch Genootschap Natura Artis Magistra;;;;;;;;1;;1
Koninklijke Ahrend (incl. Ahrend Inrichtingen);;;1;;;;7;4;;7
Koninklijke Begeer (incl. W. van Veluw);;;;;;;1;5;;5
Koninklijke Fabr. Posthumus (PS Groep);;;;;;;;1;;1
Koninklijke Nederlandse Politiehond;;1;;;;;;;;1
Kooning Schiphol;;;1;;;;;1;;1
Koppen Speelgoed;;;;;;;;1;;1
Kors Hoogwerk Systemen;;;;;;;;1;;1
Kort Pack;;;;;;;;1;;1
Kovax Europe B.V.;;;;;;;;1;;1
Kraakman Reyneveld;;;;;;;1;;;1
Kraanverhuur D. Boekestijn B.V.;;;;;;;1;;;1
Kranen Horeca & Kerstpaketten;;;;;;;;4;;4
Kreisler Import;;;;;;;;2;;2
Krinkels;;;;;;;;1;;1
Kroezen Sytsema Artistique;1;;;;;;;;;1
Kroon;;;;;;;;1;;1
Kropman Installatietechniek;;;;;;;;1;;1
Kruizinga;;;;;;;;2;;2
KSB Repro;;;;;;;;1;;1
KSV De Betuwe;;;;;;;;1;;1
Kumpulan;1;;1;;;;;2;;2
KVS Kantoorinrichtignen;;;;;;;;1;;1
KWx;;1;;;;;;;;1
La Carte Internet;;;;;;;;1;;1
Laagland;;;;;;;;1;;1
Labberton Bloemisterij;1;;;;;;;1;;1
Laco Handelsonderneming;;;;;;;;2;;2
Lamar Communicatie;;;;;;;;2;;2
Lamers High Tech Systems B.V.;;;;1;;;;;;1
Lampe Technical Textiles;;;;;;;;1;;1
Landbouwmechanisatiebedrijf Holland;;;;;;;1;;;1
Landré Euromach;;;;;;;;1;;1
Landstede;;;;;;;1;;;1
Langman Touwfabriek;;;;1;;;;;;1
Lankhorst Recycling Products;;;;;;;;1;;1
Lankhorst Taselaar B.V.;;;;1;;;;1;;1
Lasaulec;;;;;;;;2;;2
Laska computers en datacommunicatie;;;;;;;;1;;1
Lastek Beheer B.V.;;;;;;;;1;;1
Laundry Handelsond;;;;;;;2;;;2
Lautratex;;;;;;;;2;;2
Lavastica International;;;;;;;;1;;1
LCR Landelijk Coördinatiecentrum Reizigersadvisering Utrecht;;;;;;;;1;;1
Le Connaisseur Grand Restaurant;;;;;;;;1;;1
Leba Bakker Sport;;;;;;;;2;;2
Lederverwerkende Industrie;;;;;;;;1;;1
Leen Bakker Nederland;;;;;;;;1;;1
Leering Hengelo;;;;;;;;1;;1
Leeswereld;;;;;;;;1;;1
Leitz Service;;;;;;;;1;;1
Lemmens Motorsport;;;;1;;;;;;1
Lenarduzzi Natuursteen B.V.;;;;;;;1;;;1
Letters.nl B.V.;;;;;;;;2;;2
Leuveco Technische;;;;;;;;2;;2
Lex Lijstenmakerij;;;;;;;;1;;1
Life & Garden;;;;;;;1;;;1
Lijnco Speciaaldrukkerij Groningen;;;;;;;;2;;2
Lijstenmakerij Ton Roelofs;;;;;;;;1;;1
Linde Gas (incl. Cryoservice en Therapeutics);;;;;;;;1;;1
Lloyd's Register (incl. Cedeo);;;;;;2;;2;;2
Loggers Rubbertechniek B.V.;;;;;;;;1;;1
Logi Label;;;;;;;;1;;1
Logistik Unicorp B.V.;;;;;;;;2;;2
LOI Leidse Onderwijsinstelling;;;;;;;;1;;1
Luchthaven Maastricht;;;1;;;;;;;1
Luchttechnisch revisie Bureau van Elewout;;1;;;;;;2;;2
Luden Restaurant&Brasserie;;;;;;;;1;;1
Lumineux;;;;;;;;1;;1
LV Equipment;;;;;;;;6;;6
M. Seher & Co. Technische Handelsonderneming;;;;;;;;1;;1
M.T.S. Euro Products B.V.;;;;;;;1;;;1
Maat- en Orthopedisch Schoenatelier Linneweever;;;;;;;;1;;1
MacArtney;;;;;;;;1;;1
MAG 45 B.V.;;;;1;;;;3;;3
Magna Carta;;;;;;;;;2;2
Maha Nederland B.V.;;;;;;;;2;;2
Maintec;;;;;;;;1;;1
MAN Diesel & Turbo;;;;;;;;1;;1
MandYoga;;;;;;;;1;;1
Manfred J.C. Niemann Nederland B.V.;;;;;;;;1;;1
Manuli Fluiconnecto (vh Hebu);;;;;;;1;;;1
Manutan (vh Overtoom International);1;;1;1;;;2;2;;3
Maqutos;;;;;;;3;;;3
Marcom Recycling Machinery B.V.;;;;;;;;1;;1
Marfo BV;7;;;1;;;;;;7
Marico Expeditie B.V.;;;;5;;;;;;5
Marine Golfclub Nieuwediep;;;;;;;;1;;1
Marine Onderofficieren Club M.O.O.C;2;;;;;;;1;;2
Marine Watersport Vereniging;;;;;;;;1;;1
MarineBedrijf Sport en Ontspannings;1;;;;;;;4;;4
Marnemoende Restaurant;1;;;;;;;;;1
Martendo Stoelen;;;;;;;1;;;1
Mastermate Brinkman;;;;;;;;1;;1
MAUSER Benelux;;;;;;;;1;;1
Max Koot Studio;;;;;;;;3;;3
MBI B.V.;;;;1;;;;;;1
MCB Nederland;;;;1;;;;;;1
Media Markt;;;;;;;1;1;;1
Medica Europe;;;;;;;;1;;1
Medisch Spectrum Twente;1;;;;;;;;;1
Medisol;;;;;;;1;;;1
Meerts Belastingadvies en Rechtsbijstand;;;;;;;;1;;1
Meetpapier;;;;;;;;1;;1
Meijers Pan-Glaze V.O.F.;;;;;;;;1;;1
Meilink Kistenfabriek B.V.;;;;;;;;1;;1
Meis Brandbeveiliging B.V.;;;;;;;1;;;1
Mekelenkamp;;;;;;;;1;;1
Mennens;;;;1;;;;1;;1
Menoor;;;;;;;;1;;1
Mepal;;;;;;;;1;;1
Merin (vh Uni-Invest);;;;;;;1;;;1
Merlin Security Services;;;;;;;;1;;1
Merlina Asian Fusion Restaurant;;;;;;;;1;;1
Metsa Equipment B.V.;;;;;;;;1;;1
Mettler-Toledo;;;;;;;;1;;1
MF Safe & Clean;;;1;;;;;;;1
Mico Inkt;;;;;;;;1;;1
Micro Lasersystems B.V.;;;;;;;;2;;2
Micropeen Benelux B.V.;;;;;;;;1;;1
Middelbos;;;;;;;;1;;1
Midtronics;;;;;;;;1;;1
Miele;;;;;;;;1;;1
Milispec International/Logarma;;;;1;;;;;;1
Minkels;;;;;;;;1;;1
Minnebreuker Bloemenhuis;;;;;;;;1;;1
Misco Nederland;;;1;;;;;1;;1
Mistras Group B.V.;;;;;;;;2;;2
Mitutoyo Nederland;;;;;;;;1;;1
Mk2 Visuele Media;;;;;;;;1;;1
MMS- Magneetservice;;;;;;;;1;;1
Mocca D'Or;1;;;;;;;;;1
Modana Accessories B.V.;;;;;;;;1;;1
Mokum Events;;;;;;;;1;;1
Montagne Aardewerkfabriek B.V.;;;;;;;;1;;1
Mo-Tech Industries;;;;;;;3;2;;3
Motorservice Spaarnestad B.V.;;;;;;;;1;;1
Motrac Intern Transport;;;;6;;;;;;6
Mouthaan Interhijs;;;;;;;;2;;2
Movenpick Hotels;;;;;;;;1;;1
Mr. J.S. Dijkstra (Dijkstra van Dokkum Advocaten);;;;;;;;1;;1
MSA Nederland;;1;;;;;;3;;3
MSS Advanced Technologies b.v.;;;;;;;;1;;1
Mud Masters B.V.;;;;;;;;1;;1
Mulder Motoren;;;;1;;;;1;;1
Multi Post Nederland;;;;;;;;1;;1
Music All-In;;;;;;;;1;;1
Muspotex B.V.;;;;;;;;3;;3
Muta Sport;;;;;;;;1;;1
Muziekhandel De Staar V.O.F.;;;;;;;;1;;1
MvM Advies;;;;;;;;2;;2
MYLAPS Event Timing B.V.;;;;;;;;1;;1
Mymiller;;;;;;;;1;;1
N.A. van den Hoven & Zn Brandkastenfabriek;;;;;;;1;;;1
National Instruments;;;;;;;;1;;1
Nautikaris;;;;;;;;2;;2
NBD Biblion;;;;;;;;2;;2
NDT Scap B.V.;;;;;;;;1;;1
Nedcon Magazijninrichting;;;;;;;;1;;1
Nederland Sales & Service;;;;;;;;1;;1
Nederlandse Vereniging van Maatschappelijk Werkers;;;;1;;;;;;1
Nederman (incl. Lebon&Gimbrair);;;;;;;;2;;2
Nedklok Nederlandse Klokkenindustrie;;;;;;;;1;;1
Nedvan International;;;;;;;;2;;2
Nefab Bijl;;;;2;;;;2;;2
Nemo Science Center;;;;;;;;1;;1
Neopost (incl. Neopost Finance);;;;1;;;;2;;2
Neschen;;;;;;;;2;;2
Neskrid B.V.;;;;;;;;1;;1
NFGD Audiovisuele Technieken;;;1;;;;1;1;;1
Niels Autowas B.V.;;;;;;;;1;;1
Nilfisk Advance;;;;;;;1;1;;1
Nk Hezemans Textiel;;;;;;;;1;;1
Non Plus Ultra;1;;;;;;;1;;1
Noordzee Bowling Juliana;;;;;;;;1;;1
Noorloos Specialist Equipment;;;;;;;;4;;4
NoRisk KeyManagement (Traka);;;;;;;;1;;1
Northrop Grumman;;;;;;;;1;;1
NoÙl Timmermans Home Interior;;;;;;;1;;;1
Novek (incl. Aarding Components);;;;;;;;1;;1
Novelties Business Gifts;;;;;;;;1;;1
Novotel;;;;;;;1;;;1
Novy Hapers;;;;;;;;1;;1
NPI Instituut voor Organisatieontwikkeling (incl. Verborg & Withofs);;;;;;;1;1;;1
NPZ Nationaal Platform Zwembaden;;;;;;;;1;;1
NRC Handelsblad;;;;;;;;1;;1
Obex/Kension;;;;1;;;;;;1
OBV-Logistiek BV;;;;1;;;;;;1
Odyssee Groep training, pensioen in zicht;;1;;;;;;;;1
Office Depot (incl. Viking Direct, vh Guilbert);;;;;;;;1;;1
Olivier Belgisch Bier Café;;;;;;;;1;;1
Olssen;;;;;;;1;;;1
Omicron Defence Supplies B.V.;;;;;;;;4;;4
On-Deck B.V.;;;;;;;;1;;1
Onderdelen-online.nl;;;;;;;1;;;1
Ontwikkelings- en Exploitatie-;;;;;;;;1;;1
Onze Lieve Vrouwe;;;;;;;;1;;1
Ooms Construction;;;;;;;;1;;1
Oosterbaan Orthopedie;;;;;;;;1;;1
Optima Forma Fitness B.V.;;;;;;;;1;;1
Optisport;;;;;;;;1;;1
Oracle;;;;;;;;2;;2
Orange Blue Terminals B.V.;;;;5;;;;;;5
Orangerie Mattemburgh;1;;;;;;;;;1
Outdoor & Travel Outfitters;;;;;;;;5;;5
Overal Zand B.V.;;;;;;;;1;;1
P & S Watersport BV;;;;;;;;1;;1
P&O Ferries;;;;2;;;;;;2
Paardekooper Verpakkingen;;;;1;;;;1;;1
Pacor Pamero;;;;;;;;3;;3
Pactechno;;;;;;;;1;;1
Paolo Ristorante Pizzeria;1;;;;;;;;;1
Papendal Hotel en Congrescentrum;;;;;;;;1;;1
Paperlinx (v.h. Buhrmannubbens, incl. Living Office Paper Services);;;;;;;1;2;;2
Papyrus Groep;;;1;;;1;1;6;;6
Paracentrum Texel;;;;1;;;;;;1
Park & Tuinmachines Velp;;;;;;;;1;;1
Parkeer Beheer Roosendaal;;;;1;;;;;;1
Parker Hannifin;;;;1;;;;;;1
Park-Line;;;;;;;;1;;1
Paul Global Bonded BV;6;;;1;;;;;;6
Paul Kerrebijn Ontwerp & Illustratie;;;;;;;1;;;1
Paul van Empel Presentatiesystemen;;;;;;;2;1;;2
Paul Verhuurbedrijf;;;;;;;;1;;1
Peeman Dranken;1;;;1;;;;;;1
Pegasus Nautic Events (Kicker Events);1;;;;;;;;;1
Pemar Technische Groothandel;;;;1;;;;;;1
Pentoprint;;;;;;;;1;;1
People First;;;;;;;;2;;2
Perfekt Pak;;;1;;;;;;;1
Perier's Vleesbedrijf;5;;;;;;;;;5
Perpetuum;;;;;;;1;;;1
Peter van de Laar Schadeauto's en;;1;;;;;;;;1
PH Plus Solution B.V.;;;;;;;;1;;1
Pictogrammenwinkel;;;;;;;;1;;1
Piet Kookt;1;;;;;;;;;1
Pijnenburg Bouw en Industrie;;;;1;;;;;;1
Piranha Theater en Organisatieontwikkeling;;;;;;;;1;;1
PK Trading;6;;;;;;;;;6
PKF B.V.;;;;2;;;;;;2
Plastikor Nederland;;;1;;;;;1;;1
Plezant;2;;;;;;;;;2
Plugro Dongen B.V.;;;;;;;;1;;1
Pluk de Dag Bloemen en Sfeer;;;;;;;;1;;1
Poel Bosbouwartikelen;;;;;;;;1;;1
Pol.nl Wegbebakening, Bewegwijzering, Politietechniek;;;;;;;;1;;1
Polson TRT BV;;;;;;;1;;;1
Polvo (incl. Leys, VdStad, Dubson, Kruyt, Holtgrefe, Lekkerkerker);;;;;;;;1;;1
Poly Service;;;;;;;;1;;1
Polychromal;;;;;;;;1;;1
Pomweld Las- en Snijtechniek B.V.;;;;;;;;1;;1
Pon Power;;;;;;;;2;;2
Pontmeyer;;;;1;;;;1;;1
Pop-up Fun;;;;;;;;1;;1
Porto Maurizio;;;;;;;;1;;1
Poseidon;;;;;;;;4;;4
Posterama Screen Productions B.V.;;;;;;;;1;;1
PostNL (incl. TNT Post);;;;7;;;;;;7
Primaned;;;;;;;;1;;1
Primoteq;;;;;;;;3;;3
Princenhof Hotel Restaurant;;;;;;;;2;;2
Princeville Hotel Breda;;;;;;;1;;;1
Prixos;;;;;;;;1;;1
Probin Kaatsheuvel;;;;;;;1;;;1
Profile Equipment;;;;;;;;7;;7
Project Totaal Okido B.V.;;;;;;;1;;;1
Prominent Entertainment;1;;;;;;;;;1
Promis Electro Optics;;;;;;;;1;;1
Promofit;;;;;;;;1;;1
Promopodium;;;;;;;;1;;1
ProQares BV;;;;;;;;4;;4
ProSealing B.V.;;;;;;;;1;;1
Prowater;;;;;;;1;;;1
Puur Dunselman;;;;;;;;1;;1
PUURgroenten;;;;;;;;1;;1
PVIB Platform Voor Informatiebeveiliging;;;;;;;;1;;1
PWG Bedrijfsveilige Kleding;;;;;;;;6;;6
Q-Park;;;;;;;;1;;1
QRS Healthcare;;1;;;;;;;;1
Quick Graveerservice;;;;;;;;1;;1
R. Bandringa Totaalinstallateur;;;;;;;1;;;1
R.L. Showequipment;;;;;;;1;;;1
R.M. Schippers & Zn;;;;;;;1;1;;1
R.T.H.-Relli Technology;;;;1;;;;2;;2
Radiodetection B.V.;;;;;;;;1;;1
RAI Amsterdam;1;;;;;;;;;1
Railtechniek van Herwijnen;;;;;;;;1;;1
Rapbid;;;;;;;1;1;;1
Rational Nederland Grootkeukentechniek;;;1;;;;;;;1
Ravas Europe;;;;;;;;1;;1
Ravebo;;;;1;;;;;;1
Rebo Beletteringssystemen;;;;;;;;3;;3
Recticel;;;;;;;6;4;;6
Recyclekit;;;;;;1;;;;1
Red Star Electronics;;;;;;;;1;;1
Redding Museum Dorus Rijkers;;;;;;;;1;;1
Rederij Thor;;;;;;;;1;;1
Rederij Wadden Transport;;;;2;;;;;;2
Remondis Argentia;;;;;;1;;;;1
Remto Automaterialen;;;;;;;;1;;1
Rendac Son;;;1;;;;;;;1
Rendement;;;;;;;;1;;1
Rentokil Initial (incl. Initial Hokatex, Rentokil Hokatex, Ambius, Westplant Gree Facility);;;2;;;;2;1;;2
Repromat;;;;;;;;1;;1
Restaurant Le Bouleau;;;;;;;;1;;1
Retail Data;;;;;;;1;;;1
Reuser Scharen B.V.;;;;;;;;1;;1
Revamo Vlamspuittechniek B.V.;;;;;;;;1;;1
Rhima Nederland;;;1;;;;1;;;1
Ricoh Groep (incl. Nashuatec, NRG);;;1;;;;1;2;;2
Riddershof;4;;;;;;;;;4
Rijnberg Verf & Klussen;;;;;;;;1;;1
Rijnlands Revalidatie Centrum;1;;;;;;;;;1
Rijwielshop Steenwijk;;;;;;;;1;;1
Rittal;;;;;;;;2;;2
Rivafoam;;;;2;;;;1;;2
Rob Viool Beheer B.V.;;;;;;;;1;;1
Robert World Wide Shipping Ltd.;;;;2;;;;;;2
Robijns;;;;;;;;1;;1
Robitex Take One;;;;;;;;1;;1
Rodenbach Hotel Restaurant;;;;;;;;1;;1
Roeigoed B.V.;;;;;;;;1;;1
Rohde & Grahl (incl. Working Well);;;1;;;;2;1;;2
ROI Support B.V.;;;;;;;;1;;1
Roland Vos Catering & Events;1;;;;;;;;;1
Romex;;;;;;;;1;;1
Ron de Hoog Een visie in lijsten;;;;;;;2;;;2
Rood Loopbaanadvies;;;;;;;;1;;1
Roossien Hoogwerktechniek;;;;;;;;1;;1
Roparun;;;;;;;;1;;1
Rotterdam Marathon;;;;;;;;1;;1
Royal Canin;2;2;;;;;;;;3
Royal Delft / De Porceleyne Fles;1;;;;;;;;;1
RQ Projects & Systems;;;;;;;;1;;1
RS Components;;;;;;;;1;;1
Rucol;;;;;;;;1;;1
Rugby Club Den Helder;;;;;;;;1;;1
Run2Day;;;;;;;;5;;5
Ruys Efficiency in Zakenpost, Handelsvereniging;;;;2;;;;;;2
Ruysch International B.V.;;;;;;;;1;;1
RVS Paleis;;;;;;;1;;;1
RWB Water Services;;;;;;;;2;;2
Saarloos Automotive Equipment;;;;;;;;1;;1
SafanDarley;;;;;;;;1;;1
Safe And Sure Nederland;;;;;;;;1;;1
Safe Tactics;;;;;;;;3;;3
Safety Lux Nederland;;;;;;;;2;;2
Safety Masters;;;;;;;;4;;4
Sallandse Wegenbouw;;;;;;;;;1;1
Sam International;;;;;;;;1;;1
Samenwerkende Duik Scholen;;;;;;;;1;;1
Saval;;4;;;;;;1;;4
Savas Quality Seating;;;;1;;;;;;1
SBI Training & Advies, Zonheuvel, Boschoord;;;;;;;;4;;4
SBR Vloeren en Interieur;;;;;;;;1;;1
Schaefer Shop;;;;;;;;1;;1
Schaftenaar;;;;;;;;1;;1
Scheepstuigerij De Schieman;;;;;;;;2;;2
Schelde Sports;;;;;;;;1;;1
SchePro;;;;;;;;1;;1
Schielab;;;;;;;;1;;1
Schins Leder B.V.;;;;;;;;1;;1
Schiphorst Transport- en Opslag;;;;;;;;2;;2
