Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Kano & ATB Centrum;;;;1;;;;;;1
Karel V Utrecht Grand Hotel;;;;1;;;;;1;1
Karelgeenen.nl;;;;;;1;;;;1
Karin Schagen;;;;;;1;;;;1
Keizer Culinair;;;;1;;;;;;1
Kepner-Tregoe Nederland;;;;;;2;;;;2
Kessels & Smit Learning Company;;;;;;1;;;;1
Keynote;;;;;;1;;;;1
Keyzer;;;;1;;;;;;1
Kidney;;;;1;;;;;;1
Kivi Niria Congresbureau;;;;;;1;;;1;1
Klimmuur Hollands Spoor;;;;1;;;;;;1
Klink's Broodjeslijn;;;;;;;;;1;1
Kloosterhoeve Restaurant;;;;;;1;;;;1
Koetjes en Kalfjes Restaurant;;;;1;;;;;;1
Koetshuis De Burcht;;;;;;;;;1;1
Koken Op Maat;;;;1;;;;;;1
Koninklijke Ahrend (incl. Ahrend Inrichtingen);;;1;;;;;;;1
Koninklijke van den Boer Groep (incl. Oseven, happening and food);;;;1;;;;;;1
Kookstudio Amsterdam;;;;1;;;;;;1
Koos Sikkens AGF Paterswolde;;;;1;;;;;;1
Kop & Schouders;;;;1;;;;;;1
Kota Radja Chinees Restaurant;;;;1;;;;;;1
KPC Onderw Innovatie Centrum Stg;;;;;;1;;;;1
KPN (incl. Getronics, PTT Telecom);;;;;;;;;1;1
Kras Touringcars;;;;1;;;;;;1
KVAN Koninklijke Vereniging van Archivarissen;;;;;;1;;;;1
KWD Resultaat Man;;;;;;1;;;;1
La Lanterna Restaurant Pizzeria;;;;1;;;;;1;1
La Red;;;;;;1;;;;1
Label Aleph;;;;1;;;;;;1
Lagant Management Consultants;;;;;;1;;;;1
Lagerweij & Partners;;;;;;2;;;;2
Land Id (Gj Bouwman);;;;;;1;;;;1
Land van Kokanje Restaurant;;;;1;;;;;;1
Language Partners (incl. Eurolinguist);;;;;;1;;;;1
Lanzfeld;;;;1;;;;;;1
Lasaulec;;;1;;;;;;;1
Le Bouchon;;;;1;;;;;;1
Le Champion;;;;;;;1;;;1
Le Connaisseur Grand Restaurant;;;;;;;;;1;1
Lean Consultancy Group;;;;;;2;;;;2
Lean Six Sigma Company;;;;;;1;;;;1
Learn It;;;;;;1;;;;1
Lectric Internetopleidingen;;;;;;1;;;;1
Leeuwendaal Advies;;;;;;2;;;;2
Lefay Magic;;;;1;;;;;;1
Leidse Lente;;;;1;;;;;;1
Lerio;;;;;;1;;;;1
Les Ombrelles Visspecialiteiten Restaurant;;;;;;;;;1;1
Libereaux;;;;;;2;;;;2
Libris Veenendaal Boekhandel;;;;1;;1;;;;1
Life Architect;;;;;;1;;;;1
Lily Schuimer;;;;;;2;;;;2
Link Events (MaiCon);;;;1;;;;;;1
Live Trainingen;;;;;;1;;;;1
Living Story;;;;1;;;;;;1
Lobbes Speelgoed;;;;1;;;;;;1
Loekie;;;;1;;;;;;1
Logeion Vereniging Voor Communicatie;;;;;;1;;1;;1
LOI Leidse Onderwijsinstelling;;;;;;1;;;;1
Lokenberg Recruitment Services bv;;;;;;1;;;;1
Lotis (vh Van Lammeren & van Rijsewijk);;;;;;1;;;;1
Louis XV;;;;1;;;;;;1
Louisa Vijfschaft Juridisch Advies;;;;;;;;;1;1
LTC - Leeuwarder Taxi Centrale;;;;;;;;;1;1
LtHS Lili ter Horst-Sanders;;;;;;1;;;;1
LTP;;;;;;4;;;;4
Luchtsignaal B.V.;;;;;;1;;;;1
Lud Arte;;;;1;;;;;;1
Luden Restaurant&Brasserie;;;;1;;;;;1;1
Lumenz Talentontwikkeling (incl. Om de hoek);;;;;;;1;;;1
Lux Stg;;;;;;1;;;;1
LVE Loo van Eck;;;;;;1;;;;1
M EX T Netherlands;;;1;;;;;;;1
M. Jansen en van Doorn Restaurant;;;;1;;;;;1;2
M.I. Markies;;;;;;;2;;;2
M.J.W. Grosfeld Holding;;;1;;;;;;;1
Maasstad Events;;;;1;;;;;;1
MAC I.S.;;;;1;;;;;;1
Machteld Maris;;;;;;;1;;;1
Maison De La Foret;;;;;;;;;1;1
Majel Lustenhouwer Muziekprodukties;;;;;;;1;;;1
Malieveld Paviljoen den Haag;;;;1;;;;;;1
Management Drives Opleidingen;;;;;;2;;;;2
Maranta;;;;1;;;;;;1
Margriet Bloembinders;;;;1;;;;;;1
Marienburg Groep;;;;;;1;;;;1
Marijke van Dijk Organisatieadvies & Coaching;;;;;;1;;;;1
Maritiem Museum Rotterdam;;;;;;;1;;;1
Marlot Cafe Tennispark;;;;1;;;;;;1
Marnix Academie;;;;;;1;;;1;1
Martini Budget Hotel;;;;1;;;;;1;1
Martini Ziekenhuis;;;;;;1;;;;1
Master in Event Management;;;;;;1;;;;1
Master IT;;;;;;1;;;;1
Matrijs Stichting;;;;;;;;1;;1
Mauritshuis;;;;1;;;;;;1
Mavim Holding;;;;;;1;;;;1
Maxime Restaurant;;;;;;;;;1;1
Maxxecure;;;;;;2;;;;2
Mazie Restaurant;;;;;;;;;1;1
MBO Academie;;;;;;1;;;;1
Mediavrouw;;;;;;1;;;;1
Meerwold;;;;;;;;;1;1
MeetingDistrict;;;;;;1;;;;1
Mennorode;;;;;;;;;1;1
Mercure Hotels;;;;1;;;;;1;1
Merlijn Groep;;;;;;1;;;;1
Meseum RockArt;;;;;;;1;;;1
Miedema Organisatie Advies;;;;;;1;;;;1
Miss Perfect;;;;;;1;;;;1
Mitland Hotel;;;;;;;;;1;1
MKPC Molenaar, Koet & Partners Consultant;;;;;;1;;;;1
MOA Markt Onderzoek Associatie;;;;;;;1;;;1
Mobility Mixx;;;;;;;;;7;7
Modez Hotel;;;;;;;;;1;1
Mokum Events;;;;1;;;;;;1
Monique Groenewegen EHBO instructie;;;;;;1;;;;1
Mooii Restaurant;;;;;;;;;1;1
More than hip;;;;1;;;;;;1
Motief;;;;;;1;;;;1
Mts voor Communicatie;;;;;;1;;;;1
Mulder Opleidingen;;;;;;1;;;;1
Multi Vlaai;;;;1;;;;;1;1
MW&V;;;;;;1;;;;1
N200.Com;;;;;;1;;;;1
Nationaal Duikcentrum;;;;;;1;;;;1
Naturalis - National Natuurhistorisch Museum;;;;1;;;;;;1
Natuurpoort Nederheide;;;;;;;;;1;1
Navigators Studentenvereniging Enschede;;;;;;;;1;;1
NCOI Nederlands Commercieel Opleidingsinstituut (incl. NedFac, ISES, ISBW, Bestuursacademie Nederland);;;;;;4;;;;4
NDC den Hommel;;;;;;1;;;;1
Nederland Kennisland Stg;;;;;;1;;;;1
Nederlands Centrum voor Volkscultuur;;;;;;1;;;;1
Nederlands Debat Instituut;;;;;;1;;;;1
Nederlands Instituut voor Beeld en Geluid;;;;1;;;;;;1
NegoMetrix;;;;;;1;;;;1
Nemo Science Center;;;;;;1;;;;1
Netwerk van Waarde (incl. Francis Zuiker);;;;;;1;;;;1
NeuroCognitief Centrum Nederland;;;;;;1;;;;1
Nevi/Neho;;;1;;;2;;1;;2
New Babylon Meeting Center;;;;;;;;;1;1
New Nexus;;;;;;1;;;;1
Next Nine (incl. NWQ Innovaties);;;;;;1;;;;1
NGFG Nederlands Genootschap van Functionarissen Voor De Gegevensbescherm;;;;;;;;1;;1
NH Hotels (incl. Nhow hotels);;;;1;;1;;;1;1
Ni Hao Group (incl. Restaurant, Trading, Horeca);;;;1;;;;;;1
Nicky Tax;;;;;;;;;1;1
Nieuw Allardsoog;;;;1;;;;;;1
Nieuwhuis Consult;;;1;;;;;;;1
Nieuwspoort;;;;1;;;;1;1;1
Niks & Partners;;;;;;1;;;;1
NIOW Taaltrainingen, Vaardigheidstrainingen, Advies & Opleiding;;;;;;1;;;;1
Nive Opleidingen;;;;;;1;;;;1
NIVOO Opleidingen & Uitgeverij;;;;;;1;;;;1
Nluug Buro;;;;;;1;;;;1
Noorderpoort College;;;;1;;2;;;;2
Noot Personenvervoer;;;;1;;;;;;1
Novotel;;;;;;;;;1;1
NS - Spoorwegen Nederlandse;;;;;;;;;7;7
NS Internationaal Telesales;;;;;;;;;1;1
NS OV-Fiets;;;;;;;;;1;1
NSOB Nederlandse School Voor Openbaar Bestuur;;;;;;3;;;;3
nThen!;;;;;;1;;;;1
NTI - Nederlands Talen Instituut;;;;;;1;;;;1
NVON;;;;;;1;;;;1
NVVA Ned Ver Voor Aanbestedingsrecht;;;;;;;;1;;1
O&I Management Partners;;;;;;1;;;;1
O2G2 Openbaar Onderwijs Groep Groningen;;;;;;1;;;;1
Oberland Restaurant;;;;1;;;;;;1
Odyssee Groep training, pensioen in zicht;;;;;;1;;;;1
Odysseus Palace Grieks Restaurant;;;;;;;;;1;1
Ogive Opleiding en Trainingen;;;;;;1;;;;1
Okami;;;;1;;;;;;1
Olivier Belgisch Bier Café;;;;1;;;;;1;1
Onder de Pannen;;;;1;;;;;;1
Onderneem 't;;;;;;1;;;;1
OnderwijsAdvies;;;;;;1;;;;1
One2Focus;;;;;;1;;;;1
Ons Idee;;;;1;;;;;;1
Ontdekjestad.nl;;;;;;;1;;;1
Oog voor verandering;;;;;;1;;;;1
Oosterhof Organizing;;;;;;2;;;;2
Opduin Texel Grand Hotel;;;;;;;;;1;1
Open Campus;;;;;;1;;;;1
Open Text (incl. Cordys);;;;;;2;;;;2
Oporto Restaurant Cave;;;;1;;;;;;1
Optelec Nederland;;;1;;;;;;;1
Organisatieregie;;;;;;3;;;;3
Original Tours en Events Amsterdam;;;;1;;;;;;1
OSP Office Service Partners (incl. Du Monde Food, Catering);;;;1;;1;;;1;1
OSR Opleidingen Sociaal Recht Juridische Opleidingen;;;;;;1;;;;1
Otto Cramwinckel Uitgever;;;;;;;;1;;1
Oud Poelgeest;;;;;;2;;;;2
Oudaen Stadskasteel;;;;1;;;;;;1
Outdoor International;;;;;;1;;;;1
Over de Brug;;;;;;1;;;;1
Overseas Management Services B.V.;;;;;;2;;;;2
P. Bloem Consultancy;;;;;;1;;;;1
P96 Cafe;;;;;;;;;1;1
Paard van Troje;;;;2;;;;;;2
Pan Café Restaurant;;;;1;;;;;1;1
Pantem / Leopold Cafe-Restaurant;;;;;;;;;1;1
Papermoon Restaurant;;;;;;;;;1;1
Paradijs Jasmijn Garden Restaurant Wok;;;;1;;;;;;1
Paraplu Muziekcafé;;;;1;;;;;;1
Parkhotel;;;;;;1;;;1;1
Paulcoumans;;;;;;1;;;;1
Paulien Ex;;;;;;;1;;;1
Pavlov Bar Restaurant;;;;1;;;;;1;1
PBLQ (HEC, ROI, Zenc);;;;;;4;1;;;4
PDS Professional Driving Solutions;;;;;;1;;;;1
Pecoma Business Technology;;;;;;1;;;;1
Pelican Rouge (vh Autobar Holland, Cafe Bar);;;;1;;;;;;1
Pellikaan Health & Racquet Club;;;1;;;;;;;1
Pels Rijcken & Droogleever Fortuijn (incl. De Landsadvocaat);;;;;;;;;2;2
Pension Nooitgedacht;;;;;;;;;1;1
Pepperoni;;;;;;;;;1;1
Phaos Organisatieontwikkeling;;;;;;2;;;;2
Phoenix Opleidingen;;;;;;1;;;;1
PHT Eten & Drinken B.V.;;;;;;;;;1;1
Pilkington's Restaurant;;;;;;;;;1;1
Pink Pepper;;;;1;;;;;;1
Pino'S Wereld Eetcafe;;;;1;;;;;;1
Piranha Theater en Organisatieontwikkeling;;;;;;1;;;;1
Pitch & Putt;;;;1;;;;;;1
Pizzeria Piccola Roma;;;1;1;;;;;;1
Planon;;;;;;1;;;;1
Plasman Banketbakkerij;;;;1;;;;;;1
Platform Outsourcing Nederland;;;;;;1;;;;1
Plein 10A (Rozee, Millers Restaurant);;;;;;;;;1;1
PMO Institute;;;;;;1;;;;1
Point of View BVPoint of View BV;;;;;;;;1;;1
Pol De Jong & Partners (vh Instituut voor Werk en Levenskunst);;;;;;2;;;;2
Polteq;;;;;;2;;;;2
Polysport Activiteitenpark;;;;1;;;;;1;1
Poppe Restaurant;;;;;;;;;1;1
POSG Professionals, P&O Services Professionals, P&O Mobiliteit;;;;;;3;;;;3
Postillion Hotels;;;;;;;;;1;1
PR Housing B.V.;;1;;;;;;;;1
Praktijk De Jong;;;;;;1;;;;1
Prinsenhof Hotel (Groningen);;;;1;;;;;;1
Printed;;;;1;;;;;;1
Privasee;;;;;;1;;;;1
Pro Education;;;;;;1;;;;1
Proambt Advies;;;;;;1;;;;1
Proctos Klinieken Stichting;;;;;;2;;;;2
Proetus B.V.;;;;;;1;;;;1
Profskills;;;;;;1;;;;1
Progress Events (incl. Bedrijfsuitje Groningen/Zwolle);;;;1;;;;;;1
Project Dienstverlening;;;1;;;1;;;;1
Promopodium;;;;1;;1;;;1;1
Protinus It;;;;;;1;;;;1
Public Partners;;;;;;1;;;;1
Public Support Groep;;;;;;1;;;;1
PublicSpirit;;;;;;1;;;;1
Purfacts;;;;;;1;;;;1
Purple Monkey / Breinonderwijs;;;;;;1;;;;1
Puur Inspiratie, nu;;;;;;1;;;;1
PWC PriceWaterhouseCoopers;;;;;;1;;;;1
Qbuzz;;;;;;;;;3;3
Qidos;;;;;;2;;;;2
QlikTech Netherlands;;;;;;1;;;;1
Q-Park;;;;;;;;;1;1
Quality Circle;;;;;;1;;;;1
Quick'n Tasty;;;1;1;;;;;;1
Quignon Grand Café;;;;1;;;;;;1
R.J. Verschoor, pr. psych. adv., ther./coach.;;;;;;2;;;;2
Raap Archeologisch Adviesbureau;;;;;;;;;1;1
Rakos Beheer;;;;1;;;;;;1
Randstad Group (incl. Tempo Team, P/Flex);;;;;;2;;;1;2
RDM Campus;;;;;;;;;1;1
Regardz (incl. Iassociate);;;;1;;1;;;;1
Reijnders Advies & Ontwikkeling;;;;;;1;;;;1
Reinaerde;;;;1;;1;1;;1;1
Reliplan;;;;;;1;;;;1
REM Eiland restaurant;;;;1;;;;;;1
Rembrandt Rederij;;;;1;;;;;;1
Rendement;;;1;;;1;;;;1
Restaurant De Luwte;;;;1;;;;;;1
Restaurant L'Orangerie;;;;1;;;;;;1
Restaurant Tekinev;;;;1;;;;;;1
Restauratoren Nederland;;;;;;;1;;;1
Retraiterie Rottemeren;;;;1;;;;;;1
Rijksmuseum Amsterdam;;;;1;;;;;;1
Ritskes training & coaching;;;;;;1;;;;1
ROC Leiden;;;;;;1;;;;1
ROC Midden Nederland;;;;;;;;;1;1
ROC Mondriaan;;;;;;1;;;1;1
Rondvaartbedrijf Zilvermeeuw;;;;1;;;;;;1
Rootz Cafe Restaurant;;;;;;;;;1;1
Ropeni (incl. Schlemmer);;;;1;;;;;;1
Rotterdam Airport Taxi;;;;;;;;;1;1
Rova Bedrijven;;;;1;;;;;;1
Royal Goedewaagen Gouda;;;;1;;;;;;1
Rozee;;;;1;;;;;2;2
Ruben Schipper Fotojournalist;;;;1;;;;;;1
Ruimte voor Helden;;;;;;1;;;;1
Run2Day;;;;1;;;;;;1
Sabine Hess Coaching, Ontwikkeling & Advies;;;;;;1;;;;1
Safety Center Holland;;;;;;2;;;;2
Salders Groep;;;;;;;;;1;1
Sales Improvement Group;;;;;;2;;;;2
S'Amuse Catering, Traiteur (incl. De Sleutel);;;;1;;;;;;1
Sandro;;;;1;;;;;;1
Sandton Hotels (incl. Sandton Malie Exploit.);;;;1;;;;;;1
Santos Grillrestaurant;;;;;;;;;1;1
SAP Nederland;;;;;;2;;;;2
Sapori D'Italia Ristorante;;;;;;;;;1;1
Scandinavisch Dorp;;;;1;;1;;;;1
Schaik W Van Slijterij Wijnhandel;;;;1;;;;;;1
Schateiland;;;;;;1;;;;1
Schimmelpenninckhuys Hotel Restaurant;;;;1;;;;;;1
Schoevers Opleidings- en Exameninstituut;;;;;;2;;;;2
School en Veiligheid;;;;;;1;;;;1
Schouten Global (incl. Schouten & Nelissen Groep, Thema);;;;;;3;;;1;3
Schouwburg en Concertgebouw Directies;;;;;;1;;;;1
Schrandt Koffers;;;1;;;;;;;1
Schuitemaker Horeca;;;;1;;;;;;1
Schutter Wijnservice;;;;;;1;;;;1
ScienceWorks;;;;;;1;;;;1
SDL Tridion;;;;;;2;;;;2
SDU - Service Centrum Uitgevers;;;;;;1;;;;1
Seats2meet.com;;;;;;;1;;;1
Securitas (incl. Data en Archief, Telematics, Direct, Alert Teleservices, Meldkamer MG, MPL Beveiligingsdiensten);;;;;;;;;1;1
See You At Noon;;;;;;;;;1;1
Selian;;;;;;1;;;;1
Sequenza Restaurant-Brasserie;;;;1;;;;;1;1
Shoppartners Homeshopping;;;;1;;;;;;1
Showtime Evenementenbureau;;;;1;;;;;;1
SHR Stichting Hout Research;;;;;;1;;;;1
Shufustate;;;;1;;;;;;1
Silent Speakers;;;;;;1;;;;1
Silo Today;;;;1;;;;;;1
Simonis Oude Visafslag (incl. Catch Restaurant);;;;;;;;;1;1
Singelier Café;;;;1;;;;;;1
SIOO Stichting Interuniveristair centrum Organisatie Veranderkunde;;;;;;1;;;;1
Sisow Advocaten;;;;;;1;;;;1
Skils;;;1;;;;;;;1
Sligro (incl. van Hoeckel);;;;1;;;;;;1
Smaak Utrecht;;;;1;;;;;;1
Snow Limits (Indoor-Ski en Travel);;;;1;;;;;;1
Snow World;;;;1;;;;;;1
Sodexo;;;;1;;;;;;1
Soerel Management Consultancy;;;;;;1;;;;1
Soestdijk Diner Café;;;;1;;;;;;1
Sogeti Nederland;;;;;;2;;;;2
Spare Rib Express;;;;1;;;;;;1
Sparren met acteur;;;;;;1;;;;1
Specialiteitenslagerij Knot;;;;1;;;;;;1
Speechless;;;;;;1;;;;1
Spencer Medical;1;;;;;;;;;1
Spitz Congres & Event;;;;;;1;;;;1
Spize Asian Bistro Restaurant;;;;;;;;;1;1
SRA (Samenwerkende Registeraccountants en Accountants-Administratieconsulenten);;;;;;1;;;;1
Srikandi Indonesische Restaurant;;;;;;;;;1;1
SS Rotterdam Catering & Events;;;;1;;;;;;1
St Gezamenlijke Projecten Haagse Musea;;;;;;1;;;;1
St. Academie voor Cultuurmanagement;;;;;;1;;;;1
Stalplein;;;;;;;;;1;1
StartTel;;;;;;2;;;;2
Stavoor;;;;;;2;;;;2
Stayokay;;;;1;;;;;;1
STC Group;;;;;;;;;1;1
Stedelijk Museum Amsterdam;;;;1;;;;;;1
Steenhuismeurs;;;;;;;;;1;1
Stg Boekman;;;;;;1;;;;1
Stg Exploitatie Muziekcentrum & Danstheater Den Haag;;;;1;;;;;;1
Stg NOK;;;;;;1;;;;1
Stg Platform Praktijkonderwijs;;;;;;1;;;;1
Stg Platform voor Innovatie in Toezicht;;;;;;1;;;;1
Stg Postdoctorale Opleidingen I&M;;;;;;1;;;;1
Stg Werkend Leren voor Horecatalenten;;;;;;;;;1;1
Stg. Huis Bergh;;;;;;;;;1;1
Stg. OLV Amersfoort;;;;;;;;;1;1
Stichting ACMC;;;;;;;1;;;1
Stichting Agile Holland;;;;;;1;;;;1
Stichting Amersfoorts Vrouwennetwerk;;;;;;;;1;;1
Stichting Behoud Moderne Kunst;;;;;;1;;1;;1
Stichting Bestuursbureau Noorderlink;;;;;2;4;;;;4
Stichting Codart;;;;;;;;1;;1
Stichting Haagse Museumnacht;;;;;;;1;;;1
Stichting Hannema-de Stuers Fundatie;;;;1;;;;;;1
Stichting het Zijlstra Center;;;;;;1;;;;1
Stichting HRR Wegwedstrijd;;;;1;;;;;;1
Stichting Kontakt der Kontinenten Conferentiehotel;;;;;;1;;;;1
Stichting LIMA;;;;;;1;;;;1
Stichting Nationaal Monument Kamp A;;;;;;;1;;;1
Stichting Reuvens;;;;1;;1;;;;1
Stichting Save and Care;;;1;;;;;;;1
Stichting Schrijvers School Samenleving;;;;;;;1;;;1
Stichting 't Paard;;;;2;;;;;;2
Stichting Terschellings Oerol Festival;;;;;;;;;1;1
Stichting Werelderfgoed Kinderdijk;;;;1;;;;;;1
Strandgans;;;;1;;;;;;1
Struijk Training & Adviesbureau;;;;;;1;;;;1
Studiekeuze 123;;;;;;1;;;;1
Studio Playground;;;;;;1;;;;1
Studystore Studieboekencentrale;;;;;;1;;;;1
Style Mathot;;;;1;;;;;;1
Subway;;;;1;;;;;;1
Summit Registration & Services;;;;;;1;;;;1
Sumo Sushi & Grill Restaurant;;;;;;;1;;1;1
Superscript;;;;;;1;;;;1
Surakarta Restaurant;;;;;;;;;1;1
Susanne de Jong Psycholoog;;;1;;;1;;;;1
Suzanne van Veen Training & Coaching;;;;;;1;;;;1
SV Land Specialisten Sociale Zekerheid;;;;;;1;;;;1
t Aole Ambacht;;;;1;;;;;;1
't Eetcafé Den Haag;;;;1;;;;;;1
'T Feithhuis Restaurant;;;;1;;;;;;1
'T Fort Restaurant;;;;;;;;;1;1
't Graanhuys Brasserie;;;;1;;;;;;1
't Kroontje Bloemisterij;;;;1;;;;;;1
'T Pakhuis Restaurant-Café-Bistro;;;;1;;;;;;1
't Ruysdael;;;;;;1;;;;1
Taalpartners;;;;;;1;;;;1
Taartenwinkel.nl;;;;1;;;;;;1
Take Fresh;;;;1;;;;;;1
Taribush Events;;;;1;;;;;;1
Taxi Marcus;;;;;;;;;1;1
Taxibedrijf Poll;;;;;;;;;2;2
Taxicentrale Bakker;;;1;;;;;;;1
Taxicentrale Den Haag;;;;;;;;;1;1
Taxicentrale Midden-Brabant;;;;;;;;;1;1
TB Total Blue Events Evenementenbureau;;;;1;;;;;;1
TCG Groep;;;;;;1;;;;1
Team Reacon;;;1;;;;;;;1
Terherne Haven;;;;;;;;;1;1
TestNet;;;;;;1;;;;1
Teylers Museum;;;;1;;;;;;1
Tezet Business Gifts;;;;1;;;;;;1
Th. Lubbe Reizen;;;;1;;;;;;1
Thani Thai;;;;1;;;;;;1
The College Hotel;;;;;;;;;1;1
The Grand Winston Hotel;;;;;;;1;;;1
The Institute of Protocol The Hague;;;;;;2;;;;2
The Lime Tree;;;;;;1;;;;1
The Old Pal;;;;1;;;;;;1
The Sourcing Experience;;;;;;1;;;;1
Thijs' Vliegerparadijs;;;;1;;;;;;1
Three Kings Produkties;;;;1;;;;;;1
Tian Tian Le;;;;1;;;;;;1
Tias Nimbas Business School Utrecht;;;;;;1;;;;1
Tijdlijn Bureau;;;;;;1;;;;1
Tijdwinst (incl. SRS Consulting);;;;;;1;;;;1
Time Out Horeca;;;;1;;;;;;1
Tintelingen;;;;4;;;;;;4
T-Mobile Netherlands;;;;;;1;;;;1
Tom Hoekstra Groentespecialist;;;;1;;;;;;1
Top of Holland Reizen;;;;1;;;;;;1
Topbloemen Nederland;;;;2;;;;;;2
Topdesk;;;;;;1;;;;1
Totality Informatisering;;;;;;;;;1;1
Toussaint Horecagroep;;;;1;;;;;;1
Tower Leisure (Haagse Toren);;;;;;;;;1;1
Trainingproducties;;;;;;1;;;;1
TrainMore Utrecht B.V.;;;1;;;;;;;1
Trancity;;;;;;1;;;;1
Travel Card Nederland;;;;;;;;;2;2
Tri Tunggal;;;;;;;;;1;1
Troje Training en Theater;;;;;;1;;;;1
Turner;;;;;;2;;;;2
Twynstra Gudde (incl. Adviestalent, The Bridge Business Innovators);;;;;;1;;;;1
Ugly Duck;;;;1;;;;;;1
Uit koken / Diner Thuis;;;;;;;;;1;1
Uitjes in Holland;;;;1;;;;;;1
Ultimate Sportswear;;;1;;;;;;;1
Unicef Nederland;;;;1;;;;;;1
uNiek-Design;;;;1;;;1;;;1
Unlimited People (incl. Burnout Poli);1;;;;;;;;;1
UNLP;;;;;;1;;;;1
Urbanguides;;;;1;;;;;;1
USG (incl. Innotiv, Start People, Utrechtse Juristen Groep);;;;;;2;;;;2
Utrechtse Taxicentrale UTC;;;;;;;;;1;1
UTS UniGroup Worlwide incl. UGRN, APC verhuizen;;2;;;;;;;;2
V&V Bloemen en Wonen;;;;1;;;;;;1
Vaccinatiezorg;;;1;;;;;;;1
Vakmedianet Management;;;;;;1;;;;1
Valkerij Schaap;;;;1;;;;;;1
Valori-Highperformance Maintenance;;;;;;1;;;;1
Van Adelberg & Partners;;;1;;;;;;;1
Van Campen Consulting;;;;;;2;;;;2
Van den Broek en Partners;;;;;;1;;;;1
Van der Hilst Communicatie-Trainingen;;;;;;1;;;;1
Van der Kruijs Governance Search;;;;;;2;;;;2
Van der Valk Hotels;;;;;;;;;1;1
Van Dijk Educatie;;;;;;1;;;;1
Van Ede & Partners;;;;;;1;;;;1
Van Gelder Ridderkerk;;1;;1;;;;;;1
Van Gogh Museum Enterprises;;;;1;;;;;;1
Van Harte & Lingsma;;;;;;3;;;;3
Van Hoek Trainingen;;;;;;1;;;;1
Van Leeuwen Party- en Cateringservice;;;;1;;;;;;1
Van Oss & Partners / Training Coach;;;;;;1;;;;1
Van Puffelen Restaurant Café;;;;;;;;;1;1
Van Rooijen Catering;;;;1;;;1;;;1
Van Stockum;;;;1;;1;;;;1
van Wijk Psychologie & Coaching;;;;;;1;;;;1
Van Zanten Cafe;;;;;;;;;1;1
VanAlphenAdvies (VAA);;;1;;;;;;;1
Vanderlek Advies;;;;;;1;;;;1
Vastgoed Management Veendam B.V.;;1;;;;;;;;1
VCD Groep (incl. Automatisering/Business Inteligence/Css);;;;;;1;;;;1
VCK Groep, Travel & Logistics;;;;;;1;;;6;6
VDK Van Rhijn Taxivervoer;;;;;;;;;1;1
Veenis Professional Services;;;;;;1;;;;1
Veerstichting;;;;;;1;;;;1
Vereniging Voor Bestuurskunde;;;;;;1;;;;1
Verkerk Bakkerij;;;;1;;;;;;1
Vermaat Leisure, Horeca, Service;;;;1;;;;;1;1
Versluis Wijnhandel;;;;1;;;;;;1
Versteegh en van Baars;;;;;;1;;;;1
Vesalius BV;;;;;;1;;;;1
Vestal Woonservices;;1;;;;;;;;1
VH Van Hoogevest Architecten;;;;;;;;;1;1
VHIC (Van Heijst Information Consulting) Uitgeverij;;;;;;1;;;;1
via BK;;;;;;;;;1;1
Victor de Stuersstichting;;;;;;2;;;;2
Vide Beroepsvereniging;;;;;;1;;1;;1
Vigo Entertainment;;;;1;;;;;;1
Villa Augustus Hotel-Restaurant;;;;1;;;;;1;1
Villa Trompenberg;;;;;;;;;1;1
VitalSmarts;;;;;;1;;;;1
Vitam Catering;;;;1;;1;;;1;1
VKA Verdonck Klooster & Associates;;;;;;2;;;;2
Vlaaienspecialiteiten Limburgia;;;;1;;;;;;1
VNSG Vereniging Nederlandstalige SAP Gebruikers;;;;;;;;1;;1
Vo Raad;;;;;;1;;;;1
Vork & Mes Restaurant;;;;1;;;;;;1
Vos van Loon & Partners;;;;;;1;;;;1
Vriens Archeo Flex;;;;;;;;;1;1
Vroeg;;;;;;;1;;;1
VVK Vereniging Voor Klachtrecht in De Publieke Sector;;;;;;1;;1;;1
VVV Nederland;;;;1;;;1;;;1
Waag Society;;;;1;;;;;;1
Waalse Kerk Breda;;;;;;;1;;;1
WAM Architecten b.v.;;;;;;;;;1;1
Web of Life;;;;;;;;;1;1
Webmanagement.nl;;;;;;1;;;;1
Weka Uitgeverij;;;;;;1;;;;1
Werkman & Eigentijd;1;;;;;;;;;1
Werkprojecten Groep;;;;1;;;;;;1
Westerhuis Verhuur;;;;1;;;;;1;1
WIJ Strandclub;;;;;;;;;1;1
Wijnkelders / Galerie Des Vins van Dorp;;;;1;;;;;;1
Wijnkoperij Henri Bloem;;;;1;;;;;;1
Willem Buyse GlasEntertainment;;;;;;;1;;;1
WIN Project Support;;;;;;1;;;;1
Winnock;;;1;;;1;;;;1
Wok Euroborg Chinees Restaurant;;;;1;;;;;;1
Wolters Kluwer (incl. Kluwer);;;;;;1;;;;1
Working Parents Program;;;;;;1;;;;1
Wortelboer;;;;;;1;;;;1
Woudschoten Conferentiecentrum;;;;;;1;;;;1
WSDB;;;;;;3;;;;3
