Ministerie;Handelsnaam;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9510 - BZ Specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
BZK;Van der Valk Netwerk Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Dijk de Jongh Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Van Dorp installaties B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Eijk Infra- en Milieutechniek B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Van Gansewinkel Nederland B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Van Gastel Notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Van Hecke Houben Notarissen B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Hussen Kock Van Puijenbroek Notaris. B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Loen Groentechniek B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Loenen Milieu;;;;;;;;;1;;;;;;;;;1
BZK;Van Santen Advies B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Van Vliet Sloopwerken B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Van Werven Biomassa B.V.;;;;;;;;;2;;;;;;;;;2
BZK;VanLier Posthumus notarissen;;;;;;;;;1;;;;;;;;;1
BZK;VCK Travel B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Veccins 3D B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Veldkamp & Elzinga notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Veolia Gebouwenbeheer B.V.;;;;;;;;;3;;;;;;;;;3
BZK;Verenig. v. Onr. Goed-Onderzoekers Nederland;;;;;;;;;1;;;;;;;;;1
BZK;Vereniging Bedrijvenpark Hoogtij;;;;;;;;;2;;;;;;;;;2
BZK;Vereniging Zelfbescherming Bedrijven en Inr.;;;;;;;;;1;;;;;;;;;1
BZK;Vermeulen Leiderdorp B.V.;;;;;;;;;4;;;;;;;;;4
BZK;Verweij;;;;;;;;;2;;;;;;;;;2
BZK;Verzijl notarissen;;;;;;;;;1;;;;;;;;;1
BZK;Vireo Vastgoed B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vis Restauratie Architecten;;;;;;;;;1;;;;;;;;;1
BZK;Vorm Vijf Ontwerpteam B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Vos & Creman;;;;;;;;;1;;;;;;;;;1
BZK;Vos & Partners Organisatieadvies B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Voxx-vastgoedmanagement;;;;;;;;;2;;;;;;;;;2
BZK;VVE Beheer;;;;;;;;;1;;;;;;;;;1
BZK;VvE Beheer Haaglanden B.V.;;;;;;;;;1;;;;;;;;;1
BZK;VVE Gierstraat 49 en /Nieuwstraat 2 en 2A;;;;;;;;;1;;;;;;;;;1
BZK;VVE Goudsbloemlaan 62-64-66 te 's-Gravenhage;;;;;;;;;1;;;;;;;;;1
BZK;VZB Vastgoed B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Waalpartners civil engineering;;;;;;;;;2;;;;;;;;;2
BZK;Wareco Amsterdam B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Weever Sloopwerken B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Werkendamse Verwarmings Centrale B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Westland Infra Netbeheer B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Wevers & Van Luipen B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Wijngaarde B.V.;;;;;;;;;2;;;;;;;;;2
BZK;Wolter & Dros Amsterdam;;;;;;;;;4;;;;;;;;;4
BZK;Wolter & Dros Safety Partners;;;;;;;;;1;;;;;;;;;1
BZK;Xerox (Nederland) B.V.;;;;;;;;;1;;;;;;;;;1
BZK;XS4ALL Internet B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Xylem Water Solutions Nederland B.V.;;;;;;;;;1;;;;;;;;;1
BZK;Ziggo B.V.;;;;;;;;;1;;;;;;;;;1
DEF;013music;;;;;;;;;;1;;;;;;;;1
DEF;2010 Uitgevers B.V.;;;;;;;;;;1;;;;;;;;1
DEF;2com;;;;;;;;;;1;;;;;;;;1
DEF;3M Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;4Dental Tandtechniek;;;;;;;;;;2;;;;;;;;2
DEF;A. de Jong T.H. Beheer;;;;;;;;;;1;;;;;;;;1
DEF;A. Nobel en Zn. Filtration/Separation B.V.;;;;;;;;;;1;;;;;;;;1
DEF;A. van Helden Relatiegeschenken B.V.;;;;;;;;;;1;;;;;;;;1
DEF;A.M.S. Firma A. Vos & Zoons;;;;;;;;;;1;;;;;;;;1
DEF;Aata International B.V.;;;;;;;;;;1;;;;;;;;1
DEF;ABB B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Abbott B.V.;;;;;;;;;;2;;;;;;;;2
DEF;AbbVie B.V.;;;;;;;;;;5;;;;;;;;5
DEF;Able 2 B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Abonnementenland;;;;;;;;;;1;;;;;;;;1
DEF;Acal Technology Netherlands;;;;;;;;;;4;;;;;;;;4
DEF;ACTA Milieu- en Veiligheidstechniek B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Actra Amersfoort B.V.;;;;;;;;;;1;;;;;;;;1
DEF;ADDED PHARMA B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Add-Mission B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Adinco B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Adquipment Medical B.V.;;;;;;;;;;4;;;;;;;;4
DEF;ADS Propulsion B.V.;;;;;;;;;;1;;;;;;;;1
DEF;AD-S&Co B.V.;;;;;;;;;;6;;;;;;;;6
DEF;Advanced Plastics Benelux B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Advanced Sealing Technology B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Aecom V.O.F.;;;;;;;;;;1;;;;;;;;1
DEF;AEG Power Solutions B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Aestic Produkten B.V.;;;;;;;;;;1;;;;;;;;1
DEF;AGS Holland Distribution B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Air Products Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Airbus Defence and Space Netherlands;;;;;;;;;;2;;;;;;;;2
DEF;Aircovent B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Air-Parts B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Albron Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alcom Electronics B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alcomex Veren B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alcon Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alere Health B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Alert Materials Handling B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alfa Laval Benelux B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alfaco B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alfen B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Alflex Techniek B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Algemene Verpakkingsindustrie B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alk-Abello B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Al-Ko Kober B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Allekabels B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alliance Healthcare;;;;;;;;;;8;;;;;;;;8
DEF;Allinco Business Solutions B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Almeva B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Alpac kunststof bakken en pallets B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alphatron Medical Systems B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Alphatron Security Systems B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Alprovi;;;;;;;;;;1;;;;;;;;1
DEF;Altec Industriële Identificatie;;;;;;;;;;1;;;;;;;;1
DEF;Alternate Computerversand Nederland;;;;;;;;;;1;;;;;;;;1
DEF;Alup Grassair Kompressoren B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Alvero Kantoormeubelverhuur B.V.;;;;;;;;;;1;;;;;;;;1
DEF;A-Mac B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Amari Metals B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Ambroise Holland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Ambu B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Amero Compressoren B.V.;;;;;;;;;;2;;;;;;;;2
DEF;AMETEK B.V.;;;;;;;;;;2;;;;;;;;2
DEF;AMO Netherlands B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Anamet Europe B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Angst+Pfister B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Animo B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1032;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1058;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1061;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1062;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 107;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1089;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1094;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1097;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 111;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1118;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1157;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1164;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1165;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1175;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 118;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1199;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1200;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1203;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1210;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1214;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1217;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1234;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1239;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1243;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1249;;;;;;;;;;7;;;;;;;;7
DEF;Anoniem 1264;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1270;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1273;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1279;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 13;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1305;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1306;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1331;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1335;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 1337;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 135;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1350;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1362;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1364;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1390;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1391;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1402;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1423;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1425;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1433;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1436;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1437;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1438;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1444;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1451;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1476;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1483;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1486;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 1500;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 165;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 181;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 182;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 188;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 201;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 248;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 255;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 258;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 261;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 267;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 275;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 280;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 285;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 293;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 3;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 304;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 311;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 335;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 341;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 356;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 367;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 375;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 396;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 418;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 419;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 424;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 435;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 436;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 455;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 46;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 467;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 484;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 489;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 510;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 533;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 541;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 548;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 570;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 588;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 605;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 613;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem 629;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 635;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 655;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 663;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 664;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 678;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 70;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 700;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 704;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 711;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 714;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 729;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 737;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 738;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 751;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 760;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 770;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 771;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 775;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 784;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 827;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 829;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 844;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 854;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 86;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 872;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 873;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 879;;;;;;;;;;3;;;;;;;;3
DEF;Anoniem 88;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 887;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 91;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 911;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 928;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 936;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 938;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 941;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 942;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 946;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 950;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 953;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 959;;;;;;;;;;2;;;;;;;;2
DEF;Anoniem 989;;;;;;;;;;1;;;;;;;;1
DEF;Anoniem 990;;;;;;;;;;1;;;;;;;;1
DEF;Anthos Labtec B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Anton Paar Benelux BVBA;;;;;;;;;;1;;;;;;;;1
DEF;Antonides;;;;;;;;;;1;;;;;;;;1
DEF;Applied Research Laboratory Eur. (ARLE) B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Applikon B.V.;;;;;;;;;;3;;;;;;;;3
DEF;AR Benelux;;;;;;;;;;3;;;;;;;;3
DEF;Argon Medical Devices Netherlands B.V.;;;;;;;;;;1;;;;;;;;1
DEF;ArjoHuntleigh Nederland B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Arkin;;;;;;;;;;1;;;;;;;;1
DEF;Arko Sports Media B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Arnhemse Borduurcentrale B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Arseus Dental Nederland;;;;;;;;;;1;;;;;;;;1
DEF;Arseus Dental Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;ARTECEF B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Arthrex Nederland B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Artihove Regina B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Artu Biologicals Europe;;;;;;;;;;1;;;;;;;;1
DEF;Asa Boot Electro B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Ascom (Nederland) B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Atelier;;;;;;;;;;2;;;;;;;;2
DEF;ATIS;;;;;;;;;;2;;;;;;;;2
DEF;Atlas Copco Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Atos Medical B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Audion Elektro B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Auto Schadeherst. Centr. Amersfoort ASCA B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Automotive Equipm. Security Tyre Suppl. Ned.;;;;;;;;;;1;;;;;;;;1
DEF;Aviation War Books;;;;;;;;;;1;;;;;;;;1
DEF;Avnet B.V.;;;;;;;;;;2;;;;;;;;2
DEF;AXIS & Stuifmeel B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Azbil Telstar Benelux B.V.;;;;;;;;;;2;;;;;;;;2
DEF;B & R Industriële Automatisering B.V.;;;;;;;;;;1;;;;;;;;1
DEF;B. Braun Medical B.V.;;;;;;;;;;3;;;;;;;;3
DEF;B.V. Aannemers Inkoop Centrale A.I.C.;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Adviesbur. Mach. en Werktuigen 'A.M.W.';;;;;;;;;;2;;;;;;;;2
DEF;B.V. Algemeen Nederlands Persbureau ANP;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Betonindustrie 'Terwolde';;;;;;;;;;1;;;;;;;;1
DEF;B.V. Indumij Motoren;;;;;;;;;;2;;;;;;;;2
DEF;B.V. Metaalgaasweverij Dinxperlo;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Ned. Instrumenten Compagnie 'Nedinsco';;;;;;;;;;2;;;;;;;;2
DEF;B.V. Nederlandse Optische Industrie E.N.O.T.;;;;;;;;;;3;;;;;;;;3
DEF;B.V. Nederlandse Plastic Industrie Tzummarum;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Techn. Hand.ond. W.F. Schnabel & Co.;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Technisch Bureau Uittenbogaart;;;;;;;;;;1;;;;;;;;1
DEF;B.V. Vega Meet- en Regeltechniek;;;;;;;;;;2;;;;;;;;2
DEF;B.V.D.A. International B.V.;;;;;;;;;;1;;;;;;;;1
DEF;B+B Vakmedianet B.V.;;;;;;;;;;1;;;;;;;;1
DEF;B55;;;;;;;;;;1;;;;;;;;1
DEF;Back Quality Europe (B.Q.E.) B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Badmintonplanet;;;;;;;;;;1;;;;;;;;1
DEF;BAP Medical Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Basko Healthcare;;;;;;;;;;1;;;;;;;;1
DEF;Batenburg Mechatronica B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Baton Music;;;;;;;;;;1;;;;;;;;1
DEF;Bauerfeind Benelux B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Bax-shop.nl B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Beat It B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bechtle direct B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Beckman Coulter Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Becton Dickinson;;;;;;;;;;1;;;;;;;;1
DEF;BeeDirect B.V.;;;;;;;;;;3;;;;;;;;3
DEF;Beele Engineering B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Belimed B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Belser Conditioning B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Belship B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Berendsen Textiel Service B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Besbo Automaterialen B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Besseling Onderhoud B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Best Environmental & Safety Technology B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bevaplast B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bever B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Beweeg Mee B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Biesheuvel Groep B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bilderberg Restaurant 'Kasteel Doorwerth';;;;;;;;;;1;;;;;;;;1
DEF;Billink B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Biocheck B.V.;;;;;;;;;;2;;;;;;;;2
DEF;BiologiQ;;;;;;;;;;1;;;;;;;;1
DEF;Biomedic B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Biomet 3i Netherlands B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bio-Racer;;;;;;;;;;1;;;;;;;;1
DEF;Bioventus Coöperatief UA;;;;;;;;;;1;;;;;;;;1
DEF;BIS Bedrijfs Informatie Systemen B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bite Dental;;;;;;;;;;2;;;;;;;;2
DEF;BKV Artsen Intermediair B.V.;;;;;;;;;;2;;;;;;;;2
DEF;BKV Groep B.V.;;;;;;;;;;4;;;;;;;;4
DEF;Black Box Datacom B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Blickle Wielen B.V.;;;;;;;;;;1;;;;;;;;1
DEF;BNC Distributie;;;;;;;;;;1;;;;;;;;1
DEF;Bodybow HealthCare B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Boekbinderij Mulder;;;;;;;;;;1;;;;;;;;1
DEF;Boekhandel Kettenis;;;;;;;;;;1;;;;;;;;1
DEF;Boels Verhuur B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Boels Verhuur Nijkerk;;;;;;;;;;1;;;;;;;;1
DEF;Boerhof Projectinrichters;;;;;;;;;;2;;;;;;;;2
DEF;Bogra B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bohn Stafleu Van Loghum;;;;;;;;;;1;;;;;;;;1
DEF;Bomatho B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bombeeck Digital B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bomert Beheer B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bonjani;;;;;;;;;;1;;;;;;;;1
DEF;Boogh Arbeidsre-integratie;;;;;;;;;;1;;;;;;;;1
DEF;Boom B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Boom uitgevers Amsterdam B.V.;;;;;;;;;;2;;;;;;;;2
DEF;Bos Elektro B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bosan B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bosch Rexroth B.V.;;;;;;;;;;4;;;;;;;;4
DEF;Boshotel Utrechtse Heuvelrug;;;;;;;;;;1;;;;;;;;1
DEF;Bosman;;;;;;;;;;1;;;;;;;;1
DEF;Bouwcenter Filippo B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bouwhekken Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bowling Nieuwegein B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brakel Atmos B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brammer Nederland B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Bredenoord B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Breukhoven B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brevo;;;;;;;;;;1;;;;;;;;1
DEF;Brilliant Technology B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brillux Benelux B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brinzy B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brocacef B.V.;;;;;;;;;;5;;;;;;;;5
DEF;Broers;;;;;;;;;;1;;;;;;;;1
DEF;Brouwer Motors B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Brush HMA;;;;;;;;;;1;;;;;;;;1
DEF;BSI Group The Netherlands B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Budget Rent a Car;;;;;;;;;;2;;;;;;;;2
DEF;Buhl Fijnmetaalbewerking B.V.;;;;;;;;;;1;;;;;;;;1
DEF;Buijtendijk B.V.;;;;;;;;;;2;;;;;;;;2
