Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
InfraControl B.V.;;;;;;1;;;;1
INHOLLAND Academy;;;;;;;;;1;1
InkoopAcademie B.V.;;;;;;1;;;;1
Innoproduct;;;;1;;;;;;1
InsightsWorld B.V.;;;;;;1;;;;1
Instituut voor Commun. en NLP Smara Siddhi;;;;;;1;;;;1
Instondo Academy B.V.;;;;;;1;;;;1
Insyde B.V.;;;;;;1;;;;1
Intermenso;1;;;;;1;;;;1
Intertoys;;;;1;;;;;;1
Intop Zorgsector B.V.;;;;;;1;;;;1
Invloedrijk;;;;;;1;;;;1
Invorm;;;;;;1;;;;1
Iona Des Indes B.V.;;;;;;;;;1;1
IPD;;;;;;1;;;;1
iPM Partners;;;;;;1;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
ISES B.V.;;;;;;1;;;;1
ISS Nederland B.V.;;;;;;1;;;;1
IT Management Group;;;;;;1;;;;1
IT Rains Fishes;;;;1;;;;;;1
J. Dijkstra;;;;;;;1;;;1
J. Smit;;;;;;1;;;;1
J.W. Vermeulen Horecabedrijven BV;;;;;;;1;;;1
Jaarbeurs B.V.;;;;;;1;;;;1
Jan Kuitenbrouwer;;;;;;1;;;;1
Jan Stam Fietsverhuur;;;;;;;1;;;1
Japans Restaurant Itamae;;;;1;;;;;;1
Japans restaurant Sumo Den Haag B.V.;;;;;;;;;1;1
JAVO Bedrijfshulpverlening;;;;;;1;;;;1
Joan Boere Organisatieadvies B.V.;;;;;;1;;;;1
Jobtraining;;;;;;1;;;;1
Jongbloed juridische boekhandel;;;;;;1;;;;1
Joods Historisch Museum;;;;;;;;;1;1
JR Horeca Company B.V.;;;;1;;;;;;1
Judith Lodewijks;;;;;;;1;;;1
Just Ask V.O.F.;;;;;;1;;;;1
K, in Beeld;;;;;;;1;;;1
K.J. de Groot;;;;1;;;;;;1
Kaap Doorn B.V.;;;;;;2;;;1;2
Kameleon Terherne;;;;1;;;;;;1
Keizer Culinair;;;;1;;;;;;1
Kepner-Tregoe Nederland;;;;;;2;;;;2
Kernzaken;;;;;;1;;;;1
Kessels & Smit Something B.V.;;;;;;2;;;;2
Key West Beachhouse B.V.;;;;1;;;;;;1
Keynote Consultancy B.V.;;;;;;1;;;;1
Khaled Fedaie;;;;;;;;;1;1
KLM;;;;;;;;;1;1
Kloosterhoeve B.V.;;;;;;;;;1;1
Kloosterhotel ZIN B.V.;;;;1;;;;;;1
Kluwer Opleidingen;;;;;;1;;;;1
Koetshuis De Burcht B.V.;;;;1;;;;;;1
Koffie & Anders;;;;;;;;;1;1
Kohinoor van India;;;;1;;;;;;1
Kon. Verenig. van Archivarissen in Nederland;;;;;;1;;;;1
Koning Willem I College;;;;;;1;;;1;1
Koninklijk Instituut van Ingenieurs;;;;;;1;;;1;1
Koninklijke Ahrend N.V.;;;1;;;;;;;1
Kontakt der Kontinenten;;;;;;1;;;;1
Kookstudio 10;;;;1;;;;;;1
Koos Sikkens AGF Paterswolde;;;;1;;;;;;1
Kop & Schoud. Conc. & Promot. Services B.V.;;;;1;;;;;;1
KSG B.V.;;;;;;3;;;;3
Kwaliteitszorg in de Automatisering (Kza);;;;;;1;;;;1
L&Ving;;;;;;1;;;;1
La Bonbonnière B.V.;;;;;;;;;1;1
La Bouquetterie;;;;1;;;;;;1
La Carte Internet B.V.;;;;1;;;;;;1
La Red B.V.;;;;;;1;;;;1
La Vita Sana voedingsadviesbureau;;;1;;;;;;;1
Lagant Academy B.V.;;;;;;1;;;;1
Lagerweij & Partner Consultants B.V.;;;;;;2;;;;2
Landgoed de Horst;;;;;;1;;;;1
Landgoed de Wiersse B.V.;;;;1;;;;;;1
Landgoed ISVW B.V.;;;;1;;1;;;1;1
Landgoed Vilsteren B.V.;;;;;;;;;1;1
Landstede;;;;1;;;;;;1
Larijs trainingen;;;;;;1;;;;1
Lasaulec B.V.;;;1;;;;;;;1
Le Passage;;;;;;;;;1;1
Le Strasbourg;;;;;;;;;1;1
Leading Transformations;;;;;;1;;;;1
Lean Consultancy Group B.V.;;;;;;2;;;;2
Lean Six Sigma Partners B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
Learningtrain;;;;;;1;;;;1
Lectric Trainingen B.V.;;;;;;2;;;;2
Leeuwendaal Advies B.V.;;;;;;2;;;;2
LEF Marketing & Events B.V.;;;;;;1;;;;1
Leids Congres Bureau B.V.;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;2;;;;2
Leopold;;;;1;;;;;1;1
Les Ombrelles;;;;1;;;;;;1
LIB Businessgames B.V.;;;;1;;;;;;1
Libereaux B.V.;;;;;;2;;;;2
Lies Pol B.V.;;;;;;2;;;;2
Life Architect B.V.;;;;;;;;;1;1
LifeLong;;;;;;1;;;;1
Lily Schuimer;;;;;;2;;;;2
Link@Work Beheer B.V.;;;1;;;2;;;;2
Little V;;;;1;;;;;1;1
LNR Globalcom B.V.;;;;;;1;;;;1
Logacom B.V.;;;;;;1;;;;1
Logavak Opleidingsgroep B.V.;;;;;;1;;;;1
Logeion;;;;;;1;;1;;1
L'Orangerie;;;;1;;;;;;1
Louise Cornelis Tekst & Communicatie;;;;;;1;;;;1
LS Holding B.V.;;;;;;1;;;;1
LSSA B.V.;;;;;;1;;;;1
LTP Advies B.V.;;;;;;5;;;;5
Lud'arte;;;;1;;;;;;1
Luden Utrecht;;;;1;;;;;1;1
Lyreco Nederland B.V.;;;;1;;;;;;1
M. Ex. T. Netherlands B.V.;;;1;;;;;;;1
M. Veenstra;;;;;;;;;1;1
Maatschap Dynavision;;;;;;1;;;;1
Maatschap G.K. Brink en E. Brink Rozenveld;;;;1;;;;;;1
Madurodam B.V.;;;;1;;;;;;1
Mainpress B.V.;;;;1;;1;;;;1
Makeable Invest B.V.;;;;;;1;;;;1
MaMa Kelly B.V.;;;;;;;1;;;1
Marcel Harmsen;;;;;;1;;;;1
MARIA'S Biologische Catering en Eetwinkel;;;;;;;;;1;1
Mariënburggroep B.V.;;;;;;1;;;;1
Mariënhof Amersfoort B.V.;;;;;;1;;;;1
Marijke van Dijk Organisatieadvies & Coaching;;;;;;1;;;;1
Marijt Schaab Cateringservice;;;;;;;;;1;1
Maritiem Museum Rotterdam;;;;1;;;;;;1
Marjolein's Bloemenboetiek;;;;1;;;;;;1
Marnix Academie;;;;;;1;;;;1
Martini Advocaten;;;;;;1;;;;1
Martini Hotel Group B.V.;;;;1;;;;;1;1
Maruna Manufacturing B.V.;;;;;;1;;;;1
Massagepraktijk Groningen;;;1;;;;;;;1
Master it Training B.V.;;;;;;1;;;;1
Mauritshuis;;;;1;;;;;;1
Mavim B.V.;;;;;;1;;;;1
Mediavrouw;;;;;;2;;;;2
Mediterraan Restaurant Celik;;;;1;;;;;;1
Medprevent B.V.;;;;;;1;;;;1
meereffect;;;;;;1;;;;1
Meerwold Groningen Vastgoed C.V.;;;;;;;;;1;1
Mees Hakkenberg Consultancy;;;;;;;;;2;2
Melief Bender;;;;1;;;;;;1
Mercure Hotel Amsterdam City;;;;;;;;;1;1
Merlijn B.V.;;;;;;1;;;;1
Mijn voedingscoach.nl;;;1;;;;;;;1
Mikamax;;;;1;;;;;;1
Millers;;;;1;;;;;;1
Minderman Research;;;;;;1;;;;1
MindMeeting B.V.;;;;;;1;;;;1
MKPC B.V.;;;;;;1;;;;1
Mobility Mixx B.V.;;;;;;;;;7;7
Moes Mobiel B.V.;;;;;;;;;1;1
More Balls Than Most B.V.;;;;;;1;;;;1
Motief Loopbaanontwikkeling;;;;;;2;;;;2
Move a Mountain Bewustzijnstrainingen B.V.;;;;;;1;;;;1
Movum B.V.;;;;;;2;;;;2
Mulder Projectmanagement B.V.;;;;;;2;;;;2
Multi Vlaai;;;;1;;;;;;1
Multi-Vlaai;;;;1;;;;;1;1
Museum Beelden aan Zee;;;;;;;1;;;1
Museum Catering B.V.;;;;1;;;;;;1
Museum Catering Den Haag B.V.;;;;;;;2;;;2
Museum Het Schip;;;;1;;;;;;1
Museumshopdenhaag;;;;1;;;;;;1
MVA Communicatie;;;;;;1;;;;1
MW & V;;;;;;1;;;;1
MyForms B.V.;;;;;;1;;;;1
N. Ulrici;;;;;;1;;;;1
N.T.I. Nederlands Talen Instituut B.V.;;;;;;1;;;;1
N.V. De Observant;;;;1;;1;1;;1;1
N.V. Nederlandse Spoorwegen;;;;;;;;;6;6
Nakopy B.V.;;;;2;;;;;1;2
Nationale Media B.V.;;;;;;;;;1;1
Navigators Studentenvereniging Enschede;;;;;;1;;;;1
NCB Naturalis;;;;1;;;;;;1
NCOI Trainingen B.V.;;;;;;3;;;;3
NDC mediagroep B.V.;;;1;;;1;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;1;;1;;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;2;;;;2
Nederland. Vereniging voor Aanbestedingsrecht;;;;;;1;;;;1
NEDFAC B.V.;;;;;;2;;;;2
Negometrix B.V.;;;;;;1;;1;;1
Nesma B.V.;;;;;;1;;;;1
NEVI-Purspective B.V.;;;;;;3;;;;3
New Babylon Meeting Center B.V.;;;;1;;;1;;1;1
New Nexus B.V.;;;;;;1;;;;1
NGI B.V.;;;;;;;;1;;1
NH Rijnhotel;;;;;;;;;1;1
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;;1
Ni Hao Trading B.V.;;;;1;;;;;1;1
Nieuwe of Litteraire Sociëteit De Witte;;;;;;;;;1;1
Nieuwe Tijd Training & Coaching;;;;;;1;;;;1
Nieuwe Veste B.V.;;;;1;;;;;;1
NIOW B.V.;;;;;;1;;;;1
NIVE Opleidingen B.V.;;;;;;2;;;;2
Nivoo Opleidingen B.V.;;;;;;1;;;;1
NL Ver. v.h. Onderw. in de Natuurwetenschapp.;;;;;;1;;;;1
Noorderlicht;;;;;;;;;1;1
Noorderpoortcollege Training en Advies B.V.;;;;;;1;;;;1
NOSCERE;;;;;;1;;;;1
Novella Media B.V.;;;;;;1;;;;1
Novotel Den Haag;;;;;;1;;;;1
NRC Media Holding B.V.;;;;1;;;;;;1
NS Reizigers B.V.;;;;;;;;;3;3
Nsob;;;;;;3;;;;3
NVP;;;;;;1;;;;1
OAD Bus B.V.;;;;1;;;;;;1
O'ceallaigh;;;;1;;;;;;1
Odyssee B.V.;;;;;;1;;;;1
Oefencentrum Noord B.V.;;;;;;1;;;;1
Oldewarris Advies;;;;;;;;;1;1
Olympia Grieks Specialiteiten Restaurant;;;;1;;;;;;1
Onderneem 't - Projecten;;;;;;1;;;;1
One2Focus;;;;;;1;;;;1
Open Ateliers B.V.;;;;;;1;;;;1
Open Text International B.V.;;;;;;1;;;;1
Opleiding Sportmassage Groningen;;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;4;;;;4
Oppidum B.V.;;;;;;1;;;;1
Optelec Nederland B.V.;;;1;;;;;;;1
Optimum;;;;;;1;;;;1
Optisport Dordrecht B.V.;;;;1;;;;;;1
Opus 8;;;;;;;;;1;1
Organisatie & Adviesbureau Sport Totaal;;;;1;;;;;;1
Organisatieregie B.V.;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
Otto Cramwinckel Uitgever;;;;;;;;1;;1
Oudaen B.V.;;;;1;;;1;;1;1
Oudshoorn Bloemen Emiclaer B.V.;;;;1;;;;;;1
Outdoor Ameland;;;;1;;;;;;1
Over Het Voetlicht;;;;;;1;;;;1
Overseas Management Services B.V.;;;;;;;;;1;1
P&O Services Groep B.V.;;;;;;4;;;;4
P&op Interim;;;;;;1;;;;1
P.P. Wammes;;;;1;;;;;;1
Pacific Groningen;;;;1;;;;;;1
Papieren Tijger Beheer B.V.;;;;;;1;;1;;1
Paradis Private Boat Tours B.V.;;;;1;;;;;;1
Parkhotel Den Haag;;;;;;1;;;1;1
Partners in Cultuur en Beleving B.V.;;;;;;1;;;;1
Party Centrum De Franse School;;;;1;;;;;;1
Pastis Den Haag B.V.;;;;1;;;;;;1
Paul van Essen;;;;1;;;;;;1
paulcoumans;;;;;;1;;;;1
Paulusma Reizen B.V.;;;;1;;;;;;1
Pauzesoftware Nederland B.V.;;;1;;;;;;;1
Paviljoen De Bloemert B.V.;;;;1;;;;;;1
PC&O, People, Culture and Organization;;;;;;1;;;;1
PDS Interseco B.V.;;;;;;1;;;;1
PensioenKompaan;;;;;;1;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;;1
Pernikkel;;;;1;;;;;;1
Personeelsvereniging MarketingOost;;;;1;;;;;;1
Phaos Advies B.V.;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
Photo Designs;;;;;;1;;;;1
PHT Eten & Drinken B.V.;;;;1;;;;;;1
Pink Pepper;;;;1;;;;;;1
Pino Productions B.V.;;;;;;1;;;;1
Pino's Wereld Eetcafé;;;;1;;;;;;1
Pitch & Putt Groningen;;;;1;;;;;;1
Pizza Pazza;;;;1;;;;;;1
Pizzeria Ristorante Bella Italia B.V.;;;;1;;;;;;1
Plancius Horeca B.V.;;;;;;;;;1;1
Plata Foundation B.V.;;;;;;1;;;;1
Platform Outsourcing Nederland;;;;;;1;;;;1
Pluc B.V.;;;;;;1;;;1;2
Plus Delta B.V.;;;;;;1;;;;1
PMO Institute B.V.;;;;;;2;;;;2
PNA Training B.V.;;;;;;1;;;;1
Pouw Vervoer B.V.;;;;;;1;;;;1
PR Housing B.V.;;1;;;;;;;;1
Prachtwerk;;;;;;1;;;;1
Presenter B.V.;;;;;;1;;;;1
PRiMAN Talent Management;;;;;;1;;;;1
Prins & Partners B.V.;;;;;;1;;;;1
Print X-Press;;;;;;1;;;;1
Printed Copy en Printservice;;;;1;;;;;;1
Pro -Tact;;;;;;1;;;;1
Prof. Dr. Wim Derksen;;;;;;2;;;;2
Profileermij B.V.;;;;;;1;;;;1
Progress Events B.V.;;;;1;;;;;;1
Promopodium B.V.;;;;1;;;;;;1
Provinciaal Steunpunt Scouting Gelderland;;;;;;1;;;;1
Prowareness Academy B.V.;;;;;;1;;;;1
PSA the Project Support Academy B.V.;;;;;;1;;;;1
Psychologenpraktijk;;;1;;;;;;;1
Psychologenpraktijk Goog;;;;;;1;;;;1
Public Partners B.V.;;;;;;1;;;;1
Public Support Groep B.V.;;;;;;1;;;;1
Purple Monkey;;;;;;1;;;;1
Putman Cramer Consult B.V.;;;;;;1;;;;1
Puur Utrecht;;;;1;;;;;;1
PUUR.nu B.V.;;;;;;1;;;;1
Qroot Consulting;;;;;;1;;;;1
Quality Bookings;;;;;;1;1;;;1
Quasir B.V.;;;;;;1;;;;1
Quintor B.V.;;;;;;1;;;;1
R.J. Verschoor, pr. psych. adv., ther./coach.;;;;;;1;;;;1
Ramires B.V.;;;;1;;;;;;1
Randstad HR Solutions B.V.;;;;;;2;;;;2
Randstad Payroll Solutions Projecten B.V.;;;;;;2;;;;2
Randstad Resource Bedrijf Zakelijk B.V.;;;;;;1;;;1;1
Reclamestudio Guthschmidt B.V.;;;;1;;;;;;1
Recreatiepark De Postwagen B.V.;;;;2;;;;;;2
Redactiepunt;;;;;;1;;;;1
Rederij Quo Vadis;;;;;;;;;1;1
Regardz Business Center;;;;;;1;;;1;1
Reijnders Advies & Ontwikkeling B.V.;;;;;;1;;;;1
Reinaerde;;;;1;;;;;1;1
Reis en Org.bur. Outdoor International;;;;1;;;;;;1
Reisinformatiegroep B.V.;;;;;;;;;1;1
Remember the Talent;;;;;;1;;;;1
Rendement Uitgeverij B.V.;;;;;;2;;;;2
Restaurant Belle van Zuylen B.V.;;;;1;;;;;1;1
Restaurant Corfu;;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;;1;;;;;1;1
Restaurant De Pauw B.V.;;;;1;;;;;;1
Restaurant De Vlindertuin;;;;1;;;;;;1
Restaurant Fouquet;;;;;;;;;1;1
Restaurant Giuliano;;;;;;;;;1;1
Restaurant Goesting B.V.;;;;1;;;;;;1
Restaurant Hofstede Meerzigt B.V.;;;;1;;;;;;1
Restaurant La Passione;;;;1;;;;;1;1
Restaurant Mazie;;;;1;;;;;;1
Restaurant Petit Bonheur B.V.;;;;;;;;;1;1
Restaurant Poppe Zwolle;;;;1;;;;;;1
Restaurant Voilà;;;;1;;;;;;1
Ristorante Italiano Pizzeria Romagna;;;;1;;;;;;1
Ritskes Training & Coaching;;;;;;1;;;;1
ROC Leiden;;;;;;1;;;;1
ROC Mondriaan Contractgroep;;;;1;;1;;;;1
roel & jasper B.V.;;;;;;2;;;;2
ROI B.V.;;;;;;3;;;;3
Rommy A. Hutting;;;;;;2;;;;2
Rondvaartbedrijf Kool;;;;1;;;;;;1
Rotslab Coöperatie UA;;;;;;1;;;;1
Rozee B.V.;;;;1;;;;;1;1
Rulemanagement Group B.V.;;;;;;1;;;;1
Ruralia;;;;;;1;;;;1
S.J.A. Boogaard Consultancy;;;;;;1;;;;1
Sabel Communicatie B.V.;;;;1;;;;;;1
Safety Company B.V.;;;;;;1;;;;1
Santos;;;;1;;;;;;1
SAP Nederland B.V.;;;;;;2;;;;2
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
Scheel Nederland B.V.;;;;;;;;;1;1
Scheidegger Trainingen B.V.;;;;;;1;;;;1
Schiphol Nederland B.V.;;;;;;;;;2;2
Schippers Centrale Rotterdam;;;;;;;;;1;1
Schoevers Trainingen B.V.;;;;;;2;;;;2
School voor de Toekomst;;;;;;1;;;;1
Schoonenberg Hoorcomfort B.V.;;;1;;;;;;;1
Schouten & Nelissen Nederland B.V.;;;;;;4;;;;4
Schrandt Koffers B.V.;;;1;;;;;;;1
ScienceWorks B.V.;;;;;;1;;;;1
SCRAP XL;;;;;;1;;;;1
Scrum Company;;;;;;2;;;;2
SDU Integrity Solutions B.V.;;;;1;;1;;;;1
Seasons Catering;;;;1;;;;;;1
Segway-Veluwe B.V.;;;;1;;;;;;1
SGS Search Opleidingen B.V.;;;;;;1;;;;1
Shabu Shabu Zoetermeer B.V.;;;;1;;;;;;1
Sheraton A'dam Airp. Hotel & Conference Cntr.;;;;1;;;;;;1
Show Rental;;;;1;;;;;;1
Showtime Evenementenbureau B.V.;;;;1;;;;;;1
SHR B.V.;;;;;;1;;;;1
Shufu State B.V.;;;;1;;;;;;1
Significant B.V.;;;;;;2;;;;2
Silent Speakers;;;;;;1;;;;1
Simon de Vogel B.V.;;;;1;;;;;;1
simply special;;;;;;1;;;;1
Sioo B.V.;;;;;;3;;;;3
Sligro;;;;1;;;;;;1
Slijterij Wijnhandel W. v. Schaik;;;;1;;;;;1;1
Slim Werken;;;;;;1;;;;1
SnowWorld N.V.;;;;1;;;;;;1
Sociaal.nl Schuldsanering B.V.;;;1;;;;;;;1
Sodexo Prestige B.V.;;;;1;;1;;;;1
SOEOS16 B.V.;;;;;;1;;;;1
Sogeti Nederland B.V.;;;;;;2;;;;2
Soomers;;;;1;;;;;;1
Sparkle;;;;;;1;;;;1
Speakers Academy Special Projects B.V.;;;;;;2;;;;2
Specialtours Events;;;;1;;;;;1;1
Speechless;;;;;;2;;;;2
Spencer Medical B.V.;;;1;;;;;;;1
Spido B.V.;;;;1;;;;;;1
SPITZ congres & event B.V.;;;;;;1;;;;1
Sprengers Advocaten;;;;;;1;;;;1
Springhaver Theater B.V.;;;;1;;;;;;1
SRS Consulting B.V.;;;;;;1;;;;1
Stad Unique;;;;1;;;;;;1
Stairway To Heaven B.V.;;;;1;;;;;;1
Stan en Co;;;;1;;;;;;1
Startel B.V.;;;;;;2;;;;2
Stavoor B.V.;;;;;;2;;;;2
STB Automobielen;;;;1;;;;;1;1
Steakh. Partyhouse Snacks Cater. André Dokter;;;;1;;;;;;1
StefanWijers.nl;;;;;;1;;;;1
Stemklank;;;;;;1;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;;2;;;;2
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;1;;1
Stg. Expert.centr. Ber.onderw. (Stg. ecbo);;;;;;1;;;;1
Stg. Fac. Herinneringscentrum Kamp Westerbork;;;;;;;;;1;1
Stg. Hoger Onderw.Markus Verbeek Praehep Opl.;;;;;;1;;;;1
Stg. Kenniscentrum Center People & Buildings;;;;;;1;;;;1
Stg. Postdoctor. Opl. Inf. en Management;;;;;;2;;;;2
Sticht. 'Platform voor Innovatie in Toezicht';;;;;;1;;;;1
Stichting Agile Holland;;;;;;1;;;;1
Stichting Bartiméus Sonneheerdt;;;1;;;1;;;;1
Stichting Be the Change Europe;;;;;;1;;;;1
Stichting Behoud Moderne Kunst;;;;;;1;;1;;1
Stichting BENAIS Academy;;;;;;1;;;;1
Stichting Bestuursbureau Noorderlink;;;;;2;3;;;;3
Stichting Cultureel Centrum 't Paard;;;;2;;;;;;2
Stichting De Kargadoor;;;;;;;1;;;1
Stichting De Ooievaart;;;;1;;;;;1;1
Stichting Den Haag Marketing;;;;3;;;;;;3
Stichting EP-Nuffic;;;;;;1;;;1;1
Stichting Erfgoed Brabant;;;;;;1;;;;1
Stichting Erfgoed Oud-Poelgeest;;;;;;2;;;;2
Stichting Erfgoedhuis Zuid-Holland;;;;;;1;;;;1
Stichting Exploitatie Glazen Zaal;;;;1;;;;;;1
Stichting Feestje voor het Goede Doel;;;;;;1;;;;1
Stichting Fonds Instituut Clingendael;;;;;;1;;;;1
Stichting Gezamenlijke Projecten Haagse Musea;;;;;;;;1;;1
Stichting Het Nieuwe Instituut;;;;;;1;;;;1
Stichting Het Scheepvaartmuseum Enterprise;;;;1;;;;;;1
Stichting Hogeschool Utrecht;;;;;;1;;;;1
Stichting Hogeschool van Arnhem en Nijmegen;;;;;;1;;;;1
Stichting HRR Wegwedstrijd;;;;1;;;;;;1
Stichting Ink;;;;;;1;;;;1
Stichting Instituut Fondsenwerving;;;;;;;;1;;1
Stichting Leido Academy;;;;;;1;;;;1
Stichting Marketing Groningen;;;;1;;;;;;1
Stichting Matrijs;;;;;;;;1;;1
Stichting MBO Academie;;;;;;1;;;;1
Stichting MBO Diensten;;;;;;1;;;1;1
Stichting Mediadiner;;;;;;1;;;;1
Stichting Nationaal Renovatie Platform;;;;;;1;;;;1
Stichting OnderwijsAdvies;;;;;;1;;;;1
Stichting Orion;;;;1;;;;;;1
Stichting OSR Juridische Opleidingen;;;;;;1;;;;1
Stichting Proctos Klinieken;;;;;;1;;;;1
Stichting Regionale VVV Zuid-Holland-Zuid;;;;1;;;;;;1
Stichting Reuvens;;;;;;1;;;;1
Stichting Sardes;;;;;;1;;;;1
Stichting Schapedrift Ermelo;;;;;;;1;;;1
Stichting School en Veiligheid;;;;;;1;;;;1
'Stichting Sportevenementen Le Champion';;;;;;;1;;;1
Stichting Stad.Academie;;;;;;1;;;;1
Stichting Teachers for Teachers;;;;;;1;;;;1
Stichting Team Haagse Hogeschool;;;;2;;1;;;;2
Stichting Vrienden van Loesje;;;;;;1;;;;1
Stichting WiskundE-brief;;;;;;1;;;;1
Strandclub DOEN!;;;;1;;;;;;1
Strandtent Doris B.V.;;;;1;;;;;;1
Studieboekencentrale Noord Nederland;;;;;;1;;;;1
Studio DanZo;;;;;;;1;;;1
studystore;;;;;;1;;;;1
Stuur Auto Verhuur;;;;;;;;;1;1
Summit Registration & Services B.V.;;;;;;1;;;;1
Sumo Den Haag II B.V.;;;;1;;;;;;1
Superscript;;;;;;1;;;;1
Surfly B.V.;;;;;;2;;;;2
SURFmarket;;;2;;;;;;;2
SURFnet B.V.;;;;;;1;;;1;1
Sustainability Unlimited Holding B.V.;;;;;;1;;;;1
SVDC;;;;;;1;;;;1
Sylvia van Pijkeren;;;;;;1;;;;1
Symbol B.V.;;;;;;1;;;;1
't Belgisch Biercafé B.V.;;;;1;;;;;1;1
Taalnetwerk;;;;;;1;;;;1
Taalpartners;;;;;;1;;;;1
TaalTaal B.V.;;;;;;1;;;;1
Taartenwinkel.nl B.V.;;;;1;;;;;;1
Tacstone Consulting B.V.;;;;;;2;;;;2
Take Fresh/Bits & Bites;;;;1;;;;;1;1
Talamini;;;;;;;1;;;1
Tapas Bar Restaurant Limon;;;;1;;;;;;1
Taribush Events;;;;1;;;;;;1
Taxi 1907 B.V.;;;;;;;;;1;1
Taxi Bakker B.V.;;;1;;;;;;;1
Taxi Hotax;;;;;;;;;1;1
Taxi Onderneming Groningen;;;;;;;;;1;1
Taxi Van den Assem;;;;;;;;;1;1
Taxibedrijf Poll;;;;;;1;;;2;2
Taxicentrale Dordrecht;;;;;;;;;1;1
TCR Tours B.V.;;;;;;;1;;;1
Telegrootgebruik B.V.;;;1;;;;;;;1
Tele'Train B.V.;;;;;;1;;;;1
Terwolde Groningen;;;;;;;;;1;1
Th. Lubbe Reizen;;;;1;;;;;;1
The Colour Kitchen Utrecht B.V.;;;;1;;;1;;1;1
The Good Life Vision;;;1;;;;;;;1
The Old Pal B.V.;;;;1;;;;;;1
Thema B.V.;;;;1;;1;;;;1
Thuishaven Veerdiensten B.V.;;;;;;;1;;;1
TiasNimbas Business School;;;;;;1;;;;1
TilburgMentaal B.V.;;;;;;1;;;;1
T-Mobile Netherlands B.V.;;;;;;1;;;;1
Tolsma Advies;;;1;;;;;;;1
Ton Senf Consultancy Partner;;;;;;;;;1;1
Top Movers Nederland B.V.;;1;;;;;;;;1
Topbloemen Nederland B.V.;;;;2;;1;;;;2
Topscore B.V.;;;;;;1;;;;1
Totality Informatisering B.V.;;;;;;3;;;1;3
Totzo;;;;1;;;;;;1
Tower Leisure B.V.;;;;1;;;;;;1
Travelcard Nederland B.V.;;;;;;;;;2;2
Twynstra Gudde;;;;;;1;;;;1
Uitjes in Holland;;;;;;;1;;;1
Ultimate Sportswear;;;;1;;;;;;1
Umami Restaurant B.V.;;;;1;;;;;1;1
uNiek-Design;;;;1;;;1;;;1
Unisys Nederland N.V.;;;;;;1;;;;1
UNLP B.V.;;;;;;1;;;;1
UNO Den Haag B.V.;;;;;;;;;1;1
Urban Heart;;;;1;;;;;;1
USG Restart B.V.;;;;;1;1;;;;1
UTS International (Europe) B.V.;;1;;;;;;;;1
Uw Kabelpartner;;;1;;;;;;;1
UwNota.nl;;;1;;;;;;;1
V.O.F. Alpina-van Houweninge & IJsselstijn;1;;;1;;;;;;1
V.O.F. Moa;;;;;;;;1;;1
V.O.F. Qualitycircle;;;;;;;;1;;1
Vaccinatiezorg B.V.;;;1;;;;;;;1
Vakmedianet Management B.V.;;;;;;1;;;;1
Valkenburg Trainingen;;;;;;1;;;;1
Van Campen Consulting;;;;;;2;;;;2
Van der Hilst Communicatie-Advies;;;;;;2;;;;2
Van der Valk Hotel Den Haag B.V.;;;;1;;;;;;1
Van der Valk Hotels B.V.;;;;;;1;;;;1
Van Dijk Educatie B.V.;;;;;;1;;;;1
van Doorn;;;;1;;;;;1;1
Van Ede & Partners B.V.;;;;;;2;;;;2
Van Harte & Lingsma Manag. en Organis. B.V.;;;;;;3;;;;3
Van Hemmen & Partners;;;;;;1;;;;1
Van Heugten Tours;;;;1;;;;;;1
Van Hoek Trainingen;;;;;;1;;;;1
Van Hoogevest Architecten B.V.;;;;;;;;;1;1
Van Kleef;;;;1;;;;;;1
Van Nijhuis Rijwielen Verhuur;;;;;;;1;;;1
Van Oss Opleiding Vertrouwenspersoon;;;;;;1;;;;1
Van Stockum, Belinfante & Coebergh B.V.;;;;1;;;;;;1
Van 't Loo/Van Eck Beheer B.V.;;;;;;1;;;;1
VCD Business Solutions B.V.;;;;;;1;;;;1
