OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL,HELLING_BEGIN,HELLING_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,HOOGTE_BEGIN,HOOGTE_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
967,1019346,009_105BV_138.8,,3380.15316357,3415.28768742,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,35.134547,30000,-1.68259877,-0.51144566,6.28150271,6.28267386,1.1576453,1.11910196,36,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,35.1344585165333
968,1019347,009_105BV_138.8,,3415.28768742,3632.39604702,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,217.108388,,-0.51144722,-0.51144722,6.28267386,6.28267386,1.11910194,1.00806247,37,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,217.108347262859
969,1019348,009_105BV_138.8,,3632.39604702,3668.30039974,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,35.904355,30000,-0.51144722,0.68536476,6.28267386,0.00068536,1.00806269,1.01118489,38,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,35.9044049037162
970,1019349,009_105BV_138.8,,3668.30039974,4037.45664005,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,369.15632701,,0.68536706,0.68536706,0.00068537,0.00068537,1.01118492,1.26419245,39,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,369.156229259358
971,1019350,009_105BV_138.8,,4037.45664005,4092.71157696,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,55.255016,30000,0.68537011,2.52720925,0.00068537,0.0025272,1.26419197,1.35294733,40,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,55.2549135647682
972,1019351,009_105BV_138.8,,4092.71157696,4392.36283406,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,299.652214,,2.52720498,2.52720498,0.0025272,0.0025272,1.35294709,2.11022724,41,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,299.651318376133
973,1019352,009_105BV_138.8,,4392.36283406,4421.36664735,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,29.003875,30000,2.52720538,1.56040543,0.0025272,0.0015604,2.11022722,2.16950536,42,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,29.0037841627512
974,1019353,009_105BV_138.8,,4421.36664735,4510.44203491,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,89.075496,,1.56040453,1.56040453,0.0015604,0.0015604,2.16950534,2.30849898,43,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,89.0753433084691
975,1019354,009_105BV_138.8,,4510.44203491,4540.32589254,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,29.883929,25000,1.56040127,2.75576414,0.0015604,0.00275576,2.30849902,2.37299083,44,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,29.8838834148685
976,1019355,009_105BV_138.8,,4540.32589254,4588.21910268,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,47.893392,,2.75576698,2.75576698,0.00275576,0.00275576,2.37299094,2.50497347,45,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,47.893237841111
977,1019356,009_105BV_138.8,,4588.21910268,4623.96393095,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,35.744895,20000,2.75576698,0.96851555,0.00275576,0.00096852,2.50497351,2.57153538,46,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,35.7447969081937
978,1019357,009_105BV_138.8,,4623.96393095,4687.85504299,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,63.891142,,0.9685203,0.9685203,0.00096852,0.00096852,2.57153541,2.63341525,47,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,63.8911030535188
979,1019358,009_105BV_138.8,,4687.85504299,4813.29448763,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,125.439615,30000,0.9685203,-3.21281877,0.00096852,6.2799725,2.633415,2.49265373,48,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,125.439405537608
980,1019359,009_105BV_138.8,,4813.29448763,5003.56754161,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,190.274036,,-3.2128171,-3.2128171,6.2799725,6.2799725,2.4926538,1.88134128,49,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,190.273125338157
981,1019360,009_105BV_138.8,,5003.56754161,5018.66522326,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,15.097748,30000,-3.21281823,-2.70955554,6.2799725,6.28047576,1.88134159,1.83663454,50,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,15.0976176415354
982,1019361,009_105BV_138.8,,5018.66522326,5104.87076982,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,86.205863,,-2.70955381,-2.70955381,6.28047576,6.28047576,1.83663458,1.60305601,51,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,86.2055780840196
983,1019362,009_105BV_138.8,,5104.87076982,5199.80216488,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,94.931495,30000,-2.70955381,0.45483602,6.28047576,0.00045484,1.60305611,1.49603463,52,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,94.9314474256555
984,1019363,009_105BV_138.8,,5199.80216488,5248.49513844,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,48.692982,30000,0.45484003,-1.16825993,0.00045484,6.28201705,1.49603472,1.47866546,53,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,48.6929555374286
985,1019364,009_105BV_138.8,,5248.49513844,5405.80633509,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,157.311304,,-1.16826771,-1.16826771,6.28201704,6.28201704,1.47866532,1.29488373,54,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,157.311134363751
986,1019365,009_105BV_138.8,,5405.80633509,5443.03687711,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,37.23055,30000,-1.16826771,0.07275115,6.28201704,7.275e-05,1.29488449,1.27449116,55,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,37.2306075942899
987,1019366,009_105BV_138.8,,5443.03687711,5772.67740124,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,329.640525,,0.07276,0.07276,7.276e-05,7.276e-05,1.27449134,1.29847598,56,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,329.640519929999
988,1019367,009_105BV_138.8,,5772.67740124,5779.87660121,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,7.1992,30000,0.07276,-0.16721333,7.276e-05,6.28301809,1.29847465,1.29813466,57,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,7.19917149260941
989,1019368,009_105BV_138.8,,5779.87660121,6157.97717593,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,378.10058,,-0.16721728,-0.16721728,6.28301809,6.28301809,1.29813463,1.23490968,58,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,378.100622727732
990,1019369,009_105BV_138.8,,6157.97717593,6191.23750773,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,33.260336,30000,-0.16721718,0.94146097,6.28301809,0.00094146,1.23490965,1.24778545,59,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,33.2602521172044
991,1019370,009_105BV_138.8,,6191.23750773,6400.90802481,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,209.67061,,0.94146028,0.94146028,0.00094146,0.00094146,1.24778544,1.4451819,60,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,209.670491422064
992,1019371,009_105BV_138.8,,6400.90802481,6462.56173144,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,61.653837,30000,0.94146028,2.99660175,0.00094146,0.00299659,1.44518201,1.56657984,61,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,61.653760122178
993,1019372,009_105BV_138.8,,6462.56173144,6560.29070466,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Rechtstand,97.729412,,2.99659897,2.99659897,0.00299659,0.00299659,1.56657982,1.85943436,62,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,97.7289914508996
994,1019373,009_105BV_138.8,,6560.29070466,6631.17778496,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,70.887179,22000,2.99659897,-0.22555404,0.00299659,6.28295975,1.85943421,1.95764949,63,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,70.8870559092548
995,1019374,009_105BV_138.8,,6631.17778496,6672.16103433,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Topboog,40.983339,12500,-0.22555718,-3.50423572,6.28295975,6.27968109,1.95764946,1.88122015,64,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,40.9831463741972
996,1019375,009_105BV_138.8,,6672.16103433,6701.81829343,2021/10/29 14:31:23+00,2019/07/15 02:00:00+00,Dalboog,29.657375,20000,-3.50424152,-2.02135925,6.27968108,6.28116395,1.88122014,1.79928317,65,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,29.6572382144978
997,1019376,009_105BV_138.8,,6701.81829343,6815.81918753,2021/10/29 14:31:23+00,2019/07/24 12:11:41+00,Rechtstand,114.001127,,-2.02135993,-2.02135993,6.28116395,6.28116395,1.79928318,1.56884634,66,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,114.000888482897
998,1019377,009_105BV_138.8,,6815.81918753,6848.82100715,2021/10/29 14:31:23+00,2019/07/24 12:11:41+00,Dalboog,33.001857,30000,-2.02135993,-0.92129554,6.28116395,6.28226401,1.56884665,1.52029017,67,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,33.0018173323834
999,1019378,009_105BV_138.8,,6848.82100715,7026.19366987,2021/10/29 14:31:23+00,2019/07/24 12:11:41+00,Rechtstand,177.372738,,-0.92129744,-0.92129744,6.28226401,6.28226401,1.52029027,1.35687729,68,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,177.372688000972
1000,1019379,009_105BV_138.8,,7026.19366987,7049.67479697,2021/10/29 14:31:23+00,2019/07/24 12:11:41+00,Dalboog,23.481131,30000,-0.92129744,-0.13859281,6.28226401,6.28304671,1.3568781,1.34443439,69,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,23.4811099841979
1001,1019380,009_105BV_138.8,,7049.67479697,8159.77416842,2021/10/29 14:31:23+00,2019/07/24 12:11:41+00,Rechtstand,1110.09938211,,-0.13858718,-0.13858718,6.28304672,6.28304672,1.34443451,1.19058897,70,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,1110.0993500724
1002,1019381,009_105BV_138.8,,8159.77416842,8170.76345143,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,10.98928311,,-0.13857718,-0.13857718,6.28304673,6.28304673,1.19064635,1.18912349,71,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,10.9892488933204
1003,1019382,009_105BV_138.8,,8170.76345143,8285.65046007,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,114.88700975,,-0.13857718,-0.13857718,6.28304673,6.28304673,1.1891235,1.17320278,72,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,114.88699300443
1004,1019383,009_105BV_138.8,,8285.65046007,8309.08055374,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Dalboog,23.430095,30000,-0.13857718,0.64242608,6.28304673,0.00064243,1.17320296,1.17910557,73,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,23.4301251183172
1005,1019384,009_105BV_138.8,,8309.08055374,8594.6936508,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,285.613156,,0.64243009,0.64243009,0.00064243,0.00064243,1.1791056,1.36259205,74,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,285.61303978306
1006,1019385,009_105BV_138.8,,8594.6936508,8661.84387259,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Dalboog,67.15034,30000,0.64243009,2.88078264,0.00064243,0.00288077,1.36259134,1.48088345,75,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,67.1503084881224
1007,1019386,009_105BV_138.8,,8661.84387259,8924.02903567,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,262.186251,,2.88077999,2.88077999,0.00288077,0.00288077,1.48088328,2.23618105,76,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,262.185102247351
1008,1019387,009_105BV_138.8,,8924.02903567,8972.57268468,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Topboog,48.543715,8500,2.88077797,-2.83026217,0.00288077,6.28035505,2.2361811,2.23740723,77,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,48.543667142028
1009,1019388,009_105BV_138.8,,8972.57268468,9087.38866382,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,114.816439,,-2.83026197,-2.83026197,6.28035505,6.28035505,2.23740729,1.91244799,78,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,114.815922140098
1010,1019389,009_105BV_138.8,,9087.38866382,9129.07633942,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Dalboog,41.687774,30000,-2.83026474,-1.44066571,6.28035505,6.28174464,1.91244814,1.8234256,79,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,41.6877438933795
1011,1019390,009_105BV_138.8,,9129.07633942,9432.42457662,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,303.348552,,-1.44066,-1.44066,6.28174465,6.28174465,1.82342577,1.3864041,80,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,303.348179613203
1012,1019391,009_105BV_138.8,,9432.42457662,9446.83124263,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Dalboog,14.406671,10000,-1.44065818,1.017e-05,6.28174465,1e-08,1.3864036,1.37602611,81,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,14.4066851273973
1013,1019392,009_105BV_138.8,,9446.83124263,9453.26229809,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,6.43105546,,1e-05,1e-05,1e-08,1e-08,1.37602609,1.37602615,82,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,,6.43103328867142
1014,1019393,009_105BV_138.8,V,9453.26229809,9457.06229843,2021/10/29 14:31:23+00,2019/07/17 02:00:00+00,Rechtstand,3.80000034,,5.9e-07,5.9e-07,0,0,1.37602615,1.37602615,83,9457.062301,Ja,10,eff66ec3-a421-442a-bde8-7b2c108a04ea,a3170dbc-d51b-46de-9b7e-ac8d7c3aad12,5e16ab45-b799-48ff-80f1-b72fd6f7a51a,3.80008626407613
1015,1019405,009_25AL_165.8,L,0,3.37102,2021/10/29 14:31:25+00,2019/07/15 02:00:00+00,Rechtstand,3.37103073,,-2.52320402,-2.52320402,6.28066211,6.28066211,1.40350892,1.39500315,0,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,3.37098513458313
1016,1019406,009_25AL_165.8,L,3.37102,21.39634973,2021/10/29 14:31:25+00,2019/07/15 02:00:00+00,Rechtstand,18.02538711,,-2.52320253,-2.52320253,6.28066211,6.28066211,1.39500314,1.34952158,1,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,18.025329187126
1017,1019407,009_25AL_165.8,L,21.39634973,27.34245973,2021/10/29 14:31:25+00,2019/07/15 02:00:00+00,Rechtstand,5.9461287,,-2.50790244,-2.50790244,6.28067741,6.28067741,1.34962999,1.33471773,2,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,5.94609249255341
1018,1019408,009_25AL_165.8,L,27.34245973,27.45816129,2021/10/29 14:31:25+00,2019/07/15 10:57:03+00,Rechtstand,0.11570192,,-2.50790526,-2.50790526,6.28067741,6.28067741,1.33471769,1.33442752,3,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,0.115665422663819
1019,1019409,009_25AL_165.8,L,27.45816129,28.62170456,2021/10/29 14:31:25+00,2019/07/15 10:57:03+00,Dalboog,1.16354655,4320,-2.50790474,-2.23856374,6.28067741,6.28094675,1.33442753,1.33166617,4,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,288e7688-0d8f-4fac-a61e-c615dcb5eb62,1.16356188060627
1020,1019410,009_25AL_165.8,Q,28.62170456,29.52599817,2021/10/29 14:31:25+00,2019/07/15 10:57:03+00,Dalboog,0.90429567,4320,-2.23856144,-2.02923279,6.28094675,6.28115608,1.33166617,1.3297365,5,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,02c331bb-dd2e-4702-9398-e3f44d6f79c7,0.904286597268808
1021,1019411,009_25AL_165.8,Q,29.52599817,46.72899922,2021/10/29 14:31:25+00,2019/07/15 10:57:03+00,Rechtstand,17.20303647,,-2.02922918,-2.02922918,6.28115608,6.28115608,1.3297365,1.29482767,6,46.72899948,Ja,10,19d442bf-163c-408a-bb39-911760ea839e,a8ea8347-7fcb-4a13-889d-4b2802233da6,02c331bb-dd2e-4702-9398-e3f44d6f79c7,17.2030238231054
1022,1019412,009_25BS_165.9,S,0,20.92769342,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,20.92773704,,2.04171756,2.04171756,0.00204171,0.00204171,1.29482764,1.33755608,0,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,02c331bb-dd2e-4702-9398-e3f44d6f79c7,20.9277115770719
1023,1019413,009_25BS_165.9,S,20.92769342,25.98999147,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Dalboog,5.0623095,30000,2.04171637,2.21046078,0.00204171,0.00221046,1.33755612,1.34831901,1,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,02c331bb-dd2e-4702-9398-e3f44d6f79c7,5.06225961898439
1024,1019414,009_25BS_165.9,,25.98999147,27.77995748,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Dalboog,1.7899705,30000,2.2104651,2.27013108,0.00221046,0.00227013,1.348319,1.35232906,2,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,1.78999295250009
1025,1019415,009_25BS_165.9,,27.77995748,40.10595001,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,12.32602429,,2.27013108,2.27013108,0.00227013,0.00227013,1.35232911,1.38031073,3,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,12.3260003216777
1026,1019416,009_25BS_165.9,,40.10595001,75.61871766,2021/10/29 14:31:26+00,2019/07/25 02:00:00+00,Rechtstand,35.51285916,,2.27019108,2.27019108,0.00227019,0.00227019,1.38031237,1.46093314,4,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,35.5127463745948
1027,1019417,009_25BS_165.9,,75.61871766,110.25251533,2021/10/29 14:31:26+00,2019/07/25 02:00:00+00,Dalboog,34.63394,30000,2.27019181,3.42466057,0.00227019,0.00342465,1.4609331,1.55955029,5,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,34.6337785192889
1028,1019418,009_25BS_165.9,,110.25251533,155.49775001,2021/10/29 14:31:26+00,2019/07/25 02:00:00+00,Rechtstand,45.2455,,3.42466057,3.42466057,0.00342465,0.00342465,1.55955043,1.7145,6,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,45.2452637640014
1029,1019419,009_25BS_165.9,,155.49775001,174.37034591,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,18.87270657,,3.42461057,3.42461057,0.0034246,0.0034246,1.71449193,1.77912322,7,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,18.8725910961789
1030,1019420,009_25BS_165.9,,174.37034591,179.12827928,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Topboog,4.75796,30000,3.42460923,3.26600879,0.0034246,0.003266,1.77912322,1.79503998,8,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,4.75794424417472
1031,1019421,009_25BS_165.9,,179.12827928,234.35205475,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,55.22407,,3.26600879,3.26600879,0.003266,0.003266,1.79503994,1.97540128,9,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,55.2237327985495
1032,1019422,009_25BS_165.9,,234.35205475,286.046018,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Dalboog,51.69441,30000,3.26600529,4.98918858,0.00326599,0.00498915,1.97540131,2.18877294,10,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,51.693943744592
1033,1019423,009_25BS_165.9,,286.046018,451.91325363,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,165.8693,,4.98918858,4.98918858,0.00498915,0.00498915,2.18877233,3.01631525,11,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,165.867232670739
1034,1019424,009_25BS_165.9,,451.91325363,485.58520176,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Topboog,33.67228,30000,4.98918791,3.86675645,0.00498915,0.00386674,3.01631515,3.16541355,12,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,33.6719867561345
1035,1019425,009_25BS_165.9,,485.58520176,561.23486622,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Rechtstand,75.65023,,3.86675465,3.86675465,0.00386674,0.00386674,3.16541346,3.45793215,13,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,75.6495761771504
1036,1019426,009_25BS_165.9,,561.23486622,578.3050389,2021/10/29 14:31:26+00,2019/07/15 02:00:00+00,Dalboog,17.07032,30000,3.86675578,4.43577627,0.00386674,0.00443575,3.45793212,3.52879494,14,16580.72697,Ja,10,a9d64321-a30b-4284-a2ec-2304472836b0,a946c2c3-1436-42ab-91bc-4b62eab1b083,,17.0701810990384
