FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_verkeerskundige_wegvakken.778,202210,600094032,B,058-0150,A58 Kapelle - KP De Poel v.v.,058-0150-L,A58L4 KP De Poel - Kapelle (L),3,KP De Poel,asw,hoofdrijbaan,,058,R,k,L,VBI,149.553,149.449,Goes,ZD District Zuid,RWS Zee en Delta,104,RW58,A58,1,0,0,1,149715,148683,A58 Vlissingen - Bergen op Zoom,A58L,2022-12-01T08:38:16,,058-0150-L_003,058-0150_003,,"LINESTRING (49798.199599999934 389233.82559999824, 49814.76319999993 389226.69790000096, 49826.83549999818 389219.3478000015, 49837.72899999842 389209.7410000004, 49847.647700000554 389198.2782000005, 49854.93910000101 389183.0111999996, 49860.15199999884 389165.15900000185, 49859.9833999984 389158.64869999886)"
hwn_verkeerskundige_wegvakken.779,202210,600135700,B,027-0090,A27 KP Eemnes - KP Almere  v.v.,027-0100-L,KP Almere - Stichte Brug,1,Almere Haven - Stichtse brug (districtgrens),asw,hoofdrijbaan,Stichtse brug,027,R,c,L,PST,109.427,109.32,Almere,MN District Noord,RWS Midden-Nederland,107,RW27,A27,0,1,1,0,109424,107635,A27 Almere - Utrecht,A27L,2022-12-01T08:38:16,,027-0100-L_001,027-0090_001,,"LINESTRING (151201.89710000157 480647.13280000165, 151189.24060000107 480641.7932000011, 151168.7692000009 480619.8616000004, 151144.52840000018 480594.61349999905, 151137.4690000005 480587.53009999916, 151133.8313000016 480584.09369999915, 151130.12559999898 480580.7237999998, 151123.62299999967 480575.4523999989)"
hwn_verkeerskundige_wegvakken.780,202210,600106647,B,004-0150,A4 KP Zoomland - KP Markiezaat v.v.,004-0150-L,KP Markiezaat - KP Zoomland,4,Hoogerheide(30) - Bergen op Zoom-Zuid(29),asw,hoofdrijbaan,,004,R,d,L,OPR,241.68,241.134,Woensdrecht,ZN District West,RWS Zuid-Nederland,463,RW4,A4,0,0,0,0,241611,236672,A4 Antwerpen - KP Sabina,A4L,2022-12-01T08:38:16,,004-0150-L_004,004-0150_004,,"LINESTRING (80323.8040000014 383964.33300000057, 80298.9552000016 383951.40790000185, 80281.76190000027 383941.17119999975, 80264.32789999992 383931.36950000003, 80250.73970000073 383924.2105999999, 80241.75899999961 383919.79839999974, 80223.61450000107 383911.3817999996, 80206.40439999849 383904.02910000086, 80187.78330000117 383896.7223000005, 80177.10500000045 383892.8935999982, 80167.61930000037 383889.72480000183, 80159.90890000015 383887.35280000046, 80155.08630000055 383886.07349999994, 80150.20600000024 383884.9796000011, 80144.9897999987 383884.0762999989, 80140.02059999853 383883.52519999817, 80135.03090000153 383883.2041000016, 80127.18659999967 383883.1812000014, 80122.21939999983 383883.52650000155, 80117.2686999999 383884.23580000177, 80109.79610000178 383885.90100000054, 80105.0111999996 383887.35649999976, 80096.85080000013 383890.691300001, 80092.40269999951 383893.02050000057, 80086.04529999942 383896.92390000075, 80082.02760000154 383899.9272999987, 80076.05440000072 383905.375500001, 80072.68809999898 383909.06159999967, 80067.56199999899 383915.46759999916, 80064.74419999868 383919.6158000007, 80062.22159999982 383923.93360000104, 80058.99700000137 383930.65670000017, 80057.23110000044 383935.3515999988, 80055.77749999985 383940.13650000095, 80054.08300000057 383948.4087000005, 80053.58469999954 383953.3751000017, 80053.34059999883 383958.3691000007, 80053.38549999893 383963.9721000008, 80053.7408999987 383968.9622000009, 80054.44150000066 383973.91310000047, 80055.3583999984 383978.2054999992, 80056.74230000004 383983.0302999988, 80058.41519999877 383987.74280000106, 80060.90399999917 383993.39939999953, 80065.69570000097 384002.19619999826, 80068.79729999974 384006.81859999895, 80071.81419999897 384010.82180000097, 80074.9926000014 384014.68189999834, 80078.3225999996 384018.4145000018, 80084.20749999955 384024.36410000175, 80091.58769999817 384031.0705000013, 80106.90590000153 384043.93019999936, 80127.41149999946 384060.8214999996)"
hwn_verkeerskundige_wegvakken.781,202210,322159037,D,002-0130,A2 KP De Hogt - KP Leenderheide v.v.,002-0340-R-par,parallelbaan KP De Hogt - KP Leenderheide,103,parallelbaan High Tech Campus(32a) - Waalre(33),asw,parallelbaan,,002,R,m,R,VBR,168.204,168.76,Eindhoven,ZN District Midden,RWS Zuid-Nederland,554,RW2,N2,0,0,0,0,167077,168760,A2 Eindhoven - Maastricht,A2R,2022-12-01T08:38:16,,002-0340-R-par_103,002-0130_103,,"LINESTRING (161232.53779999912 379557.29619999975, 161278.64240000024 379556.0067999996, 161298.64189999923 379555.6911999993, 161353.65239999816 379555.22140000015, 161378.64719999954 379554.67379999906, 161398.6363000013 379554.01209999993, 161438.6015000008 379552.2485000007, 161575.51909999922 379545.45369999856, 161605.46770000085 379543.57550000027, 161635.37680000067 379541.2340000011, 161665.25679999962 379538.5496000014, 161735.00600000098 379531.43400000036, 161754.9299999997 379529.69220000133, 161785.43930000067 379527.3295999989)"
hwn_verkeerskundige_wegvakken.782,202210,312182043,C,002-0100,A2 KP Vught - KP Ekkersweijer v.v.,002-0100-R,samenvoeging A2/N2/KPVught - KP Ekkersweijer/A2/N2 slitsing,6,Best-West(27) - Best(28),asw,hoofdrijbaan,,002,R,a,R,PST,140.514,140.595,Best,ZN District Midden,RWS Zuid-Nederland,80,RW2,A2,0,0,0,0,138785,141469,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:16,,002-0100-R_006,002-0100_006,,"LINESTRING (156491.94689999893 391130.25869999826, 156496.3374999985 391112.0767999999, 156533.7413999997 391063.35069999844)"
hwn_verkeerskundige_wegvakken.783,202210,313176021,D,002-0110,A2 KP Ekkersweijer - KP Batadorp- KP De Hogt v.v.,002-0110-R,KP Ekkersweijer/A2/N2 slitsing - KP Batadorp- KP De Hogt,102,parallelbaan KP Ekkesweijer - Kp Batadorp,asw,parallelbaan,,002,R,m,R,VBR,155.234,155.628,Eindhoven,ZN District Midden,RWS Zuid-Nederland,395,RW2,N2,0,0,0,0,155233,155628,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:16,,002-0110-R_102,002-0110_102,,"LINESTRING (156906.39809999987 388435.3735000007, 156879.28880000114 388422.9257000014, 156851.7404000014 388411.00349999964, 156833.19310000166 388403.5179999992, 156807.44049999863 388393.5482000001, 156793.3643000014 388388.3535999991, 156779.21049999818 388383.3854999989, 156755.41930000111 388375.69319999963, 156731.4807999991 388368.4310000017, 156697.5645999983 388358.8680999987, 156683.03429999948 388355.1440999992, 156663.5742000006 388350.5163999982, 156637.82759999856 388344.87999999896, 156623.11180000007 388341.9615000002, 156578.85759999976 388333.79989999905, 156528.39570000023 388325.06709999964)"
hwn_verkeerskundige_wegvakken.784,202210,416464044,A,032-0010,A32 KP Lankhorst - Beheersgrens ON-NN (v.v.),032-0010-R,KP Lankhorst - Havelterberg (R),5,Diever(4) - Havelterberg / Steenwijk-Zuid(5),asw,hoofdrijbaan,,032,R,#,R,HR,18.515,18.633,Steenwijkerland,ON District Noord,RWS Oost-Nederland,119,RW32,A32,0,1,0,0,13747,18633,A32 Meppel - Heerenveen,A32R,2022-12-01T08:38:16,,032-0010-R_005,032-0010_005,,"LINESTRING (208083.82809999958 532112.9208999984, 208065.1900999993 532148.2974000014, 208028.00890000165 532217.9690999985)"
hwn_verkeerskundige_wegvakken.785,202210,600144445,B,028-0053,A28 Nijkerk - KP Hattemerbroek (v.v.),028-0056-L,'t Harde - Epe (L),1,'t Harde(16) - Epe(15),asw,hoofdrijbaan,,028,R,#,L,HR,71.959,70.735,Elburg,ON District Noord,RWS Oost-Nederland,1222,RW28,A28,1,1,1,0,72925,66734,A28 Zwolle - Amersfoort,A28L,2022-12-01T08:38:16,,028-0056-L_001,028-0053_001,,"LINESTRING (188841.0518000014 491169.41319999844, 188564.5672999993 490883.86349999905, 188528.9362999983 490847.61829999834, 188495.82250000164 490814.5843999982, 188452.93250000104 490772.6253999993, 188404.621199999 490726.7245000005, 188369.04780000076 490693.5267000012, 188354.31969999894 490679.9957999997, 188324.65940000117 490653.1572000012, 188294.8401999995 490626.49240000173, 188278.09930000082 490611.75389999896, 188232.75930000097 490572.4072000012, 188202.2366000004 490546.554299999, 188168.8836000003 490518.66479999945, 188130.9787000008 490487.4805999994, 188084.13170000166 490449.9899000004, 188036.94909999892 490412.92489999905, 187945.0267000012 490341.47089999914)"
hwn_verkeerskundige_wegvakken.786,202210,267308032,D,002-0030,A2 KP Oudenrijn - Maarssen v.v.,002-0035-L-par,parallelbaan KP Oudenrijn - Maarssen,103,parallelbaan Utrecht-Centrum(8) - Utrecht-Leidsche Rijn Centrum(7),asw,parallelbaan,Leidsche Rijn Tunnel,002,R,c,L,AFR,62.391,62.235,Utrecht,MN District Zuid,RWS Midden-Nederland,156,RW2,A2,0,0,0,0,62535,58735,A2 Utrecht - Amsterdam,A2L,2022-12-01T08:38:16,,002-0035-L-par_103,002-0030_103,,"LINESTRING (133633.8478000015 454410.2936999984, 133646.30429999903 454432.0091999993, 133652.00200000033 454440.23369999975, 133669.79309999943 454463.38379999995, 133678.55530000106 454475.558699999, 133682.51729999855 454481.6748000011, 133687.4765000008 454490.36499999836, 133689.72019999847 454494.8493000008, 133692.51359999925 454501.1583000012, 133695.3000999987 454508.46169999987, 133705.9840000011 454547.15900000185)"
hwn_verkeerskundige_wegvakken.787,202210,371083026,C,002-0136,A2 KP Het Vonderen - KP Kerensheide v.v.,002-0136-R,KP Het Vonderen - KP Kerensheide,3,Roosteren(46) - Born(47),asw,hoofdrijbaan,,002,R,#,R,HR,229.684,230.179,Sittard-Geleen,ZN District Zuid-Oost,RWS Zuid-Nederland,493,RW2,A2,0,0,0,0,228877,232828,A2 Eindhoven - Maastricht,A2R,2022-12-01T08:38:16,,002-0136-R_003,002-0136_003,,"LINESTRING (185649.8310999982 341756.98220000044, 185672.04549999908 341609.8986000009, 185723.86740000173 341269.246199999)"
hwn_verkeerskundige_wegvakken.788,202210,224363008,C,004-0020,A4 KP De Hoek - KP Badhoevedorp,004-0020-L,KP De Hoek - KP Badhoevedorp (L),103,parallelbaan Schipholtunnel (DVK s en f),asw,parallelbaan,Schipholtunnel (f-buis),004,R,f,L,PST,6.266,6.128,Haarlemmermeer,WNN District Zuid,RWS West-Nederland Noord,134,RW4,A4,0,0,0,0,8233,6131,A4 Den Haag - Amsterdam,A4L,2022-12-01T08:38:16,,004-0020-L_103,004-0020_103,,"LINESTRING (112393.58980000019 481771.4290000014, 112421.0923999995 481787.9567000009, 112447.0522999987 481802.9946999997, 112468.90540000051 481815.1378000006, 112486.55790000036 481824.5487000011, 112497.65540000051 481830.22360000014, 112505.23999999836 481842.0188000016)"
hwn_verkeerskundige_wegvakken.789,202210,600148592,A,015-0110,A18 KP Oud Dijk - Doetinchem-Oost (v.v.),015-0110-L,KP Oud Dijk - Doetinchem-Oost (L),2,Wehl(2) - Didam(1),asw,hoofdrijbaan,,015,R,#,L,HR,193.895,193.474,Montferland,ON District Zuid,RWS Oost-Nederland,422,RW15,A18,0,0,0,0,195818,191025,A18 Varsseveld - Zevenaar,A15L,2022-12-01T08:38:16,,015-0110-L_002,015-0110_002,,"LINESTRING (210352.02950000018 439567.8790999986, 210308.35669999942 439550.74650000036, 210271.2478 439535.8104999997, 210215.8423999995 439512.7831999995, 210162.0199000016 439489.7446999997, 210107.15769999847 439465.43890000135, 210059.83320000023 439443.90670000017, 210005.49340000004 439418.4620999992, 209965.38479999825 439399.1438000016)"
hwn_verkeerskundige_wegvakken.790,202210,600279081,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-L,Oud-Beijerland N217- Vaanplein,3,Oud-Beijerland(21) - Barendrecht(20),asw,hoofdrijbaan,Heijnenoordtunnel,029,R,#,L,HR,13.985,13.665,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,327,RW29,A29,1,0,0,0,16852,12398,A29 Sabina - Rotterdam,A29L,2022-12-01T08:38:16,,029-0010-L_003,029-0010_003,,"LINESTRING (94645.1024999991 427481.8438999988, 94740.63969999924 427707.0340999998, 94763.89680000022 427762.41429999843, 94774.15080000088 427782.3288999982)"
hwn_verkeerskundige_wegvakken.791,202210,330327006,C,001-0060,A1 Beheersgrens MN - KP Barneveld v.v,001-0060-R,Beheersgrens MN - KP Barneveld (R),1,provinciegrens (beheergrens MN/ON) - KP Barneveld(15),asw,hoofdrijbaan,,001,R,#,R,HR,52.494,53.9,Barneveld,ON District Noord,RWS Oost-Nederland,1405,RW1,A1,1,0,1,0,48404,53901,A1 Amersfoort - Apeldoorn,A1R,2022-12-01T08:38:16,,001-0060-R_001,001-0060_001,,"LINESTRING (165368.14200000092 464003.21930000186, 166296.12079999968 464214.3566999994, 166454.5822999999 464250.2419000007, 166549.61840000004 464270.8936999999, 166608.34849999845 464283.17969999835, 166666.9534999989 464295.16230000183, 166739.66010000184 464309.3370000012)"
hwn_verkeerskundige_wegvakken.792,202210,210397094,B,022-0010,A22 en A208 KP Beverwijk - KP Velsen,022-0010-R,KP Velsen - KP Beverwijk (R),2,IJmuiden(1) - Beverwijk(2),asw,hoofdrijbaan,Velsertunnel,022,R,b,R,OPR,13.386,13.414,Velsen,WNN District Noord,RWS West-Nederland Noord,28,RW22,A22,0,0,1,0,11056,13607,A22 Velsen - Beverwijk,A22R,2022-12-01T08:38:16,,022-0010-R_002,022-0010_002,,"LINESTRING (105255.97709999979 498819.5527999997, 105256.75829999894 498824.4296000004, 105257.90359999985 498828.55700000003, 105262.17920000106 498846.6785000004)"
hwn_verkeerskundige_wegvakken.793,202210,397332015,C,050-0086,A50 Hoenderloo - Beekbergen/Apeldoorn (v.v.),050-0086-L,Beekbergen/Apeldoorn - Hoenderloo (L),2,KP Beekbergen - Loenen(23),asw,hoofdrijbaan,,050,R,#,L,HR,203.02,202.279,Apeldoorn,ON District Zuid,RWS Oost-Nederland,734,RW50,A50,0,0,1,0,203020,197404,A50 Apeldoorn - Arnhem,A50L,2022-12-01T08:38:16,,050-0086-L_002,050-0086_002,,"LINESTRING (198772.07990000024 465900.0306000002, 198780.84490000084 465861.0626000017, 198783.5199000016 465848.40579999983, 198787.49240000173 465828.8260000013, 198791.4321999997 465808.2895000018, 198798.7485000007 465767.0843999982, 198804.46970000118 465730.5549999997, 198809.89539999887 465690.4737999998, 198814.45949999988 465650.751699999, 198816.4525000006 465630.8509999998, 198819.3612000011 465597.32339999825, 198820.80640000105 465577.36769999936, 198823.18180000037 465537.43360000104, 198824.67720000073 465497.4605999999, 198825.17980000004 465473.002700001, 198825.32970000058 465452.9937000014, 198825.03449999914 465412.9941000007, 198824.8115000017 465398.9704999998, 198824.23970000073 465378.95059999824, 198822.48699999973 465338.98429999873, 198820.1314000003 465299.05370000005, 198816.9829000011 465260.9246000014, 198812.51539999992 465201.0859999992, 198808.5124000013 465170.49010000005)"
hwn_verkeerskundige_wegvakken.794,202210,395487038,A,032-1010,A32 Beheergrens Oost-Nederland - KP Heerenveen v.v.,032-1010-L,KP Heerenveen - Beheergrens Oost-Nederland (A32),1,Wolvega(8) - Beheergrens NN/ON,asw,hoofdrijbaan,,032,R,d,L,PST,34.855,34.722,Weststellingwerf,NN District West,RWS Noord-Nederland,133,RW32,A32,0,1,0,0,35263,29710,A32 Heerenveen - Meppel,A32L,2022-12-01T08:38:16,,032-1010-L_001,032-1010_001,,"LINESTRING (197920.31870000064 543674.5093999989, 197920.9028000012 543659.5207000002, 197920.96660000086 543641.998300001, 197919.81179999933 543587.010400001, 197918.82140000165 543557.4990000017, 197923.77109999955 543542.3513000011)"
hwn_verkeerskundige_wegvakken.795,202210,263498002,A,007-0040,A7 Den Oever - Hoorn-Noord,007-0040-R,Hoorn-Noord - Den Oever (R),6,Wieringerwerf(13) - Den Oever(14) (beheergrens WNN/MN),asw,hoofdrijbaan,,007,R,#,R,HR,64.374,64.552,Hollands Kroon,WNN District Noord,RWS West-Nederland Noord,185,RW7,A7,0,1,0,0,53678,64551,A7 Hoorn - Den Oever,A7R,2022-12-01T08:38:16,,007-0040-R_006,007-0040_006,,"LINESTRING (131569.933699999 549537.8040000014, 131597.61960000172 549567.3401999995, 131611.75400000066 549581.5302999988, 131626.1686999984 549595.3999000005, 131633.16530000046 549601.9006000012, 131648.0351999998 549615.3555999994, 131663.15989999846 549628.4417999983, 131678.55359999835 549641.2146999985, 131705.3658999987 549662.8095000014)"
hwn_verkeerskundige_wegvakken.809,202210,600151025,A,007-1100,A7 KP Euvelgunne - KP Zuidbroek v.v.,007-1110-L,KP Zuidbroek - Westerbroek,401,verzorgingsplaats Veenborg,vpl,verzorgingsplaats,Veenborg (Total),007,R,q,L,PKB,211.32,211.086,Midden-Groningen,NN District Oost,RWS Noord-Nederland,235,RW7,A7,0,0,0,0,211610,210959,A7 Bremen - Westerbroek,A7L,2022-12-01T08:38:16,,007-1110-L_401,007-1100_401,,"LINESTRING (243837 578721, 243821 578721, 243802 578723, 243795 578726, 243790 578728, 243783 578736, 243733 578781, 243677 578825, 243667 578835, 243663 578843, 243662 578858)"
hwn_verkeerskundige_wegvakken.796,202210,329350005,B,028-0053,A28 Nijkerk - KP Hattemerbroek (v.v.),028-0050-R,Nijkerk - Ermelo Harderwijk (R),1,Nijkerk(9) - Strand Nulde(10),asw,hoofdrijbaan,,028,R,#,R,HR,40.448,41.198,Putten,ON District Noord,RWS Oost-Nederland,757,RW28,A28,1,0,1,0,36652,41201,A28 Amersfoort - Zwolle,A28R,2022-12-01T08:38:16,,028-0050-R_001,028-0053_001,,"LINESTRING (164910.88100000098 475076.3594999984, 164934.1933999993 475108.9112999998, 164951.7650000006 475134.30799999833, 164973.808699999 475167.5703999996, 164984.6000000015 475184.4103000015, 165002.18450000137 475212.60709999874, 165012.5438000001 475229.751699999, 165024.52699999884 475250.1198000014, 165034.5469999984 475267.50930000097, 165044.3332999982 475284.9567999989, 165053.9171999991 475302.51209999993, 165072.73259999976 475337.81060000136, 165098.20679999888 475386.8476999998, 165129.1997999996 475447.74709999934, 165160.87220000103 475511.0656999983, 165196.19299999997 475582.8596000001, 165222.31320000067 475636.8770999983, 165248.06289999932 475691.0769999996, 165271.32970000058 475740.60810000077)"
hwn_verkeerskundige_wegvakken.797,202210,600955665,A,033-1030,N33 KP Zuidbroek - Beheergrens Groningen v.v.,033-1040-R,Haven Delfzijl -Beheergrens Groningen,2,Farmsum - Delfzijl (N360),aw,hoofdrijbaan,,033,R,b,R,OPR,62.813,62.828,Eemsdelta,NN District Oost,RWS Noord-Nederland,18,RW33,N33,0,0,0,0,62303,63129,N33 Zuidbroek - Delfzijl,N33R,2022-12-01T08:38:16,,033-1040-R_002,033-1030_002,,"LINESTRING (254270.34409999847 594446.7745999992, 254276.6992000006 594433.6171000004, 254279.82990000024 594432.4552999996)"
hwn_verkeerskundige_wegvakken.798,202210,600106529,D,020-0030,A20 KP Kethelplein - KP Kleinpolderplein,020-0030-R,KP Kethelplein - KP Kleinpolderplein,2,KP Kethelplein / Schiedam-Noord(10) - Schiedam(11),asw,hoofdrijbaan,,020,R,b,R,PST,26.169,26.262,Schiedam,WNZ District Noord,RWS West-Nederland Zuid,112,RW20,A20,0,0,0,0,24728,26266,A20 Hoek van Holland - Gouda,A20R,2022-12-01T08:38:16,,020-0030-R_002,020-0030_002,,"LINESTRING (87299.39939999953 437959.09629999846, 87304.96909999847 437959.2857999988, 87311.9888000004 437958.26399999857, 87333.31940000132 437950.1015999988, 87369.10509999841 437932.56500000134, 87392.39339999855 437920.4263000004, 87402.82169999927 437923.50549999997)"
hwn_verkeerskundige_wegvakken.799,202210,600457575,B,007-1060,A7 KP Drachten - KP Julianaplein v.v.,007-1060-R,KP Drachten - Leek,5,Boerakker(33) - Leek(34),asw,hoofdrijbaan,,007,R,#,R,HR,181.336,182.94,Westerkwartier,NN District Oost,RWS Noord-Nederland,1609,RW7,A7,0,1,1,0,181273,183554,A7 Heerenveen - Groningen,A7R,2022-12-01T08:38:16,,007-1060-R_005,007-1060_005,,"LINESTRING (218932.8500000015 576699.299899999, 218936.20010000095 576700.5874000005, 219007.21350000054 576727.8858000003, 219128.9387000017 576774.6783999987, 219141.55559999868 576779.5284999982, 219167.41910000145 576789.6132999994, 219176.19310000166 576793.0344999991, 219213.3258999996 576807.8150000013, 219250.9481999986 576823.3735000007, 219268.77210000157 576830.7445, 219316.29619999975 576850.8236999996, 219320.80299999937 576852.7685999982, 219367.94849999994 576873.1136999987, 219375.0496999994 576876.2588, 219415.51940000057 576894.1827999987, 219416.2602000013 576894.5109999999, 219422.81480000168 576897.4140000008, 219477.40799999982 576922.3073999994, 219500.51410000026 576933.1261, 219531.747299999 576947.75, 219582.95270000026 576972.1810999997, 219584.9389999993 576973.128800001, 219584.94700000063 576973.1325999983, 219598.34679999948 576979.7164999992, 219610.36989999935 576985.6240000017, 219644.5196999982 577002.4034000002, 219696.63179999962 577028.7199999988, 219749.8652999997 577056.3845999986, 219752.33460000157 577057.695700001, 219805.50459999964 577085.9268000014, 219813.877700001 577090.4754000008, 219858.21909999847 577114.5634000003, 219876.9536000006 577125.0122999996, 219910.62209999934 577143.7903000005, 219958.89660000056 577171.2707999982, 219993.48820000142 577191.3570000008, 220023.99920000136 577209.3841000013, 220039.34600000083 577218.4516000003, 220073.63369999826 577239.050999999, 220088.35610000044 577248.0461000018, 220124.83509999886 577270.3339000009, 220175.76520000026 577302.0533000007, 220192.42289999872 577312.6294, 220217.59800000116 577328.6134000011, 220245.73299999908 577346.8803000003, 220264.83359999955 577359.570700001, 220295.71620000154 577380.0892000012, 220363.72670000046 577425.7228999995, 220363.73629999906 577425.7292000018)"
hwn_verkeerskundige_wegvakken.800,202210,600955342,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,2,Wassenaar N448 / Lange Kerkdam - Wassenaar van der Oudenmeulenlaan,aw,hoofdrijbaan,,044,R,#,R,HR,23.776,24.259,Wassenaar,WNZ District Noord,RWS West-Nederland Zuid,482,RW44,N44,0,0,0,0,22370,25411,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:16,,044-0040-R_002,044-0040_002,,"LINESTRING (86923.65179999918 460497.0410999991, 86852.6614000015 460416.21389999986, 86813.29520000145 460370.9323000014, 86790.2388000004 460343.58260000125, 86612.63309999928 460129.14290000126)"
hwn_verkeerskundige_wegvakken.801,202210,334231013,B,059-0120,A59 KP Hintham - KP Paalgraven v.v.,059-0120-R,KP Hintham - KP Paalgraven,7,Oss(52) - Oss-Oost(53),asw,hoofdrijbaan,,059,R,a,Z,PST,155.869,155.966,Oss,ZN District Midden,RWS Zuid-Nederland,100,RW59,A59,0,0,0,0,152077,156274,A59 s-Hertogenbosch - Oss,A59R,2022-12-01T08:38:16,,059-0120-R_007,059-0120_007,,"LINESTRING (167373.69700000063 415977.2985999994, 167401.2835999988 415973.89169999957, 167416.71310000122 415975.17909999937, 167473.1176000014 415979.61080000177)"
hwn_verkeerskundige_wegvakken.802,202210,485322011,A,015-0140,N18 Groenlo - Neede (v.v),015-0140-L,Grens Gelderland/Overijssel - Groenlo (L),3,Grens Gelderland/Overijssel (M) - Eibergen(12),aw,hoofdrijbaan,,015,R,#,L,HR,245.321,244.863,Haaksbergen,ON District Oost,RWS Oost-Nederland,457,RW15,N18,1,0,0,0,245321,238421,N18 Enschede - Varseveld,N15L,2022-12-01T08:38:16,,015-0140-L_003,015-0140_003,,"LINESTRING (242936.88170000166 461448.96609999985, 242910.12889999896 461419.22370000184, 242896.57679999992 461404.5135000013, 242874.5379000008 461381.0454000011, 242860.72140000015 461366.5843000002, 242846.81659999862 461352.2087999992, 242820.39220000058 461325.47569999844, 242796.44949999824 461301.8244000003, 242782.0837999992 461287.90940000117, 242761.32290000096 461268.1143999994, 242732.04239999875 461240.8660000004, 242709.2377000004 461220.1431000009, 242694.3077000007 461206.83309999853, 242671.31929999962 461186.6678000018, 242656.16539999843 461173.6154999994, 242628.19579999894 461149.96759999916, 242607.748399999 461133.1805000007)"
hwn_verkeerskundige_wegvakken.803,202210,600947452,B,030-0010,A30 KP Maanderbroek - Barneveld (v.v.),030-0020-L,Barneveld - KP Maanderbroek (L),2,Barneveld-Noord(5) - Scherpenzeel(4),asw,hoofdrijbaan,,030,R,d,L,OPR,22.774,22.757,Barneveld,ON District Zuid,RWS Oost-Nederland,12,RW30,A30,0,0,0,0,23186,19609,A30 Barneveld - Ede,A30L,2022-12-01T08:38:16,,030-0020-L_002,030-0010_002,,"LINESTRING (167012 462474, 167010.42570000142 462462.6079999991)"
hwn_verkeerskundige_wegvakken.804,202210,600945061,C,016-0046,A16 KP Klaverpolder - KP Zonzeel v.v.,016-0046-R,KP Klaverpolder - KP Zonzeel,2,KP Klaverpolder - Zevenbergschehoek(18),asw,hoofdrijbaan,,016,R,a,R,AFR,48.874,48.888,Moerdijk,ZN District West,RWS Zuid-Nederland,14,RW16,A16,0,0,0,0,47521,49360,A16 Rotterdam - Breda,A16R,2022-12-01T08:38:16,,016-0046-R_002,016-0046_002,,"LINESTRING (104706.9188000001 410858.5410999991, 104712.94299999997 410846.16800000146)"
hwn_verkeerskundige_wegvakken.805,202210,600944679,D,020-0040,A20 KP Kleinpolderplein - KP Terbregseplein,020-0040-R,KP Kleinpolderplein - KP Terbregseplein,1,KP Kleinpolderplein - Rotterdam-Schiebroek(14),asw,hoofdrijbaan,,020,R,a,R,AFR,30.456,30.684,Rotterdam,WNZ District Noord,RWS West-Nederland Zuid,231,RW20,A20,1,0,0,0,29501,31018,A20 Hoek van Holland - Gouda,A20R,2022-12-01T08:38:16,,020-0040-R_001,020-0040_001,,"LINESTRING (91084.22980000079 439131.0786000006, 91119.9422999993 439149.10350000113, 91156.1372999996 439166.1402999982, 91178.62269999832 439177.0676999986, 91227.68239999935 439201.94409999996, 91272.40500000119 439224.30739999935, 91292.74659999833 439230.45760000125)"
hwn_verkeerskundige_wegvakken.806,202210,600955654,C,012-0050,A12 KP Bodegraven - Woerden,012-0050-R,Bodegraven - Beheersgrens WNZ/MN,1,KP Bodegraven - Nieuwerbrug(13) (beheergrens WNZ/MN),asw,hoofdrijbaan,,012,B,a,R,AFR,39.887,39.904,Bodegraven-Reeuwijk,WNZ District Noord,RWS West-Nederland Zuid,17,RW12,A12,1,1,1,0,35655,40500,A12 Den Haag - Utrecht,A12R,2022-12-01T08:38:16,,012-0050-R_001,012-0050_001,,"LINESTRING (116226.4301000014 453120.6598000005, 116227.27439999953 453120.7019999996, 116232.88610000163 453120.7019999996, 116243.26110000163 453120.67119999975)"
