OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OP_TALUD,Shape__Area,Shape__Length
318,2613417b5b0e6803e05332a1e90a7128,2020/02/12 16:31:09+00,G1709,Moerdijk,bestaand,0,onverhard,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,232.767048,"232,767048",Zuid,Z,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,105659.2925,409560.517004,51.67267329,4.67389787,1230.719286,283,,Nee,1230.719286,311.301037466518
319,3bb48dadd3af4286b34049885672a071,2021/02/23 14:22:47+00,G1621,Lansingerland,bestaand,0,groenvoorziening: gras- en kruidachtigen,107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,9.393616,"9,393616",Randstad Zuid,RZ,Den Haag,2,BAAN,Den Haag,BAAN,Randstad Zuid,RZ,ProRail,96846.975333,450043.578667,52.0356707,4.5396924,9.254862,283,,Nee,9.2548615,14.6121769294184
320,b1c9de293634410ba7a6c11f5d37c84e,2023/01/24 06:16:01+00,L0004,Prorail,bestaand,0,gesloten verharding,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,19.030331,"19,030331",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,107979.083468,400381.552,51.59037193,4.70866834,1.691981,283,gerealiseerd,Nee,1.691981,6.72240920676705
321,284a39d8e04d40d58ae2d16cec4d4e35,2022/09/29 11:59:34+00,G1876,Bronckhorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,10.607482,"10,607482",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,217860.1425,458791.206253,52.11377038,6.30491805,592.441671,283,,Nee,592.4416705,127.453795208707
322,bfc6c783a4ee30dbe0531350370af5f8,2021/07/27 08:51:29+00,P0031,Limburg,bestaand,0,groenvoorziening: gras- en kruidachtigen,061,,61,061__,Roermond - Vlodrop Grens,Rm-Vdpg,Roermond - Vlodrop Grens ,91.769316,"91,769316",Zuid,Z,Roermond,25,BAAN,Limburg,BAAN,Zuid,Z,ProRail,199494.0075,354209.102775,51.17556677,6.0234587,1080.819826,283,,Nee,1080.8198265,794.789805541452
323,2613417b8fa96803e05332a1e90a7128,2020/06/02 13:49:11+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,8.938949,"8,938949",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,99556.6525,409108.560196,51.66804058,4.58575352,814.560188,283,,Nee,814.560188,188.055716503202
324,2613417b1b936803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,q,801,801_q,Moerdijk Industrieterrein,Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,925.125618,"925,125618",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,101060.3905,411958.029611,51.69379787,4.60704714,56.774889,283,,Nee,56.774889,40.5618326187732
325,2613417b68d06803e05332a1e90a7128,2022/07/19 13:47:04+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,g,801,801_g,Moerdijk Industrieterrein,Mdk-Trw,Moerdijk (Racc.) - Transitoweg ,600.224323,"600,224323",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,100640.7055,409861.071414,51.67491022,4.60130497,310.656047,283,,Nee,310.646107235,114.992798226342
326,2613417b70206803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,101.83434,"101,834340",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101391.226,411055.221549,51.68571536,4.6119708,3099.955004,283,,Nee,3097.38478895,641.437331086776
327,2613417bc1f36803e05332a1e90a7128,2021/08/12 15:11:48+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,l,801,801_l,Moerdijk Industrieterrein,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,800.29289,"800,292890",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100942.086908,411701.5695,51.69148145,4.60537605,278.879782,283,,Nee,278.879782,173.914758990387
328,2613417b5fc76803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,10.784932,"10,784932",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,97951.75,408633.032809,51.66360557,4.56263433,339.618685,283,,Nee,339.618685,134.478313901876
329,191e906049444370b5d12dcfce208b11,2020/07/27 05:58:18+00,L0004,Prorail,bestaand,0,groenvoorziening,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,17.36812,"17,368120",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,104034.0655,413803.2039,51.71066062,4.64978301,58.769086,283,,Nee,58.769086,144.45644101879
330,2419ea622d2069abe0530e0a10acf6ec,2018/05/18 10:57:06+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,10.119469,"10,119469",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,238691.233088,438125.372,51.92529751,6.60392495,388.322844,283,,Nee,388.179790395,465.621068011234
331,2613417b21836803e05332a1e90a7128,2020/07/23 08:34:04+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,14.426602,"14,426602",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105199.787086,411090.828,51.68638696,4.66703662,331.456125,283,,Nee,331.4561245,118.169580255378
332,2613417bcd1c6803e05332a1e90a7128,2021/10/08 06:54:01+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,2.371924,"2,371924",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,103313.338352,413971.6565,51.71210855,4.63933072,42.689275,283,,Nee,42.685850045,99.8668905738694
333,2613417af6326803e05332a1e90a7128,2020/03/19 17:01:15+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,8.656016,"8,656016",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,107354.468842,405731.126,51.63840144,4.69892606,15.112191,283,,Nee,15.1121915,26.8144375709999
334,a3e2bacbf7723235e05332a1e90a0312,2022/04/03 14:36:31+00,G1509,Oude IJsselstreek,bestaand,0,gesloten verharding,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,24.522255,"24,522255",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,224808.433478,438021.0215,51.92627591,6.40210571,1.978125,283,,Nee,1.978125,14.4105247400245
335,2613417c17f36803e05332a1e90a7128,2021/04/30 10:04:46+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,6.936718,"6,936718",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101276.214971,410134.149,51.6774259,4.61044988,8617.127908,283,,Nee,8617.070409635,2620.8270798595
336,2613417b03056803e05332a1e90a7128,2019/07/17 14:13:53+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,2.866678,"2,866678",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,102963.987572,413608.924534,51.708816,4.63433054,228.384718,283,,Nee,228.216730435,174.193492455471
337,2613417aeebd6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.095701,"102,095701",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101297.543,411301.729144,51.68792195,4.61057815,4662.759104,283,,Nee,4662.83305021,1553.06682263303
338,2613417b470c6803e05332a1e90a7128,2020/06/02 13:49:11+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,4.024723,"4,024723",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,102828.621,412457.334319,51.69845308,4.63254491,88.965124,283,,Ja,88.9651235,62.4406184198587
339,2613417b5b0b6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.968853,"102,968853",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100963.2005,412104.564309,51.69510553,4.60561881,9.191996,283,,Nee,9.1919965,15.3298044541882
340,2613417ba1826803e05332a1e90a7128,2021/01/14 13:51:50+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.909466,"102,909466",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101000.9015,412054.322267,51.6946576,4.60617186,509.941943,283,,Nee,509.941943,439.202979464875
341,2613417b87416803e05332a1e90a7128,2017/03/01 08:34:27+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.486821,"102,486821",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101136.6495,411653.507091,51.69106822,4.60819715,9.432489,283,,Nee,9.432489,14.2762807763982
342,2613417b68826803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,r,801,801_r,Moerdijk Industrieterrein,Vlw-Cihn,Vlasweg - Centrale Insteekhaven Noord ,950.112371,"950,112371",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,100525.784,411776.898179,51.69211815,4.59934392,70.73164,283,,Nee,70.73164,71.5760733499847
343,09d0f48f29d24f31966b3532f027067b,2022/12/08 11:06:08+00,G0363,Amsterdam,bestaand,0,groenvoorziening,139,,139,139__,Zaandam - Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,177.290775,"177,290775",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,116277.198,489285.866304,52.39005703,4.81836387,200.423202,283,,Nee,200.4232015,71.679468635699
344,30380a1f2b6343379139dfc12f07ce51,2016/05/19 15:19:14+00,L0004,Prorail,bestaand,0,groenvoorziening,116,b,116,116_b,Dordrecht - Rotterdam Barendrecht,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,100.129858,"100,129858",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,103654.50054,425339.872,51.81431531,4.6425835,21.346132,283,,Ja,21.346132,59.6037681997789
345,b59696c110af48bf9b69fda0ba107d65,2020/07/27 05:58:18+00,L0004,Prorail,bestaand,0,groenvoorziening,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,17.287625,"17,287625",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,104054.946,413724.642685,51.70995642,4.65009662,40.980144,283,,Nee,40.9801445,78.7536846791686
346,7d8347643a4c4f9db95bc2082901c7ae,2016/11/24 16:51:14+00,L0004,Prorail,bestaand,0,groenvoorziening,805,a,805,805_a,Dordrecht Zeehaventerrein,Ddr-Ddrz,Dordrecht - Dordrecht Zeehaventerrein ,100.428002,"100,428002",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,104179.73,424674.912449,51.80838688,4.65029753,246.350614,283,,Nee,246.350614,306.780695286606
347,95c6076f8f1b400d933ea3ce51c7f64c,2019/11/20 13:20:15+00,L0004,Prorail,bestaand,0,groenvoorziening,822,a,822,822_a,Zwijndrecht Groote Lindt,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,102.352748,"102,352748",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,102491.765652,424594.8325,51.8075109,4.62583587,5.986037,283,,Nee,5.9860365,12.5624240741306
348,b41c786471fa44ea9b98a8e39c7f1397,2015/07/14 10:20:54+00,L0004,Prorail,bestaand,0,open verharding,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,114.561535,"114,561535",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,204232.515436,534006.7575,52.79109879,6.11705177,10.65991,283,,Nee,10.65991,35.6742230271411
349,fc4ee0069110404aad1321e81b9b9e30,2022/12/06 11:42:13+00,L0004,Prorail,bestaand,0,groenvoorziening,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,34.033196,"34,033196",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,101350.143696,426684.535,51.82618394,4.60895967,6.624208,283,,Nee,6.624208,13.8416627403494
350,6f9d0955201e4bc4b9d7e624a348ca72,2022/04/10 08:06:49+00,G0363,Amsterdam,bestaand,0,gesloten verharding,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,13.552875,"13,552875",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,131922.315057,480197.5465,52.30925676,5.0488097,19.58402,283,,Nee,19.58402,72.6472892865842
351,dba977b0d60b458d8531fc7e4bf668fc,2019/03/18 04:44:23+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,88.418432,"88,418432",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,211800.0605,511718.638097,52.59007497,6.22539433,874.604333,283,,Nee,874.6043335,354.158823070849
352,ee9ab32cc6e6421a8a5de68a2f0ee2ed,2020/07/09 17:37:47+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,90.262477,"90,262477",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212477.6825,513435.493115,52.60543217,6.23569005,1740.711195,283,,Nee,1740.711195,2397.88202023806
353,fd1376206d1643c5bbd4cef146fe2275,2022/04/28 10:07:58+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,99.081841,"99,081841",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,209848.074146,521333.049,52.67667283,6.19818322,1815.579232,283,,Nee,1815.579232,780.263065266549
354,9d3678bc559e4d45e05332a1e90a8c5f,2020/02/03 13:45:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,gesloten verharding,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,76.530257,"76,530257",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,118418.8095,490435.693319,52.40053767,4.84969762,220.87534,283,,Nee,220.87534,348.40418076186
355,2419ea62364969abe0530e0a10acf6ec,2016/01/19 09:18:58+00,G0197,Aalten,bestaand,0,half verhard: grasklinkers,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,8.524082,"8,524082",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,240175.206404,438701.0735,51.93024575,6.62563716,109.38826,283,,Nee,109.38826,518.34505528037
356,2419ea625f6469abe0530e0a10acf6ec,2018/05/18 10:57:06+00,G0197,Aalten,bestaand,0,half verhard: grasklinkers,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,8.362405,"8,362405",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,240355.627322,438684.701,51.93007095,6.6282558,13.689738,283,,Nee,13.69055925,96.3272409615543
357,1bd346faf5b84d6cb7c8aa92258a6282,2021/10/14 13:44:00+00,G1674,Roosendaal,bestaand,0,half verhard: grasklinkers,126,a,126,126_a,Roosendaal - Roosendaal Grens,Zlw-Np,Lage Zwaluwe - Nispen ,29.911662,"29,911662",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,89604.828664,388312.9905,51.48006535,4.44579849,1.573435,283,,Nee,1.573435,6.25387822940964
358,f31263d6dd344c4dbf80a6bc9b55eb4c,2021/06/22 17:01:55+00,G0383,Castricum,bestaand,0,groenvoorziening,075,,75,075__,Alkmaar - Uitgeest,Hdr-Zd,Den Helder - Zaandam ,53.640803,"53,640803",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,105519.7565,506869.779347,52.54721555,4.65774543,1.568291,283,,,1.568291,6.12421079441438
359,50aa7969885a48f7856bee02b3205e68,2022/02/23 08:33:20+00,G0175,Ommen,bestaand,0,groenvoorziening,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,18.908729,"18,908729",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,220786.4835,502278.064488,52.5042304,6.35612294,76.650193,283,,Nee,76.6730583,146.045067391166
360,a154fd07d8e342ba9bf28cda599a8208,2020/02/06 13:51:38+00,G0484,Alphen aan den Rijn,bestaand,0,open verharding: betonstraatstenen,623,,623,623__,Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,17.822606,"17,822606",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,104760.833632,460231.0065,52.1280031,4.65351747,11.284705,283,,,11.284705,15.0827785299243
361,2613417bb4276803e05332a1e90a7128,2017/03/17 10:20:47+00,G1709,Moerdijk,bestaand,0,onverhard,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,1.308161,"1,308161",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105506.9255,410273.138623,51.67906485,4.67159406,2.810323,283,,Nee,2.8103225,11.1625155846121
362,2613417bfa726803e05332a1e90a7128,2022/06/27 12:23:20+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,625,c,625,625_c,Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,231.592521,"231,592521",Zuid,Z,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,105230.656,410654.722208,51.68247002,4.66754532,36.864714,283,,Nee,36.8647135,28.2490004310743
363,0ecd3eb7610e41b4bd956532dcdaf5c7,2021/04/07 13:15:16+00,G1876,Bronckhorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,17.465855,"17,465855",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,224152.007,456302.174415,52.09065081,6.39625667,118.325694,283,,Nee,118.3256945,245.181015432996
364,218cdde0ef2f479ba4d836d73b74da5a,2020/11/19 16:54:57+00,L0004,Prorail,bestaand,0,groenvoorziening: gras- en kruidachtigen,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,27.969157,"27,969157",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,184134.253928,384980.124,51.45314868,5.80635163,25.569255,283,,Nee,25.5692555,25.8073678800509
365,ef2353824a304088b232d9f5f710cad6,2020/11/19 16:55:06+00,L0004,Prorail,bestaand,0,groenvoorziening: gras- en kruidachtigen,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,27.979787,"27,979787",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,184123.691,384981.602974,51.45316252,5.80619979,2.793214,283,,Nee,2.793214,6.76937537735123
366,1108c62373534d80aec328cb181e4993,2016/07/08 08:31:35+00,G0274,Renkum,bestaand,0,groenvoorziening: gras- en kruidachtigen,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,81.139329,"81,139329",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,180071.1315,447213.237489,52.01271332,5.7523928,97.554206,283,,Nee,97.5542065,141.428210903773
367,116465458a68707ae054001a4b095384,2021/07/05 11:33:23+00,G1948,Schijndel,bestaand,0,groenvoorziening,213,,213,213__,Boxtel - Uden,Btl-Veg,Boxtel - Veghel ,13.812347,"13,812347",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,162638.006558,402377.9535,51.6102324,5.49746861,899.233127,283,,Nee,899.239375455,744.257587337814
368,2613417bfa676803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,103.028566,"103,028566",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100943.188499,412161.279389,51.69561334,4.60532057,301.214077,283,,Nee,301.187608865,185.556046964207
369,f3460b0895e64dae8ac71546c67b4c6f,2022/01/20 11:37:05+00,L0004,Prorail,bestaand,0,groenvoorziening,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,56.689203,"56,689203",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,237641.829313,563029.9995,53.04780069,6.61958558,28.211181,283,,Nee,28.2111815,29.8904799780374
370,711eed4d770344c79d0999a2bac392c9,2022/05/12 13:06:08+00,L0004,Prorail,bestaand,0,groenvoorziening,001,a,1,001_a,Harlingen Haven - Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,17.463685,"17,463685",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,173459.925,577200.7107,53.18116503,5.66332581,5.308939,283,,Nee,5.3089395,11.6010974329495
371,fed6bfbfe9364a7ab5bbf63476516e02,2020/08/10 10:28:19+00,L0004,Prorail,bestaand,0,groenvoorziening,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,67.34864,"67,348640",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,238343.0545,573589.703847,53.14256265,6.63276064,30.591391,283,,Nee,30.591391,42.1194051705657
372,53975f5f13004da6af9dbcdf79e6e793,2020/11/13 12:40:29+00,L0004,Prorail,bestaand,0,groenvoorziening,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,64.6377,"64,637700",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,219256.4715,585869.892521,53.25551958,6.35001107,26.46712,283,,Nee,26.46712,38.6799256197807
373,c17d6e1896bd4c28871cdc3ef2a18229,2022/04/28 10:07:58+00,L0004,Prorail,bestaand,0,groenvoorziening,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,89.627741,"89,627741",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212263.705554,512832.251,52.60003377,6.23242758,10.669684,283,,Nee,10.6696835,16.1139037457178
374,b08fc63facdc4afda3ff161087fbdb5c,2016/09/13 15:33:09+00,L0004,Prorail,bestaand,0,groenvoorziening,009,,9,009__,Meppel - Leeuwarden,Zl-Lw,Zwolle - Leeuwarden ,110.588781,"110,588781",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,207521.414345,532281.0885,52.77528326,6.16552811,9.430696,283,,Nee,9.430696,18.2320485752239
375,67a13e6a9cf742038681b9f9ba567153,2017/03/29 11:31:38+00,L0004,Prorail,bestaand,0,groenvoorziening,012,,12,012__,Meppel - Assen,Mp-Gn,Meppel - Groningen ,32.184664,"32,184664",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,231081.112384,539920.1285,52.84112914,6.51637719,9.700917,283,,Nee,9.700917,14.3055147087718
376,e84df06350d4442daeb9c967e0a8d4f1,2022/05/30 12:33:07+00,L0004,Prorail,bestaand,0,groenvoorziening,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,35.748677,"35,748677",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,160669.827211,555169.6715,52.98348404,5.47162891,23.912108,283,,Nee,23.912108,21.6504450236018
