objectid;waarnemingsnummer;onderzoeksmeldingsnummer;datumvondst;toponiem;vondstverwerving;vondstnummer;complextype;cultuur;aantal;materiaal;algemenegebruiksfunctie;specifiekegebruiksfunctie;beginperiode;eindeperiode;toelichtingvondst;geo_shape;geo_point_2d
15;17202;-1;02-06-1986;STRATUMS EIND 44;Archeologisch: opgraving;84546;Nederzetting, onbepaald;Niet van toepassing;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;;"{""coordinates"": [5.482117506973607, 51.436244113246026], ""type"": ""Point""}";51.436244113246026, 5.482117506973607
16;17204;-1;17-06-1979;VERLENGDE HUIZINGALAAN;Niet-archeologisch: graafwerk;31525;Nederzetting, onbepaald;Onbekend;70;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;;"{""coordinates"": [5.452855809651355, 51.48947714911305], ""type"": ""Point""}";51.48947714911305, 5.452855809651355
19;29865;-1;1948;DE KRUISBERG;Niet-archeologisch: graafwerk;107109;Nederzetting, onbepaald;Onbekend;9999;Vuursteen;Onbekend;Niet van toepassing;Mesolithicum;Neolithicum;"""zeer veel mesolithisch en ook neolithisch vuursteenmateriaal""";"{""coordinates"": [5.360583462859499, 51.45407752214877], ""type"": ""Point""}";51.45407752214877, 5.360583462859499
20;29881;-1;15-05-1974;BIEZENKUILEN;Archeologisch: opgraving;38984;Nederzetting, onbepaald;Onbekend;9999;Vuursteen;Onbekend;Niet van toepassing;Mesolithicum;Mesolithicum;"""vuursteenartefacten""";"{""coordinates"": [5.441405640176444, 51.426023109670595], ""type"": ""Point""}";51.426023109670595, 5.441405640176444
21;30160;-1;9999;;Onbekend;107306;Onbekend;Onbekend;2;Steen;Bijl;Niet van toepassing;Neolithicum;Bronstijd;Opm.: het kan ook vuurstenen bijlen betreffen.;"{""coordinates"": [5.505989993659399, 51.49109798031242], ""type"": ""Point""}";51.49109798031242, 5.505989993659399
25;30218;-1;1966;ECKART;Archeologisch: (veld)kartering;107366;Nederzetting, onbepaald;Inheems-romeins;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;Romeinse tijd;Romeinse tijd;"""inheemse scherven""";"{""coordinates"": [5.499079838392177, 51.46234112904398], ""type"": ""Point""}";51.46234112904398, 5.499079838392177
31;32769;-1;9999;RECHTESTRAAT;Onbekend;95650;Onbekend;Onbekend;1;Koper;Munt;as;Midden Romeinse tijd A;Midden Romeinse tijd A;"Munt Antoninus Pius; Kz. Fortuna met cornu copiae en scepter; E: S C.";"{""coordinates"": [5.479244015617865, 51.437639665274446], ""type"": ""Point""}";51.437639665274446, 5.479244015617865
86;49886;-1;26-09-1989;Bergstraat;Niet-archeologisch: graafwerk;223932;Onbekend;Niet van toepassing;1;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;;"{""coordinates"": [5.476826310753716, 51.43685953726953], ""type"": ""Point""}";51.43685953726953, 5.476826310753716
87;49890;-1;01-01-1970;Hooghuis;Niet-archeologisch: graafwerk;223955;Onbekend;Niet van toepassing;9999;Keramiek;Grijsbakkend gedraaid aardewerk;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;Aardewerkfragmenten van grote potten.;"{""coordinates"": [5.476943344966228, 51.43786617856426], ""type"": ""Point""}";51.43786617856426, 5.476943344966228
94;52198;-1;01-01-1999;Kanunnikesven;Archeologisch: (veld)kartering;237878;Onbekend;Niet van toepassing;7;Vuursteen;Afval;Niet van toepassing;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.509813588444681, 51.413836411584064], ""type"": ""Point""}";51.413836411584064, 5.509813588444681
95;52203;-1;21-02-2002;Boschdijktunnel;Archeologisch: onbepaald;237882;Stad;Niet van toepassing;1;Hout/houtskool;Paal;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;dendrodatering;"{""coordinates"": [5.476231085232389, 51.44137230764934], ""type"": ""Point""}";51.44137230764934, 5.476231085232389
97;52227;-1;01-01-1987;Jan van Hooffstraat 3;Niet-archeologisch: graafwerk;237913;Onbekend;Niet van toepassing;9999;Keramiek;Pijp/pijpekop/pijpesteel;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;;"{""coordinates"": [5.47795169625526, 51.43867437740212], ""type"": ""Point""}";51.43867437740212, 5.47795169625526
99;52234;-1;01-01-9999;Markt;Onbekend;237919;Onbekend;Niet van toepassing;1;Keramiek;Andenne:pot, bolvormig;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;;"{""coordinates"": [5.478241135932425, 51.439573018690695], ""type"": ""Point""}";51.439573018690695, 5.478241135932425
120;200005;-1;07-1999;VAN DER VLUGTPAD 6;Niet-archeologisch: onbepaald;187308;Onbekend;Onbekend;1;Brons;Stempel/zegelstempel;Niet van toepassing;Late Middeleeuwen B;Nieuwe tijd A;Ingevoerd door W. vd Wijdeven afd. Archeologie gemeente Eindhoven;"{""coordinates"": [5.438260210830691, 51.44193449098339], ""type"": ""Point""}";51.44193449098339, 5.438260210830691
124;200068;-1;30-01-1990;HOOGSTRAAT, BRAHMSLAAN;Niet-archeologisch: graafwerk;197231;Nederzetting, onbepaald;Niet van toepassing;65;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;In afvalkuil;"{""coordinates"": [5.460812554637219, 51.423675387542815], ""type"": ""Point""}";51.423675387542815, 5.460812554637219
127;200079;-1;05-11-1995;SOETERBEEKSEWEG;Archeologisch: (veld)kartering;197239;Depot;Romeins;32;Brons;Munt;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.506507390200057, 51.46876065012639], ""type"": ""Point""}";51.46876065012639, 5.506507390200057
128;200092;-1;9999;SLOTJE;Indirect: literatuur;197259;Onbekend;Niet van toepassing;1;Keramiek;Onbekend;Niet van toepassing;Nieuwe tijd B;Nieuwe tijd B;Drinkkruikje van rond 1700 na Chr.;"{""coordinates"": [5.467058755192672, 51.46016526830646], ""type"": ""Point""}";51.46016526830646, 5.467058755192672
133;53662;-1;01-01-9999;"Rechtestraat; Stadhuis";Indirect: literatuur;242661;Graf, onbepaald;Niet van toepassing;4;Bot, menselijk;Bot;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;Vier menselijke geraamtes.;"{""coordinates"": [5.477951338589842, 51.43849460421613], ""type"": ""Point""}";51.43849460421613, 5.477951338589842
134;14090;-1;11-02-1967;VAARTBROEKSE WEG;Niet-archeologisch: onbepaald;29866;Onbekend;Niet van toepassing;9999;Keramiek;Ruwwandig aardewerk, gedraaid;Niet van toepassing;Romeinse tijd;Romeinse tijd;'RANDFR';"{""coordinates"": [5.501643772879852, 51.48054066659123], ""type"": ""Point""}";51.48054066659123, 5.501643772879852
135;410618;-1;12-04-2007;Zeggenweg (Urkhoven);Niet-archeologisch: metaaldetector;323835;Onbekend;Niet van toepassing;1;Brons;Gewicht;muntgewicht;Nieuwe tijd A;Nieuwe tijd A;1x rond Engels muntgewicht voor een  'Unite' (Au), met een gewicht van 8,8488 gram (gewogen op laboratorium-weegschaal), een 'Unite' weegt nominaal 10,04 gram (155 grain), 1 Unite = 22 Shillings, vz.: halffiguur, gekroonde vorst met zwaard over de sc;"{""coordinates"": [5.5328224668315915, 51.43938272961342], ""type"": ""Point""}";51.43938272961342, 5.5328224668315915
173;430545;7435;10-2004;Laarstraat;Archeologisch: opgraving;443710;Nederzetting, onbepaald;Niet van toepassing;1;Niet van toepassing;Huisplattegrond;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd C;Gezien de afmetingen gaat het vrijwel zeker niet om een boerderij, maar om een schuur of daglonershuisje.;"{""coordinates"": [5.464521890382425, 51.40668435130556], ""type"": ""Point""}";51.40668435130556, 5.464521890382425
178;433824;51585;24-04-2012;Dommel;Archeologisch: opgraving;467798;Infrastructuur, onbepaald;Niet van toepassing;1;Hout/houtskool;Steiger;Niet van toepassing;Nieuwe tijd C;Nieuwe tijd C;Er zijn een aantal houten paaltjes aangetroffen. Gezien het uitzicht en de ligging van de palen wordt vermoed dat het hier om een steigertje gaat.;"{""coordinates"": [5.507805110324612, 51.47512328291609], ""type"": ""Point""}";51.47512328291609, 5.507805110324612
181;435746;6649;11-06-2004;Joriskerk;Archeologisch: opgraving;481268;Kerkhof;Niet van toepassing;1;Keramiek;Andenne:pot, bolvormig;Niet van toepassing;Vroege Middeleeuwen D;Late Middeleeuwen A;Wandfragment.;"{""coordinates"": [5.48972736166751, 51.430745579269676], ""type"": ""Point""}";51.430745579269676, 5.48972736166751
183;437471;26992;08-2008;Gagelbosch;Archeologisch: opgraving;495354;Kasteel;Niet van toepassing;2;Niet van toepassing;Kuil;afvalkuil;Nieuwe tijd A;Nieuwe tijd A;;"{""coordinates"": [5.448297944275431, 51.419098403235935], ""type"": ""Point""}";51.419098403235935, 5.448297944275431
136;410690;-1;1953;Dommel;Niet-archeologisch: graafwerk;324119;Nederzetting, onbepaald;Niet van toepassing;1;Keramiek;Witbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd B;Nieuwe tijd B;1x witbakkende geglazuurde rechtwandige pot met een geknikte schouder en een slanke hals, functie: mosterdpot, herkomst Frankrijk, met opschrift (in print/drukletters): Moutarde de MAILLE / Vinaigrier du ROI de L.L. / M.M. le Roi d'Angleterre / et le;"{""coordinates"": [5.483697191506919, 51.435164173574954], ""type"": ""Point""}";51.435164173574954, 5.483697191506919
141;419618;-1;2006;Het Broek, Gestel;Niet-archeologisch: graafwerk;367341;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Midden Neolithicum B;Laat Neolithicum B;Gepolijste stenen bijl. Hard grijs kwartsiet. Recente beschadigingen op snijvlak (roestsporen). Datering: middelste of laatste gedeelte van de nieuwe steentijd, ca. 3200-1600 v. Chr.;"{""coordinates"": [5.4429663564136135, 51.40894385840733], ""type"": ""Point""}";51.40894385840733, 5.4429663564136135
143;419768;-1;26-09-1989;Bergstraat;Niet-archeologisch: graafwerk;368473;Niet van toepassing;Niet van toepassing;1;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;Beker met op binnenzijde vd rand glazuur + spatglazuur. Datering: 15e eeuws.;"{""coordinates"": [5.47636630691452, 51.43696775464472], ""type"": ""Point""}";51.43696775464472, 5.47636630691452
144;419774;-1;03-05-2007;Castilielaan;Niet-archeologisch: onbepaald;368481;Onbekend;Niet van toepassing;1;Brons;Fibula/mantelspeld;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.4537241858201755, 51.49253279423424], ""type"": ""Point""}";51.49253279423424, 5.4537241858201755
146;419862;-1;1966;Hoogstraat;Niet-archeologisch: onbepaald;368991;Onbekend;Niet van toepassing;1;Steen;Grafsteen/grafpijler;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;Rechthoekig bekapt fragment dat is hergebruikt (voor welk doel is onduidelijk). Jaartal is leesbaar: 1616. Het restant van het opschrift luidt: '...ULHI 1616 GO...'.;"{""coordinates"": [5.460092814935909, 51.423136519508915], ""type"": ""Point""}";51.423136519508915, 5.460092814935909
148;420241;30946;11-09-2008;Europalaan 150;Archeologisch: opgraving;371617;Onbekend;Onbekend;3;Keramiek;Elmpt;Niet van toepassing;Late Middeleeuwen;Late Middeleeuwen;;"{""coordinates"": [5.469672477776686, 51.45734999581106], ""type"": ""Point""}";51.45734999581106, 5.469672477776686
151;425807;23162;20-07-2007;eckart;Archeologisch: opgraving;406276;Nederzetting, onbepaald;Niet van toepassing;2;Niet van toepassing;Huisplattegrond;Niet van toepassing;Vroeg Neolithicum A;Nieuwe tijd C;een, mogelijk twee bootvormige huizen (datering 950-1100);"{""coordinates"": [5.502015914575021, 51.462562988656714], ""type"": ""Point""}";51.462562988656714, 5.502015914575021
153;426100;42506;14-09-2010;Loovelden;Archeologisch: proefputten/proefsleuven;408099;Onbekend;Niet van toepassing;1;Metaal;Knoop;Niet van toepassing;Bronstijd;Nieuwe tijd C;Het is niet duidelijk om wat voor voorwerp het precies gaat. Mogelijk betreft het een koperen (?) knoop.;"{""coordinates"": [5.52834747837212, 51.45266450997687], ""type"": ""Point""}";51.45266450997687, 5.52834747837212
154;426149;44934;01-11-2010;Genneperweg;Archeologisch: begeleiding;408226;Akker/tuin;Niet van toepassing;3;Metaal;Afval;Niet van toepassing;Midden Neolithicum B;Nieuwe tijd C;Het gaat om een metalen flesdopje (20e eeuw), een groot fragment van een ijzeren (kook?)pot met nog 1 pootje (19e/20e eeuw) en een koperen (?) muntje (datering+opschrift onbekend).;"{""coordinates"": [5.471938320840326, 51.422346481122965], ""type"": ""Point""}";51.422346481122965, 5.471938320840326
159;429870;36272;04-08-2009;Vrijstraat 28;Archeologisch: opgraving;436902;Stad;Onbekend;8;Niet van toepassing;Kuil;Niet van toepassing;Late Middeleeuwen;Late Middeleeuwen;De functie van de kuilen is niet duidelijk. Alle kuilen dateren waarschijnlijk van voor de 14e-15e eeuw.;"{""coordinates"": [5.476269162359698, 51.438774552386676], ""type"": ""Point""}";51.438774552386676, 5.476269162359698
161;430265;38240;11-2009;Vrijstraat;Archeologisch: opgraving;441047;Stad;Niet van toepassing;3;Glas;Vensterglas;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;"17e/18e eeuw; vlakvondsten.";"{""coordinates"": [5.475937827087857, 51.43849615658476], ""type"": ""Point""}";51.43849615658476, 5.475937827087857
162;430309;30946;12-09-2008;Europalaan 150;Archeologisch: opgraving;441612;Onbekend;Niet van toepassing;1;Niet van toepassing;Greppel/sloot;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd C;;"{""coordinates"": [5.469586229857073, 51.4573950001749], ""type"": ""Point""}";51.4573950001749, 5.469586229857073
164;430314;36996;04-10-2009;Blixembosch noordoost;Archeologisch: proefputten/proefsleuven;441675;Nederzetting, onbepaald;Niet van toepassing;1;Koper;Knoop;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd C;Het betreft een koperen uniformknoop (diameter 17 mm) uit Engeland. De knoop bestaat uit twee samengevoegde delen en een oogje. Op de bovenzijde van de knoop is in relief een wapen afgebeeld, bestaande uit twee klimmende leeuwen met een gekroond schi;"{""coordinates"": [5.4766116585533835, 51.49606797930774], ""type"": ""Point""}";51.49606797930774, 5.4766116585533835
165;430316;36996;04-10-2010;Blixembosch noordoost;Archeologisch: proefputten/proefsleuven;441695;Niet van toepassing;Niet van toepassing;1;Koper;Munt;Niet van toepassing;Late ijzertijd;Nieuwe tijd C;Het gaat om een koperen oort uit de zuidelijke Nederlanden met een datering tussen 1650 en 1700.;"{""coordinates"": [5.480942273057577, 51.49416797130579], ""type"": ""Point""}";51.49416797130579, 5.480942273057577
171;430541;7973;24-01-2005;Castilielaan;Archeologisch: opgraving;443613;Nederzetting, onbepaald;Niet van toepassing;5;Keramiek;Aardewerk, handgevormd;Niet van toepassing;Bronstijd;Bronstijd;;"{""coordinates"": [5.4562008643907145, 51.49253135159346], ""type"": ""Point""}";51.49253135159346, 5.4562008643907145
107;30225;-1;9999;;Onbekend;124088;Onbekend;Michelsberg-cultuur;1;Vuursteen;Kling;spitskling;Midden Neolithicum A;Midden Neolithicum A;Zie beschrijving.;"{""coordinates"": [5.487889556594318, 51.44504816274049], ""type"": ""Point""}";51.44504816274049, 5.487889556594318
109;30947;-1;18-08-1969;;Niet-archeologisch: graafwerk;92346;Onbekend;Onbekend;1;Keramiek;Terra rubra;Niet van toepassing;Vroege Romeinse tijd A;Vroege Romeinse tijd B;;"{""coordinates"": [5.426599888936471, 51.43052341725614], ""type"": ""Point""}";51.43052341725614, 5.426599888936471
117;44604;-1;1984;ECKART;Niet-archeologisch: graafwerk;184190;Onbekend;Onbekend;5;Vuursteen;Afslag;Niet van toepassing;Paleolithicum;IJzertijd;;"{""coordinates"": [5.50232832032266, 51.46660757692815], ""type"": ""Point""}";51.46660757692815, 5.50232832032266
119;200003;-1;1996;RIEL;Niet-archeologisch: metaaldetector;187306;Onbekend;Onbekend;1;Brons;Munt;Avavcia;Vroege Romeinse tijd A;Vroege Romeinse tijd B;Ingevoerd door W. vd Wijdeven, afd. Archeologie gemeente Eindhoven;"{""coordinates"": [5.519887980640859, 51.41805005259171], ""type"": ""Point""}";51.41805005259171, 5.519887980640859
36;33438;-1;9999;DE HURK;Niet-archeologisch: graafwerk;134991;Onbekend;Niet van toepassing;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;"afk. uit 1 van de putten; betreft jongst gedat. aardewerk";"{""coordinates"": [5.438029546491138, 51.428541466110175], ""type"": ""Point""}";51.428541466110175, 5.438029546491138
37;33440;-1;11-08-1974;VOORMALIG KASTEEL BLAARTHEM;Archeologisch: opgraving;55283;Onbekend;Niet van toepassing;1;Keramiek;Badorf aardewerk;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen D;750-900;"{""coordinates"": [5.442982745035836, 51.42233700297036], ""type"": ""Point""}";51.42233700297036, 5.442982745035836
39;33635;-1;1953;TEN HAGESTRAAT - RECHTESTRAAT;Niet-archeologisch: graafwerk;135126;Onbekend;Niet van toepassing;1;Keramiek;Aardewerk, gedraaid;geglazuurd;Late Middeleeuwen B;Late Middeleeuwen B;Kakebeeke, p.61 en profiel 2. 14/15e eeuws geglaz.aw & divers;"{""coordinates"": [5.479531381776979, 51.43750460759046], ""type"": ""Point""}";51.43750460759046, 5.479531381776979
40;33642;-1;07-10-1985;"HEUVELTERREIN; TEN HAGESTRAAT";Archeologisch: opgraving;137626;Onbekend;Niet van toepassing;9999;Organisch plantaardig;Pollen/stuifmeel;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen B;zie Luijten 1994, p.302;"{""coordinates"": [5.481114872539189, 51.43822243479103], ""type"": ""Point""}";51.43822243479103, 5.481114872539189
41;33710;-1;20-03-1995;KEIZERSGRACHT-WAL;Archeologisch: opgraving;167931;Stad;Niet van toepassing;9999;Niet van toepassing;Gracht;Niet van toepassing;Late Middeleeuwen;Late Middeleeuwen;stadsgracht/stadspoort;"{""coordinates"": [5.477085836830196, 51.437191918089425], ""type"": ""Point""}";51.437191918089425, 5.477085836830196
42;35206;-1;03-1991;BLIXEMBOSCH;Archeologisch: opgraving;168115;Nederzetting, onbepaald;Niet van toepassing;9999;Niet van toepassing;Greppel/sloot;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen D;palissade plaatselijk geflankeerd door greppeltjes;"{""coordinates"": [5.470705780886456, 51.4873084364982], ""type"": ""Point""}";51.4873084364982, 5.470705780886456
47;37425;-1;1993;VOORMALIG KLASTEEL GAGELBOSCH;Archeologisch: booronderzoek;139787;Havezathe/ridderhofstad;Niet van toepassing;9999;Niet van toepassing;Gracht;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;;"{""coordinates"": [5.449736047367365, 51.419457186175805], ""type"": ""Point""}";51.419457186175805, 5.449736047367365
48;37426;-1;1994;VOORMALIG KASTEEL GAGELBOSCH;Niet-archeologisch: graafwerk;139789;Nederzetting, onbepaald;Niet van toepassing;9999;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen B;;"{""coordinates"": [5.449879809557778, 51.41945710878962], ""type"": ""Point""}";51.41945710878962, 5.449879809557778
51;44570;-1;9999;ECKART;Niet-archeologisch: onbepaald;184080;Nederzetting, onbepaald;Niet van toepassing;3;Keramiek;Bolpot;Dorestad WIII A-E:laat Mayen/bolpot;Vroege Middeleeuwen C;Vroege Middeleeuwen C;'III A-12, III B-12, III A-9'.;"{""coordinates"": [5.500880239475958, 51.463013535463986], ""type"": ""Point""}";51.463013535463986, 5.500880239475958
54;44749;-1;05-1993;DE RIJTACKER;Niet-archeologisch: graafwerk;185810;Onbekend;Romeins;2;Brons;Munt;Niet van toepassing;Romeinse tijd;Romeinse tijd;;"{""coordinates"": [5.421019218877108, 51.4675584849158], ""type"": ""Point""}";51.4675584849158, 5.421019218877108
55;44750;-1;25-08-1981;LANDSAARD;Onbekend;185817;Onbekend;Onbekend;1;Vuursteen;Bijl;Flint-Ovalbeil;Vroeg Neolithicum B;Laat Neolithicum B;;"{""coordinates"": [5.375111850565099, 51.46369776308674], ""type"": ""Point""}";51.46369776308674, 5.375111850565099
56;46677;-1;11-06-2002;Tegenbosch;Archeologisch: opgraving;211907;Huisplaats, onverhoogd;Niet van toepassing;48;Bot, dierlijk;Bot;Niet van toepassing;Nieuwe tijd;Nieuwe tijd;;"{""coordinates"": [5.4152575887101015, 51.459290461967484], ""type"": ""Point""}";51.459290461967484, 5.4152575887101015
61;200043;-1;07-05-2000;COUNT BASIEGRACHT 29;Niet-archeologisch: onbepaald;187338;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Midden Neolithicum;Laat Neolithicum;;"{""coordinates"": [5.472733967973995, 51.49395856090652], ""type"": ""Point""}";51.49395856090652, 5.472733967973995
63;200046;-1;9999;ENGELSBERGEN;Indirect: literatuur;187340;Urnenveld;Onbekend;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;Late bronstijd;IJzertijd;;"{""coordinates"": [5.4540693318061155, 51.433387233694404], ""type"": ""Point""}";51.433387233694404, 5.4540693318061155
69;200060;-1;01-2001;HANEVOET;Niet-archeologisch: graafwerk;197226;Onbekend;Niet van toepassing;5;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;;"{""coordinates"": [5.436936119028737, 51.41478924884038], ""type"": ""Point""}";51.41478924884038, 5.436936119028737
70;200064;-1;1985;BOKT;Archeologisch: (veld)kartering;187355;Onbekend;Nederrijnse grafheuvel-cultuur;6;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;IJzertijd;;"{""coordinates"": [5.503830282029776, 51.491145104683994], ""type"": ""Point""}";51.491145104683994, 5.503830282029776
71;200066;-1;1980;ECKART;Archeologisch: (veld)kartering;187358;Onbekend;Onbekend;1;Vuursteen;Afslag;gekerfd;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.503783304055943, 51.47280830346068], ""type"": ""Point""}";51.47280830346068, 5.503783304055943
73;200070;-1;03-1980;"TONGELREEP; GESTELSE STRAAT";Niet-archeologisch: onbepaald;187370;Onbekend;Onbekend;1;Vuursteen;Spits;bladspits type Mauern;Midden Paleolithicum;Midden Paleolithicum;;"{""coordinates"": [5.473440644300034, 51.410902772963034], ""type"": ""Point""}";51.410902772963034, 5.473440644300034
74;200073;-1;1970;"ROOIJAKKERSTRAAT; HURKSESTRAAT";Archeologisch: (veld)kartering;187378;Onbekend;Onbekend;247;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;T.a.v. complextypen: zie beschrijving.;"{""coordinates"": [5.445867761521799, 51.429796189208936], ""type"": ""Point""}";51.429796189208936, 5.445867761521799
75;200077;-1;1980;ECKART 1;Archeologisch: (veld)kartering;197236;Onbekend;Onbekend;1;Zandsteen/kwartsiet;Afslag;Niet van toepassing;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.502758457292046, 51.465977944894995], ""type"": ""Point""}";51.465977944894995, 5.502758457292046
81;200096;-1;1990;OOIEVAARSNEST;Indirect: literatuur;197275;Moated site;Niet van toepassing;1;Niet van toepassing;Gracht;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd;;"{""coordinates"": [5.438230550200426, 51.415417896304625], ""type"": ""Point""}";51.415417896304625, 5.438230550200426
82;200098;-1;1952;BOSCHDIJKTUNNEL;Indirect: archief;197279;Onbekend;Niet van toepassing;1;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;meerdere scherven;"{""coordinates"": [5.4752258265507745, 51.44218205238317], ""type"": ""Point""}";51.44218205238317, 5.4752258265507745
3;14103;-1;1971;GEESTENBERG;Niet-archeologisch: graafwerk;29926;Nederzetting, onbepaald;Inheems-romeins;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;'RANDFR HANDGEVORMD WV ENKELE MET INDRUKVERSIERING 10479';"{""coordinates"": [5.524436453151615, 51.448606303357906], ""type"": ""Point""}";51.448606303357906, 5.524436453151615
7;14108;-1;20-08-1966;KENNEDYLAAN;Niet-archeologisch: onbepaald;83361;Nederzetting, onbepaald;Niet van toepassing;2;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen D;'BAKSEL 12 WSCH 10407';"{""coordinates"": [5.485783795863067, 51.46904969075554], ""type"": ""Point""}";51.46904969075554, 5.485783795863067
9;14261;-1;09-04-1980;ECKART ST JOZEF DAL;Niet-archeologisch: graafwerk;30446;Nederzetting, onbepaald;Onbekend;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;Romeinse tijd;;"{""coordinates"": [5.50160086610196, 51.46346226297122], ""type"": ""Point""}";51.46346226297122, 5.50160086610196
17;17876;-1;1982;EKKERSTRAAT;Niet-archeologisch: onbepaald;52099;Onbekend;Onbekend;1;Vuursteen;Kling;Niet van toepassing;Neolithicum;Neolithicum;LENGTE: 14,9 CM;"{""coordinates"": [5.451925751056612, 51.44291643901444], ""type"": ""Point""}";51.44291643901444, 5.451925751056612
18;29864;-1;9999;ZEELTSTSCHE HEIDE/VALKENHORST;Onbekend;107108;Onbekend;Onbekend;9999;Vuursteen;Onbekend;Niet van toepassing;Mesolithicum;Mesolithicum;"""Vindplaats van vuurstenen artefacten""";"{""coordinates"": [5.367776613052468, 51.45497778743794], ""type"": ""Point""}";51.45497778743794, 5.367776613052468
23;30215;-1;9999;ECKART;Onbekend;107362;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;;"{""coordinates"": [5.497435344451427, 51.46661230975716], ""type"": ""Point""}";51.46661230975716, 5.497435344451427
24;30216;-1;1966;ECKART;Archeologisch: (veld)kartering;117515;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;O: in facetten geslepen.;"{""coordinates"": [5.502324004853968, 51.46489973601701], ""type"": ""Point""}";51.46489973601701, 5.502324004853968
26;30220;-1;9999;KARPENDONKSE HOEVE;Archeologisch: (veld)kartering;107369;Nederzetting, onbepaald;Tjonger-cultuur;9999;Vuursteen;Afslag;Niet van toepassing;Laat Paleolithicum B;Laat Mesolithicum;"""groot aantal silex-artefacten behorend tot de Tjonger-cultuur""";"{""coordinates"": [5.49380497685254, 51.452683264001024], ""type"": ""Point""}";51.452683264001024, 5.49380497685254
27;30221;-1;1949;STATION;Niet-archeologisch: graafwerk;107371;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;Halffabrikaat.;"{""coordinates"": [5.4796122138654475, 51.44190899285154], ""type"": ""Point""}";51.44190899285154, 5.4796122138654475
30;31136;-1;1919;STRIJP;Onbekend;93335;Onbekend;Onbekend;19;Messing;Munt;Niet van toepassing;Midden Romeinse tijd A;Late Romeinse tijd A;'groot-bronzen', ws. sestert. of dupond. van Nerva tot Commodus.;"{""coordinates"": [5.440269693095147, 51.43833812168799], ""type"": ""Point""}";51.43833812168799, 5.440269693095147
32;32772;-1;9999;OUDE GRACHT;Onbekend;95651;Onbekend;Onbekend;1;Messing;Munt;sestertius;Midden Romeinse tijd A;Midden Romeinse tijd A;Munt van Hadrianus.;"{""coordinates"": [5.493699960133305, 51.46931238173162], ""type"": ""Point""}";51.46931238173162, 5.493699960133305
