FID,omschr,doorrijhgt,invent_oms,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_kenmerk.226,Viaduct,0,VIAD. O/D RW 200,R,42.88999939,R,42.94300079,,009,LTK0000430506,M,I,,"LINESTRING (108806.48050000146 488715.9886999987, 108806.43870000169 488720.08940000087, 108805.5636 488728.25389999896, 108804.6259999983 488733.2980999984, 108803.08210000023 488739.2901000008, 108800.16360000148 488747.4508999996, 108798.13850000128 488752.0406000018, 108795.9598999992 488756.18930000067)"
kunstinweg_kenmerk.227,Viaduct,0,VIAD.O/D RW.009,R,69.81300354,R,69.98500061,,009,LTK0000430525,M,I,,"LINESTRING (111001.18600000069 513714.6257000007, 111006.6484999992 513722.24390000105, 111015.01199999824 513734.6966999993, 111022.83889999986 513747.1042000018, 111027.90659999847 513755.7276000008, 111035.26359999925 513768.7996000014, 111043.10550000146 513783.81500000134, 111051.64330000058 513801.86560000107, 111059.13289999962 513819.34209999815, 111065.02969999984 513834.53290000185, 111069.99670000002 513848.6886, 111075.52199999988 513866.0571999997, 111076.18320000172 513868.4765999988)"
kunstinweg_kenmerk.228,Brug,0,BRUG O/D SLOOT,R,70.23799896,R,70.2480011,,009,LTK0000430527,M,I,,"LINESTRING (111104.41899999976 514143.15989999846, 111099.46840000153 514134.47129999846)"
kunstinweg_kenmerk.229,Viaduct,0,VIAD.O/D G.J.SCHEURLEERWEG,R,3.78900003,R,3.81200004,,010,LTK0000430541,M,I,,"LINESTRING (124133.44739999995 491319.9622000009, 124151.49689999968 491305.7067999989)"
kunstinweg_kenmerk.230,Brug,0,BRUG.O/D WEERSLOOT,R,7.32000017,R,7.34000015,,010,LTK0000430548,M,I,,"LINESTRING (126564.20479999855 488890.8920000009, 126555.33579999954 488909.9272999987)"
kunstinweg_kenmerk.231,Viaduct,0,VIAD.O/H FIETSPAD EN WEERSLOOT,R,7.32000017,R,7.34000015,,010,LTK0000430550,M,I,,"LINESTRING (126526.59360000119 488894.98369999975, 126530.003800001 488888.68510000035, 126538.52380000055 488879.08260000125)"
kunstinweg_kenmerk.232,Viaduct,0,VIAD.O/D DIEMERZEEDIJK = S114,R,9.59000015,R,9.61200047,,010,LTK0000430555,M,I,,"LINESTRING (126737.09829999879 486673.7446000017, 126740.3729000017 486690.3951999992)"
kunstinweg_kenmerk.233,Viaduct,0,VIAD.O/D RW 001 (L.RIJB.),R,11.37199974,R,11.40100002,,010,LTK0000430559,M,I,,"LINESTRING (126108.8850999996 485001.41259999946, 126113.84739999846 485008.9208999984, 126117.49670000002 485014.9316999987, 126122.3852000013 485023.65729999915, 126124.29580000043 485027.3128999993)"
kunstinweg_kenmerk.234,Viaduct,0,'VIAD. O/D MIDDENWEG',R,12.90600014,R,12.9630003,,010,LTK0000430563,M,I,,"LINESTRING (125348.72929999977 483737.84219999984, 125344.18569999933 483732.3924999982, 125328.57279999927 483714.31540000066, 125311.10979999974 483695.2384000011, 125311.00160000101 483695.12640000135)"
kunstinweg_kenmerk.235,Viaduct,0,VIAD.O/D OUDER AMSTEL,R,13.74800014,R,13.78100014,,010,LTK0000430566,M,I,,"LINESTRING (124634.51179999858 483191.1422000006, 124636.40249999985 483191.16039999947, 124641.39220000058 483191.33850000054, 124647.02210000157 483191.7553000003, 124652.0095999986 483192.3313000016, 124656.94970000163 483193.10339999944, 124665.9886999987 483195.0482000001, 124667.04450000077 483195.33949999884)"
kunstinweg_kenmerk.236,Brug,0,DUIVENDRECHT BRUG.O/D DUIVENDRECHTSEVAART,R,15.43099976,R,15.50800037,,010,LTK0000430572,M,I,,"LINESTRING (123146.6176000014 482508.3236999996, 123105.81590000167 482489.3099000007, 123081.5287999995 482478.3911000006, 123075.6884999983 482475.8808000013)"
kunstinweg_kenmerk.237,Viaduct,0,VIAD.O/D JOAN MUYSKENSWEG,R,15.65299988,R,15.71199989,,010,LTK0000430573,M,I,,"LINESTRING (122936.73209999874 482429.42080000043, 122928.85060000047 482427.77650000155, 122919.03269999847 482426.00829999894, 122914.0850000009 482425.28500000015, 122904.96489999816 482424.2644999996, 122896.97320000082 482423.69999999925, 122887 482423.435899999, 122881.19399999827 482423.5593999997)"
kunstinweg_kenmerk.238,Viaduct,0,VIAD.O/DRW.002 KP.AMSTEL AMSTERDAM VBW. h,R,15.77200031,R,15.81799984,,010,LTK0000430574,M,I,,"LINESTRING (122822.4635999985 482434.4296000004, 122811.87959999964 482438.31170000136, 122798.0998999998 482444.2426000014, 122780.24960000068 482452.6347000003)"
kunstinweg_kenmerk.239,Viaduct,0,FIETSTUNNEL,R,17.70700073,R,17.72299957,,010,LTK0000430582,M,I,,"LINESTRING (121289.53869999945 483366.31610000134, 121285.91829999909 483370.79459999874, 121279.37779999897 483378.6750999987)"
kunstinweg_kenmerk.241,Viaduct,0,VIAD.'RIEKERPOLDER'O/D RW.010 (L.RIJB.),R,21.40399933,R,21.52700043,,010,LTK0000430592,M,I,,"LINESTRING (117795.91340000182 483863.44680000097, 117795.94000000134 483860.03929999843, 117795.67680000141 483850.0405000001, 117794.96909999847 483838.39119999856, 117793.35929999873 483823.47729999945, 117791.45309999958 483811.0227999985, 117790.53700000048 483806.10350000113, 117788.35929999873 483796.3434999995, 117786.02070000023 483787.38709999993, 117784.60330000147 483782.5826999992, 117779.81289999932 483768.3643000014, 117777.98270000145 483763.7093000002, 117774.00059999898 483754.51570000127, 117770.61430000141 483747.31120000035, 117769.22769999877 483744.57840000093)"
kunstinweg_kenmerk.242,Viaduct,0,VIAD.O/D OVERSCHIESTRAAT,R,21.70800018,R,21.71100044,,010,LTK0000430595,M,I,,"LINESTRING (117748.49839999899 484092.57869999856, 117748.65839999914 484088.5438000001, 117749.06450000033 484073.54879999906, 117749.15960000083 484063.49810000136)"
kunstinweg_kenmerk.243,Viaduct,0,VIAD.O/D SCHIPLUIDENLAAN,R,22.06599998,R,22.11700058,,010,LTK0000430603,M,I,,"LINESTRING (117816.40900000185 484451.53280000016, 117815.38720000163 484490.5194000006)"
kunstinweg_kenmerk.244,Viaduct,0,VIAD.O/D VOORBURGSTRAAT,R,22.2670002,R,22.30699921,,010,LTK0000430604,M,I,,"LINESTRING (117820.26049999893 484636.97850000113, 117823.95389999822 484652.4134999998, 117828.90909999982 484671.7908000015, 117829.4737999998 484673.8429000005)"
kunstinweg_kenmerk.245,Viaduct,0,VIAD.O/D SCHIPLUIDENSTRAAT,R,23.10300064,R,23.1779995,,010,LTK0000430608,M,I,,"LINESTRING (117919.66770000011 485460.36140000075, 117919.82589999959 485463.3718999997, 117925.07669999823 485535.0150000006, 117925.08999999985 485535.1645000018)"
kunstinweg_kenmerk.246,Viaduct,0,VIAD.O/D JOHAN JONAKINDSTRAAT,R,23.47599983,R,23.52199936,,010,LTK0000430610,M,I,,"LINESTRING (117861.63819999993 485878.78660000116, 117858.70740000159 485833.0320000015, 117858.69550000131 485832.8808999993)"
kunstinweg_kenmerk.247,Viaduct,0,VIAD.O/D PIET MONDRIAANSTRAAT,R,23.72800064,R,23.74699974,,010,LTK0000430611,M,I,,"LINESTRING (117881.25649999827 486103.5960999988, 117873.59739999846 486089.42350000143, 117873.29949999973 486084.5423000008)"
kunstinweg_kenmerk.248,Viaduct,0,VIAD.O/D MARIUSBOUWERSSTRAAT,R,23.47999954,R,23.52300072,,010,LTK0000430613,M,I,,"LINESTRING (117925.3674999997 485829.7534000017, 117920.38210000098 485874.4763999991)"
kunstinweg_kenmerk.249,Viaduct,0,VIAD.O/D JAN VOERMANSTRAAT,R,24.46800041,R,24.48200035,,010,LTK0000430616,M,I,,"LINESTRING (117863.85240000114 486833.11890000105, 117864.73570000008 486824.1726000011, 117865.16149999946 486818.17749999836)"
kunstinweg_kenmerk.250,Brug,0,ZIJPERSLUIS BRUG O/D HONDSBOSSCHEVAART (VAST),R,91.14399719,R,91.15499878,,009,LTK0000430410,M,I,,"LINESTRING (107856.88809999824 527509.6314999983, 107863.95050000027 527501.1979999989)"
kunstinweg_kenmerk.251,Brug,0,BRUG O/D ZIJTAK V/H NOORD-HOLLANDSKANAAL (VAST),R,92.66000366,R,92.67299652,,009,LTK0000430411,M,I,,"LINESTRING (107520.3198999986 528993.6737000011, 107521 528990, 107522.7921999991 528980.9111000001)"
kunstinweg_kenmerk.252,Brug,0,BRUG O/D ZIJTAK V/H NOORD-HOLLANDSKANAAL (VAST),R,95.98999786,R,95.9960022,,009,LTK0000430415,M,I,,"LINESTRING (108404.52969999984 532051.1851999983, 108407.8300999999 532056.1959999986)"
kunstinweg_kenmerk.253,Brug,0,ST.MAARTENSVLOTBRUG (OPEN),R,98.87000275,R,98.87999725,,009,LTK0000430418,M,I,,"LINESTRING (109687.1101000011 534631.5181999989, 109691.67680000141 534640.4145000018)"
kunstinweg_kenmerk.254,Brug,0,ST.MAARTENSVLOTBRUG (VAST),R,99.76000214,R,99.76999664,,009,LTK0000430420,M,I,,"LINESTRING (110189.26790000126 535344.9026000015, 110197.29969999939 535350.8599000014)"
kunstinweg_kenmerk.255,Brug,0,BRUG O/D ZIJTAK V/H NOORD-HOLLANDSKANAAL (VAST),R,102.70400238,R,102.70800018,,009,LTK0000430421,M,I,,"LINESTRING (111783.39889999852 537731.7716000006, 111784.74469999969 537735.5384000018)"
kunstinweg_kenmerk.256,Brug,0,BRUG O/D ZIJTAK V/H NOORD-HOLLANDSKANAAL (VAST),R,105.46800232,R,105.47799683,,009,LTK0000430423,M,I,,"LINESTRING (112633.1779000014 540364.0659000017, 112635.54809999838 540373.7809999995)"
kunstinweg_kenmerk.257,Brug,0,BRUG O/D ZIJTAK V/H NOORD-HOLLANDSKANAAL (VAST),R,106.04699707,R,106.05400085,,009,LTK0000430424,M,I,,"LINESTRING (112770.71339999884 540919.2828000002, 112772.41149999946 540926.0736999996)"
kunstinweg_kenmerk.258,Brug,0,BRUG O/D CALLANDSOGERVAART (VAST),R,108.89199829,R,108.89800262,,009,LTK0000430425,M,I,,"LINESTRING (113476.14339999855 543683.0196999982, 113478.70230000094 543688.4466999993)"
kunstinweg_kenmerk.259,Viaduct,0,VIAD.O/D WEG PONTVEER WESTEINDE,R,109.39499664,R,109.40799713,,009,LTK0000430426,M,I,,"LINESTRING (113689.12260000035 544167.3839999996, 113693.12440000102 544176.5483999997)"
kunstinweg_kenmerk.260,Viaduct,0,VIAD.KNOOPPUNT DIEMEN,R,5.62300014,R,5.72599983,,009,LTK0000430431,M,I,,"LINESTRING (129085.42040000111 482035.9646999985, 129085.35379999876 482037.27439999953, 129084.23050000146 482048.7366000004, 129082.82079999894 482058.6596999988, 129081.03779999912 482068.50180000067, 129078.81210000068 482078.253800001, 129075.19299999997 482091.7355000004, 129071.8423999995 482102.2173999995, 129070.17370000109 482106.8973999992, 129064.68490000069 482120.8586000018, 129058.89139999822 482133.8343000002)"
kunstinweg_kenmerk.261,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL DIEMERBOS,R,5.81500006,R,5.85500002,,009,LTK0000430432,M,I,,"LINESTRING (129064.52290000021 481912.97569999844, 129066.48519999906 481917.3881999999, 129068.35830000043 481922.02419999987, 129072.18349999934 481932.4492999986, 129075.24300000072 481941.97940000147, 129077.66490000114 481950.70639999956)"
kunstinweg_kenmerk.262,Viaduct,0,VIAD.,R,4.41800022,R,4.47900009,,009,LTK0000430434,M,I,,"LINESTRING (130152.60500000045 482719.32770000026, 130141.8498999998 482718.3601000011, 130093.84640000015 482712.4653000012, 130092.0326000005 482712.1722000018)"
kunstinweg_kenmerk.263,Viaduct,0,VIAD.,R,4.76000023,R,4.77799988,,009,LTK0000430435,M,I,,"LINESTRING (129822.4803000018 482660.875599999, 129807.05519999936 482660.57079999894)"
kunstinweg_kenmerk.264,Viaduct,0,VIAD.,R,4.40999985,R,4.47300005,,009,LTK0000430438,M,I,,"LINESTRING (130098.37350000069 482709.5669, 130108.32779999822 482710.934799999, 130128.18129999936 482713.3638000004, 130157.06720000133 482716.3781000003, 130161.85319999978 482717.4653999992)"
kunstinweg_kenmerk.265,Brug,0,BRUG 'BETLEMBRUG-2016'O/H AMSTERDAM-RIJNKANAAL,R,4.74800014,R,5.01999998,,009,LTK0000430439,M,I,,"LINESTRING (129581.38089999929 482540.3762000017, 129610.10570000112 482555.7243000008, 129627.94319999963 482564.77010000125, 129651.02010000125 482576.04140000045, 129671.70149999857 482585.72370000184, 129689.91710000113 482593.9574000016, 129710.04039999843 482602.68780000135, 129733.13659999892 482612.30999999866, 129756.37849999964 482621.5386000015, 129775.0773999989 482628.6367000006, 129798.57770000026 482637.16640000045, 129816.95670000091 482643.53830000013, 129830.72890000045 482648.0978000015)"
kunstinweg_kenmerk.266,Viaduct,0,VIAD.,R,4.72700024,R,4.74700022,,009,LTK0000430441,M,I,,"LINESTRING (128699.83900000155 482971.65579999983, 128702.59200000018 482969.2010000013, 128715.40529999882 482959.1072999984)"
kunstinweg_kenmerk.267,Brug,0,BRUG O/D GROENELAAN,R,27.04299927,R,27.06500053,,009,LTK0000430465,M,I,,"LINESTRING (119648.82490000129 479063.2265000008, 119666.89880000055 479047.79989999905, 119679.07110000029 479042.59690000117)"
kunstinweg_kenmerk.268,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,31.79999924,R,31.80800056,,009,LTK0000430476,M,I,,"LINESTRING (115564.2190000005 481011.4202999994, 115569.05579999834 481017.79250000045)"
kunstinweg_kenmerk.269,Viaduct,0,VIAD.O/D RW4 RANG.BAAN.m ='KP.BADHOEVEDORP',R,34.54499817,R,34.58000183,,009,LTK0000430481,M,I,,"LINESTRING (113340.41849999875 482312.8231000006, 113355.5832999982 482308.9134999998, 113374.38170000166 482304.371199999)"
kunstinweg_kenmerk.270,Brug,0,BRUG O/D WATER,R,36.82600021,R,36.83800125,,009,LTK0000430485,M,I,,"LINESTRING (112187.76309999824 483978.65850000083, 112195.41939999908 483987.8986000009)"
kunstinweg_kenmerk.271,Viaduct,0,VIAD.O/D VBW.g ALKMAAR ='KP.RAASDORP',R,37.93299866,R,37.9679985,,009,LTK0000430488,M,I,,"LINESTRING (111030.31909999996 485810.2201000005, 111043.49709999934 485832.6735999994, 111048.1286999993 485840.3495000005)"
kunstinweg_kenmerk.272,Viaduct,0,VIAD.I/D,R,38.9620018,R,38.99700165,,009,LTK0000430498,M,I,,"LINESTRING (111040.0736999996 485798.4215000011, 111041.23849999905 485801.25250000134, 111047.65430000052 485814.7890999988, 111052.27380000055 485823.6583000012, 111055.64589999989 485829.815200001)"
kunstinweg_kenmerk.273,Viaduct,0,VIAD. O/D RW. 6 EN NAARDERTREKVAART,R,41.97999954,R,42.2159996,,006,LTK0000429880,M,I,,"LINESTRING (136093.21090000123 480772.46559999883, 136106.40780000016 480773.3016999997, 136126.3258999996 480775.11100000143, 136145.08190000057 480777.30050000176, 136164.8823999986 480780.1319000013, 136189.48849999905 480784.41490000114, 136209.1339999996 480788.4596000016, 136228.61169999838 480793.0014999993, 136249.74940000102 480798.5573000014, 136268.9787000008 480804.1933000013, 136287.81049999967 480810.2606999986, 136310.33769999817 480818.25349999964, 136311.36199999973 480818.6457999982)"
kunstinweg_kenmerk.274,Viaduct,0,VIAD. O/D IJSELMEERWEG,R,43.68600082,R,43.72100067,,006,LTK0000429881,M,I,,"LINESTRING (137535.90839999914 481550.9809000008, 137543.3007999994 481556.1160000004, 137575.91959999874 481579.26630000025)"
kunstinweg_kenmerk.275,Viaduct,0,VIAD.O/D OUDE LANDWEG,R,44.99300003,R,45.02199936,,006,LTK0000429883,M,I,,"LINESTRING (138571.51639999822 482375.8748999983, 138591.62420000136 482392.3575000018)"
kunstinweg_kenmerk.276,Viaduct,0,VIAD.O/D POORTDREEF(N701),R,45.52999878,R,45.55599976,,006,LTK0000429884,M,I,,"LINESTRING (138987.59259999916 482716.93879999965, 139001.96220000088 482728.7177999988, 139007.5989000015 482733.5425999984)"
kunstinweg_kenmerk.277,Onderdoorgang (voetgangers/fietsers/eco),0,VIAD.O/D NAARDERSTAATWEG,R,43.43799973,R,43.45000076,,006,LTK0000429892,M,I,,"LINESTRING (137341.2595999986 481552.6689000018, 137337.75250000134 481557.8676000014, 137335.18840000033 481562.99060000107)"
kunstinweg_kenmerk.278,Viaduct,0,VIAD.,R,43.69499969,R,43.72200012,,006,LTK0000429893,M,I,,"LINESTRING (137556.63969999924 481585.70800000057, 137521.73180000111 481573.44260000065)"
kunstinweg_kenmerk.280,Viaduct,0,VIAD.'EINDEGOOI'O/D IJSSELMEERWEG,R,43.68899918,R,43.72000122,,006,LTK0000429897,M,I,,"LINESTRING (137552.34750000015 481525.5394000001, 137586.73809999973 481550.9550999999, 137588.47949999943 481559.006000001)"
kunstinweg_kenmerk.281,Onderdoorgang (voetgangers/fietsers/eco),0,ECOPASSAGE,R,46.67399979,R,46.70500183,,006,LTK0000429903,M,I,,"LINESTRING (139939.41070000082 483374.9074999988, 139942.43470000103 483376.79239999875, 139945.3647999987 483378.5881999992)"
kunstinweg_kenmerk.282,Viaduct,0,VIAD'PAMPUSPOORT'.O/D PAMPUSWEG,R,45.5359993,R,45.56200027,,006,LTK0000429907,M,I,,"LINESTRING (138961.28319999948 482734.6273000017, 138972.0084999986 482743.625500001, 138981.0678000003 482749.97940000147)"
kunstinweg_kenmerk.283,Onderdoorgang (voetgangers/fietsers/eco),0,ECOPASSAGE,R,46.70299911,R,46.70899963,,006,LTK0000429909,M,I,,"LINESTRING (139900.79439999908 483447.60709999874, 139895.8526000008 483444.20439999923)"
kunstinweg_kenmerk.284,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,47.9679985,R,47.97800064,,006,LTK0000429910,M,I,,"LINESTRING (140976.49570000172 484132.567400001, 140967.05649999902 484126.9191999994)"
kunstinweg_kenmerk.285,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,48.59199905,R,48.60200119,,006,LTK0000429911,M,I,,"LINESTRING (141513.3299999982 484453.14339999855, 141502.07559999824 484446.6365999989)"
kunstinweg_kenmerk.286,Viaduct,0,VIAD'PAMPUSPOORT'.O/D PAMPUSWEG,R,45.5340004,R,45.56000137,,006,LTK0000429914,M,I,,"LINESTRING (139011.86850000173 482688.8385999985, 139015.95749999955 482690.97140000015, 139034.74980000034 482704.8946999982)"
kunstinweg_kenmerk.287,Viaduct,0,VIAD.,R,45.55199814,R,45.56299973,,006,LTK0000429916,M,I,,"LINESTRING (138992.11400000006 482764.5903999992, 138972.0084999986 482743.625500001)"
kunstinweg_kenmerk.288,Viaduct,0,VIAD.O/D RW. 6,R,47.6269989,R,47.73199844,,006,LTK0000429921,M,I,,"LINESTRING (140674.17920000106 483856.942400001, 140674.42590000108 483859.82180000097, 140674.82400000095 483868.12319999933, 140674.9750000015 483878.1207999997, 140674.4277999997 483894.47569999844, 140673.5971999988 483904.441300001, 140671.80490000173 483918.4904999994, 140669.08419999853 483933.2430999987, 140665.58940000087 483947.8346000016, 140661.85300000012 483960.51729999855, 140659.24560000002 483968.12900000066)"
kunstinweg_kenmerk.289,Viaduct,0,VIAD.,R,47.97000122,R,47.97800064,,006,LTK0000429926,M,I,,"LINESTRING (140971.98279999942 484132.64660000056, 140964.6094999984 484129.5427000001)"
kunstinweg_kenmerk.290,Viaduct,0,VIAD.O/D IBISPAD,R,60.22299957,R,60.23099899,,006,LTK0000429941,M,I,,"LINESTRING (151224.23790000007 489587.2692999989, 151217.56080000103 489582.86290000007)"
kunstinweg_kenmerk.291,Viaduct,0,VIAD.O/D IBISPAD,R,60.24100113,R,60.20399857,,006,LTK0000429942,M,I,,"LINESTRING (151243.90100000054 489513.9888000004, 151249.89189999923 489517.6094999984)"
kunstinweg_kenmerk.292,Brug,0,BRUG.O/D LARSERVAART,R,75.76899719,R,75.84500122,,006,LTK0000429958,M,I,,"LINESTRING (163167.58069999889 499377.2254999988, 163221.22679999843 499419.3878000006, 163223.08590000123 499422.6656000018)"
kunstinweg_kenmerk.293,Viaduct,0,VIAD,R,86.61799622,R,86.63300323,,006,LTK0000429961,M,I,,"LINESTRING (164795.6046999991 506631.40670000017, 164795.0192000009 506646.3953000009)"
kunstinweg_kenmerk.294,Viaduct,0,VIAD.O/D HOUTRIBWEG =N307,R,86.66999817,R,86.72399902,,006,LTK0000429962,M,I,,"LINESTRING (164792.932599999 506683.3328000009, 164788.8348999992 506738.1799999997)"
kunstinweg_kenmerk.295,Viaduct,0,FIETSTUNNEL,R,87.03199768,R,87.03700256,,006,LTK0000429964,M,I,,"LINESTRING (164649.2036000006 507109.5139000006, 164646.85170000046 507105.1015999988)"
kunstinweg_kenmerk.296,Brug,0,BRUG.O/D NOORDERTOCHT,R,87.03299713,R,87.07800293,,006,LTK0000429966,M,I,,"LINESTRING (164824.3134999983 507049.07009999827, 164818.9400999993 507055.7201000005, 164810.19060000032 507067.49859999865, 164801.79899999872 507079.9316999987, 164798.22549999878 507085.6908)"
kunstinweg_kenmerk.297,Viaduct,0,VIAD. O/D RW7,R,4.50199986,R,4.55999994,,007,LTK0000430123,M,I,,"LINESTRING (117750.90810000151 496517.0097000003, 117752.67199999839 496511.8739, 117760.99720000103 496492.7707999982, 117769.0738000013 496477.9743999988, 117776.6400000006 496465.21499999985, 117776.66349999979 496465.182599999)"
kunstinweg_kenmerk.298,Viaduct,0,VIAD.O/D HULKERWEG,R,28.77799988,R,28.79999924,,007,LTK0000430149,M,I,,"LINESTRING (129170.16930000111 516056.6145000011, 129167.42469999939 516053.49909999967, 129160.52580000088 516046.2597000003, 129154.90129999816 516040.78660000116)"
kunstinweg_kenmerk.299,Viaduct,0,VIAD.O/D RW7,R,33.68000031,R,33.71300125,,007,LTK0000430157,M,I,,"LINESTRING (131006.67449999973 520312.11930000037, 131007.627700001 520312.4028000012, 131087.5683999993 520330.689199999)"
kunstinweg_kenmerk.300,Viaduct,0,FIETSTUNNEL,R,54.35200119,R,54.35699844,,007,LTK0000430180,M,I,,"LINESTRING (130152.64499999955 539676.2316000015, 130152.00710000098 539671.2723999992)"
kunstinweg_kenmerk.301,Viaduct,0,FIETSTUNNEL,R,64.37200165,R,64.37799835,,007,LTK0000430183,M,I,,"LINESTRING (131526.2762000002 549558.4268999994, 131520.2842000015 549554.8082000017)"
kunstinweg_kenmerk.302,Viaduct,0,FIETSTUNNEL,R,64.35500336,R,64.36199951,,007,LTK0000430185,M,I,,"LINESTRING (131561.24830000103 549523.5093999989, 131564.36389999837 549528.6370999999)"
kunstinweg_kenmerk.303,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,161.16499329,R,161.16999817,,007,LTK0000430206,M,I,,"LINESTRING (201458.9129000008 566993.2703000009, 201460.03280000016 566993.940200001, 201463.31799999997 566995.6316)"
kunstinweg_kenmerk.304,Viaduct,0,VIAD.O/H OPSTERLAND,R,164.9750061,R,164.98199463,,007,LTK0000430209,M,I,,"LINESTRING (204831.57119999826 568735.4415000007, 204837.06560000032 568735.1704000011, 204838.06340000033 568735.1035999991)"
kunstinweg_kenmerk.305,Viaduct,0,VIAD.O/H OPSTERLAND,R,165.45799255,R,165.46499634,,007,LTK0000430213,M,I,,"LINESTRING (205228.1099999994 568973.1735000014, 205230.37200000137 568971.4259000011, 205233.40900000185 568968.6099999994)"
kunstinweg_kenmerk.306,Brug,0,BRUG O/D N33,R,223.90800476,R,223.96600342,,007,LTK0000430264,M,I,,"LINESTRING (255729.74960000068 577019.1796999983, 255784.54430000111 577030.7355999984)"
kunstinweg_kenmerk.307,Brug,0,BRUG O/D N33'VBW t,R,224.17100525,R,224.18099976,,007,LTK0000430265,M,I,,"LINESTRING (255980.35559999943 577074.5762999989, 255990.09109999985 577076.8610000014)"
kunstinweg_kenmerk.308,Brug,0,BRUG O/H WINSCHOTERDIEP (VAST),R,224.24200439,R,224.28399658,,007,LTK0000430267,M,I,,"LINESTRING (255812.2573999986 576372.9756999984, 255817.5432999991 576331.3095999993)"
kunstinweg_kenmerk.309,Brug,0,BRUG O/H WINSCHOTERDIEP (BEW.),R,224.28399658,R,224.29600525,,007,LTK0000430268,M,I,,"LINESTRING (255817.5432999991 576331.3095999993, 255819.05359999835 576319.4050000012)"
kunstinweg_kenmerk.310,Brug,0,BRUG O/H WINSCHOTERDIEP (VAST),R,224.29600525,R,224.33999634,,007,LTK0000430269,M,I,,"LINESTRING (255819.05359999835 576319.4050000012, 255824.5912999995 576275.754900001)"
kunstinweg_kenmerk.311,Brug,0,BRUG O/D RW33,R,223.90499878,R,223.96499634,,007,LTK0000430270,M,I,,"LINESTRING (255783.3013000004 577070.1420000009, 255769.43939999864 577068.1704999991, 255723.8663999997 577061.928199999)"
kunstinweg_kenmerk.312,Viaduct,0,VIAD.,R,2.15499997,R,2.23300004,,008,LTK0000430287,M,I,,"LINESTRING (119723.25620000064 493909.5229000002, 119723.14930000156 493909.6864, 119698.29710000008 493948.6330000013, 119681.08900000155 493976.3264000006)"
kunstinweg_kenmerk.313,Brug,0,BRUG O/H WATER,R,5.04400015,R,5.05000019,,008,LTK0000430295,M,I,,"LINESTRING (118107.44179999828 496302.2798999995, 118104.42159999907 496307.4642999992)"
kunstinweg_kenmerk.314,Viaduct,0,FIETSTUNNEL,R,5.10599995,R,5.11399984,,008,LTK0000430296,M,I,,"LINESTRING (118080.86800000072 496358.1851999983, 118078.47069999948 496365.15089999884, 118078.28229999915 496365.75560000166)"
kunstinweg_kenmerk.315,Viaduct,0,VIAD.O/D WEZELSTRAAT,R,7.67199993,R,7.87799978,,008,LTK0000430302,M,I,,"LINESTRING (115654.40040000156 497492.2536999993, 115692.72399999946 497477.866799999, 115759.09189999849 497453.06819999963, 115779.1997999996 497445.7153000012, 115793.50979999825 497441.2719999999, 115821.44889999926 497432.92229999974, 115843.25829999894 497431.8997000009)"
kunstinweg_kenmerk.316,Viaduct,0,VIAD O/D WEZELSTRAAT,R,7.69199991,R,7.88500023,,008,LTK0000430304,M,I,,"LINESTRING (115664.7404000014 497521.4571999982, 115696.54969999939 497509.48420000076, 115756.89669999853 497485.3233000003, 115766.0747999996 497481.3328999989, 115819.84540000185 497457.5117999986, 115836.73750000075 497444.26570000127)"
kunstinweg_kenmerk.317,Viaduct,0,VIAD.'HOGENDIJK'OVER RW.  2,R,21.36400032,R,21.5,,009,LTK0000430337,M,I,,"LINESTRING (124982.8145999983 477639.44480000064, 125088.45699999854 477641.85880000144, 125123.44959999993 477642.57939999923)"
kunstinweg_kenmerk.318,Viaduct,0,VIAD.,R,50.68600082,R,50.69200134,,012,LTK0000430982,M,I,,"LINESTRING (126716.35759999976 454819.3317999989, 126710.5091000013 454818.49109999835, 126710.4178000018 454818.4855999984)"
kunstinweg_kenmerk.319,Viaduct,0,VIAD.O/D VBW. G(= KP.OUDENRIJN),R,58.23699951,R,58.27399826,,012,LTK0000430991,M,I,,"LINESTRING (133906.76669999957 452736.4455000013, 133934.69269999862 452715.7243000008, 133936.49819999933 452714.4222000018)"
kunstinweg_kenmerk.320,Viaduct,0,VIAD.O/D PAPENDORPSEWEG,R,58.90399933,R,58.93500137,,012,LTK0000430993,M,I,,"LINESTRING (134562.81980000064 452589.5053000003, 134576.24870000035 452587.53500000015, 134593.12260000035 452585.46819999814)"
kunstinweg_kenmerk.321,Viaduct,0,VIAD.O/D EUROPPALAAN,R,60.04499817,R,60.11000061,,012,LTK0000430995,M,I,,"LINESTRING (135702.77329999954 452411.25459999964, 135722.61340000108 452406.78610000014, 135760.47470000014 452397.5302999988, 135761.1400000006 452397.3605000004)"
