Leverancier;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Bart Flos Veranderadvies;;;;;1;;1;1
Bart van den Belt Holding B.V.;;;;;1;;;1
Bart van Zadelhoff B.V.;;;;;;;1;1
Bartels Coaches;;;1;;;;;1
Barten's Slagerij;;;;;;;1;1
Bartholomeus Gasthuis;;;;;;;1;1
Bartine;;;;;;;1;1
Bas Kodden / Tabasco BV;;;;;1;;;1
Basaal 2.0;;;;;;;1;1
Basis & Beleid Organisatie-Adviseurs B.V.;;;;;1;;;1
BASis voor Mensen;;;;;1;;;1
BASS Licht & Geluid;;;1;;;;;1
Bastion Hotel Bussum B.V.;;;;;;;1;1
Bastion Hotel Rijswijk B.V.;;;;;1;;2;2
Baston Service B.V.;;;1;;;;;1
Bavak Beveiligingsgroep B.V.;;;;;2;;;2
Bawazir B.V.;;;;;;;1;1
Bax Bier Brouwerij B.V.;;;;;;;1;1
Bazelmans Audio Visual Rentals;;;1;;;;;1
BBC Bruxelles;;;;;;;1;1
BCD Travel Nederland B.V.;;;;;;;;
BCM Academy B.V.;;;;;1;;;1
BCN B.V.;;;;;1;;;1
Be Cool Events;;;1;;;;;1
Be Informed B.V.;;;;;1;;;1
Be Mindful Amsterdam;;;;;2;;;2
Bea Crouwers Coaching;;;;;1;;;1
Beach Ameland;;;;;1;;;1
Beach Club Oostvoorne B.V.;;;1;;;;;1
Beach Club Peukie B.V.;;;1;;;;;1
Beach Club WOW;;;1;;;;;1
Beach Inn B.V.;;;1;;;;;1
Beach Professionals B.V.;;;1;;1;;;1
Beachclub Copacabana B.V.;;;1;;;;1;1
Beachclub Indigo B.V.;;;;;;;1;1
Beachclub Lemmer V.O.F.;;;;;;;1;1
Beachclub The Bing B.V.;;;1;;;;1;1
Beachclub Titus B.V.;;;;;;;1;1
Bed and Breakfast Swaenenryck;;;;;;;1;1
Bedrijfsfitness Nederland B.V.;;4;;;;;;4
BEDRIJFSKRING LELYSTAD;;;1;;;;;1
Bedrijvenhockey Breda 2015;;;1;;;;;1
Bedrijvenvereniging de Hemrik;;;1;;1;;;1
Bedrijvenvereniging WEST;;;;;1;;;1
Beekse Bergen Exploitatie B.V.;;;1;;;;;1
Beeldconnect;;;;;1;;;1
Bee-Line B.V.;;;1;;;;;1
Begemann Consultancy;;;;;1;;;1
Behavior Change Group B.V.;;;1;;2;;;2
Beheer Centrum voor Mindfulness;;;;;1;;;1
Beheermaatschappij Lodycke B.V.;;;;;;;1;1
Behind Behaviour;;;;;1;;;1
Behr Groep Nederland B.V.;;;;;3;;;3
Beke Groep Holding B.V.;;;1;;;;;1
Beleef Concepts v.o.f.;;;1;;;;;1
Beleef Eindhoven;;;1;;;;;1
BeleefOotmarsum.nl;;;1;;;;;1
Beleving aan zee;;;1;;;;;1
Belge;;;1;;;;;1
BeLife Zorg B.V.;;1;;;;;;1
Bella Milano;;;;;;;1;1
Bema Shopping B.V.;;;1;;;;;1
Ben Eekhof Foto & Film;;;;;1;;;1
Ben Kei Den Haag;;;;;;;1;1
Bender Opleidingen B.V.;;;;;1;;;1
Benelux Solar & Techn. Syst.-Applicat. B.V.;;1;;;;;;1
Benner Kaap Hoorn Exploitatie B.V.;;;;;;;1;1
Bento Presentaties;;;;;1;;;1
Beproud;;;;;;;1;1
Berenschot Groep B.V.;;;;;1;;;1
Bergh Delisse Events;;;1;;;;;1
Bergh Stoop & Sanders N.V.;;;;;;;1;1
Berghauser Pont Academy B.V.;;;;;1;;;1
Berghauser Pont B.V.;;;;;1;;;1
Berkenplas V.O.F.;;;1;;;;;1
Berkenrode Vastgoed B.V.;;;;;;;1;1
Berlage B.V.;;;;;;;1;1
Bermuda Eindhoven B.V.;;;1;;;;1;1
Bermuda-Music;;;1;;;;;1
Bernard Poelman Holding B.V.;;;1;;;;;1
Beroepsver. van Professionals in Sociaal Werk;;;;;2;;;2
Beroepsvereniging Arbo-Adviseurs;;;1;;;;;1
Beroepsvereniging Vide;;;;;1;;;1
Beroepsvereniging voor Public Affairs (Bvpa);;;1;;1;;;1
Bert Hellinger Instituut Nederland;;;;;1;;;1
Bert Oosterhout;;;;;1;;;1
Bert van Dijk Bij Voorkeur;;;1;;;;;1
Beschermjassen;;;;;2;;;2
Best Escape B.V.;;;1;;;;;1
BEST mediation & coaching;;;1;;;;;1
Best Practical Solutions, LLC;;;;;1;;;1
Best Practice User Group Nederland;;;1;;;;;1
Best Western Hotel Den-Haag;;;;;;;1;1
Bestuursacademie;;;;;2;;;2
Bestuursacademie Nederland Opleidingen B.V.;;;;;4;;;4
Bestuursbureau Noorderlink;;;;;2;;;2
Beter.nu B.V.;;;1;;;;;1
Betoom;;;;;;;1;1
Bettea;;;1;;;;;1
Better Dutch Zwolle;;;;;1;;;1
Betyst B.V.;;;;;1;;;1
beuken'essers B.V.;;;;;1;;;1
Bever Assen B.V.;;;1;;;;;1
Bever B.V.;;;1;;;;;1
Beverhof B.V.;;;;;;;1;1
Bewust onderhandelen Training & Coaching;;;;;1;;;1
Bezemer & Schubad B.V.;;;;;2;;;2
Bezoekerscentrum de Kennemerduinen;;;;;1;;;1
Bezorggroente.nl;;;1;;;;1;1
BGH Participaties B.V.;;1;;;1;;2;2
BHVNederland Opleidingen B.V.;;;;;1;;;1
Bicycle Tours By Locals Rotterdam;;;1;;;;;1
Bienvenue;;;;;;;1;1
Bierbrouwerij De Koningshoeven B.V.;;;1;;;;;1
Bierbrouwerij Oijen B.V.;;;1;;;;;1
Biercafe Bruxelles B.V.;;;;;;;1;1
Biercafé Oud Grave;;;;;;;1;1
Bierens Training & Coaching;;;;;1;;;1
Bierfabriek Nes B.V.;;;1;;;;1;1
Biesbosch Museum;;;1;;;;;1
Bij Broeders;;;1;;;;1;1
Bij Juul;;;1;;;;;1
Bij Mauce;;;;;;;1;1
Bij Rembrandt;;;;;;;1;1
bijHanz, B.V.;;;;;;;1;1
Bijscholingscentrum;;;;;1;;;1
Bijzondere Locaties Groningen B.V.;;;;;1;;;1
BijzonderStrafrecht B.V.;;;;;2;;;2
Bike Tours Haarlem;;;1;;;;;1
Bikeplanet Haarlem;;;;;;;1;1
Bilderberg Grand Hotel Wientjes;;;1;;;;1;1
Bilderberg Hotel De Keizerskroon;;;;;;;2;2
Bilderberg Hotel 't Speulderbos;;;2;;;;;2
Billink B.V.;;;1;;;;;1
Bink Rooftop;;;2;;;;1;2
Binkies Food & Drinks B.V.;;;1;;;;;1
Binnenlands Bestuur B.V.;;;;1;1;;;1
BirdView Expertises B.V.;;1;1;;;;;1
Birwa Tours;;;1;;;;;1
Bis 26 B.V.;;;1;;;;1;1
BiSLSmart LLP;;;;;1;;;1
Bison Bowling;;;1;;;;;1
Bison Haarlem B.V.;;;1;;;;1;1
bisou B.V.;;;;;;;1;1
BIS-Sportmassage;;;2;;;;;2
Bistro Bonne Femme;;;;;1;;;1
Bistro de Verwennerij;;;1;;;;;1
Bistro De Zoete Inval V.O.F.;;;;;;;1;1
Bistro Pampus;;;;;;;1;1
Bistro PUUR;;;;;;;1;1
Bistro 't Kannetje B.V.;;;;;;;1;1
Bistro Tante Pietje;;;;;;;1;1
BKB;;;;;2;;;2
BKV Artsen Intermediair B.V.;;;;1;;;;1
Black Cactus B.V.;;;1;;;;;1
Black Hat Events Registration Department Black Hat USA;;;;;2;;;2
Blankestijn & Partners B.V.;;;;;1;;;1
Bleekemolen Indoor Kart Planet B.V.;;;1;;;;;1
Blijvend anders;;;;;1;;;1
Bliksem-reclame;;;1;;;;;1
Blixem;;;;;;;1;1
Block & Barrels B.V.;;;1;;;;;1
blockbusters;;;;;1;;;1
BLOEM;;;;;;;1;1
bloem & styling aan de zeven alleetjes;;;1;;;;;1
Bloem en Kado Ypenburg;;;1;;;;;1
Bloembinderij Acanthus;;;1;;;;;1
Bloembinderij Cees Van Eijck;;;1;;;;;1
Bloembinderij De Mare;;;1;;;;;1
Bloembinderij Rooze;;;1;;;;;1
Bloemenatelier in de Roos;;;1;;;;;1
Bloemenhuis De Jonge;;;1;;;;;1
Bloemenhuis De Narcis;;;1;;;;;1
Bloemenhuis 'Meindert';;;1;;;;;1
Bloemenmagazijn Johan;;;1;;;;;1
Bloemsierkunst Anneke Kapteyn;;;1;;;;;1
Blom Beroepsopleidingen B.V.;;;;;;;;
Blom Opleidingen;;;;;1;;;1
Blom Veugelers Zuiderman Advocaten;;;;;;;1;1
Blonk Milieu Advies B.V.;;;;;1;;;1
BLOS Horeca B.V.;;;;;;;1;1
BLOSSOM bloemisterij;;;1;;;;;1
Blue;;;1;;;;;1
Blue Sakura B.V.;;;;;;;1;1
Blue Sky Ergonomics;;1;;;;;;1
Bluyssen Communicatie & Coaching;;;;;1;;;1
BM Brandt Management;;;;;;;1;1
BMC Advies B.V.;;;;;1;;;1
BMC Implementatie;;;;;2;;;2
Bme Utrecht B.V.;;;;;;;1;1
Bo & Ro KookInstituut B.V.;;;;;;;1;1
Boardsensation;;;1;;;;;1
Boddaert Advocaten;;;2;;;;;2
Bodega De Posthoorn;;;;;;;1;1
Bodhi Tree;;;;3;;;;3
Bodhi Yoga en Mindfulness;;;1;;;;;1
Body & Mind Sports;;;;;1;;;1
Body Talk;;;1;;;;;1
Bodycom Lichaamscommunicatie;;;;;1;;;1
BodySwitch International B.V.;;1;;;;;;1
Boek- en Kantoorvakhandel Schipperheijn;;;1;;;;;1
Boeketcadeau.nl;;;1;;;;;1
Boels Verhuur Lelystad;;;;;;;;
Boerderij Camping 'Bouwlust';;;1;;;;;1
Boerderij De Weistaar;;;1;;;;;1
Boerderij 't Dommeltje;;;1;;;;;1
Boerenbondsmuseum;;;1;;;;;1
Boerke Verschuren;;;1;;;;;1
Boerma Beheer;;;;;;;1;1
Boertien en Partners;;;;;1;;;1
Boertien Vergouwen Overduin B.V.;;;;;3;;;3
Boin Bedrijfstrainingen;;;1;;2;;;2
Bokstijn Feestartikelen;;;1;;;;;1
bol.com B.V.;;;2;;;;;2
Bolletje Winkel & Koffieschenkerij Anno 1867;;;1;;;;;1
Bolt Investments;;;;;1;;;1
Bolten Training en Advies;;;;;1;;;1
Bomenpark B.V.;;;;;;;1;1
Bommel;;;1;;;;1;1
Bommels B.V.;;;;;;;1;1
BON Amsterdam B.V.;;;;;;;1;1
Bon Bon Partyservice B.V.;;;;;;;1;1
Bon Courage B.V.;;;;;2;;;2
Bon Sens Communicatie;;1;;;;;;1
Bonbon Atelier A3;;;1;;;;;1
Bonbonatelier Janson;;;1;;;;;1
Bonbonnerie Borrel;;;1;;;;;1
Bond Solon;;;;;1;;;1
Bonnema Watersport B.V.;;;1;;;;;1
Bontolie;;;1;;1;;;1
Boogh Harmelen;;1;;;;;;1
Boom Chicago Creative B.V.;;;;;1;;;1
Boom uitgevers Den Haag;;;1;;;;;1
Boomerang Beach;;;;;;;1;1
Boonstra cursus en training;;;;;;;;
Boontje B.V.;;;;;2;;;2
Boosty II B.V.;;;;;1;;;1
Boot 10 Amsterdam B.V.;;;1;;;;;1
Boot Varen Den Haag;;;1;;;;;1
Boot Wood Factory;;;;;;;1;1
Bootsma De Rouwe Advocaten;;;;;;;1;1
Bootverhuur Ouwe Seun;;;1;;;;;1
Boozengooz;;;1;;;;;1
Bordine Guesthouse;;;;;;;1;1
Boringa & Lankester registeraccountants;;;;;1;;;1
Borninkhof Mediation;;;;;1;;;1
Borrel Bar;;;;;;;1;1
Bos & Bos Catering B.V.;;;1;;;;;1
Boschberg Advies B.V.;;;;;1;;;1
Boshotel Vlodrop;;;1;;1;;1;1
Bospaviljoen Bakkeveen;;;1;;;;;1
Bospaviljoen Norgerberg C.V.;;;;;;;1;1
Bosporus;;;1;;;;;1
Botani-Shaker;;;;;;;1;1
Botenverhuur De Rijnstroom;;;1;;;;;1
Boter Kaas en Olijven;;;1;;;;;1
Boteringepoort Hospitality B.V.;;;;;1;;1;1
Boterwaag Den Haag B.V.;;;;;;;1;1
Boudrie Consultancy;;;;;1;;;1
Bouman Coaching & Therapie;;;;;1;;;1
Bouquetterie Fronita;;;1;;;;;1
Bourgonje Geluid- en Lichtservice B.V.;;;;;1;;;1
Boutellier Studie & Strategie;;;;;1;;;1
Boutiquehotel The Roosevelt;;;;;;;1;1
Bouvigne Paradijs B.V.;;;;;;;1;1
Boven-Ebskamp;;;;;;;1;1
BOW assessments & coaching;;1;1;;;;;1
Bowa Sportprijzen en Relatiegeschenken;;;;;1;;;
Bowlen & Zo B.V.;;;1;;;;;1
Bowling Almere B.V.;;;1;;;;1;1
Bowling De Rode Loper B.V.;;;1;;;;1;1
Bowling en Party Centrum Breda;;;1;;;;;1
Bowling- en Partycentrum De Schelmse Brug;;;1;;;;;1
Bowling- en Partycentrum Krimpenhof B.V.;;;;;;;1;1
Bowling en Partycentrum Lelystad B.V.;;;1;;;;;1
Bowling en partycentrum Restaurant Suyderoogh;;;1;;;;;1
Bowling Exploitatie Maaspoort;;;1;;;;;1
Bowling Goes;;;1;;;;;1
Bowling Hattem;;;1;;;;1;1
Bowling Kartcentrum Westfriesland B.V.;;;1;;;;;1
Bowling Nieuwegein B.V.;;;;;;;1;1
Bowling Scheveningen B.V.;;;1;;;;1;1
Bowling-Bistro Merlijn B.V.;;;;;;;1;1
Box2Grow;;;1;;;;;1
Boxem Ter Apel B.V.;;;1;;;;1;1
BPM Medica;;;;2;;;;2
Brabant Expres B.V.;;;1;;;;;1
Brabant Sport en Spelverhuur V.O.F.;;;1;;;;;1
Brabanthallen;;;1;;;;;1
Brabants Histor. Inf. Centr.-loc. De Citadel;;;;;;;1;1
Brabantsche Worstenbroodjes B.V.;;;1;;;;1;1
Brain Box Mediatraining B.V.;;;;;2;;;2
BrainSense;;;;;1;;;1
Brainwork B.V.;;;;;1;;;1
Brainworks;;;1;;;;;1
Brammer Consultancy;;;;;1;;;1
Bram's Gourmet Frites B.V.;;;;;1;;1;1
Brandpreventie Academy B.V.;;;;;1;;;1
Brandstore De Rotterdamsche Oude B.V.;;;1;;;;;1
Brapewo;;;1;;;;;1
Brasserie 155 B.V.;;;;;;;1;1
Brasserie Buitenhof;;;1;;;;;1
Brasserie Buitenhuis B.V.;;;1;;;;1;1
Brasserie de Alphense Burgemeester;;;;;;;1;1
Brasserie de Badmeester;;;;;;;1;1
Brasserie De Bock;;;;;;;1;1
Brasserie De Boerderij;;;;;;;1;1
Brasserie De Hooge Rotterdamsche B.V.;;;1;;;;;1
Brasserie de Koepel;;;;;;;1;1
Brasserie De Kroon;;;;;;;1;1
Brasserie Down Town;;;;;;;1;1
Brasserie Havenkwartier;;;;;;;1;1
Brasserie 'Het Vliegerhuys';;;;;;;1;1
Brasserie Hooghuys;;;;;;;1;1
Brasserie Hoom;;;;;;;1;1
Brasserie Hugo's Hamerden B.V.;;;;;;;1;1
Brasserie Jansen;;;;;;;1;1
Brasserie Julia;;;1;;;;;1
Brasserie La Porte;;;;;;;1;1
Brasserie Lef;;;1;;;;;1
Brasserie NUL76;;;;;;;1;1
Brasserie Ome Bernard B.V.;;;;;;;1;1
Brasserie Pastis;;;;;;;1;1
Brasserie Quartier B.V.;;;;;;;1;1
Brasserie Restaurant Leafs;;;;;;;1;1
Brasserie Sequenza;;;;;;;1;1
Brasserie Soho B.V.;;;;;;;1;1
Brasserie 't Zusje Arnhem B.V.;;;1;;;;1;1
Brasserie 't Zusje Cuijk B.V.;;;1;;;;1;1
Brasserie 't Zusje Raamsdonksveer B.V.;;;;;;;1;1
Brasserie 't Zusje Rotterdam;;;;;;;1;1
Brasserie 't Zusje Scheveningen B.V.;;;;;;;1;1
Brasserie 't Zusje Uden B.V.;;;;;;;1;1
Brasserie Tante Pos;;;1;;;;;1
Brasserie V;;;;;;;1;1
Brasserie Vuur B.V.;;;1;;;;;1
Brasserie Waalhaven;;;2;;;;1;2
Brasserie Westbeer;;;1;;;;;1
Brasserie-Hotel Brakke Berg;;;;;;;1;1
Brasserij De Bergerrie;;;;;;;1;1
Brasserij de Breton;;;;;;;1;1
Brauner Klingenberg GmbH;;;;;1;;;1
Bravo-Preventie;;1;;;1;;;1
Braza B.V.;;;1;;;;1;1
Bread & Company B.V.;;;;;;;1;1
Break-Out Evenementen;;;1;;;;;1
Break-Out Gruno Park B.V.;;;1;;;;;1
Breakout Room;;;1;;;;1;1
Breakout Rotterdam;;;;;;;1;1
Breeland;;;1;;;;;1
Breetveld Organisatie Adviseurs;;;;;1;;;1
BREIN EFFECT B.V.;;;;;1;;;1
Breizh B.V.;;;;;;;1;1
BRENDING;;;1;;;;;1
Bricks Zwolle B.V.;;;;;;;1;1
Bridge2learn;;;;;1;;;1
Bright Events;;;1;;;;;1
Bright Inc. V.O.F.;;;;;1;;;1
BrightBlue Coaching & Training;;;;;1;;;1
Brigth Events (uitjeseneten.nl);;;1;;;;;1
Brillat-Savarin B.V.;;;1;;;;1;1
Brinklaan 268;;;;;1;;;1
Brinkman t.h.o.d.n. SUBWAY Rijswijk;;;;;;;1;1
BrinQ Training & Communicatie B.V.;;;;;1;;;1
Brisk-Consultancy;;;;;1;;;1
Broekhuizen Communicatie;;;1;;7;;;7
Broers;;;;;;;1;1
Brood en Banket Alsady;;;;;;;1;1
Brood- en Banketbakkerij Godschalk;;;;;;;1;1
Brood- en Banketbakkerij P.A. Bliek;;;1;;;;1;1
Brood met Spelen B.V.;;;1;;;;1;1
Broodje Ben;;;;;;;1;1
Broodje van Martin;;;;;;;1;1
Broodjeslijn;;;;;;;1;1
Broodrunner;;;1;;;;;1
Brooklyn Partners B.V.;;;;;1;;;1
BROUT B.V.;;;1;;;;;1
Brouwcafé De Molen B.V.;;;1;;;;1;1
Brouwer Financiële Hulpverlening;;;1;;;;;1
Brouwer Tours;;;1;;;;;1
Brouwerij Noordt B.V.;;;;;;;1;1
Brouwhuis Breda B.V.;;;;;;;1;1
Brownies & DownieS;;;1;;;;;1
BRUCON vzw;;;;;1;;;1
Brug in Bedrijf;;;;;3;;1;3
Brüggemann horeca groep;;;;;;;1;1
Brussels Lof Groningen;;;;;;;1;1
BS Workspace Solutions;;1;;;;;;1
BSI Group The Netherlands B.V.;;;;;1;;;1
BT Technology Project Management;;;;;1;;;1
BTC Twente Beheer B.V.;;;;;;;1;1
Buckshot;;;;;;;1;1
Buddha Asian Tapas B.V.;;;1;;;;;1
Buddha Restaurant;;;;;;;1;1
Buddhas B.V.;;;;;;;1;1
Budgetgift.nl B.V.;;;1;;;;;1
Buena Vista Beach Club B.V.;;;1;;1;;1;1
Buffalo.nl B.V.;;;1;;;;;1
Buffetrestaurant Thijs & Aafke;;;1;;;;;1
B-U-Fully;;;;;1;;;1
BuitenBusiness B.V.;;;1;;;;;1
Buitengoed Leeuwenburg;;;1;;;;;1
Buitengoed Slavante Horeca Exploitatie;;;1;;;;1;1
Buitengoed Uylenburg B.V.;;;;;1;;1;1
Buitenhuis AlbaNera;;;;;1;;;1
Buitensportavontuur;;;1;;;;;1
Bullit House;;;1;;;;;1
Bumper Experience;;;1;;;;;1
Bundeskriminalamt;;;;;1;;;1
BUNK Hotel Utrecht B.V.;;;;;;;1;1
Bureau Aldoende;;;1;;;;;1
Bureau Bakker B.V.;;;;;1;;;1
Bureau Beke;;;;;;;1;1
Bureau Bohré;;;;;1;;;1
Bureau Brandeis B.V.;;;;;1;;;1
Bureau Bruinzeel;;;;;1;;;1
Bureau de baas;;;;;1;;;1
Bureau de Bakker;;;;;;;1;1
Bureau De Jong en de Jong;;;1;;;;;1
Bureau de Wissel;;1;;;1;;;1
Bureau Fleur Grafisch Ontwerp;;;;;1;;;1
Bureau Grotesk;;;;;1;;;1
Bureau Integriteit B.V.;;;;;1;;;1
Bureau Klapstuk;;;1;;;;;1
Bureau Lemniscaat;;;;;1;;;1
Bureau Maaiveld;;;;;1;;;1
Bureau Maatschappelijke Zorg B.V.;;;;;1;;;1
Bureau pAct;;;;;2;;;2
Bureau Personal Development B.V.;;;;;1;;;1
Bureau Schijf, Partner in Leiderschap;;;;;1;;;1
Bureau Schippers coaching en training;;;;;2;;;2
Bureau TBS Advocaten;;;;;1;;1;1
Bureau Tromp B.V.;;;;;1;;;1
Bureau Tw!st;;;1;;1;;;1
Bureau Van Dam;;;;;1;;;1
Bureau Veritas Industrial Services;;;;;1;;;1
Bureau Volzin B.V.;;;1;;;;;1
Bureau voor Interculturele Evaluatie B.V.;;;;1;1;;;1
Bureau voor oplossingsgericht werken;;;;;1;;;1
Bureau Wijkwiskunde;;;1;;;;;1
Bureau Willemars Training en Advies;;;1;;1;;;1
Bureau Zuidema B.V.;;;;;4;;;4
Bureau Zuidema Learning Solutions B.V.;;;;;3;;;3
BureauSterk B.V.;;;;;3;;;3
Bureautaal B.V.;;;;;1;;;1
BureauVos ontwikkel./opleiding, train./coach.;;;;;;;1;1
Burger Coaching & Advies;;;;;3;;;3
Burgers Arneym B.V.;;;;;;;1;1
Burghoorn Trainingen;;;;;1;;;1
Burgundy Street B.V.;;;;;;;1;1
Burn Out Poli;;2;1;;2;;;2
Buro Acting;;;;;2;;2;2
Buro Beneker;;;;;;;1;1
Buro Brand Visuele Communicatie;;;;;1;;;1
Buro Geest;;;;;;;1;1
Buro Q B.V.;;;2;;;;;2
Buro Vermeer;;1;1;;2;;;2
Buro voor Muziek;;;2;;;;;2
Burrata Turfmarkt B.V.;;;1;;;;1;2
Business Marketing Services Opleidingen B.V.;;;;;2;;;2
Business Reservations Centre Holland B.V.;;;1;;;;;1
Busser producties;;;1;;;;;1
Buteyko Noord Nederland;;;;;1;;;1
Buurman Catering;;;1;;;;;1
Buurt Den Bosch;;;1;;;;1;1
Buyitdirect.com B.V.;;1;2;;;;;2
BV&T Opleiding & Advies;;;;;1;;1;1
BVD advocaten;;;;;1;;;1
BVO Opleidingen B.V.;;;;;3;;;3
BVTF Bureau voor toegepaste Filosofie;;;;;1;;;1
By Acte B.V.;;;4;;;;;4
BY AMI;;;1;;;;1;1
By Chiel;;;;;;;1;1
By de Baron;;;;;;;1;1
ByWillem;;;;;;;1;1
C. Jonker consultancy gedragsneurologie;;;;;1;;1;1
C. Markieza, Acad. Herstel & Erv.desk.heid UA;;;;;1;;;1
C.F.C. Taxi;;;;;;;3;3
C.I.C. Company B.V.;;;;;1;;;1
C.J. Brouwer;;;;;;;1;1
C.J. Kerssens;;;;;;;1;1
C.J.M. Schoenmakers;;;;;;;1;1
C.M.A. De Vries Beheer B.V.;;;;;;;;
C.M.A. Laarhoven;;;;;2;;1;2
C.V. Advies B.V.;;;2;;;;;2
C.V. La Galleria Plein;;;1;;;;;1
C2Results B.V.;;;;;2;;;2
Cadeau Concepten B.V.;;1;4;;;;;4
Cadeaubonnen.nl B.V.;;2;1;;;;;2
Cadeaus met een missie;;;1;;;;;1
Cadenza Education B.V.;;;;;1;;;1
CafÃƒÂ© Bloem;;;;;;;1;1
CafÃƒÂ© het Veulen;;;;;;;1;1
Café - Botenverhuur Van den Diepstraten;;;1;;;;1;1
Café 2005;;;1;;;;;1
Café Arnhem B.V.;;;;;;;1;1
Café Bar St. Jan;;;;;;;1;1
Café Boudewijn B.V.;;;;;;;1;1
Café Bruintje;;;;;;;1;1
Café Buddingh V.O.F.;;;;;;;1;1
Café Cafetaria Boszicht;;;1;;;;;1
Café Corenmaet;;;;;;;1;1
Café De Asplaag;;;1;;;;;1
Café de Bak B.V.;;;1;;;;;1
Café de Gezelligheid;;;1;;;;;1
Café de Hertog-Jan Proeverij;;;1;;;;;1
Café de Koning;;;;;;;1;1
Café de kroeg;;;;;;;1;1
Café De Landman;;;1;;;;1;1
Café De Minnaar;;;;;;;1;1
Café de paris V.O.F.;;;1;;;;;1
Café 'De Potdeksel';;;;;;;1;1
Cafe de Rus;;;1;;;;;1
Café De Sport;;;1;;;;;1
Cafe de Strohoed;;;1;;;;;1
Café de Tempelier B.V.;;;1;;;;;1
Cafe de Unie;;;1;;;;1;1
Café de Wijnhaven B.V.;;;1;;;;;1
Café 'De Wolthoorn';;;;;;;1;1
Café du Midi B.V.;;;;;;;1;1
Café Franklin B.V.;;;;;;;1;1
Café Glenn de Koning;;;1;;;;;1
Café Gorissen;;;;;;;1;1
Café Groothuis;;;;;;;1;1
Café Hekking C.V.;;;;;;;1;1
Cafe Joost;;;1;;;;1;1
Café Kobalt B.V.;;;;;;;1;1
Café Lautrec;;;;;;;1;1
Cafe Le Duc;;;;;;;1;1
Café Le Penseur;;;;;;;1;1
Café Lievense;;;1;;;;1;1
Cafe Lust;;;;;;;1;1
Cafe M`n Broer;;;;;;;1;1
Café Mano;;;;;;;1;1
Cafe Oud Verlaat;;;1;;;;;1
Café Pursers;;;;;;;1;1
Café Restaurant Dauphine;;;;;;;1;1
Café Restaurant 'De Hoeve' B.V.;;;1;;;;;1
Café Restaurant De Paalkoepel B.V.;;;1;;;;;1
Café Restaurant De Wits;;;;;;;1;1
Café Restaurant Hoogendam;;;1;;;;2;2
Café Restaurant Jongepier;;;;;;;1;1
Café Restaurant Luchthaven Lelystad;;;;;1;;1;1
Café Restaurant Piet Hein B.V.;;;1;;;;1;1
Café Restaurant Rootz B.V.;;;2;;;;1;2
Café Restaurant 't Binnenhof;;;1;;;;1;2
Café Restaurant 't Voske;;;1;;;;;1
Café Stalles B.V.;;;1;;;;1;1
Café Studio Haarlem B.V.;;;;;;;1;1
Café Swart B.V.;;;1;;;;;1
Café 't Keerpunt;;;;;;;1;1
Café Van Beek;;;1;;;;;1
Café van Eijk;;;;;;;1;1
Café Verheyden;;;1;;;;1;1
Cafe Wouters;;;1;;;;;1
Café Wouters;;;1;;;;1;1
Café XO Haarlem B.V.;;;;;;;1;1
Café Zuid;;;;;;;1;1
Cafe/Restaurant De Eeuwige Jachtvelden;;;1;;;;1;1
Cafe/Restaurant De Vliegende Hollander;;;1;;;;;1
Café/Restaurant 'De Zwarte Ruiter';;;;;;;1;1
Café-Bar 't Centrum;;;;;;;1;1
Café-Restaurant Amier B.V.;;;1;;1;;1;1
Café-Restaurant De Mol B.V.;;;1;;;;1;1
Café-Restaurant 'De Soesterduinen' B.V.;;;;;;;1;1
Café-Restaurant De Veranda B.V.;;;;;;;1;1
Café-Restaurant d'Olde Heerd;;;;;;;1;1
Café-Restaurant Overwijk;;;1;;;;;1
Café-Restaurant Pan;;;1;;;;1;1
Café-Restaurant Sprookjeshof B.V.;;;;;;;1;1
Café-Restaurant Wink;;;1;;;;;1
Cafetaria 'Ho-Mé';;;;;;;1;1
Cafetaria Stap es in;;;;;;;1;1
Cafetariabedrijven Lepoutre B.V.;;;;;;;1;1
Camiel Mikily B.V.;;;1;;;;1;1
Camping Moekesgat B.V.;;;;;;;1;1
Camping Scholtenhagen B.V.;;;;;;;1;1
Camping Zeeburg;;;1;;;;1;1
Campingbedrijf Si-Es-An;;;1;;;;;1
Campus Hotel;;;1;;;;1;1
Canast B.V.;;;;;1;;;1
Cannibale Lange Niezel B.V.;;;;;;;1;1
Cantina San Juan;;;1;;;;;1
Canton en Brugman;;;;;;;1;1
Cantonees Restaurant Fine Food;;;1;;;;1;1
CAOP;;;2;;4;;1;4
Capabel Hogeschool;;;;;1;;;1
Capabel Onderwijs Groep B.V.;;;;;1;;;1
Caparis N.V.;;;;2;;;;2
Capgemini Educational Services B.V.;;;;;3;;;3
Capgemini Nederland B.V.;;;;3;4;;;4
Capilla;;;;;1;;;1
Capital F;;;;;;;1;1
Capital Media Services B.V.;;;;2;;;;2
Cappuccino;;;1;;;;;1
Capra advocaten;;;1;;2;;;2
Capriole Coffee Café B.V.;;;1;;;;;1
Capstones B.V.;;;;;1;;;1
