Referentiecode RDW,Code mogelijk gevaar,Mogelijk gevaar
MGP140325,ONG,Een (verkeers)ongeval met letselschade
MGP140327,BRA,Brand met letselschade
MGP140328,ONG,Een (verkeers)ongeval met letselschade
MGP140329,ONG,Een (verkeers)ongeval met letselschade
MGP140332,ONG,Een (verkeers)ongeval met letselschade
MGP140333,ONG,Een (verkeers)ongeval met letselschade
MGP140334,ONG,Een (verkeers)ongeval met letselschade
MGP140335,BRA,Brand met letselschade
MGP140335,MIL,Het belasten van het milieu
MGP140337,ONG,Een (verkeers)ongeval met letselschade
MGP140338,ONG,Een (verkeers)ongeval met letselschade
MGP140339,ONG,Een (verkeers)ongeval met letselschade
MGP140340,MIL,Het belasten van het milieu
MGP140340,ONG,Een (verkeers)ongeval met letselschade
MGP140341,MIL,Het belasten van het milieu
MGP140341,ONG,Een (verkeers)ongeval met letselschade
MGP140342,MIL,Het belasten van het milieu
MGP140342,ONG,Een (verkeers)ongeval met letselschade
MGP140343,TEL,Verhoogde kans op letsel bij een ongeval
MGP140344,TEL,Verhoogde kans op letsel bij een ongeval
MGP140345,ONG,Een (verkeers)ongeval met letselschade
MGP150001,ONG,Een (verkeers)ongeval met letselschade
MGP150002,ONG,Een (verkeers)ongeval met letselschade
MGP150003,ONG,Een (verkeers)ongeval met letselschade
MGP150004,ONG,Een (verkeers)ongeval met letselschade
MGP150005,ONG,Een (verkeers)ongeval met letselschade
MGP150007,ONG,Een (verkeers)ongeval met letselschade
MGP150008,ONG,Een (verkeers)ongeval met letselschade
MGP150009,ONG,Een (verkeers)ongeval met letselschade
MGP150011,TEL,Verhoogde kans op letsel bij een ongeval
MGP150012,ONG,Een (verkeers)ongeval met letselschade
MGP150013,ONG,Een (verkeers)ongeval met letselschade
MGP150020,TEL,Verhoogde kans op letsel bij een ongeval
MGP150022,ONG,Een (verkeers)ongeval met letselschade
MGP150025,BRA,Brand met letselschade
MGP150026,ONG,Een (verkeers)ongeval met letselschade
MGP150028,ONG,Een (verkeers)ongeval met letselschade
MGP150028,TEL,Verhoogde kans op letsel bij een ongeval
MGP150029,ONG,Een (verkeers)ongeval met letselschade
MGP150030,ONG,Een (verkeers)ongeval met letselschade
MGP150031,TEL,Verhoogde kans op letsel bij een ongeval
MGP150033,ONG,Een (verkeers)ongeval met letselschade
MGP150034,ONG,Een (verkeers)ongeval met letselschade
MGP150040,ONG,Een (verkeers)ongeval met letselschade
MGP150041,ONG,Een (verkeers)ongeval met letselschade
MGP150042,ONG,Een (verkeers)ongeval met letselschade
MGP150044,ONG,Een (verkeers)ongeval met letselschade
MGP150045,ONG,Een (verkeers)ongeval met letselschade
MGP150046,NNB,(Nog) niet bekend
MGP150047,ONG,Een (verkeers)ongeval met letselschade
MGP150047,TEL,Verhoogde kans op letsel bij een ongeval
MGP150048,ONG,Een (verkeers)ongeval met letselschade
MGP150049,BRA,Brand met letselschade
MGP150050,BRA,Brand met letselschade
MGP150051,BRA,Brand met letselschade
MGP150052,BRA,Brand met letselschade
MGP150054,BRA,Brand met letselschade
MGP150055,ONG,Een (verkeers)ongeval met letselschade
MGP150056,ONG,Een (verkeers)ongeval met letselschade
MGP150057,ONG,Een (verkeers)ongeval met letselschade
MGP150058,ONG,Een (verkeers)ongeval met letselschade
MGP150059,BRA,Brand met letselschade
MGP150060,TEL,Verhoogde kans op letsel bij een ongeval
MGP150061,ONG,Een (verkeers)ongeval met letselschade
MGP150062,BRA,Brand met letselschade
MGP150063,BRA,Brand met letselschade
MGP150064,TEL,Verhoogde kans op letsel bij een ongeval
MGP150065,ONG,Een (verkeers)ongeval met letselschade
MGP150067,TEL,Verhoogde kans op letsel bij een ongeval
MGP150074,ONG,Een (verkeers)ongeval met letselschade
MGP150075,MIL,Het belasten van het milieu
MGP150075,ONG,Een (verkeers)ongeval met letselschade
MGP150076,ONG,Een (verkeers)ongeval met letselschade
MGP150077,ONG,Een (verkeers)ongeval met letselschade
MGP150077,TEL,Verhoogde kans op letsel bij een ongeval
MGP150078,TEL,Verhoogde kans op letsel bij een ongeval
MGP150080,TEL,Verhoogde kans op letsel bij een ongeval
MGP150083,ONG,Een (verkeers)ongeval met letselschade
MGP150084,TEL,Verhoogde kans op letsel bij een ongeval
MGP150085,BRA,Brand met letselschade
MGP150085,MIL,Het belasten van het milieu
MGP150087,ONG,Een (verkeers)ongeval met letselschade
MGP150088,ONG,Een (verkeers)ongeval met letselschade
MGP150089,ONG,Een (verkeers)ongeval met letselschade
MGP150090,ONG,Een (verkeers)ongeval met letselschade
MGP150092,ONG,Een (verkeers)ongeval met letselschade
MGP150097,ONG,Een (verkeers)ongeval met letselschade
MGP150098,ONG,Een (verkeers)ongeval met letselschade
MGP150099,ONG,Een (verkeers)ongeval met letselschade
MGP150100,TEL,Verhoogde kans op letsel bij een ongeval
MGP150102,MIL,Het belasten van het milieu
MGP150102,ONG,Een (verkeers)ongeval met letselschade
MGP150105,ONG,Een (verkeers)ongeval met letselschade
MGP150107,BRA,Brand met letselschade
MGP150107,MIL,Het belasten van het milieu
MGP150108,ONG,Een (verkeers)ongeval met letselschade
MGP150109,ONG,Een (verkeers)ongeval met letselschade
MGP150111,ONG,Een (verkeers)ongeval met letselschade
MGP150112,ONG,Een (verkeers)ongeval met letselschade
MGP150113,ONG,Een (verkeers)ongeval met letselschade
MGP150114,ONG,Een (verkeers)ongeval met letselschade
MGP150115,ONG,Een (verkeers)ongeval met letselschade
MGP150116,ONG,Een (verkeers)ongeval met letselschade
MGP150117,TEL,Verhoogde kans op letsel bij een ongeval
MGP150118,BRA,Brand met letselschade
MGP150118,ONG,Een (verkeers)ongeval met letselschade
MGP150119,ONG,Een (verkeers)ongeval met letselschade
MGP150121,MIL,Het belasten van het milieu
MGP150121,ONG,Een (verkeers)ongeval met letselschade
MGP150124,ONG,Een (verkeers)ongeval met letselschade
MGP150125,ONG,Een (verkeers)ongeval met letselschade
MGP150126,ONG,Een (verkeers)ongeval met letselschade
MGP150127,TEL,Verhoogde kans op letsel bij een ongeval
MGP150128,ONG,Een (verkeers)ongeval met letselschade
MGP150129,ONG,Een (verkeers)ongeval met letselschade
MGP150130,ONG,Een (verkeers)ongeval met letselschade
MGP150131,TEL,Verhoogde kans op letsel bij een ongeval
MGP150132,BRA,Brand met letselschade
MGP150134,ONG,Een (verkeers)ongeval met letselschade
MGP150135,ONG,Een (verkeers)ongeval met letselschade
MGP150135,TEL,Verhoogde kans op letsel bij een ongeval
MGP150136,TEL,Verhoogde kans op letsel bij een ongeval
MGP150137,BRA,Brand met letselschade
MGP150138,ONG,Een (verkeers)ongeval met letselschade
MGP150139,ONG,Een (verkeers)ongeval met letselschade
MGP150140,ONG,Een (verkeers)ongeval met letselschade
MGP150141,ONG,Een (verkeers)ongeval met letselschade
MGP150144,ONG,Een (verkeers)ongeval met letselschade
MGP150146,ONG,Een (verkeers)ongeval met letselschade
MGP150148,ONG,Een (verkeers)ongeval met letselschade
MGP150150,ONG,Een (verkeers)ongeval met letselschade
MGP150151,ONG,Een (verkeers)ongeval met letselschade
MGP150153,ONG,Een (verkeers)ongeval met letselschade
MGP150154,ONG,Een (verkeers)ongeval met letselschade
MGP150155,TEL,Verhoogde kans op letsel bij een ongeval
MGP150156,ONG,Een (verkeers)ongeval met letselschade
MGP150157,ONG,Een (verkeers)ongeval met letselschade
MGP150158,ONG,Een (verkeers)ongeval met letselschade
MGP150159,ONG,Een (verkeers)ongeval met letselschade
MGP150161,ONG,Een (verkeers)ongeval met letselschade
MGP150162,TEL,Verhoogde kans op letsel bij een ongeval
MGP150163,TEL,Verhoogde kans op letsel bij een ongeval
MGP150164,MIL,Het belasten van het milieu
MGP150164,ONG,Een (verkeers)ongeval met letselschade
MGP150165,ONG,Een (verkeers)ongeval met letselschade
MGP150166,TEL,Verhoogde kans op letsel bij een ongeval
MGP150167,TEL,Verhoogde kans op letsel bij een ongeval
MGP150175,TEL,Verhoogde kans op letsel bij een ongeval
MGP150178,BRA,Brand met letselschade
MGP150178,ONG,Een (verkeers)ongeval met letselschade
MGP150179,ONG,Een (verkeers)ongeval met letselschade
MGP150180,ONG,Een (verkeers)ongeval met letselschade
MGP150182,BRA,Brand met letselschade
MGP150184,ONG,Een (verkeers)ongeval met letselschade
MGP150186,ONG,Een (verkeers)ongeval met letselschade
MGP150188,ONG,Een (verkeers)ongeval met letselschade
MGP150189,TEL,Verhoogde kans op letsel bij een ongeval
MGP150190,ONG,Een (verkeers)ongeval met letselschade
MGP150191,TEL,Verhoogde kans op letsel bij een ongeval
MGP150193,NNB,(Nog) niet bekend
MGP150194,ONG,Een (verkeers)ongeval met letselschade
MGP150195,BRA,Brand met letselschade
MGP150197,ONG,Een (verkeers)ongeval met letselschade
MGP150198,ONG,Een (verkeers)ongeval met letselschade
MGP150199,TEL,Verhoogde kans op letsel bij een ongeval
MGP150200,ONG,Een (verkeers)ongeval met letselschade
MGP150201,BRA,Brand met letselschade
MGP150201,ONG,Een (verkeers)ongeval met letselschade
MGP150202,ONG,Een (verkeers)ongeval met letselschade
MGP150205,TEL,Verhoogde kans op letsel bij een ongeval
MGP150206,ONG,Een (verkeers)ongeval met letselschade
MGP150207,BRA,Brand met letselschade
MGP150207,ONG,Een (verkeers)ongeval met letselschade
MGP150208,ONG,Een (verkeers)ongeval met letselschade
MGP150209,ONG,Een (verkeers)ongeval met letselschade
MGP150210,BRA,Brand met letselschade
MGP150213,ONG,Een (verkeers)ongeval met letselschade
MGP150214,ONG,Een (verkeers)ongeval met letselschade
MGP150215,BRA,Brand met letselschade
MGP150215,MIL,Het belasten van het milieu
MGP150215,ONG,Een (verkeers)ongeval met letselschade
MGP150216,ONG,Een (verkeers)ongeval met letselschade
MGP150218,MIL,Het belasten van het milieu
MGP150218,ONG,Een (verkeers)ongeval met letselschade
MGP150219,TEL,Verhoogde kans op letsel bij een ongeval
MGP150221,ONG,Een (verkeers)ongeval met letselschade
MGP150221,TEL,Verhoogde kans op letsel bij een ongeval
MGP150222,ONG,Een (verkeers)ongeval met letselschade
MGP150224,ONG,Een (verkeers)ongeval met letselschade
MGP150225,BRA,Brand met letselschade
MGP150225,ONG,Een (verkeers)ongeval met letselschade
MGP150231,BRA,Brand met letselschade
MGP150231,MIL,Het belasten van het milieu
MGP150231,ONG,Een (verkeers)ongeval met letselschade
MGP150233,ONG,Een (verkeers)ongeval met letselschade
MGP150234,ONG,Een (verkeers)ongeval met letselschade
MGP150236,ONG,Een (verkeers)ongeval met letselschade
MGP150237,ONG,Een (verkeers)ongeval met letselschade
MGP150238,ONG,Een (verkeers)ongeval met letselschade
MGP150239,ONG,Een (verkeers)ongeval met letselschade
MGP150240,ONG,Een (verkeers)ongeval met letselschade
MGP150241,ONG,Een (verkeers)ongeval met letselschade
MGP150242,ONG,Een (verkeers)ongeval met letselschade
MGP150244,ONG,Een (verkeers)ongeval met letselschade
MGP150245,ONG,Een (verkeers)ongeval met letselschade
MGP150246,NNB,(Nog) niet bekend
MGP150250,ONG,Een (verkeers)ongeval met letselschade
MGP150253,ONG,Een (verkeers)ongeval met letselschade
MGP150254,ONG,Een (verkeers)ongeval met letselschade
MGP150256,ONG,Een (verkeers)ongeval met letselschade
MGP150257,ONG,Een (verkeers)ongeval met letselschade
MGP150258,ONG,Een (verkeers)ongeval met letselschade
MGP150259,ONG,Een (verkeers)ongeval met letselschade
MGP150260,ONG,Een (verkeers)ongeval met letselschade
MGP150261,TEL,Verhoogde kans op letsel bij een ongeval
MGP150262,ONG,Een (verkeers)ongeval met letselschade
MGP150265,ONG,Een (verkeers)ongeval met letselschade
MGP150266,ONG,Een (verkeers)ongeval met letselschade
MGP150268,ONG,Een (verkeers)ongeval met letselschade
MGP150269,TEL,Verhoogde kans op letsel bij een ongeval
MGP150271,ONG,Een (verkeers)ongeval met letselschade
MGP150274,TEL,Verhoogde kans op letsel bij een ongeval
MGP150276,BRA,Brand met letselschade
MGP150276,ONG,Een (verkeers)ongeval met letselschade
MGP150281,ONG,Een (verkeers)ongeval met letselschade
MGP150282,TEL,Verhoogde kans op letsel bij een ongeval
MGP150284,BRA,Brand met letselschade
MGP150287,BRA,Brand met letselschade
MGP150287,MIL,Het belasten van het milieu
MGP150287,ONG,Een (verkeers)ongeval met letselschade
MGP150288,ONG,Een (verkeers)ongeval met letselschade
MGP150289,NNB,(Nog) niet bekend
MGP150290,NNB,(Nog) niet bekend
MGP150292,ONG,Een (verkeers)ongeval met letselschade
MGP150293,TEL,Verhoogde kans op letsel bij een ongeval
MGP150295,MIL,Het belasten van het milieu
MGP150296,ONG,Een (verkeers)ongeval met letselschade
MGP150297,ONG,Een (verkeers)ongeval met letselschade
MGP150300,ONG,Een (verkeers)ongeval met letselschade
MGP150302,ONG,Een (verkeers)ongeval met letselschade
MGP150303,TEL,Verhoogde kans op letsel bij een ongeval
MGP150304,NNB,(Nog) niet bekend
MGP150305,NNB,(Nog) niet bekend
MGP150306,ONG,Een (verkeers)ongeval met letselschade
MGP150307,NNB,(Nog) niet bekend
MGP150308,NNB,(Nog) niet bekend
MGP150309,NNB,(Nog) niet bekend
MGP150310,ONG,Een (verkeers)ongeval met letselschade
MGP150311,TEL,Verhoogde kans op letsel bij een ongeval
MGP150312,BRA,Brand met letselschade
MGP150316,BRA,Brand met letselschade
MGP150316,MIL,Het belasten van het milieu
MGP150316,ONG,Een (verkeers)ongeval met letselschade
MGP150319,ONG,Een (verkeers)ongeval met letselschade
MGP150320,ONG,Een (verkeers)ongeval met letselschade
MGP150321,NNB,(Nog) niet bekend
MGP150322,ONG,Een (verkeers)ongeval met letselschade
MGP150323,BRA,Brand met letselschade
MGP150323,ONG,Een (verkeers)ongeval met letselschade
MGP150324,ONG,Een (verkeers)ongeval met letselschade
MGP150324,TEL,Verhoogde kans op letsel bij een ongeval
MGP150326,ONG,Een (verkeers)ongeval met letselschade
MGP150326,TEL,Verhoogde kans op letsel bij een ongeval
MGP150329,TEL,Verhoogde kans op letsel bij een ongeval
MGP150330,ONG,Een (verkeers)ongeval met letselschade
MGP150332,MIL,Het belasten van het milieu
MGP150333,BRA,Brand met letselschade
MGP150334,ONG,Een (verkeers)ongeval met letselschade
MGP150335,BRA,Brand met letselschade
MGP150335,MIL,Het belasten van het milieu
MGP150335,ONG,Een (verkeers)ongeval met letselschade
MGP150336,BRA,Brand met letselschade
MGP150336,MIL,Het belasten van het milieu
MGP150336,ONG,Een (verkeers)ongeval met letselschade
MGP150337,BRA,Brand met letselschade
MGP150337,MIL,Het belasten van het milieu
MGP150337,ONG,Een (verkeers)ongeval met letselschade
MGP150338,BRA,Brand met letselschade
MGP150338,MIL,Het belasten van het milieu
MGP150339,BRA,Brand met letselschade
MGP150340,BRA,Brand met letselschade
MGP150341,ONG,Een (verkeers)ongeval met letselschade
MGP150342,ONG,Een (verkeers)ongeval met letselschade
MGP150342,TEL,Verhoogde kans op letsel bij een ongeval
MGP150343,TEL,Verhoogde kans op letsel bij een ongeval
MGP150344,ONG,Een (verkeers)ongeval met letselschade
MGP150345,BRA,Brand met letselschade
MGP150345,MIL,Het belasten van het milieu
MGP150345,ONG,Een (verkeers)ongeval met letselschade
MGP150346,BRA,Brand met letselschade
MGP150346,MIL,Het belasten van het milieu
MGP150346,ONG,Een (verkeers)ongeval met letselschade
MGP150347,BRA,Brand met letselschade
MGP150347,MIL,Het belasten van het milieu
MGP150347,ONG,Een (verkeers)ongeval met letselschade
MGP150349,BRA,Brand met letselschade
MGP150349,ONG,Een (verkeers)ongeval met letselschade
MGP150350,BRA,Brand met letselschade
MGP150350,MIL,Het belasten van het milieu
MGP150350,ONG,Een (verkeers)ongeval met letselschade
MGP150353,ONG,Een (verkeers)ongeval met letselschade
MGP150357,ONG,Een (verkeers)ongeval met letselschade
MGP150358,ONG,Een (verkeers)ongeval met letselschade
MGP150360,ONG,Een (verkeers)ongeval met letselschade
MGP150363,BRA,Brand met letselschade
MGP150363,ONG,Een (verkeers)ongeval met letselschade
MGP150364,ONG,Een (verkeers)ongeval met letselschade
MGP150365,TEL,Verhoogde kans op letsel bij een ongeval
MGP150366,ONG,Een (verkeers)ongeval met letselschade
MGP150367,ONG,Een (verkeers)ongeval met letselschade
MGP150368,TEL,Verhoogde kans op letsel bij een ongeval
MGP150369,ONG,Een (verkeers)ongeval met letselschade
MGP150370,TEL,Verhoogde kans op letsel bij een ongeval
MGP150372,ONG,Een (verkeers)ongeval met letselschade
MGP150374,ONG,Een (verkeers)ongeval met letselschade
MGP150375,BRA,Brand met letselschade
MGP150375,MIL,Het belasten van het milieu
MGP150382,ONG,Een (verkeers)ongeval met letselschade
MGP150385,ONG,Een (verkeers)ongeval met letselschade
MGP150391,ONG,Een (verkeers)ongeval met letselschade
MGP150396,ONG,Een (verkeers)ongeval met letselschade
MGP150397,ONG,Een (verkeers)ongeval met letselschade
MGP150398,ONG,Een (verkeers)ongeval met letselschade
MGP150399,TEL,Verhoogde kans op letsel bij een ongeval
MGP150400,TEL,Verhoogde kans op letsel bij een ongeval
MGP150401,TEL,Verhoogde kans op letsel bij een ongeval
MGP150404,ONG,Een (verkeers)ongeval met letselschade
MGP150405,BRA,Brand met letselschade
MGP150405,MIL,Het belasten van het milieu
MGP150408,ONG,Een (verkeers)ongeval met letselschade
MGP150411,ONG,Een (verkeers)ongeval met letselschade
MGP150413,ONG,Een (verkeers)ongeval met letselschade
MGP150415,ONG,Een (verkeers)ongeval met letselschade
MGP150417,ONG,Een (verkeers)ongeval met letselschade
MGP150418,ONG,Een (verkeers)ongeval met letselschade
MGP150420,TEL,Verhoogde kans op letsel bij een ongeval
MGP150423,ONG,Een (verkeers)ongeval met letselschade
MGP150424,ONG,Een (verkeers)ongeval met letselschade
MGP150425,ONG,Een (verkeers)ongeval met letselschade
MGP150427,BRA,Brand met letselschade
MGP150427,MIL,Het belasten van het milieu
MGP150427,ONG,Een (verkeers)ongeval met letselschade
MGP150429,TEL,Verhoogde kans op letsel bij een ongeval
MGP150431,ONG,Een (verkeers)ongeval met letselschade
MGP150433,BRA,Brand met letselschade
MGP150433,ONG,Een (verkeers)ongeval met letselschade
MGP150434,ONG,Een (verkeers)ongeval met letselschade
MGP150435,TEL,Verhoogde kans op letsel bij een ongeval
MGP160001,TEL,Verhoogde kans op letsel bij een ongeval
MGP160005,ONG,Een (verkeers)ongeval met letselschade
MGP160009,ONG,Een (verkeers)ongeval met letselschade
MGP160010,TEL,Verhoogde kans op letsel bij een ongeval
MGP160011,ONG,Een (verkeers)ongeval met letselschade
MGP160012,ONG,Een (verkeers)ongeval met letselschade
MGP160013,ONG,Een (verkeers)ongeval met letselschade
MGP160014,BRA,Brand met letselschade
MGP160014,MIL,Het belasten van het milieu
MGP160014,ONG,Een (verkeers)ongeval met letselschade
MGP160015,ONG,Een (verkeers)ongeval met letselschade
MGP160016,ONG,Een (verkeers)ongeval met letselschade
MGP160017,BRA,Brand met letselschade
MGP160017,MIL,Het belasten van het milieu
MGP160017,ONG,Een (verkeers)ongeval met letselschade
MGP160018,ONG,Een (verkeers)ongeval met letselschade
MGP160020,ONG,Een (verkeers)ongeval met letselschade
MGP160020,TEL,Verhoogde kans op letsel bij een ongeval
MGP160021,TEL,Verhoogde kans op letsel bij een ongeval
MGP160022,ONG,Een (verkeers)ongeval met letselschade
MGP160024,ONG,Een (verkeers)ongeval met letselschade
MGP160025,TEL,Verhoogde kans op letsel bij een ongeval
MGP160030,BRA,Brand met letselschade
MGP160031,ONG,Een (verkeers)ongeval met letselschade
MGP160032,ONG,Een (verkeers)ongeval met letselschade
MGP160035,BRA,Brand met letselschade
MGP160035,MIL,Het belasten van het milieu
MGP160036,NNB,(Nog) niet bekend
MGP160037,ONG,Een (verkeers)ongeval met letselschade
MGP160038,ONG,Een (verkeers)ongeval met letselschade
MGP160039,ONG,Een (verkeers)ongeval met letselschade
MGP160039,TEL,Verhoogde kans op letsel bij een ongeval
MGP160042,ONG,Een (verkeers)ongeval met letselschade
MGP160043,ONG,Een (verkeers)ongeval met letselschade
MGP160045,ONG,Een (verkeers)ongeval met letselschade
MGP160046,ONG,Een (verkeers)ongeval met letselschade
MGP160047,ONG,Een (verkeers)ongeval met letselschade
MGP160049,TEL,Verhoogde kans op letsel bij een ongeval
MGP160050,BRA,Brand met letselschade
MGP160051,MIL,Het belasten van het milieu
MGP160055,ONG,Een (verkeers)ongeval met letselschade
MGP160056,ONG,Een (verkeers)ongeval met letselschade
MGP160057,ONG,Een (verkeers)ongeval met letselschade
MGP160058,TEL,Verhoogde kans op letsel bij een ongeval
MGP160059,TEL,Verhoogde kans op letsel bij een ongeval
MGP160060,BRA,Brand met letselschade
MGP160060,MIL,Het belasten van het milieu
MGP160062,BRA,Brand met letselschade
MGP160063,ONG,Een (verkeers)ongeval met letselschade
MGP160064,ONG,Een (verkeers)ongeval met letselschade
MGP160066,BRA,Brand met letselschade
MGP160066,MIL,Het belasten van het milieu
MGP160067,ONG,Een (verkeers)ongeval met letselschade
MGP160068,ONG,Een (verkeers)ongeval met letselschade
MGP160069,ONG,Een (verkeers)ongeval met letselschade
MGP160070,TEL,Verhoogde kans op letsel bij een ongeval
MGP160072,ONG,Een (verkeers)ongeval met letselschade
MGP160073,ONG,Een (verkeers)ongeval met letselschade
MGP160074,MIL,Het belasten van het milieu
MGP160075,TEL,Verhoogde kans op letsel bij een ongeval
MGP160076,ONG,Een (verkeers)ongeval met letselschade
MGP160079,ONG,Een (verkeers)ongeval met letselschade
MGP160081,BRA,Brand met letselschade
MGP160081,MIL,Het belasten van het milieu
MGP160081,ONG,Een (verkeers)ongeval met letselschade
MGP160083,BRA,Brand met letselschade
MGP160084,ONG,Een (verkeers)ongeval met letselschade
MGP160085,ONG,Een (verkeers)ongeval met letselschade
MGP160086,ONG,Een (verkeers)ongeval met letselschade
MGP160087,BRA,Brand met letselschade
MGP160088,BRA,Brand met letselschade
MGP160089,BRA,Brand met letselschade
MGP160090,TEL,Verhoogde kans op letsel bij een ongeval
MGP160091,TEL,Verhoogde kans op letsel bij een ongeval
MGP160094,ONG,Een (verkeers)ongeval met letselschade
MGP160095,ONG,Een (verkeers)ongeval met letselschade
MGP160099,ONG,Een (verkeers)ongeval met letselschade
MGP160102,TEL,Verhoogde kans op letsel bij een ongeval
MGP160103,TEL,Verhoogde kans op letsel bij een ongeval
MGP160104,ONG,Een (verkeers)ongeval met letselschade
MGP160107,TEL,Verhoogde kans op letsel bij een ongeval
MGP160108,ONG,Een (verkeers)ongeval met letselschade
MGP160109,TEL,Verhoogde kans op letsel bij een ongeval
MGP160111,TEL,Verhoogde kans op letsel bij een ongeval
MGP160113,ONG,Een (verkeers)ongeval met letselschade
MGP160115,ONG,Een (verkeers)ongeval met letselschade
MGP160116,TEL,Verhoogde kans op letsel bij een ongeval
MGP160117,ONG,Een (verkeers)ongeval met letselschade
MGP160120,ONG,Een (verkeers)ongeval met letselschade
MGP160123,ONG,Een (verkeers)ongeval met letselschade
MGP160125,ONG,Een (verkeers)ongeval met letselschade
MGP160127,TEL,Verhoogde kans op letsel bij een ongeval
MGP160128,TEL,Verhoogde kans op letsel bij een ongeval
MGP160129,MIL,Het belasten van het milieu
MGP160130,BRA,Brand met letselschade
MGP160132,MIL,Het belasten van het milieu
MGP160132,ONG,Een (verkeers)ongeval met letselschade
MGP160133,BRA,Brand met letselschade
MGP160136,TEL,Verhoogde kans op letsel bij een ongeval
MGP160137,BRA,Brand met letselschade
MGP160137,MIL,Het belasten van het milieu
MGP160141,TEL,Verhoogde kans op letsel bij een ongeval
MGP160142,TEL,Verhoogde kans op letsel bij een ongeval
MGP160144,ONG,Een (verkeers)ongeval met letselschade
MGP160145,ONG,Een (verkeers)ongeval met letselschade
MGP160146,ONG,Een (verkeers)ongeval met letselschade
MGP160148,TEL,Verhoogde kans op letsel bij een ongeval
MGP160149,BRA,Brand met letselschade
MGP160151,ONG,Een (verkeers)ongeval met letselschade
MGP160153,ONG,Een (verkeers)ongeval met letselschade
MGP160155,ONG,Een (verkeers)ongeval met letselschade
MGP160160,ONG,Een (verkeers)ongeval met letselschade
MGP160161,TEL,Verhoogde kans op letsel bij een ongeval
MGP160164,TEL,Verhoogde kans op letsel bij een ongeval
MGP160166,NNB,(Nog) niet bekend
MGP160168,BRA,Brand met letselschade
MGP160168,ONG,Een (verkeers)ongeval met letselschade
MGP160169,BRA,Brand met letselschade
MGP160169,MIL,Het belasten van het milieu
MGP160169,ONG,Een (verkeers)ongeval met letselschade
MGP160170,TEL,Verhoogde kans op letsel bij een ongeval
MGP160172,ONG,Een (verkeers)ongeval met letselschade
MGP160173,ONG,Een (verkeers)ongeval met letselschade
MGP160176,BRA,Brand met letselschade
MGP160176,MIL,Het belasten van het milieu
MGP160176,ONG,Een (verkeers)ongeval met letselschade
MGP160180,ONG,Een (verkeers)ongeval met letselschade
MGP160181,BRA,Brand met letselschade
MGP160181,ONG,Een (verkeers)ongeval met letselschade
MGP160183,BRA,Brand met letselschade
MGP160183,MIL,Het belasten van het milieu
MGP160183,ONG,Een (verkeers)ongeval met letselschade
MGP160184,BRA,Brand met letselschade
MGP160184,MIL,Het belasten van het milieu
MGP160185,BRA,Brand met letselschade
MGP160185,ONG,Een (verkeers)ongeval met letselschade
MGP160186,ONG,Een (verkeers)ongeval met letselschade
MGP160187,ONG,Een (verkeers)ongeval met letselschade
MGP160188,TEL,Verhoogde kans op letsel bij een ongeval
MGP160189,ONG,Een (verkeers)ongeval met letselschade
MGP160191,BRA,Brand met letselschade
MGP160192,TEL,Verhoogde kans op letsel bij een ongeval
MGP160193,ONG,Een (verkeers)ongeval met letselschade
MGP160194,BRA,Brand met letselschade
MGP160195,BRA,Brand met letselschade
MGP160196,ONG,Een (verkeers)ongeval met letselschade
MGP160196,TEL,Verhoogde kans op letsel bij een ongeval
MGP160197,ONG,Een (verkeers)ongeval met letselschade
MGP160198,ONG,Een (verkeers)ongeval met letselschade
MGP160199,ONG,Een (verkeers)ongeval met letselschade
MGP160200,TEL,Verhoogde kans op letsel bij een ongeval
MGP160201,BRA,Brand met letselschade
MGP160202,ONG,Een (verkeers)ongeval met letselschade
MGP160203,ONG,Een (verkeers)ongeval met letselschade
MGP160204,TEL,Verhoogde kans op letsel bij een ongeval
MGP160205,TEL,Verhoogde kans op letsel bij een ongeval
MGP160206,ONG,Een (verkeers)ongeval met letselschade
MGP160207,ONG,Een (verkeers)ongeval met letselschade
MGP160208,BRA,Brand met letselschade
MGP160208,ONG,Een (verkeers)ongeval met letselschade
MGP160209,BRA,Brand met letselschade
MGP160213,ONG,Een (verkeers)ongeval met letselschade
MGP160216,ONG,Een (verkeers)ongeval met letselschade
MGP160217,ONG,Een (verkeers)ongeval met letselschade
MGP160219,ONG,Een (verkeers)ongeval met letselschade
MGP160220,TEL,Verhoogde kans op letsel bij een ongeval
MGP160221,TEL,Verhoogde kans op letsel bij een ongeval
MGP160222,BRA,Brand met letselschade
MGP160222,ONG,Een (verkeers)ongeval met letselschade
MGP160224,ONG,Een (verkeers)ongeval met letselschade
MGP160225,ONG,Een (verkeers)ongeval met letselschade
MGP160226,ONG,Een (verkeers)ongeval met letselschade
MGP160227,ONG,Een (verkeers)ongeval met letselschade
MGP160229,ONG,Een (verkeers)ongeval met letselschade
MGP160230,ONG,Een (verkeers)ongeval met letselschade
MGP160232,ONG,Een (verkeers)ongeval met letselschade
MGP160232,TEL,Verhoogde kans op letsel bij een ongeval
MGP160235,ONG,Een (verkeers)ongeval met letselschade
MGP160236,ONG,Een (verkeers)ongeval met letselschade
MGP160240,BRA,Brand met letselschade
MGP160240,ONG,Een (verkeers)ongeval met letselschade
MGP160245,ONG,Een (verkeers)ongeval met letselschade
MGP160246,ONG,Een (verkeers)ongeval met letselschade
MGP160247,ONG,Een (verkeers)ongeval met letselschade
