Leverancier;1000 - Personele exploitatie overig;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Joint Analytical Systems Benelux B.V.;;;;1;;;;1
Jones Brothers Coffee Company B.V.;;1;;;;;;1
Jonge Wijze Vrouw;;;;1;;;;1
Jopen Horeca Exploitatie B.V.;;1;;;;;;1
Joris Ontwikkelt;;;;1;;;;1
Judith de Bruijn B.V.;;;1;1;;;;1
Jura Nederland B.V.;;1;;;;;;1
K&M training-coaching;;;;1;;;;1
Kaap Doorn B.V.;;1;;;;;;1
Kaartje2go;1;1;;;;;;1
Kaasboerderij Schellach;;1;;;;;;1
Kaaspakket.com;;2;;;;;;2
Kadobon Online B.V.;;1;;;;;;1
Kadouniek;;1;;;;;;1
KALA - speels in transitie;;;1;;;;;1
Kamera Express;;1;;;;;;1
Kameryck B.V.;1;1;;;;;;1
Kangoeroe Leiderschap en Management;;;1;;;;;1
Kantoorcentraal;;;;1;;;;1
Karen Rensma Psychotherapie en Coaching;;;;1;;;;1
Karisma B.V.;;1;;;;;;1
Karmel Drachten;;1;;;;;;1
Karoli Magni B.V.;;1;;;;;;1
Kasteel Woerden B.V.;;1;;;;;;1
Kat Supermarkt t.h.o.d.n. Albert Heijn;;1;;;;;;1
Kaya Yoga, Drumcirkel & Meditatie;;;1;;;;;1
Keizer Culinair B.V.;;;;1;;;;1
Kenniscentr. v. Projectadv. en Eductie B.V.;;;;1;;;;1
Kenniscentrum AD(H)D en ASS B.V.;;;1;;;;;1
Kerst Company B.V.;;2;;;;;;2
Kersti Coaching & Training;;1;;;;;;1
Kessels & Smit, the Learning Company B.V.;1;;;2;;;;2
Key West Beachhouse B.V.;;1;;;;;;1
Key2U;;;1;;;;;1
Kickstart School B.V.;;;;1;;;;1
Kiemt;;;;1;;;;1
Kievoet Consultancy;;;;1;;;;1
Kijkopeigenwijsheid;;;;1;;;;1
Kim Chi B.V.;;1;;;;;;1
Kimik!;;1;;;;;;1
Kimpro Projectmanagement en Advies B.V.;;;;1;;;;1
King Arthur B.V.;;1;;;;;;1
Kinly Rental Services;;2;;;;;;2
Kirkman Company B.V.;1;;;;;;;1
KIT Intercultural Professionals B.V.;;;;;;;1;1
Kiwa Register B.V.;;1;;;;;1;1
Klanklichaam;;1;;;;;;1
Klimbos Gooi B.V.;;1;;;;;;1
KLM;;;;1;;;;1
KLM Health Services B.V.;1;;;;;;;1
Kloosterhof Neer B.V.;;;;1;;;;1
Kloppenburg Beheer B.V.;;1;;;;;;1
Kochen Lasance Brave Business Behavior;;1;;1;;;;1
Koekela;;1;;;;;;1
Koers Bedrijfspsychologie B.V.;;;1;;;;;1
Koetjes en Kalfjes Amsterdam;;1;;;;;;1
Koetshuis de Burcht;;1;;;;;;1
Koetshuis Hulshorst;;1;;;;;;1
Koken-op-maat;;1;;;;;;1
Kok-Timmer thodn Plantage Boekhand. de Brunte;;1;;1;;;;1
Koninginneweg 227 B.V.;;1;;;;;;1
Koninkl. Ned. Ver. v. Afval en Reinigingsman.;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;1;1;;1;;;;1
Koninklijke HaskoningDHV Groep B.V.;1;;;;;;;1
Koninklijke Roeiers Vereeniging Eendracht;;1;;;;;;1
Korte Poten 1-3 B.V.;;1;;;;;;1
KPN B.V.;1;1;;;;;;1
KPN Consulting B.V.;1;;;;;;;1
Kras Sport B.V.;;1;;;;;;1
Kremer Communicatie;1;;;;;;;1
Kris Kras Design B.V.;;;;2;;;;2
Kriton Learning B.V.;;;;2;;;;2
Kroast Amersfoort B.V.;;1;;;;;;1
Kronenburg Promotie & Begeleiding B.V.;1;;;;;;;1
KSG Trainers & Consultants;1;;;5;;;;5
KwaliteitsTaxi Swierts V.O.F.;;1;;;;;;1
L.C.M. Stegmann, praktijk psychotherapie;1;;;;;;;1
La Cantina di David B.V.;;1;;;;;;1
La Liguria;;1;;;;;;1
La Parada;;2;;;;;;2
La Tasca;;1;;;;;;1
Laheij Gespreksleiding;;;1;;;;;1
Landbouwbedrijf Olmenstein B.V.;;1;;;;;;1
Landgoed Brakkesteyn B.V.;;1;;;;;;1
Landgoed Duin & Kruidberg B.V.;1;;;;;;;1
Landhuis Eten en Drinken;;1;;;;;;1
Landrucci;;1;;;;;;1
Langenhuizen & Portier Adviesbureau V.O.F.;;;1;1;;;;2
Language Partners B.V.;;;;1;;;;1
Language Partners Nederland B.V.;;;;1;;;;1
Lasaulec B.V.;1;;;;;;;1
Le Bistroquet B.V.;;1;;;;;;1
Le Figaro B.V.;;1;;;;;;1
Le Montrachet B.V.;;1;;;;;;1
Le Tapage;;1;;;;;;1
LE:EN Restaurant B.V.;;1;;;;;;1
Learn it B.V.;;;;2;;;;2
Lebkov;;1;;;;;;1
Leeuwendaal Advies B.V.;1;;6;2;;;;6
Leiderschap Ontwikkelhuis B.V.;;;;1;;;;1
Leidsch Beleg;;1;;;;;;1
Leidse Onderwijsinstellingen B.V.;;;;1;;;;1
LeisureTeam B.V.;;1;;;;;;1
lekkerbootjevaren.nl;;;1;;;;;1
Lemapa B.V.;;1;;;;;;1
LENGG;1;;;;;;;1
Leo Ringelberg Touringcars;;1;;;;;;1
Leopard training en begeleiding;;;;1;;;;1
Leren door Ervaren training en advies;;;2;1;;;;2
Leren Filosoferen;;;;2;;;;2
LEV HR-Professionals B.V.;;;;1;;;;1
Libra Revalidatie & Audiologie;;;1;;;;;1
LiefsLabel;;1;;;;;;1
Lijm & Cultuur B.V.;;1;;;;;;1
lijn5 media;1;;;;;;;1
Linda van Zomeren Webdesign;;1;;;;;;1
Linkeroever;;;;1;;;;1
LinQue Consult B.V.;;;;1;;;;1
Little V Den Haag B.V.;;1;;;;;;1
Lloyd's Register Nederland B.V.;;;;3;;;;3
Locus Publicus Bierlokaal;;1;;;;;;1
LOF catering;;1;;;;;;1
Logeion;;1;;1;;;;1
Lokaal 58 B.V.;;;;1;;;;1
London School of Economics;;;;1;;;;1
Loo Van Eck B.V.;;;;1;;;;1
Loods Lounge Restaurant;;1;;;;;;1
Loof training en advies B.V.;1;1;;3;;;;3
Loqui;;;;1;;;;1
Lotje;;1;;;;;;1
Lotte Batelaan Art Critic and Editor;;1;;;;;;1
Louis Hartlooper Stichting;;1;;;;;;1
Loyalty Queen B.V.;;1;;;;;;1
LPD;;;2;;;;;2
LS Translations bv;;;;1;;;;1
LTP Impact B.V.;;;3;1;;;;3
Luchtvaartbedrijf 'vuelo Nocturno';;;;1;;;;1
Lucifers Slagwerk;;1;;;;;;1
Lunchroom Atlantic;;1;;;;;;1
Lunchroom Figaro;1;1;;;;;;1
Lunchroom Harrels;;1;;;;;;1
Lunchtafel.nu B.V.;;1;;;;;;1
Luxonos B.V.;1;;;;;;;1
Lysias Advies B.V.;1;;;1;;;;1
M&CN B.V.;;;1;;;;;1
Maarten Kooymans;;1;;;;;;1
Maatschap de Energiespiegel;1;;;;;;;1
Maatschap v.d. Lagemaat/v.d. Lagemaat;;1;;;;;;1
Maatschap voor Communicatie;;;;2;;;;2
Mackel&Bergh Training & Coaching;;;;2;;;;2
Magazijn De Bijenkorf B.V.;;1;;;;;;1
Mainpress B.V.;1;1;;1;;;;1
Maison van Engelen;;1;;;;;;1
Maitland - Coaching;;;1;;;;;1
Malmacho B.V.;;1;;;;;;1
Management Drives Holding B.V.;;;4;1;;;;4
Management Drives Netherlands B.V.;;;1;1;;;;1
Management of Change Coöperatie UA;;;;1;;;;1
Mangiare.nu B.V.;;1;;;;;;1
MANNA Nijmegen B.V.;;;;;;;;
MANS Events B.V.;;;1;;;;;1
Manta Beach;;1;;;;;;1
Manutan B.V.;;1;;;;;;1
Marcus Evans (Holland) Limited;;;;1;;;;1
Maria Daniëls Opleidingen en Trainingen;;;;1;;;;1
Maritiem Museum Rotterdam;;1;;;;;;1
Marjolein.Inc;;;;1;;;;1
Marketing Natuurlijk;;1;;;;;;1
Marosel B.V.;;;;2;;;;2
Martijn de Loor - Organisatiecoaching;;;;1;;;;1
Martijn Griessler - User Experience Design;;1;;;;;;1
Maruda;;;;1;;;;1
Master It Training B.V.;;;;1;;;;1
Masterclass Academy of Languages B.V.;;;;1;;;;1
Mauritshoeve B.V.;;;;1;;;;1
Maxime;;1;;;;;;1
Maximes Denneweg 10B B.V.;;1;;;;;;1
MC Creative B.V.;1;;;;;;;1
MDF Training en Consultancy B.V.;;;;1;;;;1
Me Time@Sharon;;1;;;;;;1
Measuremail B.V.;;;1;;;;;1
meat Franky's;;1;;;;;;1
Mediation&Training Network The Lime Tree B.V.;;;;1;;;;1
Mediavrouw;1;;;2;;;;2
Medilingua;1;;;;;;;1
Medipreventiecentrum B.V.;;;;1;;;;1
Medprevent B.V.;;;1;;;;;1
meereffect;;;;1;;;;1
Meet & Connect 's-Hertogenbosch B.V.;;1;;;;;;1
MeetingDistrict;;1;;;;;;1
Meetingpro's;;1;;1;;;;1
Meetingselect B.V.;2;4;1;2;;;1;4
Meinders Catering B.V.;;1;;;;;;1
Mendix Technology B.V.;;;;1;;;;1
Meneerdekok;;1;;;;;;1
MENG. Creatieve Communicatie;1;;;;;;;1
Menny's Kitchen;;1;;;;;;1
Mensor Werving & Selectie;;;2;;;;;2
Mercure Den Haag Central;;;;;;;1;1
Merlijn B.V.;;;;1;;;;1
MESSOR;;;;1;;;;1
Metacasus B.V.;;;;1;;;;1
MetaCom Coaching, Therapie en Training;;;;1;;;;1
Metamorfase;;;;1;;;;1
Mett;;;;1;;;;1
MeyerBergman Erfg. Made by Holland Expl. B.V.;;1;;;;;;1
MHJ Groep;1;1;;;;;;1
Mibacu B.V.;;;;1;;;;1
MiBoBox;;1;;;;;;1
Michiel Haagsma, Pianotechnicus;;1;;;;;;1
michielres;;;1;1;;;;1
Midden Heuven Horeca B.V.;;1;;;;;;1
Mieke Moor Vrij Werk;;;;1;;;;1
Mies/Tekst en Training;;;;2;;;;2
Miint;1;;;;;;;1
Mijn Torpedoloods;;1;;;;;;1
MijnKennis Preventie & Re-integratie B.V.;1;;;;;;;1
Millers;;1;;;;;;1
Mimicri Training;1;;1;1;;;;1
Mind Academy B.V.;;;;1;;;;1
Mind at Work B.V.;;;;1;;;;1
Mind-Act;;;;1;;;;1
Mindcampus B.V.;;;;2;;;;2
Mindful Matters;;1;;1;;;;1
Mindseads;;;;1;;;;1
Mindvol.nl;;;;1;;;;1
Ming & Ming B.V.;;1;;;;;;1
Miniatuurshop.nl;;1;;;;;;1
Ministerie van Geluk, Welbevinden en Plezier;;1;;;;;;1
Mirion Technologies (Dosimetry Services) B.V.;;;;;1;;;1
Misi B.V.;;1;;;;;;1
mis-s B.V.;;;;1;;;;1
Miss Morrison;;1;;;;;;1
Mister Giant;;;;;;;;
Mithun Training & Consulting B.V.;;;;2;;;;2
Mitra Retail B.V.;;1;;;;;;1
Mizania;;;;1;;;;1
MNQI;;;;1;;;;1
MNT AV Facilities B.V.;;1;;;;;;1
Moduli Print B.V.;1;1;;;;;;1
Moestuin Maarschalkerweerd B.V.;;;;1;;;;1
Molen De Ster;;1;;;;;;1
Mondial Movers B.V.;;;1;;;;;1
Monique Samsen ACT;1;;;;;;;1
Monique Snoek Productions;;1;;;;;;1
Mood4Food B.V.;1;1;;;;;;1
Moodz eten & drinken;;1;;;;;;1
Mooie Boules Rotterdam;;1;;1;;;;1
Mooii Eten & Drinken B.V.;;1;;;;;;1
Moon Horeca Exploitatie B.V.;;1;;;;;;1
Moon HRM B.V.;2;;;;;;;2
Moons Horeca Business;;1;;;;;;1
Moose Drinks and Bites;;1;;;;;;1
Morgens B.V.;;;1;1;;;;1
MountainbikenopdeVeluwe.nl;;1;;;;;;1
MSL Health B.V.;;1;;;;;;1
Mullerwenskaarten;;1;;;;;;1
Multi-activiteitencentrum Pitch&Putt Bussloo;;1;;;;;;1
Multicom B.V.;;1;;;;;;1
MultiCopy Utrecht Centrum B.V.;;1;;;;;;1
Multor Media B.V.;;;1;;;;;1
Munckhof Regie;;;;;;;4;4
Munckhof Reizen B.V.;;1;;;;;1;1
Munckhof Taxi B.V.;;;;;;;1;1
Museum Bescherming Bevolking Rijswijk;;1;;;;;;1
Museum de Gevangenpoort;;1;;;;;;1
Museumcafé De Kribbe;;1;;;;;;1
Museumkwartier B.V.;;1;;;;;;1
Music In Motions;;;;1;;;;1
Muziekcafé de Paraplu;;1;;;;;;1
MW & V;;;;2;;;;2
Mwee beeld licht geluid;;1;;;;;;1
Myrthe Veeneman en Marjolein Vermeulen/M.V.;;1;;;;;;1
N.B.C. Exploitatie B.V.;;1;;1;;;;1
N.I.B. Nationaal Incasso Bureau B.V.;;;;1;;;;1
N.V. Golf Exploitatie Mij. Schipluiden (GEMS);;1;;;;;;1
N.V. Nederlandse Spoorwegen;;;;;;;3;3
Nannings & Partners V.O.F. Dordrecht;;1;;;;;;1
Nationaal Militair Museum;;1;;;;;;1
Nationale Fietsbon;;1;;;;;;1
Natureatwork Personal Development;;;;1;;;;1
Natuurhistorisch Genootschap in Limburg;;;;1;;;;1
NAV Centre;;;;;;;1;1
NaVijfen B.V.;;1;;;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;1;;;2;;;;3
NCOI Trainingen B.V.;;;;2;;;;2
Ned. Ver. ter Bevordering van de Meteorologie;;;1;;;;;1
Ned. Werk Trainingen Zakelijk Nederlands;;;;1;;;;1
Nederlands Debat Instituut B.V.;;;;1;;;;1
Nederlands Instituut voor Navigatie;;1;;;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;4;;;;4
Nederlandse Stichting Geluidshinder;;;;1;;;;1
Nederlandse Vereniging van HRD-prof;;;;1;;;;1
Nederlandse Vereniging voor Inkoopmanagement;;;;1;;;;1
Nedermeijer Office;;;;1;;;;1
NEDFAC B.V.;;;;2;;;;2
NedGraphics B.V.;;;;1;;;;1
Neovision B.V.;;;;1;;;;1
Nespresso Nederland B.V.;1;;;;;;;1
Nestas Communicatie B.V.;;;;1;;;;1
Netherlands Maritime Technology B.V.;;;;1;;;;1
Nevi B.V.;1;;;4;;;;4
New Babylon Meeting Center B.V.;;2;;;;;;2
NewForesight Consultancy B.V.;;;;2;;;;2
NewForesight Holding B.V.;;;;1;;;;1
Newgo Advies;;;1;2;;;;2
NewGo Coaching;;;1;;;;;1
Next Level Academy B.V.;;;;1;;;;1
Ngenious B.V.;;;;2;;;;2
NHA Opleidingen;;;;1;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;1;;;;;;1
NIBE-SVV Trainingen B.V.;;;;1;;;;1
Nieuw Amsterdam Horeca B.V.;;1;;;;;;1
Nieuw Annaland B.V.;;;;1;;;;1
Nieuw Engelhard B.V.;;1;;;;;;1
Nieuw Rotterdams Café B.V.;;1;;;;;;1
Nieuwegeinse Catering Company;;1;;;;;;1
NieuwlandGeo;;;;1;;;;1
NImma Stay Solutions B.V.;;;;;;;1;1
NIMO Academy B.V.;;;;2;;;;2
Niow;;;;1;;;;1
Niv Zuid-Holland B.V.;;;;1;;;;1
NIVE Opleidingen B.V.;;;;1;;;;1
Nivoo Opleidingen B.V.;;;;3;;;;3
Niyambura's Music;;1;;;;;;1
NLingenieurs;;;;1;;;;1
NLP Leadership;;;;1;;;;1
No.38 City Bakery Cafe;;1;;;;;;1
Nobbe Mieras;;;;1;;;;1
Noodlebar Utrecht B.V.;;1;;;;;;1
Nooteboom Tours B.V.;;;;1;;;;1
NORWEGIAN METEOROLOGICAL INSTITUTE;;;;;;;2;2
Novka;;;;2;;;;2
NRC Media;;1;;;;;;1
NS Reizigers B.V.;;;;;;;1;1
NS Stations Retailbedrijf B.V.;;1;;;;;;1
Nsob;;;;3;;;;3
NTI B.V.;;;;1;;;;1
Nuala Burns creatieve procesbegeleiding;;1;;;;;;1
Nudge Academy B.V.;;;;2;;;;2
Nutcrackers;1;;;;;;;1
Nysingh Advocaten-Notarissen N.V.;;;;1;;;;1
Oasen N.V.;;;;1;;;;1
OBT B.V.;;1;;;;;;1
OchtendMensen B.V.;;2;;1;;;;2
Ockeloen B.V.;;;1;;;;;1
Ocullus Consultancy;;;;3;;;;3
Odyssee B.V.;1;1;;2;;;;3
Office Rescue;;;1;;;;;1
OK Webwinkel B.V.;;1;;;;;;1
Okapi Holding B.V.;;;;1;;;;1
Olijck Charcuterie B.V.;;1;;;;;;1
Olympic Training & Advies;;;;1;;;;1
Om De Tafel Communicatie;;;1;1;;;;1
Ondernemers Advies Organisatie B.V.;1;;;;;;;1
Onderons;;1;;;;;;1
One Future Play B.V.;;;;2;;;;2
OneClick;;1;;;;;;1
Onemeeting.com B.V.;;1;;;;;;1
Oni B.V.;;1;;;;;;1
On-Lime B.V.;1;;;;;;;1
Online Seminar B.V.;;;;2;;;;2
Ontbijtservice B.V.;1;;;;;;;1
Oomph Advies;;;;1;;;;1
Openwebdesign - DigitaalEHBO;;;;1;;;;1
Opleidingen 2000;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;2;;;;2
Opportunity Advies B.V.;;;;1;;;;1
Optima Forma B.V.;2;;;;;;;2
OR Consultancy Ontwikkeling B.V.;;;;1;;;;1
Or. Café & Restaurant Sir Stamford Raffles;;1;;;;;;1
OrangeSmile B.V.;;1;;;;;;1
Organisatie ID;;;;1;;;;1
Oskam Organisatieadvies;;;;2;;;;2
OSR Juridische Opleidingen B.V.;;;;1;;;;1
Oudaen B.V.;;1;;;;;;1
Outing Holland B.V.;;;;2;;;;2
Outside Pitch;;;;1;;;;1
Ouwehands Dierenpark B.V.;;1;;;;;;1
Oxhill7 B.V.;;;1;;;;;1
Ozkaya Consultancy & Coaching;;;2;;;;;2
P. van Klaveren en Zn.;;1;;;;;;1
P.B.N. Holding B.V.;;1;;;;;;1
P2 Proces- en Projectmanagers B.V.;;;;1;;;;1
Paagman B.V.;1;2;;;;;;2
Pacer B.V.;;;;1;;;;1
Paddle Unlimited B.V.;;1;;;;;;1
PAK organisatieontwikkeling B.V.;;;;2;;;;2
Palmette B.V.;;1;;;;;;1
Palmpapier B.V.;;1;;;;;;1
Pand 13;;1;;;;;;1
Panda Sporthallen Exploitatie B.V.;;;;;;;;
Pannekoek Autoverhuur Breda B.V.;;;;;;;1;1
Pardon Consult;1;;;;;;;1
Park Side Brasserie;;;;1;;;;1
Park-line B.V.;;;;;;;1;1
Parqiet;;1;;;;;;1
Parthen R & S B.V.;;;;1;;;;1
Partycentrum-Restaurant 'Boerderij Mereveld';;2;;;;;;2
Passion@Work;;;1;;;;;1
Passionned Nederland B.V.;;;;1;;;;1
Pavarotti Delft B.V.;;1;;;;;;1
Paviljoen De Oude Tol;;1;;;;;;1
Paviljoen Malieveld;;1;;;;;;1
PCO Kennis B.V.;;;;2;;;;2
PDS Professional Driving Solutions B.V.;;;;1;;;;1
Penta Scope B.V.;;;;4;;;;4
People & Change;;;;1;;;;1
People & Print Group;1;;;;;;;1
Percuris B.V.;;;1;1;;;;1
Performa Uitgeverij B.V.;;;;1;;;;1
Personeelsvereniging Noord Holland;;;;;;1;;1
Personenvervoer W.H.P. van Oijen;1;;;;;;2;2
Pesto;;1;;;;;;1
Phaos Advies B.V.;;;;2;;;;2
Phoenix Opleidingen;;;;2;;;;2
Piatto B.V.;;1;;;;;;1
Piazza Sports B.V.;;;;1;;;;1
Pieter Thielen Bedrijfsopleiding en training;;;;4;;;;4
Pijl Horeca B.V.;;1;;;;;;1
Pilz Nederland;;;;1;;;;1
Ping Pong Club;;1;;;;;;1
Pink Elephant Education B.V.;;;;1;;;;1
Pino Evenementen & Congressen B.V.;;4;2;4;;;;5
Pitch & Putt Strand Horst;;1;;;;;;1
PKT Vastgoed;;1;;;;;;1
Plantsome B.V.;;1;;;;;;1
Plata Foundation Institute B.V.;;;;1;;;;1
Platform Outsourcing Nederland;1;;;1;;;;1
Playbook;;;;1;;;;1
Plaza BW Den Haag B.V.;;;;1;;;;1
Plein 19 Den Haag B.V.;;1;;;;;;1
Plein 20 Den Haag B.V.;1;1;;;;;;1
Plein 9 A B.V.;;1;;;;;;1
Ploeger Delicatessen C.V.;;1;;;;;;1
Pluimen IP B.V.;;1;;;;;;1
PMO Partner B.V.;;;;3;;;;3
Podium Projectcommunicatie B.V.;;1;;;;;;1
PoetsTotaal;1;;;;;;;1
Pok Producties;;1;;;;;;1
Pol Horeca Delft B.V.;;1;;;;;;1
Ponjee Advies;;;1;;;;;1
Pooltime Pool/Snooker & Bowling B.V.;;1;;;;;;1
Poortdok B.V.;;1;;;;;;1
Pop-Up Proeven;;;;1;;;;1
Portpictures.nl;;;;1;;;;1
POSG;3;;;;;;;3
Pouw Vervoer B.V.;;1;;;;;;1
Power Of Nature;;1;;;;;;1
PPC B.V.;;;;;1;;;1
Prachtig B.V.;;1;;;;;;1
Pragmavision B.V.;;;;1;;;;1
Praktijk O.N. Markx;;;;1;;;;1
Praktijk Petra van Mourik;1;;1;1;;;;1
Praktijk Trainings Centrum P.T.C. Maarssen BV;;;;1;;;;1
Praktijk voor Nieuwe Landbouw;;1;;;;;;1
Praktijk voor Psychotherapie Bruijning;;;1;;;;;1
Premium & Promotion Partners B.V.;;1;;;;;;1
Presence Translate & Interact B.V.;;;1;;;;;1
Pricewaterh.Coopers Pens., Act.&Insur.Serv.BV;;;;2;;;;2
PricewaterhouseCoopers Academy Netherlands;;;;1;;;;1
PricewaterhouseCoopers Accountants N.V.;;;;3;;;;3
PricewaterhouseCoopers Advisory N.V.;;;;2;;;;2
Pricewaterhousecoopers B.V.;;;;4;;;;4
Primapersona;;;;1;;;;1
Primera 's-Gravenland;;1;;;;;;1
Printed Copy en Printservice;1;;;;;;;1
PROCentrum B.V.;;1;;4;;;;4
Prodrive Training B.V.;;;;1;;;;1
Project Escape;;1;;;;;;1
Prokwadraat;1;;;;;;;1
ProMedia Events & Conferences B.V.;;1;;1;;;;1
ProMedia MBM B.V.;;1;;;;;;1
ProMedia NT B.V.;1;;;;;;;1
Promio;;1;;;;;;1
Promosign Reclame;;;;1;;;;1
Promotie.nl B.V.;1;;;;;;;1
Prowareness WeOn Academy B.V.;;;;2;;;;2
Psychologenpraktijk de Greev;;;;1;;;;1
Psychotherapiepraktijk A. Steenhuis;;;;1;;;;1
PURE Talent;;;;1;;;;1
Puur Amsterdam;1;1;;;;;;1
Q&A Company;;;;2;;;;2
QA Consulting;;2;;;;;;2
Q-doc B.V.;;1;;;;;;1
Qidos B.V.;;;1;;;;;1
Q-Link Bemiddeling & Advies;;;;1;;;;1
QO Storm Utrecht B.V.;;1;;;;;;1
Qompas B.V.;;;1;;;;;1
Q-Park Beheer B.V.;;;;;;;1;1
Queen Bee;;1;;;;;;1
Quercus Technical Services B.V.;;;;1;;;;1
quickcartoon;;;;1;;;;1
Quint;1;;;4;;;;4
Quizzzit;;1;;;;;;1
Qumo Trainingen;;;1;1;;;;1
QuoVadis Trustlink B.V.;;;;2;;;;2
RAAAF;;;;1;;;;1
Raadskelder;;1;;;;;;1
RAAKuitroepteken;;1;;;;;;1
Raccoon Serious Games B.V.;;1;1;;;;;2
Radio Royaal B.V.;;1;;;;;;1
Radix Mensen- en paardencoach;;;;1;;;;1
Railcenter;;;;1;;;;1
Railforum Nederland;;;;1;;;;1
raimond hafkenscheid strategie & advies;;;2;;;;;2
Randstad HR Solutions B.V.;;;6;;;;;6
Ratatouille, cuisine en meer...;;1;;;;;;1
Rawa geschenken;1;;;;;;;1
RdJ Training & Organisatie Advies;;;;1;;;;1
RDM Next;;1;;;;;;1
RDN-Holding B.V.;;;;1;;;;1
RDP Services B.V.;;;;2;;;;2
Reaco;;;;1;;;;1
REAL CORP 2013;;;;1;;;;1
Reaseuro;;;;2;;;;2
ReConsulting B.V.;;;;2;;;;2
Red Plume Consultancy B.V.;;1;;;;;;1
Rederij Cascade;;1;;;;;;1
Rederij Noordgat;;;;;;;2;2
Rederij Schuttevaer v.o.f.;;1;;;;;;1
Rederij Stiphout;;1;;;;;;1
Reflexxie;;;;1;;;;1
Regenius B.V.;;;1;;;;;1
Regus Amsterdam;;1;;;;;;1
Reijnders Advies & Ontwikkeling B.V.;;;;1;;;;1
RelyOn Nutec;;;;3;;;;3
REM eiland Restaurant;;1;;;;;;1
Rendement Uitgeverij B.V.;;;;1;;;;1
Renée Broekmeulen Tekst & Training;;;;1;;;;1
ReoPlus B.V.;;;;1;;;;1
Resort Hotel Boschrijck B.V.;;;1;;;;;1
Restaurant & Brouwerscafé de Hemel;;1;;;;;;1
Restaurant Belle van Zuylen B.V.;;1;;;;;;1
Restaurant cafe Houtplaats;;1;;;;;;1
Restaurant Céline B.V.;;1;;;;;;1
Restaurant Cozy;;1;;;;;;1
Restaurant De Aw Geul;;;;;;;;
Restaurant De Basiliek B.V.;;1;;;;;;1
Restaurant De Cantine;;1;;;;;;1
Restaurant De Goedheyd B.V.;;1;;;;;;1
Restaurant De Luca;;1;;;;;;1
Restaurant De Markies;;1;;;;;;1
Restaurant de Stroming;;1;;;;;;1
Restaurant Diverso;;1;;;;;;1
Restaurant Fouquet;;1;;;;;;1
Restaurant Grevelingen B.V.;;1;;;;;;1
Restaurant 'Het Boshuis' B.V.;;1;;;;;;1
Restaurant het Magazijn;;1;;;;;;1
Restaurant Hilko;;1;;;;;;1
Restaurant Huis de Wiers;;1;;;;;;1
Restaurant Ketelhuis Eindhoven V.O.F.;;1;;;;;;1
Restaurant La Passione;;1;;;;;;1
Restaurant La Rusticana;;1;;;;;;1
Restaurant La Viña;;1;;;;;;1
Restaurant Lounge van der Dussen;;1;;;;;;1
Restaurant Marnemoende;;1;;;;;;1
Restaurant Ministerie van Eten en Drinken;;1;;;;;;1
Restaurant ML B.V.;;1;;;;;;1
Restaurant Nu;;1;;;;;;1
Restaurant Onz;;1;;;;;;1
Restaurant Partycentrum Landlust;;1;;;;;;1
Restaurant Perceel;;1;;;;;;1
Restaurant PIT;;1;;;;;;1
Restaurant Poppe Apeldoorn B.V.;;1;;;;;;1
Restaurant Q-nis B.V.;;1;;;;;;1
Restaurant Samen B.V.;;1;;;;;;1
Restaurant San Siro;;1;;;;;;1
Restaurant Sarinande;;1;;;;;;1
Restaurant Schietbaan Europoort C.V.;;1;;;;;;1
Restaurant 't Oude Raedthuys V.O.F.;;1;;;;;;1
Restaurant 't Reeuwijkse Hout B.V.;;1;;;;;;1
Restaurant 't Stammineeke B.V.;;1;;;;;;1
Restaurant 't Stokpaardje;;1;;;;;;1
Restaurant Versaen;;1;;;;;;1
Restaurant Vroenhout;;1;;;;;;1
Restaurant Wilhelminapark B.V.;;1;;;;;;1
Restorante Pizzeria Bella Torino;;1;;;;;;1
Rheon;;;1;;;;;1
Rietbroek voor Schoonhouden B.V.;;1;;;;;;1
Rijksmuseum Volkenkunde;;1;;;;;;1
Ristorante Napoli Haarlem B.V.;;1;;;;;;1
Rivers B.V.;;1;;;;;;1
RMMBR B.V.;;;;2;;;;2
RoadTripp B.V.;;;1;;;;;1
Robert Nadorp;;;1;;;;;1
ROC Friese Poort Opleiding & Training;;;;1;;;;1
RODEO Latin American Grill Restaurant;;1;;;;;;1
Roestvrij Taal B.V.;;;3;;;;;3
Rokery by Simonis B.V.;;1;;;;;;1
Ron Vonk Coaching en Advies;;;1;1;;;;1
Rondeau B.V.;;;1;;;;;1
Rondvaartbedrijf Zilvermeeuw B.V.;;1;;;;;;1
Room2Meet;;1;;;;;;1
Roompot Service B.V.;;;;;;;2;2
ROOST aan de Singel;;1;;;;;;1
Ropetech;;;1;;;;;1
Roseval Training & Coaching;;;;1;;;;1
ROSMOLEN DE EETCAFE;;1;;;;;;1
Rossio;;1;;;;;;1
Rotterdam in a Box B.V.;;1;;;;;;1
