Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Dede & S�ner V.O.F.;;;;1;;;;;;1
Dekker Zoetermeer;;;;1;;;;;;1
Dekxels B.V.;;;;1;;;;;;1
Delft Congress Support B.V.;;;;1;;1;;;;1
Delicatessenhuis/Notenbar Ten Voorde;;;;1;;;;;;1
Delirium Café Amsterdam;;;;1;;;;;;1
Deloitte Risk Advisory B.V.;;;;2;;2;;;;2
Delphi's Lunch & Diner;;;;1;;;;;;1
Delta International Promotioneel B.V.;;;;1;;;;;;1
Democratie in uitvoering;;;;;;1;;;;1
Den Bolle Boel;;;;1;;;;;;1
Den Bosch Evenementen B.V.;;;;1;;;;;;1
Dendy B.V.;;;;1;;;1;;;1
Denk Producties B.V.;;;;;;2;;;;2
Dennis Cooking Place;;;;1;;;;;;1
Derde Zaak B.V.;;;;1;;;;;;1
Detron Telecom Enterprise;;;;;;2;;;;2
Deutsche Bank;;;;;;;;;1;1
Devon India-NL B.V.;;;;;;2;;;;2
DFG;;;;;4;;;;;4
DFGS B.V.;;;;;;1;;;;1
Dialogue B.V.;;;;;;2;;;;2
Dickens Horecabedrijven B.V.;;;;1;;;;;;1
Didactive B.V.;;;;;;1;;;;1
Didong Indonesisch Restaurant;;;;1;;;;;;1
Digital Action;;;;;;1;;;;1
Diner Thuis;;;;1;;;;;;1
Dinercaf� de Cerck;;;;1;;;;;;1
Dinerspel.nl;;;;1;;;;;;1
Direct Dutch B.V.;;;;;;1;;;;1
Divinatio;;;;1;;;;;;1
DJ All Around;;;;1;;;;;;1
DJ Bekooi Music Productions;;;;1;;;;;;1
D'n Boerderij;;;;1;;;;;;1
DNV GL Business Assurance;;;;;;1;;;;1
Doelen Coach Service B.V.;;;;;;;;;1;1
Doenederland.nl B.V.;;;;1;;;;;;1
Dolf Flinker Leefstijltrainingen;;;;;;1;;;;1
Dollcake Company;;;;1;;;;;;1
Doller Loopbaanadvies & Doelencoaching;;;;;;1;;;;1
Domani;;;;1;;;;;;1
Domino's Pizza Bos en Lommer;;;;1;;;;;;1
Domino's Pizza Enschede;;;;1;;;;;;1
Domino's Pizza Kampen;;;;1;;;;;;1
Domino's Pizza Utrecht 2;;;;1;;;;;;1
Domstad Evenementen B.V.;;;;1;;;;;;1
Don Quichotte Eten & Drinken;;;;1;;;;;;1
Door de Wind Advies B.V.;;;;;;1;;;;1
Doorwerth Groep B.V.;;;;;;1;;;;1
Dordtse Bazar Verhuur;;;;1;;;;;;1
Douane Schiphol Personeelsvereniging;;;;1;;;;;;1
Double-Delicious;;;;1;;;;;;1
Down Under BEACH B.V.;;;;;;;;;1;1
D'r Klinge;;;;1;;;;;;1
Dr. Ivar Fahsing;;;;;;1;;;;1
Dr. M. Tophoff;;;;;;1;;;;1
Dröge&V. Drimmelen, Corp.Comm.&Publ.Aff. B.V.;;;;;;1;;;;1
DrÃ¤ger Nederland B.V.;;;1;;;;;;;1
Dr�ger Nederland B.V.;;;;;;2;;;;2
Dragon Garden;;;;1;;;;;;1
Driessen Restaurants B.V.;;;;1;;;;;;1
Drive2Move B.V.;;;;;;;;;1;1
Drukwerkstunter B.V.;;;;;1;;;;;1
Drums2play;;;;;;1;;;;1
Du Nord Rijwielen B.V.;;;;;;;;;1;1
Dubbel E. Acteerservice B.V.;;;;;;2;;;;2
Dudok Arnhem B.V.;;;;1;;;;;;1
Dudok Den Haag B.V.;;;;1;;;;;;1
Duinrand Drunen B.V.;;;;1;;;;;;1
Dujos Horeca;;;;1;;;;;;1
Duo Cursussen B.V.;;;;;;1;;;;1
Duo men in black;;;;1;;;;;;1
Dutch Corporate Finance Association;;;;;;1;;;;1
Duyser Mediation | Legal Services;1;;;;;;;;;1
Dynamika;;;;;;1;;;;1
EasyRent Rotterdam Autostrada;;;;;;;;;1;1
Ebbinge & Company;;;;;;2;;;;2
Echoput Beheer B.V.;;;;1;;;;;;1
Editio B.V.;;;;;;1;;;;1
Eduact B.V.;;;;;;4;;;;4
Eduvita;;;;;2;;;;;2
EEN! B.V.;;;;;;;1;;;1
Eenmalige crediteur;;;;;;1;;;;1
Eetcafé de Hoek;;;;1;;;;;;1
Eetcafé Toog aan de Zaan;;;;1;;;;;;1
EetcafÃ© aon 't Bat B.V.;;;;1;;;;;;1
EetcafÃ© CP;;;;1;;;;;;1
EetcafÃ© De Schuimspaan;;;;1;;;;;;1
EetcafÃ© Jan Klaassen;;;;1;;;;;;1
EetcafÃ© Le Bon Choix V.O.F.;;;;1;;;;;;1
EetcafÃ© Twins;;;;1;;;;;;1
Eetcaf� De Biecht;;;;1;;;;;;1
Eetcafe De Remise;;;;1;;;;;;1
Eetcafe de Stadstuin;;;;1;;;;;;1
Eetcaf� De Verlenging;;;;1;;;;;;1
Eetcafe De Woerd B.V.;;;;1;;;;;;1
Eetcafe 'Lotgenoten';;;;1;;;;;;1
Eetcafe Spinoza;;;;1;;;;;;1
Eethuis Hooftstraat;;;;1;;;;;;1
Eethuis Smaak;;;;1;;;;;;1
Eetkamer Potjandorie;;;;1;;;;;;1
Eet-Lokaal;;;;1;;;;;;1
Eetze Yin Holding B.V.;;;;1;;;;;;1
EEZI V.O.F. / Brasserie 't Zusje Eindhoven;;;;1;;;;;;1
Effectyf B.V.;;;;;2;;;;;2
EHM Hotel Breda B.V.;;;;;;;1;;;1
Eighteen B.V.;;;;1;;;;;;1
Eindeloos B.V.;;;;1;;;;;;1
Eindhoven247 B.V.;;;;1;;;;;;1
El Martes;;;;1;;;;;;1
El Ni�o Beach Club;;;;1;;;;;;1
El Pacho Mexicaans Restaurant-Steakhouse;;;;1;;;;;;1
Eleftheria B.V.;;;;1;;;;;;1
Elenchis;;;;;;1;;;;1
Elsenaar IJs;;;;2;;;;;;2
Elvenstone Networks;;;;;;1;;;;1
Elycio Talen B.V.;;;;;;2;;;;2
Emerce B.V.;;;;;;1;;;;1
Emergent B.V.;;;;;;1;;;;1
E-Milers.com B.V.;;;;;;;;;1;1
Emma's Eetcafe B.V.;;;;1;;;;;;1
emotion/studio;;;;;;1;;;;1
Energeia B.V.;;;;;;1;;;;1
Enginar B.V.;;;;1;;;;;;1
Entertainmentservice Langenberg E.S.L.;;;;1;;;;;;1
Entopic B.V.;;;;;;1;;;;1
Envivo;;;;;;1;;;;1
Ergatis B.V.;;;;;3;;;;;3
ESB B.V.;;;;;;1;;1;;1
Escape Hunt Groningen;;;;1;;;;;;1
Escape Room 076;;;;1;;;;;;1
Ese International B.V.;;;1;;;;;;;1
eSpecialisten B.V.;;;;;;1;;;;1
Esri Nederland;;;;;;1;;;;1
E-Storage B.V.;;;;;;1;;;;1
Eten & Co Groningen B.V.;;;;1;;;;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
Etop;;;;;;1;;;;1
Eudaimonia B.V.;;;;;;1;;;;1
Eur. Instit. voor Certified Public Controll.;;;;;;1;;1;;1
Euro Events B.V.;;;;1;;;;;;1
Eurocamping Siemerink Beheer;;;;1;;;;;;1
Euroforum;;;;;;2;;;;2
Eurolinguist Nederland;;;;;;1;;;;1
Euromast Horeca B.V.;;;;1;;;;;;1
EUROMONEY TRADING LIMITED;;;;;;1;;;;1
EUROPAISCHE RECHTSAKADEMIE;;;;;;1;;;;1
Europcar Autoverhuur B.V.;;;1;;;;;;;1
European Language Centre B.V.;;;;;;1;;;;1
European Leadership Platform B.V.;;;;;;1;;;;1
Europees Instituut De Baak B.V.;;;;;;1;;;;1
Europeesche Verzekering Maatschappij N.V.;;;;;;;;;1;1
Eurosafe Solutions B.V.;;;;;;1;;;;1
Eurotraduc;;;;;;1;;;;1
EVC Centrum Nederland B.V.;;;;;;1;;;;1
evenementenamersfoort;;;;;;1;;;;1
EVO B.V.;;;;;;1;;;;1
EVO Fenedex;;;;;;2;;;;2
EVW Creations;;;;;;;1;;;1
ExcellenZ-Group;;;;1;;;;;;1
Executive Academy V.O.F.;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
Exploitatie Schimmelpenninckhuys B.V.;;;;1;;;;;;1
Exploitatiemaatsch. De Poort van Leyden B.V.;;;;1;;;;;;1
Exploitatiemaatschappij Fort Vechten B.V.;;;;1;;;;;;1
EYE - Bar Restaurant B.V.;;;;1;;;;;;1
Eye On Orbit;;;;;;1;;;;1
Faabulousstuff;;;;;;;;;1;1
Faillissementsfraude.nl B.V.;;;;;;1;;;;1
Falck Prevention B.V.;;;1;;;1;;;;1
Farmer's Steakhouse;;;;1;;;;;;1
Federatie Personeelsverenigingen Financien;;;1;;;;;;;1
Feel It Events;;;;1;;;;;;1
Feestje ?! Drive Inn;;;;1;;;;;;1
FeestMee.com;;;1;;;;;;;1
Feestquiz;;;;1;;;;;;1
Fepa Horeca B.V.;;;;1;;;;;;1
Fergees B.V.;;;;1;;;;;;1
Fine Asian Gourmet B.V.;;;;1;;;;;;1
Finnegan's Apeldoorn B.V.;;;;1;;;;;;1
Fiore di acacia;;;;1;;;;;;1
Fire restaurant and lounge;;;;;;;;;1;1
First Class Catering & Verhuur;;;;1;;;;;;1
First Service Business Events;;;;2;;;;;;2
Fitworks;;;1;;;;;;;1
Flamingo's Plaza B.V.;;;;1;;;;;;1
Flanagan's;;;;1;;;;;;1
Flevoland Personenvervoer;1;;;;;;;;;1
Florent;;;;1;;;;;;1
Flowers by Nature;;;;1;;;;;;1
Fluxicon;;;;;;1;;;;1
FOCUS;;;;;;1;;;;1
Focus Conferences B.V.;;;;;;2;;;;2
Focus Learning Journeys B.V.;;;;;;2;;;;2
Fonshof Lunchroom B.V.;;;;1;;;;;;1
Food 786;;;;1;;;;;;1
Foodzie;;;;1;;;;;;1
Fopshop B.V.;;;;1;;;;;;1
ForenZo Fietsshop B.V.;;;;;;;;;1;1
Fornari;;;;;;1;;;;1
Forrester Research Ltd.;;;;;;1;;;;1
Fort Bronsbergen;;;;1;;;;;;1
Fortune Factory B.V.;;;;1;;;;;;1
Fotoacademie B.V.;;;;;;1;;;;1
Franklincovey;;;;;;1;;;;1
Frankwatching B.V.;;;;;;1;;;;1
FreTon B.V.;;;;1;;;;;;1
Friesland College;;;;;;1;;;;1
Friesland Sportprijzen;;;;1;;;;;;1
Friethuys;;;;1;;;;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;;1;;;;1
Frituur Malberg;;;;1;;;;;;1
Fruitful Office Benelux;;;;1;;;;;;1
Functioneel-Beheerder.com B.V.;;;;;;1;;;;1
GÉANT Vereniging;;;;;;1;;;;1
Gajes in de Bajes;;;;1;;;;;;1
g'Amadore B.V.;;;;1;;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;1;;;;;;1
Gartner Nederland B.V.;;;;;;6;;;;6
Gartner Summits;;;;;;1;;;;1
Gasterij De Zwaantjes;;;;1;;;;;;1
Gasterij 't Oude Poorthuys;;;;1;;;;;;1
Gauchos aan de Maas Rotterdam;;;;1;;;;;;1
Gauchos Franchise Rotterdam-Centrum B.V.;;;;1;;;;;;1
Gauchos Franchise Utrecht B.V.;;;;1;;;;;;1
Gbned;;;;;;1;;;;1
GBT III B.V.;;;;;;2;;;;2
Gelati e Panini;;;;1;;;;;;1
Gemaco B.V.;;;;4;;;;;1;4
Gemeenschapshuis 'De Wanne';;;;1;;;;;;1
Gemeenschapshuis Debije, Hegelsom;;;;1;;;;;;1
Gemeenschapshuis 'Het Juphuis';;;;1;;;;;;1
Gemma;;;;1;;;;;;1
Gemma Denteneer;;;;;;1;;;;1
Genesys University B.V.;;;;;;2;;;;2
Gentlemen B.V.;;;;1;;;;;;1
Geschenkbezorgen.nl B.V.;;;;1;;;;;;1
Gewichten & Maten Verzamelaars Vereniging;;;;1;;;;;;1
Gewoon Gastvrij;;;;1;;;;;;1
Gewoon Gouds;;;;1;;;;;;1
Giant Publicity B.V.;;;;;;;1;;;1
Giarte Media Group B.V.;;;;;;2;;;;2
Gids in Bedrijf;;;1;;;1;;;;1
Gijzen Chocolaterie;;;;1;;;;;;1
GITP B.V.;;;;;4;;;;;4
GITP Training & Opleiding B.V.;;;;;1;;;;;1
GJM Communicatie B.V.;;;;;;1;;;;1
Glaskunstatelier Hufra;;;;1;;;;;;1
Global Knowledge Network Netherlands B.V.;;;;;;5;;;;5
Glope Events B.V.;;;;1;;;;;;1
Glow Golf Scheveningen B.V.;;;;1;;;;;;1
Glowgolf de Kuip B.V.;;;;1;;;;;;1
Go B.V.;;;;;;2;;;;2
Goede Mynott Holding B.V.;;;;1;;;;;;1
Golden Tulip Hotel De Reiskoffer;;;;1;;;;;;1
Golf Residentie Brunssummerheide V.O.F.;;;;1;;;;;;1
GoodHabitz B.V.;;;;;;1;;;;1
Gorkink Natuurlijk;;;;1;;;;;;1
GORTcoaching B.V.;;;;;;1;;;;1
Governance & Integrity Nederland B.V.;;;;;;4;;;;4
Graaf-Floris;;;;1;;;;;;1
GrachtenAtelier;;;;1;;;;;;1
Gran Mercado B.V.;;;;1;;;;;;1
Grand Café de Pakschuit;;;;1;;;;;;1
Grand CafÃ© Arnhems Meisje;;;;1;;;;;;1
Grand CafÃ© 'De Markt';;;;1;;;;;;1
Grand CafÃ© Hendrixen B.V.;;;;1;;;;;;1
grand cafÃ© Lebowski;;;;1;;;;;;1
Grand CafÃ© Maagdenberg;;;;2;;;;;;2
Grand CafÃ© Markt 5;;;;1;;;;;;1
Grand CafÃ© Pierrot;;;;1;;;;;;1
Grand CafÃ© Rembrandt;;;;1;;;;;;1
Grand CafÃ© Silva Ducis B.V.;;;;1;;;;;;1
Grand CafÃ© Time Out B.V.;;;;1;;;;;;1
Grand CafÃ© Willinks;;;;1;;;;;;1
Grand CafÃ©-Restaurant Loos B.V.;;;;1;;;;;;1
Grand Cafe De Friesche Club;;;;1;;;;;;1
Grand Caf� De Korenmolen;;;;1;;;;;;1
Grand Cafe 'De Schout van Ermel';;;;1;;;;;;1
Grand Caf� De Wildeman Eindhoven B.V.;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;;1
Grand Caf� Metropole B.V.;;;;1;;;;;;1
Grand Cafe Restaurant Totzo!;;;;1;;;;;;1
Grand Caf�/Restaurant Hertog Jan B.V.;;;;1;;;;;;1
Grand Restaurant Le Connaisseur;;;;1;;;;;;1
Grand Turquoise;;;;1;;;;;;1
Grandcafé Balu;;;;1;;;;;;1
Grand-Café Restaurant Van Bleiswijk;;;;1;;;;;;1
GrandcafÃ© Restaurant Biblio B.V.;;;;1;;;;;;1
GrandcafÃ© Rue de la Gare;;;;1;;;;;;1
grandcafe Blond en Blond;;;;1;;;;;;1
Grandcaf� De Wens B.V.;;;;2;;;;;;2
Grandcafe Haagsche Bluf;;;;1;;;;;;1
Greengiving B.V.;;;;1;;;;;;1
Greetz B.V.;;;;1;;;;;;1
Grieks restaurant Akropolis;;;;1;;;;;;1
Grieks Restaurant Dionysos B.V.;;;;1;;;;;;1
Grieks Restaurant Mykonos;;;;1;;;;;;1
Grieks Specialiteitenrestaurant Mykonos;;;;1;;;;;;1
GRIFTPARK RESTAURANT;;;;1;;;;;;1
Grill Bodega Maxima;;;;1;;;;;;1
Grill-Restaurant 'Los Muchachos';;;;1;;;;;;1
Grip Human Resource Control B.V.;;;;;1;;;;;1
Groen & Partners Organisatieadviseurs;;;;;;1;;;;1
Grote Poot Horeca B.V.;;;;1;;;;;;1
Guliano Den Haag;;;;1;;;;;;1
Gusto Mangia e Bevi;;;;1;;;;;;1
GVO drukkers & vormgevers;;;;1;;;;;;1
Hampshire Exploitatie I B.V.;;;;;;;;;1;1
Hampshire Hotel Group B.V.;;;;;;;;;1;1
Hands On International Assocaition;;;;;;1;;;;1
Hangklip Media;;;;;;1;;;;1
Hao Hua B.V.;;;;1;;;;;;1
Hap-Inn;;;;1;;;;;;1
Happy Meat B.V.;;;;;;;1;;;1
Happy Snacks on the road;;;;1;;;;;;1
Harbour Horeca B.V.;;;;1;;;;;;1
Harbour Rotterdam B.V.;;;;1;;;;;;1
Hattem Restaurant B.V.;;;;1;;;;;;1
Haulo Berging;;;;;;;;;1;1
Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
HC Producties;;;;;;1;;;;1
Health Factor Business;;;;;2;;;;;2
Health2Work B.V.;;;1;;;;;;;1
Heemskerk Bloemisten;;;;1;;;;;;1
Heer Bommel;;;;1;;;;;;1
Hegger;;;;1;;;;;;1
Heierhof;;;;1;;;;;;1
Heineken Experience;;;;1;;;;;;1
Heliview Conferences en Training B.V.;;;;;;1;;;;1
Hemingway B.V.;;;;1;;;;;;1
Henkelo t.h.o.d.n. Domino's Pizza Hengelo;;;;1;;;;;;1
Herberg De Driesprong;;;;1;;;;;;1
Herberg het Oude Loo;;;;1;;;;;;1
Herberg 't Plein;;;;1;;;;;;1
Herberg Vlietzigt;;;;1;;;;;;1
Herten en Wilde Zwijnen B.V.;;;;;;;1;;;1
Het Amsterdamse Proeflokaal B.V.;;;;1;;;;;;1
Het Apeldoorns Koffiehuys;;;;1;;;;;;1
Het Beugeltje;;;;1;;;;;;1
Het Borghuis B.V.;;;;1;;;;;;1
Het Broodhuys B.V.;;;;1;;;;;;1
Het Eksternest;;;;1;;;;;;1
Het Expeditiehuis B.V.;;;;1;;;;;;1
Het Financieele Dagblad B.V.;;;;1;;;;;;1
Het Huis Verloren;;;;1;;;;;;1
Het Kabinet, Eten en Drinken;;;;1;;;;;;1
Het Kookplein;;;;1;;;1;;1;2
Het Medaillehuis Suurd;;;;1;;;;;;1
Het MiddelPunt essentiecoaching;;;;;2;;;;;2
Het Moment;;;;1;;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;2;;2;;;;3
Het Nederlands Openluchtmuseum;;;;1;;;;;;1
het Ngi: voorh. Ned. Genootsch. Informatica;;;;;;;;1;;1
Het Nieuws van Apeldoorn;;;;2;;;;;;2
Het Oosten;;;;;;1;;;;1
Het Panorama;;;;1;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Podium;;;;1;;;;;;1
Het Schwarzwald B.V.;;;;1;;;;;;1
Het Smulhuis;;;;1;;;;;;1
Het Wapen van Emmen;;;;1;;;;;;1
Het Wapen van Zoetermeer B.V.;;;;1;;;;;;1
Het Zuiden F.G.;;;;1;;;;;;1
hetfotomoment.nl;;;;1;;;;;;1
Heuvelman Sound & Vision B.V.;;;;;;;;;2;2
Hiawatha Actief;;;;1;;;;;;1
HLC Management B.V.;;;;2;;;;;;2
HLC Wereld B.V.;;;;1;;;;;;1
Hobeon Groep B.V.;;;;1;;;;;;1
HOC Opleiding & Training B.V.;;;;;;1;;;;1
Hodegre B.V.;;;;1;;;;;;1
Hoendermis Legal B.V.;1;;;;;;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
Hof van Huntjens;;;;1;;;;;;1
Hofje van Pauw: praktijk voor haptonomie;;;;;2;;;;;2
Hofman CafÃ© B.V.;;;;1;;;;;;1
Hofvlietvilla B.V.;;;;1;;;;;;1
Hogeschool INHolland;;;;;;2;;;;2
Hogeschool NOVI B.V.;;;;;;5;;;;5
Hogeschool Schoevers;;;;;;4;;;;4
Holding Beheermaatschappij Ropeni B.V.;;;;1;;;;;;1
Holland Casino;;;;1;;;;;;1
Holland Consulting Group;;;;;;2;;;;2
Holland Inbouw;;;;;;;;;1;1
Holland Innovative B.V.;;;;;;2;;;;2
Holland Tour Guides B.V.;;;;1;;;;;;1
Hoober B.V.;;;;1;;;;;;1
Hooridee Advies bij Gehoorverlies;;;2;;;;;;;2
Hoove de Vriendschap;;;;1;;;;;;1
HOP & STORK;;;;1;;;;;;1
Hop & Stork Den Haag B.V.;;;;1;;;;;;1
Horeca Baarle-Nassau B.V.;;;;1;;;;;;1
Horeca Beheer Haren B.V.;;;;1;;;;;;1
Horeca Berg & Dal B.V.;;;;;;;;;1;1
Horeca Exploitatie Klaekeburg;;;;1;;;;;;1
Horeca Exploitatie Maatschappij Schiphol B.V.;;;;1;;;;;;1
Horeca Exploitatie WWZ V. B.V.;;;;1;;;;;;1
Horeca onderneming Peters;;;;1;;;;;;1
Horeca Spoordonk B.V.;;;;1;;;;;;1
Horeca 't Olde Schop B.V.;;;;1;;;;;;1
Horecabedrijf 'De Agnietenberg';;;;1;;;;;;1
Hortus Horeca en Catering B.V.;;;;1;;;;;;1
Hospitality Consultants B.V.;;;;;;1;;;;1
Hotel Contact B.V.;;;;;;;;;1;1
Hotel De Bilderberg;;;;;;;;;1;1
Hotel De l'Europe B.V.;;;;1;;;;;;1
Hotel De Ville B.V.;;;;;;;;;1;1
Hotel Des Indes B.V.;;;;;;;;;1;1
Hotel Goes;;;;1;;;;;;1
Hotel Kasteel Doenrade;;;;1;;;;;;1
Hotel La Sonnerie B.V.;;;1;;;;;;;1
Hotel Leeuwarden Centre B.V.;;;;1;;;;;1;1
Hotel Oegstgeest C.V.;;;;1;;;;;;1
Hotel Papendal;;;;;;;1;;;1
Hotel Post Plaza B.V.;;;;1;;;;;;1
Hotel restaurant Goerres;;;;1;;;;;;1
Hotel Silken Berlaymont;;;;;;;;;1;1
House of Sports;;;;1;;;;;;1
HRD-group;;;;;;4;;;;4
HSK Groep;;;;1;;;;;;1
HSK Interventie B.V.;;;1;;2;;;;;2
HTM Personenvervoer N.V.;;;;;;;;;1;1
HTO Haagse Taxi Onderneming;;;;;;;;;1;1
Hudson Danzig B.V.;;;;1;;;;;;1
Huijer Evening Dress B.V.;;;;1;;;;;;1
Huisaanhuis.nu B.V.;;;;1;;;;;;1
Huize Molenaar B.V.;;;;1;;1;;;;2
Human Care Nederland B.V.;;;1;;;;;;;1
HUMAN QUALITY MANAGEMENT B.V.;;;;;;4;;;;4
Humphrey's Restaurant;;;;1;;;;;;1
Humphrey's Zwolle B.V.;;;;1;;;;;;1
Huub Horeca 3 B.V.;;;;1;;;;;;1
Huub Runningtherapie & Coaching;;;;;;1;;;;1
Hvk horeca exploitatie B.V.;;;;1;;;;;;1
hyphen MassSpec;;;;;;;;;1;1
I.M.T. van Rijsselberg;;;;;1;;;;;1
I.O.T.A.;;;;;;;;2;;2
IACIS;;;;;;1;;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;;2
ICWE;;;;;;1;;;;1
IJssalon en lunchroom Gamba;;;;;;;1;;;1
Il Pozzo B.V.';;;;1;;;;;;1
ilionx Cloud Solutions B.V.;;;;;2;;;;;2
IMK Intermediair B.V.;;;;;;1;;;;1
Impero Romano Holding B.V.;;;;1;;;;;;1
Impromex Technics B.V.;;;1;;;;;;;1
Impulsus, Support & Facilities B.V.;;;;;;4;;;;4
In Balans Integratieve Zorg;;;;;1;;;;;1
In Case Of Water B.V.;;;;;;;1;;;1
In de Tenne Kan;;;;1;;;;;;1
In den Veehandel;;;;1;;;;;;1
In den Vollen Pot B.V.;;;;1;;;;;;1
Incentivo B.V.;;;;;2;;;;;2
Inclusion;;;;;;1;;;;1
Incrementor B.V.;;;;;;1;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Indisch Restaurant Istana Bali;;;;1;;;;;;1
Indonesisch Restaurant Poentjak;;;;1;;;1;;;1
Indonesisch Restaurant 'Rasa Sayang' Capelle;;;;1;;;;;;1
Info Support B.V.;;;;;;4;;;;4
Information Security Academy B.V.;;;;;;1;;;;1
ING Bank;;;;1;;;;;2;2
Ingeburgerd Zwolle B.V.;;;;1;;;;;;1
Innessence;;;;;;1;;;;1
Insense Roads B.V.;;;;;;1;;;;1
InstantFysio;;;1;;;;;;;1
Instituut van Internal Auditors Nederland;;;;;;3;;1;1;4
Instituut voor Arbeidsrecht B.V.;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor Mens. Gedrag / De Leugenacad.;;;;;;1;;;;1
Instituut voor Psychotrauma Nederland B.V.;;;;;;1;;;;1
Instock Den Haag;;;;1;;;;;;1
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;;2
Intenzo B.V.;;;;1;;;;;;1
Inter IKEA Systems B.V.;;;;;;1;;;;1
International Capital Market Association;;;;;;1;;;;1
Intersafe Groeneveld B.V.;;;4;;;;;;;4
Interstap;;;;;2;;;;;2
Intrum Justitia Nederland B.V.;;;;1;;;;;;1
Inzicht Bureau voor Coaching en Communicatie;;;;;;1;;;;1
IP Trainershouse B.V.;;;;;;4;;;;4
IPMA - NL;;;;;;1;;1;;1
IPMA Certificering B.V.;;;;;;1;;;;1
i-POS.nl B.V.;;;;1;;;;;;1
IPP-Management Services;;;;;;1;;;;1
iQ Coaches Noord- & Oost Gelderland en Twente;;;;;1;;;;;1
Irodion;;;;1;;;;;;1
ISACA;;;;;;;;1;;1
Israel Producten Centrum;;;;1;;;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
IT Management Group;;;;;;3;;;;3
ITC LEIDEN INTERNATIONAL;;;;;;1;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
Iwema Consultancy B.V.;;;;;1;;;;;1
ixly B.V.;;;;;;1;;;;1
Izeboud Coaching;;;;;;1;;;;1
J & H Professioneel Licht en Geluid;;;;;;;1;;;1
J. & K. Catering;;;;1;;;;;;1
Jaarbeurs B.V.;;;;4;;;;;;4
Ja-maarÂ® B.V.;;;;1;;;;;;1
Jansen Recycling Group B.V.;;;;1;;;;;;1
Japans Restaurant Sapporo B.V.;;;;1;;;;;;1
Jefferies International Limited;;;;;;;;;1;1
JetNetherlands B.V.;;;;;;;;;2;2
Jeu de Boules Vereniging 't Zwijntje;;;1;;;;;;;1
JG horeca;;;;1;;;;;;1
JMK Holding B.V.;;;;;1;;;;;1
Jobmassage B.V.;;;1;;;;;;;1
John's Fiets en Scooterservice;;;;;;;;;1;1
Jules Verne B.V.;;;;1;;;;;;1
Jullens;;;1;;;;;;;1
JuRo Horeca;;;;1;;;;;;1
Justus Medische Expertise B.V.;;;;;1;;;;;1
Kaapduin Dishoek V.O.F.;;;;1;;;;;;1
KÃ¨k Media;;;;;;;;;1;1
Kamera Express;;;;1;;;;;;1
Kameryck B.V.;;;;1;;;;;;1
Kampei B.V.;;;;1;;;;;;1
Kartbaan Duiven B.V.;;;;1;;;;;;1
Karting Plaza Vastgoed B.V.;;;;1;;;;;;1
Katholieke Voetbalvereniging 'Losser';;;;1;;;;;;1
Katja Staartjes Management Inspiratie B.V.;;;;;;1;;;;1
KAV Autoverhuur B.V.;;;;;;;;;1;1
KBBT Bunt B.V.;;;;;;1;;;;1
KERN Nederland B.V.;;;;;;1;;;;1
Kessels & Smit, the Learning Company B.V.;;;;;;4;;;;4
King Arthur B.V.;;;;1;;;;;;1
Kingsdish;;;;1;;;;;;1
Kingsfield B.V.;;;;;;1;;;;1
Kiosk Hoornseplas;;;;1;;;;;;1
Kitchen Klaas;;;;1;;;;;;1
Klaver Bik(e)motion B.V.;;;;;;;;;3;3
Klein Java;;;;1;;;;;;1
Klein-Kelly Beheer B.V.;;;;1;;;;;;1
Klimhal Amsterdam B.V.;;;;;;;1;;;1
KLM Equipment Services B.V.;;;;;;;;;1;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kniest Financieel Forensisch Onderzoek;;;;;;1;;;;1
Koekkelkoren Dranken B.V.;;;;1;;;;;;1
Koffie en Eethuis de Gelderse Poort;;;;1;;;;;;1
Koffie- en Eetsalon 't Achterommetje;;;;1;;;;;;1
Kompaan;;;;1;;;;;;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;2;;;;;;2
