Handelsnaam;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
Maatschap van Essen;;;1;;;1
Madurodam B.V.;;;;1;;1
Maguise Partycatering;;;1;2;;2
Mahoco Beheer B.V.;;;;1;;1
Mainpress B.V.;1;;;;;1
Maison de la Foret;;;1;;;1
Maison van den Boer B.V.;;;;2;;2
Makmende Media B.V.;;;;;1;1
Malta Competition and Consumer Affairs Autority;;;;1;;1
MaMa Kelly B.V.;;;;1;;1
Managementboek.nl;1;;;;;1
Manomay B.V.;;;;1;;1
Manpower Project Support;;2;;;;2
Mansveld Expotech Maastricht;;;;;1;1
Marc Mijer journalistieke tekstproducties;;;;;2;2
Marco Schimmel Verhuur B.V.;;;;1;;1
Marcografo;;;;;1;1
Marcvanderkort;;;;;1;1
Margriet van Lith;;;;;1;1
Maritiem Museum Rotterdam;;;;1;;1
Market Inspectorate Slovenia;;;;1;;1
Marketing Groningen;;;1;;;1
Marko Kassenaar;;;;1;;1
Marriott Hotel;;;;1;;1
Marte Kappert Procesmanagement;;;;;1;1
Martijn Beekman Fotografie;;;;1;1;2
Martijn de Groot Communicatie;;;;;1;1
MASIT - Macedonian ICT Chamber of commerce;;;;1;;1
Mauritshuis;;;;1;;1
MB-Catering en Verhuur;;;;;1;1
MCI Amsterdam B.V.;;;;1;;1
MCI-Eurocongress V.O.F.;;;;1;;1
MCW Studio's B.V.;;;;;1;1
Medaillehuis Oudshoorn;;;1;;;1
Medellin Secret B.V.;;;;1;;1
Media Info Groep B.V.;1;;;;;1
MediaMonks B.V.;;;;1;4;4
Mediaplanet Publishing House B.V.;;;1;2;;2
Mediatorsvereniging;1;;;;;1
Mediavrouw;;;;1;;1
Medical Werff B.V.;;;1;;;1
Meersupport;;2;;;;2
Meltwater The Netherlands B.V.;;;;;2;2
Mercadero;;;;1;;1
Messe Berlin GmbH;;;;2;;2
Messe Düsseldorf GmbH;;;;2;;2
Messe Frankfurt Exhibition GmbH;;;;5;;5
Messe Frankfurt France s.a.s.;;;;2;;2
Messe Frankfurt Medien und Service GmbH;;;;1;;1
Messe Frankfurt Venue GmbH;;;;1;;1
Messe München GmbH;;;;2;;2
Meta Internat. Verhuiz. en Transporten B.V.;;;;2;;2
Metamorfose Vertalingen B.V.;;4;;;1;4
MetrixLab Nederland B.V.;;;;;2;2
Michiel Cazemier;;;;2;;2
MichielB.com;;;;;1;1
Mijnbouwkundige Vereeniging;;;;;1;1
Mikrocentrum Activiteiten B.V.;;;;1;;1
Mill-Art;;;;;1;1
Millers;;;;1;;1
Ministry of Industry and Trade;;;;1;;1
Mischa Keijser Fotografie;;;;;2;2
Misi B.V.;;;1;;;1
Misteli Productions B.V.;;;;1;;1
MLex Ltd;2;;;;;2
Modefabriek B.V.;;;;1;;1
Modint B.V.;;;;1;;1
Moduli Print B.V.;;;;;4;4
Momice B.V.;;;;1;;1
Monument Sint Jacob B.V.;;;;1;;1
More Dutch Design;;;;1;;1
Morehampton Townhouse;;;;1;;1
Motel Emmeloord B.V.;;;;1;;1
Motivaction International B.V.;;;;;3;3
mslgroup nederland B.V.;;;;;1;1
Mts. H.F. Robaard en J.M. Top;;;1;;;1
Mts. J.G. de Witte en C.E.M. de Witte-Koopman;;;1;;;1
Mts. WA v. Ittersum en W.B. v. Ittersum Stoel;;;1;;;1
Multicopy Utr. Centr. Hoog Catharijne B.V.;;;;;1;1
Multimediagroup;;;1;;;1
MultiVlaai Retail B.V.;;;1;;;1
Munckhof Regie;;;;2;;2
Museon;;;;1;;1
Museumkwartier B.V.;;;;1;;1
MWM2 B.V.;;;;;2;2
My Productions B.V.;;;;1;;1
MYbusinessmedia B.V.;;;;;1;1
Mynewsdesk HQ;;;;1;;1
National Authority for Cons. Protection;;;;1;;1
National Bureau of Economic Research;1;;;;;1
Nationale Beeldbank B.V.;;;;;1;1
Nationale Dinerbon B.V.;;;1;;;1
NEC B.V.;;;;4;;4
Ned. Gen.schap van Funct. Gegevensbescherming;1;;;;;1
Ned. Israëlietische Hoofd Synagoge Amsterdam;;;;1;;1
Ned. Ver. van HRD-Prof. in Ontw. en Opleiden;1;;;;;1
Nederlands Debat Instituut Holding B.V.;;;;1;;1
Nederlands Edelsteen Laboratorium;1;;;;;1
Nederlands Genootschap voor Sociale Zekerheid;1;;;;;1
Nederlandse Orde van Register EDP-Auditors;1;;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;1;;;;;1
Nederlandse Stg. v. Corporate Universities;1;;;;;1
Nederlandse Stichting voor Verlichtingskunde;1;;;;;1
Nederlandse Vereniging voor Energierecht;1;;;;;1
NEMO Science Museum;;;;2;;2
Neo, Netherl. Geomat. & Earth Observat. B.V.;;;;1;;1
Neth. Inst. for Co oper. Entrepr.ship NICE BV;;;;1;;1
Neth-ER;;;1;1;;1
Netherlands Trade & Investment Office;;;;2;;2
Netrex Internet Solutions;;;;;1;1
Netstar Audiovisueel B.V.;;;;1;;1
NEUREUTER FAIR MEDIA GmbH;;;;1;;1
NEVI-Purspective B.V.;1;;;;;1
New Babylon Meeting Center B.V.;;;;2;;2
NewForesight Holding B.V.;;;;1;;1
Newfork B.V.;;;;1;;1
NFGD Zoetermeer B.V.;;;;1;1;1
NH Holding B.V.;;;;1;;1
NIC Best Deal B.V.;1;;;;;1
Nieuwenhuis Beeld en Geluid B.V.;;;;2;;2
Nika Tours Ltd;;;;1;;1
NLO Shieldmark B.V.;;;;;1;1
Nom;;;;1;;1
NoName-Food & Drinks B.V.;;;;1;;1
Nooij bar.restaurant;;;;1;;1
Norbert Bosman Fotografie;;;;;1;1
Nordic Talking Vertaalbureau;;1;;;;1
Norling Restaurant Amsterdam;;;;1;;1
Norm-Systems B.V.;;;;;1;1
North-Holland (Publishing);1;;;;;1
Notuleerbureau Van Iersel;;1;;;;1
Notuleerservice Dictum;;2;;;;2
Novare Consult B.V.;;;;1;;1
Novavision;;;;2;;2
Novius Adv.groep v. Inf. & Organisatie B.V.;;;;1;;1
Novum Foto;;;;;1;1
NRC Handelsblad;1;;;;;1
NT Publishers B.V.;1;;;;;1
NTIO;;;;2;;2
NTM-Percussie;;;;1;;1
Nuon Wind Development B.V.;;;;2;;2
NurnbergMesse Gmbh;;;;2;;2
NürnbergMesse GmbH;;;;1;;1
Nyenrode Services B.V.;;;;1;;1
OCLC B.V.;2;;;;;2
Oesterij B.V.;;;;1;;1
Off-Highway Research;1;;;;;1
Oficiul Na?ional al Viei si Vinului (O.N.V.V.);;;;2;;2
Omega Groep B.V.;;;1;;;1
One More Question (Journalism & Media);;;;;2;2
Online Seminar B.V.;;;;1;1;2
Ontbijt & Lunch Juni;;;;1;;1
Ontwikkelingsbedrijf Noord-Holland Noord N.V.;;;;2;;2
OochoO Productions;;;;1;;1
Openbare Bibliotheek Amsterdam;;;;1;;1
Oprit Duurzaamheid;;;;1;;1
Optima Forma B.V.;;;;;2;2
Oracle Benelux Usergroups;1;;;;;1
Oracle Gebruikersclub Holland;1;;;;;1
Orange5 Catering & Events B.V.;;;;1;;1
Orcavoice B.V.;1;;;;;1
Oriëntaals Restaurant Tzong Don;;;1;;;1
Origine Ecologische Modernisering;;;;1;;1
OSAGE communicatie en ontwerp;;;;;1;1
OSP Premium I B.V.;;;;1;;1
OstianaMusic;;;;1;;1
Oudaen B.V.;;;1;1;;1
Over Morgen;;;;2;;2
Paal 9 B.V.;;;;1;;1
Pan;;;1;1;;1
Panta Rhei;1;;;;;1
Paperfoam B.V.;;;;1;;1
Pardon Consult;1;;;;;1
Park Plaza Utrecht;;;1;;;1
Parkheuvel (Rotterdam) B.V.;;;;1;;1
Parkhuis Lombok;;;;1;;1
Pastis Den Haag B.V.;;;;1;;1
Pastoor B.V.;;;;;2;2
Pauline Baijer, funeraire diensten en executele;;;;;1;1
Paviljoen Vogeleiland;;;1;;;1
Perfect Direct Mail B.V.;;;;;2;2
Personeelsnet Media B.V.;1;;;;;1
Personeelsvereniging Remunj;2;;1;;;2
Peter Valkema Communicatie;;;;;1;1
Pettelaar B.V.;;;;1;;1
Phaff Export Marketing B.V.;;;;2;1;2
Phil Nijhuis Fotografie;;;;;1;1
Phonsawan B.V.;;;1;;;1
Photo Republic;;;;;1;1
Pide Pain;;;;1;;1
Piet Hein Eek B.V.;;;;1;;1
Pieter Overgaag Partyverzorg. & Organis. B.V.;;;;1;;1
Pinkcube B.V.;;;;1;;1
Pino Productions B.V.;;;;2;;2
Pinto Solutions;;;;;1;1
Pizzeria Ristorante Bella Italia B.V.;;;1;;;1
Plant E B.V.;;;;1;;1
Plantage 87 B.V.;;;;1;;1
Plastikor Nederland B.V.;;;1;;;1
Platform Formalities Officers;1;;;;;1
Platts McGraw Hill Financial;2;;;;;2
Plein 9 A B.V.;;;;1;;1
PMC Connect B.V.;;1;;;;1
PMR Media;;;;;2;2
Point to Point Communicatie B.V.;;;;1;5;5
Policy Tracker;1;;;;;1
Poligrafica;;;;;1;1
Poll Everywhere;;;;1;;1
Positionly Sp. Z o.o.;;;;;1;1
Postillion Hotels B.V.;;;;4;;4
Postwagen Tolbert B.V.;;;1;;;1
Prachtig B.V.;;;;1;;1
Premiere Vision S.A.;;;;4;;4
Premium Cards B.V.;;;1;;;1
Primera Den Haag;;;1;1;;1
PromoCompany B.V.;;;1;;;1
Promofit;;;;1;;1
Prorest Catering;;;1;;;1
Psps Consultants;;;;2;;2
Publicount;1;;;;;1
Publiek Betrokken;;;;1;;1
Publiek Denken;1;;;;;1
Publique;;;;1;;1
PuDiDu;;;1;;;1
Punda Milia;;;;4;;4
Puur Amsterdam;;;1;1;;1
QliQ Internet Technologies (qliq.it);;;;;1;1
QO Storm Utrecht B.V.;;;;1;;1
R. Zandwijk en R. Zandwijk-Nijmeijer;;;1;;;1
R.P. Martens Beheer B.V.;;;1;;;1
Rahandusministeerium;;;;1;;1
RAI Amsterdam B.V.;;;;2;1;2
RDM Kantine B.V.;;;;1;;1
RDS Hospetality;;;;1;;1
RealTime Lead Group B.V.;2;;;;;2
Rebelieve V.O.F.;;;;;1;1
Rechobot;;;1;;;1
Rederij Aemstelland B.V.;;;;1;;1
Rederij Lovers B.V.;;;2;;;2
Rederij Rondvaart 'Waterstad';;;1;;;1
Rederij 't Smidtje B.V.;;;;2;;2
Reed Business B.V.;1;;;;1;1
Reed Business Information Ltd;1;;;;;1
Reed Exhibitions Ltd;;;;4;;4
Regent Exhibitions Ltd;;;;1;;1
Regeringskansliet Finansdepartement;;;;1;;1
Regina Bloemsierkunst;1;;;;;1
Rendement Uitgeverij B.V.;1;;;;;1
René Knijnenburg Producties;;;;;1;1
Rene van den Burg Fotografie;;;;1;;1
Renne Streekproducten;;;;1;;1
RENTAUTOBUS.COM;;;;1;;1
Rentmeester F. Nijpjes;1;;;;;1
Rentmeesterskantoor Bouman;;;1;;;1
Respons Evenementen Monitor B.V.;1;;;;;1
Restaur.-Grandcafe 't Voorhuys Emmeloord B.V.;;;;1;;1
Restaurant Alborz;;;;1;;1
Restaurant Allure B.V.;;;;1;;1
Restaurant Assen B.V.;;;1;;;1
Restaurant Bij Jaap;;;1;;;1
Restaurant Bo&Ro B.V.;;;1;;;1
Restaurant Cozy;;;;1;;1
Restaurant De Basiliek B.V.;;;;1;;1
Restaurant De Mergelhoek;;;1;;;1
Restaurant de Muzikant Assen V.O.F.;;;1;;;1
Restaurant De Nieuwe Winkel;;;;1;;1
Restaurant De Pauw B.V.;;;1;;;1
Restaurant de Steenoven B.V.;;;1;;;1
Restaurant De Vereeniging;;;1;;;1
Restaurant De Vier Seizoenen;;;;1;;1
Restaurant d'Vijff Vlieghen B.V.;;;;1;;1
Restaurant Giornale;;;;1;;1
Restaurant Grandcafé Liff;;;1;;;1
Restaurant Ivory;;;;1;;1
Restaurant Onz;;;1;;;1
Restaurant Perron 3;;;1;;;1
Restaurant Pomerol;;;1;;;1
Restaurant San Siro;;;1;;;1
Restaurant Vaartsche Rijn;;;;1;;1
Restaurant Vrijdag B.V.;;;1;;;1
Restaurant Zenne B.V.;;;;1;;1
Resto VBA B.V.;;;;1;;1
Rewheel Oy;1;;;;;1
Riesjard Schropp;;;;;1;1
Rimini Fiera S.p.A;;;;1;;1
Ristorante Il Senso;;;;1;;1
Rob Gieling Fotografie;;;;;1;1
Roel Dijkstra Persfotografie;;;;;1;1
RonilLA Snellen;;;;;1;1
Rosarium Wokrestaurant Westbroekpark;;;1;;;1
Ruwe Grond;;;;;1;1
RW Media;;;;;1;1
SAÉ Import en Export and Commission Agency;;;1;;;1
Safari Books Online;1;;;;;1
SAFI Salons Francais et Internationaux;;;;3;;3
Salon Du Chocolat;;;;2;;2
Sander Koenen, journalist en fotograaf;;;;;2;2
Sapori d'Italia B.V.;;;1;;;1
Saray Turks Restaurant;;;;1;;1
SAROVA Panafric;;;;1;;1
Sarvision B.V.;;;;2;;2
schapen en veehouderij L.A. Verhoek;;;1;;;1
Schiphol Nederland B.V.;;;;1;;1
Schut Consultancy;;1;;;;1
Schut Journalistiek;;;;;1;1
ScienceWorks B.V.;;;;1;;1
Scope Publishing B.V.;1;;;;;1
Scottish Enterprise;;;;1;;1
Screenhouse B.V.;;;2;;2;2
Sdruzeni ceskych spotrebitelu;;;;1;;1
Sdu Uitgevers B.V.;1;;;;1;1
Secumar Benelux B.V.;;;;;1;1
Security Press B.V.;1;;;;;1
Seok Sun Sihn;;1;;;;1
Servicecentrum Uitgevers;1;;;;;1
shareNL;;;;1;;1
Shiverrr sport, entertainment & promotion B.V.;;;1;;;1
Shutterstock Images LLC;2;;;;;2
Shutterstock Netherlands B.V.;1;;;;;1
Shutterstock, Inc. Empire State Building;;;;;1;1
SIAL;;;;3;;3
Sies/van Hintum Management B.V.;;;;;1;1
SietsQo.nl;;;;1;;1
Sifratex;;;;1;;1
SIGMA System Audio-Visuell GmbH;;;;1;;1
Siletsy-Asperen-Holland B.V.;;;;1;;1
Simonis Oude Visafslag B.V.;;;;1;;1
Sinwa;;1;;;;1
SKEK B.V.;;;;1;;1
Sketch-Me;;;;;1;1
Slagmaat;;;;1;;1
Slea B.V.;1;;;;;1
Slidebox B.V.;;;;1;;1
Slijterij De Poort Van Kleef;;;1;;;1
Slijterij Santé;;;1;;;1
Smart.pr B.V.;1;;;;;1
Smidswater B.V.;;;;;1;1
Smit Bokkum B.V.;;;;1;;1
Snoek Promo;;;2;1;;2
So Expo B.V.;;;;6;;6
Societas Europaea Lepidopterologica;1;;;;;1
Sodexo B.V.;;;;1;;1
Soenar Chamid Sportfotografie;;;;1;;1
SolBeach;;;1;1;;1
Soundfocus B.V.;;;;;1;1
Southern African Essential Oil Producers Association - SAEOPA;;;;1;;1
Space Expo;;;1;1;;1
Spaceconsultants;;;;2;;2
SpaceNed;;;1;;;1
Spaces Rode Olifant B.V.;;;;;1;1
Speciality Coffee Association of Europe;;;;2;;2
SPF Economie;;;;1;;1
SPITZ congres & event B.V.;;;;;1;1
SPRE;;;;1;;1
Sprl la Capranica;;;;1;;1
Squarewise;;;;;1;1
Sri Lanka Export Development Board;;;;1;;1
Stadion Amsterdam C.V.;;;;1;;1
Stadion Feijenoord N.V.;;;;1;;1
Stadscafe De Waag B.V.;;;;1;;1
Staman Advies en verkenning;;;;1;;1
Staples Nederland B.V.;;;1;1;;1
State Consumer Rights Protection Authority;;;;1;;1
Stg. Dutch Centre for Intern. Cultur. Cooper.;;;;1;;1
Stg. European Centre for Eco and Agro Tourism;;;;2;;2
Stg. Exploitatie Rijn- en Binnenvaarthuis;1;;;;;1
Stg. Kennis & Innov. Energie- & Milieu Techn.;;;;2;;2
Stg. Kennis Centrum Aanpak Fund.problematiek;;;;1;;1
Stg. Ned. Centrum v. Handelsbevordering;;;;5;;5
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;1;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;1
Stg. Public. en Reproductierechten Organ. Pro;1;;;;;1
Stg. tot Instandh. Diergaarde Natura Artis;;;;2;;2
Stg.Ned.Centr. v. Geodesie en Geo-informatica;;;;;1;1
Sticht. Info.voorzien. Ontwikkel.sam.werk.;1;;;;;1
Sticht. Nederl. Inst. voor Beeld en Geluid;;;;1;1;1
Stichting 3D Print Canal House;;;;1;;1
Stichting African Parks Foundation;;;;1;;1
Stichting Agri-ProFocus;1;;;;;1
Stichting BE-Basic;;;;1;;1
Stichting Bye-Ya!;;;;1;;1
Stichting Codarts, Hogeschool voor de Kunsten;;;;1;;1
Stichting Collectief Agrarisch Natuurbeheer;;;;;1;1
Stichting Dag van het Schaap;;;;1;;1
Stichting Den Haag Marketing;;;1;;;1
Stichting Dutch & Japanese Trade Federation;;;;1;;1
Stichting Dutchbasecamp;;;;1;;1
Stichting duurzame PABO;;;;;2;2
Stichting Energie en Samenleving;1;;;;;1
Stichting Feeding Good;;;;1;;1
Stichting Food Valley;;;;1;;1
Stichting Fraude Film Festival;;;;;2;2
Stichting Global Reporting Initiative;;;;1;;1
Stichting Het Groene Brein;;;;1;;1
Stichting Holland Fresh Group;;;;3;;3
Stichting Holland Instrumentation;;;;1;;1
Stichting House of Denim;;;;1;;1
Stichting Humanity House;;;;1;;1
Stichting IHE Delft;;;;1;;1
Stichting Industrieel Toerisme;;;;1;;1
Stichting Instock;;;;1;;1
Stichting Internat. Perscentrum 'Nieuwspoort';1;;;1;2;2
Stichting IVN;3;;;;;3
Stichting Justitia et Pax Nederland;;;;1;;1
Stichting Kennispoort regio Zwolle;;;;1;;1
Stichting MVO Nederland;1;;;;;1
Stichting Netherlands Water Partnership (Nwp);;;;1;;1
Stichting Pleio;1;;;;2;2
Stichting Proeftuin Zwaagdijk;;;1;;;1
Stichting Rail Cargo Information Netherlands;1;;;;;1
Stichting Reos Foundation Europe;;;;1;;1
Stichting Reprorecht;1;;;;;1
Stichting Robin Hood Eindhoven;;;;1;;1
Stichting Springtij Festival Terschelling;;;;2;;2
Stichting Sterkin;1;;;;;1
Stichting Taste Before You Waste;;;;1;;1
Stichting Texperium;;;;1;;1
Stichting Toerisme Suriname S.T.S.;;;;2;;2
Stichting Tomato World;;;;1;;1
Stichting Trust Money ECM;;;;1;;1
Stichting Van Gogh Village Nuenen;;;;1;;1
Stichting VVV Midden-Limburg;;;1;;;1
Stichting Wereldhavenfestival Rotterdam;;;;1;;1
Stichting Westholland Foreign Investm. Agency;;;;2;;2
Stichting Wind Energie Evenementen;;;;2;;2
Stichting Zaans Museum;;;;1;;1
Strand Zuid;;;;2;;2
Strandclub Doen! Strand noord;;;;1;;1
Strategic Partnerships Global Alliance for Clean Cookstoves;;;;1;;1
Studio Esthic B.V.;;;;2;;2
Studio Geert Gratama;;;;1;1;1
Studio Hester Ezra;;;;2;;2
Studio Noodweer;;;;;1;1
Studio Tognini B.V.;;;;1;;1
Studio v. Graf. Vormgeving Jos Tigges B.V.;;;;1;4;4
Studiodet;;;1;;1;1
Studiostenvert;;;;1;;1
SubVice B.V.;;;1;;;1
Suiker Unie Green Energy;;;;2;;2
Sumo Den Haag II B.V.;;;1;;;1
Survalyzer Nederland B.V.;1;;;;;1
SurveyMonkey Inc.;1;;;;;1
Surya Restaurant Utrecht B.V.;;;1;;;1
Sustainable Outlook B.V.;;;;1;;1
SustainableMotion;;;;1;;1
Suus van den Akker;;;;1;;1
Suzanne Zijderveld;;;;1;;1
SV Business Catering GmbH;;;;1;;1
Sveriges Konsumenter;;;;1;;1
Synack;;;;1;;1
Syncasso Gerechtsdeurwaarders B.V.;1;;;;;1
Synpact Project Management B.V.;;;;3;;3
't Goude Hooft Exploitatie B.V.;;;;1;;1
't Hof van Eten;;;;1;;1
T&T Compet&t.b.v.;2;;;;;2
Taalstrategie;;;;;2;2
Tabasco;;;1;;;1
Taftie;2;;;;;2
Tanzania Tourist Board;;;;1;;1
Tasty Wok B.V.;;;1;;;1
Taxi Bakker Terschelling B.V.;;;;;1;1
Taxi Boersma;;;;;1;1
Taxibedrijf Van der Wijst;;;;1;;1
Teampro;;;;;1;1
Techwatch B.V.;;;;1;;1
Tekst & Speech Tekstbureau Jolly Kerkstra;;;;;1;1
Tekstwerk Timmermans;;;;;2;2
Ter;;;;1;;1
Teresa Alcaraz;;;;1;;1
Texel Saline B.V.;;;;1;;1
Textcetera B.V.;;;;;1;1
Teylers Museum;;;;1;;1
The Albus B.V.;;;;1;;1
The Basket Uithof B.V.;;;;1;;1
The Cape Craft and Design Institute (CCDI);;;;3;;3
The Council of European Energy Regulators CEER;2;;;;;2
The Economist Intelligence Unit Ltd.;2;;;;;2
The Financial Times Limited;3;;;;;3
The Hague Marriott;;;;1;;1
The Inside B.V.;;;;3;;3
The London Produce Show Limited;;;;1;;1
The Oddshop B.V.;;;;;3;3
Theaterhotel De Oranjerie B.V.;;;1;;;1
Things To Make And Do B.V.;;;;;1;1
Thomson Reuters (Professional) UK Ltd;3;;;;;3
tHUIS aan de AMSTEL;;;;1;;1
Tiemersma en Van Bokhorst Theaterprod. B.V.;;;;1;;1
Tiggelen Communicatie;;;;;1;1
Tineke Dijkstra Fotografie;;;;;1;1
Tint, Buro voor Grafische Vormgeving;;;;;1;1
TNO Informatie- enCommunicatietechnologie;;;;;2;2
TNS Nipo B.V.;;;;;1;1
To Amuse Haarlem B.V.;;;;1;;1
Tobias Smeets;;1;;;;1
Tochtstrips.nl;;;;;1;1
Today Designers B.V.;;;;;3;3
Tolkenhuis;;1;;;;1
Top Soft - Schmid + Siegenthäler consulting gmbh;;;;1;;1
Top Tours & Events;;;;1;;1
Topkapi Palace Sense Restaurant Scheveningen;;;;1;;1
Total Identity;1;;;;2;2
Total Identity B.V.;;;;;2;2
Totems Architecture B.V.;;;1;;1;1
Tower Leisure B.V.;;;;1;;1
Trade Fair Services International B.V.;;;;5;;5
Traffic Support Events B.V.;;;;1;;1
Transform B.V.;;;1;;;1
Trends For Rent B.V.;;;;1;;1
Turpin Distribution Services Ltd.;1;;;;;1
TVCN;;1;;;;1
Twiga Tours Ltd.;;;;1;;1
Twynstra Gudde Mobiliteit & Infrastruct. B.V.;;;;1;;1
Uganda Coffee Development Authority;;;;3;;3
Ugoo B.V.;;;1;;;1
'Uit je eigen stad' Horeca B.V.;;;;1;;1
Uitgeverij Den Hollander B.V.;1;;;;;1
Uitgeverij Digitalis;;;;;1;1
Uitgeverij Kerckebosch B.V.;1;;;;;1
Uitgeverij Noordhoek B.V.;1;;;;;1
Uitgeverij Paris B.V.;1;;;;;1
UN Development Business;1;;;;;1
United Food Concepts B.V.;;;;1;;1
University of Toronto Library;1;;;;;1
UrbanGuides;;;;1;;1
Urzad Ochrony Konkurencji i Konsumentow;;;;1;;1
V.d. Valk Hotel Apeldoorn de Cantharel B.V.;;;;1;;1
V.O.F. Alpina-van Houweninge & IJsselstijn;;;1;;;1
V.O.F. Bakkerij en Kruideniersbedrijf Caris;;;1;;;1
V.O.F. Bloembinderij Ben Stempher;;;1;;;1
V.O.F. Horeca Exploitatie Het Enschedéhuis;;;;1;;1
V.O.F. Multivlaai Cosijnse;;;1;;;1
V.O.F. Oosterhof;;;1;;;1
V.O.F. Zuiderzee;;;;1;;1
V2C2;;;;;1;1
Vakmedianet Food & Horeca B.V.;1;;;;;1
Valerie Kuypers Fotografie;;;;1;2;2
VAN Bien B.V.;;;1;;;1
Van Dijk Educatie B.V.;1;;;;;1
Van Dijk Zakelijk B.V.;5;;1;1;;5
Van Dis Catering;;;;1;;1
Van Essen van Raay B.V.;;;;1;;1
Van Geelen B.V.;;;;1;;1
Van Mill Fotografie;;;;1;1;1
Van Riemsdijk Verhuizingen B.V.;;;;1;;1
Van Slobbe B.V.;;;;1;;1
Van Stockum, Belinfante & Coebergh B.V.;1;;;;;1
Van Straalen, planten en decoraties;;;;1;;1
Van Tongeren Schoonmaak;;;;1;;1
Van Vlier Media B.V.;;;;;2;2
Van Zwanenburg Handelmaatschappij B.V.;;;1;;;1
Var, Vereniging voor Bestuursrecht;1;;;;;1
VCK Travel B.V.;;;;2;;2
Veen media;1;;;;;1
Veggierose;;;;1;;1
Veilingmeester B.V.;;;1;;;1
Velders & Novak IMC;;;;;2;2
Ver. Agr. natuur-/landsch.beh. Water, Land;;;;1;;1
Ver. Behart. Bel. Nederl. Neth. Aerospace Gr.;;;1;;;1
Ver. Dorpsbelangen Ten Post en omstreken;1;;;;;1
Ver. Fed. van Alg. Middelenman. bij de Overh.;1;;;;;1
Ver. het Nederlands Membranen Genootschap;1;;;;;1
Ver. Nederl. Historisch Scheepvaart Museum;;;1;;;1
Ver. voor Klachtrecht in de publieke sector;1;;;;;1
Verband der Automobilindustrie e. V. (VDA);;;;1;;1
Vereniging ACMalumni;;;;1;;1
Vereniging Buma;1;;;;;1
Vereniging BVF Platform;1;;;;;1
Vereniging Coin;1;;;;;1
Vereniging DOET;;;;;3;3
Vereniging FME-CWM;;;;4;;4
Vereniging JuristenRijk;1;;;;;1
Vereniging van Huurders 'Domus Medica';;;;;1;1
Vereniging van Milieuprofessionals;1;;;;;1
Vereniging van Registercontrollers;1;;;;;1
Vereniging VNO-NCW;;;;1;;1
Vereniging voor Agrarisch Recht;1;;;;;1
Vereniging voor Intellectuele Eigendom;1;;;;;1
Vereniging voor Mededingingsrecht;1;;;;;1
Vereniging voor Milieurecht;1;;;;;1
Verhuurbedrijf Paul B.V.;;;;1;;1
Verhuurservice Joop de Korte;;;;1;;1
Vermaat Leisure B.V.;;;;1;;1
Veron;1;;;;;1
Vetho B.V.;;;1;;;1
Vine and Wine Foundation of Armenia;;;;2;;2
Viparis Nord Villepinte;;;;1;;1
Vision 2 Watch B.V.;;;;;2;2
Visserie De Dagvisser;;;1;;;1
Visserijnieuws B.V.;1;;;;;1
Vite Press Mediabureau BV;;;;;1;1
VMC Organisatie en Communicatie;;;;1;2;2
VNO-NCW West;1;;;;;1
Voxx Communicatie-Adviseurs B.V.;;;;;6;6
Vrij Blikken;;;;;1;1
VSParticle Holding B.V.;;;;1;;1
VT Sport Incompany;;;;;3;3
VVV Assen B.V.;;;1;;;1
VVV Business B.V.;;;3;;;3
Wagenborg Watertaxi B.V.;;;;;1;1
WakaWaka B.V.;;;;1;;1
Walter de Gruyter GmbH;1;;;;;1
Water Innovation Consulting;;;;1;;1
Watertaxi Rotterdam B.V.;;;;1;;1
Webhelp Nederland B.V.;;;;;6;6
Wegener Media BV;;;;;2;2
Wegener Uitgeverij Gelderland;;;;;1;1
Wegrestaurant Kingma B.V.;;;1;;;1
WEKA Business Media B.V.;1;;;;;1
Wendy Mensink;;;;1;;1
Went Werkt Journalistiek;;;;1;;1
Wereld Atlantis B.V.;;;1;;;1
Werkgemeenschap Octrooi-Informatie Nederland;1;;;;;1
Westland ITL B.V.;;;;2;;2
Westmedia;;;;;1;1
Wiebe Kiestra Fotografie;;;;;1;1
WIJVANPS;;;;2;;2
Wilde Zwijnen B.V.;;;;1;;1
Winterhuis B.V.;;;;1;;1
WishWish NL B.V.;;;1;;;1
Wissenkerke;;;;1;;1
Wit Bestuurscommunicatie;;;;;3;3
Witte Ballons B.V.;;;1;;;1
Witte Vrouwenpoort B.V.;;;;1;;1
Wollerich;;;1;;;1
Wolters Kluwer Nederland B.V.;1;;;;;1
Woolthuiswerkt B.V.;;;;1;;1
World Association of Investment Promotion Agencies (WAIPA);1;;;;;1
WTC Expo B.V.;;;;1;;1
www.richardengelfriet.nl;;;;1;;1
Xerox;;;;;1;1
Xerox (Nederland) B.V.;1;;2;1;7;7
XS4ALL Internet B.V.;;;;;1;1
Yacht B.V.;;;;;3;3
Young Crowds B.V.;;;;;1;1
Your Op B.V.;;;;1;;1
Zambia Tourist Board;;;;1;;1
Zanzibar Association of Tour Operators;;;;1;;1
