FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.564,Berm met geleideconstructie,1 -> .5,Middenberm,T,600448990,2021-05-01T00:00:00,3338,3432,060044899020210501,KLK0007728549,L,I,,"LINESTRING (128195.77270000055 480962.2259000018, 128207.39809999987 480970.29190000147, 128245.18349999934 480997.5199000016, 128271.73629999906 481017.57719999924)"
wegbermen_wegvak.565,CADO,1 -> 1,Middenberm,T,600448990,2021-05-01T00:00:00,3432,3441,060044899020210501,KLK0007728548,L,I,,"LINESTRING (128271.73629999906 481017.57719999924, 128278.9178000018 481023.00180000067)"
wegbermen_wegvak.566,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,249357038,2021-05-01T00:00:00,0,313,024935703820210501,KLK0007720708,R,I,,"LINESTRING (124512.86600000039 478731.4140000008, 124523.39510000125 478734.29410000145, 124534.6398999989 478739.8134999983, 124545.80530000106 478747.1689000018, 124557.07660000026 478755.7413999997, 124568.3478000015 478766.74810000136, 124578.29619999975 478779.87139999866, 124585.33410000056 478790.61360000074, 124592.63659999892 478804.63650000095, 124598.66919999942 478818.3418999985, 124609.35830000043 478846.86410000175, 124621.37049999833 478883.2707999982, 124624.17500000075 478892.0020999983, 124630.5251000002 478908.8295999989, 124638.51550000161 478925.07510000095, 124646.29430000111 478938.4629999995, 124654.2846999988 478948.9404999986, 124661.4283999987 478956.9310000017, 124671.85310000181 478967.6730999984, 124685.16750000045 478979.44590000063)"
wegbermen_wegvak.567,Berm met geleideconstructie,4 -> 4,Buitenberm,H,249357038,2021-05-01T00:00:00,0,315,024935703820210501,KLK0008786416,R,I,,"LINESTRING (124512.86600000039 478731.4140000008, 124523.39510000125 478734.29410000145, 124534.6398999989 478739.8134999983, 124545.80530000106 478747.1689000018, 124557.07660000026 478755.7413999997, 124568.3478000015 478766.74810000136, 124578.29619999975 478779.87139999866, 124585.33410000056 478790.61360000074, 124592.63659999892 478804.63650000095, 124598.66919999942 478818.3418999985, 124609.35830000043 478846.86410000175, 124621.37049999833 478883.2707999982, 124624.17500000075 478892.0020999983, 124630.5251000002 478908.8295999989, 124638.51550000161 478925.07510000095, 124646.29430000111 478938.4629999995, 124654.2846999988 478948.9404999986, 124661.4283999987 478956.9310000017, 124671.85310000181 478967.6730999984, 124686.93430000171 478981.0080999993)"
wegbermen_wegvak.601,Verhoogde/verlaagde berm,,Buitenberm,H,474563014,2021-04-01T00:00:00,347,491,047456301420210401,KLK0009972920,R,I,,"LINESTRING (237091.03590000048 582198.6499000005, 237073.84200000018 582237.6229999997, 237036.6275999993 582331.9499999993)"
wegbermen_wegvak.602,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,474563014,2021-04-01T00:00:00,258,293,047456301420210401,KLK0009972919,R,I,,"LINESTRING (237126.95960000157 582117.2221000008, 237112.8322999999 582149.2441999987)"
wegbermen_wegvak.568,Geleide barriers,.5 -> .5,Buitenberm,H,250358048,2021-05-01T00:00:00,114,946,025035804820210501,KLK0007817613,L,I,,"LINESTRING (125516.56469999999 479421.20439999923, 125518.32360000163 479422.04250000045, 125539.00499999896 479432.12999999896, 125555.23090000078 479440.2109999992, 125578.02919999883 479451.97250000015, 125605.29179999977 479466.8145999983, 125627.38800000027 479479.4853999987, 125643.22890000045 479488.95650000125, 125659.47729999945 479499.000500001, 125678.53559999913 479511.2122000009, 125701.36349999905 479526.5115999989, 125724.43510000035 479542.72089999914, 125744.25299999863 479557.2619000003, 125755.66660000011 479565.9316000007, 125770.30700000003 479577.3398000002, 125786.13039999828 479590.13639999926, 125838.7322999984 479632.1262000017, 125868.683699999 479653.95369999856, 125902.40410000086 479677.5903000012, 125936.51139999926 479700.6651000008, 125970.99830000103 479723.16860000044, 125998.85399999842 479740.7569000013, 126002.35080000013 479742.93180000037, 126037.52760000154 479764.3409000002, 126041.06700000167 479766.44579999894, 126076.62959999964 479787.20749999955, 126105.3216000013 479803.39119999856, 126141.36230000108 479823.3126000017, 126177.40720000118 479843.22630000114, 126199.25789999962 479855.28610000014, 126218.30860000104 479863.89090000093)"
wegbermen_wegvak.569,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600448481,2021-05-01T00:00:00,0,36,060044848120210501,KLK0007729086,L,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125306.45279999822 479330.52529999986, 125323.32759999856 479338.05220000073)"
wegbermen_wegvak.570,RIMOB,1 -> 1,Buitenberm,T,600448482,2021-05-01T00:00:00,18,27,060044848220210501,KLK0007729085,L,I,,"LINESTRING (125393.73930000141 479369.1614000015, 125397.15340000018 479370.6908, 125402.2078000009 479372.14350000024)"
wegbermen_wegvak.571,Berm met geleideconstructie,.5 -> 1,Buitenberm,T,600448482,2021-05-01T00:00:00,27,38,060044848220210501,KLK0007729081,L,I,,"LINESTRING (125402.2078000009 479372.14350000024, 125412.34939999878 479375.0582999997)"
wegbermen_wegvak.572,RIMOB,1 -> 1,Buitenberm,H,600448514,2021-05-01T00:00:00,25,33,060044851420210501,KLK0007728565,L,I,,"LINESTRING (125082.5636 479213.8511000015, 125089.63670000061 479217.58889999986)"
wegbermen_wegvak.573,Berm met geleideconstructie,.5 -> 1,Buitenberm,H,600448514,2021-05-01T00:00:00,33,37,060044851420210501,KLK0007728564,L,I,,"LINESTRING (125089.63670000061 479217.58889999986, 125092.44420000166 479219.0725999996, 125093.16349999979 479219.47569999844)"
wegbermen_wegvak.574,Geleide barriers,1.5 -> .5,Buitenberm,H,600448514,2021-05-01T00:00:00,37,99,060044851420210501,KLK0007728563,L,I,,"LINESTRING (125093.16349999979 479219.47569999844, 125144.9376000017 479248.49430000037, 125147.23860000074 479249.8049999997)"
wegbermen_wegvak.575,Obstakelvrije berm,,Buitenberm,H,600448514,2021-05-01T00:00:00,99,144,060044851420210501,KLK0007728562,L,I,,"LINESTRING (125147.23860000074 479249.8049999997, 125170.02010000125 479262.78180000186, 125186.55750000104 479271.6853)"
wegbermen_wegvak.576,Uitgebogen,4 -> 10,Buitenberm,H,600448514,2021-05-01T00:00:00,144,261,060044851420210501,KLK0007728561,L,I,,"LINESTRING (125186.55750000104 479271.6853, 125274.79540000111 479319.19110000134, 125289.24760000035 479327.2049999982)"
wegbermen_wegvak.577,Berm met geleideconstructie,.5 -> .5,Middenberm,T,600448514,2021-05-01T00:00:00,0,261,060044851420210501,KLK0007728553,L,I,,"LINESTRING (125060.46020000055 479202.1704000011, 125092.44420000166 479219.0725999996, 125144.9376000017 479248.49430000037, 125170.02010000125 479262.78180000186, 125274.79540000111 479319.19110000134, 125289.24760000035 479327.2049999982)"
wegbermen_wegvak.578,RIMOB,3.5 -> 3.5,Buitenberm,H,600449023,2021-05-01T00:00:00,29,40,060044902320210501,KLK0007729159,L,I,,"LINESTRING (126337.3786999993 479932.1614000015, 126346.97619999945 479937.53610000014)"
wegbermen_wegvak.579,Geleide barriers,3.5 -> 3.5,Buitenberm,H,600449023,2021-05-01T00:00:00,40,176,060044902320210501,KLK0007729158,L,I,,"LINESTRING (126346.97619999945 479937.53610000014, 126425.3487999998 479981.42599999905, 126465.70380000025 480003.8663999997)"
wegbermen_wegvak.580,Geleide barriers,.5 -> 3.5,Buitenberm,H,600449023,2021-05-01T00:00:00,176,205,060044902320210501,KLK0007729157,L,I,,"LINESTRING (126465.70380000025 480003.8663999997, 126491.04879999906 480017.96009999886)"
wegbermen_wegvak.581,Geleide barriers,.5 -> .5,Buitenberm,H,600449023,2021-05-01T00:00:00,205,288,060044902320210501,KLK0007729156,L,I,,"LINESTRING (126491.04879999906 480017.96009999886, 126538.59070000052 480044.3969999999, 126562.92240000144 480059.43180000037)"
wegbermen_wegvak.582,Geleide barriers,.5 -> .5,Buitenberm,T,600449023,2021-05-01T00:00:00,0,291,060044902320210501,KLK0007729155,L,I,,"LINESTRING (126312.07620000094 479917.99159999937, 126425.3487999998 479981.42599999905, 126538.59070000052 480044.3969999999, 126565.47450000048 480061.00879999995)"
wegbermen_wegvak.583,Berm met geleideconstructie,1 -> 1,Middenberm,T,600449034,2021-05-01T00:00:00,0,101,060044903420210501,KLK0008077324,L,I,,"LINESTRING (128320.76260000095 481055.5890999995, 128402.50569999963 481115.70899999887)"
wegbermen_wegvak.584,Berm met geleideconstructie,4 -> 5,Buitenberm,H,600449034,2021-05-01T00:00:00,0,101,060044903420210501,KLK0007728531,L,I,,"LINESTRING (128320.76260000095 481055.5890999995, 128402.50569999963 481115.70899999887)"
wegbermen_wegvak.585,Berm met geleideconstructie,1 -> 1,Middenberm,T,256362014,2021-05-01T00:00:00,0,712,025636201420210501,KLK0008077324,L,I,,"LINESTRING (128402.50569999963 481115.70899999887, 128430.68699999899 481139.6656999998, 128470.28330000117 481177.07239999995, 128526.66699999943 481230.17159999907, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
wegbermen_wegvak.586,Berm met geleideconstructie,4 -> 5,Buitenberm,H,256362014,2021-05-01T00:00:00,0,160,025636201420210501,KLK0007728531,L,I,,"LINESTRING (128402.50569999963 481115.70899999887, 128430.68699999899 481139.6656999998, 128470.28330000117 481177.07239999995, 128520.18039999902 481224.0628999993)"
wegbermen_wegvak.587,Berm met geleideconstructie,3.5 -> 4,Buitenberm,H,256362014,2021-05-01T00:00:00,160,712,025636201420210501,KLK0007728523,L,I,,"LINESTRING (128520.18039999902 481224.0628999993, 128526.66699999943 481230.17159999907, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
wegbermen_wegvak.588,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,250358047,2021-05-01T00:00:00,0,102,025035804720210501,KLK0007729183,L,I,,"LINESTRING (125322.94339999929 479326.3145000003, 125337.36129999906 479334.21229999885, 125383.08139999956 479357.07229999825, 125412.34939999878 479375.0582999997)"
wegbermen_wegvak.589,Geleide barriers,3.5 -> 3.5,Buitenberm,H,600443592,2021-04-01T00:00:00,20,67,060044359220210401,KLK0007655342,R,I,,"LINESTRING (104107.6697999984 421213.97850000113, 104104.01689999923 421195.2045999989, 104098.87759999931 421168.4486999996, 104098.75890000165 421167.83089999855)"
wegbermen_wegvak.590,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600443592,2021-04-01T00:00:00,137,225,060044359220210401,KLK0009656873,R,I,,"LINESTRING (104085.64440000057 421099.0705000013, 104079.91770000011 421068.6576000005, 104075.53940000013 421045.4059999995, 104069.40399999917 421012.82279999927)"
wegbermen_wegvak.591,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600443592,2021-04-01T00:00:00,0,20,060044359220210401,KLK0010130721,R,I,,"LINESTRING (104111.49210000038 421233.60979999974, 104109.87680000067 421225.32119999826, 104107.6697999984 421213.97850000113)"
wegbermen_wegvak.592,Berm met geleideconstructie,3 -> 3,Buitenberm,H,461559009,2021-04-01T00:00:00,249,261,046155900920210401,KLK0009962219,R,I,,"LINESTRING (230778.97700000182 579543.3713999987, 230781.91299999878 579542.5210000016, 230790.5137999989 579540.0694000013)"
wegbermen_wegvak.593,Uitgebogen,4.5 -> 3,Buitenberm,H,461559009,2021-04-01T00:00:00,192,249,046155900920210401,KLK0008035995,R,I,,"LINESTRING (230724.29659999907 579559.4488000013, 230728.8359999992 579557.8949999996, 230778.97700000182 579543.3713999987)"
wegbermen_wegvak.594,Terminal,4.5 -> 4.5,Buitenberm,H,461559009,2021-04-01T00:00:00,191,192,046155900920210401,KLK0008035994,R,I,,"LINESTRING (230723.35049999878 579559.7725999989, 230724.29659999907 579559.4488000013)"
wegbermen_wegvak.595,Obstakelvrije berm,,Buitenberm,H,476561006,2021-04-01T00:00:00,58,154,047656100620210401,KLK0009960707,R,I,,"LINESTRING (238113.85110000148 580532.3946000002, 238135.61300000176 580503.324000001, 238173.64699999988 580457.9759999998)"
wegbermen_wegvak.596,Berm met geleideconstructie,1.5 -> 2.5,Middenberm,T,476561006,2021-04-01T00:00:00,0,154,047656100620210401,KLK0010038295,R,I,,"LINESTRING (238079.09299999848 580578.8260000013, 238135.61300000176 580503.324000001, 238173.64699999988 580457.9759999998)"
wegbermen_wegvak.597,Obstakelvrije berm,,Buitenberm,H,476560005,2021-04-01T00:00:00,0,129,047656000520210401,KLK0009960707,R,I,,"LINESTRING (238173.64699999988 580457.9759999998, 238205.74300000072 580423.9349999987, 238239.2809999995 580391.0379999988, 238263.98800000176 580365.9167999998)"
wegbermen_wegvak.598,Berm met geleideconstructie,1.5 -> 2.5,Middenberm,T,476560005,2021-04-01T00:00:00,0,262,047656000520210401,KLK0010038295,R,I,,"LINESTRING (238173.64699999988 580457.9759999998, 238205.74300000072 580423.9349999987, 238239.2809999995 580391.0379999988, 238275.7250000015 580353.9829999991, 238329.73999999836 580309.2520000003, 238367.49300000072 580282.4899999984)"
wegbermen_wegvak.599,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,474563014,2021-04-01T00:00:00,497,504,047456301420210401,KLK0009972922,R,I,,"LINESTRING (237034.42570000142 582337.5313999988, 237032.03500000015 582343.5909999982)"
wegbermen_wegvak.600,RIMOB,3.5 -> 3.5,Buitenberm,H,474563014,2021-04-01T00:00:00,491,497,047456301420210401,KLK0009972921,R,I,,"LINESTRING (237036.6275999993 582331.9499999993, 237034.42570000142 582337.5313999988)"
wegbermen_wegvak.603,RIMOB,4.5 -> 4.5,Buitenberm,H,474563014,2021-04-01T00:00:00,248,258,047456301420210401,KLK0009972918,R,I,,"LINESTRING (237130.99590000138 582108.072900001, 237126.95960000157 582117.2221000008)"
wegbermen_wegvak.604,Obstakelvrije berm,,Buitenberm,H,474563014,2021-04-01T00:00:00,60,248,047456301420210401,KLK0009972908,R,I,,"LINESTRING (237212.29089999944 581938.5773999989, 237200.6640000008 581962.5289999992, 237142.563000001 582081.8539999984, 237130.99590000138 582108.072900001)"
wegbermen_wegvak.605,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,H,474563014,2021-04-01T00:00:00,0,60,047456301420210401,KLK0009972907,R,I,,"LINESTRING (237238.49300000072 581884.6009999998, 237212.29089999944 581938.5773999989)"
wegbermen_wegvak.606,Berm met geleideconstructie,1 -> 1,Middenberm,T,474563014,2021-04-01T00:00:00,0,504,047456301420210401,KLK0010048525,R,I,,"LINESTRING (237238.49300000072 581884.6009999998, 237200.6640000008 581962.5289999992, 237142.563000001 582081.8539999984, 237073.84200000018 582237.6229999997, 237032.03500000015 582343.5909999982)"
wegbermen_wegvak.607,Obstakelvrije berm,,Buitenberm,H,474563014,2021-04-01T00:00:00,293,347,047456301420210401,KLK0004027662,R,I,,"LINESTRING (237112.8322999999 582149.2441999987, 237091.03590000048 582198.6499000005)"
wegbermen_wegvak.608,Berm met geleideconstructie,1 -> 1.5,Buitenberm,T,600151919,2021-04-01T00:00:00,49,166,060015191920210401,KLK0009962368,L,I,,"LINESTRING (238202.28840000182 580597.5874000005, 238205.7960000001 580590.8590000011, 238209.0639999993 580582.8509999998, 238211.17799999937 580574.2650000006, 238211.72199999914 580564.0460000001, 238210.49300000072 580553.5830000006, 238204.48299999908 580540.6609999985, 238195.57699999958 580531.307, 238185.83799999952 580525.4120000005, 238175.90700000152 580522.3370000012, 238164.24700000137 580522.0799999982, 238154.92399999872 580523.9059999995, 238154.0188000016 580524.4222999997)"
wegbermen_wegvak.609,Terminal,1.5 -> 1.5,Buitenberm,T,600151919,2021-04-01T00:00:00,48,49,060015191920210401,KLK0009962369,L,I,,"LINESTRING (238201.82620000094 580598.4741000012, 238202.28840000182 580597.5874000005)"
wegbermen_wegvak.610,Ondergronds,4 -> 4,Buitenberm,H,298375007,2021-04-01T00:00:00,267,268,029837500720210401,KLK0007000923,R,I,,"LINESTRING (149290.04809999838 488235.5797000006, 149289.42969999835 488236.3654999994)"
wegbermen_wegvak.611,Berm met geleideconstructie,1.5 -> 1.5,Middenberm,T,298375007,2021-04-01T00:00:00,266,356,029837500720210401,KLK0008641584,R,I,,"LINESTRING (149290.6666000001 488234.7939000018, 149281.06700000167 488246.9910000004, 149258.20899999887 488267.63800000027, 149233.62900000066 488283.86100000143, 149221.52299999818 488290.74500000104)"
wegbermen_wegvak.612,Berm met geleideconstructie,4 -> 4,Buitenberm,H,298375007,2021-04-01T00:00:00,268,356,029837500720210401,KLK0008641582,R,I,,"LINESTRING (149289.42969999835 488236.3654999994, 149281.06700000167 488246.9910000004, 149258.20899999887 488267.63800000027, 149233.62900000066 488283.86100000143, 149221.52299999818 488290.74500000104)"
wegbermen_wegvak.613,Verhoogde/verlaagde berm,,Buitenberm,H,298375007,2021-04-01T00:00:00,158,267,029837500720210401,KLK0008641581,R,I,,"LINESTRING (149334.37040000036 488137.46379999816, 149332.9299999997 488147.4439999983, 149327.76799999923 488167.1079999991, 149319.2890000008 488187.6319999993, 149307.98200000077 488210.73699999973, 149297.41299999878 488226.22199999914, 149290.04809999838 488235.5797000006)"
wegbermen_wegvak.614,Verhoogde/verlaagde berm,,Middenberm,T,298375007,2021-04-01T00:00:00,0,265,029837500720210401,KLK0008641576,R,I,,"LINESTRING (149326.91800000146 487980.43299999833, 149326.88899999857 488011.6420000009, 149328.16899999976 488035.3379999995, 149331.69799999893 488064.8779999986, 149336.00299999863 488083.9059999995, 149337.47700000182 488098.1629999988, 149336.37099999934 488123.6020000018, 149332.9299999997 488147.4439999983, 149327.76799999923 488167.1079999991, 149319.2890000008 488187.6319999993, 149307.98200000077 488210.73699999973, 149297.41299999878 488226.22199999914, 149291.28510000184 488234.0080999993)"
wegbermen_wegvak.615,Obstakelvrije berm,,Buitenberm,H,298375007,2021-04-01T00:00:00,0,158,029837500720210401,KLK0008641574,R,I,,"LINESTRING (149326.91800000146 487980.43299999833, 149326.88899999857 488011.6420000009, 149328.16899999976 488035.3379999995, 149331.69799999893 488064.8779999986, 149336.00299999863 488083.9059999995, 149337.47700000182 488098.1629999988, 149336.37099999934 488123.6020000018, 149334.37040000036 488137.46379999816)"
wegbermen_wegvak.616,Ondergronds,1.5 -> 1.5,Middenberm,T,298375007,2021-04-01T00:00:00,265,266,029837500720210401,KLK0008641583,R,I,,"LINESTRING (149291.28510000184 488234.0080999993, 149290.6666000001 488234.7939000018)"
wegbermen_wegvak.617,Berm met geleideconstructie,2 -> 2,Buitenberm,T,298376002,2021-04-01T00:00:00,401,493,029837600220210401,KLK0008642540,R,I,,"LINESTRING (149376.94449999928 488332.9796999991, 149381.2960000001 488345.30900000036, 149396.4149999991 488374.48699999973, 149414.1330000013 488400.2950000018, 149422.58399999887 488411.80999999866)"
wegbermen_wegvak.618,Ondergronds,2 -> 2,Buitenberm,T,298376002,2021-04-01T00:00:00,400,401,029837600220210401,KLK0008642539,R,I,,"LINESTRING (149376.61169999838 488332.0366999991, 149376.94449999928 488332.9796999991)"
wegbermen_wegvak.619,Berm met geleideconstructie,2 -> 2,Buitenberm,T,298376010,2021-04-01T00:00:00,0,3,029837601020210401,KLK0008642540,R,I,,"LINESTRING (149422.58399999887 488411.80999999866, 149424.688000001 488413.94849999994)"
wegbermen_wegvak.620,Berm met geleideconstructie,1 -> .25,Buitenberm,H,371427033,2021-04-01T00:00:00,0,37,037142703320210401,KLK0008129179,R,I,,"LINESTRING (185871.51900000125 513750.3929999992, 185861.87900000066 513779.06599999964, 185859.76000000164 513785.4919999987)"
wegbermen_wegvak.621,Berm met geleideconstructie,1.25 -> .25,Middenberm,T,371427033,2021-04-01T00:00:00,0,37,037142703320210401,KLK0009694437,R,I,,"LINESTRING (185871.51900000125 513750.3929999992, 185861.87900000066 513779.06599999964, 185859.76000000164 513785.4919999987)"
wegbermen_wegvak.622,Berm met geleideconstructie,1 -> 1.25,Middenberm,T,600145505,2021-04-01T00:00:00,0,85,060014550520210401,KLK0008225114,L,I,,"LINESTRING (194740.17300000042 320752.93200000003, 194660.36740000173 320723.67339999974)"
wegbermen_wegvak.623,Berm met geleideconstructie,2 -> 1,Middenberm,T,600145505,2021-04-01T00:00:00,85,117,060014550520210401,KLK0008201436,L,I,,"LINESTRING (194660.36740000173 320723.67339999974, 194630.32290000096 320712.65839999914)"
wegbermen_wegvak.624,Berm met geleideconstructie,2 -> 2,Middenberm,T,600145505,2021-04-01T00:00:00,117,199,060014550520210401,KLK0009940367,L,I,,"LINESTRING (194630.32290000096 320712.65839999914, 194553.41200000048 320684.4609999992)"
wegbermen_wegvak.625,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600145505,2021-04-01T00:00:00,0,199,060014550520210401,KLK0006019605,L,I,,"LINESTRING (194740.17300000042 320752.93200000003, 194553.41200000048 320684.4609999992)"
wegbermen_wegvak.626,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600212246,2021-05-01T00:00:00,0,34,060021224620210501,KLK0008201074,L,I,,"LINESTRING (189986.80029999837 326884.43730000034, 189973.55070000142 326889.48580000177, 189957.93129999936 326901.68890000135)"
wegbermen_wegvak.627,Geleide barriers,.5 -> .5,Buitenberm,T,253360059,2021-05-01T00:00:00,0,163,025336005920210501,KLK0007729127,L,I,,"LINESTRING (126941.36400000006 480265.65520000085, 127033.07229999825 480318.0031999983, 127080.95870000124 480343.439199999, 127084.3434999995 480344.64730000123)"
wegbermen_wegvak.628,Geleide barriers,.5 -> .5,Buitenberm,H,600448997,2021-05-01T00:00:00,54,87,060044899720210501,KLK0007729131,L,I,,"LINESTRING (126703.87370000035 480134.4034000002, 126727.47709999979 480147.1512000002, 126732.86679999903 480150.16310000047)"
wegbermen_wegvak.629,Geleide barriers,3.5 -> .5,Buitenberm,H,600448997,2021-05-01T00:00:00,87,124,060044899720210501,KLK0007729130,L,I,,"LINESTRING (126732.86679999903 480150.16310000047, 126765.16569999978 480168.2124999985)"
wegbermen_wegvak.630,Geleide barriers,3.5 -> 3.5,Buitenberm,H,600448997,2021-05-01T00:00:00,124,281,060044899720210501,KLK0007729129,L,I,,"LINESTRING (126765.16569999978 480168.2124999985, 126821.03400000185 480199.43299999833, 126902.51049999893 480244.27259999886)"
wegbermen_wegvak.631,RIMOB,.5 -> .5,Buitenberm,H,600448997,2021-05-01T00:00:00,46,54,060044899720210501,KLK0007729132,L,I,,"LINESTRING (126696.83469999954 480130.60170000046, 126703.87370000035 480134.4034000002)"
wegbermen_wegvak.632,RIMOB,.5 -> .5,Buitenberm,T,600448997,2021-05-01T00:00:00,46,54,060044899720210501,KLK0007729128,L,I,,"LINESTRING (126696.83469999954 480130.60170000046, 126703.87370000035 480134.4034000002)"
wegbermen_wegvak.633,Geleide barriers,.5 -> .5,Buitenberm,T,600448997,2021-05-01T00:00:00,54,325,060044899720210501,KLK0007729127,L,I,,"LINESTRING (126703.87370000035 480134.4034000002, 126727.47709999979 480147.1512000002, 126821.03400000185 480199.43299999833, 126941.36400000006 480265.65520000085)"
wegbermen_wegvak.634,Geleide barriers,.5 -> .5,Buitenberm,H,252359060,2021-05-01T00:00:00,0,991,025235906020210501,KLK0007817613,L,I,,"LINESTRING (126218.30860000104 479863.89090000093, 126232.60229999945 479869.66899999976, 126273.33469999954 479889.6116000004, 126311.52829999849 479908.8515000008, 126335.63940000162 479921.8412999995, 126373.44200000167 479942.7261000015, 126435.8300999999 479977.1937999986, 126558.12719999999 480044.7595000006, 126579.46009999886 480056.5452999994, 126592.67650000006 480063.84699999914, 126646.20190000162 480093.4182999991, 126688.15619999915 480116.5967999995, 126731.82420000061 480140.7221000008, 126777.47170000151 480165.94110000134, 126829.67430000007 480194.7815000005, 126867.41160000116 480215.6303000003, 126898.79830000177 480232.9706000015, 126922.09090000018 480245.8390999995, 126949.73699999973 480261.118999999, 127084.3434999995 480344.64730000123)"
wegbermen_wegvak.635,RIMOB,.5 -> .5,Buitenberm,T,252359060,2021-05-01T00:00:00,137,146,025235906020210501,KLK0007729079,L,I,,"LINESTRING (126340.95839999989 479924.7798999995, 126348.83610000089 479929.132100001)"
wegbermen_wegvak.636,Geleide barriers,.5 -> .5,Buitenberm,T,252359060,2021-05-01T00:00:00,146,821,025235906020210501,KLK0007729078,L,I,,"LINESTRING (126348.83610000089 479929.132100001, 126373.44200000167 479942.7261000015, 126435.8300999999 479977.1937999986, 126558.12719999999 480044.7595000006, 126579.46009999886 480056.5452999994, 126592.67650000006 480063.84699999914, 126646.20190000162 480093.4182999991, 126688.15619999915 480116.5967999995, 126731.82420000061 480140.7221000008, 126777.47170000151 480165.94110000134, 126829.67430000007 480194.7815000005, 126867.41160000116 480215.6303000003, 126898.79830000177 480232.9706000015, 126922.09090000018 480245.8390999995, 126939.66250000149 480255.5507999994)"
wegbermen_wegvak.637,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600443610,2021-04-01T00:00:00,72,107,060044361020210401,KLK0007655380,R,I,,"LINESTRING (104048.85399999842 420944.0817999989, 104045.11309999973 420929.1552999988, 104043.2873999998 420921.05900000036, 104040.70670000091 420910.5229999982)"
wegbermen_wegvak.638,Terminal,3.5 -> 3.5,Buitenberm,H,600443610,2021-04-01T00:00:00,71,72,060044361020210401,KLK0007655379,R,I,,"LINESTRING (104049.09710000083 420945.0518000014, 104048.85399999842 420944.0817999989)"
wegbermen_wegvak.639,Berm met geleideconstructie,.75 -> .75,Buitenberm,T,600443611,2021-04-01T00:00:00,36,213,060044361120210401,KLK0008695545,R,I,,"LINESTRING (104028.1660999991 420876.92639999837, 104025.32220000029 420871.39660000056, 104015.40029999986 420858.2996999994, 103997.43510000035 420844.03869999945, 103980.4488000013 420835.7835999988, 103948.38120000064 420827.36989999935, 103905.35990000144 420819.43239999935, 103870.14079999924 420815.0108000003)"
wegbermen_wegvak.640,Berm met geleideconstructie,.75 -> .75,Buitenberm,H,600443611,2021-04-01T00:00:00,62,213,060044361120210401,KLK0008695544,R,I,,"LINESTRING (104012.77580000088 420856.2162999995, 103997.43510000035 420844.03869999945, 103980.4488000013 420835.7835999988, 103948.38120000064 420827.36989999935, 103905.35990000144 420819.43239999935, 103870.14079999924 420815.0108000003)"
wegbermen_wegvak.641,RIMOB,1 -> .75,Buitenberm,T,600443611,2021-04-01T00:00:00,32,36,060044361120210401,KLK0007655383,R,I,,"LINESTRING (104029.99549999833 420880.4836000018, 104028.1660999991 420876.92639999837)"
wegbermen_wegvak.642,Berm met geleideconstructie,3.5 -> .75,Buitenberm,H,600443611,2021-04-01T00:00:00,29,62,060044361120210401,KLK0007655381,R,I,,"LINESTRING (104031.3674999997 420883.15139999986, 104025.32220000029 420871.39660000056, 104015.40029999986 420858.2996999994, 104012.77580000088 420856.2162999995)"
wegbermen_wegvak.643,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600443611,2021-04-01T00:00:00,0,29,060044361120210401,KLK0007655380,R,I,,"LINESTRING (104040.70670000091 420910.5229999982, 104038.15450000018 420900.1039999984, 104032.46599999815 420885.28730000183, 104031.3674999997 420883.15139999986)"
wegbermen_wegvak.644,Berm met geleideconstructie,.75 -> 1.25,Buitenberm,H,600443619,2021-04-01T00:00:00,73,83,060044361920210401,KLK0007655363,R,I,,"LINESTRING (103985.61430000141 420708.9230999984, 103976.81670000032 420711.8555999994, 103976.1261 420712.08150000125)"
wegbermen_wegvak.645,Berm met geleideconstructie,.75 -> .75,Buitenberm,H,600443619,2021-04-01T00:00:00,0,73,060044361920210401,KLK0007655362,R,I,,"LINESTRING (104057.85020000115 420699.29659999907, 103991.69949999824 420706.8946999982, 103985.61430000141 420708.9230999984)"
