FID,bevoegd_ge,vergunning,lozingsobj,x_coordina,y_coordina,vestiging,huisnummer,toevoeging,locatieoms,postcodege,postcodele,plaatsnaam,naam_1e_cp,telefoon_1,fax_1e_cp,email_1e_c,naam_2e_cp,telefoon_2,fax_2e_cp,email_2e_c,e_cp_bg,e_cp_bg_1,tno_nummer,ippc_plich,ippc_kerna,ind_actief,se_anno_cad_data,gdb_geomattr_data,shape
lozingsobjecten.88,ZHXXROTTERDAM,Lyondell Chemie Nederland B.V.,ARCOMV,61248,443118,Australieweg,7, ,"Europaweg, Maasvlakte",3199,KB,MAASVLAKTE ROTTERDAM,B.M. Wesseling,0181-235253, , ,R. van Spanje,0181-235310, , ,ZHARWBVH, ,115036,J,19,J,,,POINT (61248.00010000169 443118)
lozingsobjecten.89,ZHXXROTTERDAM,Lyondell Chemie Nederland B.V.,ARCOOUD,76885,432950,Theemsweg,14, , ,3197,KM,BOTLEK ROTTERDAM,Dhr. W. Garcia,0181-294501, , ,Dhr. R. Bal,0181-294741, , ,ZHARWBVH, ,10004,J,19,J,,,POINT (76885.0001000017 432950)
lozingsobjecten.90,ZHXXROTTERDAM,MAASVLAKTE OLIE TERMINAL C.V.,MVOLIETE,63911,443820,EUROPAWEG,975, , ,3199,LD,MAASVLAKTE RT,Dhr. L. Kloet, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (63911 443820.0001000017)
lozingsobjecten.91,ZHXXROTTERDAM,MEBIN B.V.,MEBINEUR,67640,440097,Dintelweg,125, , ,0, ,EUROPOORT ROTTERDAM,Dhr. Jan Bart Vollebregt,651103434,181244601,jvollebregt@mebin.nl, , , , ,ZHARWABR, , ,N, ,J,,,POINT (67640 440096.9998999983)
lozingsobjecten.92,ZHXXROTTERDAM,MEBIN B.V.,MEBINP4,90437,432989,Opijnenstraat,30, , ,3087,CG,ROTTERDAM,Dhr. Jan Bart Vollebregt,651103434,181244601,jvollebregt@mebin.nl, , , , ,ZHARWABR, , ,N, ,J,,,POINT (90436.9998999983 432988.9998999983)
lozingsobjecten.93,ZHXXROTTERDAM,MEBIN B.V.,MEBINSPUI,87673,427163,SPUIDIJK,2, ,Betonmortelcentrale,3262,LH,OUD BEIJERLAND,?, , , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (87673 427162.9998999983)
lozingsobjecten.94,ZHXXROTTERDAM,MERWEDE shipyard,MERWERFR,118680,425805,RIVIERDIJK,509, , ,3372,BZ,HARDINXVELD GIESSENDAM,Dhr. J.J. Meerkerk,0184-677462, ,jj.meerkerk@ihcmerwede.com, , , , ,ZHARWEVE, , ,N, ,J,,,POINT (118680 425805.0001000017)
lozingsobjecten.95,ZHXXROTTERDAM,MTU Detroit Diesel Benelux,ROODDORD,107875,425668,Merwedestraat,86, , ,3313,CS,DORDRECHT,Koos Plasmans,786395741,786395780,koos.plasmans@mtudd-benelux.com, , , , ,ZHARWBVH, , ,N, ,J,,,POINT (107875 425668)
lozingsobjecten.96,ZHXXROTTERDAM,Maas Silo B.V.,GEMBOTLE,78059,433524,Montrealweg,151, , ,3197,KH,BOTLEK ROTTERDAM,A. Piepenbroek, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (78059.0001000017 433524)
lozingsobjecten.97,ZHXXROTTERDAM,Maatschap Europoort Terminal,MAFINA,74319,436785,Moezelweg,101, , ,3198,LS,EUROPOORT ROTTERDAM,H.J. Moor, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (74319.0001000017 436784.9998999983)
lozingsobjecten.98,ZHXXROTTERDAM,Magnesiet en Amarilfabrieken MAF B.V.,MAFSCHIEDAM,84148,435800,Kon Wilhelminahaven NZ,21,NZ,"Be-/verwerken van ertsen,minerale",3134,KE,VLAARDINGEN,P.E.J.G.M van der Ven,010-4601144, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (84148 435799.9998999983)
lozingsobjecten.99,ZHXXROTTERDAM,Maxit Nederland BV.,MEBINBOT,79391,433329,1e Welplaatdwarsweg,9, , ,3197,KT,BOTLEK ROTTERDAM,Dhr. J. Jongbloed,31402597911, , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (79391 433328.9998999983)
lozingsobjecten.100,ZHXXROTTERDAM,"Melissant B.V., Drogerij",MELISANT,66926,421638,Westhavendijk,61, , ,3247,LL,DIRKSLAND,N.C. Otter, , , , , , , ,ZHARWMVO, , ,N, ,J,,,POINT (66926 421638)
lozingsobjecten.101,ZHXXROTTERDAM,Meneba B.V.,MENEROT,93000,434553,Brielselaan,115, ,Meelfabriek,3081,AB,ROTTERDAM,Dhr. J. de Jonge,31104238433, , ,Dhr. M. Kuijer, , , ,ZHARWMVO, ,11034,J,29,J,,,POINT (93000 434553.0001000017)
lozingsobjecten.102,ZHXXROTTERDAM,Mercon Steel Structures B.V.,MERCONGO,125539,426629,Krinkelwinkel,6,-8, ,4202,LN,GORINCHEM,dhr. Jouke Koning, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (125539.0001000017 426629)
lozingsobjecten.103,ZHXXROTTERDAM,"Mobil, Maatschap Europoort Terminal",MOBILEUR,74180,436690,Moezelweg,101, , ,3198,LS,EUROPOORT ROTTERDAM,onbekend, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (74180 436689.9998999983)
lozingsobjecten.104,ZHXXROTTERDAM,N.V. SLIBVERWERKING NOORD-BRABANT,SLIBNBR,99131,411511,MIDDENWEG,38, ,havennummer M348,4782,PM,MOERDIJK,Dhr. L.D. Korving,31168382060,31168382061, , , , , ,ZHARWJVT, ,47001,J,22,J,,,POINT (99131 411511)
lozingsobjecten.105,ZHXXROTTERDAM,N.V.HYDRON ZUID-HOLLAND,WMZWIJN,104997,426067,RINGDIJK,192, , ,3332,LD,ZWIJNDRECHT,Dhr. A. Haasnoot,0182-593530, , , , , , ,ZHARWGKE, , ,N, ,J,,,POINT (104997.0001000017 426067.0001000017)
lozingsobjecten.106,ZHXXROTTERDAM,NEDSTAAL B.V.,NEDSTAAL,105025,429630,RUIGENHIL,3, ,Staalfabriek (opslaan Schroot),2952,AR,ALBLASSERDAM,Dhr. R van Wijck,31786923752,31786923712,reinier.vanwijck@nedstaal.nl, , , , ,ZHARWBVH, ,10078,J,6,J,,,POINT (105025.0001000017 429629.9998999983)
lozingsobjecten.107,ZHXXROTTERDAM,NU3 B.V.,HYDROVLA,81208,435185,Maassluisedijk,103, , ,3130,AB,VLAARDINGEN,R. Biesheuvel,010-2482410, , ,J.van Damme,0115-474364, , ,ZHARWTFA, ,115186,J,38,J,,,POINT (81208 435184.9998999983)
lozingsobjecten.108,ZHXXROTTERDAM,Nederlandse Gasunie N.V.,NGASUNIE,84289,434404,Missouriweg,55, , ,3199,LB,MAASVLAKTE ROTTERDAM,M.R. Biesheuve,0181-362177, , , , , , ,ZHARWBVH, , ,N, ,J,,,POINT (84289.0001000017 434403.9998999983)
lozingsobjecten.109,ZHXXROTTERDAM,Neste Resins B.V.,NESTEOY,72379,438782,Merwedeweg,12, , ,3198,LH,EUROPOORT ROTTERDAM,Mevr. M.H. Hampel -Merkelbach,010-4389397,010-4166217,marion.hampel@bc.akzonobel.com, , , , ,ZHARWBVH, ,10002,J,19,J,,,POINT (72379.0001000017 438782)
lozingsobjecten.110,ZHXXROTTERDAM,Nieuwe Waterweg Silo B.V.,SOUFFLET,86623,434994,Nieuwe Waterwegstraat,53, , ,2115,HE,SCHIEDAM,J. Maasdam,010-4267288, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (86623 434994.0001000017)
lozingsobjecten.111,ZHXXROTTERDAM,OCEANCO SHIPYARDS,GNMABOU,104486,430442,ZUIDERSTEK,40, ,Scheepswerf,2952,AZ,ALBLASSERDAM,Dhr. H. van Eggelen,31651429417,31786995398,henkve@oceanco.nl,Dhr. Baet van Doren,31653215202, ,bartd@oceano.nl,ZHARWEVE, , ,N, ,J,,,POINT (104486 430442)
lozingsobjecten.112,ZHXXROTTERDAM,ODFJELL TERMINALS  (Rotterdam) B.V.,PAKTBOT,81150,433005,OUDE MAASWEG,6, , ,3197,KJ,BOTLEK RT,Dhr. Luteijn,31102953756, , ,Dhr. S. van der Ploeg,31102953452, ,Sander.van.der.Ploeg@odfjell.com,ZHARWJVT, , ,N, ,J,,,POINT (81150 433005.0001000017)
lozingsobjecten.113,ZHXXROTTERDAM,OMYA BEHEER B.V.,COATMOHOL,99683,411496,MIDDENWEG,47, , ,4782,AB,MOERDIJK,Dhr P. Baud,31168409020,31168409024,patrick.baud@coatex.com, , , , ,ZHARWMME, ,200407,J,19,J,,,POINT (99683.0001000017 411495.9998999983)
lozingsobjecten.114,ZHXXROTTERDAM,Odfjell Terminals Maritiem B.V.,AVB,81550,433510,Oude Maasweg,5, , ,3197,KJ,BOTLEK ROTTERDAM,Dhr. A. van der Spek,010-2951360, , ,Dhr. M.J. van Rijn,010-2953756, , ,ZHARWJVT, ,12160,J,20,J,,,POINT (81550 433510.0001000017)
lozingsobjecten.115,ZHXXROTTERDAM,Ovako Wire B.V.,NEDSTA,104835,429925,RUIGENHIL,3, ,Draadwalserij,2952,AR,ALBLASSERDAM,Ir. I. Dani?lse,06-20410605,078-6923192,ingrid.danielse@ovako.com, , , , ,ZHARWBVH, ,200781,J,7,J,,,POINT (104834.9998999983 429925.0001000017)
lozingsobjecten.116,ZHXXROTTERDAM,P. VAN DER KOOIJ GROEP N.V.,KOOYSCHIE,86397,435371,NIEUWE WATERWEGSTRAAT,21, ,Zand/grindhandel & recycling afva,3115,HE,SCHIEDAM,Dhr. P. v/d Kooij,010-4737422, , ,Dhr. A.J. Poot, , , ,ZHARWMME, , ,N, ,J,,,POINT (86397.0001000017 435371)
lozingsobjecten.117,ZHXXROTTERDAM,Pon Power BV.,GEVEKEPA,109210,426753,Ketelweg,20, , ,3356,LE,PAPENDRECHT,Henk Scheermeijer,078-6420420,078-6157122, , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (109210.0001000017 426753.0001000017)
lozingsobjecten.118,ZHXXROTTERDAM,"Poortugaal, Watersportvereniging",WSVPOORT,87283,429171,Albrandswaardsedijk,22, , ,3171,TH,POORTUGAAL,D. Liefhebber,010-5012219, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (87283.0001000017 429171)
lozingsobjecten.119,ZHXXROTTERDAM,Premonta C.V.,BAILEYNL,106022,433633,Lekdijk,266,a, ,2957,CL,NIEUW LEKKERLAND,Premonta C.V. (v/h Bailey N.V.), , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (106021.9998999983 433633.0001000017)
lozingsobjecten.120,ZHXXROTTERDAM,Promelca,NESTLEGO,125093,426863,Timorstraat,22, , ,4202,MA,GORINCHEM,Dr. Ir. J.C. de Reu, , , , , , , ,ZHARWMVO, ,12172,J,30,J,,,POINT (125093 426863.0001000017)
lozingsobjecten.121,ZHXXROTTERDAM,Provimi B.V.,PROROTNM,92925,435243,Veerlaan,17,23, ,3072,AN,ROTTERDAM,"Asselt, A.A. van", , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (92924.9998999983 435242.9998999983)
lozingsobjecten.122,ZHXXROTTERDAM,QUARON,EPENHUYZ,101890,424215,Noordweg,3, , ,3336,LK,ZWIJNDRECHT,J.H.van Etten,31620607743,31786191830,ketten@quaron.com, , , , ,ZHARWBVH, , ,N, ,J,,,POINT (101890 424214.9998999983)
lozingsobjecten.123,ZHXXROTTERDAM,RISC Education & Training  B.V.,RISCBV,64990,439505,Beerweg,101, , ,3199,LM,MAASVLAKTE ROTTERDAM,W.M.Eerland, , , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (64990.00010000169 439505)
lozingsobjecten.124,ZHXXROTTERDAM,Recept Compostering B.V.,RECEPTROTT,68083,440900,Elbeweg,96, , ,3198,LC,EUROPOORT ROTTERDAM,P.Hendriks 0181-262035, , , ,H.W.Collee 078-6906809, , , ,ZHARWJVT, , ,N, ,N,,,POINT (68083 440900.0001000017)
lozingsobjecten.125,ZHXXROTTERDAM,Recycling Kombinatie v.o.f.,NEMOMAVPRT,82612,434142,Vondelingenplaat,17, , ,3196,KL,VONDELINGENPLAAT RT,Dhr. M. van Diepen,31651839555, ,marcel.van.diepen@bentumrecycling., , , , ,ZHARWJVT, ,114814,J,20,J,,,POINT (82612.0001000017 434141.9998999983)
lozingsobjecten.126,ZHXXROTTERDAM,"Ridderkerk, Stichting Jachthaven",JHRIDDER,102642,431983,Havenkade,24, , ,2984,AA,RIDDERKERK,Dhr. Rijsdijk, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (102642.0001000017 431982.9998999983)
lozingsobjecten.127,ZHXXROTTERDAM,"Rijkswaterstaat, directie ZH",AMBACHTCROM,92540,413700, ,0, , ,0, , ,Veggel,31622398016, ,m.vanveggel@mvogroep.nl, , , , ,ZHARWSLA, , ,N, ,J,,,POINT (92539.9998999983 413700)
lozingsobjecten.128,ZHXXROTTERDAM,Rijnmond Energie CV,RECLPET,84434,434115,Petroleumweg,46, ,Neferco-terrein,3196,KD,VONDELINGENPLAAT RT,R. Bos,010-2952000, , , , , , ,ZHARWBVH, ,115181,J,1,J,,,POINT (84434 434115)
lozingsobjecten.129,ZHXXROTTERDAM,"Rijswaard B.V,, Steenfabriek De",RYSWAARD,138177,420048,De Rijswaard,2, ,vormsteenfabriek/kantoor/3 woning,5308,LV,AALST GLD,R. Heyberg,0418-552221, , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (138177 420048.0001000017)
lozingsobjecten.130,ZHXXROTTERDAM,Romers Transport B.V.,ROMEBRIT,76193,435550,Merseyweg,98, ,Rozenburg Botlek/Rt,3197,KG,ROZENBURG ZH,dhr. J.R. Burg 01819-14055, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (76193 435550)
lozingsobjecten.131,ZHXXROTTERDAM,Rotterdam-Rijn Pijpleiding Maatsch. N.V.,RRPROTNWW,73350,436522,Moezelweg,403, , ,3181,LS,ROZENBURG ZH,"Loonen, Ir. R.A.",010-2958403, , , , , , ,ZHARWGKE, , ,N, ,J,,,POINT (73350 436522)
lozingsobjecten.132,ZHXXROTTERDAM,SCHEEPS- EN JACHTWERF L.J. BOER,BOERSLIE,112060,425760,INDUSTRIEWEG,18, , ,3361,HJ,SLIEDRECHT,Dhr. M. Mouthaan,0184-412303, , ,Dhr. L. van Andel, , , ,ZHARWEVE, , ,N, ,J,,,POINT (112060 425760)
lozingsobjecten.133,ZHXXROTTERDAM,SCHEEPSWERF & MACHINEFABRIEK 't Ambacht,AMBACHT,104395,429599,NIEUWE BOSWEG,4, , ,3341,LH,HENDRIK IDO AMBACHT,Dhr. A. de  Leeuw,31786814177, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (104395.0001000017 429599)
lozingsobjecten.134,ZHXXROTTERDAM,SCHEEPSWERF GEBR. JOOREN,JOORENWD,121749,425779,SLEEUWIJKSEDIJK,21,A,Scheepswerf,4251,XB,WERKENDAM,C.J. Jooren, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (121748.9998999983 425779.0001000017)
lozingsobjecten.135,ZHXXROTTERDAM,SCHEEPSWERF GEBROEDERS KOOIMAN B.V.,KOOIMZWY,101548,425046,LINDTSEDIJK,84, , ,3336,LE,ZWIJNDRECHT,A. Kooiman, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (101548 425046.0001000017)
lozingsobjecten.136,ZHXXROTTERDAM,SCHEEPSWERF HOEBEE B.V.,HOEBEDOR,107451,425825,MERWEDESTRAAT,56, , ,3313,CS,DORDRECHT,W. Kooiman, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (107451.0001000017 425825)
lozingsobjecten.137,ZHXXROTTERDAM,STICHTING DELTA PSYCHIATRISCH ZIEKEN,DELTAZIE,86163,429134,ALBRANDSWAARDSEDIJK,74, , ,3172,AA,POORTUGAAL,Dhr.P. Takken,31105031766, , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (86163 429134.0001000017)
lozingsobjecten.138,ZHXXROTTERDAM,STICHTING WANTIJBAD DORDRECHT,WANTYBAD,107175,425431,Badweg,12, , ,3312,AB,DORDRECHT,mw. S.H. Daane, , , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (107174.9998999983 425431)
lozingsobjecten.139,ZHXXROTTERDAM,"Schieland en de Krimpenerwaard, HHS van",AWZGRZAA,100620,434658,Zaag,8, , ,2931,LD,KRIMPEN AAN DE LEK,de Boon (AWZGRZAA), , , , , , , ,ZHARWJVT, ,220092,N, ,J,,,POINT (100619.9998999983 434657.9998999983)
lozingsobjecten.140,ZHXXROTTERDAM,"Schieland en de Krimpenerwaard, HHS van",AWZKORTE,102900,442925,Van Gennipweg,1, , ,2911,BS,NIEUWERKERK AD IJSSEL,H.W.C. Koevermans,0180-330099, , ,A. v.d. Wiel,0180-330099, , ,ZHARWJVT, , ,N, ,J,,,POINT (102900.0001000017 442924.9998999983)
lozingsobjecten.141,ZHXXROTTERDAM,"Schieland en de Krimpenerwaard, HHS van",AWZKRALI,96850,435995,Schaardijk,300, , ,2909,LA,CAPELLE AAN DEN IJSSEL,D.R. Philo,010-4523988, , ,J.J Swieringa,010-4523988, , ,ZHARWJVT, ,114737,J,22,J,,,POINT (96849.9998999983 435995)
lozingsobjecten.142,ZHXXROTTERDAM,Schokindustrie B.V.,SCHOKIND,102371,424176,Lindtsedijk,18, , ,3336,LE,ZWIJNDRECHT,Dhr. J. Jansen,31786199070, , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (102371.0001000017 424175.9998999983)
lozingsobjecten.143,ZHXXROTTERDAM,Schouten Industries N.V.,SCHOUTEN,131722,423342,Munnikenlandse Maaskade,2, , ,5307,TE,POEDEROIJEN,P. Hoornweg,0183-446442, , ,A. Gaasenbeek,0183-446443, , ,ZHARWMVO, , ,N, ,J,,,POINT (131722.0001000017 423341.9998999983)
lozingsobjecten.144,ZHXXROTTERDAM,Shell Nederland B.V.,SHELLPER,83874,432679, ,0, ,Vondelingenweg,0, ,PERNIS ROTTERDAM,J. de Bruijn,31104312182, , ,E. de Vries (CHSEQ), , , ,ZHARWJMI, ,10057,J,2,J,,,POINT (83874.0001000017 432679)
lozingsobjecten.145,ZHXXROTTERDAM,Shell Nederland B.V.,SHELLRAFF,83874,432679,Vondelingenweg,601, , ,3196,KK,VONDELINGENPLAAT RT,Bakker,31104314178,31104313776,Anke.Bakker@Shell.com, , , , ,ZHARWJMI, ,10057,J,2,J,,,POINT (83874.0001000017 432679)
lozingsobjecten.146,ZHXXROTTERDAM,Shell Nederland Chemie B.V. Moerdijk,SHELLMOE,97868,410834,Chemieweg,25, , ,4781,WA,MOERDIJK,Mw. C. Westerbroek-Thijssen,31168355560,31168355822,carla.westerbroek@shell.com, , , , ,ZHARWBVH, ,41003,J,19,J,,,POINT (97868.0001000017 410833.9998999983)
lozingsobjecten.147,ZHXXROTTERDAM,Shell Nederland Verkoopmaatschappij B.V.,DEPOTPER,85020,434025,propaanweg,18, , ,3196,KH,ROTTERDAM,O. Slaats,31102956113,31102956115,orson.slaats@shell.com, , , , ,ZHARWJMI, , ,N, ,J,,,POINT (85020.0001000017 434025)
lozingsobjecten.148,ZHXXROTTERDAM,Shin-Etsu PVC B.V.,SHINBOT,78584,432324,Welplaatweg,12, ,vcm plant,3197,KS,BOTLEK ROTTERDAM,P. Beaufort,010-4389710, , , , , , ,ZHARWTFA, ,19071,J,19,J,,,POINT (78584 432324)
lozingsobjecten.149,ZHXXROTTERDAM,Shin-Etsu PVC B.V.,SHINPER,83307,434312,Vondelingenweg,601, ,PolyVinylchloride fabriek,3196,KK,VONDELINGENPLAAT RT,J.H.Kort, , , , , , , ,ZHARWJMI, ,114824,J,19,J,,,POINT (83307 434311.9998999983)
lozingsobjecten.150,ZHXXROTTERDAM,Standic Terminal B.V.,BROERE,102990,422540,Wieldrechtseweg,50, , ,3316,BG,DORDRECHT,Dhr. G.J Bakker, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (102989.9998999983 422540.0001000017)
lozingsobjecten.151,ZHXXROTTERDAM,Stolk's Handelsonderneming B.V.,STOLKMET,104864,427985,Veersedijk,223, , ,3341,LK,HENDRIK IDO AMBACHT,Dhr. A.H. Stolk,31786815242, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (104864.0001000017 427984.9998999983)
lozingsobjecten.152,ZHXXROTTERDAM,TEAM Terminal BV,TEXESSO,70453,440114,Rijnweg,33, , ,3198,LL,EUROPOORT ROTTERDAM,"J. Vrieling, tel.: 01819-62200", , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (70453 440113.9998999983)
lozingsobjecten.153,ZHXXROTTERDAM,Havenbedrijf Rotterdam N.V.,SLUFTER,60646,438177,Noordzeeboulevard,501, ,Havennr 9092,3199,LC,MAASVLAKTE ROTTERDAM,dhr. S. Cornelissen,010-2522140,010-2522178,s.cornelissen@portofrotterdam.nl, , , , ,ZHARWJVT, ,203400,J,20,J,,,POINT (60646.00010000169 438177.0001000017)
lozingsobjecten.154,ZHXXROTTERDAM,Hellemons Bunkerservice,HELLWILL,89653,412348,Benedenkade,1, ,Bunkerschip,4797,BZ,WILLEMSTAD,M. Hellemans, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (89653 412347.9998999983)
lozingsobjecten.155,ZHXXROTTERDAM,Hercules B.V.,AQUALON,102085,424400,Noordweg,9, , ,3336,LH,ZWIJNDRECHT,Dhr. S de Vries,078-6251345, , , , , , ,ZHARWJMI, ,11111,J,19,J,,,POINT (102085.0001000017 424399.9998999983)
lozingsobjecten.156,ZHXXROTTERDAM,"Herrewijnen & Zn B.V.,Hei- en Aann.bedr.",HERRESPY,82813,430350,Veerweg,9, , ,9999,XX,SPIJKENISSE,Contactpersoon HERRESPY, , , , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (82812.9998999983 430350)
lozingsobjecten.157,ZHXXROTTERDAM,"Het Anker, Scheepswerf",BUITENAM,104305,429729, ,0, ,Veerweg,0, ,HENDRIK IDO AMBACHT,Buitendijk W.J.,31786812551, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (104305 429728.9998999983)
lozingsobjecten.158,ZHXXROTTERDAM,Hexion Specialty Chemicals B.V.,RESOPER,83755,432932, ,0, ,Epikote  Fabriek,0, , ,Dhr. W. Karsten,31102952218, , , , , , ,ZHARWJMI, ,10100,J,19,J,,,POINT (83754.9998999983 432932.0001000017)
lozingsobjecten.159,ZHXXROTTERDAM,Holcim Nederland B.V.,BOERGRAM,117945,439230,Schoonhovenseveer,1,-3, ,2964,GB,GROOT-AMMERS,C. de Ruiter,0184-688859, ,mobiel: 06-51612393, , , , ,ZHARWABR, , ,N, ,J,,,POINT (117944.9998999983 439229.9998999983)
lozingsobjecten.160,ZHXXROTTERDAM,Holcim Nederland B.V.,HOORNAALST,138146,420293,De Uiterwaard,3, ,Betoncetrale,5308,LT,AALST GLD,R. Timmerman,0418-552433, , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (138146.0001000017 420293.0001000017)
lozingsobjecten.161,ZHXXROTTERDAM,Holcim Nederland B.V.,LE.294,106613,433955,Lekdijk,136, , ,2957,CJ,NIEUW LEKKERLAND,Dhr. C. de Ruiter,31107529166,31107529997,cees.de.ruiter@holcim.com, , , , ,ZHARWABR, , ,N, ,J,,,POINT (106613 433954.9998999983)
lozingsobjecten.162,ZHXXROTTERDAM,Holland Shipyards  B.V.,DAMENHG,119469,425844,Rivierdijk,436, , ,3372,BW,HARDINXVELD-GIESSENDAM,Dhr. P. Top,0184-630516, ,p.top2holland-shipyards.nl,Dhr. A. de Heer, , , ,ZHARWEVE, , ,N, ,J,,,POINT (119469 425844)
lozingsobjecten.163,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZALBLA,105772,429296,Staalindustrieweg,30, , ,2952,AT,ALBLASSERDAM,De heer J.A.A.C. Faasen,0344 649090, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (105772 429296)
lozingsobjecten.164,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZBRIEL,67636,437252,Scheitweekseweg,1,a, ,3233,LT,OOSTVOORNE,"Hollandse Eilanden en Waarden, Zuiv.", , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (67636 437252.0001000017)
lozingsobjecten.165,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZDOKHA,91492,434589,Bonn & Meeswerf,205, , ,3087,EH,ROTTERDAM,de Boon, , , , , , , ,ZHARWJVT, ,114736,J,22,J,,,POINT (91492 434588.9998999983)
lozingsobjecten.166,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZDORDT,110175,425511,Baanhoekweg,40, , ,3313,LA,DORDRECHT,de Boon (AWZDORDT), , , , , , , ,ZHARWJVT, ,220201,J,22,J,,,POINT (110174.9998999983 425511)
lozingsobjecten.167,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZHOOGV,82514,432263,Venkelweg,65, , ,3193,KA,HOOGVLIET ROTTERDAM,W.G. Werumeus, , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (82513.9998999983 432263.0001000017)
lozingsobjecten.168,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZMIDHA,71641,420746,West Havendijk,11, , ,3241,LP,MIDDELHARNIS,de Boon (AWZMIDHA), , , , , , , ,ZHARWJVT, ,220321,N, ,J,,,POINT (71640.9998999983 420745.9998999983)
lozingsobjecten.169,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZNUMAN,88260,415647,Beneden Molendijk,2, , ,3281,LP,NUMANSDORP,de Boon (AWZNUMAN), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (88260 415646.9998999983)
lozingsobjecten.170,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZOUDBE,88999,427007,Rontgenstraat,20, , ,3261,LK,OUD BEIJERLAND,de Boon (AWZOEDBE), , , , , , , ,ZHARWJVT, ,220351,N,22,J,,,POINT (88999.0001000017 427007.0001000017)
lozingsobjecten.171,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZPIERS,83093,423871,Nieuwe Piershilseweg,2, , ,3265,LC,PIERSHIL,de Boon (AWZPIERS), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (83092.9998999983 423870.9998999983)
lozingsobjecten.172,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZRIDDE,102336,431844,Haven,18, , ,2984,AA,RIDDERKERK,de Boon (AWZRIDDE), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (102335.9998999983 431844)
lozingsobjecten.173,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZROZEN,75124,437330,Boulevard,12, , ,3181,LK,ROZENBURG ZH,de Boon (AWZROZEN), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (75124 437330.0001000017)
lozingsobjecten.174,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZSPYKE,84506,428649, ,0, ,allemanspad/papendijk,0, ,SPIJKENISSE,cps. AWZI Spijkenisse, , , , , , , ,ZHARWJVT, , ,N,22,J,,,POINT (84506.0001000017 428648.9998999983)
lozingsobjecten.175,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZZUIDL,77700,426401,Molendijk,21, , ,3214,VG,ZUIDLAND,de Boon (AWZZUIDL), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (77700.0001000017 426401)
lozingsobjecten.176,ZHXXROTTERDAM,"Hollandse Delta, waterschap",AWZZWIJN,99384,425281, ,0, , ,0, ,DORDRECHT,cps. AWZI Zwijndrecht, , , , , , , ,ZHARWJVT, ,220481,N,22,J,,,POINT (99384.0001000017 425281)
