ID openbaar;Dienst;Afdeling;Hoofdproces;Naam verwerking;Beschrijving;Toelichting (optioneel);Verwerkingsverantwoordelijke;Doeleinde;Grondslag AVG;Uitleg grondslag;Categorieën  Betrokkenen;Categorieën persoonsgegevens;Persoonsgegevens;Gevoelige persoonsgegevens;Bijzondere en strafrechtelijke persoonsgegevens;Categorieën  ontvangers;Doorgifte naar derde landen;Bewaartermijn;Technische en organisatorische maatregelen
24;OCW;Uitvoeringsorganisatie GGD Haaglanden;Corona;Coronavaccinatie;Vaccinatieprogramma tegen COVID-19 (SARS-CoV-2).;;College van B&W;Het doel van het (aanvullend) COVID-19 vaccinatieprogramma blijft primair het voorkomen van ernstige ziekte en sterfte door COVID-19.;"Publieke taak
Uitvoering overeenkomst";"Artikel 6b Wet publieke Gezondheid;
Artikel  7:446  e.v. Burgerlijk Wetboek (WGBO)";"Burgers
Medewerkers
Hulpverleners";"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens
- Woonsituatie";;;;"GGD GHOR Nederland (gezamenlijk verwerkingsverantwoordelijke)

Verwerkers en subverwerkers:
Huisartsen
GGD (BCO) 

Bij positieve test:
RIVM";;"WGBO:
20 jaar (medisch dossier). ";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
25;OCW;Uitvoeringsorganisatie GGD Haaglanden;Gezondheid en welzijn;CSG melding en afspraak;"Afspraak maken
bij CSG en het uitvoeren van een consult. ";;College van B&W;De gegevens worden verwerkt om een afspraak te maken bij CSG en voor het consult. Bij het consult kan lichaamsmateriaal worden afgenomen voor nader onderzoek.;"Publieke taak
Toestemming 
Uitvoering overeenkomst";"Artikel 6  Wet Publieke Gezondheid

WGBO";"Burgers
Medewerkers";"Persoonsgegvens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- Financiële gegevens

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens  
- seksuele voorkeuren

";;;;Geen;;N.T.B.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
26;OCW;Uitvoeringsorganisatie GGD Haaglanden;Centrum Seksuele Gezondheid;Curatie;Aanmelding en consult bij CSG.;;College van B&W;De gegevens worden verwerkt om een afspraak te maken bij CSG en voor het consult. Bij het consult kan lichaamsmateriaal worden afgenomen voor nader onderzoek.;"Publieke taak  
Toestemming betrokkene(n)
Uitvoering overeenkomst";"Wet publieke gezondheid
WGBO";Burgers;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

Gevoelige gegevens:
- Financiële gegevens

Bijzondere persoonsgegevens:
- Gezondheidsgegevens
- Seksueel gedrag/seksuele gerichtheid.
";;;;N.V.T.;;WGBO (in principe 15 jaar na einde behandelrelatie);De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
27;OCW;Uitvoeringsorganisatie GGD Haaglanden;A & C;HAPG - Nieuwsbrief ;Het versturen van een nieuwsbrief aan zakelijke contacten.;;College van B&W;De gegevens worden verzameld met oog op het versturen van de nieuwsbrief aan zakelijke contacten.;"Gerechtvaardig belang
Toestemming";;Ontvangers nieuwsbrief;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
";;;;Samenwerkingspartners;;N.T.B;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
28;OCW;Uitvoeringsorganisatie GGD Haaglanden;A & C;HAPG - Voorlichting;Het geven van voorlichting op het gebied van perinatale gezondheidszorg.;;College van B&W;De gegevens worden gebruikt om voorlichting te geven op gebied van perinatale gezondheidszorg.;Publieke taak;Wet publieke gezondheid;ZZP-ers;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Opleidingsgegevens 

";;;;Samenwerkingspartners;;N.T.B;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
29;OCW;JMO;Gezondheid en welzijn;Jeugd en Jeugdzorg;In behandeling nemen van melding m.b.t jeugdige.  ;Inzicht krijgen in de gezondheids- en thuissituatie van een kind en daarop advies en besluit vormen.;College van B&W;Het gemeentelijke beleid inzake preventie, jeugdhulp, kinderbeschermingsmaatregelen en jeugdreclassering en de uitvoering daarvan.;Publieke taak ;"Artikel 2.1 Jeugdwet
Artikel 2.3 Jeugdwet
Artikel 7.4.0.Jeugdwet
Artikel  7.1.4.4 Jeugdwet
";"Kinderen
Jeugdigen
Ouders
Verzorgende 
Wettelijke vertegenwoordigers";"Persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens

Strafrechtelijke gegevens
";;;;"Gecontracteerde professionals in de jeugdhulp
Gecertificeerde personen en instellingen jeugdhulp
Raad voor de kinderbescherming
Andere zorginstellingen die een rol spelen bij het oplossen van het gezinsprobleem
Veiligthuis
SVB
Huisarts";;"Artikel 7.3.8. lid 3 en 7.3.9 Jeugdwet:

Dossiers wordt 20 jaar bewaard (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
30;OCW;Veilig Thuis Haaglanden;Gezondheid en welzijn;Jeugdhulp;Hulp bieden aan kinderen/jongeren en hun ouders bij opgroei en opvoedproblemen bij vrijwillige hulpvraag en indien noodzakelijk toeleiden naar gedwongen interventies.; ;College van B&W;Hulp bieden aan kinderen/jongeren en hun ouders bij opgroei en opvoedproblemen bij vrijwillige hulpvraag en indien noodzakelijk toeleiden naar gedwongen interventies.;Wettelijke verplichting;"Artikel 2.1 Jeugdwet
Artikel 2.3 Jeugdwet";"Kinderen
Jeugdigen
Ouders
Verzorgende 
Wettelijke vertegenwoordigers";"Persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens

Strafrechtelijke gegevens

";;;;"Gecontracteerde
professionals in de
jeugdhulp /
gecertificeerde personen
en instellingen
Jeugdhulp
Raad voor de
kinderbescherming
Andere zorginstellingen die een
rol spelen bij het
oplossen van het
gezinsprobleem
Veiligthuis
SVB
Huisarts";;"Artikel 7.3.8. lid 3 en 7.3.9 Jeugdwet:

Dossier wordt 20 jaar bewaard (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
31;OCW;JMO;Gezondheid en welzijn;Justitiële Jeugdzorg;Het uitwisselen van informatie in het kader van de justitiële jeugdzorg via de Collectieve Opdracht Routeervoorziening. ;Het mogelijk maken van het inzien en versturen van berichten in het kader van de justitiële jeugdzorg met partners binnen het justitiële domein. ;College van B&W;Het uitwisselen van benodigde informatie in het kader van jeugdzorg.;Wettelijke verplichting;"Artikel 7.4.0 Jeugdwet
Artikel 7.4.1 Jeugdwet
Artikel 7.4.2 Jeugdwet
Artikel 7.4.4 Jeugdwet
";"Kinderen
Jeugdigen
Ouders
Verzorgende 
Wettelijke vertegenwoordigers";"Gewone persoonsgegevens: 
- Persoonlijke gegevens en 
- Contactgegevens

Gevoelige gegevens: 
- Financiële gegevens
- BSN (Nationaal identificatienummer)

Strafrechtelijke gegevens";;;;Medewerkers;;"Artikel 7.3.8. lid 3 en 7.3.9 Jeugdwet:

Dossier wordt 20 jaar bewaard (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
32;OCW;Uitvoeringsorganisatie GGD Haaglanden;A & C;Klachtenafhandeling WKKGZ;Het afhandelen van klachten ten aanzien van WKKGZ.;Rapportages zijn een verplichting vanuit Wkkgz en  in verband met conracttuele afspraken met partner. De rapportages bevatten in beginsel géén persoonsgegevens, maar alleen klachtenaantallen per gemeente. Mogelijk zijn bepaalde klachtomschrijvingen  te herleiden zijn naar een individu.;College van B&W;De gegevens worden verwerkt om de klacht te kunnen behandelen, intern door de klachtenfunctionaris en/of extern door de onafhankelijke klachtencommissie. Daarnaast worden rapportages gemaakt, de uitkomsten van de rapportages bevatten geen persoonsgegevens.;"Wettelijke
verplichting";WKKGZ;"Klager
Arts
Getuigen 
Contactpersonen 
Ontvangers";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

Bijzondere persoonsgegevens:
- Gezondheidsgegevens
- Seksueel gedrag/seksuele gerichtheid.
";;;;"Interne ontvanger:
Afdeling waar de
klacht betrekking op
heeft.

Externe ontvangers:
RAV
Mediation
Onafhankelijke
klachtencommissie";;2 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
33;OCW;JMO;Gezondheid en welzijn;Leerplicht en voorkomen voortijdig schoolverlaten;Registratie van leerlingen en toezicht op naleving van de leerplichtwet.;;College van B&W;Uitvoering leerplicht en RMC-wet.;Publieke taak;"Artikel 16 en 22 Leerplichtwet
Gemeentelijke Ambtsinstructies";"Kinderen
Jeugdigen
Ouders
Verzorgende 
Wettelijke vertegenwoordigers";"Persoonsgegvens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- Financiële gegevens
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens  

Strafrechtelijke gegevens";;;;"Gecontracteerde professionals in de jeugdhulp
Gecertificeerde personen en instellingen jeugdhulp
Raad voor de kinderbescherming
Andere zorginstellingen die een rol spelen bij het oplossen van het gezinsprobleem
Veiligthuis
SVB
Huisarts";;"Artikel 3 en 4b Leerplichtwet 1969:

Maximaal 19 jaar na geboortedatum leerling. ";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
34;OCW;JMO;Gezondheid en welzijn;Leerplicht en voorkomen voortijdig schoolverlaten ;Ter registratie van leerlingen en toezicht op naleving van de leerplichtwet.;;College van B&W;Uitvoering leerplicht en RMC-wet;Publieke taak;"Art. 16 en 22 Leerplichtwet
Gemeentelijke Ambtsinstructies";"Kinderen
Jeugdigen
Ouders
Verzorgende 
Wettelijke vertegenwoordigers";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens  
";;;;"Maatschappelijk werk
Jeugdzorg Zorgadviesteams
Psycholoog
Sociaal recherche, Wijkagent
RMC
Betrokkene(n)
School
Veilig thuis
Raad voor de kinderbescherming
Verwijsindex
GGD
OM
Politie
Wijkteam
Save
SVB
Bureau Halt
Hulpverlening
Regiogemeenten
DUO
Doorstroommonitor";;Maximaal 19 jaar na geboortedatum leerling conform art. 3 en 4b Leerplichtwet 1969;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
35;OCW;Uitvoeringsorganisatie GGD Haaglanden;Leefomgeving ;MMK meldingen burgers;Voorbeelden meldingen MKK zien op vocht & schimmel in huis, of school die last heeft eikenprocessierups, burgers met vragen over milieu zoals vervuilde bodem.;Leveren van medisch milieukundig advies & zorg;College van B&W;"De gegevens worden gebruikt om de MMK melding af te handelen.

";Publieke taak;"Wet publieke
gezondheid";Burgers ;"Gewone persoonsgegevens:
-Persoonsgegevens
- Contactgegevens

Bijzondere persoonsgegevens:
- Gezondheidsgegevens 
";;;;RIVM;;15 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
36;OCW;Uitvoeringsorganisatie GGD Haaglanden;Leefomgeving ;MMK meldingen instellingen & gemeenten;Meldingen ten aanzien van Medisch millieukundig advies.;Leveren medische Milieukundige advies & zorg;College van B&W;De gegevens worden gebruikt om de MMK melding af te handelen.;Publieke taak;"Wet publieke
gezondheid";Ketenpartners;"Gewone persoonsgegevens:
- Persoonsgegevens
- Contactgegevens
";;;;RIVM;;15 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
37;OCW;Uitvoeringsorganisatie GGD Haaglanden;TBC;"Onderzoek
(mogelijke) TBC patiënten";Het uitvoeren van een onderzoek om zo te kunnen vaststellen of iemand actieve TBC heeft.;;College van B&W;Onderzoek ter vaststelling actieve TBC.;"Publieke taak
Uitvoering overeenkomst";"Wet publieke gezondheid
WGBO (voor de uitvoering van de behandelovereenkomst ten behoeve van het TBC-onderzoek)";;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Beeldmateriaal

Gevoelige gegevens: 
- BSN/V-nummer (Nationaal identificatienummer)

Bijzondere gegevens:
- Gezondheidsgegevens
- Ras of etnische afkomst 
";;;;"Verschillende:
- Organisaties die onderzoek aanvragen, zoals klanten en organisaties die met risicogroepen werken;
- Laboratoria (ontvangen bloedafnames met informatie over de persoon)
- In sommige gevallen ook veiligheidsdiensten zoals de politie of de gemeente en burgemeester; bijvoorbeeld wanneer iemand met TBC een gevaar vormt door niet voor behandeling te komen en zich onder het publiek te begeven.
- Andere GGD’en: die kunnen bij alle foto’s die we maken omdat die in een landelijk register (IMS) komen te staan. ";;"Ten aanzien van de tuberculosebestrijding gelden er langere termijnen dan volgens de WGBO noodzakelijk is. Deze langere bewaartermijnen worden noodzakelijk geacht uit het oogpunt van de kwaliteit van de tbc-bestrijding.

Dossiers: levenslang (100 jaar of 5 jaar na overlijden)";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
38;OCW;Uitvoeringsorganisatie GGD Haaglanden;TOKIN;Onderzoek na registratie (ONR);"Het uitvoeren van periodoek onderzoek ten behoeve van registraties. 

Als bij controle blijkt dat teveel kinderen aanwezig zijn worden de namen en geboortedata van de kinderen opgeschreven ten behoeve van handhaving.";;College van B&W;"De gegevens worden gebruikt bij periodieke onderzoeken ten behoeve van registraties in het kader van de wet kinderopvang. 

";Publieke taak;Wet kinderopvang;"Registratiehouder
Kinderen";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:
- Gegevens over kinderen
";;;;LRK (openbaar rapport);;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
39;OCW;WMO;Gezondheid en welzijn ;Opdracht zorgaanbieders uitvoeren  Maatwerkarrangement;Toekenning Maatwerkvoorziening. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;Afhandelen en monitoren toegekende Maatwerkarrangement.;College van B&W;Toegekende Maatwerk-arrangement wordt uitgevoerd. ;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers,
Familie en overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
40;OCW;Uitvoeringsorganisatie GGD Haaglanden;TBC;Patiënt en behandeling;"Als blijkt dat iemand besmet is met TBC, moet die persoon behandeld worden. Afhankelijk van de leeftijd en andere factoren wordt vastgesteld welke medicatie de persoon moet krijgen en hoe lang. Ook moet worden besloten of en hoe vaak de persoon moet langskomen voor controles of medicatie. 

Alle relevante informatie over de behandeling wordt opgenomen in het patiëntendossier in iTBC.";;College van B&W;"Het opstellen van een patientendossier voor mogelijke TBC-besmetting met een behandelplan, voor welke periode, medicaite, controleafspraken etc. 

";"Publieke taak
Uitvoering overeenkomst
Toestemming betrokkene(n)";"Wet publieke gezondheid
WGBO";Patiënt;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Beeldmateriaal

Gevoelige gegevens: 
- BSN/V-nummer (Nationaal identificatienummer)

Bijzondere gegevens:
- Gezondheidsgegevens
- Ras of etnische afkomst 

";;;;"Zorgverzekeraars
Ziekenhuizen / apothekers (alleen met toestemming patiënt)";;Dossiers: levenslang (100 jaar of 5 jaar na overlijden);De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
41;OCW;WMO;Gezondheid en welzijn;PGB overeenkomst;"PGB zorgovereenkomst
beoordeling.";"Beoordeling van
zorg-overeenkomst in het kader van het
persoons-gebonden budget (PGB).";College van B&W;In kaart brengen of de gekozen oplossing passend, adequaat en het goedkoopste is.;Wettelijke verplichting en toestemming (onder meer voor de verwerking van gezondheidsgegevens en gegevensuitwiselling met zorgverzekeraars).  ;"Artikel 5.1.1 Wmo
Artikel 5.1.5 Wmo
Artikel 5.2.1 Wmo
Artikel 5.2.5. lid 2 Wmo";"Cliënten 
Burgers
PGB beheerder
PGB uitvoerder/zorgverlener
Contactpersonen
Medewerkers PGB bureaus
SVB";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens 

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten 
Verwanten en contactpersonen met toestemming 
Direct betrokken hulpverleners 
";;"Wet maatschappelijke ondersteuning 2015 artikel 5.3.4 en 5.3.5:

Verstrekt: 15 jaar 
(of zoveel langer als noodzakelijk is).

Geweigerd: 5 jaar

Beëindigd: 15 jaar (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
42;OCW;WMO;Gezondheid en welzijn ;Recht  Wmo Beschermd wonen;Melding burger mbt hulpvraag beschermd  wonen. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en besluit n.a.v. melding client met hulpvraag m.b.t Beschermd wonen;College van B&W;Beperkingen  mbt zelfstandig wonen verhelpen of compenseren. ;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
43;OCW;WMO;Gezondheid en welzijn ;Recht op dagbesteding vanuit de Wmo;Ter uitvoering van de Wet Maatschappelijke Ondersteuning.;"In behandeling nemen van meldingen mbt hulpvraag dagbesteding. Melding verloopt digitaal, per mail of per telefoon. Onderzoek naar recht op compenserende voorzieningen vanuit Wmo en eventueel doorverwijzen.
Dossiervorming , schriftelijk advies/besluit en beschikking.";College van B&W;Vaststellen, toekennen en monitoren van  dagbesteding trajecten die aansluiten bij de mogelijkheden van de cliënt;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers (betrokken familieleden/contactpersonen/vertegenwoordigers)
Zorgverlener";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;Zorgaanbieder die dagbestedingstraject aanbiedt;;10 jaar Selectielijst  2017 8.1, Handreiking selectielijst 2017 6.5.1;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
44;OCW;WMO;Gezondheid en welzijn ;Recht op Wmo individuele voorziening;Melding burger mbt hulpvraag bewegen en verplaatsen. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;"In behandeling nemen van meldingen mbt hulpvraag bewegen en verplaatsen binnen- en buitenshuis. Melding verloopt digitaal, per mail of per telefoon. Onderzoek naar recht op compenserende voorzieningen vanuit Wmo en eventueel doorverwijzen.  Dossiervorming , schriftelijk advies/besluit en beschikking.  
";College van B&W;Advies ten aanzien van mogelijke  compenserende maatregelen en/of het toekennen en realiseren van compenserende mbt bewegen en verplaatsen;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens
";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
45;OCW;WMO;Gezondheid en welzijn ;"Recht op Wmo Woonvoorziening
(woning-aanpassing)";Melding burger mbt hulpvraag wonen. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en advies en besluit n.a.v. melding client met hulpvraag mbt gebruik maken woning;College van B&W;"Advies ten aanzien van mogelijke  compenserende maatregelen en/of het toekennen en realiseren van compenserende woningaanpassingen
";Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens:
- BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
46;OCW;WMO;Gezondheid en welzijn ;Recht Wmo Maatwerk-arrangement huishouden ;Melding burger mbt hulpvraag huishouden. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en besluit n.a.v. melding client met hulpvraag mbt het huishouden;College van B&W;Advies en/of verlenen van compenserende voorziening aan cliënten die niet in staat zijn zelfstandig te participeren op het gebied van het huishouden;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
47;OCW;WMO;Gezondheid en welzijn ;"Recht Wmo Maatwerk-arrangement Individuele begeleiding
";Melding burger mbt hulpvraag zelfstandig functioneren en/of maatschappelijk te participeren. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en besluit t.a.v. Maatwerkvoorziening dagbesteding en begeleiding.;College van B&W;Beperkingen mbt zelfstandig functioneren te verhelpen of te compenseren dmv advies of toekenning Maatwerkvoorziening.;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of overige contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

  Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
