Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Castle Packaging B.V.;;;;1;;;;;;1
Cat.bedr. Jenner t.h.o.d.n. Spare Rib Express;1;;;;;;;;;1
Catering Company;3;;;;1;;;;;3
Catering de Commanderie B.V.;;;;;1;;;;;1
Catering Expresse Zaanstreek;;;;;1;;;;;1
Catering Heesterakker;1;;;;;;;;;1
Catering Oud London B.V.;1;;;;;;;;;1
Catering Service 't Ankertje;1;;;;;;;;;1
Cateringbedrijf Broodje Tevreden Heid;;;;;1;;;;;1
Cava Andalusië;1;;;;1;;;;;1
CB Facturatie B.V.;;;;;;;;;1;1
CCB Groep B.V.;;1;;;;;;;;1
CCV Holland B.V.;;1;;;;;;1;1;1
Celil Citybike;;;;;;;1;;;1
CENTOPH;;1;;;;;;;;1
Centraal Boekhuis B.V.;;;;;1;;1;;;1
Centraal Heusden;1;;;;;;;;;1
Centraal Invorderings Bureau B.V.;;;;;;;;;1;1
Central Park, by Ron Blaauw;;;;;1;;;;;1
Central Point Nederland B.V.;;;;;;;1;1;;1
Centric Software Engineering B.V.;;;;;;;;1;;1
CEVA Logistics Netherlands;;;;;1;;;;;1
Ch Brandbeveiliging;;1;;;;;;;;1
Chalet Bergrust;;;;;1;;;;;1
Champelle V.O.F.;;;;;1;;;;;1
Charelli B.V.;;;;;1;;;;;1
Charles van Eijken/Bezorgbeer Den Haag-Schev.;1;;;;;;;;;1
Chefalex;;;;;1;;;;;1
Chem Dry Ramaker;;;1;;;;;;;1
Chem-Dry C & W;;;1;;;;;;;1
Chin. Specialiteiten Restaurant Color Flower;1;;;;;;;;;1
China City;1;;;;;;;;;1
Chinees Indisch Restaurant 'Hong Fong';1;;;;;;;;;1
Chinees Indisch Restaurant 'Ni Hao';1;;;;;;;;;1
Chinees Restaurant 'New Peking City';1;;;;;;;;;1
Chinees-Indisch Restaurant 'Hong-Kong';1;;;;;;;;;1
Chocolaterie Choman;;;;;1;;;;;1
Christmas Card Association B.V.;;;;;;;;1;;1
Chubb Fire & Security Alkmaar;;3;;;;;;;;3
Chubb Fire & Security Amsterdam;;2;;;;;;1;;2
Ciao! Ciao! B.V.;1;;;;1;;;;;1
CIO Platform Nederland;;;;;;;1;;;1
CITADE;;;;;1;;;;;1
Classic Incasso B.V.;;;;;;;;;1;1
CLB Integrated Solutions B.V.;;;;1;;;;1;;1
Cloose;1;;;;;;;;;1
CNFKoetsier B.V.;1;;;;;;;;;1
Coca-Cola Enterprises Nederland B.V.;1;;;;;;;;;1
Cofely Energy Solutions B.V.;;;;;;;1;;;1
Cofely West Nederland B.V.;;1;;;1;;1;1;;2
Cofely West Utiliteit B.V.;;1;;;;;;;;1
Coffeemania Overvecht;;;;;1;;;;;1
Coks Prins Bureau voor Vormgeving;;;;;1;;;;;1
Collactive B.V.;;;;;;;;;1;1
Color Wood Holding B.V.;;;;;1;;;1;;1
Colorhouse;;;;;1;;;;;1
Colour XL B.V.;;;;;1;;;;;1
Colour-Digital B.V.;;;;;1;;;;;1
CombiCraft;;;;;;;1;1;;1
Combigas B.V.;;;;;;;;1;;1
Comic House Amsterdam B.V.;;;;;1;;;;;1
Communicatie Techniek Jaspers;;;;;;;;1;;1
Communicatiebron;;;;;1;;;;;1
Compacon & Partners B.V.;;;;;1;;;1;;2
Compacon B.V.;;;;;2;;;1;;2
Company Sandwich;1;;;;;;;;;1
Company Webcast B.V.;;;;;1;;;;;1
COMPAREX Nederland B.V.;;;;;;;1;1;;1
Compass 5 B.V.;1;;;;;;;;;1
Compass Group Nederland B.V.;1;;;;;;;;;1
COMPRESSOR SERVICE TECHNIEK;;;;;;;;1;;1
Comsec B.V.;;2;;;;;;1;;2
Concorde Group B.V.;;;;;;;1;;1;1
Condor Arnhem B.V.;;;;;;;;1;;1
Conferentiehotel Landgoed Rhederoord B.V.;;;;;1;;;;;1
Connecta;1;;;;;;;;;1
Conrad Electronic Benelux B.V.;1;1;1;1;;;1;2;;2
Conrad Electronic Nederland BV;;1;;1;;;1;1;;1
Constructor Dexion Holland B.V.;;;;;;;1;;;1
Contactgroep Personeelsbeleid Enschede CPE;;;;;1;;;;;1
ContrAll Inspectie B.V.;;;;;;;1;1;;1
Coolblue B.V.;;;;;;;1;1;;1
Coolworld Nederland B.V.;;;;;;;1;;;1
Coöperatie OwnersLab UA;;;;;1;;;;;1
Coöperatie Primera BA;;;;;1;;;;;1
Copijn Realisatie B.V.;;;1;;;;;;;1
Copy Right Roden;;;;;1;;;;;1
Copy Service Leeuwarden B.V.;;;;;1;;1;;;1
Copy Shop Den-Bosch;;;;;2;;;;;2
Cornelissen Aannemingsbedrijf B.V.;;;1;;;;1;;;2
Corps 3 op twee B.V.;;;;;3;;;;;3
Couwenberg Zonwering en Kozijnen B.V.;;;;;;;2;1;;2
Creagivity B.V.;;;;;1;;;;;1
Creaim B.V.;;1;;;1;;;;;1
CreativeServices-S;;;;;;;;;1;1
Credifixx Incassoservices B.V.;;;;;;;;;1;1
Cristal Cleaning Eindhoven;;;;;;;1;;;1
Croissanterie 'de Snor' Beheer B.V.;1;1;;;1;;;;;1
Croon Elektrotechniek B.V.;;1;;;;;;1;;2
Crowcon Detection Instruments Ltd.;;;;;;;;1;;1
Crown Intern Transport B.V.;;;;;;;;1;;1
Crystal Specials;;;;;1;;;;;1
CSU Airport Service;;;5;1;;;;;;5
CSU Cleaning Services;3;7;8;;1;1;1;1;;9
CT-AV 'De Audiovisuele Inrichters';;;;;1;;;;;1
Culipro B.V.;;;;;;;1;;;1
Culpepper B.V.;;;;;1;;;;;1
Cuna International B.V.;;4;;1;;;1;4;;5
Cura Advies & Training B.V.;;1;;;;;;;;1
Cura Mortu Orum Mortuariabeheer B.V.;;;1;;;;;;;1
CURA Preventie B.V.;;1;;1;;;;;;1
CURA Safety Solutions B.V.;;2;;;;;1;1;;2
Curtec Nederland B.V.;;;;1;;;;1;;1
Curtis 1000 Nederland B.V.;;;;;;;;1;;1
CWS Nederland B.V.;;;5;;;;;;;5
D & E Arbo-Consultancy;;;;;;;1;;;1
D & P Solutions B.V.;;;;;;;1;1;;1
D.E.A. Events;1;;;;;;;;;1
D.P. Hilversum B.V.;;;;;1;;;;;1
Dado Nederland;1;;;;1;;;;;1
Dakbedekkingsbedrijf Eldo B.V.;;;;;;;1;;;1
Daleman Lijsten;;;;;;;;1;;1
Danckaarts Techniek B.V.;;;;;;;1;;;1
DARA B.V.;1;;;;;;;;;1
Dartli B.V.;;;;;1;;;;;1
DAS Incasso Arnhem B.V.;;;;;;;;;1;1
Dassen Bouw B.V.;;;;;;;1;1;;1
Data Display Pro;;;;;;;;1;;1
Datema Electronics;;;;;;;;1;;1
DBS Maaitechniek B.V.;;;;;;;1;1;;1
dc logistics services;;;;1;;;;;;1
DC Stores;1;;;;;;;;;1
DCR Europe B.V.;;;;1;;;1;;;1
De 4 Kolommen Cheng;;;;;1;;;;;1
De Aventurijn Kunstbemiddeling;;;;;1;;;;;1
De Baak B.V.;;;;;1;;;;;1
de Band Dierenkliniek;;;;;;;1;;;1
De Bandenhal;;;;;;;;1;;1
De Baron B.V.;;;;;1;;;;;1
De Bazar B.V.;;;;;1;;;;;1
De Beurs;1;;;;;;;;;1
De Bierkelder Utrecht;1;;;;;;;;;1
De Bisschopsmolen;;;;;1;;;;;1
De Blauwe Lotus;1;;;;;;;;;1
De Bloemenwinkel;;;;;1;;;;;1
De Boeketten Boutique;;;;;1;;;;;1
De Bosman Bedrijven B.V.;;;;;;;;1;;1
De Bouwhof B.V.;;;;;;;1;;;1
De Broadtsje Bakker;1;;;;;;;;;1
De Buik van Parijs;1;;;;;;;;;1
De Chinese Muur;1;;;;;;;;;1
De Coryfee Schoonmaakbedrijf B.V.;;;1;;;;;;;1
De Drentse Zaak B.V.;;;;;1;;;;;1
De Drukkerij B.V.;;;;;1;;;;;1
De Federatie B.V.;;;;;1;;;;;1
De Fleurist;;;;;1;;;;;1
De Fluitketel;;;;;;;1;;;1
De Gelderlander;;;;;1;;;;;1
De Gouden Ton;;;;;1;;;;;1
De Gouden Wok Zuiderpark;1;;;;;;;;;1
De Graven van Leuven;1;;;;;;;;;1
De Groene Schuur;;;;;1;;;;;1
De Groot Design B.V.;;;;;1;;;;;1
De Groot Drukkerij B.V.;;;;;1;;1;1;;2
De Groot Houtbewerkingsmachines B.V.;;;;;;;;1;;1
De Groote Sociëteit;;;;;1;;;;;1
De Haan Westerhoff Projecten B.V.;;;;;;;1;;;1
De Holland Winkel;;;;;1;;;;;1
De Jong Diepvries B.V.;1;;;;;;;;;1
De Kaaswaag;;;;;1;;;;;1
De keuken van Thijs;;;;;1;;;;;1
De Kloveniersdoelen B.V.;;;;;1;;;;;1
De kluis Eten & Drinken;;;;;1;;;;;1
De Knegt & Leeflang B.V.;;;;;1;;;1;;1
De Kookfabriek Rotterdam B.V.;;;;;1;;;;;1
De Kookfabriek Utrecht B.V.;1;;;;;;;;;1
De Koperen Tuin B.V.;;;;;1;;;;;1
De Kort Catering B.V.;1;;;;;;;;;1
De Lachende Koe II B.V.;;;;;1;;;;;1
De Lachende Vis;;;;;2;;;;;2
De Landgoederij B.V.;;;;;1;;;;;1
'De Leeuw' Grootkeukentechniek B.V.;1;;;;;;;;;1
De Lekkernij Utrecht B.V.;;;;;1;;;;;1
De Lindenhof;1;;;;;;;;;1
De Metaalwinkel B.V.;;;;;;;;1;;1
De Metaalwinkel Utrecht B.V.;;;;;;;;1;;1
De Mobiele Fietsenmaker Fred Eman;;;;;;;1;;;1
De Nieuwe Bierton;1;;;;;;;;;1
De Ooievaar Beheer;;;;;1;;;;;1
De Oude Rechtbank B.V.;;;;;1;;;;;1
De Peer Horeca B.V.;;;;;1;;;;;1
de Persgroep Nederland B.V.;;;;;1;;;;;1
De Plantage;1;;;;;;;;;1
De Pomp Tweewielers;;;;;;;1;;;1
De Pont B.V.;;;;;1;;;;;1
De Prins B.V.;;1;;;;;;;;1
De Raat Security Products B.V.;;1;;;;;1;;;1
De Randsteden;1;;;;;;;;;1
De Resolutie Rijswijk B.V.;;;;;1;;;1;;1
De Ridder B.V.;;1;;1;;;1;1;;1
De Rijk Magazijninrichting B.V.;;;;;;;1;;;1
De Rijtuigenloods B.V.;;;;;2;;;;;2
De Roos Geschenken B.V.;;;;;1;;;;;1
De Ruif B.V.;1;;;1;2;;;;;2
De Ruijter Kitwerken;;;;;;;1;;;1
De Schenker;1;;;;1;;;1;;1
De Schone Lei B.V.;;;;;1;;;;;1
De Sinjoor;1;;;;;;;;;1
De Sleutelspecialist;;;;1;;;;;;1
De Sleutelspecialist Leeuwarden V.O.F.;;1;;;;;;;;1
De Smidse B.V.;;;;;;;1;;;1
De Sparrenhorst;3;;;;;;;;;3
De Stroper Dordt B.V.;;;;;1;;;;;1
De Tagine;;;;;1;;;;;1
De Tuinheeren;;;;;;;;1;;1
De Utrechtse Haven B.V.;1;;;;1;;;;;1
De Vang - eten & drinken;;;;;1;;;;;1
De Veldkeuken;1;;;;;;;;;1
De Verdieping;;;;;1;;;;;1
De Vereniging De Jonge Balie te Arnhem;;;;;1;;;;;1
De Vlieg Techniek B.V.;;;;;;;;1;;1
De Vries Projekt Design B.V.;;;;;1;;2;1;;2
De Wijnvriend;;;;;1;;;;;1
De Winkel van Sinkel B.V.;;;;;1;;;;;1
De Witte Vosch B.V.;;;;;1;;;;;1
De Wolfsberg B.V.;;;;;1;;;;;1
De Zagerij Ontwerpbureau;;;;;1;;;;;1
De Zilveren Vosch B.V.;;;;;1;;;;;1
De Zwarte Ruiter op 't Witte Paart;;;;;1;;;;;1
De Zwarte Zwaan Rotterdam B.V.;;;;;1;;;;;1
Deac Nederland B.V.;1;;;;;;;;;1
Deco-Rent;;;;;1;;;;;1
Decorum B.V.;;;;;;;2;;;2
Deep Action Carpet Cleaning B.V.;;;1;;;;;;;1
Defibrion;;1;;1;;;;1;;1
Deinum's Catering & Party-Service;1;;;;;;;;;1
Deiters Projects;;;;;1;;;;;1
Dekker Zoetermeer;;;;;1;;;;;1
Delphi;1;1;;1;;;;1;;1
Delta International Promotioneel B.V.;;;;1;1;;1;;;1
DELTA N.V.;;;;;;;;;1;1
Demcon Advanced Mechatronics;;;;;;;1;;;1
Den Bosch Evenementen B.V.;;;;;1;;;;;1
Dendy B.V.;;;;;1;;;;;1
Dental Partners Rotterdam B.V.;;;;;;;;1;;1
Dental Recycling Services B.V.;;;;;;1;;;;1
Dental Union B.V.;;;;;;;;1;;1
Destil B.V.;;2;1;;;;1;1;;2
Det Norske Veritas B.V.;;;;;1;;;;;1
Detron Mobile Solutions;;1;;;;;;;;1
Detron Telecom Enterprise;;;;;;;1;2;;2
Deutsche Post International B.V.;;;;1;;;;;;1
Dewi SRI Grindweg B.V.;;;;;1;;;;;1
DeWolf&Mussen;;;;;1;;;;;1
DGMR Bouw B.V.;;;;;;;1;;;1
DHL International B.V.;;;;2;1;;;;;2
Dhobizz B.V.;;;;;;;1;;;1
Dialogic Innovatie & Interactie;;;;;1;;;;;1
Diamant-groep Groen Xtra;;1;;;1;;2;1;;3
Diederen Konstruktie B.V.;;;;;;;1;1;;1
Dierenkliniek Benschop-Oudewater B.V.;;;;;;;1;;;1
Digital Revolution B.V.;;;;1;;;;1;;1
Dijkmans Muziek;;;;1;;;;;;1
Dijkstra-Vereenigde B.V.;;;;;1;;;1;;1
Dikker & Thijs Hotel;1;;;;;;;;;1
Diner Thuis;;;;;1;;;;;1
Dirksen Schoonmaakartikelen B.V.;;;2;1;;;;4;;4
Di-Sign Belettering;;;;;;;;1;;1
Disseldorp Techniek;;1;;;;;;1;;1
Distrimed B.V.;;;;;;;2;;1;2
Distus;;;;1;;;;1;;1
Ditverzinjeniet.nl;;;;;1;;;;;1
Diversey B.V.;1;;3;;;;1;1;1;3
Dixi Sanitary Services B.V.;;;1;1;;;;;;1
Dnn Verhuur;;;;;;;1;;;1
DOCUconcept Noord Nederland;;;;;;;1;;;1
Document House Limburg;;;;;1;;;;;1
Dokkumer Vlaggen Centrale B.V.;;;;1;1;;1;;;1
Dolfijn Bowling Tilburg;;;;;1;;;;;1
Dolfinarium Harderwijk B.V.;;;;;1;;;;;1
Dolmans Facilitaire Diensten;;;2;;;;;;;2
Domino's Pizza Deventer;1;;;;;;;;;1
Domino's Pizza Rijswijk;1;;;;;;;;;1
Donkel & Donkel Kopieersystemen B.V.;;;;;1;;;;;1
Donuts+Bagels B.V.;;;;;1;;;;;1
Doornenbal & De Rooij V.O.F.;;;;;;;;1;;1
Doorzicht;1;;;;1;;;;;1
doosopmaat.nl;;;;;;;;1;;1
Dordtse Bazar Verhuur;;;;;1;;1;;;1
Dörr Kampen B.V.;;;;1;;;;;;1
DotControl Webbased Solutions B.V.;;;;;1;;;;;1
Douwe Egberts Café;1;;;;;;1;;;1
Douwe Egberts Horeca;7;;;;;;1;;;7
Douwes Equipment;;;;;;;;1;;1
Douwes International B.V.;;;;;;;;1;;1
Douwes Machines;;;;;;;1;;;1
Down Town Nijmegen B.V.;;;;;1;;;;;1
DPB Groep;;;;;1;;;;;1
DPS (Digital Photo Systems) B.V.;;;;;1;;;;;1
Dräger Nederland B.V.;;2;;1;;;;1;;2
Dräger Safety Nederland B.V.;;1;;;;;;1;;2
DreamWork decoraties;;;;;1;;;;;1
Drentea Kantoormeubelen;;;;;;;6;2;;6
Drieharing B.V.;;;;;1;;;;;1
Driessen B.V.;;;;;;;;1;;1
DRominos t.h.o.d.n. Domino's Pizza Den Bosch;1;;;;1;;;;;1
DRT Vloeren B.V.;;;;;;;1;;;1
Drukkerij Bakker & Zn. B.V.;;;;;1;;;;;1
Drukkerij Cees Badoux B.V.;;;;;1;;;;;1
Drukkerij Excelsior B.V.;;;;;1;;;;;1
Drukkerij Koopmans B.V.;;;;;1;;;1;;1
Drukkerij Loor B.V.;;;;;1;;;;;1
Drukkerij Schuttersmagazijn B.V.;;;;;1;;;;;1
DTG B.V.;;;;;;;1;1;;1
Dudok Arnhem B.V.;1;;;;;;;;;1
Dudok Beheer B.V.;;;;;1;;;;;1
Dudok Den Haag B.V.;;;;;1;;;;;1
Dudok Rotterdam B.V.;;;;;1;;;;;1
dupl-o-line;;;;1;;;1;;;1
Dusch B.V.;;;;;;;;1;;1
Dutch Card Printing;;;;;;;1;1;;1
Dutch Property Company Rembrandt 4 B.V.;;;;;;;;;1;1
Dutch Special Solutions B.V.;;;;1;;;;;;1
Dutchband B.V.;;;;;1;;;1;;1
Duynisveld PR & Events B.V.;;;;;2;;;;;2
Dynastart Tools;;1;;;;;;;;1
E & E Collect B.V.;;;;1;;;;;;1
E & S Stoffering;;;;;;;1;;;1
E. Mangal thodn New York Pizza Delivery Gouda;1;;;;;;;;;1
E.A.L. Electronic Application Laboratory B.V.;;4;;;;;;;;4
Easy Ergonomics B.V.;;;;;;;;1;;1
Easy Noise Control B.V.;;;;;;;;1;;1
EBN Veiligheidsdienst B.V.;;1;;;;;;;;1
Eburon Uitgeverij B.V.;;;;;;;;1;;1
ECHOS Home Baan Zulu;1;;;;;;;;;1
Echte Bakker W. Scholtens;;;;;1;;;;;1
Eclectic Security B.V.;;1;;;;;;;;1
Ecolab B.V.;;;;;;;;1;;1
Econosto N.V.;;;;;;;;1;;1
Ecovation;;;;;;;;1;;1
Eddie's Taartenservice;1;;;1;;;;;;1
Edelstomerij en -Wasserij Miedema B.V.;;;;;;;;1;;1
Edelweiss Textielverzorging B.V.;;;;;;;1;;;1
Eden Oranje Hotel B.V.;;;;;1;;;;;1
Eden Springs Nederland B.V.;2;;1;;;;;;;2
EDITOO B.V.;;;;;1;;;1;;1
Eek Rioolservice B.V.;;;1;;;;;;;1
Eenhoorn Fotografie;;;;1;1;;;;;1
Eetbar Dit;1;;;;;;;;;1
Eetcafe De Fabriek;;;;;;;;1;;1
Eetcafé het leven;;;;;1;;;;;1
Eethuis Misto;1;;;;;;;;;1
Eet-Lokaal;1;;;;;;;;;1
Eet-Villa Van den Brink;;;;;1;;;;;1
eFormity;;;;;1;;;;;1
Ehabo Preventie B.V.;;1;;;;;;;;1
Eigen Houtje;;;;;1;;;;;1
Eijsink Afrekensystemen BV;;;;;;;;1;;1
El Niño;1;;;;;;;;;1
El Zorro;1;;;;;;;;;1
Elcee Holland B.V.;;;;;;;;1;;1
Electro Calorique Holland B.V.;;;;;;;;1;;1
Electrocar B.V.;;;;;;;;2;;2
Electrotech. Installatiebureau Randstad B.V.;;;;;;;1;;;1
Elektrotechnisch Servicebureau 'Nunu' B.V.;;;;;;;1;;;1
Eliëns Interieur Projecten B.V.;;;;;;;1;;;1
Elinex Power Solutions B.V.;;;;;;;1;;;1
Elro Dakbedekking Zuid B.V.;;1;;;;;;;;1
Emergo Systems B.V.;;;;;;;;1;;1
Emhaes Visuele Communicatie B.V.;;;;;;;;1;;1
Empaselect B.V.;;;;1;;;;1;;1
Emtek Ergonomics B.V.;;;;;;;1;;;1
en Insp.-instellingen-Fenelab;;;;;;;1;;;1
Energiewacht-Gazo B.V.;;;;;;;1;;;1
Engeltje en Bengeltje Kinderkleding;;;;;;;;1;;1
ENGIE Serv. Zuid vestiging Maastricht-Airport;;;1;;;;1;;;1
Enraf-Nonius B.V.;;;;1;;;;1;;1
Entertainment.nl;;;;;1;;;;;1
Entopic B.V.;;;;;1;;;;;1
ENVIEM Oil Nederland B.V.;;;;;;;1;;;1
Ergo2Work;;;;;;;;1;;1
Ergodirect;;;;;;;;1;;1
Ergonomique;;;;;;;;1;;1
Ergoweb;;;;;;;;1;;1
Ergozit;;;;;;;1;1;;1
ERLens Holding B.V.;;;;;1;;;;;1
Ermes B.V.;;1;;;;;;;;1
Ernst Sillem Hoeve B.V.;1;;;;1;;;;;1
ES Elektro B.V.;;;;;;;1;;;1
ESB (Evenementen Service Boeren) B.V.;;;;;;;1;;;1
Escape Mobility Nederland;;1;;;;;;;;1
Escaping;1;;;;;;;;;1
Ese International B.V.;;1;;;;;;;;1
Esra Handelmaatschappij B.V.;;;;;;;1;2;;2
Essentra Components B.V.;;;;1;;;;1;;1
Eten & Zo Zoetermeer B.V.;1;;;;;;;;;1
Etikettenkoning B.V.;;;;;;;;1;;1
EtikettenWorld B.V.;;;;;;;;1;;1
Etikon Nederland B.V.;;;;;;;;1;;1
Eur. Instit. voor Certified Public Controll.;;;;;;;1;;;1
Eurest Services B.V.;5;;;;1;;;;;5
Euro Events B.V.;;;;1;;;1;1;;1
EuroFlorist Europe B.V.;;;;;1;;;;;1
Euro-Index B.V.;1;;;;;;1;1;;1
Euromast Horeca B.V.;;;;;1;;;;;1
Euromate B.V.;;;1;;;;;;;1
Euronext Amsterdam N.V.;;;;;1;;;;;1
European Association for Biometrics;;;;;;;1;;;1
Eurosafe Solutions B.V.;;1;;;;;;;;1
Eurosalt Handelmaatschappij B.V.;;;;;;;;1;;1
EVAC Medical;;1;;1;;;;;;1
Eveline Bets Tekst & Publiciteit;;;;;1;;;;;1
Evenementenhal Gorinchem B.V.;;;;;1;;;;;1
Event Department B.V.;;;;;;;;;2;2
Event Media;;;;;;;;1;;1
Eventler B.V.;;;;;1;;;;;1
Eventr B.V.;;;;;1;;;;;1
Evers Kassasystemen B.V.;;;;;;;;1;;1
Everywhere Medical Care B.V.;1;;;;;;;;;1
Evite Services B.V.;;;;;1;;;;;1
EVO;;;;;;;1;;;1
EVU-Nederland;;;;;;;1;;;1
Ew Special Care B.V.;;;2;;;;;;;2
eX:plain;;1;;;;;;;;1
Exactitudes;;;;;;;;1;;1
Excalibur Entertainment;;;;;1;;;;;1
exceet Card Nederland B.V.;;;;1;2;;1;;;2
Exide Technologies B.V.;;;;1;;;;1;;1
Exotic Kitchen;;;;;1;;;;;1
Exploitatie Hotel Zeestraat Den Haag B.V.;;;;;1;;;;;1
Exploitatie Maatschappij De Nieuwe Poort B.V.;1;;;;1;;;;;2
Exploitatie Maatschappij Lommerrijk B.V.;1;;;;1;;;;;1
Exploitatie Rijnkade Dining 56 B.V.;;;;;1;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;1;;;;1;;;;;2
Exsta Nederland B.V.;;;;;;;1;;;1
Exterpatent;;;;;;;1;;;1
Extreme Air Products B.V.;;;;;;;;1;;1
F. de Heer h/o Bram Ladage Verse Patat;1;;;;;;;;;1
F.W. Advies B.V.;;;;;1;;1;;;1
FA. de Peinder;;;;;;;1;;;1
Fabory Centre Ede;;;;;;;;1;;1
Fabory Nederland;;;;;;;;2;;2
Fabrique Communicatie en Design;;;;;;;1;;;1
Facilion B.V.;;;;;;;1;;;1
FactorVeermans The Learning Experience B.V.;;;;;1;;;;;1
Faes Cases B.V.;;;;;;;;1;;1
Falck Emergency & Care Center;;2;;;;;;;;2
Falck Prevention B.V.;;3;;;;;;;;3
Fastgood B.V.;;;;;;;1;;;1
Federal Express Europe Inc.;;;;1;;;;;;1
Federal Express Nederland;;;;1;;;;;;1
Feestidee;;;;;;;1;;;1
FEI Europe B.V.;;;;;;;;3;;3
Fellini city lounge;;;;;1;;;;;1
FEM Products;;;;;;;;1;;1
FHI, Federatie van Technologiebranches;;;;;;;1;;;1
Fidato B.V.;;;;;;;1;;;1
Fine Fresh Food;;;;;1;;;;;1
Fiori Style;;;;;1;;;;;1
Fire and Care;;1;;;;;;;;1
Firecom;;1;;;;;;;;1
Fire-Control B.V.;;1;;;;;;;;1
Fireware;;2;;;;;;;;2
Firma Banketbakkerij Hagdorn;1;;;;;;;;;1
Firma Bijzonder Intern Transport;;;;;;;;1;;1
Firma Hof der Muzen;;;;;1;;;;;1
Firma Marnix Breda;;;;;;;;1;;1
Firma P. van Loon & Zonen;;;1;;;;;;;1
Firma Rijwielhandel Tieleman en Zoon;;;;;;;1;1;;1
First Care Company;;;1;1;;;;1;;1
Fish & Meat B.V.;1;;;;;;;;;1
Fl.expl. Ver. Spilbergenstr. Nr. 74 te A'dam;;;;;1;;;;;1
Flanderijn en Bronsvoort Gerechtsdeurwrd. BV;;;;;;;;;1;1
Flanderijn en v. Eck Gerechtsdeurwaard. B.V.;;;;1;;;;;1;1
Flash Rental Services B.V.;;3;;1;;;;3;;4
Fletcher Familiehotel Paterswolde;;;;;1;;;;;1
Fletcher Hotel Paleis Het Stadhouderlijk Hof;;;;;1;;;;;1
Fletcher Hotel-Restaurant De Kempen;;;;;1;;;;;1
Fleurtiek Amsterdam B.V.;;;;;1;;;;;1
Flevosol Zonwering;;;;;;;2;;;2
Flexposure B.V.;;;;;;;;1;;1
Flora Nova Interieurbeplanting B.V.;;;;;;;1;;;1
Florabiz;;;;;;;1;;;1
Fluke Nederland B.V.;;;;;;;;1;;1
FM Projekten B.V.;;;;;;;;2;;2
Folie Totaal;;;;;;;;1;;1
Fonq.nl;1;;1;;1;;;1;;1
FonVis B.V.;;;;;1;;;;;1
Food City;1;;;;;;;;;1
Food Enjoyce;1;;;;1;;;;;1
Food Experience;;;;;1;;;;;1
Food for the Mood;;;;;1;;;;;1
Foodzie;1;;;;;;;;;1
Forcad;;;;;;;1;;;1
Forensisch Medisch Genootschap;;;;;;;1;;;1
Formabouw B.V.;;;;;;;1;;;1
Formido Zwolle;;;;;;;1;;;1
Fort Bronsbergen;1;;;;1;;;;;1
Fortron B.V.;;;2;;;;;;;2
Fortune Factory B.V.;;;;1;;;;;;1
fotentiek;;;;;1;;;;;1
Foto Brouwer;;;;1;;;;;;1
Foto Lab Kiekie;;;;;1;;;;;1
Foto Linthout;;;;;;;1;;;1
Fox-IT;;1;;;;;;;;1
Frama Nederland;;;;1;;;1;1;;1
Fresh Air Solutions B.V.;;;;;;;;1;;1
Fridays B.V.;;;;;1;;;;;1
Fri-Jado Super Service;;;;;;;1;1;;1
Frissen-Pieters Bloemensalon B.V.;;;;;1;;;;;1
FRITSprint;;;;;;;1;;;1
Fritz-Events;;;;;;;;1;;1
Fromagerie Forianne;;;;;1;;;;;1
Fruitmoment;;;;;1;;;;;1
Fujitsu Technology Solutions B.V.;;;;;;;;1;;1
Funea Broadband Services B.V.;;;;;;;;1;;1
FysioSupplies B.V.;;;;1;;;;;;1
G & S Project B.V.;;;;;;;2;;;2
G. Bakker en Zn. B.V.;1;;;;1;;1;1;;1
G. Breeschoten Woninginrichting V.O.F.;;;;;;;1;;;1
G.A.W.J.M. Overmeer h.o.d.n. Magic Flower;;;;;1;;;;;1
G.Thiessen Wijnkopers Sedert 1740 B.V.;;;;;1;;;;;1
G10 B.V.;;;;;;;;1;;1
G4S Cash Management B.V.;;1;;;;;;;1;1
G4S Cash Solutions B.V.;;1;;;;;1;;1;2
G4S Custom Training B.V.;;7;;;;;;;;7
G4S Security Services B.V.;;6;;;;;;;;6
G4S Services;;6;;;;;;;;6
Gabriëls-gehoorbescherming;;;;1;;;;;;1
Galamadammen Recreatie B.V.;;;;;1;;;;;1
Gall & Gall (B.J. Wühl);;;;;1;;;;;1
Games 4 Us;;;;1;;;;;;1
Game-XL B.V.;;;;1;;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;;1;;;;;1
Gardepoort;1;;;;;;;;;1
Garsthagen Projectinrichting B.V.;;;;;;;4;;;4
Gas/Sanitair Install. Bur. Frauenfelder B.V.;;;;;;;;1;;1
GCA Events B.V.;;;7;;;;1;;;7
GE Healthcare;;1;;;;;;1;;1
Geb en Gaia bij Nieuw Rande;;;;;1;;;;;1
Gebak van Smolders;1;;;;1;;;;;1
Gebr. Bragt;;;;;1;;;;;1
Gebrs. M.- en R. Jansen Glas Hoogvliet B.V.;;;;;;;1;1;;1
