Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
De Wilgenweard;;;;1;;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;;;;1
De Zoete Inval B.V.;;;;1;;;;;;1
De Zwarte Vosch B.V.;;;;1;;;;;;1
Debat.NL B.V.;;;;;;1;;;;1
Debatacademie;;;;;;;1;;;1
Debatrix;;;;;;1;;;;1
Decade Financials Gebruikersvereniging;;;;;;;;1;;1
Decohof, kwekerij Overgoor;;;;1;;;;;;1
Déhora Consultancy Group B.V.;;;;;;1;;;;1
DeKa Verhuur;;;;1;;;;;;1
Dekker Hout Den Haag B.V.;;;;;;;;;1;1
Dekxels B.V.;;;;1;;;1;;;1
deLex Media en Management B.V.;;;;;;1;;;;1
Delft Congress Support B.V.;;;;;;1;;;1;1
Delft Projectmanagement B.V.;;;;;;;1;;;1
Deloitte Accountants;;;;;;1;;;;1
Deloitte Group Support Center B.V.;;;;;;1;;;;1
Deloitte Risk Services;3;;;;;;;;;3
Delphy B.V.;;;;;;1;;;1;1
Delta International;;;1;;;;;;;1
DELVA Landscape Architects;;;;;;;;;1;1
Den Draeck;;;;1;;;;;;1
Dendy B.V.;;;;1;;;;;;1
Denk Producties B.V.;;;;;;1;;;;1
Department for Business Innovation & Skills;;;;;;;;;1;1
Desinope 323 SL;;;;;;;;;1;1
Desmadryl Lode;;;;1;;;;;;1
DeTenders Rotterdam;;;;;;;;;1;1
DFG;;;;;;1;;;;1
DIA Europe, Middle East & Africa;;;;;;1;;;;1
Dialogis;;;;;;2;;;;2
Dialogue B.V.;;;;;;1;;;;1
Diebels Relatiegeschenken B.V.;;;;1;;;;;;1
Diels Restobar;;;;1;;;;;;1
Diep Onderzoek;;;;;;1;;;;1
Dierenpark 'Amersfoort' B.V.;;;;2;;;;;;2
DiEx B.V.;;;;;;1;;;;1
Dij Management;;;;;;1;;;;1
Dijkstra;;;;1;;;;;;1
Dijkstra Advice, Research & EMC Intern. B.V.;;;;;;1;;;;1
Diner Café Soestdijk B.V.;;;;1;;;;;;1
Diner Thuis;;;;1;;;;;;1
Dinercafé Diep;;;;1;;;;;;1
DIOR Opleidingen;;;;;;2;;;;2
Dipper restaurant-caf-fondue;;;;1;;;;;;1
Direct Dutch B.V.;;;;;;1;;;;1
Direction Briefings for Business Leaders;;;;;;1;;;;1
Dirksen Opleidingen B.V.;;;;;;2;;;;2
Ditverzinjeniet.nl;;;;1;;;;;;1
Djihn Personal and Team Development B.V.;;;;;;1;;;;1
DLC Restaurant;;;;1;;;;;;1
Docendo B.V.;;;;;;1;;;;1
Doctum;;;;;;1;;;;1
Doelen Coach Service B.V.;;;;;;;;;1;1
Doenederland.nl B.V.;;;;1;;;;;;1
Dok 28 B.V.;;;;1;;;;;;1
Dokkumer Vlaggen Centrale B.V.;;;;1;;;;;;1
Domstad Evenementen B.V.;;;;1;;;;;;1
Donald Macrae;;;;;;;;;1;1
Donati;;;;1;;;;;;1
Dordts Genoegen;;;;1;;;;;;1
Down Under BEACH B.V.;;;;1;;;;;;1
DPI Animation House B.V.;;;;;;2;;;;2
Drentea Kantoormeubelen;;;1;;;;;;;1
Drentsche Schans;;;;1;;;;;;1
Drone Education Centre B.V.;;;;1;;;;;;1
Drs. M. Roorda Psycholoog NIP-Managem;;;1;;;1;;;;1
Drs. V.d. Molen Pers. Ontw., Therapie/Coach.;;;;;;1;;;;1
Drs. Yvette de Beer;;;;;;1;;;;1
Dudok Den Haag B.V.;;;;1;;;;;;1
Dukers & Baelemans Opleiding en Advies B.V.;;;;;;3;;;;3
Dunea N.V.;;;;;;1;;;;1
Dununba Percussie Workshops;;;;1;;;;;;1
Dutch Card Printing;;;1;;;;;;;1
Dutch Research Institute for Transitions B.V.;;;;;;1;;;;1
dutch resultants B.V.;3;;;;;;;;;3
Duthler Associates;;;;;;1;;;;1
Duwtje;;;;;;1;;;;1
E & M Exportmanagement B.V.;;;;;;;;;1;1
EASN Technology Innovation Services BVBA;;;;;;1;;;;1
Ebbinge & Company;;;;;;2;;;;2
Ebbinge B.V.;;;;;;1;;;;1
EBN B.V.;;;;;;1;;;;1
EBU;;;;;;;;;1;1
Ebusco B.V.;;;;;;;;;1;1
ECEE;;;;;;;;;1;1
Ecorys B.V.;;;;;;2;;;;2
Eden Den Haag Hotel Exploitatie I B.V.;1;;;;;;;;1;1
EDRA PH B.V.;;;;1;;;;;;1
Eduvision B.V.;;;;;;2;;;;2
Edwin Smulders Catering;;;;;;;1;;;1
Eemlandhoeve Exploitatie B.V.;;;;1;;;;;;1
EEN! B.V.;;;;;;;1;;;1
Eenhoorn Meeting Center;;;;1;;;;;;1
Eerste Hulp Plus;;;;;;1;;;;1
Eet- en Drinkhuis 'De Gulzige Kater';;;;1;;;;;;1
Eetcafé de Klap;;;;1;;;;;;1
Eetcafé het leven;;;;1;;;;;;1
Eetcafé Het Zwarte Schaap;;;;1;;;;;;1
Eetcafé Schuitendiep;;;;1;;;;;;1
Eetcafé 't Koetshuys;;;;1;;;;;;1
Eeterij 't Verschil;;;;1;;;;;;1
Eethuys- Café 'De Generaal';;;;;;;1;;;1
Eetpark V.O.F.;;;;1;;;;;;1
Eetwaar;;;;1;;;;;;1
Effectyf B.V.;;;1;;;;;;;1
EFFRA (European Factories of the Future Research Association);;;;;;;;;1;1
Egon Zehnder International B.V.;;;;;3;;;;;3
EHM Hotel Amsterdam Museum B.V.;1;;;;;;;;;1
EHM Hotel Breda B.V.;1;;;;;;;;;1
EHM Hotel Hulshorst De Beyaerd Expl.mij. B.V.;;;;;;1;;;;1
EHM Hotel Utrecht B.V.;1;;;;;;;;1;1
EHP Exploitatie Hotel Victoria B.V.;;;;1;;;;;;1
EIC Mainport Rotterdam;;;;;;1;;;;1
Eidoskoop;;;;;;1;;;;1
El Abanico;;;;;;1;;;;1
El Txoko Taberna de Pintxos;;;;1;;;;;;1
Elasticsearch Global B.V.;;;;;;1;;;;1
Elisabeth Smit;;;;;;1;;;;1
Els Jansen op de Haar;;;;;;1;;;;1
Elycio Talen B.V.;;;;;;2;;;;2
Emerce;;;;;;1;;;;1
Emmaüs Coaching (organisatie-team-individu);;;;;;1;;;;1
Emtek Ergonomics B.V.;;;1;;;;;;;1
Energeia B.V.;;;;;;1;;;;1
Energy Delta Institute B.V.;;;;;;3;;;1;3
Energy Matters;;;;;;;;;1;1
English Language Works;;;;;;1;;;;1
Enterprise Summit B.V.;;;;;;;;;1;1
Entertainment Service;;;;1;;;;;;1
Entopic B.V.;;;;;;1;;;1;1
Equine Naturalis;;;;;;1;;;;1
Ergatis B.V.;;;2;;;1;;;;2
Erik Hartman Communicatie;;;;;;1;;;;1
Erve Hiddink;;;;1;;;;;;1
ESB B.V.;;;;;;1;;;;1
Escape Challenge B.V.;;;;1;;;;;;1
Escape Hunt Groningen;;;;1;;;;;;1
Escar-Go;;;;1;;;;;;1
Espavo Remedies;;;;;;1;;;;1
Esri Nederland;;;;;;2;;;;2
Eta Florence Renewable Energies;;;;;;;;;1;1
Eten & Zo Zoetermeer B.V.;;;;1;;;1;;;1
Eten bij Werelds;;;;1;;;;;;1
ETIFOR Srl;;;;;;1;;;;1
Etop;;;;;;1;;;;1
Eur. Instit. voor Certified Public Controll.;;;;;;1;;;1;1
EURIB/Europ. Instit. for Brand Managem. B.V.;;;;;;1;;;;1
Euro Events B.V.;;;;1;;;;;;1
Euroforum;;;;;;3;;;1;3
Euromast Horeca B.V.;;;;;;;;;1;1
European Academy for Taxes, Economics & Law Brauner Klingenberg GmbH;;;;;;1;;;1;1
European Broadcasting Union;;;;;;1;;;;1
European Care Residence Hotel and Resort Groot Stokkert B.V.;;;;1;;;;;;1
European Fund Management Consulting OÜ;;;;;;1;;;;1
European Investment Bank;;;;;;;;;1;1
European Language Centre B.V.;;;;;;1;;;;1
European Organisation for Sustainable Development GmbH;;;;;;;;;1;1
European Trade Union Confederation (ETUC);;;;;;;;;1;1
European University Institute;;;;;;2;;;;2
Europees Instituut De Baak B.V.;;;;;;1;;;;1
Europment;;;;;;1;;;;1
EuroTrade Matchmaker B.V.;;;;;;;;;1;1
Evelien Van Den Bergh;;;;;;1;;;;1
evenementen organisatie de waterkoets;;;;;;;1;;;1
E-Vent entertainment;;;;1;;;;;;1
Everest Energy B.V.;;;;;;;;;1;1
Everwijnsgoed;;;;1;;;;;;1
EVO Fenedex B.V.;;;;;;1;;;;1
EW Products;;;;1;;;;;;1
E-WISE Nederland B.V.;;;;;;;;;1;1
Expert in Actie;;;;1;;;;;;1
expertcoach;;;;;;1;;;;1
Expertisecentrum Lichaamstaal Nederland;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
ExplainIT Special Accounts B.V.;;;;;;1;;;;1
Exploitatiemaatschappij Hotel Best B.V.;1;;;;;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;1;;;1;;1;1
Exploitatiemy. Caransa Hotel BV;1;;;;;;;;;1
Exploring Emotion;;;;1;;;;;;1
EXPOTRAVEL BVBA;;;;;;;;;1;1
Expres Wijn B.V.;;;;;;;;;1;1
EYE - Bar Restaurant B.V.;;;;1;;;;;;1
Eyefly B.V.;;;;1;;;;;;1
F. Ipema;;;1;;;;;;;1
Faber Holding B.V.;;;;;;;1;;;1
Facint B.V.;;;;1;;;;;;1
Factor Veiligheid! B.V.;;;;;;2;;;;2
Factor Vijf;;;;;;1;;;;1
FACULDADE MEDICINA VETERINARIA;;;;;;;;;1;1
Falck Nutec;;;;;;2;;;;2
Falck Prevention B.V.;;;;;;4;;;;4
Falke & Verbaan B.V.;;;;;;1;;;;1
Familie Freerk Albertema;;;;1;;;;;;1
Fast Lane Benelux B.V.;;;;;;2;;;;2
Federal Institute for Risk Assessment(BFR);;;;;;;;;1;1
Federatie Particulier Grondbezit;;;;1;;;;;;1
Federatie voor de Nederlandse Export;;;;;;1;;;;1
Fédération Internationale des Ingénieurs-Conseils (FIDIC);;;;;;1;;;;1
Feithhuis Exploitatie B.V.;;;;1;;;;;;1
Fellini Assen B.V.;;;;1;;;;;;1
FELLOW;;;;1;;;;;;1
FFACTS B.V.;;;;;;;;;1;1
FFG - Austrian Research Promotion Agency;;;;;;1;;;;1
Fiduciaria Colombiana de Comercio Exterior S.A FIDUCOLDEX;;;;;;;;;1;1
Fietspunt B.V.;;;;1;;;;;;1
Figi;;;;;;;;;1;1
Fine Asian Gourmet B.V.;;;;1;;;;;;1
FIRA Internacional de Barcelona;;;;;;;;;1;1
Fire and Medical Training Centre B.V.;;;;;;1;;;;1
Firma Banketbakkerij J. Smit;;;;1;;;;;;1
Firma Banketbakkerij Lindeboom;;;;1;;;;;1;1
Firma Hof der Muzen;1;;;1;;;1;;;2
Firma Mulder;;;;1;;;;;;1
First 1 Bedrijfsfitness B.V.;;;2;;1;;;;;2
First Class Amersfoort;;;;1;;;;;;1
First Service B.V.;;;;1;;;;;;1
Fish & Meat B.V.;;;;1;;;1;;1;1
FlashBay Limited;;;;1;;;;;;1
Fletcher Hotel Restaur. De Wageningsche Berg;;;;1;;;;;;1
Fletcher Hotel Restaurant De Witte Raaf;;;;;;1;;;;1
Fletcher Hotel Restaurant Nieuwegein;1;;;;;;;;;1
Fletcher Hotel-Restaurant Carlton;;;;;;;;;1;1
Fleurop-Interflora Nederland B.V.;;;;2;;;1;;;2
Flexibel Management Support;;;;;;1;;;;1
FloraHolland;;;;;;;1;;;1
Flowerfeldt;;;;1;;;;;;1
Flying Roasters, Heymann und Klitsch GbR;;;;;;;;;1;1
FMO Investment Management B.V.;;;;;;1;;;;1
Focus Conferences B.V.;;;;;;2;;;1;2
Focus op Tekst;;;;;;2;;;;2
Fonq.nl B.V.;;;;1;;;;;;1
Food for Impact;;;;;;2;;;;2
Forensicplaza B.V.;;;;;;1;;;;1
Forsa Advies;;;;;;1;;;;1
Fort 1881;;;;;;;;;1;1
Fortune Factory B.V.;;;;1;;;;;;1
Forum Europe;;;;;;1;;;;1
Forum Institut für Management GmbH;;;;;;;;;1;1
Fotografie : Paul Voorham;;;;1;;;;;1;1
Fotografie Jurgen Huiskes;;;;1;;;;;;1
Four Rose's;;;;1;;;;;;1
Fox-IT;;;;;;1;;;;1
Frame B.V.;;;;;;1;;;;1
Frame opleiding en training;;;;;;1;;;;1
Frank Schaper;;;;;;1;;;;1
Franklincovey;;;;;;1;;;;1
Frankwatching B.V.;;;;;;1;;;1;2
Fraunhofer Gesellschaft e.v.;;;;;;;;;1;1
Frisse Blikken ondernemen met talent B.V.;;;;;;1;;;1;1
Frits Philips Jr. & Partners B.V.;;;;;;1;;;;1
Fuentes Academia de Español;;;;;;1;;;;1
Fun Cooking Outlet;;;;1;;;;;;1
G. Evers Advies;;;;;;1;;;;1
G. van Beek & Zn. Kalveren B.V.;;;;;;1;;;;1
G4S Training & Safety Solutions bv;;;;;;1;;;;1
Galerie Lucie;;;;1;;;;;;1
Garden Seeds B.V.;;;;1;;;;;;1
Gardepoort;;;;1;;;;;;1
Garderense Berg B.V.;;;;1;;;;;;1
Gasterij de Wagenmeester;;;;1;;;;;1;1
Gateway Holding;;;;;;2;;;;2
Gauchos Franchise Den Haag B.V.;;;;;;;;;1;1
Gauchos Franchise Utrecht B.V.;;;;1;;;;;;1
Gbned;;;;;;1;;;;1
GBT III B.V.;;;;;;;;;1;1
Gebr. Barendsen B.V.;;;;2;;;;;;2
Genetics' Added Value B.V.;;;;;;3;;;;3
Geniet Arnhem B.V.;;;;1;;;;;;1
Genootschap voor Informatica;;;;;;1;;;;1
GeoFort Exploitatie B.V.;;;;1;;;;;;1
Geoplan Nederland B.V.;;;;;;1;;;;1
Georgetown Law CLE;;;;;;1;;;;1
Gerard Borkus;;;;;;1;;;;1
Gerrickens Training & Advies V.O.F.;;;;;;1;;;;1
Geschenkbezorgen.nl B.V.;;;;1;;;;;;1
Gesprek in Beweging;;;;;1;;;;;1
Get Events;;;;1;;;;;;1
Geuzinge & Groeneveld B.V.;;;;;;1;;;;1
GGN van Mastrigt & Partners;;;;;;1;;;;1
GGZ Dennenweg;;;1;;;;;;;1
GH Events;;;;;;;1;;;1
Gimaris;;;;;;1;;;;1
Giovanni's Restaurant;;;;1;;;;;;1
GITP B.V.;;;;;1;1;;;;1
GITP Bedrijfspsychologie;;;;;;1;;;;1
GITP Opleidingen;;;;;;1;;;;1
GITP Training & Opleiding B.V.;;;;;;1;;;;1
GKSV B.V.;;;;;;1;;;;1
Global Engage;;;;;;;;;1;1
Global Knowledge Network Netherlands B.V.;;;;;;2;;;;2
Glope Events B.V.;;;;1;;;;;;1
Glowgolf Eindhoven B.V.;;;;1;;;;;;1
GM advies;;;;;;1;;;;1
Go B.V.;;;;;;2;;;;2
GO opleidingen;;;;;;1;;;;1
Goderie B.V.;1;;;;;;;;;1
Goethe-Institut Berlin;;;;;;1;;;;1
Golfclub De Berckt Baarlo B.V.;;;;1;;;;;;1
Golfodome;;;;1;;;;;;1
GoodHabitz B.V.;;;;;;2;;;;2
Gooiconsult Academie B.V.;;;;;;2;;;;2
Gouden Pakket B.V.;;;;1;;;;;;1
Goudkantoor Cafe Restaurant;;;;1;;;;;;1
GrachtenAtelier;;;;2;;;;;;2
Gramsma Consultancy;;;;;;;;;1;1
Grand Café 21;;;;2;;;;;;2
Grand Café de Pakschuit;;;;1;;;;;;1
Grand Café Hemels;;;;;;;;;1;1
Grand Café Kroonenburg;;;;1;;;;;;1
Grand Café Lien;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;1;1
Grand Café Zarautz;;;;1;;;;;;1
Grand Hotel Heerlen;1;;;;;;;;;1
Grand Hotel Huis Ter Duin B.V.;;;;;;;1;;;1
Grand Hotel Post-Plaza;;;;;;;;;1;1
Grandcafé De Wens B.V.;1;;;1;;;;;1;1
Grandcafe Haagsche Bluf;;;;1;;;;;;1
Grandcafé Restaurant Bij De Molen;;;;1;;;;;;1
Grand-diner-café 't Boterhuis B.V.;;;;1;;;;;;1
Green Bridges;;;;;;1;;;;1
Greengiving B.V.;;;;;;;;;1;1
Grieks Specialiteiten Restaurant Knossos;;;;1;;;;;;1
Grieks Specialiteiten Restaurant Saloniki;;;;1;;;;;;1
Grip op Data B.V.;;;;;;1;;;;1
Groeneveld Horeca B.V.;;;;2;;;1;;1;2
Groente Speciaalzaak De Vries;;;;1;;;;;;1
GroenUit.nu;;;;1;;;;;;1
Groot Vrisekoop Concept & Creatie B.V.;;;;;;1;;;;1
GroupSupport.com B.V.;;;;;;1;;;;1
GSMA Mobile World Congress 2015;;;;;;1;;;;1
Gusto Mangia e Bevi;;;;1;;;;;;1
GWK Amsterdam Victoria nr.112;1;;;;;;;;;1
H.J. Smith;;;;;;;;;1;1
H.J.M. Zonderland Fotografie;;;;1;;;;;;1
H.R. Guest Fotografie;;;;1;;;;;;1
Haags Congres Bureau;;;;;;1;;;;1
Haags Historisch Museum;;;;;;;1;;;1
Haagsche Schouw;;;;;;1;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;2;;;1;2
HabiTask B.V.;;;;;;1;;;;1
Hagele kantoormeubilair;;;1;;;;;;;1
Hampshire Exploitatie I B.V.;;;;1;;;;;1;1
Hampshire Hotel Beethoven;1;;;;;;;;;1
Hampshire Hotel Den Haag;1;;;;;;;;;1
Hampshire Hotel Groningen;2;;;;;;;;;2
Hampshire Hotel Putten;;;;1;;;;;;1
Han Vermeer Ontwikkel. van Mens & Organisatie;;;;1;;;;;;1
Handboogvereniging 'De Grensschutters';;;;1;;;;;;1
Handsaam;;;;;;1;;;;1
Hanting Cuisine B.V.;;;;1;;;;;;1
HanzeConnect;;;;;;1;;;;1
Hao Hao Trading;;;;1;;;;;;1
Hapjes Enzo;;;;1;;;;;;1
Happy Day Tours;;;;1;;;;;1;1
Happyhappyjoyjoy East;;;;;;;1;;;1
Harbour Horeca B.V.;;;;1;;;;;;1
Harders Plaza B.V.;;;;1;;;;;;1
Hartelijk Gefaciliteerd;;;;;;1;;;;1
Harvard Kennedy School, Executive Education;;;;;;1;;;;1
Hattink & Vosters;;;;;;2;;;;2
Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
HB Training & Coaching;;;;;;1;;;;1
HCP international;;;;;;;;;1;1
Health2Work B.V.;;;1;;;;;;;1
HeartMath BeNeLux B.V.;;;;;1;1;;;;1
Heatnet;;;1;;;;;;;1
HEC B.V.;;;;;;1;;;;1
Heco Systems B.V.;;;;;1;;;;;1
Hein Post Wijnen Gastronomie;;;;1;;;;;;1
Helder Werk B.V.;;;1;;;;;;;1
Helix Advies B.V.;;;;;;1;;;;1
Helsu International B.V.;;;;;;;;;1;1
Hemingway;1;;;1;;;;;;1
Hengelsportfederatie Groningen Drenthe;;;;;;1;;;;1
Henri Bloem's Wijnkoperij;;;;1;;;;;;1
Henriëtte van Dueren den Hollander;;;;;;2;;;;2
Henrik de Groot;;;;;;1;;;;1
Hepkema;;;;;;1;;;;1
Herberg 'In den Bockenreyder' B.V.;;;;1;;;;;;1
Hermine M Hijmans Human Capital Group;;;;;1;1;;1;;1
Hersens te Huur;;;;;;1;;;;1
Hesbak 2 B.V.;;;;1;;;1;;;1
Hester Macrander;;;;;;1;;;;1
Het Blije Wij;;;;;1;;;;;1
Het Chocolade Huis;;;;1;;;;;;1
Het Dierenmuseum;;;;;;;1;;;1
Het Doel;4;;;;;;;;;4
Het Drents Kwartiertje;;;;1;;;;;;1
Het Gerecht;;;;1;;;1;;;1
Het Inzichtenlab;;;;;;1;;;;1
Het Kabinet, Eten en Drinken;;;;;;;;;1;1
Het Kookplein;;;;1;;1;;;;2
Het Lokaal B.V.;;;;1;;;;;;1
Het Nationaal Automobielmuseum;;;;1;;;;;;1
Het Ned. Instit. voor Verkeersveiligheid B.V.;;;;;;2;;;;2
Het Nederl.talig Buisleiding Industrie Gilde;;;;;;1;;;;1
Het Nederlands Openluchtmuseum;;;;1;;;;;;1
Het NIC B.V.;2;;;;;;;;;2
Het Oude Politiebureau;;;;;;;1;;;1
Het Pleidooi;;;;1;;;1;;1;1
Het Roode Hert;1;;;;;;;;;1
Het Wapen van Schotland;;;;1;;;;;;1
Het Zoethoudertje;;;;1;;;;;;1
Heuvelman Sound & Vision B.V.;;;;1;;;1;;;1
Heuvelrug Mediation;;;;;;1;;;;1
Hewlett-Packard Nederland B.V.;;;;;;2;;;;2
HFCC;;;;;;;;1;;1
HGRV Adviseurs Managers B.V.;;;;;;1;;;;1
Hiddink Sportmanagement B.V.;;;;;;;;;1;1
Higher & Company Utrecht B.V.;;;;;;1;;;;1
Hilgers Consultancy - Partner in Leren/Ontw.;;;;;;1;;;;1
Himalaya Palace;;;;1;;;;;;1
Hippefruitmand.nl;;;;1;;;;;;1
HKV Lijn in Water B.V.;;;;;;;;;1;1
HLG BAARTMANS;;;;;;;;;1;1
Hochman&Shecter Edan Hadash in TourismLTD;;;;;;1;;;;1
Hock Sieng;;;;1;;;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
Hof van Saksen BV;;;;1;;;;;;1
Hofman & Hofman B.V.;;;;1;;;;;;1
Hofstad Events B.V.;;;;1;;;1;;;1
Hofvlietvilla B.V.;;;;1;;;;;;1
Hogeschool INHolland;;;;;;1;;;;1
Hogeschool van Amsterdam;;;;;;1;;;;1
Hogeschool van Utrecht (StudiumGenerale);;;;;;1;;;;1
Hogeschool VHL;;;;;;1;;;;1
Hokra B.V.;;;;3;1;;1;;;3
Holding Beheermaatschappij Ropeni B.V.;;;;1;;;1;;;1
Holland By Mail;;;;1;;;;;;1
Holland Indoor Karting Arkel;;;;1;;;;;;1
Holland Indoor Karting Zoetermeer;;;;1;;;;;;1
Holland Multitrade;;;;;;1;;;;1
Holland Promotion B.V.;;;;1;;;1;;;1
Holland Tour Guides B.V.;;;;;;1;;;;1
Hollandsche Waaren;;;;;;;;;1;1
Hollandse Hoogte B.V.;;;;1;;1;;;;1
Hollandsouvenirshop;;;;1;;;;;;1
Home in Brussels;;;;;;;;;1;1
Hoog Vuur;;;;1;;;;;;1
Hoogland & Co B.V.;;;;;;1;;;;1
Hooridee Advies bij Gehoorverlies;;;1;;;;;;;1
Hop Taxi B.V.;;;;1;;;;;1;1
HOPE;;;;;;;;;1;1
Hopkins B.V.;1;;;;;;;;1;1
Horeca Berg & Dal B.V.;;;;;;1;;;;1
Horeca Expl. Maatschappij HEM Parkstad B.V.;1;;;;;;;;;1
Horeca Exploitatie Schiedamse Vest B.V.;;;;1;;;;;;1
Horeca Exploitatie WWZ V. B.V.;;;;;;;1;;;1
Horeca Spoordonk B.V.;;;;1;;;;;;1
Horeca 't Olde Schop B.V.;;;;1;;;;;;1
Horecapa B.V.;;;;;;;1;;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;1;1
Hotel Amersfoort A1;;;;;;;;;1;1
Hotel Artemis Amsterdam B.V.;1;;;;;;;;;1
Hotel Bor;;;;;;;;;1;1
Hotel Café Restaurant Centraal;;;;1;;;;;;1
Hotel Café Restaurant Nap;;;;1;;;;;;1
Hotel Café Restaurant 'Taverne';;;;1;;;;;;1
Hotel Contact B.V.;1;;;2;;4;1;;7;7
Hotel Corps de Garde;;;;1;;;;;;1
Hotel 'De Koekoekshof' B.V.;;;;;;;;;1;1
Hotel De Ville B.V.;1;;;;;;;;;1
Hotel De Woudzoom B.V.;;;;;;;;;1;1
Hotel Des Indes B.V.;;;;1;;;;;;1
Hotel Gilze-Rijen;;;;;;;;;1;1
Hotel het Hoge Duin;;;;;;1;;;;1
Hotel Kruller B.V.;;;;;;1;;;;1
Hotel Media Park Hilversum B.V.;1;;;;;;;;1;1
Hotel Mijdrecht B.V.;;;;;;1;;;;1
Hotel Modez B.V.;1;;;;;;;;;1
Hotel Mozaic;1;;;;;;;;;1
Hotel New York B.V.;;;;1;;;;;1;1
Hotel Panorama am Adenauerplatz;;;;;;;;;1;1
Hotel Papendal;;;;1;;;;;;1
Hotel Pension Randenbroek;1;;;;;;;;;1
Hotel Pillows Zwolle BV.;;;;1;;;;;;1
Hotel Prinsenhof (Groningen);;;;1;;;;;;1
Hotel Sneek;;;;1;;;;;;1
Hotel Van der Werff B.V.;;;;1;;;;;;1
Hotel Zuiderduin;;;;1;;;;;;1
Hotel, Café-Restaurant Lion d'Or B.V.;1;;;;;;;;;1
Hotel,Cafe,Restaurant Pijnappel B.V.;;;;1;;;;;;1
Hotel-Cafe-Restaurant De Gouden Leeuw;;;;1;;;;;;1
Hotel-Café-Restaurant De Witte Bergen;1;;;;;;;;1;1
Hotel-Café-Restaurant Haarhuis;;;;1;;;;;;1
Hotel-Café-Restaurant 'W.E.E.V.A.';;;;;;;;;1;1
Hotel-Café-Restaurant 'West-End' Expl. B.V.;1;;;;;;;;;1
Hotelexpl.mij. Stationsstraat Amersfoort B.V.;1;;;;;;;;1;2
Hotelexplotitatiemaatschappij Leijenberghlaan;;;;;;;;;1;1
House of Sports;;;;;;;;;1;1
Hovenier Maarten Franken;;;;1;;;;;;1
Hoyng;;;;2;;;;;;2
HSK Interventie B.V.;;;1;;;;;;;1
HTCE Site Management B.V.;;;;;;1;;;;1
HTM Personenvervoer N.V.;;;;;;;;;1;1
Huis ten Haghe;;;;1;;;;;;1
'Huize Maas' B.V.;;;;2;;;;;;2
Hulskamp Audiovisueel Utrecht;;;;1;;;;;;1
Human Factors NL;;;1;;;;;;;1
HumanAbility Arbeidsdeskundig Advies B.V.;;;1;;;;;;;1
Humphrey's Den Haag B.V.;;;;1;;;;;;1
Humphrey's Restaurant;;;;1;;;;;;1
Humphrey's Utrecht B.V.;;;;1;;;;;;1
Humphrey's Zwolle B.V.;;;;1;;;;;;1
Huygens XC B.V.;;;;;;;;;1;1
Hyphen Projects B.V.;;;;;;;;;1;1
I am Consultancy;;;;;;1;;;;1
Iacobien;;;;;;1;;;;1
I-Advise B.V.;;;;1;;;;;;1
IATV - Instituto do Ambiente, Tecnologia e Vida;;;;;;;;;1;1
Ibis Amsterdam Airport;1;;;;;;;;1;1
Ibis Den Haag City Centre;1;;;;;;;;;1
Ibis Styles Göteborg City;;;;;;;;;1;1
Ibis Utrecht;1;;;1;;;;;;1
ICC Nederl.;;;;;;;;;1;1
Ice Zone Horeca Exploitatie B.V.;;;;1;;;;;;1
IceCo B.V.;;;;;;2;;;;2
ICM Administratie B.V.;;;;;;2;;;;2
ICM Opleidingen & Trainingen B.V.;;;;;;3;;;;3
Id Network Nederland;;;;;;1;;;;1
ID Ware International B.V.;;;;;;1;;;;1
Iep Holding B.V.;;;;;;1;;;;1
IF Innovation Forum Publishing Ltd;;;;;;1;;;;1
IHOBE S.A.;;;;;;1;;;1;1
IIR Ltd;;;;;;2;;;;2
IItaly - Dario Donato;;;;;;;1;;;1
IJntema Consultancy;;;;;;1;;;;1
IKA Nederland;;;1;;;;;;;1
'Il Pozzo B.V.';;;;1;;;;;;1
IMK Opleidingen B.V.;;;;;;1;;;;1
Impact;;;;;;1;;;;1
Impact Academy;;;;;;;;;1;1
ImpactAbility;;;;;;1;;;;1
Improvement Centre B.V.;;;;;;;;;1;1
Imtech ICT Communication Solutions B.V.;;;;;;;;;1;1
iN Crime;;;;;;1;;;;1
In de Steigers B.V.;;;;;;;1;;;1
In Regie Personal Coaching;;;;;1;1;;;;1
In Touch Women Resource Management B.V.;;;;;;;;;1;1
In2Content B.V.;;;;;;;;;1;1
In-Act Marketing & Organization B.V.;;;;;;1;;;;1
