ID,SUBTYPE,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,OPPERVLAKTE
3520635,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.185
3520636,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.078
3520642,gemaal,2015/01/05 15:32:48+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,0.21
3520644,steiger,2015/10/12 08:25:27+00,G0518,'s-Gravenhage,bestaand,1,283,,,39.447
3520645,steiger,2015/10/12 08:27:09+00,G0518,'s-Gravenhage,bestaand,1,283,,,8.646
3520646,gemaal,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,24.101
3520647,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,4.496
3520648,gemaal,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,7.991
3520650,hoogspanningsmast,2017/04/03 15:41:15+00,G1525,Teylingen,bestaand,0,283,,,5.899
3520651,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,14.599
3520653,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,7.12
3520654,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,470.645
3520656,steiger,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,1,283,,,82.252
3520657,gemaal,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,1.477
3520658,gemaal,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,12.674
3520660,hoogspanningsmast,2017/04/03 15:41:15+00,G1525,Teylingen,bestaand,0,283,,,1.451
3520661,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,0.874
3520662,gemaal,2017/04/03 15:41:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,0.842
3520663,stuw,2016/04/29 09:39:21+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,6.193
3520664,stuw,2016/04/29 09:39:21+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,5.619
3520665,stuw,2016/04/29 09:39:21+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,4.223
3520667,stuw,2018/12/11 10:19:03+00,W0539,Waterschap De Dommel,bestaand,0,283,,,0.845
3520668,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,6.343
3520671,niet-bgt: keermuur,2021/06/18 11:35:58+00,P0025,Gelderland,bestaand,0,283,,,16.982
3520674,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,-1,283,,,5.501
3520675,niet-bgt: keermuur,2019/03/19 07:38:02+00,P0025,Gelderland,bestaand,-1,283,,,4.609
3520678,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,5.005
3520679,stuw,2015/10/20 09:02:30+00,W0655,Waterschap Hollandse Delta,bestaand,0,283,,,1.724
3520684,gemaal,2015/10/20 09:02:30+00,G0505,Dordrecht,bestaand,0,283,,,2.765
3520685,steiger,2021/03/10 19:47:04+00,G0796,'s-Hertogenbosch,bestaand,1,283,,,4.631
3520686,steiger,2021/03/10 19:47:04+00,G0796,'s-Hertogenbosch,bestaand,1,283,,,24.116
3520692,stuw,2015/11/05 15:25:17+00,G0505,Dordrecht,bestaand,0,283,,,2.39
3520695,steiger,2021/03/10 19:47:04+00,G0796,'s-Hertogenbosch,bestaand,1,283,,,11.246
3520698,steiger,2015/10/12 08:25:27+00,G0518,'s-Gravenhage,bestaand,1,283,,,39.576
3520699,steiger,2015/10/12 08:27:12+00,G0518,'s-Gravenhage,bestaand,1,283,,,9.567
3520703,steiger,2015/10/12 08:28:32+00,G0518,'s-Gravenhage,bestaand,1,283,,,214.43
3520704,steiger,2015/10/12 08:28:32+00,G0518,'s-Gravenhage,bestaand,1,283,,,56.889
3520705,steiger,2015/10/12 08:27:19+00,G0518,'s-Gravenhage,bestaand,1,283,,,4.669
3520706,steiger,2015/10/12 08:25:55+00,G0518,'s-Gravenhage,bestaand,1,283,,,1.107
3520707,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,22.998
3520708,steiger,2015/10/12 08:26:37+00,G0518,'s-Gravenhage,bestaand,1,283,,,51.479
3520709,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,14.159
3520710,steiger,2015/10/12 08:25:57+00,G0518,'s-Gravenhage,bestaand,1,283,,,4.075
3520711,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.41
3520712,steiger,2015/10/12 08:25:59+00,G0518,'s-Gravenhage,bestaand,1,283,,,13.355
3520713,stuw,2020/11/19 22:40:40+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,283,,,2.277
3520714,steiger,2017/05/31 05:53:17+00,G0637,Zoetermeer,bestaand,1,283,,,37.76
3520715,steiger,2017/05/31 05:53:17+00,G0637,Zoetermeer,bestaand,1,283,,,27.607
3520720,steiger,2017/05/31 05:53:17+00,G0637,Zoetermeer,bestaand,1,283,,,68.126
3520724,steiger,2017/05/31 05:53:17+00,G0637,Zoetermeer,bestaand,1,283,,,8.249
3520725,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,22.469
3520727,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,35.273
3520731,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,19.306
3520735,steiger,2015/01/09 15:21:12+00,G0363,Amsterdam,bestaand,1,283,,,172.623
3520737,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,3.114
3520738,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,1,283,,,0.414
3520740,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,0,283,,,2.148
3520741,niet-bgt: keermuur,2015/02/17 09:55:37+00,P0025,Gelderland,bestaand,-1,283,,,4.868
3520742,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,0,283,,,0.456
3520743,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,64.207
3520746,steiger,2015/01/09 15:21:12+00,G0363,Amsterdam,bestaand,1,283,,,25.409
3520748,stuw,2015/07/07 13:46:52+00,W0652,Waterschap Brabantse Delta,bestaand,0,283,,,2.648
3520749,stuw,2015/05/20 14:27:55+00,W0652,Waterschap Brabantse Delta,bestaand,0,283,,,3.371
3520750,steiger,2019/06/13 10:43:43+00,G0758,Breda,bestaand,1,283,,,120.465
3520751,steiger,2019/06/13 10:43:43+00,G0758,Breda,bestaand,1,283,,,96.119
3520752,stuw,2015/03/09 16:09:18+00,W0652,Waterschap Brabantse Delta,bestaand,0,283,,,2.628
3520753,niet-bgt: keermuur,2023/02/01 11:53:48+00,G1901,Bodegraven-Reeuwijk,bestaand,0,283,,,11.221
3520758,steiger,2021/08/20 16:03:48+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,283,,,2.429
3520760,steiger,2021/08/20 16:03:48+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,283,,,3.442
3520765,stuw,2022/05/27 06:18:45+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,12.289
3520766,gemaal,2019/07/10 10:44:51+00,G0988,Weert,bestaand,0,283,,,33.091
3520770,gemaal,2015/09/03 14:45:16+00,P0027,Noord-Holland,bestaand,0,283,,,9.281
3520777,gemaal,2015/09/03 14:45:16+00,P0027,Noord-Holland,bestaand,0,283,,,44.562
3520778,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,192.816
3520779,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,30.427
3520781,steiger,2015/10/22 11:05:10+00,G0505,Dordrecht,bestaand,1,283,,,1934.621
3520783,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,13.415
3520784,stuw,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,5.187
3520785,steiger,2017/03/31 06:51:04+00,G0505,Dordrecht,bestaand,1,283,,,86.308
3520786,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,18.062
3520787,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,22.77
3520788,stuw,2021/12/09 12:36:50+00,G0957,Roermond,bestaand,0,283,,,2.55
3520791,hoogspanningsmast,2015/11/05 11:49:05+00,G0505,Dordrecht,bestaand,0,283,,,1.191
3520795,niet-bgt: keermuur,2014/11/06 10:09:50+00,P0025,Gelderland,bestaand,0,283,,,4.225
3520796,hoogspanningsmast,2021/01/15 10:43:25+00,G0753,Best,bestaand,0,283,,,3.656
3520799,niet-bgt: keermuur,2014/11/18 12:42:32+00,P0025,Gelderland,bestaand,0,283,,,62.275
3520801,hoogspanningsmast,2014/10/28 15:41:33+00,P0025,Gelderland,bestaand,0,283,,,51.484
3520802,niet-bgt: keermuur,2015/08/07 11:00:46+00,P0025,Gelderland,bestaand,1,283,,,0.505
3520803,niet-bgt: keermuur,2015/06/03 09:18:04+00,P0025,Gelderland,bestaand,0,283,,,11.376
3520804,gemaal,2022/09/26 16:39:03+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,7.977
3520805,stuw,2022/09/26 16:39:03+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,1.629
3520807,stuw,2016/07/25 15:27:12+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,1.711
3520816,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,13.713
3520817,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,0.636
3520818,gemaal,2021/01/12 07:38:35+00,G1892,Zuidplas,bestaand,0,283,,,5.976
3520819,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,1.223
3520820,steiger,2015/02/26 15:38:41+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,53.85
3520821,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,11.12
3520822,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,0.529
3520823,gemaal,2015/04/14 09:37:31+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,35.648
3520824,gemaal,2015/01/06 15:06:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,13.679
3520830,steiger,2018/06/22 09:35:01+00,G0363,Amsterdam,bestaand,1,283,,,50.089
3520834,stuw,2016/02/05 09:18:00+00,G0047,Veendam,bestaand,0,283,,,22.876
3520835,steiger,2018/06/22 09:35:01+00,G0363,Amsterdam,bestaand,1,283,,,298.192
3520844,hoogspanningsmast,2015/11/05 11:49:05+00,G0505,Dordrecht,bestaand,0,283,,,1.221
3520850,hoogspanningsmast,2015/11/05 11:49:05+00,G0505,Dordrecht,bestaand,0,283,,,5.248
3520852,steiger,2022/08/09 17:01:21+00,G0505,Dordrecht,bestaand,1,283,,,21.018
3520855,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,1
3520856,steiger,2021/11/02 10:47:12+00,G0828,Oss,bestaand,1,283,,,102.727
3520857,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,1
3520858,steiger,2021/05/31 08:37:45+00,G0344,Utrecht,bestaand,1,283,,,6.476
3520861,stuw,2017/06/06 07:43:43+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,1.294
3520862,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,1
3520863,steiger,2021/05/31 08:37:45+00,G0344,Utrecht,bestaand,1,283,,,10.761
3520864,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.995
3520866,steiger,2018/04/13 14:27:23+00,G1901,Bodegraven-Reeuwijk,bestaand,1,283,,,13.027
3520867,stuw,2021/06/10 13:30:41+00,W0662,Waterschap Vallei en Veluwe,bestaand,0,283,,,1.187
3520868,stuw,2021/07/27 11:30:18+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,5.458
3520869,gemaal,2015/01/09 11:09:36+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,109.178
3520870,gemaal,2017/06/26 12:15:04+00,G0957,Roermond,bestaand,0,283,,,20.7
3520871,gemaal,2015/03/20 15:00:26+00,G1892,Zuidplas,bestaand,0,283,,,6.738
3520872,steiger,2021/12/10 11:03:35+00,G0141,Almelo,bestaand,1,283,,,11.548
3520873,stuw,2017/06/30 10:39:24+00,W0653,Wetterskip Fryslân,bestaand,0,283,,,0.883
3520874,steiger,2021/12/10 11:03:35+00,G0141,Almelo,bestaand,1,283,,,24.191
3520875,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,3.944
3520876,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.159
3520877,gemaal,2015/08/11 11:16:47+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,0,283,,,2.732
3520878,steiger,2015/01/30 11:49:17+00,G1892,Zuidplas,bestaand,1,283,,,17.421
3520879,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.143
3520880,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.167
3520881,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.155
3520882,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.166
3520883,steiger,2021/12/10 11:03:35+00,G0141,Almelo,bestaand,1,283,,,23.659
3520884,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.124
3520885,steiger,2015/01/30 11:49:17+00,G1892,Zuidplas,bestaand,1,283,,,17.069
3520886,steiger,2015/02/04 13:04:02+00,W0656,Hoogheemraadschap van Schieland en de Krimpenerwaard,bestaand,1,283,,,4.229
3520899,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,4.782
3520900,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,153.238
3520901,steiger,2017/02/24 20:45:22+00,G0546,Leiden,bestaand,1,283,,,2.579
3520902,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.84
3520903,steiger,2018/09/12 11:21:06+00,G1945,Groesbeek,bestaand,1,283,,,12.08
3520904,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,2,283,,,1.209
3520905,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,268.709
3520906,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,3353.356
3520907,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,35.548
3520908,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,677.191
3520909,steiger,2018/09/12 11:21:06+00,G1945,Groesbeek,bestaand,1,283,,,7.881
3520910,niet-bgt: ponton,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,62.974
3520911,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,18.534
3520912,hoogspanningsmast,2018/08/23 06:49:53+00,G0599,Rotterdam,bestaand,0,283,,,4.839
3520913,gemaal,2020/12/03 09:20:15+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,24.19
3520914,stuw,2015/07/29 10:19:09+00,G0119,Meppel,bestaand,0,283,,,2.8
3520915,hoogspanningsmast,2015/07/29 10:19:08+00,G0119,Meppel,bestaand,0,283,,,1.426
3520916,hoogspanningsmast,2015/09/17 14:38:48+00,G0119,Meppel,bestaand,0,283,,,1.711
3520917,stuw,2015/07/29 10:19:09+00,G0119,Meppel,bestaand,0,283,,,2.221
3520918,hoogspanningsmast,2015/07/29 10:19:08+00,G0119,Meppel,bestaand,0,283,,,1.173
3520919,hoogspanningsmast,2015/07/29 10:19:08+00,G0119,Meppel,bestaand,0,283,,,1.253
3520920,hoogspanningsmast,2015/07/29 10:19:08+00,G0119,Meppel,bestaand,0,283,,,1.316
3520921,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,14.856
3520922,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,3.031
3520923,stuw,2015/01/13 10:37:24+00,G0935,Maastricht,bestaand,0,283,,,0.301
3520925,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.998
3520926,steiger,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,1,283,,,41.41
3520927,gemaal,2017/05/23 00:00:00+00,W0651,Hoogheemraadschap Hollands Noorderkwartier,bestaand,0,283,,,5.398
3520928,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,1.47
3520929,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,2793.511
3520931,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,26.03
3520933,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,488.438
3520935,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,66.117
3520938,hoogspanningsmast,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,0,283,,,4.839
3520939,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.84
3520940,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,4.782
3520941,stuw,2018/12/10 07:18:02+00,G0453,Velsen,bestaand,0,283,,,0.711
3520942,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,9.97
3520943,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,498.505
3520955,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,2,283,,,0.769
3520957,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,16.475
3520959,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,91.792
3520960,steiger,2020/12/09 12:18:25+00,G0599,Rotterdam,bestaand,1,283,,,129.634
3520962,steiger,2019/12/06 10:57:52+00,G0363,Amsterdam,bestaand,1,283,,,125.471
3520964,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,20.007
3520965,hoogspanningsmast,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,0,283,,,4.838
3520966,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,931.655
3520967,niet-bgt: ponton,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,2.778
3520969,steiger,2017/02/24 20:45:22+00,G0546,Leiden,bestaand,1,283,,,2.941
3520970,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.825
3520971,stuw,2021/06/10 13:30:41+00,W0662,Waterschap Vallei en Veluwe,bestaand,0,283,,,2.202
3520972,stuw,2017/04/20 10:39:43+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,11.209
3520974,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.995
3520975,steiger,2019/05/23 16:08:17+00,G0935,Maastricht,bestaand,1,283,,,302.584
3520976,niet-bgt: overkluizing,2021/06/08 17:11:39+00,G1711,Echt-Susteren,bestaand,-1,283,,,69.066
3520977,steiger,2021/06/23 15:14:53+00,G1892,Zuidplas,bestaand,1,283,,,4.883
3520978,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,1
3520979,stuw,2021/05/28 09:24:40+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,2.549
3520981,stuw,2017/06/06 07:43:43+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,0.399
3520982,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.995
3520984,steiger,2021/06/23 15:14:53+00,G1892,Zuidplas,bestaand,1,283,,,4.882
3520985,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,33.123
3520986,steiger,2015/08/17 14:15:54+00,G0518,'s-Gravenhage,bestaand,1,283,,,9.005
3520987,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,54.337
3520989,steiger,2013/08/27 15:48:00+00,G0599,Rotterdam,bestaand,1,283,,,502.648
3520990,niet-bgt: ponton,2015/03/05 10:17:06+00,G0599,Rotterdam,bestaand,1,283,,,112.878
3520991,steiger,2019/07/27 10:19:28+00,G0363,Amsterdam,bestaand,1,283,,,1180.958
3520992,steiger,2020/11/17 15:32:09+00,G0599,Rotterdam,bestaand,1,283,,,452.19
3520993,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,1671.362
3520995,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,66.533
3520996,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,2,283,,,0.815
3520997,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,120.267
3521000,stuw,2018/11/13 15:07:24+00,W0664,Waterschap Drents Overijsselse Delta,bestaand,0,283,,,16.093
3521005,stuw,2017/05/15 11:13:08+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,1.32
3521006,stuw,2018/01/15 13:06:14+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,5.63
3521007,hoogspanningsmast,2017/01/09 10:23:20+00,G0599,Rotterdam,bestaand,0,283,,,4.84
3521008,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,419.525
3521009,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,43.24
3521010,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,969.307
3521012,steiger,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,283,,,59.531
3521013,gemaal,2015/04/10 17:39:47+00,G0518,'s-Gravenhage,bestaand,0,283,,,1.132
3521014,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,1045.347
3521016,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,6.161
3521018,steiger,2018/02/19 17:55:01+00,G0632,Woerden,bestaand,1,283,,,6.203
3521019,hoogspanningsmast,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,0,283,,,4.839
3521020,hoogspanningsmast,2018/10/02 08:22:46+00,G0599,Rotterdam,bestaand,0,283,,,4.84
3521021,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,1077.117
3521022,gemaal,2021/04/08 06:18:06+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,21.661
3521023,stuw,2017/04/20 10:39:43+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,1.32
3521024,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.995
3521025,stuw,2020/04/15 14:29:27+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,283,,,3.801
3521026,gemaal,2018/12/13 12:39:28+00,W0652,Waterschap Brabantse Delta,bestaand,0,283,,,4.499
3521027,stuw,2017/05/31 20:38:04+00,W0636,Hoogheemraadschap De Stichtse Rijnlanden,bestaand,0,283,,,3.869
3521028,stuw,2017/06/06 07:43:43+00,W0665,Waterschap Zeeuwse Eilanden,bestaand,0,283,,,0.769
3521029,steiger,2019/05/23 16:05:15+00,G0935,Maastricht,bestaand,1,283,,,11.792
3521031,hoogspanningsmast,2015/04/15 13:24:21+00,G0971,Stein,bestaand,0,283,,,0.995
3521032,stuw,2017/05/23 08:45:56+00,G1507,Horst aan de Maas,bestaand,0,283,,,1.689
3521035,sluis,2016/04/10 11:05:39+00,G0935,Maastricht,bestaand,0,283,,,154.051
3521036,steiger,2015/09/16 10:14:20+00,G0599,Rotterdam,bestaand,1,283,,,179.125
3521038,steiger,2015/09/23 15:01:35+00,G0599,Rotterdam,bestaand,1,283,,,691.658
3521040,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,4.788
3521041,steiger,2018/12/18 09:53:22+00,G0473,Zandvoort,bestaand,1,283,,,470.863
3521042,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,2.023
3521043,hoogspanningsmast,2018/08/23 06:49:53+00,G0599,Rotterdam,bestaand,0,283,,,4.839
3521044,steiger,2022/01/17 10:43:21+00,G1982,Land van Cuijk,bestaand,1,283,,,352.501
3521045,hoogspanningsmast,2018/08/23 06:49:53+00,G0599,Rotterdam,bestaand,0,283,,,4.841
3521046,gemaal,2015/07/06 12:37:31+00,W0616,Hoogheemraadschap van Rijnland,bestaand,0,283,,,2.92
3521047,steiger,2014/02/13 08:23:47+00,G0546,Leiden,bestaand,1,283,,,13.675
3521048,steiger,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,1,283,,,200.195
3521049,steiger,2015/09/23 11:14:45+00,G0599,Rotterdam,bestaand,1,283,,,1274.379
3521050,stuw,2021/02/08 14:37:52+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,0.377
3521051,stuw,2021/02/08 14:37:52+00,W0621,Waterschap Rivierenland,bestaand,0,283,,,0.403
3521052,stuw,2017/05/15 11:13:08+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,31.271
3521053,steiger,2019/10/23 15:34:04+00,G0160,Hardenberg,bestaand,1,283,,,13.033
3521054,stuw,2020/03/02 10:13:36+00,W0663,Waterschap Vechtstromen,bestaand,0,283,,,50.966
3521055,steiger,2015/11/13 08:45:44+00,G0160,Hardenberg,bestaand,1,283,,,114.267
3521056,steiger,2015/11/13 08:45:44+00,G0160,Hardenberg,bestaand,1,283,,,19.992
3521057,steiger,2018/09/25 15:58:06+00,G0160,Hardenberg,bestaand,1,283,,,95.82
