Handelsnaam anonimiseerd;9530 - DEF specifiek;Eindtotaal
Krijnen Medical Innovations B.V.;1;1
Kroeze-Maritiem B.V.;1;1
Kroezen Sytsema Artistique;1;1
Kroon B.V.;4;4
Kropman Installatietechniek;1;1
KS Medical Group;1;1
Kuhne Industrie B.V.;1;1
Kumpulan Congres- en Reuniecentrum;1;1
Kwekerij Abbing B.V.;1;1
Kwikstraat B.V.;1;1
Kwx;2;2
L.M. Meijers B.V.;1;1
Laboral Diagnostics;1;1
Labo-Tech B.V.;1;1
Laco Zaandam B.V.;2;2
Lameris Ootech B.V.;1;1
Lampe Technical Textiles B.V.;1;1
Landal Greenparks B.V.;1;1
Landuwasco B.V.;1;1
Lankhorst Taselaar B.V.;2;2
Lankhorst Touwfabrieken B.V.;5;5
Lantech.Com B.V.;1;1
Lantech.com Coöperatie UA;1;1
Lasaulec B.V.;5;5
Laservision Instruments B.V.;1;1
Laspartners Multiweld B.V.;2;2
Leba 'Bakker' Sport B.V.;1;1
Lebkov;1;1
Lecoba B.V.;1;1
Leering Hengelo B.V.;2;2
Leitz Service B.V.;1;1
Lekkerkerker;1;1
Lemo Connectors Nederland B.V.;2;2
Lets B.V.;1;1
Leuveco Technische Handelsonderneming B.V.;4;4
Levix Computershop Den Bosch B.V.;1;1
Lex van Diepen Music Productions;1;1
Liebherr-Nederland B.V.;1;1
LifeTec Group B.V.;1;1
Linde Gas Benelux B.V.;1;1
Linde Gas Cryoservices B.V.;1;1
Linde Gas Therapeutics Benelux B.V.;1;1
Linde Homecare Benelux B.V.;2;2
Lloyd's Register Nederland B.V.;2;2
locatie;4;4
Loci Forensics B.V.;1;1
Loggers Rubbertechniek B.V.;4;4
Lohmann & Rauscher B.V.;1;1
Lokker Intratech B.V.;1;1
Lomed Nederland B.V.;1;1
Loromeij Goor B.V.;1;1
Loth/Fabenim B.V.;3;3
Lubrafil B.V.;1;1
Luchttechnisch Revis.-Bureau Van Elewout B.V.;4;4
Luijten-VVZ B.V.;1;1
M & R Archiefbeheer En Opslag B.V.;1;1
M&K Systems B.V.;1;1
Maandag Interim Management B.V.;4;4
Maandag Interim Professionals B.V.;5;5
Maarse Drukwerk B.V.;1;1
Maatschap Anesthesiologie Leeuwarden;4;4
Maatschap Chirurgen Noordwest.nl;4;4
Maatschap Chirurgie Midden Brabant;4;4
Maatschap de Bruijn-Boddaert;1;1
Maatschap H.P. Volkers en S Volkers-Froonhoff;3;3
Maatschap Neurochirurgie Midden Nederland;4;4
Maatschap Neurologie Atrium MC Parkstad;1;1
Maatschap Orthopaedie Medisch Spectrum Twente;4;4
MacArtney Benelux B.V.;1;1
Mach Nederland B.V.;1;1
Mach.fabr. en Technische Handel H. Zwart B.V.;2;2
Machine- en Apparatenfabriek Combimac B.V.;4;4
Machinefabr. en Constr.bedr. Steinbusch B.V.;2;2
Machinefabriek J. van Geffen;4;4
Machinefabriek Poelstra;2;2
Machinefabriek Technology Twente B.V.;2;2
Maco Pharma Nederland;1;1
Mafo Naval Closures B.V.;2;2
Mag. 45 B.V.;7;7
Magazijnplein.nl B.V.;1;1
Maha Nederland B.V.;2;2
Mainit B.V.;1;1
Mainpress B.V.;1;1
MAN Diesel & Turbo Benelux B.V.;3;3
MAN Eindhoven;1;1
Manfred J. C. Niemann Nederland B.V.;4;4
MANN+HUMMEL Vokes Air B.V.;1;1
Manntech Gevelinstallaties B.V.;1;1
Manutan B.V.;2;2
Mapp Multimedia;1;1
Maquet Netherlands B.V.;2;2
Mark Bogman Safes B.V.;1;1
Marned B.V.;1;1
Martinus brug B.V.;1;1
Masimo International SARL (filiaal Nederland);1;1
Master Nederland B.V.;1;1
Mastermate Brinkman B.V.;1;1
Mastervolt B.V.;1;1
Matson Naaimachines;1;1
'Mavom' B.V.;1;1
Max ICT B.V.;1;1
Maxibel;2;2
Máxima Medisch Centrum;4;4
Maximator Benelux B.V.;1;1
MCB Specials B.V.;1;1
MCOB;1;1
MD Techniek B.V.;4;4
MDxHealth Servicelab B.V.;1;1
Meander;1;1
Meander Medisch Centrum;1;1
Mebin Nijmegen;1;1
Medcat;1;1
Medeco B.V.;1;1
Medela Benelux B.V.;2;2
medi Nederland B.V.;1;1
Media Markt Utrecht Hoog Catharijne B.V.;1;1
Medica Europe B.V.;1;1
Medical Measurement Systems B.V.;1;1
Medical Service in Oefen Technieken B.V.;1;1
Medical Workshop B.V.;1;1
Medicare Uitgeest Beheer B.V.;1;1
Mediconsultancy B.V.;4;4
Medicvent Medcure B.V.;1;1
Medidis B.V.;2;2
Medieq;1;1
Medifix B.V.;1;1
Medimpex Systems B.V.;1;1
Medipharchem Nederland B.V.;1;1
Mediplast Benelux B.V.;1;1
Medipoint;1;1
Medipreventiecentrum B.V.;1;1
Mediq Apotheken B.V.;2;2
Medisch Centrum Leeuwarden B.V.;2;2
Medisch Spec. Bedr. Canisius Wilhelmina Zknhs;1;1
Medisch Specialisten Noord West;1;1
Medisch Specialistisch Bedrijf MCH-Bronovo;4;4
Medisize B.V.;1;1
Medisol B.V.;1;1
MEDLON B.V.;2;2
Medtronic Trading NL B.V.;2;2
Meekers Medical B.V.;2;2
Meetcentrum van Dijk B.V.;2;2
Meeùs Assurantiën B.V.;1;1
MEGO XL B.V.;1;1
Memodent B.V.;1;1
Mennens Amsterdam B.V.;1;1
Mennens Dongen B.V.;1;1
Mennens Groningen B.V.;1;1
Mennens Rotterdam B.V.;2;2
Mercedes-Benz Dealer Bedrijven B.V.;2;2
Mercedes-Benz Nederland B.V.;1;1
Mercedes-Benz Roelofarendsveen;2;2
Merck Sharp & Dohme B.V.;2;2
Merlin Gerin;3;3
Merrem Materials B.V.;1;1
Mersen Benelux B.V.;1;1
Metaalcompagnie 'Brabant';1;1
Metadent B.V.;1;1
Mettler-Toledo B.V.;4;4
MF Services B.V.;2;2
Michiel Wouters Tandtechniek B.V.;2;2
Micropeen Benelux B.V.;2;2
Microplus Systems B.V.;1;1
Microtek Medical B.V.;1;1
Miele Nederland B.V.;2;2
Milispec International B.V.;2;2
Minddoc B.V.;1;1
Minerva Meettechniek B.V.;2;2
Minigrip;1;1
Misco Nederland B.V.;2;2
Misco Solutions B.V.;6;6
Mitrex B.V.;3;3
Mitutoyo Nederland B.V.;1;1
Molenaar Welzijnsproducten B.V.;1;1
Mölnlycke Health Care;1;1
Monarch Nederland B.V.;1;1
Monitored Rehab Systems B.V.;1;1
Mo-Tech Industries;1;1
Motek Medical B.V.;3;3
Motrac Hydrauliek B.V.;1;1
Motrac Intern Transport B.V.;1;1
MPV-Drinks;1;1
MRC Transmark;1;1
MRC Transmark B.V.;1;1
MSA Nederland B.V.;1;1
MTU Detroit Diesel Benelux;1;1
Mulder Motoren B.V.;3;3
Multi Ratio B.V.;1;1
Munters Netherlands B.V.;1;1
Mur Conditioning B.V.;1;1
MuRaad B.V.;1;1
Muscle Power;1;1
Music Shop Europe B.V.;1;1
Muziekcentrale Adams B.V.;6;6
Mylaps;1;1
N.M.C.S. Nieuwe Media Consult. en Suppl. B.V.;1;1
N.V. Empatec;1;1
N.W. Hesselmans en Zonen B.V.;1;1
Nalco Netherlands B.V.;1;1
National Instruments Netherlands B.V.;1;1
Nationale-Nederlanden Nederland B.V.;1;1
Natural Dental Prothetiek B.V.;2;2
Nauta B.V.;1;1
Nautisch en Technisch Bureau Venteville B.V.;1;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;6;6
Ned. Ver. voor Dagbehandeling en Kortverblijf;1;1
Nedcon Magazijninrichting B.V.;1;1
Ned-Deck Marine;1;1
Nedelko B.V.;2;2
Nederland Sales & Service B.V.;1;1
Nederlands Huisartsen Genootschap;1;1
Nederlandse Public Health Federatie;2;2
Nederlandse Vereniging van Revalidatieartsen;1;1
Nederlandse Vereniging voor Psychiatrie;1;1
Nederlandstalige Vereniging voor Psychotrauma;1;1
NewThex Ned B.V.;1;1
Nexans Nederland B.V.;4;4
NIC Best Deal B.V.;2;2
Nicoverken Marine Services B.V.;2;2
Nijha B.V.;1;1
Nijwa Rijssen;1;1
Nilfisk B.V.;1;1
NMF Techniek B.V.;1;1
Nobel Biocare Nederland B.V.;3;3
Noorloos Specialist Equipment B.V.;3;3
Novagraaf Nederland B.V.;1;1
Novymed International B.V.;1;1
NSD International NL B.V.;1;1
Nuclear Research and Consultancy Group;2;2
NVOS-Orthobanda;2;2
NVZ Vereniging van Ziekenhuizen;1;1
O.L.V.S.;1;1
Oceana Air Sea Trading;1;1
Oceanz B.V.;1;1
Oculenti B.V.;3;3
Odin Software Ontwikkeling;1;1
ODS B.V.;5;5
Office Depot International;1;1
Ohmtronics B.V.;2;2
Oldelft Benelux B.V.;5;5
Oliecentrale Nederland;1;1
Omicron Defence Supplies B.V.;6;6
Omnitek;1;1
Omnitek B.V.;3;3
Onkenhout en Onkenhout B.V.;2;2
Online Boekhandels B.V.;1;1
Oosterhof Elektro;1;1
Oostwoud International;2;2
Optelec Nederland B.V.;1;1
Optima Forma B.V.;1;1
Optronica Service B.V.;1;1
Orange Climate Waterloo B.V.;1;1
Oranjemarine B.V.;1;1
Orbis B.V.;1;1
Orlaco Products B.V.;1;1
Orthin B.V.;2;2
Ortho Europe B.V.;3;3
Ortho-Clinical Diagnostics;2;2
Ortholab Handel B.V.;1;1
Orthopartners B.V.;1;1
Össur Europe B.V.;3;3
Ostermann Nederland B.V.;1;1
Otto Bock Benelux B.V.;5;5
Outdoor & Travel Outfitters B.V.;3;3
OutdoorPro;1;1
Overlander;1;1
Owello;1;1
P.H.J. Braakhuis Holding B.V.;1;1
P2000 Alarmeringsystemen B.V.;1;1
Paintballcentrum de Unit;1;1
Palfinger Marine Europe B.V.;2;2
Parker Hannifin B.V.;1;1
Patientline B.V.;1;1
Paul Hartmann B.V.;1;1
Paul van Empel Presentatiesystemen;1;1
Pearson Assessment and Information B.V.;1;1
Pearson Benelux B.V.;1;1
PECOFacet (Holland) B.V.;1;1
Peekel Instruments B.V.;2;2
PelviTec B.V.;1;1
Penta Service Techniek B.V.;1;1
Pentax Nederland B.V.;1;1
Perfekt Pak;1;1
Perk Technische Handelsonderneming B.V.;2;2
PerkinElmer Nederland B.V.;1;1
Personeelsvereniging Maasstad Ziekenhuis;4;4
PHB Facility;1;1
Philips Nederland B.V.;4;4
Phoenix Contact B.V.;2;2
Phoenix Vibration Controls B.V.;1;1
Pianova;1;1
Picturae B.V.;2;2
Picturae ICT B.V.;1;1
Piet Brouwer Elektrotechniek Den Helder B.V.;1;1
Pijttersen B.V.;1;1
PINE ICT B.V.;1;1
PlazA32 B.V.;1;1
Ploum Technology B.V.;3;3
PM Komponenten B.V.;1;1
POL Heteren B.V.;1;1
Polar Electro Nederland B.V.;1;1
Polson Technische Rubbertoepassingen B.V.;1;1
Poly Temp Scientific;2;2
Polychromal B.V.;1;1
Poly-Service B.V.;1;1
Pon Power B.V.;3;3
PontMeyer Den Bosch;3;3
PontMeyer Den Helder;4;4
PontMeyer Handelsbedrijven B.V.;5;5
Poolquip Nederland B.V.;1;1
Poseidon B.V.;1;1
Powerflex Fluid Handling Products B.V.;1;1
Praktijk St. Pieter;1;1
Praktijk voor Gebitsprothese Wim de Vries;1;1
Prelum Uitgevers B.V.;1;1
Premed Health Care (PHC) B.V.;1;1
Premis Medical B.V.;1;1
Pro Persona;1;1
Procare;4;4
Profile Equipment B.V.;2;2
Profile Tyrecenter Truck Europe N.V.;1;1
PROFILTRA B.V.;1;1
Proflebo B.V.;1;1
Prokonpack Nederland B.V.;1;1
Promac B.V.;1;1
Promostore Merchandising B.V.;1;1
Pro-Motion Medical B.V.;2;2
Proven Workspace B.V.;1;1
Psychologenpraktijk Vendrig & Tebbens;1;1
PT-Medical B.V.;2;2
Pumbo.nl;1;1
Q Plus B.V.;1;1
QRS Critical Care B.V.;3;3
QRS Healthcare;5;5
QRS Service B.V.;2;2
QUA-VAC B.V.;1;1
R.G.M. de Slegte Amstelveen B.V.;2;2
R.T.H.-Relli Technology Holland B.V.;2;2
Radiometer Benelux B.V.;2;2
Rafys B.V.;1;1
Railtechniek Van Herwijnen Investments B.V.;1;1
Randstad Resource Bedrijf Zakelijk B.V.;2;2
Randstad Uitzendbureau;4;4
Record Industrie B.V.;1;1
Red Bull Nederland;1;1
Redactron medical services B.V.;1;1
Reder Project Nederland B.V.;1;1
Regts B.V.;1;1
Reikon B.V.;1;1
Rein Veenendaal Fietsen;1;1
Rent-a-Plant Almelo B.V.;1;1
Rescope B.V.;2;2
Rescue 3000 B.V.;2;2
Restaurant 'De Flint' B.V.;2;2
Reuser Scharen B.V.;2;2
Revalidatie Nederland;2;2
Revalidatiecentrum De Trappenberg;7;7
Rexel Nederland B.V.;1;1
RH Marine Netherlands B.V.;4;4
RHC Dealergroep B.V.;1;1
Rheinmetall Protection Systems Nederland B.V.;1;1
Rhevolec B.V.;1;1
Rhigo B.V.;1;1
Riedex B.V.;1;1
Rijk Tandtechniek en Supra Structuren B.V.;2;2
Rijnlands Revalidatie Centrum;1;1
Rijwielhandel J. Kieboom;1;1
Riké Group;1;1
Rivafoam B.V.;1;1
Robijns B.V.;1;1
Robitex B.V.;1;1
Roche Diagnostics Nederland B.V.;2;2
Rockmed B.V.;1;1
Rode Kruis Ziekenhuis B.V.;3;3
ROHDE & GRAHL B.V.;1;1
Rohde & Schwarz Benelux B.V.;4;4
Romex B.V.;1;1
Romijnstra B.V.;1;1
Rondo;1;1
Roodhart Marine Services B.V.;2;2
Roossien Hoogwerktechniek;2;2
Rotodyne Ventilatoren B.V.;1;1
Rotor B.V.;1;1
Roxtec B.V.;1;1
RPS Analyse B.V.;2;2
RS Components B.V.;4;4
Rubber Design B.V.;1;1
Ruysch International B.V.;2;2
S&C Distributie B.V.;1;1
S.B.I. Zonheuvel B.V.;1;1
Saarloos Automotive Equipment B.V.;1;1
SafanDarley B.V.;3;3
Safe Shops B.V.;1;1
Safe Tactics B.V.;1;1
Safety Lux Nederland B.V.;1;1
Sagam Nederland B.V.;1;1
Saint-Gobain Glassolutions Almelo;1;1
Salomon's Metalen B.V.;2;2
Sanders' IJzergieterij en Machinefabriek B.V.;1;1
Sandfirden Technics B.V.;1;1
Sanquin Blood Supply Foundation;3;3
Santon Holland B.V.;1;1
Sarstedt B.V.;1;1
SBMC Houten;1;1
Scala Scientific;2;2
Scan Modul B.V.;1;1
Scania Nederland B.V.;1;1
Schiefer Signaal & Speciaallampen B.V.;1;1
Schilderwerken Lenferink Heino B.V.;1;1
Schins Leder B.V.;1;1
Schiphorst Transport- en Opslagtechniek B.V.;2;2
Schmersal Nederland B.V.;1;1
Scholten Awater B.V.;1;1
Scholten Medische Instrumenten B.V.;1;1
Scholte's Metaalbewerking B.V.;2;2
Schottel Nederland B.V.;1;1
Schouten Tiel B.V.;1;1
Schut Geometrische Meettechniek B.V.;1;1
Science Plus Group;1;1
Sdu Uitgevers B.V.;1;1
Seatec Underwater Systems B.V.;2;2
Secma B.V.;1;1
Seco Tools Benelux;1;1
Seher;2;2
Servicing Europe NDT B.V.;2;2
Servi-Tec Nederland B.V.;1;1
Servomex B.V.;1;1
Ship's Equipment Centre Groningen B.V.;1;1
Siemens Healthcare Nederland B.V.;2;2
Silex;1;1
SilverFit B.V.;1;1
Simac Electronics B.V.;2;2
Simian B.V.;1;1
Simons Activities B.V.;1;1
Simovision B.V.;1;1
Skibaan On Tour;1;1
Skills Meducation B.V.;5;5
SLB Leesmappen;1;1
Smart Constructions B.V.;4;4
Smith & Nephew Nederland C.V.;1;1
Smiths Medical Nederland B.V.;1;1
Smits Neuchatel Marine Department B.V.;1;1
Smove B.V.;1;1
Snel Staal B.V.;1;1
Snijders Hammerlit;2;2
Sodexo Nederland B.V.;1;1
Sophia Revalidatie Den Haag;1;1
Spac Sport Defensie B.V.;1;1
Spandex Benelux B.V.;1;1
SpanSet Nederland B.V.;6;6
Speakers Academy Special Projects B.V.;1;1
Special Cosmetics B.V.;2;2
Speck-Pompen Nederland B.V.;1;1
Sporca B.V.;1;1
Sport Medisch Centrum Papendal B.V.;1;1
Spruyt Hillen;1;1
SPS Infra Solutions B.V.;1;1
SPS RES-Q Services B.V.;1;1
SPX Flow Technology Assen B.V.;4;4
St. Elisabeth Ziekenhuis;4;4
St. Woord en Daad - Comité Groot-Ammers;1;1
Stagelight Verhuur B.V.;2;2
Stago BNL B.V.;2;2
Stallergenes B.V.;1;1
Stanley Security Nederland B.V.;1;1
Start People;5;5
Statron B.V.;1;1
Stel Orthopedie B.V.;1;1
Stern Auto;1;1
Stg. beh./beh. rijksmon. Pyram. Austerlitz eo;1;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;4;4
Stg. Erk.reg. Leveranc. Medische Hulpmiddelen;1;1
Stg. Landel. Coörd.centr. Reiz.advis.;1;1
Stg. LSR, Landel. steunpunt (mede)zeggenschap;1;1
Stg. Med.-Ethische Toetsing Onderz. Patiënten;1;1
Stg. Nederl. Instit. Accreditatie in de Zorg;2;2
Stg. Nijmeegs Interconf. zknhs Canisius-Wilh.;1;1
Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;1;1
Stg. Protest. Christelijk Ziekenhuis Ikazia;5;5
Stg. Recreatiecomplex Nieuwe Haven Witte Raaf;1;1
Stichting Adelante Zorg;1;1
Stichting Appraisal & Assessment;1;1
Stichting Arbeidsmarkt Ziekenhuizen;1;1
Stichting Basketball Experience NL.;1;1
Stichting Bosbad 'Klein-Zwitserland';1;1
Stichting Buurtzorg Nederland;1;1
Stichting Cavalerie Ere-Escorte;3;3
Stichting de Basis;1;1
Stichting Dimence;1;1
Stichting Farmaceutische Kengetallen;1;1
Stichting GGz Breburg Groep;1;1
Stichting GGZ Noord-Holland-Noord;1;1
Stichting 'Het Veteraneninstituut';2;2
Stichting Hogeschool van Amsterdam;1;1
Stichting Medisch Spectrum Twente;2;2
Stichting Nationaal MS Fonds;1;1
Stichting NBF-BIS;1;1
Stichting QuaRijn;1;1
Stichting Rijnbrink;1;1
Stichting Rijnstate;2;2
Stichting Stimulansz;1;1
Stichting Toerisme Utrecht;1;1
Stichting Vincent van Gogh Instituut;1;1
Stichting Vrienden van Reinier van Arkel;1;1
Stichting VUmc;1;1
Stichting Werkbij;1;1
Stichting Ziekenhuis Gelderse Vallei;1;1
Stichting Ziektekostenverzekering Krijgsmacht;7;7
Stichting Zorgcombinatie 'Noorderboog';1;1
Stichting Zuwe Hofpoort Ziekenhuis;1;1
Stolwijk Beschermd Werken B.V.;1;1
Stoom Boiler B.V.;1;1
Stöpler Instrumenten en Apparaten B.V.;2;2
Story Sound;4;4
Stouten Tandtechniek B.V.;2;2
Straaltechniek International B.V.;1;1
Stratec Services B.V.;1;1
Straumann B.V.;1;1
Strijbosch B.V.;2;2
Strix Lease Service B.V.;3;3
Stroy B.V.;1;1
Stryker Nederland B.V.;2;2
Studion B.V.;1;1
Sulteq B.V.;2;2
SuperKlima B.V.;1;1
Surcom International B.V.;6;6
Sutinom B.V.;1;1
Sysmex Nederland B.V.;3;3
T.T.L. Oosterwijk B.V.;3;3
Talen Machines B.V.;1;1
Tandtechn. & Tandprothetisch Centrum Heibloem;1;1
Tandtechn. Laboratorium Noord Nederland B.V.;2;2
Tandtechniek Midden Nederland B.V.;2;2
Tandtechnisch Laboratorium Arodent B.V.;1;1
Tandtechnisch Laboratorium C. van de Ven;2;2
Tapes Amsterdam B.V.;1;1
Tapwacht Service B.V.;1;1
TBM Technisch Bureau H.A. Muller B.V.;3;3
TeamJOS B.V.;1;1
Techn. Handelsbureau M. van der Schans B.V.;1;1
Techn. Import en Export J.L. Bienfait B.V.;1;1
Technisch Bureau Magema B.V.;9;9
Technisch Handels- en Adviesbureau Boone B.V.;3;3
Technisch Handelsburo Visser Assen B.V.;1;1
Technische Handelsonderneming Tehages B.V.;6;6
Technische Unie B.V.;5;5
Technogym Benelux B.V.;1;1
Teesing B.V.;1;1
Teleflex Medical B.V.;5;5
Telrol B.V.;1;1
Tempcontrol Industr. Electronic Products B.V.;1;1
Temperature Data Systems;3;3
Tempo-Team Professionals B.V.;6;6
Tente Wielen B.V.;1;1
Tentenverhuur De Weerd Voorst;1;1
tesa B.V.;1;1
Testjezelf.nu B.V.;1;1
Testo;1;1
Teunis Industrietechniek B.V.;1;1
Tevema Technical Supply B.V.;1;1
Textielreiniging Gebr. Bagerman B.V.;1;1
Thales Nederland;7;7
Thaly;2;2
The MasterMind Company B.V.;2;2
The Surgical Company B.V.;1;1
Theater De Speeldoos;1;1
Theater/Bioscoop De Nieuwe Kolk;1;1
Thereca B.V.;1;1
Thermo Fisher Scientific B.V.;2;2
Thermobile Industries B.V.;1;1
Theunissen Technical Trading B.V.;1;1
Thielco Staalindustrie B.V.;1;1
Thom. H. van der Boon B.V.;1;1
THPS Management B.V.;1;1
Thuasne Benelux B.V.;1;1
Thyssenkrupp Materials Nederland B.V.;6;6
TMI Flex;2;2
Toolmax;1;1
Tools-n-More;1;1
Topa Verpakking B.V.;1;1
Topper Verpakkingen;1;1
Tosca Medisch Interim OK B.V.;5;5
Touwfabriek Helmes-Wellink B.V.;1;1
Toyota Material Handling Nederland B.V.;1;1
TRAAS Ongediertebestrijding;2;2
Trade Med B.V.;1;1
Tradinco Instruments;1;1
Trango Medical Instruments;1;1
Trinoxx B.V.;1;1
Trits Professional Services B.V.;1;1
Troax B.V.;2;2
Trotec laser B.V.;1;1
TTI Inc.;1;1
Ttms B.V.;2;2
TulipMed B.V.;2;2
Tuttnauer Europe B.V.;1;1
Tuwi Nederland B.V.;3;3
Tuynman B.V.;1;1
TVCN;1;1
TVE Reclameproducties B.V.;1;1
Uniechemie B.V.;1;1
Unigra B.V.;1;1
Unique Nederland B.V.;1;1
Unishore B.V.;1;1
United Parcel Service Nederland B.V.;1;1
United Springs B.V.;1;1
Univé Stad en Land Organisatie B.V.;1;1
Unortho B.V.;1;1
Usva Advies en Beheer B.V.;1;1
Utrecht Dental B.V.;1;1
v. Looy V.O.F. Internat. Agencies & Import;1;1
V.O.F. G2 Fotografie;1;1
V.O.F. Janssen Film & Audio Services;2;2
V.O.F. Namco Aerospace and Defense;3;3
V.O.F. Rosamijnhoeve;1;1
V.O.F. Rougoor Tuin en Erf;1;1
V.O.F. Tand Techniek Zeist;3;3
V.O.F. van 't Veer Projectzonwering;1;1
Vallei Orthopedie;3;3
van Amerongen facilitair bedrijf B.V.;1;1
VAN AS print & sign B.V.;1;1
Van Dam B.V.;2;2
Van de Hoef & Renes B.V.;1;1
Van den Brink Instrumenten B.V.;1;1
Van den Corput All Office B.V.;1;1
Van der Arend Installaties B.V.;1;1
Van der Bend B.V.;1;1
Van der Ende Pompen B.V.;1;1
Van der Laan Mediscore B.V.;1;1
Van der Linden & Veldhuis Isolatie B.V.;2;2
Van der Velden Rioleringsbeheer Buren B.V.;1;1
Van der Ven Autorecycling B.V.;1;1
Van der Voort Amsterdam Lucht en Milieu B.V.;3;3
Van Drimmelen Toelevering B.V.;1;1
Van Gansewinkel Nederland B.V.;1;1
Van Halteren Special Products B.V.;3;3
van Kempen medical services;1;1
Van Loveren & Partners B.V.;2;2
Van Oosterum Leder B.V.;1;1
Van Oostveen Medical;1;1
Van Raak Staal Tilburg B.V.;1;1
Van Straten Medical B.V.;2;2
van Vliet Kastanjehout V.O.F.;1;1
Van Vliet Medical Supply B.V.;1;1
Van Vredendaal's Plantendecoratie B.V.;1;1
Van Zwanenburg Handelmaatschappij B.V.;1;1
Vanberkel Interim Professionals B.V.;3;3
Vandeputte Medical;2;2
Vandeputte Safety B.V.;2;2
Vanderkooij Telecommunicatie B.V.;1;1
VanDoClean B.V.;1;1
Varitex B.V.;1;1
VCM-Medical;1;1
Veduma;4;4
Veenhuis Medical Audio B.V.;2;2
Vegro Verpleegartikelen B.V.;1;1
Veiligheidstechniek Nederland B.V.;1;1
Velmon Service en Revisie B.V.;1;1
Velu Klimaattechnische Groothandel B.V.;1;1
Veolia Industriediensten B.V.;1;1
Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;1;1
Ver. v. Erk. Keurbedr. Hijs-& Hefmiddel.;1;1
Verathon Medical (Europe) B.V.;1;1
Verdoes Fietsen;1;1
Verebus Engineering B.V.;1;1
Vereco B.V.;1;1
Vereenigde Ingenieursbureaux 'VIBA' N.V.;1;1
Vereniging Milieu Platform Zorgsector;1;1
Verhoef Aluminium Scheepsbouwindustrie B.V.;1;1
Verhoef Woningaanpassing B.V.;1;1
Verhoog en Warmerdam;4;4
Verkoopmij. Techn. Materialen Temati B.V.;1;1
Vermeij B.V.;1;1
Verolme Elektra Systems B.V.;3;3
Verpleegkundigen & Verzorgenden Nederland;2;2
Verpol Design B.V.;1;1
Versluis Medical;1;1
Veturo B.V.;1;1
Vetus B.V.;1;1
VGZ Zorgverzekeraar N.V.;1;1
Vialis B.V.;1;1
VieCuri Med. Centrum voor N-Limburg te Venray;1;1
Viehoff Fournituren B.V.;1;1
Viking Life-Saving Equipment B.V.;1;1
Vink Kunststoffen B.V.;3;3
Vink Lisse B.V.;2;2
Viper Medical B.V.;1;1
VIR E-care Solutions B.V.;4;4
Vision Medical Company B.V.;1;1
Visser Instrument B.V.;1;1
VitalAire Nederland B.V.;2;2
Vitalis Nederland B.V.;1;1
Vivisol Nederland B.V.;2;2
Vlot Systemen;2;2
Volkswagen Leasing B.V.;1;1
Voskuilen B.V.;2;2
Voskuilen Interieur- en Projectstoffering BV;2;2
VRB Friesland B.V.;1;1
Vredenburg Tweewielers;1;1
Vreelandgroep Organisatie-Adviseurs B.V.;1;1
VSE B.V.;1;1
VWR International B.V.;2;2
Vygon Nederland B.V.;1;1
W. Salomons Orthopaedie B.V.;1;1
W.J. Roelofs Meetinstrumenten B.V.;2;2
W.L. Gore & Associates B.V.;1;1
Wago Nederland;1;1
Wärtsilä Netherlands B.V.;4;4
Wassenburg Medical B.V.;1;1
Watercompany B.V.;1;1
Waterzorg Friesland B.V.;1;1
Wbn Software Solutions B.V.;1;1
WDA Pompen B.V.;1;1
WE Design B.V.;1;1
Webasto Thermo & Comfort Benelux;1;1
Webo Heftrucks B.V.;1;1
Wed. L. Dalhuisen B.V.;1;1
Weegtechniek Holland B.V.;1;1
Weir Minerals Netherlands B.V.;3;3
Welzorg Heerenveen;1;1
Werklust Holland B.V.;1;1
Wescap B.V.;1;1
Wesemann Projects B.V.;1;1
Westerink Tuin- en Parkmachines;1;1
Western Airconditioning B.V.;1;1
Westfalen Gassen Nederland B.V.;2;2
Westfalen Medical B.V.;2;2
WEWO EUROPE B.V.;2;2
Wiba Zevenaar B.V.;5;5
Wijgergangs Medical B.V.;1;1
Wildkamp;1;1
Wildkamp B.V.;1;1
Wiltec B.V.;2;2
Wilten Instrumenten;1;1
Winel B.V.;1;1
Winston & Partners B.V.;1;1
WPS Parking Systems B.V.;1;1
Wurth Elektronik Nederland B.V.;1;1
Xerox (Nederland) B.V.;1;1
Yacht;4;4
YESGIFTS.NL B.V.;1;1
Zarges B.V.;2;2
Zeefdrukkerij Fiers B.V.;1;1
Zeeman Reclame Groep B.V.;1;1
Zematra B.V.;2;2
Zetes B.V.;1;1
ZF Services Nederland B.V.;1;1
Ziegler Brandweertechniek B.V.;1;1
Ziekenhuis Rivierenland;1;1
Zimmer Biomet Nederland B.V.;1;1
Z-Netwerken Nederland B.V.;1;1
ZNP Verpakkingen B.V.;1;1
Zoetermeer's Tandtechnisch Laboratorium B.V.;1;1
Zoll International Holding B.V.;4;4
Zwart Techniek B.V.;3;3
Eindtotaal;11;11
