ParkingAddressReferenceType,ParkingAddressReference,ParkingAddressType,StreetName,HouseNumber,ZipCode,Place,Province,Country,TelephoneNumber,EmailAddress,FaxNumber
I-O,312,F,Hertogswetering,183,3543AS,Utrecht,Utrecht,Nederland,,info@apcoa.nl,
I-O,197,F,Damstraat,12,2011HA,Haarlem,Noord-Holland,Nederland,,centrale1@spaarnelanden.nl,
GEB,2459,P,Westblaak,88,3012KM,Rotterdam,Zuid-Holland,Nederland,010-2331984,info@apcoa.nl,
I-O,317,F,Eerste van der Helststraat,6,1072NV,Amsterdam,Noord-Holland,Nederland,020-4700888,info@apcoa.nl,
I-O,324,F,Schedeldoekshaven,100,2511EX,Den Haag,Zuid-Holland,Nederland,070-3467509,info@apcoa.nl,
I-O,310,F,Hertogswetering,183,3543AS,Utrecht,Utrecht,Nederland,,info@apcoa.nl,
I-O,326,F,Schedeldoekshaven,100,2511EX,Den Haag,Zuid-Holland,Nederland,070-3467509,info@apcoa.nl,
GEB,2459,A,Westblaak,88,3012KM,Rotterdam,Zuid-Holland,Nederland,010-2331984,info@apcoa.nl,
I-O,308,F,Kloosterstraat,35,7571AH,Oldenzaal,Overijssel,Nederland,0541-516645,info@apcoa.nl,
I-O,328,F,Blaak,16,3011TA,Rotterdam,Zuid-Holland,Nederland,,info@apcoa.nl,
I-O,311,F,Hertogswetering,183,3543AS,Utrecht,Utrecht,Nederland,,info@apcoa.nl,
I-O,323,F,Schedeldoekshaven,100,2511EX,Den Haag,Zuid-Holland,Nederland,070-3467509,info@apcoa.nl,
GEB,2460,A,Dr Paul Janssenweg,165,5026RH,Tilburg,Noord-Brabant,Nederland,013-5234290,office@parkking.nl,
I-O,349,F,Maashaven,144,6041TB,Roermond,Limburg,Nederland,0900-2357275,,
GEB,2460,P,Dr Paul Janssenweg,165,5026RH,Tilburg,Noord-Brabant,Nederland,013-5234290,office@parkking.nl,
GEB,2485,A,Ir J.P. van Muijlwijkstraat,175,6828BN,Arnhem,Gelderland,Nederland,,,
GEB,2485,P,Ir J.P. van Muijlwijkstraat,175,6828BN,Arnhem,Gelderland,Nederland,,,
GEB,2486,P,Gedempte Gracht,405,2512AM,Den Haag,Zuid-Holland,Nederland,,,
GEB,2487,A,Prins Hendrikstraat,59,2518HL,Den Haag,Zuid-Holland,Nederland,070-3621272,,
GEB,2487,P,Prins Hendrikstraat,59,2518HL,Den Haag,Zuid-Holland,Nederland,070-3621272,,
GEB,2486,A,Gedempte Gracht,405,2512AM,Den Haag,Zuid-Holland,Nederland,,,
I-O,55,F,Colosseumweg,13,3074SN,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,50,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,58,F,Willemsplein,1,3016DN,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,59,F,Weenatunnel,50,3013AL,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,377,F,Aelbrechtskade,67,3022HP,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,368,F,Klencke,74,3191VK,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,62,F,Binnenrotte,15,3011HB,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,57,F,Willemsplein,1,3016DN,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,198,F,Kleverlaan,12,2023JG,Haarlem,Noord-Holland,Nederland,,centrale1@spaarnelanden.nl,
I-O,1379,F,Bogardeind,2,5664EH,Geldrop,Noord-Brabant,Nederland,040-2864040,noreply@st-anna.nl,
I-O,1891,F,Ingenieur G. Friedhoffplein,0,2042BP,Zandvoort,Noord-Holland,Nederland,,info.zandvoort@parkeerservice.nl,
I-O,380,F,Museumpark,32,3015CX,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,379,F,Museumpark,32,3015CX,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,370,F,Kipstraat,177,3011ZX,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,61,F,Aelbrechtskade,67,3022HP,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,1900,F,Holiday Avenue,0,1118,Haarlemmermeer,Noord-Holland,Nederland,,noreply@PCH.nl,
I-O,383,F,Burg. van Walsumweg,718,3011MZ,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,53,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,51,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,391,F,Schouwburgplein,22,3012CL,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,54,F,Polderstraat,10,3074XJ,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,1886,F,Burgemeester Daleslaan,27,6532,Nijmegen,Gelderland,Nederland,,gemeente@nijmegen.nl,
I-O,371,F,Kipstraat,177,3011ZX,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,52,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,1936,F,Weverstede,0,3431JS,Nieuwegein,Utrecht,Nederland,,info.nieuwegein@parkeerservice.nl,
I-O,1897,F,Eiteren,13,3401PS,Ijsselstein,Utrecht,Nederland,,info.ijsselstein@parkeerservice.nl,
I-O,64,F,Siem Heidenstraat,6,3077MS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,395,F,Chris Bennekerslaan,25,3061EB,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,33,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,67,F,Bloklandstraat,154,3036TS,Rotterdam,Zuid-Holland,Nederland,14010,,
I-O,392,F,Schouwburgplein,22,3012CL,Rotterdam,Zuid-Holland,Nederland,14010,,
GEB,1680,P,Postbus,93,9460AB,Gieten,Drenthe,Nederland,140592,gemeente@aaenhunze.nl,
GEB,59,P,Postbus,2,9285ZV,Buitenpost,Friesland,Nederland,140511,gemeente@achtkarspelen.nl,
GEB,738,P,Postbus,40,4260AA,Wijk en Aalburg,Noord-Brabant,Nederland,0416-698700,gemeente@aalburg.nl,
GEB,738,A,Grote Kerkstraat,32,4261BE,Wijk en Aalburg,Noord-Brabant,Nederland,0416-698700,gemeente@aalburg.nl,
GEB,59,A,Stationsstraat,18,9285NH,Buitenpost,Friesland,Nederland,140511,gemeente@achtkarspelen.nl,
I-O,407,F,De Koaten,50,9288GH,Kootstertille,Friesland,Nederland,140511,gemeente@achtkarspelen.nl,
I-O,410,F,Hofhoek,46,3176PD,Poortugaal,Zuid-Holland,Nederland,010-5061111,info@albrandswaard.nl,
GEB,197,P,Postbus,119,7120AC,Aalten,Gelderland,Nederland,0543-493333,gemeente@aalten.nl,
I-O,1898,F,Meulmansweg,8,3441AT,Woerden,Utrecht,Nederland,,info.woerden@parkeerservice.nl,
I-O,1899,F,Oliemolenkwartier,0,3812PB,Amersfoort,,,,info@amersfoort.nl,
I-O,2106,F,Rode Kruisplein,0,5961GC,Horst aan de Maas,,,,gemeente@horstaandemaas.nl,
I-O,412,F,De Kromme Nol,5,4261AN,Wijk en Aalburg,Noord-Brabant,Nederland,0416-698700,gemeente@aalburg.nl,
I-O,2112,F,Cobbejennegats,0,6271BA,Gulpen-Wittem,,,,info@gulpen-wittem.nl,
GEB,613,A,Hofhoek,5,3176PD,Poortugaal,Zuid-Holland,Nederland,010-5061111,info@albrandswaard.nl,
GEB,197,A,Hofstraat,8,7121DM,Aalten,Gelderland,Nederland,0543-493333,gemeente@aalten.nl,
I-O,2111,F,Kruinweg,2,6369TZ,Simpelveld,,,,info@simpelveld.nl,
GEB,613,P,Postbus,1000,3160GA,Poortugaal,Zuid-Holland,Nederland,010-5061111,info@albrandswaard.nl,
I-O,411,F,Stationsstraat,53,3161GH,Rhoon,Zuid-Holland,Nederland,010-5061111,info@albrandswaard.nl,
GEB,1680,A,Spiekersteeg,1,9461BH,Gieten,Drenthe,Nederland,140592,gemeente@aaenhunze.nl,
I-O,406,F,Oost,0,,Buitenpost,Friesland,Nederland,140511,gemeente@achtkarspelen.nl,
I-O,409,F,Landbouwstraat,0,7122,Aalten,Gelderland,Nederland,0543-493333,gemeente@aalten.nl,
I-O,408,F,Stationsplein,2,9285VW,Buitenpost,Friesland,Nederland,140511,gemeente@achtkarspelen.nl,
GEB,855,P,Postbus,90155,5000LH,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,416,F,Professor Goossenslaan,16,5022DM,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,414,F,Gasthuisring,60,5041DT,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,415,F,Piusstraat,1,5038WR,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,418,F,Louis Bouwmeesterplein,2,5038TN,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
GEB,855,A,Stadhuisplein,130,5038TC,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,420,F,Achter de Heuvel,3,5038WD,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,1641,F,Abram van Rijckevorselplein,0,3065SM,Rotterdam,,,,,
I-O,417,F,Telegraafstraat,20,5038BP,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,413,F,Paleisring,27,5038WD,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
I-O,419,F,Achter de Heuvel,3,5038WD,Tilburg,Noord-Brabant,Nederland,14013,gemeente@tilburg.nl,
GEB,362,A,Laan Nieuwer-Amstel,1,1182JR,Amstelveen,Noord-Holland,Nederland,020-5404911,gemeente@amstelveen.nl,
I-O,423,F,Bolscher Landen,0,,Almelo,Overijssel,Nederland,,,
GEB,3,A,Wilhelminaweg,14,9901CM,Appingedam,Groningen,Nederland,140596,info@appingedam.nl,
GEB,362,P,Postbus,4,1180BA,Amstelveen,Noord-Holland,Nederland,020-5404911,gemeente@amstelveen.nl,
GEB,3,P,Postbus,15,9900AA,Appingedam,Groningen,Nederland,140596,info@appingedam.nl,
I-O,422,F,Spinnerij,9,1185ZN,Amstelveen,Noord-Holland,Nederland,020-5404911,gemeente@amstelveen.nl,
I-O,465,F,Chaamsebaan,0,4851,Ulvenhout,Noord-Brabant,Nederland,14076,gemeentebreda@breda.nl,
I-O,457,F,Drentse Mondenweg,0,9523,Drouwenermond,Drenthe,Nederland,140591,gemeente@borger-odoorn.nl,
GEB,1728,A,Markt,21,5531BC,Bladel,Noord-Brabant,Nederland,0497-361636,info@bladel.nl,
I-O,433,F,Nobisweg,1,5721VA,Asten,Noord-Brabant,Nederland,0493-671212,gemeente@asten.nl,
GEB,1728,P,Postbus,11,5530AA,Bladel,Noord-Brabant,Nederland,0497-361636,info@bladel.nl,
I-O,450,F,Reedijk,6,3274KE,Heinenoord,Zuid-Holland,Nederland,078-6764433,gemeente@binnenmaas.nl,
I-O,435,F,Middelweg,11,2992SP,Barendrecht,Zuid-Holland,Nederland,140180,gemeente@barendrecht.nl,
I-O,464,F,Bagven Park,0,4839,Breda,Noord-Brabant,Nederland,14076,gemeentebreda@breda.nl,
GEB,585,A,Sportlaan,22,3299XG,Maasdam,Zuid-Holland,Nederland,078-6764433,gemeente@binnenmaas.nl,
GEB,585,P,Postbus,5455,3299ZH,Maasdam,Zuid-Holland,Nederland,078-6764433,gemeente@binnenmaas.nl,
I-O,440,F,Spaanse Singel,2,6191GK,Neerbeek,Limburg,Nederland,046-4389222,info@gemeentebeek.nl,
I-O,462,F,Soetendaal,9,5821BL,Vierlingsbeek,Noord-Brabant,Nederland,0485-585911,gemeente@boxmeer.nl,
I-O,463,F,Kampspoor,0,5283,Boxtel,Noord-Brabant,Nederland,0411-655911,gemeente@boxtel.nl,
GEB,106,A,Noordersingel,33,9401JW,Assen,Drenthe,Nederland,0592-366911,info@assen.nl,
GEB,753,P,Postbus,50,5680AB,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
GEB,1930,A,Raadhuislaan,106,3201EL,Spijkenisse,Zuid-Holland,Nederland,140181,gemeente@nissewaard.nl,
GEB,743,A,Koningsplein,3,5721GJ,Asten,Noord-Brabant,Nederland,0493-671212,gemeente@asten.nl,
I-O,434,F,Zandheuvelweg,5,3744MN,Baarn,Utrecht,Nederland,035-5481611,gemeente@baarn.nl,
GEB,501,P,Postbus,101,3230AC,Brielle,Zuid-Holland,Nederland,0181-471111,info@brielle.nl,
I-O,455,F,Schoolstraat,6,9536PN,Ees,Drenthe,Nederland,140591,gemeente@borger-odoorn.nl,
GEB,888,A,Raadhuisstraat,9,6191KA,Beek,Limburg,Nederland,046-4389222,info@gemeentebeek.nl,
I-O,470,F,Stikkenweg,2,7021BN,Zelhem,Gelderland,Nederland,0575-750250,info@bronckhorst.nl,
I-O,469,F,Oude Zutphenseweg,1,6998AL,Laag-Keppel,Gelderland,Nederland,0575-750250,info@bronckhorst.nl,
GEB,1681,P,Postbus,3,7875ZG,Exloo,Drenthe,Nederland,140591,gemeente@borger-odoorn.nl,
GEB,889,P,Postbus,4750,5953ZK,Reuver,Limburg,Nederland,077-4749292,info@beesel.nl,
GEB,1876,A,Elderinkweg,2,7255KA,Hengelo,Gelderland,Nederland,0575-750250,info@bronckhorst.nl,
I-O,430,F,Balkendwarsweg,3,9405PT,Assen,Drenthe,Nederland,0592-366911,info@assen.nl,
GEB,489,P,Postbus,501,2990EA,Barendrecht,Zuid-Holland,Nederland,140180,gemeente@barendrecht.nl,
I-O,1769,F,Maaskade,38,5911EX,Venlo,,,,info@venlo.nl,
GEB,1876,P,Postbus,200,7255ZJ,Hengelo,Gelderland,Nederland,0575-750250,info@bronckhorst.nl,
I-O,452,F,Europalaan,1,5531BD,Bladel,Noord-Brabant,Nederland,0497-361636,info@bladel.nl,
GEB,5,A,Schoolstraat,1,9781JL,Bedum,Groningen,Nederland,050-3018911,gemeente@bedum.nl,
GEB,743,P,Postbus,290,5720AG,Asten,Noord-Brabant,Nederland,0493-671212,gemeente@asten.nl,
I-O,1773,F,Noord Brabantlaan,350,5657GA,Eindhoven,,,,gemeente@eindhoven.nl,
GEB,757,A,Markt,1,5281AT,Boxtel,Noord-Brabant,Nederland,0411-655911,gemeente@boxtel.nl,
GEB,5,P,Postbus,38,9780AA,Bedum,Groningen,Nederland,050-3018911,gemeente@bedum.nl,
GEB,1721,P,Postbus,19,5384ZG,Heesch,Noord-Brabant,Nederland,0412-458888,gemeente@bernheze.org,
GEB,376,A,Kerklaan,16,1261JB,Blaricum,Noord-Holland,Nederland,035-7513222,mail@blaricum.nl,
GEB,756,A,Raadhuisplein,1,5831JX,Boxmeer,Noord-Brabant,Nederland,0485-585911,gemeente@boxmeer.nl,
GEB,308,P,Postbus,1003,3740BA,Baarn,Utrecht,Nederland,035-5481611,gemeente@baarn.nl,
I-O,459,F,Azelosestraat,111,7621BA,Borne,Overijssel,Nederland,074-2658686,info@borne.nl,
GEB,1721,A,De Misse,6,5384BZ,Heesch,Noord-Brabant,Nederland,0412-458888,gemeente@bernheze.org,
I-O,460,F,Parallelweg,1,7622NB,Borne,Overijssel,Nederland,074-2658686,info@borne.nl,
I-O,432,F,De Haar,0,9405,Assen,Drenthe,Nederland,0592-366911,info@assen.nl,
I-O,444,F,Cereslaan,18,5384VT,Heesch,Noord-Brabant,Nederland,0412-458888,gemeente@bernheze.org,
I-O,451,F,Oud-Heinenoordseweg,16,3274KD,Heinenoord,Zuid-Holland,Nederland,078-6764433,gemeente@binnenmaas.nl,
I-O,1105,F,Zaanstraat,1,9725EG,Groningen,Groningen,Nederland,,,
I-O,448,F,Molenstraat,44,5683BH,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
GEB,889,A,Raadhuisplein,1,5953AL,Reuver,Limburg,Nederland,077-4749292,info@beesel.nl,
I-O,447,F,Wilg,0,5682,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
I-O,1903,F,Maasboulevard,101,6211JW,Maastricht,Limburg,Nederland,,info@q-park.nl,
I-O,439,F,Parallelweg,0,9781,Bedum,Groningen,Nederland,050-3018911,gemeente@bedum.nl,
I-O,467,F,Kanaaldijk-West,9,3238LM,Zwartewaal,Zuid-Holland,Nederland,0181-471111,info@brielle.nl,
GEB,753,A,Raadhuisplein,1,5683EA,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
GEB,308,A,Stationsweg,18,3743BA,Baarn,Utrecht,Nederland,035-5481611,gemeente@baarn.nl,
I-O,437,F,Zuideinde,84,2991LK,Barendrecht,Zuid-Holland,Nederland,140180,gemeente@barendrecht.nl,
I-O,449,F,Spoorstraat,3,5684AA,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
I-O,456,F,Hoofdstraat,0,7875,Exloo,Drenthe,Nederland,140591,gemeente@borger-odoorn.nl,
GEB,757,P,Postbus,10000,5280DA,Boxtel,Noord-Brabant,Nederland,0411-655911,gemeente@boxtel.nl,
GEB,376,P,Postbus,71,3755ZH,Eemnes,Noord-Holland,Nederland,035-7513222,mail@blaricum.nl,
I-O,461,F,Provincialeweg,9,5835CZ,Beugen,Noord-Brabant,Nederland,0485-585911,gemeente@boxmeer.nl,
GEB,1681,A,Hoofdstraat,50,7875AD,Exloo,Drenthe,Nederland,140591,gemeente@borger-odoorn.nl,
GEB,756,P,Postbus,450,5830AL,Boxmeer,Noord-Brabant,Nederland,0485-585911,gemeente@boxmeer.nl,
I-O,436,F,Zuideinde,84,2991LK,Barendrecht,Zuid-Holland,Nederland,140180,gemeente@barendrecht.nl,
GEB,489,A,Binnenhof,1,2991AA,Barendrecht,Zuid-Holland,Nederland,140180,gemeente@barendrecht.nl,
GEB,888,P,Postbus,20,6190AA,Beek,Limburg,Nederland,046-4389222,info@gemeentebeek.nl,
I-O,453,F,Stichtseweg,2,1261TA,Blaricum,Noord-Holland,Nederland,035-7513222,mail@blaricum.nl,
I-O,438,F,Waldadrift,6,9781KC,Bedum,Groningen,Nederland,050-3018911,gemeente@bedum.nl,
GEB,501,A,Slagveld,36,3231AP,Brielle,Zuid-Holland,Nederland,0181-471111,info@brielle.nl,
I-O,468,F,De Nolle,14,3237KA,Vierpolders,Zuid-Holland,Nederland,0181-471111,info@brielle.nl,
GEB,1930,P,Postbus,25,3200AA,Spijkenisse,Zuid-Holland,Nederland,140181,gemeente@nissewaard.nl,
I-O,443,F,Wilhelminalaan,78,5953HB,Reuver,Limburg,Nederland,077-4749292,info@beesel.nl,
I-O,446,F,Oude Rijksweg,0,5683,Best,Noord-Brabant,Nederland,0499-360911,gemeente.best@gembest.nl,
GEB,106,P,Postbus,30018,9400RA,Assen,Drenthe,Nederland,0592-366911,info@assen.nl,
I-O,492,F,Parallelweg Oost,13,4103NC,Culemborg,Gelderland,Nederland,0345-477700,info@culemborg.nl,
GEB,109,A,Kasteel,1,7741GC,Coevorden,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,480,F,Oude Rijksweg,0,7843,Erm,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,497,F,Postbus,78,2600ME,Delft,Zuid-Holland,Nederland,14015,,
GEB,383,A,Raadhuisplein,1,1902CA,Castricum,Noord-Holland,Nederland,0251-661122,gemeentebestuur@castricum.nl,
GEB,310,P,Postbus,300,3720AH,Bilthoven,Utrecht,Nederland,030-2289411,info@debilt.nl,
GEB,502,P,Postbus,70,2900AB,Capelle aan den Ijssel,Zuid-Holland,Nederland,010-2848484,gemeente@capelleaandenijssel.nl,
GEB,109,P,Postbus,2,7740AA,Coevorden,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,487,F,Groene Kruisweg,16,3281KB,Numansdorp,Zuid-Holland,Nederland,0186-656100,info@cromstrijen.nl,
GEB,148,A,Raadhuisstraat,1,7721AX,Dalfsen,Overijssel,Nederland,0529-488388,gemeente@dalfsen.nl,
GEB,736,A,Croonstadtlaan,111,3641AL,Mijdrecht,Utrecht,Nederland,0297-291616,info@derondevenen.nl,
GEB,213,P,Postbus,5,6970AA,Brummen,Gelderland,Nederland,0575-568233,gemeente@brummen.nl,
I-O,490,F,Rietveldseweg,31,4107LJ,Culemborg,Gelderland,Nederland,0345-477700,info@culemborg.nl,
I-O,482,F,Het Haantje,88,7846TK,Noord-Sleen,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,481,F,Johannes Poststraat,2,7917TT,Geesbrug,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,472,F,IJsselstraat,1,7399RC,Empe,Gelderland,Nederland,0575-568233,gemeente@brummen.nl,
I-O,484,F,Stationsstraat,20,7741EK,Coevorden,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,478,F,Kramersweg,2,1901NP,Castricum,Noord-Holland,Nederland,0251-661122,gemeentebestuur@castricum.nl,
I-O,485,F,Kymmelskampen,1,7751GN,Dalen,Drenthe,Nederland,140524,info@coevorden.nl,
GEB,1706,A,Capucijnerplein,1,6021AB,Budel,Noord-Brabant,Nederland,0495-431222,info@cranendonck.nl,
GEB,736,P,Postbus,250,3640AG,Mijdrecht,Utrecht,Nederland,0297-291616,info@derondevenen.nl,
I-O,474,F,Struiheiweg,3,1406TK,Bussum,Noord-Holland,Nederland,035-6928888,info@bussum.nl,
I-O,486,F,D Aasdonken,1,6026RZ,Maarheze,Noord-Brabant,Nederland,0495-431222,info@cranendonck.nl,
GEB,216,A,Ridderstraat,250,4101BK,Culemborg,Gelderland,Nederland,0345-477700,info@culemborg.nl,
GEB,312,A,Singelpark,1,3984NC,Odijk,Utrecht,Nederland,030-6594848,info@bunnik.nl,
GEB,312,P,Postbus,5,3980CA,Bunnik,Utrecht,Nederland,030-6594848,info@bunnik.nl,
GEB,213,A,Engelenburgerlaan,31,6971BV,Brummen,Gelderland,Nederland,0575-568233,gemeente@brummen.nl,
GEB,1706,P,Postbus,2090,6020AB,Budel,Noord-Brabant,Nederland,0495-431222,info@cranendonck.nl,
I-O,1902,F,Parkweg,1,6212XN,Maastricht,Limburg,Nederland,,info@q-park.nl,
I-O,483,F,Kloosterdwarsweg,0,7851,Zweeloo,Drenthe,Nederland,140524,info@coevorden.nl,
I-O,471,F,Stationsweg,1,6971BX,Brummen,Gelderland,Nederland,0575-568233,gemeente@brummen.nl,
I-O,1901,F,Prins Bisschopsingel,2,6211JX,Maastricht,Limburg,Nederland,,info@q-park.nl,
GEB,148,P,Postbus,35,7720AA,Dalfsen,Overijssel,Nederland,0529-488388,gemeente@dalfsen.nl,
GEB,216,P,Postbus,136,4100AC,Culemborg,Gelderland,Nederland,0345-477700,info@culemborg.nl,
I-O,476,F,Lijstersingel,2,2902JD,Capelle aan den Ijssel,Zuid-Holland,Nederland,010-2848484,gemeente@capelleaandenijssel.nl,
I-O,473,F,Stationsplein,0,3981,Bunnik,Utrecht,Nederland,030-6594848,info@bunnik.nl,
GEB,611,A,Buttervliet,1,3281LK,Numansdorp,Zuid-Holland,Nederland,0186-656100,info@cromstrijen.nl,
I-O,494,F,Burgemeester Des Tombesweg,0,1391,Abcoude,Utrecht,Nederland,0297-291616,info@derondevenen.nl,
I-O,477,F,Hollandsch Diep,6,2904ER,Capelle aan den Ijssel,Zuid-Holland,Nederland,010-2848484,gemeente@capelleaandenijssel.nl,
I-O,493,F,Nieuwe Weteringseweg,1,3737MG,Groenekan,Utrecht,Nederland,030-2289411,info@debilt.nl,
GEB,502,A,Rivierweg,111,2903AR,Capelle aan den Ijssel,Zuid-Holland,Nederland,010-2848484,gemeente@capelleaandenijssel.nl,
I-O,488,F,Groene Kruisweg,20,3281KB,Numansdorp,Zuid-Holland,Nederland,0186-656100,info@cromstrijen.nl,
I-O,489,F,Raamweg,3,5431NH,Cuijk,Noord-Brabant,Nederland,0485-396600,gemeente@cuijk.nl,
I-O,475,F,Spoorstraat,31,2908CK,Capelle aan den Ijssel,Zuid-Holland,Nederland,010-2848484,gemeente@capelleaandenijssel.nl,
GEB,611,P,Postbus,7400,3280AE,Numansdorp,Zuid-Holland,Nederland,0186-656100,info@cromstrijen.nl,
I-O,491,F,Parallelweg Oost,19,4103NC,Culemborg,Gelderland,Nederland,0345-477700,info@culemborg.nl,
GEB,310,A,Soestdijkseweg Zuid,173,3721AB,Bilthoven,Utrecht,Nederland,030-2289411,info@debilt.nl,
I-O,479,F,Europaweg,1,7742PP,Coevorden,Drenthe,Nederland,140524,info@coevorden.nl,
GEB,383,P,Postbus,1301,1900BH,Castricum,Noord-Holland,Nederland,0251-661122,gemeentebestuur@castricum.nl,
I-O,496,F,Phoenixstraat,16,2611AL,Delft,Zuid-Holland,Nederland,14015,,
I-O,524,F,Spoorstraat,68,6114EM,Susteren,Limburg,Nederland,0475-478478,info@echt-susteren.nl,
I-O,508,F,De Marke,1,9203DV,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
I-O,531,F,Stationsweg,124,6711PZ,Ede,Gelderland,Nederland,140318,info@ede.nl,
I-O,534,F,Eindje,1,5611ZW,Eindhoven,Noord-Brabant,Nederland,,,
GEB,400,P,Postbus,36,1780AA,Den Helder,Noord-Holland,Nederland,0223-671200,info@denhelder.nl,
I-O,735,F,Eerste Oude Heselaan,9,6541PA,Nijmergen,Gelderland,Nederland,0900-4466880,info@q-park.nl,
I-O,686,F,Wilhelminakade,300,3072AR,Rotterdam,Zuid-Holland,Nederland,0900-4466880,info@q-park.nl,
I-O,672,F,Gedempte Gracht,28,2512CB,Den Haag,Zuid-Holland,Nederland,0900-4466880,info@q-park.nl,
GEB,1711,P,Postbus,450,6100AL,Echt,Limburg,Nederland,0475-478478,info@echt-susteren.nl,
I-O,539,F,Groenewoudseweg,399,5621BL,Eindhoven,Noord-Brabant,Nederland,14040,gemeente@eindhoven.nl,
I-O,537,F,Frederik van Eedenplein,1,5611KT,Eindhoven,Noord-Brabant,Nederland,,,
I-O,540,F,Wolvendijk,80,5641AS,Eindhoven,Noord-Brabant,Nederland,14040,gemeente@eindhoven.nl,
I-O,523,F,Stationsweg,3,6101HK,Echt,Limburg,Nederland,0475-478478,info@echt-susteren.nl,
I-O,536,F,Stadhuisplein,10,5611EM,Eindhoven,Noord-Brabant,Nederland,,,
I-O,541,F,Noord Brabantlaan,350,5657GA,Eindhoven,Noord-Brabant,Nederland,14040,gemeente@eindhoven.nl,
I-O,505,F,Van Knobelsdorffplein,129,9203DH,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
I-O,512,F,Stasjonwei,3,9269PG,Veenwouden,Friesland,Nederland,140511,post@dantumadiel.eu,
I-O,944,F,Veerweg,0,3355,Papendrecht,Zuid-Holland,Nederland,14078,pbgemeentebestuur@papendrecht.nl,
GEB,400,A,Drs. F. Bijlweg,20,1784MC,Den Helder,Noord-Holland,Nederland,0223-671200,info@denhelder.nl,
I-O,528,F,Spoorstraat,17,6741DE,Lunteren,Gelderland,Nederland,140318,info@ede.nl,
I-O,527,F,Telefoonweg,122,6713AL,Ede,Gelderland,Nederland,140318,info@ede.nl,
GEB,1711,A,Nieuwe Markt,55,6101CV,Echt,Limburg,Nederland,0475-478478,info@echt-susteren.nl,
I-O,510,F,Burgemeester Ritmeesterweg,0,1784NV,Den Helder,Noord-Holland,Nederland,0223-671200,info@denhelder.nl,
GEB,772,A,Stadhuisplein,10,5611EM,Eindhoven,Noord-Brabant,Nederland,14040,gemeente@eindhoven.nl,
I-O,509,F,De Marke,1,9203DV,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
I-O,538,F,Eindje,1,5611ZW,Eindhoven,Noord-Brabant,Nederland,,,
I-O,533,F,Raiffeisenstraat,16,5611CH,Eindhoven,Noord-Brabant,Nederland,,,
