OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,NAAM,STATUS,Shape__Area,Shape__Length
57,c949772731a143b5be448aa6bd7cdb3d,2015/03/18 10:19:00+00,L0004,Prorail,bestaand,0,gesloten verharding,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,28.519744,"28,519744",Noord-Oost,NO,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,210806.253479,462931.396,52.15173602,6.20262605,71.767413,283,,Actueel,71.767413,34.535574628395
58,4e628ca1083b44f9ad1b94fbdc8d80f3,2022/11/17 09:28:29+00,L0004,Prorail,bestaand,0,gesloten verharding,513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,26.12925,"26,129250",Zuid,Z,Geldermalsen,22,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,147120.978,432354.057584,51.87966728,5.27277536,39.09758,283,,gerealiseerd,39.09758,30.4857789155337
59,f82cb5f830314b70b24dc873bb2aabed,2022/12/05 13:01:26+00,L0004,Prorail,bestaand,0,gesloten verharding,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,Hlg-Nscg,Harlingen - Nieuweschans Grens ,83.933747,"83,933747",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,236609.736608,579413.526693,53.19515035,6.60833708,42.778473,283,,Actueel,42.778076945,39.0340586334174
60,b3d281af13b64b7881f0fefb9cf08f36,2020/08/24 11:48:45+00,L0004,Prorail,bestaand,0,gesloten verharding,486,c,486,486_c,Amsterdam Westhaven (gebied),Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,204.579781,"204,579781",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,115342.2125,490975.275713,52.40517322,4.80442994,13.055795,283,,gerealiseerd,13.0557945,20.5272754704109
61,d94cff4ee0e345afb869cc653caf717e,2021/02/12 17:00:16+00,L0004,Prorail,bestaand,0,gesloten verharding,523,b,523,523_b,Amsterdam Sloterdijk,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,177.651696,"177,651696",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,116620.703712,489165.6565,52.38900081,4.82342349,60.587848,283,,gerealiseerd,60.5878475,44.8652006284759
62,ee8385d2b8334f9483aa3f8157d38e0b,2020/09/11 15:52:34+00,L0004,Prorail,bestaand,0,gesloten verharding,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,18.048909,"18,048909",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,119745.14,453524.42974,52.06888455,4.87302959,66.179575,283,,gerealiseerd,66.179575,41.6044892345542
63,b256c472b7f653d5e0531529a8c0d73e,2020/11/13 15:18:31+00,L0004,Prorail,bestaand,0,gesloten verharding,076,,76,076__,Santpoort Noord - Uitgeest,Hlm-Utg,Haarlem - Uitgeest ,8.155441,"8,155441",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,105027.1075,495916.31072,52.44873495,4.65212254,51.583758,283,,Actueel,51.583758,35.8903848277119
64,97729b5e82fe43f2a6a6d4eacdc8b34c,2022/07/20 08:31:17+00,L0004,Prorail,bestaand,0,gesloten verharding,096,a,96,096_a,Amsterdam Muiderpoort - Duivendrecht,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2.135305,"2,135305",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,123215.7385,483748.053195,52.34073253,4.92081138,73.195162,283,,gerealiseerd,73.195162,42.3156145620537
65,d9cf9c8ccf6a45b4803fc7838464cb4f,2020/10/09 10:56:16+00,L0004,Prorail,bestaand,0,gesloten verharding,547,c,547,547_c,Lunetten Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.458915,"37,458915",Randstad Noord,RN,Utrecht,13,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,137602.010591,454084.293,52.07476508,5.13343044,33.557935,283,,gerealiseerd,33.557935,26.1070457515228
66,4883f6e5c60042c08f4aa5a8a89c7027,2020/10/09 10:57:18+00,L0004,Prorail,bestaand,0,gesloten verharding,547,c,547,547_c,Lunetten Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.458798,"37,458798",Randstad Noord,RN,Utrecht,13,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,137605.733167,454089.542,52.07481237,5.13348447,34.554244,283,,gerealiseerd,34.5542435,26.3534575572929
67,09fcc241d4b244009069591b211a35df,2020/01/21 15:12:53+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,8.953048,"8,953048",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,140572.8285,448095.764767,52.02102529,5.17701612,43.963937,283,,Actueel,43.963937,31.472881914372
68,f3681e6507f84309b032480d5f88eab3,2021/12/13 13:54:49+00,L0004,Prorail,bestaand,0,gesloten verharding,666,b,666,666_b,Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,48.572987,"48,572987",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,148438.650638,430115.9875,51.8595679,5.29195442,267.951628,283,,gerealiseerd,267.951628,70.3643221867807
69,3f1659057b5f4c588e271927d2b40eae,2020/01/21 15:12:52+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,8.95287,"8,952870",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,140568.5385,448094.184637,52.02101098,5.17695369,42.914682,283,,Actueel,42.914682,31.3432324315431
70,452b4041501c46d39593d346d05584f1,2020/10/09 10:57:13+00,L0004,Prorail,bestaand,0,gesloten verharding,547,c,547,547_c,Lunetten Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,37.458993,"37,458993",Randstad Noord,RN,Utrecht,13,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,137594.931198,454074.553,52.07467731,5.13332768,35.591776,283,,gerealiseerd,35.5917755,26.5910291818719
71,01ec676f8a4b40a8be362b1a48cca17d,2020/01/21 15:12:53+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,8.952435,"8,952435",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,140557.412,448090.056869,52.02097359,5.17679176,43.936057,283,,Actueel,43.936057,31.3864244351009
72,8c89ee8013da45119d284182e086aa90,2020/09/14 11:33:23+00,L0004,Prorail,bestaand,0,gesloten verharding,528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.88618,"28,886180",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,141231.610228,470510.037,52.22249995,5.18570782,91.799369,283,,gerealiseerd,91.799369,55.471125984069
73,d6b3634fc4e74fd1aa045ff9af6c736b,2015/06/15 15:21:10+00,L0004,Prorail,bestaand,0,gesloten verharding,094,,94,094__,Utrecht Centraal - Blauwkapel,Ut-Amf,Utrecht - Amersfoort ,3.176521,"3,176521",Randstad Noord,RN,Utrecht,13,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,137181.717505,458060.4445,52.11048915,5.12709227,43.896497,283,,Actueel,43.896497,32.135668063231
74,3536301c1f40469e8acadd830442c119,2015/06/09 13:42:10+00,L0004,Prorail,bestaand,0,gesloten verharding,085,,85,085__,Haarlem - Warmond,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,19.668861,"19,668861",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,102330.187,487426.361436,52.37218463,4.61378845,184.69795,283,,Actueel,184.69795,107.097706630784
75,109ab67d366b45b1a53fab46d8a9efce,2023/01/22 20:05:05+00,L0004,Prorail,bestaand,0,gesloten verharding,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,69.727641,"69,727641",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,209599.276,375126.261918,51.36269044,6.17116421,30.533469,283,,gerealiseerd,30.533469,30.8261492610817
76,2b8ab089d0974684b48df9a855f8fa31,2017/09/06 10:36:53+00,L0004,Prorail,bestaand,0,gesloten verharding,802,,802,802__,Utrecht Industrieterrein Lage Weide,Mas-Utlg,Maarssen - Utrecht Lage Weide ,101.273876,"101,273876",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,132816.8975,458028.667079,52.11004581,5.06337762,204.964244,283,,Actueel,204.9642435,126.891861665766
77,3583404bda8442c1af5a94328a11acb8,2017/10/10 07:05:25+00,L0004,Prorail,bestaand,0,gesloten verharding,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,45.6,"45,600000",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,251522.267988,475723.247,52.2610658,6.80106187,26.098252,283,,Actueel,26.0982525,24.3142718310714
78,a2349bea4de048b78b756199baf14749,2023/01/10 07:17:39+00,L0004,Prorail,bestaand,0,gesloten verharding,952,,952,952__,Botlektunnel,Ps-Bot,"Rotterdam, Emplacement Pernis - Rotterdam, Botlek ",816.287902,"816,287902",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,80869.530584,431756.24,51.869418,4.31082291,104.081659,283,,Actueel,104.081659,41.3023757549243
79,75ba33319a9548b2ae7fa9009c968b0b,2020/06/24 17:15:18+00,L0004,Prorail,bestaand,0,gesloten verharding,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",12.980731,"12,980731",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,84075.235759,432504.7635,51.8765624,4.35720867,26.746704,283,,gerealiseerd,26.7467035,28.4780075339148
80,ecbd661ab44b40a2adfdd6b3223d390e,2020/02/20 11:15:38+00,L0004,Prorail,bestaand,0,gesloten verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,28.063685,"28,063685",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,131029.899292,460651.642,52.13354618,5.0371071,41.866241,283,,Actueel,41.8662415,31.0204599511128
81,c61e94f2e21949dfbfffdb7190b4cad7,2020/02/20 11:15:38+00,L0004,Prorail,bestaand,0,gesloten verharding,098,,98,098__,Breukelen - Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,28.063621,"28,063621",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,131034.372589,460656.367,52.13358884,5.0371721,43.270758,283,,Actueel,43.270758,31.253009926463
82,ef3cce3346be5c80e0530b29a8c0e689,2022/12/13 12:51:51+00,L0004,Prorail,bestaand,0,gesloten verharding,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,154.888748,"154,888748",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,120320.888774,483625.755,52.33945837,4.87834735,28.531812,283,,gerealiseerd,28.531812,23.8386944769362
83,20d6bd7509c445898a79af280f2b02c4,2020/01/21 15:12:52+00,L0004,Prorail,bestaand,0,gesloten verharding,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,8.95197,"8,951970",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,140552.699,448088.611085,52.02096047,5.17672316,45.049914,283,,Actueel,45.049914,31.5010771907059
84,65d3e5ff64ea4db5b480071897de8f2d,2016/05/25 16:04:47+00,L0004,Prorail,bestaand,0,gesloten verharding,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,17.579452,"17,579452",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,195517.917414,322807.4855,50.89361336,5.96306615,1085.389175,283,,Actueel,1085.389175,409.765041161802
85,da042873f2d745a5a8eeffd262018cd3,2022/11/30 18:07:16+00,L0004,Prorail,bestaand,0,gesloten verharding,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,48.885019,"48,885019",Randstad Zuid,RZ,Rotterdam,3,BAAN,Rotterdam,BAAN,Randstad Zuid,RZ,ProRail,94828.42,440116.825277,51.94624053,4.51202029,4.894552,283,,gerealiseerd,4.894552,9.5354334087816
86,a3ef9bdcdd1943b880c806d3c05ce2f4,2020/01/22 08:54:04+00,L0004,Prorail,bestaand,0,half verhard,117,,117,117__,Lunetten - Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,4.850431,"4,850431",Randstad Noord,RN,Driebergen,15,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,139004.76,451885.102425,52.05504102,5.1539942,39.992466,283,,Actueel,39.992466,30.6528593367701
87,f07bf11602ff49ccb0c87cea7d82f479,2022/07/04 17:26:19+00,L0004,Prorail,bestaand,0,gesloten verharding,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,26.560889,"26,560889",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,209312.824574,461794.837,52.14167035,6.18062497,30.562276,283,,gerealiseerd,30.562276,24.7852531711725
88,953a89e22eed48028c20e90b769161d3,2021/01/22 19:00:02+00,L0004,Prorail,bestaand,0,gesloten verharding,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,12.30917,"12,309170",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,130997.605387,481041.937,52.31680618,5.03519057,58.038241,283,,gerealiseerd,58.038241,40.6335098953791
89,2195340c99064ce28a0850403bd23d94,2017/09/01 13:30:49+00,L0004,Prorail,bestaand,0,gesloten verharding,522,b,522,522_b,Uitgeest,Hdr-Zd,Den Helder - Zaandam ,57.577237,"57,577237",Randstad Noord,RN,Alkmaar,7,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,108367.658399,504175.6265,52.52325447,4.70010447,170.662691,283,,Actueel,170.662691,125.526309389733
90,d6020f752c932ad1e0530b29a8c0c683,2022/10/10 10:17:05+00,L0004,Prorail,bestaand,0,gesloten verharding,505,a,505,505_a,Amersfoort Aansl.,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,23.611539,"23,611539",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,155737.2815,464715.130189,52.17058724,5.39798087,39.542471,283,,gerealiseerd,39.5424705,30.5278476658981
91,39586724478f4a0a8870dd1d9c29d157,2019/12/17 15:52:46+00,L0004,Prorail,bestaand,0,gesloten verharding,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",12.974445,"12,974445",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,84082.110003,432501.3585,51.87653267,4.35730919,45.659658,283,,Actueel,45.659658,46.7122021092433
92,b5143d0798c22237e0531529a8c02740,2020/12/04 12:38:18+00,L0004,Prorail,bestaand,0,gesloten verharding,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,146.529621,"146,529621",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,106813.556,477539.109395,52.28373879,4.68103262,45.461056,283,,gerealiseerd,45.4610565,31.5901322548353
93,2f00b893da6c4fa4bd2c95ec16c6cd8f,2020/03/18 13:24:50+00,L0004,Prorail,bestaand,0,gesloten verharding,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,20.800484,"20,800484",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,132623.005992,397161.519,51.56295113,5.06448872,37.549842,283,,gerealiseerd,37.549842,36.2080484306429
94,e6fc6187df835f61e0530b29a8c0e64a,2022/08/31 13:57:09+00,L0004,Prorail,bestaand,0,gesloten verharding,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,9.766583,"9,766583",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,126567.594446,457587.281,52.10579293,4.97219007,62.809468,283,,gerealiseerd,62.8094685,41.1143138279141
95,b44e7f87a2304aa4e0531529a8c0e68a,2020/12/04 12:37:30+00,L0004,Prorail,bestaand,0,gesloten verharding,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,146.529701,"146,529701",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,106809.9795,477542.379483,52.28376787,4.68097974,44.554107,283,,gerealiseerd,44.5541075,31.3989885330289
96,13ce6da8e1074f13a1bfb9a7318de156,2020/11/13 15:17:28+00,L0004,Prorail,bestaand,0,gesloten verharding,527,b,527,527_b,Haarlem,Hlm-Utg,Haarlem - Uitgeest ,0.948815,"0,948815",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,103104.332,489436.685116,52.39032492,4.62484463,52.345684,283,,gerealiseerd,52.345684,39.7432017793483
97,d8ad4a8935c23767e0530b29a8c07381,2022/05/25 12:29:15+00,L0004,Prorail,bestaand,0,gesloten verharding,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,81.385086,"81,385086",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,122388.575779,487786.445,52.37697844,4.90828269,41.950197,283,,gerealiseerd,41.9501975,30.9827567765892
98,d8ad4a89360a3767e0530b29a8c07381,2022/05/25 12:29:33+00,L0004,Prorail,bestaand,0,gesloten verharding,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,80.140589,"80,140589",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,121302.23864,488359.591,52.38206387,4.89227214,49.220952,283,,gerealiseerd,49.220952,35.5732674042582
99,d8ad4a8935b23767e0530b29a8c07381,2022/05/25 12:30:04+00,L0004,Prorail,bestaand,0,gesloten verharding,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,2.497859,"2,497859",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,124051.4715,487138.404838,52.37125054,4.9327624,41.172913,283,,gerealiseerd,41.172913,30.7763357134619
100,d8ad4a8935dc3767e0530b29a8c07381,2022/05/25 12:28:42+00,L0004,Prorail,bestaand,0,gesloten verharding,525,c,525,525_c,Amsterdam Singelgracht Aansl.,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,180.634391,"180,634391",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,119604.385702,489139.1195,52.38896284,4.86725392,42.338348,283,,gerealiseerd,42.338348,33.1773438312185
101,d8ad4a8935063767e0530b29a8c07381,2022/05/25 12:28:56+00,L0004,Prorail,bestaand,0,gesloten verharding,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,2.496958,"2,496958",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,124076.598,487144.017252,52.3713024,4.93313082,32.236394,283,,gerealiseerd,32.236394,25.5392477653134
102,d8ad4a89363e3767e0530b29a8c07381,2022/05/25 12:33:43+00,L0004,Prorail,bestaand,0,gesloten verharding,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,2.497396,"2,497396",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,124055.6095,487139.645761,52.37126193,4.93282304,43.220613,283,,gerealiseerd,43.2206135,31.1318707573446
103,d8ad4a89363f3767e0530b29a8c07381,2022/05/25 12:34:02+00,L0004,Prorail,bestaand,0,gesloten verharding,588,,588,588__,Amsterdam Dijksgracht,Asd-Zp,Amsterdam Centraal - Zutphen ,2.497116,"2,497116",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,124062.9045,487141.293989,52.37127715,4.93293,33.003593,283,,gerealiseerd,33.0035925,25.3467178491144
104,d76fc51bae653518e0530b29a8c0c3f9,2022/02/17 16:41:37+00,L0004,Prorail,bestaand,0,gesloten verharding,533,,533,533__,Woerden,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,16.356043,"16,356043",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,120676.148,454929.153805,52.08156835,4.88646608,41.442919,283,,gerealiseerd,41.442919,31.0030379768104
105,f3cbdb7f64984ce3a3a9d5d1eb59dbc4,2022/05/10 13:26:47+00,L0004,Prorail,bestaand,0,gesloten verharding,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,40.659253,"40,659253",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,151078.303,398261.625739,51.573271,5.3306314,22.122357,283,,gerealiseerd,22.122357,20.5082839971333
106,3624a9837ab04be5ad21fcc5168c80fa,2022/09/05 10:19:01+00,L0004,Prorail,bestaand,0,gesloten verharding,513,a,513,513_a,Geldermalsen,Ut-Btl,Utrecht Centraal - Boxtel ,25.389556,"25,389556",Zuid,Z,Geldermalsen,22,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,146906.771,433062.224997,51.88602942,5.26964782,64.281892,283,,gerealiseerd,64.281892,41.27924538376
107,a0a874ab765341b5b73a7647ded0ead0,2015/06/24 07:38:03+00,L0004,Prorail,bestaand,0,gesloten verharding,124,a,124,124_a,Tilburg - Vught Aansl.,Tb-Vga,Tilburg - Vught Aansluiting ,4.068016,"4,068016",Zuid,Z,Den Bosch,21,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,136884.529,399082.685197,51.58037301,5.12584679,124.630403,283,,Actueel,124.630403,109.525515541669
108,3714fa2297f8437fb4d612cb1a63b2f7,2022/05/10 13:26:16+00,L0004,Prorail,bestaand,0,gesloten verharding,617,a,617,617_a,Boxtel,Bd-Ehv,Breda - Eindhoven ,40.669079,"40,669079",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,151119.9345,398273.958529,51.57338214,5.3312318,22.441331,283,,gerealiseerd,22.4413315,20.743524521626
109,752cb1f50648474abfe424bea3d37137,2021/07/05 12:56:23+00,L0004,Prorail,bestaand,0,gesloten verharding,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,54.460061,"54,460061",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,158268.025,386503.113985,51.4675822,5.43423238,26.424416,283,,gerealiseerd,26.4244165,21.779025988339
110,4b407064406d4a7b90cbc43ccb71650e,2021/07/05 12:56:23+00,L0004,Prorail,bestaand,0,gesloten verharding,054,a,54,054_a,Boxtel - Eindhoven,Bd-Ehv,Breda - Eindhoven ,54.460152,"54,460152",Zuid,Z,Boxtel,23,BAAN,Brabant,BAAN,Zuid,Z,ProRail,158277.2845,386510.67284,51.46765009,5.4343657,26.199646,283,,gerealiseerd,26.1996455,21.6568761608025
111,3ae1eea131a4489ba1998e7cf896fa7b,2017/08/25 09:42:42+00,L0004,Prorail,bestaand,0,gesloten verharding,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.3039,"22,303900",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,91058.523,395512.023795,51.54493489,4.4654121,16.459919,283,,Actueel,16.4599185,16.8869147965765
112,ab3b3a9442204d18bc735feaa44e3f39,2022/05/09 13:07:26+00,L0004,Prorail,bestaand,0,gesloten verharding,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,30.550638,"30,550638",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,109799.962772,447707.8055,52.01588484,4.72876161,26.837194,283,,gerealiseerd,26.837194,21.8260062771739
113,0691130f34704c46852cba5aa3ae5d1a,2015/07/22 14:54:03+00,L0004,Prorail,bestaand,0,gesloten verharding,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,24.331138,"24,331138",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,115562.426587,449026.7285,52.02817852,4.81254869,68.287657,283,,Actueel,68.2876575,44.7897117077164
114,8c4ee31edb44403280bf64be6f0238f9,2020/10/09 10:57:03+00,L0004,Prorail,bestaand,0,gesloten verharding,100,,100,100__,Utrecht Centraal - Harmelen Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2.861814,"2,861814",Randstad Noord,RN,Woerden,14,BAAN,Neerlands Midden,BAAN,Randstad Noord,RN,ProRail,133413.295344,456730.106,52.09839806,5.07216586,43.262468,283,,gerealiseerd,43.262468,31.1630603864379
115,e2f0f282bfce4b64a6a1c35d03324350,2017/08/25 09:42:42+00,L0004,Prorail,bestaand,0,gesloten verharding,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,22.307664,"22,307664",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,91046.8455,395518.359771,51.54499051,4.46524262,17.277368,283,,Actueel,17.2773675,17.1177108112539
