FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_wegvak.1434,Puntstuk,H,276278062,2022-01-01T00:00:00,0,76,027627806220220101,KLK0008052457,R,I,5,,,"LINESTRING (138381.46770000085 439375.03269999847, 138436.3310999982 439322.43989999965)"
kantstroken_wegvak.1435,Vluchtstrook,H,277278017,2022-01-01T00:00:00,0,156,027727801720220101,KLK0010207289,R,I,2,,,"LINESTRING (138676.20850000158 439072.3295000009, 138687.87570000067 439062.83029999956, 138699.1297999993 439052.9134000018, 138775.2969999984 438983.8471999988, 138797.34039999917 438976.3715999983)"
kantstroken_wegvak.1436,Vluchtstrook,H,276278064,2022-01-01T00:00:00,0,106,027627806420220101,KLK0010207378,R,I,2,,,"LINESTRING (138381.46770000085 439375.03269999847, 138390.9851000011 439351.46730000153, 138446.48149999976 439293.254900001)"
kantstroken_wegvak.1437,Redresseerstrook,T,600106655,2022-01-01T00:00:00,69,91,060010665520220101,KLK0008428995,R,I,1,,,"LINESTRING (80643.1649999991 389527.9054000005, 80643.02320000157 389527.15670000017, 80641.85770000145 389522.29250000045, 80639.97340000048 389516.43780000135, 80638.02600000054 389511.8354999982, 80635.64499999955 389507.4332999997)"
kantstroken_wegvak.1438,Redresseerstrook,H,600106655,2022-01-01T00:00:00,69,91,060010665520220101,KLK0008476909,R,I,3,,,"LINESTRING (80643.1649999991 389527.9054000005, 80643.02320000157 389527.15670000017, 80641.85770000145 389522.29250000045, 80639.97340000048 389516.43780000135, 80638.02600000054 389511.8354999982, 80635.64499999955 389507.4332999997)"
kantstroken_wegvak.1439,Redresseerstrook,H,600106655,2022-01-01T00:00:00,50,69,060010665520220101,KLK0008476908,R,I,2,,,"LINESTRING (80645.75079999864 389546.71990000084, 80645.63489999995 389545.2120000012, 80643.95069999993 389532.05480000004, 80643.1649999991 389527.9054000005)"
kantstroken_wegvak.1440,Vluchtstrook,H,600106655,2022-01-01T00:00:00,0,50,060010665520220101,KLK0008476902,R,I,2,,,"LINESTRING (80654.33630000055 389595.5240999982, 80647.68840000033 389576.5678999983, 80646.50699999928 389556.5555999987, 80645.75079999864 389546.71990000084)"
kantstroken_wegvak.1441,Vluchtstrook,H,600140257,2022-01-01T00:00:00,70,300,060014025720220101,KLK0008446353,R,I,3,,,"LINESTRING (170719.94519999996 449735.06909999996, 170728.33960000053 449763.87209999934, 170739.24709999934 449802.35660000145, 170755.0001000017 449860.25279999897, 170767.75670000166 449909.27650000155, 170779.66699999943 449957.15850000083)"
kantstroken_wegvak.1442,Puntstuk,H,600140257,2022-01-01T00:00:00,0,70,060014025720220101,KLK0008446352,R,I,3,,,"LINESTRING (170699.7965000011 449668.0320000015, 170717.14680000022 449725.4670000002, 170719.94519999996 449735.06909999996)"
kantstroken_wegvak.1443,Puntstuk,H,600140257,2022-01-01T00:00:00,300,413,060014025720220101,KLK0008115017,R,I,3,,,"LINESTRING (170779.66699999943 449957.15850000083, 170780.6592000015 449961.1475000009, 170789.96920000017 450000.0447999984, 170805.34600000083 450067.04850000143)"
kantstroken_wegvak.1444,Vluchtstrook,H,600141182,2022-01-01T00:00:00,41,133,060014118220220101,KLK0008446519,R,I,2,,,"LINESTRING (170847.7617000006 449607.59800000116, 170847.4149999991 449621.59149999917, 170848.66649999842 449674.67810000107, 170848.627700001 449686.8610999994, 170848.3337999992 449691.82030000165, 170847.45859999955 449699.52059999853)"
kantstroken_wegvak.1445,Puntstuk,T,600141182,2022-01-01T00:00:00,133,148,060014118220220101,KLK0008446521,R,I,1,,,"LINESTRING (170847.45859999955 449699.52059999853, 170847.11890000105 449702.50939999893, 170845.35759999976 449712.28869999945, 170844.9620999992 449713.86609999835)"
kantstroken_wegvak.1446,Vluchtstrook,H,600141182,2022-01-01T00:00:00,133,148,060014118220220101,KLK0008446520,R,I,3,,,"LINESTRING (170847.45859999955 449699.52059999853, 170847.11890000105 449702.50939999893, 170845.35759999976 449712.28869999945, 170844.9620999992 449713.86609999835)"
kantstroken_wegvak.1447,Vluchtstrook,H,600140438,2022-01-01T00:00:00,0,64,060014043820220101,KLK0008446553,R,I,2,,,"LINESTRING (170699.7965000011 449668.0320000015, 170712.7173999995 449686.3995000012, 170719.51799999923 449705.0872000009, 170721.36190000176 449709.7355000004, 170725.30640000105 449718.93560000136, 170728.30519999936 449724.4545999989)"
kantstroken_wegvak.1448,Vluchtstrook,H,600141181,2022-01-01T00:00:00,35,217,060014118120220101,KLK0008446526,R,I,2,,,"LINESTRING (170831.6510999985 449746.13069999963, 170830.0236000009 449749.2611999996, 170822.4583999999 449762.1722000018, 170813.69299999997 449776.0571000017, 170805.92980000004 449788.89719999954, 170801.0485999994 449797.62860000134, 170797.74579999968 449804.1752000004, 170793.64570000023 449813.31219999865, 170791.77419999987 449817.9492000006, 170788.92969999835 449825.76099999994, 170787.4241000004 449830.4096000008, 170784.7426000014 449840.04569999874, 170782.7287000008 449848.73110000044, 170781.83659999818 449853.64350000024, 170780.42500000075 449863.5436999984, 170779.45100000128 449874.12409999967, 170779.14649999887 449884.12040000036, 170779.2851999998 449894.12409999967, 170779.86560000107 449903.67599999905, 170781.19539999962 449916.14350000024)"
kantstroken_wegvak.1449,Vluchtstrook,H,600141181,2022-01-01T00:00:00,0,35,060014118120220101,KLK0008446520,R,I,3,,,"LINESTRING (170844.9620999992 449713.86609999835, 170841.39429999888 449725.5760000013, 170839.48259999976 449730.19949999824, 170835.22819999978 449739.25019999966, 170831.6510999985 449746.13069999963)"
kantstroken_wegvak.1450,Vluchtstrook,H,261317038,2022-01-01T00:00:00,0,203,026131703820220101,KLK0008423794,R,I,3,,,"LINESTRING (130791.86890000105 458791.7456, 130805.23259999976 458784.9978, 130818.85179999843 458778.7113999985, 130832.1911999993 458773.0172000006, 130846.17570000142 458767.58370000124, 130855.6063000001 458764.2553999983, 130869.88830000162 458759.63540000096, 130884.16789999977 458755.52369999886, 130908.34450000152 458749.1405000016, 130915.03139999881 458747.18459999934, 130919.81560000032 458745.67020000145, 130929.24720000103 458742.34640000015, 130937.2809999995 458739.15410000086, 130941.85159999877 458737.08199999854, 130953.43250000104 458731.1977000013, 130964.6409999989 458724.8530000001, 130978.79899999872 458715.82400000095)"
kantstroken_wegvak.1451,Vluchtstrook,T,171267033,2022-01-01T00:00:00,0,686,017126703320220101,KLK0009684897,R,I,1,,,"LINESTRING (85636.82019999996 433616.1374000013, 85657.03799999878 433555.94099999964, 85673.65700000152 433501.80799999833, 85690.46700000018 433448.43499999866, 85718.38899999857 433362.58100000024, 85736.14799999818 433309.20800000057, 85754.66699999943 433255.4539999999, 85771.47700000182 433203.6000000015, 85787.52699999884 433156.49500000104, 85806.04699999839 433108.05999999866, 85863.55220000073 432969.0287999995)"
kantstroken_wegvak.1452,Vluchtstrook,H,171267033,2022-01-01T00:00:00,0,686,017126703320220101,KLK0008429480,R,I,7,,,"LINESTRING (85636.82019999996 433616.1374000013, 85657.03799999878 433555.94099999964, 85673.65700000152 433501.80799999833, 85690.46700000018 433448.43499999866, 85718.38899999857 433362.58100000024, 85736.14799999818 433309.20800000057, 85754.66699999943 433255.4539999999, 85771.47700000182 433203.6000000015, 85787.52699999884 433156.49500000104, 85806.04699999839 433108.05999999866, 85863.55220000073 432969.0287999995)"
kantstroken_wegvak.1453,Vluchtstrook,H,600107694,2022-01-01T00:00:00,0,170,060010769420220101,KLK0008428729,R,I,4,,,"LINESTRING (85863.55220000073 432969.0287999995, 85865.72199999914 432948.2809999995, 85886.59899999946 432893.67599999905, 85899.33799999952 432853.5329999998, 85910.90320000052 432806.19220000133)"
kantstroken_wegvak.1454,Vluchtstrook,H,173264003,2022-01-01T00:00:00,82,391,017326400320220101,KLK0008065654,R,I,3,,,"LINESTRING (86868.21709999815 432100.7109999992, 86872.71310000122 432101.60240000114, 86892.40320000052 432105.123300001, 86912.13560000062 432108.3845000006, 86927.82349999994 432110.73429999873, 86947.64189999923 432113.4453999996, 86967.49689999968 432115.85379999876, 86984.49080000073 432117.71770000085, 87004.39680000022 432119.6290999986, 87032.82459999993 432121.92440000176, 87061.0962000005 432123.7492999993, 87101.03689999878 432125.6356000006, 87121.02899999917 432126.24650000036, 87151.98970000073 432126.8040000014, 87175.43430000171 432130.5208999999)"
kantstroken_wegvak.1455,Puntstuk,H,173264003,2022-01-01T00:00:00,0,82,017326400320220101,KLK0008065653,R,I,3,,,"LINESTRING (86788.87000000104 432080.65300000086, 86808.2976000011 432087.79289999977, 86827.7399000004 432092.3222000003, 86847.28660000116 432096.5614, 86868.21709999815 432100.7109999992)"
kantstroken_wegvak.1456,Vluchtstrook,T,600454210,2022-01-01T00:00:00,0,288,060045421020220101,KLK0009684897,R,I,1,,,"LINESTRING (85863.55220000073 432969.0287999995, 85884.53000000119 432923.3370000012, 85899.29500000179 432883.0320000015, 85921.31399999931 432817.75400000066, 85938.3350000009 432757.76099999994, 85951.83790000156 432695.66629999876)"
kantstroken_wegvak.1457,Vluchtstrook,H,600454210,2022-01-01T00:00:00,288,626,060045421020220101,KLK0008429506,R,I,3,,,"LINESTRING (85951.83790000156 432695.66629999876, 85954.10099999979 432685.2589999996, 85965.14799999818 432616.188000001, 85976.58399999887 432525.5549999997, 85982.09299999848 432455.0949999988, 85991.63899999857 432364.57499999925, 85992.43939999864 432360.2972000018)"
kantstroken_wegvak.1458,Vluchtstrook,H,600454210,2022-01-01T00:00:00,122,288,060045421020220101,KLK0008429482,R,I,4,,,"LINESTRING (85908.49949999899 432855.7441999987, 85921.31399999931 432817.75400000066, 85938.3350000009 432757.76099999994, 85951.83790000156 432695.66629999876)"
kantstroken_wegvak.1459,Puntstuk,H,600454210,2022-01-01T00:00:00,0,122,060045421020220101,KLK0008429481,R,I,4,,,"LINESTRING (85863.55220000073 432969.0287999995, 85884.53000000119 432923.3370000012, 85899.29500000179 432883.0320000015, 85908.49949999899 432855.7441999987)"
kantstroken_wegvak.1460,Vluchtstrook,H,600454210,2022-01-01T00:00:00,626,780,060045421020220101,KLK0008429507,R,I,4,,,"LINESTRING (85992.43939999864 432360.2972000018, 85996.16699999943 432340.375, 86001.39900000021 432308.58900000155, 86007.61899999902 432278.55799999833, 86020.81100000069 432237.3729999997, 86031.09519999847 432211.75659999996)"
kantstroken_wegvak.1461,Vluchtstrook,H,600454211,2022-01-01T00:00:00,149,746,060045421120220101,KLK0007884096,R,I,4,,,"LINESTRING (86213.25659999996 432021.9935000017, 86218.26300000027 432019.22300000116, 86247.64999999851 432006.56700000167, 86277.6799999997 431995.6270000003, 86314.0390000008 431986.6180000007, 86346.21499999985 431981.25499999896, 86370.23900000006 431978.8960000016, 86391.47500000149 431978.0379999988, 86420.32600000128 431978.8960000016, 86447.99700000137 431981.8990000002, 86482.10300000012 431987.9050000012, 86531.86800000072 432002.70600000024, 86602 432026, 86691 432054, 86745 432069, 86788.87000000104 432080.65300000086)"
kantstroken_wegvak.1462,Vluchtstrook,H,600122329,2022-01-01T00:00:00,88,2624,060012232920220101,KLK0008429120,R,I,4,,,"LINESTRING (114940.25030000135 482743.2628999986, 114934.88830000162 482738.01889999956, 114920.54190000147 482724.08359999955, 114906.05449999869 482710.2950000018, 114884.68299999833 482690.5042999983, 114854.83659999818 482663.8830000013, 114839.67390000075 482650.8401999995, 114815.62620000169 482630.6750999987, 114800.18459999934 482617.9624999985, 114784.6053000018 482605.42119999975, 114770.61600000039 482594.4578999989, 114754.72819999978 482582.30319999903, 114722.65819999948 482558.3968000002, 114705.47030000016 482545.8905000016, 114689.14220000058 482534.3187999986, 114656.19649999961 482511.62310000136, 114639.5335999988 482500.561999999, 114613.87220000103 482484.03009999916, 114596.9167000018 482473.4200000018, 114566.20369999856 482454.80040000007, 114531.61890000105 482434.9820000008, 114514.03130000085 482425.35880000144, 114496.34090000018 482416.02809999883, 114478.52089999989 482406.94619999826, 114464.43039999902 482399.9976999983, 114446.33249999955 482391.32869999856, 114428.18290000036 482382.91319999844, 114409.91809999943 482374.7626999989, 114391.5289000012 482366.8979999982, 114373.0175999999 482359.31390000135, 114353.34560000151 482351.50659999996, 114334.57070000097 482344.4596000016, 114302.0428000018 482332.8172999993, 114283.07279999927 482326.3861999996, 114235.13309999928 482311.01680000126, 114177.76419999823 482293.44409999996, 114082.77670000121 482265.4332999997, 113967.00389999896 482232.10269999877, 113909.25050000101 482215.8033999987, 113851.75899999961 482199.80319999903, 113813.1640000008 482189.2943999991, 113793.82649999857 482184.18829999864, 113772.3713000007 482178.67060000077, 113733.53090000153 482169.0128000006, 113697.1147999987 482160.35770000145, 113478.88100000098 482110.84219999984, 113393.02219999954 482092.13170000166, 113316.92229999974 482076.1662000008, 113259.88390000165 482064.5703999996, 113220.6409999989 482056.82400000095, 113128.98000000045 482039.31749999896, 113042.24720000103 482023.4153999984, 112930.24350000173 482003.6559000015, 112901.34070000052 481998.33040000126, 112862.11809999868 481990.4820000008, 112842.56679999828 481986.26089999825, 112814.08610000089 481979.80160000175, 112794.58830000088 481975.0659000017, 112775.21620000154 481970.1314000003, 112755.90170000121 481964.9398000017, 112724.94839999825 481956.1046000011, 112696.6046999991 481947.40260000154, 112677.57389999926 481941.251600001, 112655.24839999899 481933.6900999993, 112636.40579999983 481927.0395000018, 112617.62860000134 481920.15309999883, 112585.01440000162 481907.5421999991)"
kantstroken_wegvak.1463,Puntstuk,H,600122329,2022-01-01T00:00:00,0,88,060012232920220101,KLK0008429119,R,I,4,,,"LINESTRING (115000.77490000054 482807.01949999854, 114977.87469999865 482780.0590999983, 114940.25030000135 482743.2628999986)"
kantstroken_wegvak.1464,Puntstuk,H,600122329,2022-01-01T00:00:00,2624,2703,060012232920220101,KLK0008259828,R,A,4,,,"LINESTRING (112585.01440000162 481907.5421999991, 112583.73460000008 481907.04729999974, 112565.22470000014 481899.5218999982, 112546.78460000083 481891.77329999954, 112510.55640000105 481879.85009999946)"
kantstroken_wegvak.1522,Puntstuk,H,600123661,2021-12-01T00:00:00,237,360,060012366120211201,KLK0008247263,R,I,6,,,"LINESTRING (119427.38129999861 494318.4677999988, 119397.94729999825 494364.1372999996, 119360.1783999987 494421.97260000184)"
kantstroken_wegvak.1465,Vluchtstrook,H,600478127,2022-01-01T00:00:00,11,59,060047812720220101,KLK0008639471,L,I,2,,,"LINESTRING (118438.02699999884 479569.8702000007, 118449.0212999992 479554.46869999915, 118471.32930000126 479536.18019999936)"
kantstroken_wegvak.1466,Vluchtstrook,H,600478129,2022-01-01T00:00:00,0,185,060047812920220101,KLK0008639471,L,I,2,,,"LINESTRING (118471.32930000126 479536.18019999936, 118501.62539999932 479509.26839999855, 118526.23169999942 479487.30790000036, 118543.69420000166 479468.7870000005, 118560.36300000176 479450.53069999814, 118574.38589999825 479437.56610000134, 118599.5214000009 479417.98690000176, 118608.4160999991 479412.6732000001)"
kantstroken_wegvak.1467,Puntstuk,H,600478130,2022-01-01T00:00:00,0,34,060047813020220101,KLK0008433570,L,I,2,,,"LINESTRING (118671.63069999963 479377.7368000001, 118684.45279999822 479371.1556000002, 118701.60319999978 479361.6933000013)"
kantstroken_wegvak.1468,Puntstuk,H,600478137,2022-01-01T00:00:00,24,34,060047813720220101,KLK0008639447,L,I,2,,,"LINESTRING (118786.40810000151 479302.6376999989, 118788.58520000055 479300.9708000012, 118795.2221999988 479298.0331000015)"
kantstroken_wegvak.1469,Vluchtstrook,H,600478142,2022-01-01T00:00:00,0,37,060047814220220101,KLK0008433531,R,I,2,,,"LINESTRING (119022.07429999858 479337.14400000125, 118990.90920000151 479353.0813000016, 118989.17240000144 479354.0654999986)"
kantstroken_wegvak.1470,Puntstuk,H,600478143,2022-01-01T00:00:00,2,47,060047814320220101,KLK0008433532,R,I,2,,,"LINESTRING (118892.91290000081 479405.8456000015, 118891.47700000182 479406.01900000125, 118851.38170000166 479423.02739999816)"
kantstroken_wegvak.1471,Puntstuk,H,600478152,2022-01-01T00:00:00,40,51,060047815220220101,KLK0008433550,R,I,2,,,"LINESTRING (118784.88879999891 479453.3277999982, 118782.80180000141 479454.5410999991, 118777.28959999979 479456.32660000026, 118776.375 479458.6895000003)"
kantstroken_wegvak.1472,Puntstuk,H,600478959,2022-02-01T00:00:00,0,1,060047895920220201,KLK0008523405,R,I,2,,,"LINESTRING (106098.46029999852 423230.71660000086, 106097.6948999986 423230.0729999989)"
kantstroken_wegvak.1473,Puntstuk,H,600478959,2022-02-01T00:00:00,39,40,060047895920220201,KLK0008523406,R,I,2,,,"LINESTRING (106068.60970000178 423205.617899999, 106068.13170000166 423205.21599999815)"
kantstroken_wegvak.1474,Puntstuk,H,600478960,2022-02-01T00:00:00,0,7,060047896020220201,KLK0008523406,R,I,2,,,"LINESTRING (106068.13170000166 423205.21599999815, 106062.77389999852 423200.7111000009)"
kantstroken_wegvak.1475,Vluchtstrook,H,356033090,2022-02-01T00:00:00,0,162,035603309020220201,KLK0008192113,L,A,2,,,"LINESTRING (178348.3077000007 316930.9844999984, 178347.01060000062 316924.43890000135, 178344.8396999985 316917.82880000025, 178342.8187999986 316913.2723999992, 178340.41099999845 316908.89020000026, 178337.83309999853 316905.0245000012, 178334.73970000073 316901.1169999987, 178331.0128000006 316897.20369999856, 178325.80139999837 316892.75389999896, 178318.4428000003 316888.03920000046, 178313.99480000138 316885.84860000014, 178309.8610999994 316884.2468999997, 178305.08700000122 316882.8253000006, 178300.4178000018 316881.84099999815, 178291.8280000016 316881.0672999993, 178283.34439999983 316881.5304999985, 178275.35720000044 316883.2206999995, 178267.22729999945 316886.1048000008, 178259.89799999818 316890.0166000016, 178255.84310000017 316892.8676000014, 178250.10130000114 316897.89829999954, 178244.52160000056 316904.2520999983, 178240.5639999993 316909.44900000095, 178237.51799999923 316915.6099999994, 178233.88199999928 316926.80000000075)"
kantstroken_wegvak.1476,Puntstuk,H,146268031,2022-02-01T00:00:00,0,5,014626803120220201,KLK0008546953,L,I,2,,,"LINESTRING (73076.99020000175 434153.7674999982, 73079.08799999952 434158.3060999997)"
kantstroken_wegvak.1477,Puntstuk,H,600402527,2022-02-01T00:00:00,0,22,060040252720220201,KLK0008546953,L,I,2,,,"LINESTRING (73068.69830000028 434133.17749999836, 73076.99020000175 434153.7674999982)"
kantstroken_wegvak.1478,Vluchtstrook,H,600402526,2022-02-01T00:00:00,0,194,060040252620220201,KLK0008546954,L,I,2,,,"LINESTRING (72933.68100000173 433854.4668000005, 72943.73420000076 433882.7347000018, 72950.66690000147 433901.5430999994, 72956.05680000037 433915.54199999943, 72961.86360000074 433930.0518000014, 72971.4935999997 433953.12900000066, 72977.53649999946 433966.85979999974, 72983.41899999976 433979.6165000014, 72989.89110000059 433993.14919999987, 72999.79340000078 434012.82129999995, 73008.2201000005 434028.3720000014, 73010.65960000083 434032.2199999988)"
kantstroken_wegvak.1479,Vluchtstrook,H,301360008,2022-02-01T00:00:00,0,104,030136000820220201,KLK0008195031,R,I,3,,,"LINESTRING (150860.29940000176 480259.7419999987, 150871.72459999844 480259.6667999998, 150912.73580000177 480297.57829999924, 150939.76799999923 480322.18560000136)"
kantstroken_wegvak.1480,Vluchtstrook,H,600135797,2022-02-01T00:00:00,3,240,060013579720220201,KLK0008541303,L,I,3,,,"LINESTRING (151101.1574999988 480773.6143999994, 151093.8814000003 480762.7184999995, 151036.3093000017 480679.30310000107, 151030.38439999893 480670.4268999994, 151025.02699999884 480661.9829999991, 151016.68039999902 480647.72199999914, 151010.99489999935 480636.5636, 151006.90850000083 480627.4506999999, 151002.08100000024 480614.55629999936, 150999.3946999982 480605.9239999987, 150996.8418999985 480596.2738999985, 150994.67390000075 480585.50560000166, 150993.14990000054 480575.3189000003, 150992.14299999923 480566.6152999997)"
kantstroken_wegvak.1481,Vluchtstrook,H,600135797,2022-02-01T00:00:00,240,440,060013579720220201,KLK0008541299,L,I,2,,,"LINESTRING (150992.14299999923 480566.6152999997, 150992.00389999896 480565.4129000008, 150991.0174999982 480555.45980000123, 150990.05959999934 480541.4998999983, 150989.18710000068 480531.5379000008, 150988.18360000104 480521.5879999995, 150986.52950000018 480508.6152999997, 150984.932599999 480498.73519999906, 150983.08810000122 480488.9065000005, 150979.88289999962 480474.39510000125, 150977.41530000046 480464.70380000025, 150971.23970000073 480445.6810999997, 150964.13580000028 480428.02959999815, 150960.14770000055 480418.85649999976, 150955.74230000004 480409.8761, 150949.1735999994 480397.1429999992, 150941.18349999934 480384.43189999834, 150936.35449999943 480377.42269999906)"
kantstroken_wegvak.1482,Vluchtstrook,H,600135801,2022-02-01T00:00:00,15,297,060013580120220201,KLK0008195046,R,I,2,,,"LINESTRING (151332.13149999827 480624.7778999992, 151331.60810000077 480623.90040000156, 151326.98910000175 480614.09380000085, 151324.57090000063 480609.4510000013, 151281.6900999993 480528.2520000003, 151272.45659999922 480510.9321000017, 151269.9763999991 480506.5965999998, 151265.17430000007 480498.4868000001, 151262.45870000124 480494.3081, 151259.27789999917 480490.02980000153, 151254.1561000012 480484.2336000018, 151250.5540000014 480480.7932999991, 151247.16750000045 480477.8702000007, 151243.11019999906 480474.9774999991, 151236.5971999988 480471.3024000004, 151232.07620000094 480469.24650000036, 151228.01000000164 480467.8306000009, 151223.1981999986 480466.50250000134, 151219.17500000075 480465.73690000176, 151214.22839999944 480465.1997000016, 151209.0566000007 480465.0012000017, 151204.04100000113 480465.184799999, 151197.7184999995 480466.08029999956, 151192.82710000128 480467.2426000014, 151188.0795999989 480468.82510000095, 151183.1121999994 480470.9475999996, 151178.72960000113 480473.2683000006, 151174.8440000005 480475.7402999997, 151170.84319999814 480478.7457000017, 151167.07239999995 480482.0291999988, 151164.31489999965 480484.94000000134, 151161.0987999998 480488.76630000025, 151156.77560000122 480495.1537999995, 151153.48750000075 480501.61730000004)"
kantstroken_wegvak.1483,Vluchtstrook,H,303368003,2022-02-01T00:00:00,0,105,030336800320220201,KLK0008541334,R,I,2,,,"LINESTRING (151820.27369999886 484347.1534000002, 151820.70210000128 484356.6726000011, 151810.0826999992 484373.2452000007, 151800.46779999882 484388.57389999926, 151778.9550999999 484422.3134999983, 151769.56049999967 484437.65879999846)"
kantstroken_wegvak.1484,Vluchtstrook,H,600135802,2022-02-01T00:00:00,0,159,060013580220220201,KLK0008195062,L,I,2,,,"LINESTRING (151123.62299999967 480575.4523999989, 151117.30380000174 480571.1365999989, 151110.74940000102 480567.5403999984, 151104.62139999866 480564.9734000005, 151097.79410000145 480562.9657999985, 151090.90729999915 480561.76399999857, 151085.9400999993 480561.3493999988, 151081.01680000126 480561.35880000144, 151073.25439999998 480562.2467, 151066.2595999986 480563.9087000005, 151059.58190000057 480566.38109999895, 151052.6136999987 480569.93400000036, 151048.5036999993 480572.67159999907, 151044.53290000185 480575.67390000075, 151039.03079999983 480580.95650000125, 151033.78350000083 480587.5238999985, 151031.10570000112 480591.71229999885, 151029.0476000011 480595.51729999855, 151025.89510000125 480603.3016999997, 151024.47960000113 480608.0639999993, 151023.5011 480613.21979999915, 151022.7692000009 480620.9651999995, 151022.88589999825 480625.9400999993, 151023.49819999933 480631.91010000184, 151024.4814000018 480636.77859999985, 151026.2622999996 480642.17379999906)"
kantstroken_wegvak.1485,Vluchtstrook,H,600135703,2022-02-01T00:00:00,0,448,060013570320220201,KLK0008541299,L,I,2,,,"LINESTRING (150936.35449999943 480377.42269999906, 150930.5544999987 480369.2963999994, 150921.00360000134 480356.55270000175, 150908.04630000144 480341.3022999987, 150887.99709999934 480318.9816999994, 150860.81069999933 480289.6405999996, 150847.14499999955 480275.2864000015, 150833.15900000185 480260.9897999987, 150801.4935999997 480229.01579999924, 150767.41230000183 480194.9549999982, 150714.06549999863 480142.2375999987, 150681.85049999878 480110.8169, 150643.313000001 480073.6138000004, 150629.43470000103 480052.5174999982)"
kantstroken_wegvak.1486,Vluchtstrook,H,301360007,2022-02-01T00:00:00,0,128,030136000720220201,KLK0008195031,R,I,3,,,"LINESTRING (150939.76799999923 480322.18560000136, 150947.33579999954 480328.7289999984, 150955.07250000164 480335.06500000134, 150966.3112999983 480343.4684999995, 150978.6048000008 480351.77430000156, 150994.59169999883 480361.2694000006, 151007.78409999982 480368.12150000036, 151021.42799999937 480374.36100000143, 151032.50279999897 480378.87420000136, 151041.68019999936 480382.1939999983, 151049.80570000038 480384.84369999915)"
kantstroken_wegvak.1487,Vluchtstrook,H,600135701,2022-02-01T00:00:00,0,118,060013570120220201,KLK0008195046,R,I,2,,,"LINESTRING (151156.5720999986 480556.66319999844, 151159.01199999824 480561.09430000186, 151161.6521999985 480565.3403999992, 151164.46180000156 480569.48099999875, 151167.89660000056 480574.11400000006, 151186.9888000004 480597.2853000015, 151218.1997999996 480634.29199999943, 151225.35649999976 480651.62099999934)"
kantstroken_wegvak.1488,Vluchtstrook,H,303368002,2022-02-01T00:00:00,0,124,030336800220220201,KLK0008541334,R,I,2,,,"LINESTRING (151769.56049999967 484437.65879999846, 151767.0011 484441.98039999977, 151762.15850000083 484450.75360000134, 151755.45690000057 484464.1779000014, 151749.4400999993 484477.9243000001, 151743.8861999996 484492.4862000011, 151740.73790000007 484501.97769999877, 151739.31859999895 484506.77519999817, 151737.9257999994 484511.58150000125, 151735.08529999852 484522.8093000017, 151732.0249999985 484537.50730000064, 151730.37840000167 484547.3707999997, 151729.50409999862 484554.0507999994)"
kantstroken_wegvak.1489,Pechhaven,H,600472523,2021-11-01T00:00:00,0,11,060047252320211101,KLK0008768821,R,I,4,,,"LINESTRING (142483.25250000134 475474.49859999865, 142491.99570000172 475467.12370000035)"
kantstroken_wegvak.1490,Spitsstrook,H,600472523,2021-11-01T00:00:00,0,11,060047252320211101,KLK0008651578,R,I,3,100,,"LINESTRING (142483.25250000134 475474.49859999865, 142491.99570000172 475467.12370000035)"
kantstroken_wegvak.1491,Vluchtstrook,H,600472538,2021-11-01T00:00:00,13,142,060047253820211101,KLK0008201934,R,I,2,,,"LINESTRING (142347.33559999987 475453.2580000013, 142349.10920000076 475449.7719999999, 142358.50189999864 475436.81819999963, 142364.54300000146 475428.84789999947, 142368.4578000009 475424.01999999955, 142371.95589999855 475420.3451000005, 142375.7487999983 475417.0560000017, 142379.82660000026 475414.16259999946, 142387.3385999985 475410.11840000004, 142392.0799999982 475408.27419999987, 142396.90129999816 475406.9279000014, 142401.8172999993 475405.9965999983, 142406.82690000162 475405.47520000115, 142411.78180000186 475405.38390000165, 142416.6777999997 475405.6365999989, 142421.65700000152 475406.18659999967, 142426.5907999985 475406.99859999865, 142434.6587000005 475408.73849999905, 142444.34310000017 475411.23000000045, 142454.99329999834 475413.93769999966)"
kantstroken_wegvak.1492,Puntstuk,H,600472550,2021-11-01T00:00:00,115,164,060047255020211101,KLK0008254058,L,I,4,,,"LINESTRING (143121.7734999992 473526.83729999885, 143104.83509999886 473572.55590000004)"
kantstroken_wegvak.1493,Spitsstrook,H,600472550,2021-11-01T00:00:00,0,164,060047255020211101,KLK0008203226,L,I,3,100,,"LINESTRING (143164.61340000108 473420.1356999986, 143159.813000001 473431.13230000064, 143146.50279999897 473462.78720000014, 143137.0001000017 473486.6290999986, 143129.7602000013 473505.2804000005, 143104.83509999886 473572.55590000004)"
kantstroken_wegvak.1494,Puntstuk,H,600472550,2021-11-01T00:00:00,0,21,060047255020211101,KLK0008254062,L,I,4,,,"LINESTRING (143164.61340000108 473420.1356999986, 143159.813000001 473431.13230000064, 143156.32400000095 473439.42990000173)"
kantstroken_wegvak.1495,Vluchtstrook,H,600472565,2021-11-01T00:00:00,0,143,060047256520211101,KLK0010080386,L,I,4,,,"LINESTRING (143832.95259999856 472585.9076000005, 143770.34479999915 472642.92500000075, 143726.95050000027 472680.4114000015, 143726.23900000006 472681.07990000024)"
