Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
5-12-2017 9:08;Definitief afgesloten;Afgesloten;5-12-2017 9:08;Afvaldumping;Afvaldumping;Weeshuislaan;bij de afvalcontainer;Zeist Centrum
5-12-2017 9:08;Definitief afgesloten;Afgesloten;5-12-2017 9:08;Handhaving;Handhaving;Emmaplein;;Zeist Centrum
5-12-2017 0:00;Definitief afgesloten;Afgesloten;5-12-2017 0:00;Afvaldumping;;;Locatie Hoek Bergweg-Potgieterlaan Mastnummer;
5-12-2017 0:00;Definitief afgesloten;Afgesloten;5-12-2017 0:00;Openbare verlichting;;;Locatie Schermerslaan t.h.v. nummer 16 Mastnummer;
5-12-2017 0:00;Definitief afgesloten;Afgesloten;5-12-2017 0:00;Openbare verlichting;;;Locatie Tegenover Van der Merschlaan 54 Mastnummer 21310007;
5-12-2017 0:00;Definitief afgesloten;Afgesloten;5-12-2017 0:00;Parkeren;;;Locatie huis ter heide, sterrenberg. de rand boven de kuil, bovenkant skibaan Mastnummer;
5-12-2017 0:00;Lopend;In behandeling;5-12-2017 0:00;Riolering;;;Locatie Willem F. Smitlaan ter hoogte van huisnummer 36 te Zeist Mastnummer;
4-12-2017 15:16;Definitief afgesloten;Afgesloten;11-12-2017 15:16;Groen;Overig (Groen);Couwenhoven;;Zeist West
4-12-2017 14:16;Voorlopig afgesloten;Afgehandeld;4-12-2017 14:16;Overig;;Verlengde Slotlaan;;Zeist Centrum
4-12-2017 14:14;Voorlopig afgesloten;Afgehandeld;4-12-2017 14:14;Overig;;Valckenboschlaan;;Zeist Centrum
4-12-2017 14:09;Definitief afgesloten;Afgesloten;11-12-2017 14:09;Openbare verlichting;Lamp defect;Prinses Margrietlaan;;Zeist Oost
4-12-2017 12:56;Definitief afgesloten;Afgesloten;4-12-2017 12:56;Klachten afvalinzameling;Klacht afvalimzameling;Prinses Marijkelaan;;Zeist Oost
4-12-2017 12:47;Definitief afgesloten;Afgesloten;4-12-2017 12:47;Wegen en fietspaden;Gebreken fiets-/voetpaden;Duinweg;;Den Dolder e.o.
4-12-2017 10:56;Definitief afgesloten;Afgesloten;11-12-2017 10:56;Openbare verlichting;Lamp defect;Slotlaan;3011-0045;Zeist Centrum
4-12-2017 10:53;Definitief afgesloten;Afgesloten;4-12-2017 10:53;Handhaving;Handhaving;Slotlaan;;Zeist Centrum
4-12-2017 10:29;Definitief afgesloten;Afgesloten;4-12-2017 10:29;Afvaldumping;Afvaldumping;Slotlaan;naast ondergrondse container busstation Slotlaan Zeist;Zeist Centrum
4-12-2017 10:07;Definitief afgesloten;Afgesloten;11-12-2017 10:07;Openbare verlichting;Lamp defect;Driebergseweg;;Zeist Oost
4-12-2017 9:59;Definitief afgesloten;Afgesloten;11-12-2017 9:59;Groen;Bladoverlast;Panweg;eerste stuk van de Panweg;Zeist Noord
4-12-2017 9:11;Definitief afgesloten;Afgesloten;4-12-2017 9:11;Overig;;Geiserlaan;;Zeist Centrum
4-12-2017 9:07;Definitief afgesloten;Afgesloten;4-12-2017 9:07;Handhaving;Handhaving;Geiserlaan;stoepen en groenvoorzieningen;Zeist Centrum
4-12-2017 8:45;Definitief afgesloten;Afgesloten;4-12-2017 8:45;Wegen en fietspaden;Borden;Bergweg;;Zeist Centrum
4-12-2017 0:00;Definitief afgesloten;Afgesloten;4-12-2017 0:00;Afvaldumping;;;Locatie Pater de Leeuwweg ter hoogte van nummer 23 Mastnummer;
4-12-2017 0:00;Lopend;In behandeling;4-12-2017 0:00;Riolering;;;Locatie Brugakker 5010, 3704 MB Zeist Mastnummer;
4-12-2017 0:00;Definitief afgesloten;Afgesloten;4-12-2017 0:00;Parkeren;;;Locatie Constantijn huygenslaan nr 15 Mastnummer;
4-12-2017 0:00;Definitief afgesloten;Afgesloten;4-12-2017 0:00;Afvaldumping;;;Locatie Restafvalcontainer dr. Schaepmanlaan. Mastnummer;
4-12-2017 0:00;Definitief afgesloten;Afgesloten;4-12-2017 0:00;Afvaldumping;;;Locatie Aan linkerkant toegangsweggetje Sportpark Dijnselburg, (SV Zeis) Huis ter Heideweg 19, Zeist Mastnummer;
3-12-2017 0:00;Definitief afgesloten;Afgesloten;3-12-2017 0:00;Handhaving;;;Locatie Delta pad , den Dolder , openbaar groen Mastnummer;
3-12-2017 0:00;Definitief afgesloten;Afgesloten;3-12-2017 0:00;Openbare verlichting;;;Locatie De lamp staat op de Guido Gezellelaan tegenover nummer 14. Mastnummer 09960005;
3-12-2017 0:00;Definitief afgesloten;Afgesloten;3-12-2017 0:00;Openbare verlichting;;;Locatie Karpervijver thv huisnummer 9 Mastnummer Niet bekend;
2-12-2017 9:49;Definitief afgesloten;Afgesloten;2-12-2017 9:49;Handhaving;Handhaving;Anne de Vrieslaan;;Zeist Centrum
2-12-2017 0:00;Definitief afgesloten;Afgesloten;2-12-2017 0:00;Afvaldumping;;;Locatie Steynlaan 53, Zeist Mastnummer;
1-12-2017 17:05;Definitief afgesloten;Afgesloten;8-12-2017 17:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Waterhoenlaan;;Zeist West
1-12-2017 16:56;Definitief afgesloten;Afgesloten;4-12-2017 16:56;Wegen en fietspaden;Olie op de wegdek;Panweg;;Zeist Noord
1-12-2017 16:12;Definitief afgesloten;Afgesloten;8-12-2017 16:12;Wegen en fietspaden;Gebreken fiets-/voetpaden;Biltseweg;;Den Dolder e.o.
1-12-2017 15:33;Lopend;In behandeling;1-12-2017 15:33;;;Ernst Casimirlaan;;Zeist Oost
1-12-2017 13:29;Definitief afgesloten;Afgesloten;1-12-2017 13:29;Afvaldumping;Afvaldumping;Bergweg;;Zeist Centrum
1-12-2017 13:09;Definitief afgesloten;Afgesloten;8-12-2017 13:09;Openbare verlichting;Lichtmast scheef - niet kapot;Noordweg;voor noordweg 13, meneer weet het nummer niet;Zeist West
1-12-2017 12:52;Definitief afgesloten;Afgesloten;1-12-2017 12:52;Overig;;Emmaplein;emmaplein;Zeist Centrum
1-12-2017 12:47;In behandeling;In behandeling;1-12-2017 12:47;Parkeren;Parkeren;Couwenhoven;;Zeist West
1-12-2017 12:45;Nieuw via KCC;Ontvangen;1-12-2017 12:45;;;;;
1-12-2017 11:50;In behandeling;In behandeling;8-12-2017 11:50;Riolering;Verstopping straatkolk;Zuilenburg;;Den Dolder e.o.
1-12-2017 11:37;Definitief afgesloten;Afgesloten;8-12-2017 11:37;Openbare verlichting;Lamp defect;Spinozalaan;3079-0006;Zeist Centrum
1-12-2017 11:07;Definitief afgesloten;Afgesloten;8-12-2017 11:07;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
1-12-2017 11:06;Definitief afgesloten;Afgesloten;1-12-2017 11:06;Overig;;Woudenbergseweg;N224, hectometerpaal 5.2;Zeist Centrum
1-12-2017 10:29;Definitief afgesloten;Afgesloten;1-12-2017 10:29;Overig;;Huydecoperweg;;Zeist Centrum
1-12-2017 9:44;Definitief afgesloten;Afgesloten;1-12-2017 9:44;Bomen;Bomen;Korte Bergweg;;Den Dolder e.o.
1-12-2017 9:23;Definitief afgesloten;Afgesloten;1-12-2017 9:23;Overig;;Sophialaan;;Zeist Oost
1-12-2017 0:00;Definitief afgesloten;Afgesloten;1-12-2017 0:00;Openbare verlichting;;;Locatie Vanaf kruispunt Krommerijnlaan/Utrechtseweg tot aan het viaduct over de A28 Mastnummer;
1-12-2017 0:00;Definitief afgesloten;Afgesloten;1-12-2017 0:00;Openbare verlichting;;Utrechtseweg;Locatie Utrechtseweg tussen dreef en Herman Jordan Mastnummer;
1-12-2017 0:00;Definitief afgesloten;Afgesloten;1-12-2017 0:00;Openbare verlichting;;;Locatie Utrechtseweg vanaf de grens met de bilt tot de kruising met de dreef Mastnummer;
1-12-2017 0:00;Definitief afgesloten;Afgesloten;1-12-2017 0:00;Openbare verlichting;;;Locatie Middelste Lantaarnpaal op fietspad tussen de kinderboerderij en de Utrechtseweg aan de kant van de brinkweg. Mastnummer;
1-12-2017 0:00;In behandeling;In behandeling;1-12-2017 0:00;Wegen en fietspaden;Borden;Berkenlaan;;Zeist Centrum
1-12-2017 0:00;Voorlopig afgesloten;Afgehandeld;1-12-2017 0:00;Parkeren;;;Locatie Noordweg bij de Lus Mastnummer;
1-12-2017 0:00;Definitief afgesloten;Afgesloten;1-12-2017 0:00;Afvaldumping;;;Locatie Prinses Margrietlaan, ingang C. Mastnummer;
30-11-2017 19:51;Voorlopig afgesloten;Afgehandeld;30-11-2017 19:51;Overig;;Antonlaan;Gras en stoep Antonlaan thv nummer 228;Zeist Centrum
30-11-2017 15:26;Definitief afgesloten;Afgesloten;7-12-2017 15:26;Openbare verlichting;Lamp defect;Gruttolaan;;Zeist West
30-11-2017 11:22;Definitief afgesloten;Afgesloten;30-11-2017 11:22;Parkeren;Parkeren;Galgeveld;;Zeist Noord
30-11-2017 10:33;Definitief afgesloten;Afgesloten;7-12-2017 10:33;Openbare verlichting;Lamp defect;Schaerweijdelaan;2881-0053;Zeist Centrum
30-11-2017 9:23;Definitief afgesloten;Afgesloten;7-12-2017 9:23;Openbare verlichting;Lamp defect;Kritzingerlaan;hele straat;Zeist Centrum
30-11-2017 8:51;Definitief afgesloten;Afgesloten;7-12-2017 8:51;Openbare verlichting;Lamp defect;Thorbeckelaan;2381-0007;Zeist Noord
30-11-2017 8:31;In behandeling;In behandeling;30-11-2017 8:31;Handhaving;Handhaving;Beethovenlaan;;Zeist Noord
30-11-2017 8:31;Definitief afgesloten;Afgesloten;1-12-2017 8:31;Openbare verlichting;Netwerkstoring;Dalweg;hele dalweg en berkenlaan;Zeist Centrum
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Utrechtseweg Mastnummer;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Deel Kroostweg Noord en bij kruising kroostweg noord met Utrechtseweg (bij bushalte Jordanlaan) Mastnummer;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie berkelaan van bergweg tot eikenlaan, Dalweg geheel, Eikenlaan van Dalweg tot Berkenlaan. Mastnummer hele wijk;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;Strausslaan;3205-0009;Zeist Noord
30-11-2017 0:00;Lopend;In behandeling;30-11-2017 0:00;Riolering;;;Locatie Hoek van Korte Bergweg en Huis ter Heideweg in Huis ter Heide, op een fietspad, aan de zijkant van het huis 23 op Korte Bergweg Mastnummer;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Tegenover johan van oldenbarnevelt 57 Mastnummer;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Het Rond Mastnummer 0595-9999;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Het nummer is slecht leesbaar, maar het gaat om de lantaarnpaal die voor Van der Helstlaan 7 staat. Mastnummer 161006;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;;Locatie Ds Nahuyslaan 2 ( aan de overzijde pand) Mastnummer 2231 / 0002;
30-11-2017 0:00;Definitief afgesloten;Afgesloten;30-11-2017 0:00;Openbare verlichting;;Lisztplein;1985-0005;Zeist Noord
29-11-2017 21:26;In behandeling;In behandeling;6-12-2017 21:26;Riolering;Overig (Riolering);Javalaan;Putten;Zeist Noord
29-11-2017 16:23;Definitief afgesloten;Afgesloten;29-11-2017 16:23;Overig;;Dijnselburgerlaan;;Zeist Noord
29-11-2017 16:18;Definitief afgesloten;Afgesloten;29-11-2017 16:18;Bomen;Bomen;Planetenlaan;;Den Dolder e.o.
29-11-2017 16:01;Definitief afgesloten;Afgesloten;6-12-2017 16:01;Riolering;Overig (Riolering);Burg Korthals Alteslaan;;Zeist Centrum
29-11-2017 15:49;Definitief afgesloten;Afgesloten;6-12-2017 15:49;Wegen en fietspaden;Gebreken fiets-/voetpaden;Pauw van Wieldrechtlaan;;Zeist Centrum
29-11-2017 15:46;Voorlopig afgesloten;Afgehandeld;29-11-2017 15:46;Parkeren;Parkeren;Prof. Sproncklaan;;Zeist Noord
29-11-2017 15:29;Nieuw via KCC;Ontvangen;29-11-2017 15:29;;;;;
29-11-2017 13:17;Definitief afgesloten;Afgesloten;29-11-2017 13:17;Handhaving;Handhaving;Krullelaan;Hogeweg;Zeist Centrum
29-11-2017 13:13;Definitief afgesloten;Afgesloten;6-12-2017 13:13;Openbare verlichting;Lamp defect;Karpervijver;2e en 4 e paal volgens mevrouw;Zeist Centrum
29-11-2017 12:47;Definitief afgesloten;Afgesloten;29-11-2017 12:47;Afvaldumping;Afvaldumping;1e Hogeweg;Hoek Slotlaan en de !e HOgeweg (ING Bank);Zeist Centrum
29-11-2017 12:43;Definitief afgesloten;Afgesloten;6-12-2017 12:43;Openbare verlichting;Lamp defect;Geiserlaan;;Zeist Centrum
29-11-2017 10:49;Definitief afgesloten;Afgesloten;29-11-2017 10:49;Handhaving;Handhaving;Hoog Kanje;Hoog Kanje parkeerplaats;Zeist Oost
29-11-2017 10:35;Definitief afgesloten;Afgesloten;6-12-2017 10:35;Groen;Overig (Groen);Kwikstaartlaan;;Zeist West
29-11-2017 10:20;Nieuw via KCC;Ontvangen;29-11-2017 10:20;;;;;
29-11-2017 10:15;Definitief afgesloten;Afgesloten;29-11-2017 10:15;Handhaving;Handhaving;Josef Israëlslaan;;
29-11-2017 10:08;Nieuw via KCC;Ontvangen;29-11-2017 10:08;;;;;
29-11-2017 9:47;Definitief afgesloten;Afgesloten;29-11-2017 9:47;Handhaving;Handhaving;De Wetlaan;diverse straten in de wijk Scheeperslaan, Bothalaan etc;Zeist Centrum
29-11-2017 9:38;Definitief afgesloten;Afgesloten;6-12-2017 9:38;Openbare verlichting;Lamp defect;Geiserlaan;0955-0010;Zeist Centrum
29-11-2017 9:38;Definitief afgesloten;Afgesloten;6-12-2017 9:38;Openbare verlichting;Lamp defect;Geiserlaan;;Zeist Centrum
29-11-2017 9:27;Definitief afgesloten;Afgesloten;29-11-2017 9:27;Handhaving;Handhaving;Jacob Catslaan;;Zeist Noord
29-11-2017 8:13;Definitief afgesloten;Afgesloten;6-12-2017 8:13;Openbare verlichting;Lamp defect;De Posterij;2792-0015;Zeist Centrum
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Kroost-weg-Noord vanaf PGGM tot aan Utrechtseweg en begin Utrechtseweg komend vanuit De Bilt. Mastnummer;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Socrateslaan Mastnummer 30410009;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Handhaving;;;Locatie Laan van Bergen Mastnummer;
29-11-2017 0:00;Lopend;In behandeling;29-11-2017 0:00;Riolering;;;Locatie Onder trottoir inrit voor Kroostweg 32 te Zeist Mastnummer;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Zeist west Couwenhoven Mastnummer 0591 0032;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Kroostweg-Noord 202 Mastnummer;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Jordanlaan/Kroostweg-Utrechtseweg. Zover ik kon kijken tot aan het stoplicht de Dreef en gedeelte fietspad waar ik langs liep naar huis langs het Jordanlyceum. Mastnummer;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Utrechtseweg, Kroostweg Noord. Mastnummer;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Verlichting kruispunt Dreef /Utrechtseweg / Krommerijlaan. Mastnummer ?;
29-11-2017 0:00;Definitief afgesloten;Afgesloten;29-11-2017 0:00;Openbare verlichting;;;Locatie Lichtmast Prof Lorentzlaan ter hoogte van huisnummer 189 en 191 Mastnummer;
28-11-2017 19:10;Definitief afgesloten;Afgesloten;29-11-2017 19:10;Openbare verlichting;Netwerkstoring;Utrechtseweg;Utrechtseweg;Zeist Noord
28-11-2017 19:01;Definitief afgesloten;Afgesloten;5-12-2017 19:01;Openbare verlichting;Lamp defect;Kroostweg-Noord;;Zeist Noord
28-11-2017 16:45;Nieuw via KCC;Ontvangen;28-11-2017 16:45;;;;;
28-11-2017 16:03;In behandeling;In behandeling;5-12-2017 16:03;Riolering;Verstopping straatkolk;Korte Bergweg;;Den Dolder e.o.
28-11-2017 15:42;Definitief afgesloten;Afgesloten;5-12-2017 15:42;Openbare verlichting;Lamp defect;Schermerslaan;2935-0014;Zeist Noord
28-11-2017 15:23;Definitief afgesloten;Afgesloten;5-12-2017 15:23;Openbare verlichting;Lamp defect;Brugakker;0454-4113;Zeist West
28-11-2017 15:03;Definitief afgesloten;Afgesloten;5-12-2017 15:03;Wegen en fietspaden;Gebreken fiets-/voetpaden;Biltseweg;;Den Dolder e.o.
28-11-2017 14:03;Definitief afgesloten;Afgesloten;28-11-2017 14:03;Bomen;Bomen;Brugakker;;Zeist West
28-11-2017 14:01;Voorlopig afgesloten;Afgehandeld;5-12-2017 14:01;Wegen en fietspaden;Gebreken wegdek;Brugakker;;Zeist West
28-11-2017 13:31;Definitief afgesloten;Afgesloten;28-11-2017 13:31;Wegen en fietspaden;;Van Reenenweg;t.o. Action;Zeist Centrum
28-11-2017 11:36;Definitief afgesloten;Afgesloten;28-11-2017 11:36;Afvaldumping;Afvaldumping;Emmaplein;zie omschrijving (weeshuislaan);Zeist Centrum
28-11-2017 10:57;Definitief afgesloten;Afgesloten;28-11-2017 10:57;Overig;;Johan v Oldenbarneveltln;bij de Aldi;Zeist Noord
28-11-2017 10:53;Definitief afgesloten;Afgesloten;28-11-2017 10:53;Handhaving;Handhaving;Slotlaan;;Zeist Centrum
28-11-2017 10:03;Definitief afgesloten;Afgesloten;5-12-2017 10:03;Openbare verlichting;Overig (verlichting);;;
28-11-2017 9:58;Definitief afgesloten;Afgesloten;5-12-2017 9:58;Groen;Bladoverlast;Kroostweg;;Zeist Noord
28-11-2017 9:54;Definitief afgesloten;Afgesloten;28-11-2017 9:54;Handhaving;Handhaving;Laan van Eikenstein;;Zeist Noord
28-11-2017 9:21;Definitief afgesloten;Afgesloten;5-12-2017 9:21;Wegen en fietspaden;Gebreken fiets-/voetpaden;Griffensteijnselaan;tussen Van renesselaan en kromme rijnlaan;Zeist West
28-11-2017 0:00;Lopend;In behandeling;28-11-2017 0:00;Riolering;;;Locatie Straat tegenover huis Utrechtseweg 48B Mastnummer;
28-11-2017 0:00;Definitief afgesloten;Afgesloten;28-11-2017 0:00;Afvaldumping;;;Locatie bij de glasbak , hoek slotlaan / stationslaan Mastnummer;
27-11-2017 16:34;Definitief afgesloten;Afgesloten;27-11-2017 16:34;Wegen en fietspaden;Borden;Weteringlaan;;Zeist West
27-11-2017 16:20;Definitief afgesloten;Afgesloten;4-12-2017 16:20;Openbare verlichting;Lamp defect;Waterigeweg;3641 0023;Zeist West
27-11-2017 16:17;Definitief afgesloten;Afgesloten;27-11-2017 16:17;Handhaving;Handhaving;Zinzendorflaan;;Zeist Centrum
27-11-2017 15:33;Definitief afgesloten;Afgesloten;28-11-2017 15:33;Openbare verlichting;Netwerkstoring;Geiserlaan;;Zeist Centrum
27-11-2017 15:31;Definitief afgesloten;Afgesloten;4-12-2017 15:31;Groen;Onkruid;Crosestein;;Zeist West
27-11-2017 15:23;Definitief afgesloten;Afgesloten;27-11-2017 15:23;Bomen;Bomen;Biltseweg;;Den Dolder e.o.
27-11-2017 14:43;Definitief afgesloten;Afgesloten;27-11-2017 14:43;Overig;;Dr. Willem Dreeslaan;;Zeist Noord
27-11-2017 14:09;Definitief afgesloten;Afgesloten;27-11-2017 14:09;Afvaldumping;Afvaldumping;Kritzingerlaan;aan de overkant;Zeist Centrum
27-11-2017 13:57;Definitief afgesloten;Afgesloten;27-11-2017 13:57;Wegen en fietspaden;Borden;Utrechtseweg;;Zeist Noord
27-11-2017 13:39;Definitief afgesloten;Afgesloten;4-12-2017 13:39;Groen;Gras;Erasmuslaan;;Zeist Centrum
27-11-2017 11:32;Definitief afgesloten;Afgesloten;4-12-2017 11:32;Wegen en fietspaden;Gebreken wegdek;Weteringlaan;;Zeist West
27-11-2017 9:26;Definitief afgesloten;Afgesloten;27-11-2017 9:26;Overig;;Utrechtseweg;ingang park de Brink (bij fietsoversteekplaats);Zeist Noord
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Wegen en fietspaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;Locatie Park op Laan van Vollenhove 1457 bij basisschool Op Dreef Mastnummer;Zeist Noord
27-11-2017 0:00;Lopend;In behandeling;27-11-2017 0:00;Riolering;;;Locatie Straat en binnen erf staan vol water Mastnummer;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Geiserlaan Zeist Mastnummer geen idee;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Bergweg Mastnummer 01810020;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Waterigeweg Mastnummer 36410023;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Straatlantaarn staat achter Brugakker 3652 tegen de berging aan. Mastnummer;
27-11-2017 0:00;Lopend;In behandeling;27-11-2017 0:00;Riolering;;;Locatie Hoek Korte Bergweg en Prins Alexanderweg, op fietspad, naast huis nummer 23 Mastnummer;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Parkeren;;;Locatie Desbetreffende vrachtauto bellemerd het zichtBlokkeert de stoep en staat deels op de fietsstrook van de rijweg Mastnummer;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Duifhuis graskamp vinkenlaag in zeist Mastnummer;
27-11-2017 0:00;Definitief afgesloten;Afgesloten;27-11-2017 0:00;Openbare verlichting;;;Locatie Utrechtseweg en Kroostweg Noord Mastnummer;
26-11-2017 13:11;Definitief afgesloten;Afgesloten;26-11-2017 13:11;Afvaldumping;Afvaldumping;Weg naar Heibergen;;Zeist Centrum
26-11-2017 0:00;Lopend;In behandeling;26-11-2017 0:00;Riolering;;;Locatie Jacob van Lenneplaan 2 Mastnummer;
25-11-2017 9:02;Definitief afgesloten;Afgesloten;25-11-2017 9:02;Afvaldumping;Afvaldumping;Kampdwarsweg;;Zeist Oost
25-11-2017 0:00;Definitief afgesloten;Afgesloten;25-11-2017 0:00;Afvaldumping;;;Locatie Fazantenplein Mastnummer;
25-11-2017 0:00;Definitief afgesloten;Afgesloten;25-11-2017 0:00;Afvaldumping;;;Locatie Hoek Paltzerweg / Hermelijnlaan. De grens van de tuin en het trottoir is afgezet met hedera op een ijzeren raster. (Mooi groen dus.) Mastnummer;
25-11-2017 0:00;Definitief afgesloten;Afgesloten;25-11-2017 0:00;Openbare verlichting;;;Locatie Waterigeweg 72/76 Mastnummer;
24-11-2017 16:43;Definitief afgesloten;Afgesloten;1-12-2017 16:43;Groen;Bladoverlast;Crosestein;;Zeist West
24-11-2017 14:58;Definitief afgesloten;Afgesloten;24-11-2017 14:58;Milieu;Mileu;Korhoenlaan;;Zeist West
24-11-2017 13:47;Definitief afgesloten;Afgesloten;24-11-2017 13:47;Handhaving;Handhaving;Nicolaas Beetslaan;;Zeist Noord
24-11-2017 13:06;In behandeling;In behandeling;24-11-2017 13:06;Overig;;Woudenbergseweg;;Zeist Oost
24-11-2017 12:09;Definitief afgesloten;Afgesloten;1-12-2017 12:09;Openbare verlichting;Lichtmast scheef - niet kapot;Fransen van de Puttelaan;;Zeist Centrum
24-11-2017 11:55;Definitief afgesloten;Afgesloten;24-11-2017 11:55;Overig;;Oude Postweg;bij parkeerplaatsen oude postweg, dorpsstraat, schooldwarsweg;Zeist Oost
24-11-2017 11:36;Definitief afgesloten;Afgesloten;24-11-2017 11:36;Afvaldumping;Afvaldumping;Kampdwarsweg;nr. 7;Zeist Oost
24-11-2017 11:17;Definitief afgesloten;Afgesloten;1-12-2017 11:17;Wegen en fietspaden;Gebreken fiets-/voetpaden;Duinweg;;Den Dolder e.o.
24-11-2017 10:56;Definitief afgesloten;Afgesloten;1-12-2017 10:56;Groen;Overig (Groen);Couwenhoven;;Zeist West
24-11-2017 9:58;Nieuw via KCC;Ontvangen;24-11-2017 9:58;;;;;
24-11-2017 9:51;Definitief afgesloten;Afgesloten;1-12-2017 9:51;Openbare verlichting;Lichtmast scheef - niet kapot;Korte Bergweg;1691-0024;Den Dolder e.o.
24-11-2017 9:34;Definitief afgesloten;Afgesloten;27-11-2017 9:34;Openbare verlichting;Netwerkstoring;Geiserlaan;;Zeist Centrum
24-11-2017 9:19;Definitief afgesloten;Afgesloten;27-11-2017 9:19;Openbare verlichting;Netwerkstoring;Dalweg;;Zeist Centrum
24-11-2017 9:06;Definitief afgesloten;Afgesloten;27-11-2017 9:06;Openbare verlichting;Netwerkstoring;Minckelerslaan;hele minckelerslaan;Zeist Centrum
24-11-2017 7:43;Definitief afgesloten;Afgesloten;24-11-2017 7:43;Overig;;Karpervijver;;Zeist Centrum
24-11-2017 0:00;Definitief afgesloten;Afgesloten;24-11-2017 0:00;Openbare verlichting;;;Locatie Straatverlichting Eikenlaan tussen dalweg en berkenlaan Mastnummer;
24-11-2017 0:00;Definitief afgesloten;Afgesloten;24-11-2017 0:00;Openbare verlichting;;;Locatie minckelerslaan Mastnummer;
24-11-2017 0:00;Definitief afgesloten;Afgesloten;24-11-2017 0:00;Parkeren;;;Locatie Den Dolder Hezer Enghweg Tolhuislaan omgeving nieuwe fietstunnel Mastnummer;
24-11-2017 0:00;Definitief afgesloten;Afgesloten;24-11-2017 0:00;Parkeren;;;Locatie Hertenlaan in Den Dolder. Mastnummer;
24-11-2017 0:00;Definitief afgesloten;Afgesloten;24-11-2017 0:00;Openbare verlichting;;;Locatie Minckerlerslaan Mastnummer;
23-11-2017 17:36;Definitief afgesloten;Afgesloten;30-11-2017 17:36;Openbare verlichting;Lamp defect;Waterigeweg;;Zeist West
23-11-2017 17:16;Lopend;In behandeling;23-11-2017 17:16;;;;;
23-11-2017 16:45;Definitief afgesloten;Afgesloten;23-11-2017 16:45;Overig;;Schaapskooi;;Den Dolder e.o.
23-11-2017 16:43;In behandeling;In behandeling;23-11-2017 16:43;Milieu;Mileu;Schaapskooi;;Den Dolder e.o.
23-11-2017 16:36;Definitief afgesloten;Afgesloten;30-11-2017 16:36;Groen;Bladoverlast;Fornheselaan;;Den Dolder e.o.
23-11-2017 15:40;Definitief afgesloten;Afgesloten;23-11-2017 15:40;Handhaving;Handhaving;Noordweg;;Zeist West
23-11-2017 15:35;Definitief afgesloten;Afgesloten;23-11-2017 15:35;Overig;;Jan Willem Frisolaan;;Zeist Oost
23-11-2017 15:30;Definitief afgesloten;Afgesloten;23-11-2017 15:30;Overig;;Voorheuvel;garage voorheuvel;Zeist Centrum
23-11-2017 12:33;Definitief afgesloten;Afgesloten;30-11-2017 12:33;Groen;Bladoverlast;Burg. Patijnlaan;;Zeist Noord
