Rijlabels;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
De Knegt & Leeflang B.V.;;;;;1;;;1;;1
De Kok en de Tuinman;1;;;;;;;;;1
De Kontekst;;;;;1;;;;;1
De Kookfabriek Den Haag B.V.;;;;;1;;;;;1
De Kort Catering B.V.;;;;;1;;;;;1
De Kroon Beveiliging B.V.;;1;;;;;;;;1
De Kroon Glasbewassing B.V.;;;1;;;;;;;1
De Kroon Specialist. Reinigingsdiensten B.V.;;;1;;;;;;;1
De Lachende Javaan;;;;;1;;;;;1
De Lange Exploitatie B.V.;;;;;;1;;;;1
De Limbourg Sittard B.V.;1;;;;;;;;;1
De Mebri.nl;1;;;;;;;;;1
De Middelburger;1;;;;;;;;;1
De Mix Fitness Almere B.V.;;;;;1;;;;;1
De Nieuwe Pelgrim;;;;;1;;;;;1
de Persgroep Nederland B.V.;;;;;;;1;;;1
De Poort van Lunetten B.V.;1;;;;;;;;;1
De Raat Security Products B.V.;;;;;;;1;;;1
De Ridder B.V.;1;;1;;1;;1;1;;1
De Rotterdam B.V.;;;;;1;;;;;1
De Ruijsscher Broodjes thodn Subway Dordrecht;1;;;;;;;;;1
De Ruyter Training & Consultancy B.V.;;1;;;;;;;;1
De Schenker B.V.;;;;;1;;;;;1
De Sleutel Culinair B.V.;;;;;1;;;;;1
De Spits Horeca;1;;;;;;;;;1
De Stempelplaats B.V.;;;;;;;;1;;1
De Stickerkoning B.V.;;;;;;;;1;;1
De Stijl - Floral design B.V.;;;;;1;;;;;1
De Swaan;;1;;;;;;;;1
De Tijd' Bedrijfskleding;;;;;;;;1;;1
De Twentse Cateringgroep Beheer B.V.;;;;;1;;;;;1
De Utrechtse Haven B.V.;;;;;1;;;;;1
De Veranderzaak;;;;;1;;;;;1
De Vogel Horecabeheer B.V.;;;;;1;;;;;1
De Vries Projekt Design B.V.;;;;;;;1;1;;1
De Waag 1478 B.V.;1;;;;;;;;;1
De Wilgenweard;;;;;1;;;;;1
De Winkel van Sinkel B.V.;;;;;1;;;;;1
De Wit Communicatie Techniek;;;;;;;;1;;1
De Wit Schijndel B.V.;;;;;;;;1;;1
De Zagerij Ontwerpbureau;;;;;1;;;;;1
De Zandkamer;;;;;1;;;;;1
Decoballon;;;;;1;;;;;1
Deinum's Catering & Party-Service;1;;;;;;;;;1
Deksels belegde broodjes;1;;;;;;;;;1
Dekxels B.V.;;;;;1;;;;;1
DeLau tweewielers;;;;;;;1;;;1
Delicia;;;;;1;;;;;1
Den Bosch Evenementen B.V.;;;;;1;;;;;1
Denkschets.nl;;;;;1;;;;;1
dental bauer Nederland B.V.;;;;;;;;1;;1
Dental Partners Rotterdam B.V.;;;;;;;;1;;1
Dental Recycling Services B.V.;;;;;;1;;;;1
Depot Heesch;;;;;1;;;;;1
Derekteur;;;;;1;;;;;1
DeRuimte B.V.;;;;;1;;;;;1
Deskbookers B.V.;1;;;;1;;;;;1
Deutsche Post International B.V.;;;;1;;;;;;1
dH fotografie;;;;;1;;;;;1
DHL International B.V.;;;;1;;;;;;1
Diebels Relatiegeschenken B.V.;;;;;1;;;;;1
Diederen Konstruktie B.V.;;;;;;;1;;;1
Dierenartsenpraktijk Bodegraven B.V.;;;;;;;1;;;1
Dierenkliniek Benschop-Oudewater B.V.;;;;;;;1;;;1
Dierenkliniek Den Kaat;;;;;;;1;;;1
Diggels Barendrecht B.V.;;;;;1;;;;;1
Digital Revolution B.V.;;;;1;1;;;1;;1
DigiWorks;;;;;;;1;;;1
Dille & Kamille (Nederland) B.V.;;;;1;1;;;;;1
Dimarco Technical Systems B.V.;;;;;1;;;;;1
Dimotech;;;;;;;1;;;1
Diner Thuis;;;;;1;;;;;1
Dining56;;;;;1;;;;;1
Dirksen Schoonmaakartikelen B.V.;;;;1;;;;;;1
Doclogic B.V.;;;;;;;;1;;1
Dok 6268, Grafisch Ontwerpbureau;;;;;1;;;;;1
Dokkumer Vlaggen Centrale B.V.;;;;;;;1;;;1
DOMINCO Digital Marketing & Communicatie;;;;;1;;;;;1
Domino's Pizza Den Haag;1;;;;;;;;;1
Domino's Pizza Netherlands B.V.;1;;;;;;;;;1
Domino's Pizza Oude Haagweg B.V.;1;;;;1;;;;;1
Dönerland;;;;;1;;;;;1
Donkergroen B.V.;;;;;1;;1;;;1
doosopmaat.nl;;;;;1;;;1;;1
Dophou Nederland B.V.;;;;;;;;1;;1
Dordtse Bazar Verhuur;;;;1;;;1;;;1
Douwes Equipment;;;;;;;;1;;1
Down Under Horecaexploitatie B.V.;;;;;1;;;;;1
DP Gelderland;1;;;;1;;;;;1
Dr. M. de Winter;;;;;1;;;;;1
Dranken Service AndrÃƒÂ© Knol B.V.;1;;;;;;;;;1
Drankenspeciaalzaak Ton Overmars;;;;;1;;;1;;1
Drink en Eetlokaal Proefverlof B.V.;;;;;1;;;;;1
Drs. A' Belegde Broodjes;1;;;;;;;;;1
Drukkerij Cees Badoux B.V.;;;;;1;;;;;1
Drukkerij Excelsior B.V.;;;;;1;;;;;1
Drukkerij Het Snorretje;;;;;1;;;;;1
Drukkerij Koopmans B.V.;;;;;1;;;;;1
Drukkerij Loor B.V.;;;;;1;;;;;1
Drukkerij Teeuwen & Zonen;;;;;1;;;;;1
Drukwerkservice Assendorp;;;;;1;;;;;1
Drums and Barrels;;;;;1;;;;;1
DSG diensten B.V.;;;;;;;1;;;1
Duifhuizen tassen & koffers B.V.;;;;;;;;1;;1
Duncan Wijting;;;;;;;1;;;1
Dupal;;;;;1;;;;;1
DuPho;;;;;;;1;;;1
Dutch DJ Entertainment;;;;;1;;;;;1
Dutch Drone Group B.V.;;1;;;;;;1;;1
DWDK B.V.;;;;;;;;1;;1
E. Groot Enzerink;;;;;;;;1;;1
E. Koster (1);;;;;1;;;;;1
E.B. van de Meeberg;1;;;;;;;;;1
E.L. Cravatte B.V.;;;;;1;;;;;1
Eagle Eye Consultancy;;;;1;;;;;;1
Easy Ergonomics B.V.;;;;;;;;1;;1
Easy Noise Control B.V.;;;;;;;1;;;1
Easybookings B.V.;;;;;1;;;;;1
Eat Your Heart Out;1;;;;1;;;;;1
EBN Veiligheidsdienst B.V.;;1;;;;;;;;1
Eburon Uitgeverij B.V.;;;;;1;;;;;1
ECHOS Home Baan Zulu;1;;;;;;;;;1
Echte Bakker Schoemaker;1;;;;;;;;;1
Edelweiss Textielverzorging B.V.;;;1;;;;;;;1
Eden Oranje Hotel B.V.;;;;;1;;;;;1
EDITOO B.V.;;;;;1;;;;;1
Edson HR Services;;;;;1;;;;;1
Eek Rioolservice B.V.;;;1;;;;;;;1
Eerste Hulp Bij Ongelukken Vereniging Erp;;1;;;;;;;;1
Eerste Overijsselse Gereedschapslijperij B.V.;;;;;;;;1;;1
Eetcafé het leven;;;;;1;;;;;1
Eetcafe 't Keershuys;1;;;;;;;;;1
Eethuis Rilah;1;;;;;;;;;1
EETHUIS TAYTAY AKBARBADAL;1;;;;;;;;;1
Efectis Nederland B.V.;;;;;;;1;;;1
Efficienta Visuele Organisatiemiddelen B.V.;;;;;;;1;1;;1
Ehabo Preventie B.V.;;1;;;;;;1;;1
Eijsink Afrekensystemen;;;;;;;;1;;1
El Qatarijne;1;;;;1;;;;;1
ELA Units;;;;;;;1;1;;1
Electrocar C&L B.V.;;;;;;;1;;;1
Electrospecialist Peter Lunenburg B.V.;;;;;;;;1;;1
e-Legal;;;;;;;;;1;1
Elektrolas Lastechniek B.V.;;;;;;;;1;;1
Elektrotechnisch Installatie- en Montagebedrijf Gebr. Van der Steen B.V.;;;;;;;;1;;1
Elenga Advies;;;;;1;;;;;1
ELLA Zwolle;;;;;1;;;;;1
Ellen van Kempen;;;;;1;;;;;1
Els Boek Zuiderburen B.V.;1;;;;1;;;;;1
Elsevier Inc.;;;;;1;;;;;1
Elzinga Catering;1;;;;;;;;;1
Em Kantoorsystemen B.V.;;;;;;;;1;;1
Emilie Bastens - Harpiste;;;;;1;;;;;1
EMMA Communicatie B.V.;;;;;1;;;;;1
Endemol Shine Nederland Producties B.V.;;;;;1;;;;;1
Eneco Consumenten;;;;;;;;;1;1
Eneco Zakelijk;;;;;;;;;1;1
Engels;;;;;;;;1;;1
Engels Conference Center B.V.;1;;;;1;;;;;1
ENGIE Energie Nederland N.V.;;;1;;;;;;;1
Enmo;;;;;;;;1;;1
Enorm-Wieberdink;;;;;;;;1;;1
Ensing Car Rental B.V.;;;;;1;;;;;1
Entertainment Engineers;;;;;1;;;;;1
E-Profits;;1;;;;;;;;1
Equium Holding B.V.;;;;;;;1;;;1
ERA B.V.;;1;;;;;;;;1
Ergo2Work B.V.;;;;;;;;1;;1
Ergoweb;;;;;;;;1;;1
Ergozit;;;;;;;1;1;;1
ERHA Trading B.V.;;1;;;;;;1;;1
ERIKS Kunststoffen Ede;;;;;;;;1;;1
Eringa Audiovisueel;;;;;1;;;1;;1
Ese International B.V.;;1;;;;;;1;;1
Essa Research;;;;;1;;;;;1
Essent Energie Verkoop Nederland B.V.;;;;;;;;;1;1
Essentra Components B.V.;;;;1;;;1;;;1
ESVSHOP.NL;;1;;;;;1;;;1
Eten & Zo Zoetermeer B.V.;;;;;1;;;;;1
Eur. Instit. voor Certified Public Controll.;;;;;;;1;;;1
Euro Events B.V.;;;;1;;;1;1;;1
EuroFlorist Europe B.V.;;;;;1;;;;;1
Euro-Index B.V.;;1;;;;;1;1;;1
European Academy of Forensic Science Conference;;;;;1;;1;;;1
European Networks of Councils for the Judiciary;;;;;;;1;;;1
Europresto B.V.;;;;;;;;1;;1
Eurosafe Solutions B.V.;;;1;;;;;;;1
EVAC Medical;;;;;;;;1;;1
eValue8;;;;;;;1;;;1
Evenementenverhuur Hollewand;;;;;1;;;;;1
Evenses B.V.;;;;;1;;;;;1
Eventr B.V.;1;;;;1;;;;;1
Everlines;;;;;1;;;;;1
Evers Kassasystemen B.V.;;;;;;;;1;;1
Evidensia Dierenziekenhuis Nunspeet B.V.;;;;;;;1;;;1
Evision Optics B.V.;;;;;;;;1;;1
Evite Services B.V.;;;;;1;;;;;1
eX:plain;;1;;;;;;;;1
Examenadviesburo B.V.;;;;;1;;;;;1
Expert Witgoed;;;;;;;;1;;1
Expl.mij. Automobielmusea in Nederland B.V.;;;;;1;;;;;1
Exploit. Maatsch. De Nwe Poort Amsterdam B.V.;;;;;1;;1;;;1
Exploitatiemaatschappij Groot Kievitsdal B.V.;;;;;1;;;;;1
Expo Display Service;;;;;;;1;;;1
Exterpatent;;;;;;;1;;;1
Extreme Air Products B.V.;;;;;;;;1;;1
F. Mesters Beheer B.V.;;;;;;;;1;;1
Fa. A.M. van Wissen;;;;;;;1;1;;1
FA. de Peinder;;;;;;;1;;;1
Fa. G.J. Rhebergen v/h Julius Huf;;;;;;;;1;;1
Fabory Nederland;;;;;;;1;1;;1
Facilion B.V.;;;;;1;;1;;;1
Facint B.V.;;;;;1;;;;;1
Falco B.V.;;;;;;;;1;;1
Farida's Surinaams-Indisch Afhaalcentrum;1;;;;;;;;;1
Farnell (Netherlands) B.V.;;;;;;;;1;;1
Fast 'n Finish B.V.;;;;;;;1;;;1
FCTA;;;;;1;;;;;1
Federal Express Nederland;;;;1;;;;1;;1
Federatie West Nederlandse Personeelsver.;;;;;1;;;;;1
FEM Products;;;;1;;;1;1;;1
Fenn Traser;;;;;;;1;;;1
Ferry Fast Koeriersdiensten B.V.;;;;1;;;;;;1
Feyenoord Rotterdam N.V.;;;;;1;;;;;1
Fibrocit-MPRA;;;;;;;1;;;1
Fico Urban Italian;;;;;1;;;;;1
Fidato B.V.;;;;;;;1;1;;1
FINN B.V.;;;;;1;;;;;1
Fire Retarding Technology B.V.;;1;;;;;;;;1
Firecom;;1;;;;;1;1;;1
Fireware;;1;;;;;;;;1
FireX B.V.;;;;;;;;1;;1
Firma H. Westerhuis en Zoon;;;;;1;;;;;1
Firma Hof der Muzen;;;;;1;;;;;1
Firma Prent;;;;;;;;1;;1
Firma Rijwielhandel Tieleman en Zoon;;;;;;;1;;;1
Firma van Drunen Bloemen en Planten;;;;;1;;;;;1
First Care Company;;1;;;;;;1;;1
First Light B.V.;;;;;;;1;;;1
Fisher Emergo B.V.;;;;;;;;1;;1
Fitland Sportcampus B.V.;;;;;1;;;;;1
FitnessStoffering.nl;;;;;1;;;;;1
Fitter Nederland B.V.;;;;;1;;;;;1
Fitwinkel Arnhem;;;;;;;1;;;1
Fix-it Rioolservice;;;1;;;;;;;1
Flairshow;;;;;1;;;;;1
Flanderijn & Verdult Gerechtsdeurwaard. B.V.;;;;;;;;;1;1
Flanderijn en v. Eck Gerechtsdeurwaard. B.V.;;;;;;;;;1;1
Flanderijn Invordering B.V.;;;;;;;;;1;1
Flasbay Limited;;;;;1;;;;;1
Flatfield multi print International B.V.;;;;;;;;1;;1
Flexchair B.V.;;;;1;;;;;;1
FlexMax;;;;;1;;;;;1
Flexx Service B.V.;;;;;;;;1;;1
Flip! Reclame Promotie & Ontwerp;;;;;1;;;1;;1
FLOC Restaurant;;;;;1;;;;;1
Floriade Almere 2022 B.V.;;;;;1;;;;;1
Fluke Nederland B.V.;;;;;;;;1;;1
Flyingartwork;;;;;1;;;;;1
FM Projekten B.V.;;;;;;;;1;;1
Focus Horeca B.V.;1;;;;;;;;;1
Focus Nederland;;;;1;;;;;;1
Folux B.V.;;;;;;;;1;;1
Fonds Bijzondere Noden Rotterdam;;;;;1;;;;;1
Fonq.nl B.V.;;;;;;;;1;;1
Food Experience;;;;;1;;;;;1
Foodhall Foodexplore;;;;;1;;;;;1
Foodzie;;;;;1;;;;;1
FOOX - Hoogeveen B.V.;1;;;;;;;;;1
Foppen Grafische Bedrijven B.V.;;;;;1;;;;;1
Foreco Dalfsen B.V.;;;;1;;;;;;1
Forest Crime Consultancy;;;;;1;;;;;1
Fort Bronsbergen;1;;;;;;;;;1
Forto B.V.;;1;;;;;;;;1
Fortune City V.O.F.;1;;;;;;;;;1
Fortuyn Horeca B.V.;1;;;;;;;;;1
Foto Dikken & Hulsinga;;;;;;;1;;;1
Foto Hans Keuzekamp B.V.;;;;;;;;1;;1
Foto Marius;;;;;1;;;;;1
Fotoburo Peter Drent;;;;;1;;;;;1
Fotocadeau B.V.;;;;;;;1;;;1
Fotofabriek.nl B.V.;;;;;1;;;;;1
Fotografie : Paul Voorham;;;;;1;;;;;1
Fra Sound;;;;;1;;;;;1
Frama Nederland;;;;;;;;1;;1
Frank Berg Industrial Supplies;;;;1;;;1;;;1
Frans Attracties V.O.F.;;;;;;;;1;;1
Frappant Producties;;;;;1;;;;;1
Fred Luiten Concertorganisatie B.V.;;;;;1;;;;;1
Freek van den Bergh Fotografie;;;;;1;;;;;1
Frephitophe;;;;;1;;;;;1
Frimex Service;;;;;;;;1;;1
Fruitschaal.nu;;;;1;1;;;;;1
Fudura B.V.;;;;;;1;1;;;1
Fujitsu Technology Solutions B.V.;;;;;;;;1;;1
Fusian Express;1;;;;;;;;;1
FysioSupplies B.V.;;;;;1;;;1;;1
G. Bakker en Zn. B.V.;1;;;;1;;1;1;;1
G. de Klein;1;;;;;;;;;1
G. de Reus;;;;;;;;1;;1
G. van Rensch;1;;;;;;;;;1
G.A. Binnekamp;1;;;;;;;;;1
G.A. Doldersum;;;;;1;;;;;1
G.F.P. (Gear for Professionals) B.V.;;;;1;;;;;;1
G.J. de Jong;1;;;;;;;;;1
G.J. Floors B.V.;;;;;;;;1;;1
G.J. Klik;;;;1;;;;;;1
G2 Speech B.V.;;;;;;;;1;;1
G4S Cash Management B.V.;;;;1;;;;;1;1
Galaxy Entertainment;;;;;1;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;1;;;;;;;;;1
Garsthagen Projectinrichting B.V.;;;;;;;1;;;1
Gebak van Smolders;1;;;;1;;;;;1
Gebr. Barendsen B.V.;;;;;1;;;;;1
Gebrs. M.- en R. Jansen Glas Hoogvliet B.V.;;;;;;;1;;;1
Gebrs. Stoop Waarland B.V.;;;;;;;;1;;1
Geen Blad voor de Mond B.V.;;;;;1;;;;;1
Geertje Ponsteen Uitvaartverzorging;;;;;1;;;;;1
gefeliciTAART B.V.;1;;;;1;;;;;1
Gelderse Drankenhandel Appeldoorn B.V.;;;;;1;;;;;1
Generatiewerk;;;;;1;;;;;1
Generation F B.V.;;;;;1;;;;;1
Geometius B.V.;;;;;;;;1;;1
Gerard Meijer;;;1;1;;;;;;1
Gerechtsdeurwaarderskantoor Willems B.V.;;;;;;;;;1;1
Gerrie van Zetten B.V.;;;;;1;;;;;1
Gerritse IJzerwaren Utrecht Savannahweg;;;;;;;1;1;;1
Gerson Papier B.V.;;;;;;;;1;;1
Geschenk met Verhaal B.V.;;;;;1;;;;;1
Geugjes Catering;1;;;;;;;;;1
Geurts Glas & Schildersbedrijf B.V.;;;;;;;;1;;1
Gevaco B.V.;;;;;;;1;;;1
Geveke Werktuigbouw B.V.;;;;;;;;1;;1
Gewoon Opvallen B.V.;;;;;1;;;;;1
Gewoon Peter;1;;;;;;;;;1
GGN Zuid Nederland B.V.;;;;;;;;;1;1
GHM Meettechniek B.V.;;;;;;;;1;;1
Giant Publicity B.V.;;;;;1;;;;;1
Gifts At Work;;;;;1;;;;;1
Gijs Ruurs H.O. Vers van Gijs;1;;;;;;;;;1
Gjaltema Verhuur B.V.;;;;;;;;1;;1
GL events World Forum Convention Center B.V.;;;;;1;;;;;1
Glas Compleet B.V.;;;;;;;1;;;1
Glasfolie Suncontrol B.V.;;;;;;;1;;;1
Glashandel Verloop B.V.;;;;;;;1;;;1
Globos V.O.F.;;;;;1;;;;;1
gloedcommunicatie;;;;;1;;;;;1
Glow Specialist;;;;;1;;;;;1
Golden Dynasty;1;;;;;;;;;1
Golden Palace;1;;;;1;;;;;1
Golden Tulip Hotel Central;;;;;1;;;;;1
Golden Tulip Hotel De Reiskoffer;1;;;;;;;;;1
Golfschool Hitland;;;;;1;;;;;1
Gorter-Advies;;1;;;;;;;;1
Gotink Catering B.V.;1;;;;;;;;;1
Gouden Huis Lelystad B.V.;1;;;;;;;;;1
Govers Water Services;1;;;;;;;;;1
Graafstra Mechanisatie;;;;;;;1;;;1
Grafisch Service Centrum Kik;;;;;1;;;;;1
Grand CafÃƒÂ© Arnhems Meisje;;;;;1;;;;;1
grand café Lebowski;;;;;1;;;;;1
Grand Café Pierrot;;;;;1;;;;;1
Grandcafé Restaurant Biblio B.V.;;;;;1;;;;;1
Granny's Corner;;;;;1;;;;;1
GrapeDistrict B.V.;;;;;1;;;;;1
Graveertechniek Nederland B.V.;;;;;;;;1;;1
Graviant B.V.;;;;;1;;;;;1
GRB Verlichting B.V.;;;;;;;;1;;1
Greenboats B.V.;;;;;1;;;;;1
Greenz B.V.;;;;;1;;;;;1
Greetz B.V.;;;;;1;;;;;1
Grenkefinance N.V.;;;;;;;;;1;1
Grieks Restaurant Dionysos;1;;;;;;;;;1
Groentotaal A. de Boer Ruinerwold;;;;;;;1;;;1
Groepsaccommodatie de Steenbergerhoeve;1;;;;;;;;;1
Groote Schaarsberg Audiovisueel V.O.F.;;;;;1;;;;;1
Grottendieck Maatwerk;;;1;;;;;1;;1
Groveko;;;;;;;;1;;1
GS Handelsbedrijf B.V.;;;;;;;;1;;1
Gulf Nederland B.V.;;;;;;;1;;;1
Gulinski & de Baar kant. & proj.inricht. B.V.;;;;;;;1;;;1
Gullimex B.V.;1;;;;;;1;1;;1
Gunnebo Nederland B.V.;;;;;;;1;1;;1
Gunters en Meuser B.V.;;;1;;;;;1;;1
Gusto (1);;;;;1;;;;;1
Guus Gijben;;;;;1;;;;;1
H&F Schilderwerken B.V.;;;;;;;;1;;1
H. de Vries Reinigingsapparatuur B.V.;;;1;;;;;;;1
H. Klomp;;;;;1;;;;;1
H. van Lenthe V.O.F.;;;;;1;;;;;1
H.B. Licht- en Geluidstechniek;;;;;;;1;;;1
H.G.S. Bedrijfsdiensten;;;;;1;;;;;1
H.O. Michielsen;;;;;1;;;;;1
Haagen Fire Training Products;;1;;;;;;;;1
Haai B.V.;;;;;1;;;;;1
Hafo B.V.;;;;;1;;;;;1
Hagedo B.V.;;;;;;;;1;;1
Haico Kats Fotojournalist;;;;;;;1;;;1
Hakado Automatencatering;1;;;;;;;;;1
Hakvoort Horeca B.V.;1;;;;;;;;;1
Hakvoort Professional Zeeland B.V.;1;;;;;;;;;1
Hakvoort Professional Zuid B.V.;1;;;1;;;;1;;1
Hamersma Verhuur;;;;;1;;;;;1
Hampshire Exploitatie I B.V.;;;;;1;;;;;1
Handelsonderneming Coenen B.V.;;;;;;;;1;;1
Handelsonderneming Jewa Gas B.V.;;1;;;;;;1;;1
Handelsonderneming Laundry B.V.;;;1;;;;;;;1
Handelsonderneming Lemmen Tuin en Park;;;;;;;;1;;1
Handelsonderneming T. van der Sanden B.V.;1;;;;;;;;;1
Handelsonderneming Veenstra;;1;;;;;;;;1
Hanging Concepts B.V.;;;;;;;;1;;1
Hanos Amsterdam;1;;1;;;;;;;1
Hansen Evenementen B.V.;;;;;1;;;;;1
Happy Meat B.V.;1;;;;;;;;;1
Harryvan Interieurbouw;;;;;;;;1;;1
HazmatLINK Ltd;;;;;;;;1;;1
HBL Online B.V.;;;;;;;;1;;1
Health2work;;;;;;;1;;;1
Hebaco Bakovenbouw N.V.;;;;;;;;1;;1
Hedi International B.V.;;;;;1;;;1;;1
Heering Office;;;;;1;;1;;;1
heerlijk & heerlijk banketbakkerij Jolink;;1;;;1;;;;;1
Hegner & Ko;;;;;;;1;;;1
Heigo Nederland B.V.;;1;1;;;;;;;1
Heijkoop & Partners B.V.;;;;;;;;;1;1
Heijmans Utiliteit BV;;;;;;;;1;;1
Heilige Boontjes Holding B.V.;;;;;1;;;;;1
Heilijgers Bouw B.V.;;;;;;;1;;;1
Hein Post Wijnen Gastronomie;;;;;1;;;;;1
HEMA Bakkerijen B.V.;;;;;1;;;;;1
Henry Schein Dental;;;;;;;;1;;1
Herberg Boschoord;;;;;1;;;;;1
Hermeta Projectbouw B.V.;;;;1;;;1;;;1
Hertzinger Satelliet Ontvangst B.V.;;;;;;;;1;;1
Hesbak 2 B.V.;1;;;;1;;;;;1
Hesseling Kunststoffen & Displays B.V.;;;;;;;1;;;1
Hesselink Koffiesystemen B.V.;1;;;;;;;;;1
Het Amsterdamse Proeflokaal B.V.;;;;;1;;;;;1
Het Bloemenatelier;;;;;1;;;;;1
Het Cleyne Huys;;;;;1;;;;;1
Het Coachhuis B.V.;;;;;1;;;;;1
Het Kabinet, Eten en Drinken;;;;;1;;;;;1
Het Koelhuis.nl;;;;;1;;;;;1
Het Kookplein;;;;;1;;;;;1
Het Kookvuur;;;;;1;;;;;1
Het Pleidooi;;;;;1;;;;;1
Het Prentenkabinet;;;;;1;;;;;1
Het Rechtenstudentje;;;;;1;;;;;1
Het Verenigingsgebouw;1;;;;1;;;;;1
Het Wapen van Leeuwarden B.V.;1;;;;;;;;;1
Het Wapen van Vidaa B.V.;1;;;;;;;;;1
Hettema Verhuurt Praktisch Alles!;1;;;;1;;1;;;1
HF Fenix Lisboa;;;;;1;;;;;1
Hiephiepkado B.V.;;;;;1;;;;;1
High Security International B.V.;;;;;;;1;;;1
Hij & Ik Productions;1;;;;;;;;;1
Hildebrand Papier V.O.F.;;;;;;;;1;;1
Hilti Nederland B.V.;;;;;;;;1;;1
Hiscox Nederland;;;;;;;1;;;1
HJSOUND;;;;;1;;;;;1
Hobart Nederland B.V.;;;;;;;1;;;1
Hoeksche Waardse Kantoor Service;;;;;;;;1;;1
Hoffmann Quality Tools B.V.;;;;;;;;1;;1
Hofstee Brandbeveiliging;;1;;;;;;;;1
Hogeschool Domstad Facilitaire Zaken B.V.;;;;;1;;;;;1
Hoka Den Haag B.V.;1;;;;;;;;;1
Holabouw B.V.;;;;;;;1;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;;1;;;;;1
Holding Het Koningsbed B.V.;;;;;1;;;;;1
Holland Mast B.V.;;;;;;;1;;;1
Holland Nautic Benelux B.V.;;1;;1;;;;1;;1
Honeywell Building Solutions;;1;;;;;1;;;1
Hooghiemstra Hardegarijp B.V.;;;1;;;;;;;1
Hop & Stork Utrecht B.V.;;;;;1;;;;;1
Horeca Adviescentrum HTC;1;;;;;;;;;1
Horeca Meubilair Den Haag B.V.;;;;;;;1;;;1
Horeca Stegeman;1;;;;;;;;;1
Horeca-exploitatie VanKomen B.V.;1;;;;;;;;;1
Horticoop B.V.;;;;1;;;;;;1
Hospitality Design B.V.;1;;;;;;;;;1
Hospitality Industria B.V.;;;;;1;;;;;1
Hotec B.V.;;;;;;;1;;;1
Hotel & Brasserie de Zwaan;;;;;1;;;;;1
Hotel Caf? Restaurant Nijmegen Lent B.V.;;;;;1;;;;;1
Hotel Contact B.V.;;;;;;;;;1;1
Hotel Drachten B.V.;;;;;1;;;;;1
Hotel Gilze-Rijen;;;;;1;;;;;1
Hotel Nieuwerkerk aan den IJssel B.V.;1;;;;;;;;;1
Hotel Pillows Zwolle B.V.;;;;;1;;;;;1
Hotel Post Plaza B.V.;;;;;1;;;;;1
Hotel Restaurant Bitter en Zoet B.V.;1;;;;;;;;;1
Hotel Zuiderduin B.V.;;;;;1;;;;;1
Hotel-CafÃƒÂ©-Restaurant Haarhuis;;;;;1;;;;;1
Hotel-Café-Restaurant 'De Draak' B.V.;1;;;;;;;;;1
Hotel-Restaurant Sterrenberg Otterlo B.V.;;;;;1;;;;;1
Houben Mediatechniek B.V.;;;;;;;;1;;1
House of Sports;;;;;1;;;;;1
Houthandel Van Deuveren Dedemsvaart;;;;;;;;1;;1
Hoveniersbedrijf Bruls B.V.;;;;;1;;;;;1
HR Via Care B.V.;;;;;;;;;1;1
HSG Nederland B.V.;;;;;1;;;1;;1
HTC parking & security B.V.;;;;;;;1;;;1
Hubo Goos;;;;;;;1;1;;1
Huis van Gemak B.V.;;;;;;;1;;;1
Huisaanhuis.nu B.V.;;;;;1;;;;;1
Huize Bergen B.V.;;;;;1;;;;;1
Huize Molenaar B.V.;;;;;1;;;;;1
Hulshof Business Cases B.V.;;;;1;;;1;;;1
Humor werkt producties;;;;;1;;;;;1
I.Q. Kunstuitleen B.V.;;;;;;;;1;;1
I.S. Krikken;;;;;;;;1;;1
I.T.C. Alles voor uw kantoor N.V.;;;1;;;;1;;;1
I.T.S. International Technical Service;;1;;;;;;;;1
ICE Alarm B.V.;;1;;;;;;;;1
ICS Services B.V.;;;1;;;;;;;1
ICT WBW;;;;;1;;;;;1
ID Systemen Nederland B.V.;;;;;1;;1;1;;1
Ideeaanzee B.V.;;;;;1;;;;;1
IDEM;;;;;1;;;;;1
IEPT;;;;;;;1;;;1
IJzeren Man B.V.;;;;;1;;;;;1
Il Duca;;;;;1;;;;;1
Il Duomo II;1;;;;;;;;;1
Il Lago B.V.;;;;;1;;;;;1
Imageselect B.V.;;;;;1;;;;;1
Improvement-IT B.V.;;;;;;;;1;;1
In de Roos eventmanagement;;;;;1;;;;;1
In Pace B.V.;;;;;1;;;;;1
In2Content B.V.;;;;;;;;1;;1
Inankira;;;;;1;;;;;1
Incassobureau Plaggemars;;;;;;;;;1;1
Incentive Promotions B.V.;;;;;1;;;;;1
Incognito;;;;;1;;;;;1
Independent Forensic Services B.V.;;;;;;;;;1;1
Indisch Restaurant Garoeda;;;;;1;;;;;1
Indonesisch Restaurant Selamat Makan Utrecht;1;;;;;;;;;1
INEPRO Group B.V.;;;;;;;;1;;1
InevitableBliss;;;;;1;;;;;1
Inhouse Filming;;;;;1;;;;;1
Inner-Piece;;;;;;;;1;1;1
