Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Capra B.V.;;;;;;1;;;;1
Captain Cook's;;;;1;;;1;;;1
Care Training Group B.V.;;;;;;1;;;;1
CareFirst B.V.;;;4;;;;;;;4
CareFusion Netherlands 238 B.V.;;;2;;;;;;;2
CareFusion Netherlands 310;;;1;;;;;;;1
CareFusion Netherlands 328 B.V.;;;3;;;;;;;3
Cargo Compliance Company B.V.;;;;;;1;;;;1
Carl Zeiss B.V.;;;2;;;;;;;2
Carlton Ambassador Hotel B.V.;;;;1;;;;;;1
Carlton Beach;;;;1;;;;;;1
Carlton Hotels Nederland B.V.;;;;;;;1;;;1
Carpe Fleur;;;;2;;;;;;2
CAT Tennis B.V.;;;;;;1;;;;1
Catec B.V.;;;;;;1;;;;1
Cauberg-Huygen Raadgevende Ingenieurs B.V.;;;;;;1;;;;1
CB Facturatie B.V.;;;;;;1;;;;1
CCB Groep B.V.;;;;;;2;;;;2
Ceelen Graveerinrichting;;;;;1;;;;;1
Cekumed B.V.;;;1;;;;;;;1
Celexon Netherlands B.V.;;;;;1;;;;;1
Celtic Britain;;;;1;;;;;;1
Cemex Trescon B.V.;;;2;;;;;;;2
Center Parcs Netherlands N.V.;;;;;;;3;;;3
Central Point Nederland B.V.;;;1;1;1;;1;;;2
Centrale Rino B.V.;;;;;;3;;;;3
Centrale Wapenhandel Dorhout Mees B.V.;;;;1;;2;1;;;2
Centric Training;;;;;;1;;;;1
Centrum '45;;;1;;;;;;;1
Centrum voor Certificatie (und) B.V.;;;1;;;;;;;1
Centrum voor Conflicthantering B.V.;;;;;;2;;;;2
Centrum voor Nascholing Amsterdam B.V.;;;;;;1;;;;1
Centrum Wiskunde & Informatica;;;;;;2;;;;2
Certichem Productions B.V.;;;1;;;;;;;1
CertoPlan B.V.;;;;;;1;;;;1
CFWEAR.nl;;;;1;;;;;;1
CGE Risk Management Solutions B.V.;;;;;1;;;;;1
CGGN;;;;;;1;;;;1
Chabrol;;;;1;;;;;;1
Challenge Coins;;;;1;;;;;;1
Chameleon Associates B.V.;;;;;;2;;;;2
Changekitchen Company B.V.;;;;;;1;;;;1
Changing Games Coöperatie UA;;;;;;1;;;;1
Charelli B.V.;;;;;;1;;;;1
Charlotte Gmelig Meijling;;;;;;1;;;;1
Charraoue Boeken;;;;1;;;;;;1
Chassé Theater N.V.;;;;;;1;;;;1
Chat.hot.-Rest. Havesathe De Havixhorst B.V.;;;;;;;2;;;2
China Palace;;;;1;;;;;;1
China Relations;;;;;;1;;;;1
Chinees Restaurant Golden Duck;;;;1;;;;;;1
Chinees Restaurant Wok Euroborg;;;;;;;1;;;1
Chinees-Indisch Restaurant Wan Sing;;;;;;;1;;;1
Chirurgische Maatschap Vlietland Ziekenhuis;;;1;;;;;;;1
Chocolat B.V.;;;;;;1;;;;1
Chocolaterie Bruns;;;;;;;1;;;1
Chocolaterie Ducharette;;;;1;;;;;;1
Christelijke Hogeschool Windesheim;;;;;;2;;;;2
Ciao Catering;;;;1;;;1;;;1
Ciao! Ciao! B.V.;;;;;;;1;;;1
Cinecafé B.V.;;;;;;;1;;;1
CIO Platform Nederland;;;;;;1;;;;1
Circe B.V.;;;;;1;;;;;1
Circus Remundo;;;;;;;1;;;1
Cirkel Cleaning B.V.;;;;;;1;;;;1
Citaverde College;;;1;;;;;;;1
City of Apeldoorn, Pipes and Drums;;;;;;;1;;;1
Citygameshop B.V.;;;;1;;;;;;1
CLB Integrated Solutions B.V.;;;2;;;;;;;2
Clown Fleur;;;;;;;1;;;1
CLS Computertrainingen;;;;;;1;;;;1
CM Online B.V.;;;1;;;;;;;1
CM Partners B.V.;;;;1;;;;;;1
C-Mark B.V.;;;1;;;;;;;1
CMB Holding B.V.;;;;;;1;;;;1
CME-Online;;;;;;1;;;;1
CNC-Consult & Automation B.V.;;;;;;;1;;;1
Coachboulevard B.V.;;;;;;3;;;;3
Coaching Academy International;;;;;;1;;;;1
Codan B.V.;;;2;;;;;;;2
College of Multimedia;;;;;;1;;;;1
College voor Beroepschauffeurs;;;1;;;;;;;1
Colonie Houten BV;;;;1;;;;;;1
Color Wood Holding B.V.;;;;;;4;;;;4
Com-Connect B.V.;;;;;;1;;;;1
Commection;;;;;1;;;;;1
Commerciële Club Leeuwarden;;;;1;;;;;;1
Commodis;;;;;1;;;;;1
Compacon & Partners B.V.;;;;1;;;;;;1
Compass 3 BV;;;;1;;;;;;1
Competence Factory;;;1;;1;1;;;;2
Compriphar B.V.;;;1;;;;;;;1
Compu'Train;;;;;;3;;;;3
Computrain Opleidingen;;;;;1;2;;;;2
Con Fuego;;;;;;1;1;;;1
Concorde Group B.V.;;;;;;2;;;;2
Conducto Opleidingen B.V.;;;;;;1;;;;1
Confidys B.V.;;;1;;;;;;;1
Conjugo Events B.V.;;;;;;1;;;;1
Conrad Electronic Benelux B.V.;;;1;1;1;1;1;;;2
Construction Media B.V.;;;;;;1;;;;1
Constructor Dexion Holland B.V.;;;1;;;;;;;1
Convet B.V.;;;1;;;;;;;1
Cook Nederland B.V.;;;1;;;;;;;1
Coolblue B.V.;;;1;;1;1;1;;;1
Coöperat. Onderwijsgroep Noordwest-Holland UA;;;;;;5;;;;5
Coöperatie ACS partners UA;;;;;;2;;;;2
Coöperatie Action Equipment & Services UA;;;;;;;1;;;1
Coöperatie Baronije UA;;;;;1;;;;;1
Coördinerend Adviesbureau;;;;;;1;;;;1
Copoint Electronics B.V.;;;;;;1;;;;1
Coppens Warenhuis;;;;1;;;;;;1
Core Quality B.V.;;;;;;2;;;;2
Corilus B.V.;;;1;;;;;;;1
Corpuls Benelux;;;2;;;;;;;2
Cortex B.V.;;;;;;2;;;;2
CoThink bv;;;;;;1;;;;1
Country Hotel De Broeierd;;;;;;;1;;;1
Country Store;;;;;;;1;;;1
Covidien Nederland B.V.;;;1;;;;;;;1
CP de Bruin Huisartspraktijk;;;;;1;;;;;1
CP Sports;;;;;;1;;;;1
Crazy Air;;;;;;;1;;;1
Crazy Piano's Scheveningen B.V.;;;;1;;1;;;;1
CRD Het Speelhuys Kampen;;;;1;;;;;;1
Creative Kids Concepts B.V.;;;;;1;;;;;1
Creative PC Training;;;1;;;;;;;1
Cremerson Development Company (CDC) B.V.;;;;;;1;;;;1
Crisiscontrol B.V.;;;;;;1;;;;1
Cross Media Nederland B.V.;;;1;;1;;;;;1
Crossxvest International;;;1;;;;;;;1
Crown Art;;;1;;;;;;;1
Crystal Specials;;;;1;;;;;;1
CST-School;;;;;;2;;;;2
Cura Mortu Orum Mortuariabeheer B.V.;;;;;;1;;;;1
Cure & Care Development B.V.;;;;;;1;;;;1
CVA Informatica Opleidingen B.V.;;;;;;1;;;;1
Cycle Center Valkenburg;;;;1;;;;;;1
Cyclon International B.V.;;;;;;1;;;;1
CZ Groep Zorgverzekeraar;;;2;;;;;;;2
D Hosting;;;;;;1;;;;1
D&F Consulting B.V.;;;;;;1;;;;1
D.H.T.C. Den Helder Training Centre B.V.;;;;;;4;;;;4
Da Attilio B.V.;;;;;;1;;;;1
Daan van Oort fotografie;;;;;;1;;;;1
Dakota Flight Cases;;;;;;;1;;;1
Dalmec B.V.;;;;;;1;;;;1
Dansschool Corma;;;;;;1;;;;1
DARA B.V.;;;;;;;1;;;1
Dartbanenverhuur.nl;;;;;;;1;;;1
Data Concept Technology B.V.;;;;;;1;;;;1
Datafloq B.V.;;;;;;1;;;;1
Datascan B.V.;;;;;;1;;;;1
Datema-Delfzijl B.V.;;;;;;1;;;;1
DDJ Music B.V.;;;;;;1;;;;1
De 4 Kolommen Cheng;;;;;;;1;;;1
De Baak Administratie;;;;;;2;;;;2
De Baak B.V.;;;;;;1;;;;1
De Baak Noordwijk B.V.;;;;;;1;;;;1
De Bie Reclame B.V.;;;;1;;;;;;1
De Bierelier B.V.;;;;1;;;;;;1
De Biestheuvel Horeca B.V.;;;;;;;1;;;1
De Bloemenkamer;;;;1;;;;;;1
De Blomster;;;;1;;;;;;1
De Bourgondiër;;;;;;1;1;;;1
De Bruin Techniek Den Bosch B.V.;;;1;;;;;;;1
De Burgh Acht B.V.;;;;;;;1;;;1
De Colonie Houten B.V.;;;;1;;;;;;1
De Commandostichting;;;;1;1;;;;;1
de Context;;;;;;1;;;;1
De Dukdalf - MBSOV;;;;1;;;2;;;2
De Efteling B.V.;;;;2;;2;1;;;3
de forelpoel.nl;;;;;;;1;;;1
De geluksfabriek B.V.;;;;1;;;;;;1
De Gereghthof B.V.;;;;;;;1;;;1
De Goede Lijstenmaker;;;;1;;;1;;;1
De Goede t.h.o.d.n. Gall & Gall;;;;1;;;;;;1
De Gouden Vis;;;;;;;1;;;1
De Groot Lasopleidingen B.V.;;;;;;1;;;;1
De Grote Keizer B.V.;;;;;;;1;;;1
De Haagse Hogeschool;;;;;;1;;;;1
De Harmonie;;;;1;;;;;;1
De Heeren van Leeuw Restaurant;;;;1;;;;;;1
De Heische Hoeve B.V.;;;;;;;1;;;1
De Heksenketel;;;;;;;1;;;1
De heren van de Rechter B.V.;;;;1;;;;;;1
De Hooge Vuursche B.V.;;;;1;;;;;;1
De Hoogwerker;;;;;;1;;;;1
De Japanse Watertuin B.V.;;;;1;;;;;;1
De Kaasspecialist;;;;1;;;;;;1
De Kabouterhut;;;;1;;;1;;;1
De Kampanje;;;;;;;1;;;1
De Kookfabriek Den Haag B.V.;;;;;;;1;;;1
De Kort Catering B.V.;;;;1;;;;;;1
De Leemskuilen Uden B.V.;;;1;;;;;;;1
De leestafel;;;1;;;;;;;1
De Lekkernij;;;;1;;;;;;1
De Levensboom;;;;;;1;;;;1
De Lisdodde;;;1;1;;;1;;;1
De Mönnink;;;;;;2;;;;2
De Musykfabryk;;;;;;;1;;;1
De Muur;;;;;;;1;;;1
De Nationale Taptoe;;;;;;1;;;;1
De Nieuwe Dominee;;;1;;;;;;;1
De Nonnen in Vught;;;;;;2;;;;2
De Onderwijsspecialisten;;;1;;;;;;;1
De Oranjerie;;;1;;;;;;;1
de Persgroep Nederland B.V.;;;;1;;;1;;;1
DE REE archiefsystemen;;;;;;1;;;;1
De Ridder B.V.;;;1;;;;;;;1
De Ridder Packaging B.V.;;;1;;;;;;;1
de Rolf groep B.V.;;;;;;2;;;;2
De Rosier Vught B.V.;;;;;;;1;;;1
De Ruggestee B.V.;;;;1;;;;;;1
De Ruijter Sustainability B.V.;;;;;;1;;;;1
De Ruyter Training & Consultancy B.V.;;;;;;1;;;;1
De Schenker B.V.;;;;;;;1;;;1
De Sinjoor;;;;;;;1;;;1
De Sleutelspecialist;;;1;;;;;;;1
De Spreeuwel B.V.;;;;;;;2;;;2
De Stille Boot;;;;;;1;;;;1
De Telefoongids B.V.;;;1;;;;;;;1
De tinnen beker;;;;;;;1;;;1
De Tuinderij;;;;1;;;;;;1
De Tuolle;;;;;;;1;;;1
De Viergang B.V.;;;;;;;1;;;1
de Waker;;;;1;;;;;;1
De Wassenaarse Krant B.V.;;;;1;;;;;;1
De Wilde Pieters;;;;1;;;;;;1
De Wit Communicatie Techniek;;;1;;;;;;;1
De Witte Zwaan B.V.;;;;;;;1;;;1
Deal It;;;;1;;;;;;1
Debatacademie;;;;;;1;;;;1
Debatrix;;;;;;1;;;;1
Decathlon Netherlands B.V.;;;;;;1;2;;;2
December Productions;;;;;;;1;;;1
Decisco B.V.;;;;;;1;;;;1
Decora;;;1;1;;;;;;1
Decoratieverkoopnederland.nl;;;;;;1;;;;1
Decos Systems;;;1;;;;;;;1
Déhora Consultancy Group B.V.;;;;;;2;;;;2
Deitech Computers B.V.;;;;;;1;;;;1
Dek Verkeersopleidingen;;;;;;1;;;;1
Dekker Zoetermeer;;;2;;;;1;;;2
DEKRA Certification B.V.;;;1;;;;;;;1
Delftsch Studenten Corps;;;;;1;;;;;1
Delftse Taxicentrale 'Deltax' B.V.;;;;;;1;;;;1
DELIKAAT;;;;;;;1;;;1
Deloitte Consulting B.V.;;;;;;2;;;;2
DELTA Comfort B.V.;;;1;;;;;;;1
Delta International Promotioneel B.V.;;;;2;;1;2;;;3
Delta International Uniformuitrustingen B.V.;;;1;1;;1;1;;;1
Delta Lloyd Schadeverzekering N.V.;;;;;;1;;;;1
Delta Park Neeltje Jans B.V.;;;;;;;1;;;1
Delta-N IT with brains;;;;;;2;;;;2
Deltex B.V.;;;1;;;;1;;;1
Den Bosch Evenementen B.V.;;;;;;;1;;;1
Den Draeck;;;;;;;1;;;1
Denise Reklame in Vorm;;;1;;;;1;;;1
Denk Producties B.V.;;;;2;;2;;;;2
DenkProducties;;;;;;2;;;;2
Dentaid Benelux B.V.;;;1;;;;;;;1
Dental Union B.V.;;;6;;;1;;;;6
Dentalair Products Nederland B.V.;;;1;;;;;;;1
Denteck B.V.;;;1;;;;;;;1
Dent-Med Materials B.V.;;;1;;;;;;;1
Dermatologie St. Antonius Ziekenhuis;;;1;;;;;;;1
Desdemona B.V.;;;4;;;;;;;4
Design Patriots;;;;;;1;;;;1
Designed 4u;;;;;;;1;;;1
Destil B.V.;;;1;;;;;;;1
Destiny Management Consultancy;;2;;;;;;;;2
Det Norske Veritas B.V.;;;;;;1;;;;1
Devani Creative;;;;1;;;;;;1
Deventer Ziekenhuis;;;;;1;;;;;1
DHS Security B.V.;;;;;;;1;;;1
Diakonessenhuis Utrecht;;;1;;;;;;;1
Dialoc ID B.V.;;;;;;1;;;;1
Dialoc ID Products B.V.;;;;;;1;;;;1
Diamond Kimberlit B.V.;;;;;;2;;;;2
Diane Duinhoven Energetisch Therapeut;;;;;;1;;;;1
DIBKS Train. t.h.o.d.n. Kenneth Smit Training;;;;;2;;;;;2
Dickens Horecabedrijven B.V.;;;;1;;1;1;;;2
Dicomed B.V.;;;1;;;;;;;1
Dielemans Technische Opleidingen;;;;;;1;;;;1
Dierenpark 'Amersfoort' B.V.;;;;1;;;1;;;1
Dierenpark Emmen;;;;;;;1;;;1
Digidoc B.V.;;;;;;1;;;;1
Digital Revolution B.V.;;;1;;;;;;;1
Dijkgraaf-Rijsdorp Drukkerij B.V.;;;;;;1;;;;1
Dikscommuniceert;;;;;;1;;;;1
DIKW Academy B.V.;;;;;;1;;;;1
DilemmaConsult;;;;;;1;;;;1
Dinee Cafe De Kempen;;;;1;;;1;;1;1
Diner Thuis;;;;1;;;1;;;1
DIOR Opleidingen;;;;;;4;;;;4
Dirksen Bedrijfsopleidingen B.V.;;;;;;3;;;;3
Dirksen Opleidingen B.V.;;;1;;;3;;;;3
Display Electronics;;;;;;1;;;;1
Disporta Eerstelijn B.V.;;;1;;;;;;;1
Distinguished;;;;1;;2;;;;2
DJ Bridgeman;;;;;;1;;;;1
DJ Pete Miller;;;;;;;1;;;1
Djaygear.nl B.V.;;;;;;;1;;;1
Djuri den Tuinder;;;;;;1;;;;1
DKD Lasopleidingen;;;;;;1;;;;1
DNV GL Business Assurance;;;;;1;3;;;;3
Doc/sa;;;;;;1;;;;1
Doenederland.nl B.V.;;;;;;1;1;;;1
Doetie's;;;;;;;1;;;1
Dok 28 B.V.;;;;;;;1;;;1
Dokkumer Vlaggen Centrale B.V.;;;1;1;;1;;;;1
Dolfi Laser;;;;1;;;1;;;1
Dolfijn Bowling Tilburg;;;;;;;1;;;1
Dolphins V.O.F.;;;;;;1;;;;1
Domstad Evenementen B.V.;;;;;;;1;;;1
Domstad Evenementen BV;;;;1;;;;;;1
DON Opleidingen;;;;;1;1;;;;1
Doornse Apotheek;;;1;;;;;;;1
Doove Medical B.V.;;;2;;;1;;;;2
Dopper;;;;;;1;;;;1
Dorpshuis 'De Brug';;;;1;;;;;;1
Dörr Kampen B.V.;;;1;;;;;;;1
Douaneopleidingen Nederland B.V.;;;;;;1;;;;1
Double Healix Educational Media B.V.;;;;;;1;;;;1
Double Performance B.V.;;;1;;;;;;;1
Douwe Egberts Horeca;;;;1;;;;;;1
Dr. Weigert Nederland;;;1;;;;;;;1
Draaiorgel Verhuur Peter Nederkoorn;;;;;;;1;;;1
Dräger Medical Netherlands B.V.;;;1;;;;;;;1
DRAGT;;;1;1;;;1;;;1
DRM Network Training & Services B.V.;;;;;;3;;;;3
Drõger Nederland B.V.;;;;;;3;;;;3
Drost Juten Notarissen;;;1;;;;;;;1
Drs. G.J. v.d. Spek Comm.train. & Tekstadv.;;;;;;4;;;;4
Drs. M. van Ekelenburg Organis.-Adviseur B.V.;;;;;;1;;;;1
Drukkerij Akxifo B.V.;;;1;;;;;;;1
Drukkerij 'De bij' B.V.;;;1;;;;;;;1
Drukkerij ROWA B.V.;;;;1;;;;;;1
Drukkerij van Meltvoort;;;;;;;1;;;1
DSH Domburg Sportprijzen Holland/Promopin.nl;;;;;;2;1;;;2
DSL;;;;;;1;;;;1
DTS Veiligheidsopleidingen;;;1;;1;;;;;1
Duikteam 'Zwaardvis';;;1;;;;1;;;1
Dun & Bradstreet B.V.;;;1;;;;;;;1
Dun Yong Foodservices B.V.;;;;1;;;;;;1
Dununba Percussie Workshops;;;;1;;;;;;1
Duo Cursussen B.V.;;;;;;1;;;;1
Duotent;;;1;;;;;;;1
Dupal;;;1;;;;;;;1
Dusecon;;;;;;3;;;;3
Dutch Aviation Group (DAG);;;;;;1;;;;1
Dutch Card Printing;;;;;;;1;;;1
Dutch HealthTec Academy;;;;;1;;;;;1
Dutch Leisure Concepts;;;;;;1;1;;;1
Dutch Magic B.V.;;;;;;;1;;;1
Dutch Security Opleidingen B.V.;;;1;;;;;;;1
Dutch Woundcare Consultant Society;;;;;1;;;;;1
DWF Publishing B.V.;;;;;1;;;;;1
Dynamic Medical & Veterinary Products B.V.;;;1;;;;;;;1
E. Aptroot;;;;;;1;;;;1
E.J. Karman;;;;;;1;;;;1
E.Novation B.V.;;;1;;;;;;;1
E3 ICT B.V.;;;;;;2;;;;2
E3 ICT BV;;;;;;3;;;;3
Eastern Plaza;;;;1;;;;;;1
Eastern Plaza BV;;;;1;;;;;;1
Easy Actors B.V.;;;;;;4;;;;4
EasyStaff;;;;;;2;;;;2
Ebbinge & Company;;;;;1;1;;;;1
E-BON;;;;1;;;;;;1
Ecabo Services;;;2;;2;1;;;;3
ECHOS Home Baan Zulu;;;;1;;1;;;;1
ECHOS Home De Landing;;;;1;1;1;1;;;1
ECHOS Home De Schakel;;;;;;;1;;;1
ECHOS Home De Vrijheid;;;;1;;;;;;1
Echos Home Het Baken;;;;1;;;;;;1
Echte Bakker Verhoog;;;;1;;;;;;1
ECMP BV;;;;;;1;;;;1
Eco Toilet B.V.;;;1;;;;;;;1
Ecologica;;;;;;1;;;;1
Ecomed Nederland B.V.;;;1;;;;;;;1
ECR Nederland B.V.;;;;;;1;1;;;1
Ed van Hoolwerff-Boekhoudcursussen;;;1;;;;;;;1
Edelburijn;;;;1;;1;;;;1
Edin B.V.;;;;;1;1;;;;1
Educasent;;;;;;1;;;;1
Educatieve Boekhandel Lisette B.V.;;;1;;;;;;;1
Edufax B.V.;;;;;;5;;;;5
Edunoord B.V.;;;1;;;;;;;1
Eduvision B.V.;;;;;;1;;;;1
Eduvision BV;;;;;;1;;;;1
Eendracht Adventures;;;1;;;;;;;1
Eestermans Groenten en Fruit B.V.;;;;;;;1;;;1
Eet- en Drinkhuys De Kromme Hoek;;;;1;;;;;;1
EET Europarts B.V.;;;1;;;;;;;1
Eetcafé De Buren;;;;;;;1;;;1
Eetcafé de Kers;;;;1;;;;;;1
Eetcafé het leven;;;;;;;1;;;1
Eetcafé Het Wapen van Harskamp;;;;1;;;;;;1
Eetcafé Janssen & Janssen B.V.;;;;;;;1;;;1
Eetcafé Movies;;;;;;;1;;;1
Eetcafe 't Centrum Harskamp;;;;;;;1;;;1
Eetcafe Westgaag V.O.F.;;;;1;;;;;;1
Eethuis 'De Stoeterij';;;1;1;;;;;;1
Eethuys- Café 'De Generaal';;;;1;;1;;;;1
Eet-Villa Van den Brink;;;;1;;;1;;;1
EFAA. opleidingen;;;1;;;;;;;1
Effectyf B.V.;;;1;;;;;;;1
EGA Multipromotions;;;;1;;;;;;1
EGN Nederland B.V.;;;;;;1;;;;1
Eijkelkamp Soil & Water B.V.;;;;;;1;;;;1
Eilers Handel Nederland B.V.;;;1;;;1;1;;;1
Eithne Jones Events;;;;;;2;;;;2
El Nino B.V. i.o.;;;;;;;1;;;1
El Pollo Productions;;;;;;;1;;;1
Electro-Cap Center B.V.;;;1;;;;;;;1
Elektromotorshop;;;;;;1;;;;1
Elektroraad Opleidingen B.V.;;;;;;1;;;;1
Elektrostores Nederland;;;;;1;;;;;1
Element Materials Technology Amsterdam B.V.;;;;;;1;;;;1
Eleveld's wijnen;;;;;;;1;;;1
Elfa Elementenfabriek B.V.;;;2;;;;;;;2
EliteSport;;;;;;1;;;;1
Ellen Zwart;;;;;;1;;;;1
elmapa wenskaartenonline;;;;1;;;;;;1
Eltak Advisering;;;;;1;;;;;1
Elycio Talen;;;;;;2;;;;2
Embedded Coaching en Consultancy;;;;;;1;;;;1
Emdamed B.V.;;;1;;;;;;;1
Emdaplast B.V.;;;1;;;;;;;1
Emday B.V.;;;;;;1;;;;1
Empathy Works;;;;;;1;;;;1
Emseq Audiovisuals;;;;;1;;;;;1
Endomed B.V.;;;1;;;;;;;1
Endoss B.V.;;;1;;;;;;;1
Eneco Zakelijk;;;1;;;;;;;1
Engels;;;;;;1;;;;1
ENM Design;;;;;;;1;;;1
Enraf-Nonius B.V.;;;2;;;;;;;2
Entermed B.V.;;;2;;;;;;;2
Entertainmentservice Langenberg E.S.L.;;;;;1;1;;;;1
E-Office B.V.;;;;;;1;;;;1
EQIN;;;1;;2;;;;;2
EQUIPP;;;1;;;;;;;1
Eraton B.V.;;;1;;;;;;;1
ERBE Nederland B.V.;;;2;;;;;;;2
Eriks B.V.;;;;;1;;;;;1
Erno Mijland & Ineke van Aaken;;;;;;1;;;;1
Esbe Sportprijzen;;;;;;;1;;;1
Escape World B.V.;;;;;;;1;;;1
Escape010;;;;;;1;;;;1
Espeq Plus B.V.;;;;;;1;;;;1
Esri Nederland;;;;;;1;;;;1
Essence Trainingen Amsterdam B.V.;;;;;;1;;;;1
Etalagepoppengigant B.V.;;;;;1;;;;;1
ETECH-trainingen;;;;;;2;;;;2
Eten & Zo;;;;1;;;;;;1
Etop;;;;;;1;;;;1
Eucalypta;;;;1;;;;;;1
Eur. Instit. voor Certified Public Controll.;;;;1;;1;;;;1
Euro Events B.V.;;;;1;;;1;;;1
Euro Kartracing B.V.;;;;;;;1;;;1
Eurocept B.V.;;;3;;;;;;;3
Eurofins Food Testing Netherlands B.V.;;;1;;;;;;;1
Euromast Horeca B.V.;;;;1;;;;;;1
Euronorm B.V.;;;;;;1;;;;1
European Management Development Centre;;;;;;1;;;;1
Europort Pharmaceuticals B.V.;;;1;;;;;;;1
Eurovote;;;1;;;;;;;1
EVC Centrum Nederland B.V.;;;;;2;6;;;;6
Evelien Keesmaat;;;;;;;1;;;1
Evenementenbureau HET B.V.;;;;1;;1;2;;;2
Evenementenhal Venray B.V.;;;;3;;;;;;3
Evenementenzorg De Toren B.V.;;;;1;;;;;;1
Evert Snel Piano's-Vleugels B.V.;;;1;;;;;;;1
Everything DiSC;;;;;;1;;;;1
Evo B.V.;;;;;1;4;;;;4
eX:plain;;;;;;2;;;;2
Excent Tandtechniek Amsterdam B.V.;;;2;;;;;;;2
Excent Tandtechniek Bergen op Zoom B.V.;;;2;;;;;;;2
Excent Tandtechniek Groningen B.V.;;;2;;;;;;;2
Exho B.V.;;;;;1;1;;;;1
EXO-L B.V.;;;2;;;;;;;2
Experience Island;;;;;;;1;;;1
Expert Leersum;;;1;;;;;;;1
ExpertCollege B.V.;;;1;;;1;;;;1
expert-shops.com;;;1;;;;;;;1
ExplainiT;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
ExplainIT Special Accounts B.V.;;;;;;1;;;;1
Exploitatie Maatschappij De Nieuwe Poort B.V.;;;;;;1;;;;1
Exploitatie Maatschappij Lommerrijk B.V.;;;;1;;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;1;;;;;;1
Expofit B.V.;;;;;1;;;;;1
Exposion;;;1;;;;;;;1
Extra Survivalcursussen en Bushcraft;;;;;;1;;;;1
EyeVinci B.V.;;;1;;;;;;;1
E-Zorg;;;1;;;;;;;1
F&L Publishing Group;;;;;;1;;;;1
F.A.F. Training;;;;;;1;;;;1
F.A.X. Translations B.V.;;;2;;;;;;;2
F.C. Petersen;;;;;1;;;;;1
F.P. Boucher Beheer B.V.;;;;;;;1;;;1
Fa. Veldwijk Sportprijzen en Relatiegesch.;;;1;1;;;;;;1
Fa. Zeilvaartbedrijf J. & A. Toxopeus;;;;1;;;;;;1
Faber Audiovisuals B.V.;;;;;1;;;;;1
Fabius Opleidingen B.V.;;;1;;1;;;;;1
FACEIT;;;;;;1;;;;1
Fade Out;;;;;;;1;;;1
Faes Cases B.V.;;;4;;;;;;;4
Faes Group B.V.;;;4;;;;;;;4
Fagron Nederland B.V.;;;3;;;;;;;3
Falck AVD;;;;;;1;;;;1
Falke & Verbaan B.V.;;;;;;1;;;;1
Familie Wok B.V.;;;;1;;;;;;1
Familyland B.V.;;;;1;;;;;;1
Famous Audio;;;;;;2;;;;2
Fanmarkt;;;;1;;;;;;1
Farmakeur;;;1;;;;;;;1
Farnell (Netherlands) B.V.;;;;;;1;;;;1
Fast Feet t.h.o.d.n. Runnersworld Hoorn;;;2;;;;;;;2
Fast Lane Benelux B.V.;;;;;;1;;;;1
Fast Lane Nederland B.V.;;;;;;3;;;;3
FAVERVUTA, fac.ver. ver. un. tandheelk. A'dam;;;;;1;;;;;1
Federal Express Nederland;;;;;;1;;;;1
Federatie van Nederlandse Ruitersportcentra;;;;;;1;;;;1
Feestloper;;;;;;1;;;;1
Feestshop Joop Brouwer;;;;;;;1;;;1
Felix Trading B.V.;;;2;;;;;;;2
Festa Solutions B.V.;;;2;;;;;;;2
Festo B.V.;;;2;;;;;;;2
FHI, Federatie van Technologiebranches;;;3;;;1;;;;3
Fietsverhuur Veerhaven Texel V.O.F.;;;;;;1;;;;1
Film Atelier Den Haag;;;;;;2;;;;2
FilmService B.V.;;;2;;;;;;;2
Filter Service Heerenveen B.V.;;;1;;;;;;;1
Fire and Care;;;;;;1;;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;;1
Firma Autorijschool Relker;;;;;1;1;;;;1
Firma Café-Restaurant 'De Koerkamp';;;;;;;1;;;1
Firma De Jong;;;;1;;;1;;;1
Firma Janfre;;;;1;;;;;;1
Firma S.J. van Kalsbeek en Zonen;;;;;;1;;;;1
Firma Studio Rood;;;;;1;;;;;1
First Class Education B.V.;;;;;;1;;;;1
Fisher Emergo B.V.;;;1;;;;;;;1
Fitland XL De Geus Langedijk;;;;;;1;;;;1
Fitness Seller;;;1;;;;;;;1
Fit-NL B.V.;;;;;;1;;;;1
Fjallraven B.V.;;;1;;;1;;;;1
Fletcher Hotel Exploitaties B.V.;;;;1;;;;;;1
Fletcher Hotel Kasteel Erenstein;;;;;;;;;1;1
Fletcher Hotel Paleis Het Stadhouderlijk Hof;;;1;;;;1;;;1
Fleurop-Interflora Nederland B.V.;;;;1;;;;;;1
Fleurtiek Amsterdam B.V.;;;;1;;;;;;1
Flex I.D. Software & Training;;;;;;1;;;;1
Flexicon B.V.;;;1;;;;;;;1
Flexned B.V.;;;;;1;;;;;1
Flora en Fauna V.O.F.;;;;1;;;;;;1
Florado Helmond;;;;;;;1;;;1
Flower Lady;;;;1;;;;;;1
