HONDENPOEP;BEHEERDER;STRAAT;OPPERVLAK;OMTREK;LENGTE;X;Y;LONGITUDE;LATITUDE
Verboden voor honden;Gemeente;Aert de Gelderstraat;48.597;28.176;8.054;106488.072;427897.736;4.68330904180158;51.8375551315027
Verboden voor honden;Gemeente;Govert Flinckstraat;13.623;14.984;4.386;106455.740;427564.336;4.6828867113524;51.8345557494526
Verboden voor honden;Gemeente;Beukmolen;94.876;70.580;32.358;106805.550;428354.109;4.687851685528;51.8416844583997
Verboden voor honden;Gemeente;P.J.M. Aalbersestraat;29.734;22.629;7.164;107675.275;427318.529;4.70061311236067;51.8324510882111
Verboden voor honden;Gemeente;Domela Nieuwenhuisstraat;27.556;20.998;5.292;107837.865;426843.749;4.70303651399608;51.8281975323998
Verboden voor honden;Gemeente;Trasmolen;48.924;28.117;7.727;106573.806;428140.296;4.68451898879837;51.8397426804522
Verboden voor honden;Gemeente;Ligusterhof;28.010;22.008;7.006;108144.037;427797.048;4.7073487338397;51.8367915100933
Verboden voor honden;Gemeente;Andoornlaan;41.603;25.801;6.501;108633.242;427826.205;4.71444249343169;51.8370943926177
Verboden voor honden;Gemeente;Staringlaan;56.171;32.435;11.204;106280.643;427184.961;4.68039984199012;51.8311307136034
Verboden voor honden;Gemeente;Staringlaan;96.150;80.502;37.701;106274.894;427177.438;4.68031750204775;51.8310625960979
Verboden voor honden;Gemeente;Tesselschadestraat;33.568;27.105;10.291;106337.985;426954.640;4.68126405941758;51.8290656019727
Verboden voor honden;Gemeente;Anton Mauvestraat;24.618;21.061;7.027;106266.215;427768.888;4.68010832205376;51.8363777454563
Verboden voor honden;Gemeente;Beltmolen;26.222;21.080;6.515;106968.078;427952.974;4.69026566581518;51.8380930864258
Verboden voor honden;Gemeente;Beukmolen;25.364;20.145;5.041;106809.057;428353.822;4.68790261236077;51.8416821814616
Verboden voor honden;Gemeente;Potgieterstraat;32.390;23.999;7.900;106111.952;426976.065;4.67798219832741;51.8292384370966
Verboden voor honden;Gemeente;Dennenhof;42.472;27.115;8.644;108235.166;427918.492;4.70865447236545;51.8378906803145
Verboden voor honden;Gemeente;Ericahof;188.126;56.233;17.142;108222.010;427579.530;4.70850941136989;51.8348430015105
Verboden voor honden;Gemeente;Merwedestraat;76.207;39.251;14.294;107066.369;426383.799;4.69190905024482;51.8239978722834
Verboden voor honden;Gemeente;Lisdreef;26.436;36.273;16.538;107896.286;428118.943;4.7037104079102;51.8396638503583
Verboden voor honden;Gemeente;Acaciahof;26.670;20.658;5.223;107646.073;427657.261;4.70014312982154;51.8354931208604
Verboden voor honden;Gemeente;Randwijk;140.174;60.469;24.517;106363.442;428135.534;4.68146739380528;51.8396816026731
Verboden voor honden;Gemeente;Gerard Dousingel;129.032;97.704;46.050;106719.742;427787.657;4.68668564183008;51.8365858207009
Verboden voor honden;Gemeente;Stellingmolen;15.582;15.790;3.983;107095.253;428040.645;4.69209870268871;51.8388919883557
Verboden voor honden;Gemeente;Korenbloemstraat;50.127;30.263;10.233;107193.230;427228.439;4.69363246465929;51.8316003234927
Verboden voor honden;Gemeente;Scheidingslaan;62.916;35.391;12.768;107036.895;426881.452;4.69141261099287;51.8284682242693
Verboden voor honden;Gemeente;Beukmolen;93.803;89.073;42.320;106751.267;428349.255;4.68706471178998;51.8416361445188
Verboden voor honden;Gemeente;Beukmolen;88.746;43.447;16.268;106753.522;428351.790;4.68709707847745;51.8416591236855
Verboden voor honden;Gemeente;Stellingmolen;49.544;27.201;6.800;107239.034;428080.021;4.69417941482242;51.8392582096084
Verboden voor honden;Gemeente;Heidezoom;100.558;76.539;35.431;107338.251;427756.091;4.69566360245453;51.8363552211958
Verboden voor honden;Gemeente;Lage Molen;25.487;20.194;5.079;106780.945;428681.621;4.6874490156856;51.8446259857645
Verboden voor honden;Gemeente;Standerdmolen;21.838;44.899;21.430;107075.263;428437.510;4.6917536924172;51.8424572679251
Verboden voor honden;Gemeente;Torenmolen;4.634;12.306;5.275;106899.901;428543.382;4.68919441111583;51.8433937625309
Verboden voor honden;Gemeente;Wieklaan;63.567;29.811;7.453;106912.446;428128.628;4.68943409396442;51.8396670655374
Verboden voor honden;Gemeente;Groen v Prinstererstraat;19.934;18.257;5.512;107454.842;426916.672;4.69747045399788;51.8288205003702
Verboden voor honden;Gemeente;Stellingmolen;28.567;18.947;4.737;107071.373;427945.247;4.69176543669744;51.8380325091183
Verboden voor honden;Gemeente;Zilverschoonstraat;20.306;18.025;4.512;107064.593;427331.445;4.69175208202519;51.8325151135054
Verboden voor honden;Gemeente;Dorstense aak;46.360;25.486;6.372;108636.725;427423.503;4.7145469760329;51.8334752075025
Verboden voor honden;Gemeente;Vinkenpad;13.749;15.999;5.500;106832.655;426676.260;4.68847848518228;51.8266064007319
Verboden voor honden;Gemeente;Ericahof;25.021;17.976;4.494;108213.006;427595.327;4.70837664636255;51.834984230338
Verboden voor honden;Gemeente;Parkweg;71.778;56.381;25.360;108405.691;427188.824;4.71122684091707;51.8313466980213
Verboden voor honden;Gemeente;Willem Roelofsstraat;39.175;25.055;6.506;106333.574;427880.309;4.68106992156146;51.8373850604869
Verboden voor honden;Gemeente;Gerard Dousingel;199.958;123.416;58.277;106714.702;427789.435;4.68661227121286;51.8366013656197
Verboden voor honden;Gemeente;Tesselschadestraat;69.639;34.714;11.061;106356.554;426942.437;4.68153513615139;51.8289575391345
Verboden voor honden;Gemeente;Wipmolen;2.530;6.800;2.300;106683.175;428061.143;4.6861169258783;51.8390407306419
Verboden voor honden;Gemeente;Haagbeukhof;62.474;28.245;7.061;107460.507;427693.774;4.69744590094016;51.8358055369766
Verboden voor honden;Gemeente;Anemoonhof;45.871;42.898;19.040;108303.664;427929.636;4.70964680023721;51.8379965725514
Verboden voor honden;Gemeente;Lancasterplein;223.337;63.680;21.407;109317.061;427530.609;4.72440283389851;51.8344939223769
Verboden voor honden;Gemeente;Tesselschadestraat;104.680;41.319;11.752;106298.897;426970.904;4.68069476058128;51.8292083760758
Verboden voor honden;Gemeente;Staringlaan;10.501;13.000;3.500;106212.390;427090.894;4.67942297554056;51.8302792906618
Verboden voor honden;Gemeente;Randwijk;6.692;16.383;7.271;106356.786;428125.270;4.68137226202858;51.8395887711292
Verboden voor honden;Gemeente;Stellingmolen;76.834;35.711;10.622;107060.207;427959.743;4.69160142185525;51.8381618400144
Verboden voor honden;Gemeente;Stellingmolen;23.527;19.862;6.028;107151.819;428217.017;4.69289504009029;51.8404820561899
Verboden voor honden;Gemeente;Aviolandaplein;125.882;47.084;15.331;106230.165;426254.941;4.67979857348576;51.8227673532385
Verboden voor honden;Gemeente;Johannes Vermeerstraat;402.718;152.668;70.632;106399.770;427700.193;4.68205563325341;51.8357719553483
Verboden voor honden;Gemeente;Zeeuwse schouw;1.662;17.029;8.315;108659.528;427281.165;4.71489684766906;51.8321977689015
Verboden voor honden;Gemeente;Andoornlaan;303.731;72.867;23.520;108751.552;427811.845;4.71616093402736;51.8369751331781
Verboden voor honden;Gemeente;Andoornlaan;6396.285;327.880;99.937;108558.944;427830.378;4.71336396825488;51.8371257273447
Verboden voor honden;Gemeente;Andoornlaan;57.873;94.564;46.025;108736.792;427789.636;4.71594975564348;51.8367742970985
Verboden voor honden;Gemeente;Andoornlaan;919.037;316.203;152.058;108799.198;427792.708;4.71685476761824;51.8368070730838
Verboden voor honden;Gemeente;Campanulahof;30.706;24.332;8.592;108046.586;427915.302;4.70591881534913;51.8378461891447
Verboden voor honden;Gemeente;Meelbeshof;64.032;59.541;27.437;107905.055;427837.346;4.70387596730457;51.8371336098132
Verboden voor honden;Gemeente;Spinbolmolen;16.774;18.281;6.598;107318.003;428311.852;4.69529325256205;51.8413486381327
Verboden voor honden;Gemeente;Torenmolen;14.056;16.387;5.748;106903.963;428548.753;4.68925260658999;51.8434423864627
Verboden voor honden;Gemeente;Lijsterbeshof;11.354;13.696;4.032;107657.258;427979.433;4.70026132773874;51.8383897339458
Verboden voor honden;Gemeente;Wieklaan;59.166;28.978;7.245;106937.160;428124.547;4.68979324709158;51.8396325128908
Verboden voor honden;Gemeente;Zeeuwse schouw;44.740;24.571;6.143;108655.710;427343.813;4.71483307141648;51.8327605309667
Verboden voor honden;Gemeente;Giebelhof;150.264;50.297;15.375;108932.881;427626.358;4.71881646348966;51.835322963752
Verboden voor honden;Gemeente;Trompetnarcis;222.629;99.937;45.024;107045.663;427415.436;4.69146582527045;51.8332683951122
Verboden voor honden;Gemeente;Govert Flinckstraat;25.539;20.653;6.222;106459.299;427560.770;4.68293884466673;51.8345240077586
Verboden voor honden;Gemeente;Kluchter;121.231;39.495;9.874;108877.675;427400.131;4.71804567677672;51.8332850850349
Verboden voor honden;Gemeente;Oltmansstraat;122.555;57.876;23.785;106019.776;427108.921;4.67662629110167;51.830424463897
Verboden voor honden;Gemeente;Oltmansstraat;73.287;38.409;13.951;106028.777;427105.293;4.67675737676056;51.8303926447067
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;3.301;13.472;6.204;107874.216;427007.642;4.70354150396883;51.8296736641047
Verboden voor honden;Gemeente;Watermolen;70.640;50.122;21.824;107247.088;428431.719;4.69424773180029;51.8424199359793
Verboden voor honden;Gemeente;Watermolen;16.201;16.201;4.500;107252.877;428432.300;4.69433165193805;51.8424256528854
Verboden voor honden;Gemeente;Parkweg;29.627;21.782;5.608;108409.046;427189.501;4.71127542016895;51.8313530626711
Verboden voor honden;Gemeente;Wipmolen;39.667;38.094;16.667;106684.381;428054.844;4.68613530354548;51.8389842200339
Verboden voor honden;Gemeente;Veerweg;77.923;35.761;10.357;106677.778;427137.542;4.68616757374486;51.8307390034322
Verboden voor honden;Gemeente;Wiardi Beckmanstraat;65.522;35.959;12.900;107754.235;427227.236;4.70177105771675;51.8316372335248
Verboden voor honden;Gemeente;Berkenhof;236.186;93.317;40.881;107566.105;427586.840;4.69899259622004;51.8348533961413
Verboden voor honden;Gemeente;Notenhof;27.775;21.054;5.263;107764.462;427929.744;4.70182353954634;51.8379522075304
Verboden voor honden;Gemeente;P.J. Troelstrastraat;31.990;22.644;5.897;107554.667;427098.108;4.69889364685062;51.8304597248935
Verboden voor honden;Gemeente;Wieklaan;93.832;40.564;13.142;106984.698;428112.792;4.69048462752684;51.8395309482164
Verboden voor honden;Gemeente;Veerweg;51.051;28.598;7.400;106688.089;427175.101;4.6863119090565;51.831077472995
Verboden voor honden;Gemeente;Staringlaan;120.158;72.318;32.457;106206.815;427090.236;4.67934219512528;51.8302728897755
Verboden voor honden;Gemeente;P.J. Troelstrastraat;47.516;30.461;10.852;107561.934;427106.429;4.69899792532206;51.8305351307317
Verboden voor honden;Gemeente;Leliestraat;53.184;32.489;11.698;106904.901;426970.083;4.68948561422995;51.8292534888326
Verboden voor honden;Gemeente;Dokter Rietveldplein;90.957;38.345;10.556;106876.915;426382.489;4.68916131481011;51.8239698153765
Verboden voor honden;Gemeente;Veerweg;31.390;26.837;10.400;106687.051;427180.503;4.68629609719061;51.8311259360659
Verboden voor honden;Gemeente;Tesselschadestraat;126.038;64.102;27.462;106319.512;426968.106;4.68099419637271;51.8291850243018
Verboden voor honden;Gemeente;Merwedestraat;38.190;24.719;6.204;107068.124;426380.051;4.69193502427158;51.8239643359598
Verboden voor honden;Gemeente;Schoorweg;363.058;138.971;63.794;108154.569;426937.485;4.70761787402355;51.8290666711446
Verboden voor honden;Gemeente;Gerard Dousingel;35.722;23.988;6.488;106722.632;427790.833;4.6867271281592;51.8366146161254
Verboden voor honden;Gemeente;Stellingmolen;39.492;27.407;9.583;107100.520;428037.425;4.69217556835916;51.8388634988932
Verboden voor honden;Gemeente;Graskarper;118.971;39.333;9.833;109611.353;427408.828;4.72868835463493;51.8334233438782
Verboden voor honden;Gemeente;Adriaen van Ostadestraat;7.870;11.309;3.178;106557.200;427502.329;4.6843673497178;51.8340072421366
Verboden voor honden;Gemeente;Groen v Prinstererstraat;23.876;19.934;5.962;107451.474;426911.745;4.69742227457615;51.8287759301056
Verboden voor honden;Gemeente;Weidemolen;12.046;15.070;5.233;107219.708;428342.983;4.69386269391012;51.8416200414444
Verboden voor honden;Gemeente;Heidezoom;27.324;22.887;8.049;107333.152;427755.815;4.69558966219737;51.8363523054534
Verboden voor honden;Gemeente;Markt;92.110;41.937;14.705;106418.170;426689.325;4.68246445324449;51.8266879457444
Verboden voor honden;Gemeente;Wieklaan;55.491;28.152;7.038;106923.891;428125.796;4.68960054796831;51.8396425969124
Verboden voor honden;Gemeente;Wiardi Beckmanstraat;14.985;16.727;5.763;107759.256;427219.535;4.70184494779996;51.8315684418312
Verboden voor honden;Gemeente;Wilgenhof;46.240;27.517;7.921;107835.513;427400.253;4.70292657333185;51.8331991705436
Verboden voor honden;Gemeente;Randwijk;33.493;23.335;6.568;106250.078;428044.063;4.6798354352386;51.8388495869786
Verboden voor honden;Gemeente;Notenhof;12.390;17.011;6.639;107764.311;427934.803;4.70182065811991;51.8379976647922
Verboden voor honden;Gemeente;Berkenhof;21.236;19.872;6.824;107557.067;427586.048;4.69886158226062;51.8348455102066
Verboden voor honden;Gemeente;Duindoornhof;29.554;22.575;7.160;108385.666;427927.996;4.71083678431116;51.8379886814019
Verboden voor honden;Gemeente;Walmolen;38.250;26.000;8.500;107008.805;428298.308;4.69080867373229;51.8412004243295
Verboden voor honden;Gemeente;Alfred Nobelstraat;24.626;21.049;7.013;108516.072;427052.793;4.71284638521847;51.8301332492972
Verboden voor honden;Gemeente;Dennenhof;16.374;16.186;4.076;108232.336;427907.083;4.70861495409614;51.8377878997594
Verboden voor honden;Gemeente;Randwijk;8.825;12.060;3.530;106364.513;428132.865;4.68148330855083;51.8396577071835
Verboden voor honden;Gemeente;Wiardi Beckmanstraat;26.902;22.219;7.543;107746.395;427102.135;4.70167440110161;51.8305121678018
Verboden voor honden;Gemeente;Margriethof;21.000;19.000;6.000;107667.775;428211.766;4.70038213764366;51.8404788211606
Verboden voor honden;Gemeente;Acaciahof;21.858;19.289;6.004;107652.849;427672.083;4.70023940906165;51.8356269145951
Verboden voor honden;Gemeente;Martinus Nijhoffstraat;75.949;31.922;7.981;106198.635;427551.116;4.67915855508111;51.8344145290628
Verboden voor honden;Gemeente;Trasmolen;16.477;18.487;6.832;106570.033;428142.695;4.68446390886598;51.839763915352
Verboden voor honden;Gemeente;Violenstraat;53.378;33.598;12.544;106997.250;426914.077;4.69083300323359;51.8287580515037
Verboden voor honden;Gemeente;Veerweg;105.686;41.325;11.355;106691.686;427159.081;4.68636632519149;51.830933797285
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;188.270;102.275;47.144;107881.566;427010.206;4.70364777601239;51.8296973291336
Verboden voor honden;Gemeente;Lisdreef;45.700;32.549;12.667;107897.097;428114.408;4.70372279245644;51.8396231584027
Verboden voor honden;Gemeente;Merwedestraat;246.554;90.338;38.817;107133.522;426387.402;4.6928825670441;51.8240360119746
Verboden voor honden;Gemeente;Douwes Dekkerlaan;1429.274;314.842;147.747;106218.163;427462.087;4.67945440984505;51.8336160490254
Verboden voor honden;Gemeente;van der Palmstraat;832.622;122.005;40.386;106411.591;427348.281;4.68227653735836;51.8326100252146
Verboden voor honden;Gemeente;Zeeuwse schouw;1.664;17.052;8.326;108655.841;427315.137;4.71483881141242;51.8325028026193
Verboden voor honden;Gemeente;Andoornlaan;861.708;226.516;105.056;108719.690;427722.135;4.71571065734266;51.8361661833889
Verboden voor honden;Gemeente;Rietdreef;40.425;35.375;14.991;108070.425;428063.076;4.70624465102875;51.8391763784028
Verboden voor honden;Gemeente;Alfred Nobelstraat;29.778;22.993;7.555;108518.071;427067.637;4.71287339039837;51.8302668331444
Verboden voor honden;Gemeente;Wieklaan;127.564;62.492;26.417;106925.940;428137.255;4.68962868569224;51.8397457659193
Verboden voor honden;Gemeente;Boegspriet;24.743;21.276;7.203;108788.603;427564.064;4.71673158047263;51.8347511503102
Verboden voor honden;Gemeente;Tulpstraat;137.522;57.525;22.706;106951.187;426941.958;4.69016094677346;51.8290046851682
Verboden voor honden;Gemeente;Markt;36.784;27.954;10.460;106375.555;426664.180;4.68184984325372;51.8264582374451
Verboden voor honden;Gemeente;Noordhoek;733.367;110.682;33.353;105997.745;427585.484;4.67623923383134;51.8347058410707
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;27.221;20.474;5.118;107871.789;427009.668;4.70350602145759;51.8296916690095
Verboden voor honden;Gemeente;Margriethof;77.905;35.837;10.497;107666.512;428204.409;4.70036481833486;51.8404125898413
Verboden voor honden;Gemeente;Notenhof;20.334;27.903;12.298;107760.950;427927.869;4.70177284019555;51.8379350581361
Verboden voor honden;Gemeente;Wipmolen;21.189;18.570;5.245;106686.310;428047.198;4.68616435938697;51.8389156652251
Verboden voor honden;Gemeente;Madeliefstraat;24.185;20.579;6.656;107262.820;427358.776;4.69462402180986;51.8327777358321
Verboden voor honden;Gemeente;Tesselschadestraat;21.785;18.697;4.926;106331.664;426943.351;4.6811739539094;51.8289635866813
Verboden voor honden;Gemeente;Anton Mauvestraat;131.387;97.562;45.920;106266.227;427763.984;4.68010918673528;51.8363336697561
Verboden voor honden;Gemeente;Vinkenpad;209.146;57.947;15.337;106819.029;426668.667;4.68828189338848;51.8265369805263
Verboden voor honden;Gemeente;Trasmolen;16.747;16.570;4.785;106578.224;428133.724;4.68458401125156;51.8396839948545
Verboden voor honden;Gemeente;Willem Kloosstraat;144.603;63.857;26.465;106056.980;427338.534;4.67713352387397;51.8324914675305
Verboden voor honden;Gemeente;Kamperfoeliestraat;25.510;20.203;5.066;107014.408;427244.854;4.69103604507264;51.8317325305513
Verboden voor honden;Gemeente;Domela Nieuwenhuisstraat;48.051;28.913;9.277;107850.852;426839.742;4.70322544635403;51.8281626136558
Verboden voor honden;Gemeente;Torenmolen;24.994;20.367;6.057;106924.442;428505.266;4.68955581351611;51.8430532919081
Verboden voor honden;Gemeente;Walmolen;35.413;35.792;15.630;107006.158;428300.657;4.69076994009088;51.8412213095276
Verboden voor honden;Gemeente;Merwedesingel;27.846;22.848;7.899;107203.575;426419.041;4.69389427866628;51.8243263780586
Verboden voor honden;Gemeente;Wiardi Beckmanstraat;52.250;29.483;8.812;107850.377;427164.016;4.70317439048728;51.8310771365605
Verboden voor honden;Gemeente;Staringlaan;143.415;60.196;24.163;106345.471;427263.023;4.68132930858376;51.8318379783544
Verboden voor honden;Gemeente;Stellingmolen;68.301;33.069;8.477;107196.373;428149.411;4.69355084618658;51.8398782329415
Verboden voor honden;Gemeente;Karel Doormanlaan;53.116;29.272;7.979;107465.979;426569.855;4.69767962207774;51.8257042709034
Verboden voor honden;Gemeente;Torenmolen;5.757;19.587;9.165;106905.015;428543.121;4.68926865478571;51.8433918570872
Verboden voor honden;Gemeente;Graskarper;16.825;17.153;5.539;109597.757;427376.053;4.72849540969202;51.8331276575247
Verboden voor honden;Gemeente;Kikkersteeg;54.649;29.576;7.541;106374.054;426593.336;4.68183801997926;51.8258213654556
Verboden voor honden;Gemeente;Violenstraat;85.001;91.475;43.797;106991.737;426913.710;4.69075308289887;51.8287542792709
Verboden voor honden;Gemeente;Veerweg;82.811;49.055;20.485;106704.121;427157.850;4.68654688681213;51.8309238081684
Verboden voor honden;Gemeente;Zernikelaan;59.764;37.944;14.983;108059.558;426846.443;4.70625198162303;51.8282404143787
Verboden voor honden;Gemeente;Margriethof;70.752;60.153;27.504;107667.111;428213.812;4.70037222328612;51.8404971542218
Verboden voor honden;Gemeente;Tesselschadestraat;4.643;7.638;1.910;106344.088;426931.743;4.68135580759604;51.8288603367955
Verboden voor honden;Gemeente;Wipmolen;39.108;25.014;6.253;106791.652;427972.754;4.68770315802432;51.8382556694864
Verboden voor honden;Gemeente;Madeliefstraat;21.556;18.676;5.163;107252.274;427347.876;4.69447253211471;51.8326788660098
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;44.974;28.382;9.413;107877.618;427000.674;4.70359180275634;51.8296113229004
Verboden voor honden;Gemeente;Wilgenhof;61.790;32.419;10.079;107828.946;427394.318;4.70283211213713;51.8331452725716
Verboden voor honden;Gemeente;Veerweg;65.197;32.572;9.198;106700.605;427172.900;4.68649378164538;51.8310587726677
Verboden voor honden;Gemeente;Zeeuwse schouw;24.002;20.001;6.000;108653.886;427334.351;4.71480787709983;51.8326753354224
Verboden voor honden;Gemeente;Veerweg;71.705;39.142;14.690;106678.936;427150.809;4.68618252042157;51.8308583465286
Verboden voor honden;Gemeente;Willem Kloosstraat;87.557;50.324;20.991;106049.176;427332.807;4.67702112036359;51.8324393100148
Verboden voor honden;Gemeente;Meindert Hobbemastraat;22.445;19.132;5.441;106445.490;427807.907;4.68270383427934;51.8367440560019
Verboden voor honden;Gemeente;Martinus Nijhoffstraat;87.401;57.464;25.274;106187.063;427570.442;4.67898794605753;51.8345872185991
Verboden voor honden;Gemeente;Wipmolen;22.995;19.198;5.000;106681.385;428064.240;4.68609052189447;51.8390684114021
Verboden voor honden;Gemeente;Hortensiastraat;32.715;23.069;6.506;107070.959;427195.113;4.69186331167179;51.831290315449
Verboden voor honden;Gemeente;Leliestraat;83.849;90.049;43.078;106899.046;426970.258;4.68940065674605;51.8292545577068
Verboden voor honden;Gemeente;Vinkenpad;270.486;112.311;50.834;106831.139;426671.090;4.68845721448493;51.8265598023686
Verboden voor honden;Gemeente;Constantijn Huygenslaan;24.000;20.000;6.000;106470.396;426867.952;4.6831969669697;51.8282979720654
Verboden voor honden;Gemeente;Tesselschadestraat;26.857;19.202;4.801;106350.759;426927.770;4.68145313505395;51.828825208613
Verboden voor honden;Gemeente;Dijkstraat;65.326;43.660;18.251;107105.965;426472.744;4.69247106491522;51.8248007009955
Verboden voor honden;Gemeente;Irispad;50.267;27.921;6.980;107005.355;427073.792;4.6909284314725;51.8301942574439
Verboden voor honden;Gemeente;Stellingmolen;46.728;27.566;7.766;107077.963;428035.629;4.69184853340347;51.8388454218135
Verboden voor honden;Gemeente;Karel Doormanlaan;23.347;20.181;6.497;107366.314;426616.268;4.69622759924732;51.8261129421154
Verboden voor honden;Gemeente;Zernikelaan;88.822;36.202;9.050;108115.640;426890.457;4.70705953588241;51.8286407196018
Verboden voor honden;Gemeente;Oostkil;1184.415;144.063;46.633;109441.914;427234.685;4.72625313615752;51.8318443556965
Verboden voor honden;Gemeente;Andoornlaan;3282.982;881.283;433.061;108715.627;427759.738;4.71564668053328;51.8365038214639
Verboden voor honden;Gemeente;Lijsterbeshof;77.287;35.425;9.926;107647.117;427978.918;4.70011426190465;51.8383842455675
Verboden voor honden;Gemeente;Anemoonhof;11.470;13.750;4.026;108248.748;427980.855;4.70884310672653;51.8384523332897
Verboden voor honden;Gemeente;Lancasterplein;112.338;49.621;18.851;109235.531;427555.155;4.72321676243865;51.8347078683536
Verboden voor honden;Gemeente;Boegspriet;124.691;77.119;34.996;108785.323;427570.598;4.71668312196379;51.8348096064073
Verboden voor honden;Gemeente;Kamperfoeliestraat;9.145;12.097;3.035;107005.862;427236.602;4.6909132133221;51.8316576279917
Verboden voor honden;Gemeente;Giebelhof;111.592;51.068;19.937;108961.532;427608.361;4.7192345295967;51.8351635690663
Verboden voor honden;Gemeente;Staringlaan;25.442;20.201;5.300;106279.768;427174.818;4.68038857620761;51.8310394727667
Verboden voor honden;Gemeente;Tesselschadestraat;17.526;19.048;7.032;106347.289;426947.469;4.68140003111342;51.8290019597377
Verboden voor honden;Gemeente;Randwijk;129.260;81.270;37.156;106246.818;428045.999;4.67978786263748;51.8388667030582
Verboden voor honden;Gemeente;P.J. Troelstrastraat;36.015;24.006;6.037;107567.070;427093.893;4.69907414855967;51.8304228937651
Verboden voor honden;Gemeente;Haagbeukhof;29.893;20.698;5.175;107454.858;427685.367;4.69736509900847;51.8357294945632
Verboden voor honden;Gemeente;Merwedesingel;29.662;22.137;6.518;107207.095;426409.520;4.69394664864843;51.8242411047676
Verboden voor honden;Gemeente;Spinbolmolen;93.731;37.343;9.336;107343.446;428461.020;4.69564188254304;51.8426915214872
Verboden voor honden;Gemeente;Tjalk;2.663;8.466;3.465;108664.259;427224.836;4.71497302123747;51.8316918774992
Verboden voor honden;Gemeente;Blauw druifje;12.500;14.999;5.000;106935.611;427227.034;4.68989542004865;51.8315655921846
Verboden voor honden;Gemeente;Trasmolen;171.039;74.380;31.814;106572.505;428132.139;4.68450125365479;51.8396692532045
Verboden voor honden;Gemeente;Korenbloemstraat;30.597;22.402;6.476;107203.663;427250.626;4.69378075111209;51.8318006316857
Verboden voor honden;Gemeente;Meindert Hobbemastraat;174.696;54.250;16.603;106441.389;427787.843;4.68264715030473;51.8365633658898
Verboden voor honden;Gemeente;Ligusterhof;35.812;24.023;6.514;108136.583;427798.953;4.70724032907478;51.8368080068653
Verboden voor honden;Gemeente;Duindoornhof;13.067;14.598;4.151;108364.021;427914.761;4.71052452180978;51.8378679190302
Verboden voor honden;Gemeente;Willem Roelofsstraat;139.067;92.073;42.786;106330.506;427876.538;4.68102593928181;51.8373508997583
Verboden voor honden;Gemeente;Groen v Prinstererstraat;23.856;19.543;5.011;107463.156;426925.299;4.69758987207821;51.8288987468732
Verboden voor honden;Gemeente;Anton Mauvestraat;8.713;11.980;3.502;106262.341;427766.307;4.68005248016474;51.8363542096683
Verboden voor honden;Gemeente;Meindert Hobbemastraat;117.022;78.444;35.969;106446.023;427812.098;4.68271097928699;51.8367817707054
Verboden voor honden;Gemeente;Hortensiastraat;30.872;22.225;5.574;107077.915;427202.658;4.69196317610939;51.8313587261687
Verboden voor honden;Gemeente;Gerard Dousingel;28.086;22.027;7.003;106726.596;427782.713;4.68678577233095;51.8365419767172
Verboden voor honden;Gemeente;Duivenstraat;2037.928;191.249;63.563;106942.479;426664.264;4.69007317402855;51.8265080373888
Verboden voor honden;Gemeente;Zilverschoonstraat;39.050;25.016;6.503;107069.107;427339.384;4.69181646793089;51.8325868560588
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;56.424;30.146;8.150;107883.429;427014.633;4.70367419866184;51.8297372759594
Verboden voor honden;Gemeente;Beltmolen;180.146;102.659;47.540;106965.479;427953.192;4.69022792683568;51.8380948223092
Verboden voor honden;Gemeente;Aert de Gelderstraat;128.742;88.290;41.005;106485.430;427899.915;4.68327040421553;51.837574486733
Verboden voor honden;Gemeente;Wiardi Beckmanstraat;134.762;79.021;35.740;107846.344;427167.481;4.70311541291567;51.8311079394826
Verboden voor honden;Gemeente;Dijkstraat;13.748;15.999;5.500;107108.542;426480.633;4.69250735235266;51.824871827835
Verboden voor honden;Gemeente;Meelbeshof;65.384;31.708;7.927;107896.951;427787.002;4.70376524169466;51.8366804370161
Verboden voor honden;Gemeente;Randwijk;28.712;22.442;7.274;106359.018;428126.147;4.68140452370683;51.8395968478971
Verboden voor honden;Gemeente;Amberdreef;45.792;28.621;9.480;108158.972;427475.561;4.70760893154356;51.8339032499261
Verboden voor honden;Gemeente;Groen v Prinstererstraat;22.130;19.470;6.117;107451.226;426917.730;4.69741785508873;51.8288297019197
Verboden voor honden;Gemeente;Torenmolen;27.892;22.752;7.800;106903.331;428545.384;4.68924390425291;51.8434120517346
Verboden voor honden;Gemeente;Rietdreef;6.727;11.777;4.338;108067.414;428055.316;4.70620201601395;51.8391063789031
Verboden voor honden;Gemeente;Rozenstraat;136.398;57.496;22.754;106857.753;426998.489;4.68879773086294;51.8295047399361
Verboden voor honden;Gemeente;Giebelhof;328.245;132.565;60.892;108933.803;427635.874;4.71882857329543;51.8354085693831
Verboden voor honden;Gemeente;Giebelhof;253.995;101.312;45.014;108924.451;427640.327;4.71869230030314;51.835447821571
Verboden voor honden;Gemeente;Evertsenstraat;55.155;37.460;15.070;107363.305;426634.607;4.69618143031271;51.826277515779
