FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35ba,St. Radboudziekenhuis/F.C. Donderslaan,Sanerings evaluatie,Iwaco B.V.,01-06-1995,0923/33.3507.0,"Conclusies en aanbevelingen: het betreft hier de monitoring van een sanering van een verontreiniging nabij twee voormalige tanks door middel van 'bioventing'. Bij bioventing wordt de biologische afbraak gestimuleerd door toevoer van verse lucht en voedingstoffen.
Na het opstarten van de sanering (8/9/94) heeft het systeem vrijwel permanent gedraaid. Bij aanvang van de sanering waren reeds voldoende micro-organismen aanwezig voor een snelle start van de afbraak. Tijdens de
sanering zijn de aantallen niet waarneembaar toegenomen. Gedurende de eerste 4 maanden is een temperatuurtoename van 15 graden gemeten in de kern van de verontreiniging. Deze verhoogde temperatuur zal de biologische afbraak positief beinvloeden. Tijdens de sanering is 2 maal 5 m3 water met daarin voedingsstoffen geinfiltreerd. Uit de metingen aan de bodemtemperatuur valt af te leiden dat dit in ieder geval in het begin een positieve invloed op de afbraak heeft gehad. Uit de verschillende metingen kan verder worden afgeleid dat in de eerste 6 maanden van de sanering ongeveer 8-10 m3 minerale olie is afgebroken van de geschatte 10-13 m3 (= 10-13 mg olie/kg grond per dag). Daarnaast is naar schatting 20-25 kg verontreiniging in de vluchtige vorm verwijderd. Uit de analysereultaten blijkt dat met name de bovenste 10 m nog steeds verontreinigd is. Na 6 maanden saneren is in het grondwater geen minerale olie of vluchtige aromaten aangetroffen. Hieruit wordt geconcludeerd dat er geen verspreiding van de verontreiniging naar het grondwater heeft plaatsgevonden.
Aanbevolen wordt de sanering en de monitoring te continueren. Aangezien de diepere verontreiniging niet meer is aangetroffen kan overwogen worden om de diepere filters af te sluiten zodat het ondiepere pakket extra belucht wordt.",Sanering onder Milieukundige begeleiding 1,271,NZ026800987,367,,"POLYGON ((187975.398 426388.642, 188009.248 426382.811, 188021.881 426433.343, 187988.679 426443.061, 187983.82 426436.583, 187980.419 426423.302, 187975.398 426388.642))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35bb,Ubbergseveldweg 150,Verkennend onderzoek NVN 5740,Inpijn-Blokpoel Son Milieu BV,29-07-1996,0824/MB-1462,"N.B. eigenlijk is dit meer een nader onderzoek dan een verkennend onderzoek.
Hypothese is niet gesteld
Zintuiglijke waarnemingen: bij boring 7 werd een weinig puin waargenomen (0-0.5 m-mv).
Resultaten:
   Bovengrond: in de monsters werd geen zinkgehalte boven de S-waarde aangetoond.
   Ondergrond: bij de boringen 15 t/m 18 werden geen verhogingen aan BTEX-componenten aangetroffen.
   Grondwater: niet onderzocht (> -5 m-mv)
Conclusies en aanbevelingen: de tijdens het eerdere verkennende onderzoek aangetoonde verontreinigingen met zink en vluchtige aromatische koolwaterstoffen zijn niet opnieuw vastgesteld. De aangetroffen bodemkwaliteit wordt aanvaardbaar geacht voor de geplande woonbestemming. Aangenomen dat de aangetroffen minerale olie in het eerdere verkennende onderzoek deels zijn veroorzaakt door humuszuren, is bij ontgraving de grond toepasbaar als categorie I.",Verkennend Onderzoek 2,251,NZ026801062,374,,"POLYGON ((189932.373 427548.429, 189941.675 427566.833, 189949.877 427583.437, 189935.774 427586.838, 189923.471 427553.03, 189932.373 427548.429))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35bc,Sperwerstraat,Sanerings evaluatie,Fugro,22-12-1992,0725/F-6679/002,"Verontreinigingssituatie:
Op het westelijk terreindeel komen sterk verhoogde loodgehaltes voor, die duidelijk gerelateerd zijn aan het voorkomen van puin in de bodem. Het hoogst gemeten loodgehalte is 3400 mg/kg droge stof in een sterk puinhoudend monster van laag 0.7-1.0 m-mv. Op het oostelijk terreindeel is sprake van een diffuse verontreiniging met lood, met een maximum van 270 mg/kg. Hier neemt het gehalte duidelijk af met de diepte en er lijkt geen verband te zijn met het voorkomen van puin. Op de plek waar hout is geimpregneerd worden verhoogde pentachloorfenol-concentraties aangetroffen tussen 0.3 en 8.5 mg/kg.
Sanering:
Deze is uitgevoerd in de periode van 17 tot en met 21 december. Het doel is om de lgrond terug te saneren tot de B-waarde voor lood en de A-waarde voor pentachloorfenol. In totaal is 836,820 met lood en pentachloorfenol verontreinigde grond afgevoerd naar de ARN te Nijmegen. Circa 377 m3 met lood verontreinigde grond is afgevoerd naar een tijdelijk depot bij Tiemstra B.V. te Nijmegen. Tijdens archeologische werkzaamheden na de sanering werd ongeveer 1 m3 grond met metallisch kwik verontreinigde grond ontdekt. Deze grond is apart gezet en afgedekt. Ook is een geur, zeer waarschijnlijk afkomstig van een restverontreiniging met het houtconserveringsmiddel, waargenomen. Door de snelle vervluchtiging en het voortdurende grondverzet was het niet mogelijk maatregelen te nemen.
Conclusie: de locatie is gesaneerd volgens de vooraf vastgestelde uitgangspunten.",Sanering onder Milieukundige begeleiding 1,289,NZ026800947,398,,"POLYGON ((186794.059 428649.058, 186758.953 428658.833, 186754.223 428640.754, 186781.551 428625.619, 186784.073 428631.715, 186790.485 428629.718, 186794.059 428649.058))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35bd,Handelsweg 17 en 30,Orienterend bodemonderzoek,Heidemij Advies,30-06-1990,0975/634/16824/R001,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: aan de Handelsweg 17 wordt bij de boringen 32 en 39 een lichte oliereactie waargenomen. Aan de Handelsweg 30 wordt bij de boringen 5, 7, 12, 15 en 23 een lichte, bij de boringen 16, 17 en 28 een matige en bij boring 22 een sterke oliereactie waargenomen.
Resultaten:
  Bovengrond: in de mengmonsters MM2 en MM3 overschrijdt het zinkgehalte de A- en het loodgehalte de B-waarde. In boring 11 overschrijdt het loodgehalte de B-waarde en in boring 19 overschrijdt het gehalte aan EOCl de A-waarde.
  Ondergrond: in boring 17 overschrijdt het gehalte aan minerale olie de B-waarde.
  Grondwater: in peilbuis 22 overschrijden de concentraties aan benzeen (172 maal!!), xylenen en minerale olie de C-waarde. De tolueenconcentratie overschrijdt de B-waarde. In peilbuis 28 overschrijdt de loodconcentratie de B-waarde.
  Bijzonderheden: door het ontbreken van een situatietekening is het onderzoek heel globaal en slechts op de Handelsweg 30 ingetekend.
Conclusies en aanbevelingen: de bovengrond aan de Handelsweg 17 blijkt niet tot mogelijk licht verontreinigd te zijn met zink en lood. De bovengrond aan de Handelsweg 30 is licht tot matig verontreinigd met zink, lood en koper. En tot een diepte van 1.2 m-mv is de grond licht verontreinigd met minerale olie. De grond en het grondwater ter plaatse van de voormalige tolueen-, styreen- en stookolietanks blijken sterk verontreinigd te zijn met minerale olie en vluchtige aromaten. Geadviseerd wordt om de omvang van de verontreiniging met minerale olie en aromaten nader te bepalen.",Orienterend Onderzoek 1,301,NZ026800410,416,,"POLYGON ((185237.515 429158.16, 185157.939 429202.567, 185103.697 429105.11, 185184.465 429061, 185237.515 429158.16))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35be,Hatertseweg 340,Verkennend onderzoek NVN 5740,EMN b.v.,17-10-1996,3799/E960194.010,"Hypothese wordt verworpen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten gemeten.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: bevindt zich dieper dan 5.0 m-mv.
Conclusies en aanbevelingen: de lokatie is geschikt voor de realisering van een wasstraat.",Verkennend Onderzoek 1,317,NZ026800428,432,,"POLYGON ((186339.749 425594.989, 186347.301 425589.146, 186353.856 425596.841, 186346.589 425602.826, 186339.749 425595.416, 186339.749 425594.989))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35bf,Hazenkampseweg 68-72,Verkennend onderzoek NVN 5740,Heidemij Advies,01-12-1989,0205/634/16581/R011,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: zeer geringe oliereactie.
Resultaten:
  Bovengrond: de gehalten aan koper, zink en PAK-totaal overschrijden de A-waarde en het loodgehalte de B-waarde.
  Ondergrond: er is geen verhoogd minerale oliegehalte gemeten.
  Grondwater: bevindt zich dieper dan 5.0 m-m.
Conclusies en aanbevelingen: geadviseerd wordt om de separate monsters van het mengmonster van de bovengrond te analyseren. Tevens wordt geadviseerd de onderliggende bodemlagen te bemonsteren.",Verkennend Onderzoek 1,321,NZ026800447,439,,"POLYGON ((186879.034 426681.447, 186864.796 426677.76, 186876.746 426631.995, 186916.155 426642.673, 186907.891 426689.328, 186897.849 426686.277, 186894.67 426701.024, 186878.017 426697.21, 186875.601 426696.448, 186879.034 426681.447))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c0,Heidevenstraat 158,Verkennend onderzoek NVN 5740,Fugro,31-07-1996,1097/D-6183/130,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: -
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten aan onderzochte parameters gemeten.
  Ondergrond: er zijn geen verhoogde gehalten aan onderzochte parameters gemeten.
  Grondwater: bevindt zich dieper dan 5.0 m-mv.
Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,343,NZ026800464,464,,"POLYGON ((186577.138 425663.415, 186570.055 425666.534, 186569.016 425664.389, 186576.098 425661.141, 186577.138 425663.415))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c1,Hengstdalseweg,Verkennend onderzoek NVN 5740,MTI milieutechnologie,31-08-1995,0998/216.M0990.A0,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: -
Resultaten:
  Bovengrond: het PAK-gehalte overschrijdt de S-waarde.
  Ondergrond: -
  Grondwater: -
Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,346,NZ026800473,467,,"POLYGON ((189103.794 427364.644, 189107.311 427377.949, 189111.594 427377.337, 189112.205 427379.479, 189116.181 427378.714, 189117.711 427384.219, 189123.369 427382.996, 189123.828 427384.219, 189130.098 427382.843, 189128.875 427378.867, 189145.238 427374.891, 189145.85 427376.42, 189152.12 427375.196, 189152.273 427376.573, 189161.296 427374.432, 189160.532 427371.373, 189176.895 427367.091, 189179.342 427376.573, 189198.917 427371.679, 189199.835 427371.679, 189201.058 427376.42, 189100.124 427401.348, 189097.524 427401.654, 189095.077 427400.889, 189092.63 427398.901, 189091.559 427396.301, 189088.807 427362.197, 189091.559 427361.433, 189106.853 427357.762, 189107.923 427363.574, 189103.794 427364.644))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c2,Hogelandseweg (perceel 08),Verkennend onderzoek NVN 5740,Heidemij Advies,01-11-1992,0133/634/EA92/F240/17421,"Er is geen hypothese gesteld.
Zintuigelijke warnemingen: geen.
Resultaten:
  Bovengrond: het lodgehalte en de EOX overschrijden de A-waarde.
  Ondergrond: -
  Grondwater: de tolueenconcentratie overschrijdt de A- en de zinkconcentratie de B-waarde. Na heranalyse zijn geen verhoogde concentraties meer gemeten.
Conclusies en aanbevelingen:: een verhoogd loodgehalte wordt vaker gemeten in het (voormalige) agrarische gebied. Het vormt hier geen belemmering voor de voorgenomen bestemming van bedrijventerrein. Bij transport van grond dient rekening te worden gehouden met een loodgehalte dat mogelijk plaatselijk de B-waarde benaderd. De concentraties aan zware metalen, en dan met name zink en lood, in het grondwater kunnen op korte afstand en in de tijd sterk fluctueren.",Verkennend Onderzoek 1,365,NZ026800501,495,,"POLYGON ((183443.221 428656.72, 183480.797 428610.987, 183564.398 428677.111, 183526.53 428722.844, 183443.221 428656.72))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c3,Hogelandseweg (perceel 12 en 13),Verkennend onderzoek NVN 5740,Heidemij Advies,01-11-1992,0127/634/EA92/F243/17421,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: in boring 02 is een sterke oliereactie waargenomen. Op het maaiveld werden hier oliefilters en olieresten aangetroffen. Verder zijn puin en plaatselijk asfaltresten waargenomen.
Resultaten:
  Bovengrond: in boring 02 overschrijdt het gehalte aan minerale olie de C-waarde.
  Ondergrond: -
  Grondwater: in peilbuis 02 overschrijden de concentraties aan chroom, tolueen en 1,1,1-trichloorethaan de A-waarde en de zinkconcentratie de B-waarde. Na heranalyse overschrijdt alleen de zinkconcentratie de B-waarde. In peilbuis 08 overschrijdt de tolueenconcentratie de A- en de zinkconcentratie de B-waarde. Na heranalyse overschrijdt alleen de tolueenconcentratie de A-waarde.
Conclusies en aanbevelingen: de grond  bij boring 02 dient ontdaan te worden van de  aangetoonde verontreiniging met minerale olie. Vermoedelijk gaat het om een ondiepe verontreiniging van enkele m2. De concentraties aan zware metalen, en dan met name zink en lood, in het grondwater kunnen op korte afstand en in de tijd sterk fluctueren. De verhoogde concentraties aan zink en tolueen vormen geen directe belemmering voor de voorgenomen bestemming van bedrijfsbebouwing. Er dient echter geen grondwater te worden gebruikt voor consumptie of besproeiing.",Verkennend Onderzoek 1,366,NZ026800504,496,,"POLYGON ((184212.86 428874.632, 184295.392 428833.366, 184343.173 428927.626, 184283.229 428958.033, 184261.511 428971.498, 184236.317 428992.348, 184165.948 428932.839, 184212.86 428874.632))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c4,Hogelandseweg 020,Verkennend onderzoek NVN 5740,Grontmij,01-11-1988,0149/II.27.11,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: puinverharding. In boring 1 is van 0.2 tot 2.3 m-mv een sterke tot lichte oliegeur waargenomen. Op het oostelijke terreindeel is een verontreiniging van het maaiveld geconstateerd.
Resultaten:
  Grond: in boring 1 (van 0.2 tot 1.2 m-mv) overschrijdt het gehalte aan minerale olie de B-waarde.
  Grondwater: de xyleenconcentratie overschrijdt de A-, de minerale olieconcentratie de B- en de benzeenconcentratie de C-waarde.
Conclusies en aanbevelingen: ter plaatse van de motorenopslag is de grond matig verontreinigd met minerale olie. Het grondwater is hier sterk verontreinigd met benzeen. De totale hoeveelheid verontreinigde grond wordt geschat op 10 tot 50 m3. De lokatie komt in aanmerking voor verder onderzoek. Aanbevolen wordt verder onderzoek in het kader van de Interimwet bodemsanering te combineren met vervolgonderzoek op de omliggende lokaties.",Verkennend Onderzoek 1,367,NZ026800510,499,,"POLYGON ((184029.409 429287.98, 184083.414 429224.089, 184117.942 429260.535, 184032.803 429305.244, 184029.409 429287.98))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c5,Hogelandseweg c,Verkennend onderzoek NVN 5740,Heidemij Advies,31-01-1991,0039/634/EA91/A499/16942E,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: het PAK-gehalte overschrijdt de A-waarde.
  Ondergrond: -
  Grondwater: er zijn geen verhoogde concentraties gemeten.
Conclusies en aanbevelingen: het verhoogde PAK-gehalte komt overeen met veelvuldig aangetoonde achtergrondgehalten in het stedelijk gebied.",Verkennend Onderzoek 1,371,NZ026800527,505,,"POLYGON ((183518.808 428564.36, 183530.493 428550.225, 183613.979 428615.808, 183600.975 428631.262, 183518.808 428564.36))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c6,Hogelandseweg c,Verkennend onderzoek NVN 5740,Willems milieutechniek,01-07-1996,0865/9606.15/VO1,"Hypothese wordt niet getoetst.
Zintuigelijke waarnemingen: lichte bijmenging van puin.
Resultaten:
  Bovengrond: het PAK-gehalte overschrijdt de S-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: de nikkelconcentratie overschrijdt de S-waarde.
Conclusies en aanbevelingen: het verhoogde PAK-gehalte in de bovengrond wordt waarschijnlijk veroorzaakt door de aangetroffen puindeeltjes. Een verhoogde nikkelconcentratie in het grondwater wordt vaker gemeten in de gemeente Nijmegen. De bovengrond voldoet niet aan het criterium van multifunctionaliteit en dus moet bij afvoer van ontgraven grond rekening worden gehouden met beperkte hergebruiksmogelijkheden. Geadviseerd wordt eventueel vrijkomende grond op de lokatie te hergebruiken.",Verkennend Onderzoek 2,371,NZ026800527,510,,"POLYGON ((183601.107 428631.082, 183571.45 428607.392, 183586.893 428590.897, 183615.672 428613.358, 183601.107 428631.082))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c7,Hogelandseweg e,Verkennend onderzoek NVN 5740,Iwaco B.V.,14-02-1995,0686/33.3959.0,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten gemeten.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: de concentraties aan cadmium en zink overschrijden de S-waarde.
Conclusies en aanbevelingen: de verhoogde zink- en cadmiumconcentraties in het grondwater kunnen worden gezien als verhoogde achtergrondconcentraties, welke in oostelijk Noord-Brabant vaker worden aangetroffen. De risico's ervan worden gering geacht.",Verkennend Onderzoek 1,381,NZ026800529,521,,"POLYGON ((183644.085 428411.014, 183725.628 428479.653, 183704.488 428504.363, 183624.042 428435.449, 183644.085 428411.014))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c8,Prof. Huijbersstraat,Verkennend onderzoek NVN 5740,MTI milieutechnologie,10-06-1997,1167/R97085/V1,"Hypothese wordt niet getoetst. 
Zintuiglijke waarnemingen: er zijn puinresten aangetroffen in de laag 0-0.5 m-mv.
Resultaten:
   Bovengrond: de S-waarden voor PAK's, koper, lood en kwik worden overschreden.
   Ondergrond: geen verhoogde gehalten aangetroffen. 
   Grondwater: niet onderzocht (>5 m-mv)
Conclusie en aanbevelingen: worden in het rapport niet vermeld.",Verkennend Onderzoek 1,385,NZ026800893,526,,"POLYGON ((188237.494 427009.237, 188238.378 427001.992, 188232.723 427001.285, 188234.667 426985.205, 188252.338 426987.502, 188250.041 427010.651, 188237.494 427009.237))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35c9,Malvert 50-10,Nader onderzoek,Oranjewoud,01-09-1994,0485/3509-71170/CO-3,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: er wordt een zeer lichte tot sterke diesel- en benzinegeur waargenomen.
  Resultaten:
  Bovengrond: op de bronlokaties 4 en 5 (bij de huidige en voormalige pompeilanden en huidige ontluchtingen en bij de huidige pompeilanden en olie-afscheider en voormalige vulpunten) overschrijdt het minerale oliegehalte de I-waarde en worden gehalten aan tolueen, ethylbenzeen en xylenen gemeten tot boven de S-waarde.
  Ondergrond: op de bronlokaties 4 en 5 (bij de huidige en voormalige pompeilanden en huidige ontluchtingen en bij de huidige pompeilanden en olie-afscheider en voormalige vulpunten) worden gehalten aan minerale olie, benzeen, tolueen, ethylbenzeen en xylenen gemeten tot boven de I-waarde.
 de  de wasstraat, olie-afscheider, bezinkput, opslagtank voor afgewerkte olie, brandstoftanks, vulpunten overschrijden de gehalten aan minerale olie, xylenen sporadisch de overschrijdt de 
  Grondwater: op een plaats overschrijdt de benzeenconcentratie de T-waarde en voor de rest komt benzeen voor in concenttraties tot boven de S-waarde.
Conclusies en aanbevelingen: de grondverontreiniging is op basis van de analyses en  zintuigelijke waarnemingen tot op of onder de S-waarde afgebakend. De ondergrens van de grondwaterverontreiniging ligt op circa 5.0 a 6.0 m-mv. In horizontale richting is de grondwaterverontreiniging tot op de S-waarde uitgekarteerd. Er is geen sprake van een verhoogd blootstellingsrisico. De hoeveelheid sterk verontreinigde grond is minder dan 25 m3; er is dan ook geen saneringsplicht aanwezig. De concentraties aan minerale olie en vluchtige aromaten in het grondwater liggen beneden de I-waarde; sanering is derhalve niet nodig. Het tankstation zal medio 1995 worden gereconstrueerd. Hierbij wordt de sterk verontreinigde grond onder milieukundige begeleiding in routine ontgraven.",Nader Onderzoek 1,540,NZ026800712,778,,"POLYGON ((183986.472 424644.129, 183987.687 424650.692, 183982.461 424651.664, 183985.499 424666.249, 183950.617 424672.691, 183943.69 424635.5, 183943.325 424634.041, 183966.174 424630.76, 183963.379 424614.959, 183980.151 424611.799, 183986.472 424644.129))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35ca,Microweg 28,Verkennend onderzoek NVN 5740,Heidemij Advies,01-01-1991,0081/634/EA90/A584/16900,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: er is een sterke geur van koeienmest waargenomen.
Resultaten:
  Bovengrond: de EOX overschrijdt de A-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: de 1,1,1-trichloorethaanconcentratie overschrijdt de A-waarde.
Conclusies en aanbevelingen: in de voor de bouwactiviteiten opgebrachte grond overschrijdt de EOX de A-waarde. In de oorspronkelijke bovengrond (nu ondergrond) zijn geen verhoogde gehalten gemeten.",Verkennend Onderzoek 1,555,NZ026800741,801,,"POLYGON ((183903.405 427955.908, 183916.911 427982.284, 183843.184 428017.877, 183830.631 427992.771, 183903.405 427955.908))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35cb,Molenstraat 79/81,Saneringsplan,EnviroPlan,31-07-1996,1020/P6365/R01,Conclusies en aanbevelingen: op de gehele lokatie wordt in 260 m3 grond de S-waarde overschreden en in 332 m3 grond de I-waarde. De saneringsurgentie is echter laag omdat er geen contactmogelijkheden zijn en er geen sprake is van vluchtige verbindingen. Voorlopig zal alleen het te onderkelderen gedeelte gesaneerd worden.,Sanerings Plan 1,576,NZ026800758,825,,"POLYGON ((187743.302 428438.542, 187750.88 428447.738, 187753.664 428450.847, 187748.548 428454.927, 187750.297 428457.129, 187749.001 428458.1, 187744.468 428452.66, 187739.481 428456.352, 187735.207 428449.875, 187728.083 428453.891, 187725.039 428448.839, 187743.302 428438.542))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35cc,Molenweg 071,Verkennend onderzoek NVN 5740,Adviesbureau Peutz & Associes B.V.,30-09-1994,0438/F2872-1,"Hypothese wordt niet getoetst.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: in mengmonster M1 (zuidkant) overschrijden de gehalten aan lood, PAK en de EOX de A-waarde. In mengmonster M2 (noordkant) overschrijden de gehalten aan cadmium, koper, lood, zink en de EOX de A-waarde.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: -
Conclusies en aanbevelingen: de bodem is niet significant verontreinigd.",Verkennend Onderzoek 1,580,NZ026800768,829,,"POLYGON ((186076.04 427996.735, 186068.898 427990.053, 186127.878 427922.549, 186133.868 427926.926, 186139.628 427932.686, 186138.476 427935.681, 186146.309 427941.902, 186146.079 427942.593, 186157.138 427951.117, 186157.138 427953.421, 186173.726 427966.093, 186083.182 428046.499, 186055.305 428017.47, 186076.04 427996.735))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35cd,Ijpenbroekweg,Verkennend onderzoek NVN 5740,Fugro,22-04-1996,0714D-6094/110,"Hypothese is niet gesteld.
Zintuiglijke waarnemingen: bij boring 8 zijn in de boevengrond kooltjes aangetroffen.
Resultaten:
   Bovengrond: het PAK-gehalte (0.39 mg/kg) overschrijdt de S-waarde.
   Ondergrond: niet onderzocht.
   Grondwater: niet onderzocht.
Conclusies en aanbevelingen: de bovengrond voldoet aan de eisen voor hergebruik als categorie I secundaire grondstoffen.",Verkennend Onderzoek 1,586,NZ026800552,836,,"POLYGON ((183525.521 427591.856, 183532.314 427599.669, 183538.938 427651.469, 183533.333 427656.055, 183525.521 427591.856))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35ce,Muntweg 65,Orienterend bodemonderzoek,Provincie Gelderland,29-12-1987,0747/GE/330/05,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: -
Resultaten:
  Bovengrond: -
  Ondergrond: het kopergehalte overschrijdt de A-waarde.
  Grondwater: de tetrachlooretheenconcentratie overschrijdt de A-waarde. De concentraties aan cadmium, nikkel en lood overschrijden de B-waarde. De concentraties aan zink, koper en trichlooretheen overschrijden de C-waarde.
Conclusies en aanbevelingen: De oorzaak van de verhoogde concentraties aan zware metalen in het grondwater is waarschijnlijk gelegen in het feit dat het grondwater na monstername niet gefiltreerd is. De gemeente wordt verzocht een inventarisatie te maken van potenti?le trichlooretheenbronnen in de omgeving. Afhankelijk van de resultaten van deze inventarisatie wordt besloten of een nader grondwateronderzoek noodzakelijk is.",Orienterend Onderzoek 1,591,NZ026800776,845,,"POLYGON ((185957.797 427014.218, 185953.056 427014.218, 185946.592 427013.356, 185937.543 427011.202, 185928.924 427009.478, 185915.566 427003.014, 185902.207 426996.119, 185899.621 426993.964, 185940.99 426881.923, 186082.334 426901.746, 186075.871 426964.23, 186096.555 426967.247, 186089.229 427033.179, 185957.797 427014.218))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35cf,Sprengenweg/Sluisweg,Verkennend onderzoek NVN 5740,Tauw Milieu bv,31-03-1996,0601/R3485994.HO1,"Hypothese
Zintuiglijke waarnemingen: bij 24 boringen zijn kooldeeltjes aangetroffen tot maximaal 1m-mv. Puin is aangetroffen in 21 boringen. In boring 200 zijn slakken waargenomen in de laag 0-0.6 m-mv. Glas is aangetroffen in boring 234 (0-0.5 m-mv).
Resultaten:
   Bovengrond: de gehalten aan koper, lood, zink en minerale olie overschrijden plaatselijk de S-waarden. Maximaal gemeten gehalten zijn respectievelijk 30, 95, 160 en 21 mg/kg. De PAK-gehalten van alle 4 mengmonsters zijn verhoogd ten opzichte van de S-waarde. Het maximumgehalte bedraagt 4.4 mg PAK(10-VROM)/kg. De EOX  is licht verhoogd in MM1 (0,4 mg/kg)
   Ondergrond: geen overschrijdingen van de S-waarden.
   Grondwater: in peilbuis 304 zijn de concentraties 1,1,1 trichloorethaan, 1,1,2 trichloorethaan, benzeen, tolueen en xylenen verhoogd ten opzichte van de S-waarden. In zowel peilbuis 304 als 305 worden de S-waarden voor 1,1 dichloorethaan, 1,2 dichloorethaan en (cis)1,2 dichlooretheen overschreden. De concentratie trichlooretheen is in beide peilbuizen tot op grote diepte verhoogd. In  de monsters uit peilbuis 304 worden de T- en I-waarde overschreden (18-19 m-mv: 530 ug/l; 26-27 m-mv: 500 ug/l). De EOX van de meeste monsters is ook verhoogd.
Conclusies en aanbevelingen: de bovengrond is (plaatselijk) licht verontreinigd met koper, lood, zink en PAK. Nabij de woningen is eveneens een lichte verontreiniging met EOX en minerale olie aangetoond. De ondergrond is niet verontreinigd. Het grondwater is tot op grote diepte verontreinigd met chloorhoudende oplosmiddelen, met name trichlooretheen. Deze verontreiniging in het diepere grondwater wordt toegeschreven aan een stroomopwaarts gelegen fabriek. 
Er zijn geen milieuhygienische bezwaren tegen de voorgenomen herinrichting van de lokatie. Wel is eventueel af te veoren grond niet onbeperkt geschikt voor hergebruik.",Verkennend Onderzoek 2,73,NZ026800952,867,,"POLYGON ((185192.139 429644.969, 185196.184 429615.981, 185204.948 429613.285, 185216.408 429599.802, 185384.268 429547.22, 185393.032 429553.961, 185386.29 429586.994, 185412.581 429586.994, 185414.604 429578.904, 185424.716 429578.904, 185423.368 429586.319, 185468.535 429588.342, 185461.793 429669.912, 185453.03 429684.743, 185424.042 429698.226, 185248.767 429768.336, 185192.139 429644.969))"
