OBJECTID;MIVA_toilet;Entree;Gebruik;Status;Ma;Ma_van;Ma_tot;Di;Di_van;Di_tot;Wo;Wo_van;Wo_tot;Do;Do_van;Do_tot;Vr;Vr_van;Vr_tot;Za;Za_van;Za_tot;Zo;Zo_van;Zo_tot;Kosten;Beoordeling;Eigenaar;Opmerking;Beugels;Grote_prullenbak;Wastafel;Baby_verschoontafel;GlobalID;X;Y;LONG;LAT
80;Nee;Drempel;Krap;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;Matig;Shell;;Ja;Ja;Ja;Ja;b4d1be4e-dafb-4dfb-bf4b-1cbdf6d16706;98940.69215793314;437990.9410468214;4.572173134015987;51.92756407142979
81;Nee;Drempel;Krap;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,50;Matig;;;Nee;Ja;Ja;Nee;647c0fbd-73f8-41ab-8b43-9b7a615e5f4d;98967.28531433782;437927.33554014534;4.5725700907830165;51.92699509628973
82;Nee;Drempelvrij;Gemiddeld;In onderhoud;Ja;8:00;23:00;Ja;8:00;23:00;Ja;8:00;23:00;Ja;8:00;23:00;Ja;8:00;23:00;Ja;8:00;23:00;Ja;8:00;23:00;€ 0,00;;Mc Donalds;;Nee;Ja;Ja;Nee;2dee9f82-d74b-473e-bf31-3366b16d60d7;98535.91016984312;437764.34280412184;4.5663259099755145;51.925486576921394
83;Ja;;Ruim;In onderhoud;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;Ja;8:00;20:00;€ 0,00;Goed;Albert Heijn;;Ja;Ja;Ja;Ja;56eb6640-88de-4cfb-9f10-c2c285186410;100043.30459620547;436549.6790240753;4.588432446129646;51.914720708091544
84;Nee;Drempelvrij;Gemiddeld;In onderhoud;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;Ja;9:00;17:00;€ 0,00;Goed;Gemeente Rotterdam;Bij receptie vragen deur op afstand te openen;Ja;Ja;Ja;Ja;c944980d-1621-4b7f-b3c0-7ffd07f0fdc6;93131.4547477643;435722.33132437494;4.488131780429353;51.9065594345762
85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b05d946d-b777-4f2c-baed-43678d999d55;67494.01963286771;444340.26821761596;4.113449808633568;51.98056346843399
86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6c7f4bda-a2ca-4193-adde-633f2f442ff6;89969.00763943457;437953.8748977859;4.4417592906333985;51.92625436216661
87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8f317115-f854-4858-8f39-74bb2bd45fd9;90954.0087836587;438347.32930062193;4.456004478743201;51.92990473566668
88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c950b163-4d75-410f-b55e-1ff4f5b4b825;91989.87383949626;437750.3926877715;4.471172990924894;51.92465820372163
89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9f0eef4b-c370-49fe-a183-bef6ba88ca57;93061.07756398694;437439.2112200667;4.486800141372406;51.921981819164934
90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9db5cca7-d11f-489b-9db6-dfdaf742cf04;93259.75623594955;438748.56483810605;4.489452888564142;51.93377151848043
91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58a15f9f-2caa-4d59-8cdf-42870a7bf16a;94484.06882316468;439327.1827642777;4.507151418150806;51.93910635039227
92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d9feaad3-7ce2-4923-bcb7-33dc533d0010;94599.92168987678;439511.23949264473;4.508803666152546;51.940773133132836
93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1dc1c709-a192-4e53-9755-4e63cf17e7a9;94382.79166232236;439144.04894807225;4.505711064779526;51.93744942803124
94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ccf57ab-e7e1-4db5-98f9-4f9858e0d172;91956.876904629;435839.2682519715;4.4710435178643495;51.907478573548566
95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3282f5aa-aeb6-4ad0-83e9-521e3e00627e;93080.30444263545;433409.02691362385;4.487804437472012;51.88576320036312
96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38d736d7-9cc8-4a8e-81d5-ef3b3f77b7e4;95934.30240844144;432704.0099022167;4.529375704806982;51.87973690164032
97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d2c29d24-208e-4fd7-bd7d-f16022285503;96286.75569171109;437307.3695774844;4.533709035964198;51.92114670188435
98;Ja;Drempelvrij;Ruim;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Ja;Ja;Ja;6d06a756-d4d6-4a21-be94-6b43df9a3b24;91859.78526167654;437566.1498309175;4.469315842460495;51.92298760490571
99;Ja;Drempelvrij;Ruim;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Ja;Ja;Ja;996f255a-1cde-4b8d-9548-0d9a272752ac;91745.68347097296;437530.6294473768;4.467663849300981;51.92265540947673
100;Ja;Drempelvrij;;In onderhoud;Ja;9:00;2:00;Ja;9:00;2:00;Ja;9:00;00:00;Ja;9:00;00:00;Ja;9:00;00:00;Ja;00:00;00:00;Ja;00:00;00:00;;Goed;Hommerson Casino;Toegang vanaf 20 jaar;Ja;Ja;Ja;Nee;46bb807e-75db-4552-ac6c-046184609eb8;93689.01825292672;453036.42868825304;4.493137215493691;52.06222782845882
101;Ja;Drempelvrij;Gemiddeld;In onderhoud;Ja;9:00;2:00;Ja;9:00;2:00;Ja;9:00;2:00;Ja;9:00;2:00;Ja;9:00;00:00;Ja;00:00;9:00;Ja;9:00;2:00;;;Sir Winston Casino;Toegang vanaf 20 jaar;Ja;Ja;Ja;Nee;b3da4968-a0ab-48c1-b8ba-038cd99c9566;93814.93130365474;453058.54969247367;4.494969163122097;52.06244055326959
102;Nee;;;In onderhoud;Ja;10:00;21:00;Ja;10:00;21:00;Ja;10:00;21:00;Ja;10:00;21:00;Ja;10:00;21:00;Ja;10:00;19:00;Ja;12:00;18:00;0,50;;Mediamarkt;;;;;;3780c8ca-e6f2-4162-9b69-98650b4defb5;93146.78061615361;452908.1778973366;4.485254209209773;52.06101494798211
103;Nee;;;;Ja;08:00;22:00;Ja;08:00;22:00;Ja;08:00;22:00;Ja;08:00;22:00;Ja;08:00;00:00;Ja;08:00;22:00;Ja;08:00;22:00;;Voldoende;Mac Donald;;;;;;c59a4fa4-13d7-4d8d-a129-f25dfe3e2b14;93300.28628641041;452919.06422186684;4.487490411097712;52.06112990070067
104;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;Goed;;;;;;;42815f5c-a52e-4709-891e-573dc7ff4cbe;94862.33118980887;455731.35067739774;4.50977021324184;52.086576206298254
107;Ja;Drempelvrij;Gemiddeld;In onderhoud;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;Ja;8:00;21:00;0;Voldoende;La Place;;Ja;Ja;Ja;Ja;a948d3d2-a55a-443b-8658-5c275141bd08;143035.9306879841;432219.04295189574;5.213453059051149;51.878381034264564
109;Ja;Drempelvrij;Gemiddeld;In onderhoud;Ja;16:00;23:00;Ja;16:00;23:00;Ja;16:00;23:00;Ja;16:00;23:00;Ja;16:00;23:00;Ja;16:00;23:00;Ja;16:00;23:00;0,00 euro;Voldoende;Woodstone Pizza and Wine;;Ja;Ja;Ja;Ja;fca83e1d-8c39-42f6-848f-65d0918c0cd0;93772.84752556898;452984.9662033781;4.494368738540575;52.06177459623357
110;Ja;Drempelvrij;Ruim;In onderhoud;Ja;08:00;21:00;Ja;08:00;21:00;Ja;08:00;21:00;Ja;08:00;21:00;Ja;08:00;22:00;Ja;08:00;21:00;Ja;10:00;20:00;0,00;Voldoende;Hoogvliet Oostwaarts;;Ja;Ja;Ja;Nee;bf059e25-a53e-4587-add5-a58791d39dec;93785.16818806875;453014.5398939453;4.494543080489438;52.06204174168133
111;Nee;Drempelvrij;Krap;In onderhoud;Ja;10:00;18:00;Ja;09:00;18:00;Ja;09:00;18:00;Ja;09:00;18:00;Ja;09:00;18:00;Ja;09:00;18:00;Ja;10:00;18:00;0,00;;Barista Cafe;;Nee;Ja;Ja;Ja;5baa0a38-f440-41cf-93e8-1e11cdd852d2;93719.93736380045;453012.19789861806;4.493592388350601;52.062013482754374
112;Ja;Drempelvrij;Ruim;In onderhoud;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;22:00;Ja;12:00;23:00;Ja;12:00;23:00;Ja;12:00;22:00;0,00 euro;Goed;Happy Italy;;Ja;Ja;Ja;Ja;7428b223-f4cd-4b6a-9392-753112e3da39;93710.40874890772;452884.1327167079;4.493476437801721;52.06086148425269
113;Nee;Drempelvrij;Krap;In onderhoud;Ja;11:00;24:00;Ja;11:00;24:00;Ja;11:00;24:00;Ja;11:00;01:00;Ja;11:00;03:30;Ja;11:00;03:30;Ja;12:00;24:00;0,00 euro;Voldoende;The old Pal;;Nee;Nee;Ja;Nee;7231cc24-b557-41f1-b693-315b3e794427;93704.7585837346;452952.66617707215;4.493381756070641;52.061476781595026
114;Nee;Drempelvrij;Krap;In onderhoud;Ja;16:00;22:00;Ja;16:00;22:00;Ja;16:00;22:00;Ja;16:00;22:00;Ja;16:00;22:00;Ja;16:00;22:00;Ja;16:00;22:00;0,00 euro;Voldoende;Restaurant Delphi;Restaurant heeft geen sticker bij voordeur.;Nee;Ja;Ja;Nee;f0b92f19-c338-4d6f-af72-ecf51fded5e4;93762.60475256751;453010.9135560256;4.494214739581885;52.06200665770993
115;Ja;Drempel;Ruim;In onderhoud;Ja;17:00;23:00;Ja;17:00;23:00;Ja;10:00;23:00;Ja;10:00;23:00;Ja;10:00;23:00;Ja;10:00;23:00;Ja;12:00;23:00;0,00 euro;Goed;Koeien en Kaas Zoetermeer;Restaurant heeft een rolstoel plank voor twee lage treden in het restaurant.;;Ja;;;adf7c819-3997-42b5-9ccf-e879f9eac047;93768.0129693608;452979.759289352;4.494299181244563;52.0617272664868
116;Ja;;;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382ade46-0d93-474b-8aee-beac9e183b2e;202783.564203909;502489.6824016949;6.091025042050461;52.50800195759416
117;Ja;;;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;461887b1-8578-4016-9aae-807ec466ae31;202229.5255958318;501954.6938317178;6.082789261465156;52.50324228567772
118;Ja;;;In onderhoud;;;;;;;;;;;;;;;;;;;;;;1,00;;;;Ja;;;;3349cbe3-60eb-4816-a14d-78c7c8515b0b;202824.0455348717;502134.0816904935;6.0915702826088145;52.50480272167568
119;Ja;;;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c48b353f-9999-491d-88cc-f9505d948d27;202445.4260276327;502409.5134913571;6.086033445152593;52.5073109502863
120;Ja;;;In onderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4e8b43e3-039d-428e-b92c-99633947ad04;202971.6833301473;503031.8147359596;6.093873686964565;52.51285748562874
121;Nee;;Ruim;In onderhoud;Ja;10:00;17:00;;;;;;;;;;;;;;;;;;;;;;;;;;;c949590c-eefb-495c-b033-f558c667ee5a;202876.0007172408;502007.7868193289;6.092317313547629;52.50366319317489
122;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fcb33b50-d0c8-489d-9597-45dfa07d86e9;136969.71816793695;430837.43757653446;5.125428797734285;51.86579960359607
123;Ja;Drempelvrij;Ruim;In onderhoud;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;12:00;17:00;Nee;;;0,50;Goed;Geofort;;Ja;Ja;Ja;Ja;697876da-428f-4b93-88a9-336166b89a64;136961.28455731974;430844.7797787191;5.125305971329814;51.86586532420379
124;Ja;Drempelvrij;Ruim;In onderhoud;Ja;08:00;14:35;Ja;08:00;14:35;Ja;08:00;14:35;Ja;08:00;14:35;Ja;08:00;14:35;Nee;;;Nee;;;0,75;Goed;Geofort;;Ja;Ja;Ja;Ja;44760541-3f37-40c0-9cdd-c9fdbedc1cad;136919.91025582113;430850.0383829864;5.124705005864729;51.86591124936559
125;Nee;Drempel;Krap;In onderhoud;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Nee;;;Nee;;;1,00;Goed;Geofort;;Nee;Ja;Ja;Nee;1c27fc8b-1c09-45cf-b322-668261ad7ed4;136941.7384244775;430872.95796007547;5.125020717636492;51.86611796352042
126;Ja;Drempelvrij;Ruim;In onderhoud;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Ja;08:00;18:00;Nee;;;Nee;;;0;Voldoende;Geofort;;Ja;Ja;Ja;Ja;900e6742-4623-4c50-8015-bf577a09c9f0;136658.6667645842;430781.6765275126;5.120915790345997;51.86528826234766
127;Ja;Drempelvrij;Ruim;In onderhoud;Nee;;;Nee;;;Nee;;;Nee;;;Nee;;;Nee;;;Ja;08:00;18:00;1,00;Goed;Geofort;;Ja;Ja;Ja;Ja;834299f8-73d8-4113-bd5f-98913b8784bf;136855.1202824912;430880.89547595056;5.123762733735778;51.86618649500797
129;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;Goed;;;;;;;e65a985b-aa65-4293-8c9d-a337a89cdb6a;119558.41463068171;448484.74398055114;4.870828943916368;52.023577000602074
