Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Impuls B.V.;;;;;;1;;;;1
Impulsus, Support & Facilities B.V.;;;;;;1;;;;1
In de Verkleedkist;;;;1;;;;;;1
In Touch Women Resource Management B.V.;;;;;;1;;;;1
In2Content B.V.;;;;;1;;;;;1
Index B.V.;;;;1;;;1;;;1
Infix B.V.;;;;;;2;;;;2
Informatica Nederland B.V.;;;;;;1;;;;1
Information Builders (Benelux) B.V.;;;;;;1;;;;1
Information Planet Netherlands;;;;;;1;;;;1
Information Security Academy B.V.;;;;;;1;;;;1
Inform-IT B.V.;;;;;;1;;;;1
INFOTOPICS BV;;;;;;1;;;;1
ING Commercial Cards;;;;1;;1;;;;1
Inge Raadgever;;;;1;;;;;;1
INQAAHE Secretariat;;;;;;;;1;;1
Inside Rotterdam;;;;1;;;;;;1
InsightsWorld B.V.;;;;;;1;;;;1
Inspiration Company Nederland B.V.;;;;;;2;;;;2
Inspire Circle of Professionals;;;;;;1;;;;1
Instituut van Internal Auditors;;;;;;1;;1;;1
Instituut voor Interventiekunde;;;;;;1;;;;1
Instituut voor Publiek Leiderschap;;;;;;1;;;;1
Int. Inst. Toepasb. Psychol.-Bureau Land B.V.;;;;;;1;;;;1
Interdirect International;;;1;;;;;;;1
Intermenso;;;;;;1;;;;1
International Card Services B.V.;;;;1;;;;;;1
International Council on Social Welfare;;;;;;2;;;;2
Intertoys;;;;;;;1;;;1
Intop Zorgsector B.V.;;;;;;1;;;;1
IP Campus Examen B.V.;;;;;;1;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
Ipol B.V.;;;;;;1;;;;1
Ipskamp Drukkers B.V.;;;;1;;;;;;1
i-psy Haaglanden B.V.;;;1;;;;;;;1
iQibt B.V.;;;;;;1;;;;1
Iris Huys;;;1;;;;;;;1
ISA Training & Coaching;;;;;;1;;;;1
ISS Nederland B.V.;;;;;;2;;;;2
Istana Catering;;;;1;;;;;;1
IT Management Group;;;;;;2;;;;2
Italia Leidsche Rijn;;;;1;;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
ITvitae B.V.;;;;;;1;;;;1
Ivan Hrabinsky;;;;;;;;;1;1
J. Kos;;;;;;;1;;;1
J. Nolen;;;;1;;;;;;1
J.A. van der Hoeve;;;;;;2;;;;2
J.B. Productions;;;;1;;;;;;1
J.C.M. Vonk;;;;1;;;;;;1
J.G. Borgman;;;;;1;;;;;1
J.H. van Dijk Holding B.V.;;;;1;;;;;;1
J.J. Norder;;;;1;;1;;;;1
J.M. Wooning;;;;1;;;;;;1
J.S. Ramkhelawan;;;;;;1;;;;1
Jaarbeurs B.V.;;;;;2;;;;1;2
Ja-maarÂ® B.V.;;;;;;1;;;;1
Jamie's Italian Den Haag;;;;1;;;1;;;1
Jan Fioole;;;1;;;;;;;1
Japans restaurant Sumo Den Haag B.V.;;;;1;;;;;;1
JMfoods;;;;1;;;;;;1
Jongens van de Tekeningen;;;;;;1;;;;1
Jonkheer Sound & Light B.V.;;;;;;1;;;;1
JR Horeca Company B.V.;;;;2;;;1;;1;2
Judith Meulenbrug;;;;;;1;;;;1
Justiz- und Sicherheitsdep. Basel;;;;;1;;;;;1
Jutta Hulshof;;;;;;1;;;;1
Kaap Doorn B.V.;;;;;;1;;;;1
Kaars Koffie B.V.;;;;1;;;;;;1
Kantien;;;;1;;;;;;1
Kartfabrique;;;;1;;;;;;1
Karting Plaza Exploitatie B.V.;;;;1;;;1;;;1
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;;1
Keizer Culinair B.V.;;;;1;;;;;;1
Kessels & Smit Something B.V.;;;;;;2;;;;2
KI-Coach;;;;;;1;;;;1
Kids Talent Oirschot B.V.;;;;1;;;;;;1
Kids-Inn De Kwakel B.V.;;;;1;;;;;;1
KindeRdam Groep Holding B.V.;;;;1;;;;;;1
Kinderopvang Natuurlijk B.V.;;;;1;;;;;;1
King Arthur B.V.;;;;1;;;;;;1
Kirin Konsult;;;;;;1;;;;1
Kite-Extreme;;;;1;;;1;;;1
Klantcontact monitor;;;;;;1;;;;1
Kledingreparatie Smulders;;;;1;;;;;;1
Kleine Karakters Pedagogisch adviesbureau;;;;1;;;;;;1
Kleintje Maas;;;;1;;;1;;;1
Klokje Rond B.V.;;;;1;;;;;;1
Knag;;;;;;1;;;;1
KNOB;;;;;;1;;;;1
Kohinoor van India;;;;1;;;1;;;1
Koninklijke Burgers' Zoo;;;;1;;;1;;;1
Koolzaadwas-kaarsenmakerij om de Noord;;;;;;1;;;;1
Koppen Speelgoed;;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;1;;;1
KOVnet;;;;1;;;;;;1
Krijnen eSolutions B.V.;;;1;;;;;;;1
Kring van Zuid-Hollandse Archivarissen;;;;;;1;;;;1
KSG B.V.;;;;;;2;;;1;2
La Mama Zoetermeer B.V.;;;;2;;;1;;;2
La Martina Groningen;;;;1;;;1;;;1
LA RED ADVIES;;;;;;1;;;;1
La Red B.V.;;;;;;1;;;;1
Lab-44;;;;1;;;;;;1
Laifood;;;;1;;;1;;;1
Land van Kokanje B.V.;;;;1;;;1;;;1
Landgoed de Horst;;;;;;1;;;;1
Landgoed ISVW;;;;1;;1;;;;2
Landgoedboerderij Oosterheerdt;;;;1;;;1;;;1
Landherberg Buiten Woerden;;;;;;;;;1;1
Larijs trainingen;;;;;;1;;;;1
Lasaulec B.V.;;;1;;;;;;;1
Le Breton;;;;1;;;;;;1
LE:EN Restaurant B.V.;;;;1;;;;;;1
LeadersInformed B.V.;;;;;;1;;;;1
Lean Six Sigma Groep B.V.;;;;;;1;;;;1
Lean2Succes;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
Leaseplan Nederland N.V.;;;;;;;;;2;2
Leeuwendaal;;;;;;1;;;;1
LEIDO STICHTING;;;;;;1;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Leisure and City Projects;;;;1;;;;;;1
Leontien Kuijpers Bloemen;;;;1;;;;;;1
LG Consult;;;;;;1;;;;1
LIB Businessgames B.V.;;;;;;1;;;;1
Lieke Vermeulen;;;;;;1;;;;1
Lies Pol B.V.;;;;;;2;;;;2
Lievaart Expeditie B.V.;;;;1;;;;;;1
Limburgia;;;;1;;;;;;1
Lobo Groningen B.V.;;;;1;;;1;;;1
Local Register Office of Lapland;;;;;1;;;;;1
LOF catering;;;;1;;;;;;1
Logacom BV;;;;;;1;;;;1
Logeion;;;;;;1;;;;1
LOOF;;;;1;;;1;;;1
Loof training en advies B.V.;;;;;;1;;;;1
Loopbaanregisseur;;;;;;1;;;;1
LTP Advies B.V.;;;;;;4;;;;4
Lumage Managing Customer Relations B.V.;;;;;;3;;;;3
Lumenz;;;;;;1;;;;1
M. Blanken;;;;1;;;;;;1
M. Engberink Kinder- & Jeugdpsychiater;;;;1;;;;;;1
M. Pompert;;;;1;;;;;;1
M.A.D. Krijs;;;;;1;;;;;1
M.Ex.T. Netherlands BV;;;1;;;;;;;1
M.J. Cornelissen;;;;1;;;;;;1
M.L. Houtsma-v.d. Meer;;;;1;;;;;;1
M2support;;;;;;1;;;;1
Maallust B.V.;;;;1;;;1;;;1
Maatsch. Huisartsenprakt. Hulscher & de Bruin;;;;;1;;;;;1
Maatsch. Medisch Specialist. Bedr. Amstelland;;;1;;;;;;;1
Maatschap Jager/Scholtens;;;1;;;;;;;1
Maatschap Praktijk Catharijnesingel;;;1;;;;;;;1
Maatschap v. Aggelen, Janssen;;;1;;;;;;;1
Maatschap voor Communicatie;;;;;;1;;;;1
Made in 4Havens CoÃ¶peratie UA;;;;1;;;1;;;1
Mainpress B.V.;;;;;;1;;;;1
Mainpress BV;;;;1;;1;;;;1
Maison Kelder;;;;1;;;;;;1
Maliebaan45 B.V.;;;;;;1;;;;1
Mamma Maria B.V.;;;;1;;;;;;1
Manag. Training Centre Outdoor Europe B.V.;;;;;;1;;;;1
Manutan B.V.;;;1;;;;;;;1
Marijke van Dijk Organisatieadvies & Coaching;;;;;;1;;;;1
Marion Suijker Advies, Coaching & Training;;;;;;1;;;;1
Marosel B.V.;;;;;;3;;;;3
Martini Hotel Group B.V.;;;;1;;;1;;1;1
Martiniplaza;;;;;;1;;;;1
Massage in Bedrijf;;;1;;;;;;;1
Master it Training B.V.;;;;;;1;;;;1
Mavim B.V.;;;;;;1;;;;1
MBO Academie;;;;;;1;;;;1
MdL-Coaching;;;;;;1;;;;1
Meca B.V.;;;;;;1;;;;1
Med. Spec. Bdr. Spaarne Gasths H'lem/Hoofddrp;;;1;;;;;;;1
Media Meetings B.V.;;;;;;1;;;;1
Mediamento;;;;1;;;;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;;1;;;;1
Mediavrouw;;;;;;2;;;;2
Meereffect;;;;;;1;;;;1
Meerweg Exploitatie Haren B.V.;;;;1;;;1;;;1
Meeting at Home;;;;1;;;;;;1
ME-factor;;;;;;1;;;;1
Mensely B.V.;;;;;;1;;;;1
Mercure Hotel Groningen Martiniplaza;;;;;;;;;1;1
Merleyn;;;;1;;;1;;;1
Merlijn B.V.;;;;;;1;;;;1
Metaal Kathedraal;;;;1;;;;;;1
MetCor;;;;1;;;1;;;1
Meuleman Special Gifts & Premiums;;;;;;;1;;;1
Mg Books Media;;;;;;1;;;;1
Michel Renses h.o.d.n. Makelaarnu Stadskanaal;;;;;;2;;;;2
Mieke Klijn Advies Training Coaching;;;;;;1;;;;1
Mijn voedingscoach.nl;;;1;;;;;;;1
Millers;;;;1;;;1;;;1
Mind5 Training;;;;;;1;;;;1
Mobility mixx;;;;;;;;;6;6
Mobility Mixx B.V.;;;;;;;;;7;7
Modevakschool 'Dressed To Be';;;;;;1;;;;1
Moduli Print bv;;;;1;;;;;;1
Moeke Delft;;;;1;;;1;;;1
Moeke Vaatstra;;;;1;;;1;;;1
Mokum Events B.V.;;;;1;;;1;;;1
Momfer De Mol;;;;1;;;;;;1
Monsterboard.NL;;;;;1;;;;;1
Moodboost;;;;;;1;;;;1
More Balls Than Most B.V.;;;;1;;;;;;1
Motel Assen B.V.;;;;;;;;;1;1
MULDATA B.V.;;;;1;;;;;;1
Mulder Opleidingen;;;;;;1;;;;1
Mulder Projectmanagement B.V.;;;;;;1;;;;1
multi escape;;;;1;;;1;;;1
Munckhof Regie;;;;;;1;;;;1
Museumkwartier b.v.;;;;1;;;;;;1
Music Minds V.O.F.;;;;1;;;;;;1
MW&V;;;;;;1;;;;1
N. Verhoeven;;;;1;;;;;;1
N.M. Ravelli;;;;;;1;;;;1
N.V. Nederlandse Spoorwegen;;;;;;;;;3;3
Nationaal Gevangenismuseum;;;;1;;;1;;;1
NATIONAAL ONDERWIJSMUSEUM;;;;1;;;;;;1
Nationaal Restauratie Centrum;;;;;;1;;;;1
Nationale Media B.V.;;;;;;1;;;;1
NCOI Opleidingen BV;;;;;;2;;;;2
NCOI Trainingen B.V.;;;;;;2;;;;2
NDC mediagroep B.V.;;;1;;;1;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;1;;;;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;1;;;;1
Nederl. Ber.ver. voor Contractmanagement;;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;;1;;;;1
Nederlands Congres Bureau;;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlandse Kastelenstichting;;;;;;1;;;;1
Nederlandse School voor Openbaar Bestuur;;;;;;2;;;;2
Nederlandse Vereniging voor;;;;;;1;;;;1
Nederlandse Vereniging voor Burgerzaken;;;;;;1;;;;1
NEDFAC B.V.;;;;;;1;;;;1
NedGraphics B.V.;;;;;;1;;;;1
Negometrix B.V.;;;;;;1;;;;1
Nesma B.V.;;;;;;1;;;;1
Netsjop B.V.;;;;1;;;;;;1
NEVI-Purspective B.V.;;;;;;2;;;;2
New Babylon Meeting Center;;;;1;;;;;;1
New Business Concepts;;;;;;1;;;;1
New Dutch Streetfood;;;;1;;;1;;;1
New Kampong Kita;;;;1;;;1;;;1
NGI B.V.;;;;;;1;;;;1
NH Atlantic Den Haag;;;;;;1;;;;1
Ni Hao Groningen B.V.;;;;1;;;1;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;;1
Ni Hao Trading B.V.;;;;1;;;1;;1;1
Nicky-Tax;;;;;;;;;1;1
Nieuwspoort Perscentrum B.V.;;;;;;;;1;;1
Nijburg Verhuur B.V.;;;;;;;;;1;1
NIMA-Nederlands Instituut voor Marketing;;;;;;1;;;;1
NIPED Prevention B.V.;;;2;;;;;;;2
NIVE Opleidingen B.V.;;;;;;1;;;;1
Nivoo Opleidingen B.V.;;;;;;1;;;;1
NLUUG;;;;;;1;;;;1
Noorderpoort;;;;1;;;;;;1
Novilo B.V.;;;;;;1;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;;1;;;;1
NRTO;;;;;;1;;;;1
NS Reizigers;;;;;;;;;2;2
NS Reizigers B.V.;;;;;;;;;3;3
Nsob;;;;;;1;;;;1
OECD Logisstic Center;;;;;;2;;;;2
Office Athletes B.V.;;;1;;;;;;;1
Office Depot B.V.;;;;1;;;;;;1
OGZ B.V.;;;;;;1;;;;1
Onderneem 't - Projecten;;;;;;2;;;;2
One Fox;;;;;;2;;;;2
ons werk nu;;;;;;1;;;;1
Oosterhuis Beheer B.V.;;;;1;;;;;;1
Open Monumentendag;;;;1;;1;;;;1
Opleidingscentrum Haaglanden;;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
Opstellingenwerk Anneke Meiners;;;;;;1;;;;1
Optelec Nederland B.V.;;;1;;;;;;;1
Optelec Nederland BV;;;1;;;;;;;1
Optiwork;;;;;;1;;;;1
Ordina Technologie & Competenties B.V.;;;;;;2;;;;2
ORM Massages;;;;1;;;;;;1
Osage B.V.;;;;;;2;;;;2
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
Otto van Dijk Consultancy;;;;;;1;;;;1
Oud Poelgeest;;;;;;2;;;;2
Outdoor Bakkeveen;;;;1;;;1;;;1
Over de Noordzee;;;;;;1;;;;1
P & Projects B.V.;;;;1;;;;;;1
P Haenen Projectmanagement;;;;;;1;;;;1
P.A. van Zijll;;;;1;;;;;;1
P.C. Coenen B.V.;;;;;;1;;;;1
P2 Ontwikkeling B.V.;;;;;;1;;;;1
Pageshuis B.V.;;;;1;;;;;;1
Pakhuis de Zwijger Horeca Exploitatie B.V.;;;;;;;1;;;1
Parcival B.V.;;;;;;1;;;;1
Partou B.V.;;;;1;;;;;;1
Pasado Presente;;;;1;;;;;;1
Passionned Nederland B.V.;;;;;;1;;;;1
Paulien Excursions;;;;1;;;1;;;1
Paviljoen van de Dame B.V.;;;;1;;;1;;;1
Pavlov;;;;1;;;;;;1
Pbergh Praktijk B.V.;;;1;;;;;;;1
Pedimed B.V.;;;;;;1;;;;1
Pegasus Events;;;;1;;;;;;1
PensioenKompaan;;;;;;1;;;;1
Perfect Outfit;;;;1;;;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;;1
Pets Care Center;;;;;;1;;;;1
Phaos Advies B.V.;;;1;;;1;;;;1
Picturae ICT B.V.;;;;;;1;;;;1
Pijnenburg Techniek Scouting;;;;;;1;;;;1
Pink Pepper Utrecht B.V.;;;;1;;;;;;1
Pinkcube B.V.;;;;;;1;;;;1
Pinq experts in social media;;;;;;1;;;;1
Pizzeria Verlengde Hereweg B.V.;;;;1;;;1;;1;1
PJJ Verstijnen;;;;;1;;;;;1
Platform Outsourcing Nederland;;;;;;1;;;;1
Playspace;;;;;;1;;;;1
Plein 9 A B.V.;;;;1;;;;;;1
PMO Institute B.V.;;;;;;1;;;;1
Poel Trainingen;;;;1;;;;;;1
Poentjak;;;;1;;;;;;1
Polteq Test Services B.V.;;;;;;1;;;;1
Popov Horeca;;;;1;;;;;;1
Pop-up Fun B.V.;;;;1;;;;;;1
POSG B.V.;;;;;;2;;;;2
Post B.V.;;;;1;;;;;;1
Postillion Rotterdam B.V.;;;;;;;1;;;1
Prakt. voor Huid- en Haarverz. Loes vd Laan;;;1;;;;;;;1
Praktijk 'Een beter verleden';;;1;;;;;;;1
Praktijk Maria Derksen;;;1;;;;;;;1
Praktijk Novaster;;;;;;1;;;;1
Praktijk voor Bewustzijnstraining;;;;;;1;;;;1
Praktijk voor Haptotherapie & Coaching;;;;;;1;;;;1
Premium Cards B.V.;;;;1;;;;;;1
Prestige Reclame B.V.;;;;;;1;;;;1
Pricewaterhousecoopers Advisory N.V.;;;;;;1;;;;1
Printed.nl;;;;1;;;;;;1
Printerette;;;;1;;;;;;1
Printxpress;;;;1;;;;;;1
Prisma-IT B.V.;;;;;;2;;;;2
Profileermij B.V.;;;;;;1;;;;1
Progress Events B.V.;;;;1;;;1;;;1
ProKwadraat;;;;1;;;;;;1
Promo Podium BV;;;;1;;;;;;1
promo2000;;;;1;;;;;;1
Promopodium B.V.;1;;;;;;;;;1
Promostore Merchandising B.V.;;;1;1;;;;;;1
Protect Dienstverlening;;;1;;;;;;;1
Protinus IT B.V.;;;;;;1;;;;1
Provero;;;;;;1;;;;1
Prowareness Academy B.V.;;;;;;2;;;;2
Psychologisch Adviesbureau Leidekker;;;2;;1;;;;;3
Psychotherapiepraktijk ScharwÃ¤chter B.V.;;;1;;;;;;;1
Psychotherapiepraktijk van Hest;;;1;;;;;;;1
PsyQ Zoetermeer;;;1;;;;;;;1
Public Support Groep B.V.;;;;;;1;;;;1
Puur Utrecht;;;;1;;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;1;;;;1
Q. Alikhil;;;;;1;;;;;1
Quint Wellington Redwood Nederland B.V.;;;;;;4;;;;4
R. Bakker;;;;;;1;;;;1
R. Nunes Vaz;;;;;1;;;;;1
R. Schuiling;;;;1;;;1;;;1
R. van de Hoef;;;;1;;;;;;1
R. Verschoor;;;;1;;;;;;1
R.A. Plas;;;;1;;;1;;;1
R.G.S. Hassing-Mulder;;;1;;;;;;;1
R.M. Engwerda;;;;;;1;;;;1
R.M. Foppen, huisarts;;;;;1;;;;;1
Radio Dolfijn FM;;;;;;;1;;;1
Radion Amsterdam B.V.;;;;1;;;;;;1
RB Producties;;;;1;;;1;;;1
RDM Events B.V.;;;;1;;;;;;1
Reaco;;;;;;2;;;;2
Reade;;;1;;;;;;;1
Real-Life Xcape;;;;1;;;;;;1
Recreatiepark De Postwagen B.V.;;;;1;;;1;;1;2
Rederij de Nederlanden B.V.;;;;1;;;;;;1
Regardz Business Center;;;;;;;;;1;1
Regio Academie B.V.;;;;;;1;;;;1
Regionaal Opleidingen Centrum ROC Zadkine;;;;;;1;;;;1
Reis en Org.bur. Outdoor International;;;;1;;;1;;;1
reiZen naar Zijn;;;;;;1;;;;1
Ren� de Vries;;;;;;;;;1;1
Rent Around;;;;;1;;;;;1
Respectief B.V.;;;;;;1;;;;1
Restaurant Bij Mette B.V.;;;;1;;;;;;1
Restaurant Bo&Ro B.V.;;;;1;;;1;;;1
Restaurant Breed Almere B.V.;;;;1;;;1;;;1
Restaurant De Basiliek B.V.;;;;1;;;1;;;1
Restaurant 'De Boerderij';;;;1;;;1;;;1
Restaurant De Vlindertuin;;;;1;;;1;;;1
Restaurant Fouquet;;;;;;;1;;;1
Restaurant Hofstede Meerzigt B.V.;;;;1;;;1;;;1
Restaurant in den Doofpot;;;;1;;;;;;1
Restaurant Ketelhuis Eindhoven V.O.F.;;;;1;;;;;;1
Restaurant Paddle's;;;;1;;;1;;;1
Restaurant Voil�;;;;1;;;1;;;1
Restaurant/Hotel Buitenlust B.V.;;;;1;;;;;;1
Retraiterie Rottemeren;;;;1;;;1;;1;1
Ret-training;;;1;;;1;;;;1
Right Management Nederland B.V.;;;;;;1;;;;1
Rising Media Inc.;;;;;;1;;;;1
Riso Music;;;;1;;;;;;1
Ristorante Italiano Pizzeria Romagna;;;;;;;;;1;1
Rokery by Simonis B.V.;;;;1;;;1;;;1
Rommy A. Hutting;;;;;;1;;;;1
Ron en Anita Meijer;;;;;;;;;1;1
Rondvaartbedrijf Kool;;;;1;;;1;;;1
Roodt Montage;;;;1;;;1;;;1
Roos Bernelot Moens;;;;;;1;;;;1
Roseval Training & Coaching;;;;;;1;;;;1
Rossoviplounge B.V.;;;;1;;;;;;1
ROVC Technische Opleidingen B.V.;;;;;;1;;;;1
Royal Delft/ De Porceleyne Fles;;;;1;;;;;;1
Rozee B.V.;;;;1;;;1;;;1
RSS Recruitment B.V.;;;;;;1;;;;1
Ruijterkade B.V.;;;;1;;;1;;;1
Russell en Bakker B.V.;;;;;;1;;;;1
S. van der Sman;;;;;;1;;;;1
S.B.I. Zonheuvel B.V.;;;;;;1;;;;1
Sales Improvement Training B.V.;;;;;;1;;;;1
Salmagundi's;;;;1;;;1;;;1
SAMBO STICHTING;;;;;;1;;;;1
Sanna B.V.;;;;;;1;;;;1
SAP (UK) Ltd;;;;;;2;;;;2
SAP Belgium NV SA;;;;;;1;;;;1
SAP Nederland B.V.;;;;;;3;;;;3
Sapore Den Haag B.V.;;;;1;;;1;;;1
Saylus B.V.;;;;;;1;;;;1
Schaik W van Slijterij Wijnhandel;;;;1;;;1;;;1
Schoevers Opleidingen B.V.;;;;;;1;;;;1
Schoevers Trainingen B.V.;;;;;;1;;;;1
Schoonenberg Hoorcomfort B.V.;;;1;;;;;;;1
Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
Schouten en Nelissen;;;;;;1;;;;1
Schrandt Koffers B.V.;;;1;;;;;;;1
Scrum Company;;;;;;4;;;;4
Scrum.org;;;;;;1;;;;1
Seats2Meet.com Utrecht B.V.;;;;;;;;;1;1
Secretaresse Platform Noord;;;;;;1;;;;1
Seger Erken AV Support;;;;1;;;;;;1
Selecta Netherlands B.V.;;;;2;;;;;;2
Servicekantoor Ipse de Bruggen;;;;1;;;;;;1
Siepe Journalistiek en Publicist;;;;;;1;;;;1
SIGN by FRED;;;1;;;;;;;1
Silent Speakers;;;;;;2;;;;2
Simonehoeve;;;;1;;;1;;;1
Sinterklaas-Verhuur.NL;;;;;;;1;;;1
Sioo B.V.;;;;;;1;;;1;1
Siri Groepsactiviteiten;;;;1;;;1;;;1
Skils B.V.;;;1;;;1;;;;2
SKSG;;;;1;;;;;;1
Smaak Utrecht;;;;1;;;1;;;1
Sociaal.nl Schuldsanering B.V.;;;1;;;;;;;1
Sodexo Prestige B.V.;;;;2;;;;;;2
Sogeti Nederland B.V.;;;;;;1;;;;1
SolBeach B.V.;;;;1;;;;;;1
Soupdogg B.V.;;;;;;;;;1;1
Speakers Academy;;;;;;1;;;;1
Speakers Academy Special Projects B.V.;;;;1;;1;;;;1
Specialist Jagers;;;;1;;;;;;1
Spellenlabs B.V.;;;;1;;;;;;1
Spencer Medical BV;;;1;;;;;;;1
Spido;;;;1;;;;;;1
Spiegelhuis Advies en Coaching;;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;;1;;;;1
Sportevenementenbureau;;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;;;;1
Sprekershuys B.V.;;;;;;1;;;;1
Sprengers Advocaten;;;;;;1;;;;1
Spring House B.V.;;;;;;1;;;;1
SRS Consulting B.V.;;;;;;1;;;;1
ss Rotterdam;;;;1;;;;;;1
St. Het Ned. Kanker Inst.-AvLeeuwenhoek Zknhs;;;1;;;;;;;1
St. Sint Nicolaas Aktie Aloysius College;;;;;;;1;;;1
Stadion Feijenoord N.V.;;;;;;;1;;;1
Stadsarrangement.nl;;;;1;;;1;;;1
StadscafÃ© De Observant;;;;1;;1;;;;1
Stadscaf� Van der Werff;;;;1;;;;;;1
Stadswandeling Nijmegen;;;;1;;;;;;1
Stadt M�nster;;;;;1;;;;;1
Stayokay 'Bunnik';;;;1;;;;;;1
Steakh. Partyhouse Snacks Cater. Andr� Dokter;;;;1;;;1;;;1
Steeghs Produkties;;;;1;;;1;;;1
Sterk-Staaltje;;;;;;;;;2;2
STG Nederlandse Dansdagen;;;;;;1;;;;1
Stg. Applicl. Serv. Libr. & Bus. Libr. Found.;;;;;;1;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;;1
Stg. Fund for Exc. of the Royal Conservatoire;;;;1;;;;;;1
Stg. Geestelijke Gezondheidszorg Friesland;;;1;;;;;;;1
Stg. H.k. Friesl./Proct. Frieslnd loc. Sunenz;;;1;;;;;;;1
stg. Nederlands Instit. voor Beeld en Geluid;;;;1;;;1;1;;1
Stg. Opleidingsk. / Found. for Corp. Educ.;;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;1;;;1
Stg. tot Instandh. Diergaarde Natura Artis;;;;1;;;1;;;1
Stichting 60 Layers of Cake;;;;1;;;;;;1
Stichting Amersfoort in C;;;;1;;;;;;1
Stichting Archives Portal Europe Foundation;;;;;;5;;;;5
Stichting Beheer Synagoge;;;;;;;1;;;1
Stichting Behoud Moderne Kunst;;;;;;1;;;;1
Stichting BENAIS Academy;;;;;;1;;;;1
Stichting Bestuursbureau Noorderlink;;;;;2;2;;;;2
Stichting Beta Bedrijvendagen;;;;;;1;;;;1
Stichting C2C ExpoLAB;;;1;;;;;;;1
Stichting Disck LV;;;;1;;;;;;1
Stichting Dutch Design Foundation;;;;;;1;;;;1
Stichting EQ-Entertainment Group;;;;;;;1;;;1
Stichting European Museum Academy;;;;;;1;;;;1
Stichting Gezamenlijke Projecten Haagse Musea;;;;;;1;;;;1
Stichting GOC;;;;;;1;;;;1
Stichting Hanzehogeschool Groningen;;;;;;3;;;;3
Stichting het Rijksmuseum;;;;1;;;;;;1
Stichting HISTORIE-KS;;;;;;;1;;;1
Stichting Hogeschool Utrecht;;;;;;1;;;;1
Stichting Holland Dance Festival;;;;;;1;;;;1
Stichting Holland Webweek Groningen;;;;;;1;;;1;1
Stichting Humanity House;;;;;;1;;;;1
Stichting Imagine Identity and Culture;;;;1;;;;;;1
Stichting Institute for Service Leadership;;;;;;1;;;;1
Stichting Jeugd Sport Commissie Broekland;;;;1;;;;;;1
Stichting Jong Ondernemen;;;;;;1;;;;1
Stichting Kempenhaeghe/De Berkenschutse;;;;;1;;;;;1
Stichting KGCA;;;;;;1;;;;1
Stichting Kinderopvang 2samen;;;;1;;;;;;1
Stichting Kinderopvang Humanitas;;;;1;;;;;;1
Stichting LeerKRACHT;;;;;;3;;;;3
Stichting Marketing Groningen;;;;1;;;1;;;1
Stichting Medisch Centrum Molenweg;;;1;;;;;;;1
Stichting Medisch Spectrum Twente;;;1;;;;;;;1
Stichting Museum Oud-Amelisweerd;;;;1;;;;;;1
Stichting Museumkaart;;;;;;1;;;;1
Stichting Muziekimpresariaat Conservatorium;;;;;;;;;1;1
Stichting Nederland Beweegt;;;;1;;;;;;1
Stichting Nuffic;;;;;;1;;;;1
Stichting OLVG, OLVG Oost;;;;;1;;;;;1
Stichting Regionale VVV Zuid-Holland-Zuid;1;;;;;;;;;1
Stichting Reinaerde;;;;1;;;;;;1
Stichting Reinier van Arkel;;;;;1;;;;;1
Stichting Reuvens;;;;1;;1;;;;1
Stichting Team Haagse Hogeschool;;;;;;2;;;;2
Stichting Textile Research Centre;;;;;;1;;;;1
Stichting The Hague Marketing Bureau;;;;2;;;;;;2
Stichting The MindTime Foundation;;;;;;1;;;;1
Stichting Toets Centrum Intereducatief;;;;;;1;;;;1
Stichting TVacademy;;;;;;3;;;;3
