Locatie nr,Wijk,CBS-buurt,Straat,Type speelpl,Omschrijving,Doelgroep 3 tot 6 jaar,Doelgroep 6 tot 12 jaar,Doelgroep 12 jaar en ouder,Jaar aanleg,Jaar rec.-herinr.,X-coörd.,Y-coörd.,latitude,longitude
80362,Oudelandshoek,1102,Wantijdijk 2 bij huisnr. 95,Trapveld,Een trapveld met 2 doelen. Langs het wandelpad staat een bank met onder een overkapping.,0,1,1,,,108824.9681,424607.1914,51.80817954,4.71766136
11001,Stadspolder,1109,Pearl Buck erf bij huisnr. 157,Speelterrein,Een speelplek met drie evenwichtstoestellen. Dit speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,0,1,0,,,109354.9721,423582.4258,51.79901265,4.72548114
11003,Stadspolder,1109,Pearl Buck erf achter huisnr. 90,Speelterrein,Een speelplek met een evenwichtsbalk_ twee hobbelelementen en een duikelrek op rubbervloer.,1,1,0,,,109406.013,423531.1264,51.79855575,4.7262278
23882,Stadspolder,1107,Suze Groenewegerf achter huisnr. 15,Speelterrein,In 2009 is deze speelplek heringericht met een driedelig duikelrek_ een apart veerelement_ hinkeltegels en een paar knikkerputjes.,1,1,0,,2009,108852.1048,423781.8401,51.80076362,4.71816488
23884,Stadspolder,1107,Suze Groenewegerf achter huisnr.  380,Speelterrein,Speelplek_ in 2009 geheel opnieuw ingericht. Op de plek staan een combinatietoestel met glijbaantje_ een veerwip_ een draaiknopje en een duikelrek. ook is er een fietsbaantje voor kleuters.,1,1,0,,2009,108761.1896,423719.15,51.80019265,4.71685528
23885,Stadspolder,1107,Suze Groenewegerf voor huisnr. 146,Trapveld,Trapveld,0,1,1,,2009,108776.1431,423813.3312,51.80104038,4.71705947
23886,Stadspolder,1107,Suze Groenewegerf voor huisnr. 146,Speelterrein,Een nieuwe speelplek naast het bestaande trapveld. Op de plek staan een dubbele schommel_ twee veerelementen en een klim-/glijcombinatietoestel.,1,1,1,2009,,108750.1112,423796.344,51.80088554,4.71668436
23888,Stadspolder,1107,Suze Groenewegerf achter huisnr. 413,Speelterrein,In 2010 is deze plek opnieuw ingericht met een combinatietoestel met glijbaan en duikelrek_ een veerelement_ twee hinkelbanen en twee knikkertegels.,1,1,0,,2010,108822.0468,423660.7914,51.79967317,4.71774528
23890,Stadspolder,1107,Suze Groenewegerf bij huisnr. 404,Trapveld,Een trapveld met 2 ballenvangers met ingebouwd doel_ kunstgras voor de doelen en twee tafeltennistafels.,0,1,1,,2009,108846.3586,423726.0411,51.80026163,4.71808902
27723,Stadspolder,1109,Hermann Hesse erf  (winkelcentrum),Speelterrein,Een speelplek met een glijbaantje_ een veerwip en een dubbel duikelrek.,1,0,0,,2012,109394.6462,423427.0629,51.7976195,4.72607674
31401,Stadspolder,1110,Aletta Jacobserf bij huisnr. 65,Speelterrein,Een speelplek met hinkelbaan_ twee hobbelelementen en een duikelrek.,0,1,0,,2012,109604.6317,423269.5915,51.79622128,4.72914129
31402,Stadspolder,1110,Aletta Jacobserf bij huisnr. 120,Speelterrein,Een speelplek met twee hobbelelementen_ een evenwichtsbalk en een hinkelbaan. Het speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,1,0,,2012,109652.276,423184.9854,51.79546472,4.729843
31403,Stadspolder,1110,Aletta Jacobserf bij huisnr. 290,Speelterrein,Speelplek met een klim/klautertoestel met glijbaan en een dubbele schommel,1,1,0,,,109891.7644,423138.9542,51.79507039,4.73332041
31404,Stadspolder,1110,Aletta Jacobserf bij huisnr. 576,Trapveld,Trapveld met 2 doelen,0,1,1,,,109781.2193,423306.5494,51.79656778,4.73169617
31405,Stadspolder,1110,Aletta Jacobserf bij huisnr. 214,Speelterrein,Een speelplek met een klim-glijcombinatietoestel_ een draaistoeltje_ springplaten_ een dubbele schommel en een mooi veerelement.,1,1,0,,2012,109750.3059,423266.7863,51.79620789,4.73125326
31407,Stadspolder,1110,Aletta Jacobserf bij huisnr. 171,Speelterrein,Een speelplek met combitoestel op kunstgras. De speelplek is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,1,0,,,109714.0609,423328.166,51.79675663,4.73071985
33284,Stadspolder,1108,Frida Katzerf achter huisnr. 128,Speelterrein,Een speelplek met een groot combinatietoestel met glijbaan_ een draaistoeltje_ een veerelement_ een dubbel veerelement_ een miniduikelrek en een dubbele schommel.,1,1,1,,2010,109366.8634,423344.7516,51.79687743,4.72568485
34601,Stadspolder,1109,Rudyard Kiplingerf  achter huisnr. 45,Speelterrein,Een speelplek met een glijbaancombinatie en een duikelrek.,1,1,0,,2009,109011.3172,423683.2535,51.79989068,4.72048605
34603,Stadspolder,1109,Rudyard Kiplingerf achter huisnr. 220,Speelterrein,Speelplek_ in 2009 heringericht_ met een mooi veerelement_ een driedelig duikelrek en een draaischijf.,1,1,0,,2009,108985.4317,423768.6854,51.8006564,4.72009944
40841,Stadspolder,1111,Mina Krusemanerf  bij huisnr. 201,Speelterrein,Een grotere speelplek met  een combitoestel_ twee hobbelelementen_ een draaitoestel en een schommel.,1,1,1,,2011,109970.868,423591.277,51.79914222,4.73440818
41561,Stadspolder,1109,Selma Lagerlöferf Cruijff Court,Trapveld,Cruijff Court,0,1,1,2008,,109311.273,423711.2628,51.80016705,4.72483067
41564,Stadspolder,1109,Selma Lagerlöferf achter huisnr. 229,Speelterrein,Speelplek met een klim/klautertoestel_ kruipbuis en glijbaan. Ook staan er een draaiknopje en een duikelrek.,1,1,0,,,109084.0797,423650.4002,51.79960138,4.72154521
41567,Stadspolder,1109,Selma Lagerlöf erf bij huisnr. 51,Speelterrein,Speelplek met toestellen die uitdagend zijn en goed voor je conditie en behendigheid.,0,1,1,,,109281.549,423678.199,51.79986744,4.72440414
50681,Stadspolder,1111,Johanna Nabererf bij huisnr. 345,Speelterrein,Speelplek is medio 2010 heringericht,1,1,1,,2010,109888.5277,423891.0361,51.80182978,4.73317548
50684,Stadspolder,1111,Johanna Nabererf bij huisnr. 534,Trapveld,Een trapveld met 2 doelen,0,1,1,,2011,110070.8739,424037.0907,51.80315721,4.73580003
50685,Stadspolder,1111,Johanna Nabererf bij huisnr. 265,Speelterrein,Een speelplek met een driedelig duikelrek_ een veerelement en een drietal huppelplaten,1,1,0,,2010,110071.9186,423937.7352,51.80226429,4.73582807
56925,Stadspolder,1109,Boris Pasternak erf huisnr. 36,Speelterrein,Speelplek met een combinatietoestel_ glijbaan en duikelrek op kunstgras ondergrond.,1,1,0,,,109686.4306,423573.443,51.79895891,4.73028723
56928,Stadspolder,1109,Boris Pasternak erf huisnr. 230,Speelterrein,Speelplek met een combinatietoestel_ schommel_ twee veerelementjes en twee doeltjes.,0,1,1,2013,,109605.4597,423496.8335,51.79826378,4.7291235
62892,Stadspolder,1110,H. Roland Holsterf bij huisnr. 226,Speelterrein,Een speelplek met combitoestel met klimwand en glijbaan_ een draaitoestel_ een veerelement en een tafeltennistafel.,1,1,1,,,109975.1398,423432.2299,51.79771306,4.73449079
62893,Stadspolder,1110,H. Roland Holsterf achter huisnr. 169,Speelterrein,Een speelplek met combitoestel_ twee duikelrekken_ een draaiknop en 4 evenwichtsbalken.,1,1,0,,,109808.3225,423447.363,51.7978356,4.73207066
62894,Stadspolder,1110,H. Roland Holst erf achter nr. 256,Trapveld,Een trapveld met 2 doelen.,0,1,1,,,110043.2389,423466.291,51.79802468,4.73547352
64681,Stadspolder,1109,Jean-Paul Sartre erf bij huisnr. 7,Speelterrein,Een speelplek met een combinatietoestel met glijbaan_ een veerelement en een veerwip.,1,1,0,,2007,109776.3619,423795.4762,51.80096182,4.73156188
64682,Stadspolder,1109,Jean Paul Sartre erf huisnr. 11,Speelterrein,Een speelpek met een groot draadcircus_ een mandschommel_ dubbel veerelement_ duikelrek  en een veerwip.,1,1,1,,2011,109731.8728,423838.8862,51.80134838,4.73091125
64683,Stadspolder,1109,Jean Paul Sartre erf huisnr. 19,Speelterrein,Een speelplek met twee hobbelelementen_ driedelig duikelrek en bokspringpalen.,1,1,0,,,109605.1443,423780.4758,51.8008131,4.72908173
67981,Stadspolder,1108,Joke Smiterf achter  huisnr. 140,Trapveld,Een trapveld met 2 doelen en hekwerk en een éénpuntsschommel.,0,1,1,,,109185.2973,423364.2883,51.79703815,4.72305037
67982,Stadspolder,1108,Joke Smiterf bij huisnr. 38,Speelterrein,Een speelplek met schommel op kunstgras_ twee hobbelelementen_ een tafeltennistafel en een zigzagbalans.,1,1,0,,,108983.37,423450.7235,51.79779842,4.72011182
67983,Stadspolder,1108,Joke Smiterf achter huisnr. 142,Speelterrein,Een speelplek met een hobbelelement.,1,0,0,,,109200.8947,423413.7166,51.79748369,4.72326992
76581,Stadspolder,1109,Simon Vestdijk erf achter huisnr. 121,Skateterrein,Een skateterrein met skatetoestel. Op deze plek staat ook een JOP.,0,0,1,,,109334.1331,423799.075,51.80095817,4.72515047
76582,Stadspolder,1109,Simon Vestdijk erf bij huisnr. 112,Speelterrein,Een speelplek met een combinatietoestel met kleine glijbaan en klimwandje. Ook staat er een duikelrek.,1,1,0,,2008,109463.9381,423802.0642,51.80099564,4.72703185
01521,Sterrenburg 1,901,Aldebaranhof_ bij huisnr 15,Speelterrein,Speelplek_ heringericht in 2009_ met een apart veerelement op drie veren_ een klimklautertoestel en een speelhuisje.,1,1,0,,2009,106344.5877,422416.5939,51.7882801,4.68200598
02881,Sterrenburg 1,901,Antareshof bij huisnr. 26,Speelterrein,Een speelplek met een duikelrek_ een draaitoestel_ glijbaancombinatie en een veerbeest. Naast de speelplek liggen een paar grote keien als speelobject.,1,1,0,,,106333.2305,422161.4615,51.78598602,4.68187723
14281,Sterrenburg 1,901,Dalmeijerplein,Jeu de Boules,Jeu de Boulesterrein,0,0,1,,,106096.9163,422069.5538,51.78513933,4.67846556
18321,Sterrenburg 1,901,Eddingtonweg,Trapveld,Trapveldje met twee streethockeydoeltjes,0,1,1,2010,2012,106431.5145,422412.0085,51.78824646,4.68326643
21044,Sterrenburg 1,901,Galileilaan,Skateterrein,Big Ramp,0,0,1,,,105816.5161,422654.6773,51.7903737,4.674319
21521,Sterrenburg 1,901,Gemmahof bij huisnr. 19,Speelterrein,Een speelplek met een klimklautertoestel met kleine glijbaan en een wip. De plek is in het najaar van 2008 heringericht.,1,1,0,,2008,106545.0421,422403.7143,51.78818177,4.68491291
32401,Sterrenburg 1,900,Jupiterlaan bij huisnr. 49,Speelterrein,Een speelplek met twee hobbelelementen en een evenwichtsbalk.,1,1,0,,,105565.734,422122.1524,51.78556531,4.67076034
48881,Sterrenburg 1,900,Mercuriuslaan,Speelterrein,Een nieuwe speelplek met een combinatietoestel met een glijbaan_ een mandschommel en een wip.,1,1,0,2010,,105786.761,422064.125,51.78506329,4.67397166
59041,Sterrenburg 1,901,Polluxhof tegenover huisnr. 26,Speelterrein,Een speelplek met een glijbaantje en een veerelement.,1,0,0,,2011,106183.1997,422437.2997,51.78845212,4.67966412
59201,Sterrenburg 1,901,Poolsterhof bij huisnr. 46,Speelterrein,Een speelplek met duikelrek_ bokspringpalen_ tafeltennistafel_ hobbelelement_ wip en evenwichtsbalk.,0,1,1,,2013,106545.2364,422532.0896,51.78933561,4.68489776
62401,Sterrenburg 1,901,Rigelhof bij huisnr. 30,Speelterrein,Een speelplek met duikelrek_ twee hobbelelementen_ een draaiknop_ evenwichtsbalk en een tafeltennistafel.,0,1,1,,,106205.8566,422185.4071,51.78619013,4.68002797
67361,Sterrenburg 1,901,De Sitterstraat,Trapveld,Een trapveld met 2 doelen en een overdekte zitgelegenheid.,0,1,1,,,106301.1487,422633.0662,51.79022194,4.681346
67362,Sterrenburg 1,901,De Sitterstraat/Stierstraat,Trapveld,Een trapveld met 2 doelen,0,1,1,2010,,106188.7452,422553.7113,51.78949889,4.67972808
71921,Sterrenburg 1,901,Stierstraat achter huisnr. 67,Speelterrein,Een speelplek met twee volleybalpalen_ een tafeltennistafel en twee doelen.,0,1,1,2009,,106226.9274,422473.0584,51.78877733,4.68029282
76161,Sterrenburg 1,900,Venuslaan 1 bij huisnr. 26,Speelterrein,Een speelplek met diverse veerelementen_ een schommel_ een driedelig duikelrek en een groot combinatietoestel.,1,1,1,,,105747.4637,422223.5484,51.7864927,4.67337951
76166,Sterrenburg 1,900,Venuslaan 2,Trapveld,Een trapveld met een doel naast een grotere speelplek.,0,1,1,,,105776.9136,422209.9741,51.78637329,4.67380823
85641,Sterrenburg 1,901,Leeuwstraat Parkje,Trapveld,Trapveld,0,1,1,,,106449.3637,422010.0552,51.78463531,4.68358145
85642,Sterrenburg 1,901,Leeuwstraat,Combibalspelterrein,Een combibalspelterrein waar zowel gevoetbald als gebasketbald kan worden.,0,1,1,,,106494.0841,421996.5111,51.78451747,4.68423142
02721,Sterrenburg 2,905,Andromedaring bij huisnr. 15,Speelterrein,Een speelplek_ in 2010 heringericht_ met een veerelement_ een evenwichtsbalk_ een dubbel duikelrek en een tafeltennistafel. Ook ligt er een knikkertegel.,1,1,0,,2010,106531.8058,421619.8112,51.78113502,4.68483076
03125,Sterrenburg 2,904,Atmosfeerstraat,Trapveld,Trapveld met ondergrond van kunstgras en twee minidoeltjes.,0,1,1,,,106088.8881,421570.9023,51.78065682,4.67841962
12881,Sterrenburg 2,903,Cirkel bij huisnr. 54,Speelterrein,Een speelplek met een duikelrek_ hobbelelement en een evenwichtsbalk.,1,1,0,,,105448.7144,421688.7822,51.78165989,4.66912651
16963,Sterrenburg 2,903,Driehoek bij huisnr. 62,Speelterrein,Een speelplek met een veerwip_ een hobbelelement_ een zigzag evenwichtsbalk en een duikelrek op kunstgras.,1,1,0,,,105534.9779,421673.6638,51.78153165,4.67037867
21043,Sterrenburg 2,903,Galileilaan t.o. Blaauwweg,Speelterrein,Een verblijfsplek met twee banken en een evenwichtsbalk_ waar je ook op kunt zitten.,0,0,1,,,105897.6692,421674.6476,51.78157249,4.67563411
23202,Sterrenburg 2,902,Graveerstift bij huisnr. 42,Speelterrein,Een speelplek met een klimklautertoestel met kleine glijbaan_ een veerwip en een hobbelelement op een ondergrond van kunstgras.,1,1,0,,2007,105285.7646,421775.7685,51.78242722,4.6667528
23204,Sterrenburg 2,902,Graveerstift  bij huisnr 58,Trapveld,Trapveld met 2 doelen en twee duikelrekken.,0,1,1,,2012,105228.9763,421708.1385,51.78181432,4.66593961
26481,Sterrenburg 2,904,Heelalstraat  bij huisnr. 56,Speelterrein,Een speelplek met bokspringpalen_ een combitoestel_ evenwichtsbalk_ wip en een driedelig duikelrek op een ondergrond van kunstgras.,1,1,1,,2008,106230.9832,421399.7726,51.77913116,4.68050269
31121,Sterrenburg 2,902,Indus bij huisnr. 11,Speelterrein,Een speelplek met bokspringpalen_ evenwichtscombinatie en een hinkelbaan.,0,1,0,,,105555.983,421405.7045,51.77912514,4.67072128
31122,Sterrenburg 2,902,Indus bij huisnr. 53,Speelterrein,Een speelplek met keerwand en een duikelrek. Het speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,0,1,0,,,105508.8903,421430.4848,51.77934369,4.67003538
32481,Sterrenburg 2,905,Kameleonring bij huisnr. 38,Speelterrein,Een speelplek met een veerelement_ een dubbel duikelrek_ een klim-/klautertoestel en een tafeltennistafel.,0,1,1,,2012,106656.1955,421417.0227,51.77932316,4.68666151
45121,Sterrenburg 2,902,Lyra naast huisnr. 92,Speelterrein,Een speelplek met een midirekstok_ een schommel_ een combinatietoestel met ronde glijbuis en een tafeltennistafel.,1,1,0,,2010,105593.7342,421387.7664,51.77896725,4.67127084
45122,Sterrenburg 2,902,Lyra bij huisnr. 52,Speelterrein,Een speelplek met een klein combinatietoestel met glijbaantje_ een dubbel duikelrekje en een veerelement.,1,1,0,,,105680.8718,421338.2193,51.77852963,4.67254049
45127,Sterrenburg 2,902,Lyra naast huisnr.  30,Trapveld,Een speelplek met trapveld en 2 minidoelen.,0,1,1,,,105753.1756,421395.3189,51.77904921,4.67358002
49842,Sterrenburg 2,905,Minnaertweg t.h.v. huisnr. 64,Trapveld,Een trapveld met 2 minidoelen,0,1,1,,2009,106546.6688,421487.1083,51.77994359,4.68506469
57121,Sterrenburg 2,905,Pegasusring bij huisnr. 24,Speelterrein,Een speelplek met een duikelrek en twee hobbelelementen. Daarnaast een zitrand van beton.,1,1,0,,,106528.2039,421695.0401,51.78181085,4.68476804
57601,Sterrenburg 2,905,Phoenixring bij huisnr. 6,Speelterrein,Een speelplek met een zigzagbalans en een apart veerelement op kunstgras.,1,1,0,,2009,106664.5311,421504.927,51.78011395,4.68677003
60321,Sterrenburg 2,903,Pijl bij huisnr. 14,Speelterrein,Een speelplek met duikelrek en een hobbelelement. Het speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,1,0,,,105690.3628,421557.187,51.78049851,4.67264685
61281,Sterrenburg 2,904,Regenboogstraat bij huisnr. 70,Speelterrein,Een speelplek met bokspringpalen_ evenwichtsbalk_ combitoestel_ duikelrek_ twee hobbelelementen.,1,1,0,,,106336.5917,421394.6433,51.77909427,4.68203366
68961,Sterrenburg 2,905,Spicaring bij huisnr. 8,Speelterrein,Een speelplek met een klim-/glijtoestel_ een mooi veerelement_ een duikeltrio_ hinkelbaan en dubbele schommel. De plek is in 2009 heringericht.,1,1,0,,2009,106667.7072,421683.1742,51.78171629,4.68679119
71562,Sterrenburg 2,904,Sterrenburgpark 2,Speelterrein,Fietscrossbaan.,0,1,1,,,106217.3317,421901.6041,51.78364035,4.68023423
71563,Sterrenburg 2,904,Sterrenburgpark 6,Trapveld,Trapveld naast de grotere speelplek met dubbele schommel en combinatietoestellen.,0,1,1,,,106153.6286,421796.0389,51.78268598,4.67932598
71564,Sterrenburg 2,904,Sterrenburgpark 1,Basketbalterrein,Een basketbalveld met basketbalpalen.,0,0,1,,,106267.658,421783.4346,51.78258266,4.68098014
71565,Sterrenburg 2,904,Sterrenburgpark 5,Speelterrein,Een speelplek met diverse toestellen om Calisthenics te beoefenen. Daarnaast een dubbele schommel_ een combinatietoestel en een hobbelelement.,1,1,1,1999,2012,106149.0845,421825.9029,51.782954,4.67925592
72161,Sterrenburg 2,904,Stratosfeerstraat_ bij huisnr. 155,Speelterrein,Een speelplek met bokspringpalen_ een duikelrek_ poefs_ en een klimtoestel met glijbaan op een ondergrond van kunstgras.,1,1,0,,,106142.0459,421413.8552,51.77924996,4.67921203
72162,Sterrenburg 2,904,Stratosfeerstraat,Balspelterrein,Volleybalveld,0,1,1,,,106181.6794,421582.0104,51.78076478,4.67976262
72163,Sterrenburg 2,904,Stratosfeerstraat,Speelterrein,Speelplek met een combinatietoestel met glijbaan. Ook staan er twee hobbelelementen. De ondergrond is van kunstgras.,1,1,0,,2008,106204.5925,421613.7485,51.78105204,4.68009017
72961,Sterrenburg 2,903,Tafelberg 2 bij huisnr. 20,Speelterrein,De speelplek is geadopteerd. Op het plekje staat een dubbele schommel_ een glijbaantje en een dubbel duikelrek. Ook ligt er een hinkelbaan. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,1,0,,2015,105824.1629,421778.0799,51.78249566,4.67455428
72962,Sterrenburg 2,903,Tafelberg 1 Bij huisnr. 90,Speelterrein,Een speelplek met klimklautertoestel_ een duikelrek en een veerelement.,1,1,0,,2011,105761.9812,421750.8871,51.78224578,4.67365708
80961,Sterrenburg 2,902,Waterman t.o. huisnr. 134,Speelterrein,Kleine speelplek met een klimklautertoestel en een schommel.,1,1,0,,2009,105340.7392,421485.5688,51.77982385,4.66759102
80962,Sterrenburg 2,902,Waterman bij huisnr 68,Speelterrein,Een natuurlijke speelplek.,0,1,1,,2013,105097.754,421444.5211,51.77943327,4.66407609
81281,Sterrenburg 2,903,Weegschaal 4 bij huisnr. 63,Speelterrein,Een speelplek met hobbelelement_ een duikelrek_ hinkelbaan_ knikkerputje en betonnen poefs.,0,1,0,,,105829.5267,421625.8866,51.78112824,4.67465361
81282,Sterrenburg 2,903,Weegschaal 2 bij huisnr. 2,Speelterrein,Een speelplek met evenwichtsbalk_ bokspringpalen en een speelbult.,0,1,0,,,105866.2667,421541.3375,51.78037156,4.67519798
81283,Sterrenburg 2,903,Weegschaal 1 bij huisnr. 99,Speelterrein,Een speelplek met evenwichtsbalk_ een hobbelelement en een turntoestel.,0,1,0,,,105802.8046,421575.5379,51.78067336,4.67427355
81285,Sterrenburg 2,903,Weegschaal  79 (trapveld),Trapveld,Een trapveld met twee sportcombinatietoestellen.,0,1,1,,,105743.218,421598.328,51.78087295,4.67340688
81287,Sterrenburg 2,903,Weegschaal 79 (sppl),Speelterrein,Deze speelplek is in 2009 opnieuw ingericht met een groot combinatietoestel inclusief een zandspeelelement. Ook staat er een schommel en een veerelement met vier veren.,1,1,1,,2009,105741.119,421634.8184,51.78120073,4.67337128
81602,Sterrenburg 2,902,Wega naast huisnr. 22,Speelterrein,Een speelplek met twee hobbelelementen_ duikelrek en een evenwichtstoestel.,1,1,0,,,105873.737,421377.394,51.77889872,4.67532946
01802,Sterrenburg 3,909,Weerdestein voor huisnr. 130,Speelterrein,Speelplek heringericht bij herbestrating.,1,0,0,,,105500.679,420481.204,51.77081097,4.67005198
03081,Sterrenburg 3,906,Arentsburg bij huisnr. 31,Speelterrein,Een speelplek met een combinatietoestel met een glijbaantje_ een dubbel duikelrek en een veerelement. Rond een gedeelte van de plek is een stenen wal en muur.,1,1,0,,2015,105519.339,421254.2993,51.77776109,4.67021194
04701,Sterrenburg 3,909,Beekenstein bij huisnr. 50,Speelterrein,Een speelplek met een klim-/klautertoestel_ een zigzagbalans en een dubbel duikelrek.,1,1,0,,2010,105844.8365,420601.0136,51.77191819,4.67502082
10902,Sterrenburg 3,906,Brittenburg bij huisnr. 71,Trapveld,Een trapveld twee spijlendoelen.,0,1,1,,,105075.6445,421363.2882,51.77870118,4.66376743
10903,Sterrenburg 3,906,Brittenburg bij huisnr. 71,Speelterrein,Een speelplek met een combinatietoestel met glijbaan_ driedelig duikelrek en een dubbele schommel.,1,1,0,,2013,105093.7804,421334.6561,51.77844546,4.66403434
12203,Sterrenburg 3,908,Cannenburg achter huisnr. 86,Speelterrein,Een speelplek met een klim-/glijcombinatie_ een duikelrek en een dubbele schommel.,1,1,0,,2010,106560.3652,421149.6217,51.7769115,4.68531033
22901,Sterrenburg 3,909,Goudestein,Speelterrein,Een nieuwe speelplek_ aangelegd op verzoek bewoners. Op de plek staan een toestel om te klimmen en te glijden_ een draaistoel_ twee duikelrekken_ een veerelement en een schommel.,1,1,0,2009,,105551.8344,420780.9974,51.77351,4.67075031
26783,Sterrenburg 3,909,Heimerstein naast huisnr. 15,Speelterrein,Een speelplek met een hobbelelement_ duikelrek en een hekwerk.,1,1,0,,,105453.0447,420747.8864,51.77320365,4.66932378
34521,Sterrenburg 3,908,Kinkelenburg bij huisnr. 233,Speelterrein,Een speelplek met combitoestel met kleine glijbaan op kunstgras.,1,0,0,,,106466.4575,421166.1881,51.77705224,4.68394737
34523,Sterrenburg 3,908,Kinkelenburg achter huisnr. 97,Speelterrein,Een speelplek met een kleine glijbaan_ een duikelrek_ een draaistoeltje en een veerelement.,1,1,0,,2009,106634.9857,421049.1359,51.77601481,4.68640553
34524,Sterrenburg 3,908,Kinkelenburg 119 (De Meridiaan),Combibalspelterrein,Grote multifunctionele speelplek in nauwe samenhang met de school en sportactiviteiten.,1,1,1,,2008,106465.9647,421027.3338,51.7758042,4.68395968
43951,Sterrenburg 3,909,Loevestein bij huisnr. 110,Trapveld,Een trapveld met twee streethockeydoeltjes,0,1,1,,2009,105221.7889,421174.446,51.77701694,4.66591213
43953,Sterrenburg 3,909,Loevestein bij huisnr. 40,Speelterrein,Een speelplek met evenwichtsbalk en betonnen paaltjes en poefs.,0,1,0,,,105213.9488,420947.5777,51.77497719,4.66583112
43954,Sterrenburg 3,909,Loevestein tegenover huisnr. 98,Speelterrein,Een speelplek in oktober 2009 opnieuw ingericht met een combinatietoestel_ een wip_ een dubbel duikelrek en een veerelement.,1,1,0,,2009,105220.6079,421039.582,51.7758047,4.66591439
44821,Sterrenburg 3,908,Luchtenburg t.o. huisnr. 102,Speelterrein,Een speelplek met een groot combinatietoestel_ een driedelige rekstok_ een dubbele schommel en een paar veerelementen.,1,1,1,,2008,106457.2586,420826.3565,51.77399708,4.68386169
44823,Sterrenburg 3,908,Luchtenburg t.o. huisnr. 102,Trapveld,Trapveld met twee spijlendoelen.,0,1,1,,,106459.2792,420857.5156,51.77427731,4.6838866
53991,Sterrenburg 3,909,Nijenstein achter huisnr. 12,Speelterrein,Speelplek is eind 2010 opnieuw ingericht met een veerwip en een klimklautertoestel.,1,1,0,,2010,105674.1646,420710.5022,51.77288721,4.67253265
54281,Sterrenburg 3,906,Ockenburg bij huisnr. 55,Trapveld,Een trapveld met 2 spijlendoelen.,0,1,1,,2012,105572.2758,421100.5976,51.77638433,4.67100088
54282,Sterrenburg 3,906,Ockenburg (Keerkring),Speelterrein,Speelplek voor de Keerkring met een combinatietoestel_ driedelig duikelrek_ dubbele schommel_ een tafeltennistafel en twee basketbalpalen.,1,1,1,2012,,105555.6537,421050.6625,51.77593405,4.67076717
54681,Sterrenburg 3,909,Oostkilpark 2 Nijenstein achter nr. 52,Trapveld,Een trapveld met 2 spijlendoelen.,0,1,1,,,105672.6083,420869.1046,51.77431257,4.67248753
54682,Sterrenburg 3,909,Oostkilpark 1 / Heimerstein achter nr. 50,Trapveld,Een trapveld met 2 spijlendoelen.,0,1,1,,,105534.5449,420911.3404,51.77467997,4.67048121
60371,Sterrenburg 3,908,Pijnenburg achter huisnr. 80,Speelterrein,Een speelplek met hobbelelement en een duikelrek.,1,1,0,,,106048.8747,420733.5197,51.77312705,4.6779581
61883,Sterrenburg 3,909,Remmerstein bij huisnr. 7,Speelterrein,Een speelplek met duikelrek en een hobbelelement voor meerdere kinderen tegelijk.,1,1,0,,2012,105353.5728,420890.5458,51.77447702,4.66786222
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Een trapveld met 2 boogdoeltjes.,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Hondenverbodspaal_ houten model,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Kunstgras op lava,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Spijlen hekwerk Groen,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Minidoel MD2090,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64611,Sterrenburg 3,907,Sandenburg  ingang bij huisnr. 105,Trapveld,Minidoel MD2090,0,1,1,,2015,106106.5706,421119.8385,51.77660428,4.67873949
64612,Sterrenburg 3,907,Sandenburg bij huisnr. 36,Speelterrein,Een speelplek met een wip_ een balanceerbalk en een “speelvilla” met glijbaantje.,1,1,0,,2010,106293.949,421181.8995,51.77717844,4.68144568
64614,Sterrenburg 3,907,Sandenburg naast huisnr. 57,Speelterrein,Een speelplekje met een knikkerputje en een hinkelbaan.,0,1,0,2009,,106209.8189,421120.5051,51.77661929,4.68023535
