FID,wpeil_verf,se_anno_cad_data,gdb_geomattr_data,shape
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.191,3.92,,,"LINESTRING (90145.73600000143 438706.8370000012, 89847.37900000066 438565.0689999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.192,0.01,,,"LINESTRING (90816.23699999973 439031.381000001, 90810.13100000098 439028.2349999994, 90633.7100000009 438940.6710000001, 90446.36400000006 438850.37000000104)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.193,-1.08,,,"LINESTRING (91259.42599999905 439262.8350000009, 91188.84499999881 439227.0720000006, 90931.72399999946 439090.90199999884, 90816.23699999973 439031.381000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.194,-0.85,,,"LINESTRING (91725.23200000077 439442.2899999991, 91710.29899999872 439438.20899999887, 91649.19700000063 439420.15399999917, 91587.62700000033 439400.3599999994, 91525.39799999818 439378.5159999989, 91462.19700000063 439354.28500000015, 91397.57499999925 439327.32499999925, 91330.95300000161 439297.30799999833, 91261.63699999824 439263.9549999982, 91259.42599999905 439262.8350000009)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.195,1.28,,,"LINESTRING (96068.87700000033 440585.9270000011, 95581.92199999839 440430.3260000013, 95269.66299999878 440338.7100000009, 95111.79300000146 440296.6889999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.196,-1.06,,,"LINESTRING (92212.86400000006 439552.2589999996, 92067.0549999997 439523.1030000001, 91891.21299999952 439484.5399999991, 91771.01399999857 439454.8020000011, 91725.23200000077 439442.2899999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.197,-5.82,,,"LINESTRING (92704.64499999955 439642.4059999995, 92627.77699999884 439629.56700000167, 92490.89600000158 439605.43299999833, 92288.65799999982 439567.4149999991, 92212.86400000006 439552.2589999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.198,-2.92,,,"LINESTRING (93027.6799999997 439702.26099999994, 92964.46700000018 439687.66000000015, 92897.20300000161 439674.5689999983, 92704.64499999955 439642.4059999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.199,-1.51,,,"LINESTRING (93191.17799999937 439753.3429999985, 93127.26099999994 439730.9990000017, 93094.63100000098 439720.73600000143, 93074.57800000161 439715.1730000004)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.200,-6.22,,,"LINESTRING (93477.11300000176 439869.96599999815, 93297.20699999854 439795.11400000006, 93193.58799999952 439754.18499999866, 93191.17799999937 439753.3429999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.201,-10.34,,,"LINESTRING (93656.1799999997 439936.83300000057, 93615.83199999854 439923.1409999989, 93571.0859999992 439906.7729999982, 93486.68299999833 439873.9479999989, 93477.11300000176 439869.96599999815)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.202,-1.48,,,"LINESTRING (94137.74700000137 440070.5639999993, 93999.23900000006 440036.7529999986, 93935.22700000182 440020.28599999845, 93817.3590000011 439987.875, 93711.57200000063 439955.62999999896, 93656.1799999997 439936.83300000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.203,-0.78,,,"LINESTRING (94625.29699999839 440181.43400000036, 94376.05099999905 440125.54399999976, 94138.20199999958 440070.67500000075, 94137.74700000137 440070.5639999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.204,-0.86,,,"LINESTRING (95111.79300000146 440296.6889999993, 95056.89600000158 440282.0769999996, 94898.91600000113 440243.5610000007, 94770.73600000143 440214.0469999984, 94625.29699999839 440181.43400000036)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.205,-3.32,,,"LINESTRING (104740.55099999905 447431.70800000057, 104752.79600000009 447338.63899999857, 104759.18299999833 447215.8299999982, 104756.07600000128 447114.3759999983, 104747.1559999995 447023.9120000005, 104734.61600000039 446940.6030000001, 104733.4059999995 446934.21400000155)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.206,0.95,,,"LINESTRING (104565.75400000066 448416.21599999815, 104656.2890000008 447924.48099999875)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.207,0.53,,,"LINESTRING (104656.2890000008 447924.48099999875, 104676.62999999896 447814, 104729.92599999905 447512.4629999995, 104740.55099999905 447431.70800000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.208,1.28,,,"LINESTRING (96692.4690000005 440740.4829999991, 96621.11499999836 440723.2969999984, 96068.87700000033 440585.9270000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.209,-0.81,,,"LINESTRING (97179.28000000119 440854.5329999998, 96904.38100000098 440791.52600000054, 96692.4690000005 440740.4829999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.210,-2.62,,,"LINESTRING (97666.4299999997 440967.15399999917, 97483.29500000179 440924.21400000155, 97179.28000000119 440854.5329999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.211,-1.3,,,"LINESTRING (98148.41899999976 441099.5720000006, 98141.91099999845 441097.34600000083, 98056.7190000005 441070.46499999985, 97969.51000000164 441044.94200000167, 97880.24599999934 441020.5329999998, 97692.93299999833 440973.3680000007, 97666.4299999997 440967.15399999917)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.212,-0.52,,,"LINESTRING (100674.76999999955 442696.3929999992, 100633.60500000045 442671.6739999987, 100555.5709999986 442627.5720000006, 100444.52899999917 442567.0029999986, 100367.49300000072 442523.2729999982, 100283.19999999925 442471.86300000176, 100242.57999999821 442445.27699999884)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.213,-0.71,,,"LINESTRING (100242.57999999821 442445.27699999884, 100189.99799999967 442410.86100000143, 100088.80299999937 442340.91000000015, 99982.03200000152 442264.3530000001, 99834.85500000045 442156.0080000013)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.214,4.34,,,"LINESTRING (101090.31399999931 442974.1970000006, 101078.6259999983 442965.73900000006, 101034.22899999842 442934.3960000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.215,3.42,,,"LINESTRING (101028.75200000033 442930.52899999917, 100967.77299999818 442887.48000000045, 100862.5709999986 442815.65399999917, 100764.69900000095 442751.6649999991, 100718.88599999994 442722.8839999996, 100674.76999999955 442696.3929999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.216,0.39,,,"LINESTRING (98608.02499999851 441294.7890000008, 98599.17700000107 441289.91600000113, 98529.90900000185 441254.31599999964, 98457.90799999982 441220.0009999983, 98383.05099999905 441187.0780000016, 98305.33399999887 441155.6330000013, 98296.37000000104 441152.30000000075)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.217,0.26,,,"LINESTRING (98296.37000000104 441152.30000000075, 98224.87700000033 441125.7190000005, 98148.41899999976 441099.5720000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.218,3.77,,,"LINESTRING (101492.55000000075 443271.1739999987, 101368.26799999923 443177.88899999857, 101193.29399999976 443048.72300000116, 101090.31399999931 442974.1970000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.219,-0.56,,,"LINESTRING (99029.00400000066 441563.8920000009, 98913.15799999982 441482.5560000017, 98853.71599999815 441442.54100000113, 98792.89299999923 441403.12999999896, 98730.39299999923 441364.4609999992, 98665.91800000146 441326.67599999905, 98608.02499999851 441294.7890000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.220,-0.56,,,"LINESTRING (99432.19399999827 441859.58900000155, 99142.41899999976 441646.2710000016, 99029.00800000131 441563.89499999955, 99029.00400000066 441563.8920000009)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.221,-0.52,,,"LINESTRING (99834.85500000045 442156.0080000013, 99432.19399999827 441859.58900000155)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.222,0.74,,,"LINESTRING (101879.28000000119 443587.5399999991, 101857.42700000107 443566.0560000017, 101822.67100000009 443534.2179999985, 101784.01900000125 443500.4120000005, 101741.51799999923 443464.7259999998, 101646.03700000048 443388.2969999984, 101539.56399999931 443306.4629999995, 101492.55000000075 443271.1739999987)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.223,0.76,,,"LINESTRING (102649.56700000167 444221.6479999982, 102593.58399999887 444176.43299999833, 102495.85300000012 444101.1469999999, 102441.58300000057 444057.9230000004, 102344.63199999928 443974.56799999997, 102295.25 443933.6959999986, 102260.57499999925 443907.70899999887)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.224,1,,,"LINESTRING (102260.57499999925 443907.70899999887, 102243.22199999914 443894.7039999999, 102112.6559999995 443806.9360000007, 102088.98800000176 443790.0450000018, 102066.5390000008 443772.8590000011, 102045.20399999991 443755.12000000104, 102004.63699999824 443716.9690000005, 101916.07899999991 443623.7190000005, 101879.28000000119 443587.5399999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.225,0.17,,,"LINESTRING (103017.65199999884 444559.7670000009, 102961.06799999997 444504.08100000024, 102857.55799999833 444405.22399999946, 102808.02499999851 444359.23900000006, 102760.38500000164 444316.125, 102671.85599999875 444239.6499999985, 102649.56700000167 444221.6479999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.226,0.12,,,"LINESTRING (103727.77299999818 445263.8420000002, 103373.27699999884 444911.2340000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.227,0.14,,,"LINESTRING (103373.27699999884 444911.2340000011, 103232.57499999925 444771.2809999995, 103017.65199999884 444559.7670000009)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.228,0.28,,,"LINESTRING (104081.07600000128 445617.6400000006, 103942.33399999887 445477.26099999994, 103727.77299999818 445263.8420000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.229,0.89,,,"LINESTRING (104408.76799999923 445994.4200000018, 104402.65199999884 445985.19000000134, 104373.81599999964 445945.0379999988, 104342.28599999845 445904.17599999905, 104307.95699999854 445862.3440000005, 104270.78299999982 445819.29199999943, 104188.08999999985 445728.7989999987, 104095.3599999994 445632.0920000002, 104081.07600000128 445617.6400000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.230,-0.72,,,"LINESTRING (104609.42799999937 446450.1860000007, 104584.8599999994 446373.5, 104558.26300000027 446296.0789999999, 104528.89400000125 446219.62000000104, 104512.41600000113 446181.12099999934, 104494.39999999851 446142.3720000014, 104474.62099999934 446103.40199999884, 104452.86899999902 446064.23900000006, 104428.94299999997 446024.8669999987, 104408.76799999923 445994.4200000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.231,-2.1,,,"LINESTRING (104733.4059999995 446934.21400000155, 104719.89299999923 446862.8759999983, 104703.97199999914 446790.2280000001, 104687.55900000036 446722.6220000014, 104671.17300000042 446660.1020000018, 104639.84299999848 446549.77699999884, 104611.32200000063 446456.1000000015, 104609.42799999937 446450.1860000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.232,8.59,,,"LINESTRING (102964.06799999997 469854.2749999985, 102964.94200000167 469856.3359999992, 103013.51099999994 469963.37099999934, 103020.14600000158 469977.35500000045)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.233,5.29,,,"LINESTRING (103163.2490000017 470286.4990000017, 103173.1790000014 470308.4270000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.234,-3.53,,,"LINESTRING (103173.1790000014 470308.4270000011, 103181.9450000003 470327.78500000015, 103236.7190000005 470435.34699999914, 103327.93899999931 470590.1259999983, 103426.56799999997 470738.76399999857)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.235,-3.81,,,"LINESTRING (103426.56799999997 470738.76399999857, 103495.26399999857 470842.29100000113, 103710.62200000137 471150.20699999854)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.236,-0.01,,,"LINESTRING (103710.62200000137 471150.20699999854, 103816.14499999955 471301.08199999854)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.237,-1.3,,,"LINESTRING (95063.88800000027 461839.2580000013, 95423.2890000008 462186.86499999836)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.238,0.79,,,"LINESTRING (98869.01999999955 465017.34899999946, 98878.98800000176 465027.98099999875, 98919.77199999988 465068.7320000008, 98962.04699999839 465108.83300000057, 99006.15700000152 465148.41099999845, 99052.38399999961 465187.6160000004, 99100.92399999872 465226.6000000015, 99151.86199999973 465265.5069999993, 99205.17100000009 465304.45600000024, 99251.99199999869 465337.40199999884)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.239,5.73,,,"LINESTRING (99251.99199999869 465337.40199999884, 99260.70699999854 465343.53400000185, 99377.43299999833 465422.25, 99561.37299999967 465541.48099999875, 99670.26199999824 465611.3060000017)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.240,3.89,,,"LINESTRING (99820.47399999946 465707.6279999986, 100091.16000000015 465881.2030000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.241,3.9,,,"LINESTRING (99670.26199999824 465611.3060000017, 99820.47399999946 465707.6279999986)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.242,-0.06,,,"LINESTRING (100091.16000000015 465881.2030000016, 100429.17300000042 466097.9519999996, 100511.30600000173 466152.256000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.243,-0.95,,,"LINESTRING (100511.30600000173 466152.256000001, 100550.52499999851 466178.186999999, 100641.20300000161 466240.79300000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.244,-1.3,,,"LINESTRING (100737.0540000014 466309.51999999955, 100779.71499999985 466341.4690000005, 100833.6640000008 466383.5210000016, 100886.1790000014 466426.2589999996, 100913.15300000086 466449.2329999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.245,-0.92,,,"LINESTRING (100650.04100000113 466246.8960000016, 100667.6799999997 466259.07400000095, 100724.37200000137 466300.0229999982, 100737.0540000014 466309.51999999955)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.246,2.12,,,"LINESTRING (100913.15300000086 466449.2329999991, 100937.21599999815 466469.7270000018, 100986.72199999914 466513.9290000014, 101034.64499999955 466558.8379999995, 101080.93899999931 466604.40300000086, 101125.57999999821 466650.5639999993, 101168.57600000128 466697.26399999857, 101209.97199999914 466744.45899999887, 101249.85500000045 466792.12900000066, 101261.57299999893 466806.7879999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.247,-1.39,,,"LINESTRING (95423.2890000008 462186.86499999836, 95439.58799999952 462202.62900000066, 95645.98299999908 462362.8350000009, 95788.21799999848 462445.79300000146, 95830.48900000006 462466.40199999884)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.248,2.14,,,"LINESTRING (101261.57299999893 466806.7879999988, 101288.34600000083 466840.27800000086, 101325.59299999848 466888.93299999833, 101397.00699999928 466987.9510000013, 101431.49300000072 467038.42500000075, 101498.7100000009 467141.5379999988, 101531.65799999982 467194.20699999854, 101545.85700000077 467217.66600000113)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.249,2.22,,,"LINESTRING (101545.85700000077 467217.66600000113, 101596.65500000119 467301.6000000015, 101788.78700000048 467631.3539999984, 101799.10500000045 467648.7740000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.250,-5.49,,,"LINESTRING (95924.9059999995 462512.14499999955, 96012.49599999934 462553.4690000005, 96109.16899999976 462600.9910000004, 96198.12900000066 462647.85500000045, 96280.13599999994 462694.46400000155)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.251,-3.94,,,"MULTILINESTRING ((96603.8049999997 462907.66699999943, 96655.625 462944.0639999993, 96695.15700000152 462972.9780000001), (96280.13599999994 462694.46400000155, 96281.2809999995 462695.11499999836, 96360.4140000008 462743.32400000095, 96436.86199999973 462792.6070000008, 96486.68600000069 462826.13500000164))"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.252,2.22,,,"LINESTRING (101799.10500000045 467648.7740000002, 101853.07200000063 467739.8830000013, 102058.32400000095 468076.32400000095)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.253,-0.49,,,"MULTILINESTRING ((96757.90900000185 463018.875, 96857.77800000086 463091.91800000146, 97041.40500000119 463229.65300000086, 97096.3350000009 463271.37999999896), (96695.15700000152 462972.9780000001, 96752.52899999917 463014.94000000134))"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.254,3.26,,,"LINESTRING (102253.07699999958 468401.0549999997, 102314.875 468505.4759999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.255,2.98,,,"LINESTRING (102058.32400000095 468076.32400000095, 102144.25400000066 468217.1770000011, 102245.88199999928 468388.8969999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.256,3.36,,,"LINESTRING (102245.88199999928 468388.8969999999, 102253.07699999958 468401.0549999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.257,-0.15,,,"LINESTRING (97096.3350000009 463271.37999999896, 97210.71400000155 463358.2659999989, 97370.35599999875 463480.9200000018, 97471.91800000146 463560.3819999993, 97492.27199999988 463576.7030000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.258,-0.21,,,"LINESTRING (97695.6959999986 463744.06700000167, 97836.78299999982 463865.26099999994, 97874.76199999824 463898.6429999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.259,-0.14,,,"LINESTRING (97492.27199999988 463576.7030000016, 97569.08999999985 463638.2989999987, 97661.70100000128 463714.8660000004, 97663.4690000005 463716.38500000164)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.260,2.45,,,"LINESTRING (102314.875 468505.4759999998, 102330.18299999833 468531.3420000002, 102471.59699999914 468765.80999999866, 102523.82800000161 468854.6469999999, 102568.83300000057 468936.12099999934)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.261,0.74,,,"LINESTRING (97874.76199999824 463898.6429999992, 97963.70199999958 463976.8189999983, 98045.2109999992 464050.33399999887, 98121.08999999985 464122.4670000002, 98156.06799999997 464157.87099999934, 98188.85500000045 464192.8379999995, 98219.5159999989 464227.44200000167, 98234.40900000185 464245.22100000083)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.262,0.63,,,"LINESTRING (98234.40900000185 464245.22100000083, 98248.31599999964 464261.8220000006, 98302.18200000003 464330.70899999887, 98410.84600000083 464475.5940000005, 98472.40199999884 464554.4979999997, 98541.58999999985 464639.6479999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.263,2.61,,,"LINESTRING (102568.83300000057 468936.12099999934, 102573.30299999937 468944.21400000155, 102596.93800000101 468989.7329999991, 102619.81399999931 469035.8029999994, 102663.36800000072 469129.3920000009, 102724.55000000075 469272.72300000116, 102773.17100000009 469392.1640000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.264,-1.07,,,"LINESTRING (98541.58999999985 464639.6479999982, 98575.40799999982 464681.2679999992, 98586.27100000158 464694.28400000185)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.265,-1.09,,,"LINESTRING (98590.03500000015 464698.79399999976, 98648.88399999961 464769.3040000014, 98724.11800000072 464857.62999999896, 98800.47599999979 464944.2349999994, 98869.01999999955 465017.34899999946)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.266,4.62,,,"LINESTRING (102773.17100000009 469392.1640000008, 102894.18200000003 469689.43400000036, 102964.06799999997 469854.2749999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.267,-1.22,,,"LINESTRING (92244.76000000164 468083.47100000083, 92302.23600000143 468137.87099999934, 92345.4609999992 468176.0859999992, 92392.9290000014 468215.8570000008, 92444.59800000116 468256.7800000012, 92500.15199999884 468298.39499999955, 92518.96599999815 468311.7670000009)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.268,-1.22,,,"LINESTRING (92518.96599999815 468311.7670000009, 92559.03799999878 468340.2479999997, 92620.54600000009 468381.9479999989, 92683.92300000042 468423.20800000057, 92813.72100000083 468503.9239999987, 92940.71200000122 468580.0370000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.269,0.05,,,"LINESTRING (93148.80999999866 468703.33100000024, 93370.89400000125 468834.8779999986)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.270,0.05,,,"LINESTRING (92940.71200000122 468580.0370000005, 92945.16800000146 468582.70800000057, 92981.85700000077 468604.44000000134)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.271,-1.99,,,"LINESTRING (93370.89400000125 468834.8779999986, 93412.83700000122 468859.72199999914, 93598.85399999842 468973.1429999992, 93654.64799999818 469008.51399999857, 93754.78000000119 469074.8520000018, 93793.33999999985 469102.0870000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.272,-1.61,,,"LINESTRING (93793.33999999985 469102.0870000012, 93915.45199999958 469188.3350000009, 93951.23900000006 469212.686999999, 93987.11899999902 469235.73600000143, 94024.00600000098 469257.87900000066, 94062.67399999872 469279.66600000113, 94146.5309999995 469324.6070000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.273,-3.09,,,"LINESTRING (95710.48200000077 470224.5179999992, 95770.38199999928 470248.61400000006, 95830.32400000095 470271.3189999983, 95889.7100000009 470292.6319999993, 95948.66899999976 470312.8570000008, 95968.44200000167 470319.32499999925)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.274,-2.52,,,"LINESTRING (95968.44200000167 470319.32499999925, 96065.7659999989 470351.1579999998, 96445.22300000116 470469.89400000125)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.275,-1.37,,,"LINESTRING (96445.22300000116 470469.89400000125, 96472.79899999872 470478.5219999999, 96704.57800000161 470548.6229999997, 96877.35099999979 470596.94200000167, 96925.35500000045 470609.24599999934)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.276,-0.13,,,"LINESTRING (96925.35500000045 470609.24599999934, 97162.37299999967 470669.9990000017, 97204.34299999848 470681.44000000134)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.277,-0.13,,,"LINESTRING (97229.22100000083 470688.22199999914, 97275.42000000179 470700.81599999964, 97331.48000000045 470717.5150000006, 97386.9840000011 470735.2960000001, 97407.17700000107 470742.29300000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.278,-1.48,,,"LINESTRING (97407.17700000107 470742.29300000146, 97441.67000000179 470754.243999999, 97495.23200000077 470774.3669999987, 97547.34299999848 470795.6009999998, 97597.68299999833 470817.8189999983, 97645.97500000149 470840.84600000083, 97692.03200000152 470864.4849999994, 97735.79300000146 470888.53599999845, 97817.01399999857 470937.2280000001, 97854.85300000012 470961.7280000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.279,1.69,,,"LINESTRING (97854.85300000012 470961.7280000001, 97936.4690000005 471014.5720000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.280,-1.73,,,"LINESTRING (97968.52299999818 471035.3260000013, 98005.89200000092 471059.5210000016, 98088.2659999989 471108.2879999988, 98132.53200000152 471132.3049999997, 98179.02899999917 471155.81799999997, 98227.8209999986 471178.5879999995, 98278.97100000083 471200.368999999, 98290.58199999854 471204.8220000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.281,-0.78,,,"LINESTRING (98290.58199999854 471204.8220000006, 98332.57800000161 471220.9290000014, 98388.78400000185 471240.0709999986, 98447.74799999967 471257.65300000086, 98509.6099999994 471273.59600000083, 98574.43400000036 471287.8969999999, 98642.1790000014 471300.6240000017, 98712.67199999839 471311.9140000008, 98775.60599999875 471320.57400000095)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.282,-0.9,,,"LINESTRING (90327.73200000077 463374.71400000155, 90335.10799999908 463382.16800000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.283,-0.77,,,"LINESTRING (90335.10799999908 463382.16800000146, 90337.98600000143 463385.0780000016, 90402.30700000003 463455.1860000007, 90432.64699999988 463491.25499999896, 90461.32400000095 463528.30700000003, 90488.09499999881 463566.563000001, 90512.88699999824 463606.2049999982, 90535.85000000149 463647.34899999946, 90557.36600000039 463690.0390000008, 90606.57999999821 463797.7320000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.284,-0.57,,,"LINESTRING (98775.60599999875 471320.57400000095, 98785.61899999902 471321.9519999996, 98860.63500000164 471330.9539999999, 98937.29600000009 471339.1460000016, 99093.92599999905 471353.91899999976, 99273.22199999914 471368.8420000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.285,-0.64,,,"LINESTRING (90606.57999999821 463797.7320000008, 90641.6259999983 463874.4210000001, 90665.43899999931 463923.006000001, 90691.16699999943 463972.1570000015, 90718.84200000018 464021.6959999986, 90726.37000000104 464034.43400000036)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.286,-0.24,,,"LINESTRING (99273.22199999914 471368.8420000002, 99733.01300000027 471407.11199999973, 99771.4849999994 471410.4849999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.287,-0.19,,,"LINESTRING (99771.4849999994 471410.4849999994, 99891.8359999992 471421.03599999845, 100048.30099999905 471436.3260000013, 100125.30299999937 471444.6970000006, 100268.76700000092 471462.14400000125)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.288,-0.04,,,"LINESTRING (100268.76700000092 471462.14400000125, 100276.57299999893 471463.0929999985, 100498.25899999961 471494.11400000006, 100763.63100000098 471533.5789999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.289,-0.07,,,"LINESTRING (100763.63100000098 471533.5789999999, 100871.26199999824 471549.5859999992, 101027.46799999848 471573.8999999985, 101257.48299999908 471611.69099999964)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.290,-5.2,,,"LINESTRING (101257.48299999908 471611.69099999964, 101361.46499999985 471628.77600000054, 101451.29800000042 471642.3110000007, 101544.26399999857 471654.63899999857, 101640.56199999899 471665.0460000001, 101740.38800000027 471672.8900000006, 101753.37799999863 471673.5020000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.291,0.04,,,"LINESTRING (101753.37799999863 471673.5020000003, 101844.10399999842 471677.7740000002, 101952.47500000149 471679.7340000011, 102253.25600000098 471678.30799999833)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.292,0.18,,,"LINESTRING (102253.25600000098 471678.30799999833, 102323.68200000003 471677.97399999946, 102472.37799999863 471681.1259999983, 102640.94999999925 471688.0560000017, 102753.07400000095 471686.91800000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.293,0.49,,,"LINESTRING (102753.07400000095 471686.91800000146, 102848.76799999923 471685.9470000006, 103169.37900000066 471615.38500000164, 103237.75 471582.15900000185)"
