Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Concorde Group B.V.;;;;;;1;;;;1
Condite B.V.;;;1;;1;1;;;;2
Conduite;;;;;;1;;;;1
Conf.- & Opleidingscentr. De Ruwenberg B.V.;;;;;;1;;;;1
CONGRESBUREAU KIVI NIRIA;;;;1;;1;;;;1
Congrescentrum De Werelt B.V.;;;;;;2;;;;2
Connect Management Consulting;;;;;;1;;;;1
Connexxion Tours;;;;1;;;;;;1
CONOVCA, N.;;;;;;2;;;;2
Conquaestor B.V.;;;;;;2;;;;2
Conrad Electronic Benelux B.V.;;;;;;1;;;;1
Consistender;;;;;;1;;;;1
Coöp. Ver. Walburgis, eerstel. psychologie UA;;;;;;1;;;;1
Coöperatie ACS partners UA;;;;;;1;;;;1
Coöperatie Ambulancezorg Maasvlakte UA;;;1;;;;;;;1
Cooperatie ArcoVida U.A.;;;;;;1;;;;1
Cooperatie Heerlijk Lokaal;;;;1;;;;;;1
Coöperatief Adviesbureau Van den Berge UA;;;;;;1;;;;1
Coöperatief Eigenwijzer UA;;;;;;1;;;;1
Coöperatieve vereniging Dekkei;;;;;;1;;;;1
Corner-Stone Marketing & Sales Progr. B.V.;;;;;;1;;;;1
Corpus Exploitatie B.V.;;;;1;;;;;;1
Corpus Hotel C.V.;;;;1;;;;;;1
Country Golf Ees;;;;1;;;;;;1
Craandijk Communicatie;;;;;;1;;;;1
Crazy Holding;;;;1;;;;;;1
Creapolis Media;;;;;;2;;;;2
Creation Coaching;;;1;;;;;;;1
CRIANZA WorkLife;1;;;;;;;;;1
CROSSBEAM COMMUNICATIONS;1;;;;;;;;;1
Crowdfunding Day BV;;;;;;1;;;;1
Crown Studio's Aalsmeer;;;;1;;;;;;1
CSR Centrum B.V.;;;;;1;1;;;;1
CVA Informatica Opleidingen B.V.;;;;;;1;;;;1
D. Dierickx;1;;;;;;;;;1
D.H.T.C. Den Helder Training Centre B.V.;;;;;;1;;;;1
D3P ADVISEURS;;;;;;2;;;;2
Da Roberto;;;;1;;;;;;1
Daamen Party Design;;;;1;;;1;;;1
Dagje Volendam;;;;1;;;;;;1
Dagmar van Rijnberk;;;1;;;;;;;1
DAS;1;;;;;;;;;1
DataExpert B.V.;;;;;;4;;;;4
De Amsterdamsche Tram;;;;1;;;;;;1
De Argumentenfabriek Denkacademie B.V.;;;;2;;;;;;2
De Baak B.V.;;;;;;3;;;;3
De Baak Noordwijk B.V.;;;;;;1;;;;1
De Babbel Apeldoorn B.V.;;;;1;;;;;;1
De Bakgigant;;;;1;;;;;;1
DE BAKKERSWINKEL;;;;1;;;;;;1
De Bakkerswinkel Westergasfabriek B.V.;;;;1;;;;;;1
De Ballentent;;;;1;;;;;;1
DE BALLONNERIE BV;;;;1;;;;;;1
De Baron B.V.;;;;1;;;;;;1
De Bazar B.V.;;;;1;;;;;;1
De bekeerde suster;;;;1;;;;;;1
De Belgische Keizer B.V.;;;;1;;;;;;1
De Beren Heenvliet B.V.;;;;1;;;;;;1
De Beren Holding B.V.;;;;1;;;;;;1
De Berenkuil B.V.;;;;;;;1;;;1
De Betekenaar;;;;;;1;;;;1
De Betuwse Stromen;;;;1;;;;;;1
De Bierelier B.V.;;;;1;;;;;;1
De Bierkelder Utrecht BV h.od.n. Be;;;;1;;;;;;1
De Biestheuvel Horeca B.V.;;;;;;1;;;;1
De Blikvaart;;;;1;;;;;;1
de Bonte Koe Chocoladekunst;;;;1;;;1;;;1
De Booij Party- en Congresarchitekt;;;1;;;1;;;;1
De Borrelfabriek B.V.;;;;;;3;;;;3
De Boterwaag;;;;1;;;;;;1
De Branding Utrecht B.V.;;;;1;;;;;;1
De Brenk Berg;;;;1;;;;;;1
De Buffetten Boer;;;;1;;;;;;1
De Buik van Parijs;;;;;;;1;;;1
De Buitenpoort;;;;1;;;;;;1
De Buren Leienplein 1 B.V.;;;;1;;;;;;1
De Corridor;;;;1;;;;;;1
de dames van de Jonge;;;;;;1;;;;1
DE DORPSKRAMER;;;;1;;;;;;1
De Eendracht Cafe/Restaurant;;;;1;;;;;;1
De Eetkamer Goirle B.V.;;;;1;;;;;;1
De Emma Molen;;;;1;;;;;;1
De Galan Groep B.V.;;;;;;1;;;;1
De Gebouwengids;;;;1;;;;;;1
De Gezonde Zaak B.V.;;;1;;1;;;;;1
De Goede Reede;;;;1;;;;;;1
De Gouden Leeuw van Hengel;;;;1;;;;;;1
De Gouden Wok Rotterdam BV;;;;1;;;;;;1
De Gouden Wok Zuiderpark;;;;1;;;;;;1
De Gouverneur Maastricht;;;;1;;;;;;1
De Graaf Van Vlaanderen B.V.;;;;2;;;1;;;2
De Grote Slok B.V.;;;;1;;;;;;1
DE HAAS;;;;1;;;;;;1
De Harmonie;;;;;;;1;;;1
De Heeren van Slydregt B.V.;;;;1;;;;;;1
De Herderin;;;;1;;;;;;1
DE HOLLANDSCHE TUYN;;;;1;;;;;;1
De Hoofdzaak;;;;;;1;;;;1
De Hoog B.V.;;;;;;1;;;;1
De Japanse Watertuin B.V.;;;;1;;;;;;1
de Jonge Advocaten & Procureurs;1;;;;;;;;;1
De Jonge Haan;;;;1;;;;;;1
De Kleine Wereld;;;;1;;;;;;1
De Klok Horeca Gendt;;;;1;;;;;;1
De Kloveniersdoelen B.V.;;;;1;;;;;;1
De Koningshof;;;;1;;;;;;1
De Kookerij B.V.;;;;1;;;;;;1
De Kookfabriek Rotterdam B.V.;;;;1;;1;;;;2
DE KUIP FEYENOORD;;;;;;2;;;;2
DE LANCKHORST GROEP;;;;1;;;;;;1
De Landgoederij;;;;;;1;;;;1
De Leckernij Enschede;;;;;;;1;;;1
De Leuke Hanzestad;;;;1;;;;;;1
De Lijstenfabriek;;;;1;;;;;;1
De Matroos en het Meisje;;;;1;;;;;;1
De Mindfulness Fabriek;;;;;;1;;;;1
De Moriaan Eten & Drinken B.V.;;;;1;;;;;;1
De Muntkelder;;;;1;;;;;;1
De Muse;;;;1;;;;;;1
De Nederlandse Orde van Belastingadviseurs;;;;;;1;;;;1
De Nieuwe Kracht B.V.;;;;;1;;;;;1
De Nonnen in Vught;;;;;;2;;;;2
De Ontmanager;;;;;;1;;;;1
De pannekoekenbakker Zuidland;;;;1;;;;;;1
De Patissier B.V.;;;;1;;;;;;1
de Persgroep Nederland B.V.;;;;;1;;;;;1
De Poort van Kleef Utrecht B.V.;;;;1;;;;;;1
De Popquizmaster;;;;;;1;;;;1
De Processpecialisten B.V.;;;;;;1;;;;1
De Pudding;;;;;;1;;;;1
De Raadskelder;;;;1;;;;;;1
'De Reehorst' B.V.;;;;;;2;;;;2
de regenboog groep;;;;1;;;;;;1
De Reiger;;;;1;;;;;;1
De Roofvogelboerderij;;;;1;;;;;;1
De Rotterdam B.V.;;;;1;;;;;;1
De Rozijnenkorf;;;;1;;;;;;1
De Sinjoor Krijnen;;;;1;;;;;;1
De Slener Deel;;;;1;;;;;;1
De Smaak van La Dolce Vita Services;;;;1;;;;;;1
De smaeck van Hellevoet;;;;1;;;;;;1
De Spits Horeca;;;;1;;;;;;1
De Spreeuwel B.V.;;;;;;1;;;;1
De Stadskelder;;;;1;;;;;;1
De Stadstuin Eetcafe;;;;1;;;;;;1
De Steeg;;;;1;;;;;;1
de Strato;;;;;;1;;;;1
De Taalcoach;;;;;;1;;;;1
De Tapperij;;;;1;;;;;;1
De Tombe Consultancy B.V.;1;;;;;1;;;;1
De Toren B.V.;;;;1;;;;;;1
De Twirre;;;;1;;;;;;1
De Utrechtse Haven B.V.;;;;1;;;;;;1
De Uurwerker;;;;1;;;;;;1
De Verander Kwestie;;;;;;1;;;;1
De Vereniging De Jonge Balie Te Gelderland;;;;;;1;;;;1
De vergulde kruik;;;;1;;;;;;1
De Vertrekhal;;;;1;;1;;;;1
De Vriendelijke DJ;;;;1;;;;;;1
De Vroedt & Thierry;;;;;;1;;;;1
De Vrolijke Pater B.V.;;;;1;;;;;;1
de Warande;;;;1;;;;;;1
De Wartenster;;;;1;;;;;;1
De Watermolen van Opwetten;;;;1;;;;;;1
De Werkconsulent;;;;;1;;;;;1
De Wilde Pieters;;;;2;;;1;;;2
De Wilgenweard;;;;1;;;;;;1
De Winkel van Sinkel B.V.;;;;1;;;2;;;2
De Wits;;;;1;;;;;;1
De Witte Valk B.V.;;;;1;;;;;;1
De Woerdense Cateraar;;;;1;;;;;;1
De Wolfsburcht;;;;1;;;;;;1
De Workaholics;;;;;1;;;;;1
De Zaak Hermelink;1;;;;;;;;;1
De Zaanse Hoeve;;;;1;;;;;;1
De Zoete Inval B.V.;;;;1;;;;;;1
De Zonnehoek Chr. Sch. v VSO ZMLK;;;;;1;;;;;1
DE ZUSJES;;;;1;;;;;;1
De Zwaluwhof;;;;1;;;;;;1
De Zwarte Zwaan Rotterdam B.V.;;;;1;;;;;;1
De Zwerfsteen;;;;1;;;;;;1
Debat.NL B.V.;;;;;;1;;;;1
DEKSELS BELEGDE BROODJES;;;;;;;1;;;1
Dekxels B.V.;;;;1;;;;;;1
DeLaathof';;;;1;;;;;;1
Delft Congress Support B.V.;;;;;;1;;;;1
Delicatessenhuis/Notenbar Ten Voorde;1;;;1;;;;;;1
DELIGHT EVENTDESIGN BV;;;;;;1;;;;1
Deloitte Consulting B.V.;;;;;;1;;;;1
Deloitte Risk Advisory B.V.;;;;;;2;;;;2
Den Bolle Boel;;;;1;;;;;;1
Den Bosch Evenementen B.V.;;;;1;;;;;;1
Den Herberg;;;;1;;;;;;1
Den Overkant;;;;1;;;;;;1
Dendy B.V.;;;;1;;;;;;1
Denk Producties B.V.;;;;;;2;;;;2
Depot Podjok;;;;1;;;;;;1
Dersjant training coaching en advie;;;;;;1;;;;1
Deskbookers B.V.;;;;1;;;;;;1
Detron Telecom Enterprise;;;;;;2;;;;2
Deutsche Börse Group;;;;;;1;;;;1
Developland;;;1;;;;;;;1
DFG;;;2;;4;3;;;;4
Diabetesfonds;;;;;1;;;;;1
Dialogue B.V.;;;;;;2;;;;2
Diana Koster VrouwenCoach;;;;;;1;;;;1
Dickens Horecabedrijven B.V.;;;;1;;;;;;1
Didactive BV;;;;;;1;;;;1
DIELEN, BERT&JOEP SLIJTERIJ WIJNH.;;;;1;;;;;;1
Dierenpark 'Amersfoort' Holding B.V.;;;;1;;;;;;1
Dierenpark Emmen;;;;1;;;;;;1
Digital Action;;;;;;1;1;;;1
Digital Me B.V.;;;;;;1;;;;1
DIKW academy;;;;;;1;;;;1
Dim Sum B.V.;;;;1;;;;;;1
Diner Thuis;;;;1;;;;;;1
Dinercafé Diep;;;;1;;;;;;1
DINING56;;;;1;;;;;;1
Dinner Events;;;;1;;;;;;1
Discountoffice.nl B.V.;;;;1;;;;;;1
District-S;;;1;;;;;;;1
Doenederland.nl B.V.;;;;2;;;;;;2
DOLPHIN MARITIME NETHERLAND B.V.;;;;1;;;;;;1
Domino's Pizza Utrecht 2;;;;;;;1;;;1
Domstad Evenementen B.V.;;;;1;;;;;;1
Domunder;;;;1;;;;;;1
Don Qui John;;;;1;;;;;;1
Don't Stop The Carnival B.V.;;;;1;;;;;;1
Dorpscentrum de Gaffelaar;;;;1;;;;;;1
Douane Harmonie Nederland;;;;;;1;;;;1
Douane Schiphol Personeelsvereniging;;;;1;;;;;;1
Double B Bar & Kitchen;;;;1;;;;;;1
Down Under;;;;1;;;;;;1
DPA Compliance;4;;;;;;;;;4
DPI Animation House B.V.;;;;;;2;;;;2
DR consultancy;;;;;1;;;;;1
D'r Klinge;;;;1;;;;;;1
Dr. M. Tophoff;;;;;;1;;;;1
Dr. Pieternel Dijkstra;;;;;;1;;;;1
Dräger Nederland B.V.;;;;;;1;;;;1
Dragon Garden;;;;1;;;;;;1
Driessen Supermarkt Driel B.V.;;;;1;;;;;;1
Drinkers Pub;;;;1;;;;;;1
Drs. M.A. van der Vossen;;;;;;1;;;;1
Dubbel E Acteerservice B.V.;;;;;;1;;;;1
Dubbel E. Acteerservice B.V.;;;;;;1;;;;1
Dudok Den Haag B.V.;;;;1;;;;;;1
Duende Dos B.V.;;;;1;;;;;;1
DUO Cursussen B.V.;;;;;;1;;;;1
Dusecon;;;;;;1;;;;1
Dutch Beer Academy;;;;1;;;;;;1
Dutch Leisure Concepts;;;;1;;;;;;1
Duthler Associates;;;;;;1;;;;1
Dux;;;;1;;;;;;1
Dynamika;;;;;;1;;;;1
Dzjengis Khan;;;;1;;;;;;1
E Schreurs B.V.;;;;1;;;;;;1
E.J. Karman;;;;;1;;;;;1
E.Storage BV;;;;;;2;;;;2
E3 ICT B.V.;;;;;;1;;;;1
Eastern Plaza;;;;1;;;;;;1
EASTNETS EUROPE SA;;;;;;;;;1;1
Ebbinge & Company;;;;;;2;;;;2
Echte Bakker Keurhorst;;;;1;;;;;;1
ECI Horeca B.V.;;;;1;;;;;;1
EcoachPro B.V.;;;;;;1;;;;1
Ed en Willem Beheer B.V.;;;;;;1;;;;1
Edificio;;;;;;1;;;;1
EDME TUYL;;;;;;1;;;;1
Eduact B.V.;;;;;;4;;;;4
EduLaw;;;;;;1;;;;1
Eduvision B.V.;;;;;;2;;;;2
Eduvita;;;2;;2;;;;;2
Eetcafé & Pannenkoekenhuis Museumzi;;;;1;;;;;;1
Eetcafé Bij Oma;;;;1;;;;;;1
Eetcafe CP V.O.F.;;;;1;;;;;;1
Eetcafe de 1e kamer;;;;1;;;;;;1
Eetcafé De Goesting;;;;1;;;;;;1
Eetcafe de Hoek;;;;1;;;;;;1
Eetcafé De Kleine Prins;;;;1;;;;;;1
Eetcafe De Raatskelder;;;;1;;;;;;1
Eetcafe de Smederij;;;;1;;;;;;1
Eetcafé De Verlenging;;;;1;;;;;;1
Eetcafé het Woerdje;;;;1;;;;;;1
Eetcafe Jansen en Jansen;;;;1;;;;;;1
Eetcafe Oostzaan;;;;1;;;;;;1
Eetcafé Roezemoes;;;;1;;;;;;1
Eetcafé 't Goede;;;;1;;;;;;1
Eetcafé 't Koetshuys;;;;1;;;;;;1
Eetcafé 't Trefpunt;;;;1;;;;;;1
Eetcaffee de Musketier;;;;1;;;;;;1
Eetcetera;;;;1;;;;;;1
Eet-en Drinklokaal De Dorpsgek;;;;1;;;;;;1
Eeterij-spelerij Vierlinden V.o.f.;;;;1;;;;;;1
Eethuis Mama Roux;;;;1;;;;;;1
Eethuis Smaak;;;;1;;;1;;;1
Eet-Idee;;;;;;;1;;;1
Eetlokaal De Noot;;;;1;;;;;;1
Eetlokaal Meinesz;;;;1;;;;;;1
Effectyf B.V.;;;;;3;;;;;3
EFTELING BV (RECRIATIEPARK);;;;1;;;;;;1
EHM Hotel Amsterdam Museum B.V.;;;;;;1;;;;1
Eidoskoop;;;;;;1;;;;1
Eindhoven 247 BV;1;;;1;;;;;;1
Eindhoven Airport Hotel B.V.;;;;;;;1;;;1
El Centro de la Salsa;;;;1;;;;;;1
El Martes;;;;1;;;;;;1
El Niño Beach Club;;;;1;;;;;;1
El Pollo Productions;;;;1;;;;;;1
Elenchis;;;;;;1;;;;1
Ellert en Brammert;;;;1;;;;;;1
Elly Dikker - HR Consultancy & Coaching;;;;;1;;;;;1
Elscolab B.V.;;;;;;1;;;;1
Elsenaar IJs;;;;1;;;;;;1
Elycio Talen B.V.;;;;;;1;;;;1
Emerce B.V.;;;;;;1;;;;1
Emotional Intelligence Academy;;;;;;1;;;;1
emovement;;;;;;1;;;;1
Empire Trainings B.V.;;;;;;1;;;;1
Energeia BV;;;;;;3;;;;3
Enneagram Nederland;;;;;;1;;;;1
Enterprise Summit BV;;;;;;1;;;;1
Entertainmentservice Langenberg E.S.L.;;;;1;;;;;;1
Entopic B.V.;;;;;;1;;;;1
Eppink Dansschool;;;;;;1;;;;1
Equilibrium;;;;;;1;;;;1
Erasmus Q-Intelligence B.V.;;;;;;2;;;;2
Ergatis B.V.;;;2;;2;;;;;3
Ergobrain B.V.;;;1;;;;;;;1
Eric Fecken Fotografie;;;;;;1;;;;1
Erve Hulsbeek B.V.;;;;1;;;;;;1
Escape Hunt Groningen;;;;1;;;;;;1
Escape Room;;;;1;;;;;;1
Escape Room Deventer;;;;1;;;;;;1
Escape room Get out of here;;;;1;;;;;;1
Esconstad Horeca;;;;1;;;;;;1
Ese International B.V.;;;1;;;;;;;1
Esra B.V.;;1;;;;;;;;1
Esra Handelmaatschappij B.V.;;2;;;;;;;;2
Essa Telecom;;;1;;;;;;;1
Essenzie Training;;;;;;1;;;;1
Essie Tweewielers;;;;1;;;;;;1
Eten & Zo Zoetermeer B.V.;;;;1;;;;;;1
Eten en Co Groningen;;;;1;;;;;;1
ETNOtrend d.o.o.;;;;;;1;;;;1
Eudaimonia B.V.;1;;;;;;;;;1
Eur. Instit. voor Certified Public Controll.;1;;;;;1;;;;1
EUREST NEDERLAND BV;;;;1;;;;;;1
Euro Events B.V.;;;;1;;;;;;1
Eurodata Compliance Group B.V.;;;;;;1;;;;1
EuroFinance Conferences Ltd;;;;;;1;;;;1
Euroforum;;;;;;2;;;;2
Euro-Gifts Exports B.V.;;;;;;1;;;;1
Eurolinguist Nederland;;;;;;2;;;;2
Euromast Horeca B.V.;;;;1;;;;;;1
Euromoney Trading Limited;;;;;;1;;;;1
Euronext Amsterdam N.V;;;;1;;;;;;1
EUROPAISCHE RECHTSAKADEMIE;;;;;;1;;;;1
EUROPCAR AUTOVERHUUR BV;;;1;;;;;;;1
European Academy for Taxes;;;;;;1;;;;1
European Academy for Taxes,;;;;;;1;;;;1
EUROPEAN ASSOCIATION OF;;;;;;;;1;;1
European Leadership Platform B.V.;;;;;;1;;;;1
Europees Instituut voor Certified P;;;;;;1;;1;;1
Europeesche Verzekering Maatschappij N.V.;;;;;;;;;1;1
Eurosafe Solutions B.V.;;;;;;2;;;;2
EURS B.V.;;;;;;1;;;;1
EVC Centrum Nederland B.V.;;;;;;1;;;;1
Evenementen Amersfoort;;;;1;;;;;;1
Event Creators;;;;1;;;;;;1
Evers Medica Roermond B.V.;;;1;;;;;;;1
Evers Research & Training;;;;;;1;;;;1
Evo B.V.;;;;;;2;;;;2
EW-EHBO;;;1;;;;;;;1
E-WISE Nederland B.V.;;;;;;1;;;;1
Exito Matrix B.V.;;;;2;;;;;;2
Expertisecentrum Conflictmanagement;;;;;;1;;;;1
experty Nederland B.V.;;;;;;1;;;;1
Explainit Company;;;;;;1;;;;1
Exploitatie Hotel Zeestraat Den Haa;;;;1;;;;;;1
Exquizzit VOF;;;;1;;;;;;1
F.C. Boode Holding;1;;;;;;;;;1
FA BOUTRI;;;;1;;;;;;1
Fa. Veldwijk Sportprijzen en Relatiegesch.;;;;1;;;1;;;1
Faber Vlaggen B.V.;;;;;;1;;;;1
Face Culinair;;;;1;;;;;;1
Facta non Verba;;;;;;1;;;;1
Factor Vijf;;;;;;1;;;;1
FactorVeermans Trainingsacteurs;;;;;;1;;;;1
Faillisementsfraude.nl B.V.;;;;;;2;;;;2
Falck;;;;;;1;;;;1
Falck Nutec B.V.;;;;;;1;;;;1
Falck Prevention B.V.;;;3;;;1;;;;3
Farmer's Steakhouse;;;;1;;;;;;1
FEC Nederland D-elicious;;;;1;;;;;;1
Federatie Personeelsverenigingen Financien;;;1;;;;;;;1
Feestshop Joop Brouwer;;;;1;;;;;;1
Feithhuis Exploitatie B.V.;;;;1;;;1;;;1
Felicity Events;;;;1;;;;;;1
Feliz Fine Food;;;;1;;;;;;1
Fellini;;;;1;;;;;;1
Felua-Groep Interstap B.V.;;;;;3;;;;;3
Fepa Horeca B.V.;;;;1;;;;;;1
FFF Rotterdam B.V.;;;;1;;;;;;1
F-FORT B.V.;;;;;;1;;;;1
Figi;;;;;;1;;;;1
Finance4Care;;;;;;1;;;;1
Finnegan's Apeldoorn B.V.;;;;1;;;1;;;1
Fiore;;;;1;;;;;;1
Fiscale Topsprekers;;;;;;1;;;;1
Fish & Meat;;;;1;;;;;;1
Fish & Meat B.V.;;;;1;;;;;;1
Fitwinkel;;;1;;;;;;;1
Fitworks;;;2;;;;;;;2
Flamingo's Plaza B.V.;;;;1;;;;;;1
FLASH SERVICES NEDERLAND;;;;;;1;;;;1
Fletcher Hotel Heidehof;;;1;;;;;;;1
Flexibel Management Support;;;;;;1;;;;1
Floor Partycentrum;;;;1;;;;;;1
Fluxicon;;;;;;1;;;;1
Fluxion;;;;;;1;;;;1
Flying Elephants;;;;;;1;;;;1
FM Projekten B.V.;;;;;;1;;;;1
Focus Conferences B.V.;;;;;;3;;;;3
FONTIS Watertechniek B.V.;;;;;;1;;;;1
Food 786;;;;1;;;;;;1
Food Enjoyce;;;;1;;;;;;1
Fopshop BV De Feestwinkel;;;;1;;;;;;1
Forsa Advies;;;;;;1;;;;1
Four Rose's;;;;1;;;;;;1
FOX-IT BV;;;;;;1;;;;1
Frageja B.V.;;;;1;;;;;;1
Franke Interim Management B.V.;;;;;;1;;;;1
Frankwatching B.V.;;;;;;1;;;;1
Frans Oostrik Management Zorg;;;;;;1;;;;1
FREE WHEEL;;;;1;;;;;;1
FreeCollective;;;;;;1;;;;1
Friesevloot;;;;1;;;;;;1
Frits Philips Jr. & Partners B.V;;;;;;1;;;;1
Fritz-events.nl;;;;;;1;;;;1
Fruitful Office Nederland B.V.;;;;;;;1;;;1
FSA;;;;;1;;;;;1
FTI Finance LTD;;;;;;1;;;;1
Fuji-tei;;;;1;;;;;;1
Futureconsult Holding B.V.;;;;;;1;;;;1
Futurevision;;;;;;1;;;;1
Futuro Uitgevers;;;;;;1;;;;1
Fysiotherapie Eerbeek & Loenen;;;1;;;;;;;1
G. Bakker en Zn. B.V.;;;;1;;;;;;1
Gajes in de Bajes;;;;1;;;;;;1
Garnwerd aan Zee;;;;1;;;;;;1
Gartner Nederland B.V.;;;;;;6;;;;6
Gartner Summits;;;;;;1;;;;1
GARTNER UK LIMITED;;;;;;1;;;;1
Gasterie de Knip;;;;1;;;;;;1
Gasterij De Kommensaal;;;;1;;;;;;1
Gasterij de Wagenmeester;;;;1;;;;;;1
Gasterij De Zwaantjes;;;;;;;1;;;1
Gasterij Natuurlijk Smeerling;;;;1;;;;;;1
GAUCHOS AAN DE MAAS;;;;;;;1;;;1
Gauchos Franchise Rotterdam BV;;;;;;;1;;;1
Gauchos Franchise Utrecht B.V.;;;;1;;;;;;1
Gbned;;;;;;1;;;;1
Géant;;;;;;1;;;;1
Gebr. Ridder Slagerijen B.V.;;;;1;;;;;;1
Geert Gratama;;;;1;;;;;;1
Gemma Denteneer;;;;;;1;;;;1
Generation Gym;;;;;;1;;;;1
Genesys University B.V.;;;;;;3;;;;3
Gentlemen B.V.;;;;1;;;1;;;1
Gerard van der Made B.V.;;;;;;1;;;;1
Gert Westerveld;;;;;;1;;;;1
Geschenkbezorgen.nl B.V.;;;;1;;;;;;1
GESPREK EETCAFE HET;;;;1;;;;;;1
GGMD;;;1;;;;;;;1
Giant Publicity B.V.;;;;;;;1;;;1
Gildehuus BV;;;;1;;;;;;1
GITP B.V.;1;;;;;3;;;;3
GL Travel;;;;;;;;;1;1
Glemus-Com ltd;;;;;;1;;;;1
Global Knowledge Network Netherlands B.V.;;;;;;6;;;;6
Global Project Performance;;;;;;1;;;;1
Glowgolf Rotterdam;;;;1;;;;;;1
GlowGolf Scheveningen b.v.;;;;1;;;;;;1
Go B.V.;;;;;;2;;;;2
Goede Mynott Holding B.V.;;;;1;;;;;;1
GOERRES AKKRUM;;;;1;;;;;;1
Golden Palace;;;;1;;;;;;1
Golf & Businessclub Maastrcht BV;;;;1;;;;;;1
Golf Event Centre;;;;1;;;;;;1
Golftuin Zwolle;;;;1;;;;;;1
GoodHabitz B.V.;;;;;;2;;;;2
Goodstore Netherlands B.V.;;;;;;1;;;;1
gooodyfooods zwolle;;;;1;;;;;;1
Gottschalk Amsterdam B.V.;;;;;;1;;;;1
Gouden Carolus;;;;1;;;;;;1
GOUDEN HUIS;;;;1;;;;;;1
GrachtenAtelier;;;;1;;;;;;1
Grand Café Arnhems Meisje;;;;1;;;;;;1
Grand Café Blits;;;;1;;;;;;1
Grand cafe Centraal;;;;1;;;;;;1
Grand cafe de bastille;;;;1;;;;;;1
Grand Café De Majesteit;;;;1;;;;;;1
Grand Café De Markt;;;;1;;;;;;1
Grand café de Notaris;;;;1;;;;;;1
Grand Café de Pakschuit;;;;1;;;;;;1
Grand Café de Sjaas;;;;1;;;;;;1
Grand café De Werf;;;;1;;;;;;1
Grand Café De Wildeman Eindhoven B.V.;;;;1;;;;;;1
Grand Café Le Baron;;;;1;;;;;;1
grand cafe Lebowski;;;;1;;;;;;1
grand café Lebowski;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;;1
Grand Café Luther;;;;1;;;;;;1
Grand Café Maagdenberg;;;;1;;;;;;1
Grand Café Markt 5;;;;1;;;;;;1
Grand café Swins;;;;1;;;;;;1
Grand Café 't Filmhuys;;;;1;;;;;;1
Grand Cafe 't Oude Dorp;;;;1;;;;;;1
Grand Café Toi Toi Toi B.V.;;;;1;;;;;;1
Grand Cafe Valerius;;;;1;;;;;;1
Grand Café-Restaurant Loos B.V.;;;;1;;;;;;1
GRAND HOTEL HUIS TER DUIN;;;;1;;;;;;1
Grand Plaza;;;;1;;;;;;1
Grand Restaurant Le Connaisseur;;;;1;;;;;;1
Grand Theatre 1-7;;;;;;1;;;;1
Grandcafé Cornelis;;;;1;;;;;;1
Grandcafé De Wens B.V.;;;;2;;;;;;2
Grandcafé Rue de la Gare;;;;1;;;;;;1
Graphic Hunters;;;;;;1;;;;1
GRAS VAN DE BUREN 'T CAFE;;;;1;;;;;;1
Greengiving BV;;;;;;;1;;;1
Greet Vos;;;;;;1;;;;1
Grieks Eetcafé Fortuna;;;;1;;;;;;1
Grieks Specialiteitenrestaurant Mykonos;;;;1;;;1;;;1
Griekse reataurant Olivia Oosterhee;;;;1;;;;;;1
Grimberghoeve Recreatie;;;;1;;;;;;1
Gringo's;;;;1;;;;;;1
Groenewegen Advocaten & Notarissen;1;;;;;;;;;1
Groepspraktijk de Kronkel;;;1;;;;;;;1
Groepsuitjes Den Bosch;;;;1;;1;;;;2
Groepuitjelimburg;;;;1;;;;;;1
Groot Haarlem B.V.;;;;1;;;;;;1
Grote Poot Horeca B.V.;;;;1;;;;;;1
Grubben Ontwikkeling en Communicatie;;;;;;2;;;;2
Guide Share Europe;;;;;;1;;;;1
Guido Starmans Advies;;;;;;1;;;;1
Guilders Holding B.V.;;;;;;1;;;;1
Guliano Den Haag;;;;1;;;;;;1
GuruScan B.V.;;;;;;1;;;;1
Gusto Mangia e Bevi;;;;1;;;1;;;1
Guts / Stug Videoprodukties / Stug Facilitair;;;;;;1;;;;1
GWK Travelex NV;;;;;;1;;;;1
H.R. Guest Fotografie;;;;;;1;;;;1
Haags Historisch Museum;;;;1;;;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;1;;;;1
HAAGSE HOGESCHOOL;;;;;;2;;;;2
Haak Mediation B.V.;1;;;;;;;;;1
Haccp Exploitatie B.V.;;;;1;;;;;;1
Haco Lichtreclame B.V.;;;;1;;;;;;1
HAGHE SKUTSJEVERHUUR;;;;1;;;;;;1
Hamburger Neurologische Expertises;;;1;;;;;;;1
Hamel College;;;;;;1;;;;1
Hamled;;;;;;1;;;;1
Hampshire Exploitatie I B.V.;;;;;;;;;1;1
Hananja Hamelink;;;;;1;;;;;1
Hans de Groot Mediation;;;;;;1;;;;1
Hanting Cuisine B.V.;;;;1;;;;;;1
Hanze-Stadsbrouwerij B.V.;;;;1;;;;;;1
