X,Y,OBJECTID,IDENTIFICATIE,LENGTE,BREEDTE,HOOFDFUNCTIE,HOOFDMATERIAAL,KUNSTWERKSOORT,OMSCHRIJVING,VERKEERSKLASSE
4.74668804138195,51.5867767073411,2489,59DFAB489AE30128,130 M,2 M,Voetganger (03),Hout,Vaste Brug (BV),Argusvlinderbrug,
4.83494937158506,51.5916247479489,2490,E40B7FD722AD0540,22 M,1.25 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 03,Klasse 45
4.76082462496125,51.5726690521244,2491,541A64CBD5DA8E71,20 M,1 M,(Vracht)auto (01),,Duiker (DK),Baronieziekenhuisduiker,
4.83193870654604,51.5869923779225,2492,8103F8EF6F8877AC,30 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 14,Klasse 45
4.73395881691445,51.6201001926752,2493,E585B848808BDA33,37 M,2.55 M,(Brom)fiets (02),,Duiker (DK),Westerhagelaanduiker+stuw,
4.80313575599272,51.5607601093951,2494,DC3C388FBB6911EE,12 M,-1 M,(Brom)fiets (02),,Duiker (DK),Wolfslaarduiker 1,
4.83708003072216,51.5919175550991,2495,4A2131AC7968D609,35 M,1.25 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 16,
4.7474317007465,51.6256381983432,2496,7F46A6BEAEB30E36,8 M,.5 M,(Brom)fiets (02),,Duiker (DK),Kromme Dijk,
4.80472267270637,51.560185579035,2497,8BD7810201F275C7,8 M,1.5 M,Voetganger (03),Azobe,Vaste Brug (BV),Wolfslaarparkbrug 7,nvt
4.82667727583566,51.5875925415482,2498,60C394DEB13B0329,26 M,1 M,(Vracht)auto (01),,Duiker (DK),Minervumduiker 09,Klasse 45
4.78480129352972,51.6160185781872,2499,C188078B9B4765B9,17 M,2 M,(Brom)fietser (02),Composiet,Vaste Brug (BV),Petegembrug,
4.74792734204759,51.6169618150565,2500,7E0D64A3C066D590,28 M,2.3 M,Vissteiger (01),Hout,Steiger (ST),Steiger Randoord,
4.72281880798487,51.5958726212,2501,74ADA90319D0291F,1 M,.8 M,Waterspiegelbeh (02),RVS,Stuw (SW),Stuw Park Over-Bos,
4.74457745857994,51.5905666892019,2502,E6BCD1B35757C4D4,433 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.78658926500564,51.5659853986832,2503,9B78EDE602D04212,13 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.81291987611022,51.5681504268322,2504,BF1FBAD689344B2E,21 M,8 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Wervenschotsebaanbrug,Klasse 45
4.73557609393977,51.6214452141279,2505,2FAA991F87B54634,15 M,13 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Overkroetenbrug,
4.81594362164708,51.5713148216431,2506,8F7E8A326BF2B680,50 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.77132855983546,51.5931228462939,2507,D994C6F52DD16039,48 M,28.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Koning Willem-Alexanderbr,Onbekend
4.74688877090556,51.603612210201,2508,F4323AF8A29D76CD,18.7 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Aardrijktunnel 2,
4.72713724275659,51.618655886798,2509,786899FD208E7D67,21 M,4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Fietsbrug Waterweegbree,Onbekend
4.80111333882266,51.5590025174585,2510,05BEB676AB5497A4,11 M,3 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Wolfslaarbrug,
4.74272297220554,51.5921720802751,2511,25C8A787D494D094,20 M,1 M,(Vracht)auto (01),,Duiker (DK),Blauwtjes duiker,
4.72973637575581,51.618930995776,2512,7BC35CA9138BD635,15 M,10 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Waterweegbreebrug,Klasse 45
4.74396769143321,51.5846594070157,2513,4D765E48BE6DAAB2,7.1 M,1.9 M,Voetganger (03),Composiet,Vaste Brug (BV),Blauwoogvlinderbrug,
4.75402090228507,51.6007767309645,2514,5BFADB101323127A,25.5 M,2.4 M,(Brom)fiets (02),,Duiker (DK),Mijkenbroekduiker,
4.75235398037461,51.6010268247846,2515,76166FCD6A18C7FD,16 M,1.5 M,Voetganger (03),Hout,Vaste Brug (BV),Emerputbrug,
4.77221052649393,51.5911452884047,2516,FCEEA37E86CCDBD2,266 M,,Rijbaan (02),Metselwerk,Keerwand (KW),Prinsenkadekeerwand,
4.74753340307735,51.60660791,2517,0650C644FF37CD9F,12.3 M,2.25 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Donkpadbrug 2,
4.74332779796249,51.6092615766709,2518,E5D3E75AAE57C43D,12.15 M,3.6 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Moerenpadbrug,
4.778373790609,51.6137450120972,2519,933C7E12308AB644,12 M,2.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Rumbekebrug,
4.76288115331749,51.5774971523261,2520,85645C15C2514349,12 M,1.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Baroniebrug,
4.74066306142041,51.6086181592373,2521,E5231EB0FDB67384,12.15 M,2.2 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Ruissenbeemdbrug,
4.80202999810205,51.5888176483382,2522,074CCC7E1C22649D,19 M,4 M,(Vracht)auto (01),,Duiker (DK),Mgr Leytenduiker met Stuw,
4.77151511630991,51.5941884966383,2523,952B28B922654E6D,150 M,9 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Belcrumtunnel,Klasse 60
4.7976560603788,51.5889773537279,2524,58F432ED5393F3C0,28.5 M,4 M,(Vracht)auto (01),,Duiker (DK),Beverduiker,
4.72524666133311,51.5874579528574,2525,EF6C42E49F580B37,75 M,14 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Leursebaantunnel 3,Klasse 60
4.73471615797351,51.5896318667122,2526,261A213B6C69EB37,10 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Heilaarstraatduiker 2,
4.72236886823439,51.6047706571889,2527,7D64BDC360C72B1F,267 M,3.7 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Hellingbaan fietsbrug 2,
4.73076264414759,51.6185555869932,2528,EA8014933388594B,15 M,14.65 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Waterviolierbrug,Klasse 45
4.7580344623265,51.6243363185047,2529,82693FA85ADB3A03,13.7 M,2.25 M,(Vracht)auto (01),,Duiker (DK),Nieuwe Asterdduiker 3,
4.71906152393188,51.6056485399903,2530,82460B2B293FBFB9,156 M,3.7 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Hellingbaan fietsbrug 1,
4.75249870416421,51.526302864687,2531,0D30D4CAC3E0831E,54 M,12 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Tunnel Valkeniershoeve,Klasse 60
4.72904018832051,51.6080606489639,2532,D68F0DFA2484FE39,12.1 M,2.25 M,(Brom)fiets (02),,Duiker (DK),Kesterendreefduiker,
4.76944843231676,51.6293239858013,2533,09F7BDD9D177B8AB,6 M,1.3 M,(Vracht)auto (01),,Viaduct (VD),Kanaaldijkduiker 2,
4.74961828982137,51.6228320506993,2534,68BA5F22CF562217,43 M,2.5 M,(Vracht)auto (01),,Duiker (DK),Dwarsdijkduiker,
4.72947929008788,51.6159634259074,2535,0910864065271A96,12 M,3.4 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Paradijsbrug 1,
4.71242693505112,51.5519499764811,2536,BBF5C9C7617DE1E4,4.4 M,5.5 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Schoorbrug,Klasse 30
4.7887164119857,51.6140148172017,2537,BB090604DEEB1D57,27.55 M,2.6 M,(Brom)fietser (02),Composiet,Vaste Brug (BV),Wisselaarbrug 2,
4.76354663879047,51.6045314668314,2538,EC3450E0867927FB,163 M,,Laden en Lossen (02),Staal,Kade Constructie (KC),Krouwelaar damwand staal,
4.73822794558958,51.5898714437658,2539,F3C515F2AB68F199,6 M,.8 M,Debietbeheer (01),Hout,Stuw (SW),Baanzicht stuw + buis,
4.75707550519219,51.6240394642756,2540,F114EF863911979B,14 M,1.9 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Nieuwe Asterdbrug 2,
4.74324000142202,51.6251275936201,2541,BD5954DB83AB2EEE,34 M,4.6 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Heksenrijbrug 1,Onbekend
4.72853479596587,51.6070712467112,2542,7E8762971F175941,12.2 M,2.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Kesterenbrug,
4.80457892537238,51.5875440173364,2543,261A31E77B749844,17 M,4 M,(Vracht)auto (01),,Duiker (DK),Hooghoutduiker,Klasse 45
4.78677245982447,51.5643251160304,2544,C8CEF7042E5E07F3,28.5 M,2.3 M,Voetganger (03),Hout,Vaste Brug (BV),Vrijlandtbrug,
4.72031660132267,51.6305220505362,2545,3B6F219CB0025717,8 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Hooijdonkseweg + schuif 1,
4.76459045657104,51.572647476514,2546,E752C020DA833B80,12 M,1.58 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Vriesdongenbrug,
4.75740478635588,51.6017405575246,2547,7B2F6F0BF9B1A09F,33 M,2.4 M,(Vracht)auto (01),,Duiker (DK),Charles Stulemeijerduiker,
4.76564404034482,51.5793067676032,2548,7CF4CA17543C6DA5,5 M,3 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Sonsbeeckbrug,
4.77971973725369,51.5927707216335,2549,535F59AF7F09C8B7,18 M,19 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Willemsbrug,Klasse 45
4.78668916743014,51.5873861981343,2550,BA3628774E25CAA5,18.85 M,7.5 M,(Brom)fietser (02),Staal,Vaste Brug (BV),Fietsbrug Cl.Prinsenln -N,
4.76396188538858,51.5727265820314,2551,A2F05A81A5ECAF3C,12 M,1.8 M,Voetganger (03),Hout,Vaste Brug (BV),Baronieziekenhuisbrug 3,
4.76353458571519,51.5889703454615,2552,C61AFA0F93B9C02F,44 M,,Rijbaan (02),Beton,Keerwand (KW),Lunetkeerwand,
4.70229966192039,51.6225609107259,2553,F2D79A07E249BDA7,11 M,2 M,(Vracht)auto (01),,Duiker (DK),Kettingdreef,Klasse 30
4.75410036220242,51.6247598749111,2554,BCC6CA0418A70741,14 M,1.9 M,Voetganger (03),Hout,Vaste Brug (BV),Nieuw Baarswijkbrug,
4.78266590583396,51.5994652247124,2555,887B12DCBFE73108,1 M,1.85 M,(Brom)fiets (02),,Duiker (DK),Linieparkduiker,
4.74481883544332,51.5900175489944,2556,349DAA23C258071B,12 M,2 M,Voetganger (03),Beton,Vaste Brug (BV),Voetbrug met trappen,
4.74650860744873,51.5961853137501,2557,60F47A7E495840CB,150 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.7370086779534,51.6223504706879,2558,E3D56691AE54232F,12.2 M,3.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Bunderkenspadbrug 2,
4.79257002914052,51.6125062082261,2559,901770F4845EA4D8,18 M,2.35 M,(Brom)fietser (02),Hout,Vaste Brug (BV),Breda Noordbrug2,
4.74919743025476,51.6001767032412,2560,3EEC5DFD87A64B1D,25 M,6 M,(Brom)fietser (02),Beton,Gesloten tunnel (TN),Emertunnel,Klasse 45
4.79543749839228,51.6125659424615,2561,DB1468A752BF7073,29.25 M,2.6 M,(Brom)fietser (02),Composiet,Vaste Brug (BV),Wisselaarbrug 1,
4.74026892296503,51.6315570465992,2562,873132AF66B5A00A,8 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Rietdijkduiker 3,
4.74633203850746,51.616767865345,2563,1AD06C43B86BB0BA,18 M,1.9 M,(Vracht)auto (01),,Duiker (DK),Uitoordduiker,
4.73590912349004,51.6192954024875,2564,6F34AEFA55CA4A48,12 M,3.4 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Paradijsbrug,
4.74105925927453,51.5918031321574,2565,94B3E44DEAFDA181,245 M,,Grondlichaam (01),Natuursten,Keerwand (KW),Schanskorfmuur,
4.75239412062039,51.6009918065522,2566,1666A7F936C947F5,,,overig (01),,Overig (ZZ),Vogelkijkhut,
4.75762247866354,51.625869699504,2567,CC148F3C529A2F2F,17 M,2.1 M,Voetganger (03),Hout,Vaste Brug (BV),Asterdse Sluisbrug,
4.81635862834752,51.5830619229622,2568,E87BD24027BAA0FA,4.7 M,23 M,(Vracht)auto (01),Beton,Vaste Brug (BV),Heerbaanduikerbrug,Klasse 45
4.72878452071295,51.6101207671102,2569,3308C01FF2869E75,.5 M,2 M,Debietbeheer (01),Hout,Stuw (SW),Petronella Moensstuw,
4.7338305246472,51.5915639964046,2570,ED7F1F00CFA45EAD,10 M,1.5 M,(Vracht)auto (01),,Duiker (DK),Heilaarstraatduiker 1,
4.72329334599453,51.5870658615092,2571,B7B1F93CF323FE11,160 M,14 M,(Vracht)auto (01),Beton,Gesloten tunnel (TN),Leursebaantunnel 1,Klasse 60
4.8302666485145,51.591071599455,2572,E1CA27D1DB056EB8,20 M,.8 M,Voetganger (03),,Duiker (DK),Minervumduiker 04,Klasse 45
4.81080226878876,51.5585341574483,2573,2C59D79CA33AA6FE,7.6 M,2.95 M,(Brom)fietser (02),Beton,Vaste Brug (BV),Wolfslaarparkbrug 4,
