"apby","apdttm","apname","permit","comments","declvltn","deptcm","commercedesc","expdttm","issby","issdttm","laststg","laststgdesc","lstactdttm","nextstgdesc","planrev","pri","pridesc","primaplid","stat","statby","statdttm","worktype","worktypedesc","contractor","address","addr1","addr2","city","state","zip"
"12141","2019-04-18T13:58:00.000",,"58117","COMPLETE DEMOLITION AND REMOVAL OF GARAGE BUILDINGAPPROVED AC/YC","9383","RES","RESIDENTIAL","2019-10-18T14:08:00.000",,,"19","Pre-Issue Permit","2019-04-18T14:09:00.000","Issue Permit","Y",,,"25842","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERVICES","500 N 10TH ST","507 N SHAMOKIN ST",,"SHAMOKIN","PA","17872-6717"
"12141","2019-05-06T13:26:00.000",,"58296","DEMOLITION OF THE COLLAPSED STRUCTURE LOCATED AT 709 NEVERSINK ALLEY. PORTION OF THE BUILDING WILL BE REMOVED AND DEBRIS LOADED OUT. PERFORATE BASEMENT AND TOP SOLID FILL WITH A 2A STONE.APPROVED AC/YC","10349","RES","RESIDENTIAL","2019-11-06T13:27:00.000",,,"19","Pre-Issue Permit","2019-05-06T15:26:00.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","709 NEVERSINK AL","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-07-18T08:04:00.000",,"58822","DEMOLITION OF COMMERCIAL BUILDING           PER THE CITY OF READINGEMERG DEMOAPPROVED AC/YC","20400","COM","COMMERCIAL","2020-01-26T10:58:00.000","12141","2019-07-18T08:06:00.000","39","Pre-Issue COO","2019-07-26T10:58:00.000","Issue COO","Y",,,"12399","Open",,,"WHOLE","WHOLE DEMOLITION","SDL CONSTRUCTION","221 GREENWICH ST","325 EISENHOWER DR",,"ORWIGSBURG","PA","17961-"
"12141","2019-07-18T11:52:00.000","DEMO OF GARAGE","58843","DEMO OF GARAGE , SEE SITE PLAN , WORK WILL BE DONE IN ALLEY OF CLOVER STSAME DAY ALL DEBRIS AND WOOD AND PLASTIC SIDING WILL BE REMOVED..APPROVED AC/YC","18000","RES","RESIDENTIAL","2020-01-18T11:53:00.000",,,"19","Pre-Issue Permit","2019-07-18T11:54:00.000","Issue Permit","Y",,,"17880","Open",,,"PARTL","PARTIAL DEMOLITION","VANDINE DEMOLITION","817 MOSS ST","220 VILLAGE WALK DR",,"MACUNGIE","PA","18062-"
"12141","2019-09-10T09:44:00.000","DEMO","59066","EMERGENCY- DEMOLITION AND REMOVAL - PER CITY OF READINGAPPROVED AC/YC","64454","RES","RESIDENTIAL","2020-03-10T09:45:00.000",,,"19","Pre-Issue Permit","2019-09-10T09:51:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","434 S 9TH ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-18T16:08:00.000",,"59209","DEMOLITION OF PARTIALLY COLLAPSED BUILDING AT ABOVE ADDRESS. REMOVE BASEMENT WALLS 2' BELOW GRADE, WAER PROOF BASEMENT PARTY WALLS AND STUCCO ABOVE GRADE PARTY WALLS. BACKFILL WITH 2A STONE TO GRADEAPPROVED JO/YC","63475","RES","RESIDENTIAL","2020-03-18T16:09:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:09:00.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1149 ELM ST","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-09-19T08:16:00.000",,"59210","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T00:00:00.000","12141","2019-09-19T09:07:00.000","20","Issue Permit","2019-09-19T09:13:00.000","Pre-Issue COO","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","743 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:24:00.000",,"59213","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T09:25:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:27:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","741 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:35:00.000",,"59216","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","61000","RES","RESIDENTIAL","2020-03-19T09:37:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:38:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","364 N FRONT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
,,,"59524","REMOVAL OF 4 SEPARATE STRUCTURES (SEE MAP) ATTACHED TO PERMIT APPLICATION. COGEN PLANT BEHIND DS SMITH, 720 LAUREL ST. APPROVED BY AC / JM.","12500","COM","COMMERCIAL","2020-04-13T09:52:00.000",,,"9","Pre-Process Application","2019-10-13T09:52:00.000","Process Application","Y",,,"21860","Open",,,"PARTL","PARTIAL DEMOLITION","MOONBEAM INC.","720 LAUREL ST","4391 WADSWORTH RD",,"NORTON","OH","44203-"
,,,"59564","DEMO SCHOOL BUILDING & SCHOOL DEMO INTERIOR OF WAREHOUSE. DEMO ROOF. APPROVED BY AC / JM.","85000","COM","COMMERCIAL","2020-04-19T09:43:00.000",,,"9","Pre-Process Application","2019-10-19T09:43:00.000","Process Application","Y",,,"21878","Open",,,"PARTL","PARTIAL DEMOLITION","MORACH ENTERPRISE, INC.","229 N 4TH ST","2030 ALPHA CT",,"MANHEIM","PA","17545-"
"12141","2019-05-06T13:26:00.000",,"58296","DEMOLITION OF THE COLLAPSED STRUCTURE LOCATED AT 709 NEVERSINK ALLEY. PORTION OF THE BUILDING WILL BE REMOVED AND DEBRIS LOADED OUT. PERFORATE BASEMENT AND TOP SOLID FILL WITH A 2A STONE.APPROVED AC/YC","10349","RES","RESIDENTIAL","2019-11-06T13:27:00.000",,,"19","Pre-Issue Permit","2019-05-06T15:26:00.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","709 NEVERSINK AL","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-07-18T08:04:00.000",,"58822","DEMOLITION OF COMMERCIAL BUILDING           PER THE CITY OF READINGEMERG DEMOAPPROVED AC/YC","20400","COM","COMMERCIAL","2020-01-26T10:58:00.000","12141","2019-07-18T08:06:00.000","39","Pre-Issue COO","2019-07-26T10:58:00.000","Issue COO","Y",,,"12399","Open",,,"WHOLE","WHOLE DEMOLITION","SDL CONSTRUCTION","221 GREENWICH ST","325 EISENHOWER DR",,"ORWIGSBURG","PA","17961-"
"12141","2019-07-18T11:52:00.000","DEMO OF GARAGE","58843","DEMO OF GARAGE , SEE SITE PLAN , WORK WILL BE DONE IN ALLEY OF CLOVER STSAME DAY ALL DEBRIS AND WOOD AND PLASTIC SIDING WILL BE REMOVED..APPROVED AC/YC","18000","RES","RESIDENTIAL","2020-01-18T11:53:00.000",,,"19","Pre-Issue Permit","2019-07-18T11:54:00.000","Issue Permit","Y",,,"17880","Open",,,"PARTL","PARTIAL DEMOLITION","VANDINE DEMOLITION","817 MOSS ST","220 VILLAGE WALK DR",,"MACUNGIE","PA","18062-"
"12141","2019-09-10T09:44:00.000","DEMO","59066","EMERGENCY- DEMOLITION AND REMOVAL - PER CITY OF READINGAPPROVED AC/YC","64454","RES","RESIDENTIAL","2020-03-10T09:45:00.000",,,"19","Pre-Issue Permit","2019-09-10T09:51:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","434 S 9TH ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-18T16:08:00.000",,"59209","DEMOLITION OF PARTIALLY COLLAPSED BUILDING AT ABOVE ADDRESS. REMOVE BASEMENT WALLS 2' BELOW GRADE, WAER PROOF BASEMENT PARTY WALLS AND STUCCO ABOVE GRADE PARTY WALLS. BACKFILL WITH 2A STONE TO GRADEAPPROVED JO/YC","63475","RES","RESIDENTIAL","2020-03-18T16:09:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:09:00.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1149 ELM ST","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-09-19T08:16:00.000",,"59210","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T00:00:00.000","12141","2019-09-19T09:07:00.000","20","Issue Permit","2019-09-19T09:13:00.000","Pre-Issue COO","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","743 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:24:00.000",,"59213","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T09:25:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:27:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","741 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:35:00.000",,"59216","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","61000","RES","RESIDENTIAL","2020-03-19T09:37:00.000",,,"19","Pre-Issue Permit","2019-09-19T09:38:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","364 N FRONT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12147","2019-12-10T08:03:00.000",,"59524","REMOVAL OF 4 SEPARATE STRUCTURES (SEE MAP) ATTACHED TO PERMIT APPLICATION. COGEN PLANT BEHIND DS SMITH, 720 LAUREL ST. APPROVED BY AC / JM.","12500","COM","COMMERCIAL","2020-06-10T00:00:00.000",,,"10","Process Application","2019-12-10T08:08:00.000","Pre-Issue Permit","Y",,,"21860","Open",,,"PARTL","PARTIAL DEMOLITION","MOONBEAM INC.","720 LAUREL ST","4391 WADSWORTH RD",,"NORTON","OH","44203-"
"12147","2019-11-14T11:11:00.000",,"59564","DEMO SCHOOL BUILDING & SCHOOL DEMO INTERIOR OF WAREHOUSE. DEMO ROOF. APPROVED BY AC / JM.","85000","COM","COMMERCIAL","2020-05-14T00:00:00.000",,,"10","Process Application","2019-11-14T11:30:00.000","Pre-Issue Permit","Y",,,"21878","Open",,,"PARTL","PARTIAL DEMOLITION","MORACH ENTERPRISE, INC.","229 N 4TH ST","2030 ALPHA CT",,"MANHEIM","PA","17545-"
"12141","2019-12-05T10:21:00.000",,"59837","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC            PER THE CITY OF READING CONTRACT OF 2018","15000","RES","RESIDENTIAL","2020-06-05T10:22:00.000",,,"19","Pre-Issue Permit","2019-12-05T10:23:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","712 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T10:42:00.000",,"59839","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","30327","RES","RESIDENTIAL","2020-06-05T10:50:00.000",,,"19","Pre-Issue Permit","2019-12-05T10:56:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","714 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T11:07:00.000",,"59840","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","15000","RES","RESIDENTIAL","2020-06-05T11:21:00.000",,,"19","Pre-Issue Permit","2019-12-05T11:23:00.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","710 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12147","2019-12-10T08:03:00.000",,"59524","REMOVAL OF 4 SEPARATE STRUCTURES (SEE MAP) ATTACHED TO PERMIT APPLICATION. COGEN PLANT BEHIND DS SMITH, 720 LAUREL ST. APPROVED BY AC / JM.","12500","COM","COMMERCIAL","2020-06-10T00:00:00.000",,,"10","Process Application","2019-12-10T08:08:50.000","Pre-Issue Permit","Y",,,"21860","Open",,,"PARTL","PARTIAL DEMOLITION","MOONBEAM INC.","720 LAUREL ST","4391 WADSWORTH RD",,"NORTON","OH","44203-"
"12147","2019-11-14T11:11:00.000",,"59564","DEMO SCHOOL BUILDING & SCHOOL DEMO INTERIOR OF WAREHOUSE. DEMO ROOF. APPROVED BY AC / JM.","85000","COM","COMMERCIAL","2020-05-14T00:00:00.000",,,"10","Process Application","2019-11-14T11:30:24.000","Pre-Issue Permit","Y",,,"21878","Open",,,"PARTL","PARTIAL DEMOLITION","MORACH ENTERPRISE, INC.","229 N 4TH ST","2030 ALPHA CT",,"MANHEIM","PA","17545-"
"12141","2019-12-05T10:21:24.000",,"59837","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC            PER THE CITY OF READING CONTRACT OF 2018","15000","RES","RESIDENTIAL","2020-06-05T10:22:13.000",,,"19","Pre-Issue Permit","2019-12-05T10:23:09.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","712 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-07-18T08:04:00.000",,"58822","DEMOLITION OF COMMERCIAL BUILDING           PER THE CITY OF READINGEMERG DEMOAPPROVED AC/YC","20400","COM","COMMERCIAL","2020-01-26T10:58:02.000","12141","2019-07-18T08:06:00.000","39","Pre-Issue COO","2019-07-26T10:58:02.000","Issue COO","Y",,,"12399","Open",,,"WHOLE","WHOLE DEMOLITION","SDL CONSTRUCTION","221 GREENWICH ST","325 EISENHOWER DR",,"ORWIGSBURG","PA","17961-"
"12141","2019-07-18T11:52:23.000","DEMO OF GARAGE","58843","DEMO OF GARAGE , SEE SITE PLAN , WORK WILL BE DONE IN ALLEY OF CLOVER STSAME DAY ALL DEBRIS AND WOOD AND PLASTIC SIDING WILL BE REMOVED..APPROVED AC/YC","18000","RES","RESIDENTIAL","2020-01-18T11:53:03.000",,,"19","Pre-Issue Permit","2019-07-18T11:54:03.000","Issue Permit","Y",,,"17880","Open",,,"PARTL","PARTIAL DEMOLITION","VANDINE DEMOLITION","817 MOSS ST","220 VILLAGE WALK DR",,"MACUNGIE","PA","18062-"
"12141","2019-09-10T09:44:16.000","DEMO","59066","EMERGENCY- DEMOLITION AND REMOVAL - PER CITY OF READINGAPPROVED AC/YC","64454","RES","RESIDENTIAL","2020-03-10T09:45:00.000",,,"19","Pre-Issue Permit","2019-09-10T09:51:43.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","434 S 9TH ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-18T16:08:17.000",,"59209","DEMOLITION OF PARTIALLY COLLAPSED BUILDING AT ABOVE ADDRESS. REMOVE BASEMENT WALLS 2' BELOW GRADE, WAER PROOF BASEMENT PARTY WALLS AND STUCCO ABOVE GRADE PARTY WALLS. BACKFILL WITH 2A STONE TO GRADEAPPROVED JO/YC","63475","RES","RESIDENTIAL","2020-03-18T16:09:04.000",,,"19","Pre-Issue Permit","2019-09-19T09:09:32.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","1149 ELM ST","1420 CLARION STREET",,"READING","PA","19601-"
"12141","2019-09-19T08:16:00.000",,"59210","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T00:00:00.000","12141","2019-09-19T09:07:00.000","20","Issue Permit","2019-09-19T09:13:56.000","Pre-Issue COO","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","743 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:24:25.000",,"59213","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","13000","RES","RESIDENTIAL","2020-03-19T09:25:22.000",,,"19","Pre-Issue Permit","2019-09-19T09:27:45.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","741 NEVERSINK AL","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-09-19T09:35:18.000",,"59216","COMPLETE DEMOLITION AND REMOVAL  OF BUILDING..PER CITY OF READING APPROVED JORRS/YC","61000","RES","RESIDENTIAL","2020-03-19T09:37:43.000",,,"19","Pre-Issue Permit","2019-09-19T09:38:11.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","364 N FRONT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12147","2019-12-10T08:03:00.000",,"59524","REMOVAL OF 4 SEPARATE STRUCTURES (SEE MAP) ATTACHED TO PERMIT APPLICATION. COGEN PLANT BEHIND DS SMITH, 720 LAUREL ST. APPROVED BY AC / JM.","12500","COM","COMMERCIAL","2020-06-10T00:00:00.000",,,"10","Process Application","2019-12-10T08:08:50.000","Pre-Issue Permit","Y",,,"21860","Open",,,"PARTL","PARTIAL DEMOLITION","MOONBEAM INC.","720 LAUREL ST","4391 WADSWORTH RD",,"NORTON","OH","44203-"
"12147","2019-11-14T11:11:00.000",,"59564","DEMO SCHOOL BUILDING & SCHOOL DEMO INTERIOR OF WAREHOUSE. DEMO ROOF. APPROVED BY AC / JM.","85000","COM","COMMERCIAL","2020-05-14T00:00:00.000",,,"10","Process Application","2019-11-14T11:30:24.000","Pre-Issue Permit","Y",,,"21878","Open",,,"PARTL","PARTIAL DEMOLITION","MORACH ENTERPRISE, INC.","229 N 4TH ST","2030 ALPHA CT",,"MANHEIM","PA","17545-"
"12141","2019-12-05T10:21:24.000",,"59837","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC            PER THE CITY OF READING CONTRACT OF 2018","15000","RES","RESIDENTIAL","2020-06-05T10:22:13.000",,,"19","Pre-Issue Permit","2019-12-05T10:23:09.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","712 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T10:42:24.000",,"59839","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","30327","RES","RESIDENTIAL","2020-06-05T10:50:03.000",,,"19","Pre-Issue Permit","2019-12-05T10:56:54.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","714 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T11:07:46.000",,"59840","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","15000","RES","RESIDENTIAL","2020-06-05T11:21:59.000",,,"19","Pre-Issue Permit","2019-12-05T11:23:53.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","710 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-17T14:15:11.000","BERKS HUMANE SOCIETY","59909","DEMOLITION OF THE EXISTING FACILITY FOR THE CONSTRUCTION OF A NEW UPDATE FACILITY.APPROVED AC/YC","98900","COM","COMMERCIAL","2020-06-17T14:16:03.000",,,"19","Pre-Issue Permit","2019-12-17T14:17:42.000","Issue Permit","Y",,,"12065","Open",,,"WHOLE","WHOLE DEMOLITION","PURCELL CONSTRUCTION COMPANY","1801 N 11TH ST","PO BOX 188",,"DENVER","PA","17517"
"12141","2019-12-05T10:42:24.000",,"59839","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","30327","RES","RESIDENTIAL","2020-06-05T10:50:03.000",,,"19","Pre-Issue Permit","2019-12-05T10:56:54.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","714 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-05T11:07:46.000",,"59840","COMPLETE DEMOLITION AND REMOVAL OF BUILDINGAPPROVED AC/YC        PER CITY OF READING CONTRACT 2018","15000","RES","RESIDENTIAL","2020-06-05T11:21:59.000",,,"19","Pre-Issue Permit","2019-12-05T11:23:53.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","710 CHESTNUT ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2019-12-17T14:15:11.000","BERKS HUMANE SOCIETY","59909","DEMOLITION OF THE EXISTING FACILITY FOR THE CONSTRUCTION OF A NEW UPDATE FACILITY.APPROVED AC/YC","98900","COM","COMMERCIAL","2020-06-17T14:16:03.000",,,"19","Pre-Issue Permit","2019-12-17T14:17:42.000","Issue Permit","Y",,,"12065","Open",,,"WHOLE","WHOLE DEMOLITION","PURCELL CONSTRUCTION COMPANY","1801 N 11TH ST","PO BOX 188",,"DENVER","PA","17517"
"12141","2020-01-07T10:45:16.000",,"60015","COMPLETE DEMOLITION AND REMOVAL OF THE STRUCTURE AT THE ADDRESS ABOVE, PER CITY OF READING SPECIFICATIONSAPPROVED AC/YC","21444","RES","RESIDENTIAL","2020-07-07T10:46:03.000",,,"19","Pre-Issue Permit","2020-01-07T10:51:07.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","1038 COTTON ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2020-01-28T07:35:50.000","DEMO","60202","EMERGENCY DEMOLITION OF PARTIALLY COLLAPSED BUILDING . BUILDING TO BE DEMOLISHED 2'BELOW GRADE AND BACKFILLED.  PARTY WALLS TO BE SEALED AND STUCCOED.                APPROVED AC/YC          PER CITY OF READING","65000","RES","RESIDENTIAL","2020-07-28T07:36:45.000",,,"19","Pre-Issue Permit","2020-01-28T07:37:55.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","129 MULBERRY ST","1420 CLARION STREET",,"READING","PA","19601-"
"12147","2020-03-31T13:03:42.000",,"60626","DEMO / AREA BUILD NEW WALLS & DRYWALL SPACKLING, 1 NEW DOOR. NO PLUMBING/ NO ELECTRICAL /NO HVAC/BY ME & ACT REPAIRS.(LEFT REAR STORE) PLAN #9/20. APPROVED BY AC / JM.","30000","COM","COMMERCIAL","2020-09-30T13:03:42.000",,,"10","Process Application","2020-03-31T13:06:43.000","Pre-Issue Permit","Y",,,"13935","Open",,,"PARTL","PARTIAL DEMOLITION","VBC CONSULTING & CONSTRUCTION","645 PENN ST","115 N FURNACE ST",,"BIRDSBORO","PA","19508"
"12141","2020-04-29T09:29:31.000",,"60728","DEMOLITION OF ABOVE PROPERTY AND REMOVING ALL DEBRISAPPROVED AC/YC","25000","COM","COMMERCIAL","2020-10-29T09:30:37.000",,,"19","Pre-Issue Permit","2020-04-29T09:32:10.000","Issue Permit","Y",,,"22150","Open",,,"WHOLE","WHOLE DEMOLITION","WYOMISSING STRUCTURES LLC","1138 LANCASTER AV","1 MONTROSE BLVD",,"SHILLINGTON","PA","19607-"
"12141","2020-01-07T10:45:16.000",,"60015","COMPLETE DEMOLITION AND REMOVAL OF THE STRUCTURE AT THE ADDRESS ABOVE, PER CITY OF READING SPECIFICATIONSAPPROVED AC/YC","21444","RES","RESIDENTIAL","2020-07-07T10:46:03.000",,,"19","Pre-Issue Permit","2020-01-07T10:51:07.000","Issue Permit","Y",,,"B10688","Open",,,"WHOLE","WHOLE DEMOLITION","NORTHEAST INDUSTRIAL SERV INC","1038 COTTON ST","51 N SPRUCE ST",,"MT CARMEL","PA","17851-"
"12141","2020-01-28T07:35:50.000","DEMO","60202","EMERGENCY DEMOLITION OF PARTIALLY COLLAPSED BUILDING . BUILDING TO BE DEMOLISHED 2'BELOW GRADE AND BACKFILLED.  PARTY WALLS TO BE SEALED AND STUCCOED.                APPROVED AC/YC          PER CITY OF READING","65000","RES","RESIDENTIAL","2020-07-28T07:36:45.000",,,"19","Pre-Issue Permit","2020-01-28T07:37:55.000","Issue Permit","Y",,,"B11382","Open",,,"WHOLE","WHOLE DEMOLITION","EMPIRE WRECKING","129 MULBERRY ST","1420 CLARION STREET",,"READING","PA","19601-"
"12147","2020-03-31T13:03:42.000",,"60626","DEMO / AREA BUILD NEW WALLS & DRYWALL SPACKLING, 1 NEW DOOR. NO PLUMBING/ NO ELECTRICAL /NO HVAC/BY ME & ACT REPAIRS.(LEFT REAR STORE) PLAN #9/20. APPROVED BY AC / JM.","30000","COM","COMMERCIAL","2020-09-30T13:03:42.000",,,"10","Process Application","2020-03-31T13:06:43.000","Pre-Issue Permit","Y",,,"13935","Open",,,"PARTL","PARTIAL DEMOLITION","VBC CONSULTING & CONSTRUCTION","645 PENN ST","115 N FURNACE ST",,"BIRDSBORO","PA","19508"
"12141","2020-04-29T09:29:31.000",,"60728","DEMOLITION OF ABOVE PROPERTY AND REMOVING ALL DEBRISAPPROVED AC/YC","25000","COM","COMMERCIAL","2020-10-29T09:30:37.000",,,"19","Pre-Issue Permit","2020-04-29T09:32:10.000","Issue Permit","Y",,,"22150","Open",,,"WHOLE","WHOLE DEMOLITION","WYOMISSING STRUCTURES LLC","1138 LANCASTER AV","1 MONTROSE BLVD",,"SHILLINGTON","PA","19607-"
"12147","2020-03-31T13:03:42.000",,"60626","DEMO / AREA BUILD NEW WALLS & DRYWALL SPACKLING, 1 NEW DOOR. NO PLUMBING/ NO ELECTRICAL /NO HVAC/BY ME & ACT REPAIRS.(LEFT REAR STORE) PLAN #9/20. APPROVED BY AC / JM.","30000","COM","COMMERCIAL","2020-09-30T13:03:42.000",,,"10","Process Application","2020-03-31T13:06:43.000","Pre-Issue Permit","Y",,,"13935","Open",,,"PARTL","PARTIAL DEMOLITION","VBC CONSULTING & CONSTRUCTION","645 PENN ST","115 N FURNACE ST",,"BIRDSBORO","PA","19508"
