"area_type","area_name","date","month","year","initial_claims_filed","initial_claims_paid","average_weekly_benefit_amount_awba","weeks_compensated","average_duration","total_benefits_authorized","di_fund_balance"
"State","California","2001-08-31T00:00:00.000","August","2001","67895","60889","293.44","819789","13.61","240562639.00","552840386.00"
"State","California","2001-07-31T00:00:00.000","July","2001","64432","57515","293.04","788782","13.57","231143386.00","530782184.00"
"State","California","2001-06-30T00:00:00.000","June","2001","62172","55469","292.16","732168","13.53","213909551.00","502952092.00"
"State","California","2001-05-31T00:00:00.000","May","2001","63002","57540","290.93","759955","13.5","221093610.00","474617795.00"
"State","California","2001-04-30T00:00:00.000","April","2001","59202","53212","290.04","705804","13.46","204708989.00","388623866.00"
"State","California","2001-03-31T00:00:00.000","March","2001","62026","55883","288.38","729579","13.43","210397462.00","298942273.00"
"State","California","2001-02-28T00:00:00.000","February","2001","54500","48671","288.09","647880","13.37","186647462.00","210850131.00"
"State","California","2001-01-31T00:00:00.000","January","2001","62128","52682","287.44","800196","13.33","230010936.00","77638083.00"
"State","California","2000-12-31T00:00:00.000","December","2000","53920","48300","285","688996","13.21","196366797.00","4631196.00"
"State","California","2000-11-30T00:00:00.000","November","2000","53584","48767","283.24","712175","13.17","201715996.00","69506114.00"
"State","California","2000-10-31T00:00:00.000","October","2000","64643","57730","280.74","740301","13.07","207775192.00","91248834.00"
"State","California","2000-09-30T00:00:00.000","September","2000","55940","50424","278.4","682165","13.08","189916860.00","126864936.00"
"State","California","2000-08-31T00:00:00.000","August","2000","64382","57889","276.14","753387","13.05","208043607.00","160788549.00"
"State","California","2000-07-31T00:00:00.000","July","2000","57411","51379","273.8","681175","13.03","186503293.00","162254247.00"
"State","California","2000-06-30T00:00:00.000","June","2000","62282","55448","270.95","711261","12.99","192713923.00","165736898.00"
"State","California","2000-05-31T00:00:00.000","May","2000","61773","55831","267.46","713549","12.97","190847645.00","146461006.00"
"State","California","2000-04-30T00:00:00.000","April","2000","53671","48088","263.41","614010","12.94","161724291.00","126571391.00"
"State","California","2000-03-31T00:00:00.000","March","2000","63669","57616","256.89","718380","12.91","184543801.00","125065058.00"
"State","California","2000-02-29T00:00:00.000","February","2000","55941","50104","247.13","640076","12.84","158180865.00","167040432.00"
"State","California","2000-01-31T00:00:00.000","January","2000","53771","48120","239.13","665911","12.81","159236394.00","155997986.00"
"State","California","1999-12-31T00:00:00.000","December","1999","56906","51479","237.44","700118","12.77","166237143.00","167059934.00"
"State","California","1999-11-30T00:00:00.000","November","1999","54061","48866","236.98","654834","12.78","155179834.00","274121232.00"
"State","California","1999-10-31T00:00:00.000","October","1999","57014","50410","236.57","646749","12.75","153003087.00","328430288.00"
"State","California","1999-09-30T00:00:00.000","September","1999","57026","50656","237.44","665931","12.74","158119642.00","416691565.00"
"State","California","1999-08-31T00:00:00.000","August","1999","59075","52778","237","676799","12.7","160406716.00","486333215.00"
"State","California","1999-07-31T00:00:00.000","July","1999","58200","51873","237.09","661844","12.67","156918586.00","534774608.00"
"State","California","1999-06-30T00:00:00.000","June","1999","60798","54435","236.04","685706","12.63","161855959.00","579461020.00"
"State","California","1999-05-31T00:00:00.000","May","1999","53757","48214","235.42","595022","12.57","140081374.00","618138666.00"
"State","California","1999-04-30T00:00:00.000","April","1999","58734","52319","234.54","651807","12.56","152873199.00","652389166.00"
"State","California","1999-03-31T00:00:00.000","March","1999","64554","58389","233.73","687590","12.55","160711827.00","679966080.00"
"State","California","1999-02-28T00:00:00.000","February","1999","53739","47391","233.32","587171","12.56","136997227.00","698107548.00"
"State","California","1999-01-31T00:00:00.000","January","1999","52701","45875","233.65","613393","12.54","143322101.00","686679032.00"
"State","California","1998-12-31T00:00:00.000","December","1998","56960","50767","232.63","694840","12.54","161637694.00","697386225.00"
"State","California","1998-11-30T00:00:00.000","November","1998","50444","45003","232.12","586740","12.53","136192274.00","793906720.00"
"State","California","1998-10-31T00:00:00.000","October","1998","61086","55954","231.57","711565","12.52","164779120.00","845388142.00"
"State","California","1998-09-30T00:00:00.000","September","1998","58564","51582","231.53","653378","12.5","151276852.00","925260455.00"
"State","California","1998-08-31T00:00:00.000","August","1998","57459","51216","230.99","635378","12.5","146766367.00","991759660.00"
"State","California","1998-07-31T00:00:00.000","July","1998","61313","54269","230.93","669280","12.49","154559527.00","1042707685.00"
"State","California","1998-06-30T00:00:00.000","June","1998","61793","54827","230.53","657406","12.5","151549339.00","1060496474.00"
"State","California","1998-05-31T00:00:00.000","May","1998","54448","48781","230.02","595098","12.52","136883659.00","1087336612.00"
"State","California","1998-04-30T00:00:00.000","April","1998","58699","51851","229.36","638471","12.52","146440522.00","1121698991.00"
"State","California","1998-03-31T00:00:00.000","March","1998","61055","53845","229.09","633835","12.51","145207659.00","1177426408.00"
"State","California","1998-02-28T00:00:00.000","February","1998","52591","46379","228.02","566217","12.5","129109285.00","1188375450.00"
"State","California","1998-01-31T00:00:00.000","January","1998","55632","48412","229.15","643716","12.51","147508652.00","1185277921.00"
"State","California","1997-12-31T00:00:00.000","December","1997","56432","50744","228.57","690697","12.53","157875616.00","1188599660.00"
"State","California","1997-11-30T00:00:00.000","November","1997","48535","42497","228.77","547527","12.56","125260391.00","1263416521.00"
"State","California","1997-10-31T00:00:00.000","October","1997","61534","53886","227.78","675525","12.56","153867890.00","1321480275.00"
"State","California","1997-09-30T00:00:00.000","September","1997","59307","51926","228.14","653436","12.55","149072705.00","1397114626.00"
"State","California","1997-08-31T00:00:00.000","August","1997","58048","51547","228.16","633010","12.56","144430585.00","1454103531.00"
"State","California","1997-07-31T00:00:00.000","July","1997","62127","54348","228.47","675146","12.57","154249959.00","1516564978.00"
"State","California","1997-06-30T00:00:00.000","June","1997","57990","51236","228.24","628029","12.6","143338558.00","1536998583.00"
"State","California","1997-05-31T00:00:00.000","May","1997","57910","51532","227.67","628060","12.6","142992867.00","1609154152.00"
"State","California","1997-04-30T00:00:00.000","April","1997","59855","52806","227.27","645682","12.62","146741974.00","1649932645.00"
"State","California","1997-03-31T00:00:00.000","March","1997","57995","51887","226.71","603807","12.62","136890068.00","1702627769.00"
"State","California","1997-02-28T00:00:00.000","February","1997","53715","46851","226.69","574710","12.66","130279170.00","1725643180.00"
"State","California","1997-01-31T00:00:00.000","January","1997","56989","49536","226.99","671351","12.69","152388329.00","1715605436.00"
"State","California","1996-12-31T00:00:00.000","December","1996","55900","49757","226.29","696038","12.68","157507224.00","1690827601.00"
"State","California","1996-11-30T00:00:00.000","November","1996","51023","45097","226.12","579450","12.64","131025044.00","1748708480.00"
"State","California","1996-10-31T00:00:00.000","October","1996","62889","55437","225.22","691809","12.68","155812251.00","1768111467.00"
"State","California","1996-09-30T00:00:00.000","September","1996","57076","50303","225.68","638619","12.67","144120942.00","1797105805.00"
"State","California","1996-08-31T00:00:00.000","August","1996","61487","54272","225.36","675603","12.68","152250600.00","1828395318.00"
"State","California","1996-07-31T00:00:00.000","July","1996","61774","54653","225.81","697790","12.68","157566991.00","1823258540.00"
"State","California","1996-06-30T00:00:00.000","June","1996","56907","49965","225.54","611327","12.67","137881597.00","1774945297.00"
"State","California","1996-05-31T00:00:00.000","May","1996","62555","55068","226.23","685116","12.68","154993703.00","1818145714.00"
"State","California","1996-04-30T00:00:00.000","April","1996","60600","53962","226.04","658073","12.68","148753561.00","1774365904.00"
"State","California","1996-03-31T00:00:00.000","March","1996","58985","51899","226.03","631639","12.7","142772205.00","1769120558.00"
"State","California","1996-02-29T00:00:00.000","February","1996","56136","49393","226.42","624996","12.7","141510677.00","1741601316.00"
"State","California","1996-01-31T00:00:00.000","January","1996","60377","52782","226.69","704802","12.71","159773971.00","1660864510.00"
"State","California","1995-12-31T00:00:00.000","December","1995","53640","47436","226.93","639294","12.76","145072893.00","1594203433.00"
"State","California","1995-11-30T00:00:00.000","November","1995","56911","50059","226.53","671135","12.81","152032457.00","1632990985.00"
"State","California","1995-10-31T00:00:00.000","October","1995","63312","56122","226.41","694136","12.84","157161556.00","1627263779.00"
"State","California","1995-09-30T00:00:00.000","September","1995","58966","51873","226.76","661055","12.86","149898085.00","1636233448.00"
"State","California","1995-08-31T00:00:00.000","August","1995","65691","57914","226.39","724564","12.87","164036948.00","1673710031.00"
"State","California","1995-07-31T00:00:00.000","July","1995","59258","52619","226.68","661739","12.87","150002942.00","1640036304.00"
"State","California","1995-06-30T00:00:00.000","June","1995","63500","55708","227.49","694630","12.89","158021629.00","1562671307.00"
"State","California","1995-05-31T00:00:00.000","May","1995","64503","57316","227.43","712802","12.89","162111781.00","1572599604.00"
"State","California","1995-04-30T00:00:00.000","April","1995","57503","50275","227.29","626155","12.88","142319430.00","1487336421.00"
"State","California","1995-03-31T00:00:00.000","March","1995","68591","60529","226.92","736299","12.86","167082054.00","1464680739.00"
"State","California","1995-02-28T00:00:00.000","February","1995","55896","48723","226.8","625996","12.87","141977699.00","1433602627.00"
"State","California","1995-01-31T00:00:00.000","January","1995","55480","48561","227.11","684914","12.87","155552889.00","1324114167.00"
"State","California","1994-12-31T00:00:00.000","December","1994","57674","50822","226.32","712544","12.84","161265837.00","1227447811.00"
"State","California","1994-11-30T00:00:00.000","November","1994","58461","51956","226.24","713103","12.88","161331517.00","1268921012.00"
"State","California","1994-10-31T00:00:00.000","October","1994","63653","55804","225.32","700526","12.93","157839586.00","1223291196.00"
"State","California","1994-09-30T00:00:00.000","September","1994","64515","56552","225.58","732916","13.03","165333651.00","1212599453.00"
"State","California","1994-08-31T00:00:00.000","August","1994","70866","62681","225.31","784141","13.14","176673423.00","1225896032.00"
"State","California","1994-07-31T00:00:00.000","July","1994","62266","54458","225.44","698431","13.25","157454434.00","1118217812.00"
"State","California","1994-06-30T00:00:00.000","June","1994","67359","59167","225.21","740437","13.36","166754248.00","1065188995.00"
"State","California","1994-05-31T00:00:00.000","May","1994","66156","58659","224.62","720642","13.51","161870341.00","1023618564.00"
"State","California","1994-04-30T00:00:00.000","April","1994","62560","54994","223.5","675292","13.65","150928953.00","883125832.00"
"State","California","1994-03-31T00:00:00.000","March","1994","70622","62016","221.97","761813","13.83","169100118.00","806745093.00"
"State","California","1994-02-28T00:00:00.000","February","1994","57836","51635","220.42","662907","14","146120520.00","701727270.00"
"State","California","1994-01-31T00:00:00.000","January","1994","59740","51648","209.55","702010","14.15","147108712.00","568617496.00"
"State","California","1993-12-31T00:00:00.000","December","1993","64219","56278","188.31","813944","14.35","153276613.00","481659761.00"
"State","California","1993-11-30T00:00:00.000","November","1993","62414","55434","189.55","791483","14.56","150025688.00","505110763.00"
"State","California","1993-10-31T00:00:00.000","October","1993","64766","56298","189.98","775167","14.7","147267763.00","456442670.00"
"State","California","1993-09-30T00:00:00.000","September","1993","67559","58729","191.41","832891","14.82","159423232.00","425302002.00"
"State","California","1993-08-31T00:00:00.000","August","1993","71650","62719","193.22","863732","14.92","166886090.00","430717943.00"
"State","California","1993-07-31T00:00:00.000","July","1993","70476","60649","195.19","854242","15.01","166740303.00","336371224.00"
"State","California","1993-06-30T00:00:00.000","June","1993","73942","63756","199.34","909232","15.13","181243692.00","291525044.00"
"State","California","1993-05-31T00:00:00.000","May","1993","68288","58881","200.68","816488","15.19","163851208.00","249984245.00"
"State","California","1993-04-30T00:00:00.000","April","1993","71201","61392","204.86","890375","15.28","182400961.00","158728625.00"
"State","California","1993-03-31T00:00:00.000","March","1993","79313","68387","211.62","971922","15.36","205680144.00","78543486.00"
"State","California","1993-02-28T00:00:00.000","February","1993","65504","56480","217.6","832800","15.44","181219526.00","64620709.00"
"State","California","1993-01-31T00:00:00.000","January","1993","66525","57360","217.1","924147","15.48","200634375.00","-18229546.00"
"State","California","1992-12-31T00:00:00.000","December","1992","73100","61693","215.9","1046170","15.52","225871077.00","-38223984.00"
"State","California","1992-11-30T00:00:00.000","November","1992","66849","58669","216","941975","15.53","203164083.00","28361985.00"
"State","California","1992-10-31T00:00:00.000","October","1992","79278","67395","215.3","1023210","15.5","220293220.00","64702406.00"
"State","California","1992-09-30T00:00:00.000","September","1992","77249","67476","215.11","1038908","15.46","223478320.00","125229764.00"
"State","California","1992-08-31T00:00:00.000","August","1992","79335","68537","214.67","1018523","15.41","218645937.00","176888479.00"
"State","California","1992-07-31T00:00:00.000","July","1992","81755","70068","214.67","1083794","15.37","232663374.00","151924006.00"
"State","California","1992-06-30T00:00:00.000","June","1992","82643","71476","214.05","1077592","15.32","230654231.00","157457164.00"
"State","California","1992-05-31T00:00:00.000","May","1992","77033","67649","213.53","1020479","15.2","217903667.00","242201735.00"
"State","California","1992-04-30T00:00:00.000","April","1992","79723","69644","212.83","1076165","15.06","229040473.00","163226308.00"
"State","California","1992-03-31T00:00:00.000","March","1992","82111","72588","211.94","1101050","14.92","233358397.00","180293104.00"
"State","California","1992-02-29T00:00:00.000","February","1992","75335","64428","211.17","988582","14.78","208760552.00","167841544.00"
"State","California","1992-01-31T00:00:00.000","January","1992","77934","67813","211.38","1118080","14.67","236339053.00","115171610.00"
"State","California","1991-12-31T00:00:00.000","December","1991","78006","67909","210.41","1145659","14.52","241058087.00","144848868.00"
"State","California","1991-11-30T00:00:00.000","November","1991","74315","64521","209.81","1010860","14.37","212089826.00","295987116.00"
"State","California","1991-10-31T00:00:00.000","October","1991","90586","77761","208.31","1147771","14.26","239089013.00","394746995.00"
"State","California","1991-09-30T00:00:00.000","September","1991","79990","70118","207.82","1043578","14.13","216877032.00","449065925.00"
"State","California","1991-08-31T00:00:00.000","August","1991","87132","74380","206.75","1073247","14.02","221889260.00","473830302.00"
"State","California","1991-07-31T00:00:00.000","July","1991","87544","75832","206.16","1125968","13.89","232129133.00","493736822.00"
"State","California","1991-06-30T00:00:00.000","June","1991","80108","69160","204.96","945757","13.72","193843844.00","528961385.00"
"State","California","1991-05-31T00:00:00.000","May","1991","86117","75416","203.35","1020054","13.63","207425369.00","557041735.00"
"State","California","1991-04-30T00:00:00.000","April","1991","82066","71410","201.29","984392","13.54","198146357.00","537770040.00"
"State","California","1991-03-31T00:00:00.000","March","1991","80074","68462","198.32","915896","13.43","181635710.00","501963566.00"
"State","California","1991-02-28T00:00:00.000","February","1991","71659","61213","194.96","846760","13.31","165082678.00","536336032.00"
"State","California","1991-01-31T00:00:00.000","January","1991","78169","65949","190.64","969150","13.22","184756305.00","551325596.00"
"State","California","1990-12-31T00:00:00.000","December","1990","67151","58786","188.68","889406","13.09","167815249.00","529497316.00"
"State","California","1990-11-30T00:00:00.000","November","1990","74663","64211","188.23","913538","12.96","171953858.00","611080533.00"
"State","California","1990-10-31T00:00:00.000","October","1990","85874","74204","187.39","987579","12.91","185059744.00","696753846.00"
"State","California","1990-09-30T00:00:00.000","September","1990","71856","61886","186.43","841394","12.86","156861223.00","735472947.00"
"State","California","1990-08-31T00:00:00.000","August","1990","86068","73998","185.83","955851","12.79","177622483.00","802342308.00"
"State","California","1990-07-31T00:00:00.000","July","1990","81266","70300","184.95","910499","12.75","168394347.00","824339031.00"
"State","California","1990-06-30T00:00:00.000","June","1990","78501","67314","183.89","851263","12.72","156540854.00","822972570.00"
"State","California","1990-05-31T00:00:00.000","May","1990","82639","72184","182.45","896936","12.69","163642329.00","853992113.00"
"State","California","1990-04-30T00:00:00.000","April","1990","75744","65015","180.91","816461","12.65","147704812.00","836017061.00"
"State","California","1990-03-31T00:00:00.000","March","1990","81026","70439","178.63","843385","12.61","150653673.00","803834944.00"
"State","California","1990-02-28T00:00:00.000","February","1990","69823","59858","175.08","751338","12.57","131541068.00","802065483.00"
"State","California","1990-01-31T00:00:00.000","January","1990","75473","65009","170.77","859940","12.51","146851761.00","788127644.00"
"State","California","1989-12-31T00:00:00.000","December","1989","65396","57507","169.66","768136","12.5","130323934.00","709979845.00"
"State","California","1989-11-30T00:00:00.000","November","1989","69274","59010","170.02","802382","12.44","136418884.00","777467430.00"
"State","California","1989-10-31T00:00:00.000","October","1989","76821","65298","169.59","830338","12.31","140818784.00","825617402.00"
"State","California","1989-09-30T00:00:00.000","September","1989","71581","61006","169.31","781576","12.33","132331365.00","843644468.00"
"State","California","1989-08-31T00:00:00.000","August","1989","80572","69199","168.89","857211","12.33","144775003.00","886883699.00"
"State","California","1989-07-31T00:00:00.000","July","1989","72271","62092","169.17","784340","12.37","132685658.00","892300348.00"
"State","California","1989-06-30T00:00:00.000","June","1989","75843","65171","169.51","798831","12.38","135412709.00","901418174.00"
"State","California","1989-05-31T00:00:00.000","May","1989","79425","68152","169.19","819513","12.37","138649989.00","907261202.00"
"State","California","1989-04-30T00:00:00.000","April","1989","68195","58355","169.11","703046","12.43","118893544.00","856433319.00"
"State","California","1989-03-31T00:00:00.000","March","1989","82418","70919","168.45","812879","12.4","136933117.00","843365137.00"
"State","California","1989-02-28T00:00:00.000","February","1989","69503","58838","168.49","692590","12.48","116694030.00","824536478.00"
"State","California","1989-01-31T00:00:00.000","January","1989","67024","57140","168.57","760251","12.49","128152852.00","796197251.00"
"State","California","1988-12-31T00:00:00.000","December","1988","69226","61807","168.04","777556","12.51","130663281.00","720839652.00"
"State","California","1988-11-30T00:00:00.000","November","1988","71747","66220","168.22","787609","12.59","132488083.00","764790042.00"
"State","California","1988-10-31T00:00:00.000","October","1988","63493","56563","168.07","739560","12.69","124310089.00","761597573.00"
"State","California","1988-09-30T00:00:00.000","September","1988","75479","59889","168.46","768059","12.65","129392106.00","753799951.00"
"State","California","1988-08-31T00:00:00.000","August","1988","80892","63813","168.04","822058","12.68","138138460.00","789742414.00"
"State","California","1988-07-31T00:00:00.000","July","1988","70262","55826","167.87","714894","12.7","120010808.00","713047355.00"
"State","California","1988-06-30T00:00:00.000","June","1988","76434","63887","167.65","774094","12.7","129777636.00","687988072.00"
"State","California","1988-05-31T00:00:00.000","May","1988","73417","56465","167.39","717085","12.76","120031147.00","658879775.00"
"State","California","1988-04-30T00:00:00.000","April","1988","71389","60442","167.17","705258","12.8","117895903.00","568003344.00"
"State","California","1988-03-31T00:00:00.000","March","1988","81035","62302","167","769774","12.89","128552841.00","527056623.00"
"State","California","1988-02-29T00:00:00.000","February","1988","70968","58232","166.82","689573","12.86","115032631.00","472982476.00"
"State","California","1988-01-31T00:00:00.000","January","1988","64229","49644","167.1","677134","12.9","113147958.00","344042775.00"
"State","California","1987-12-31T00:00:00.000","December","1987","70054","56629","166.75","774727","12.93","129185906.00","282635227.00"
"State","California","1987-11-30T00:00:00.000","November","1987","63250","50554","166.45","657198","12.95","109393303.00","335783973.00"
"State","California","1987-10-31T00:00:00.000","October","1987","71180","56715","166.48","713694","12.98","118817639.00","313605139.00"
"State","California","1987-09-30T00:00:00.000","September","1987","69363","53856","166.29","714904","12.96","118882699.00","316789992.00"
"State","California","1987-08-31T00:00:00.000","August","1987","70282","54405","166.3","711557","12.91","118334257.00","336611041.00"
"State","California","1987-07-31T00:00:00.000","July","1987","73217","57742","166.06","741903","12.85","123203350.00","289464507.00"
"State","California","1987-06-30T00:00:00.000","June","1987","73651","57394","165.61","730737","12.77","121016593.00","254051272.00"
"State","California","1987-05-31T00:00:00.000","May","1987","66176","49619","165.33","657173","12.74","108651135.00","241512906.00"
"State","California","1987-04-30T00:00:00.000","April","1987","69675","55123","164.87","699645","12.64","115348784.00","142251153.00"
"State","California","1987-03-31T00:00:00.000","March","1987","73943","60443","164.69","722139","12.56","118931211.00","107953307.00"
"State","California","1987-02-28T00:00:00.000","February","1987","64050","50474","164.37","617456","12.52","101492322.00","59938962.00"
"State","California","1987-01-31T00:00:00.000","January","1987","63207","47558","164.55","672969","12.46","110738120.00","-25298210.00"
"State","California","1986-12-31T00:00:00.000","December","1986","65499","55072","164.24","763294","12.41","125361871.00","-58280476.00"
"State","California","1986-11-30T00:00:00.000","November","1986","56531","43711","163.71","586477","12.36","96011528.00","-5984294.00"
"State","California","1986-10-31T00:00:00.000","October","1986","71004","58741","163.39","729156","12.27","119134747.00","-3042547.00"
"State","California","1986-09-30T00:00:00.000","September","1986","72262","55949","163.06","713414","12.21","116329844.00","41557021.00"
"State","California","1986-08-31T00:00:00.000","August","1986","69679","54905","162.75","676798","12.2","110147238.00","76939461.00"
"State","California","1986-07-31T00:00:00.000","July","1986","74021","59615","162.59","714362","12.16","116145797.00","55864331.00"
"State","California","1986-06-30T00:00:00.000","June","1986","67882","52718","162.29","651296","12.17","105695854.00","59628765.00"
"State","California","1986-05-31T00:00:00.000","May","1986","68385","53991","161.95","646189","12.11","104652500.00","83315393.00"
"State","California","1986-04-30T00:00:00.000","April","1986","69515","57244","161.44","674415","12.02","108880510.00","52340810.00"
"State","California","1986-03-31T00:00:00.000","March","1986","67689","55950","161.17","642636","11.95","103574168.00","28326035.00"
"State","California","1986-02-28T00:00:00.000","February","1986","64844","51821","161.3","596973","11.85","96292911.00","17367388.00"
"State","California","1986-01-31T00:00:00.000","January","1986","65656","49793","160.62","662805","11.76","106457429.00","-7099565.00"
"State","California","1985-12-31T00:00:00.000","December","1985","61262","50679","160.71","682033","11.61","109606522.00","-18803875.00"
"State","California","1985-11-30T00:00:00.000","November","1985","59318","47388","160.17","571307","11.46","91507257.00","50603276.00"
"State","California","1985-10-31T00:00:00.000","October","1985","72806","59428","159.43","697272","11.39","111165116.00","78223128.00"
"State","California","1985-09-30T00:00:00.000","September","1985","63580","49298","158.9","623231","11.28","99033119.00","128655506.00"
"State","California","1985-08-31T00:00:00.000","August","1985","69836","54843","158.46","654919","11.13","103778768.00","177471674.00"
"State","California","1985-07-31T00:00:00.000","July","1985","71926","57507","159.08","695313","10.97","110607812.00","198307583.00"
"State","California","1985-06-30T00:00:00.000","June","1985","62576","49359","158.45","569072","10.83","90172055.00","253901895.00"
"State","California","1985-05-31T00:00:00.000","May","1985","68663","56287","157.75","617878","10.7","97472647.00","277368329.00"
"State","California","1985-04-30T00:00:00.000","April","1985","68719","57478","157.65","635639","10.63","100206617.00","285635048.00"
"State","California","1985-03-31T00:00:00.000","March","1985","67434","57676","157.35","593447","10.51","93380841.00","305827740.00"
"State","California","1985-02-28T00:00:00.000","February","1985","61528","51794","157.02","540373","10.44","84850668.00","325873649.00"
"State","California","1985-01-31T00:00:00.000","January","1985","66597","56083","156.83","642902","10.31","100824698.00","295957221.00"
"State","California","1984-12-31T00:00:00.000","December","1984","55571","46770","155.8","537178","10.23","83692679.00","286485119.00"
"State","California","1984-11-30T00:00:00.000","November","1984","60693","48967","155.72","542895","10.2","84537886.00","321209043.00"
"State","California","1984-10-31T00:00:00.000","October","1984","69486","56247","155.21","595304","10.16","92394431.00","307947438.00"
"State","California","1984-09-30T00:00:00.000","September","1984","60608","48166","154.39","510751","10.13","78855082.00","341120758.00"
"State","California","1984-08-31T00:00:00.000","August","1984","69008","57152","153.08","577087","10.12","88342554.00","362490131.00"
"State","California","1984-07-31T00:00:00.000","July","1984","67365","52079","152.28","545834","10.15","83117720.00","335719959.00"
"State","California","1984-06-30T00:00:00.000","June","1984","66075","51930","151.05","517019","10.1","78098052.00","328066616.00"
"State","California","1984-05-31T00:00:00.000","May","1984","65857","53029","150.49","536867","10.09","80795597.00","308460521.00"
"State","California","1984-04-30T00:00:00.000","April","1984","63773","51216","148.51","493117","10.08","73231900.00","254637383.00"
"State","California","1984-03-31T00:00:00.000","March","1984","68499","55307","145.9","521625","10.09","76106068.00","239235553.00"
"State","California","1984-02-29T00:00:00.000","February","1984","61805","50586","141.38","446229","10.12","63088632.00","214445692.00"
"State","California","1984-01-31T00:00:00.000","January","1984","60345","47895","136.61","510290","10.2","69711696.00","131370202.00"
"State","California","1983-12-31T00:00:00.000","December","1983","55031","45083","135.38","503789","10.24","68202189.00","130046697.00"
"State","California","1983-11-30T00:00:00.000","November","1983","60997","48964","135.55","517741","10.23","70177822.00","145519610.00"
"State","California","1983-10-31T00:00:00.000","October","1983","61470","48569","135.3","498366","10.26","67431311.00","140328944.00"
"State","California","1983-09-30T00:00:00.000","September","1983","63762","49877","134.73","524827","10.23","70132023.00","190099810.00"
"State","California","1983-08-31T00:00:00.000","August","1983","68799","55130","135.01","570231","10.22","76987419.00","187061390.00"
"State","California","1983-07-31T00:00:00.000","July","1983","58902","49436","135.19","488854","10.2","66089119.00","159951792.00"
"State","California","1983-06-30T00:00:00.000","June","1983","66735","55473","135.08","549672","10.21","74251257.00","205351541.00"
"State","California","1983-05-31T00:00:00.000","May","1983","62936","50162","134.98","500812","10.23","67601752.00","175944825.00"
"State","California","1983-04-30T00:00:00.000","April","1983","62198","50530","134.75","494358","10.18","66613156.00","110310151.00"
"State","California","1983-03-31T00:00:00.000","March","1983","67841","57328","134.7","556534","10.15","74964323.00","164963592.00"
"State","California","1983-02-28T00:00:00.000","February","1983","58726","47170","134.34","462711","10.12","62162577.00","140020613.00"
"State","California","1983-01-31T00:00:00.000","January","1983","58327","44039","133.85","493389","10.14","66040270.00","90514788.00"
"State","California","1982-12-31T00:00:00.000","December","1982","59341","51036","133.61","559566","10.12","74763916.00","131981222.00"
"State","California","1982-11-30T00:00:00.000","November","1982","61434","48855","133.42","531941","10.11","70972325.00","167467480.00"
"State","California","1982-10-31T00:00:00.000","October","1982","63184","52059","133.18","516834","10.09","68830158.00","153270229.00"
"State","California","1982-09-30T00:00:00.000","September","1982","64520","52842","132.38","552704","10.09","73169660.00","211429105.00"
"State","California","1982-08-31T00:00:00.000","August","1982","70327","54566","131.59","551334","10.09","72551863.00","215913736.00"
"State","California","1982-07-31T00:00:00.000","July","1982","65231","54560","131.32","544178","10.11","71459168.00","179673902.00"
"State","California","1982-06-30T00:00:00.000","June","1982","67102","55290","130.34","559494","10.09","72926833.00","230529884.00"
"State","California","1982-05-31T00:00:00.000","May","1982","64392","51448","128.89","485397","10.07","62562817.00","199327620.00"
"State","California","1982-04-30T00:00:00.000","April","1982","65706","55173","127.85","525114","10.11","67138271.00","120139954.00"
"State","California","1982-03-31T00:00:00.000","March","1982","71615","59892","126.27","563203","10.12","71115690.00","179800430.00"
"State","California","1982-02-28T00:00:00.000","February","1982","60428","45940","123.71","458646","10.12","56739553.00","183937130.00"
"State","California","1982-01-31T00:00:00.000","January","1982","57795","44810","120.88","490088","10.09","59239879.00","127216897.00"
"State","California","1981-12-31T00:00:00.000","December","1981","58739","50573","120","552896","10.05","66346373.00","166243840.00"
"State","California","1981-11-30T00:00:00.000","November","1981","61007","47088","119.73","499140","10.05","59762215.00","211391468.00"
"State","California","1981-10-31T00:00:00.000","October","1981","66815","54935","119.42","544890","10.02","65070015.00","206913142.00"
"State","California","1981-09-30T00:00:00.000","September","1981","63686","52142","119.17","547578","10","65253645.00","265504098.00"
"State","California","1981-08-31T00:00:00.000","August","1981","66013","52006","118.87","534192","9.97","63498025.00","297642874.00"
"State","California","1981-07-31T00:00:00.000","July","1981","69801","58339","118.82","569924","9.86","67720111.00","270744702.00"
"State","California","1981-06-30T00:00:00.000","June","1981","70644","55864","118.21","552966","9.82","65366828.00","327368352.00"
"State","California","1981-05-31T00:00:00.000","May","1981","63538","49654","117.43","492436","9.73","57827480.00","335472514.00"
"State","California","1981-04-30T00:00:00.000","April","1981","67314","55319","117.27","534000","9.62","62621331.00","290991520.00"
"State","California","1981-03-31T00:00:00.000","March","1981","67466","58402","116.75","548423","9.51","64027282.00","347604459.00"
"State","California","1981-02-28T00:00:00.000","February","1981","62380","48106","116.37","465072","9.36","54121247.00","362316014.00"
"State","California","1981-01-31T00:00:00.000","January","1981","61395","50306","116.32","520584","9.24","60554674.00","328752347.00"
"State","California","1980-12-31T00:00:00.000","December","1980","60718","50061","115.96","546792","9.13","63404813.00","362812550.00"
"State","California","1980-11-30T00:00:00.000","November","1980","56876","45927","115.34","463718","8.97","53486731.00","397059305.00"
"State","California","1980-10-31T00:00:00.000","October","1980","70711","56666","115.11","553422","8.84","63701646.00","369363408.00"
