"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"130000007","2013-01-01T00:00:00.000","0:33","2013-01-01T00:00:00.000","0:25",,,"1401","290","Property Damage","543","64138","PJ6915","SPD","U","1","VIC","B","F","29","N","7500 E 108 TE
KANSAS CITY, MO 64138
(38.92874777500049, -94.5023845939997)"
"130001031","2013-01-05T00:00:00.000","9:46","2013-01-05T00:00:00.000","9:45",,,"630","23C","Stealing Shoplifting","312","64124","PJ0771","EPD","U","1","SUS","W","F","30","N","6000 INDEPENDENCE AVE
KANSAS CITY, MO 64124
(39.10492751200047, -94.51084956899967)"
"130000974","2013-01-04T00:00:00.000","23:33","2013-01-04T00:00:00.000","22:30",,,"650","23G","Stealing Auto Parts/","121","64124","PJ0392","CPD","U","1","SUS","U","U",,"N","300 ORD ST
KANSAS CITY, MO 64124
(39.11087206400049, -94.55483617199968)"
"130000456","2013-01-02T00:00:00.000","18:39","2013-01-02T00:00:00.000","18:39",,,"2601","90Z","Misc Violation","315","64126","PJ0541","EPD","U","1","SUS","W","M","22","N","400 HARDESTY AV
KANSAS CITY, MO 64126
(39.10875501600049, -94.51893794299968)"
"130053391","2013-07-28T00:00:00.000","9:10","2013-07-27T00:00:00.000","16:00","2013-07-28T00:00:00.000","8:00","702","240","Auto Theft","223","64130","PJ4602","MPD","U","1","VIC","B","F","51","N","5700 COLLEGE AV
KANSAS CITY, MO 64130
(39.02253419200048, -94.54734793899968)"
"130000468","2013-01-02T00:00:00.000","18:36","2013-01-02T00:00:00.000","18:36",,,"1850","35B","Possession of Drug E","635","64118","PC1130","SCP","U","1","VIC",,,,"N","7100 NE PARVIN RD
KANSAS CITY, MO 64118
(39.168956693000496, -94.49692091299966)"
"130000657","2013-01-03T00:00:00.000","16:31","2013-01-01T00:00:00.000","1:00",,,"801","13B","Non Aggravated Assau","221","64106","PJ4255","MPD","N","1","VIC","W","M","21","N","5300 HARRISON ST
KANSAS CITY, MO 64106
(39.03073254400044, -94.57481597599968)"
"130001159","2013-01-05T00:00:00.000","19:59","2013-01-05T00:00:00.000","19:50",,,"840","90Z","Resisting an Officer","122","64106","PJ1056","CPD","U","1","VIC",,,,"N","1600 ELLA FITZGERALD LN
KANSAS CITY, MO 64106
(39.100264053000444, -94.5624117429997)"
"130000708","2013-01-03T00:00:00.000","21:24","2013-01-03T00:00:00.000","20:30","2013-01-03T00:00:00.000","20:35","660","23H","Stealing Bicycles","121","64109","PJ0365","CPD","U","1","VIC","B","F","34","N","1100 E 5 ST
KANSAS CITY, MO 64109
(39.110898121000446, -94.56885010499968)"
"130000552","2013-01-03T00:00:00.000","9:57","2013-01-02T00:00:00.000","16:00","2013-01-03T00:00:00.000","8:30","1401","290","Property Damage","643","64151","PC0278","SCP","U","1","SUS","W","F","34","N","7200 NE BARRY RD
KANSAS CITY, MO 64151
(39.24543869500047, -94.49972799499966)"
"130036890","2013-05-29T00:00:00.000","19:58","2013-05-29T00:00:00.000","18:30","2013-05-29T00:00:00.000","19:20","670","23D","Stealing from Buildi","232","64131","PJ5334","MPD","U","1","VIC","W","M","61","N","7000 TROOST AV
KANSAS CITY, MO 64131
(39.0005247470005, -94.5752683719997)"
"130000624","2013-01-03T00:00:00.000","14:30","2012-10-08T00:00:00.000","15:00","2013-01-03T00:00:00.000","13:00","690","23H","Stealing All Other","534","64137","PJ7032","SPD","U","1","SUS","B","F",,"N","11200 COLLEGE AV
KANSAS CITY, MO 64137
(38.92165959500045, -94.55213130399966)"
"130074302","2013-10-13T00:00:00.000","2:34","2013-10-13T00:00:00.000","2:30",,,"801","13B","Non Aggravated Assau","212","64132","PJ5259","MPD","N","2","SUS","B","F",,"N","E 68 TE/JACKSON AV
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
"130000185","2013-01-01T00:00:00.000","18:13","2012-12-28T00:00:00.000","18:00","2013-01-01T00:00:00.000","19:00","799",,"Auto Theft Outside S","532","64134","PJ6529","SPD","U","1","SUS","U","U",,"N","5600 E BANNISTER RD
KANSAS CITY, MO 64134
(38.95315845500045, -94.52648022199969)"
"130001004","2013-01-05T00:00:00.000","3:21","2013-01-05T00:00:00.000","0:01","2013-01-05T00:00:00.000","2:30","1401","290","Property Damage","115","64108","PJ2448","CPD","U","1","SUS","U","U",,"N","E 31 ST/OAK ST
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
"130001002","2013-01-05T00:00:00.000","2:45","2013-01-05T00:00:00.000","2:40",,,"801","13B","Non Aggravated Assau","134","64111","PJ3763","CPD","U","1","VIC","W","M","29","N","4700 JEFFERSON ST
KANSAS CITY, MO 64111
(39.04231528800045, -94.59468537699968)"
"130001112","2013-01-05T00:00:00.000","15:40","2013-01-04T00:00:00.000","22:30","2013-01-05T00:00:00.000","15:15","1401","290","Property Damage","344","64133","PJ3815","EPD","U","1","VIC","W","M","22","N","BYRAMS FORD RD/RAYTOWN RD
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
"130000731","2013-01-03T00:00:00.000","23:09","2013-01-03T00:00:00.000","22:45","2013-01-03T00:00:00.000",,"801","13B","Non Aggravated Assau","243","64138","PJ6222","MPD","N","1","VIC","W","M","51","N","8600 BRISTOL AV
KANSAS CITY, MO 64138
(38.96909231800049, -94.50657621999966)"
"130000210","2013-01-01T00:00:00.000","22:43","2013-01-01T00:00:00.000","22:04",,,"802","13B","Non Agg Assault Dome","334","64130","PJ3626","EPD","Y","1","SUS","B","M","49","N","4400 ELMWOOD AV
KANSAS CITY, MO 64130
(39.045492657000466, -94.53102598499964)"
"130000927","2013-01-04T00:00:00.000","17:26","2013-01-04T00:00:00.000","12:00","2013-01-04T00:00:00.000","18:00","501","220","Burglary - Residence","121","64124","PJ0544","CPD","U","1","SUS","B","M",,"N","400 GARFIELD AV
KANSAS CITY, MO 64124
(39.1088941000005, -94.55700600999967)"
"130000062","2013-01-01T00:00:00.000","6:35","2013-01-01T00:00:00.000","6:33",,,"801","13B","Non Aggravated Assau","144","64130","PJ3427","CPD","N","1","SUS","B","M","37","N","4200 BROOKLYN AV
KANSAS CITY, MO 64130
(39.04979324700048, -94.55855640199968)"
"130031040","2013-05-07T00:00:00.000","17:22","2013-05-07T00:00:00.000","15:30","2013-05-07T00:00:00.000","15:50","1401","290","Property Damage","421","64153","PP0317","NPD","N","2","VIC","W","M","19","N","8400 NW PRAIRIE VIEW RD
KANSAS CITY, MO 64153
(39.24707682400049, -94.66139119099967)"
"130000832","2013-01-04T00:00:00.000","12:58","2013-01-03T00:00:00.000","19:30",,,"640","23F","Stealing From Auto","331","64109","PJ2482","EPD","U","4","VIC","B","M","12","N","E 31 ST/PROSPECT AV
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
"130000889","2013-01-04T00:00:00.000","15:38","2013-01-04T00:00:00.000","15:35",,,"630","23C","Stealing Shoplifting","312","64120","PJ0021","EPD","U","1","VIC",,,,"N","1800 N CORRINGTON AV
KANSAS CITY, MO 64120
(39.13633213200046, -94.49609537899966)"
"130000734","2013-01-04T00:00:00.000","0:49","2013-01-04T00:00:00.000","0:40",,,"802","13B","Non Agg Assault Dome","532","64132","PJ6720","SPD","Y","1","ARR","B","M","25","N","10000 BENNINGTON AV
KANSAS CITY, MO 64132
(38.943645279000464, -94.51298979699965)"
"130000420","2013-01-02T00:00:00.000","16:49","2012-12-30T00:00:00.000","14:00","2013-01-01T00:00:00.000","20:00","501","220","Burglary - Residence","634","64119","PC0928","SCP","U","1","VIC","W","F","53","N","4300 NE 50 ST
KANSAS CITY, MO 64119
(39.185468175000494, -94.52879015299965)"
"130000320","2013-01-02T00:00:00.000","11:45","2013-01-02T00:00:00.000","0:01",,,"650","23G","Stealing Auto Parts/","534","64137","PJ6871","SPD","U","1","VIC","B","F","55","N","10900 MYRTLE AV
KANSAS CITY, MO 64137
(38.92774457900049, -94.5450257069997)"
"130000031","2013-01-01T00:00:00.000","0:50","2013-01-01T00:00:00.000","0:48",,,"301","120","Strong Arm Robbery","234","64130","PJ6255","MPD","U","1","SUS","W","M",,"N","8900 WORNALL RD
KANSAS CITY, MO 64130
(38.96666309400047, -94.59547563199965)"
"130000627","2013-01-03T00:00:00.000","14:18","2013-01-03T00:00:00.000","14:10",,,"630","23C","Stealing Shoplifting","133","64110","PJ3331","CPD","U","1","VIC",,,,"N","4100 MAIN ST
KANSAS CITY, MO 64110
(39.05170251600049, -94.58641608299968)"
"130000694","2013-01-03T00:00:00.000","18:40","2013-01-03T00:00:00.000","18:40",,,"1850","35B","Possession of Drug E","425","64151","PP0256","NPD","U","1","VIC",,,,"N","7900 NW TIFFANY SPRINGS PK W
KANSAS CITY, MO 64151
(39.21624191500047, -94.6344165219997)"
"130000428","2013-01-02T00:00:00.000","17:04","2013-01-02T00:00:00.000","7:00","2013-01-02T00:00:00.000","12:00","670","23D","Stealing from Buildi","131","64111","PJ3345","CPD","U","1","VIC","W","F","21","N","4200 MERCIER ST
KANSAS CITY, MO 64111
(39.052003355000465, -94.60202541699965)"
"130000485","2013-01-02T00:00:00.000","23:36","2013-01-02T00:00:00.000","23:34",,,"401","13A","Aggravated Assault (","545","64134","PJ6816","SPD","U","2","VIC","B","M","14","Y","10400 PALMER AV
KANSAS CITY, MO 64134
(38.93550601600049, -94.50002524999968)"
"130000582","2013-01-03T00:00:00.000","12:03","2013-01-03T00:00:00.000","11:55",,,"802","13B","Non Agg Assault Dome","412","64118","PC0602","NPD","Y","1","VIC","U","F","23","N","6200 N PENNSYLVANIA DR
KANSAS CITY, MO 64118
(39.20665359500049, -94.5871850749997)"
"130000517","2013-01-03T00:00:00.000","7:34","2013-01-03T00:00:00.000","6:10","2013-01-03T00:00:00.000","6:30","702","240","Auto Theft","121","64124","PJ0413","CPD","N","1","SUS","U","U",,"N","300 OLIVE ST
KANSAS CITY, MO 64124
(39.11086279300048, -94.55351890199967)"
"130000838","2013-01-04T00:00:00.000","12:37","2013-01-04T00:00:00.000","12:25",,,"702","240","Auto Theft","134","64111","PJ3962","CPD","U","1","VIC","W","F","37","N","1600 W 50 ST
KANSAS CITY, MO 64111
(39.03739161200048, -94.60572063099966)"
"130001157","2013-01-05T00:00:00.000","19:22","2013-01-05T00:00:00.000","19:15",,,"1401","290","Property Damage","342","64129","PJ2591","EPD","U","1","VIC","W","M","53","N","3000 WALLACE AV
KANSAS CITY, MO 64129
(39.069102676000455, -94.48509576799967)"
"130063849","2013-09-04T00:00:00.000","12:53","2013-09-04T00:00:00.000","12:40",,,"403","13A","Agg Assault - Domest","243","64132","PJ5471","MPD","N","2","VIC","B","F","83","Y","3800 E 72 ST
KANSAS CITY, MO 64132
(38.9955982190005, -94.54278954099965)"
"130044787","2013-06-27T00:00:00.000","14:19","2013-06-27T00:00:00.000","14:19",,,"802","13B","Non Agg Assault Dome","541","64134","PJ6376","SPD","U","1","SUS","B","M","32","N","E 93 ST/HILLCREST RD
KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)"
"130000890","2013-01-04T00:00:00.000","16:15","2013-01-04T00:00:00.000","14:15","2013-01-04T00:00:00.000","16:00","702","240","Auto Theft","233","64114","PJ5998","MPD","U","1","VIC",,,,"N","8300 WORNALL RD
KANSAS CITY, MO 64114
(38.977662705000455, -94.5949556759997)"
"130000962","2013-01-04T00:00:00.000","21:37","2013-01-04T00:00:00.000","19:30","2013-01-04T00:00:00.000","21:55","640","23F","Stealing From Auto","535","64145","PJ7379","SPD","U","1","VIC","W","M","26","N","13000 HOLMES RD
KANSAS CITY, MO 64145
(38.89146812600046, -94.58597430299966)"
"130016351","2013-03-11T00:00:00.000","15:09","2013-03-10T00:00:00.000","12:00","2013-03-11T00:00:00.000","12:00","501","220","Burglary - Residence","241","64131","PJ5332","MPD","U","1","SUS","U","U",,"N","6900 INDIANA AV
KANSAS CITY, MO 64131
(39.001153152000484, -94.54742531999966)"
"130000255","2013-01-02T00:00:00.000","7:32","2012-12-28T00:00:00.000","15:00","2013-01-02T00:00:00.000","5:37","502","220","Burglary - Non Resid","534","64137","PJ6853","SPD","U","1","SUS","U","U",,"N","10500 GRANDVIEW RD
KANSAS CITY, MO 64137
(38.93557115800047, -94.54121546199968)"
"130000669","2013-01-03T00:00:00.000","15:53","2013-01-02T00:00:00.000","15:00","2013-01-03T00:00:00.000","15:30","501","220","Burglary - Residence","212","64130","PJ4760","MPD","U","1","SUS","U","U",,"N","3800 E 60 ST
KANSAS CITY, MO 64130
(39.017123523000464, -94.54171158699967)"
"130001143","2013-01-05T00:00:00.000","17:25","2013-01-05T00:00:00.000","17:00",,,"802","13B","Non Agg Assault Dome","634","64118","PC0922","SCP","U","2","SUS","W","F","35","N","4900 N LAWN AV
KANSAS CITY, MO 64118
(39.18342034400047, -94.5234886349997)"
"120067631","2013-01-26T00:00:00.000","10:13","2013-01-26T00:00:00.000","10:13",,,"690","23H","Stealing All Other","112","64106","PJ1029","CPD","U","1","SUS","B","F","44","N","1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)"
"130000740","2013-01-04T00:00:00.000","2:40","2013-01-04T00:00:00.000","2:30",,,"802","13B","Non Agg Assault Dome","332","64128","PJ2731","EPD","Y","1","VIC","B","M","49","N","3300 WABASH AV
KANSAS CITY, MO 64128
(39.06615231300049, -94.55421553999969)"
"120088386","2013-01-30T00:00:00.000","6:10","2012-12-06T00:00:00.000","10:00",,,"670","23D","Stealing from Buildi","425",,"PP0066","NPD","U","1","SUS","U","U",,"N","00 ROME CI
KANSAS CITY, MO 
(39.29533327700045, -94.71785826899969)"
"130000463","2013-01-02T00:00:00.000","19:55","2013-01-02T00:00:00.000","19:50",,,"501","220","Burglary - Residence","233","64132","PJ5988","MPD","U","1","SUS","U","U",,"N","8200 CHERRY ST
KANSAS CITY, MO 64132
(38.97894186700046, -94.58329634799969)"
"130001041","2013-01-05T00:00:00.000","10:26","2013-01-05T00:00:00.000","10:20",,,"401","13A","Aggravated Assault (","115","64110","PJ1938","CPD","N","1","VIC","B","F","22","N","2300 HOLMES ST
KANSAS CITY, MO 64110
(39.085042461000455, -94.57582627699969)"
"130029664","2013-05-02T00:00:00.000","14:51","2013-05-02T00:00:00.000","12:55","2013-05-02T00:00:00.000","13:50","650","23G","Stealing Auto Parts/","636","64119","PC1444","SCP","N","1","SUS","U","U",,"N","3200 N AMERISTAR DR
KANSAS CITY, MO 64119
(39.151010200000485, -94.47726143599965)"
"130000126","2013-01-01T00:00:00.000","12:28","2013-01-01T00:00:00.000","0:01","2013-01-01T00:00:00.000","12:00","640","23F","Stealing From Auto","312","64120","PJ0023","EPD","U","1","SUS","U","U",,"N","1600 N UNIVERSAL AV
KANSAS CITY, MO 64120
(39.13539714200044, -94.5062444569997)"
"130000590","2013-01-03T00:00:00.000","12:03","2013-01-03T00:00:00.000","12:03",,,"2601","90Z","Misc Violation","112","64106","PJ1029","CPD","U","1","SUS","U","U",,"N","1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)"
"130000794","2013-01-04T00:00:00.000","10:13","2013-01-02T00:00:00.000","18:00",,,"301","120","Strong Arm Robbery","121","64108","PJ0747","CPD","U","1","SUS","B","M",,"N","E 8 ST/TRACY AV
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
"130000688","2013-01-03T00:00:00.000","18:59","2013-01-03T00:00:00.000","18:15","2013-01-03T00:00:00.000","18:55","640","23F","Stealing From Auto","111","64108","PWX001","OSPD","U","2","VIC","W","F","29","N","2000 WASHINGTON AV
KANSAS CITY, MO 64108
(39.08918197200046, -94.59013631399966)"
"130000267","2013-01-02T00:00:00.000","8:15","2013-01-01T00:00:00.000","23:00","2013-01-02T00:00:00.000","8:00","502","220","Burglary - Non Resid","342","64129","PJ2903","EPD","U","1","VIC",,,,"N","8900 E US 40 HW
KANSAS CITY, MO 64129
(39.06199824900045, -94.4759745509997)"
"130017116","2013-03-14T00:00:00.000","15:32","2013-01-16T00:00:00.000","0:01","2013-03-14T00:00:00.000","15:05","831","13C","Intimidation","231","64131","PJ5347","MPD","U","3","VIC","W","F","22","N","400 E GREGORY BL
KANSAS CITY, MO 64131
(38.999208299000486, -94.58416925799969)"
"130000175","2013-01-01T00:00:00.000","17:36","2013-01-01T00:00:00.000","17:00","2013-01-01T00:00:00.000","17:05","401","13A","Aggravated Assault (","241","64132","PJ5067","MPD","U","2","SUS","U","U",,"Y","ASKEW AV/E MEYER BL
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
"130000038","2013-01-01T00:00:00.000","3:27","2012-12-31T00:00:00.000","23:00","2013-01-01T00:00:00.000","1:00","702","240","Auto Theft","133","64111","PJ3255","CPD","U","1","SUS","U","U",,"N","4000 MILL ST
KANSAS CITY, MO 64111
(39.053582692000475, -94.59595772099965)"
"130057580","2013-08-12T00:00:00.000","16:54","2013-08-12T00:00:00.000","16:54",,,"840","90Z","Resisting an Officer","122","64108","PJ0982","CPD","N","2","VIC","B","M","54","N","1000 PASEO
KANSAS CITY, MO 64108
(39.077543662000494, -94.5652062589997)"
"130074092","2013-10-12T00:00:00.000","9:16","2013-10-11T00:00:00.000","8:30","2013-10-11T00:00:00.000","10:30","640","23F","Stealing From Auto","314","64124","PJ0768","EPD","N","1","VIC","W","M","56","N","4200 E 7 ST
KANSAS CITY, MO 64124
(39.103906760000484, -94.53258874499966)"
"130000291","2013-01-02T00:00:00.000","10:00","2013-01-01T00:00:00.000","17:00","2013-01-02T00:00:00.000","9:00","690","23H","Stealing All Other","535","64145","PJ7333","SPD","U","1","VIC","W","M","69","N","12200 BELLEVIEW AV
KANSAS CITY, MO 64145
(38.906471792000445, -94.6053592239997)"
"130001149","2013-01-05T00:00:00.000","17:01","2013-01-05T00:00:00.000","17:00",,,"2402","90C","Disorderly Conduct","211","64130","PJ3976","MPD","U","1","ARR","B","M","51","N","4900 CHESTNUT AV
KANSAS CITY, MO 64130
(39.03714256900048, -94.55227547799967)"
"120065808","2013-04-11T00:00:00.000","16:20","2013-04-11T00:00:00.000","16:20",,,"1001","250","Forgery","321","64124","PJ0955","EPD","U","1","ARR","W","M","50","N","900 BALES AV
KANSAS CITY, MO 64124
(39.10202345200048, -94.54055608299967)"
"130000170","2013-01-01T00:00:00.000","17:48","2013-01-01T00:00:00.000","2:00","2013-01-01T00:00:00.000","17:30","650","23G","Stealing Auto Parts/","243","64113","PJ5829","MPD","U","1","VIC","B","M","29","N","E 79 ST/JAMES A REED RD
KANSAS CITY, MO 64113
(39.013360573000455, -94.59306944999969)"
"130001057","2013-01-05T00:00:00.000","12:14","2012-12-17T00:00:00.000","12:00",,,"1120","26A","Fraud/Confidence Gam","211","64130","PJ4207","MPD","U","1","SUS","U","U",,"N","3500 E 51 ST
KANSAS CITY, MO 64130
(39.03341760100045, -94.54440981399966)"
"120075239","2013-01-31T00:00:00.000","22:30","2013-01-31T00:00:00.000","22:30",,,"801","13B","Non Aggravated Assau","113","64106","PJ1363","CPD","U","1","VIC","W","M","2","N","1500 HOLMES ST
KANSAS CITY, MO 64106
(39.095351561000484, -94.57532645599969)"
"130000872","2013-01-04T00:00:00.000","15:17","2009-02-12T00:00:00.000","0:01",,,"1001","250","Forgery","331","64128","PJ2595","EPD","U","1","SUS","U","U",,"N","3100 MERSINGTON AV
KANSAS CITY, MO 64128
(39.069275710000454, -94.5379758529997)"
"130000120","2013-01-01T00:00:00.000","12:44","2013-01-01T00:00:00.000","12:30",,,"802","13B","Non Agg Assault Dome","241","64116","PJ5255","MPD","Y","1","VIC","B","F","26","N","6800 BELLEFONTAINE AV
KANSAS CITY, MO 64116
(39.00311524500046, -94.55081861499968)"
"130000948","2013-01-04T00:00:00.000","19:06","2013-01-04T00:00:00.000","19:00",,,"630","23C","Stealing Shoplifting","341","64126","PJ1428","EPD","U","2","SUS","B","F","20","N","5500 E TRUMAN RD
KANSAS CITY, MO 64126
(39.094106782000495, -94.51808129899968)"
"120044123","2013-05-10T00:00:00.000","22:28","2013-05-10T00:00:00.000","20:56",,,"1546","90Z","Weapons Law Violatio","216","64130","PJ3405","CPD","U","1","ARR","B","M","27","N","E 43 ST/PASEO
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
"130000081","2013-01-01T00:00:00.000","10:06","2013-01-01T00:00:00.000","10:06",,,"501","220","Burglary - Residence","134",,"PJ3610","CPD","U","1","VIC","U","U",,"N","4500 JEFFERSON ST
KANSAS CITY, MO 
(39.04591193800047, -94.5945363949997)"
"130001142","2013-01-05T00:00:00.000","18:05","2012-12-15T00:00:00.000","12:30","2012-12-15T00:00:00.000","13:00","301","120","Strong Arm Robbery","241","64132","PJ5271","MPD","U","1","VIC","B","M","53","Y","E 69 ST/MONROE AV
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
"130001078","2013-01-05T00:00:00.000","12:27","2013-01-05T00:00:00.000","12:27",,,"2601","90Z","Misc Violation","541","64132","PJ6336","SPD","U","1","SUS","U","U",,"N","6100 E 87 ST
KANSAS CITY, MO 64132
(38.96741039700049, -94.51765370199968)"
"130000338","2013-01-02T00:00:00.000","11:58","2013-01-02T00:00:00.000","11:47",,,"403","13A","Agg Assault - Domest","321","64127","PJ1103","EPD","Y","1","SUS","B","M","38","N","1100 ASKEW AV
KANSAS CITY, MO 64127
(39.099521868000465, -94.53987589399969)"
"130000715","2013-01-03T00:00:00.000","22:14","2013-01-03T00:00:00.000","22:14",,,"2402","90C","Disorderly Conduct","134","64111","PJ3754","CPD","U","1","VIC",,,,"N","J C NICHOLS PK/WARD PK S
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
"130082055","2013-11-10T00:00:00.000","20:12","2013-11-10T00:00:00.000","20:12",,,"3073",,"Attempt Suicide by H","631","64116","PC1083","SCP","U","1","VIC","W","M","44","N","4600 N FOREST AV
KANSAS CITY, MO 64116
(39.17679274700049, -94.56630243999967)"
"130000022","2013-01-01T00:00:00.000","2:18","2013-01-01T00:00:00.000","1:40",,,"801","13B","Non Aggravated Assau","113","64106","PJ1177","CPD","N","2","SUS","W","M","23","N","1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)"
"130001119","2013-01-05T00:00:00.000","16:11","2013-01-05T00:00:00.000","16:10",,,"630","23C","Stealing Shoplifting","421","64153","PP0317","NPD","U","1","VIC",,,,"N","8600 NW PRAIRIE VIEW RD
KANSAS CITY, MO 64153
(39.25051422100046, -94.66155673299966)"
"130001010","2013-01-05T00:00:00.000","5:25","2013-01-05T00:00:00.000","5:25",,,"802","13B","Non Agg Assault Dome","341","64127","PJ1569","EPD","Y","1","VIC","W","F","53","N","1600 FREMONT AV
KANSAS CITY, MO 64127
(39.09186229000045, -94.50798566699967)"
"130080471","2013-11-04T00:00:00.000","18:39","2013-11-04T00:00:00.000","18:38",,,"2655","90J","Trespassing","324","64127","PJ2104","EPD","U","1","VIC",,,,"N","2400 VAN BRUNT BL
KANSAS CITY, MO 64127
(39.08139154000048, -94.52118651099966)"
"130000611","2013-01-03T00:00:00.000","13:33","2013-01-03T00:00:00.000","13:33",,,"1401","290","Property Damage","234","64130","PJ6445","MPD","U","1","VIC",,,,"N","9400 BALES DR
KANSAS CITY, MO 64130
(38.955840536000494, -94.5481963579997)"
"130000045","2013-01-01T00:00:00.000","3:44","2013-01-01T00:00:00.000","3:35",,,"401","13A","Aggravated Assault (","315","64123","PJ0197","EPD","U","5","VIC","W","F","5","Y","400 N HARDESTY AV
KANSAS CITY, MO 64123
(39.11618295700049, -94.51848545799965)"
"130001115","2013-01-05T00:00:00.000","15:54","2013-01-04T00:00:00.000","15:00","2013-01-04T00:00:00.000","15:45","670","23D","Stealing from Buildi","331","64127","PJ2493","EPD","U","2","VIC","B","F","2","N","3000 BELLEFONTAINE AV
KANSAS CITY, MO 64127
(39.07139122500047, -94.54701363999965)"
"130000467","2013-01-02T00:00:00.000","20:22","2013-01-02T00:00:00.000","20:22",,,"690","23H","Stealing All Other","411","64116","PC0863","NPD","N","1","VIC","W","F","56","N","4800 N OAK TF
KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
"130001051","2013-01-05T00:00:00.000","11:16","2013-01-05T00:00:00.000","11:00","2013-01-05T00:00:00.000","12:00","802","13B","Non Agg Assault Dome","531","64131","PJ6662","SPD","Y","2","VIC","B","M","51","N","10100 WORNALL RD
KANSAS CITY, MO 64131
(38.94539496200048, -94.59647897799965)"
"130000303","2013-01-02T00:00:00.000","11:01","2013-01-01T00:00:00.000","19:00",,,"831","13C","Intimidation","636","64119","PC0715","SCP","N","1","VIC","W","M","51","N","7700 NE 55 ST
KANSAS CITY, MO 64119
(39.19402472200045, -94.49102847499967)"
"130000811","2013-01-04T00:00:00.000","11:41","2012-12-12T00:00:00.000","12:00",,,"2601","90Z","Misc Violation","123","64109","PJ1327","CPD","U","1","VIC","B","M","45","N","1600 E TRUMAN RD
KANSAS CITY, MO 64109
(39.09511823300045, -94.56221977999968)"
"130000874","2013-01-04T00:00:00.000","15:09","2013-01-04T00:00:00.000","15:08",,,"1401","290","Property Damage","543","64134","PJ7122","SPD","U","1","VIC","B","M","45","N","11300 DELMAR AV
KANSAS CITY, MO 64134
(38.91762119700047, -94.49763838599966)"
"130000165","2013-01-01T00:00:00.000","17:09","2012-12-31T00:00:00.000","16:26","2013-01-01T00:00:00.000","15:41","2041","90Z","Violation Ex Parte O","412","64118","PC0648","NPD","Y","1","VIC","W","F","42","N","5700 N HOLLY DR
KANSAS CITY, MO 64118
(39.19952197200047, -94.59346959499965)"
"130000228","2013-01-02T00:00:00.000","2:01","2013-01-02T00:00:00.000","1:30","2013-01-02T00:00:00.000","1:58","501","220","Burglary - Residence","415","64151","PP0424","NPD","U","1","VIC","W","M","19","N","2600 NW 80 ST
KANSAS CITY, MO 64151
(39.238698281000495, -94.61062067699964)"
"130001096","2013-01-05T00:00:00.000","14:19","2013-01-05T00:00:00.000","14:00",,,"802","13B","Non Agg Assault Dome","121","64106","PJ0321","CPD","Y","1","VIC","W","F","31","N","200 LYDIA AV
KANSAS CITY, MO 64106
(39.11365087100046, -94.5659284569997)"
"130000480","2013-01-02T00:00:00.000","22:45","2013-01-02T00:00:00.000","22:45",,,"401","13A","Aggravated Assault (","242","64132","PJ5908","MPD","U","2","VIC","B","M","39","Y","8000 OLIVE ST
KANSAS CITY, MO 64132
(38.98185196200046, -94.56032590899969)"
"130001030","2013-01-05T00:00:00.000","9:38","2013-01-05T00:00:00.000","9:38",,,"1401","290","Property Damage","345",,"PJ5008","EPD","N","1","SUS","U","U",,"N","5900 MARION AV
KANSAS CITY, MO 
(39.014482400000475, -94.43412755799966)"
"130000078","2013-01-01T00:00:00.000","10:08","2012-12-31T00:00:00.000","8:30","2013-01-01T00:00:00.000","9:00","670","23D","Stealing from Buildi","115","64109","PJ2457","CPD","U","1","VIC","B","M","49","N","900 E 30 ST
KANSAS CITY, MO 64109
(39.07242521800049, -94.57379968599969)"
"130000485","2013-01-02T00:00:00.000","23:36","2013-01-02T00:00:00.000","23:34",,,"401","13A","Aggravated Assault (","545","64134","PJ6816","SPD","U","1","VIC","B","F","37","Y","10400 PALMER AV
KANSAS CITY, MO 64134
(38.93550601600049, -94.50002524999968)"
"130000122","2013-01-01T00:00:00.000","13:09","2013-01-01T00:00:00.000","13:00",,,"802","13B","Non Agg Assault Dome","324","64127","PJ2046","EPD","Y","1","ARR","B","M","18","N","2400 MERSINGTON AV
KANSAS CITY, MO 64127
(39.08213106500045, -94.53712430999968)"
