"address","fraction","prefix","street","suffix","suite","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","legal","plan_area","property_description","owner_name","kiva_code"
"8060",,"NE","100TH","PL",,"64157","5","12","2014","Residential","New Construction","Single Family","0","$   6,001","2793964","1132169","201510535","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256916","T3400.202","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"8063",,"NE","100TH","PL",,"64157","6","27","2014","Residential","New Construction","Single Family","1","$   210,000","2793896","1131963","201512954","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT",,"Clay","1","LIBERTY","256911","T3400.197","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"8063",,"NE","100TH","PL",,"64157","7","8","2014","Residential","New Construction","Single Family","0","$   10,000","2793896","1131963","201513409","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256911","T3400.197","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"8063",,"NE","100TH","PL",,"64157","9","22","2014","Residential","New Construction","Single Family","0","$   4,200","2793896","1131963","201517339","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256911","T3400.197","UNITED HEATING & COOLING, INC.","KAYLA YORK",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"8063",,"NE","100TH","PL",,"64157","9","26","2014","Residential","New Construction","Single Family","0","$   6,001","2793896","1131963","201517613","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256911","T3400.197","TEAGUE ELECTRIC CONSTRUCTION, INC.","CAROL HARRIS",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"8064",,"NE","100TH","PL",,"64157","5","12","2014","Residential","New Construction","Single Family","1","$   190,000","2793965","1132056","201510579","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256917","T3400.203","MCFARLAND CUSTOM BUILDERS, INC","RALPH YEATER",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"8064",,"NE","100TH","PL",,"64157","6","24","2014","Residential","New Construction","Single Family","0","$   6,000","2793965","1132056","201512686","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256917","T3400.203","BARSCO MECHANICAL, L.L.C.","PERMIT SERVICE, INC.",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"8064",,"NE","100TH","PL",,"64157","7","28","2014","Residential","New Construction","Single Family","0","$   7,030","2793965","1132056","201514355","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256917","T3400.203","MIKE BRYANT","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"8064",,"NE","100TH","PL",,"64157","8","8","2014","Residential","New Construction","Single Family","0","$   6,800","2793965","1132056","201515097","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256917","T3400.203","JOE KILOWATT INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"8068",,"NE","100TH","PL",,"64157","5","11","2015","Residential","New Construction","Single Family","1","$   230,000","2794047","1132042","201610517","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256918","T3400.204","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"8068",,"NE","100TH","PL",,"64157","5","18","2015","Residential","New Construction","Single Family","0","$   10,000","2794047","1132042","201610937","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256918","T3400.204","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"8068",,"NE","100TH","PL",,"64157","6","24","2015","Residential","New Construction","Single Family","0","$   6,000","2794047","1132042","201612848","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256918","T3400.204","ARROW CIRCLE ELECTRIC, INC.","DAVID M CLEARY",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"8068",,"NE","100TH","PL",,"64157","7","2","2015","Residential","New Construction","Single Family","0","$   4,200","2794047","1132042","201613365","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256918","CL1081600150080001","UNITED HEATING & COOLING, INC.","ASHLEY FINDLEY",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"8068",,"NE","100TH","PL",,"64157","9","18","2015","Residential","New Construction","Single Family","0","$   150","2794047","1132042","201617481","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256918","CL1081600150080001","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.",,"Shoal Creek Valley","BACKFLOW PREVENTER",,"CPPL"
"8069",,"NE","100TH","PL",,"64157","5","4","2016","Residential","New Construction","Single Family","1","$   300,000","2793948","1131916","201710187","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256910","CL1081600150160001","MCFARLAND CUSTOM BUILDERS, INC","RALPH YEATER",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"8069",,"NE","100TH","PL",,"64157","5","5","2016","Residential","New Construction","Single Family","0","$   7,000","2793948","1131916","201710321","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256910","CL1081600150160001","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"8069",,"NE","100TH","PL",,"64157","7","7","2016","Residential","New Construction","Single Family","0","$   6,800","2793948","1131916","201713570","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256910","CL1081600150160001","JOE KILOWATT INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"8069",,"NE","100TH","PL",,"64157","7","21","2016","Residential","New Construction","Single Family","0","$   7,030","2793948","1131916","201714205","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256910","CL1081600150160001","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"8069",,"NE","100th","Pl",,"64157","7","17","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2793911","1131892","CPBR-201834605","0",,,"INSTALL A SET OF  48'' X 10' STAIRS  TO EXISTING COVERED DECK (All work to be done by homeowner per affadavit)","Clay","1","LIBERTY","256910","CL1081600150160001","Needs Contact","Needs Contact",,"Shoal Creek Valley",,,"CPBR"
"1511",,"E","100TH","ST",,"64131","2","16","2012","Residential","Additions, Alterations, Repairs","NA","0","$   2,200","2768407","1011966","201221561","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Center","154149","JA48720018300000000","MORTON MECHANICAL, INC.","PAUL MORTON",,"Red Bridge","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"1522",,"E","100th","St",,"64131","7","12","2019","Residential","Additions, Alterations, Repairs","NA","0","$   2,488","2768720","1012175","CPMR-2019-01672","97","Existing 1 or 2 Family Residence","INDIAN HEIGHTS","Existing Single Family","Jackson","5","CENTER","154147","JA48720017500000000","ANTHONY PLUMBING, HEATING AND COOLING",,,"Red Bridge","Install/Replace Air Conditioner",,"CPMR"
"5504",,"E","100TH","ST",,"64137","5","6","2015","Residential","Additions, Alterations, Repairs","NA","0","$   6,144","2781645","1011521","201610264","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","57807","JA49810030800000000","A.B. MAY COMPANY","ELYSE BASS",,"Hickman Mills","HVAC SYSTEM",,"CPMP"
"5508",,"E","100TH","ST",,"64137","7","14","2016","Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2781721","1011499","201713866","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","57808","JA49810030900000000","BENCHMARK PROPERTIES VIII LLC","TRAVIS THONEN",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"5601",,"E","100TH","ST",,"64137","3","16","2015","Residential","Additions, Alterations, Repairs","NA","0","$   250","2781827","1011320","201525962","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","57855","JA49810060800000000","RW ELECTRIC AND CONSTRUCTION, INC.","RONALD WILLIAMS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"5604",,"E","100TH","ST",,"64137","9","28","2012","Residential","Additions, Alterations, Repairs","NA","0","$   249","2781944","1011454","201316832","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","57820","JA49810020800000000","ADT SECURITY SERVICES, INC.","JUANITA FARR",,"Hickman Mills","ELECTRICAL LIMITED SERVICE",,"CPES"
"5611",,"E","100TH","ST",,"64137","5","27","2010","Residential","Additions, Alterations, Repairs","NA","0","$   900","2782024","1011336","201111033","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","57852","JA49810060500000000","SHOCK WAVE ELECTRIC","VIRGAL WILLIAMS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"5700",,"E","100th","St",,"64137","5","13","2019","Residential","Additions, Alterations, Repairs","NA","0","$   3,500","2782150","1011471","CPMR-2019-00959","97","Existing 1 or 2 Family Residence","HILLCREST HEIGHTS","Existing Single Family","Jackson","5","HICKMAN MILLS","57834","JA49810010700000000","A.B. May Company","Angela Reuscher",,"Hickman Mills","Install/Replace Air Conditioner",,"CPMR"
"5708",,"E","100TH","ST",,"64137","12","11","2012","Residential","Additions, Alterations, Repairs","NA","0","$   1,486","2782316","1011437","201319750","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","57836","JA49810010900000000","A.B. MAY COMPANY","LISA DEMOSS",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"5804",,"E","100TH","ST",,"64134","1","24","2013","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2782533","1011272","201321277","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","58509","JA49720051000000000","A-TEAM ELECTRIC, LLC","MATTHEW CONKLIN",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"5805",,"E","100TH","ST",,"64134","7","7","2014","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2782530","1011131","201513309","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58510","JA49720080200000000","SHOCK WAVE ELECTRIC","VIRGAL WILLIAMS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"5905",,"E","100TH","ST",,"64134","4","9","2012","Residential","Additions, Alterations, Repairs","NA","0","$   660","2782876","1011152","201223733","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","58576","JA49720070900000000","TRITON PLUMBING INC.","JAMES R WIEDUWILT",,"Hickman Mills","GAS-FIRED APPLIANCES",,"CPPM"
"6000",,"E","100TH","ST",,"64134","9","21","2017","Residential","Additions, Alterations, Repairs","NA","0","$   5,400","2783150","1011288","201818184","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58568","JA49720061700000000","METRO PLUMBING","JON P. SHANNON",,"Hickman Mills","PLUMBING LIMITED SERVICE",,"CPPS"
"6600",,"E","100TH","ST",,"64134","11","6","2014","Residential","Additions, Alterations, Repairs","NA","0","$   22,453","2785229","1011220","201519836","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58289","JA49710041400000000","RIDINGS CONSTRUCTION & RENOVATION","JAMES J RIDINGS",,"Hickman Mills","REMODELING",,"CPBR"
"6600",,"E","100TH","ST",,"64134","12","5","2014","Residential","Additions, Alterations, Repairs","NA","0","$   3,900","2785229","1011220","201521333","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58289","JA49710041400000000","UNITED HEATING & COOLING, INC.","KAYLA YORK",,"Hickman Mills","HVAC SYSTEM",,"CPMP"
"6600",,"E","100TH","ST",,"64134","12","10","2014","Residential","Additions, Alterations, Repairs","NA","0","$   2,500","2785229","1011220","201521547","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58289","JA49710041400000000","LC SOLUTIONS LLC","LEE CARUTHERS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6600",,"E","100TH","ST",,"64134","12","23","2014","Residential","Additions, Alterations, Repairs","NA","0","$   3,100","2785229","1011220","201522216","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58289","JA49710041400000000","UNITED PLUMBING AND SERVICE CO. INC.","PERMIT SERVICE, INC",,"Hickman Mills","PLUMBING PIPING AND FIXTURES",,"CPPM"
"6601",,"E","100TH","ST",,"64134","6","22","2017","Residential","Additions, Alterations, Repairs","NA","0","$   850","2785115","1011059","201813141","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58311","JA49710051000000000","AD'S TEAM ELECTRIC, LLC","ANTHONY DAVIS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6603",,"E","100TH","ST",,"64134","2","5","2015","Residential","Additions, Alterations, Repairs","NA","0","$   300","2785228","1011049","201524006","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58310","JA49710050900000000","CHAPPELL ELECTRIC, L.L.C.","GERMAINE CHAPPELL",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6611",,"E","100TH","ST",,"64134","1","21","2014","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2785388","1011043","201421390","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - electrical","Jackson","5","HICKMAN MILLS","58308","JA49710050700000000","LINDA HERRIN",,,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6612",,"E","100TH","ST",,"64134","12","10","2014","Residential","Additions, Alterations, Repairs","NA","0","$   425","2785388","1011214","201521549","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58291","JA49710041600000000","WENGER ENTERPRISES, INC.","JOHN WENGER III",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6702",,"E","100TH","ST",,"64134","9","20","2013","Residential","Additions, Alterations, Repairs","NA","0","$   900","2785458","1011177","201416457","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58292","JA49710041700000000","ABLE ELECTRIC OF KANSAS CITY LLC","TOM SUPER",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"6703",,"E","100TH","ST",,"64134","2","8","2012","Residential","Additions, Alterations, Repairs","NA","0","$   4,000","2785452","1011073","201221111","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","58307","JA49710050600000000","MORTON MECHANICAL, INC.","PAUL MORTON",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"6705",,"E","100TH","ST",,"64134","6","29","2012","Residential","Additions, Alterations, Repairs","NA","0","$   1,800","2785528","1011065","201312860","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","58306","JA49710050500000000","B & L PLUMBING SERVICE, INC.","KERRI CLAYTON",,"Hickman Mills","PLUMBING LIMITED SERVICE",,"CPPS"
"6705",,"E","100TH","ST",,"64134","2","8","2013","Residential","Additions, Alterations, Repairs","NA","0","$   1,526","2785528","1011065","201322010","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","58306","JA49710050500000000","A.B. MAY COMPANY","LISA DEMOSS",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"6804",,"E","100TH","ST",,"64134","1","5","2016","Residential","Additions, Alterations, Repairs","NA","0","$   2,300","2785844","1011198","201622770","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58297","JA49710042200000000","SAM'Z HEATING & COOLING, LLC","SAMUEL WRIGHT",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"6907",,"E","100TH","ST",,"64134","10","27","2017","Residential","Additions, Alterations, Repairs","NA","0","$   6,000","2786109","1011018","201820373","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58243","JA49710080200000000","EAGLE ELEVATOR CORP.","ROBERT MUELLER",,"Hickman Mills","CHAIRLIFT",,"CPVP"
"6907",,"E","100TH","ST",,"64134","4","27","2018","Residential","Additions, Alterations, Repairs","NA","0","$   3,252","2786109","1011018","201830058","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","58243","JA49710080200000000","A.B. MAY COMPANY","LEANNE BALANDRON",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"7400",,"E","100TH","ST",,"64134","6","21","2016","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2787734","1010823","201712674","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70295","JA50920023100000000","C-R ELECTRICAL, LLC","RANDAL L. REDFORD",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"7401",,"E","100TH","ST",,"64134","7","19","2012","Residential","Additions, Alterations, Repairs","NA","0","$   6,000","2787715","1010673","201313671","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70294","JA50920052000000000","ROTO-ROOTER SERVICES COMPANY","PERMIT SERVICE INC",,"Hickman Mills","PLUMBING LIMITED SERVICE",,"CPPL"
"7405",,"E","100th","St",,"64134","9","6","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,000","2787807","1010633","CPER-2018-36131","0",,"BANNISTER SLOPES","100 amp service change.","Jackson","5","HICKMAN MILLS","70293","JA50920051900000000","FULTON ELECTRIC","DANIEL FULTON",,"Hickman Mills",,,"CPER"
"7409",,"E","100TH","ST",,"64134","6","29","2011","Residential","Additions, Alterations, Repairs","NA","0","$   350","2787885","1010671","201212409","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70292","JA50920051800000000","DANNY THE PLUMBER, INC.","PAT PEREZ",,"Hickman Mills","GAS-FIRED APPLIANCES",,"CPPL"
"7409",,"E","100TH","ST",,"64134","11","2","2011","Residential","Additions, Alterations, Repairs","NA","0","$   274","2787885","1010671","201217642","97","EXISTING ONE OR TWO FAMILY RESIDENCE",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70292","JA50920051800000000","ADT SECURITY SERVICES, INC.","LINDA CASTRO",,"Hickman Mills","ELECTRICAL LIMITED SERVICE",,"CPES"
"7409",,"E","100TH","ST",,"64134","12","30","2014","Residential","Additions, Alterations, Repairs","NA","0","$   1,936","2787877","1010630","201522402","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70292","JA50920051800000000","A.B. MAY COMPANY","LISA DEMOSS",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"7409",,"E","100TH","ST",,"64134","4","24","2017","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2787877","1010630","201728577","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70292","JA50920051800000000","R-MECH HEATING, COOLING, & PLUMBING LLC","GREG KENNEDY",,"Hickman Mills","PLUMBING LIMITED SERVICE",,"CPPS"
"7500",,"E","100TH","ST",,"64134","12","27","2017","Residential","Additions, Alterations, Repairs","NA","0","$   3,564","2787956","1010813","201823526","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70298","JA50920021100000000","ANTHONY PLUMBING, HEATING AND COOLING","CHUCK REED",,"Hickman Mills","HVAC SYSTEM",,"CPMP"
"7505",,"E","100TH","ST",,"64134","10","8","2014","Residential","Additions, Alterations, Repairs","NA","0","$   48","2788017","1010623","201518194","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70290","JA50920051600000000","ADT LLC","JUANITA FARR",,"Hickman Mills","SECURITY ALARM SYSTEM",,"CPES"
"7508",,"E","100TH","ST",,"64134","1","8","2013","Residential","Additions, Alterations, Repairs","NA","0","$   1,918","2788095","1010767","201320588","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70300","JA50920021300000000","BUILDING CONTROL SOLUTIONS, LLC","CHERYL MORTON",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"7517",,"E","100TH","ST",,"64134","10","22","2010","Residential","Additions, Alterations, Repairs","NA","0","$   2,927","2788219","1010651","201117229","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70287","JA50920051300000000","AB MAY COMPANY","JESSICA DICKSON",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"7517",,"E","100TH","ST",,"64134","2","15","2013","Residential","Additions, Alterations, Repairs","NA","0","$   99","2788219","1010651","201322274","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70287","JA50920051300000000","ADT SECURITY SERVICES, INC.","JUANITA FARR",,"Hickman Mills","ELECTRICAL LIMITED SERVICE",,"CPES"
"7600",,"E","100TH","ST",,"64134","10","2","2014","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2788378","1010794","201517887","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70304","JA50920021700000000","DG ELECTRIC, LLC","DONAVAN GINNINGS",,"Hickman Mills","ELECTRICAL WIRING",,"CPEP"
"7608",,"E","100TH","ST",,"64134","10","26","2015","Residential","Additions, Alterations, Repairs","NA","0","$   1,556","2788518","1010788","201619263","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70306","JA50920021900000000","A.B. MAY COMPANY","ELYSE BASS",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"7608",,"E","100TH","ST",,"64134","8","14","2017","Residential","Additions, Alterations, Repairs","NA","0","$   2,900","2788518","1010788","201816085","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70306","JA50920021900000000","BOB HAMILTON PLUMBING HEATING & A/C","TIFFANY FLING",,"Hickman Mills","MECHANICAL AIR CONDITIONING EQUIPMENT",,"CPMP"
"7613",,"E","100TH","ST",,"64134","7","23","2010","Residential","Additions, Alterations, Repairs","NA","0","$   100","2788576","1010638","201113431","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","SAFELINK SECURITY INC.","KELLY SMITH",,"Hickman Mills","SECURITY ALARM SYSTEM",,"CPES"
"7613",,"E","100TH","ST",,"64134","9","14","2010","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2788576","1010638","201115602","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","JOE KILOWATT INC.","PERMIT SERVICE, INC",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
"7613",,"E","100TH","ST",,"64134","9","21","2010","Residential","Additions, Alterations, Repairs","NA","0","$   671","2788576","1010638","201115874","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","AARON'S SERVICES, LLC","KELLY STUFFLEBEAN",,"Hickman Mills","PLUMBING LIMITED SERVICE",,"CPPS"
"7613",,"E","100TH","ST",,"64134","1","28","2011","Residential","Additions, Alterations, Repairs","NA","0","$   1,600","2788576","1010638","201120910","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70282","JA50920050800000000","ABRAHAM HEATING & COOLING L.L.C.","DAN GARTH",,"Hickman Mills","MECHANICAL HEATING EQUIPMENT",,"CPMP"
"7616",,"E","100TH","ST",,"64134","2","17","2012","Residential","Additions, Alterations, Repairs","NA","0","$   7,000","2788649","1010746","201221606","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","5","Hickman Mills","70308","JA50920022100000000","KIMBROUGH ROOFING INC","SANDRA KIMBROUGH",,"Hickman Mills","GENERAL BUILDING",,"CPBR"
"7616",,"E","100TH","ST",,"64134","8","18","2017","Residential","Additions, Alterations, Repairs","NA","0","$   1,537","2788660","1010782","201816459","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70308","JA50920022100000000","MORTAN MAN LLC","PAUL MORTON",,"Hickman Mills","PLUMBING PIPING",,"CPPL"
"7620",,"E","100TH","ST",,"64134","12","15","2014","Residential","Additions, Alterations, Repairs","NA","0","$   147","2788731","1010778","201521762","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70309","JA50920022200000000","ADT LLC","JUANITA FARR",,"Hickman Mills","SECURITY ALARM SYSTEM",,"CPES"
"7701",,"E","100TH","ST",,"64134","2","10","2014","Residential","Additions, Alterations, Repairs","NA","0","$   627","2788784","1010588","201422124","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70279","JA50920050500000000","A.B. MAY COMPANY","JOY YENZER",,"Hickman Mills","PLUMBING FIXTURES",,"CPPM"
"8001",,"E","100TH","ST",,"64134","7","18","2017","Residential","Additions, Alterations, Repairs","NA","0","$   2,300","2789512","1010552","201814594","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70189","JA50920042200000000","SIMMONS ELECTRICAL","PAUL SIMMONS",,"Hickman Mills","ELECTRICAL SERVICE - RESIDENTIAL",,"CPEM"
